ID;Gewassen;RegioS;Perioden;Oppervlakte_1;Opbrengst_2
0;10;Nederland;1993;228683.0;13.7
1;10;Nederland;1994;228508.0;11.9
2;10;Nederland;1995;219217.0;11.6
3;10;Nederland;1996;222872.0;12.1
4;10;Nederland;1997;231985.0;15.0
5;10;Nederland;1998;219940.0;13.2
6;10;Nederland;1999;230746.0;14.8
7;10;Nederland;2000;205321.0;13.9
8;10;Nederland;2001;203874.0;14.3
9;10;Nederland;2002;214403.0;14.2
10;10;Nederland;2003;216897.0;14.4
11;10;Nederland;2004;224469.0;14.0
12;10;Nederland;2005;235088.0;14.4
13;10;Nederland;2006;218044.0;14.4
14;10;Nederland;2007;221554.0;15.0
15;10;Noordelijk weidegebied;1993;18880.0;13.6
16;10;Noordelijk weidegebied;1994;20592.0;12.6
17;10;Noordelijk weidegebied;1995;20572.0;12.5
18;10;Noordelijk weidegebied;1996;21177.0;10.6
19;10;Noordelijk weidegebied;1997;22973.0;14.2
20;10;Noordelijk weidegebied;1998;23708.0;12.6
21;10;Noordelijk weidegebied;1999;25666.0;15.1
22;10;Noordelijk weidegebied;2000;24552.0;13.7
23;10;Noordelijk weidegebied;2001;24571.0;13.8
24;10;Noordelijk weidegebied;2002;27231.0;13.6
25;10;Noordelijk weidegebied;2003;28538.0;14.5
26;10;Noordelijk weidegebied;2004;31019.0;13.6
27;10;Noordelijk weidegebied;2005;32607.0;14.6
28;10;Noordelijk weidegebied;2006;31427.0;14.5
29;10;Noordelijk weidegebied;2007;33897.0;14.5
30;10;Oostelijk en centraal veehouderijgebied;1993;80940.0;13.4
31;10;Oostelijk en centraal veehouderijgebied;1994;81994.0;12.4
32;10;Oostelijk en centraal veehouderijgebied;1995;77494.0;12.2
33;10;Oostelijk en centraal veehouderijgebied;1996;78871.0;12.7
34;10;Oostelijk en centraal veehouderijgebied;1997;81178.0;13.7
35;10;Oostelijk en centraal veehouderijgebied;1998;79002.0;12.7
36;10;Oostelijk en centraal veehouderijgebied;1999;82329.0;15.0
37;10;Oostelijk en centraal veehouderijgebied;2000;74269.0;14.2
38;10;Oostelijk en centraal veehouderijgebied;2001;74159.0;14.5
39;10;Oostelijk en centraal veehouderijgebied;2002;77256.0;13.2
40;10;Oostelijk en centraal veehouderijgebied;2003;78281.0;14.6
41;10;Oostelijk en centraal veehouderijgebied;2004;80381.0;13.9
42;10;Oostelijk en centraal veehouderijgebied;2005;83120.0;14.4
43;10;Oostelijk en centraal veehouderijgebied;2006;76336.0;13.8
44;10;Oostelijk en centraal veehouderijgebied;2007;76381.0;15.2
45;10;Westelijk weidegebied;1993;4545.0;12.5
46;10;Westelijk weidegebied;1994;5183.0;10.7
47;10;Westelijk weidegebied;1995;5646.0;13.0
48;10;Westelijk weidegebied;1996;6280.0;12.9
49;10;Westelijk weidegebied;1997;7128.0;15.7
50;10;Westelijk weidegebied;1998;7436.0;13.9
51;10;Westelijk weidegebied;1999;8138.0;14.6
52;10;Westelijk weidegebied;2000;7749.0;14.8
53;10;Westelijk weidegebied;2001;8534.0;14.2
54;10;Westelijk weidegebied;2002;9164.0;14.5
55;10;Westelijk weidegebied;2003;9412.0;14.7
56;10;Westelijk weidegebied;2004;9644.0;14.4
57;10;Westelijk weidegebied;2005;10227.0;14.9
58;10;Westelijk weidegebied;2006;11006.0;14.7
59;10;Westelijk weidegebied;2007;11521.0;14.0
60;10;Zuidelijk weidegebied;1993;88746.0;13.8
61;10;Zuidelijk weidegebied;1994;84038.0;11.5
62;10;Zuidelijk weidegebied;1995;79397.0;10.4
63;10;Zuidelijk weidegebied;1996;78445.0;12.0
64;10;Zuidelijk weidegebied;1997;79940.0;16.3
65;10;Zuidelijk weidegebied;1998;73745.0;13.2
66;10;Zuidelijk weidegebied;1999;74127.0;14.5
67;10;Zuidelijk weidegebied;2000;63613.0;13.3
68;10;Zuidelijk weidegebied;2001;61569.0;14.2
69;10;Zuidelijk weidegebied;2002;63480.0;14.2
70;10;Zuidelijk weidegebied;2003;63698.0;13.7
71;10;Zuidelijk weidegebied;2004;64808.0;14.1
72;10;Zuidelijk weidegebied;2005;68897.0;13.8
73;10;Zuidelijk weidegebied;2006;60670.0;14.7
74;10;Zuidelijk weidegebied;2007;59645.0;15.0
75;10;Overig Nederland;1993;35572.0;13.9
76;10;Overig Nederland;1994;36701.0;11.5
77;10;Overig Nederland;1995;36109.0;11.9
78;10;Overig Nederland;1996;38099.0;11.6
79;10;Overig Nederland;1997;40765.0;15.5
80;10;Overig Nederland;1998;36049.0;13.9
81;10;Overig Nederland;1999;40486.0;15.1
82;10;Overig Nederland;2000;35137.0;13.9
83;10;Overig Nederland;2001;35041.0;14.6
84;10;Overig Nederland;2002;37272.0;14.2
85;10;Overig Nederland;2003;36968.0;15.0
86;10;Overig Nederland;2004;38617.0;14.8
87;10;Overig Nederland;2005;40237.0;14.8
88;10;Overig Nederland;2006;38606.0;14.6
89;10;Overig Nederland;2007;40109.0;15.1
90;20;Nederland;1993;10819.0;9.1
91;20;Nederland;1994;11624.0;7.5
92;20;Nederland;1995;9005.0;7.1
93;20;Nederland;1996;10872.0;8.0
94;20;Nederland;1997;12682.0;12.5
95;20;Nederland;1998;13698.0;
96;20;Nederland;1999;16036.0;7.0
97;20;Nederland;2000;20298.0;11.0
98;20;Nederland;2001;27173.0;8.9
99;20;Nederland;2002;23694.0;9.6
100;20;Nederland;2003;24547.0;8.4
101;20;Nederland;2004;22420.0;8.5
102;20;Nederland;2005;20748.0;8.8
103;20;Nederland;2006;19772.0;6.6
104;20;Nederland;2007;19340.0;8.2
105;20;Noordelijk weidegebied;1993;;
106;20;Noordelijk weidegebied;1994;;
107;20;Noordelijk weidegebied;1995;;
108;20;Noordelijk weidegebied;1996;;
109;20;Noordelijk weidegebied;1997;;
110;20;Noordelijk weidegebied;1998;;
111;20;Noordelijk weidegebied;1999;;
112;20;Noordelijk weidegebied;2000;;
113;20;Noordelijk weidegebied;2001;;
114;20;Noordelijk weidegebied;2002;;
115;20;Noordelijk weidegebied;2003;;
116;20;Noordelijk weidegebied;2004;;
117;20;Noordelijk weidegebied;2005;;
118;20;Noordelijk weidegebied;2006;;
119;20;Noordelijk weidegebied;2007;;
120;20;Oostelijk en centraal veehouderijgebied;1993;;
121;20;Oostelijk en centraal veehouderijgebied;1994;;
122;20;Oostelijk en centraal veehouderijgebied;1995;;
123;20;Oostelijk en centraal veehouderijgebied;1996;;
124;20;Oostelijk en centraal veehouderijgebied;1997;;
125;20;Oostelijk en centraal veehouderijgebied;1998;;
126;20;Oostelijk en centraal veehouderijgebied;1999;;
127;20;Oostelijk en centraal veehouderijgebied;2000;;
128;20;Oostelijk en centraal veehouderijgebied;2001;;
129;20;Oostelijk en centraal veehouderijgebied;2002;;
130;20;Oostelijk en centraal veehouderijgebied;2003;;
131;20;Oostelijk en centraal veehouderijgebied;2004;;
132;20;Oostelijk en centraal veehouderijgebied;2005;;
133;20;Oostelijk en centraal veehouderijgebied;2006;;
134;20;Oostelijk en centraal veehouderijgebied;2007;;
135;20;Westelijk weidegebied;1993;;
136;20;Westelijk weidegebied;1994;;
137;20;Westelijk weidegebied;1995;;
138;20;Westelijk weidegebied;1996;;
139;20;Westelijk weidegebied;1997;;
140;20;Westelijk weidegebied;1998;;
141;20;Westelijk weidegebied;1999;;
142;20;Westelijk weidegebied;2000;;
143;20;Westelijk weidegebied;2001;;
144;20;Westelijk weidegebied;2002;;
145;20;Westelijk weidegebied;2003;;
146;20;Westelijk weidegebied;2004;;
147;20;Westelijk weidegebied;2005;;
148;20;Westelijk weidegebied;2006;;
149;20;Westelijk weidegebied;2007;;
150;20;Zuidelijk weidegebied;1993;;
151;20;Zuidelijk weidegebied;1994;;
152;20;Zuidelijk weidegebied;1995;;
153;20;Zuidelijk weidegebied;1996;;
154;20;Zuidelijk weidegebied;1997;;
155;20;Zuidelijk weidegebied;1998;;
156;20;Zuidelijk weidegebied;1999;;
157;20;Zuidelijk weidegebied;2000;;
158;20;Zuidelijk weidegebied;2001;;
159;20;Zuidelijk weidegebied;2002;;
160;20;Zuidelijk weidegebied;2003;;
161;20;Zuidelijk weidegebied;2004;;
162;20;Zuidelijk weidegebied;2005;;
163;20;Zuidelijk weidegebied;2006;;
164;20;Zuidelijk weidegebied;2007;;
165;20;Overig Nederland;1993;;
166;20;Overig Nederland;1994;;
167;20;Overig Nederland;1995;;
168;20;Overig Nederland;1996;;
169;20;Overig Nederland;1997;;
170;20;Overig Nederland;1998;;
171;20;Overig Nederland;1999;;
172;20;Overig Nederland;2000;;
173;20;Overig Nederland;2001;;
174;20;Overig Nederland;2002;;
175;20;Overig Nederland;2003;;
176;20;Overig Nederland;2004;;
177;20;Overig Nederland;2005;;
178;20;Overig Nederland;2006;;
179;20;Overig Nederland;2007;;
180;30;Nederland;1993;3767.0;11.6
181;30;Nederland;1994;5236.0;9.0
182;30;Nederland;1995;5005.0;8.7
183;30;Nederland;1996;5644.0;9.2
184;30;Nederland;1997;5416.0;14.4
185;30;Nederland;1998;5761.0;
186;30;Nederland;1999;5970.0;8.3
187;30;Nederland;2000;7219.0;12.0
188;30;Nederland;2001;7672.0;8.3
189;30;Nederland;2002;6690.0;8.2
190;30;Nederland;2003;7067.0;9.1
191;30;Nederland;2004;6788.0;9.8
192;30;Nederland;2005;6678.0;8.1
193;30;Nederland;2006;7508.0;6.6
194;30;Nederland;2007;7200.0;7.3
195;30;Noordelijk weidegebied;1993;;
196;30;Noordelijk weidegebied;1994;;
197;30;Noordelijk weidegebied;1995;;
198;30;Noordelijk weidegebied;1996;;
199;30;Noordelijk weidegebied;1997;;
200;30;Noordelijk weidegebied;1998;;
201;30;Noordelijk weidegebied;1999;;
202;30;Noordelijk weidegebied;2000;;
203;30;Noordelijk weidegebied;2001;;
204;30;Noordelijk weidegebied;2002;;
205;30;Noordelijk weidegebied;2003;;
206;30;Noordelijk weidegebied;2004;;
207;30;Noordelijk weidegebied;2005;;
208;30;Noordelijk weidegebied;2006;;
209;30;Noordelijk weidegebied;2007;;
210;30;Oostelijk en centraal veehouderijgebied;1993;;
211;30;Oostelijk en centraal veehouderijgebied;1994;;
212;30;Oostelijk en centraal veehouderijgebied;1995;;
213;30;Oostelijk en centraal veehouderijgebied;1996;;
214;30;Oostelijk en centraal veehouderijgebied;1997;;
215;30;Oostelijk en centraal veehouderijgebied;1998;;
216;30;Oostelijk en centraal veehouderijgebied;1999;;
217;30;Oostelijk en centraal veehouderijgebied;2000;;
218;30;Oostelijk en centraal veehouderijgebied;2001;;
219;30;Oostelijk en centraal veehouderijgebied;2002;;
220;30;Oostelijk en centraal veehouderijgebied;2003;;
221;30;Oostelijk en centraal veehouderijgebied;2004;;
222;30;Oostelijk en centraal veehouderijgebied;2005;;
223;30;Oostelijk en centraal veehouderijgebied;2006;;
224;30;Oostelijk en centraal veehouderijgebied;2007;;
225;30;Westelijk weidegebied;1993;;
226;30;Westelijk weidegebied;1994;;
227;30;Westelijk weidegebied;1995;;
228;30;Westelijk weidegebied;1996;;
229;30;Westelijk weidegebied;1997;;
230;30;Westelijk weidegebied;1998;;
231;30;Westelijk weidegebied;1999;;
232;30;Westelijk weidegebied;2000;;
233;30;Westelijk weidegebied;2001;;
234;30;Westelijk weidegebied;2002;;
235;30;Westelijk weidegebied;2003;;
236;30;Westelijk weidegebied;2004;;
237;30;Westelijk weidegebied;2005;;
238;30;Westelijk weidegebied;2006;;
239;30;Westelijk weidegebied;2007;;
240;30;Zuidelijk weidegebied;1993;;
241;30;Zuidelijk weidegebied;1994;;
242;30;Zuidelijk weidegebied;1995;;
243;30;Zuidelijk weidegebied;1996;;
244;30;Zuidelijk weidegebied;1997;;
245;30;Zuidelijk weidegebied;1998;;
246;30;Zuidelijk weidegebied;1999;;
247;30;Zuidelijk weidegebied;2000;;
248;30;Zuidelijk weidegebied;2001;;
249;30;Zuidelijk weidegebied;2002;;
