ID;Energiedragers;NederlandseEconomie;Perioden;Winning_1;IntermediairEnHuishoudelijkVerbruik_2;Invoer_3;Productie_4;NettoEnergieverbruik_5;Uitvoer_6
198;Totaal energiedragers;28 Machine-industrie;2014;;5.9;;;5.9;
199;Totaal energiedragers;28 Machine-industrie;2015;;5.9;;;5.9;
200;Totaal energiedragers;28 Machine-industrie;2016;;5.9;;;5.9;
201;Totaal energiedragers;28 Machine-industrie;2017;;6.4;;;6.4;
202;Totaal energiedragers;28 Machine-industrie;2018;0.0;6.3;;0.0;6.3;
203;Totaal energiedragers;28 Machine-industrie;2019;0.0;5.6;;0.0;5.6;
204;Totaal energiedragers;28 Machine-industrie;2020;0.0;5.0;;0.0;5.0;
205;Totaal energiedragers;28 Machine-industrie;2021;0.1;5.3;;0.1;5.3;
206;Totaal energiedragers;28 Machine-industrie;2022;0.2;4.8;;0.2;4.8;
207;Totaal energiedragers;29 Auto- en aanhangwagenindustrie;2014;;2.9;;;2.9;
208;Totaal energiedragers;29 Auto- en aanhangwagenindustrie;2015;;2.9;;;2.9;
209;Totaal energiedragers;29 Auto- en aanhangwagenindustrie;2016;;3.2;;;3.2;
210;Totaal energiedragers;29 Auto- en aanhangwagenindustrie;2017;;3.3;;;3.3;
211;Totaal energiedragers;29 Auto- en aanhangwagenindustrie;2018;0.0;3.9;;0.0;3.9;
212;Totaal energiedragers;29 Auto- en aanhangwagenindustrie;2019;0.1;3.6;;0.1;3.6;
213;Totaal energiedragers;29 Auto- en aanhangwagenindustrie;2020;0.0;3.0;;0.0;3.0;
214;Totaal energiedragers;29 Auto- en aanhangwagenindustrie;2021;0.1;3.1;;0.1;3.1;
215;Totaal energiedragers;29 Auto- en aanhangwagenindustrie;2022;0.1;2.7;;0.1;2.7;
216;Totaal energiedragers;30 Overige transportmiddelenindustrie;2014;;2.0;;;2.0;
217;Totaal energiedragers;30 Overige transportmiddelenindustrie;2015;;1.9;;;1.9;
218;Totaal energiedragers;30 Overige transportmiddelenindustrie;2016;;1.8;;;1.8;
219;Totaal energiedragers;30 Overige transportmiddelenindustrie;2017;;1.8;;;1.8;
220;Totaal energiedragers;30 Overige transportmiddelenindustrie;2018;0.0;1.8;;0.0;1.8;
221;Totaal energiedragers;30 Overige transportmiddelenindustrie;2019;0.0;1.7;;0.0;1.7;
222;Totaal energiedragers;30 Overige transportmiddelenindustrie;2020;0.0;1.8;;0.0;1.8;
223;Totaal energiedragers;30 Overige transportmiddelenindustrie;2021;0.0;1.9;;0.0;1.9;
224;Totaal energiedragers;30 Overige transportmiddelenindustrie;2022;0.0;1.9;;0.0;1.9;
225;Totaal energiedragers;31-32 Meubel- en overige industrie;2014;;3.9;;;3.9;
226;Totaal energiedragers;31-32 Meubel- en overige industrie;2015;;3.9;;;3.9;
227;Totaal energiedragers;31-32 Meubel- en overige industrie;2016;;4.0;;;4.0;
228;Totaal energiedragers;31-32 Meubel- en overige industrie;2017;;3.9;;;3.9;
229;Totaal energiedragers;31-32 Meubel- en overige industrie;2018;0.0;3.8;;0.0;3.8;
230;Totaal energiedragers;31-32 Meubel- en overige industrie;2019;0.0;3.5;;0.0;3.5;
231;Totaal energiedragers;31-32 Meubel- en overige industrie;2020;0.0;3.3;;0.0;3.3;
232;Totaal energiedragers;31-32 Meubel- en overige industrie;2021;0.1;3.5;;0.1;3.5;
233;Totaal energiedragers;31-32 Meubel- en overige industrie;2022;0.2;3.5;;0.2;3.5;
234;Totaal energiedragers;33 Reparatie en installatie van machines;2014;;3.1;;;3.1;
235;Totaal energiedragers;33 Reparatie en installatie van machines;2015;;3.2;;;3.2;
236;Totaal energiedragers;33 Reparatie en installatie van machines;2016;;3.4;;;3.4;
237;Totaal energiedragers;33 Reparatie en installatie van machines;2017;;3.1;;;3.1;
238;Totaal energiedragers;33 Reparatie en installatie van machines;2018;0.0;3.0;;0.0;3.0;
239;Totaal energiedragers;33 Reparatie en installatie van machines;2019;0.0;3.1;;0.0;3.1;
240;Totaal energiedragers;33 Reparatie en installatie van machines;2020;0.0;2.9;;0.0;2.9;
241;Totaal energiedragers;33 Reparatie en installatie van machines;2021;0.0;3.2;;0.0;3.2;
242;Totaal energiedragers;33 Reparatie en installatie van machines;2022;0.0;2.5;;0.0;2.5;
243;Totaal energiedragers;D Energievoorziening;2014;21.9;739.0;;399.5;361.5;
244;Totaal energiedragers;D Energievoorziening;2015;28.5;752.8;;404.5;376.8;
245;Totaal energiedragers;D Energievoorziening;2016;33.1;757.1;;418.0;372.2;
246;Totaal energiedragers;D Energievoorziening;2017;43.2;721.3;;411.4;353.2;
247;Totaal energiedragers;D Energievoorziening;2018;47.0;669.2;;394.0;322.2;
248;Totaal energiedragers;D Energievoorziening;2019;54.5;682.1;;413.5;323.1;
249;Totaal energiedragers;D Energievoorziening;2020;75.0;607.4;;393.2;289.2;
250;Totaal energiedragers;D Energievoorziening;2021;93.2;579.7;;382.7;290.2;
251;Totaal energiedragers;D Energievoorziening;2022;120.9;546.2;;386.2;280.9;
252;Totaal energiedragers;E Waterbedrijven en afvalbeheer;2014;0.0;139.1;;80.8;58.2;
253;Totaal energiedragers;E Waterbedrijven en afvalbeheer;2015;0.0;137.5;;78.2;59.3;
254;Totaal energiedragers;E Waterbedrijven en afvalbeheer;2016;0.0;142.4;;80.4;62.1;
255;Totaal energiedragers;E Waterbedrijven en afvalbeheer;2017;0.0;145.9;;85.3;60.6;
256;Totaal energiedragers;E Waterbedrijven en afvalbeheer;2018;0.1;145.8;;81.8;64.0;
257;Totaal energiedragers;E Waterbedrijven en afvalbeheer;2019;0.1;143.7;;80.5;63.3;
258;Totaal energiedragers;E Waterbedrijven en afvalbeheer;2020;0.3;150.4;;87.4;63.3;
259;Totaal energiedragers;E Waterbedrijven en afvalbeheer;2021;0.4;160.3;;92.3;68.4;
260;Totaal energiedragers;E Waterbedrijven en afvalbeheer;2022;0.5;152.0;;87.5;65.0;
261;Totaal energiedragers;36 Waterleidingbedrijven;2014;;2.5;;;2.5;
262;Totaal energiedragers;36 Waterleidingbedrijven;2015;;2.6;;;2.6;
263;Totaal energiedragers;36 Waterleidingbedrijven;2016;;2.5;;;2.5;
264;Totaal energiedragers;36 Waterleidingbedrijven;2017;;2.7;;;2.7;
265;Totaal energiedragers;36 Waterleidingbedrijven;2018;0.0;2.6;;0.0;2.6;
266;Totaal energiedragers;36 Waterleidingbedrijven;2019;0.1;2.8;;0.1;2.8;
267;Totaal energiedragers;36 Waterleidingbedrijven;2020;0.0;2.7;;0.0;2.7;
268;Totaal energiedragers;36 Waterleidingbedrijven;2021;0.1;2.5;;0.1;2.5;
269;Totaal energiedragers;36 Waterleidingbedrijven;2022;0.1;2.6;;0.1;2.6;
270;Totaal energiedragers;37-39 Riolering, afvalbeheer en sanering;2014;0.0;136.6;;80.8;55.8;
271;Totaal energiedragers;37-39 Riolering, afvalbeheer en sanering;2015;0.0;134.9;;78.2;56.8;
272;Totaal energiedragers;37-39 Riolering, afvalbeheer en sanering;2016;0.0;139.9;;80.4;59.5;
273;Totaal energiedragers;37-39 Riolering, afvalbeheer en sanering;2017;0.0;143.1;;85.3;57.9;
274;Totaal energiedragers;37-39 Riolering, afvalbeheer en sanering;2018;0.1;143.1;;81.8;61.4;
275;Totaal energiedragers;37-39 Riolering, afvalbeheer en sanering;2019;0.1;141.0;;80.5;60.6;
276;Totaal energiedragers;37-39 Riolering, afvalbeheer en sanering;2020;0.2;147.8;;87.4;60.6;
277;Totaal energiedragers;37-39 Riolering, afvalbeheer en sanering;2021;0.3;157.7;;92.2;65.9;
278;Totaal energiedragers;37-39 Riolering, afvalbeheer en sanering;2022;0.5;149.4;;87.4;62.4;
279;Totaal energiedragers;F Bouwnijverheid;2014;0.0;55.6;;0.1;55.6;
280;Totaal energiedragers;F Bouwnijverheid;2015;0.1;58.1;;0.1;58.1;
281;Totaal energiedragers;F Bouwnijverheid;2016;0.1;57.9;;0.1;57.9;
282;Totaal energiedragers;F Bouwnijverheid;2017;0.1;57.4;;0.1;57.4;
283;Totaal energiedragers;F Bouwnijverheid;2018;0.2;57.3;;0.2;57.3;
284;Totaal energiedragers;F Bouwnijverheid;2019;0.3;56.0;;0.3;56.0;
285;Totaal energiedragers;F Bouwnijverheid;2020;0.7;55.0;;0.7;55.0;
286;Totaal energiedragers;F Bouwnijverheid;2021;0.8;54.0;;0.8;54.0;
287;Totaal energiedragers;F Bouwnijverheid;2022;1.3;54.3;;1.3;54.3;
288;Totaal energiedragers;G Handel;2014;1.0;98.1;;0.5;98.6;
289;Totaal energiedragers;G Handel;2015;1.3;99.1;;0.5;99.9;
290;Totaal energiedragers;G Handel;2016;1.4;97.6;;0.6;98.5;
291;Totaal energiedragers;G Handel;2017;1.7;102.2;;0.7;103.2;
292;Totaal energiedragers;G Handel;2018;2.2;97.5;;1.2;98.5;
293;Totaal energiedragers;G Handel;2019;2.7;92.8;;1.7;93.9;
294;Totaal energiedragers;G Handel;2020;3.6;84.1;;2.4;85.4;
295;Totaal energiedragers;G Handel;2021;4.5;86.2;;3.1;87.6;
296;Totaal energiedragers;G Handel;2022;5.9;80.4;;4.2;82.0;
