ID;Energiedragers;NederlandseEconomie;Perioden;Winning_1;IntermediairEnHuishoudelijkVerbruik_2;Invoer_3;Productie_4;NettoEnergieverbruik_5;Uitvoer_6
2057;Kernenergie;O Openbaar bestuur en overheidsdiensten;2019;;;;;;
2058;Kernenergie;O Openbaar bestuur en overheidsdiensten;2020;;;;;;
2059;Kernenergie;O Openbaar bestuur en overheidsdiensten;2021;;;;;;
2060;Kernenergie;O Openbaar bestuur en overheidsdiensten;2022;;;;;;
2061;Kernenergie;P Onderwijs;2014;;;;;;
2062;Kernenergie;P Onderwijs;2015;;;;;;
2063;Kernenergie;P Onderwijs;2016;;;;;;
2064;Kernenergie;P Onderwijs;2017;;;;;;
2065;Kernenergie;P Onderwijs;2018;;;;;;
2066;Kernenergie;P Onderwijs;2019;;;;;;
2067;Kernenergie;P Onderwijs;2020;;;;;;
2068;Kernenergie;P Onderwijs;2021;;;;;;
2069;Kernenergie;P Onderwijs;2022;;;;;;
2070;Kernenergie;Q Gezondheids- en welzijnszorg;2014;;;;;;
2071;Kernenergie;Q Gezondheids- en welzijnszorg;2015;;;;;;
2072;Kernenergie;Q Gezondheids- en welzijnszorg;2016;;;;;;
2073;Kernenergie;Q Gezondheids- en welzijnszorg;2017;;;;;;
2074;Kernenergie;Q Gezondheids- en welzijnszorg;2018;;;;;;
2075;Kernenergie;Q Gezondheids- en welzijnszorg;2019;;;;;;
2076;Kernenergie;Q Gezondheids- en welzijnszorg;2020;;;;;;
2077;Kernenergie;Q Gezondheids- en welzijnszorg;2021;;;;;;
2078;Kernenergie;Q Gezondheids- en welzijnszorg;2022;;;;;;
2079;Kernenergie;86 Gezondheidszorg;2014;;;;;;
2080;Kernenergie;86 Gezondheidszorg;2015;;;;;;
2081;Kernenergie;86 Gezondheidszorg;2016;;;;;;
2082;Kernenergie;86 Gezondheidszorg;2017;;;;;;
2083;Kernenergie;86 Gezondheidszorg;2018;;;;;;
2084;Kernenergie;86 Gezondheidszorg;2019;;;;;;
2085;Kernenergie;86 Gezondheidszorg;2020;;;;;;
2086;Kernenergie;86 Gezondheidszorg;2021;;;;;;
2087;Kernenergie;86 Gezondheidszorg;2022;;;;;;
2088;Kernenergie;87-88 Verzorging en welzijn;2014;;;;;;
2089;Kernenergie;87-88 Verzorging en welzijn;2015;;;;;;
2090;Kernenergie;87-88 Verzorging en welzijn;2016;;;;;;
2091;Kernenergie;87-88 Verzorging en welzijn;2017;;;;;;
2092;Kernenergie;87-88 Verzorging en welzijn;2018;;;;;;
2093;Kernenergie;87-88 Verzorging en welzijn;2019;;;;;;
2094;Kernenergie;87-88 Verzorging en welzijn;2020;;;;;;
2095;Kernenergie;87-88 Verzorging en welzijn;2021;;;;;;
2096;Kernenergie;87-88 Verzorging en welzijn;2022;;;;;;
2097;Kernenergie;R Cultuur, sport en recreatie;2014;;;;;;
2098;Kernenergie;R Cultuur, sport en recreatie;2015;;;;;;
2099;Kernenergie;R Cultuur, sport en recreatie;2016;;;;;;
2100;Kernenergie;R Cultuur, sport en recreatie;2017;;;;;;
2101;Kernenergie;R Cultuur, sport en recreatie;2018;;;;;;
2102;Kernenergie;R Cultuur, sport en recreatie;2019;;;;;;
2103;Kernenergie;R Cultuur, sport en recreatie;2020;;;;;;
2104;Kernenergie;R Cultuur, sport en recreatie;2021;;;;;;
2105;Kernenergie;R Cultuur, sport en recreatie;2022;;;;;;
2106;Kernenergie;90-92  Kunst, cultuur en kansspelen;2014;;;;;;
2107;Kernenergie;90-92  Kunst, cultuur en kansspelen;2015;;;;;;
2108;Kernenergie;90-92  Kunst, cultuur en kansspelen;2016;;;;;;
2109;Kernenergie;90-92  Kunst, cultuur en kansspelen;2017;;;;;;
2110;Kernenergie;90-92  Kunst, cultuur en kansspelen;2018;;;;;;
2111;Kernenergie;90-92  Kunst, cultuur en kansspelen;2019;;;;;;
2112;Kernenergie;90-92  Kunst, cultuur en kansspelen;2020;;;;;;
2113;Kernenergie;90-92  Kunst, cultuur en kansspelen;2021;;;;;;
2114;Kernenergie;90-92  Kunst, cultuur en kansspelen;2022;;;;;;
2115;Kernenergie;93 Sport en recreatie;2014;;;;;;
2116;Kernenergie;93 Sport en recreatie;2015;;;;;;
2117;Kernenergie;93 Sport en recreatie;2016;;;;;;
2118;Kernenergie;93 Sport en recreatie;2017;;;;;;
2119;Kernenergie;93 Sport en recreatie;2018;;;;;;
2120;Kernenergie;93 Sport en recreatie;2019;;;;;;
2121;Kernenergie;93 Sport en recreatie;2020;;;;;;
2122;Kernenergie;93 Sport en recreatie;2021;;;;;;
2123;Kernenergie;93 Sport en recreatie;2022;;;;;;
2124;Kernenergie;S Overige dienstverlening;2014;;;;;;
2125;Kernenergie;S Overige dienstverlening;2015;;;;;;
2126;Kernenergie;S Overige dienstverlening;2016;;;;;;
2127;Kernenergie;S Overige dienstverlening;2017;;;;;;
2128;Kernenergie;S Overige dienstverlening;2018;;;;;;
2129;Kernenergie;S Overige dienstverlening;2019;;;;;;
2130;Kernenergie;S Overige dienstverlening;2020;;;;;;
2131;Kernenergie;S Overige dienstverlening;2021;;;;;;
2132;Kernenergie;S Overige dienstverlening;2022;;;;;;
2133;Kernenergie;94 Ideële, belangen-, hobbyverenigingen;2014;;;;;;
2134;Kernenergie;94 Ideële, belangen-, hobbyverenigingen;2015;;;;;;
2135;Kernenergie;94 Ideële, belangen-, hobbyverenigingen;2016;;;;;;
2136;Kernenergie;94 Ideële, belangen-, hobbyverenigingen;2017;;;;;;
2137;Kernenergie;94 Ideële, belangen-, hobbyverenigingen;2018;;;;;;
2138;Kernenergie;94 Ideële, belangen-, hobbyverenigingen;2019;;;;;;
2139;Kernenergie;94 Ideële, belangen-, hobbyverenigingen;2020;;;;;;
2140;Kernenergie;94 Ideële, belangen-, hobbyverenigingen;2021;;;;;;
2141;Kernenergie;94 Ideële, belangen-, hobbyverenigingen;2022;;;;;;
2142;Kernenergie;95 Reparatie van consumentenartikelen;2014;;;;;;
2143;Kernenergie;95 Reparatie van consumentenartikelen;2015;;;;;;
2144;Kernenergie;95 Reparatie van consumentenartikelen;2016;;;;;;
2145;Kernenergie;95 Reparatie van consumentenartikelen;2017;;;;;;
2146;Kernenergie;95 Reparatie van consumentenartikelen;2018;;;;;;
2147;Kernenergie;95 Reparatie van consumentenartikelen;2019;;;;;;
2148;Kernenergie;95 Reparatie van consumentenartikelen;2020;;;;;;
2149;Kernenergie;95 Reparatie van consumentenartikelen;2021;;;;;;
2150;Kernenergie;95 Reparatie van consumentenartikelen;2022;;;;;;
2151;Kernenergie;96 Overige persoonlijke dienstverlening;2014;;;;;;
2152;Kernenergie;96 Overige persoonlijke dienstverlening;2015;;;;;;
2153;Kernenergie;96 Overige persoonlijke dienstverlening;2016;;;;;;
2154;Kernenergie;96 Overige persoonlijke dienstverlening;2017;;;;;;
2155;Kernenergie;96 Overige persoonlijke dienstverlening;2018;;;;;;
2156;Kernenergie;96 Overige persoonlijke dienstverlening;2019;;;;;;
2157;Kernenergie;96 Overige persoonlijke dienstverlening;2020;;;;;;
2158;Kernenergie;96 Overige persoonlijke dienstverlening;2021;;;;;;
2159;Kernenergie;96 Overige persoonlijke dienstverlening;2022;;;;;;
2160;Kernenergie;T Huishoudens als werkgever;2014;;;;;;
2161;Kernenergie;T Huishoudens als werkgever;2015;;;;;;
2162;Kernenergie;T Huishoudens als werkgever;2016;;;;;;
2163;Kernenergie;T Huishoudens als werkgever;2017;;;;;;
2164;Kernenergie;T Huishoudens als werkgever;2018;;;;;;
2165;Kernenergie;T Huishoudens als werkgever;2019;;;;;;
2166;Kernenergie;T Huishoudens als werkgever;2020;;;;;;
2167;Kernenergie;T Huishoudens als werkgever;2021;;;;;;
2168;Kernenergie;T Huishoudens als werkgever;2022;;;;;;
2169;Kernenergie;U Extraterritoriale organisaties;2014;;;;;;
2170;Kernenergie;U Extraterritoriale organisaties;2015;;;;;;
2171;Kernenergie;U Extraterritoriale organisaties;2016;;;;;;
2172;Kernenergie;U Extraterritoriale organisaties;2017;;;;;;
2173;Kernenergie;U Extraterritoriale organisaties;2018;;;;;;
2174;Kernenergie;U Extraterritoriale organisaties;2019;;;;;;
2175;Kernenergie;U Extraterritoriale organisaties;2020;;;;;;
2176;Kernenergie;U Extraterritoriale organisaties;2021;;;;;;
2177;Kernenergie;U Extraterritoriale organisaties;2022;;;;;;
2178;Kernenergie;Huishoudens: energiegebruik totaal;2014;;;;;;
2179;Kernenergie;Huishoudens: energiegebruik totaal;2015;;;;;;
2180;Kernenergie;Huishoudens: energiegebruik totaal;2016;;;;;;
2181;Kernenergie;Huishoudens: energiegebruik totaal;2017;;;;;;
2182;Kernenergie;Huishoudens: energiegebruik totaal;2018;;;;;;
2183;Kernenergie;Huishoudens: energiegebruik totaal;2019;;;;;;
2184;Kernenergie;Huishoudens: energiegebruik totaal;2020;;;;;;
2185;Kernenergie;Huishoudens: energiegebruik totaal;2021;;;;;;
2186;Kernenergie;Huishoudens: energiegebruik totaal;2022;;;;;;
2187;Kernenergie;Huishoudens: energiegebruik verwarmen...;2014;;;;;;
2188;Kernenergie;Huishoudens: energiegebruik verwarmen...;2015;;;;;;
2189;Kernenergie;Huishoudens: energiegebruik verwarmen...;2016;;;;;;
2190;Kernenergie;Huishoudens: energiegebruik verwarmen...;2017;;;;;;
2191;Kernenergie;Huishoudens: energiegebruik verwarmen...;2018;;;;;;
2192;Kernenergie;Huishoudens: energiegebruik verwarmen...;2019;;;;;;
2193;Kernenergie;Huishoudens: energiegebruik verwarmen...;2020;;;;;;
2194;Kernenergie;Huishoudens: energiegebruik verwarmen...;2021;;;;;;
2195;Kernenergie;Huishoudens: energiegebruik verwarmen...;2022;;;;;;
2196;Kernenergie;Huishoudens: energiegebruik voor vervoer;2014;;;;;;
2197;Kernenergie;Huishoudens: energiegebruik voor vervoer;2015;;;;;;
2198;Kernenergie;Huishoudens: energiegebruik voor vervoer;2016;;;;;;
2199;Kernenergie;Huishoudens: energiegebruik voor vervoer;2017;;;;;;
2200;Kernenergie;Huishoudens: energiegebruik voor vervoer;2018;;;;;;
2201;Kernenergie;Huishoudens: energiegebruik voor vervoer;2019;;;;;;
2202;Kernenergie;Huishoudens: energiegebruik voor vervoer;2020;;;;;;
2203;Kernenergie;Huishoudens: energiegebruik voor vervoer;2021;;;;;;
2204;Kernenergie;Huishoudens: energiegebruik voor vervoer;2022;;;;;;
2205;Kernenergie;Huishoudens: energiegebruik overige;2014;;;;;;
2206;Kernenergie;Huishoudens: energiegebruik overige;2015;;;;;;
2207;Kernenergie;Huishoudens: energiegebruik overige;2016;;;;;;
2208;Kernenergie;Huishoudens: energiegebruik overige;2017;;;;;;
2209;Kernenergie;Huishoudens: energiegebruik overige;2018;;;;;;
2210;Kernenergie;Huishoudens: energiegebruik overige;2019;;;;;;
2211;Kernenergie;Huishoudens: energiegebruik overige;2020;;;;;;
2212;Kernenergie;Huishoudens: energiegebruik overige;2021;;;;;;
2213;Kernenergie;Huishoudens: energiegebruik overige;2022;;;;;;
2214;Waterkracht;Nederlandse economie totaal;2014;0.4;;;;;
2215;Waterkracht;Nederlandse economie totaal;2015;0.3;;;;;
2216;Waterkracht;Nederlandse economie totaal;2016;0.4;;;;;
2217;Waterkracht;Nederlandse economie totaal;2017;0.2;;;;;
2218;Waterkracht;Nederlandse economie totaal;2018;0.3;;;;;
2219;Waterkracht;Nederlandse economie totaal;2019;0.3;;;;;
2220;Waterkracht;Nederlandse economie totaal;2020;0.2;;;;;
2221;Waterkracht;Nederlandse economie totaal;2021;0.3;;;;;
2222;Waterkracht;Nederlandse economie totaal;2022;0.2;;;;;
2223;Waterkracht;A-U Alle economische activiteiten;2014;0.4;;;;;
2224;Waterkracht;A-U Alle economische activiteiten;2015;0.3;;;;;
2225;Waterkracht;A-U Alle economische activiteiten;2016;0.4;;;;;
2226;Waterkracht;A-U Alle economische activiteiten;2017;0.2;;;;;
2227;Waterkracht;A-U Alle economische activiteiten;2018;0.3;;;;;
2228;Waterkracht;A-U Alle economische activiteiten;2019;0.3;;;;;
2229;Waterkracht;A-U Alle economische activiteiten;2020;0.2;;;;;
2230;Waterkracht;A-U Alle economische activiteiten;2021;0.3;;;;;
2231;Waterkracht;A-U Alle economische activiteiten;2022;0.2;;;;;
2232;Waterkracht;A Landbouw, bosbouw en visserij;2014;;;;;;
2233;Waterkracht;A Landbouw, bosbouw en visserij;2015;;;;;;
2234;Waterkracht;A Landbouw, bosbouw en visserij;2016;;;;;;
2235;Waterkracht;A Landbouw, bosbouw en visserij;2017;;;;;;
2236;Waterkracht;A Landbouw, bosbouw en visserij;2018;;;;;;
2237;Waterkracht;A Landbouw, bosbouw en visserij;2019;;;;;;
2238;Waterkracht;A Landbouw, bosbouw en visserij;2020;;;;;;
2239;Waterkracht;A Landbouw, bosbouw en visserij;2021;;;;;;
2240;Waterkracht;A Landbouw, bosbouw en visserij;2022;;;;;;
2241;Waterkracht;01 Landbouw;2014;;;;;;
2242;Waterkracht;01 Landbouw;2015;;;;;;
2243;Waterkracht;01 Landbouw;2016;;;;;;
2244;Waterkracht;01 Landbouw;2017;;;;;;
2245;Waterkracht;01 Landbouw;2018;;;;;;
2246;Waterkracht;01 Landbouw;2019;;;;;;
2247;Waterkracht;01 Landbouw;2020;;;;;;
2248;Waterkracht;01 Landbouw;2021;;;;;;
2249;Waterkracht;01 Landbouw;2022;;;;;;
2250;Waterkracht;02 Bosbouw;2014;;;;;;
2251;Waterkracht;02 Bosbouw;2015;;;;;;
2252;Waterkracht;02 Bosbouw;2016;;;;;;
2253;Waterkracht;02 Bosbouw;2017;;;;;;
2254;Waterkracht;02 Bosbouw;2018;;;;;;
2255;Waterkracht;02 Bosbouw;2019;;;;;;
2256;Waterkracht;02 Bosbouw;2020;;;;;;
2257;Waterkracht;02 Bosbouw;2021;;;;;;
2258;Waterkracht;02 Bosbouw;2022;;;;;;
2259;Waterkracht;03 Visserij;2014;;;;;;
2260;Waterkracht;03 Visserij;2015;;;;;;
2261;Waterkracht;03 Visserij;2016;;;;;;
2262;Waterkracht;03 Visserij;2017;;;;;;
2263;Waterkracht;03 Visserij;2018;;;;;;
2264;Waterkracht;03 Visserij;2019;;;;;;
2265;Waterkracht;03 Visserij;2020;;;;;;
2266;Waterkracht;03 Visserij;2021;;;;;;
2267;Waterkracht;03 Visserij;2022;;;;;;
2268;Waterkracht;B Delfstoffenwinning;2014;;;;;;
2269;Waterkracht;B Delfstoffenwinning;2015;;;;;;
2270;Waterkracht;B Delfstoffenwinning;2016;;;;;;
2271;Waterkracht;B Delfstoffenwinning;2017;;;;;;
2272;Waterkracht;B Delfstoffenwinning;2018;;;;;;
2273;Waterkracht;B Delfstoffenwinning;2019;;;;;;
2274;Waterkracht;B Delfstoffenwinning;2020;;;;;;
2275;Waterkracht;B Delfstoffenwinning;2021;;;;;;
2276;Waterkracht;B Delfstoffenwinning;2022;;;;;;
2277;Waterkracht;C Industrie;2014;;;;;;
2278;Waterkracht;C Industrie;2015;;;;;;
2279;Waterkracht;C Industrie;2016;;;;;;
2280;Waterkracht;C Industrie;2017;;;;;;
2281;Waterkracht;C Industrie;2018;;;;;;
2282;Waterkracht;C Industrie;2019;;;;;;
2283;Waterkracht;C Industrie;2020;;;;;;
2284;Waterkracht;C Industrie;2021;;;;;;
2285;Waterkracht;C Industrie;2022;;;;;;
2286;Waterkracht;10-12 Voedings-, genotmiddelenindustrie;2014;;;;;;
2287;Waterkracht;10-12 Voedings-, genotmiddelenindustrie;2015;;;;;;
2288;Waterkracht;10-12 Voedings-, genotmiddelenindustrie;2016;;;;;;
2289;Waterkracht;10-12 Voedings-, genotmiddelenindustrie;2017;;;;;;
2290;Waterkracht;10-12 Voedings-, genotmiddelenindustrie;2018;;;;;;
2291;Waterkracht;10-12 Voedings-, genotmiddelenindustrie;2019;;;;;;
2292;Waterkracht;10-12 Voedings-, genotmiddelenindustrie;2020;;;;;;
2293;Waterkracht;10-12 Voedings-, genotmiddelenindustrie;2021;;;;;;
2294;Waterkracht;10-12 Voedings-, genotmiddelenindustrie;2022;;;;;;
2295;Waterkracht;13-15 Textiel-, kleding-, lederindustrie;2014;;;;;;
2296;Waterkracht;13-15 Textiel-, kleding-, lederindustrie;2015;;;;;;
2297;Waterkracht;13-15 Textiel-, kleding-, lederindustrie;2016;;;;;;
2298;Waterkracht;13-15 Textiel-, kleding-, lederindustrie;2017;;;;;;
2299;Waterkracht;13-15 Textiel-, kleding-, lederindustrie;2018;;;;;;
2300;Waterkracht;13-15 Textiel-, kleding-, lederindustrie;2019;;;;;;
2301;Waterkracht;13-15 Textiel-, kleding-, lederindustrie;2020;;;;;;
2302;Waterkracht;13-15 Textiel-, kleding-, lederindustrie;2021;;;;;;
2303;Waterkracht;13-15 Textiel-, kleding-, lederindustrie;2022;;;;;;
2304;Waterkracht;16 Houtindustrie;2014;;;;;;
2305;Waterkracht;16 Houtindustrie;2015;;;;;;
2306;Waterkracht;16 Houtindustrie;2016;;;;;;
2307;Waterkracht;16 Houtindustrie;2017;;;;;;
2308;Waterkracht;16 Houtindustrie;2018;;;;;;
2309;Waterkracht;16 Houtindustrie;2019;;;;;;
2310;Waterkracht;16 Houtindustrie;2020;;;;;;
2311;Waterkracht;16 Houtindustrie;2021;;;;;;
2312;Waterkracht;16 Houtindustrie;2022;;;;;;
2313;Waterkracht;17 Papierindustrie;2014;;;;;;
2314;Waterkracht;17 Papierindustrie;2015;;;;;;
2315;Waterkracht;17 Papierindustrie;2016;;;;;;
2316;Waterkracht;17 Papierindustrie;2017;;;;;;
2317;Waterkracht;17 Papierindustrie;2018;;;;;;
2318;Waterkracht;17 Papierindustrie;2019;;;;;;
2319;Waterkracht;17 Papierindustrie;2020;;;;;;
2320;Waterkracht;17 Papierindustrie;2021;;;;;;
2321;Waterkracht;17 Papierindustrie;2022;;;;;;
2322;Waterkracht;18 Grafische industrie;2014;;;;;;
2323;Waterkracht;18 Grafische industrie;2015;;;;;;
2324;Waterkracht;18 Grafische industrie;2016;;;;;;
2325;Waterkracht;18 Grafische industrie;2017;;;;;;
2326;Waterkracht;18 Grafische industrie;2018;;;;;;
2327;Waterkracht;18 Grafische industrie;2019;;;;;;
2328;Waterkracht;18 Grafische industrie;2020;;;;;;
2329;Waterkracht;18 Grafische industrie;2021;;;;;;
2330;Waterkracht;18 Grafische industrie;2022;;;;;;
2331;Waterkracht;19 Aardolie-industrie;2014;;;;;;
2332;Waterkracht;19 Aardolie-industrie;2015;;;;;;
2333;Waterkracht;19 Aardolie-industrie;2016;;;;;;
2334;Waterkracht;19 Aardolie-industrie;2017;;;;;;
2335;Waterkracht;19 Aardolie-industrie;2018;;;;;;
2336;Waterkracht;19 Aardolie-industrie;2019;;;;;;
2337;Waterkracht;19 Aardolie-industrie;2020;;;;;;
2338;Waterkracht;19 Aardolie-industrie;2021;;;;;;
2339;Waterkracht;19 Aardolie-industrie;2022;;;;;;
2340;Waterkracht;20 Chemische industrie;2014;;;;;;
2341;Waterkracht;20 Chemische industrie;2015;;;;;;
2342;Waterkracht;20 Chemische industrie;2016;;;;;;
2343;Waterkracht;20 Chemische industrie;2017;;;;;;
2344;Waterkracht;20 Chemische industrie;2018;;;;;;
2345;Waterkracht;20 Chemische industrie;2019;;;;;;
2346;Waterkracht;20 Chemische industrie;2020;;;;;;
2347;Waterkracht;20 Chemische industrie;2021;;;;;;
2348;Waterkracht;20 Chemische industrie;2022;;;;;;
2349;Waterkracht;21 Farmaceutische industrie;2014;;;;;;
2350;Waterkracht;21 Farmaceutische industrie;2015;;;;;;
2351;Waterkracht;21 Farmaceutische industrie;2016;;;;;;
2352;Waterkracht;21 Farmaceutische industrie;2017;;;;;;
2353;Waterkracht;21 Farmaceutische industrie;2018;;;;;;
2354;Waterkracht;21 Farmaceutische industrie;2019;;;;;;
2355;Waterkracht;21 Farmaceutische industrie;2020;;;;;;
2356;Waterkracht;21 Farmaceutische industrie;2021;;;;;;
2357;Waterkracht;21 Farmaceutische industrie;2022;;;;;;
2358;Waterkracht;22 Rubber- en kunststofproductindustrie;2014;;;;;;
2359;Waterkracht;22 Rubber- en kunststofproductindustrie;2015;;;;;;
2360;Waterkracht;22 Rubber- en kunststofproductindustrie;2016;;;;;;
2361;Waterkracht;22 Rubber- en kunststofproductindustrie;2017;;;;;;
2362;Waterkracht;22 Rubber- en kunststofproductindustrie;2018;;;;;;
2363;Waterkracht;22 Rubber- en kunststofproductindustrie;2019;;;;;;
2364;Waterkracht;22 Rubber- en kunststofproductindustrie;2020;;;;;;
2365;Waterkracht;22 Rubber- en kunststofproductindustrie;2021;;;;;;
2366;Waterkracht;22 Rubber- en kunststofproductindustrie;2022;;;;;;
2367;Waterkracht;23 Bouwmaterialenindustrie;2014;;;;;;
2368;Waterkracht;23 Bouwmaterialenindustrie;2015;;;;;;
2369;Waterkracht;23 Bouwmaterialenindustrie;2016;;;;;;
2370;Waterkracht;23 Bouwmaterialenindustrie;2017;;;;;;
2371;Waterkracht;23 Bouwmaterialenindustrie;2018;;;;;;
2372;Waterkracht;23 Bouwmaterialenindustrie;2019;;;;;;
2373;Waterkracht;23 Bouwmaterialenindustrie;2020;;;;;;
2374;Waterkracht;23 Bouwmaterialenindustrie;2021;;;;;;
2375;Waterkracht;23 Bouwmaterialenindustrie;2022;;;;;;
2376;Waterkracht;24 Basismetaalindustrie;2014;;;;;;
2377;Waterkracht;24 Basismetaalindustrie;2015;;;;;;
2378;Waterkracht;24 Basismetaalindustrie;2016;;;;;;
2379;Waterkracht;24 Basismetaalindustrie;2017;;;;;;
2380;Waterkracht;24 Basismetaalindustrie;2018;;;;;;
2381;Waterkracht;24 Basismetaalindustrie;2019;;;;;;
2382;Waterkracht;24 Basismetaalindustrie;2020;;;;;;
2383;Waterkracht;24 Basismetaalindustrie;2021;;;;;;
2384;Waterkracht;24 Basismetaalindustrie;2022;;;;;;
2385;Waterkracht;25 Metaalproductenindustrie;2014;;;;;;
2386;Waterkracht;25 Metaalproductenindustrie;2015;;;;;;
2387;Waterkracht;25 Metaalproductenindustrie;2016;;;;;;
2388;Waterkracht;25 Metaalproductenindustrie;2017;;;;;;
2389;Waterkracht;25 Metaalproductenindustrie;2018;;;;;;
2390;Waterkracht;25 Metaalproductenindustrie;2019;;;;;;
2391;Waterkracht;25 Metaalproductenindustrie;2020;;;;;;
2392;Waterkracht;25 Metaalproductenindustrie;2021;;;;;;
2393;Waterkracht;25 Metaalproductenindustrie;2022;;;;;;
2394;Waterkracht;26 Elektrotechnische industrie;2014;;;;;;
2395;Waterkracht;26 Elektrotechnische industrie;2015;;;;;;
2396;Waterkracht;26 Elektrotechnische industrie;2016;;;;;;
2397;Waterkracht;26 Elektrotechnische industrie;2017;;;;;;
2398;Waterkracht;26 Elektrotechnische industrie;2018;;;;;;
2399;Waterkracht;26 Elektrotechnische industrie;2019;;;;;;
2400;Waterkracht;26 Elektrotechnische industrie;2020;;;;;;
2401;Waterkracht;26 Elektrotechnische industrie;2021;;;;;;
2402;Waterkracht;26 Elektrotechnische industrie;2022;;;;;;
2403;Waterkracht;27 Elektrische apparatenindustrie;2014;;;;;;
2404;Waterkracht;27 Elektrische apparatenindustrie;2015;;;;;;
2405;Waterkracht;27 Elektrische apparatenindustrie;2016;;;;;;
2406;Waterkracht;27 Elektrische apparatenindustrie;2017;;;;;;
2407;Waterkracht;27 Elektrische apparatenindustrie;2018;;;;;;
2408;Waterkracht;27 Elektrische apparatenindustrie;2019;;;;;;
2409;Waterkracht;27 Elektrische apparatenindustrie;2020;;;;;;
2410;Waterkracht;27 Elektrische apparatenindustrie;2021;;;;;;
2411;Waterkracht;27 Elektrische apparatenindustrie;2022;;;;;;
2412;Waterkracht;28 Machine-industrie;2014;;;;;;
2413;Waterkracht;28 Machine-industrie;2015;;;;;;
2414;Waterkracht;28 Machine-industrie;2016;;;;;;
2415;Waterkracht;28 Machine-industrie;2017;;;;;;
2416;Waterkracht;28 Machine-industrie;2018;;;;;;
2417;Waterkracht;28 Machine-industrie;2019;;;;;;
2418;Waterkracht;28 Machine-industrie;2020;;;;;;
2419;Waterkracht;28 Machine-industrie;2021;;;;;;
2420;Waterkracht;28 Machine-industrie;2022;;;;;;
2421;Waterkracht;29 Auto- en aanhangwagenindustrie;2014;;;;;;
2422;Waterkracht;29 Auto- en aanhangwagenindustrie;2015;;;;;;
2423;Waterkracht;29 Auto- en aanhangwagenindustrie;2016;;;;;;
2424;Waterkracht;29 Auto- en aanhangwagenindustrie;2017;;;;;;
2425;Waterkracht;29 Auto- en aanhangwagenindustrie;2018;;;;;;
2426;Waterkracht;29 Auto- en aanhangwagenindustrie;2019;;;;;;
2427;Waterkracht;29 Auto- en aanhangwagenindustrie;2020;;;;;;
2428;Waterkracht;29 Auto- en aanhangwagenindustrie;2021;;;;;;
2429;Waterkracht;29 Auto- en aanhangwagenindustrie;2022;;;;;;
2430;Waterkracht;30 Overige transportmiddelenindustrie;2014;;;;;;
2431;Waterkracht;30 Overige transportmiddelenindustrie;2015;;;;;;
2432;Waterkracht;30 Overige transportmiddelenindustrie;2016;;;;;;
2433;Waterkracht;30 Overige transportmiddelenindustrie;2017;;;;;;
2434;Waterkracht;30 Overige transportmiddelenindustrie;2018;;;;;;
2435;Waterkracht;30 Overige transportmiddelenindustrie;2019;;;;;;
2436;Waterkracht;30 Overige transportmiddelenindustrie;2020;;;;;;
2437;Waterkracht;30 Overige transportmiddelenindustrie;2021;;;;;;
2438;Waterkracht;30 Overige transportmiddelenindustrie;2022;;;;;;
2439;Waterkracht;31-32 Meubel- en overige industrie;2014;;;;;;
2440;Waterkracht;31-32 Meubel- en overige industrie;2015;;;;;;
2441;Waterkracht;31-32 Meubel- en overige industrie;2016;;;;;;
2442;Waterkracht;31-32 Meubel- en overige industrie;2017;;;;;;
2443;Waterkracht;31-32 Meubel- en overige industrie;2018;;;;;;
2444;Waterkracht;31-32 Meubel- en overige industrie;2019;;;;;;
2445;Waterkracht;31-32 Meubel- en overige industrie;2020;;;;;;
2446;Waterkracht;31-32 Meubel- en overige industrie;2021;;;;;;
2447;Waterkracht;31-32 Meubel- en overige industrie;2022;;;;;;
2448;Waterkracht;33 Reparatie en installatie van machines;2014;;;;;;
2449;Waterkracht;33 Reparatie en installatie van machines;2015;;;;;;
2450;Waterkracht;33 Reparatie en installatie van machines;2016;;;;;;
2451;Waterkracht;33 Reparatie en installatie van machines;2017;;;;;;
2452;Waterkracht;33 Reparatie en installatie van machines;2018;;;;;;
2453;Waterkracht;33 Reparatie en installatie van machines;2019;;;;;;
2454;Waterkracht;33 Reparatie en installatie van machines;2020;;;;;;
2455;Waterkracht;33 Reparatie en installatie van machines;2021;;;;;;
2456;Waterkracht;33 Reparatie en installatie van machines;2022;;;;;;
2457;Waterkracht;D Energievoorziening;2014;0.4;;;;;
2458;Waterkracht;D Energievoorziening;2015;0.3;;;;;
2459;Waterkracht;D Energievoorziening;2016;0.4;;;;;
2460;Waterkracht;D Energievoorziening;2017;0.2;;;;;
2461;Waterkracht;D Energievoorziening;2018;0.3;;;;;
2462;Waterkracht;D Energievoorziening;2019;0.3;;;;;
2463;Waterkracht;D Energievoorziening;2020;0.2;;;;;
2464;Waterkracht;D Energievoorziening;2021;0.3;;;;;
2465;Waterkracht;D Energievoorziening;2022;0.2;;;;;
2466;Waterkracht;E Waterbedrijven en afvalbeheer;2014;;;;;;
2467;Waterkracht;E Waterbedrijven en afvalbeheer;2015;;;;;;
2468;Waterkracht;E Waterbedrijven en afvalbeheer;2016;;;;;;
2469;Waterkracht;E Waterbedrijven en afvalbeheer;2017;;;;;;
2470;Waterkracht;E Waterbedrijven en afvalbeheer;2018;;;;;;
2471;Waterkracht;E Waterbedrijven en afvalbeheer;2019;;;;;;
