ID;Geslacht;LeeftijdOp31December;Perioden;Overledenen_1
1463;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 5;2691
1464;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 6;2615
1465;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 7;2695
1466;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 8;2719
1467;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 9;2627
1468;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 10;2812
1469;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 11;2876
1470;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 12;2991
1471;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 13;2984
1472;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 14;3107
1473;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 15;2910
1474;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 16;2900
1475;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 17;2768
1476;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 18;2692
1477;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 19;2598
1478;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 20;2826
1479;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 21;2588
1480;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 22;2505
1481;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 23;2368
1482;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 24;2383
1483;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 25;2545
1484;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 26;2456
1485;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 27;2451
1486;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 28;2456
1487;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 29;2408
1488;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 30;2588
1489;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 31;2409
1490;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 32;2450
1491;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 33;2514
1492;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 34;2399
1493;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 35;2343
1494;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 36;2478
1495;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 37;2430
1496;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 38;2496
1497;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 39;2524
1498;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 40;2471
1499;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 41;2484
1500;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 42;2623
1501;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 43;2537
1502;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 44;2453
1503;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 45;2570
1504;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 46;2621
1505;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 47;2697
1506;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 48;2713
1507;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 49;2866
1508;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 50;3034
1509;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 51;3058
1510;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 52;2964
1511;Totaal mannen en vrouwen;Totaal leeftijd;1998 week 53 (4 dagen);1732
1512;Totaal mannen en vrouwen;Totaal leeftijd;1998;137482
1513;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 0 (3 dagen);1250
1514;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 1;3106
1515;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 2;3005
1516;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 3;2918
1517;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 4;2866
1518;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 5;2972
1519;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 6;3105
1520;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 7;3123
1521;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 8;3134
1522;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 9;3241
1523;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 10;3078
1524;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 11;2797
1525;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 12;2824
1526;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 13;2713
1527;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 14;2671
1528;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 15;2533
1529;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 16;2646
1530;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 17;2636
1531;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 18;2674
1532;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 19;2507
1533;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 20;2589
1534;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 21;2561
1535;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 22;2534
1536;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 23;2575
1537;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 24;2583
1538;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 25;2462
1539;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 26;2630
1540;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 27;2485
1541;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 28;2611
1542;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 29;2548
1543;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 30;2486
1544;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 31;2753
1545;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 32;2452
1546;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 33;2450
1547;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 34;2571
1548;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 35;2459
1549;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 36;2501
1550;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 37;2527
1551;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 38;2497
1552;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 39;2458
1553;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 40;2335
1554;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 41;2403
1555;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 42;2631
1556;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 43;2663
1557;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 44;2565
1558;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 45;2583
1559;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 46;2571
1560;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 47;2631
1561;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 48;2618
1562;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 49;2791
1563;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 50;2885
1564;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 51;2974
1565;Totaal mannen en vrouwen;Totaal leeftijd;1999 week 52 (5 dagen);2306
1566;Totaal mannen en vrouwen;Totaal leeftijd;1999;140487
1567;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 0 (2 dagen);956
1568;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 1;3564
1569;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 2;3438
1570;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 3;3307
1571;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 4;3203
1572;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 5;2967
1573;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 6;2835
1574;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 7;2773
1575;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 8;2869
1576;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 9;2673
1577;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 10;2690
1578;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 11;2673
1579;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 12;2533
1580;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 13;2554
1581;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 14;2690
1582;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 15;2687
1583;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 16;2705
1584;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 17;2647
1585;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 18;2554
1586;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 19;2744
1587;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 20;2698
1588;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 21;2455
1589;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 22;2513
1590;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 23;2484
1591;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 24;2452
1592;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 25;2969
1593;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 26;2632
1594;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 27;2572
1595;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 28;2469
1596;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 29;2456
1597;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 30;2505
1598;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 31;2532
1599;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 32;2488
1600;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 33;2539
1601;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 34;2416
1602;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 35;2391
1603;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 36;2506
1604;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 37;2517
1605;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 38;2501
1606;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 39;2479
1607;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 40;2578
1608;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 41;2539
1609;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 42;2571
1610;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 43;2734
1611;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 44;2652
1612;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 45;2572
1613;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 46;2644
1614;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 47;2689
1615;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 48;2773
1616;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 49;2618
1617;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 50;2737
1618;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 51;2855
1619;Totaal mannen en vrouwen;Totaal leeftijd;2000 week 52;2929
1620;Totaal mannen en vrouwen;Totaal leeftijd;2000;140527
1621;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 1;3051
1622;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 2;2852
1623;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 3;2907
1624;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 4;3031
1625;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 5;2928
1626;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 6;2861
1627;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 7;2761
1628;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 8;2685
1629;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 9;2749
1630;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 10;2896
1631;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 11;2812
1632;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 12;2837
1633;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 13;2774
1634;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 14;2794
1635;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 15;2752
1636;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 16;2590
1637;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 17;2712
1638;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 18;2685
1639;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 19;2739
1640;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 20;2759
1641;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 21;2674
1642;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 22;2722
1643;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 23;2581
1644;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 24;2721
1645;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 25;2585
1646;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 26;2683
1647;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 27;2751
1648;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 28;2475
1649;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 29;2405
1650;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 30;2519
1651;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 31;2438
1652;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 32;2450
1653;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 33;2511
1654;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 34;2648
1655;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 35;2441
1656;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 36;2482
1657;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 37;2403
1658;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 38;2577
1659;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 39;2588
1660;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 40;2607
1661;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 41;2567
1662;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 42;2701
1663;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 43;2568
1664;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 44;2519
1665;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 45;2535
1666;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 46;2674
1667;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 47;2749
1668;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 48;2757
1669;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 49;2768
1670;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 50;2797
1671;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 51;2982
1672;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 52;2900
1673;Totaal mannen en vrouwen;Totaal leeftijd;2001 week 53 (1 dag);424
1674;Totaal mannen en vrouwen;Totaal leeftijd;2001;140377
1675;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 1 (6 dagen);2522
1676;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 2;3145
1677;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 3;3032
1678;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 4;3079
1679;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 5;2938
1680;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 6;2859
1681;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 7;2778
1682;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 8;2957
1683;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 9;3231
1684;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 10;3015
1685;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 11;3088
1686;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 12;2938
1687;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 13;2903
1688;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 14;2795
1689;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 15;2874
1690;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 16;2778
1691;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 17;2780
1692;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 18;2638
1693;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 19;2590
1694;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 20;2620
1695;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 21;2555
1696;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 22;2641
1697;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 23;2658
1698;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 24;2525
1699;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 25;2665
1700;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 26;2556
1701;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 27;2568
1702;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 28;2548
1703;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 29;2500
1704;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 30;2612
1705;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 31;2792
1706;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 32;2461
1707;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 33;2497
1708;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 34;2624
1709;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 35;2362
1710;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 36;2469
1711;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 37;2456
1712;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 38;2372
1713;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 39;2434
1714;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 40;2557
1715;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 41;2518
1716;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 42;2606
1717;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 43;2712
1718;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 44;2681
1719;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 45;2666
1720;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 46;2637
1721;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 47;2720
1722;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 48;2696
1723;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 49;2676
1724;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 50;3011
1725;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 51;3023
1726;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 52;3127
1727;Totaal mannen en vrouwen;Totaal leeftijd;2002 week 53 (2 dagen);870
1728;Totaal mannen en vrouwen;Totaal leeftijd;2002;142355
1729;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 1 (5 dagen);2141
1730;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 2;2987
1731;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 3;2981
1732;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 4;2963
1733;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 5;2821
1734;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 6;2745
1735;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 7;2736
1736;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 8;2923
1737;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 9;3021
1738;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 10;2991
1739;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 11;2983
1740;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 12;2898
1741;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 13;2914
1742;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 14;2948
1743;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 15;2730
1744;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 16;2924
1745;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 17;2844
1746;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 18;2577
1747;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 19;2554
1748;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 20;2560
1749;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 21;2590
1750;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 22;2610
1751;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 23;2853
1752;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 24;2487
1753;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 25;2464
1754;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 26;2541
1755;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 27;2392
1756;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 28;2436
1757;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 29;2721
1758;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 30;2553
1759;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 31;2556
1760;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 32;2773
1761;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 33;2866
1762;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 34;2496
1763;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 35;2398
1764;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 36;2487
1765;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 37;2457
1766;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 38;2661
1767;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 39;2631
1768;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 40;2531
1769;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 41;2484
1770;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 42;2586
1771;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 43;2599
1772;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 44;2743
1773;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 45;2636
1774;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 46;2581
1775;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 47;2639
1776;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 48;2643
1777;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 49;2636
1778;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 50;2898
1779;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 51;3112
1780;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 52;3201
1781;Totaal mannen en vrouwen;Totaal leeftijd;2003 week 53 (3 dagen);1434
1782;Totaal mannen en vrouwen;Totaal leeftijd;2003;141936
1783;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 1 (4 dagen);1899
1784;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 2;3333
1785;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 3;3055
1786;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 4;2921
1787;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 5;2907
1788;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 6;2751
1789;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 7;2692
1790;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 8;2746
1791;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 9;2722
1792;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 10;2720
1793;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 11;2649
1794;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 12;2740
1795;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 13;2639
1796;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 14;2743
1797;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 15;2560
1798;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 16;2648
1799;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 17;2541
1800;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 18;2548
1801;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 19;2455
1802;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 20;2563
1803;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 21;2500
1804;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 22;2509
1805;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 23;2485
1806;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 24;2680
1807;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 25;2403
1808;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 26;2442
1809;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 27;2454
1810;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 28;2493
1811;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 29;2399
1812;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 30;2372
1813;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 31;2449
1814;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 32;2642
1815;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 33;2679
1816;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 34;2414
1817;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 35;2429
1818;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 36;2414
1819;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 37;2459
1820;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 38;2405
1821;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 39;2434
1822;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 40;2558
1823;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 41;2438
1824;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 42;2497
1825;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 43;2529
1826;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 44;2578
1827;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 45;2517
1828;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 46;2537
1829;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 47;2575
1830;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 48;2567
1831;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 49;2619
1832;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 50;2607
1833;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 51;2734
1834;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 52;2836
1835;Totaal mannen en vrouwen;Totaal leeftijd;2004 week 53 (5 dagen);2067
1836;Totaal mannen en vrouwen;Totaal leeftijd;2004;136553
1837;Totaal mannen en vrouwen;Totaal leeftijd;2005 week 0 (2 dagen);796
1838;Totaal mannen en vrouwen;Totaal leeftijd;2005 week 1;2871
