ID;Uitvalcategorie;Voertuigcategorie;Perioden;TotaalAantalUitgevallenVoertuigen_1;JongerDan1Jaar_2;k_1Jaar_3;k_2Jaar_4;k_3Jaar_5;k_4Jaar_6;k_5Jaar_7;k_6Jaar_8;k_7Jaar_9;k_8Jaar_10;k_9Jaar_11;k_10Jaar_12;k_11Jaar_13;k_12Jaar_14;k_13Jaar_15;k_14Jaar_16;k_15Jaar_17;k_16Jaar_18;k_17Jaar_19;k_18Jaar_20;k_19Jaar_21;k_20Jaar_22;k_21Jaar_23;k_22Jaar_24;k_23Jaar_25;k_24JaarOfOuder_26
82;Sloop;Bedrijfsmotorvoertuig;2016;13426.0;27.0;66.0;61.0;66.0;80.0;113.0;122.0;130.0;280.0;333.0;299.0;308.0;627.0;778.0;1033.0;1409.0;1915.0;1951.0;1621.0;1075.0;431.0;147.0;96.0;87.0;371.0
83;Sloop;Bedrijfsmotorvoertuig;2017;14855.0;31.0;67.0;69.0;77.0;79.0;120.0;146.0;135.0;136.0;333.0;424.0;458.0;521.0;849.0;1126.0;1381.0;1738.0;2024.0;1886.0;1403.0;929.0;386.0;109.0;75.0;353.0
84;Sloop;Bedrijfsmotorvoertuig;2018;16746.0;30.0;86.0;87.0;91.0;97.0;113.0;139.0;183.0;169.0;221.0;492.0;567.0;612.0;714.0;1279.0;1523.0;1775.0;2014.0;1924.0;1800.0;1275.0;826.0;287.0;100.0;342.0
85;Sloop;Bedrijfsmotorvoertuig;2019;16204.0;16.0;73.0;79.0;103.0;96.0;123.0;142.0;182.0;193.0;193.0;277.0;589.0;769.0;789.0;956.0;1564.0;1723.0;1684.0;1695.0;1533.0;1351.0;965.0;564.0;189.0;356.0
86;Sloop;Bedrijfsmotorvoertuig;2020;16622.0;16.0;76.0;79.0;116.0;97.0;132.0;135.0;183.0;222.0;266.0;262.0;375.0;776.0;898.0;933.0;1095.0;1747.0;1897.0;1768.0;1615.0;1266.0;1057.0;696.0;403.0;512.0
87;Sloop;Bedrijfsmotorvoertuig;2021;13798.0;16.0;37.0;66.0;93.0;101.0;108.0;112.0;128.0;152.0;197.0;253.0;264.0;319.0;718.0;869.0;872.0;992.0;1590.0;1606.0;1290.0;1217.0;936.0;683.0;478.0;701.0
88;Export;Personenauto;2000;96365.0;1015.0;234.0;463.0;1435.0;2249.0;2663.0;3436.0;4679.0;7664.0;9194.0;10918.0;10584.0;10037.0;10345.0;8935.0;5619.0;3090.0;1713.0;686.0;347.0;286.0;180.0;109.0;63.0;420.0
89;Export;Personenauto;2001;133542.0;981.0;159.0;536.0;1840.0;3217.0;3389.0;4833.0;6659.0;8297.0;13379.0;14827.0;14383.0;13930.0;12845.0;12613.0;9846.0;6002.0;2723.0;1344.0;526.0;243.0;227.0;145.0;90.0;502.0
90;Export;Personenauto;2002;123222.0;462.0;171.0;496.0;1948.0;3472.0;3735.0;5115.0;6622.0;8103.0;9347.0;13626.0;12488.0;12336.0;11624.0;10285.0;9255.0;6751.0;3637.0;1467.0;721.0;303.0;173.0;130.0;93.0;862.0
91;Export;Personenauto;2003;137266.0;831.0;124.0;433.0;2144.0;4646.0;4988.0;7056.0;8049.0;8715.0;9446.0;10235.0;14760.0;14904.0;13595.0;11337.0;8502.0;7185.0;4650.0;2461.0;945.0;495.0;253.0;149.0;98.0;1264.0
92;Export;Personenauto;2004;197175.0;600.0;312.0;591.0;3086.0;5895.0;7071.0;9391.0;10591.0;13843.0;16682.0;17532.0;17572.0;24855.0;21145.0;14554.0;10798.0;7884.0;5868.0;3610.0;1783.0;826.0;511.0;253.0;163.0;1759.0
93;Export;Personenauto;2005;177430.0;889.0;276.0;452.0;2405.0;6266.0;6931.0;9354.0;11646.0;13344.0;16203.0;16385.0;15552.0;14161.0;17278.0;13009.0;9891.0;7218.0;5394.0;3914.0;2381.0;1171.0;501.0;315.0;177.0;2317.0
94;Export;Personenauto;2006;179901.0;2483.0;168.0;367.0;1383.0;4147.0;6186.0;8457.0;12580.0;14519.0;15972.0;16239.0;14802.0;14668.0;12639.0;15041.0;11492.0;8331.0;6208.0;4327.0;3237.0;1942.0;950.0;409.0;272.0;3082.0
95;Export;Personenauto;2007;209446.0;5238.0;273.0;416.0;1516.0;3581.0;5423.0;8444.0;12258.0;17022.0;19239.0;17633.0;17495.0;16691.0;15780.0;13754.0;15658.0;11475.0;8027.0;5860.0;3892.0;3039.0;1775.0;845.0;350.0;3762.0
96;Export;Personenauto;2008;205455.0;2201.0;1767.0;928.0;2798.0;5472.0;5908.0;8459.0;12485.0;15900.0;19584.0;16932.0;15308.0;15827.0;15012.0;13843.0;11824.0;12397.0;8432.0;5832.0;4059.0;2728.0;2131.0;1344.0;587.0;3695.0
97;Export;Personenauto;2009;181928.0;3384.0;2366.0;5864.0;3305.0;4128.0;4682.0;5954.0;8983.0;12590.0;15841.0;16544.0;14392.0;12807.0;12654.0;11105.0;10062.0;8411.0;8430.0;5901.0;3953.0;2692.0;1934.0;1483.0;854.0;3609.0
98;Export;Personenauto;2010;193131.0;1385.0;1458.0;4347.0;15332.0;6018.0;4284.0;5709.0;8297.0;11274.0;15435.0;15942.0;16521.0;15138.0;13445.0;13058.0;10097.0;8325.0;6096.0;5968.0;4087.0;2807.0;1809.0;1334.0;1080.0;3885.0
99;Export;Personenauto;2011;273938.0;3149.0;1798.0;3002.0;16780.0;31138.0;8008.0;7116.0;9547.0;12792.0;16654.0;20074.0;21750.0;22519.0;19854.0;16944.0;14715.0;11398.0;9061.0;6629.0;5924.0;3951.0;2583.0;1608.0;1170.0;5774.0
100;Export;Personenauto;2012;324590.0;2035.0;2058.0;3756.0;15451.0;37002.0;22922.0;7754.0;9281.0;11924.0;15316.0;18680.0;23048.0;25403.0;25770.0;22297.0;18064.0;15344.0;11760.0;9581.0;6758.0;5386.0;3493.0;2292.0;1328.0;7887.0
101;Export;Personenauto;2013;278770.0;4965.0;2402.0;4057.0;12554.0;22612.0;17366.0;9485.0;8446.0;11067.0;13629.0;15837.0;17391.0;19305.0;20853.0;20772.0;16310.0;12186.0;9519.0;7061.0;5474.0;3708.0;3311.0;2281.0;1599.0;16580.0
102;Export;Personenauto;2014;247188.0;6876.0;2008.0;3607.0;14502.0;19392.0;11780.0;8251.0;8883.0;10763.0;13083.0;14328.0;14790.0;14855.0;16111.0;15536.0;14248.0;10413.0;7491.0;5397.0;4121.0;3167.0;2209.0;2078.0;1568.0;21731.0
103;Export;Personenauto;2015;236780.0;5695.0;2176.0;2288.0;13845.0;22724.0;10619.0;4972.0;7041.0;9226.0;13384.0;15566.0;15501.0;15521.0;15214.0;15633.0;13954.0;12155.0;8510.0;5852.0;3742.0;2716.0;2125.0;1464.0;1366.0;15491.0
104;Export;Personenauto;2016;228818.0;5751.0;1835.0;1968.0;7862.0;22807.0;14186.0;5582.0;4923.0;8088.0;10060.0;15604.0;16572.0;15967.0;15143.0;14514.0;13923.0;12126.0;10416.0;6880.0;4138.0;2366.0;1853.0;1297.0;996.0;13961.0
105;Export;Personenauto;2017;231619.0;7185.0;4432.0;2184.0;7381.0;15772.0;17314.0;7162.0;5238.0;5488.0;9356.0;11385.0;17052.0;17204.0;16006.0;14630.0;13107.0;12280.0;11765.0;9848.0;6365.0;3828.0;2335.0;1554.0;1120.0;11628.0
106;Export;Personenauto;2018;260066.0;9189.0;3930.0;2371.0;9587.0;16191.0;18983.0;9966.0;8317.0;7445.0;7132.0;11505.0;13657.0;18345.0;17770.0;15922.0;14886.0;13480.0;12648.0;12183.0;10373.0;6732.0;4159.0;2462.0;1702.0;11131.0
107;Export;Personenauto;2019;298055.0;10664.0;4993.0;3596.0;7392.0;24846.0;21678.0;12358.0;9991.0;11553.0;9862.0;9681.0;14157.0;15370.0;19148.0;18187.0;16262.0;14902.0;13294.0;12805.0;12710.0;10288.0;6642.0;3890.0;2248.0;11538.0
108;Export;Personenauto;2020;271433.0;4293.0;4810.0;3472.0;8226.0;14278.0;30918.0;10042.0;7618.0;11287.0;13131.0;10955.0;9597.0;13784.0;14723.0;17670.0;16262.0;14195.0;12422.0;10504.0;9127.0;8743.0;6900.0;4330.0;2533.0;11613.0
109;Export;Personenauto;2021;308547.0;3908.0;3309.0;2909.0;7858.0;15033.0;15400.0;19673.0;8156.0;10445.0;15242.0;17605.0;13813.0;11677.0;15874.0;17018.0;19271.0;18516.0;17259.0;15134.0;12892.0;11224.0;10313.0;7893.0;4566.0;13559.0
110;Export;Bedrijfsmotorvoertuig;2000;34748.0;415.0;247.0;652.0;1199.0;1864.0;2286.0;2142.0;2688.0;3805.0;3594.0;3243.0;2684.0;2409.0;2156.0;1747.0;1102.0;701.0;430.0;376.0;302.0;244.0;186.0;100.0;69.0;107.0
111;Export;Bedrijfsmotorvoertuig;2001;42567.0;328.0;242.0;544.0;1440.0;2262.0;3259.0;3374.0;2858.0;3266.0;4659.0;3940.0;3463.0;2823.0;2475.0;2256.0;1760.0;1117.0;663.0;454.0;348.0;303.0;235.0;160.0;111.0;227.0
112;Export;Bedrijfsmotorvoertuig;2002;45721.0;374.0;270.0;621.0;1602.0;3077.0;3914.0;4112.0;3877.0;3446.0;3385.0;4710.0;3820.0;3055.0;2293.0;1798.0;1666.0;1228.0;724.0;490.0;321.0;207.0;177.0;161.0;112.0;280.0
113;Export;Bedrijfsmotorvoertuig;2003;47006.0;407.0;262.0;685.0;1664.0;2759.0;3933.0;4369.0;4198.0;4084.0;3163.0;3068.0;4175.0;3524.0;2659.0;1952.0;1526.0;1439.0;1041.0;658.0;428.0;233.0;187.0;137.0;132.0;322.0
114;Export;Bedrijfsmotorvoertuig;2004;57334.0;535.0;323.0;767.0;2243.0;3623.0;5305.0;5532.0;4978.0;4751.0;4220.0;3485.0;3457.0;4667.0;3433.0;2546.0;1890.0;1362.0;1299.0;921.0;607.0;366.0;228.0;186.0;142.0;467.0
115;Export;Bedrijfsmotorvoertuig;2005;105945.0;790.0;776.0;1532.0;3802.0;7132.0;10265.0;11186.0;11665.0;10071.0;9418.0;7402.0;5696.0;5333.0;6309.0;4396.0;2880.0;1970.0;1421.0;1318.0;880.0;599.0;316.0;188.0;124.0;474.0
116;Export;Bedrijfsmotorvoertuig;2006;86775.0;1454.0;554.0;1294.0;2798.0;4873.0;7251.0;8706.0;10307.0;9774.0;7652.0;6885.0;4752.0;3617.0;3405.0;3893.0;2793.0;1902.0;1229.0;899.0;837.0;609.0;383.0;208.0;133.0;567.0
117;Export;Bedrijfsmotorvoertuig;2007;73855.0;2465.0;685.0;1244.0;3442.0;5005.0;5349.0;5454.0;5808.0;6322.0;6930.0;6496.0;5359.0;4039.0;2809.0;2548.0;2774.0;1943.0;1423.0;878.0;701.0;625.0;475.0;315.0;155.0;611.0
118;Export;Bedrijfsmotorvoertuig;2008;70397.0;1857.0;640.0;1014.0;2322.0;4580.0;4840.0;4919.0;5149.0;6341.0;7017.0;6734.0;5440.0;4586.0;3277.0;2305.0;2010.0;2125.0;1438.0;1019.0;640.0;476.0;493.0;329.0;222.0;623.0
119;Export;Bedrijfsmotorvoertuig;2009;64110.0;647.0;614.0;1000.0;2170.0;3554.0;4102.0;3950.0;4567.0;5622.0;6899.0;6580.0;5639.0;4500.0;3691.0;2422.0;1515.0;1451.0;1541.0;1019.0;726.0;451.0;338.0;349.0;199.0;564.0
120;Export;Bedrijfsmotorvoertuig;2010;71304.0;802.0;323.0;1299.0;2815.0;4701.0;4409.0;4830.0;4682.0;4978.0;5889.0;7037.0;6403.0;5816.0;4522.0;3492.0;2096.0;1371.0;1299.0;1378.0;835.0;605.0;412.0;333.0;298.0;679.0
121;Export;Bedrijfsmotorvoertuig;2011;80256.0;1718.0;343.0;822.0;2876.0;4340.0;5924.0;6057.0;6785.0;5467.0;5942.0;6388.0;6458.0;6394.0;5657.0;4202.0;3134.0;1606.0;1004.0;1127.0;1104.0;770.0;531.0;375.0;329.0;903.0
122;Export;Bedrijfsmotorvoertuig;2012;81583.0;1462.0;502.0;951.0;1944.0;5217.0;6737.0;6694.0;6443.0;6196.0;5390.0;6011.0;5317.0;5814.0;5594.0;4998.0;3454.0;2382.0;1350.0;853.0;915.0;936.0;628.0;383.0;308.0;1104.0
123;Export;Bedrijfsmotorvoertuig;2013;75877.0;1787.0;562.0;1031.0;1898.0;3006.0;6185.0;6556.0;6407.0;5147.0;5526.0;4909.0;4583.0;4734.0;5022.0;4450.0;3607.0;2495.0;1797.0;1044.0;663.0;787.0;787.0;490.0;360.0;2044.0
124;Export;Bedrijfsmotorvoertuig;2014;62913.0;1640.0;600.0;777.0;1626.0;2266.0;2926.0;5090.0;5163.0;4503.0;4164.0;4749.0;4024.0;3827.0;4016.0;3790.0;3177.0;2487.0;1732.0;1217.0;750.0;476.0;502.0;530.0;411.0;2470.0
125;Export;Bedrijfsmotorvoertuig;2015;51074.0;2092.0;616.0;706.0;1344.0;2340.0;1860.0;1800.0;3438.0;3646.0;3743.0;3444.0;3735.0;3152.0;3197.0;3042.0;2903.0;2545.0;2051.0;1453.0;759.0;502.0;275.0;301.0;317.0;1813.0
126;Export;Bedrijfsmotorvoertuig;2016;53378.0;2075.0;580.0;783.0;1399.0;2682.0;2749.0;1920.0;2292.0;4140.0;4146.0;3743.0;3035.0;3799.0;3167.0;3079.0;2690.0;2686.0;2390.0;1755.0;1231.0;650.0;348.0;214.0;236.0;1589.0
127;Export;Bedrijfsmotorvoertuig;2017;54618.0;1809.0;618.0;706.0;1289.0;2177.0;2893.0;2666.0;2244.0;2482.0;4454.0;4296.0;3593.0;3241.0;3791.0;3001.0;2873.0;2494.0;2371.0;2168.0;1633.0;1073.0;529.0;314.0;224.0;1679.0
128;Export;Bedrijfsmotorvoertuig;2018;57579.0;2431.0;545.0;826.0;1409.0;1953.0;2603.0;2874.0;3225.0;2661.0;2843.0;5062.0;4532.0;3610.0;3176.0;3635.0;2803.0;2666.0;2235.0;2123.0;1758.0;1267.0;894.0;469.0;299.0;1680.0
129;Export;Bedrijfsmotorvoertuig;2019;65680.0;2230.0;591.0;976.0;1817.0;3027.0;3048.0;3091.0;3827.0;4197.0;3349.0;3602.0;5666.0;4998.0;3668.0;3294.0;3503.0;2779.0;2570.0;2015.0;1864.0;1449.0;1122.0;769.0;409.0;1819.0
130;Export;Bedrijfsmotorvoertuig;2020;63134.0;1749.0;763.0;943.0;1643.0;3034.0;3311.0;2989.0;3104.0;3644.0;3801.0;3163.0;3250.0;5131.0;4366.0;3417.0;2795.0;3248.0;2535.0;2157.0;1737.0;1473.0;1166.0;893.0;598.0;2224.0
131;Export;Bedrijfsmotorvoertuig;2021;63733.0;3273.0;550.0;945.0;1557.0;2468.0;3328.0;2931.0;2699.0;3265.0;3512.0;3774.0;3154.0;3150.0;4822.0;4203.0;3075.0;2662.0;3412.0;2351.0;2018.0;1464.0;1262.0;915.0;707.0;2236.0
132;Buiten de normale registratie gesteld;Personenauto;2000;2114.0;560.0;37.0;46.0;57.0;78.0;83.0;67.0;61.0;82.0;102.0;112.0;94.0;109.0;156.0;144.0;117.0;75.0;64.0;25.0;14.0;5.0;9.0;2.0;0.0;15.0
133;Buiten de normale registratie gesteld;Personenauto;2001;1533.0;431.0;22.0;20.0;22.0;32.0;36.0;29.0;33.0;31.0;50.0;63.0;78.0;78.0;124.0;123.0;108.0;78.0;68.0;38.0;23.0;12.0;4.0;7.0;6.0;17.0
134;Buiten de normale registratie gesteld;Personenauto;2002;1869.0;500.0;22.0;32.0;34.0;51.0;51.0;44.0;59.0;54.0;48.0;79.0;83.0;88.0;136.0;138.0;124.0;121.0;77.0;39.0;39.0;24.0;5.0;3.0;3.0;15.0
135;Buiten de normale registratie gesteld;Personenauto;2003;2310.0;662.0;66.0;56.0;55.0;61.0;60.0;67.0;73.0;58.0;66.0;72.0;91.0;112.0;136.0;130.0;133.0;131.0;102.0;67.0;29.0;25.0;19.0;7.0;6.0;26.0
136;Buiten de normale registratie gesteld;Personenauto;2004;1828.0;446.0;12.0;24.0;32.0;36.0;53.0;48.0;50.0;41.0;39.0;52.0;48.0;93.0;121.0;117.0;138.0;124.0;140.0;85.0;60.0;21.0;17.0;9.0;2.0;20.0
137;Buiten de normale registratie gesteld;Personenauto;2005;1463.0;248.0;17.0;18.0;19.0;22.0;39.0;43.0;46.0;40.0;44.0;52.0;43.0;54.0;86.0;115.0;122.0;110.0;98.0;86.0;64.0;39.0;19.0;14.0;11.0;14.0
138;Buiten de normale registratie gesteld;Personenauto;2006;1436.0;216.0;24.0;33.0;26.0;38.0;26.0;46.0;50.0;45.0;43.0;38.0;39.0;49.0;54.0;97.0;123.0;85.0;76.0;81.0;86.0;47.0;26.0;15.0;15.0;58.0
139;Buiten de normale registratie gesteld;Personenauto;2007;1392.0;69.0;19.0;23.0;15.0;35.0;37.0;41.0;41.0;41.0;50.0;41.0;62.0;51.0;71.0;91.0;131.0;122.0;112.0;85.0;55.0;72.0;49.0;18.0;7.0;54.0
140;Buiten de normale registratie gesteld;Personenauto;2008;1299.0;62.0;16.0;13.0;23.0;30.0;32.0;29.0;43.0;35.0;43.0;37.0;50.0;48.0;65.0;81.0;79.0;122.0;115.0;101.0;59.0;62.0;53.0;34.0;16.0;51.0
141;Buiten de normale registratie gesteld;Personenauto;2009;1066.0;1.0;6.0;11.0;12.0;20.0;27.0;26.0;33.0;36.0;45.0;47.0;43.0;36.0;60.0;72.0;76.0;74.0;83.0;85.0;68.0;43.0;38.0;31.0;14.0;79.0
142;Buiten de normale registratie gesteld;Personenauto;2010;1348.0;185.0;13.0;15.0;24.0;40.0;42.0;29.0;33.0;40.0;46.0;37.0;64.0;33.0;68.0;73.0;64.0;75.0;74.0;91.0;82.0;61.0;57.0;28.0;27.0;47.0
143;Buiten de normale registratie gesteld;Personenauto;2011;1363.0;173.0;14.0;25.0;27.0;30.0;38.0;29.0;38.0;41.0;20.0;29.0;44.0;66.0;66.0;60.0;86.0;76.0;85.0;79.0;71.0;54.0;45.0;34.0;34.0;99.0
144;Buiten de normale registratie gesteld;Personenauto;2012;1812.0;135.0;96.0;39.0;159.0;109.0;121.0;57.0;71.0;112.0;55.0;52.0;59.0;57.0;56.0;60.0;76.0;68.0;80.0;74.0;53.0;71.0;49.0;28.0;20.0;55.0
145;Buiten de normale registratie gesteld;Personenauto;2013;1079.0;108.0;63.0;28.0;14.0;31.0;28.0;25.0;28.0;29.0;33.0;31.0;41.0;41.0;44.0;54.0;77.0;58.0;69.0;59.0;44.0;48.0;39.0;23.0;17.0;47.0
146;Buiten de normale registratie gesteld;Personenauto;2014;1588.0;163.0;32.0;24.0;20.0;27.0;35.0;28.0;34.0;36.0;38.0;42.0;50.0;60.0;84.0;81.0;129.0;87.0;93.0;94.0;63.0;59.0;41.0;40.0;23.0;205.0
147;Buiten de normale registratie gesteld;Personenauto;2015;2105.0;478.0;90.0;54.0;80.0;92.0;85.0;81.0;76.0;78.0;68.0;76.0;71.0;68.0;47.0;79.0;82.0;85.0;83.0;74.0;40.0;30.0;27.0;11.0;19.0;131.0
148;Buiten de normale registratie gesteld;Personenauto;2016;1934.0;415.0;95.0;61.0;64.0;76.0;71.0;78.0;70.0;61.0;75.0;62.0;67.0;65.0;46.0;60.0;63.0;83.0;84.0;93.0;65.0;43.0;32.0;24.0;16.0;65.0
149;Buiten de normale registratie gesteld;Personenauto;2017;1838.0;288.0;118.0;70.0;65.0;64.0;74.0;81.0;50.0;40.0;60.0;54.0;73.0;55.0;56.0;62.0;65.0;70.0;101.0;83.0;89.0;69.0;41.0;32.0;19.0;59.0
150;Buiten de normale registratie gesteld;Personenauto;2018;1795.0;669.0;61.0;25.0;30.0;53.0;51.0;36.0;56.0;37.0;37.0;37.0;55.0;58.0;48.0;45.0;42.0;38.0;43.0;69.0;68.0;70.0;53.0;25.0;23.0;66.0
151;Buiten de normale registratie gesteld;Personenauto;2019;1673.0;270.0;77.0;67.0;95.0;82.0;54.0;65.0;79.0;54.0;57.0;50.0;66.0;53.0;62.0;44.0;43.0;45.0;62.0;50.0;79.0;58.0;54.0;42.0;21.0;44.0
152;Buiten de normale registratie gesteld;Personenauto;2020;1608.0;282.0;86.0;76.0;72.0;85.0;71.0;65.0;62.0;63.0;60.0;51.0;44.0;41.0;44.0;58.0;50.0;48.0;49.0;54.0;47.0;44.0;41.0;38.0;20.0;57.0
153;Buiten de normale registratie gesteld;Personenauto;2021;1587.0;243.0;70.0;61.0;80.0;90.0;89.0;85.0;66.0;54.0;62.0;69.0;55.0;44.0;57.0;47.0;40.0;41.0;42.0;43.0;52.0;46.0;49.0;38.0;15.0;49.0
154;Buiten de normale registratie gesteld;Bedrijfsmotorvoertuig;2000;651.0;223.0;4.0;3.0;6.0;5.0;4.0;7.0;14.0;18.0;23.0;27.0;29.0;30.0;51.0;41.0;28.0;18.0;17.0;23.0;11.0;13.0;12.0;13.0;5.0;26.0
155;Buiten de normale registratie gesteld;Bedrijfsmotorvoertuig;2001;535.0;133.0;1.0;4.0;8.0;3.0;7.0;11.0;17.0;11.0;24.0;22.0;27.0;23.0;36.0;31.0;43.0;38.0;19.0;17.0;13.0;14.0;7.0;8.0;4.0;14.0
156;Buiten de normale registratie gesteld;Bedrijfsmotorvoertuig;2002;595.0;139.0;10.0;11.0;4.0;3.0;6.0;16.0;17.0;15.0;19.0;35.0;33.0;36.0;28.0;43.0;29.0;38.0;22.0;20.0;13.0;9.0;5.0;6.0;12.0;26.0
157;Buiten de normale registratie gesteld;Bedrijfsmotorvoertuig;2003;559.0;178.0;2.0;2.0;11.0;8.0;7.0;11.0;8.0;15.0;12.0;18.0;30.0;31.0;23.0;24.0;31.0;33.0;30.0;18.0;23.0;5.0;4.0;5.0;4.0;26.0
158;Buiten de normale registratie gesteld;Bedrijfsmotorvoertuig;2004;463.0;70.0;7.0;1.0;3.0;8.0;3.0;5.0;6.0;5.0;19.0;16.0;30.0;21.0;35.0;34.0;20.0;23.0;37.0;22.0;18.0;17.0;11.0;8.0;7.0;37.0
159;Buiten de normale registratie gesteld;Bedrijfsmotorvoertuig;2005;591.0;92.0;13.0;2.0;3.0;6.0;5.0;14.0;15.0;10.0;19.0;26.0;30.0;31.0;31.0;29.0;31.0;42.0;34.0;42.0;32.0;17.0;17.0;12.0;6.0;32.0
160;Buiten de normale registratie gesteld;Bedrijfsmotorvoertuig;2006;674.0;24.0;22.0;16.0;5.0;4.0;6.0;11.0;17.0;22.0;18.0;22.0;36.0;32.0;28.0;42.0;42.0;37.0;41.0;37.0;24.0;31.0;21.0;16.0;16.0;104.0
161;Buiten de normale registratie gesteld;Bedrijfsmotorvoertuig;2007;530.0;13.0;0.0;0.0;3.0;1.0;2.0;12.0;9.0;11.0;8.0;26.0;25.0;43.0;27.0;35.0;48.0;38.0;22.0;27.0;26.0;35.0;27.0;17.0;10.0;65.0
162;Buiten de normale registratie gesteld;Bedrijfsmotorvoertuig;2008;562.0;52.0;1.0;2.0;1.0;5.0;4.0;7.0;15.0;25.0;15.0;22.0;31.0;37.0;37.0;26.0;28.0;28.0;25.0;25.0;26.0;24.0;21.0;7.0;15.0;83.0
163;Buiten de normale registratie gesteld;Bedrijfsmotorvoertuig;2009;478.0;37.0;1.0;7.0;4.0;5.0;4.0;16.0;8.0;21.0;22.0;30.0;24.0;26.0;30.0;20.0;17.0;26.0;19.0;20.0;21.0;14.0;20.0;11.0;16.0;59.0
164;Buiten de normale registratie gesteld;Bedrijfsmotorvoertuig;2010;378.0;29.0;1.0;4.0;1.0;1.0;7.0;2.0;9.0;6.0;20.0;20.0;20.0;18.0;26.0;32.0;24.0;13.0;13.0;24.0;20.0;13.0;15.0;13.0;11.0;36.0
165;Buiten de normale registratie gesteld;Bedrijfsmotorvoertuig;2011;384.0;7.0;2.0;5.0;3.0;3.0;7.0;8.0;7.0;6.0;13.0;16.0;25.0;36.0;30.0;23.0;17.0;13.0;15.0;22.0;19.0;20.0;15.0;18.0;8.0;46.0
166;Buiten de normale registratie gesteld;Bedrijfsmotorvoertuig;2012;463.0;8.0;7.0;1.0;9.0;32.0;4.0;8.0;15.0;16.0;21.0;20.0;31.0;35.0;43.0;23.0;30.0;28.0;15.0;17.0;18.0;22.0;14.0;14.0;7.0;25.0
167;Buiten de normale registratie gesteld;Bedrijfsmotorvoertuig;2013;475.0;36.0;2.0;4.0;1.0;2.0;10.0;3.0;10.0;8.0;13.0;14.0;24.0;26.0;38.0;41.0;37.0;33.0;26.0;15.0;17.0;18.0;12.0;14.0;4.0;67.0
168;Buiten de normale registratie gesteld;Bedrijfsmotorvoertuig;2014;726.0;15.0;2.0;0.0;0.0;2.0;1.0;9.0;6.0;16.0;17.0;20.0;22.0;39.0;51.0;60.0;76.0;53.0;50.0;27.0;17.0;15.0;31.0;32.0;19.0;146.0
169;Buiten de normale registratie gesteld;Bedrijfsmotorvoertuig;2015;598.0;20.0;5.0;2.0;1.0;3.0;2.0;2.0;16.0;20.0;20.0;18.0;25.0;27.0;41.0;38.0;55.0;49.0;43.0;39.0;22.0;16.0;8.0;24.0;12.0;90.0
170;Buiten de normale registratie gesteld;Bedrijfsmotorvoertuig;2016;513.0;9.0;0.0;1.0;1.0;4.0;4.0;13.0;10.0;15.0;20.0;36.0;31.0;23.0;40.0;39.0;37.0;47.0;54.0;41.0;19.0;19.0;6.0;4.0;2.0;38.0
171;Buiten de normale registratie gesteld;Bedrijfsmotorvoertuig;2017;722.0;22.0;0.0;2.0;3.0;1.0;3.0;14.0;10.0;22.0;29.0;37.0;41.0;42.0;53.0;44.0;52.0;72.0;78.0;60.0;37.0;21.0;21.0;9.0;8.0;41.0
172;Buiten de normale registratie gesteld;Bedrijfsmotorvoertuig;2018;655.0;2.0;2.0;0.0;0.0;2.0;3.0;6.0;7.0;19.0;22.0;38.0;42.0;43.0;44.0;56.0;57.0;37.0;64.0;45.0;47.0;32.0;19.0;11.0;9.0;48.0
173;Buiten de normale registratie gesteld;Bedrijfsmotorvoertuig;2019;579.0;1.0;1.0;1.0;4.0;1.0;2.0;9.0;16.0;18.0;21.0;36.0;45.0;40.0;48.0;36.0;61.0;36.0;47.0;31.0;28.0;30.0;14.0;6.0;12.0;35.0
174;Buiten de normale registratie gesteld;Bedrijfsmotorvoertuig;2020;575.0;3.0;3.0;1.0;2.0;6.0;0.0;2.0;8.0;14.0;25.0;21.0;25.0;41.0;45.0;60.0;36.0;47.0;23.0;27.0;33.0;33.0;30.0;20.0;15.0;55.0
175;Buiten de normale registratie gesteld;Bedrijfsmotorvoertuig;2021;115.0;6.0;18.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0;4.0;3.0;4.0;6.0;9.0;9.0;4.0;2.0;4.0;7.0;6.0;6.0;7.0;2.0;13.0
176;Overige uitval;Personenauto;2000;;;;;;;;;;;;;;;;;;;;;;;;;;
177;Overige uitval;Personenauto;2001;;;;;;;;;;;;;;;;;;;;;;;;;;
178;Overige uitval;Personenauto;2002;;;;;;;;;;;;;;;;;;;;;;;;;;
179;Overige uitval;Personenauto;2003;;;;;;;;;;;;;;;;;;;;;;;;;;
180;Overige uitval;Personenauto;2004;;;;;;;;;;;;;;;;;;;;;;;;;;
181;Overige uitval;Personenauto;2005;;;;;;;;;;;;;;;;;;;;;;;;;;
182;Overige uitval;Personenauto;2006;;;;;;;;;;;;;;;;;;;;;;;;;;
183;Overige uitval;Personenauto;2007;;;;;;;;;;;;;;;;;;;;;;;;;;
184;Overige uitval;Personenauto;2008;;;;;;;;;;;;;;;;;;;;;;;;;;
185;Overige uitval;Personenauto;2009;;;;;;;;;;;;;;;;;;;;;;;;;;
186;Overige uitval;Personenauto;2010;2362.0;16.0;24.0;35.0;54.0;63.0;63.0;66.0;62.0;63.0;119.0;53.0;71.0;78.0;76.0;103.0;101.0;64.0;42.0;76.0;59.0;72.0;48.0;38.0;30.0;886.0
