ID;SoortGezin;Gezinsgrootte;AantalKinderen;Regio;Gezinnen_1
2096;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Overijssel, gem. 501 - 1000 inw.;245.0
2097;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Gelderland, gem. 50001 - 100000 inw.;10143.0
2098;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Apeldoorn;2824.0
2099;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Arnhem;3802.0
2100;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Nijmegen;3517.0
2101;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Gelderland, gem. 20001 - 50000 inw.;2296.0
2102;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Ede;1095.0
2103;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Rheden;1201.0
2104;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Gelderland, gem. 10001 - 20000 inw.;6674.0
2105;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Gelderland, gem. 5001 - 10000 inw.;5361.0
2106;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Gelderland, gem. 2001 - 5000 inw.;3852.0
2107;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Gelderland, gem. 1001 - 2000 inw.;1172.0
2108;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Gelderland, gem. 501 - 1000 inw.;95.0
2109;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Gelderland, gem. 500 en minder inw.;28.0
2110;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Utrecht, gem. 100001 en meer inw.;8151.0
2111;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Utrecht;8151.0
2112;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Utrecht, gem. 20001 - 50000 inw.;2929.0
2113;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Amersfoort;1649.0
2114;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Zeist;1280.0
2115;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Utrecht, gem. 10001 - 20000 inw.;2765.0
2116;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Utrecht, gem. 5001 - 10000 inw.;1001.0
2117;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Utrecht, gem. 2001 - 5000 inw.;3029.0
2118;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Utrecht, gem. 1001 - 2000 inw.;1030.0
2119;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Utrecht, gem. 501 - 1000 inw.;478.0
2120;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Utrecht, gem. 500 en minder inw.;76.0
2121;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Noord-Holland, gem. 100001 en meer inw.;54185.0
2122;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Amsterdam;46918.0
2123;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Haarlem;7267.0
2124;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Noord-Holland, gem. 50001 - 100000 inw.;3064.0
2125;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Hilversum;3064.0
2126;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Noord-Holland, gem. 20001 - 50000 inw.;10212.0
2127;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Alkmaar;1769.0
2128;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Bussum;1240.0
2129;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Haarlemmermeer;1021.0
2130;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Helder (Den);2069.0
2131;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Velsen;2032.0
2132;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Zaandam;2081.0
2133;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Noord-Holland, gem. 10001 - 20000 inw.;2593.0
2134;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Noord-Holland, gem. 5001 - 10000 inw.;7458.0
2135;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Noord-Holland, gem. 2001 - 5000 inw.;7286.0
2136;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Noord-Holland, gem. 1001 - 2000 inw.;2633.0
2137;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Noord-Holland, gem. 501 - 1000 inw.;719.0
2138;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Noord-Holland, gem. 500 en minder inw.;239.0
2139;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Zuid-Holland, gem. 100001 en meer inw.;58255.0
2140;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;'s-Gravenhage;28348.0
2141;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Rotterdam;29907.0
2142;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Zuid-Holland, gem. 50001 - 100000 inw.;11432.0
2143;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Delft;2323.0
2144;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Dordrecht;2998.0
2145;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Leiden;3637.0
2146;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Schiedam;2474.0
2147;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Zuid-Holland, gem. 20001 - 50000 inw.;2608.0
2148;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Gouda;1448.0
2149;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Vlaardingen;1160.0
2150;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Zuid-Holland, gem. 10001 - 20000 inw.;8720.0
2151;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Zuid-Holland, gem. 5001 - 10000 inw.;6132.0
2152;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Zuid-Holland, gem. 2001 - 5000 inw.;8721.0
2153;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Zuid-Holland, gem. 1001 - 2000 inw.;2726.0
2154;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Zuid-Holland, gem. 501 - 1000 inw.;1019.0
2155;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Zuid-Holland, gem. 500 en minder inw.;92.0
2156;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Zeeland, gem. 20001 - 50000 inw.;1388.0
2157;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Vlissingen;1388.0
2158;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Zeeland, gem. 10001 - 20000 inw.;1858.0
2159;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Zeeland, gem. 5001 - 10000 inw.;1509.0
2160;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Zeeland, gem. 2001 - 5000 inw.;5255.0
2161;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Zeeland, gem. 1001 - 2000 inw.;2368.0
2162;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Zeeland, gem. 501 - 1000 inw.;1428.0
2163;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Zeeland, gem. 500 en minder inw.;106.0
2164;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Noord-Brabant, gem. 50001 - 100000 inw.;5615.0
2165;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Eindhoven;2796.0
2166;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Tilburg;2819.0
2167;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Noord-Brabant, gem. 20001 - 50000 inw.;5706.0
2168;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Bergen op Zoom;850.0
2169;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Breda;1846.0
2170;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Helmond;710.0
2171;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;'s-Hertogenbosch;1493.0
2172;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Roosendaal en Nispen;807.0
2173;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Noord-Brabant, gem. 10001 - 20000 inw.;2888.0
2174;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Noord-Brabant, gem. 5001 - 10000 inw.;5678.0
2175;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Noord-Brabant, gem. 2001 - 5000 inw.;6056.0
2176;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Noord-Brabant, gem. 1001 - 2000 inw.;1586.0
2177;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Noord-Brabant, gem. 501 - 1000 inw.;310.0
2178;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Limburg, gem. 50001 - 100000 inw.;2578.0
2179;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Maastricht;2578.0
2180;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Limburg, gem. 20001 - 50000 inw.;3196.0
2181;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Heerlen;1236.0
2182;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Kerkrade;1141.0
2183;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Venlo;819.0
2184;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Limburg, gem. 10001 - 20000 inw.;3075.0
2185;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Limburg, gem. 5001 - 10000 inw.;2000.0
2186;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Limburg, gem. 2001 - 5000 inw.;2873.0
2187;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Limburg, gem. 1001 - 2000 inw.;1328.0
2188;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Limburg, gem. 501 - 1000 inw.;343.0
2189;Totaal aantal gezinnen;Gezinnen van 2 personen;Totaal aantal gezinnen;Limburg, gem. 500 en minder inw.;43.0
2190;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Nederland;309005.0
2191;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Groningen (provincie);16065.0
2192;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Friesland;18906.0
2193;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Drenthe;5799.0
2194;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Overijssel;14873.0
2195;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Gelderland;25231.0
2196;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Utrecht (provincie);16664.0
2197;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Noord-Holland;76669.0
2198;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Zuid-Holland;85673.0
2199;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Zeeland;11830.0
2200;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Noord-Brabant;24090.0
2201;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Limburg;13205.0
2202;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Gemeenten met meer dan 100000 inwoners;108246.0
2203;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Gemeenten met 50001 - 100000 inwoners;30038.0
2204;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Gemeenten met 20001 - 50000 inwoners;34327.0
2205;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Gemeenten met 10001 - 20000 inwoners;41389.0
2206;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Gemeenten met 5001 - 10000 inwoners;38232.0
2207;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Gemeenten met 2001 - 5000 inwoners;40149.0
2208;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Gemeenten met 1001 - 2000 inwoners;11930.0
2209;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Gemeenten met 501 - 1000 inwoners;4180.0
2210;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Gemeenten met 500 of minder inwoners;514.0
2211;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Groningen, gem. 100001 en meer inw.;4586.0
2212;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Groningen;4586.0
2213;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Groningen, gem. 10001 - 20000 inw.;3447.0
2214;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Groningen, gem. 5001 - 10000 inw.;3386.0
2215;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Groningen, gem. 2001 - 5000 inw.;4118.0
2216;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Groningen, gem. 1001 - 2000 inw.;528.0
2217;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Friesland, gem. 20001 - 50000 inw.;2435.0
2218;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Leeuwarden;2435.0
2219;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Friesland, gem. 10001 - 20000 inw.;9257.0
2220;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Friesland, gem. 5001 - 10000 inw.;5561.0
2221;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Friesland, gem. 2001 - 5000 inw.;1302.0
2222;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Friesland, gem. 1001 - 2000 inw.;168.0
2223;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Friesland, gem. 501 - 1000 inw.;183.0
2224;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Drenthe, gem. 20001 - 50000 inw.;898.0
2225;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Emmen;898.0
2226;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Drenthe, gem. 10001 - 20000 inw.;1971.0
2227;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Drenthe, gem. 5001 - 10000 inw.;1329.0
2228;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Drenthe, gem. 2001 - 5000 inw.;1527.0
2229;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Drenthe, gem. 1001 - 2000 inw.;74.0
2230;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Overijssel, gem. 50001 - 100000 inw.;1745.0
2231;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Enschede;1745.0
2232;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Overijssel, gem. 20001 - 50000 inw.;6433.0
2233;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Almelo;1170.0
2234;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Deventer;1536.0
2235;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Hengelo (O.);1164.0
2236;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Lonneker;890.0
2237;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Zwolle;1673.0
2238;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Overijssel, gem. 10001 - 20000 inw.;1935.0
2239;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Overijssel, gem. 5001 - 10000 inw.;2965.0
2240;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Overijssel, gem. 2001 - 5000 inw.;1399.0
2241;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Overijssel, gem. 1001 - 2000 inw.;188.0
2242;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Overijssel, gem. 501 - 1000 inw.;208.0
2243;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Gelderland, gem. 50001 - 100000 inw.;8688.0
2244;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Apeldoorn;2490.0
2245;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Arnhem;3215.0
2246;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Nijmegen;2983.0
2247;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Gelderland, gem. 20001 - 50000 inw.;1937.0
2248;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Ede;925.0
2249;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Rheden;1012.0
2250;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Gelderland, gem. 10001 - 20000 inw.;5692.0
2251;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Gelderland, gem. 5001 - 10000 inw.;4581.0
2252;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Gelderland, gem. 2001 - 5000 inw.;3252.0
2253;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Gelderland, gem. 1001 - 2000 inw.;972.0
2254;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Gelderland, gem. 501 - 1000 inw.;82.0
2255;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Gelderland, gem. 500 en minder inw.;27.0
2256;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Utrecht, gem. 100001 en meer inw.;6893.0
2257;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Utrecht;6893.0
2258;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Utrecht, gem. 20001 - 50000 inw.;2543.0
2259;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Amersfoort;1419.0
2260;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Zeist;1124.0
2261;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Utrecht, gem. 10001 - 20000 inw.;2445.0
2262;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Utrecht, gem. 5001 - 10000 inw.;849.0
2263;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Utrecht, gem. 2001 - 5000 inw.;2554.0
2264;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Utrecht, gem. 1001 - 2000 inw.;895.0
2265;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Utrecht, gem. 501 - 1000 inw.;426.0
2266;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Utrecht, gem. 500 en minder inw.;59.0
2267;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Noord-Holland, gem. 100001 en meer inw.;46755.0
2268;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Amsterdam;40381.0
2269;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Haarlem;6374.0
2270;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Noord-Holland, gem. 50001 - 100000 inw.;2643.0
2271;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Hilversum;2643.0
2272;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Noord-Holland, gem. 20001 - 50000 inw.;8899.0
2273;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Alkmaar;1538.0
2274;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Bussum;1091.0
2275;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Haarlemmermeer;902.0
2276;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Helder (Den);1725.0
2277;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Velsen;1813.0
2278;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Zaandam;1830.0
2279;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Noord-Holland, gem. 10001 - 20000 inw.;2307.0
2280;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Noord-Holland, gem. 5001 - 10000 inw.;6455.0
2281;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Noord-Holland, gem. 2001 - 5000 inw.;6423.0
2282;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Noord-Holland, gem. 1001 - 2000 inw.;2309.0
2283;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Noord-Holland, gem. 501 - 1000 inw.;653.0
2284;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Noord-Holland, gem. 500 en minder inw.;225.0
2285;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Zuid-Holland, gem. 100001 en meer inw.;50012.0
2286;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;'s-Gravenhage;23795.0
2287;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Rotterdam;26217.0
2288;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Zuid-Holland, gem. 50001 - 100000 inw.;9827.0
2289;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Delft;2028.0
2290;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Dordrecht;2598.0
2291;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Leiden;3064.0
2292;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Schiedam;2137.0
2293;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Zuid-Holland, gem. 20001 - 50000 inw.;2249.0
2294;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Gouda;1251.0
2295;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Vlaardingen;998.0
2296;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Zuid-Holland, gem. 10001 - 20000 inw.;7612.0
2297;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Zuid-Holland, gem. 5001 - 10000 inw.;5260.0
2298;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Zuid-Holland, gem. 2001 - 5000 inw.;7473.0
2299;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Zuid-Holland, gem. 1001 - 2000 inw.;2297.0
2300;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Zuid-Holland, gem. 501 - 1000 inw.;869.0
2301;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Zuid-Holland, gem. 500 en minder inw.;74.0
2302;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Zeeland, gem. 20001 - 50000 inw.;1185.0
2303;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Vlissingen;1185.0
2304;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Zeeland, gem. 10001 - 20000 inw.;1558.0
2305;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Zeeland, gem. 5001 - 10000 inw.;1259.0
2306;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Zeeland, gem. 2001 - 5000 inw.;4483.0
2307;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Zeeland, gem. 1001 - 2000 inw.;2036.0
2308;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Zeeland, gem. 501 - 1000 inw.;1215.0
2309;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Zeeland, gem. 500 en minder inw.;94.0
2310;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Noord-Brabant, gem. 50001 - 100000 inw.;4994.0
2311;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Eindhoven;2538.0
2312;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Tilburg;2456.0
2313;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Noord-Brabant, gem. 20001 - 50000 inw.;4942.0
2314;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Bergen op Zoom;754.0
2315;Totaal aantal gezinnen;Gezinnen van 2 personen;Gezinnen zonder kinderen;Breda;1623.0
