ID;AllPersonalCharacteristics;Periods;FeelsOccasionallyInsecure_1;ScaredToBeAtHomeAlone_2;ScaredToOpenTheFrontDoor_3;ScaryPlacesInTheNeighbourhood_4;ChangedOutdoorLeisureActivities_5;ChanceToHaveOneSHomeBrokenInto_6
353;Age cat. 5 x gender: men, 25-44 yrs;1998;;3.8;25.2;10.1;7.9;7.0
354;Age cat. 5 x gender: men, 25-44 yrs;1999;16.4;4.4;28.1;11.5;7.9;6.6
355;Age cat. 5 x gender: men, 25-44 yrs;2000;16.0;3.2;28.2;12.3;7.9;5.1
356;Age cat. 5 x gender: men, 25-44 yrs;2001;17.5;3.4;31.6;11.8;6.9;5.6
357;Age cat. 5 x gender: men, 25-44 yrs;2002;20.0;5.2;32.9;15.0;5.3;5.2
358;Age cat. 5 x gender: men, 25-44 yrs;2003;18.4;2.6;31.9;12.8;6.9;4.7
359;Age cat. 5 x gender: men, 25-44 yrs;2004;16.7;3.4;36.5;12.9;6.1;4.4
360;Age cat. 5 x gender: men, 45-64 yrs;1997;;3.8;36.2;10.8;7.7;10.9
361;Age cat. 5 x gender: men, 45-64 yrs;1998;;1.7;29.9;10.1;8.3;10.0
362;Age cat. 5 x gender: men, 45-64 yrs;1999;16.5;3.5;37.6;13.6;10.1;7.4
363;Age cat. 5 x gender: men, 45-64 yrs;2000;14.0;3.5;34.4;12.9;5.4;7.5
364;Age cat. 5 x gender: men, 45-64 yrs;2001;15.8;3.2;35.0;11.3;7.3;7.9
365;Age cat. 5 x gender: men, 45-64 yrs;2002;18.7;3.9;33.3;12.9;5.6;6.6
366;Age cat. 5 x gender: men, 45-64 yrs;2003;17.3;2.7;35.6;12.1;7.9;6.0
367;Age cat. 5 x gender: men, 45-64 yrs;2004;15.6;3.0;39.5;12.0;5.5;5.8
368;Age cat. 5 x gender:men,65 yrs and older;1997;;5.3;70.9;18.2;18.0;8.0
369;Age cat. 5 x gender:men,65 yrs and older;1998;;5.5;68.9;15.7;18.4;7.8
370;Age cat. 5 x gender:men,65 yrs and older;1999;15.1;4.6;70.4;21.6;18.7;5.7
371;Age cat. 5 x gender:men,65 yrs and older;2000;15.5;8.0;70.2;20.5;17.3;5.6
372;Age cat. 5 x gender:men,65 yrs and older;2001;17.0;7.7;67.5;20.2;16.2;5.1
373;Age cat. 5 x gender:men,65 yrs and older;2002;15.7;4.3;61.6;18.8;13.7;4.1
374;Age cat. 5 x gender:men,65 yrs and older;2003;16.2;4.4;65.8;20.1;14.5;5.2
375;Age cat. 5 x gender:men,65 yrs and older;2004;13.6;4.6;73.4;19.4;14.0;4.5
376;Age cat. 5 x gender: women, 0-14 yrs;1997;;62.6;91.4;56.8;28.6;5.1
377;Age cat. 5 x gender: women, 0-14 yrs;1998;;56.0;83.2;53.3;24.7;3.6
378;Age cat. 5 x gender: women, 0-14 yrs;1999;24.2;69.0;92.1;66.0;20.7;3.4
379;Age cat. 5 x gender: women, 0-14 yrs;2000;24.9;59.6;87.1;57.6;19.5;2.7
380;Age cat. 5 x gender: women, 0-14 yrs;2001;28.9;59.3;92.2;66.9;17.0;3.5
381;Age cat. 5 x gender: women, 0-14 yrs;2002;26.8;48.1;88.2;56.4;14.1;
382;Age cat. 5 x gender: women, 0-14 yrs;2003;29.4;51.6;86.0;57.2;19.3;
383;Age cat. 5 x gender: women, 0-14 yrs;2004;24.5;49.7;89.8;61.8;12.2;
384;Age cat. 5 x gender: women, 15-24 yrs;1997;;50.8;71.7;42.2;22.2;6.9
385;Age cat. 5 x gender: women, 15-24 yrs;1998;;49.6;69.8;39.9;20.3;7.1
386;Age cat. 5 x gender: women, 15-24 yrs;1999;37.2;49.7;75.5;58.1;21.3;5.9
387;Age cat. 5 x gender: women, 15-24 yrs;2000;33.2;54.0;70.6;56.2;24.1;4.3
388;Age cat. 5 x gender: women, 15-24 yrs;2001;36.2;49.3;67.2;51.3;23.4;4.0
389;Age cat. 5 x gender: women, 15-24 yrs;2002;39.5;41.2;71.3;52.3;22.8;4.2
390;Age cat. 5 x gender: women, 15-24 yrs;2003;39.0;43.4;73.4;51.7;20.6;4.5
391;Age cat. 5 x gender: women, 15-24 yrs;2004;35.7;47.1;75.7;51.6;14.9;4.8
392;Age cat. 5 x gender: women, 25-44 yrs;1997;;34.3;67.0;31.4;14.7;10.3
393;Age cat. 5 x gender: women, 25-44 yrs;1998;;33.9;66.1;29.2;15.0;8.9
394;Age cat. 5 x gender: women, 25-44 yrs;1999;28.6;37.5;71.5;46.3;20.5;6.5
395;Age cat. 5 x gender: women, 25-44 yrs;2000;26.8;36.5;66.8;40.9;15.0;6.2
396;Age cat. 5 x gender: women, 25-44 yrs;2001;29.2;36.9;69.2;44.2;15.8;6.0
397;Age cat. 5 x gender: women, 25-44 yrs;2002;32.8;32.6;69.5;43.7;17.0;6.6
398;Age cat. 5 x gender: women, 25-44 yrs;2003;29.8;33.2;69.7;41.8;15.1;5.4
399;Age cat. 5 x gender: women, 25-44 yrs;2004;28.6;31.2;73.6;41.4;12.5;5.4
400;Age cat. 5 x gender: women, 45-64 yrs;1997;;24.0;70.9;31.2;19.2;14.4
401;Age cat. 5 x gender: women, 45-64 yrs;1998;;22.5;72.3;29.9;17.6;13.1
402;Age cat. 5 x gender: women, 45-64 yrs;1999;22.7;26.4;70.7;45.1;23.1;9.1
403;Age cat. 5 x gender: women, 45-64 yrs;2000;22.8;28.6;73.4;42.0;21.1;7.9
404;Age cat. 5 x gender: women, 45-64 yrs;2001;23.7;24.6;73.1;41.0;19.8;8.3
405;Age cat. 5 x gender: women, 45-64 yrs;2002;28.0;25.1;72.0;42.2;15.4;8.1
406;Age cat. 5 x gender: women, 45-64 yrs;2003;25.9;24.9;72.2;38.9;18.2;7.8
407;Age cat. 5 x gender: women, 45-64 yrs;2004;24.4;19.0;73.4;39.7;14.5;6.0
408;Age cat.5x gender:women,65 yrs and older;1997;;22.6;92.4;44.1;45.4;7.8
409;Age cat.5x gender:women,65 yrs and older;1998;;29.4;93.5;40.1;40.9;8.3
410;Age cat.5x gender:women,65 yrs and older;1999;23.0;23.7;93.6;43.2;47.3;5.2
411;Age cat.5x gender:women,65 yrs and older;2000;22.7;24.7;92.4;43.8;37.4;4.4
412;Age cat.5x gender:women,65 yrs and older;2001;23.6;20.2;92.8;45.6;33.6;5.3
413;Age cat.5x gender:women,65 yrs and older;2002;25.7;24.9;93.7;40.6;39.9;5.2
414;Age cat.5x gender:women,65 yrs and older;2003;24.6;22.3;92.9;45.0;33.6;4.9
415;Age cat.5x gender:women,65 yrs and older;2004;21.0;19.4;93.5;40.9;32.9;4.3
416;Age cat. 6 x gender: men, 0-14 yrs;1997;;34.8;81.4;34.5;11.4;4.6
417;Age cat. 6 x gender: men, 0-14 yrs;1998;;37.8;79.3;28.0;6.3;4.9
418;Age cat. 6 x gender: men, 0-14 yrs;1999;17.7;36.7;78.1;44.1;10.1;2.8
419;Age cat. 6 x gender: men, 0-14 yrs;2000;20.7;24.9;74.1;27.4;12.7;1.1
420;Age cat. 6 x gender: men, 0-14 yrs;2001;20.7;31.7;77.7;42.7;9.0;2.3
421;Age cat. 6 x gender: men, 0-14 yrs;2002;25.2;35.8;83.3;42.4;11.3;
422;Age cat. 6 x gender: men, 0-14 yrs;2003;22.8;27.6;79.6;43.0;10.6;
423;Age cat. 6 x gender: men, 0-14 yrs;2004;18.9;30.5;84.6;40.8;9.4;
424;Age cat. 6 x gender: men, 15-19 yrs;1997;;7.7;34.3;9.1;6.1;4.0
425;Age cat. 6 x gender: men, 15-19 yrs;1998;;10.7;43.9;13.0;9.0;5.4
426;Age cat. 6 x gender: men, 15-19 yrs;1999;18.2;13.7;35.6;17.6;8.3;2.6
427;Age cat. 6 x gender: men, 15-19 yrs;2000;14.8;11.4;42.3;23.2;6.4;2.4
428;Age cat. 6 x gender: men, 15-19 yrs;2001;15.6;18.3;41.1;21.5;9.1;2.6
429;Age cat. 6 x gender: men, 15-19 yrs;2002;19.7;7.5;47.2;17.6;6.5;2.8
430;Age cat. 6 x gender: men, 15-19 yrs;2003;18.6;6.1;46.3;19.2;11.4;3.1
431;Age cat. 6 x gender: men, 15-19 yrs;2004;19.9;11.7;45.4;24.4;9.7;3.3
432;Age cat. 6 x gender: men, 20-24 yrs;1997;;7.0;27.6;11.6;5.5;6.4
433;Age cat. 6 x gender: men, 20-24 yrs;1998;;4.4;23.7;9.1;9.3;5.8
434;Age cat. 6 x gender: men, 20-24 yrs;1999;18.6;5.5;27.0;12.8;11.5;5.5
435;Age cat. 6 x gender: men, 20-24 yrs;2000;19.4;8.7;33.4;12.2;12.9;3.5
436;Age cat. 6 x gender: men, 20-24 yrs;2001;23.2;7.3;40.7;14.3;9.6;3.2
437;Age cat. 6 x gender: men, 20-24 yrs;2002;28.4;6.4;31.7;16.3;8.3;5.5
438;Age cat. 6 x gender: men, 20-24 yrs;2003;22.8;5.8;27.8;19.1;9.7;4.4
439;Age cat. 6 x gender: men, 20-24 yrs;2004;21.7;5.3;31.8;16.3;8.2;4.3
440;Age cat. 6 x gender: men, 25-34 yrs;1997;;5.9;28.9;8.2;6.2;7.4
441;Age cat. 6 x gender: men, 25-34 yrs;1998;;4.9;26.3;9.7;8.9;6.4
442;Age cat. 6 x gender: men, 25-34 yrs;1999;17.0;5.8;34.0;13.2;8.8;6.1
443;Age cat. 6 x gender: men, 25-34 yrs;2000;16.4;4.4;34.6;13.6;8.7;4.7
444;Age cat. 6 x gender: men, 25-34 yrs;2001;18.7;5.9;36.8;13.0;6.2;5.6
445;Age cat. 6 x gender: men, 25-34 yrs;2002;22.4;7.3;35.8;18.2;5.0;4.6
446;Age cat. 6 x gender: men, 25-34 yrs;2003;20.9;2.2;30.5;11.2;5.9;4.9
447;Age cat. 6 x gender: men, 25-34 yrs;2004;17.0;3.6;38.1;14.0;6.1;3.7
448;Age cat. 6 x gender: men, 35-44 yrs;1997;;3.6;24.0;10.3;5.7;8.8
449;Age cat. 6 x gender: men, 35-44 yrs;1998;;2.6;24.1;10.5;6.8;7.7
450;Age cat. 6 x gender: men, 35-44 yrs;1999;15.8;3.0;21.9;9.7;7.0;7.1
451;Age cat. 6 x gender: men, 35-44 yrs;2000;15.7;1.9;21.7;10.9;7.2;5.5
452;Age cat. 6 x gender: men, 35-44 yrs;2001;16.3;1.0;26.5;10.6;7.6;5.6
453;Age cat. 6 x gender: men, 35-44 yrs;2002;17.9;3.3;30.3;12.0;5.6;5.8
454;Age cat. 6 x gender: men, 35-44 yrs;2003;16.2;3.0;33.1;14.4;7.8;4.6
455;Age cat. 6 x gender: men, 35-44 yrs;2004;16.5;3.3;35.1;12.1;6.1;4.9
456;Age cat. 6 x gender: men, 45-54 yrs;1997;;2.7;31.3;10.5;7.7;10.8
457;Age cat. 6 x gender: men, 45-54 yrs;1998;;1.8;24.0;9.2;6.6;9.6
458;Age cat. 6 x gender: men, 45-54 yrs;1999;16.9;3.2;32.7;12.7;9.6;7.6
459;Age cat. 6 x gender: men, 45-54 yrs;2000;14.7;3.0;27.8;12.7;4.3;7.6
460;Age cat. 6 x gender: men, 45-54 yrs;2001;15.6;2.5;30.0;12.5;6.1;7.9
461;Age cat. 6 x gender: men, 45-54 yrs;2002;18.2;4.7;26.9;11.1;5.1;7.2
462;Age cat. 6 x gender: men, 45-54 yrs;2003;17.5;3.1;32.1;10.2;8.4;6.1
463;Age cat. 6 x gender: men, 45-54 yrs;2004;14.5;2.7;33.7;11.5;5.2;5.9
464;Age cat. 6 x gender: men, 55-64 yrs;1997;;5.4;43.7;11.4;7.9;10.9
465;Age cat. 6 x gender: men, 55-64 yrs;1998;;1.5;39.4;11.4;11.1;10.5
466;Age cat. 6 x gender: men, 55-64 yrs;1999;16.0;3.8;45.2;15.0;11.0;7.1
467;Age cat. 6 x gender: men, 55-64 yrs;2000;13.1;4.3;43.9;13.1;7.0;7.5
468;Age cat. 6 x gender: men, 55-64 yrs;2001;16.1;4.1;42.0;9.7;9.0;7.8
469;Age cat. 6 x gender: men, 55-64 yrs;2002;19.4;2.6;42.5;15.5;6.3;5.9
470;Age cat. 6 x gender: men, 55-64 yrs;2003;17.0;2.2;40.3;14.8;7.2;6.0
471;Age cat. 6 x gender: men, 55-64 yrs;2004;17.1;3.4;46.6;12.5;5.9;5.8
472;Age cat. 6 x gender: men, 65-74 yrs;1997;;4.9;66.6;16.1;16.6;8.3
473;Age cat. 6 x gender: men, 65-74 yrs;1998;;4.8;65.2;13.9;12.8;8.4
474;Age cat. 6 x gender: men, 65-74 yrs;1999;15.1;5.2;68.0;19.3;15.7;5.9
475;Age cat. 6 x gender: men, 65-74 yrs;2000;15.7;9.8;66.1;19.5;15.0;5.9
476;Age cat. 6 x gender: men, 65-74 yrs;2001;16.6;5.9;61.1;16.5;11.8;5.3
477;Age cat. 6 x gender: men, 65-74 yrs;2002;16.7;2.5;55.7;17.7;10.2;4.2
478;Age cat. 6 x gender: men, 65-74 yrs;2003;16.9;2.5;58.2;16.9;9.8;5.9
479;Age cat. 6 x gender: men, 65-74 yrs;2004;13.8;4.1;68.6;17.9;11.6;5.4
480;Age cat. 6 x gender: men, 75-84 yrs;1997;;6.3;79.7;22.5;18.6;8.2
481;Age cat. 6 x gender: men, 75-84 yrs;1998;;6.2;77.4;21.9;33.1;7.1
482;Age cat. 6 x gender: men, 75-84 yrs;1999;15.8;3.8;74.6;25.5;22.6;6.3
483;Age cat. 6 x gender: men, 75-84 yrs;2000;14.8;4.7;77.1;22.8;19.8;5.0
484;Age cat. 6 x gender: men, 75-84 yrs;2001;18.0;9.6;79.3;27.7;23.8;4.9
485;Age cat. 6 x gender: men, 75-84 yrs;2002;14.9;4.2;68.5;18.3;20.0;3.9
486;Age cat. 6 x gender: men, 75-84 yrs;2003;15.5;8.3;76.9;21.5;21.0;4.1
487;Age cat. 6 x gender: men, 75-84 yrs;2004;13.8;5.5;80.7;21.0;16.6;3.4
488;Age cat.6x gender:men,85 yrs and older;1997;;;;;;3.0
489;Age cat.6x gender:men,85 yrs and older;1998;;;;;;3.6
490;Age cat.6x gender:men,85 yrs and older;1999;11.1;;;;;0.0
491;Age cat.6x gender:men,85 yrs and older;2000;18.8;;;;;5.3
492;Age cat.6x gender:men,85 yrs and older;2001;17.1;;;;;4.4
493;Age cat.6x gender:men,85 yrs and older;2002;8.9;;;;;3.1
494;Age cat.6x gender:men,85 yrs and older;2003;12.3;;;;;4.0
495;Age cat.6x gender:men,85 yrs and older;2004;9.9;;;;;0.9
496;Age cat. 6 x gender: women, 0-14 yrs;1997;;62.6;91.4;56.8;28.6;5.1
497;Age cat. 6 x gender: women, 0-14 yrs;1998;;56.0;83.2;53.3;24.7;3.6
498;Age cat. 6 x gender: women, 0-14 yrs;1999;24.2;69.0;92.1;66.0;20.7;3.4
499;Age cat. 6 x gender: women, 0-14 yrs;2000;24.9;59.6;87.1;57.6;19.5;2.7
500;Age cat. 6 x gender: women, 0-14 yrs;2001;28.9;59.3;92.2;66.9;17.0;3.5
501;Age cat. 6 x gender: women, 0-14 yrs;2002;26.8;48.1;88.2;56.4;14.1;
502;Age cat. 6 x gender: women, 0-14 yrs;2003;29.4;51.6;86.0;57.2;19.3;
503;Age cat. 6 x gender: women, 0-14 yrs;2004;24.5;49.7;89.8;61.8;12.2;
504;Age cat. 6 x gender: women, 15-19 yrs;1997;;51.5;71.0;46.0;23.5;5.7
505;Age cat. 6 x gender: women, 15-19 yrs;1998;;51.4;69.7;35.3;20.0;6.7
506;Age cat. 6 x gender: women, 15-19 yrs;1999;33.9;54.4;74.7;57.1;15.4;4.0
507;Age cat. 6 x gender: women, 15-19 yrs;2000;30.9;54.5;69.6;65.8;24.5;3.9
508;Age cat. 6 x gender: women, 15-19 yrs;2001;34.4;49.0;68.2;54.1;24.5;4.1
509;Age cat. 6 x gender: women, 15-19 yrs;2002;37.4;40.7;74.2;54.6;23.2;3.3
510;Age cat. 6 x gender: women, 15-19 yrs;2003;34.1;45.5;75.0;52.8;19.4;3.2
511;Age cat. 6 x gender: women, 15-19 yrs;2004;31.1;47.8;75.7;52.1;15.3;3.3
512;Age cat. 6 x gender: women, 20-24 yrs;1997;;50.2;72.2;38.9;21.0;7.9
513;Age cat. 6 x gender: women, 20-24 yrs;1998;;48.0;69.9;44.5;20.6;7.4
514;Age cat. 6 x gender: women, 20-24 yrs;1999;40.3;44.8;76.3;59.2;27.4;7.8
515;Age cat. 6 x gender: women, 20-24 yrs;2000;35.4;53.4;71.6;46.5;23.7;4.6
516;Age cat. 6 x gender: women, 20-24 yrs;2001;37.8;49.5;66.3;48.7;22.4;3.9
517;Age cat. 6 x gender: women, 20-24 yrs;2002;41.4;41.6;68.5;50.3;22.3;4.9
518;Age cat. 6 x gender: women, 20-24 yrs;2003;43.8;41.6;72.0;50.7;21.6;5.9
519;Age cat. 6 x gender: women, 20-24 yrs;2004;40.1;46.3;75.7;51.1;14.6;6.3
520;Age cat. 6 x gender: women, 25-34 yrs;1997;;38.1;70.7;29.9;12.8;9.3
521;Age cat. 6 x gender: women, 25-34 yrs;1998;;38.0;69.3;29.5;17.4;7.4
522;Age cat. 6 x gender: women, 25-34 yrs;1999;29.2;41.9;72.9;46.9;20.2;5.5
523;Age cat. 6 x gender: women, 25-34 yrs;2000;28.3;44.6;69.9;42.3;15.3;5.5
524;Age cat. 6 x gender: women, 25-34 yrs;2001;30.9;41.0;72.6;46.8;17.6;6.4
525;Age cat. 6 x gender: women, 25-34 yrs;2002;33.5;37.9;71.5;42.6;18.2;5.7
526;Age cat. 6 x gender: women, 25-34 yrs;2003;31.7;37.6;74.1;45.9;17.5;5.7
527;Age cat. 6 x gender: women, 25-34 yrs;2004;31.1;37.5;78.5;44.1;13.8;4.1
528;Age cat. 6 x gender: women, 35-44 yrs;1997;;30.1;62.8;33.0;16.9;11.4
529;Age cat. 6 x gender: women, 35-44 yrs;1998;;29.5;62.5;28.9;12.3;10.4
530;Age cat. 6 x gender: women, 35-44 yrs;1999;27.9;33.2;70.1;45.8;20.8;7.4
531;Age cat. 6 x gender: women, 35-44 yrs;2000;25.3;28.8;63.8;39.5;14.7;6.9
532;Age cat. 6 x gender: women, 35-44 yrs;2001;27.7;33.0;66.0;41.8;14.1;5.7
533;Age cat. 6 x gender: women, 35-44 yrs;2002;32.2;27.8;67.7;44.7;15.8;7.4
534;Age cat. 6 x gender: women, 35-44 yrs;2003;28.0;28.9;65.6;38.0;12.9;5.1
535;Age cat. 6 x gender: women, 35-44 yrs;2004;26.5;25.6;69.4;39.0;11.4;6.5
536;Age cat. 6 x gender: women, 45-54 yrs;1997;;25.1;66.2;30.5;16.3;13.3
537;Age cat. 6 x gender: women, 45-54 yrs;1998;;21.6;68.1;31.2;11.8;13.1
538;Age cat. 6 x gender: women, 45-54 yrs;1999;22.0;24.6;65.6;43.6;18.7;8.5
539;Age cat. 6 x gender: women, 45-54 yrs;2000;22.6;26.7;69.8;45.1;17.2;7.2
540;Age cat. 6 x gender: women, 45-54 yrs;2001;25.1;27.1;68.8;45.1;20.1;8.6
541;Age cat. 6 x gender: women, 45-54 yrs;2002;29.3;23.8;68.9;42.0;15.0;8.6
542;Age cat. 6 x gender: women, 45-54 yrs;2003;25.4;25.4;66.9;39.7;15.2;6.8
543;Age cat. 6 x gender: women, 45-54 yrs;2004;25.2;17.6;69.3;40.5;15.8;5.6
544;Age cat. 6 x gender: women, 55-64 yrs;1997;;22.5;77.6;32.2;23.4;15.9
545;Age cat. 6 x gender: women, 55-64 yrs;1998;;23.6;78.2;28.0;25.7;13.1
546;Age cat. 6 x gender: women, 55-64 yrs;1999;23.8;29.0;77.8;47.1;29.1;9.9
547;Age cat. 6 x gender: women, 55-64 yrs;2000;23.0;31.3;78.6;37.6;26.6;8.8
548;Age cat. 6 x gender: women, 55-64 yrs;2001;21.8;20.9;79.3;35.2;19.5;7.7
549;Age cat. 6 x gender: women, 55-64 yrs;2002;26.3;26.9;76.1;42.3;15.9;7.3
550;Age cat. 6 x gender: women, 55-64 yrs;2003;26.6;24.2;79.2;37.8;22.1;9.1
551;Age cat. 6 x gender: women, 55-64 yrs;2004;23.4;20.7;78.3;38.8;12.8;6.5
552;Age cat. 6 x gender: women, 65-74 yrs;1997;;23.5;89.4;40.5;35.8;8.4
553;Age cat. 6 x gender: women, 65-74 yrs;1998;;32.0;91.3;37.7;30.4;9.7
554;Age cat. 6 x gender: women, 65-74 yrs;1999;23.6;24.1;91.2;43.2;37.3;6.3
555;Age cat. 6 x gender: women, 65-74 yrs;2000;23.3;26.7;90.8;44.4;31.6;5.2
556;Age cat. 6 x gender: women, 65-74 yrs;2001;22.4;20.4;90.5;45.1;27.8;6.5
557;Age cat. 6 x gender: women, 65-74 yrs;2002;28.1;25.5;92.1;39.4;35.0;6.6
558;Age cat. 6 x gender: women, 65-74 yrs;2003;26.1;21.5;92.0;40.7;31.9;5.3
559;Age cat. 6 x gender: women, 65-74 yrs;2004;23.6;19.6;91.3;40.9;26.4;4.5
560;Age cat. 6 x gender: women, 75-84 yrs;1997;;24.9;95.2;48.8;52.9;6.9
561;Age cat. 6 x gender: women, 75-84 yrs;1998;;26.6;95.7;43.9;52.8;6.6
562;Age cat. 6 x gender: women, 75-84 yrs;1999;22.7;19.8;95.9;43.3;56.6;3.4
563;Age cat. 6 x gender: women, 75-84 yrs;2000;22.6;24.7;94.7;44.6;44.7;3.4
564;Age cat. 6 x gender: women, 75-84 yrs;2001;25.7;17.4;95.3;43.5;38.0;4.4
565;Age cat. 6 x gender: women, 75-84 yrs;2002;21.7;26.7;94.8;40.3;45.2;3.4
566;Age cat. 6 x gender: women, 75-84 yrs;2003;22.7;25.7;94.4;51.4;33.9;4.9
567;Age cat. 6 x gender: women, 75-84 yrs;2004;18.6;21.8;96.0;41.0;41.2;4.9
568;Age cat.6x gender:women,85 yrs and older;1997;;;;;;7.8
569;Age cat.6x gender:women,85 yrs and older;1998;;;;;;5.1
570;Age cat.6x gender:women,85 yrs and older;1999;19.4;;;;;6.0
571;Age cat.6x gender:women,85 yrs and older;2000;19.0;;;;;3.0
572;Age cat.6x gender:women,85 yrs and older;2001;21.7;;;;;1.8
573;Age cat.6x gender:women,85 yrs and older;2002;28.0;;;;;3.9
574;Age cat.6x gender:women,85 yrs and older;2003;24.4;;;;;2.0
575;Age cat.6x gender:women,85 yrs and older;2004;14.7;7.7;96.2;40.0;37.1;0.6
576;22;1997;;22.9;67.3;30.3;24.6;9.3
577;22;1998;;23.2;67.2;29.0;24.6;8.1
578;22;1999;21.6;25.9;71.1;36.3;23.7;6.6
579;22;2000;20.4;25.1;70.7;33.1;21.9;5.8
580;22;2001;22.7;25.4;71.3;36.4;22.2;5.8
581;22;2002;25.1;22.3;71.1;33.5;20.7;7.1
582;22;2003;23.8;22.0;71.8;36.8;22.1;6.4
583;22;2004;20.5;23.8;77.8;37.8;17.6;6.0
584;23;1997;;18.1;56.5;25.0;17.0;10.0
585;23;1998;;16.1;54.1;20.7;15.6;8.6
586;23;1999;19.4;19.3;56.8;30.0;21.6;6.4
587;23;2000;18.1;18.7;55.5;27.3;16.5;5.4
588;23;2001;19.2;17.5;57.6;26.7;14.4;5.6
589;23;2002;21.6;16.3;58.2;26.7;12.6;5.5
590;23;2003;20.3;14.8;61.8;26.3;17.2;5.6
591;23;2004;19.3;15.6;61.3;28.1;15.3;4.8
592;24;1997;;23.7;57.4;27.5;14.3;9.4
593;24;1998;;24.6;56.6;24.8;14.2;8.5
594;24;1999;24.3;23.9;60.9;34.8;17.9;5.4
595;24;2000;21.6;24.1;60.8;35.5;20.9;5.4
596;24;2001;21.9;21.7;59.7;34.0;12.6;4.9
597;24;2002;27.0;25.2;64.1;38.9;16.7;5.8
598;24;2003;24.6;19.0;60.7;35.6;14.5;4.5
599;24;2004;23.4;21.9;65.8;34.1;14.2;5.3
600;25;1997;;18.4;49.4;21.3;11.8;9.1
601;25;1998;;17.2;49.6;19.8;12.1;8.1
602;25;1999;21.4;19.4;52.3;28.7;16.5;6.5
603;25;2000;21.1;18.5;50.0;27.2;11.5;5.5
604;25;2001;22.8;19.3;51.9;27.2;14.0;6.2
605;25;2002;26.0;16.2;50.5;29.7;12.1;6.0
606;25;2003;23.0;16.1;51.8;27.0;11.8;5.3
607;25;2004;22.1;15.1;55.8;26.6;10.7;4.9
608;26;1997;;15.3;49.8;17.0;8.8;9.0
609;26;1998;;15.7;46.7;19.6;10.0;9.3
610;26;1999;23.3;15.3;49.2;30.0;12.3;7.0
611;26;2000;22.4;17.7;49.6;28.5;10.2;6.3
612;26;2001;24.7;15.3;51.4;28.5;10.2;6.7
613;26;2002;26.6;16.4;51.9;26.7;11.0;5.5
614;26;2003;26.4;16.5;49.8;25.9;9.5;5.5
615;26;2004;22.6;13.6;58.1;27.4;9.2;4.9
616;27;1997;;14.6;41.2;15.0;7.1;9.1
617;27;1998;;13.8;41.1;17.3;6.6;8.8
618;27;1999;21.4;15.2;42.4;25.6;11.2;6.4
619;27;2000;21.2;14.6;44.0;22.9;10.1;6.3
620;27;2001;22.6;14.7;44.1;26.6;9.4;6.6
621;27;2002;26.1;15.0;45.8;22.9;9.1;5.6
622;27;2003;;;;;;
623;27;2004;21.4;12.2;49.4;23.6;8.2;4.7
624;28;1997;;23.1;51.5;24.5;13.5;8.6
625;28;1998;;23.6;54.6;22.9;11.2;8.0
626;28;1999;23.5;26.3;57.6;32.4;17.4;5.8
627;28;2000;22.7;23.1;54.9;30.7;13.8;5.1
628;28;2001;25.0;24.7;55.1;32.8;13.0;5.1
629;28;2002;29.5;22.5;60.3;38.2;12.3;5.8
630;28;2003;;;;;;
631;28;2004;24.7;19.9;61.3;33.2;9.0;4.4
632;29;1997;;15.6;40.0;14.0;8.9;12.1
633;29;1998;;5.1;22.9;8.0;6.5;11.1
634;29;1999;17.5;10.8;38.3;21.6;10.8;9.7
635;29;2000;14.9;16.1;43.6;21.4;7.0;7.7
636;29;2001;19.3;15.2;46.0;20.4;10.9;8.9
637;29;2002;19.0;11.2;41.4;15.8;8.3;8.9
638;29;2003;;;;;;
639;29;2004;18.7;10.0;43.3;17.3;7.7;7.0
640;30;1997;;5.3;29.9;7.4;4.6;7.6
641;30;1998;;4.5;27.3;11.9;8.6;7.2
642;30;1999;16.1;6.6;29.5;14.3;11.7;7.6
643;30;2000;14.9;5.8;28.1;13.9;9.9;5.0
644;30;2001;13.1;7.6;30.3;10.9;6.6;5.6
645;30;2002;18.4;7.9;29.9;15.2;5.5;7.0
646;30;2003;;;;;;
647;30;2004;16.5;6.6;35.6;14.5;6.4;4.3
648;31;1997;;11.1;38.4;15.8;9.0;8.7
649;31;1998;;10.1;41.3;16.7;11.7;7.9
650;31;1999;16.7;12.2;38.6;23.0;9.2;6.3
651;31;2000;16.0;10.1;37.8;19.0;9.5;4.7
652;31;2001;19.0;15.8;44.3;23.8;13.3;5.4
653;31;2002;22.0;10.8;41.2;21.4;10.0;5.1
654;31;2003;;;;;;
655;31;2004;18.1;9.4;45.8;18.8;7.7;4.4
656;32;1997;;26.5;53.3;28.8;22.4;11.6
657;32;1998;;25.0;56.6;34.1;21.3;10.5
658;32;1999;29.6;28.0;72.9;44.0;21.0;8.6
659;32;2000;30.0;38.2;59.3;40.3;14.9;7.5
660;32;2001;29.8;23.3;68.5;25.7;21.4;8.4
661;32;2002;30.1;18.7;49.3;35.2;13.8;5.4
662;32;2003;27.0;15.9;53.4;35.0;11.7;6.1
663;32;2004;26.9;20.6;57.8;30.8;15.5;6.7
664;33;1997;;29.1;55.7;27.9;12.5;6.4
665;33;1998;;28.2;57.4;23.7;15.3;6.6
666;33;1999;27.6;31.9;60.0;41.9;16.3;4.6
667;33;2000;24.9;35.1;59.2;44.5;15.0;4.6
