ID;GeharmoniseerdSysteem;Perioden;BalassaIndex_1;AandeelHoofdstukInDeTotaleUitvoer_2;UitvoerNederlandsProduct_3;Wederuitvoer_4
1110;"42 Lederwaren; zadel- en tuigmakerswe...";2014;0.5;0.2;33.1;66.9
1111;"42 Lederwaren; zadel- en tuigmakerswe...";2015;0.6;0.3;26.4;73.6
1112;"42 Lederwaren; zadel- en tuigmakerswe...";2016;0.6;0.3;42.1;57.9
1113;"42 Lederwaren; zadel- en tuigmakerswe...";2017;0.7;0.4;34.1;65.9
1114;"42 Lederwaren; zadel- en tuigmakerswe...";2018;0.7;0.4;41.2;58.8
1115;"42 Lederwaren; zadel- en tuigmakerswe...";2019;0.7;0.4;40.6;59.4
1116;"42 Lederwaren; zadel- en tuigmakerswe...";2020;0.6;0.3;33.7;66.3
1117;"42 Lederwaren; zadel- en tuigmakerswe...";2021;0.5;0.3;38.4;61.6
1118;"43 Pelterijen en bontwerk; namaakbont";1996;0.2;0.0;;
1119;"43 Pelterijen en bontwerk; namaakbont";1997;0.3;0.0;;
1120;"43 Pelterijen en bontwerk; namaakbont";1998;0.2;0.0;;
1121;"43 Pelterijen en bontwerk; namaakbont";1999;0.4;0.0;;
1122;"43 Pelterijen en bontwerk; namaakbont";2000;0.4;0.0;;
1123;"43 Pelterijen en bontwerk; namaakbont";2001;0.3;0.0;;
1124;"43 Pelterijen en bontwerk; namaakbont";2002;0.5;0.0;56.8;43.2
1125;"43 Pelterijen en bontwerk; namaakbont";2003;0.5;0.0;63.3;36.7
1126;"43 Pelterijen en bontwerk; namaakbont";2004;0.5;0.0;74.8;25.2
1127;"43 Pelterijen en bontwerk; namaakbont";2005;0.6;0.0;81.1;18.9
1128;"43 Pelterijen en bontwerk; namaakbont";2006;0.5;0.0;79.6;20.4
1129;"43 Pelterijen en bontwerk; namaakbont";2007;0.5;0.0;82.5;17.5
1130;"43 Pelterijen en bontwerk; namaakbont";2008;0.6;0.0;78.7;21.3
1131;"43 Pelterijen en bontwerk; namaakbont";2009;0.6;0.0;83.8;16.2
1132;"43 Pelterijen en bontwerk; namaakbont";2010;0.4;0.0;67.7;32.3
1133;"43 Pelterijen en bontwerk; namaakbont";2011;0.5;0.0;72.2;27.8
1134;"43 Pelterijen en bontwerk; namaakbont";2012;0.5;0.0;77.0;23.0
1135;"43 Pelterijen en bontwerk; namaakbont";2013;0.5;0.1;81.7;18.3
1136;"43 Pelterijen en bontwerk; namaakbont";2014;0.6;0.1;89.0;11.0
1137;"43 Pelterijen en bontwerk; namaakbont";2015;0.4;0.0;69.1;30.9
1138;"43 Pelterijen en bontwerk; namaakbont";2016;0.5;0.0;66.6;33.4
1139;"43 Pelterijen en bontwerk; namaakbont";2017;0.4;0.0;65.8;34.2
1140;"43 Pelterijen en bontwerk; namaakbont";2018;0.4;0.0;71.5;28.5
1141;"43 Pelterijen en bontwerk; namaakbont";2019;0.3;0.0;70.0;30.0
1142;"43 Pelterijen en bontwerk; namaakbont";2020;0.3;0.0;69.4;30.6
1143;"43 Pelterijen en bontwerk; namaakbont";2021;0.3;0.0;55.6;44.4
1144;44 Hout, houtskool en houtwaren;1996;0.5;0.5;;
1145;44 Hout, houtskool en houtwaren;1997;0.5;0.5;;
1146;44 Hout, houtskool en houtwaren;1998;0.5;0.4;;
1147;44 Hout, houtskool en houtwaren;1999;0.5;0.4;;
1148;44 Hout, houtskool en houtwaren;2000;0.4;0.4;;
1149;44 Hout, houtskool en houtwaren;2001;0.4;0.4;;
1150;44 Hout, houtskool en houtwaren;2002;0.4;0.3;51.8;48.2
1151;44 Hout, houtskool en houtwaren;2003;0.4;0.3;54.5;45.5
1152;44 Hout, houtskool en houtwaren;2004;0.4;0.4;51.8;48.2
1153;44 Hout, houtskool en houtwaren;2005;0.4;0.3;56.9;43.1
1154;44 Hout, houtskool en houtwaren;2006;0.4;0.3;55.9;44.1
1155;44 Hout, houtskool en houtwaren;2007;0.4;0.3;52.6;47.4
1156;44 Hout, houtskool en houtwaren;2008;0.3;0.3;47.8;52.2
1157;44 Hout, houtskool en houtwaren;2009;0.3;0.3;54.6;45.4
1158;44 Hout, houtskool en houtwaren;2010;0.3;0.2;58.7;41.3
1159;44 Hout, houtskool en houtwaren;2011;0.3;0.2;56.9;43.1
1160;44 Hout, houtskool en houtwaren;2012;0.3;0.2;57.9;42.1
1161;44 Hout, houtskool en houtwaren;2013;0.3;0.2;58.8;41.2
1162;44 Hout, houtskool en houtwaren;2014;0.4;0.3;60.7;39.3
1163;44 Hout, houtskool en houtwaren;2015;0.4;0.3;63.1;36.9
1164;44 Hout, houtskool en houtwaren;2016;0.4;0.3;62.4;37.6
1165;44 Hout, houtskool en houtwaren;2017;0.3;0.3;60.2;39.8
1166;44 Hout, houtskool en houtwaren;2018;0.3;0.3;61.9;38.1
1167;44 Hout, houtskool en houtwaren;2019;0.3;0.3;61.0;39.0
1168;44 Hout, houtskool en houtwaren;2020;0.3;0.3;64.3;35.7
1169;44 Hout, houtskool en houtwaren;2021;0.3;0.4;59.3;40.7
1170;45 Kurk en kurkwaren;1996;0.1;0.0;;
1171;45 Kurk en kurkwaren;1997;0.1;0.0;;
1172;45 Kurk en kurkwaren;1998;0.0;0.0;;
1173;45 Kurk en kurkwaren;1999;0.1;0.0;;
1174;45 Kurk en kurkwaren;2000;0.0;0.0;;
1175;45 Kurk en kurkwaren;2001;0.0;0.0;;
1176;45 Kurk en kurkwaren;2002;0.0;0.0;37.0;63.0
1177;45 Kurk en kurkwaren;2003;0.1;0.0;28.8;71.2
1178;45 Kurk en kurkwaren;2004;0.1;0.0;27.7;72.3
1179;45 Kurk en kurkwaren;2005;0.1;0.0;21.6;78.4
1180;45 Kurk en kurkwaren;2006;0.1;0.0;22.0;78.0
1181;45 Kurk en kurkwaren;2007;0.1;0.0;18.1;81.9
1182;45 Kurk en kurkwaren;2008;0.1;0.0;20.8;79.2
1183;45 Kurk en kurkwaren;2009;0.1;0.0;22.6;77.4
1184;45 Kurk en kurkwaren;2010;0.1;0.0;37.3;62.7
1185;45 Kurk en kurkwaren;2011;0.0;0.0;17.1;82.9
1186;45 Kurk en kurkwaren;2012;0.0;0.0;19.1;80.9
1187;45 Kurk en kurkwaren;2013;0.0;0.0;32.8;67.2
1188;45 Kurk en kurkwaren;2014;0.0;0.0;52.7;47.3
1189;45 Kurk en kurkwaren;2015;0.0;0.0;30.5;69.5
1190;45 Kurk en kurkwaren;2016;0.0;0.0;32.7;67.3
1191;45 Kurk en kurkwaren;2017;0.0;0.0;36.2;63.8
1192;45 Kurk en kurkwaren;2018;0.0;0.0;38.9;61.1
1193;45 Kurk en kurkwaren;2019;0.0;0.0;52.9;47.1
1194;45 Kurk en kurkwaren;2020;0.0;0.0;50.8;49.2
1195;45 Kurk en kurkwaren;2021;0.0;0.0;43.7;56.3
1196;46 Vlecht- en mandenmakerswerk;1996;3.4;0.0;;
1197;46 Vlecht- en mandenmakerswerk;1997;3.5;0.0;;
1198;46 Vlecht- en mandenmakerswerk;1998;3.0;0.0;;
1199;46 Vlecht- en mandenmakerswerk;1999;3.2;0.0;;
1200;46 Vlecht- en mandenmakerswerk;2000;3.3;0.0;;
1201;46 Vlecht- en mandenmakerswerk;2001;3.4;0.0;;
1202;46 Vlecht- en mandenmakerswerk;2002;3.6;0.0;13.1;86.9
1203;46 Vlecht- en mandenmakerswerk;2003;4.1;0.0;31.7;68.3
1204;46 Vlecht- en mandenmakerswerk;2004;3.9;0.0;28.8;71.2
1205;46 Vlecht- en mandenmakerswerk;2005;3.2;0.0;31.0;69.0
1206;46 Vlecht- en mandenmakerswerk;2006;3.0;0.0;43.5;56.5
1207;46 Vlecht- en mandenmakerswerk;2007;2.1;0.0;46.6;53.4
1208;46 Vlecht- en mandenmakerswerk;2008;2.1;0.0;49.4;50.6
1209;46 Vlecht- en mandenmakerswerk;2009;2.2;0.0;63.7;36.3
1210;46 Vlecht- en mandenmakerswerk;2010;2.5;0.0;60.0;40.0
1211;46 Vlecht- en mandenmakerswerk;2011;2.3;0.0;53.4;46.6
1212;46 Vlecht- en mandenmakerswerk;2012;2.2;0.0;56.5;43.5
1213;46 Vlecht- en mandenmakerswerk;2013;2.4;0.0;60.6;39.4
1214;46 Vlecht- en mandenmakerswerk;2014;2.9;0.0;62.4;37.6
1215;46 Vlecht- en mandenmakerswerk;2015;3.1;0.0;62.5;37.5
1216;46 Vlecht- en mandenmakerswerk;2016;3.1;0.0;58.6;41.4
1217;46 Vlecht- en mandenmakerswerk;2017;2.9;0.0;55.7;44.3
1218;46 Vlecht- en mandenmakerswerk;2018;2.6;0.0;54.5;45.5
1219;46 Vlecht- en mandenmakerswerk;2019;2.3;0.0;55.5;44.5
1220;46 Vlecht- en mandenmakerswerk;2020;2.5;0.0;53.7;46.3
1221;46 Vlecht- en mandenmakerswerk;2021;2.7;0.0;46.7;53.3
1222;47 Houtpulp en pulp van andere cellul...;1996;0.7;0.2;;
1223;47 Houtpulp en pulp van andere cellul...;1997;0.7;0.1;;
1224;47 Houtpulp en pulp van andere cellul...;1998;0.8;0.2;;
1225;47 Houtpulp en pulp van andere cellul...;1999;0.8;0.2;;
1226;47 Houtpulp en pulp van andere cellul...;2000;0.8;0.2;;
1227;47 Houtpulp en pulp van andere cellul...;2001;0.7;0.2;;
1228;47 Houtpulp en pulp van andere cellul...;2002;0.7;0.2;45.8;54.2
1229;47 Houtpulp en pulp van andere cellul...;2003;0.9;0.2;48.5;51.5
1230;47 Houtpulp en pulp van andere cellul...;2004;1.0;0.2;50.5;49.5
1231;47 Houtpulp en pulp van andere cellul...;2005;1.1;0.2;41.8;58.2
1232;47 Houtpulp en pulp van andere cellul...;2006;1.0;0.2;35.7;64.3
1233;47 Houtpulp en pulp van andere cellul...;2007;0.8;0.2;46.6;53.4
1234;47 Houtpulp en pulp van andere cellul...;2008;0.9;0.2;52.4;47.6
1235;47 Houtpulp en pulp van andere cellul...;2009;1.0;0.2;61.4;38.6
1236;47 Houtpulp en pulp van andere cellul...;2010;1.0;0.3;58.9;41.1
1237;47 Houtpulp en pulp van andere cellul...;2011;1.1;0.3;52.3;47.7
1238;47 Houtpulp en pulp van andere cellul...;2012;1.0;0.3;39.1;60.9
1239;47 Houtpulp en pulp van andere cellul...;2013;0.8;0.2;36.3;63.7
1240;47 Houtpulp en pulp van andere cellul...;2014;0.8;0.2;32.8;67.2
1241;47 Houtpulp en pulp van andere cellul...;2015;0.8;0.2;42.4;57.6
1242;47 Houtpulp en pulp van andere cellul...;2016;0.9;0.2;61.2;38.8
1243;47 Houtpulp en pulp van andere cellul...;2017;1.0;0.2;45.9;54.1
1244;47 Houtpulp en pulp van andere cellul...;2018;0.9;0.2;41.0;59.0
1245;47 Houtpulp en pulp van andere cellul...;2019;1.0;0.2;46.6;53.4
1246;47 Houtpulp en pulp van andere cellul...;2020;1.0;0.2;41.8;58.2
1247;47 Houtpulp en pulp van andere cellul...;2021;0.9;0.2;37.2;62.8
1248;"48 Papier en karton; cellulose-, papi...";1996;0.8;2.2;;
1249;"48 Papier en karton; cellulose-, papi...";1997;0.9;2.1;;
1250;"48 Papier en karton; cellulose-, papi...";1998;0.8;2.1;;
1251;"48 Papier en karton; cellulose-, papi...";1999;0.8;2.0;;
1252;"48 Papier en karton; cellulose-, papi...";2000;0.8;1.9;;
1253;"48 Papier en karton; cellulose-, papi...";2001;0.8;1.8;;
1254;"48 Papier en karton; cellulose-, papi...";2002;0.8;1.9;80.2;19.8
1255;"48 Papier en karton; cellulose-, papi...";2003;0.8;1.9;80.8;19.2
1256;"48 Papier en karton; cellulose-, papi...";2004;0.8;1.7;80.9;19.1
1257;"48 Papier en karton; cellulose-, papi...";2005;0.7;1.6;81.4;18.6
1258;"48 Papier en karton; cellulose-, papi...";2006;0.7;1.5;80.1;19.9
1259;"48 Papier en karton; cellulose-, papi...";2007;0.7;1.4;78.8;21.2
1260;"48 Papier en karton; cellulose-, papi...";2008;0.6;1.2;80.1;19.9
1261;"48 Papier en karton; cellulose-, papi...";2009;0.6;1.3;80.0;20.0
1262;"48 Papier en karton; cellulose-, papi...";2010;0.6;1.2;78.9;21.1
1263;"48 Papier en karton; cellulose-, papi...";2011;0.5;1.1;77.8;22.2
1264;"48 Papier en karton; cellulose-, papi...";2012;0.6;1.0;76.5;23.5
1265;"48 Papier en karton; cellulose-, papi...";2013;0.5;0.9;73.5;26.5
1266;"48 Papier en karton; cellulose-, papi...";2014;0.6;1.0;73.2;26.8
1267;"48 Papier en karton; cellulose-, papi...";2015;0.6;1.0;79.8;20.2
1268;"48 Papier en karton; cellulose-, papi...";2016;0.6;1.0;76.7;23.3
1269;"48 Papier en karton; cellulose-, papi...";2017;0.6;1.0;78.7;21.3
1270;"48 Papier en karton; cellulose-, papi...";2018;0.6;1.0;76.9;23.1
1271;"48 Papier en karton; cellulose-, papi...";2019;0.6;0.9;75.8;24.2
1272;"48 Papier en karton; cellulose-, papi...";2020;0.6;0.9;75.5;24.5
1273;"48 Papier en karton; cellulose-, papi...";2021;0.6;1.0;77.4;22.6
1274;49 Artikelen van de uitgeverij, de pe...;1996;0.7;0.5;;
1275;49 Artikelen van de uitgeverij, de pe...;1997;0.7;0.5;;
1276;49 Artikelen van de uitgeverij, de pe...;1998;0.7;0.5;;
1277;49 Artikelen van de uitgeverij, de pe...;1999;0.7;0.5;;
1278;49 Artikelen van de uitgeverij, de pe...;2000;0.6;0.4;;
1279;49 Artikelen van de uitgeverij, de pe...;2001;0.7;0.4;;
1280;49 Artikelen van de uitgeverij, de pe...;2002;0.7;0.4;70.1;29.9
1281;49 Artikelen van de uitgeverij, de pe...;2003;0.7;0.4;71.3;28.7
1282;49 Artikelen van de uitgeverij, de pe...;2004;0.7;0.4;64.2;35.8
1283;49 Artikelen van de uitgeverij, de pe...;2005;0.6;0.4;66.9;33.1
1284;49 Artikelen van de uitgeverij, de pe...;2006;0.7;0.3;63.3;36.7
1285;49 Artikelen van de uitgeverij, de pe...;2007;0.6;0.3;64.1;35.9
1286;49 Artikelen van de uitgeverij, de pe...;2008;0.7;0.3;56.5;43.5
1287;49 Artikelen van de uitgeverij, de pe...;2009;0.7;0.4;58.8;41.2
1288;49 Artikelen van de uitgeverij, de pe...;2010;0.7;0.3;64.6;35.4
1289;49 Artikelen van de uitgeverij, de pe...;2011;0.7;0.3;62.0;38.0
1290;49 Artikelen van de uitgeverij, de pe...;2012;0.7;0.3;65.1;34.9
1291;49 Artikelen van de uitgeverij, de pe...;2013;0.7;0.3;68.7;31.3
1292;49 Artikelen van de uitgeverij, de pe...;2014;0.7;0.3;71.7;28.3
1293;49 Artikelen van de uitgeverij, de pe...;2015;0.8;0.3;74.8;25.2
1294;49 Artikelen van de uitgeverij, de pe...;2016;0.8;0.3;67.5;32.5
1295;49 Artikelen van de uitgeverij, de pe...;2017;0.8;0.3;73.7;26.3
1296;49 Artikelen van de uitgeverij, de pe...;2018;0.9;0.3;77.0;23.0
1297;49 Artikelen van de uitgeverij, de pe...;2019;0.9;0.3;73.5;26.5
1298;49 Artikelen van de uitgeverij, de pe...;2020;1.1;0.3;76.9;23.1
1299;49 Artikelen van de uitgeverij, de pe...;2021;1.0;0.3;77.5;22.5
1300;50 Zijde;1996;0.0;0.0;;
1301;50 Zijde;1997;0.0;0.0;;
1302;50 Zijde;1998;0.0;0.0;;
1303;50 Zijde;1999;0.1;0.0;;
1304;50 Zijde;2000;0.1;0.0;;
1305;50 Zijde;2001;0.0;0.0;;
1306;50 Zijde;2002;0.1;0.0;35.7;64.3
1307;50 Zijde;2003;0.1;0.0;39.4;60.6
1308;50 Zijde;2004;0.1;0.0;18.8;81.2
1309;50 Zijde;2005;0.1;0.0;42.0;58.0
1310;50 Zijde;2006;0.1;0.0;53.2;46.8
1311;50 Zijde;2007;0.1;0.0;41.1;58.9
1312;50 Zijde;2008;0.0;0.0;36.6;63.4
1313;50 Zijde;2009;0.0;0.0;58.4;41.6
1314;50 Zijde;2010;0.0;0.0;48.3;51.7
1315;50 Zijde;2011;0.0;0.0;62.8;37.2
1316;50 Zijde;2012;0.0;0.0;40.3;59.7
1317;50 Zijde;2013;0.1;0.0;81.0;19.0
1318;50 Zijde;2014;0.0;0.0;80.9;19.1
1319;50 Zijde;2015;0.0;0.0;8.8;91.2
1320;50 Zijde;2016;0.0;0.0;18.6;81.4
1321;50 Zijde;2017;0.0;0.0;30.3;69.7
1322;50 Zijde;2018;0.0;0.0;16.6;83.4
1323;50 Zijde;2019;0.0;0.0;9.1;90.9
1324;50 Zijde;2020;0.0;0.0;8.1;91.9
1325;50 Zijde;2021;0.0;0.0;22.1;77.9
1326;"51 Wol, fijn en grof haar; garens en ...";1996;0.2;0.1;;
1327;"51 Wol, fijn en grof haar; garens en ...";1997;0.2;0.1;;
1328;"51 Wol, fijn en grof haar; garens en ...";1998;0.2;0.1;;
1329;"51 Wol, fijn en grof haar; garens en ...";1999;0.2;0.1;;
1330;"51 Wol, fijn en grof haar; garens en ...";2000;0.2;0.0;;
1331;"51 Wol, fijn en grof haar; garens en ...";2001;0.1;0.0;;
1332;"51 Wol, fijn en grof haar; garens en ...";2002;0.2;0.0;41.3;58.7
1333;"51 Wol, fijn en grof haar; garens en ...";2003;0.1;0.0;51.2;48.8
1334;"51 Wol, fijn en grof haar; garens en ...";2004;0.1;0.0;54.3;45.7
1335;"51 Wol, fijn en grof haar; garens en ...";2005;0.1;0.0;75.4;24.6
1336;"51 Wol, fijn en grof haar; garens en ...";2006;0.1;0.0;82.7;17.3
1337;"51 Wol, fijn en grof haar; garens en ...";2007;0.1;0.0;81.9;18.1
1338;"51 Wol, fijn en grof haar; garens en ...";2008;0.1;0.0;74.0;26.0
1339;"51 Wol, fijn en grof haar; garens en ...";2009;0.0;0.0;74.1;25.9
1340;"51 Wol, fijn en grof haar; garens en ...";2010;0.0;0.0;70.7;29.3
1341;"51 Wol, fijn en grof haar; garens en ...";2011;0.0;0.0;65.1;34.9
1342;"51 Wol, fijn en grof haar; garens en ...";2012;0.1;0.0;66.2;33.8
1343;"51 Wol, fijn en grof haar; garens en ...";2013;0.1;0.0;62.9;37.1
1344;"51 Wol, fijn en grof haar; garens en ...";2014;0.1;0.0;64.1;35.9
1345;"51 Wol, fijn en grof haar; garens en ...";2015;0.0;0.0;61.0;39.0
1346;"51 Wol, fijn en grof haar; garens en ...";2016;0.1;0.0;52.0;48.0
1347;"51 Wol, fijn en grof haar; garens en ...";2017;0.0;0.0;47.9;52.1
1348;"51 Wol, fijn en grof haar; garens en ...";2018;0.1;0.0;57.4;42.6
1349;"51 Wol, fijn en grof haar; garens en ...";2019;0.0;0.0;48.5;51.5
1350;"51 Wol, fijn en grof haar; garens en ...";2020;0.1;0.0;55.1;44.9
1351;"51 Wol, fijn en grof haar; garens en ...";2021;0.0;0.0;57.6;42.4
1352;52 Katoen;1996;0.5;0.3;;
1353;52 Katoen;1997;0.5;0.2;;
1354;52 Katoen;1998;0.5;0.2;;
1355;52 Katoen;1999;0.5;0.2;;
1356;52 Katoen;2000;0.4;0.2;;
1357;52 Katoen;2001;0.4;0.2;;
1358;52 Katoen;2002;0.4;0.2;72.1;27.9
1359;52 Katoen;2003;0.4;0.2;74.2;25.8
1360;52 Katoen;2004;0.4;0.1;68.8;31.2
1361;52 Katoen;2005;0.4;0.1;70.2;29.8
1362;52 Katoen;2006;0.3;0.1;71.2;28.8
1363;52 Katoen;2007;0.4;0.1;70.9;29.1
1364;52 Katoen;2008;0.4;0.1;70.5;29.5
1365;52 Katoen;2009;0.4;0.1;74.4;25.6
1366;52 Katoen;2010;0.4;0.1;71.8;28.2
1367;52 Katoen;2011;0.4;0.1;72.5;27.5
1368;52 Katoen;2012;0.5;0.1;75.3;24.7
1369;52 Katoen;2013;0.5;0.1;69.2;30.8
1370;52 Katoen;2014;0.6;0.1;71.3;28.7
1371;52 Katoen;2015;0.5;0.1;76.0;24.0
1372;52 Katoen;2016;0.5;0.1;75.9;24.1
1373;52 Katoen;2017;0.5;0.1;69.8;30.2
1374;52 Katoen;2018;0.6;0.1;70.9;29.1
1375;52 Katoen;2019;0.5;0.1;71.9;28.1
1376;52 Katoen;2020;0.6;0.0;65.6;34.4
1377;52 Katoen;2021;0.5;0.0;70.5;29.5
1378;"53 Andere plantaardige textielvezels;...";1996;0.4;0.0;;
1379;"53 Andere plantaardige textielvezels;...";1997;0.3;0.0;;
1380;"53 Andere plantaardige textielvezels;...";1998;0.4;0.0;;
1381;"53 Andere plantaardige textielvezels;...";1999;0.4;0.0;;
1382;"53 Andere plantaardige textielvezels;...";2000;0.4;0.0;;
1383;"53 Andere plantaardige textielvezels;...";2001;0.5;0.0;;
1384;"53 Andere plantaardige textielvezels;...";2002;0.7;0.0;63.0;37.0
1385;"53 Andere plantaardige textielvezels;...";2003;0.6;0.0;60.3;39.7
1386;"53 Andere plantaardige textielvezels;...";2004;0.5;0.0;47.3;52.7
1387;"53 Andere plantaardige textielvezels;...";2005;0.5;0.0;49.5;50.5
1388;"53 Andere plantaardige textielvezels;...";2006;0.4;0.0;44.0;56.0
1389;"53 Andere plantaardige textielvezels;...";2007;0.4;0.0;42.3;57.7
1390;"53 Andere plantaardige textielvezels;...";2008;0.6;0.0;51.7;48.3
1391;"53 Andere plantaardige textielvezels;...";2009;0.5;0.0;44.6;55.4
1392;"53 Andere plantaardige textielvezels;...";2010;0.6;0.0;33.9;66.1
1393;"53 Andere plantaardige textielvezels;...";2011;0.5;0.0;39.3;60.7
1394;"53 Andere plantaardige textielvezels;...";2012;0.5;0.0;30.6;69.4
1395;"53 Andere plantaardige textielvezels;...";2013;0.4;0.0;24.2;75.8
1396;"53 Andere plantaardige textielvezels;...";2014;0.4;0.0;27.9;72.1
1397;"53 Andere plantaardige textielvezels;...";2015;0.4;0.0;85.5;14.5
1398;"53 Andere plantaardige textielvezels;...";2016;0.4;0.0;71.2;28.8
1399;"53 Andere plantaardige textielvezels;...";2017;0.4;0.0;74.4;25.6
1400;"53 Andere plantaardige textielvezels;...";2018;0.5;0.0;84.0;16.0
1401;"53 Andere plantaardige textielvezels;...";2019;0.4;0.0;82.5;17.5
1402;"53 Andere plantaardige textielvezels;...";2020;0.5;0.0;77.9;22.1
1403;"53 Andere plantaardige textielvezels;...";2021;0.4;0.0;80.5;19.5
1404;54 Synthetische of kunstmatige filame...;1996;1.4;0.7;;
1405;54 Synthetische of kunstmatige filame...;1997;1.4;0.7;;
1406;54 Synthetische of kunstmatige filame...;1998;1.4;0.7;;
1407;54 Synthetische of kunstmatige filame...;1999;1.6;0.7;;
1408;54 Synthetische of kunstmatige filame...;2000;1.3;0.6;;
1409;54 Synthetische of kunstmatige filame...;2001;1.3;0.5;;
1410;54 Synthetische of kunstmatige filame...;2002;1.4;0.6;48.7;51.3
1411;54 Synthetische of kunstmatige filame...;2003;1.4;0.5;65.4;34.6
1412;54 Synthetische of kunstmatige filame...;2004;1.4;0.4;70.2;29.8
1413;54 Synthetische of kunstmatige filame...;2005;1.3;0.4;70.6;29.4
1414;54 Synthetische of kunstmatige filame...;2006;1.3;0.3;73.3;26.7
1415;54 Synthetische of kunstmatige filame...;2007;1.2;0.3;75.9;24.1
1416;54 Synthetische of kunstmatige filame...;2008;1.2;0.3;76.8;23.2
1417;54 Synthetische of kunstmatige filame...;2009;1.2;0.2;76.4;23.6
1418;54 Synthetische of kunstmatige filame...;2010;1.2;0.2;75.1;24.9
1419;54 Synthetische of kunstmatige filame...;2011;1.2;0.2;74.7;25.3
1420;54 Synthetische of kunstmatige filame...;2012;1.2;0.2;72.5;27.5
1421;54 Synthetische of kunstmatige filame...;2013;1.2;0.2;74.6;25.4
1422;54 Synthetische of kunstmatige filame...;2014;1.2;0.2;71.6;28.4
1423;54 Synthetische of kunstmatige filame...;2015;1.4;0.2;70.8;29.2
1424;54 Synthetische of kunstmatige filame...;2016;1.3;0.2;73.7;26.3
1425;54 Synthetische of kunstmatige filame...;2017;1.4;0.2;71.1;28.9
1426;54 Synthetische of kunstmatige filame...;2018;1.2;0.2;71.7;28.3
1427;54 Synthetische of kunstmatige filame...;2019;1.3;0.2;71.8;28.2
1428;54 Synthetische of kunstmatige filame...;2020;1.4;0.2;72.9;27.1
1429;54 Synthetische of kunstmatige filame...;2021;1.3;0.2;73.6;26.4
1430;55 Synthetische of kunstmatige stapel...;1996;0.5;0.2;;
1431;55 Synthetische of kunstmatige stapel...;1997;0.5;0.2;;
1432;55 Synthetische of kunstmatige stapel...;1998;0.5;0.2;;
1433;55 Synthetische of kunstmatige stapel...;1999;0.4;0.2;;
1434;55 Synthetische of kunstmatige stapel...;2000;0.4;0.2;;
1435;55 Synthetische of kunstmatige stapel...;2001;0.4;0.1;;
1436;55 Synthetische of kunstmatige stapel...;2002;0.4;0.1;69.2;30.8
1437;55 Synthetische of kunstmatige stapel...;2003;0.4;0.1;70.1;29.9
1438;55 Synthetische of kunstmatige stapel...;2004;0.3;0.1;67.0;33.0
1439;55 Synthetische of kunstmatige stapel...;2005;0.3;0.1;66.1;33.9
1440;55 Synthetische of kunstmatige stapel...;2006;0.3;0.1;69.4;30.6
1441;55 Synthetische of kunstmatige stapel...;2007;0.3;0.1;66.8;33.2
1442;55 Synthetische of kunstmatige stapel...;2008;0.3;0.1;66.7;33.3
1443;55 Synthetische of kunstmatige stapel...;2009;0.3;0.1;62.4;37.6
1444;55 Synthetische of kunstmatige stapel...;2010;0.3;0.1;65.8;34.2
1445;55 Synthetische of kunstmatige stapel...;2011;0.3;0.1;63.7;36.3
1446;55 Synthetische of kunstmatige stapel...;2012;0.3;0.1;65.0;35.0
1447;55 Synthetische of kunstmatige stapel...;2013;0.3;0.1;69.8;30.2
1448;55 Synthetische of kunstmatige stapel...;2014;0.3;0.1;68.8;31.2
1449;55 Synthetische of kunstmatige stapel...;2015;0.3;0.1;69.2;30.8
1450;55 Synthetische of kunstmatige stapel...;2016;0.3;0.1;65.4;34.6
1451;55 Synthetische of kunstmatige stapel...;2017;0.3;0.1;65.5;34.5
1452;55 Synthetische of kunstmatige stapel...;2018;0.3;0.0;64.5;35.5
1453;55 Synthetische of kunstmatige stapel...;2019;0.3;0.0;69.6;30.4
1454;55 Synthetische of kunstmatige stapel...;2020;0.3;0.0;67.2;32.8
1455;55 Synthetische of kunstmatige stapel...;2021;0.3;0.0;61.3;38.7
1456;56 Watten, vilt en gebonden textielvl...;1996;1.0;0.2;;
1457;56 Watten, vilt en gebonden textielvl...;1997;1.2;0.2;;
1458;56 Watten, vilt en gebonden textielvl...;1998;1.1;0.2;;
1459;56 Watten, vilt en gebonden textielvl...;1999;1.2;0.2;;
1460;56 Watten, vilt en gebonden textielvl...;2000;1.1;0.2;;
1461;56 Watten, vilt en gebonden textielvl...;2001;1.0;0.2;;
1462;56 Watten, vilt en gebonden textielvl...;2002;1.0;0.2;73.3;26.7
1463;56 Watten, vilt en gebonden textielvl...;2003;0.9;0.2;77.6;22.4
1464;56 Watten, vilt en gebonden textielvl...;2004;0.9;0.2;78.6;21.4
1465;56 Watten, vilt en gebonden textielvl...;2005;0.8;0.2;81.7;18.3
1466;56 Watten, vilt en gebonden textielvl...;2006;0.8;0.2;77.4;22.6
1467;56 Watten, vilt en gebonden textielvl...;2007;0.7;0.1;78.1;21.9
1468;56 Watten, vilt en gebonden textielvl...;2008;0.7;0.1;78.7;21.3
1469;56 Watten, vilt en gebonden textielvl...;2009;0.7;0.1;78.8;21.2
1470;56 Watten, vilt en gebonden textielvl...;2010;0.7;0.1;81.6;18.4
1471;56 Watten, vilt en gebonden textielvl...;2011;0.7;0.1;79.0;21.0
1472;56 Watten, vilt en gebonden textielvl...;2012;0.6;0.1;79.5;20.5
1473;56 Watten, vilt en gebonden textielvl...;2013;0.6;0.1;77.2;22.8
