ID;Aardoliegrondstoffen;Bestemming;Perioden;TotaalAanbod_1;Winning_2;ProductieUitAndereBronnen_3;Invoer_4;Uitvoer_5;Voorraadmutatie_6;TotaalVerbruik_7;Verwerking_8;FinaalVerbruik_9;Beginvoorraad_10;Eindvoorraad_11;Voorraadmutatie_12
0;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1944;;2.0;;;;;;;;;;
1;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1945;;6.0;;;;;;;;;;
2;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1946;;63.0;;;;;;;;;;
3;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1947;;213.0;;;;;;;;;;
4;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1948;;496.0;;;;;;;;;;
5;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1949;;621.0;;;;;;;;;;
6;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1950;;705.0;;;;;;;;;;
7;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1951;;714.0;;;;;;;;;;
8;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1952;;715.0;;;;;;;;;;
9;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1953;;820.0;;;;;;;;;;
10;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1954;;939.0;;;;;;;;;;
11;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1955;;1024.0;;;;;;;;;;
12;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1956;;1097.0;;;;;;;;;;
13;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1957;;1523.0;;;;;;;;;;
14;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1958;;1621.0;;;;;;;;;;
15;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1959;;1773.0;;;;;;;;;;
16;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1960;;1918.0;;;;;;;;;;
17;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1961;;2047.0;;;;;;;;;;
18;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1962;;2157.0;;;;;;;;;;
19;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1963;;2215.0;;;;;;;;;;
20;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1964;;2269.0;;;;;;;;;;
21;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1965;;2395.0;;;;;;;;;;
22;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1966;;2366.0;;;;;;;;;;
23;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1967;;2265.0;;;;;;;;;;
24;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1968;;2147.0;;;;;;;;;;
25;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1969;;2020.0;;;;;;;;;;
26;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1970;;1919.0;;;;;;;;;;
27;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1971;;1714.0;;;;;;;;;;
28;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1972;;1637.0;;;;;;;;;;
29;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1973;;1556.0;;;;;;;;;;
30;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1974;;1575.0;;;;;;;;;;
31;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1975;;1573.0;;;;;;;;;;
32;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1976;;1546.0;;;;;;;;;;
33;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1977;;1598.0;;;;;;;;;;
34;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1978;;1520.0;;99124.0;43382.0;;57457.0;57457.0;;;;
35;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1979;;1581.0;;114091.0;55053.0;;60447.0;60447.0;;;;
36;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1980;50531.0;1568.0;;100635.0;50334.0;-1338.0;50531.0;50531.0;;7353.0;8691.0;-1338.0
37;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1981;40752.0;1606.0;;81738.0;44037.0;1444.0;40752.0;40752.0;;7984.0;6540.0;1444.0
38;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1982;39578.0;1894.0;;76770.0;40114.0;1027.0;39578.0;39578.0;;6539.0;5511.0;1027.0
39;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1983;43668.0;2900.0;;71164.0;31590.0;1194.0;43668.0;43668.0;;5511.0;4317.0;1194.0
40;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1984;47815.0;3432.0;;76133.0;31324.0;-427.0;47815.0;47815.0;;4317.0;4744.0;-427.0
41;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1985;42635.0;4069.0;;68659.0;28666.0;-1427.0;42635.0;42635.0;;4744.0;6171.0;-1427.0
42;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1986;50160.0;4995.0;;75348.0;29912.0;-271.0;50160.0;50160.0;;6171.0;6442.0;-271.0
43;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1987;51773.0;4663.0;;75398.0;27559.0;-730.0;51773.0;51773.0;;6442.0;7172.0;-730.0
44;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1988;54320.0;4271.0;;82601.0;33350.0;797.0;54320.0;54320.0;;7098.0;6301.0;797.0
45;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1989;54241.0;3814.0;;86158.0;35123.0;-608.0;54241.0;54241.0;;6301.0;6910.0;-608.0
46;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1990;51919.0;4076.0;;85728.0;37895.0;-22.0;51919.0;49693.0;2226.0;6179.0;6201.0;-22.0
47;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1991;55833.0;3908.0;;96736.0;45361.0;548.0;55833.0;53576.0;2257.0;6201.0;5653.0;548.0
48;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1992;57547.0;3564.0;;98964.0;43735.0;-1226.0;57547.0;55374.0;2173.0;5653.0;6879.0;-1226.0
49;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1993;58804.0;3536.0;;99582.0;44915.0;643.0;58804.0;56048.0;2755.0;6879.0;6236.0;643.0
50;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1994;59050.0;4618.0;;99990.0;45189.0;-386.0;59050.0;56081.0;2969.0;6236.0;6622.0;-386.0
51;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1995;62698.0;3638.0;0.0;99386.0;40617.0;282.0;62698.0;59774.0;2923.0;6622.0;6340.0;282.0
52;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1996;63730.0;3233.0;0.0;105393.0;44805.0;-110.0;63730.0;61098.0;2633.0;6340.0;6450.0;-110.0
53;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1997;63480.0;3124.0;0.0;105192.0;44782.0;-72.0;63480.0;60858.0;2622.0;6450.0;6522.0;-72.0
54;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1998;64749.0;2846.0;0.0;107818.0;45017.0;-909.0;64749.0;62116.0;2633.0;6522.0;7430.0;-909.0
55;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;1999;61360.0;2745.0;0.0;101469.0;44102.0;1234.0;61360.0;58492.0;2869.0;7430.0;6197.0;1234.0
56;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2000;61949.0;2545.0;0.0;103546.0;43476.0;-693.0;61949.0;58797.0;3152.0;6197.0;6890.0;-693.0
57;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2001;62250.0;2413.0;0.0;102775.0;42175.0;-781.0;62250.0;58933.0;3317.0;6890.0;7671.0;-781.0
58;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2002;57706.0;3205.0;0.0;100081.0;46217.0;629.0;57706.0;53741.0;3964.0;7671.0;7042.0;629.0
59;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2003;60335.0;3275.0;0.0;104184.0;48040.0;901.0;60335.0;56903.0;3433.0;7042.0;6141.0;901.0
60;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2004;62643.0;2977.0;0.0;107386.0;47505.0;-232.0;62643.0;59024.0;3618.0;6141.0;6373.0;-232.0
61;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2005;63258.0;2459.0;0.0;107131.0;45848.0;-497.0;63258.0;59295.0;3963.0;6373.0;6870.0;-497.0
62;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2006;61789.0;2213.0;62.0;104887.0;44685.0;-662.0;61789.0;57590.0;4199.0;6870.0;7532.0;-662.0
63;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2007;60863.0;2770.0;522.0;103551.0;45273.0;-652.0;60863.0;57171.0;3693.0;7532.0;8184.0;-652.0
64;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2008;60394.0;2304.0;656.0;104440.0;47184.0;256.0;60394.0;56871.0;3523.0;8184.0;7928.0;256.0
65;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2009;59144.0;1899.0;562.0;99495.0;42482.0;-279.0;59144.0;55745.0;3399.0;7928.0;8207.0;-279.0
66;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2010;61447.0;1590.0;211.0;103721.0;44280.0;210.0;61447.0;58115.0;3332.0;8207.0;7996.0;210.0
67;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2011;59315.0;1627.0;283.0;96359.0;41008.0;2090.0;59315.0;56100.0;3215.0;7996.0;5906.0;2090.0
68;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2012;59165.0;1650.0;500.0;102864.0;44196.0;-1646.0;59165.0;56144.0;3020.0;5906.0;7552.0;-1646.0
69;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2013;56898.0;1729.0;534.0;93578.0;39108.0;197.0;56898.0;53966.0;2932.0;7552.0;7355.0;197.0
70;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2014;57920.0;2089.0;481.0;99583.0;43908.0;-325.0;57920.0;55280.0;2640.0;7355.0;7680.0;-325.0
71;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2015;60950.0;2004.0;473.0;104488.0;45042.0;-973.0;60950.0;58630.0;2320.0;7680.0;8653.0;-973.0
72;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2016;61617.0;1558.0;337.0;103253.0;44094.0;566.0;61617.0;59426.0;2191.0;8653.0;8087.0;566.0
73;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2017;61689.0;1464.0;680.0;105398.0;45856.0;4.0;61689.0;59640.0;2048.0;8087.0;8083.0;4.0
74;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2018;62590.0;1478.0;948.0;102226.0;41273.0;-788.0;62590.0;60940.0;1651.0;8083.0;8872.0;-788.0
75;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2019;63689.0;1111.0;935.0;107108.0;45087.0;-378.0;63689.0;62303.0;1386.0;8872.0;9250.0;-378.0
76;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2020;58569.0;1035.0;1346.0;96622.0;40381.0;-48.0;58569.0;57008.0;1561.0;9250.0;9298.0;-48.0
77;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2013 januari;5164.0;147.0;45.0;8464.0;3773.0;284.0;5164.0;4911.0;254.0;7552.0;7268.0;284.0
78;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2013 februari;4796.0;151.0;20.0;8137.0;3290.0;-224.0;4796.0;4435.0;361.0;7268.0;7492.0;-224.0
79;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2013 maart;4753.0;163.0;84.0;8440.0;3526.0;-407.0;4753.0;4518.0;235.0;7492.0;7899.0;-407.0
80;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2013 1e kwartaal;14714.0;461.0;150.0;25041.0;10589.0;-347.0;14714.0;13864.0;849.0;7552.0;7899.0;-347.0
81;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2013 april;4907.0;137.0;10.0;7530.0;3018.0;248.0;4907.0;4656.0;251.0;7899.0;7651.0;248.0
82;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2013 mei;4813.0;140.0;19.0;7524.0;3153.0;284.0;4813.0;4573.0;239.0;7651.0;7366.0;284.0
83;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2013 juni;4933.0;133.0;-20.0;8314.0;3279.0;-215.0;4933.0;4687.0;246.0;7366.0;7581.0;-215.0
84;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2013 2e kwartaal;14652.0;410.0;9.0;23369.0;9450.0;318.0;14652.0;13916.0;736.0;7899.0;7581.0;318.0
85;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2013 juli;5004.0;168.0;72.0;8474.0;3649.0;-60.0;5004.0;4805.0;199.0;7581.0;7642.0;-60.0
86;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2013 augustus;5018.0;137.0;53.0;7606.0;3431.0;653.0;5018.0;4775.0;243.0;7642.0;6988.0;653.0
87;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2013 september;4326.0;123.0;56.0;7889.0;3246.0;-497.0;4326.0;4193.0;132.0;6988.0;7486.0;-497.0
88;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2013 3e kwartaal;14348.0;427.0;181.0;23969.0;10326.0;96.0;14348.0;13773.0;575.0;7581.0;7486.0;96.0
89;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2013 oktober;3938.0;136.0;37.0;6528.0;2675.0;-88.0;3938.0;3765.0;173.0;7486.0;7574.0;-88.0
90;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2013 november;4414.0;150.0;73.0;7538.0;2679.0;-668.0;4414.0;4115.0;299.0;7574.0;8241.0;-668.0
91;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2013 december;4831.0;144.0;84.0;7134.0;3389.0;887.0;4831.0;4533.0;299.0;8241.0;7355.0;887.0
92;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2013 4e kwartaal;13184.0;432.0;194.0;21200.0;8743.0;131.0;13184.0;12412.0;772.0;7486.0;7355.0;131.0
93;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2014 januari;4960.0;146.0;5.0;7381.0;3011.0;437.0;4960.0;4738.0;221.0;7355.0;6918.0;437.0
94;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2014 februari;4539.0;133.0;36.0;7759.0;3223.0;-166.0;4539.0;4349.0;190.0;6918.0;7084.0;-166.0
95;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2014 maart;5013.0;165.0;52.0;9283.0;3890.0;-597.0;5013.0;4762.0;251.0;7084.0;7680.0;-597.0
96;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2014 1e kwartaal;14512.0;444.0;93.0;24424.0;10124.0;-326.0;14512.0;13850.0;662.0;7355.0;7680.0;-326.0
97;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2014 april;4852.0;174.0;57.0;8187.0;4144.0;577.0;4852.0;4572.0;280.0;7680.0;7104.0;577.0
98;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2014 mei;4850.0;180.0;23.0;8749.0;3618.0;-484.0;4850.0;4593.0;258.0;7104.0;7587.0;-484.0
99;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2014 juni;4303.0;140.0;14.0;7942.0;3743.0;-50.0;4303.0;4095.0;208.0;7587.0;7638.0;-50.0
100;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2014 2e kwartaal;14005.0;590.0;95.0;24878.0;11505.0;43.0;14005.0;13260.0;745.0;7680.0;7638.0;43.0
101;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2014 juli;4681.0;151.0;-15.0;8294.0;3985.0;236.0;4681.0;4472.0;209.0;7638.0;7402.0;236.0
102;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2014 augustus;4673.0;197.0;30.0;8391.0;3977.0;32.0;4673.0;4445.0;228.0;7402.0;7370.0;32.0
