ID;PrognoseInterval;Perioden;Levendgeborenen_1;Overledenen_2;Immigratie_3;EmigratieInclusiefCorrecties_4;MigratiesaldoInclusiefCorrecties_5
0;Prognose;2014;174575;140568;179736;144134;35602
1;Prognose;2015;177520;141740;183956;147156;36800
2;Prognose;2016;180330;143631;187904;150926;36978
3;Prognose;2017;182531;145548;191532;155256;36276
4;Prognose;2018;184529;147492;189849;159298;30551
5;Prognose;2019;186355;149468;188069;162124;25945
6;Prognose;2020;187483;151483;184918;163174;21744
7;Prognose;2021;188673;153336;184876;163440;21436
8;Prognose;2022;189812;155296;184647;163858;20789
9;Prognose;2023;190821;157367;184658;164304;20354
10;Prognose;2024;191530;159548;184407;164715;19692
11;Prognose;2025;192051;161831;184527;165157;19370
12;Prognose;2026;192522;164191;184500;165548;18952
13;Prognose;2027;192900;166609;184570;165834;18736
14;Prognose;2028;193175;169056;184606;166049;18557
15;Prognose;2029;193309;171521;184629;166157;18472
16;Prognose;2030;193272;173992;184696;166537;18159
17;Prognose;2031;193029;176440;184760;166832;17928
18;Prognose;2032;192550;178833;184809;167071;17738
19;Prognose;2033;191836;181141;184835;167295;17540
20;Prognose;2034;190912;183351;184906;167489;17417
21;Prognose;2035;189818;185461;184940;167658;17282
22;Prognose;2036;188621;187452;185005;167802;17203
23;Prognose;2037;187392;189308;185078;167931;17147
24;Prognose;2038;186194;191005;185109;168031;17078
25;Prognose;2039;185080;192532;185185;168135;17050
26;Prognose;2040;184095;193879;185273;168239;17034
27;Prognose;2041;183276;195043;185309;168361;16948
28;Prognose;2042;182669;196025;185374;168489;16885
29;Prognose;2043;182312;196843;185432;168653;16779
30;Prognose;2044;182230;197496;185504;168808;16696
31;Prognose;2045;182429;198037;185592;168963;16629
32;Prognose;2046;182888;198489;185698;169129;16569
33;Prognose;2047;183561;198947;185745;169295;16450
34;Prognose;2048;184397;199447;185850;169468;16382
35;Prognose;2049;185342;199974;185949;169643;16306
36;Prognose;2050;186340;200497;186034;169838;16196
37;Prognose;2051;187349;200972;186125;170034;16091
38;Prognose;2052;188326;201356;186176;170225;15951
39;Prognose;2053;189246;201613;186245;170416;15829
40;Prognose;2054;190082;201703;186313;170597;15716
41;Prognose;2055;190814;201587;186386;170772;15614
42;Prognose;2056;191424;201237;186435;170939;15496
43;Prognose;2057;191910;200637;186458;171090;15368
44;Prognose;2058;192269;199778;186505;171232;15273
45;Prognose;2059;192500;198655;186519;171357;15162
46;Ondergrens 95%-prognose-interval;2014;166638;129085;153468;128501;1846
47;Ondergrens 95%-prognose-interval;2015;166450;127342;148117;127699;-7482
48;Ondergrens 95%-prognose-interval;2016;166312;126581;144317;129047;-14059
49;Ondergrens 95%-prognose-interval;2017;165957;126356;142188;131882;-18086
50;Ondergrens 95%-prognose-interval;2018;165748;126130;137376;134438;-26967
51;Ondergrens 95%-prognose-interval;2019;165946;126801;133906;135735;-33552
52;Ondergrens 95%-prognose-interval;2020;165644;127470;129649;135128;-39377
53;Ondergrens 95%-prognose-interval;2021;165064;128741;128731;133967;-39544
54;Ondergrens 95%-prognose-interval;2022;164584;129616;127444;132839;-40621
55;Ondergrens 95%-prognose-interval;2023;163706;130606;126860;132165;-41680
56;Ondergrens 95%-prognose-interval;2024;162726;131756;125014;131394;-41745
57;Ondergrens 95%-prognose-interval;2025;161336;133287;123243;130648;-41833
58;Ondergrens 95%-prognose-interval;2026;160504;134828;121202;130225;-42303
59;Ondergrens 95%-prognose-interval;2027;159543;136054;120550;129527;-41445
60;Ondergrens 95%-prognose-interval;2028;158404;137901;119286;128732;-40724
61;Ondergrens 95%-prognose-interval;2029;157103;140081;119141;127889;-40583
62;Ondergrens 95%-prognose-interval;2030;156235;141730;118241;127583;-40327
63;Ondergrens 95%-prognose-interval;2031;155044;142681;119236;127069;-40517
64;Ondergrens 95%-prognose-interval;2032;153401;143343;119396;126955;-41310
65;Ondergrens 95%-prognose-interval;2033;152205;144329;119962;126947;-41833
66;Ondergrens 95%-prognose-interval;2034;151157;145988;119508;126904;-41331
67;Ondergrens 95%-prognose-interval;2035;149845;148117;118383;127082;-42357
68;Ondergrens 95%-prognose-interval;2036;147914;149911;117780;126505;-42584
69;Ondergrens 95%-prognose-interval;2037;144900;151008;117496;125891;-42890
70;Ondergrens 95%-prognose-interval;2038;142289;151547;117832;124900;-42383
71;Ondergrens 95%-prognose-interval;2039;139794;152989;116677;124067;-43339
72;Ondergrens 95%-prognose-interval;2040;138086;154510;116307;123082;-42600
73;Ondergrens 95%-prognose-interval;2041;136089;156258;115401;123083;-43175
74;Ondergrens 95%-prognose-interval;2042;133979;157350;115947;123158;-43116
75;Ondergrens 95%-prognose-interval;2043;132302;158698;115246;123314;-43560
76;Ondergrens 95%-prognose-interval;2044;131176;159862;115747;123297;-43480
77;Ondergrens 95%-prognose-interval;2045;130164;160660;115655;122858;-43828
78;Ondergrens 95%-prognose-interval;2046;128762;161295;116136;121708;-43316
79;Ondergrens 95%-prognose-interval;2047;128014;161922;115340;120924;-44595
80;Ondergrens 95%-prognose-interval;2048;127728;162750;115065;120278;-44324
81;Ondergrens 95%-prognose-interval;2049;128740;162930;115188;119655;-44333
82;Ondergrens 95%-prognose-interval;2050;129350;162883;116095;119776;-44465
83;Ondergrens 95%-prognose-interval;2051;129668;162841;116861;120267;-45725
84;Ondergrens 95%-prognose-interval;2052;129270;162845;116495;120618;-45876
85;Ondergrens 95%-prognose-interval;2053;129047;163054;116148;120907;-47373
86;Ondergrens 95%-prognose-interval;2054;128261;163453;115440;121568;-47997
87;Ondergrens 95%-prognose-interval;2055;126991;163884;115278;122127;-48990
88;Ondergrens 95%-prognose-interval;2056;125159;164240;114810;121869;-48381
89;Ondergrens 95%-prognose-interval;2057;123478;163757;115142;120874;-47738
90;Ondergrens 95%-prognose-interval;2058;122649;162669;116241;119790;-46728
91;Ondergrens 95%-prognose-interval;2059;121899;161094;118695;119953;-46325
92;Bovengrens 95%-prognose-interval;2014;181829;152360;210092;167498;68370
93;Bovengrens 95%-prognose-interval;2015;187680;157646;224376;176568;80397
94;Bovengrens 95%-prognose-interval;2016;193102;163067;237119;184733;88601
95;Bovengrens 95%-prognose-interval;2017;197454;167205;248954;192524;92435
96;Bovengrens 95%-prognose-interval;2018;201808;171041;254721;199099;90739
97;Bovengrens 95%-prognose-interval;2019;206179;174368;258846;203215;89362
98;Bovengrens 95%-prognose-interval;2020;209608;177989;259322;206494;87407
99;Bovengrens 95%-prognose-interval;2021;212414;181585;261271;207705;89474
100;Bovengrens 95%-prognose-interval;2022;214839;185336;265491;209656;89297
101;Bovengrens 95%-prognose-interval;2023;217393;189238;268310;211951;89718
102;Bovengrens 95%-prognose-interval;2024;219900;191934;270200;213996;89549
103;Bovengrens 95%-prognose-interval;2025;222324;195139;270848;215447;89733
104;Bovengrens 95%-prognose-interval;2026;224724;198390;271915;216533;88393
105;Bovengrens 95%-prognose-interval;2027;226596;202119;273035;217597;88729
106;Bovengrens 95%-prognose-interval;2028;227963;204688;273374;217960;88261
107;Bovengrens 95%-prognose-interval;2029;229484;208236;275814;218802;88184
108;Bovengrens 95%-prognose-interval;2030;231305;211316;276075;219967;87180
109;Bovengrens 95%-prognose-interval;2031;232964;215241;275294;221298;86725
110;Bovengrens 95%-prognose-interval;2032;233451;218095;273353;222462;87551
111;Bovengrens 95%-prognose-interval;2033;234314;221833;275633;224693;87483
112;Bovengrens 95%-prognose-interval;2034;234415;225147;276203;226138;87499
113;Bovengrens 95%-prognose-interval;2035;235247;227911;278487;227012;88210
114;Bovengrens 95%-prognose-interval;2036;234940;229268;279660;228224;88699
115;Bovengrens 95%-prognose-interval;2037;235476;231404;282520;227521;88303
116;Bovengrens 95%-prognose-interval;2038;235525;233993;283560;226544;87948
117;Bovengrens 95%-prognose-interval;2039;235395;236252;282219;226101;87151
118;Bovengrens 95%-prognose-interval;2040;235695;237914;280920;226395;87263
119;Bovengrens 95%-prognose-interval;2041;235976;238508;279345;226207;86751
120;Bovengrens 95%-prognose-interval;2042;236809;239409;278966;228130;85642
121;Bovengrens 95%-prognose-interval;2043;236595;239260;279261;230788;85770
122;Bovengrens 95%-prognose-interval;2044;236887;239604;279454;232299;86103
123;Bovengrens 95%-prognose-interval;2045;237960;240492;281051;233069;84936
124;Bovengrens 95%-prognose-interval;2046;239914;242334;282026;233957;84992
125;Bovengrens 95%-prognose-interval;2047;242345;243746;282306;234014;84978
126;Bovengrens 95%-prognose-interval;2048;244696;244857;282753;234020;84712
127;Bovengrens 95%-prognose-interval;2049;246820;244396;283239;234264;84237
128;Bovengrens 95%-prognose-interval;2050;249083;245952;284603;234726;84601
129;Bovengrens 95%-prognose-interval;2051;251933;246656;285282;235698;84103
130;Bovengrens 95%-prognose-interval;2052;255161;248168;285013;237535;83773
131;Bovengrens 95%-prognose-interval;2053;257575;247260;285021;238195;83784
132;Bovengrens 95%-prognose-interval;2054;259729;246727;283996;239048;84197
133;Bovengrens 95%-prognose-interval;2055;263532;245201;283649;240716;83548
134;Bovengrens 95%-prognose-interval;2056;267094;243752;281663;240395;82855
135;Bovengrens 95%-prognose-interval;2057;271086;242429;280466;240839;82365
136;Bovengrens 95%-prognose-interval;2058;273592;241937;279354;241527;82095
137;Bovengrens 95%-prognose-interval;2059;275885;240904;280035;242107;80223
138;Ondergrens 67%-prognose-interval;2014;170771;135230;165793;135503;20147
139;Ondergrens 67%-prognose-interval;2015;171924;134555;164820;136712;15628
140;Ondergrens 67%-prognose-interval;2016;173291;134980;164672;139143;11829
141;Ondergrens 67%-prognose-interval;2017;174342;135660;166154;142593;9218
142;Ondergrens 67%-prognose-interval;2018;175484;136834;162249;145613;1860
143;Ondergrens 67%-prognose-interval;2019;176290;138058;158667;147894;-3605
144;Ondergrens 67%-prognose-interval;2020;176449;139407;153681;148096;-8193
145;Ondergrens 67%-prognose-interval;2021;176634;140779;152601;147634;-8909
146;Ondergrens 67%-prognose-interval;2022;176880;142171;152156;147376;-9755
147;Ondergrens 67%-prognose-interval;2023;177114;143788;151484;147229;-10481
148;Ondergrens 67%-prognose-interval;2024;177005;145216;149846;146730;-11432
149;Ondergrens 67%-prognose-interval;2025;176785;147103;148269;146366;-11900
150;Ondergrens 67%-prognose-interval;2026;176384;149397;146940;145857;-12721
151;Ondergrens 67%-prognose-interval;2027;175977;151365;146427;145285;-13218
152;Ondergrens 67%-prognose-interval;2028;175699;152918;145746;144597;-13679
153;Ondergrens 67%-prognose-interval;2029;175401;154513;145285;144132;-14047
154;Ondergrens 67%-prognose-interval;2030;175160;156249;145182;144369;-15183
155;Ondergrens 67%-prognose-interval;2031;174907;158485;144649;144741;-15337
156;Ondergrens 67%-prognose-interval;2032;174193;160417;144596;145189;-15506
157;Ondergrens 67%-prognose-interval;2033;172931;162153;144496;145656;-15385
158;Ondergrens 67%-prognose-interval;2034;171295;163825;145109;145826;-15657
159;Ondergrens 67%-prognose-interval;2035;169701;165736;145450;145646;-15128
160;Ondergrens 67%-prognose-interval;2036;168202;167699;145744;145232;-14786
161;Ondergrens 67%-prognose-interval;2037;166840;169317;146094;144844;-14457
162;Ondergrens 67%-prognose-interval;2038;165303;171031;145359;144700;-14452
163;Ondergrens 67%-prognose-interval;2039;163838;172791;144792;144522;-14077
164;Ondergrens 67%-prognose-interval;2040;162223;174191;143974;144582;-14458
165;Ondergrens 67%-prognose-interval;2041;161309;175106;143188;144676;-15024
166;Ondergrens 67%-prognose-interval;2042;160597;176368;142909;144715;-15368
167;Ondergrens 67%-prognose-interval;2043;159977;177422;142885;144432;-15475
168;Ondergrens 67%-prognose-interval;2044;159450;178074;143724;144388;-15508
169;Ondergrens 67%-prognose-interval;2045;159033;178538;143504;144200;-14793
170;Ondergrens 67%-prognose-interval;2046;158681;178925;143575;144074;-14361
171;Ondergrens 67%-prognose-interval;2047;157994;179772;143478;143982;-14211
172;Ondergrens 67%-prognose-interval;2048;157643;180406;144324;144065;-14303
173;Ondergrens 67%-prognose-interval;2049;157508;180964;145398;144264;-14402
174;Ondergrens 67%-prognose-interval;2050;157654;181356;146348;144224;-15006
175;Ondergrens 67%-prognose-interval;2051;157682;181941;146316;144155;-15685
176;Ondergrens 67%-prognose-interval;2052;157826;182628;145692;144029;-16004
177;Ondergrens 67%-prognose-interval;2053;157979;182884;144624;143946;-16125
178;Ondergrens 67%-prognose-interval;2054;158051;182500;144462;143735;-16328
179;Ondergrens 67%-prognose-interval;2055;157749;182138;144141;143812;-16423
180;Ondergrens 67%-prognose-interval;2056;157652;181915;143982;143592;-16129
181;Ondergrens 67%-prognose-interval;2057;157446;181593;143174;143113;-15988
182;Ondergrens 67%-prognose-interval;2058;157478;180800;143532;143157;-15371
183;Ondergrens 67%-prognose-interval;2059;157471;179627;144335;143087;-14945
184;Bovengrens 67%-prognose-interval;2014;178327;146105;194135;153803;50624
185;Bovengrens 67%-prognose-interval;2015;182730;149175;204428;159900;57572
186;Bovengrens 67%-prognose-interval;2016;186912;152579;213604;166014;61676
187;Bovengrens 67%-prognose-interval;2017;190175;155538;221246;171758;63175
188;Bovengrens 67%-prognose-interval;2018;193163;158192;222149;177190;59708
189;Bovengrens 67%-prognose-interval;2019;195730;160816;222720;181106;56480
190;Bovengrens 67%-prognose-interval;2020;197786;163900;222210;183116;53336
191;Bovengrens 67%-prognose-interval;2021;199549;166519;225107;184254;53770
192;Bovengrens 67%-prognose-interval;2022;201653;169237;226666;185067;53987
193;Bovengrens 67%-prognose-interval;2023;203503;171944;227835;185962;53517
194;Bovengrens 67%-prognose-interval;2024;205201;174931;227701;186848;53548
195;Bovengrens 67%-prognose-interval;2025;206652;178288;228580;188018;53366
196;Bovengrens 67%-prognose-interval;2026;207809;181111;228655;189181;53091
197;Bovengrens 67%-prognose-interval;2027;209169;183909;229735;190035;53186
198;Bovengrens 67%-prognose-interval;2028;210065;186348;230523;191100;53732
199;Bovengrens 67%-prognose-interval;2029;210895;188872;230941;191649;53735
200;Bovengrens 67%-prognose-interval;2030;211612;191598;231889;192138;53968
201;Bovengrens 67%-prognose-interval;2031;211815;194259;232509;192550;53534
202;Bovengrens 67%-prognose-interval;2032;211781;196974;232778;193168;53341
203;Bovengrens 67%-prognose-interval;2033;211263;199745;233396;193395;53047
204;Bovengrens 67%-prognose-interval;2034;211038;202495;233500;194132;52855
205;Bovengrens 67%-prognose-interval;2035;210848;205169;234660;194932;52697
206;Bovengrens 67%-prognose-interval;2036;210679;207467;234780;195443;53060
207;Bovengrens 67%-prognose-interval;2037;209846;209841;235835;196218;52763
208;Bovengrens 67%-prognose-interval;2038;209018;211677;236405;196988;52639
209;Bovengrens 67%-prognose-interval;2039;208367;213718;237261;197483;52251
210;Bovengrens 67%-prognose-interval;2040;208370;214912;236893;197848;52103
211;Bovengrens 67%-prognose-interval;2041;208024;216453;236802;198506;52129
212;Bovengrens 67%-prognose-interval;2042;207844;217185;237040;198628;52484
213;Bovengrens 67%-prognose-interval;2043;208012;217640;236797;198683;52372
214;Bovengrens 67%-prognose-interval;2044;208783;218559;235914;198829;52664
215;Bovengrens 67%-prognose-interval;2045;209592;219243;235767;199250;52554
216;Bovengrens 67%-prognose-interval;2046;210637;220822;236825;199349;52267
217;Bovengrens 67%-prognose-interval;2047;211720;221598;237953;199420;51852
218;Bovengrens 67%-prognose-interval;2048;213176;222611;238121;200253;51439
219;Bovengrens 67%-prognose-interval;2049;214917;223097;238122;200883;50813
220;Bovengrens 67%-prognose-interval;2050;217157;223487;238002;201677;50426
221;Bovengrens 67%-prognose-interval;2051;219064;224059;237527;202637;49906
222;Bovengrens 67%-prognose-interval;2052;220577;224346;236828;203676;48958
223;Bovengrens 67%-prognose-interval;2053;221966;224325;236015;204238;48976
224;Bovengrens 67%-prognose-interval;2054;223513;224062;236261;204924;48891
225;Bovengrens 67%-prognose-interval;2055;225073;223283;236587;205067;48595
226;Bovengrens 67%-prognose-interval;2056;226213;222232;238182;204952;48278
227;Bovengrens 67%-prognose-interval;2057;227352;220835;237804;204786;48663
228;Bovengrens 67%-prognose-interval;2058;228512;219521;237401;204304;48356
229;Bovengrens 67%-prognose-interval;2059;229658;218247;236173;204231;47938
