ID;GWW;Periods;InputPriceIndices_1;ChangesComparedTo1YearEarlier_2
488;4212a.11.03 Superstructure - Trackwork;2020 January;100.7;
489;4212a.11.03 Superstructure - Trackwork;2020 February;100.7;
490;4212a.11.03 Superstructure - Trackwork;2020 March;100.4;
491;4212a.11.03 Superstructure - Trackwork;2020 April;100.1;
492;4212a.11.03 Superstructure - Trackwork;2020 May;99.3;
493;4212a.11.03 Superstructure - Trackwork;2020 June;98.9;
494;4212a.11.03 Superstructure - Trackwork;2020 July;99.8;
495;4212a.11.03 Superstructure - Trackwork;2020 August;99.8;
496;4212a.11.03 Superstructure - Trackwork;2020 September;99.5;
497;4212a.11.03 Superstructure - Trackwork;2020 October;99.6;
498;4212a.11.03 Superstructure - Trackwork;2020 November;100.0;
499;4212a.11.03 Superstructure - Trackwork;2020 December;101.2;
500;4212a.11.03 Superstructure - Trackwork;2021 January;104.5;3.8
501;4212a.11.03 Superstructure - Trackwork;2021 February;105.5;4.8
502;4212a.11.03 Superstructure - Trackwork;2021 March;106.4;5.9
503;4212a.11.03 Superstructure - Trackwork;2021 April;107.7;7.5
504;4212a.11.03 Superstructure - Trackwork;2021 May;109.6;10.4
505;4212a.11.03 Superstructure - Trackwork;2021 June;111.4;12.6
506;4212a.11.03 Superstructure - Trackwork;2021 July;113.6;13.9
507;4212a.11.03 Superstructure - Trackwork;2021 August;115.7;15.9
508;4212a.11.03 Superstructure - Trackwork;2021 September;115.6;16.2
509;4212a.11.03 Superstructure - Trackwork;2021 October;117.1;17.6
510;4212a.11.03 Superstructure - Trackwork;2021 November;116.9;16.9
511;4212a.11.03 Superstructure - Trackwork;2021 December;118.3;16.9
512;4212a.11.03 Superstructure - Trackwork;2022 January;121.5;16.2
513;4212a.11.03 Superstructure - Trackwork;2022 February;122.7;16.3
514;4212a.11.03 Superstructure - Trackwork;2022 March;128.0;20.3
515;4212a.11.03 Superstructure - Trackwork;2022 April;135.4;25.7
516;4212a.11.03 Superstructure - Trackwork;2022 May;137.9;25.8
517;4212a.11.03 Superstructure - Trackwork;2022 June;135.0;21.2
518;4212a.11.03 Superstructure - Trackwork;2022 July;134.2;18.1
519;4212a.11.03 Superstructure - Trackwork;2022 August;132.9;14.9
520;4212a.11.03 Superstructure - Trackwork;2022 September;134.0;16.0
521;4212a.11.03 Superstructure - Trackwork;2022 October;132.1;12.9
522;4212a.11.03 Superstructure - Trackwork;2022 November;129.3;10.6
523;4212a.11.03 Superstructure - Trackwork;2022 December;126.5;7.0
524;4212a.11.03 Superstructure - Trackwork;2023 January;126.4;4.1
525;4212a.11.03 Superstructure - Trackwork;2023 February;125.9;2.6
526;4212a.11.03 Superstructure - Trackwork;2023 March;126.5;-1.2
527;4212a.11.03 Superstructure - Trackwork;2023 April;127.0;-6.2
528;4212a.11.03 Superstructure - Trackwork;2023 May;126.5;-8.3
529;4212a.11.03 Superstructure - Trackwork;2023 June;124.4;-7.9
530;4212a.11.03 Superstructure - Trackwork;2023 July;122.3;-8.9
531;4212a.11.03 Superstructure - Trackwork;2023 August;122.0;-8.2
532;4212a.11.03 Superstructure - Trackwork;2023 September;121.9;-9.1
533;4212a.11.03 Superstructure - Trackwork;2023 October;122.4;-7.4
534;4212a.11.03 Superstructure - Trackwork;2023 November;121.8;-5.8
535;4212a.11.03 Superstructure - Trackwork;2023 December;122.1;-3.5
536;4212a.11.03 Superstructure - Trackwork;2024 January;122.9;-2.8
537;4212a.11.03 Superstructure - Trackwork;2024 February;123.6;-1.9
538;4212a.11.03 Superstructure - Trackwork;2024 March;123.6;-2.3
539;4212a.11.03 Superstructure - Trackwork;2024 April;124.3;-2.1
540;4212a.11.03 Superstructure - Trackwork;2024 May;123.9;-2.1
541;4212a.11.03 Superstructure - Trackwork;2024 June;124.3;-0.1
542;4212a.11.03 Superstructure - Trackwork;2024 July;125.8;2.9
543;4212a.11.03 Superstructure - Trackwork;2024 August;126.2;3.5
544;4212a.11.03 Superstructure - Trackwork;2024 September;125.9;3.3
545;4212a.11.03 Superstructure - Trackwork;2024 October;124.0;1.3
546;4212a.11.03 Superstructure - Trackwork;2024 November;124.7;2.4
547;4212a.11.03 Superstructure - Trackwork;2024 December;125.0;2.4
548;4212a.11.03 Superstructure - Trackwork;2025 January;125.8;2.4
549;4212a.11.04 Overhead lines and support;2020 January;100.0;
550;4212a.11.04 Overhead lines and support;2020 February;99.9;
551;4212a.11.04 Overhead lines and support;2020 March;99.8;
552;4212a.11.04 Overhead lines and support;2020 April;99.6;
553;4212a.11.04 Overhead lines and support;2020 May;99.3;
554;4212a.11.04 Overhead lines and support;2020 June;99.3;
555;4212a.11.04 Overhead lines and support;2020 July;99.9;
556;4212a.11.04 Overhead lines and support;2020 August;99.8;
557;4212a.11.04 Overhead lines and support;2020 September;99.9;
558;4212a.11.04 Overhead lines and support;2020 October;100.3;
559;4212a.11.04 Overhead lines and support;2020 November;100.6;
560;4212a.11.04 Overhead lines and support;2020 December;101.6;
561;4212a.11.04 Overhead lines and support;2021 January;103.0;3.0
562;4212a.11.04 Overhead lines and support;2021 February;103.6;3.7
563;4212a.11.04 Overhead lines and support;2021 March;104.3;4.5
564;4212a.11.04 Overhead lines and support;2021 April;106.5;7.0
565;4212a.11.04 Overhead lines and support;2021 May;107.4;8.1
566;4212a.11.04 Overhead lines and support;2021 June;108.6;9.4
567;4212a.11.04 Overhead lines and support;2021 July;112.3;12.4
568;4212a.11.04 Overhead lines and support;2021 August;112.7;12.9
569;4212a.11.04 Overhead lines and support;2021 September;113.4;13.5
570;4212a.11.04 Overhead lines and support;2021 October;116.4;16.1
571;4212a.11.04 Overhead lines and support;2021 November;116.4;15.7
572;4212a.11.04 Overhead lines and support;2021 December;116.5;14.6
573;4212a.11.04 Overhead lines and support;2022 January;120.2;16.7
574;4212a.11.04 Overhead lines and support;2022 February;120.6;16.4
575;4212a.11.04 Overhead lines and support;2022 March;123.4;18.3
576;4212a.11.04 Overhead lines and support;2022 April;127.3;19.5
577;4212a.11.04 Overhead lines and support;2022 May;128.6;19.8
578;4212a.11.04 Overhead lines and support;2022 June;127.8;17.6
579;4212a.11.04 Overhead lines and support;2022 July;128.2;14.2
580;4212a.11.04 Overhead lines and support;2022 August;127.0;12.7
581;4212a.11.04 Overhead lines and support;2022 September;126.9;11.9
582;4212a.11.04 Overhead lines and support;2022 October;124.8;7.2
583;4212a.11.04 Overhead lines and support;2022 November;123.5;6.1
584;4212a.11.04 Overhead lines and support;2022 December;122.4;5.1
585;4212a.11.04 Overhead lines and support;2023 January;122.7;2.1
586;4212a.11.04 Overhead lines and support;2023 February;122.2;1.3
587;4212a.11.04 Overhead lines and support;2023 March;122.6;-0.6
588;4212a.11.04 Overhead lines and support;2023 April;122.6;-3.7
589;4212a.11.04 Overhead lines and support;2023 May;122.3;-4.9
590;4212a.11.04 Overhead lines and support;2023 June;121.2;-5.1
591;4212a.11.04 Overhead lines and support;2023 July;120.6;-5.9
592;4212a.11.04 Overhead lines and support;2023 August;120.0;-5.5
593;4212a.11.04 Overhead lines and support;2023 September;119.6;-5.8
594;4212a.11.04 Overhead lines and support;2023 October;119.1;-4.5
595;4212a.11.04 Overhead lines and support;2023 November;119.2;-3.5
596;4212a.11.04 Overhead lines and support;2023 December;118.8;-2.9
597;4212a.11.04 Overhead lines and support;2024 January;120.5;-1.8
598;4212a.11.04 Overhead lines and support;2024 February;120.6;-1.3
599;4212a.11.04 Overhead lines and support;2024 March;120.8;-1.5
600;4212a.11.04 Overhead lines and support;2024 April;121.1;-1.2
601;4212a.11.04 Overhead lines and support;2024 May;120.9;-1.1
602;4212a.11.04 Overhead lines and support;2024 June;121.1;-0.1
603;4212a.11.04 Overhead lines and support;2024 July;124.6;3.3
604;4212a.11.04 Overhead lines and support;2024 August;124.4;3.6
605;4212a.11.04 Overhead lines and support;2024 September;124.6;4.2
606;4212a.11.04 Overhead lines and support;2024 October;124.2;4.2
607;4212a.11.04 Overhead lines and support;2024 November;124.3;4.3
608;4212a.11.04 Overhead lines and support;2024 December;124.3;4.6
609;4212a.11.04 Overhead lines and support;2025 January;125.2;3.9
610;4212a.11.05 Electrical engineering;2020 January;99.3;
611;4212a.11.05 Electrical engineering;2020 February;99.5;
612;4212a.11.05 Electrical engineering;2020 March;99.5;
613;4212a.11.05 Electrical engineering;2020 April;99.6;
614;4212a.11.05 Electrical engineering;2020 May;99.6;
615;4212a.11.05 Electrical engineering;2020 June;99.4;
616;4212a.11.05 Electrical engineering;2020 July;100.5;
617;4212a.11.05 Electrical engineering;2020 August;100.3;
618;4212a.11.05 Electrical engineering;2020 September;100.4;
619;4212a.11.05 Electrical engineering;2020 October;100.4;
620;4212a.11.05 Electrical engineering;2020 November;100.4;
621;4212a.11.05 Electrical engineering;2020 December;101.0;
622;4212a.11.05 Electrical engineering;2021 January;101.5;2.2
623;4212a.11.05 Electrical engineering;2021 February;101.5;2.0
624;4212a.11.05 Electrical engineering;2021 March;101.7;2.3
625;4212a.11.05 Electrical engineering;2021 April;101.9;2.3
626;4212a.11.05 Electrical engineering;2021 May;101.9;2.3
627;4212a.11.05 Electrical engineering;2021 June;102.0;2.6
628;4212a.11.05 Electrical engineering;2021 July;102.7;2.2
629;4212a.11.05 Electrical engineering;2021 August;101.6;1.3
630;4212a.11.05 Electrical engineering;2021 September;101.6;1.3
631;4212a.11.05 Electrical engineering;2021 October;102.2;1.8
632;4212a.11.05 Electrical engineering;2021 November;102.3;1.8
633;4212a.11.05 Electrical engineering;2021 December;102.4;1.4
634;4212a.11.05 Electrical engineering;2022 January;104.4;2.8
635;4212a.11.05 Electrical engineering;2022 February;105.4;3.8
636;4212a.11.05 Electrical engineering;2022 March;105.5;3.6
637;4212a.11.05 Electrical engineering;2022 April;106.1;4.2
638;4212a.11.05 Electrical engineering;2022 May;107.6;5.6
639;4212a.11.05 Electrical engineering;2022 June;107.5;5.4
640;4212a.11.05 Electrical engineering;2022 July;108.2;5.3
641;4212a.11.05 Electrical engineering;2022 August;108.4;6.7
642;4212a.11.05 Electrical engineering;2022 September;109.1;7.4
643;4212a.11.05 Electrical engineering;2022 October;110.1;7.7
644;4212a.11.05 Electrical engineering;2022 November;110.1;7.6
645;4212a.11.05 Electrical engineering;2022 December;112.5;9.9
646;4212a.11.05 Electrical engineering;2023 January;112.7;8.0
647;4212a.11.05 Electrical engineering;2023 February;112.8;7.0
648;4212a.11.05 Electrical engineering;2023 March;113.6;7.7
649;4212a.11.05 Electrical engineering;2023 April;113.8;7.3
650;4212a.11.05 Electrical engineering;2023 May;113.7;5.7
651;4212a.11.05 Electrical engineering;2023 June;113.9;5.9
652;4212a.11.05 Electrical engineering;2023 July;114.0;5.3
653;4212a.11.05 Electrical engineering;2023 August;114.0;5.1
654;4212a.11.05 Electrical engineering;2023 September;113.9;4.4
655;4212a.11.05 Electrical engineering;2023 October;114.2;3.8
656;4212a.11.05 Electrical engineering;2023 November;116.8;6.2
657;4212a.11.05 Electrical engineering;2023 December;117.1;4.1
658;4212a.11.05 Electrical engineering;2024 January;118.3;4.9
659;4212a.11.05 Electrical engineering;2024 February;118.8;5.3
660;4212a.11.05 Electrical engineering;2024 March;118.9;4.6
661;4212a.11.05 Electrical engineering;2024 April;119.6;5.0
662;4212a.11.05 Electrical engineering;2024 May;118.7;4.3
663;4212a.11.05 Electrical engineering;2024 June;119.5;5.0
664;4212a.11.05 Electrical engineering;2024 July;121.7;6.8
665;4212a.11.05 Electrical engineering;2024 August;121.8;6.9
666;4212a.11.05 Electrical engineering;2024 September;121.7;6.8
667;4212a.11.05 Electrical engineering;2024 October;121.6;6.5
668;4212a.11.05 Electrical engineering;2024 November;121.9;4.4
669;4212a.11.05 Electrical engineering;2024 December;122.1;4.3
670;4212a.11.05 Electrical engineering;2025 January;123.7;4.5
671;4212a.11.06 Cable networks;2020 January;99.4;
672;4212a.11.06 Cable networks;2020 February;99.3;
673;4212a.11.06 Cable networks;2020 March;98.9;
674;4212a.11.06 Cable networks;2020 April;98.9;
675;4212a.11.06 Cable networks;2020 May;99.0;
676;4212a.11.06 Cable networks;2020 June;99.1;
677;4212a.11.06 Cable networks;2020 July;100.2;
678;4212a.11.06 Cable networks;2020 August;100.7;
679;4212a.11.06 Cable networks;2020 September;100.9;
680;4212a.11.06 Cable networks;2020 October;100.9;
681;4212a.11.06 Cable networks;2020 November;100.9;
682;4212a.11.06 Cable networks;2020 December;101.9;
683;4212a.11.06 Cable networks;2021 January;101.2;1.8
684;4212a.11.06 Cable networks;2021 February;101.8;2.4
685;4212a.11.06 Cable networks;2021 March;102.9;4.0
686;4212a.11.06 Cable networks;2021 April;103.3;4.5
687;4212a.11.06 Cable networks;2021 May;104.6;5.7
688;4212a.11.06 Cable networks;2021 June;105.3;6.2
689;4212a.11.06 Cable networks;2021 July;105.3;5.1
690;4212a.11.06 Cable networks;2021 August;105.1;4.3
691;4212a.11.06 Cable networks;2021 September;105.3;4.4
692;4212a.11.06 Cable networks;2021 October;106.2;5.3
693;4212a.11.06 Cable networks;2021 November;106.6;5.6
694;4212a.11.06 Cable networks;2021 December;106.8;4.9
695;4212a.11.06 Cable networks;2022 January;109.4;8.0
696;4212a.11.06 Cable networks;2022 February;110.2;8.3
697;4212a.11.06 Cable networks;2022 March;111.2;8.1
698;4212a.11.06 Cable networks;2022 April;112.3;8.7
699;4212a.11.06 Cable networks;2022 May;112.4;7.4
700;4212a.11.06 Cable networks;2022 June;112.8;7.1
701;4212a.11.06 Cable networks;2022 July;112.9;7.2
702;4212a.11.06 Cable networks;2022 August;113.5;8.0
703;4212a.11.06 Cable networks;2022 September;114.5;8.7
704;4212a.11.06 Cable networks;2022 October;114.3;7.6
705;4212a.11.06 Cable networks;2022 November;114.5;7.5
706;4212a.11.06 Cable networks;2022 December;114.4;7.1
707;4212a.11.06 Cable networks;2023 January;116.3;6.4
708;4212a.11.06 Cable networks;2023 February;116.7;5.9
709;4212a.11.06 Cable networks;2023 March;117.8;5.9
710;4212a.11.06 Cable networks;2023 April;117.7;4.8
711;4212a.11.06 Cable networks;2023 May;117.3;4.4
712;4212a.11.06 Cable networks;2023 June;117.4;4.1
713;4212a.11.06 Cable networks;2023 July;118.2;4.7
714;4212a.11.06 Cable networks;2023 August;118.5;4.4
715;4212a.11.06 Cable networks;2023 September;118.4;3.4
716;4212a.11.06 Cable networks;2023 October;118.1;3.3
717;4212a.11.06 Cable networks;2023 November;118.1;3.1
718;4212a.11.06 Cable networks;2023 December;118.0;3.2
719;4212a.11.06 Cable networks;2024 January;120.4;3.5
720;4212a.11.06 Cable networks;2024 February;120.4;3.2
721;4212a.11.06 Cable networks;2024 March;120.6;2.4
722;4212a.11.06 Cable networks;2024 April;121.4;3.1
723;4212a.11.06 Cable networks;2024 May;122.0;4.0
724;4212a.11.06 Cable networks;2024 June;122.3;4.1
725;4212a.11.06 Cable networks;2024 July;128.4;8.6
726;4212a.11.06 Cable networks;2024 August;127.1;7.3
727;4212a.11.06 Cable networks;2024 September;126.6;7.0
728;4212a.11.06 Cable networks;2024 October;126.4;7.0
729;4212a.11.06 Cable networks;2024 November;127.1;7.6
730;4212a.11.06 Cable networks;2024 December;126.9;7.6
731;4212a.11.06 Cable networks;2025 January;127.8;6.1
732;4212a.11.07 Works of art concrete;2020 January;100.0;
733;4212a.11.07 Works of art concrete;2020 February;99.9;
734;4212a.11.07 Works of art concrete;2020 March;99.9;
735;4212a.11.07 Works of art concrete;2020 April;99.7;
736;4212a.11.07 Works of art concrete;2020 May;99.3;
737;4212a.11.07 Works of art concrete;2020 June;99.2;
738;4212a.11.07 Works of art concrete;2020 July;100.0;
739;4212a.11.07 Works of art concrete;2020 August;100.1;
740;4212a.11.07 Works of art concrete;2020 September;100.1;
741;4212a.11.07 Works of art concrete;2020 October;100.1;
742;4212a.11.07 Works of art concrete;2020 November;100.3;
743;4212a.11.07 Works of art concrete;2020 December;101.4;
744;4212a.11.07 Works of art concrete;2021 January;103.4;3.4
745;4212a.11.07 Works of art concrete;2021 February;104.1;4.2
746;4212a.11.07 Works of art concrete;2021 March;104.5;4.7
747;4212a.11.07 Works of art concrete;2021 April;106.0;6.3
748;4212a.11.07 Works of art concrete;2021 May;107.2;8.0
749;4212a.11.07 Works of art concrete;2021 June;108.7;9.6
750;4212a.11.07 Works of art concrete;2021 July;111.7;11.7
751;4212a.11.07 Works of art concrete;2021 August;112.5;12.4
752;4212a.11.07 Works of art concrete;2021 September;112.4;12.3
753;4212a.11.07 Works of art concrete;2021 October;113.8;13.7
754;4212a.11.07 Works of art concrete;2021 November;113.7;13.3
755;4212a.11.07 Works of art concrete;2021 December;114.0;12.3
756;4212a.11.07 Works of art concrete;2022 January;117.2;13.4
757;4212a.11.07 Works of art concrete;2022 February;117.7;13.1
758;4212a.11.07 Works of art concrete;2022 March;120.8;15.5
759;4212a.11.07 Works of art concrete;2022 April;125.7;18.6
760;4212a.11.07 Works of art concrete;2022 May;127.1;18.6
761;4212a.11.07 Works of art concrete;2022 June;124.6;14.6
762;4212a.11.07 Works of art concrete;2022 July;124.9;11.8
763;4212a.11.07 Works of art concrete;2022 August;123.9;10.1
764;4212a.11.07 Works of art concrete;2022 September;124.3;10.6
765;4212a.11.07 Works of art concrete;2022 October;122.7;7.9
766;4212a.11.07 Works of art concrete;2022 November;121.8;7.1
767;4212a.11.07 Works of art concrete;2022 December;120.0;5.3
768;4212a.11.07 Works of art concrete;2023 January;121.5;3.6
769;4212a.11.07 Works of art concrete;2023 February;121.3;3.1
770;4212a.11.07 Works of art concrete;2023 March;122.4;1.3
771;4212a.11.07 Works of art concrete;2023 April;122.8;-2.3
772;4212a.11.07 Works of art concrete;2023 May;122.5;-3.6
773;4212a.11.07 Works of art concrete;2023 June;121.4;-2.6
774;4212a.11.07 Works of art concrete;2023 July;121.3;-2.9
775;4212a.11.07 Works of art concrete;2023 August;120.5;-2.7
776;4212a.11.07 Works of art concrete;2023 September;120.2;-3.3
777;4212a.11.07 Works of art concrete;2023 October;119.8;-2.4
778;4212a.11.07 Works of art concrete;2023 November;119.8;-1.6
779;4212a.11.07 Works of art concrete;2023 December;120.1;0.0
780;4212a.11.07 Works of art concrete;2024 January;121.7;0.2
781;4212a.11.07 Works of art concrete;2024 February;121.7;0.3
782;4212a.11.07 Works of art concrete;2024 March;121.6;-0.6
783;4212a.11.07 Works of art concrete;2024 April;121.4;-1.1
784;4212a.11.07 Works of art concrete;2024 May;120.8;-1.3
785;4212a.11.07 Works of art concrete;2024 June;121.1;-0.3
786;4212a.11.07 Works of art concrete;2024 July;124.6;2.6
787;4212a.11.07 Works of art concrete;2024 August;124.7;3.5
788;4212a.11.07 Works of art concrete;2024 September;124.8;3.9
789;4212a.11.07 Works of art concrete;2024 October;124.1;3.6
790;4212a.11.07 Works of art concrete;2024 November;124.2;3.7
791;4212a.11.07 Works of art concrete;2024 December;124.2;3.4
792;4212a.11.07 Works of art concrete;2025 January;125.0;2.7
793;4212a.11.08 Works of art steel;2020 January;99.7;
794;4212a.11.08 Works of art steel;2020 February;100.1;
795;4212a.11.08 Works of art steel;2020 March;100.1;
796;4212a.11.08 Works of art steel;2020 April;100.1;
797;4212a.11.08 Works of art steel;2020 May;99.8;
798;4212a.11.08 Works of art steel;2020 June;99.7;
799;4212a.11.08 Works of art steel;2020 July;100.4;
800;4212a.11.08 Works of art steel;2020 August;99.9;
801;4212a.11.08 Works of art steel;2020 September;99.9;
802;4212a.11.08 Works of art steel;2020 October;100.0;
803;4212a.11.08 Works of art steel;2020 November;100.0;
804;4212a.11.08 Works of art steel;2020 December;100.4;
805;4212a.11.08 Works of art steel;2021 January;100.5;0.8
806;4212a.11.08 Works of art steel;2021 February;100.6;0.5
807;4212a.11.08 Works of art steel;2021 March;100.8;0.7
808;4212a.11.08 Works of art steel;2021 April;101.5;1.4
809;4212a.11.08 Works of art steel;2021 May;101.6;1.9
810;4212a.11.08 Works of art steel;2021 June;102.3;2.7
811;4212a.11.08 Works of art steel;2021 July;103.2;2.8
812;4212a.11.08 Works of art steel;2021 August;102.9;3.1
813;4212a.11.08 Works of art steel;2021 September;102.9;3.1
814;4212a.11.08 Works of art steel;2021 October;103.7;3.7
815;4212a.11.08 Works of art steel;2021 November;104.0;4.0
816;4212a.11.08 Works of art steel;2021 December;104.2;3.7
817;4212a.11.08 Works of art steel;2022 January;106.6;6.1
818;4212a.11.08 Works of art steel;2022 February;107.3;6.7
819;4212a.11.08 Works of art steel;2022 March;108.1;7.3
820;4212a.11.08 Works of art steel;2022 April;109.5;7.9
821;4212a.11.08 Works of art steel;2022 May;109.6;7.9
822;4212a.11.08 Works of art steel;2022 June;110.6;8.1
823;4212a.11.08 Works of art steel;2022 July;111.5;8.1
824;4212a.11.08 Works of art steel;2022 August;112.0;8.8
825;4212a.11.08 Works of art steel;2022 September;113.0;9.8
826;4212a.11.08 Works of art steel;2022 October;113.2;9.2
827;4212a.11.08 Works of art steel;2022 November;113.2;8.8
828;4212a.11.08 Works of art steel;2022 December;113.2;8.6
829;4212a.11.08 Works of art steel;2023 January;114.6;7.5
830;4212a.11.08 Works of art steel;2023 February;114.5;6.7
831;4212a.11.08 Works of art steel;2023 March;115.4;6.7
832;4212a.11.08 Works of art steel;2023 April;115.4;5.4
833;4212a.11.08 Works of art steel;2023 May;115.5;5.3
834;4212a.11.08 Works of art steel;2023 June;115.2;4.2
835;4212a.11.08 Works of art steel;2023 July;116.3;4.3
836;4212a.11.08 Works of art steel;2023 August;116.1;3.6
837;4212a.11.08 Works of art steel;2023 September;115.9;2.6
838;4212a.11.08 Works of art steel;2023 October;116.0;2.5
839;4212a.11.08 Works of art steel;2023 November;115.8;2.3
840;4212a.11.08 Works of art steel;2023 December;115.6;2.2
841;4212a.11.08 Works of art steel;2024 January;117.7;2.7
842;4212a.11.08 Works of art steel;2024 February;117.6;2.7
843;4212a.11.08 Works of art steel;2024 March;117.6;1.9
844;4212a.11.08 Works of art steel;2024 April;117.6;1.9
845;4212a.11.08 Works of art steel;2024 May;117.9;2.0
846;4212a.11.08 Works of art steel;2024 June;118.1;2.5
847;4212a.11.08 Works of art steel;2024 July;121.8;4.7
848;4212a.11.08 Works of art steel;2024 August;121.8;4.9
849;4212a.11.08 Works of art steel;2024 September;122.2;5.4
850;4212a.11.08 Works of art steel;2024 October;122.0;5.2
851;4212a.11.08 Works of art steel;2024 November;122.3;5.6
852;4212a.11.08 Works of art steel;2024 December;122.3;5.7
853;4212a.11.08 Works of art steel;2025 January;122.5;4.0
854;4212a.11.09 Elevators;2020 January;100.9;
855;4212a.11.09 Elevators;2020 February;100.8;
856;4212a.11.09 Elevators;2020 March;100.6;
857;4212a.11.09 Elevators;2020 April;100.6;
858;4212a.11.09 Elevators;2020 May;99.9;
859;4212a.11.09 Elevators;2020 June;99.5;
860;4212a.11.09 Elevators;2020 July;99.3;
861;4212a.11.09 Elevators;2020 August;99.2;
862;4212a.11.09 Elevators;2020 September;99.3;
863;4212a.11.09 Elevators;2020 October;99.4;
864;4212a.11.09 Elevators;2020 November;99.7;
865;4212a.11.09 Elevators;2020 December;100.7;
866;4212a.11.09 Elevators;2021 January;103.2;2.3
867;4212a.11.09 Elevators;2021 February;104.7;3.9
868;4212a.11.09 Elevators;2021 March;106.3;5.7
869;4212a.11.09 Elevators;2021 April;110.1;9.5
870;4212a.11.09 Elevators;2021 May;112.1;12.2
871;4212a.11.09 Elevators;2021 June;113.7;14.3
872;4212a.11.09 Elevators;2021 July;118.6;19.5
873;4212a.11.09 Elevators;2021 August;119.2;20.2
874;4212a.11.09 Elevators;2021 September;119.1;19.9
875;4212a.11.09 Elevators;2021 October;121.8;22.5
876;4212a.11.09 Elevators;2021 November;122.0;22.4
877;4212a.11.09 Elevators;2021 December;122.2;21.3
878;4212a.11.09 Elevators;2022 January;125.3;21.4
879;4212a.11.09 Elevators;2022 February;125.8;20.1
880;4212a.11.09 Elevators;2022 March;129.7;22.0
881;4212a.11.09 Elevators;2022 April;134.9;22.6
882;4212a.11.09 Elevators;2022 May;137.0;22.2
883;4212a.11.09 Elevators;2022 June;135.9;19.4
884;4212a.11.09 Elevators;2022 July;135.9;14.5
885;4212a.11.09 Elevators;2022 August;133.1;11.7
886;4212a.11.09 Elevators;2022 September;132.6;11.3
887;4212a.11.09 Elevators;2022 October;130.5;7.2
888;4212a.11.09 Elevators;2022 November;128.4;5.2
889;4212a.11.09 Elevators;2022 December;127.8;4.6
890;4212a.11.09 Elevators;2023 January;126.3;0.9
891;4212a.11.09 Elevators;2023 February;125.0;-0.6
892;4212a.11.09 Elevators;2023 March;124.9;-3.7
893;4212a.11.09 Elevators;2023 April;125.0;-7.4
894;4212a.11.09 Elevators;2023 May;124.6;-9.0
895;4212a.11.09 Elevators;2023 June;122.7;-9.7
896;4212a.11.09 Elevators;2023 July;120.4;-11.4
897;4212a.11.09 Elevators;2023 August;119.3;-10.4
898;4212a.11.09 Elevators;2023 September;118.7;-10.5
899;4212a.11.09 Elevators;2023 October;118.1;-9.5
900;4212a.11.09 Elevators;2023 November;117.8;-8.3
901;4212a.11.09 Elevators;2023 December;117.2;-8.3
902;4212a.11.09 Elevators;2024 January;117.4;-7.0
903;4212a.11.09 Elevators;2024 February;118.3;-5.4
904;4212a.11.09 Elevators;2024 March;118.5;-5.1
905;4212a.11.09 Elevators;2024 April;117.8;-5.8
906;4212a.11.09 Elevators;2024 May;117.1;-6.0
907;4212a.11.09 Elevators;2024 June;117.5;-4.3
908;4212a.11.09 Elevators;2024 July;117.9;-2.1
909;4212a.11.09 Elevators;2024 August;117.4;-1.6
910;4212a.11.09 Elevators;2024 September;117.4;-1.1
911;4212a.11.09 Elevators;2024 October;116.7;-1.2
912;4212a.11.09 Elevators;2024 November;116.6;-1.0
913;4212a.11.09 Elevators;2024 December;116.2;-0.9
914;4212a.11.09 Elevators;2025 January;116.9;-0.5
915;4212a.11.10 Escalators;2020 January;100.6;
916;4212a.11.10 Escalators;2020 February;100.5;
917;4212a.11.10 Escalators;2020 March;100.3;
918;4212a.11.10 Escalators;2020 April;100.4;
919;4212a.11.10 Escalators;2020 May;100.0;
920;4212a.11.10 Escalators;2020 June;99.7;
921;4212a.11.10 Escalators;2020 July;99.5;
922;4212a.11.10 Escalators;2020 August;99.4;
923;4212a.11.10 Escalators;2020 September;99.5;
924;4212a.11.10 Escalators;2020 October;99.7;
925;4212a.11.10 Escalators;2020 November;99.9;
926;4212a.11.10 Escalators;2020 December;100.5;
927;4212a.11.10 Escalators;2021 January;102.0;1.5
928;4212a.11.10 Escalators;2021 February;103.1;2.5
929;4212a.11.10 Escalators;2021 March;104.1;3.8
930;4212a.11.10 Escalators;2021 April;106.8;6.4
931;4212a.11.10 Escalators;2021 May;108.2;8.2
932;4212a.11.10 Escalators;2021 June;109.4;9.7
933;4212a.11.10 Escalators;2021 July;113.1;13.7
934;4212a.11.10 Escalators;2021 August;113.4;14.1
935;4212a.11.10 Escalators;2021 September;113.4;13.9
936;4212a.11.10 Escalators;2021 October;116.0;16.4
937;4212a.11.10 Escalators;2021 November;116.2;16.4
938;4212a.11.10 Escalators;2021 December;116.4;15.8
939;4212a.11.10 Escalators;2022 January;119.6;17.2
940;4212a.11.10 Escalators;2022 February;120.3;16.7
941;4212a.11.10 Escalators;2022 March;123.3;18.4
942;4212a.11.10 Escalators;2022 April;127.5;19.4
943;4212a.11.10 Escalators;2022 May;128.8;19.0
944;4212a.11.10 Escalators;2022 June;128.2;17.2
945;4212a.11.10 Escalators;2022 July;129.1;14.2
946;4212a.11.10 Escalators;2022 August;127.5;12.4
947;4212a.11.10 Escalators;2022 September;127.5;12.4
948;4212a.11.10 Escalators;2022 October;125.8;8.4
949;4212a.11.10 Escalators;2022 November;124.2;6.9
