ID;Populatie;KenmerkenVanDeSchenking;KenmerkenVanDeSchenker;KenmerkenVanDeOntvanger;Perioden;AantalSchenkingen_1;TotaalBrutoSchenking_2;GemiddeldBrutoSchenking_3;MediaanBrutoSchenking_4;TotaalVerschuldigdeBelasting_5;GemiddeldVerschuldigdeBelasting_6;MediaanVerschuldigdeBelasting_7;TotaalNettoSchenking_8;GemiddeldNettoSchenking_9;MediaanNettoSchenking_10
1598;Alle schenkingen;Totaal alle schenkingen;Leeftijd: 65 jaar of ouder;Vermogen: onbekend;2021;2.8;349.8;127.0;77.0;33.5;12.2;6.8;316.2;114.8;69.7
1599;Alle schenkingen;Totaal alle schenkingen;Leeftijd: 65 jaar of ouder;Vermogen: onbekend;2022;2.6;240.6;92.6;74.8;25.1;9.7;6.0;215.5;83.0;66.7
1600;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Totaal alle ontvangers;2007;3.8;182.3;47.6;26.0;20.1;5.2;1.1;162.2;42.3;24.3
1601;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Totaal alle ontvangers;2008;3.5;232.8;66.6;26.5;21.8;6.2;1.1;210.9;60.4;25.0
1602;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Totaal alle ontvangers;2009;3.3;185.4;55.6;26.3;30.4;9.1;1.1;155.1;46.5;25.0
1603;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Totaal alle ontvangers;2010;2.1;127.6;61.5;27.2;14.3;6.9;2.3;113.3;54.6;25.0
1604;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Totaal alle ontvangers;2011 ;0.7;52.4;72.8;27.2;4.6;6.3;1.4;47.8;66.4;26.0
1605;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Totaal alle ontvangers;2012;0.6;71.2;110.6;26.2;5.5;8.6;1.0;65.7;102.0;25.0
1606;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Totaal alle ontvangers;2013;0.9;75.9;80.8;40.0;3.1;3.3;0.0;72.8;77.5;38.2
1607;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Totaal alle ontvangers;2014;2.1;132.1;61.7;50.0;2.9;1.4;0.0;129.1;60.4;50.0
1608;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Totaal alle ontvangers;2015;0.6;52.8;84.0;27.2;4.8;7.7;1.1;48.0;76.3;25.3
1609;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Totaal alle ontvangers;2016;0.6;53.2;93.8;28.0;6.6;11.6;1.1;46.6;82.2;26.6
1610;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Totaal alle ontvangers;2017;2.1;305.8;148.8;37.5;39.6;19.3;0.0;266.2;129.5;35.0
1611;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Totaal alle ontvangers;2018;0.8;52.9;67.9;25.7;5.5;7.0;0.1;47.5;60.9;25.2
1612;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Totaal alle ontvangers;2019;0.8;49.3;61.1;25.0;6.0;7.5;0.1;43.2;53.7;24.6
1613;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Totaal alle ontvangers;2020;0.9;56.8;63.0;26.5;5.8;6.5;0.0;50.9;56.5;25.0
1614;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Totaal alle ontvangers;2021;0.9;140.1;152.3;33.2;5.7;6.2;0.0;134.5;146.2;30.0
1615;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Totaal alle ontvangers;2022;1.1;77.1;67.3;40.0;4.5;3.9;0.0;72.7;63.4;36.0
1616;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: mannen;2007;1.6;74.1;45.8;26.0;7.1;4.4;1.1;67.0;41.4;24.9
1617;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: mannen;2008;1.5;81.2;52.8;26.4;11.2;7.3;1.1;70.0;45.5;25.0
1618;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: mannen;2009;1.5;76.2;51.8;26.5;13.0;8.9;1.1;63.2;43.0;25.3
1619;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: mannen;2010;1.0;60.4;62.9;27.5;6.0;6.2;2.2;54.4;56.7;25.1
1620;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: mannen;2011 ;0.3;20.0;63.6;31.3;1.9;6.0;1.3;18.1;57.7;27.5
1621;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: mannen;2012;0.3;45.8;151.1;27.7;2.2;7.4;1.1;43.6;143.7;26.2
1622;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: mannen;2013;0.5;47.7;101.6;41.1;1.8;3.7;0.0;46.0;97.8;40.0
1623;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: mannen;2014;1.1;70.8;63.7;50.0;1.4;1.3;0.0;69.4;62.4;50.0
1624;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: mannen;2015;0.3;20.5;78.8;32.7;1.7;6.5;1.4;18.8;72.3;28.2
1625;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: mannen;2016;0.2;18.7;84.9;38.3;2.0;9.1;1.6;16.7;75.8;35.3
1626;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: mannen;2017;1.0;117.5;119.8;40.0;12.9;13.1;0.0;104.6;106.6;37.2
1627;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: mannen;2018;0.3;24.4;77.8;30.0;2.1;6.6;0.0;22.4;71.3;30.0
1628;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: mannen;2019;0.3;21.0;60.2;25.3;2.3;6.5;0.1;18.7;53.7;25.0
1629;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: mannen;2020;0.4;24.5;67.6;31.6;2.7;7.5;0.1;21.8;60.1;26.9
1630;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: mannen;2021;0.4;29.5;75.3;41.5;2.7;7.0;0.0;26.8;68.3;37.0
1631;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: mannen;2022;0.5;38.5;72.8;45.6;1.7;3.1;0.0;36.8;69.7;42.4
1632;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: vrouwen;2007;1.5;71.4;47.4;26.0;8.5;5.7;1.1;62.9;41.8;24.0
1633;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: vrouwen;2008;1.5;66.8;45.8;26.5;8.0;5.5;1.1;58.7;40.3;25.4
1634;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: vrouwen;2009;1.4;58.9;42.5;26.5;7.6;5.5;1.1;51.3;37.0;25.0
1635;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: vrouwen;2010;0.8;43.2;52.1;27.2;4.8;5.7;2.5;38.5;46.3;25.0
1636;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: vrouwen;2011 ;0.3;20.1;65.0;25.9;1.7;5.6;1.7;18.4;59.4;24.7
1637;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: vrouwen;2012;0.3;14.0;55.7;25.0;2.0;8.0;1.0;12.0;47.6;24.1
1638;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: vrouwen;2013;0.4;18.3;48.8;40.0;0.7;2.0;0.0;17.6;46.8;38.8
1639;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: vrouwen;2014;0.9;51.5;58.1;50.0;0.9;1.0;0.0;50.7;57.1;50.0
1640;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: vrouwen;2015;0.2;10.6;45.1;25.0;1.1;4.7;1.0;9.5;40.4;24.5
1641;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: vrouwen;2016;0.2;22.9;103.9;25.5;2.7;12.1;0.8;20.2;91.8;25.4
1642;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: vrouwen;2017;0.9;69.0;78.6;40.0;10.8;12.3;0.0;58.2;66.2;40.0
1643;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: vrouwen;2018;0.3;20.9;66.3;25.7;2.4;7.7;0.3;18.5;58.6;25.0
1644;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: vrouwen;2019;0.3;18.2;63.2;34.8;2.1;7.2;0.3;16.1;56.0;30.5
1645;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: vrouwen;2020;0.4;19.9;51.0;26.5;1.4;3.6;0.0;18.5;47.4;25.2
1646;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: vrouwen;2021;0.4;21.3;58.3;30.0;2.0;5.3;0.0;19.4;53.0;27.7
1647;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: vrouwen;2022;0.5;29.6;60.8;42.0;1.8;3.8;0.0;27.8;57.1;40.0
1648;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: onbekend;2007;0.7;36.7;52.0;26.0;4.4;6.2;1.1;32.3;45.7;24.0
1649;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: onbekend;2008;0.5;84.8;170.4;26.5;2.6;5.3;1.5;82.2;165.1;25.2
1650;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: onbekend;2009;0.5;50.3;105.5;25.0;9.7;20.3;1.2;40.6;85.2;24.0
1651;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: onbekend;2010;0.3;24.0;84.3;26.6;3.6;12.6;2.0;20.4;71.7;24.0
1652;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: onbekend;2011 ;0.1;;;;;;;;;
1653;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: onbekend;2012;0.1;;;;;;;;;
1654;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: onbekend;2013;0.1;;;;;;;;;
1655;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: onbekend;2014;0.1;9.7;69.6;50.0;0.7;4.7;0.1;9.1;64.9;49.6
1656;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: onbekend;2015;0.1;21.8;161.3;30.0;2.0;15.1;2.6;19.7;146.3;25.0
1657;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: onbekend;2016;0.1;11.7;91.9;25.4;1.9;15.0;2.4;9.8;76.9;23.3
1658;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: onbekend;2017;0.2;119.2;611.3;23.4;15.8;81.1;0.0;103.4;530.2;20.0
1659;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: onbekend;2018;0.2;7.6;50.5;20.0;1.0;6.5;0.3;6.6;44.0;14.6
1660;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: onbekend;2019;0.2;10.1;59.4;13.6;1.7;9.8;0.0;8.4;49.6;12.0
1661;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: onbekend;2020;0.2;12.5;83.1;13.5;1.7;11.6;0.0;10.7;71.5;10.8
1662;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: onbekend;2021;0.2;89.3;551.2;22.5;1.0;6.1;0.0;88.3;545.1;20.0
1663;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Geslacht: onbekend;2022;0.1;9.0;69.0;21.9;1.0;7.4;0.0;8.1;61.6;20.0
1664;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 0 tot 25 jaar;2007;0.2;8.7;41.6;22.0;1.2;5.9;1.1;7.5;35.7;21.1
1665;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 0 tot 25 jaar;2008;0.2;8.2;38.7;22.4;1.2;5.7;0.7;7.0;32.9;21.5
1666;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 0 tot 25 jaar;2009;0.2;12.7;58.7;22.8;4.5;20.7;0.9;8.2;38.0;22.8
1667;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 0 tot 25 jaar;2010;0.1;4.0;28.5;17.9;0.4;2.7;0.5;3.6;25.8;16.4
1668;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 0 tot 25 jaar;2011 ;0.1;;;;;;;;;
1669;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 0 tot 25 jaar;2012;0.1;;;;;;;;;
1670;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 0 tot 25 jaar;2013;0.1;;;;;;;;;
1671;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 0 tot 25 jaar;2014;0.1;8.3;68.1;52.0;0.2;1.8;0.0;8.1;66.3;50.0
1672;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 0 tot 25 jaar;2015;0.1;;;;;;;;;
1673;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 0 tot 25 jaar;2016;0.0;;;;;;;;;
1674;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 0 tot 25 jaar;2017;0.2;53.3;256.1;25.5;16.0;76.9;0.0;37.3;179.2;25.5
1675;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 0 tot 25 jaar;2018;0.1;;;;;;;;;
1676;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 0 tot 25 jaar;2019;0.1;;;;;;;;;
1677;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 0 tot 25 jaar;2020;0.1;2.8;27.7;9.0;0.1;1.1;0.0;2.7;26.5;8.7
1678;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 0 tot 25 jaar;2021;0.1;;;;;;;;;
1679;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 0 tot 25 jaar;2022;0.2;14.4;62.7;25.0;0.6;2.7;0.0;13.7;59.9;25.0
1680;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 25 tot 45 jaar;2007;1.1;55.7;49.4;23.0;5.5;4.9;1.0;50.2;44.5;22.0
1681;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 25 tot 45 jaar;2008;1.0;53.0;52.8;25.0;6.4;6.4;1.0;46.5;46.3;24.0
1682;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 25 tot 45 jaar;2009;1.0;53.1;52.1;26.1;7.4;7.3;1.1;45.6;44.8;25.0
1683;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 25 tot 45 jaar;2010;0.7;40.6;61.8;24.0;3.4;5.2;0.8;37.2;56.6;24.0
1684;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 25 tot 45 jaar;2011 ;0.3;23.3;77.9;26.2;1.7;5.8;0.6;21.6;72.2;26.2
1685;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 25 tot 45 jaar;2012;0.2;38.7;160.8;27.7;1.5;6.1;0.0;37.3;154.7;26.2
1686;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 25 tot 45 jaar;2013;0.4;43.3;111.3;50.0;1.4;3.7;0.0;41.9;107.6;49.7
1687;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 25 tot 45 jaar;2014;0.8;51.1;63.8;52.5;0.6;0.7;0.0;50.5;63.1;51.9
1688;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 25 tot 45 jaar;2015;0.2;18.4;82.0;35.0;1.0;4.6;0.6;17.4;77.4;32.0
1689;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 25 tot 45 jaar;2016;0.2;17.1;89.7;33.3;1.0;5.0;0.0;16.2;84.7;32.3
1690;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 25 tot 45 jaar;2017;1.3;115.1;89.2;46.0;4.6;3.5;0.0;110.5;85.6;45.5
1691;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 25 tot 45 jaar;2018;0.4;28.2;80.7;42.4;1.7;5.0;0.0;26.5;75.7;40.0
1692;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 25 tot 45 jaar;2019;0.3;22.9;71.9;46.8;1.7;5.2;0.0;21.3;66.7;43.4
1693;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 25 tot 45 jaar;2020;0.4;28.8;68.3;39.5;2.2;5.3;0.0;26.6;62.9;37.3
1694;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 25 tot 45 jaar;2021;0.4;28.2;68.4;41.3;1.5;3.7;0.0;26.7;64.6;40.0
1695;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 25 tot 45 jaar;2022;0.6;43.9;73.6;52.1;1.6;2.6;0.0;42.3;71.0;50.0
1696;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 45 tot 65 jaar;2007;1.6;73.0;46.7;26.5;7.7;4.9;1.1;65.4;41.8;25.4
1697;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 45 tot 65 jaar;2008;1.5;73.7;47.9;26.9;8.9;5.8;1.1;64.8;42.1;25.7
1698;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 45 tot 65 jaar;2009;1.4;59.1;42.0;27.3;6.5;4.6;1.1;52.6;37.4;26.2
1699;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 45 tot 65 jaar;2010;0.8;48.6;58.9;41.8;5.5;6.7;4.0;43.1;52.2;36.5
1700;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 45 tot 65 jaar;2011 ;0.2;9.6;56.6;32.0;1.3;7.4;3.2;8.3;49.2;28.1
1701;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 45 tot 65 jaar;2012;0.1;11.4;76.3;30.0;1.9;12.6;2.5;9.5;63.7;25.0
1702;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 45 tot 65 jaar;2013;0.2;14.4;60.2;47.1;0.6;2.4;0.2;13.8;57.9;41.4
1703;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 45 tot 65 jaar;2014;0.7;38.5;58.8;48.3;0.9;1.3;0.0;37.7;57.5;46.3
1704;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 45 tot 65 jaar;2015;0.1;8.1;56.6;29.3;1.2;8.5;2.4;6.9;48.1;25.0
1705;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 45 tot 65 jaar;2016;0.1;11.3;86.7;38.1;2.1;15.9;3.9;9.2;70.7;34.8
1706;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 45 tot 65 jaar;2017;0.3;11.8;45.2;25.8;1.5;5.9;2.2;10.3;39.3;23.0
1707;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 45 tot 65 jaar;2018;0.1;10.8;82.1;21.5;2.4;17.9;2.6;8.5;64.2;20.0
1708;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 45 tot 65 jaar;2019;0.2;9.3;59.1;25.0;1.7;10.7;1.9;7.7;48.4;21.2
1709;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 45 tot 65 jaar;2020;0.2;8.4;51.8;26.0;1.2;7.3;3.1;7.3;44.5;22.2
1710;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 45 tot 65 jaar;2021;0.2;14.6;83.2;42.0;2.4;13.4;3.9;12.3;69.8;36.0
1711;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 45 tot 65 jaar;2022;0.1;7.8;57.3;35.5;1.1;7.7;4.4;6.8;49.6;31.6
1712;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 65 jaar of ouder;2007;0.2;8.1;36.6;24.0;1.3;5.7;2.5;6.8;30.9;22.0
1713;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 65 jaar of ouder;2008;0.2;13.1;53.8;25.5;2.7;11.0;2.5;10.4;42.8;23.9
1714;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 65 jaar of ouder;2009;0.2;10.3;47.5;25.0;2.3;10.4;1.8;8.0;37.1;22.5
1715;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 65 jaar of ouder;2010;0.2;10.3;62.6;36.0;1.4;8.6;4.5;8.9;54.0;29.0
1716;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 65 jaar of ouder;2011 ;0.1;;;;;;;;;
1717;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 65 jaar of ouder;2012;0.1;;;;;;;;;
1718;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 65 jaar of ouder;2013;0.2;6.4;39.5;27.5;0.4;2.6;0.0;6.0;36.9;26.7
1719;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 65 jaar of ouder;2014;0.4;24.4;57.8;45.0;0.6;1.5;0.0;23.8;56.3;42.5
1720;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 65 jaar of ouder;2015;0.1;;;;;;;;;
1721;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 65 jaar of ouder;2016;0.1;;;;;;;;;
1722;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 65 jaar of ouder;2017;0.1;;;;;;;;;
1723;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 65 jaar of ouder;2018;0.1;;;;;;;;;
1724;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 65 jaar of ouder;2019;0.1;;;;;;;;;
1725;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 65 jaar of ouder;2020;0.1;;;;;;;;;
1726;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 65 jaar of ouder;2021;0.1;;;;;;;;;
1727;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: 65 jaar of ouder;2022;0.1;;;;;;;;;
1728;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: onbekend;2007;0.7;36.7;52.0;26.0;4.4;6.2;1.1;32.3;45.7;24.0
1729;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: onbekend;2008;0.5;84.8;170.4;26.5;2.6;5.3;1.5;82.2;165.1;25.2
1730;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: onbekend;2009;0.5;50.3;105.5;25.0;9.7;20.3;1.2;40.6;85.2;24.0
1731;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: onbekend;2010;0.3;24.0;84.3;26.6;3.6;12.6;2.0;20.4;71.7;24.0
1732;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: onbekend;2011 ;0.1;;;;;;;;;
1733;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: onbekend;2012;0.1;;;;;;;;;
1734;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: onbekend;2013;0.1;;;;;;;;;
1735;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: onbekend;2014;0.1;9.7;69.6;50.0;0.7;4.7;0.1;9.1;64.9;49.6
1736;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: onbekend;2015;0.1;21.8;161.3;30.0;2.0;15.1;2.6;19.7;146.3;25.0
1737;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: onbekend;2016;0.1;11.7;91.9;25.4;1.9;15.0;2.4;9.8;76.9;23.3
1738;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: onbekend;2017;0.2;119.2;611.3;23.4;15.8;81.1;0.0;103.4;530.2;20.0
1739;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: onbekend;2018;0.2;7.6;50.5;20.0;1.0;6.5;0.3;6.6;44.0;14.6
1740;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: onbekend;2019;0.2;10.1;59.4;13.6;1.7;9.8;0.0;8.4;49.6;12.0
1741;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: onbekend;2020;0.2;12.5;83.1;13.5;1.7;11.6;0.0;10.7;71.5;10.8
1742;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: onbekend;2021;0.2;89.3;551.2;22.5;1.0;6.1;0.0;88.3;545.1;20.0
1743;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Leeftijd: onbekend;2022;0.1;9.0;69.0;21.9;1.0;7.4;0.0;8.1;61.6;20.0
1744;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Woningbezit: eigen woning;2007;2.6;120.7;47.0;26.1;13.0;5.1;1.1;107.6;41.9;25.0
1745;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Woningbezit: eigen woning;2008;2.5;122.8;49.5;26.9;15.9;6.4;1.1;106.9;43.1;25.5
1746;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Woningbezit: eigen woning;2009;2.4;113.0;47.4;27.0;15.0;6.3;1.1;98.0;41.1;25.7
1747;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Woningbezit: eigen woning;2010;1.5;93.2;62.4;32.8;9.8;6.5;2.7;83.4;55.8;28.6
1748;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Woningbezit: eigen woning;2011 ;0.5;28.7;60.6;30.0;3.1;6.7;2.0;25.5;54.0;26.6
1749;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Woningbezit: eigen woning;2012;0.4;45.0;109.3;27.2;3.3;8.1;1.7;41.7;101.2;25.0
1750;Alle schenkingen;Totaal alle schenkingen;Leeftijd: onbekend;Woningbezit: eigen woning;2013;0.7;58.6;90.0;49.6;2.1;3.2;0.0;56.5;86.8;44.0
