ID;Vakantiekenmerken;Perioden;TotaalMeestBezochteVakantielanden_1;Belgie_2;Frankrijk_3;Duitsland_4;OverigeLanden_5
380;Logies niet vooraf geboekt;2007;566.0;249.0;56.0;223.0;38.0
381;Logies niet vooraf geboekt;2008;491.0;189.0;52.0;197.0;52.0
382;Logies niet vooraf geboekt;2009;504.0;225.0;41.0;197.0;41.0
383;Logies niet vooraf geboekt;2010;454.0;209.0;37.0;145.0;63.0
384;Logies niet vooraf geboekt;2011;364.0;162.0;48.0;112.0;42.0
385;Logies niet vooraf geboekt;2012;441.0;146.0;66.0;194.0;35.0
386;Logies niet vooraf geboekt;2013;;;;;
387;Logies niet vooraf geboekt;2014;406.0;100.0;50.0;196.0;60.0
388;Logies niet vooraf geboekt;2015;456.0;183.0;39.0;193.0;42.0
389;Logies niet vooraf geboekt;2016;369.0;99.0;53.0;177.0;40.0
390;Vaste standplaats, eigen onderkomen;2002;194.0;159.0;1.0;31.0;3.0
391;Vaste standplaats, eigen onderkomen;2003;230.0;184.0;2.0;34.0;10.0
392;Vaste standplaats, eigen onderkomen;2004;223.0;125.0;27.0;61.0;11.0
393;Vaste standplaats, eigen onderkomen;2005;159.0;70.0;18.0;58.0;14.0
394;Vaste standplaats, eigen onderkomen;2006;173.0;89.0;6.0;55.0;23.0
395;Vaste standplaats, eigen onderkomen;2007;240.0;95.0;11.0;133.0;0.0
396;Vaste standplaats, eigen onderkomen;2008;248.0;53.0;7.0;183.0;5.0
397;Vaste standplaats, eigen onderkomen;2009;282.0;52.0;18.0;206.0;7.0
398;Vaste standplaats, eigen onderkomen;2010;247.0;85.0;30.0;130.0;2.0
399;Vaste standplaats, eigen onderkomen;2011;279.0;95.0;24.0;147.0;13.0
400;Vaste standplaats, eigen onderkomen;2012;149.0;;;;
401;Vaste standplaats, eigen onderkomen;2013;;;;;
402;Vaste standplaats, eigen onderkomen;2014;;;;;
403;Vaste standplaats, eigen onderkomen;2015;;;;;
404;Vaste standplaats, eigen onderkomen;2016;;;;;
405;Fiets;2002;7.0;2.0;1.0;0.0;3.0
406;Fiets;2003;12.0;12.0;0.0;0.0;0.0
407;Fiets;2004;2.0;0.0;0.0;0.0;20.0
408;Fiets;2005;2.0;2.0;0.0;0.0;0.0
409;Fiets;2006;5.0;5.0;0.0;0.0;0.0
410;Fiets;2007;2.0;0.0;0.0;2.0;0.0
411;Fiets;2008;4.0;3.0;0.0;1.0;0.0
412;Fiets;2009;2.0;0.0;0.0;2.0;0.0
413;Fiets;2010;3.0;0.0;0.0;3.0;0.0
414;Fiets;2011;0.0;0.0;0.0;0.0;0.0
415;Fiets;2012;2.0;;;;
416;Fiets;2013;;;;;
417;Fiets;2014;;;;;
418;Fiets;2015;;;;;
419;Fiets;2016;;;;;
420;Auto, kampeerauto;2002;2482.0;1060.0;429.0;808.0;184.0
421;Auto, kampeerauto;2003;2399.0;1078.0;354.0;785.0;183.0
422;Auto, kampeerauto;2004;2445.0;1006.0;400.0;829.0;211.0
423;Auto, kampeerauto;2005;2266.0;907.0;387.0;778.0;194.0
424;Auto, kampeerauto;2006;2155.0;851.0;366.0;767.0;170.0
425;Auto, kampeerauto;2007;2463.0;1000.0;378.0;951.0;134.0
426;Auto, kampeerauto;2008;2335.0;782.0;405.0;987.0;161.0
427;Auto, kampeerauto;2009;2598.0;937.0;351.0;1162.0;149.0
428;Auto, kampeerauto;2010;2473.0;986.0;372.0;937.0;177.0
429;Auto, kampeerauto;2011;2457.0;915.0;356.0;1037.0;148.0
430;Auto, kampeerauto;2012;2444.0;872.0;379.0;1039.0;155.0
431;Auto, kampeerauto;2013;2349.0;832.0;307.0;1053.0;157.0
432;Auto, kampeerauto;2014;2296.0;663.0;376.0;1077.0;180.0
433;Auto, kampeerauto;2015;2363.0;666.0;317.0;1194.0;185.0
434;Auto, kampeerauto;2016;2295.0;647.0;270.0;1204.0;175.0
435;Trein, autoslaaptrein;2002;282.0;90.0;102.0;72.0;19.0
436;Trein, autoslaaptrein;2003;260.0;117.0;68.0;43.0;32.0
437;Trein, autoslaaptrein;2004;305.0;132.0;61.0;97.0;14.0
438;Trein, autoslaaptrein;2005;265.0;99.0;75.0;65.0;25.0
439;Trein, autoslaaptrein;2006;290.0;122.0;67.0;62.0;39.0
440;Trein, autoslaaptrein;2007;335.0;125.0;88.0;97.0;25.0
441;Trein, autoslaaptrein;2008;314.0;174.0;70.0;34.0;36.0
442;Trein, autoslaaptrein;2009;337.0;118.0;95.0;108.0;17.0
443;Trein, autoslaaptrein;2010;304.0;140.0;78.0;67.0;19.0
444;Trein, autoslaaptrein;2011;317.0;148.0;62.0;76.0;30.0
445;Trein, autoslaaptrein;2012;317.0;;;;
446;Trein, autoslaaptrein;2013;;;;;
447;Trein, autoslaaptrein;2014;;;;;
448;Trein, autoslaaptrein;2015;;;;;
449;Trein, autoslaaptrein;2016;;;;;
450;Touringcar, pendelbus;2002;191.0;26.0;86.0;43.0;35.0
451;Touringcar, pendelbus;2003;244.0;26.0;97.0;69.0;52.0
452;Touringcar, pendelbus;2004;203.0;21.0;105.0;48.0;30.0
453;Touringcar, pendelbus;2005;255.0;35.0;90.0;86.0;44.0
454;Touringcar, pendelbus;2006;208.0;30.0;65.0;48.0;65.0
455;Touringcar, pendelbus;2007;203.0;28.0;60.0;80.0;36.0
456;Touringcar, pendelbus;2008;146.0;39.0;38.0;46.0;23.0
457;Touringcar, pendelbus;2009;201.0;24.0;69.0;70.0;39.0
458;Touringcar, pendelbus;2010;152.0;21.0;47.0;43.0;41.0
459;Touringcar, pendelbus;2011;184.0;30.0;34.0;72.0;47.0
460;Touringcar, pendelbus;2012;180.0;;;;
461;Touringcar, pendelbus;2013;;;;;
462;Touringcar, pendelbus;2014;;;;;
463;Touringcar, pendelbus;2015;;;;;
464;Touringcar, pendelbus;2016;;;;;
465;Vliegtuig;2002;360.0;0.0;39.0;7.0;314.0
466;Vliegtuig;2003;348.0;0.0;31.0;4.0;314.0
467;Vliegtuig;2004;452.0;0.0;28.0;14.0;410.0
468;Vliegtuig;2005;374.0;0.0;27.0;24.0;324.0
469;Vliegtuig;2006;456.0;0.0;21.0;38.0;397.0
470;Vliegtuig;2007;497.0;0.0;8.0;27.0;463.0
471;Vliegtuig;2008;456.0;0.0;10.0;8.0;438.0
472;Vliegtuig;2009;545.0;0.0;12.0;68.0;465.0
473;Vliegtuig;2010;579.0;0.0;31.0;47.0;501.0
474;Vliegtuig;2011;599.0;0.0;41.0;31.0;526.0
475;Vliegtuig;2012;718.0;0.0;48.0;65.0;606.0
476;Vliegtuig;2013;743.0;0.0;31.0;38.0;674.0
477;Vliegtuig;2014;677.0;0.0;10.0;27.0;639.0
478;Vliegtuig;2015;730.0;1.0;21.0;46.0;662.0
479;Vliegtuig;2016;806.0;0.0;24.0;58.0;724.0
480;Boot;2002;46.0;0.0;0.0;0.0;46.0
481;Boot;2003;48.0;0.0;0.0;3.0;46.0
482;Boot;2004;33.0;0.0;0.0;2.0;31.0
483;Boot;2005;18.0;0.0;0.0;3.0;15.0
484;Boot;2006;30.0;3.0;0.0;3.0;23.0
485;Boot;2007;22.0;0.0;0.0;6.0;16.0
486;Boot;2008;17.0;0.0;0.0;4.0;13.0
487;Boot;2009;14.0;0.0;0.0;1.0;13.0
488;Boot;2010;13.0;0.0;0.0;0.0;13.0
489;Boot;2011;47.0;0.0;0.0;2.0;45.0
490;Boot;2012;21.0;;;;
491;Boot;2013;;;;;
492;Boot;2014;;;;;
493;Boot;2015;;;;;
494;Boot;2016;;;;;
495;Lijnboot, veerboot, ferry;2002;96.0;0.0;0.0;0.0;96.0
496;Lijnboot, veerboot, ferry;2003;77.0;0.0;0.0;0.0;77.0
497;Lijnboot, veerboot, ferry;2004;39.0;0.0;0.0;0.0;39.0
498;Lijnboot, veerboot, ferry;2005;44.0;3.0;0.0;0.0;41.0
499;Lijnboot, veerboot, ferry;2006;27.0;0.0;0.0;0.0;27.0
500;Lijnboot, veerboot, ferry;2007;51.0;0.0;0.0;0.0;51.0
501;Lijnboot, veerboot, ferry;2008;39.0;0.0;0.0;2.0;37.0
502;Lijnboot, veerboot, ferry;2009;34.0;0.0;0.0;0.0;34.0
503;Lijnboot, veerboot, ferry;2010;31.0;0.0;0.0;0.0;31.0
504;Lijnboot, veerboot, ferry;2011;45.0;0.0;0.0;4.0;41.0
505;Lijnboot, veerboot, ferry;2012;49.0;;;;
506;Lijnboot, veerboot, ferry;2013;;;;;
507;Lijnboot, veerboot, ferry;2014;;;;;
508;Lijnboot, veerboot, ferry;2015;;;;;
509;Lijnboot, veerboot, ferry;2016;;;;;
510;Overige vervoermiddelen;2002;121.0;30.0;16.0;53.0;22.0
511;Overige vervoermiddelen;2003;68.0;5.0;15.0;28.0;20.0
512;Overige vervoermiddelen;2004;85.0;27.0;11.0;38.0;10.0
513;Overige vervoermiddelen;2005;67.0;12.0;11.0;34.0;10.0
514;Overige vervoermiddelen;2006;59.0;19.0;13.0;19.0;8.0
515;Overige vervoermiddelen;2007;88.0;20.0;17.0;50.0;2.0
516;Overige vervoermiddelen;2008;52.0;5.0;9.0;35.0;3.0
517;Overige vervoermiddelen;2009;83.0;23.0;7.0;47.0;7.0
518;Overige vervoermiddelen;2010;69.0;19.0;7.0;35.0;8.0
519;Overige vervoermiddelen;2011;54.0;14.0;5.0;29.0;5.0
520;Overige vervoermiddelen;2012;53.0;;;;
521;Overige vervoermiddelen;2013;;;;;
522;Overige vervoermiddelen;2014;;;;;
523;Overige vervoermiddelen;2015;;;;;
524;Overige vervoermiddelen;2016;;;;;
525;Herfstperiode;2002;662.0;191.0;114.0;223.0;135.0
526;Herfstperiode;2003;550.0;176.0;88.0;185.0;100.0
527;Herfstperiode;2004;592.0;157.0;138.0;148.0;149.0
528;Herfstperiode;2005;596.0;208.0;94.0;187.0;108.0
529;Herfstperiode;2006;527.0;180.0;67.0;148.0;131.0
530;Herfstperiode;2007;606.0;188.0;75.0;238.0;105.0
531;Herfstperiode;2008;605.0;164.0;100.0;211.0;129.0
532;Herfstperiode;2009;787.0;175.0;121.0;333.0;158.0
533;Herfstperiode;2010;743.0;217.0;91.0;260.0;175.0
534;Herfstperiode;2011;693.0;191.0;95.0;204.0;202.0
535;Herfstperiode;2012;695.0;166.0;105.0;229.0;196.0
536;Herfstperiode;2013;626.0;124.0;95.0;208.0;199.0
537;Herfstperiode;2014;595.0;108.0;83.0;221.0;183.0
538;Herfstperiode;2015;541.0;115.0;86.0;186.0;154.0
539;Herfstperiode;2016;650.0;139.0;80.0;247.0;184.0
540;Kerstperiode;2002;466.0;129.0;87.0;143.0;107.0
541;Kerstperiode;2003;506.0;163.0;75.0;132.0;136.0
542;Kerstperiode;2004;453.0;126.0;63.0;146.0;118.0
543;Kerstperiode;2005;482.0;118.0;107.0;147.0;110.0
544;Kerstperiode;2006;482.0;109.0;97.0;165.0;110.0
545;Kerstperiode;2007;540.0;164.0;81.0;168.0;128.0
546;Kerstperiode;2008;499.0;157.0;92.0;151.0;99.0
547;Kerstperiode;2009;555.0;169.0;88.0;204.0;93.0
548;Kerstperiode;2010;559.0;181.0;92.0;187.0;99.0
549;Kerstperiode;2011;502.0;100.0;64.0;206.0;133.0
550;Kerstperiode;2012;576.0;166.0;80.0;209.0;121.0
551;Kerstperiode;2013;596.0;161.0;73.0;248.0;113.0
552;Kerstperiode;2014;588.0;115.0;81.0;264.0;127.0
553;Kerstperiode;2015;599.0;115.0;56.0;301.0;127.0
554;Kerstperiode;2016;540.0;113.0;42.0;234.0;151.0
555;Krokusperiode;2002;512.0;146.0;118.0;127.0;121.0
556;Krokusperiode;2003;446.0;155.0;98.0;111.0;82.0
557;Krokusperiode;2004;492.0;169.0;114.0;131.0;76.0
558;Krokusperiode;2005;493.0;156.0;107.0;134.0;96.0
559;Krokusperiode;2006;478.0;125.0;119.0;147.0;86.0
560;Krokusperiode;2007;468.0;148.0;96.0;140.0;83.0
561;Krokusperiode;2008;487.0;143.0;91.0;146.0;106.0
562;Krokusperiode;2009;593.0;209.0;67.0;190.0;127.0
563;Krokusperiode;2010;502.0;134.0;99.0;132.0;137.0
564;Krokusperiode;2011;545.0;144.0;98.0;152.0;151.0
565;Krokusperiode;2012;497.0;114.0;91.0;152.0;140.0
566;Krokusperiode;2013;440.0;96.0;54.0;142.0;149.0
567;Krokusperiode;2014;421.0;95.0;66.0;153.0;107.0
568;Krokusperiode;2015;447.0;93.0;70.0;164.0;119.0
569;Krokusperiode;2016;492.0;84.0;58.0;180.0;170.0
570;Paasperiode;2002;428.0;164.0;84.0;91.0;90.0
571;Paasperiode;2003;349.0;130.0;70.0;85.0;65.0
572;Paasperiode;2004;426.0;169.0;69.0;122.0;65.0
573;Paasperiode;2005;351.0;91.0;62.0;125.0;73.0
574;Paasperiode;2006;336.0;120.0;43.0;73.0;100.0
575;Paasperiode;2007;414.0;131.0;74.0;116.0;94.0
576;Paasperiode;2008;352.0;120.0;29.0;110.0;94.0
577;Paasperiode;2009;465.0;103.0;56.0;209.0;97.0
578;Paasperiode;2010;346.0;125.0;26.0;110.0;85.0
579;Paasperiode;2011;362.0;152.0;34.0;118.0;57.0
580;Paasperiode;2012;408.0;76.0;55.0;151.0;127.0
581;Paasperiode;2013;473.0;137.0;50.0;138.0;149.0
582;Paasperiode;2014;384.0;116.0;46.0;82.0;140.0
583;Paasperiode;2015;496.0;116.0;46.0;165.0;169.0
584;Paasperiode;2016;432.0;95.0;50.0;157.0;130.0
585;Voorseizoen;2002;782.0;289.0;162.0;202.0;129.0
586;Voorseizoen;2003;849.0;338.0;144.0;213.0;155.0
587;Voorseizoen;2004;908.0;307.0;142.0;266.0;194.0
588;Voorseizoen;2005;813.0;295.0;145.0;230.0;143.0
589;Voorseizoen;2006;779.0;269.0;119.0;223.0;168.0
590;Voorseizoen;2007;837.0;283.0;135.0;260.0;159.0
591;Voorseizoen;2008;790.0;215.0;129.0;270.0;176.0
592;Voorseizoen;2009;774.0;256.0;120.0;255.0;142.0
593;Voorseizoen;2010;818.0;287.0;130.0;226.0;176.0
594;Voorseizoen;2011;934.0;289.0;151.0;314.0;180.0
595;Voorseizoen;2012;796.0;271.0;102.0;268.0;155.0
596;Voorseizoen;2013;778.0;227.0;88.0;251.0;212.0
597;Voorseizoen;2014;817.0;159.0;147.0;279.0;231.0
598;Voorseizoen;2015;815.0;209.0;92.0;278.0;236.0
599;Voorseizoen;2016;765.0;156.0;102.0;274.0;233.0
600;Hoogseizoen;2002;409.0;163.0;65.0;111.0;71.0
601;Hoogseizoen;2003;462.0;170.0;42.0;112.0;139.0
602;Hoogseizoen;2004;395.0;148.0;45.0;116.0;87.0
603;Hoogseizoen;2005;275.0;76.0;34.0;109.0;55.0
604;Hoogseizoen;2006;346.0;132.0;53.0;93.0;69.0
605;Hoogseizoen;2007;382.0;119.0;37.0;152.0;75.0
606;Hoogseizoen;2008;310.0;91.0;53.0;120.0;45.0
607;Hoogseizoen;2009;354.0;118.0;38.0;138.0;60.0
608;Hoogseizoen;2010;436.0;148.0;60.0;145.0;83.0
609;Hoogseizoen;2011;409.0;149.0;36.0;164.0;61.0
610;Hoogseizoen;2012;493.0;129.0;55.0;204.0;105.0
611;Hoogseizoen;2013;460.0;162.0;57.0;186.0;55.0
612;Hoogseizoen;2014;421.0;123.0;59.0;142.0;97.0
613;Hoogseizoen;2015;456.0;124.0;49.0;178.0;105.0
614;Hoogseizoen;2016;452.0;100.0;39.0;225.0;89.0
615;Naseizoen;2002;325.0;127.0;44.0;86.0;67.0
616;Naseizoen;2003;294.0;107.0;48.0;93.0;45.0
617;Naseizoen;2004;297.0;108.0;33.0;100.0;56.0
618;Naseizoen;2005;281.0;114.0;41.0;58.0;69.0
619;Naseizoen;2006;281.0;94.0;33.0;88.0;65.0
620;Naseizoen;2007;415.0;140.0;53.0;139.0;83.0
621;Naseizoen;2008;320.0;112.0;37.0;109.0;62.0
622;Naseizoen;2009;287.0;70.0;44.0;127.0;46.0
623;Naseizoen;2010;220.0;75.0;37.0;72.0;35.0
624;Naseizoen;2011;257.0;83.0;21.0;94.0;59.0
625;Naseizoen;2012;319.0;;;;
626;Naseizoen;2013;;;;;
627;Naseizoen;2014;;;;;
628;Naseizoen;2015;;;;;
629;Naseizoen;2016;;;;;
