ID;Marges;EigenaarOfHuurder;KenmerkenWoningen;RegioS;Perioden;TotaalWoonlasten_1;NettoWoonuitgaven_2;BijkomendeWoonlasten_3;Woonquote_4;GeenScheefhuur_5;GoedkopeScheefhuur_6;DureScheefhuur_7
3017;Waarde;Totaal;Garage/carport aanwezig: Nee;Flevoland (PV);2015;766.3;581.3;185.0;34.1;82.2;5.4;12.3
3018;Waarde;Totaal;Garage/carport aanwezig: Nee;Gelderland (PV);2009;690.7;497.5;193.3;32.9;79.5;16.4;4.1
3019;Waarde;Totaal;Garage/carport aanwezig: Nee;Gelderland (PV);2012;745.8;553.6;192.1;34.4;79.3;14.5;6.2
3020;Waarde;Totaal;Garage/carport aanwezig: Nee;Gelderland (PV);2015;727.3;553.1;174.3;34.3;80.0;9.7;10.2
3021;Waarde;Totaal;Garage/carport aanwezig: Nee;Utrecht (PV);2009;742.8;546.8;196.0;30.9;79.4;17.2;3.4
3022;Waarde;Totaal;Garage/carport aanwezig: Nee;Utrecht (PV);2012;812.5;617.7;194.9;33.1;81.4;12.2;6.4
3023;Waarde;Totaal;Garage/carport aanwezig: Nee;Utrecht (PV);2015;812.9;634.8;178.1;32.7;82.1;9.9;8.0
3024;Waarde;Totaal;Garage/carport aanwezig: Nee;Noord-Holland (PV);2009;705.6;514.8;190.8;33.0;78.0;17.4;4.7
3025;Waarde;Totaal;Garage/carport aanwezig: Nee;Noord-Holland (PV);2012;772.1;575.2;196.8;35.0;78.8;14.3;6.9
3026;Waarde;Totaal;Garage/carport aanwezig: Nee;Noord-Holland (PV);2015;789.2;605.1;184.2;34.7;79.4;11.1;9.5
3027;Waarde;Totaal;Garage/carport aanwezig: Nee;Zuid-Holland (PV);2009;721.5;526.3;195.2;32.5;79.9;15.1;5.0
3028;Waarde;Totaal;Garage/carport aanwezig: Nee;Zuid-Holland (PV);2012;775.6;572.8;202.8;34.7;78.7;13.6;7.7
3029;Waarde;Totaal;Garage/carport aanwezig: Nee;Zuid-Holland (PV);2015;761.3;574.3;187.0;34.2;80.3;9.8;9.9
3030;Waarde;Totaal;Garage/carport aanwezig: Nee;Zeeland (PV);2009;657.9;461.0;196.8;33.8;83.0;14.0;3.1
3031;Waarde;Totaal;Garage/carport aanwezig: Nee;Zeeland (PV);2012;717.5;518.2;199.3;34.0;81.2;14.0;4.8
3032;Waarde;Totaal;Garage/carport aanwezig: Nee;Zeeland (PV);2015;708.6;522.0;186.6;34.5;82.7;9.0;8.3
3033;Waarde;Totaal;Garage/carport aanwezig: Nee;Noord-Brabant (PV);2009;685.5;489.4;196.0;32.4;79.4;16.3;4.3
3034;Waarde;Totaal;Garage/carport aanwezig: Nee;Noord-Brabant (PV);2012;739.1;541.0;198.1;34.6;78.4;14.4;7.2
3035;Waarde;Totaal;Garage/carport aanwezig: Nee;Noord-Brabant (PV);2015;743.3;564.7;178.7;34.5;78.3;10.3;11.4
3036;Waarde;Totaal;Garage/carport aanwezig: Nee;Limburg (PV);2009;656.3;459.2;197.2;34.8;79.9;14.4;5.7
3037;Waarde;Totaal;Garage/carport aanwezig: Nee;Limburg (PV);2012;677.0;479.7;197.3;35.8;77.9;13.0;9.1
3038;Waarde;Totaal;Garage/carport aanwezig: Nee;Limburg (PV);2015;685.3;507.1;178.2;37.0;79.6;9.0;11.4
3039;Waarde;Totaal;Garage/carport aanwezig: Nee;Oost-Groningen (CR);2009;539.3;355.9;183.4;30.0;78.8;15.5;5.7
3040;Waarde;Totaal;Garage/carport aanwezig: Nee;Oost-Groningen (CR);2012;668.7;443.6;225.1;37.7;83.5;9.6;6.8
3041;Waarde;Totaal;Garage/carport aanwezig: Nee;Oost-Groningen (CR);2015;658.6;460.4;198.2;38.5;85.0;5.8;9.2
3042;Waarde;Totaal;Garage/carport aanwezig: Nee;Delfzijl en omgeving (CR);2009;699.6;489.0;210.6;35.4;83.4;13.2;3.3
3043;Waarde;Totaal;Garage/carport aanwezig: Nee;Delfzijl en omgeving (CR);2012;651.5;455.1;196.4;39.3;78.7;14.1;7.3
3044;Waarde;Totaal;Garage/carport aanwezig: Nee;Delfzijl en omgeving (CR);2015;611.5;417.4;194.1;32.3;81.1;9.8;9.1
3045;Waarde;Totaal;Garage/carport aanwezig: Nee;Overig Groningen (CR);2009;626.3;441.8;184.5;36.1;84.5;11.5;4.0
3046;Waarde;Totaal;Garage/carport aanwezig: Nee;Overig Groningen (CR);2012;674.2;482.8;191.5;36.5;85.8;9.1;5.2
3047;Waarde;Totaal;Garage/carport aanwezig: Nee;Overig Groningen (CR);2015;670.1;500.7;169.4;38.4;79.2;8.6;12.3
3048;Waarde;Totaal;Garage/carport aanwezig: Nee;Noord-Friesland (CR);2009;636.3;445.6;190.7;35.8;86.4;11.4;2.2
3049;Waarde;Totaal;Garage/carport aanwezig: Nee;Noord-Friesland (CR);2012;665.1;470.2;194.9;34.6;82.5;12.1;5.4
3050;Waarde;Totaal;Garage/carport aanwezig: Nee;Noord-Friesland (CR);2015;635.4;459.1;176.3;34.3;84.9;7.2;7.9
3051;Waarde;Totaal;Garage/carport aanwezig: Nee;Zuidwest-Friesland (CR);2009;622.2;428.9;193.3;34.1;89.0;11.0;0.0
3052;Waarde;Totaal;Garage/carport aanwezig: Nee;Zuidwest-Friesland (CR);2012;686.6;481.7;204.9;35.8;84.0;7.8;8.1
3053;Waarde;Totaal;Garage/carport aanwezig: Nee;Zuidwest-Friesland (CR);2015;720.1;535.1;184.9;37.1;79.0;4.2;16.8
3054;Waarde;Totaal;Garage/carport aanwezig: Nee;Zuidoost-Friesland (CR);2009;630.0;439.7;190.3;32.6;80.2;14.5;5.3
3055;Waarde;Totaal;Garage/carport aanwezig: Nee;Zuidoost-Friesland (CR);2012;680.7;483.4;197.3;35.6;87.4;8.1;4.5
3056;Waarde;Totaal;Garage/carport aanwezig: Nee;Zuidoost-Friesland (CR);2015;649.5;470.4;179.1;34.4;77.3;15.2;7.5
3057;Waarde;Totaal;Garage/carport aanwezig: Nee;Noord-Drenthe (CR);2009;680.0;464.3;215.7;36.1;88.0;9.8;2.2
3058;Waarde;Totaal;Garage/carport aanwezig: Nee;Noord-Drenthe (CR);2012;656.2;444.6;211.6;36.6;89.1;5.6;5.2
3059;Waarde;Totaal;Garage/carport aanwezig: Nee;Noord-Drenthe (CR);2015;710.7;527.5;183.1;34.1;81.7;10.2;8.2
3060;Waarde;Totaal;Garage/carport aanwezig: Nee;Zuidoost-Drenthe (CR);2009;647.8;431.9;215.9;35.3;78.8;16.4;4.8
3061;Waarde;Totaal;Garage/carport aanwezig: Nee;Zuidoost-Drenthe (CR);2012;699.2;495.5;203.7;35.9;82.1;8.3;9.7
3062;Waarde;Totaal;Garage/carport aanwezig: Nee;Zuidoost-Drenthe (CR);2015;719.0;534.9;184.1;39.9;84.3;6.0;9.7
3063;Waarde;Totaal;Garage/carport aanwezig: Nee;Zuidwest-Drenthe (CR);2009;634.6;432.3;202.3;34.7;87.0;13.0;0.0
3064;Waarde;Totaal;Garage/carport aanwezig: Nee;Zuidwest-Drenthe (CR);2012;668.2;471.6;196.6;38.3;80.9;9.3;9.8
3065;Waarde;Totaal;Garage/carport aanwezig: Nee;Zuidwest-Drenthe (CR);2015;675.2;493.2;182.0;34.5;80.5;9.3;10.2
3066;Waarde;Totaal;Garage/carport aanwezig: Nee;Noord-Overijssel (CR);2009;704.8;506.4;198.4;32.2;82.1;13.3;4.6
3067;Waarde;Totaal;Garage/carport aanwezig: Nee;Noord-Overijssel (CR);2012;732.3;534.1;198.2;34.0;77.6;14.7;7.7
3068;Waarde;Totaal;Garage/carport aanwezig: Nee;Noord-Overijssel (CR);2015;743.4;562.1;181.3;35.1;83.2;7.7;9.0
3069;Waarde;Totaal;Garage/carport aanwezig: Nee;Zuidwest-Overijssel (CR);2009;686.6;492.4;194.2;32.3;81.4;14.9;3.7
3070;Waarde;Totaal;Garage/carport aanwezig: Nee;Zuidwest-Overijssel (CR);2012;744.6;540.2;204.4;34.7;77.0;16.4;6.6
3071;Waarde;Totaal;Garage/carport aanwezig: Nee;Zuidwest-Overijssel (CR);2015;765.5;581.8;183.8;35.9;75.5;9.9;14.5
3072;Waarde;Totaal;Garage/carport aanwezig: Nee;Twente (CR);2009;651.0;446.8;204.2;35.5;81.0;13.7;5.4
3073;Waarde;Totaal;Garage/carport aanwezig: Nee;Twente (CR);2012;683.1;479.2;203.9;36.8;82.1;9.3;8.6
3074;Waarde;Totaal;Garage/carport aanwezig: Nee;Twente (CR);2015;661.6;492.9;168.8;35.1;82.1;9.4;8.6
3075;Waarde;Totaal;Garage/carport aanwezig: Nee;Veluwe (CR);2009;710.6;515.7;194.9;32.0;78.4;18.4;3.2
3076;Waarde;Totaal;Garage/carport aanwezig: Nee;Veluwe (CR);2012;753.1;558.9;194.2;33.5;77.9;15.6;6.5
3077;Waarde;Totaal;Garage/carport aanwezig: Nee;Veluwe (CR);2015;716.9;544.3;172.6;33.2;81.8;9.4;8.8
3078;Waarde;Totaal;Garage/carport aanwezig: Nee;Achterhoek (CR);2009;688.6;484.3;204.3;34.1;85.0;11.1;4.0
3079;Waarde;Totaal;Garage/carport aanwezig: Nee;Achterhoek (CR);2012;748.2;554.8;193.5;36.9;82.7;10.6;6.7
3080;Waarde;Totaal;Garage/carport aanwezig: Nee;Achterhoek (CR);2015;735.6;557.2;178.4;36.4;81.0;6.9;12.0
3081;Waarde;Totaal;Garage/carport aanwezig: Nee;Arnhem/Nijmegen (CR);2009;671.0;488.2;182.8;33.0;78.8;16.4;4.8
3082;Waarde;Totaal;Garage/carport aanwezig: Nee;Arnhem/Nijmegen (CR);2012;727.0;542.5;184.5;34.3;79.0;14.4;6.6
3083;Waarde;Totaal;Garage/carport aanwezig: Nee;Arnhem/Nijmegen (CR);2015;729.5;559.4;170.2;34.7;78.0;10.9;11.1
3084;Waarde;Totaal;Garage/carport aanwezig: Nee;Zuidwest-Gelderland (CR);2009;721.2;505.0;216.3;32.6;76.5;19.4;4.1
3085;Waarde;Totaal;Garage/carport aanwezig: Nee;Zuidwest-Gelderland (CR);2012;795.3;581.2;214.1;32.9;78.8;17.9;3.3
3086;Waarde;Totaal;Garage/carport aanwezig: Nee;Zuidwest-Gelderland (CR);2015;735.6;545.8;189.8;32.8;81.5;10.9;7.7
3087;Waarde;Totaal;Garage/carport aanwezig: Nee;Utrecht (CR);2009;742.8;546.8;196.0;30.9;79.4;17.2;3.4
3088;Waarde;Totaal;Garage/carport aanwezig: Nee;Utrecht (CR);2012;812.5;617.7;194.9;33.1;81.4;12.2;6.4
3089;Waarde;Totaal;Garage/carport aanwezig: Nee;Utrecht (CR);2015;812.9;634.8;178.1;32.7;82.1;9.9;8.0
3090;Waarde;Totaal;Garage/carport aanwezig: Nee;Kop van Noord-Holland (CR);2009;730.1;520.1;210.0;31.8;83.2;14.7;2.1
3091;Waarde;Totaal;Garage/carport aanwezig: Nee;Kop van Noord-Holland (CR);2012;738.5;530.9;207.6;34.4;80.5;12.5;7.0
3092;Waarde;Totaal;Garage/carport aanwezig: Nee;Kop van Noord-Holland (CR);2015;728.7;532.6;196.1;33.8;86.6;5.8;7.6
3093;Waarde;Totaal;Garage/carport aanwezig: Nee;Alkmaar en omgeving (CR);2009;710.5;514.9;195.6;32.2;85.2;10.3;4.5
3094;Waarde;Totaal;Garage/carport aanwezig: Nee;Alkmaar en omgeving (CR);2012;795.2;593.4;201.8;34.7;82.2;10.7;7.1
3095;Waarde;Totaal;Garage/carport aanwezig: Nee;Alkmaar en omgeving (CR);2015;769.7;578.3;191.5;33.0;83.8;10.6;5.5
3096;Waarde;Totaal;Garage/carport aanwezig: Nee;IJmond (CR);2009;682.2;485.6;196.5;30.2;76.5;20.2;3.3
3097;Waarde;Totaal;Garage/carport aanwezig: Nee;IJmond (CR);2012;808.0;594.6;213.4;34.2;78.5;17.3;4.3
3098;Waarde;Totaal;Garage/carport aanwezig: Nee;IJmond (CR);2015;738.7;545.4;193.3;30.9;80.9;9.4;9.8
3099;Waarde;Totaal;Garage/carport aanwezig: Nee;Agglomeratie Haarlem (CR);2009;778.9;584.8;194.1;32.7;82.3;14.1;3.6
3100;Waarde;Totaal;Garage/carport aanwezig: Nee;Agglomeratie Haarlem (CR);2012;852.5;651.5;201.0;33.6;82.4;10.8;6.8
3101;Waarde;Totaal;Garage/carport aanwezig: Nee;Agglomeratie Haarlem (CR);2015;876.4;681.5;194.9;34.0;82.5;9.3;8.2
3102;Waarde;Totaal;Garage/carport aanwezig: Nee;Zaanstreek (CR);2009;718.4;505.1;213.3;33.7;78.0;18.5;3.5
3103;Waarde;Totaal;Garage/carport aanwezig: Nee;Zaanstreek (CR);2012;751.1;537.0;214.1;33.4;78.4;14.2;7.4
3104;Waarde;Totaal;Garage/carport aanwezig: Nee;Zaanstreek (CR);2015;772.3;567.8;204.5;32.9;76.3;14.0;9.8
3105;Waarde;Totaal;Garage/carport aanwezig: Nee;Groot-Amsterdam (CR);2009;684.4;504.2;180.3;33.7;75.2;19.1;5.7
3106;Waarde;Totaal;Garage/carport aanwezig: Nee;Groot-Amsterdam (CR);2012;752.9;565.9;187.0;35.7;77.1;15.5;7.4
3107;Waarde;Totaal;Garage/carport aanwezig: Nee;Groot-Amsterdam (CR);2015;774.1;599.9;174.2;35.9;77.0;12.8;10.2
3108;Waarde;Totaal;Garage/carport aanwezig: Nee;Het Gooi en Vechtstreek (CR);2009;742.6;533.8;208.8;32.3;80.4;16.0;3.6
3109;Waarde;Totaal;Garage/carport aanwezig: Nee;Het Gooi en Vechtstreek (CR);2012;823.3;611.1;212.2;34.2;81.3;13.9;4.8
3110;Waarde;Totaal;Garage/carport aanwezig: Nee;Het Gooi en Vechtstreek (CR);2015;946.4;750.1;196.3;34.5;80.2;7.5;12.2
3111;Waarde;Totaal;Garage/carport aanwezig: Nee;Agglomeratie Leiden en Bollenstreek (CR);2009;770.1;570.0;200.1;32.2;84.0;12.9;3.0
3112;Waarde;Totaal;Garage/carport aanwezig: Nee;Agglomeratie Leiden en Bollenstreek (CR);2012;808.1;601.7;206.3;32.7;81.3;12.2;6.4
3113;Waarde;Totaal;Garage/carport aanwezig: Nee;Agglomeratie Leiden en Bollenstreek (CR);2015;807.7;621.4;186.3;34.2;82.2;9.5;8.4
3114;Waarde;Totaal;Garage/carport aanwezig: Nee;Agglomeratie 's-Gravenhage (CR);2009;751.9;555.9;196.0;34.4;79.7;14.6;5.7
3115;Waarde;Totaal;Garage/carport aanwezig: Nee;Agglomeratie 's-Gravenhage (CR);2012;792.6;592.8;199.9;35.7;78.8;12.7;8.5
3116;Waarde;Totaal;Garage/carport aanwezig: Nee;Agglomeratie 's-Gravenhage (CR);2015;792.5;606.2;186.2;35.2;80.1;9.7;10.2
3117;Waarde;Totaal;Garage/carport aanwezig: Nee;Delft en Westland (CR);2009;718.9;520.8;198.1;34.0;80.3;15.2;4.6
3118;Waarde;Totaal;Garage/carport aanwezig: Nee;Delft en Westland (CR);2012;782.7;582.3;200.3;36.1;79.1;13.6;7.3
3119;Waarde;Totaal;Garage/carport aanwezig: Nee;Delft en Westland (CR);2015;756.0;569.3;186.7;35.5;80.2;8.9;11.0
3120;Waarde;Totaal;Garage/carport aanwezig: Nee;Oost-Zuid-Holland (CR);2009;756.5;546.8;209.7;31.6;82.9;13.3;3.8
3121;Waarde;Totaal;Garage/carport aanwezig: Nee;Oost-Zuid-Holland (CR);2012;818.7;612.1;206.6;33.4;79.7;14.1;6.3
3122;Waarde;Totaal;Garage/carport aanwezig: Nee;Oost-Zuid-Holland (CR);2015;785.0;590.4;194.6;33.1;85.6;7.8;6.6
3123;Waarde;Totaal;Garage/carport aanwezig: Nee;Groot-Rijnmond (CR);2009;684.1;495.6;188.5;31.7;77.8;16.5;5.7
3124;Waarde;Totaal;Garage/carport aanwezig: Nee;Groot-Rijnmond (CR);2012;745.2;549.4;195.9;35.1;78.1;13.5;8.4
3125;Waarde;Totaal;Garage/carport aanwezig: Nee;Groot-Rijnmond (CR);2015;733.3;547.8;185.5;34.1;79.3;10.1;10.6
3126;Waarde;Totaal;Garage/carport aanwezig: Nee;Zuidoost-Zuid-Holland (CR);2009;710.2;509.7;200.5;31.0;81.6;14.5;3.9
3127;Waarde;Totaal;Garage/carport aanwezig: Nee;Zuidoost-Zuid-Holland (CR);2012;785.6;553.2;232.4;32.4;77.3;17.2;5.6
3128;Waarde;Totaal;Garage/carport aanwezig: Nee;Zuidoost-Zuid-Holland (CR);2015;731.5;541.2;190.3;32.4;79.1;11.0;10.0
3129;Waarde;Totaal;Garage/carport aanwezig: Nee;Zeeuwsch-Vlaanderen (CR);2009;630.2;432.2;198.1;34.8;85.7;11.7;2.5
3130;Waarde;Totaal;Garage/carport aanwezig: Nee;Zeeuwsch-Vlaanderen (CR);2012;681.8;481.4;200.4;33.5;80.6;13.2;6.2
3131;Waarde;Totaal;Garage/carport aanwezig: Nee;Zeeuwsch-Vlaanderen (CR);2015;654.5;468.4;186.1;34.2;84.2;8.6;7.2
3132;Waarde;Totaal;Garage/carport aanwezig: Nee;Overig Zeeland (CR);2009;666.0;469.5;196.5;33.5;82.2;14.6;3.2
3133;Waarde;Totaal;Garage/carport aanwezig: Nee;Overig Zeeland (CR);2012;728.6;529.6;199.0;34.2;81.4;14.2;4.4
3134;Waarde;Totaal;Garage/carport aanwezig: Nee;Overig Zeeland (CR);2015;724.6;537.9;186.7;34.5;82.3;9.1;8.6
3135;Waarde;Totaal;Garage/carport aanwezig: Nee;West-Noord-Brabant (CR);2009;699.7;497.2;202.5;33.1;79.7;15.8;4.5
3136;Waarde;Totaal;Garage/carport aanwezig: Nee;West-Noord-Brabant (CR);2012;755.2;547.6;207.6;34.3;77.1;14.9;8.0
3137;Waarde;Totaal;Garage/carport aanwezig: Nee;West-Noord-Brabant (CR);2015;748.1;562.0;186.0;34.3;80.0;10.1;9.9
3138;Waarde;Totaal;Garage/carport aanwezig: Nee;Midden-Noord-Brabant (CR);2009;695.3;501.5;193.7;31.6;80.6;16.1;3.3
3139;Waarde;Totaal;Garage/carport aanwezig: Nee;Midden-Noord-Brabant (CR);2012;735.7;540.7;195.1;35.9;78.5;14.2;7.3
3140;Waarde;Totaal;Garage/carport aanwezig: Nee;Midden-Noord-Brabant (CR);2015;728.4;552.5;175.9;35.1;76.5;9.2;14.3
3141;Waarde;Totaal;Garage/carport aanwezig: Nee;Noordoost-Noord-Brabant (CR);2009;685.9;490.1;195.8;31.5;76.0;20.0;3.9
3142;Waarde;Totaal;Garage/carport aanwezig: Nee;Noordoost-Noord-Brabant (CR);2012;744.3;545.4;199.0;34.1;78.4;15.7;5.8
3143;Waarde;Totaal;Garage/carport aanwezig: Nee;Noordoost-Noord-Brabant (CR);2015;753.9;579.6;174.2;34.3;75.9;11.7;12.4
3144;Waarde;Totaal;Garage/carport aanwezig: Nee;Zuidoost-Noord-Brabant (CR);2009;665.5;473.8;191.7;33.0;81.0;14.0;4.9
3145;Waarde;Totaal;Garage/carport aanwezig: Nee;Zuidoost-Noord-Brabant (CR);2012;722.1;531.6;190.5;34.4;79.5;12.9;7.5
3146;Waarde;Totaal;Garage/carport aanwezig: Nee;Zuidoost-Noord-Brabant (CR);2015;741.3;564.1;177.2;34.6;79.8;10.2;10.0
3147;Waarde;Totaal;Garage/carport aanwezig: Nee;Noord-Limburg (CR);2009;682.7;486.5;196.2;33.6;81.7;12.4;5.9
3148;Waarde;Totaal;Garage/carport aanwezig: Nee;Noord-Limburg (CR);2012;708.4;501.3;207.1;34.9;78.6;14.3;7.1
3149;Waarde;Totaal;Garage/carport aanwezig: Nee;Noord-Limburg (CR);2015;733.3;548.1;185.1;36.1;80.5;10.3;9.1
3150;Waarde;Totaal;Garage/carport aanwezig: Nee;Midden-Limburg (CR);2009;713.2;503.8;209.4;34.4;76.9;14.2;8.9
3151;Waarde;Totaal;Garage/carport aanwezig: Nee;Midden-Limburg (CR);2012;691.8;495.7;196.1;37.2;78.6;13.7;7.6
3152;Waarde;Totaal;Garage/carport aanwezig: Nee;Midden-Limburg (CR);2015;686.7;508.4;178.3;37.6;81.6;5.4;13.0
3153;Waarde;Totaal;Garage/carport aanwezig: Nee;Zuid-Limburg (CR);2009;630.0;435.8;194.1;35.4;80.0;15.2;4.8
3154;Waarde;Totaal;Garage/carport aanwezig: Nee;Zuid-Limburg (CR);2012;661.3;467.2;194.1;35.7;77.4;12.4;10.2
3155;Waarde;Totaal;Garage/carport aanwezig: Nee;Zuid-Limburg (CR);2015;666.4;490.9;175.5;37.2;78.7;9.5;11.8
3156;Waarde;Totaal;Garage/carport aanwezig: Nee;Flevoland (CR);2009;724.3;517.3;207.0;32.5;86.1;9.1;4.8
3157;Waarde;Totaal;Garage/carport aanwezig: Nee;Flevoland (CR);2012;763.1;558.9;204.2;33.8;78.9;11.7;9.4
3158;Waarde;Totaal;Garage/carport aanwezig: Nee;Flevoland (CR);2015;766.3;581.3;185.0;34.1;82.2;5.4;12.3
3159;Waarde;Totaal;Garage/carport aanwezig: Nee;Almere;2009;737.9;533.3;204.6;31.6;84.3;9.8;5.9
3160;Waarde;Totaal;Garage/carport aanwezig: Nee;Almere;2012;768.8;565.0;203.7;32.3;77.5;11.9;10.6
3161;Waarde;Totaal;Garage/carport aanwezig: Nee;Almere;2015;794.9;608.2;186.7;34.2;81.6;5.5;13.0
3162;Waarde;Totaal;Garage/carport aanwezig: Nee;Amersfoort;2009;734.0;552.6;181.4;28.7;79.5;19.7;0.8
3163;Waarde;Totaal;Garage/carport aanwezig: Nee;Amersfoort;2012;829.8;650.0;179.8;32.1;81.7;10.7;7.6
3164;Waarde;Totaal;Garage/carport aanwezig: Nee;Amersfoort;2015;853.4;679.5;173.8;31.0;85.9;6.5;7.6
3165;Waarde;Totaal;Garage/carport aanwezig: Nee;Amsterdam;2009;655.0;485.4;169.5;35.0;73.4;20.2;6.4
3166;Waarde;Totaal;Garage/carport aanwezig: Nee;Amsterdam;2012;717.9;543.2;174.7;36.9;75.1;16.7;8.2
3167;Waarde;Totaal;Garage/carport aanwezig: Nee;Amsterdam;2015;755.8;593.1;162.7;37.0;74.7;14.4;10.9
3168;Waarde;Totaal;Garage/carport aanwezig: Nee;Apeldoorn;2009;695.7;502.4;193.3;32.2;78.1;19.5;2.4
3169;Waarde;Totaal;Garage/carport aanwezig: Nee;Apeldoorn;2012;780.8;581.5;199.2;36.2;76.2;12.9;10.9
3170;Waarde;Totaal;Garage/carport aanwezig: Nee;Apeldoorn;2015;731.7;561.3;170.4;33.9;79.4;6.1;14.4
3171;Waarde;Totaal;Garage/carport aanwezig: Nee;Arnhem;2009;655.3;485.0;170.3;33.3;78.1;15.9;6.0
3172;Waarde;Totaal;Garage/carport aanwezig: Nee;Arnhem;2012;696.6;522.0;174.6;35.1;79.2;14.9;5.8
3173;Waarde;Totaal;Garage/carport aanwezig: Nee;Arnhem;2015;712.0;546.4;165.7;34.5;78.8;9.9;11.3
3174;Waarde;Totaal;Garage/carport aanwezig: Nee;Breda;2009;676.8;480.4;196.4;33.4;79.3;15.4;5.4
3175;Waarde;Totaal;Garage/carport aanwezig: Nee;Breda;2012;777.7;571.9;205.8;34.4;78.8;11.8;9.5
3176;Waarde;Totaal;Garage/carport aanwezig: Nee;Breda;2015;759.6;579.5;180.0;34.2;83.8;7.1;9.2
3177;Waarde;Totaal;Garage/carport aanwezig: Nee;Dordrecht;2009;714.6;520.6;194.0;32.6;83.8;10.7;5.4
3178;Waarde;Totaal;Garage/carport aanwezig: Nee;Dordrecht;2012;698.0;502.2;195.8;34.7;81.1;11.8;7.1
3179;Waarde;Totaal;Garage/carport aanwezig: Nee;Dordrecht;2015;691.8;509.2;182.6;33.4;83.4;7.9;8.7
3180;Waarde;Totaal;Garage/carport aanwezig: Nee;Ede;2009;735.8;541.2;194.6;32.8;81.2;11.6;7.2
3181;Waarde;Totaal;Garage/carport aanwezig: Nee;Ede;2012;737.1;551.7;185.4;31.8;80.7;12.8;6.6
3182;Waarde;Totaal;Garage/carport aanwezig: Nee;Ede;2015;711.2;533.0;178.1;32.5;87.3;5.5;7.2
3183;Waarde;Totaal;Garage/carport aanwezig: Nee;Eindhoven;2009;640.3;463.2;177.1;32.7;78.4;15.3;6.3
3184;Waarde;Totaal;Garage/carport aanwezig: Nee;Eindhoven;2012;698.0;516.0;182.0;35.3;78.9;12.7;8.4
3185;Waarde;Totaal;Garage/carport aanwezig: Nee;Eindhoven;2015;748.6;584.8;163.9;35.5;78.1;11.0;11.0
3186;Waarde;Totaal;Garage/carport aanwezig: Nee;Emmen;2009;633.9;423.7;210.1;36.6;79.6;16.2;4.1
3187;Waarde;Totaal;Garage/carport aanwezig: Nee;Emmen;2012;646.1;447.4;198.7;35.2;81.6;6.6;11.9
3188;Waarde;Totaal;Garage/carport aanwezig: Nee;Emmen;2015;698.9;518.9;180.1;40.1;86.0;4.6;9.4
3189;Waarde;Totaal;Garage/carport aanwezig: Nee;Enschede;2009;634.3;435.3;199.0;37.6;83.8;11.6;4.6
3190;Waarde;Totaal;Garage/carport aanwezig: Nee;Enschede;2012;654.7;463.3;191.4;38.2;83.8;5.8;10.4
3191;Waarde;Totaal;Garage/carport aanwezig: Nee;Enschede;2015;655.9;488.6;167.3;38.2;77.5;10.4;12.0
3192;Waarde;Totaal;Garage/carport aanwezig: Nee;'s-Gravenhage (gemeente);2009;738.1;544.5;193.6;35.9;80.1;13.9;6.0
3193;Waarde;Totaal;Garage/carport aanwezig: Nee;'s-Gravenhage (gemeente);2012;769.8;572.4;197.3;37.1;77.7;12.5;9.8
3194;Waarde;Totaal;Garage/carport aanwezig: Nee;'s-Gravenhage (gemeente);2015;783.6;597.8;185.8;36.8;80.3;8.7;11.0
3195;Waarde;Totaal;Garage/carport aanwezig: Nee;Groningen (gemeente);2009;629.2;449.9;179.3;37.3;84.8;10.5;4.7
3196;Waarde;Totaal;Garage/carport aanwezig: Nee;Groningen (gemeente);2012;652.8;470.8;182.0;35.9;83.9;10.4;5.8
3197;Waarde;Totaal;Garage/carport aanwezig: Nee;Groningen (gemeente);2015;649.7;490.0;159.7;40.5;75.9;7.9;16.2
3198;Waarde;Totaal;Garage/carport aanwezig: Nee;Haarlem;2009;771.5;581.7;189.8;32.7;82.8;13.7;3.5
3199;Waarde;Totaal;Garage/carport aanwezig: Nee;Haarlem;2012;854.4;655.3;199.0;33.2;81.7;12.1;6.2
3200;Waarde;Totaal;Garage/carport aanwezig: Nee;Haarlem;2015;883.8;690.8;193.0;34.9;82.9;8.4;8.7
3201;Waarde;Totaal;Garage/carport aanwezig: Nee;Haarlemmermeer;2009;789.5;589.8;199.7;27.7;75.3;19.2;5.4
3202;Waarde;Totaal;Garage/carport aanwezig: Nee;Haarlemmermeer;2012;813.1;608.8;204.2;29.8;79.2;13.1;7.7
3203;Waarde;Totaal;Garage/carport aanwezig: Nee;Haarlemmermeer;2015;827.6;631.5;196.1;32.5;84.3;8.9;6.9
3204;Waarde;Totaal;Garage/carport aanwezig: Nee;'s-Hertogenbosch;2009;722.5;526.4;196.1;30.9;75.6;21.9;2.5
3205;Waarde;Totaal;Garage/carport aanwezig: Nee;'s-Hertogenbosch;2012;756.7;562.4;194.2;35.2;76.1;16.3;7.6
3206;Waarde;Totaal;Garage/carport aanwezig: Nee;'s-Hertogenbosch;2015;779.4;610.0;169.4;34.9;77.6;11.2;11.3
3207;Waarde;Totaal;Garage/carport aanwezig: Nee;Leiden;2009;732.8;551.5;181.3;33.3;81.6;14.6;3.8
3208;Waarde;Totaal;Garage/carport aanwezig: Nee;Leiden;2012;790.6;601.4;189.2;34.2;81.2;12.5;6.3
3209;Waarde;Totaal;Garage/carport aanwezig: Nee;Leiden;2015;758.5;590.3;168.2;36.7;75.1;11.1;13.7
