ID;Vervoersland;LandVanLaden;LandVanLossen;Perioden;VervoerdLadinggewicht_1
0;België;België;België;2005;265086.0
1;België;België;België;2006;274141.0
2;België;België;België;2007;279190.0
3;België;België;België;2008;249624.0
4;België;België;België;2009;233589.0
5;België;België;België;2010;237049.0
6;België;België;België;2011;233721.0
7;België;België;België;2012;239135.0
8;België;België;België;2013;248857.0
9;België;België;België;2014;250707.0
10;België;België;België;2015;234578.0
11;België;België;België;2016;233819.0
12;België;België;België;2017;238846.0
13;België;België;België;2018;233211.0
14;België;België;België;2019;229623.0
15;België;België;Bulgarije;2005;1.0
16;België;België;Bulgarije;2006;0.0
17;België;België;Bulgarije;2007;0.0
18;België;België;Bulgarije;2008;0.0
19;België;België;Bulgarije;2009;0.0
20;België;België;Bulgarije;2010;0.0
21;België;België;Bulgarije;2011;0.0
22;België;België;Bulgarije;2012;2.0
23;België;België;Bulgarije;2013;0.0
24;België;België;Bulgarije;2014;0.0
25;België;België;Bulgarije;2015;32.0
26;België;België;Bulgarije;2016;42.0
27;België;België;Bulgarije;2017;134.0
28;België;België;Bulgarije;2018;1.0
29;België;België;Bulgarije;2019;52.0
30;België;België;Cyprus;2005;0.0
31;België;België;Cyprus;2006;0.0
32;België;België;Cyprus;2007;0.0
33;België;België;Cyprus;2008;0.0
34;België;België;Cyprus;2009;0.0
35;België;België;Cyprus;2010;0.0
36;België;België;Cyprus;2011;0.0
37;België;België;Cyprus;2012;0.0
38;België;België;Cyprus;2013;0.0
39;België;België;Cyprus;2014;0.0
40;België;België;Cyprus;2015;3.0
41;België;België;Cyprus;2016;0.0
42;België;België;Cyprus;2017;4.0
43;België;België;Cyprus;2018;0.0
44;België;België;Cyprus;2019;0.0
45;België;België;Denemarken;2005;103.0
46;België;België;Denemarken;2006;89.0
47;België;België;Denemarken;2007;72.0
48;België;België;Denemarken;2008;60.0
49;België;België;Denemarken;2009;26.0
50;België;België;Denemarken;2010;33.0
51;België;België;Denemarken;2011;19.0
52;België;België;Denemarken;2012;17.0
53;België;België;Denemarken;2013;20.0
54;België;België;Denemarken;2014;8.0
55;België;België;Denemarken;2015;145.0
56;België;België;Denemarken;2016;125.0
57;België;België;Denemarken;2017;85.0
58;België;België;Denemarken;2018;96.0
59;België;België;Denemarken;2019;137.0
60;België;België;Duitsland;2005;6458.0
61;België;België;Duitsland;2006;6404.0
62;België;België;Duitsland;2007;6221.0
63;België;België;Duitsland;2008;5365.0
64;België;België;Duitsland;2009;4608.0
65;België;België;Duitsland;2010;4501.0
66;België;België;Duitsland;2011;4443.0
67;België;België;Duitsland;2012;4479.0
68;België;België;Duitsland;2013;3684.0
69;België;België;Duitsland;2014;3137.0
70;België;België;Duitsland;2015;4116.0
71;België;België;Duitsland;2016;4075.0
72;België;België;Duitsland;2017;4226.0
73;België;België;Duitsland;2018;3208.0
74;België;België;Duitsland;2019;4456.0
75;België;België;Estland;2005;0.0
76;België;België;Estland;2006;0.0
77;België;België;Estland;2007;0.0
78;België;België;Estland;2008;0.0
79;België;België;Estland;2009;0.0
80;België;België;Estland;2010;0.0
81;België;België;Estland;2011;0.0
82;België;België;Estland;2012;2.0
83;België;België;Estland;2013;0.0
84;België;België;Estland;2014;0.0
85;België;België;Estland;2015;0.0
86;België;België;Estland;2016;0.0
87;België;België;Estland;2017;0.0
88;België;België;Estland;2018;0.0
89;België;België;Estland;2019;0.0
90;België;België;Finland;2005;1.0
91;België;België;Finland;2006;0.0
92;België;België;Finland;2007;0.0
93;België;België;Finland;2008;0.0
94;België;België;Finland;2009;0.0
95;België;België;Finland;2010;0.0
96;België;België;Finland;2011;2.0
97;België;België;Finland;2012;0.0
98;België;België;Finland;2013;0.0
99;België;België;Finland;2014;0.0
100;België;België;Finland;2015;0.0
101;België;België;Finland;2016;0.0
102;België;België;Finland;2017;0.0
103;België;België;Finland;2018;0.0
104;België;België;Finland;2019;0.0
105;België;België;Frankrijk;2005;17815.0
106;België;België;Frankrijk;2006;19177.0
107;België;België;Frankrijk;2007;19891.0
108;België;België;Frankrijk;2008;18056.0
109;België;België;Frankrijk;2009;17203.0
110;België;België;Frankrijk;2010;15548.0
111;België;België;Frankrijk;2011;14459.0
112;België;België;Frankrijk;2012;13460.0
113;België;België;Frankrijk;2013;13634.0
114;België;België;Frankrijk;2014;13171.0
115;België;België;Frankrijk;2015;15213.0
116;België;België;Frankrijk;2016;14687.0
117;België;België;Frankrijk;2017;14542.0
118;België;België;Frankrijk;2018;12517.0
119;België;België;Frankrijk;2019;12431.0
120;België;België;Griekenland;2005;11.0
121;België;België;Griekenland;2006;15.0
122;België;België;Griekenland;2007;7.0
123;België;België;Griekenland;2008;1.0
124;België;België;Griekenland;2009;1.0
125;België;België;Griekenland;2010;1.0
126;België;België;Griekenland;2011;0.0
127;België;België;Griekenland;2012;2.0
128;België;België;Griekenland;2013;0.0
129;België;België;Griekenland;2014;0.0
130;België;België;Griekenland;2015;35.0
131;België;België;Griekenland;2016;25.0
132;België;België;Griekenland;2017;27.0
133;België;België;Griekenland;2018;0.0
134;België;België;Griekenland;2019;0.0
135;België;België;Hongarije;2005;8.0
136;België;België;Hongarije;2006;11.0
137;België;België;Hongarije;2007;13.0
138;België;België;Hongarije;2008;6.0
139;België;België;Hongarije;2009;1.0
140;België;België;Hongarije;2010;5.0
141;België;België;Hongarije;2011;0.0
