ID;EigenaarBewoner;KenmerkenVanHuishoudens;Perioden;ParticuliereHuishoudens_1;GemiddeldeHypotheekschuldEigenWoning_2;GemiddeldeWaardeEigenWoning_3;GemiddeldBrutoInkomen_4;GemiddeldBesteedbaarInkomen_5;HypotheekschuldWoningwaarde_6;HypotheekschuldBrutoInkomen_7;HypotheekschuldBesteedbaarInkomen_8;GeenSchuld_9;k_0Tot07_10;k_07Tot08_11;k_08Tot09_12;k_09Tot10_13;k_1OfHoger_14;GeenSchuld_15;k_0Tot2_16;k_2Tot4_17;k_4OfHoger_18;GeenSchuld_19;k_0Tot35_20;k_35Tot7_21;k_7OfHoger_22
1519;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering arbeidsongeschiktheid;2013;73.7;130.5;198.7;47.5;30.7;0.66;2.54;3.87;0.0;39.0;5.5;5.1;4.5;19.6;0.0;28.2;26.2;19.3;0.0;33.0;26.8;13.9
1520;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering arbeidsongeschiktheid;2014;72.9;131.7;195.5;48.6;31.5;0.69;2.55;3.89;0.0;37.2;5.5;5.1;4.7;20.4;0.0;27.6;26.7;18.6;0.0;32.3;27.5;13.1
1521;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering arbeidsongeschiktheid;2015;71.4;133.1;199.0;49.2;31.9;0.69;2.56;3.9;0.0;36.5;5.5;5.2;4.9;19.4;0.0;26.6;26.8;18.1;0.0;31.5;27.4;12.5
1522;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering arbeidsongeschiktheid;2016;71.8;132.9;204.5;50.7;32.8;0.67;2.5;3.83;0.0;37.6;5.6;5.5;5.3;17.9;0.0;27.3;27.6;16.9;0.0;32.3;27.9;11.5
1523;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering arbeidsongeschiktheid;2017;72.3;135.0;217.9;53.4;34.1;0.64;2.44;3.76;0.0;39.5;6.2;5.9;5.8;14.9;0.0;28.4;28.2;15.7;0.0;33.2;28.4;10.7
1524;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering arbeidsongeschiktheid;2018;72.2;136.1;233.9;54.9;34.8;0.61;2.4;3.72;0.0;42.4;6.6;6.4;5.7;11.2;0.0;28.7;28.9;14.6;0.0;33.4;28.9;9.9
1525;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering arbeidsongeschiktheid;2019;71.6;135.7;252.9;56.9;36.5;0.56;2.32;3.57;0.0;46.5;7.0;6.2;4.9;7.0;0.0;29.9;28.7;13.0;0.0;35.0;28.2;8.5
1526;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering arbeidsongeschiktheid;2020;72.0;137.4;270.6;58.8;38.0;0.53;2.29;3.48;0.0;50.2;7.5;5.8;3.8;4.7;0.0;30.6;29.0;12.4;0.0;36.2;28.1;7.7
1527;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering arbeidsongeschiktheid;2021;70.8;136.6;296.5;59.8;38.8;0.48;2.24;3.41;0.0;55.6;6.4;4.1;2.3;2.4;0.0;30.7;28.7;11.4;0.0;36.7;27.1;7.1
1528;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering arbeidsongeschiktheid;2022;69.5;136.9;361.7;62.7;40.4;0.39;2.12;3.26;0.0;63.1;3.3;1.5;0.6;1.0;0.0;32.2;27.9;9.4;0.0;37.8;25.8;5.9
1529;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering arbeidsongeschiktheid;2023;72.4;139.6;368.5;69.8;44.6;0.38;1.94;2.99;0.0;66.1;3.0;1.5;0.6;1.2;0.0;37.4;27.3;7.6;0.0;43.5;24.1;4.8
1530;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering pensioen;2006;447.6;83.2;300.7;;;0.22;;;0.0;414.3;10.2;7.1;5.3;10.7;;;;;;;;
1531;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering pensioen;2007;477.2;88.5;322.4;;;0.23;;;0.0;442.7;11.1;7.8;5.6;9.9;;;;;;;;
1532;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering pensioen;2008;497.5;94.8;334.8;;;0.23;;;0.0;460.4;12.2;8.8;6.1;10.0;;;;;;;;
1533;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering pensioen;2009;505.0;98.3;329.3;;;0.25;;;0.0;463.3;13.5;9.7;6.7;11.7;;;;;;;;
1534;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering pensioen;2010;527.3;101.3;305.9;;;0.28;;;0.0;471.8;17.7;12.2;8.8;16.8;;;;;;;;
1535;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering pensioen;2011;616.8;107.6;305.5;51.6;37.8;0.29;1.75;2.3;0.0;545.4;22.9;16.1;11.3;21.2;0.0;347.7;179.2;89.9;0.0;431.1;138.1;47.6
1536;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering pensioen;2012;644.0;110.4;289.9;51.8;38.1;0.32;1.8;2.35;0.0;553.4;27.9;19.4;14.2;29.1;0.0;354.8;191.3;98.0;0.0;444.8;148.4;50.8
1537;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering pensioen;2013;666.2;112.2;259.8;52.0;37.9;0.36;1.83;2.4;0.0;540.8;34.9;25.6;18.9;46.0;0.0;362.1;200.4;103.7;0.0;454.2;158.2;53.8
1538;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering pensioen;2014;681.8;115.5;258.3;57.4;41.9;0.38;1.82;2.36;0.0;544.8;37.2;27.8;20.7;51.3;0.0;372.5;205.8;103.4;0.0;470.1;160.4;51.2
1539;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering pensioen;2015;669.3;115.7;262.2;53.5;39.3;0.38;1.88;2.43;0.0;537.7;36.9;27.4;20.1;47.1;0.0;355.2;207.5;106.6;0.0;454.2;162.6;52.4
1540;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering pensioen;2016;691.4;116.6;270.3;55.5;40.5;0.37;1.86;2.42;0.0;561.9;37.4;27.6;20.7;43.8;0.0;369.4;215.7;106.2;0.0;471.5;168.3;51.6
1541;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering pensioen;2017;712.9;121.6;288.7;62.9;44.6;0.36;1.84;2.4;0.0;590.0;37.3;27.5;20.3;37.8;0.0;385.9;223.7;103.4;0.0;490.8;172.5;49.5
1542;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering pensioen;2018;715.3;118.8;305.2;58.2;42.6;0.34;1.86;2.41;0.0;611.5;34.9;24.9;17.0;27.1;0.0;382.8;229.0;103.5;0.0;491.9;174.6;48.8
1543;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering pensioen;2019;732.0;121.6;329.9;63.7;47.1;0.32;1.83;2.34;0.0;644.6;32.2;21.4;13.1;20.7;0.0;398.6;232.7;100.7;0.0;514.9;171.0;46.0
1544;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering pensioen;2020;749.9;120.8;348.3;60.8;45.3;0.3;1.82;2.32;0.0;676.2;29.6;18.0;10.4;15.8;0.0;408.4;239.0;102.5;0.0;530.3;172.9;46.6
1545;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering pensioen;2021;775.2;122.8;380.3;61.9;46.3;0.28;1.83;2.32;0.0;719.2;24.2;13.3;6.9;11.6;0.0;421.0;248.8;105.3;0.0;548.7;179.5;47.0
1546;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering pensioen;2022;786.4;124.5;457.7;63.6;47.9;0.24;1.81;2.28;0.0;759.3;11.8;5.5;2.8;7.0;0.0;433.0;252.7;100.8;0.0;565.0;177.8;43.6
1547;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering pensioen;2023;804.0;128.0;459.9;69.0;51.5;0.24;1.73;2.19;0.0;775.0;12.4;5.8;3.1;7.7;0.0;460.2;251.7;92.1;0.0;594.1;167.8;42.0
1548;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering sociale voorziening;2006;8.5;81.1;220.6;;;0.31;;;0.0;6.9;0.4;0.3;0.3;0.7;;;;;;;;
1549;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering sociale voorziening;2007;8.3;89.0;237.4;;;0.33;;;0.0;6.6;0.4;0.4;0.4;0.6;;;;;;;;
1550;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering sociale voorziening;2008;7.7;94.7;244.2;;;0.35;;;0.0;6.0;0.4;0.4;0.4;0.5;;;;;;;;
1551;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering sociale voorziening;2009;6.3;97.9;232.6;;;0.39;;;0.0;4.7;0.4;0.4;0.3;0.6;;;;;;;;
1552;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering sociale voorziening;2010;6.8;103.1;209.7;;;0.47;;;0.0;4.6;0.4;0.4;0.4;1.1;;;;;;;;
1553;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering sociale voorziening;2011;9.1;105.3;194.5;25.6;19.8;0.54;3.63;4.58;0.0;5.6;0.6;0.6;0.6;1.7;0.0;2.6;2.3;4.1;0.0;3.6;2.6;2.9
1554;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering sociale voorziening;2012;10.3;113.5;183.1;25.2;19.6;0.64;4.06;5.08;0.0;5.6;0.7;0.7;0.7;2.6;0.0;2.5;2.6;5.2;0.0;3.6;3.1;3.6
1555;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering sociale voorziening;2013;12.6;118.9;162.9;25.4;19.7;0.77;4.33;5.48;0.0;5.7;0.8;0.8;0.8;4.4;0.0;2.7;3.1;6.7;0.0;3.9;3.9;4.8
1556;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering sociale voorziening;2014;14.3;123.9;161.6;25.5;19.9;0.82;4.51;5.62;0.0;6.0;1.0;1.0;1.0;5.4;0.0;2.8;3.6;8.0;0.0;4.1;4.6;5.6
1557;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering sociale voorziening;2015;14.3;119.3;163.6;25.5;20.1;0.78;4.44;5.52;0.0;6.3;1.0;1.1;1.0;4.9;0.0;2.8;3.7;7.9;0.0;4.2;4.7;5.4
1558;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering sociale voorziening;2016;14.4;115.4;168.0;25.4;20.1;0.73;4.3;5.31;0.0;6.9;1.1;1.1;1.1;4.2;0.0;2.8;3.8;7.7;0.0;4.4;4.9;5.1
1559;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering sociale voorziening;2017;13.5;110.1;177.3;26.0;20.5;0.66;4.02;5.02;0.0;7.2;1.1;1.1;1.1;3.0;0.0;2.9;3.8;6.8;0.0;4.4;4.8;4.4
1560;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering sociale voorziening;2018;12.1;107.8;190.6;26.4;20.8;0.6;3.92;4.89;0.0;7.2;1.1;1.1;0.9;1.9;0.0;2.7;3.5;5.9;0.0;4.1;4.3;3.7
1561;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering sociale voorziening;2019;11.4;105.3;207.0;27.6;21.8;0.53;3.63;4.53;0.0;7.6;1.1;0.9;0.7;1.0;0.0;2.8;3.5;5.1;0.0;4.2;4.1;3.0
1562;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering sociale voorziening;2020;16.3;136.1;261.9;27.1;21.8;0.53;4.37;5.28;0.0;11.4;1.7;1.3;0.9;1.1;0.0;3.3;4.2;8.8;0.0;5.1;5.6;5.7
1563;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering sociale voorziening;2021;13.0;123.7;274.4;28.4;22.8;0.46;3.83;4.69;0.0;10.4;1.1;0.7;0.4;0.4;0.0;3.0;3.7;6.2;0.0;4.7;4.5;3.8
1564;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering sociale voorziening;2022;9.7;109.1;311.6;30.4;24.3;0.35;3.18;3.9;0.0;8.9;0.4;0.2;0.1;0.1;0.0;2.9;3.1;3.7;0.0;4.3;3.4;2.0
1565;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering sociale voorziening;2023;8.8;108.6;315.8;33.7;27.0;0.34;2.86;3.52;0.0;8.1;0.3;0.1;0.1;0.1;0.0;3.0;2.9;2.9;0.0;4.4;3.0;1.4
1566;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering bijstand;2006;3.0;72.2;162.0;;;0.41;;;0.0;2.1;0.2;0.2;0.2;0.4;;;;;;;;
1567;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering bijstand;2007;3.0;73.7;169.7;;;0.4;;;0.0;2.1;0.2;0.2;0.2;0.3;;;;;;;;
1568;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering bijstand;2008;2.8;82.1;181.5;;;0.44;;;0.0;2.0;0.2;0.2;0.2;0.2;;;;;;;;
1569;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering bijstand;2009;2.2;86.2;175.3;;;0.49;;;0.0;1.4;0.1;0.2;0.2;0.3;;;;;;;;
1570;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering bijstand;2010;2.4;96.3;157.7;;;0.63;;;0.0;1.3;0.2;0.2;0.2;0.6;;;;;;;;
1571;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering bijstand;2011;3.5;114.9;162.1;20.7;16.4;0.77;5.1;6.34;0.0;1.5;0.3;0.3;0.3;1.0;0.0;0.7;0.7;2.1;0.0;1.0;0.9;1.6
1572;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering bijstand;2012;4.3;125.6;157.3;20.6;16.4;0.86;5.63;6.95;0.0;1.6;0.3;0.3;0.4;1.6;0.0;0.6;0.8;2.8;0.0;1.0;1.2;2.1
1573;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering bijstand;2013;5.7;132.9;143.9;20.8;16.5;1.01;6.0;7.43;0.0;1.6;0.4;0.4;0.4;2.9;0.0;0.7;1.1;3.9;0.0;1.1;1.6;3.0
1574;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering bijstand;2014;6.7;138.0;143.6;21.4;17.1;1.02;5.94;7.3;0.0;1.7;0.4;0.5;0.5;3.5;0.0;0.7;1.3;4.7;0.0;1.1;2.0;3.5
1575;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering bijstand;2015;6.3;132.0;142.9;21.0;17.1;0.98;5.86;7.13;0.0;1.7;0.5;0.5;0.6;3.1;0.0;0.6;1.2;4.5;0.0;1.1;2.0;3.2
1576;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering bijstand;2016;5.9;127.4;143.8;20.7;17.0;0.94;5.72;6.94;0.0;1.7;0.5;0.5;0.6;2.6;0.0;0.5;1.2;4.1;0.0;1.0;2.0;2.9
1577;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering bijstand;2017;5.3;122.3;150.8;21.5;17.6;0.87;5.35;6.53;0.0;1.8;0.5;0.5;0.7;1.8;0.0;0.5;1.2;3.6;0.0;0.9;1.9;2.4
1578;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering bijstand;2018;4.5;119.2;160.1;22.2;18.1;0.79;5.12;6.24;0.0;1.8;0.5;0.6;0.5;1.1;0.0;0.5;1.0;2.9;0.0;0.9;1.7;1.9
1579;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering bijstand;2019;3.8;115.3;172.2;22.9;18.8;0.7;4.83;5.84;0.0;1.9;0.5;0.5;0.4;0.6;0.0;0.5;1.0;2.4;0.0;0.8;1.6;1.4
1580;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering bijstand;2020;3.7;116.5;186.9;23.6;19.6;0.65;4.76;5.72;0.0;2.1;0.5;0.4;0.3;0.4;0.0;0.4;1.0;2.3;0.0;0.8;1.6;1.3
1581;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering bijstand;2021;3.3;111.8;208.3;24.1;20.1;0.55;4.44;5.32;0.0;2.3;0.4;0.3;0.1;0.1;0.0;0.5;0.9;1.8;0.0;0.9;1.4;1.0
1582;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering bijstand;2022;2.7;105.8;249.2;26.0;21.8;0.44;3.89;4.63;0.0;2.4;0.2;0.1;0.0;0.0;0.0;0.5;0.9;1.3;0.0;0.9;1.3;0.6
1583;Eigenaar-bewoner met hypotheekschuld;Bron: Uitkering bijstand;2023;2.5;106.6;257.8;27.6;23.5;0.42;3.58;4.23;0.0;2.2;0.1;0.0;0.0;0.0;0.0;0.5;0.9;1.1;0.0;0.9;1.1;0.4
1584;Eigenaar-bewoner met hypotheekschuld;Bron: Uitk. sociale voorziening, overig;2006;5.6;85.9;252.0;;;0.29;;;0.0;4.8;0.2;0.2;0.1;0.3;;;;;;;;
1585;Eigenaar-bewoner met hypotheekschuld;Bron: Uitk. sociale voorziening, overig;2007;5.3;97.5;275.1;;;0.31;;;0.0;4.5;0.2;0.2;0.2;0.3;;;;;;;;
1586;Eigenaar-bewoner met hypotheekschuld;Bron: Uitk. sociale voorziening, overig;2008;4.9;102.0;280.6;;;0.32;;;0.0;4.1;0.2;0.2;0.2;0.2;;;;;;;;
1587;Eigenaar-bewoner met hypotheekschuld;Bron: Uitk. sociale voorziening, overig;2009;4.1;104.1;263.1;;;0.36;;;0.0;3.3;0.2;0.2;0.2;0.3;;;;;;;;
1588;Eigenaar-bewoner met hypotheekschuld;Bron: Uitk. sociale voorziening, overig;2010;4.4;106.7;237.7;;;0.41;;;0.0;3.3;0.2;0.2;0.2;0.5;;;;;;;;
1589;Eigenaar-bewoner met hypotheekschuld;Bron: Uitk. sociale voorziening, overig;2011;5.6;99.4;214.4;28.6;21.9;0.44;2.99;3.81;0.0;4.1;0.3;0.3;0.3;0.7;0.0;1.9;1.6;2.1;0.0;2.6;1.7;1.3
1590;Eigenaar-bewoner met hypotheekschuld;Bron: Uitk. sociale voorziening, overig;2012;6.0;104.8;201.5;28.5;21.8;0.5;3.19;4.07;0.0;4.0;0.4;0.3;0.3;1.0;0.0;1.9;1.8;2.4;0.0;2.6;1.9;1.5
1591;Eigenaar-bewoner met hypotheekschuld;Bron: Uitk. sociale voorziening, overig;2013;6.9;107.4;178.4;29.3;22.2;0.59;3.31;4.27;0.0;4.1;0.5;0.4;0.4;1.6;0.0;2.0;2.1;2.8;0.0;2.8;2.3;1.8
1592;Eigenaar-bewoner met hypotheekschuld;Bron: Uitk. sociale voorziening, overig;2014;7.7;111.7;177.2;29.2;22.4;0.62;3.45;4.41;0.0;4.3;0.6;0.5;0.5;1.9;0.0;2.1;2.3;3.3;0.0;3.0;2.6;2.1
1593;Eigenaar-bewoner met hypotheekschuld;Bron: Uitk. sociale voorziening, overig;2015;8.0;109.3;179.9;29.1;22.5;0.61;3.46;4.42;0.0;4.6;0.6;0.5;0.5;1.8;0.0;2.2;2.4;3.4;0.0;3.2;2.7;2.1
1594;Eigenaar-bewoner met hypotheekschuld;Bron: Uitk. sociale voorziening, overig;2016;8.5;107.1;184.8;28.7;22.3;0.58;3.39;4.31;0.0;5.1;0.7;0.6;0.5;1.7;0.0;2.3;2.6;3.6;0.0;3.4;2.9;2.2
1595;Eigenaar-bewoner met hypotheekschuld;Bron: Uitk. sociale voorziening, overig;2017;8.3;102.4;194.1;28.9;22.4;0.53;3.24;4.14;0.0;5.4;0.6;0.5;0.5;1.2;0.0;2.4;2.7;3.2;0.0;3.4;2.8;2.0
1596;Eigenaar-bewoner met hypotheekschuld;Bron: Uitk. sociale voorziening, overig;2018;7.7;101.1;208.3;28.9;22.4;0.48;3.2;4.06;0.0;5.4;0.6;0.5;0.4;0.7;0.0;2.2;2.4;3.0;0.0;3.3;2.6;1.8
1597;Eigenaar-bewoner met hypotheekschuld;Bron: Uitk. sociale voorziening, overig;2019;7.5;100.2;224.8;30.0;23.3;0.44;3.03;3.89;0.0;5.7;0.6;0.5;0.3;0.5;0.0;2.3;2.5;2.7;0.0;3.4;2.6;1.6
1598;Eigenaar-bewoner met hypotheekschuld;Bron: Uitk. sociale voorziening, overig;2020;12.6;141.8;283.8;28.1;22.4;0.5;4.2;5.09;0.0;9.3;1.2;0.9;0.6;0.7;0.0;2.8;3.3;6.6;0.0;4.2;4.0;4.4
1599;Eigenaar-bewoner met hypotheekschuld;Bron: Uitk. sociale voorziening, overig;2021;9.7;127.7;296.5;29.9;23.8;0.43;3.6;4.45;0.0;8.0;0.7;0.4;0.3;0.3;0.0;2.5;2.8;4.4;0.0;3.8;3.1;2.8
1600;Eigenaar-bewoner met hypotheekschuld;Bron: Uitk. sociale voorziening, overig;2022;6.9;110.4;336.2;32.2;25.3;0.32;2.86;3.6;0.0;6.5;0.2;0.1;0.0;0.1;0.0;2.4;2.2;2.4;0.0;3.4;2.2;1.4
1601;Eigenaar-bewoner met hypotheekschuld;Bron: Uitk. sociale voorziening, overig;2023;6.3;109.4;338.5;36.1;28.4;0.3;2.57;3.21;0.0;5.9;0.2;0.1;0.1;0.1;0.0;2.5;2.0;1.8;0.0;3.4;1.9;1.0
1602;Eigenaar-bewoner met hypotheekschuld;Bron: Studiefinanciering;2006;0.9;146.8;216.6;;;0.84;;;0.0;0.3;0.1;0.1;0.1;0.3;;;;;;;;
1603;Eigenaar-bewoner met hypotheekschuld;Bron: Studiefinanciering;2007;1.1;155.1;220.9;;;0.84;;;0.0;0.4;0.1;0.1;0.2;0.3;;;;;;;;
1604;Eigenaar-bewoner met hypotheekschuld;Bron: Studiefinanciering;2008;1.2;157.9;239.9;;;0.85;;;0.0;0.4;0.1;0.1;0.2;0.3;;;;;;;;
1605;Eigenaar-bewoner met hypotheekschuld;Bron: Studiefinanciering;2009;1.0;165.2;245.8;;;0.87;;;0.0;0.4;0.1;0.1;0.1;0.3;;;;;;;;
1606;Eigenaar-bewoner met hypotheekschuld;Bron: Studiefinanciering;2010;1.1;171.5;248.4;;;0.92;;;0.0;0.4;0.1;0.1;0.1;0.5;;;;;;;;
1607;Eigenaar-bewoner met hypotheekschuld;Bron: Studiefinanciering;2011;0.5;170.2;230.4;6.6;5.1;0.87;24.43;28.77;0.0;0.2;0.0;0.1;0.0;0.2;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.5
1608;Eigenaar-bewoner met hypotheekschuld;Bron: Studiefinanciering;2012;0.6;181.8;220.6;5.8;4.1;0.93;22.17;26.82;0.0;0.2;0.1;0.1;0.1;0.2;0.0;0.0;0.0;0.5;0.0;0.0;0.1;0.5
1609;Eigenaar-bewoner met hypotheekschuld;Bron: Studiefinanciering;2013;0.6;194.4;206.5;7.7;6.0;1.03;19.8;23.36;0.0;0.1;0.0;0.0;0.1;0.3;0.0;0.0;0.0;0.5;0.0;0.0;0.1;0.4
1610;Eigenaar-bewoner met hypotheekschuld;Bron: Studiefinanciering;2014;0.5;195.0;210.3;8.2;6.2;0.96;20.02;22.94;0.0;0.2;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.5;0.0;0.0;0.1;0.4
1611;Eigenaar-bewoner met hypotheekschuld;Bron: Studiefinanciering;2015;0.5;210.9;244.1;;;0.89;15.12;17.68;0.0;0.2;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.4;0.0;0.1;0.1;0.4
1612;Eigenaar-bewoner met hypotheekschuld;Bron: Studiefinanciering;2016;0.4;215.7;294.9;12.5;6.9;0.79;16.81;20.19;0.0;0.2;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.3;0.0;0.0;0.1;0.3
1613;Eigenaar-bewoner met hypotheekschuld;Bron: Studiefinanciering;2017;0.3;238.4;313.4;8.1;5.5;0.74;17.62;22.35;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.2
1614;Eigenaar-bewoner met hypotheekschuld;Bron: Studiefinanciering;2018;0.3;225.3;342.3;15.7;11.1;0.67;17.39;22.46;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.2
1615;Eigenaar-bewoner met hypotheekschuld;Bron: Studiefinanciering;2019;0.3;222.5;415.7;12.9;8.5;0.54;17.58;24.7;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.2
1616;Eigenaar-bewoner met hypotheekschuld;Bron: Studiefinanciering;2020;0.3;290.3;479.1;;;0.54;17.26;22.52;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.2
1617;Eigenaar-bewoner met hypotheekschuld;Bron: Studiefinanciering;2021;0.3;256.8;526.5;20.4;14.9;0.49;13.92;18.06;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.2
1618;Eigenaar-bewoner met hypotheekschuld;Bron: Studiefinanciering;2022;0.1;224.5;452.0;17.7;14.8;0.5;10.13;11.64;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.1
1619;Eigenaar-bewoner met hypotheekschuld;Bron: Studiefinanciering;2023;0.3;265.7;491.9;;;0.53;23.3;27.81;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.2
1620;Eigenaar-bewoner met hypotheekschuld;Gestandaardiseerd inkomen: 1e 10%-groep;2006;122.2;178.5;270.2;;;0.67;;;0.0;63.9;9.7;10.2;11.1;27.3;;;;;;;;
1621;Eigenaar-bewoner met hypotheekschuld;Gestandaardiseerd inkomen: 1e 10%-groep;2007;114.0;183.0;284.5;;;0.64;;;0.0;62.8;9.2;10.1;11.0;20.9;;;;;;;;
1622;Eigenaar-bewoner met hypotheekschuld;Gestandaardiseerd inkomen: 1e 10%-groep;2008;116.7;193.5;299.5;;;0.65;;;0.0;63.3;9.7;11.0;11.7;20.9;;;;;;;;
1623;Eigenaar-bewoner met hypotheekschuld;Gestandaardiseerd inkomen: 1e 10%-groep;2009;122.3;211.7;307.1;;;0.69;;;0.0;61.6;9.7;10.6;12.1;28.2;;;;;;;;
1624;Eigenaar-bewoner met hypotheekschuld;Gestandaardiseerd inkomen: 1e 10%-groep;2010;129.0;213.9;287.9;;;0.75;;;0.0;59.5;10.0;9.8;10.6;39.1;;;;;;;;
1625;Eigenaar-bewoner met hypotheekschuld;Gestandaardiseerd inkomen: 1e 10%-groep;2011;79.2;233.4;303.1;10.7;3.3;0.79;12.04;18.27;0.0;33.7;6.2;6.6;7.2;25.4;0.0;2.8;5.9;70.4;0.0;4.0;8.8;66.3
1626;Eigenaar-bewoner met hypotheekschuld;Gestandaardiseerd inkomen: 1e 10%-groep;2012;84.4;237.3;286.9;11.4;4.2;0.86;12.32;18.38;0.0;31.9;6.4;6.7;7.4;32.0;0.0;2.6;5.9;75.8;0.0;3.8;9.1;71.5
1627;Eigenaar-bewoner met hypotheekschuld;Gestandaardiseerd inkomen: 1e 10%-groep;2013;81.7;237.5;258.7;11.9;5.0;0.96;12.51;18.45;0.0;26.4;5.3;5.5;6.1;38.5;0.0;2.5;5.6;73.7;0.0;3.6;8.6;69.5
1628;Eigenaar-bewoner met hypotheekschuld;Gestandaardiseerd inkomen: 1e 10%-groep;2014;76.8;225.6;248.4;13.4;6.9;0.96;11.46;16.07;0.0;24.7;5.0;5.4;5.8;35.9;0.0;2.6;5.8;68.4;0.0;3.9;9.4;63.6
1629;Eigenaar-bewoner met hypotheekschuld;Gestandaardiseerd inkomen: 1e 10%-groep;2015;73.2;232.5;263.9;17.0;5.8;0.91;10.67;15.83;0.0;25.5;5.1;5.3;5.9;31.4;0.0;3.1;6.5;63.7;0.0;3.9;9.5;59.8
