ID;BestemmingVoorInvoer;Perioden;InvoerVanGoederenEnDiensten_1;InvoerVanGoederen_2;InvoerVanDiensten_3;InvoerVanGoederenEnDiensten_4;InvoerVanGoederen_5;InvoerVanDiensten_6;InvoerVanGoederenEnDiensten_7;InvoerVanGoederen_8;InvoerVanDiensten_9;InvoerVanGoederenEnDiensten_10;InvoerVanGoederen_11;InvoerVanDiensten_12
418;G Handel;2017;21943;4448;17495;21741.0;4537.0;17204.0;8.3;8.0;8.4;100.9;98.0;101.7
419;G Handel;2018;22532;4758;17774;22031.0;4806.0;17232.0;1.3;5.9;0.2;102.3;99.0;103.1
420;G Handel;2019;22584;4783;17801;21643.0;4794.0;16859.0;-1.8;-0.3;-2.2;104.3;99.8;105.6
421;G Handel;2020;21399;4619;16780;20429.0;4760.0;15691.0;-5.6;-0.7;-6.9;104.7;97.0;106.9
422;G Handel;2021;23058;5527;17531;21104.0;5263.0;15896.0;3.3;10.6;1.3;109.3;105.0;110.3
423;G Handel;2022;27144;6939;20205;22694.0;5271.0;17463.0;7.5;0.2;9.9;119.6;131.6;115.7
424;45 Autohandel en -reparatie;2015;2516;1977;539;2516.0;1977.0;539.0;;;;100.0;100.0;100.0
425;45 Autohandel en -reparatie;2016;2496;1948;548;2529.0;1979.0;550.0;0.5;0.1;2.0;98.7;98.4;99.6
426;45 Autohandel en -reparatie;2017;2704;2101;603;2716.0;2122.0;594.0;7.4;7.2;8.0;99.5;99.0;101.5
427;45 Autohandel en -reparatie;2018;2878;2258;620;2867.0;2270.0;598.0;5.5;6.9;0.7;100.4;99.5;103.7
428;45 Autohandel en -reparatie;2019;2817;2168;649;2758.0;2144.0;613.0;-3.8;-5.5;2.4;102.2;101.1;105.9
429;45 Autohandel en -reparatie;2020;2691;2118;573;2666.0;2130.0;537.0;-3.3;-0.6;-12.3;101.0;99.4;106.7
430;45 Autohandel en -reparatie;2021;3013;2408;605;2965.0;2410.0;560.0;11.2;13.1;4.2;101.6;99.9;108.1
431;45 Autohandel en -reparatie;2022;3383;2721;662;3008.0;2415.0;596.0;1.5;0.2;6.4;112.5;112.7;111.1
432;46 Groothandel en handelsbemiddeling;2015;15497;1753;13744;15497.0;1753.0;13744.0;;;;100.0;100.0;100.0
433;46 Groothandel en handelsbemiddeling;2016;15827;1757;14070;15852.0;1844.0;14008.0;2.3;5.2;1.9;99.8;95.3;100.4
434;46 Groothandel en handelsbemiddeling;2017;17395;1975;15420;17173.0;2017.0;15157.0;8.3;9.4;8.2;101.3;97.9;101.7
435;46 Groothandel en handelsbemiddeling;2018;17723;2097;15626;17243.0;2110.0;15137.0;0.4;4.6;-0.1;102.8;99.4;103.2
436;46 Groothandel en handelsbemiddeling;2019;17734;2168;15566;16911.0;2187.0;14733.0;-1.9;3.6;-2.7;104.9;99.1;105.7
437;46 Groothandel en handelsbemiddeling;2020;16603;2097;14506;15725.0;2184.0;13559.0;-7.0;-0.1;-8.0;105.6;96.0;107.0
438;46 Groothandel en handelsbemiddeling;2021;17554;2558;14996;15890.0;2346.0;13576.0;1.0;7.4;0.1;110.5;109.0;110.5
439;46 Groothandel en handelsbemiddeling;2022;20766;3381;17385;17273.0;2345.0;14960.0;8.7;0.0;10.2;120.2;144.2;116.2
440;47 Detailhandel (niet in auto's);2015;1635;347;1288;1635.0;347.0;1288.0;;;;100.0;100.0;100.0
441;47 Detailhandel (niet in auto's);2016;1669;348;1321;1694.0;378.0;1316.0;3.6;8.9;2.2;98.5;92.1;100.4
442;47 Detailhandel (niet in auto's);2017;1844;372;1472;1851.0;398.0;1452.0;9.3;5.2;10.4;99.6;93.6;101.3
443;47 Detailhandel (niet in auto's);2018;1931;403;1528;1924.0;426.0;1497.0;3.9;7.3;3.1;100.4;94.5;102.1
444;47 Detailhandel (niet in auto's);2019;2033;447;1586;1977.0;466.0;1514.0;2.8;9.2;1.1;102.8;96.0;104.8
445;47 Detailhandel (niet in auto's);2020;2105;404;1701;2046.0;448.0;1598.0;3.5;-3.8;5.5;102.9;90.2;106.5
446;47 Detailhandel (niet in auto's);2021;2491;561;1930;2271.0;508.0;1764.0;11.0;13.4;10.4;109.7;110.5;109.4
447;47 Detailhandel (niet in auto's);2022;2995;837;2158;2421.0;512.0;1910.0;6.6;0.9;8.3;123.7;163.4;113.0
448;H Vervoer en opslag;2015;15045;4225;10820;15045.0;4225.0;10820.0;;;;100.0;100.0;100.0
449;H Vervoer en opslag;2016;14538;3408;11130;15417.0;4252.0;11165.0;2.5;0.6;3.2;94.3;80.2;99.7
450;H Vervoer en opslag;2017;16021;3929;12092;16509.0;4432.0;12054.0;7.1;4.2;8.0;97.0;88.7;100.3
451;H Vervoer en opslag;2018;17398;4297;13101;17248.0;4402.0;12794.0;4.5;-0.7;6.1;100.9;97.6;102.4
452;H Vervoer en opslag;2019;17432;4152;13280;17115.0;4511.0;12560.0;-0.8;2.5;-1.8;101.9;92.0;105.7
453;H Vervoer en opslag;2020;15543;2477;13066;15683.0;3379.0;12166.0;-8.4;-25.1;-3.1;99.1;73.3;107.4
454;H Vervoer en opslag;2021;18544;3592;14952;17056.0;3675.0;13231.0;8.8;8.8;8.8;108.7;97.7;113.0
455;H Vervoer en opslag;2022;23793;6472;17321;17686.0;4081.0;13486.0;3.7;11.1;1.9;134.5;158.6;128.4
456;49 Vervoer over land;2015;4187;1357;2830;4187.0;1357.0;2830.0;;;;100.0;100.0;100.0
457;49 Vervoer over land;2016;4421;1187;3234;4680.0;1442.0;3238.0;11.8;6.3;14.4;94.5;82.3;99.9
458;49 Vervoer over land;2017;5012;1338;3674;5118.0;1465.0;3633.0;9.4;1.6;12.2;97.9;91.3;101.1
459;49 Vervoer over land;2018;5450;1350;4100;5413.0;1429.0;3952.0;5.8;-2.5;8.8;100.7;94.5;103.7
460;49 Vervoer over land;2019;5723;1364;4359;5581.0;1504.0;4046.0;3.1;5.3;2.4;102.5;90.7;107.7
461;49 Vervoer over land;2020;5675;1118;4557;5691.0;1446.0;4200.0;2.0;-3.9;3.8;99.7;77.3;108.5
462;49 Vervoer over land;2021;5917;1364;4553;5671.0;1536.0;4118.0;-0.4;6.3;-2.0;104.3;88.8;110.6
463;49 Vervoer over land;2022;7733;2344;5389;6025.0;1573.0;4421.0;6.2;2.4;7.4;128.3;149.0;121.9
464;50 Vervoer over water;2015;3632;672;2960;3632.0;672.0;2960.0;;;;100.0;100.0;100.0
465;50 Vervoer over water;2016;3304;489;2815;3490.0;624.0;2866.0;-3.9;-7.1;-3.2;94.7;78.4;98.2
466;50 Vervoer over water;2017;3513;586;2927;3597.0;637.0;2959.0;3.1;2.0;3.2;97.7;92.0;98.9
467;50 Vervoer over water;2018;3854;698;3156;3786.0;652.0;3131.0;5.3;2.4;5.8;101.8;107.1;100.8
468;50 Vervoer over water;2019;3774;615;3159;3681.0;631.0;3047.0;-2.8;-3.2;-2.7;102.5;97.4;103.7
469;50 Vervoer over water;2020;3713;471;3242;3727.0;623.0;3100.0;1.2;-1.3;1.7;99.6;75.6;104.6
470;50 Vervoer over water;2021;4336;739;3597;3733.0;713.0;3041.0;0.2;14.4;-1.9;116.2;103.6;118.3
471;50 Vervoer over water;2022;5315;1032;4283;3519.0;620.0;2913.0;-5.7;-13.1;-4.2;151.0;166.6;147.0
472;51 Vervoer door de lucht;2015;3984;2009;1975;3984.0;2009.0;1975.0;;;;100.0;100.0;100.0
473;51 Vervoer door de lucht;2016;3536;1557;1979;3962.0;1979.0;1983.0;-0.6;-1.5;0.4;89.2;78.7;99.8
474;51 Vervoer door de lucht;2017;3937;1803;2134;4289.0;2107.0;2174.0;8.3;6.5;9.7;91.8;85.6;98.1
475;51 Vervoer door de lucht;2018;4300;2023;2277;4395.0;2084.0;2294.0;2.5;-1.1;5.5;97.8;97.1;99.3
476;51 Vervoer door de lucht;2019;4496;1958;2538;4644.0;2146.0;2479.0;5.7;3.0;8.1;96.8;91.2;102.4
477;51 Vervoer door de lucht;2020;2424;695;1729;2744.0;1081.0;1631.0;-40.9;-49.6;-34.2;88.4;64.3;106.0
478;51 Vervoer door de lucht;2021;3532;1250;2282;3385.0;1213.0;2086.0;23.4;12.2;27.9;104.3;103.1;109.4
479;51 Vervoer door de lucht;2022;5793;2701;3092;4218.0;1655.0;2463.0;24.6;36.5;18.1;137.3;163.2;125.5
480;52 Opslag, dienstverlening voor vervoer;2015;2188;165;2023;2188.0;165.0;2023.0;;;;100.0;100.0;100.0
481;52 Opslag, dienstverlening voor vervoer;2016;2150;154;1996;2182.0;181.0;2001.0;-0.3;9.7;-1.1;98.5;85.1;99.8
482;52 Opslag, dienstverlening voor vervoer;2017;2291;177;2114;2307.0;192.0;2115.0;5.7;5.8;5.7;99.3;92.4;99.9
483;52 Opslag, dienstverlening voor vervoer;2018;2349;196;2153;2328.0;201.0;2127.0;0.9;5.1;0.6;100.9;97.4;101.2
484;52 Opslag, dienstverlening voor vervoer;2019;2330;185;2145;2254.0;200.0;2054.0;-3.2;-0.5;-3.4;103.4;92.4;104.4
485;52 Opslag, dienstverlening voor vervoer;2020;2347;164;2183;2227.0;192.0;2035.0;-1.2;-4.3;-0.9;105.4;85.6;107.3
486;52 Opslag, dienstverlening voor vervoer;2021;2847;209;2638;2560.0;189.0;2364.0;15.0;-1.2;16.2;111.2;110.4;111.6
487;52 Opslag, dienstverlening voor vervoer;2022;3245;352;2893;2515.0;194.0;2315.0;-1.8;2.4;-2.1;129.0;181.6;125.0
488;53 Post en koeriers;2015;1054;22;1032;1054.0;22.0;1032.0;;;;100.0;100.0;100.0
489;53 Post en koeriers;2016;1127;21;1106;1103.0;26.0;1077.0;4.6;18.2;4.4;102.2;80.8;102.7
490;53 Post en koeriers;2017;1268;25;1243;1201.0;32.0;1170.0;8.9;23.8;8.6;105.6;77.7;106.3
491;53 Post en koeriers;2018;1445;30;1415;1319.0;37.0;1283.0;9.9;16.0;9.7;109.5;80.3;110.3
492;53 Post en koeriers;2019;1109;30;1079;986.0;35.0;954.0;-25.3;-6.7;-25.7;112.5;86.1;113.1
493;53 Post en koeriers;2020;1384;29;1355;1207.0;34.0;1175.0;22.5;-3.3;23.2;114.6;86.1;115.3
494;53 Post en koeriers;2021;1912;30;1882;1606.0;29.0;1575.0;33.0;-13.8;34.0;119.0;103.3;119.5
495;53 Post en koeriers;2022;1707;43;1664;1392.0;29.0;1362.0;-13.3;0.0;-13.5;122.6;148.1;122.2
496;I Horeca;2015;2902;2509;393;2902.0;2509.0;393.0;;;;100.0;100.0;100.0
497;I Horeca;2016;3119;2689;430;3241.0;2808.0;433.0;11.7;11.9;10.2;96.2;95.8;99.3
498;I Horeca;2017;3392;2925;467;3423.0;2956.0;466.0;5.6;5.3;7.7;99.1;98.9;100.2
499;I Horeca;2018;3695;3198;497;3709.0;3218.0;491.0;8.4;8.9;5.4;99.6;99.4;101.2
500;I Horeca;2019;3896;3375;521;3869.0;3365.0;504.0;4.3;4.6;2.6;100.7;100.3;103.4
501;I Horeca;2020;2918;2467;451;2945.0;2514.0;431.0;-23.9;-25.3;-14.6;99.1;98.1;104.8
502;I Horeca;2021;3420;2934;486;3260.0;2806.0;454.0;10.7;11.6;5.5;104.9;104.6;107.0
503;I Horeca;2022;5578;4934;644;4184.0;3594.0;590.0;28.3;28.1;29.8;133.3;137.3;109.2
504;55 Logiesverstrekking;2015;531;400;131;531.0;400.0;131.0;;;;100.0;100.0;100.0
505;55 Logiesverstrekking;2016;556;414;142;583.0;440.0;143.0;9.8;10.0;9.2;95.4;94.1;99.3
506;55 Logiesverstrekking;2017;626;475;151;632.0;479.0;153.0;8.5;8.9;7.0;99.0;99.1;98.6
507;55 Logiesverstrekking;2018;691;526;165;689.0;523.0;166.0;8.9;9.1;8.6;100.3;100.6;99.2
508;55 Logiesverstrekking;2019;736;559;177;727.0;555.0;172.0;5.5;6.1;3.6;101.3;100.8;102.7
509;55 Logiesverstrekking;2020;517;382;135;518.0;389.0;129.0;-28.7;-29.9;-24.9;99.7;98.2;104.3
510;55 Logiesverstrekking;2021;614;474;140;564.0;434.0;130.0;8.7;11.5;0.7;109.0;109.3;107.3
511;55 Logiesverstrekking;2022;1124;909;215;774.0;578.0;197.0;37.3;33.3;50.7;145.3;157.2;109.4
512;56 Eet- en drinkgelegenheden;2015;2371;2109;262;2371.0;2109.0;262.0;;;;100.0;100.0;100.0
513;56 Eet- en drinkgelegenheden;2016;2563;2275;288;2658.0;2368.0;290.0;12.1;12.3;10.7;96.4;96.1;99.3
514;56 Eet- en drinkgelegenheden;2017;2766;2450;316;2791.0;2477.0;313.0;5.0;4.6;8.0;99.1;98.9;100.9
515;56 Eet- en drinkgelegenheden;2018;3004;2672;332;3021.0;2696.0;325.0;8.2;8.8;3.8;99.4;99.1;102.1
516;56 Eet- en drinkgelegenheden;2019;3160;2816;344;3142.0;2811.0;332.0;4.0;4.3;2.1;100.6;100.2;103.6
517;56 Eet- en drinkgelegenheden;2020;2401;2085;316;2427.0;2125.0;301.0;-22.8;-24.4;-9.3;98.9;98.1;105.0
518;56 Eet- en drinkgelegenheden;2021;2806;2460;346;2697.0;2373.0;324.0;11.1;11.7;7.6;104.0;103.7;106.8
519;56 Eet- en drinkgelegenheden;2022;4454;4025;429;3409.0;3015.0;393.0;26.4;27.1;21.4;130.7;133.5;109.1
520;J Informatie en communicatie;2015;11320;2427;8893;11320.0;2427.0;8893.0;;;;100.0;100.0;100.0
521;J Informatie en communicatie;2016;13404;2546;10858;13447.0;2579.0;10868.0;18.8;6.3;22.2;99.7;98.7;99.9
522;J Informatie en communicatie;2017;17774;2657;15117;17771.0;2699.0;15064.0;32.2;4.6;38.6;100.0;98.5;100.4
523;J Informatie en communicatie;2018;20622;2430;18192;20343.0;2482.0;17840.0;14.5;-8.0;18.4;101.4;97.9;102.0
524;J Informatie en communicatie;2019;23565;2527;21038;22815.0;2589.0;20194.0;12.1;4.3;13.2;103.3;97.6;104.2
525;J Informatie en communicatie;2020;23280;2425;20855;22413.0;2579.0;19805.0;-1.8;-0.4;-1.9;103.9;94.0;105.3
526;J Informatie en communicatie;2021;18904;2596;16308;17922.0;2743.0;15229.0;-20.0;6.4;-23.1;105.5;94.6;107.1
527;J Informatie en communicatie;2022;19169;2955;16214;17536.0;2829.0;14773.0;-2.2;3.1;-3.0;109.3;104.5;109.8
528;58-60 Uitgeverijen, film,radio en t.v.;2015;3054;308;2746;3054.0;308.0;2746.0;;;;100.0;100.0;100.0
529;58-60 Uitgeverijen, film,radio en t.v.;2016;4150;335;3815;4129.0;335.0;3794.0;35.2;8.8;38.2;100.5;100.0;100.6
530;58-60 Uitgeverijen, film,radio en t.v.;2017;6345;321;6024;6249.0;323.0;5925.0;51.3;-3.6;56.2;101.5;99.4;101.7
531;58-60 Uitgeverijen, film,radio en t.v.;2018;8455;324;8131;8144.0;305.0;7835.0;30.3;-5.6;32.2;103.8;106.3;103.8
532;58-60 Uitgeverijen, film,radio en t.v.;2019;10586;354;10232;9917.0;324.0;9589.0;21.8;6.2;22.4;106.8;109.4;106.7
533;58-60 Uitgeverijen, film,radio en t.v.;2020;10958;312;10646;10110.0;307.0;9799.0;1.9;-5.1;2.2;108.4;101.5;108.6
534;58-60 Uitgeverijen, film,radio en t.v.;2021;5427;349;5078;4916.0;352.0;4576.0;-51.4;14.4;-53.3;110.4;99.3;111.0
535;58-60 Uitgeverijen, film,radio en t.v.;2022;4365;429;3936;3780.0;369.0;3431.0;-23.1;4.9;-25.0;115.5;116.4;114.7
536;58 Uitgeverijen;2015;505;245;260;505.0;245.0;260.0;;;;100.0;100.0;100.0
537;58 Uitgeverijen;2016;509;266;243;503.0;263.0;240.0;-0.4;7.3;-7.7;101.2;101.1;101.3
538;58 Uitgeverijen;2017;497;248;249;499.0;252.0;247.0;-0.8;-4.1;2.9;99.6;98.4;100.8
539;58 Uitgeverijen;2018;468;245;223;452.0;231.0;221.0;-9.5;-8.5;-10.4;103.6;106.2;100.8
540;58 Uitgeverijen;2019;506;278;228;476.0;253.0;222.0;5.3;9.8;0.4;106.3;109.7;102.6
541;58 Uitgeverijen;2020;457;239;218;451.0;241.0;209.0;-5.3;-5.0;-5.7;101.4;99.3;104.1
542;58 Uitgeverijen;2021;490;258;232;487.0;272.0;215.0;8.1;13.0;2.8;100.6;94.9;107.8
543;58 Uitgeverijen;2022;560;310;250;492.0;270.0;222.0;1.0;-0.8;3.0;113.8;114.9;112.8
544;59-60 Film, TV en radio;2015;2549;63;2486;2549.0;63.0;2486.0;;;;100.0;100.0;100.0
545;59-60 Film, TV en radio;2016;3641;69;3572;3626.0;72.0;3554.0;42.3;14.3;43.0;100.4;95.8;100.5
546;59-60 Film, TV en radio;2017;5848;73;5775;5752.0;71.0;5679.0;58.6;-1.4;59.8;101.7;102.9;101.7
547;59-60 Film, TV en radio;2018;7987;79;7908;7691.0;74.0;7615.0;33.7;4.1;34.1;103.8;106.9;103.9
548;59-60 Film, TV en radio;2019;10080;76;10004;9439.0;70.0;9366.0;22.7;-5.1;23.0;106.8;108.4;106.8
549;59-60 Film, TV en radio;2020;10501;73;10428;9657.0;66.0;9588.0;2.3;-5.3;2.4;108.7;109.9;108.8
550;59-60 Film, TV en radio;2021;4937;91;4846;4446.0;79.0;4366.0;-54.0;19.2;-54.5;111.0;114.9;111.0
551;59-60 Film, TV en radio;2022;3805;119;3686;3312.0;96.0;3214.0;-25.5;20.9;-26.4;114.9;124.3;114.7
552;"59 Film- en tv-productie; geluidsopname";2015;2307;38;2269;2307.0;38.0;2269.0;;;;100.0;100.0;100.0
553;"59 Film- en tv-productie; geluidsopname";2016;3382;39;3343;3370.0;44.0;3326.0;46.1;15.8;46.6;100.4;88.6;100.5
554;"59 Film- en tv-productie; geluidsopname";2017;5609;44;5565;5523.0;46.0;5474.0;63.9;5.1;64.6;101.6;95.1;101.7
555;"59 Film- en tv-productie; geluidsopname";2018;7777;49;7728;7501.0;48.0;7447.0;35.8;4.5;36.0;103.7;101.3;103.8
556;"59 Film- en tv-productie; geluidsopname";2019;9887;51;9836;9269.0;48.0;9215.0;23.6;0.0;23.7;106.7;105.5;106.7
557;"59 Film- en tv-productie; geluidsopname";2020;10318;49;10269;9505.0;47.0;9451.0;2.5;-2.0;2.6;108.6;103.4;108.7
558;"59 Film- en tv-productie; geluidsopname";2021;4724;66;4658;4261.0;61.0;4199.0;-55.2;28.6;-55.6;110.9;108.3;110.9
559;"59 Film- en tv-productie; geluidsopname";2022;3572;90;3482;3113.0;76.0;3037.0;-26.9;24.2;-27.7;114.7;118.8;114.6
560;60 Radio- en televisieomroepen;2015;242;25;217;242.0;25.0;217.0;;;;100.0;100.0;100.0
561;60 Radio- en televisieomroepen;2016;259;30;229;256.0;28.0;228.0;5.8;12.0;5.1;101.2;107.1;100.4
562;60 Radio- en televisieomroepen;2017;239;29;210;230.0;25.0;205.0;-10.0;-10.0;-10.0;103.8;115.1;102.4
563;60 Radio- en televisieomroepen;2018;210;30;180;195.0;26.0;168.0;-15.5;3.4;-18.1;107.9;115.1;107.2
564;60 Radio- en televisieomroepen;2019;193;25;168;177.0;23.0;154.0;-9.0;-13.3;-8.3;109.0;110.7;109.1
565;60 Radio- en televisieomroepen;2020;183;24;159;161.0;20.0;140.0;-9.3;-12.0;-8.9;114.0;120.7;113.4
566;60 Radio- en televisieomroepen;2021;213;25;188;183.0;20.0;163.0;14.2;0.0;16.4;116.2;125.7;115.2
567;60 Radio- en televisieomroepen;2022;233;29;204;195.0;22.0;173.0;6.6;12.0;5.9;119.3;130.2;118.1
568;61 Telecommunicatie;2015;3433;1476;1957;3433.0;1476.0;1957.0;;;;100.0;100.0;100.0
569;61 Telecommunicatie;2016;3529;1550;1979;3551.0;1550.0;2001.0;3.4;5.0;2.2;99.4;100.0;98.9
570;61 Telecommunicatie;2017;3388;1558;1830;3494.0;1572.0;1921.0;-1.6;1.4;-4.0;97.0;99.1;95.3
571;61 Telecommunicatie;2018;2973;1316;1657;3074.0;1317.0;1759.0;-12.0;-16.2;-8.4;96.7;99.9;94.2
572;61 Telecommunicatie;2019;2888;1309;1579;3014.0;1314.0;1701.0;-2.0;-0.2;-3.3;95.8;99.6;92.8
573;61 Telecommunicatie;2020;2745;1240;1505;2914.0;1285.0;1629.0;-3.3;-2.2;-4.2;94.2;96.5;92.4
574;61 Telecommunicatie;2021;3014;1314;1700;3158.0;1319.0;1842.0;8.4;2.7;13.1;95.4;99.6;92.3
575;61 Telecommunicatie;2022;3129;1406;1723;3188.0;1307.0;1887.0;1.0;-0.9;2.4;98.1;107.6;91.3
576;62-63 IT- en informatiedienstverlening;2015;4833;643;4190;4833.0;643.0;4190.0;;;;100.0;100.0;100.0
577;62-63 IT- en informatiedienstverlening;2016;5725;661;5064;5767.0;694.0;5073.0;19.3;7.9;21.1;99.3;95.2;99.8
578;62-63 IT- en informatiedienstverlening;2017;8041;778;7263;8019.0;807.0;7205.0;39.1;16.3;42.0;100.3;96.4;100.8
579;62-63 IT- en informatiedienstverlening;2018;9194;790;8404;9073.0;868.0;8195.0;13.1;7.5;13.7;101.3;91.1;102.6
580;62-63 IT- en informatiedienstverlening;2019;10091;864;9227;9786.0;964.0;8814.0;7.9;11.1;7.6;103.1;89.6;104.7
581;62-63 IT- en informatiedienstverlening;2020;9577;873;8704;9277.0;1006.0;8277.0;-5.2;4.3;-6.1;103.2;86.8;105.2
582;62-63 IT- en informatiedienstverlening;2021;10463;933;9530;9988.0;1093.0;8903.0;7.7;8.7;7.6;104.8;85.4;107.0
583;62-63 IT- en informatiedienstverlening;2022;11675;1120;10555;10769.0;1182.0;9596.0;7.8;8.1;7.8;108.4;94.7;110.0
584;62 IT-dienstverlening;2015;4498;567;3931;4498.0;567.0;3931.0;;;;100.0;100.0;100.0
585;62 IT-dienstverlening;2016;5327;561;4766;5364.0;590.0;4774.0;19.3;4.1;21.4;99.3;95.1;99.8
586;62 IT-dienstverlening;2017;7174;673;6501;7147.0;699.0;6444.0;33.2;18.5;35.0;100.4;96.2;100.9
587;62 IT-dienstverlening;2018;7966;623;7343;7846.0;685.0;7153.0;9.8;-2.1;11.0;101.5;91.0;102.7
588;62 IT-dienstverlening;2019;8698;649;8049;8412.0;723.0;7678.0;7.2;5.6;7.4;103.4;89.7;104.8
589;62 IT-dienstverlening;2020;7893;643;7250;7580.0;739.0;6845.0;-9.9;2.2;-10.9;104.1;87.0;105.9
590;62 IT-dienstverlening;2021;8779;660;8119;8306.0;775.0;7529.0;9.6;4.8;10.0;105.7;85.2;107.8
591;62 IT-dienstverlening;2022;9766;772;8994;8939.0;817.0;8116.0;7.6;5.5;7.8;109.2;94.5;110.8
592;63 Diensten op het gebied van informatie;2015;335;76;259;335.0;76.0;259.0;;;;100.0;100.0;100.0
593;63 Diensten op het gebied van informatie;2016;398;100;298;403.0;104.0;299.0;20.3;36.8;15.4;98.8;96.2;99.7
594;63 Diensten op het gebied van informatie;2017;867;105;762;874.0;108.0;762.0;116.8;4.0;154.7;99.2;97.1;100.1
595;63 Diensten op het gebied van informatie;2018;1228;167;1061;1232.0;182.0;1044.0;40.9;68.6;37.1;99.7;91.6;101.6
596;63 Diensten op het gebied van informatie;2019;1393;215;1178;1380.0;240.0;1138.0;12.1;31.7;9.0;100.9;89.5;103.5
597;63 Diensten op het gebied van informatie;2020;1684;230;1454;1712.0;266.0;1439.0;24.0;10.7;26.5;98.4;86.5;101.0
598;63 Diensten op het gebied van informatie;2021;1684;273;1411;1690.0;318.0;1373.0;-1.3;19.6;-4.6;99.7;85.9;102.8
599;63 Diensten op het gebied van informatie;2022;1909;348;1561;1839.0;364.0;1479.0;8.8;14.7;7.7;103.8;95.5;105.5
600;K Financiële dienstverlening;2015;11317;199;11118;11317.0;199.0;11118.0;;;;100.0;100.0;100.0
601;K Financiële dienstverlening;2016;9491;208;9283;10094.0;222.0;9872.0;-10.8;11.6;-11.2;94.0;93.7;94.0
602;K Financiële dienstverlening;2017;8154;219;7935;9155.0;231.0;8924.0;-9.3;3.8;-9.6;89.1;95.0;88.9
603;K Financiële dienstverlening;2018;10418;224;10194;11312.0;232.0;11084.0;23.6;0.5;24.2;92.1;96.7;92.0
604;K Financiële dienstverlening;2019;10965;225;10740;11695.0;236.0;11463.0;3.4;1.8;3.4;93.8;95.4;93.7
605;K Financiële dienstverlening;2020;11896;216;11680;12285.0;237.0;12053.0;5.0;0.4;5.1;96.8;91.2;96.9
606;K Financiële dienstverlening;2021;12450;236;12214;12639.0;233.0;12410.0;2.9;-1.4;3.0;98.5;101.1;98.4
607;K Financiële dienstverlening;2022;13568;302;13266;14011.0;229.0;13787.0;10.9;-2.1;11.1;96.8;132.1;96.2
608;64 Bankwezen;2015;7933;66;7867;7933.0;66.0;7867.0;;;;100.0;100.0;100.0
609;64 Bankwezen;2016;6604;70;6534;6827.0;73.0;6754.0;-13.9;10.6;-14.1;96.7;95.9;96.7
610;64 Bankwezen;2017;4990;75;4915;5616.0;76.0;5540.0;-17.7;4.3;-18.0;88.8;98.5;88.7
611;64 Bankwezen;2018;7102;78;7024;7694.0;78.0;7619.0;37.0;2.7;37.5;92.3;99.8;92.2
612;64 Bankwezen;2019;7431;77;7354;7904.0;78.0;7830.0;2.7;0.0;2.8;94.0;98.5;93.9
613;64 Bankwezen;2020;7898;66;7832;8156.0;71.0;8089.0;3.2;-9.1;3.3;96.8;92.9;96.8
614;64 Bankwezen;2021;8146;77;8069;8293.0;70.0;8227.0;1.7;-1.5;1.7;98.2;110.0;98.1
615;64 Bankwezen;2022;9326;106;9220;9696.0;77.0;9623.0;16.9;10.4;17.0;96.2;137.2;95.8
616;65 Verzekeraars en pensioenfondsen;2015;2976;83;2893;2976.0;83.0;2893.0;;;;100.0;100.0;100.0
617;65 Verzekeraars en pensioenfondsen;2016;2459;84;2375;2832.0;90.0;2742.0;-4.8;8.4;-5.2;86.8;93.3;86.6
618;65 Verzekeraars en pensioenfondsen;2017;2693;83;2610;3120.0;88.0;3033.0;10.2;-2.4;10.6;86.3;94.5;86.1
619;65 Verzekeraars en pensioenfondsen;2018;2828;82;2746;3189.0;88.0;3103.0;2.2;0.0;2.3;88.7;93.3;88.5
620;65 Verzekeraars en pensioenfondsen;2019;3018;86;2932;3342.0;91.0;3252.0;4.8;3.7;4.8;90.3;94.4;90.2
621;65 Verzekeraars en pensioenfondsen;2020;3440;87;3353;3643.0;91.0;3553.0;9.0;0.0;9.3;94.4;95.5;94.4
622;65 Verzekeraars en pensioenfondsen;2021;3738;90;3648;3876.0;89.0;3789.0;6.4;-2.3;6.6;96.4;101.1;96.3
623;65 Verzekeraars en pensioenfondsen;2022;3655;114;3541;3854.0;82.0;3774.0;-0.6;-7.8;-0.4;94.8;138.9;93.8
624;66 Overige financiële dienstverlening;2015;408;50;358;408.0;50.0;358.0;;;;100.0;100.0;100.0
625;66 Overige financiële dienstverlening;2016;428;54;374;435.0;59.0;376.0;6.6;18.0;5.0;98.4;91.5;99.5
626;66 Overige financiële dienstverlening;2017;471;61;410;474.0;67.0;407.0;8.9;13.0;8.3;99.4;91.5;100.7
627;66 Overige financiële dienstverlening;2018;488;64;424;489.0;66.0;423.0;3.2;-1.6;3.9;99.9;97.6;100.2
628;66 Overige financiële dienstverlening;2019;516;62;454;513.0;67.0;446.0;4.9;1.6;5.4;100.6;93.1;101.8
629;66 Overige financiële dienstverlening;2020;558;63;495;556.0;75.0;481.0;8.5;12.9;7.9;100.3;83.8;102.8
630;66 Overige financiële dienstverlening;2021;566;69;497;547.0;75.0;473.0;-1.6;0.0;-1.8;103.4;91.8;105.2
631;66 Overige financiële dienstverlening;2022;587;82;505;542.0;69.0;473.0;-1.1;-8.7;0.0;108.4;119.5;106.9
632;L Verhuur en handel van onroerend goed;2015;1369;617;752;1369.0;617.0;752.0;;;;100.0;100.0;100.0
