ID;HerkomstBestemming;ResiduProduct;GevaarlijkNietGevaarlijk;Perioden;TotaalAfval_1;ChemischAfval_2;MetaalAfval_3;NietMetaalAfval_4;AfgedanktMateriaal_5;DierlijkEnPlantaardigAfval_6;GemengdAfval_7;Slib_8;MineraalAfval_9
0;Totaal particuliere huishoudens;3;3;1990;;;;;;;;;
1;Totaal particuliere huishoudens;3;3;1991;;;;;;;;;
2;Totaal particuliere huishoudens;3;3;1992;;;;;;;;;
3;Totaal particuliere huishoudens;3;3;1993;;;;;;;;;
4;Totaal particuliere huishoudens;3;3;1994;;;;;;;;;
5;Totaal particuliere huishoudens;3;3;1995;;;;;;;;;
6;Totaal particuliere huishoudens;3;3;1996;;;;;;;;;
7;Totaal particuliere huishoudens;3;3;1997;;;;;;;;;
8;Totaal particuliere huishoudens;3;3;1998;;;;;;;;;
9;Totaal particuliere huishoudens;3;3;1999;;;;;;;;;
10;Totaal particuliere huishoudens;3;3;2000;;;;;;;;;
11;Totaal particuliere huishoudens;3;3;2001;;;;;;;;;
12;Totaal particuliere huishoudens;3;3;2002;9289.0;16.0;55.0;1781.0;395.0;1805.0;4734.0;0.0;504.0
13;Totaal particuliere huishoudens;3;3;2003;9223.0;15.0;64.0;1813.0;384.0;1722.0;4648.0;0.0;576.0
14;Totaal particuliere huishoudens;3;3;2004;9493.0;14.0;68.0;1916.0;373.0;1808.0;4700.0;0.0;614.0
15;Totaal particuliere huishoudens;3;3;2005;9511.0;15.0;67.0;1933.0;352.0;1777.0;4760.0;0.0;607.0
16;Totaal particuliere huishoudens;3;3;2006;9417.0;21.0;70.0;1976.0;300.0;1710.0;4768.0;0.0;571.0
17;Totaal particuliere huishoudens;3;3;2007;9568.0;23.0;73.0;2109.0;278.0;1764.0;4704.0;0.0;617.0
18;Totaal particuliere huishoudens;3;3;2008;9420.0;23.0;71.0;2100.0;285.0;1707.0;4667.0;0.0;567.0
19;Totaal particuliere huishoudens;3;3;2009;9332.0;18.0;73.0;1971.0;369.0;1750.0;4582.0;0.0;568.0
20;Totaal particuliere huishoudens;3;3;2010;9072.0;17.0;65.0;1983.0;371.0;1713.0;4560.0;0.0;363.0
21;Totaal particuliere huishoudens;3;1;1990;;;;;;;;;
22;Totaal particuliere huishoudens;3;1;1991;;;;;;;;;
23;Totaal particuliere huishoudens;3;1;1992;;;;;;;;;
24;Totaal particuliere huishoudens;3;1;1993;;;;;;;;;
25;Totaal particuliere huishoudens;3;1;1994;;;;;;;;;
26;Totaal particuliere huishoudens;3;1;1995;;;;;;;;;
27;Totaal particuliere huishoudens;3;1;1996;;;;;;;;;
28;Totaal particuliere huishoudens;3;1;1997;;;;;;;;;
29;Totaal particuliere huishoudens;3;1;1998;;;;;;;;;
30;Totaal particuliere huishoudens;3;1;1999;;;;;;;;;
31;Totaal particuliere huishoudens;3;1;2000;;;;;;;;;
32;Totaal particuliere huishoudens;3;1;2001;;;;;;;;;
33;Totaal particuliere huishoudens;3;1;2002;331.0;15.0;0.0;0.0;303.0;0.0;0.0;0.0;13.0
34;Totaal particuliere huishoudens;3;1;2003;324.0;15.0;0.0;0.0;293.0;0.0;0.0;0.0;16.0
35;Totaal particuliere huishoudens;3;1;2004;310.0;13.0;0.0;0.0;282.0;0.0;0.0;0.0;15.0
36;Totaal particuliere huishoudens;3;1;2005;287.0;15.0;0.0;0.0;260.0;0.0;0.0;0.0;12.0
37;Totaal particuliere huishoudens;3;1;2006;245.0;21.0;0.0;0.0;213.0;0.0;0.0;0.0;11.0
38;Totaal particuliere huishoudens;3;1;2007;217.0;23.0;0.0;0.0;183.0;0.0;0.0;0.0;12.0
39;Totaal particuliere huishoudens;3;1;2008;221.0;23.0;0.0;0.0;187.0;0.0;0.0;0.0;10.0
40;Totaal particuliere huishoudens;3;1;2009;;;;;;;;;
41;Totaal particuliere huishoudens;3;1;2010;;;;;;;;;
42;Totaal particuliere huishoudens;3;2;1990;;;;;;;;;
43;Totaal particuliere huishoudens;3;2;1991;;;;;;;;;
44;Totaal particuliere huishoudens;3;2;1992;;;;;;;;;
45;Totaal particuliere huishoudens;3;2;1993;;;;;;;;;
46;Totaal particuliere huishoudens;3;2;1994;;;;;;;;;
47;Totaal particuliere huishoudens;3;2;1995;;;;;;;;;
48;Totaal particuliere huishoudens;3;2;1996;;;;;;;;;
49;Totaal particuliere huishoudens;3;2;1997;;;;;;;;;
50;Totaal particuliere huishoudens;3;2;1998;;;;;;;;;
51;Totaal particuliere huishoudens;3;2;1999;;;;;;;;;
52;Totaal particuliere huishoudens;3;2;2000;;;;;;;;;
53;Totaal particuliere huishoudens;3;2;2001;;;;;;;;;
54;Totaal particuliere huishoudens;3;2;2002;8958.0;1.0;55.0;1781.0;91.0;1805.0;4734.0;0.0;491.0
55;Totaal particuliere huishoudens;3;2;2003;8900.0;1.0;64.0;1813.0;91.0;1722.0;4648.0;0.0;560.0
56;Totaal particuliere huishoudens;3;2;2004;9183.0;1.0;68.0;1916.0;91.0;1808.0;4700.0;0.0;600.0
57;Totaal particuliere huishoudens;3;2;2005;9224.0;0.0;67.0;1933.0;92.0;1777.0;4760.0;0.0;595.0
58;Totaal particuliere huishoudens;3;2;2006;9171.0;0.0;70.0;1976.0;87.0;1710.0;4768.0;0.0;560.0
59;Totaal particuliere huishoudens;3;2;2007;9351.0;0.0;73.0;2109.0;95.0;1764.0;4704.0;0.0;605.0
60;Totaal particuliere huishoudens;3;2;2008;9199.0;0.0;71.0;2100.0;98.0;1707.0;4667.0;0.0;557.0
61;Totaal particuliere huishoudens;3;2;2009;;;;;;;;;
62;Totaal particuliere huishoudens;3;2;2010;;;;;;;;;
63;Totaal particuliere huishoudens;1;3;1990;;;;;;;;;
64;Totaal particuliere huishoudens;1;3;1991;;;;;;;;;
65;Totaal particuliere huishoudens;1;3;1992;;;;;;;;;
66;Totaal particuliere huishoudens;1;3;1993;;;;;;;;;
67;Totaal particuliere huishoudens;1;3;1994;;;;;;;;;
68;Totaal particuliere huishoudens;1;3;1995;;;;;;;;;
69;Totaal particuliere huishoudens;1;3;1996;;;;;;;;;
70;Totaal particuliere huishoudens;1;3;1997;;;;;;;;;
71;Totaal particuliere huishoudens;1;3;1998;;;;;;;;;
72;Totaal particuliere huishoudens;1;3;1999;;;;;;;;;
73;Totaal particuliere huishoudens;1;3;2000;;;;;;;;;
74;Totaal particuliere huishoudens;1;3;2001;;;;;;;;;
75;Totaal particuliere huishoudens;1;3;2002;8829.0;11.0;21.0;1360.0;395.0;1805.0;4733.0;0.0;504.0
76;Totaal particuliere huishoudens;1;3;2003;8878.0;10.0;11.0;1537.0;384.0;1722.0;4638.0;0.0;576.0
77;Totaal particuliere huishoudens;1;3;2004;8915.0;12.0;13.0;1399.0;373.0;1808.0;4697.0;0.0;614.0
78;Totaal particuliere huishoudens;1;3;2005;9079.0;15.0;17.0;1552.0;352.0;1777.0;4760.0;0.0;607.0
79;Totaal particuliere huishoudens;1;3;2006;8667.0;21.0;15.0;1282.0;300.0;1710.0;4768.0;0.0;571.0
80;Totaal particuliere huishoudens;1;3;2007;8825.0;23.0;18.0;1420.0;278.0;1764.0;4704.0;0.0;617.0
81;Totaal particuliere huishoudens;1;3;2008;8685.0;23.0;14.0;1421.0;285.0;1707.0;4667.0;0.0;567.0
82;Totaal particuliere huishoudens;1;3;2009;;;;;;;;;
83;Totaal particuliere huishoudens;1;3;2010;;;;;;;;;
84;Totaal particuliere huishoudens;1;1;1990;;;;;;;;;
85;Totaal particuliere huishoudens;1;1;1991;;;;;;;;;
86;Totaal particuliere huishoudens;1;1;1992;;;;;;;;;
87;Totaal particuliere huishoudens;1;1;1993;;;;;;;;;
88;Totaal particuliere huishoudens;1;1;1994;;;;;;;;;
89;Totaal particuliere huishoudens;1;1;1995;;;;;;;;;
90;Totaal particuliere huishoudens;1;1;1996;;;;;;;;;
91;Totaal particuliere huishoudens;1;1;1997;;;;;;;;;
92;Totaal particuliere huishoudens;1;1;1998;;;;;;;;;
93;Totaal particuliere huishoudens;1;1;1999;;;;;;;;;
94;Totaal particuliere huishoudens;1;1;2000;;;;;;;;;
95;Totaal particuliere huishoudens;1;1;2001;;;;;;;;;
96;Totaal particuliere huishoudens;1;1;2002;327.0;11.0;0.0;0.0;303.0;0.0;0.0;0.0;13.0
97;Totaal particuliere huishoudens;1;1;2003;318.0;9.0;0.0;0.0;293.0;0.0;0.0;0.0;16.0
98;Totaal particuliere huishoudens;1;1;2004;307.0;11.0;0.0;0.0;282.0;0.0;0.0;0.0;15.0
99;Totaal particuliere huishoudens;1;1;2005;287.0;15.0;0.0;0.0;260.0;0.0;0.0;0.0;12.0
100;Totaal particuliere huishoudens;1;1;2006;245.0;21.0;0.0;0.0;213.0;0.0;0.0;0.0;11.0
101;Totaal particuliere huishoudens;1;1;2007;217.0;23.0;0.0;0.0;183.0;0.0;0.0;0.0;12.0
102;Totaal particuliere huishoudens;1;1;2008;221.0;23.0;0.0;0.0;187.0;0.0;0.0;0.0;10.0
103;Totaal particuliere huishoudens;1;1;2009;;;;;;;;;
104;Totaal particuliere huishoudens;1;1;2010;;;;;;;;;
105;Totaal particuliere huishoudens;1;2;1990;;;;;;;;;
106;Totaal particuliere huishoudens;1;2;1991;;;;;;;;;
107;Totaal particuliere huishoudens;1;2;1992;;;;;;;;;
108;Totaal particuliere huishoudens;1;2;1993;;;;;;;;;
109;Totaal particuliere huishoudens;1;2;1994;;;;;;;;;
110;Totaal particuliere huishoudens;1;2;1995;;;;;;;;;
111;Totaal particuliere huishoudens;1;2;1996;;;;;;;;;
112;Totaal particuliere huishoudens;1;2;1997;;;;;;;;;
113;Totaal particuliere huishoudens;1;2;1998;;;;;;;;;
114;Totaal particuliere huishoudens;1;2;1999;;;;;;;;;
115;Totaal particuliere huishoudens;1;2;2000;;;;;;;;;
116;Totaal particuliere huishoudens;1;2;2001;;;;;;;;;
117;Totaal particuliere huishoudens;1;2;2002;8503.0;1.0;21.0;1360.0;91.0;1805.0;4733.0;0.0;491.0
118;Totaal particuliere huishoudens;1;2;2003;8559.0;1.0;11.0;1537.0;91.0;1722.0;4638.0;0.0;560.0
119;Totaal particuliere huishoudens;1;2;2004;8608.0;1.0;13.0;1399.0;91.0;1808.0;4697.0;0.0;600.0
120;Totaal particuliere huishoudens;1;2;2005;8793.0;0.0;17.0;1552.0;92.0;1777.0;4760.0;0.0;595.0
121;Totaal particuliere huishoudens;1;2;2006;8422.0;0.0;15.0;1282.0;87.0;1710.0;4768.0;0.0;560.0
122;Totaal particuliere huishoudens;1;2;2007;8608.0;0.0;18.0;1420.0;95.0;1764.0;4704.0;0.0;605.0
123;Totaal particuliere huishoudens;1;2;2008;8464.0;0.0;14.0;1421.0;98.0;1707.0;4667.0;0.0;557.0
124;Totaal particuliere huishoudens;1;2;2009;;;;;;;;;
125;Totaal particuliere huishoudens;1;2;2010;;;;;;;;;
126;Totaal particuliere huishoudens;2;3;1990;;;;;;;;;
127;Totaal particuliere huishoudens;2;3;1991;;;;;;;;;
128;Totaal particuliere huishoudens;2;3;1992;;;;;;;;;
129;Totaal particuliere huishoudens;2;3;1993;;;;;;;;;
130;Totaal particuliere huishoudens;2;3;1994;;;;;;;;;
131;Totaal particuliere huishoudens;2;3;1995;;;;;;;;;
132;Totaal particuliere huishoudens;2;3;1996;;;;;;;;;
133;Totaal particuliere huishoudens;2;3;1997;;;;;;;;;
134;Totaal particuliere huishoudens;2;3;1998;;;;;;;;;
135;Totaal particuliere huishoudens;2;3;1999;;;;;;;;;
136;Totaal particuliere huishoudens;2;3;2000;;;;;;;;;
137;Totaal particuliere huishoudens;2;3;2001;;;;;;;;;
138;Totaal particuliere huishoudens;2;3;2002;460.0;5.0;34.0;420.0;0.0;0.0;1.0;0.0;0.0
139;Totaal particuliere huishoudens;2;3;2003;346.0;5.0;53.0;277.0;0.0;0.0;11.0;0.0;0.0
140;Totaal particuliere huishoudens;2;3;2004;577.0;2.0;55.0;517.0;0.0;0.0;3.0;0.0;0.0
141;Totaal particuliere huishoudens;2;3;2005;431.0;0.0;50.0;381.0;0.0;0.0;0.0;0.0;0.0
142;Totaal particuliere huishoudens;2;3;2006;749.0;0.0;55.0;694.0;0.0;0.0;0.0;0.0;0.0
143;Totaal particuliere huishoudens;2;3;2007;743.0;0.0;54.0;688.0;0.0;0.0;0.0;0.0;0.0
144;Totaal particuliere huishoudens;2;3;2008;735.0;0.0;57.0;679.0;0.0;0.0;0.0;0.0;0.0
145;Totaal particuliere huishoudens;2;3;2009;;;;;;;;;
146;Totaal particuliere huishoudens;2;3;2010;;;;;;;;;
147;Totaal particuliere huishoudens;2;1;1990;;;;;;;;;
148;Totaal particuliere huishoudens;2;1;1991;;;;;;;;;
149;Totaal particuliere huishoudens;2;1;1992;;;;;;;;;
150;Totaal particuliere huishoudens;2;1;1993;;;;;;;;;
151;Totaal particuliere huishoudens;2;1;1994;;;;;;;;;
152;Totaal particuliere huishoudens;2;1;1995;;;;;;;;;
153;Totaal particuliere huishoudens;2;1;1996;;;;;;;;;
154;Totaal particuliere huishoudens;2;1;1997;;;;;;;;;
155;Totaal particuliere huishoudens;2;1;1998;;;;;;;;;
156;Totaal particuliere huishoudens;2;1;1999;;;;;;;;;
157;Totaal particuliere huishoudens;2;1;2000;;;;;;;;;
158;Totaal particuliere huishoudens;2;1;2001;;;;;;;;;
159;Totaal particuliere huishoudens;2;1;2002;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
160;Totaal particuliere huishoudens;2;1;2003;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
161;Totaal particuliere huishoudens;2;1;2004;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
162;Totaal particuliere huishoudens;2;1;2005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
163;Totaal particuliere huishoudens;2;1;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
164;Totaal particuliere huishoudens;2;1;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
165;Totaal particuliere huishoudens;2;1;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
166;Totaal particuliere huishoudens;2;1;2009;;;;;;;;;
167;Totaal particuliere huishoudens;2;1;2010;;;;;;;;;
168;Totaal particuliere huishoudens;2;2;1990;;;;;;;;;
169;Totaal particuliere huishoudens;2;2;1991;;;;;;;;;
170;Totaal particuliere huishoudens;2;2;1992;;;;;;;;;
171;Totaal particuliere huishoudens;2;2;1993;;;;;;;;;
172;Totaal particuliere huishoudens;2;2;1994;;;;;;;;;
173;Totaal particuliere huishoudens;2;2;1995;;;;;;;;;
174;Totaal particuliere huishoudens;2;2;1996;;;;;;;;;
175;Totaal particuliere huishoudens;2;2;1997;;;;;;;;;
176;Totaal particuliere huishoudens;2;2;1998;;;;;;;;;
177;Totaal particuliere huishoudens;2;2;1999;;;;;;;;;
178;Totaal particuliere huishoudens;2;2;2000;;;;;;;;;
179;Totaal particuliere huishoudens;2;2;2001;;;;;;;;;
180;Totaal particuliere huishoudens;2;2;2002;455.0;0.0;34.0;420.0;0.0;0.0;1.0;0.0;0.0
181;Totaal particuliere huishoudens;2;2;2003;341.0;0.0;53.0;277.0;0.0;0.0;11.0;0.0;0.0
182;Totaal particuliere huishoudens;2;2;2004;575.0;0.0;55.0;517.0;0.0;0.0;3.0;0.0;0.0
183;Totaal particuliere huishoudens;2;2;2005;431.0;0.0;50.0;381.0;0.0;0.0;0.0;0.0;0.0
184;Totaal particuliere huishoudens;2;2;2006;749.0;0.0;55.0;694.0;0.0;0.0;0.0;0.0;0.0
185;Totaal particuliere huishoudens;2;2;2007;743.0;0.0;54.0;688.0;0.0;0.0;0.0;0.0;0.0
186;Totaal particuliere huishoudens;2;2;2008;735.0;0.0;57.0;679.0;0.0;0.0;0.0;0.0;0.0
187;Totaal particuliere huishoudens;2;2;2009;;;;;;;;;
188;Totaal particuliere huishoudens;2;2;2010;;;;;;;;;
189;A-U Alle economische activiteiten;3;3;1990;;;;;;;;;
190;A-U Alle economische activiteiten;3;3;1991;;;;;;;;;
191;A-U Alle economische activiteiten;3;3;1992;;;;;;;;;
192;A-U Alle economische activiteiten;3;3;1993;;;;;;;;;
193;A-U Alle economische activiteiten;3;3;1994;;;;;;;;;
194;A-U Alle economische activiteiten;3;3;1995;;;;;;;;;
195;A-U Alle economische activiteiten;3;3;1996;;;;;;;;;
196;A-U Alle economische activiteiten;3;3;1997;;;;;;;;;
197;A-U Alle economische activiteiten;3;3;1998;;;;;;;;;
198;A-U Alle economische activiteiten;3;3;1999;;;;;;;;;
199;A-U Alle economische activiteiten;3;3;2000;;;;;;;;;
200;A-U Alle economische activiteiten;3;3;2001;;;;;;;;;
201;A-U Alle economische activiteiten;3;3;2002;54558.0;1680.0;1139.0;2791.0;35.0;11784.0;4574.0;606.0;31950.0
202;A-U Alle economische activiteiten;3;3;2003;53883.0;1765.0;1105.0;2769.0;37.0;11735.0;4500.0;527.0;31445.0
203;A-U Alle economische activiteiten;3;3;2004;53618.0;1628.0;1258.0;3673.0;54.0;11129.0;3927.0;511.0;31439.0
204;A-U Alle economische activiteiten;3;3;2005;52100.0;1824.0;1030.0;2972.0;130.0;10878.0;3575.0;507.0;31182.0
205;A-U Alle economische activiteiten;3;3;2006;52942.0;1829.0;1862.0;3574.0;177.0;11512.0;4395.0;518.0;29075.0
206;A-U Alle economische activiteiten;3;3;2007;53993.0;1796.0;1768.0;3702.0;165.0;12604.0;4545.0;508.0;28904.0
207;A-U Alle economische activiteiten;3;3;2008;55383.0;1993.0;1602.0;3739.0;138.0;12745.0;4199.0;459.0;30508.0
208;A-U Alle economische activiteiten;3;3;2009;50592.0;2018.0;1506.0;3878.0;112.0;12477.0;3315.0;495.0;26791.0
209;A-U Alle economische activiteiten;3;3;2010;49952.0;2177.0;1591.0;4060.0;114.0;12536.0;3275.0;503.0;25696.0
210;A-U Alle economische activiteiten;3;1;1990;;;;;;;;;
211;A-U Alle economische activiteiten;3;1;1991;;;;;;;;;
212;A-U Alle economische activiteiten;3;1;1992;;;;;;;;;
213;A-U Alle economische activiteiten;3;1;1993;;;;;;;;;
214;A-U Alle economische activiteiten;3;1;1994;;;;;;;;;
215;A-U Alle economische activiteiten;3;1;1995;;;;;;;;;
216;A-U Alle economische activiteiten;3;1;1996;;;;;;;;;
217;A-U Alle economische activiteiten;3;1;1997;;;;;;;;;
218;A-U Alle economische activiteiten;3;1;1998;;;;;;;;;
219;A-U Alle economische activiteiten;3;1;1999;;;;;;;;;
220;A-U Alle economische activiteiten;3;1;2000;;;;;;;;;
221;A-U Alle economische activiteiten;3;1;2001;;;;;;;;;
222;A-U Alle economische activiteiten;3;1;2002;1593.0;867.0;0.0;25.0;34.0;0.0;205.0;0.0;461.0
223;A-U Alle economische activiteiten;3;1;2003;1612.0;957.0;0.0;9.0;36.0;0.0;190.0;0.0;420.0
224;A-U Alle economische activiteiten;3;1;2004;1510.0;837.0;1.0;3.0;42.0;0.0;157.0;0.0;470.0
225;A-U Alle economische activiteiten;3;1;2005;3559.0;1070.0;10.0;35.0;119.0;0.0;7.0;0.0;2318.0
226;A-U Alle economische activiteiten;3;1;2006;4745.0;1148.0;10.0;52.0;157.0;0.0;135.0;0.0;3243.0
227;A-U Alle economische activiteiten;3;1;2007;3598.0;1122.0;3.0;22.0;146.0;0.0;123.0;0.0;2183.0
228;A-U Alle economische activiteiten;3;1;2008;4245.0;1300.0;6.0;21.0;129.0;0.0;111.0;0.0;2678.0
229;A-U Alle economische activiteiten;3;1;2009;;;;;;;;;
230;A-U Alle economische activiteiten;3;1;2010;;;;;;;;;
231;A-U Alle economische activiteiten;3;2;1990;;;;;;;;;
232;A-U Alle economische activiteiten;3;2;1991;;;;;;;;;
233;A-U Alle economische activiteiten;3;2;1992;;;;;;;;;
234;A-U Alle economische activiteiten;3;2;1993;;;;;;;;;
235;A-U Alle economische activiteiten;3;2;1994;;;;;;;;;
236;A-U Alle economische activiteiten;3;2;1995;;;;;;;;;
237;A-U Alle economische activiteiten;3;2;1996;;;;;;;;;
238;A-U Alle economische activiteiten;3;2;1997;;;;;;;;;
239;A-U Alle economische activiteiten;3;2;1998;;;;;;;;;
240;A-U Alle economische activiteiten;3;2;1999;;;;;;;;;
241;A-U Alle economische activiteiten;3;2;2000;;;;;;;;;
242;A-U Alle economische activiteiten;3;2;2001;;;;;;;;;
243;A-U Alle economische activiteiten;3;2;2002;52966.0;813.0;1139.0;2766.0;0.0;11784.0;4368.0;606.0;31489.0
244;A-U Alle economische activiteiten;3;2;2003;52271.0;808.0;1104.0;2761.0;0.0;11735.0;4310.0;527.0;31025.0
245;A-U Alle economische activiteiten;3;2;2004;52108.0;791.0;1257.0;3670.0;12.0;11129.0;3770.0;511.0;30969.0
246;A-U Alle economische activiteiten;3;2;2005;48541.0;754.0;1020.0;2937.0;12.0;10878.0;3568.0;507.0;28865.0
247;A-U Alle economische activiteiten;3;2;2006;48197.0;680.0;1852.0;3522.0;20.0;11512.0;4260.0;518.0;25832.0
248;A-U Alle economische activiteiten;3;2;2007;50395.0;674.0;1765.0;3680.0;20.0;12604.0;4423.0;508.0;26721.0
249;A-U Alle economische activiteiten;3;2;2008;51138.0;692.0;1596.0;3719.0;10.0;12745.0;4087.0;459.0;27831.0
250;A-U Alle economische activiteiten;3;2;2009;;;;;;;;;
251;A-U Alle economische activiteiten;3;2;2010;;;;;;;;;
252;A-U Alle economische activiteiten;1;3;1990;;;;;;;;;
253;A-U Alle economische activiteiten;1;3;1991;;;;;;;;;
254;A-U Alle economische activiteiten;1;3;1992;;;;;;;;;
255;A-U Alle economische activiteiten;1;3;1993;;;;;;;;;
256;A-U Alle economische activiteiten;1;3;1994;;;;;;;;;
257;A-U Alle economische activiteiten;1;3;1995;;;;;;;;;
258;A-U Alle economische activiteiten;1;3;1996;;;;;;;;;
259;A-U Alle economische activiteiten;1;3;1997;;;;;;;;;
260;A-U Alle economische activiteiten;1;3;1998;;;;;;;;;
261;A-U Alle economische activiteiten;1;3;1999;;;;;;;;;
262;A-U Alle economische activiteiten;1;3;2000;;;;;;;;;
263;A-U Alle economische activiteiten;1;3;2001;;;;;;;;;
264;A-U Alle economische activiteiten;1;3;2002;45111.0;1445.0;294.0;1906.0;35.0;4728.0;4573.0;606.0;31525.0
265;A-U Alle economische activiteiten;1;3;2003;44208.0;1467.0;115.0;2161.0;37.0;4388.0;4494.0;527.0;31020.0
266;A-U Alle economische activiteiten;1;3;2004;43659.0;1478.0;154.0;2795.0;54.0;3937.0;3925.0;511.0;30806.0
267;A-U Alle economische activiteiten;1;3;2005;43154.0;1799.0;140.0;2263.0;130.0;3843.0;3575.0;507.0;30896.0
268;A-U Alle economische activiteiten;1;3;2006;42936.0;1827.0;226.0;2434.0;177.0;5252.0;4395.0;518.0;28108.0
269;A-U Alle economische activiteiten;1;3;2007;45263.0;1794.0;227.0;2644.0;165.0;7227.0;4545.0;508.0;28152.0
270;A-U Alle economische activiteiten;1;3;2008;47072.0;1992.0;201.0;2715.0;138.0;7432.0;4199.0;459.0;29937.0
271;A-U Alle economische activiteiten;1;3;2009;;;;;;;;;
272;A-U Alle economische activiteiten;1;3;2010;;;;;;;;;
273;A-U Alle economische activiteiten;1;1;1990;;;;;;;;;
274;A-U Alle economische activiteiten;1;1;1991;;;;;;;;;
275;A-U Alle economische activiteiten;1;1;1992;;;;;;;;;
276;A-U Alle economische activiteiten;1;1;1993;;;;;;;;;
277;A-U Alle economische activiteiten;1;1;1994;;;;;;;;;
278;A-U Alle economische activiteiten;1;1;1995;;;;;;;;;
279;A-U Alle economische activiteiten;1;1;1996;;;;;;;;;
280;A-U Alle economische activiteiten;1;1;1997;;;;;;;;;
281;A-U Alle economische activiteiten;1;1;1998;;;;;;;;;
282;A-U Alle economische activiteiten;1;1;1999;;;;;;;;;
283;A-U Alle economische activiteiten;1;1;2000;;;;;;;;;
284;A-U Alle economische activiteiten;1;1;2001;;;;;;;;;
285;A-U Alle economische activiteiten;1;1;2002;1359.0;634.0;0.0;25.0;34.0;0.0;205.0;0.0;461.0
286;A-U Alle economische activiteiten;1;1;2003;1314.0;659.0;0.0;9.0;36.0;0.0;190.0;0.0;420.0
287;A-U Alle economische activiteiten;1;1;2004;1360.0;687.0;1.0;3.0;42.0;0.0;157.0;0.0;470.0
288;A-U Alle economische activiteiten;1;1;2005;3538.0;1048.0;10.0;35.0;119.0;0.0;7.0;0.0;2318.0
289;A-U Alle economische activiteiten;1;1;2006;4745.0;1148.0;9.0;52.0;157.0;0.0;135.0;0.0;3243.0
290;A-U Alle economische activiteiten;1;1;2007;3598.0;1122.0;3.0;22.0;146.0;0.0;123.0;0.0;2183.0
291;A-U Alle economische activiteiten;1;1;2008;4245.0;1300.0;6.0;21.0;129.0;0.0;111.0;0.0;2678.0
292;A-U Alle economische activiteiten;1;1;2009;;;;;;;;;
293;A-U Alle economische activiteiten;1;1;2010;;;;;;;;;
294;A-U Alle economische activiteiten;1;2;1990;;;;;;;;;
295;A-U Alle economische activiteiten;1;2;1991;;;;;;;;;
296;A-U Alle economische activiteiten;1;2;1992;;;;;;;;;
297;A-U Alle economische activiteiten;1;2;1993;;;;;;;;;
298;A-U Alle economische activiteiten;1;2;1994;;;;;;;;;
299;A-U Alle economische activiteiten;1;2;1995;;;;;;;;;
300;A-U Alle economische activiteiten;1;2;1996;;;;;;;;;
301;A-U Alle economische activiteiten;1;2;1997;;;;;;;;;
302;A-U Alle economische activiteiten;1;2;1998;;;;;;;;;
303;A-U Alle economische activiteiten;1;2;1999;;;;;;;;;
304;A-U Alle economische activiteiten;1;2;2000;;;;;;;;;
305;A-U Alle economische activiteiten;1;2;2001;;;;;;;;;
306;A-U Alle economische activiteiten;1;2;2002;43752.0;811.0;293.0;1881.0;0.0;4728.0;4368.0;606.0;31064.0
307;A-U Alle economische activiteiten;1;2;2003;42894.0;808.0;115.0;2152.0;0.0;4388.0;4303.0;527.0;30600.0
308;A-U Alle economische activiteiten;1;2;2004;42299.0;791.0;153.0;2791.0;12.0;3937.0;3768.0;511.0;30336.0
309;A-U Alle economische activiteiten;1;2;2005;39616.0;751.0;130.0;2228.0;12.0;3843.0;3568.0;507.0;28578.0
310;A-U Alle economische activiteiten;1;2;2006;38191.0;678.0;217.0;2382.0;20.0;5252.0;4260.0;518.0;24864.0
311;A-U Alle economische activiteiten;1;2;2007;41664.0;672.0;224.0;2622.0;20.0;7227.0;4423.0;508.0;25969.0
312;A-U Alle economische activiteiten;1;2;2008;42828.0;692.0;195.0;2694.0;10.0;7432.0;4087.0;459.0;27260.0
313;A-U Alle economische activiteiten;1;2;2009;;;;;;;;;
314;A-U Alle economische activiteiten;1;2;2010;;;;;;;;;
315;A-U Alle economische activiteiten;2;3;1990;;;;;;;;;
316;A-U Alle economische activiteiten;2;3;1991;;;;;;;;;
317;A-U Alle economische activiteiten;2;3;1992;;;;;;;;;
318;A-U Alle economische activiteiten;2;3;1993;;;;;;;;;
319;A-U Alle economische activiteiten;2;3;1994;;;;;;;;;
320;A-U Alle economische activiteiten;2;3;1995;;;;;;;;;
321;A-U Alle economische activiteiten;2;3;1996;;;;;;;;;
322;A-U Alle economische activiteiten;2;3;1997;;;;;;;;;
323;A-U Alle economische activiteiten;2;3;1998;;;;;;;;;
324;A-U Alle economische activiteiten;2;3;1999;;;;;;;;;
325;A-U Alle economische activiteiten;2;3;2000;;;;;;;;;
326;A-U Alle economische activiteiten;2;3;2001;;;;;;;;;
327;A-U Alle economische activiteiten;2;3;2002;9447.0;235.0;845.0;885.0;0.0;7056.0;0.0;0.0;425.0
