ID;KenmerkenVanHuishoudens;Perioden;ParticuliereHuishoudens_1;GemiddeldBesteedbaarInkomen_2;GemiddeldGestandaardiseerdInkomen_3;GemiddeldBesteedBedrag_4;MediaanVermogen_5;HuishoudensMetLaagInkomen_6;OngelijkheidInkomen_7;OngelijkheidVermogen_8
397;Gestandaardiseerd inkomen: 3e 10%-groep;2018;776.1;23.9;18.9;;8.1;0.0;0.023;0.833
398;Gestandaardiseerd inkomen: 3e 10%-groep;2019;782.7;24.9;19.8;;8.9;0.0;0.023;0.826
399;Gestandaardiseerd inkomen: 3e 10%-groep;2020;789.4;25.8;20.6;25.6;10.0;0.0;0.024;0.823
400;Gestandaardiseerd inkomen: 3e 10%-groep;2021;795.1;26.7;21.4;;12.2;0.0;0.024;0.805
401;Gestandaardiseerd inkomen: 3e 10%-groep;2022;804.1;27.9;22.7;;12.6;0.0;0.022;0.805
402;Gestandaardiseerd inkomen: 3e 10%-groep;2023;815.7;30.4;24.7;;14.7;0.0;0.023;0.798
403;Gestandaardiseerd inkomen: 4e 10%-groep;2011;734.8;26.1;19.1;;19.5;0.0;0.021;0.743
404;Gestandaardiseerd inkomen: 4e 10%-groep;2012;741.2;26.2;19.3;;16.1;0.0;0.021;0.753
405;Gestandaardiseerd inkomen: 4e 10%-groep;2013;746.8;26.1;19.3;;11.3;0.0;0.022;0.777
406;Gestandaardiseerd inkomen: 4e 10%-groep;2014;749.6;26.6;19.8;;11.4;0.0;0.022;0.776
407;Gestandaardiseerd inkomen: 4e 10%-groep;2015;756.9;26.8;20.0;27.5;13.9;0.0;0.022;0.777
408;Gestandaardiseerd inkomen: 4e 10%-groep;2016;762.3;27.5;20.7;;15.0;0.0;0.023;0.767
409;Gestandaardiseerd inkomen: 4e 10%-groep;2017;769.5;28.1;21.2;;16.7;0.0;0.023;0.76
410;Gestandaardiseerd inkomen: 4e 10%-groep;2018;776.1;28.9;21.6;;19.5;0.0;0.023;0.752
411;Gestandaardiseerd inkomen: 4e 10%-groep;2019;782.7;30.3;22.7;;24.7;0.0;0.023;0.736
412;Gestandaardiseerd inkomen: 4e 10%-groep;2020;789.4;31.3;23.6;29.2;29.0;0.0;0.023;0.732
413;Gestandaardiseerd inkomen: 4e 10%-groep;2021;795.1;32.7;24.6;;42.8;0.0;0.024;0.702
414;Gestandaardiseerd inkomen: 4e 10%-groep;2022;804.1;34.4;26.1;;73.9;0.0;0.024;0.67
415;Gestandaardiseerd inkomen: 4e 10%-groep;2023;815.7;36.8;28.2;;52.5;0.0;0.022;0.692
416;Gestandaardiseerd inkomen: 5e 10%-groep;2011;734.8;30.4;21.6;;35.0;0.0;0.019;0.701
417;Gestandaardiseerd inkomen: 5e 10%-groep;2012;741.2;30.6;21.8;;29.2;0.0;0.019;0.717
418;Gestandaardiseerd inkomen: 5e 10%-groep;2013;746.8;30.7;21.9;;24.2;0.0;0.02;0.735
419;Gestandaardiseerd inkomen: 5e 10%-groep;2014;749.6;31.6;22.5;;25.3;0.0;0.02;0.729
420;Gestandaardiseerd inkomen: 5e 10%-groep;2015;756.9;31.8;22.8;31.2;29.5;0.0;0.021;0.726
421;Gestandaardiseerd inkomen: 5e 10%-groep;2016;762.3;32.9;23.7;;33.7;0.0;0.021;0.717
422;Gestandaardiseerd inkomen: 5e 10%-groep;2017;769.5;33.5;24.3;;40.4;0.0;0.021;0.703
423;Gestandaardiseerd inkomen: 5e 10%-groep;2018;776.1;34.6;24.7;;49.5;0.0;0.021;0.694
424;Gestandaardiseerd inkomen: 5e 10%-groep;2019;782.7;36.1;25.9;;62.6;0.0;0.021;0.673
425;Gestandaardiseerd inkomen: 5e 10%-groep;2020;789.4;37.5;27.0;33.0;75.2;0.0;0.021;0.669
426;Gestandaardiseerd inkomen: 5e 10%-groep;2021;795.1;39.0;28.2;;98.6;0.0;0.021;0.642
427;Gestandaardiseerd inkomen: 5e 10%-groep;2022;804.1;41.0;29.8;;146.1;0.0;0.021;0.615
428;Gestandaardiseerd inkomen: 5e 10%-groep;2023;815.7;43.6;32.1;;137.2;0.0;0.02;0.632
429;Gestandaardiseerd inkomen: 6e 10%-groep;2011;734.8;34.9;24.2;;56.9;0.0;0.019;0.673
430;Gestandaardiseerd inkomen: 6e 10%-groep;2012;741.2;35.0;24.4;;46.9;0.0;0.019;0.691
431;Gestandaardiseerd inkomen: 6e 10%-groep;2013;746.8;35.2;24.6;;35.6;0.0;0.019;0.722
432;Gestandaardiseerd inkomen: 6e 10%-groep;2014;749.6;36.3;25.4;;35.2;0.0;0.019;0.745
433;Gestandaardiseerd inkomen: 6e 10%-groep;2015;756.9;36.8;25.8;34.6;39.9;0.0;0.02;0.72
434;Gestandaardiseerd inkomen: 6e 10%-groep;2016;762.3;38.0;26.8;;42.6;0.0;0.02;0.712
435;Gestandaardiseerd inkomen: 6e 10%-groep;2017;769.5;38.9;27.4;;51.5;0.0;0.02;0.696
436;Gestandaardiseerd inkomen: 6e 10%-groep;2018;776.1;40.1;27.9;;65.3;0.0;0.019;0.68
437;Gestandaardiseerd inkomen: 6e 10%-groep;2019;782.7;42.0;29.3;;80.2;0.0;0.019;0.657
438;Gestandaardiseerd inkomen: 6e 10%-groep;2020;789.4;43.8;30.4;35.7;96.6;0.0;0.019;0.644
439;Gestandaardiseerd inkomen: 6e 10%-groep;2021;795.1;45.8;31.8;;125.6;0.0;0.019;0.61
440;Gestandaardiseerd inkomen: 6e 10%-groep;2022;804.1;48.2;33.6;;184.9;0.0;0.019;0.572
441;Gestandaardiseerd inkomen: 6e 10%-groep;2023;815.7;51.4;36.1;;185.3;0.0;0.019;0.583
442;Gestandaardiseerd inkomen: 7e 10%-groep;2011;734.8;39.8;27.1;;81.5;0.0;0.02;0.652
443;Gestandaardiseerd inkomen: 7e 10%-groep;2012;741.2;39.9;27.3;;68.5;0.0;0.02;0.672
444;Gestandaardiseerd inkomen: 7e 10%-groep;2013;746.8;40.3;27.6;;50.4;0.0;0.02;0.711
445;Gestandaardiseerd inkomen: 7e 10%-groep;2014;749.6;41.6;28.5;;50.4;0.0;0.02;0.705
446;Gestandaardiseerd inkomen: 7e 10%-groep;2015;756.9;42.3;29.0;37.3;57.1;0.0;0.02;0.707
447;Gestandaardiseerd inkomen: 7e 10%-groep;2016;762.3;43.8;30.1;;61.9;0.0;0.02;0.696
448;Gestandaardiseerd inkomen: 7e 10%-groep;2017;769.5;44.7;30.8;;74.3;0.0;0.02;0.673
449;Gestandaardiseerd inkomen: 7e 10%-groep;2018;776.1;46.0;31.3;;88.7;0.0;0.019;0.657
450;Gestandaardiseerd inkomen: 7e 10%-groep;2019;782.7;48.3;32.8;;106.4;0.0;0.019;0.629
451;Gestandaardiseerd inkomen: 7e 10%-groep;2020;789.4;50.2;34.2;38.2;124.5;0.0;0.019;0.619
452;Gestandaardiseerd inkomen: 7e 10%-groep;2021;795.1;52.4;35.7;;157.1;0.0;0.019;0.584
453;Gestandaardiseerd inkomen: 7e 10%-groep;2022;804.1;55.1;37.6;;222.3;0.0;0.019;0.541
454;Gestandaardiseerd inkomen: 7e 10%-groep;2023;815.7;59.0;40.3;;223.5;0.0;0.019;0.553
455;Gestandaardiseerd inkomen: 8e 10%-groep;2011;734.8;45.6;30.7;;113.5;0.0;0.023;0.631
456;Gestandaardiseerd inkomen: 8e 10%-groep;2012;741.2;45.8;31.0;;99.7;0.0;0.023;0.648
457;Gestandaardiseerd inkomen: 8e 10%-groep;2013;746.8;46.2;31.3;;76.1;0.0;0.023;0.694
458;Gestandaardiseerd inkomen: 8e 10%-groep;2014;749.6;47.6;32.3;;75.3;0.0;0.022;0.685
459;Gestandaardiseerd inkomen: 8e 10%-groep;2015;756.9;48.4;32.9;41.1;83.5;0.0;0.022;0.689
460;Gestandaardiseerd inkomen: 8e 10%-groep;2016;762.3;50.3;34.1;;86.4;0.0;0.022;0.683
461;Gestandaardiseerd inkomen: 8e 10%-groep;2017;769.5;51.5;34.9;;97.9;0.0;0.022;0.66
462;Gestandaardiseerd inkomen: 8e 10%-groep;2018;776.1;52.9;35.3;;113.0;0.0;0.022;0.648
463;Gestandaardiseerd inkomen: 8e 10%-groep;2019;782.7;55.4;37.1;;134.1;0.0;0.022;0.615
464;Gestandaardiseerd inkomen: 8e 10%-groep;2020;789.4;57.8;38.6;43.4;152.2;0.0;0.022;0.608
465;Gestandaardiseerd inkomen: 8e 10%-groep;2021;795.1;60.4;40.3;;187.0;0.0;0.022;0.576
466;Gestandaardiseerd inkomen: 8e 10%-groep;2022;804.1;63.7;42.5;;254.0;0.0;0.022;0.535
467;Gestandaardiseerd inkomen: 8e 10%-groep;2023;815.7;68.4;45.4;;255.1;0.0;0.021;0.545
468;Gestandaardiseerd inkomen: 9e 10%-groep;2011;734.8;54.1;36.1;;152.7;0.0;0.033;0.618
469;Gestandaardiseerd inkomen: 9e 10%-groep;2012;741.2;54.3;36.4;;138.6;0.0;0.033;0.637
470;Gestandaardiseerd inkomen: 9e 10%-groep;2013;746.8;54.9;36.8;;109.3;0.0;0.033;0.687
471;Gestandaardiseerd inkomen: 9e 10%-groep;2014;749.6;56.5;38.0;;106.9;0.0;0.033;0.679
472;Gestandaardiseerd inkomen: 9e 10%-groep;2015;756.9;57.4;38.6;46.4;114.4;0.0;0.032;0.686
473;Gestandaardiseerd inkomen: 9e 10%-groep;2016;762.3;60.0;40.0;;117.4;0.0;0.032;0.679
474;Gestandaardiseerd inkomen: 9e 10%-groep;2017;769.5;61.5;40.9;;131.5;0.0;0.032;0.658
475;Gestandaardiseerd inkomen: 9e 10%-groep;2018;776.1;63.1;41.3;;149.9;0.0;0.032;0.642
476;Gestandaardiseerd inkomen: 9e 10%-groep;2019;782.7;66.2;43.3;;172.6;0.0;0.032;0.612
477;Gestandaardiseerd inkomen: 9e 10%-groep;2020;789.4;69.0;45.0;47.4;192.0;0.0;0.031;0.608
478;Gestandaardiseerd inkomen: 9e 10%-groep;2021;795.1;72.2;47.2;;232.9;0.0;0.031;0.574
479;Gestandaardiseerd inkomen: 9e 10%-groep;2022;804.1;75.9;49.5;;306.9;0.0;0.031;0.534
480;Gestandaardiseerd inkomen: 9e 10%-groep;2023;815.7;81.1;52.7;;309.1;0.0;0.03;0.539
481;Gestandaardiseerd inkomen: 10e 10%-groep;2011;734.8;87.3;59.0;;273.7;0.0;0.307;0.699
482;Gestandaardiseerd inkomen: 10e 10%-groep;2012;741.2;87.8;59.5;;256.8;0.0;0.464;0.714
483;Gestandaardiseerd inkomen: 10e 10%-groep;2013;746.8;88.0;59.6;;215.6;0.0;0.361;0.753
484;Gestandaardiseerd inkomen: 10e 10%-groep;2014;749.6;99.7;67.1;;219.4;0.0;0.329;0.752
485;Gestandaardiseerd inkomen: 10e 10%-groep;2015;756.9;92.2;62.3;56.0;211.7;0.0;0.251;0.755
486;Gestandaardiseerd inkomen: 10e 10%-groep;2016;762.3;97.1;65.1;;226.2;0.0;0.279;0.749
487;Gestandaardiseerd inkomen: 10e 10%-groep;2017;769.5;104.1;69.6;;258.3;0.0;0.305;0.736
488;Gestandaardiseerd inkomen: 10e 10%-groep;2018;776.1;105.3;68.9;;283.2;0.0;0.312;0.725
489;Gestandaardiseerd inkomen: 10e 10%-groep;2019;782.7;121.9;79.5;;326.4;0.0;0.314;0.708
490;Gestandaardiseerd inkomen: 10e 10%-groep;2020;789.4;115.9;75.4;56.6;344.1;0.0;0.368;0.704
491;Gestandaardiseerd inkomen: 10e 10%-groep;2021;795.1;121.4;79.1;;403.7;0.0;0.437;0.666
492;Gestandaardiseerd inkomen: 10e 10%-groep;2022;804.1;128.5;83.5;;503.7;0.0;0.281;0.652
493;Gestandaardiseerd inkomen: 10e 10%-groep;2023;815.7;139.1;90.2;;504.7;0.0;;0.65
