ID;Energiedragers;Sectoren;Perioden;TotaalAanbod_1;Winning_2;EnergieAanvoer_3;EnergieAflevering_4;Voorraadmutatie_5;StatistischeVerschillen_6;TotaalVerbruik_7;SaldoInzetProductieEnergie_8;SaldoElektriciteitWKKOmzetting_9;SaldoAndereOmzetting_10;TotaalInzetEnergieVoorOmzetting_11;InzetElektriciteitWKKOmzetting_12;InzetAndereOmzetting_13;TotaalProductieEnergieUitOmzetting_14;ProductieElektriciteitWKKOmzetting_15;ProductieAndereOmzetting_16;EigenVerbruik_17;VerliezenBijDistributie_18;FinaalEnergieverbruik_19;NietEnergetischGebruik_20
341;Totaal energiedragers;08 Delfstoffenwinning (geen olie en gas);1991;1.5;;1.5;;;;1.5;;;;;;;;;;;;1.5;
342;Totaal energiedragers;08 Delfstoffenwinning (geen olie en gas);1992;1.3;;1.3;;;;1.3;;;;;;;;;;;;1.3;
343;Totaal energiedragers;08 Delfstoffenwinning (geen olie en gas);1993;1.3;;1.3;;;;1.3;;;;;;;;;;;;1.3;
344;Totaal energiedragers;08 Delfstoffenwinning (geen olie en gas);1994;1.7;;1.7;;;;1.7;;;;;;;;;;;;1.7;
345;Totaal energiedragers;08 Delfstoffenwinning (geen olie en gas);1995;2.0;;2.0;;;;2.0;;;;;;;;;;;;2.0;
346;Totaal energiedragers;08 Delfstoffenwinning (geen olie en gas);1996;2.0;;2.0;;;;2.0;;;;;;;;;;;;2.0;
347;Totaal energiedragers;08 Delfstoffenwinning (geen olie en gas);1997;4.3;;4.3;;;;4.3;;;;;;;;;;;;4.3;
348;Totaal energiedragers;08 Delfstoffenwinning (geen olie en gas);1998;6.8;;6.8;;;;6.8;;;;;;;;;;;;6.8;
349;Totaal energiedragers;08 Delfstoffenwinning (geen olie en gas);1999;7.1;;7.1;;;;7.1;;;;;;;;;;;;7.1;
350;Totaal energiedragers;08 Delfstoffenwinning (geen olie en gas);2000;6.2;;6.2;;;;6.2;;;;;;;;;;;;6.2;
351;Totaal energiedragers;08 Delfstoffenwinning (geen olie en gas);2001;5.1;;5.6;;;;5.1;0.0;0.0;0.0;0.5;0.3;0.2;0.5;0.3;0.2;0.0;;5.1;
352;Totaal energiedragers;08 Delfstoffenwinning (geen olie en gas);2002;5.9;;6.5;;;;5.9;0.2;0.2;0.0;1.6;1.4;0.2;1.4;1.2;0.2;0.0;;5.7;
353;Totaal energiedragers;08 Delfstoffenwinning (geen olie en gas);2003;7.5;;7.7;;;;7.5;0.3;0.3;;2.6;2.6;;2.3;2.3;;0.0;;7.2;
354;Totaal energiedragers;08 Delfstoffenwinning (geen olie en gas);2004;7.6;;7.8;;;;7.6;0.4;0.4;;2.5;2.5;;2.1;2.1;;0.0;;7.2;
355;Totaal energiedragers;08 Delfstoffenwinning (geen olie en gas);2005;6.0;;6.2;;;;6.0;0.4;0.4;;2.4;2.4;;2.0;2.0;;0.0;;5.6;
356;Totaal energiedragers;08 Delfstoffenwinning (geen olie en gas);2006;6.4;;6.6;;;;6.4;0.3;0.3;;2.5;2.5;;2.3;2.3;;0.0;;6.1;
357;Totaal energiedragers;08 Delfstoffenwinning (geen olie en gas);2007;6.0;;6.2;;;;6.0;0.2;0.2;;2.1;2.1;;1.9;1.9;;0.0;;5.7;
358;Totaal energiedragers;08 Delfstoffenwinning (geen olie en gas);2008;9.4;;9.6;;;;9.4;0.2;0.2;;2.0;2.0;;1.8;1.8;;0.0;;9.2;
359;Totaal energiedragers;08 Delfstoffenwinning (geen olie en gas);2009;3.5;;3.6;;;;3.5;0.2;0.2;;1.6;1.6;;1.5;1.5;;0.0;;3.3;
360;Totaal energiedragers;08 Delfstoffenwinning (geen olie en gas);2010;10.0;;10.2;;;;10.0;0.2;0.2;;1.9;1.9;;1.7;1.7;;0.0;;9.8;
361;Totaal energiedragers;08 Delfstoffenwinning (geen olie en gas);2011;6.0;;6.2;;;;6.0;0.2;0.2;;1.9;1.9;;1.7;1.7;;0.0;;5.8;
362;Totaal energiedragers;08 Delfstoffenwinning (geen olie en gas);2012;6.4;;6.6;;;;6.4;0.2;0.2;;1.9;1.9;;1.7;1.7;;0.0;;6.2;
363;Totaal energiedragers;08 Delfstoffenwinning (geen olie en gas);2013;6.1;;6.3;;;;6.1;0.2;0.2;;1.9;1.9;;1.7;1.7;;0.0;;5.9;
364;Totaal energiedragers;08 Delfstoffenwinning (geen olie en gas);2014;3.9;;4.2;;;;3.9;0.1;0.1;;1.0;1.0;;0.9;0.9;;0.0;;3.8;
365;Totaal energiedragers;08 Delfstoffenwinning (geen olie en gas);2015;4.8;;4.8;;;;4.8;;;;;;;;;;;;4.8;
366;Totaal energiedragers;08 Delfstoffenwinning (geen olie en gas);2016;4.9;;4.9;;;;4.9;;;;;;;;;;;;4.9;
367;Totaal energiedragers;08 Delfstoffenwinning (geen olie en gas);2017;4.9;;4.9;;;;4.9;;;;;;;;;;;;4.9;
368;Totaal energiedragers;08 Delfstoffenwinning (geen olie en gas);2018;5.1;;5.1;;;;5.1;;;;0.0;0.0;;0.0;0.0;;;;5.1;
369;Totaal energiedragers;08 Delfstoffenwinning (geen olie en gas);2019;4.7;;4.7;;;;4.7;;;;0.0;0.0;;0.0;0.0;;;;4.7;
370;Totaal energiedragers;08 Delfstoffenwinning (geen olie en gas);2020;4.1;;4.1;;;;4.1;;;;0.0;0.0;;0.0;0.0;;;;4.1;
371;Totaal energiedragers;08 Delfstoffenwinning (geen olie en gas);2021;4.8;;4.8;;;;4.8;;;;0.0;0.0;;0.0;0.0;;;;4.8;
372;Totaal energiedragers;08 Delfstoffenwinning (geen olie en gas);2022;4.7;;4.7;;;;4.7;;;;0.0;0.0;;0.0;0.0;;;;4.7;
373;Totaal energiedragers;08 Delfstoffenwinning (geen olie en gas);2023;4.2;;4.2;;;;4.2;;;;0.0;0.0;;0.0;0.0;;;;4.2;
374;Totaal energiedragers;099 Dienstverlening delfstoffenwinning;1990;;;;;;;;;;;;;;;;;;;;
375;Totaal energiedragers;099 Dienstverlening delfstoffenwinning;1991;;;;;;;;;;;;;;;;;;;;
376;Totaal energiedragers;099 Dienstverlening delfstoffenwinning;1992;;;;;;;;;;;;;;;;;;;;
377;Totaal energiedragers;099 Dienstverlening delfstoffenwinning;1993;;;;;;;;;;;;;;;;;;;;
378;Totaal energiedragers;099 Dienstverlening delfstoffenwinning;1994;;;;;;;;;;;;;;;;;;;;
379;Totaal energiedragers;099 Dienstverlening delfstoffenwinning;1995;;;;;;;;;;;;;;;;;;;;
380;Totaal energiedragers;099 Dienstverlening delfstoffenwinning;1996;;;;;;;;;;;;;;;;;;;;
381;Totaal energiedragers;099 Dienstverlening delfstoffenwinning;1997;;;;;;;;;;;;;;;;;;;;
382;Totaal energiedragers;099 Dienstverlening delfstoffenwinning;1998;;;;;;;;;;;;;;;;;;;;
383;Totaal energiedragers;099 Dienstverlening delfstoffenwinning;1999;;;;;;;;;;;;;;;;;;;;
384;Totaal energiedragers;099 Dienstverlening delfstoffenwinning;2000;;;;;;;;;;;;;;;;;;;;
385;Totaal energiedragers;099 Dienstverlening delfstoffenwinning;2001;;;;;;;;;;;;;;;;;;;;
386;Totaal energiedragers;099 Dienstverlening delfstoffenwinning;2002;;;;;;;;;;;;;;;;;;;;
387;Totaal energiedragers;099 Dienstverlening delfstoffenwinning;2003;;;;;;;;;;;;;;;;;;;;
388;Totaal energiedragers;099 Dienstverlening delfstoffenwinning;2004;;;;;;;;;;;;;;;;;;;;
389;Totaal energiedragers;099 Dienstverlening delfstoffenwinning;2005;;;;;;;;;;;;;;;;;;;;
390;Totaal energiedragers;099 Dienstverlening delfstoffenwinning;2006;;;;;;;;;;;;;;;;;;;;
391;Totaal energiedragers;099 Dienstverlening delfstoffenwinning;2007;;;;;;;;;;;;;;;;;;;;
392;Totaal energiedragers;099 Dienstverlening delfstoffenwinning;2008;;;;;;;;;;;;;;;;;;;;
393;Totaal energiedragers;099 Dienstverlening delfstoffenwinning;2009;;;;;;;;;;;;;;;;;;;;
394;Totaal energiedragers;099 Dienstverlening delfstoffenwinning;2010;;;;;;;;;;;;;;;;;;;;
395;Totaal energiedragers;099 Dienstverlening delfstoffenwinning;2011;;;;;;;;;;;;;;;;;;;;
396;Totaal energiedragers;099 Dienstverlening delfstoffenwinning;2012;;;;;;;;;;;;;;;;;;;;
397;Totaal energiedragers;099 Dienstverlening delfstoffenwinning;2013;;;;;;;;;;;;;;;;;;;;
398;Totaal energiedragers;099 Dienstverlening delfstoffenwinning;2014;;;;;;;;;;;;;;;;;;;;
399;Totaal energiedragers;099 Dienstverlening delfstoffenwinning;2015;;;;;;;;;;;;;;;;;;;;
400;Totaal energiedragers;099 Dienstverlening delfstoffenwinning;2016;;;;;;;;;;;;;;;;;;;;
401;Totaal energiedragers;099 Dienstverlening delfstoffenwinning;2017;;;;;;;;;;;;;;;;;;;;
402;Totaal energiedragers;099 Dienstverlening delfstoffenwinning;2018;;;;;;;;;;;;;;;;;;;;
403;Totaal energiedragers;099 Dienstverlening delfstoffenwinning;2019;;;;;;;;;;;;;;;;;;;;
404;Totaal energiedragers;099 Dienstverlening delfstoffenwinning;2020;;;;;;;;;;;;;;;;;;;;
405;Totaal energiedragers;099 Dienstverlening delfstoffenwinning;2021;0.3;;0.3;;;;0.3;;;;;;;;;;;;0.3;
406;Totaal energiedragers;099 Dienstverlening delfstoffenwinning;2022;0.2;;0.2;;;;0.2;;;;;;;;;;;;0.2;
407;Totaal energiedragers;099 Dienstverlening delfstoffenwinning;2023;0.3;;0.3;;;;0.3;;;;;;;;;;;;0.3;
408;Totaal energiedragers;10-12 Voedings-, genotmiddelenindustrie;1990;83.5;;84.9;;;;83.5;3.4;3.4;0.0;25.6;25.5;0.1;22.2;22.1;0.1;0.1;;79.3;0.6
409;Totaal energiedragers;10-12 Voedings-, genotmiddelenindustrie;1991;84.2;;83.6;;;;84.2;3.4;3.3;0.0;25.0;24.9;0.1;21.6;21.5;0.1;0.1;;80.1;0.5
410;Totaal energiedragers;10-12 Voedings-, genotmiddelenindustrie;1992;90.0;;89.4;;;;90.0;3.6;3.5;0.0;27.5;27.4;0.1;24.0;23.9;0.1;0.2;;85.7;0.6
411;Totaal energiedragers;10-12 Voedings-, genotmiddelenindustrie;1993;93.8;;94.8;;;;93.8;3.5;3.5;0.0;26.2;26.2;0.1;22.7;22.6;0.1;0.2;;89.6;0.5
412;Totaal energiedragers;10-12 Voedings-, genotmiddelenindustrie;1994;93.5;;93.2;;;;93.5;3.6;3.6;0.0;27.4;27.3;0.1;23.8;23.7;0.1;0.2;;89.4;0.3
413;Totaal energiedragers;10-12 Voedings-, genotmiddelenindustrie;1995;92.8;;93.8;;;;92.8;3.8;3.8;0.0;24.5;24.4;0.1;20.7;20.7;0.1;0.2;;88.5;0.3
414;Totaal energiedragers;10-12 Voedings-, genotmiddelenindustrie;1996;102.5;;104.6;;;;102.5;4.5;4.5;0.0;26.9;26.9;0.0;22.5;22.5;0.0;0.2;;97.5;0.4
415;Totaal energiedragers;10-12 Voedings-, genotmiddelenindustrie;1997;97.9;;101.2;;;;97.9;4.4;4.3;0.0;25.9;25.3;0.6;21.5;21.0;0.6;0.2;;92.9;0.4
416;Totaal energiedragers;10-12 Voedings-, genotmiddelenindustrie;1998;99.4;;102.6;;;;99.4;4.7;4.7;0.0;26.7;26.2;0.6;22.1;21.5;0.6;0.2;;94.2;0.4
417;Totaal energiedragers;10-12 Voedings-, genotmiddelenindustrie;1999;104.8;;107.8;;;;104.8;5.5;5.5;0.0;28.3;27.8;0.6;22.8;22.2;0.6;0.2;;98.6;0.5
418;Totaal energiedragers;10-12 Voedings-, genotmiddelenindustrie;2000;101.3;;106.0;;;;101.3;6.2;6.2;0.0;30.0;29.4;0.6;23.8;23.2;0.6;0.2;;94.4;0.4
419;Totaal energiedragers;10-12 Voedings-, genotmiddelenindustrie;2001;99.3;;104.3;;;;99.3;6.3;6.3;0.0;29.6;29.0;0.6;23.3;22.8;0.6;0.2;;92.5;0.4
420;Totaal energiedragers;10-12 Voedings-, genotmiddelenindustrie;2002;100.5;;105.2;;;;100.5;6.4;6.4;0.0;29.5;29.3;0.2;23.1;22.9;0.2;0.2;;93.6;0.3
421;Totaal energiedragers;10-12 Voedings-, genotmiddelenindustrie;2003;96.5;;100.0;;;;96.5;4.7;4.6;0.1;27.6;27.1;0.5;22.9;22.5;0.4;0.2;;91.3;0.4
422;Totaal energiedragers;10-12 Voedings-, genotmiddelenindustrie;2004;95.9;;99.3;;;;95.9;6.1;6.1;0.0;29.0;29.0;0.0;22.8;22.8;0.0;0.2;;89.2;0.4
423;Totaal energiedragers;10-12 Voedings-, genotmiddelenindustrie;2005;94.4;;98.7;;;;94.4;5.6;5.6;0.0;27.1;27.1;0.0;21.5;21.4;0.0;0.2;;88.2;0.3
424;Totaal energiedragers;10-12 Voedings-, genotmiddelenindustrie;2006;91.5;;91.7;;;;91.5;3.6;3.5;0.0;24.1;23.7;0.4;20.5;20.2;0.3;0.2;;87.6;0.2
425;Totaal energiedragers;10-12 Voedings-, genotmiddelenindustrie;2007;92.6;;92.8;;;;92.6;5.4;5.4;0.0;26.5;26.1;0.4;21.1;20.8;0.4;0.2;;86.8;0.3
426;Totaal energiedragers;10-12 Voedings-, genotmiddelenindustrie;2008;88.6;;88.5;;;;88.6;5.0;4.9;0.0;26.3;25.8;0.5;21.3;20.9;0.4;0.2;;83.1;0.3
427;Totaal energiedragers;10-12 Voedings-, genotmiddelenindustrie;2009;78.0;;78.1;;;;78.0;5.5;5.5;0.0;25.8;25.5;0.3;20.3;19.9;0.3;0.2;;72.0;0.3
428;Totaal energiedragers;10-12 Voedings-, genotmiddelenindustrie;2010;82.3;;82.3;;;;82.3;6.5;6.4;0.1;26.3;25.7;0.6;19.9;19.3;0.6;0.2;;75.4;0.3
429;Totaal energiedragers;10-12 Voedings-, genotmiddelenindustrie;2011;85.2;;85.9;;;;85.2;5.3;5.3;0.0;25.5;25.2;0.3;20.1;19.9;0.2;0.2;;79.4;0.3
430;Totaal energiedragers;10-12 Voedings-, genotmiddelenindustrie;2012;81.1;;82.2;;;;81.1;3.3;3.3;0.0;22.8;22.3;0.5;19.5;19.0;0.4;0.2;;77.4;0.2
431;Totaal energiedragers;10-12 Voedings-, genotmiddelenindustrie;2013;80.3;;80.4;;;;80.3;3.3;3.3;0.0;22.6;21.7;0.9;19.2;18.4;0.8;0.2;;76.5;0.3
432;Totaal energiedragers;10-12 Voedings-, genotmiddelenindustrie;2014;79.3;;79.5;;;;79.3;3.2;3.1;0.1;22.0;20.6;1.4;18.8;17.4;1.4;0.1;;75.7;0.3
433;Totaal energiedragers;10-12 Voedings-, genotmiddelenindustrie;2015;84.6;;85.3;;;;84.6;3.2;3.2;0.0;20.8;19.9;0.9;17.6;16.7;0.9;0.1;;81.0;0.3
434;Totaal energiedragers;10-12 Voedings-, genotmiddelenindustrie;2016;85.2;;86.1;;;;85.2;2.6;2.6;0.0;18.8;17.9;0.9;16.2;15.3;0.9;0.1;;82.2;0.2
435;Totaal energiedragers;10-12 Voedings-, genotmiddelenindustrie;2017;86.8;;87.8;;;;86.8;3.1;3.1;0.0;18.6;17.6;1.0;15.4;14.5;1.0;0.1;;83.3;0.2
436;Totaal energiedragers;10-12 Voedings-, genotmiddelenindustrie;2018;88.8;;87.6;;;;88.8;3.0;3.0;0.0;17.6;16.9;0.8;14.6;13.8;0.8;0.1;;85.3;0.3
437;Totaal energiedragers;10-12 Voedings-, genotmiddelenindustrie;2019;85.5;;85.5;;;;85.5;2.7;2.6;0.0;20.2;19.1;1.1;17.5;16.4;1.1;0.1;;82.4;0.3
438;Totaal energiedragers;10-12 Voedings-, genotmiddelenindustrie;2020;84.2;;84.6;;;;84.2;2.5;2.4;0.0;21.9;20.8;1.2;19.5;18.3;1.1;0.2;;81.3;0.3
439;Totaal energiedragers;10-12 Voedings-, genotmiddelenindustrie;2021;84.8;;85.3;;;;84.8;3.5;3.5;0.0;21.9;20.9;1.1;18.4;17.4;1.0;0.2;;80.8;0.3
440;Totaal energiedragers;10-12 Voedings-, genotmiddelenindustrie;2022;82.4;;82.5;;;;82.4;3.7;3.7;0.0;21.0;19.6;1.4;17.2;15.9;1.3;0.1;;78.2;0.3
441;Totaal energiedragers;10-12 Voedings-, genotmiddelenindustrie;2023;80.2;;80.7;;;;80.2;4.4;4.3;0.0;19.9;18.6;1.3;15.5;14.3;1.2;0.1;;75.3;0.3
442;Totaal energiedragers;10 Voedingsmiddelenindustrie;1990;;;;;;;;;;;;;;;;;;;;
443;Totaal energiedragers;10 Voedingsmiddelenindustrie;1991;;;;;;;;;;;;;;;;;;;;
444;Totaal energiedragers;10 Voedingsmiddelenindustrie;1992;;;;;;;;;;;;;;;;;;;;
445;Totaal energiedragers;10 Voedingsmiddelenindustrie;1993;;;;;;;;;;;;;;;;;;;;
446;Totaal energiedragers;10 Voedingsmiddelenindustrie;1994;;;;;;;;;;;;;;;;;;;;
447;Totaal energiedragers;10 Voedingsmiddelenindustrie;1995;85.0;;85.9;;;;85.0;3.4;3.4;0.0;22.4;22.4;0.1;19.0;19.0;0.0;0.1;;81.1;0.3
448;Totaal energiedragers;10 Voedingsmiddelenindustrie;1996;94.0;;96.0;;;;94.0;4.0;4.0;;24.4;24.4;;20.3;20.3;;0.2;;89.3;0.4
449;Totaal energiedragers;10 Voedingsmiddelenindustrie;1997;89.5;;92.8;;;;89.5;4.0;4.0;0.0;23.1;22.7;0.4;19.1;18.8;0.3;0.1;;84.9;0.4
450;Totaal energiedragers;10 Voedingsmiddelenindustrie;1998;91.1;;94.2;;;;91.1;4.4;4.4;0.0;24.1;23.7;0.3;19.6;19.3;0.3;0.2;;86.2;0.4
451;Totaal energiedragers;10 Voedingsmiddelenindustrie;1999;95.0;;98.1;;;;95.0;5.2;5.2;0.0;25.6;25.2;0.3;20.4;20.0;0.3;0.2;;89.2;0.5
452;Totaal energiedragers;10 Voedingsmiddelenindustrie;2000;92.9;;97.8;;;;92.9;5.9;5.8;0.0;27.4;27.1;0.4;21.6;21.2;0.4;0.2;;86.5;0.4
453;Totaal energiedragers;10 Voedingsmiddelenindustrie;2001;91.3;;96.4;;;;91.3;5.9;5.9;0.0;27.1;26.8;0.3;21.2;20.9;0.3;0.2;;84.9;0.4
454;Totaal energiedragers;10 Voedingsmiddelenindustrie;2002;92.6;;97.5;;;;92.6;6.1;6.1;0.0;27.4;27.1;0.2;21.3;21.1;0.2;0.2;;86.1;0.3
455;Totaal energiedragers;10 Voedingsmiddelenindustrie;2003;88.7;;92.3;;;;88.7;4.4;4.4;0.0;25.0;25.0;0.1;20.7;20.6;0.1;0.2;;83.7;0.4
456;Totaal energiedragers;10 Voedingsmiddelenindustrie;2004;88.0;;91.6;;;;88.0;5.7;5.7;;26.4;26.4;;20.8;20.8;;0.2;;81.8;0.4
457;Totaal energiedragers;10 Voedingsmiddelenindustrie;2005;87.0;;91.4;;;;87.0;5.4;5.4;;24.8;24.8;;19.4;19.4;;0.2;;81.1;0.3
458;Totaal energiedragers;10 Voedingsmiddelenindustrie;2006;84.4;;84.7;;;;84.4;3.2;3.1;0.0;21.8;21.5;0.4;18.7;18.3;0.3;0.1;;80.9;0.2
459;Totaal energiedragers;10 Voedingsmiddelenindustrie;2007;85.7;;86.0;;;;85.7;5.1;5.1;0.0;24.4;24.0;0.4;19.3;19.0;0.4;0.2;;80.1;0.3
460;Totaal energiedragers;10 Voedingsmiddelenindustrie;2008;82.1;;82.0;;;;82.1;4.7;4.6;0.0;24.3;23.8;0.5;19.6;19.2;0.4;0.2;;76.9;0.3
461;Totaal energiedragers;10 Voedingsmiddelenindustrie;2009;72.0;;72.3;;;;72.0;5.3;5.3;0.0;23.7;23.4;0.3;18.4;18.1;0.3;0.2;;66.3;0.3
462;Totaal energiedragers;10 Voedingsmiddelenindustrie;2010;76.3;;76.5;;;;76.3;6.2;6.2;0.1;24.4;23.8;0.6;18.2;17.6;0.6;0.1;;69.6;0.3
463;Totaal energiedragers;10 Voedingsmiddelenindustrie;2011;79.7;;80.6;;;;79.7;5.1;5.1;0.0;23.5;23.2;0.3;18.4;18.1;0.2;0.1;;74.1;0.3
464;Totaal energiedragers;10 Voedingsmiddelenindustrie;2012;75.7;;77.0;;;;75.7;3.1;3.1;0.0;20.8;20.3;0.5;17.7;17.3;0.4;0.1;;72.3;0.2
465;Totaal energiedragers;10 Voedingsmiddelenindustrie;2013;74.9;;75.2;;;;74.9;3.1;3.1;0.0;20.6;19.8;0.9;17.5;16.7;0.8;0.1;;71.4;0.3
466;Totaal energiedragers;10 Voedingsmiddelenindustrie;2014;74.7;;75.0;;;;74.7;3.0;2.9;0.1;20.1;18.6;1.4;17.1;15.7;1.4;0.1;;71.3;0.3
467;Totaal energiedragers;10 Voedingsmiddelenindustrie;2015;78.3;;79.1;;;;78.3;2.8;2.8;0.0;18.9;18.0;0.9;16.1;15.2;0.9;0.1;;75.2;0.3
468;Totaal energiedragers;10 Voedingsmiddelenindustrie;2016;79.2;;80.2;;;;79.2;2.4;2.4;0.0;17.3;16.4;0.9;14.9;14.0;0.9;0.1;;76.4;0.2
469;Totaal energiedragers;10 Voedingsmiddelenindustrie;2017;81.6;;82.6;;;;81.6;2.9;2.9;0.0;16.9;15.9;1.0;14.0;13.0;1.0;0.1;;78.3;0.2
470;Totaal energiedragers;10 Voedingsmiddelenindustrie;2018;82.6;;81.5;;;;82.6;2.9;2.9;0.0;16.3;15.5;0.8;13.4;12.6;0.8;0.1;;79.3;0.3
471;Totaal energiedragers;10 Voedingsmiddelenindustrie;2019;78.5;;78.7;;;;78.5;2.3;2.3;0.0;18.5;17.4;1.1;16.2;15.1;1.1;0.1;;75.8;0.3
472;Totaal energiedragers;10 Voedingsmiddelenindustrie;2020;78.1;;78.7;;;;78.1;2.3;2.3;0.0;20.5;19.3;1.2;18.2;17.1;1.1;0.1;;75.4;0.3
473;Totaal energiedragers;10 Voedingsmiddelenindustrie;2021;78.9;;79.7;;;;78.9;3.4;3.3;0.0;20.5;19.5;1.1;17.2;16.1;1.0;0.1;;75.1;0.3
474;Totaal energiedragers;10 Voedingsmiddelenindustrie;2022;76.6;;77.0;;;;76.6;3.5;3.5;0.0;19.6;18.2;1.4;16.0;14.7;1.3;0.1;;72.6;0.3
475;Totaal energiedragers;10 Voedingsmiddelenindustrie;2023;74.5;;75.2;;;;74.5;4.2;4.2;0.0;18.6;17.3;1.3;14.4;13.2;1.2;0.1;;69.8;0.3
476;Totaal energiedragers;101 Slachterijen en vleeswarenindustrie;1990;;;;;;;;;;;;;;;;;;;;
477;Totaal energiedragers;101 Slachterijen en vleeswarenindustrie;1991;;;;;;;;;;;;;;;;;;;;
478;Totaal energiedragers;101 Slachterijen en vleeswarenindustrie;1992;;;;;;;;;;;;;;;;;;;;
479;Totaal energiedragers;101 Slachterijen en vleeswarenindustrie;1993;;;;;;;;;;;;;;;;;;;;
480;Totaal energiedragers;101 Slachterijen en vleeswarenindustrie;1994;;;;;;;;;;;;;;;;;;;;
481;Totaal energiedragers;101 Slachterijen en vleeswarenindustrie;1995;;;;;;;;;;;;;;;;;;;;
482;Totaal energiedragers;101 Slachterijen en vleeswarenindustrie;1996;;;;;;;;;;;;;;;;;;;;
483;Totaal energiedragers;101 Slachterijen en vleeswarenindustrie;1997;;;;;;;;;;;;;;;;;;;;
484;Totaal energiedragers;101 Slachterijen en vleeswarenindustrie;1998;;;;;;;;;;;;;;;;;;;;
485;Totaal energiedragers;101 Slachterijen en vleeswarenindustrie;1999;;;;;;;;;;;;;;;;;;;;
486;Totaal energiedragers;101 Slachterijen en vleeswarenindustrie;2000;;;;;;;;;;;;;;;;;;;;
487;Totaal energiedragers;101 Slachterijen en vleeswarenindustrie;2001;;;;;;;;;;;;;;;;;;;;
488;Totaal energiedragers;101 Slachterijen en vleeswarenindustrie;2002;;;;;;;;;;;;;;;;;;;;
489;Totaal energiedragers;101 Slachterijen en vleeswarenindustrie;2003;;;;;;;;;;;;;;;;;;;;
490;Totaal energiedragers;101 Slachterijen en vleeswarenindustrie;2004;;;;;;;;;;;;;;;;;;;;
491;Totaal energiedragers;101 Slachterijen en vleeswarenindustrie;2005;;;;;;;;;;;;;;;;;;;;
492;Totaal energiedragers;101 Slachterijen en vleeswarenindustrie;2006;;;;;;;;;;;;;;;;;;;;
493;Totaal energiedragers;101 Slachterijen en vleeswarenindustrie;2007;;;;;;;;;;;;;;;;;;;;
494;Totaal energiedragers;101 Slachterijen en vleeswarenindustrie;2008;;;;;;;;;;;;;;;;;;;;
495;Totaal energiedragers;101 Slachterijen en vleeswarenindustrie;2009;;;;;;;;;;;;;;;;;;;;
496;Totaal energiedragers;101 Slachterijen en vleeswarenindustrie;2010;;;;;;;;;;;;;;;;;;;;
497;Totaal energiedragers;101 Slachterijen en vleeswarenindustrie;2011;5.5;;5.5;;;;5.5;0.0;0.0;;0.0;0.0;;0.0;0.0;;;;5.5;
498;Totaal energiedragers;101 Slachterijen en vleeswarenindustrie;2012;4.7;;4.8;;;;4.7;0.0;0.0;;0.1;0.1;;0.0;0.0;;;;4.6;
499;Totaal energiedragers;101 Slachterijen en vleeswarenindustrie;2013;5.2;;5.2;;;;5.2;;;;;;;;;;;;5.2;
500;Totaal energiedragers;101 Slachterijen en vleeswarenindustrie;2014;5.0;;5.0;;;;5.0;;;;;;;;;;;;5.0;
501;Totaal energiedragers;101 Slachterijen en vleeswarenindustrie;2015;5.3;;5.3;;;;5.3;;;;;;;;;;;;5.3;
502;Totaal energiedragers;101 Slachterijen en vleeswarenindustrie;2016;5.9;;5.9;;;;5.9;;;;;;;;;;;;5.9;
503;Totaal energiedragers;101 Slachterijen en vleeswarenindustrie;2017;5.7;;5.8;;;;5.7;;;;;;;;;;;;5.7;
504;Totaal energiedragers;101 Slachterijen en vleeswarenindustrie;2018;5.9;;6.0;;;;5.9;;;;0.0;0.0;;0.0;0.0;;;;5.9;
505;Totaal energiedragers;101 Slachterijen en vleeswarenindustrie;2019;5.5;;5.5;;;;5.5;;;;0.0;0.0;;0.0;0.0;;;;5.5;
506;Totaal energiedragers;101 Slachterijen en vleeswarenindustrie;2020;5.2;;5.2;;;;5.2;;;;0.0;0.0;;0.0;0.0;;;;5.2;
507;Totaal energiedragers;101 Slachterijen en vleeswarenindustrie;2021;5.2;;5.2;;;;5.2;;;;0.0;0.0;;0.0;0.0;;;;5.2;
508;Totaal energiedragers;101 Slachterijen en vleeswarenindustrie;2022;5.3;;5.3;;;;5.3;;;;0.1;0.1;;0.1;0.1;;;;5.3;
509;Totaal energiedragers;101 Slachterijen en vleeswarenindustrie;2023;5.2;;5.2;;;;5.2;;;;0.1;0.1;;0.1;0.1;;;;5.2;
510;Totaal energiedragers;102 Visverwerkende industrie;1990;;;;;;;;;;;;;;;;;;;;
511;Totaal energiedragers;102 Visverwerkende industrie;1991;;;;;;;;;;;;;;;;;;;;
512;Totaal energiedragers;102 Visverwerkende industrie;1992;;;;;;;;;;;;;;;;;;;;
513;Totaal energiedragers;102 Visverwerkende industrie;1993;;;;;;;;;;;;;;;;;;;;
514;Totaal energiedragers;102 Visverwerkende industrie;1994;;;;;;;;;;;;;;;;;;;;
515;Totaal energiedragers;102 Visverwerkende industrie;1995;;;;;;;;;;;;;;;;;;;;
516;Totaal energiedragers;102 Visverwerkende industrie;1996;;;;;;;;;;;;;;;;;;;;
517;Totaal energiedragers;102 Visverwerkende industrie;1997;;;;;;;;;;;;;;;;;;;;
518;Totaal energiedragers;102 Visverwerkende industrie;1998;;;;;;;;;;;;;;;;;;;;
519;Totaal energiedragers;102 Visverwerkende industrie;1999;;;;;;;;;;;;;;;;;;;;
520;Totaal energiedragers;102 Visverwerkende industrie;2000;;;;;;;;;;;;;;;;;;;;
