ID;BronTechniek;Energietoepassing;Perioden;EindverbruikInTerajoule_1;InTotaalEindverbruikEnergie_2;VermedenPrimaireEnergieInTerajoule_3;InTotaalBinnenlandsEnergieverbruik_4;VermedenEmissieCO2InKton_5;InVanTotaleCO2Emissie_6
3308;Houtskool verbruik huishoudens;Elektriciteit;2010;0.0;0.0;0.0;0.0;0.0;0.0
3309;Houtskool verbruik huishoudens;Elektriciteit;2011;0.0;0.0;0.0;0.0;0.0;0.0
3310;Houtskool verbruik huishoudens;Elektriciteit;2012;0.0;0.0;0.0;0.0;0.0;0.0
3311;Houtskool verbruik huishoudens;Elektriciteit;2013;0.0;0.0;0.0;0.0;0.0;0.0
3312;Houtskool verbruik huishoudens;Warmte;1990;270.0;0.01;0.0;0.0;0.0;0.0
3313;Houtskool verbruik huishoudens;Warmte;1991;270.0;0.01;0.0;0.0;0.0;0.0
3314;Houtskool verbruik huishoudens;Warmte;1992;270.0;0.01;0.0;0.0;0.0;0.0
3315;Houtskool verbruik huishoudens;Warmte;1993;270.0;0.01;0.0;0.0;0.0;0.0
3316;Houtskool verbruik huishoudens;Warmte;1994;270.0;0.01;0.0;0.0;0.0;0.0
3317;Houtskool verbruik huishoudens;Warmte;1995;270.0;0.01;0.0;0.0;0.0;0.0
3318;Houtskool verbruik huishoudens;Warmte;1996;270.0;0.01;0.0;0.0;0.0;0.0
3319;Houtskool verbruik huishoudens;Warmte;1997;270.0;0.01;0.0;0.0;0.0;0.0
3320;Houtskool verbruik huishoudens;Warmte;1998;270.0;0.01;0.0;0.0;0.0;0.0
3321;Houtskool verbruik huishoudens;Warmte;1999;270.0;0.01;0.0;0.0;0.0;0.0
3322;Houtskool verbruik huishoudens;Warmte;2000;270.0;0.01;0.0;0.0;0.0;0.0
3323;Houtskool verbruik huishoudens;Warmte;2001;270.0;0.01;0.0;0.0;0.0;0.0
3324;Houtskool verbruik huishoudens;Warmte;2002;270.0;0.01;0.0;0.0;0.0;0.0
3325;Houtskool verbruik huishoudens;Warmte;2003;270.0;0.01;0.0;0.0;0.0;0.0
3326;Houtskool verbruik huishoudens;Warmte;2004;270.0;0.01;0.0;0.0;0.0;0.0
3327;Houtskool verbruik huishoudens;Warmte;2005;270.0;0.01;0.0;0.0;0.0;0.0
3328;Houtskool verbruik huishoudens;Warmte;2006;270.0;0.01;0.0;0.0;0.0;0.0
3329;Houtskool verbruik huishoudens;Warmte;2007;270.0;0.01;0.0;0.0;0.0;0.0
3330;Houtskool verbruik huishoudens;Warmte;2008;270.0;0.01;0.0;0.0;0.0;0.0
3331;Houtskool verbruik huishoudens;Warmte;2009;270.0;0.01;0.0;0.0;0.0;0.0
3332;Houtskool verbruik huishoudens;Warmte;2010;270.0;0.01;0.0;0.0;0.0;0.0
3333;Houtskool verbruik huishoudens;Warmte;2011;270.0;0.01;0.0;0.0;0.0;0.0
3334;Houtskool verbruik huishoudens;Warmte;2012;270.0;0.01;0.0;0.0;0.0;0.0
3335;Houtskool verbruik huishoudens;Warmte;2013;270.0;0.01;0.0;0.0;0.0;0.0
3336;Houtskool verbruik huishoudens;Vervoer;1990;;;;;;
3337;Houtskool verbruik huishoudens;Vervoer;1991;;;;;;
3338;Houtskool verbruik huishoudens;Vervoer;1992;;;;;;
3339;Houtskool verbruik huishoudens;Vervoer;1993;;;;;;
3340;Houtskool verbruik huishoudens;Vervoer;1994;;;;;;
3341;Houtskool verbruik huishoudens;Vervoer;1995;;;;;;
3342;Houtskool verbruik huishoudens;Vervoer;1996;;;;;;
3343;Houtskool verbruik huishoudens;Vervoer;1997;;;;;;
3344;Houtskool verbruik huishoudens;Vervoer;1998;;;;;;
3345;Houtskool verbruik huishoudens;Vervoer;1999;;;;;;
3346;Houtskool verbruik huishoudens;Vervoer;2000;;;;;;
3347;Houtskool verbruik huishoudens;Vervoer;2001;;;;;;
3348;Houtskool verbruik huishoudens;Vervoer;2002;;;;;;
3349;Houtskool verbruik huishoudens;Vervoer;2003;;;;;;
3350;Houtskool verbruik huishoudens;Vervoer;2004;;;;;;
3351;Houtskool verbruik huishoudens;Vervoer;2005;;;;;;
3352;Houtskool verbruik huishoudens;Vervoer;2006;;;;;;
3353;Houtskool verbruik huishoudens;Vervoer;2007;;;;;;
3354;Houtskool verbruik huishoudens;Vervoer;2008;;;;;;
3355;Houtskool verbruik huishoudens;Vervoer;2009;;;;;;
3356;Houtskool verbruik huishoudens;Vervoer;2010;;;;;;
3357;Houtskool verbruik huishoudens;Vervoer;2011;;;;;;
3358;Houtskool verbruik huishoudens;Vervoer;2012;;;;;;
3359;Houtskool verbruik huishoudens;Vervoer;2013;;;;;;
3360;Totaal overige biomassaverbranding;Totaal energietoepassingen;1990;357.0;0.02;557.0;0.02;36.0;0.02
3361;Totaal overige biomassaverbranding;Totaal energietoepassingen;1991;347.0;0.02;543.0;0.02;35.0;0.02
3362;Totaal overige biomassaverbranding;Totaal energietoepassingen;1992;304.0;0.02;479.0;0.02;30.0;0.02
3363;Totaal overige biomassaverbranding;Totaal energietoepassingen;1993;237.0;0.01;383.0;0.01;24.0;0.01
3364;Totaal overige biomassaverbranding;Totaal energietoepassingen;1994;289.0;0.01;467.0;0.02;30.0;0.02
3365;Totaal overige biomassaverbranding;Totaal energietoepassingen;1995;478.0;0.02;693.0;0.02;44.0;0.03
3366;Totaal overige biomassaverbranding;Totaal energietoepassingen;1996;441.0;0.02;611.0;0.02;38.0;0.02
3367;Totaal overige biomassaverbranding;Totaal energietoepassingen;1997;496.0;0.02;659.0;0.02;41.0;0.02
3368;Totaal overige biomassaverbranding;Totaal energietoepassingen;1998;503.0;0.02;637.0;0.02;39.0;0.02
3369;Totaal overige biomassaverbranding;Totaal energietoepassingen;1999;742.0;0.04;1048.0;0.04;66.0;0.04
3370;Totaal overige biomassaverbranding;Totaal energietoepassingen;2000;1393.0;0.07;2430.0;0.08;165.0;0.1
3371;Totaal overige biomassaverbranding;Totaal energietoepassingen;2001;1579.0;0.07;2680.0;0.09;179.0;0.1
3372;Totaal overige biomassaverbranding;Totaal energietoepassingen;2002;1853.0;0.09;2940.0;0.09;194.0;0.11
3373;Totaal overige biomassaverbranding;Totaal energietoepassingen;2003;2088.0;0.09;3096.0;0.1;200.0;0.11
3374;Totaal overige biomassaverbranding;Totaal energietoepassingen;2004;3080.0;0.14;4068.0;0.12;255.0;0.14
3375;Totaal overige biomassaverbranding;Totaal energietoepassingen;2005;3482.0;0.16;4509.0;0.14;280.0;0.16
3376;Totaal overige biomassaverbranding;Totaal energietoepassingen;2006;4444.0;0.21;5398.0;0.17;333.0;0.19
3377;Totaal overige biomassaverbranding;Totaal energietoepassingen;2007;4727.0;0.21;5734.0;0.17;351.0;0.2
3378;Totaal overige biomassaverbranding;Totaal energietoepassingen;2008;6504.0;0.29;9325.0;0.28;597.0;0.34
3379;Totaal overige biomassaverbranding;Totaal energietoepassingen;2009;7357.0;0.34;11026.0;0.34;711.0;0.42
3380;Totaal overige biomassaverbranding;Totaal energietoepassingen;2010;6415.0;0.28;9892.0;0.28;637.0;0.35
3381;Totaal overige biomassaverbranding;Totaal energietoepassingen;2011;5482.0;0.25;8107.0;0.25;520.0;0.31
3382;Totaal overige biomassaverbranding;Totaal energietoepassingen;2012;6326.0;0.29;9967.0;0.31;670.0;0.4
3383;Totaal overige biomassaverbranding;Totaal energietoepassingen;2013;6580.0;0.3;10579.0;0.33;732.0;0.44
3384;Totaal overige biomassaverbranding;Elektriciteit;1990;124.0;0.01;299.0;0.01;21.0;0.01
3385;Totaal overige biomassaverbranding;Elektriciteit;1991;122.0;0.01;294.0;0.01;20.0;0.01
3386;Totaal overige biomassaverbranding;Elektriciteit;1992;109.0;0.01;263.0;0.01;18.0;0.01
3387;Totaal overige biomassaverbranding;Elektriciteit;1993;90.0;0.0;220.0;0.01;15.0;0.01
3388;Totaal overige biomassaverbranding;Elektriciteit;1994;111.0;0.01;270.0;0.01;19.0;0.01
3389;Totaal overige biomassaverbranding;Elektriciteit;1995;131.0;0.01;318.0;0.01;23.0;0.01
3390;Totaal overige biomassaverbranding;Elektriciteit;1996;108.0;0.0;256.0;0.01;18.0;0.01
3391;Totaal overige biomassaverbranding;Elektriciteit;1997;110.0;0.01;249.0;0.01;18.0;0.01
3392;Totaal overige biomassaverbranding;Elektriciteit;1998;96.0;0.0;212.0;0.01;15.0;0.01
3393;Totaal overige biomassaverbranding;Elektriciteit;1999;238.0;0.01;525.0;0.02;36.0;0.02
3394;Totaal overige biomassaverbranding;Elektriciteit;2000;843.0;0.04;1859.0;0.06;133.0;0.08
3395;Totaal overige biomassaverbranding;Elektriciteit;2001;862.0;0.04;1932.0;0.06;137.0;0.08
3396;Totaal overige biomassaverbranding;Elektriciteit;2002;838.0;0.04;1892.0;0.06;134.0;0.08
3397;Totaal overige biomassaverbranding;Elektriciteit;2003;801.0;0.04;1781.0;0.06;125.0;0.07
3398;Totaal overige biomassaverbranding;Elektriciteit;2004;846.0;0.04;1864.0;0.06;130.0;0.07
3399;Totaal overige biomassaverbranding;Elektriciteit;2005;910.0;0.04;2011.0;0.06;139.0;0.08
3400;Totaal overige biomassaverbranding;Elektriciteit;2006;922.0;0.04;1978.0;0.06;138.0;0.08
3401;Totaal overige biomassaverbranding;Elektriciteit;2007;1004.0;0.05;2109.0;0.06;145.0;0.08
3402;Totaal overige biomassaverbranding;Elektriciteit;2008;2669.0;0.12;5614.0;0.17;387.0;0.22
3403;Totaal overige biomassaverbranding;Elektriciteit;2009;3632.0;0.17;7428.0;0.23;507.0;0.3
3404;Totaal overige biomassaverbranding;Elektriciteit;2010;3653.0;0.16;7250.0;0.21;488.0;0.27
3405;Totaal overige biomassaverbranding;Elektriciteit;2011;2902.0;0.13;5592.0;0.17;377.0;0.23
3406;Totaal overige biomassaverbranding;Elektriciteit;2012;3625.0;0.17;7274.0;0.22;518.0;0.31
3407;Totaal overige biomassaverbranding;Elektriciteit;2013;3904.0;0.18;7811.0;0.24;576.0;0.35
3408;Totaal overige biomassaverbranding;Warmte;1990;233.0;0.01;259.0;0.01;15.0;0.01
3409;Totaal overige biomassaverbranding;Warmte;1991;225.0;0.01;250.0;0.01;14.0;0.01
3410;Totaal overige biomassaverbranding;Warmte;1992;195.0;0.01;216.0;0.01;12.0;0.01
3411;Totaal overige biomassaverbranding;Warmte;1993;147.0;0.01;163.0;0.01;9.0;0.01
3412;Totaal overige biomassaverbranding;Warmte;1994;177.0;0.01;197.0;0.01;11.0;0.01
3413;Totaal overige biomassaverbranding;Warmte;1995;347.0;0.02;374.0;0.01;21.0;0.01
3414;Totaal overige biomassaverbranding;Warmte;1996;333.0;0.02;355.0;0.01;20.0;0.01
3415;Totaal overige biomassaverbranding;Warmte;1997;386.0;0.02;410.0;0.01;23.0;0.01
3416;Totaal overige biomassaverbranding;Warmte;1998;407.0;0.02;425.0;0.01;24.0;0.01
3417;Totaal overige biomassaverbranding;Warmte;1999;503.0;0.02;523.0;0.02;30.0;0.02
3418;Totaal overige biomassaverbranding;Warmte;2000;550.0;0.03;570.0;0.02;32.0;0.02
3419;Totaal overige biomassaverbranding;Warmte;2001;717.0;0.03;749.0;0.02;43.0;0.02
3420;Totaal overige biomassaverbranding;Warmte;2002;1014.0;0.05;1048.0;0.03;60.0;0.03
3421;Totaal overige biomassaverbranding;Warmte;2003;1287.0;0.06;1315.0;0.04;75.0;0.04
3422;Totaal overige biomassaverbranding;Warmte;2004;2235.0;0.1;2204.0;0.07;125.0;0.07
3423;Totaal overige biomassaverbranding;Warmte;2005;2572.0;0.12;2499.0;0.08;142.0;0.08
3424;Totaal overige biomassaverbranding;Warmte;2006;3522.0;0.16;3420.0;0.11;194.0;0.11
3425;Totaal overige biomassaverbranding;Warmte;2007;3723.0;0.17;3625.0;0.11;206.0;0.12
3426;Totaal overige biomassaverbranding;Warmte;2008;3835.0;0.17;3711.0;0.11;210.0;0.12
3427;Totaal overige biomassaverbranding;Warmte;2009;3725.0;0.17;3598.0;0.11;204.0;0.12
3428;Totaal overige biomassaverbranding;Warmte;2010;2763.0;0.12;2643.0;0.08;150.0;0.08
3429;Totaal overige biomassaverbranding;Warmte;2011;2579.0;0.12;2515.0;0.08;142.0;0.08
3430;Totaal overige biomassaverbranding;Warmte;2012;2701.0;0.12;2693.0;0.08;152.0;0.09
3431;Totaal overige biomassaverbranding;Warmte;2013;2676.0;0.12;2768.0;0.09;156.0;0.09
3432;Totaal overige biomassaverbranding;Vervoer;1990;;;;;;
3433;Totaal overige biomassaverbranding;Vervoer;1991;;;;;;
3434;Totaal overige biomassaverbranding;Vervoer;1992;;;;;;
3435;Totaal overige biomassaverbranding;Vervoer;1993;;;;;;
3436;Totaal overige biomassaverbranding;Vervoer;1994;;;;;;
3437;Totaal overige biomassaverbranding;Vervoer;1995;;;;;;
3438;Totaal overige biomassaverbranding;Vervoer;1996;;;;;;
3439;Totaal overige biomassaverbranding;Vervoer;1997;;;;;;
3440;Totaal overige biomassaverbranding;Vervoer;1998;;;;;;
3441;Totaal overige biomassaverbranding;Vervoer;1999;;;;;;
3442;Totaal overige biomassaverbranding;Vervoer;2000;;;;;;
3443;Totaal overige biomassaverbranding;Vervoer;2001;;;;;;
3444;Totaal overige biomassaverbranding;Vervoer;2002;;;;;;
3445;Totaal overige biomassaverbranding;Vervoer;2003;;;;;;
3446;Totaal overige biomassaverbranding;Vervoer;2004;;;;;;
3447;Totaal overige biomassaverbranding;Vervoer;2005;;;;;;
3448;Totaal overige biomassaverbranding;Vervoer;2006;;;;;;
3449;Totaal overige biomassaverbranding;Vervoer;2007;;;;;;
3450;Totaal overige biomassaverbranding;Vervoer;2008;;;;;;
3451;Totaal overige biomassaverbranding;Vervoer;2009;;;;;;
3452;Totaal overige biomassaverbranding;Vervoer;2010;;;;;;
3453;Totaal overige biomassaverbranding;Vervoer;2011;;;;;;
3454;Totaal overige biomassaverbranding;Vervoer;2012;;;;;;
3455;Totaal overige biomassaverbranding;Vervoer;2013;;;;;;
3456;Overige biomassaverbranding met elektr.;Totaal energietoepassingen;1990;;;;;;
3457;Overige biomassaverbranding met elektr.;Totaal energietoepassingen;1991;;;;;;
3458;Overige biomassaverbranding met elektr.;Totaal energietoepassingen;1992;;;;;;
3459;Overige biomassaverbranding met elektr.;Totaal energietoepassingen;1993;;;;;;
3460;Overige biomassaverbranding met elektr.;Totaal energietoepassingen;1994;;;;;;
3461;Overige biomassaverbranding met elektr.;Totaal energietoepassingen;1995;;;;;;
3462;Overige biomassaverbranding met elektr.;Totaal energietoepassingen;1996;;;;;;
3463;Overige biomassaverbranding met elektr.;Totaal energietoepassingen;1997;;;;;;
3464;Overige biomassaverbranding met elektr.;Totaal energietoepassingen;1998;;;;;;
3465;Overige biomassaverbranding met elektr.;Totaal energietoepassingen;1999;;;;;;
3466;Overige biomassaverbranding met elektr.;Totaal energietoepassingen;2000;;;;;;
3467;Overige biomassaverbranding met elektr.;Totaal energietoepassingen;2001;;;;;;
3468;Overige biomassaverbranding met elektr.;Totaal energietoepassingen;2002;;;;;;
3469;Overige biomassaverbranding met elektr.;Totaal energietoepassingen;2003;;;;;;
3470;Overige biomassaverbranding met elektr.;Totaal energietoepassingen;2004;1182.0;0.05;2237.0;0.07;151.0;0.08
3471;Overige biomassaverbranding met elektr.;Totaal energietoepassingen;2005;1378.0;0.06;2530.0;0.08;168.0;0.1
3472;Overige biomassaverbranding met elektr.;Totaal energietoepassingen;2006;1498.0;0.07;2619.0;0.08;175.0;0.1
3473;Overige biomassaverbranding met elektr.;Totaal energietoepassingen;2007;1630.0;0.07;2805.0;0.08;185.0;0.11
3474;Overige biomassaverbranding met elektr.;Totaal energietoepassingen;2008;3364.0;0.15;6386.0;0.19;431.0;0.25
3475;Overige biomassaverbranding met elektr.;Totaal energietoepassingen;2009;4332.0;0.2;8206.0;0.25;551.0;0.32
3476;Overige biomassaverbranding met elektr.;Totaal energietoepassingen;2010;4436.0;0.19;8121.0;0.23;537.0;0.3
3477;Overige biomassaverbranding met elektr.;Totaal energietoepassingen;2011;3896.0;0.18;6696.0;0.21;440.0;0.26
3478;Overige biomassaverbranding met elektr.;Totaal energietoepassingen;2012;4775.0;0.22;8551.0;0.26;590.0;0.36
3479;Overige biomassaverbranding met elektr.;Totaal energietoepassingen;2013;5145.0;0.24;9189.0;0.28;654.0;0.39
3480;Overige biomassaverbranding met elektr.;Elektriciteit;1990;;;;;;
3481;Overige biomassaverbranding met elektr.;Elektriciteit;1991;;;;;;
3482;Overige biomassaverbranding met elektr.;Elektriciteit;1992;;;;;;
3483;Overige biomassaverbranding met elektr.;Elektriciteit;1993;;;;;;
3484;Overige biomassaverbranding met elektr.;Elektriciteit;1994;;;;;;
3485;Overige biomassaverbranding met elektr.;Elektriciteit;1995;;;;;;
3486;Overige biomassaverbranding met elektr.;Elektriciteit;1996;;;;;;
3487;Overige biomassaverbranding met elektr.;Elektriciteit;1997;;;;;;
3488;Overige biomassaverbranding met elektr.;Elektriciteit;1998;;;;;;
3489;Overige biomassaverbranding met elektr.;Elektriciteit;1999;;;;;;
3490;Overige biomassaverbranding met elektr.;Elektriciteit;2000;;;;;;
3491;Overige biomassaverbranding met elektr.;Elektriciteit;2001;;;;;;
3492;Overige biomassaverbranding met elektr.;Elektriciteit;2002;;;;;;
3493;Overige biomassaverbranding met elektr.;Elektriciteit;2003;;;;;;
3494;Overige biomassaverbranding met elektr.;Elektriciteit;2004;846.0;0.04;1864.0;0.06;130.0;0.07
3495;Overige biomassaverbranding met elektr.;Elektriciteit;2005;910.0;0.04;2011.0;0.06;139.0;0.08
3496;Overige biomassaverbranding met elektr.;Elektriciteit;2006;922.0;0.04;1978.0;0.06;138.0;0.08
3497;Overige biomassaverbranding met elektr.;Elektriciteit;2007;1004.0;0.05;2109.0;0.06;145.0;0.08
3498;Overige biomassaverbranding met elektr.;Elektriciteit;2008;2669.0;0.12;5614.0;0.17;387.0;0.22
3499;Overige biomassaverbranding met elektr.;Elektriciteit;2009;3632.0;0.17;7428.0;0.23;507.0;0.3
3500;Overige biomassaverbranding met elektr.;Elektriciteit;2010;3653.0;0.16;7250.0;0.21;488.0;0.27
3501;Overige biomassaverbranding met elektr.;Elektriciteit;2011;2902.0;0.13;5592.0;0.17;377.0;0.23
3502;Overige biomassaverbranding met elektr.;Elektriciteit;2012;3625.0;0.17;7274.0;0.22;518.0;0.31
3503;Overige biomassaverbranding met elektr.;Elektriciteit;2013;3904.0;0.18;7811.0;0.24;576.0;0.35
3504;Overige biomassaverbranding met elektr.;Warmte;1990;;;;;;
3505;Overige biomassaverbranding met elektr.;Warmte;1991;;;;;;
3506;Overige biomassaverbranding met elektr.;Warmte;1992;;;;;;
3507;Overige biomassaverbranding met elektr.;Warmte;1993;;;;;;
3508;Overige biomassaverbranding met elektr.;Warmte;1994;;;;;;
3509;Overige biomassaverbranding met elektr.;Warmte;1995;;;;;;
3510;Overige biomassaverbranding met elektr.;Warmte;1996;;;;;;
3511;Overige biomassaverbranding met elektr.;Warmte;1997;;;;;;
3512;Overige biomassaverbranding met elektr.;Warmte;1998;;;;;;
3513;Overige biomassaverbranding met elektr.;Warmte;1999;;;;;;
3514;Overige biomassaverbranding met elektr.;Warmte;2000;;;;;;
3515;Overige biomassaverbranding met elektr.;Warmte;2001;;;;;;
3516;Overige biomassaverbranding met elektr.;Warmte;2002;;;;;;
3517;Overige biomassaverbranding met elektr.;Warmte;2003;;;;;;
3518;Overige biomassaverbranding met elektr.;Warmte;2004;336.0;0.01;373.0;0.01;21.0;0.01
3519;Overige biomassaverbranding met elektr.;Warmte;2005;468.0;0.02;520.0;0.02;30.0;0.02
3520;Overige biomassaverbranding met elektr.;Warmte;2006;576.0;0.03;640.0;0.02;36.0;0.02
3521;Overige biomassaverbranding met elektr.;Warmte;2007;626.0;0.03;696.0;0.02;39.0;0.02
3522;Overige biomassaverbranding met elektr.;Warmte;2008;695.0;0.03;772.0;0.02;44.0;0.02
3523;Overige biomassaverbranding met elektr.;Warmte;2009;700.0;0.03;778.0;0.02;44.0;0.03
3524;Overige biomassaverbranding met elektr.;Warmte;2010;784.0;0.03;871.0;0.03;49.0;0.03
3525;Overige biomassaverbranding met elektr.;Warmte;2011;994.0;0.05;1104.0;0.03;62.0;0.04
3526;Overige biomassaverbranding met elektr.;Warmte;2012;1150.0;0.05;1277.0;0.04;72.0;0.04
3527;Overige biomassaverbranding met elektr.;Warmte;2013;1241.0;0.06;1378.0;0.04;78.0;0.05
3528;Overige biomassaverbranding met elektr.;Vervoer;1990;;;;;;
3529;Overige biomassaverbranding met elektr.;Vervoer;1991;;;;;;
3530;Overige biomassaverbranding met elektr.;Vervoer;1992;;;;;;
3531;Overige biomassaverbranding met elektr.;Vervoer;1993;;;;;;
3532;Overige biomassaverbranding met elektr.;Vervoer;1994;;;;;;
3533;Overige biomassaverbranding met elektr.;Vervoer;1995;;;;;;
3534;Overige biomassaverbranding met elektr.;Vervoer;1996;;;;;;
3535;Overige biomassaverbranding met elektr.;Vervoer;1997;;;;;;
3536;Overige biomassaverbranding met elektr.;Vervoer;1998;;;;;;
3537;Overige biomassaverbranding met elektr.;Vervoer;1999;;;;;;
3538;Overige biomassaverbranding met elektr.;Vervoer;2000;;;;;;
3539;Overige biomassaverbranding met elektr.;Vervoer;2001;;;;;;
3540;Overige biomassaverbranding met elektr.;Vervoer;2002;;;;;;
3541;Overige biomassaverbranding met elektr.;Vervoer;2003;;;;;;
3542;Overige biomassaverbranding met elektr.;Vervoer;2004;;;;;;
3543;Overige biomassaverbranding met elektr.;Vervoer;2005;;;;;;
3544;Overige biomassaverbranding met elektr.;Vervoer;2006;;;;;;
3545;Overige biomassaverbranding met elektr.;Vervoer;2007;;;;;;
3546;Overige biomassaverbranding met elektr.;Vervoer;2008;;;;;;
3547;Overige biomassaverbranding met elektr.;Vervoer;2009;;;;;;
3548;Overige biomassaverbranding met elektr.;Vervoer;2010;;;;;;
3549;Overige biomassaverbranding met elektr.;Vervoer;2011;;;;;;
3550;Overige biomassaverbranding met elektr.;Vervoer;2012;;;;;;
3551;Overige biomassaverbranding met elektr.;Vervoer;2013;;;;;;
3552;Overige biomassaverbr. zonder elektr.;Totaal energietoepassingen;1990;;;;;;
3553;Overige biomassaverbr. zonder elektr.;Totaal energietoepassingen;1991;;;;;;
3554;Overige biomassaverbr. zonder elektr.;Totaal energietoepassingen;1992;;;;;;
3555;Overige biomassaverbr. zonder elektr.;Totaal energietoepassingen;1993;;;;;;
3556;Overige biomassaverbr. zonder elektr.;Totaal energietoepassingen;1994;;;;;;
3557;Overige biomassaverbr. zonder elektr.;Totaal energietoepassingen;1995;;;;;;
3558;Overige biomassaverbr. zonder elektr.;Totaal energietoepassingen;1996;;;;;;
3559;Overige biomassaverbr. zonder elektr.;Totaal energietoepassingen;1997;;;;;;
3560;Overige biomassaverbr. zonder elektr.;Totaal energietoepassingen;1998;;;;;;
3561;Overige biomassaverbr. zonder elektr.;Totaal energietoepassingen;1999;;;;;;
3562;Overige biomassaverbr. zonder elektr.;Totaal energietoepassingen;2000;;;;;;
3563;Overige biomassaverbr. zonder elektr.;Totaal energietoepassingen;2001;;;;;;
3564;Overige biomassaverbr. zonder elektr.;Totaal energietoepassingen;2002;;;;;;
3565;Overige biomassaverbr. zonder elektr.;Totaal energietoepassingen;2003;;;;;;
3566;Overige biomassaverbr. zonder elektr.;Totaal energietoepassingen;2004;1899.0;0.08;1831.0;0.06;104.0;0.06
3567;Overige biomassaverbr. zonder elektr.;Totaal energietoepassingen;2005;2104.0;0.09;1979.0;0.06;112.0;0.06
3568;Overige biomassaverbr. zonder elektr.;Totaal energietoepassingen;2006;2946.0;0.14;2780.0;0.09;158.0;0.09
3569;Overige biomassaverbr. zonder elektr.;Totaal energietoepassingen;2007;3097.0;0.14;2929.0;0.09;166.0;0.1
3570;Overige biomassaverbr. zonder elektr.;Totaal energietoepassingen;2008;3140.0;0.14;2939.0;0.09;167.0;0.09
3571;Overige biomassaverbr. zonder elektr.;Totaal energietoepassingen;2009;3024.0;0.14;2820.0;0.09;160.0;0.09
3572;Overige biomassaverbr. zonder elektr.;Totaal energietoepassingen;2010;1979.0;0.09;1772.0;0.05;100.0;0.06
3573;Overige biomassaverbr. zonder elektr.;Totaal energietoepassingen;2011;1585.0;0.07;1411.0;0.04;80.0;0.05
3574;Overige biomassaverbr. zonder elektr.;Totaal energietoepassingen;2012;1551.0;0.07;1416.0;0.04;80.0;0.05
3575;Overige biomassaverbr. zonder elektr.;Totaal energietoepassingen;2013;1436.0;0.07;1390.0;0.04;79.0;0.05
3576;Overige biomassaverbr. zonder elektr.;Elektriciteit;1990;;;;;;
3577;Overige biomassaverbr. zonder elektr.;Elektriciteit;1991;;;;;;
3578;Overige biomassaverbr. zonder elektr.;Elektriciteit;1992;;;;;;
3579;Overige biomassaverbr. zonder elektr.;Elektriciteit;1993;;;;;;
3580;Overige biomassaverbr. zonder elektr.;Elektriciteit;1994;;;;;;
3581;Overige biomassaverbr. zonder elektr.;Elektriciteit;1995;;;;;;
3582;Overige biomassaverbr. zonder elektr.;Elektriciteit;1996;;;;;;
3583;Overige biomassaverbr. zonder elektr.;Elektriciteit;1997;;;;;;
3584;Overige biomassaverbr. zonder elektr.;Elektriciteit;1998;;;;;;
3585;Overige biomassaverbr. zonder elektr.;Elektriciteit;1999;;;;;;
3586;Overige biomassaverbr. zonder elektr.;Elektriciteit;2000;;;;;;
3587;Overige biomassaverbr. zonder elektr.;Elektriciteit;2001;;;;;;
3588;Overige biomassaverbr. zonder elektr.;Elektriciteit;2002;;;;;;
3589;Overige biomassaverbr. zonder elektr.;Elektriciteit;2003;;;;;;
3590;Overige biomassaverbr. zonder elektr.;Elektriciteit;2004;;;;;;
3591;Overige biomassaverbr. zonder elektr.;Elektriciteit;2005;;;;;;
3592;Overige biomassaverbr. zonder elektr.;Elektriciteit;2006;;;;;;
3593;Overige biomassaverbr. zonder elektr.;Elektriciteit;2007;;;;;;
3594;Overige biomassaverbr. zonder elektr.;Elektriciteit;2008;;;;;;
3595;Overige biomassaverbr. zonder elektr.;Elektriciteit;2009;;;;;;
3596;Overige biomassaverbr. zonder elektr.;Elektriciteit;2010;;;;;;
3597;Overige biomassaverbr. zonder elektr.;Elektriciteit;2011;;;;;;
3598;Overige biomassaverbr. zonder elektr.;Elektriciteit;2012;;;;;;
3599;Overige biomassaverbr. zonder elektr.;Elektriciteit;2013;;;;;;
3600;Overige biomassaverbr. zonder elektr.;Warmte;1990;;;;;;
3601;Overige biomassaverbr. zonder elektr.;Warmte;1991;;;;;;
3602;Overige biomassaverbr. zonder elektr.;Warmte;1992;;;;;;
3603;Overige biomassaverbr. zonder elektr.;Warmte;1993;;;;;;
3604;Overige biomassaverbr. zonder elektr.;Warmte;1994;;;;;;
3605;Overige biomassaverbr. zonder elektr.;Warmte;1995;;;;;;
3606;Overige biomassaverbr. zonder elektr.;Warmte;1996;;;;;;
3607;Overige biomassaverbr. zonder elektr.;Warmte;1997;;;;;;
3608;Overige biomassaverbr. zonder elektr.;Warmte;1998;;;;;;
3609;Overige biomassaverbr. zonder elektr.;Warmte;1999;;;;;;
3610;Overige biomassaverbr. zonder elektr.;Warmte;2000;;;;;;
3611;Overige biomassaverbr. zonder elektr.;Warmte;2001;;;;;;
3612;Overige biomassaverbr. zonder elektr.;Warmte;2002;;;;;;
3613;Overige biomassaverbr. zonder elektr.;Warmte;2003;;;;;;
3614;Overige biomassaverbr. zonder elektr.;Warmte;2004;1899.0;0.08;1831.0;0.06;104.0;0.06
3615;Overige biomassaverbr. zonder elektr.;Warmte;2005;2104.0;0.09;1979.0;0.06;112.0;0.06
3616;Overige biomassaverbr. zonder elektr.;Warmte;2006;2946.0;0.14;2780.0;0.09;158.0;0.09
