ID;InEnUitvoer;Landgroepen;Perioden;TotaalRegistratieEnBijschatting_1;Registratiewaarde_2;RegistratieAandeel_3;BijschattingWaarde_4;BijschattingAandeel_5
358;Invoer;EU-landen;2008 augustus;14.1;12.3;87.0;1.9;13.0
359;Invoer;EU-landen;2008 september;16.3;14.2;87.0;2.1;13.0
360;Invoer;EU-landen;2008 oktober;16.6;14.4;87.0;2.2;13.0
361;Invoer;EU-landen;2008 november;14.3;12.3;86.0;2.1;14.0
362;Invoer;EU-landen;2008 december;13.3;11.1;83.0;2.2;17.0
363;Invoer;EU-landen;2008;185.1;161.1;87.0;24.0;13.0
364;Invoer;EU-landen;2009 januari;11.9;10.3;87.0;1.6;13.0
365;Invoer;EU-landen;2009 februari;12.6;11.0;87.0;1.6;13.0
366;Invoer;EU-landen;2009 maart;13.3;11.5;86.0;1.8;14.0
367;Invoer;EU-landen;2009 april;12.1;10.4;86.0;1.7;14.0
368;Invoer;EU-landen;2009 mei;11.8;10.2;87.0;1.6;13.0
369;Invoer;EU-landen;2009 juni;12.8;11.2;88.0;1.6;12.0
370;Invoer;EU-landen;2009 juli;12.8;11.2;87.0;1.6;13.0
371;Invoer;EU-landen;2009 augustus;11.3;9.8;87.0;1.5;13.0
372;Invoer;EU-landen;2009 september;13.0;11.3;87.0;1.7;13.0
373;Invoer;EU-landen;2009 oktober;13.4;11.6;86.0;1.8;14.0
374;Invoer;EU-landen;2009 november;13.2;11.3;86.0;1.9;14.0
375;Invoer;EU-landen;2009 december;13.6;11.7;86.0;1.9;14.0
376;Invoer;EU-landen;2009;151.8;131.6;87.0;20.2;13.0
377;Invoer;EU-landen;2010 januari;12.8;11.4;89.0;1.4;11.0
378;Invoer;EU-landen;2010 februari;13.2;11.6;88.0;1.6;12.0
379;Invoer;EU-landen;2010 maart;15.7;14.1;90.0;1.6;10.0
380;Invoer;EU-landen;2010 april;14.9;13.0;88.0;1.9;12.0
381;Invoer;EU-landen;2010 mei;14.3;12.8;89.0;1.5;11.0
382;Invoer;EU-landen;2010 juni;16.4;14.6;89.0;1.8;11.0
383;Invoer;EU-landen;2010 juli;14.2;12.6;89.0;1.6;11.0
384;Invoer;EU-landen;2010 augustus;13.3;11.8;88.0;1.5;12.0
385;Invoer;EU-landen;2010 september;14.8;12.8;87.0;2.0;13.0
386;Invoer;EU-landen;2010 oktober;15.2;13.3;87.0;1.9;13.0
387;Invoer;EU-landen;2010 november;16.1;14.1;88.0;2.0;12.0
388;Invoer;EU-landen;2010 december;15.7;13.6;87.0;2.1;13.0
389;Invoer;EU-landen;2010;176.7;155.8;88.0;20.9;12.0
390;Invoer;Niet EU-landen;1996 januari;4.2;4.2;99.0;0.0;1.0
391;Invoer;Niet EU-landen;1996 februari;3.8;3.8;98.0;0.1;2.0
392;Invoer;Niet EU-landen;1996 maart;4.1;4.1;99.0;0.1;1.0
393;Invoer;Niet EU-landen;1996 april;4.0;3.9;98.0;0.1;2.0
394;Invoer;Niet EU-landen;1996 mei;4.2;4.1;99.0;0.0;1.0
395;Invoer;Niet EU-landen;1996 juni;3.9;3.8;97.0;0.1;3.0
396;Invoer;Niet EU-landen;1996 juli;4.0;4.0;99.0;0.0;1.0
397;Invoer;Niet EU-landen;1996 augustus;3.9;3.8;99.0;0.1;1.0
398;Invoer;Niet EU-landen;1996 september;4.2;4.1;99.0;0.0;1.0
399;Invoer;Niet EU-landen;1996 oktober;4.8;4.8;98.0;0.1;2.0
400;Invoer;Niet EU-landen;1996 november;4.7;4.5;97.0;0.1;3.0
401;Invoer;Niet EU-landen;1996 december;4.4;4.3;97.0;0.2;3.0
402;Invoer;Niet EU-landen;1996;50.3;49.4;98.0;0.9;2.0
403;Invoer;Niet EU-landen;1997 januari;4.8;4.7;98.0;0.1;2.0
404;Invoer;Niet EU-landen;1997 februari;4.6;4.5;98.0;0.1;2.0
405;Invoer;Niet EU-landen;1997 maart;4.7;4.6;99.0;0.0;1.0
406;Invoer;Niet EU-landen;1997 april;4.9;4.8;98.0;0.1;2.0
407;Invoer;Niet EU-landen;1997 mei;4.7;4.7;99.0;0.1;1.0
408;Invoer;Niet EU-landen;1997 juni;4.8;4.7;98.0;0.1;2.0
409;Invoer;Niet EU-landen;1997 juli;4.9;4.8;98.0;0.1;2.0
410;Invoer;Niet EU-landen;1997 augustus;4.8;4.6;97.0;0.1;3.0
411;Invoer;Niet EU-landen;1997 september;5.5;5.4;98.0;0.1;2.0
412;Invoer;Niet EU-landen;1997 oktober;5.7;5.5;98.0;0.1;2.0
413;Invoer;Niet EU-landen;1997 november;5.2;5.0;97.0;0.2;3.0
414;Invoer;Niet EU-landen;1997 december;5.0;4.7;94.0;0.3;6.0
415;Invoer;Niet EU-landen;1997;59.5;58.1;98.0;1.4;2.0
416;Invoer;Niet EU-landen;1998 januari;5.6;5.6;98.0;0.1;2.0
417;Invoer;Niet EU-landen;1998 februari;5.3;5.2;98.0;0.1;2.0
418;Invoer;Niet EU-landen;1998 maart;6.0;5.9;97.0;0.2;3.0
419;Invoer;Niet EU-landen;1998 april;5.4;5.2;98.0;0.1;2.0
420;Invoer;Niet EU-landen;1998 mei;5.1;5.0;97.0;0.1;3.0
421;Invoer;Niet EU-landen;1998 juni;5.8;5.7;98.0;0.1;2.0
422;Invoer;Niet EU-landen;1998 juli;5.3;5.2;97.0;0.2;3.0
423;Invoer;Niet EU-landen;1998 augustus;5.3;5.2;98.0;0.1;2.0
424;Invoer;Niet EU-landen;1998 september;6.0;5.9;99.0;0.0;1.0
425;Invoer;Niet EU-landen;1998 oktober;5.8;5.8;99.0;0.1;1.0
426;Invoer;Niet EU-landen;1998 november;5.7;5.6;98.0;0.1;2.0
427;Invoer;Niet EU-landen;1998 december;5.5;5.3;96.0;0.2;4.0
428;Invoer;Niet EU-landen;1998;67.0;65.5;98.0;1.5;2.0
429;Invoer;Niet EU-landen;1999 januari;5.5;5.4;98.0;0.1;2.0
430;Invoer;Niet EU-landen;1999 februari;5.3;5.2;99.0;0.0;1.0
431;Invoer;Niet EU-landen;1999 maart;6.5;6.4;99.0;0.1;1.0
432;Invoer;Niet EU-landen;1999 april;5.7;5.6;97.0;0.1;3.0
433;Invoer;Niet EU-landen;1999 mei;5.8;5.6;98.0;0.1;2.0
434;Invoer;Niet EU-landen;1999 juni;6.2;6.0;98.0;0.1;2.0
435;Invoer;Niet EU-landen;1999 juli;6.0;5.9;99.0;0.1;1.0
436;Invoer;Niet EU-landen;1999 augustus;6.0;5.9;98.0;0.1;2.0
437;Invoer;Niet EU-landen;1999 september;6.7;6.6;98.0;0.1;2.0
438;Invoer;Niet EU-landen;1999 oktober;6.5;6.3;97.0;0.2;3.0
439;Invoer;Niet EU-landen;1999 november;6.9;6.7;98.0;0.1;2.0
440;Invoer;Niet EU-landen;1999 december;6.9;6.7;97.0;0.2;3.0
441;Invoer;Niet EU-landen;1999;73.8;72.3;98.0;1.5;2.0
442;Invoer;Niet EU-landen;2000 januari;6.8;6.7;99.0;0.1;1.0
443;Invoer;Niet EU-landen;2000 februari;7.2;7.2;99.0;0.1;1.0
444;Invoer;Niet EU-landen;2000 maart;8.0;7.7;97.0;0.3;3.0
445;Invoer;Niet EU-landen;2000 april;7.2;7.0;98.0;0.1;2.0
446;Invoer;Niet EU-landen;2000 mei;8.1;7.9;97.0;0.2;3.0
447;Invoer;Niet EU-landen;2000 juni;8.1;8.0;98.0;0.2;2.0
448;Invoer;Niet EU-landen;2000 juli;7.6;7.5;99.0;0.1;1.0
449;Invoer;Niet EU-landen;2000 augustus;7.7;7.6;98.0;0.2;2.0
450;Invoer;Niet EU-landen;2000 september;9.0;8.8;97.0;0.2;3.0
451;Invoer;Niet EU-landen;2000 oktober;9.4;9.2;98.0;0.2;2.0
452;Invoer;Niet EU-landen;2000 november;9.6;9.4;97.0;0.3;3.0
453;Invoer;Niet EU-landen;2000 december;8.6;8.4;98.0;0.2;2.0
454;Invoer;Niet EU-landen;2000;97.3;95.3;98.0;2.1;2.0
455;Invoer;Niet EU-landen;2001 januari;9.0;8.8;98.0;0.2;2.0
456;Invoer;Niet EU-landen;2001 februari;7.9;7.6;96.0;0.3;4.0
457;Invoer;Niet EU-landen;2001 maart;9.2;9.1;98.0;0.2;2.0
458;Invoer;Niet EU-landen;2001 april;8.1;8.0;99.0;0.1;1.0
459;Invoer;Niet EU-landen;2001 mei;8.6;8.5;99.0;0.1;1.0
460;Invoer;Niet EU-landen;2001 juni;8.5;8.3;97.0;0.3;3.0
461;Invoer;Niet EU-landen;2001 juli;8.2;8.0;98.0;0.2;2.0
462;Invoer;Niet EU-landen;2001 augustus;8.1;7.5;93.0;0.6;7.0
463;Invoer;Niet EU-landen;2001 september;7.8;7.7;98.0;0.1;2.0
464;Invoer;Niet EU-landen;2001 oktober;8.4;8.1;97.0;0.3;3.0
465;Invoer;Niet EU-landen;2001 november;8.2;8.0;98.0;0.2;2.0
466;Invoer;Niet EU-landen;2001 december;7.1;6.9;96.0;0.3;4.0
467;Invoer;Niet EU-landen;2001;99.1;96.3;97.0;2.7;3.0
468;Invoer;Niet EU-landen;2002 januari;7.3;7.1;97.0;0.2;3.0
469;Invoer;Niet EU-landen;2002 februari;6.8;6.6;97.0;0.2;3.0
470;Invoer;Niet EU-landen;2002 maart;8.0;7.9;98.0;0.1;2.0
471;Invoer;Niet EU-landen;2002 april;7.9;7.7;98.0;0.2;2.0
472;Invoer;Niet EU-landen;2002 mei;7.4;7.3;99.0;0.1;1.0
473;Invoer;Niet EU-landen;2002 juni;7.2;7.1;99.0;0.1;1.0
474;Invoer;Niet EU-landen;2002 juli;7.1;6.8;97.0;0.2;3.0
475;Invoer;Niet EU-landen;2002 augustus;7.0;6.9;98.0;0.1;2.0
476;Invoer;Niet EU-landen;2002 september;7.3;7.3;99.0;0.0;1.0
477;Invoer;Niet EU-landen;2002 oktober;8.1;8.0;98.0;0.2;2.0
478;Invoer;Niet EU-landen;2002 november;7.6;7.5;99.0;0.1;1.0
479;Invoer;Niet EU-landen;2002 december;6.9;6.7;97.0;0.2;3.0
480;Invoer;Niet EU-landen;2002;88.6;86.8;98.0;1.8;2.0
481;Invoer;Niet EU-landen;2003 januari;7.9;7.7;98.0;0.2;2.0
482;Invoer;Niet EU-landen;2003 februari;7.4;7.2;98.0;0.2;2.0
483;Invoer;Niet EU-landen;2003 maart;7.9;7.7;97.0;0.3;3.0
484;Invoer;Niet EU-landen;2003 april;7.3;7.2;99.0;0.1;1.0
485;Invoer;Niet EU-landen;2003 mei;7.2;7.1;99.0;0.1;1.0
486;Invoer;Niet EU-landen;2003 juni;6.8;6.3;94.0;0.4;6.0
487;Invoer;Niet EU-landen;2003 juli;6.9;6.8;98.0;0.2;2.0
488;Invoer;Niet EU-landen;2003 augustus;6.7;6.6;99.0;0.1;1.0
489;Invoer;Niet EU-landen;2003 september;7.7;7.5;98.0;0.2;2.0
490;Invoer;Niet EU-landen;2003 oktober;8.3;8.1;98.0;0.2;2.0
491;Invoer;Niet EU-landen;2003 november;7.7;7.4;96.0;0.3;4.0
492;Invoer;Niet EU-landen;2003 december;7.9;7.8;99.0;0.1;1.0
493;Invoer;Niet EU-landen;2003;89.7;87.5;98.0;2.1;2.0
494;Invoer;Niet EU-landen;2004 januari;7.6;7.4;98.0;0.2;2.0
495;Invoer;Niet EU-landen;2004 februari;7.7;7.6;98.0;0.1;2.0
496;Invoer;Niet EU-landen;2004 maart;9.0;8.9;99.0;0.1;1.0
497;Invoer;Niet EU-landen;2004 april;8.2;8.1;98.0;0.1;2.0
498;Invoer;Niet EU-landen;2004 mei;7.7;7.6;99.0;0.1;1.0
499;Invoer;Niet EU-landen;2004 juni;8.1;8.0;99.0;0.1;1.0
500;Invoer;Niet EU-landen;2004 juli;7.9;7.8;99.0;0.1;1.0
501;Invoer;Niet EU-landen;2004 augustus;8.2;8.0;97.0;0.2;3.0
502;Invoer;Niet EU-landen;2004 september;8.3;8.2;99.0;0.1;1.0
503;Invoer;Niet EU-landen;2004 oktober;8.9;8.7;98.0;0.2;2.0
504;Invoer;Niet EU-landen;2004 november;9.1;8.8;97.0;0.3;3.0
505;Invoer;Niet EU-landen;2004 december;8.8;8.6;97.0;0.2;3.0
506;Invoer;Niet EU-landen;2004;;;;;
507;Invoer;Niet EU-landen;2005 januari;8.1;8.0;99.0;0.1;1.0
508;Invoer;Niet EU-landen;2005 februari;8.0;7.8;98.0;0.1;2.0
509;Invoer;Niet EU-landen;2005 maart;8.9;8.8;100.0;0.0;0.0
510;Invoer;Niet EU-landen;2005 april;8.6;8.5;99.0;0.1;1.0
511;Invoer;Niet EU-landen;2005 mei;8.4;8.3;99.0;0.1;1.0
512;Invoer;Niet EU-landen;2005 juni;9.1;8.6;95.0;0.5;5.0
513;Invoer;Niet EU-landen;2005 juli;9.3;9.2;98.0;0.1;2.0
514;Invoer;Niet EU-landen;2005 augustus;9.9;9.7;98.0;0.2;2.0
515;Invoer;Niet EU-landen;2005 september;10.1;10.0;98.0;0.2;2.0
516;Invoer;Niet EU-landen;2005 oktober;10.3;10.1;98.0;0.2;2.0
517;Invoer;Niet EU-landen;2005 november;10.7;10.5;99.0;0.1;1.0
518;Invoer;Niet EU-landen;2005 december;10.3;10.1;99.0;0.1;1.0
519;Invoer;Niet EU-landen;2005;111.6;109.7;98.0;2.0;2.0
520;Invoer;Niet EU-landen;2006 januari;10.6;10.5;99.0;0.1;1.0
521;Invoer;Niet EU-landen;2006 februari;9.4;9.3;99.0;0.1;1.0
522;Invoer;Niet EU-landen;2006 maart;11.1;11.0;99.0;0.1;1.0
523;Invoer;Niet EU-landen;2006 april;9.8;9.7;99.0;0.1;1.0
524;Invoer;Niet EU-landen;2006 mei;10.3;10.2;99.0;0.1;1.0
525;Invoer;Niet EU-landen;2006 juni;10.5;10.4;99.0;0.1;1.0
526;Invoer;Niet EU-landen;2006 juli;10.0;9.9;99.0;0.1;1.0
527;Invoer;Niet EU-landen;2006 augustus;10.7;10.6;99.0;0.1;1.0
528;Invoer;Niet EU-landen;2006 september;10.8;10.6;99.0;0.1;1.0
529;Invoer;Niet EU-landen;2006 oktober;11.7;11.6;99.0;0.1;1.0
530;Invoer;Niet EU-landen;2006 november;11.5;11.3;99.0;0.1;1.0
531;Invoer;Niet EU-landen;2006 december;10.5;10.3;98.0;0.2;2.0
532;Invoer;Niet EU-landen;2006;126.9;125.6;99.0;1.3;1.0
533;Invoer;Niet EU-landen;2007 januari;11.1;10.9;99.0;0.1;1.0
534;Invoer;Niet EU-landen;2007 februari;10.2;10.1;99.0;0.1;1.0
535;Invoer;Niet EU-landen;2007 maart;11.1;11.0;99.0;0.1;1.0
536;Invoer;Niet EU-landen;2007 april;10.6;10.4;99.0;0.1;1.0
537;Invoer;Niet EU-landen;2007 mei;11.3;11.3;100.0;0.1;0.0
538;Invoer;Niet EU-landen;2007 juni;10.8;10.8;99.0;0.1;1.0
539;Invoer;Niet EU-landen;2007 juli;11.1;10.9;98.0;0.2;2.0
540;Invoer;Niet EU-landen;2007 augustus;11.0;10.9;99.0;0.1;1.0
541;Invoer;Niet EU-landen;2007 september;11.1;11.0;99.0;0.1;1.0
542;Invoer;Niet EU-landen;2007 oktober;12.1;11.9;98.0;0.2;2.0
543;Invoer;Niet EU-landen;2007 november;12.3;12.2;99.0;0.2;1.0
544;Invoer;Niet EU-landen;2007 december;11.2;11.0;99.0;0.1;1.0
545;Invoer;Niet EU-landen;2007;133.8;132.4;99.0;1.4;1.0
546;Invoer;Niet EU-landen;2008 januari;12.8;12.7;100.0;0.0;0.0
547;Invoer;Niet EU-landen;2008 februari;12.1;12.1;100.0;0.0;0.0
548;Invoer;Niet EU-landen;2008 maart;12.6;12.5;99.0;0.1;1.0
549;Invoer;Niet EU-landen;2008 april;12.3;12.3;100.0;0.0;0.0
550;Invoer;Niet EU-landen;2008 mei;12.6;12.5;100.0;0.0;0.0
551;Invoer;Niet EU-landen;2008 juni;13.0;12.7;98.0;0.3;2.0
552;Invoer;Niet EU-landen;2008 juli;12.9;12.8;100.0;0.0;0.0
553;Invoer;Niet EU-landen;2008 augustus;12.9;12.8;99.0;0.1;1.0
554;Invoer;Niet EU-landen;2008 september;13.7;13.7;100.0;0.0;0.0
555;Invoer;Niet EU-landen;2008 oktober;13.0;12.9;100.0;0.1;0.0
556;Invoer;Niet EU-landen;2008 november;12.2;12.1;99.0;0.1;1.0
557;Invoer;Niet EU-landen;2008 december;10.7;10.7;100.0;0.0;0.0
558;Invoer;Niet EU-landen;2008;150.8;149.9;99.0;0.9;1.0
559;Invoer;Niet EU-landen;2009 januari;10.1;10.0;99.0;0.1;1.0
560;Invoer;Niet EU-landen;2009 februari;9.2;9.2;100.0;0.0;0.0
561;Invoer;Niet EU-landen;2009 maart;10.5;10.5;100.0;0.0;0.0
562;Invoer;Niet EU-landen;2009 april;9.4;9.4;100.0;0.0;0.0
563;Invoer;Niet EU-landen;2009 mei;9.6;9.3;97.0;0.3;3.0
564;Invoer;Niet EU-landen;2009 juni;9.6;9.6;100.0;0.0;0.0
565;Invoer;Niet EU-landen;2009 juli;10.1;10.0;99.0;0.1;1.0
566;Invoer;Niet EU-landen;2009 augustus;10.1;10.1;99.0;0.0;1.0
567;Invoer;Niet EU-landen;2009 september;10.5;10.4;99.0;0.1;1.0
568;Invoer;Niet EU-landen;2009 oktober;10.7;10.7;99.0;0.0;1.0
569;Invoer;Niet EU-landen;2009 november;11.3;11.1;99.0;0.2;1.0
570;Invoer;Niet EU-landen;2009 december;11.0;11.0;100.0;0.0;0.0
571;Invoer;Niet EU-landen;2009;122.2;121.3;99.0;0.9;1.0
572;Invoer;Niet EU-landen;2010 januari;11.8;11.4;97.0;0.4;3.0
573;Invoer;Niet EU-landen;2010 februari;10.6;10.3;98.0;0.3;2.0
574;Invoer;Niet EU-landen;2010 maart;12.8;12.7;100.0;0.1;0.0
575;Invoer;Niet EU-landen;2010 april;12.2;11.9;98.0;0.3;2.0
576;Invoer;Niet EU-landen;2010 mei;12.7;12.7;100.0;0.0;0.0
577;Invoer;Niet EU-landen;2010 juni;13.2;12.7;96.0;0.5;4.0
578;Invoer;Niet EU-landen;2010 juli;13.5;13.4;99.0;0.1;1.0
579;Invoer;Niet EU-landen;2010 augustus;13.0;13.0;100.0;0.0;0.0
580;Invoer;Niet EU-landen;2010 september;13.2;12.7;96.0;0.5;4.0
581;Invoer;Niet EU-landen;2010 oktober;14.2;14.2;100.0;0.0;0.0
582;Invoer;Niet EU-landen;2010 november;13.9;13.9;100.0;0.0;0.0
583;Invoer;Niet EU-landen;2010 december;14.1;14.1;100.0;0.0;0.0
584;Invoer;Niet EU-landen;2010;155.2;153.1;99.0;2.1;1.0
585;Uitvoer;Alle landen;1996 januari;12.6;11.2;89.0;1.4;11.0
586;Uitvoer;Alle landen;1996 februari;12.4;11.1;89.0;1.3;11.0
587;Uitvoer;Alle landen;1996 maart;13.7;12.4;91.0;1.3;9.0
588;Uitvoer;Alle landen;1996 april;12.0;10.8;90.0;1.2;10.0
589;Uitvoer;Alle landen;1996 mei;12.7;11.4;90.0;1.3;10.0
590;Uitvoer;Alle landen;1996 juni;12.8;11.4;89.0;1.4;11.0
591;Uitvoer;Alle landen;1996 juli;12.3;10.9;89.0;1.4;11.0
592;Uitvoer;Alle landen;1996 augustus;11.5;10.1;88.0;1.4;12.0
593;Uitvoer;Alle landen;1996 september;13.2;11.8;89.0;1.4;11.0
594;Uitvoer;Alle landen;1996 oktober;13.8;12.3;90.0;1.4;10.0
595;Uitvoer;Alle landen;1996 november;13.5;12.0;89.0;1.5;11.0
596;Uitvoer;Alle landen;1996 december;13.3;11.6;87.0;1.8;13.0
597;Uitvoer;Alle landen;1996;153.8;137.0;89.0;16.8;11.0
598;Uitvoer;Alle landen;1997 januari;13.5;12.2;90.0;1.3;10.0
599;Uitvoer;Alle landen;1997 februari;13.4;12.2;91.0;1.3;9.0
600;Uitvoer;Alle landen;1997 maart;14.2;12.7;90.0;1.5;10.0
601;Uitvoer;Alle landen;1997 april;14.2;12.7;90.0;1.4;10.0
602;Uitvoer;Alle landen;1997 mei;13.7;12.3;89.0;1.4;11.0
603;Uitvoer;Alle landen;1997 juni;14.5;13.0;90.0;1.5;10.0
604;Uitvoer;Alle landen;1997 juli;13.9;12.4;89.0;1.5;11.0
605;Uitvoer;Alle landen;1997 augustus;12.8;11.6;90.0;1.3;10.0
606;Uitvoer;Alle landen;1997 september;15.5;14.1;91.0;1.4;9.0
607;Uitvoer;Alle landen;1997 oktober;15.9;14.4;91.0;1.5;9.0
608;Uitvoer;Alle landen;1997 november;14.8;13.3;90.0;1.6;10.0
609;Uitvoer;Alle landen;1997 december;15.0;12.9;86.0;2.0;14.0
610;Uitvoer;Alle landen;1997;171.4;153.8;90.0;17.6;10.0
611;Uitvoer;Alle landen;1998 januari;14.5;13.1;90.0;1.4;10.0
612;Uitvoer;Alle landen;1998 februari;14.7;13.1;89.0;1.5;11.0
613;Uitvoer;Alle landen;1998 maart;16.6;14.8;89.0;1.8;11.0
614;Uitvoer;Alle landen;1998 april;14.9;13.1;88.0;1.8;12.0
615;Uitvoer;Alle landen;1998 mei;14.5;13.0;90.0;1.5;10.0
616;Uitvoer;Alle landen;1998 juni;15.4;14.1;91.0;1.4;9.0
617;Uitvoer;Alle landen;1998 juli;15.0;13.6;91.0;1.4;9.0
618;Uitvoer;Alle landen;1998 augustus;12.9;11.5;89.0;1.4;11.0
619;Uitvoer;Alle landen;1998 september;15.8;14.1;89.0;1.8;11.0
620;Uitvoer;Alle landen;1998 oktober;15.8;14.2;90.0;1.6;10.0
621;Uitvoer;Alle landen;1998 november;15.4;13.7;89.0;1.7;11.0
622;Uitvoer;Alle landen;1998 december;15.2;13.0;86.0;2.2;14.0
623;Uitvoer;Alle landen;1998;180.7;161.4;89.0;19.3;11.0
624;Uitvoer;Alle landen;1999 januari;13.8;12.5;91.0;1.3;9.0
625;Uitvoer;Alle landen;1999 februari;13.9;12.6;91.0;1.3;9.0
626;Uitvoer;Alle landen;1999 maart;17.1;15.3;90.0;1.8;10.0
627;Uitvoer;Alle landen;1999 april;14.9;13.4;90.0;1.5;10.0
628;Uitvoer;Alle landen;1999 mei;14.5;13.0;89.0;1.5;11.0
629;Uitvoer;Alle landen;1999 juni;16.2;14.4;89.0;1.7;11.0
630;Uitvoer;Alle landen;1999 juli;14.8;13.1;89.0;1.7;11.0
631;Uitvoer;Alle landen;1999 augustus;14.0;12.4;89.0;1.6;11.0
632;Uitvoer;Alle landen;1999 september;17.0;15.1;89.0;1.9;11.0
633;Uitvoer;Alle landen;1999 oktober;17.0;15.1;89.0;1.9;11.0
634;Uitvoer;Alle landen;1999 november;17.8;15.6;88.0;2.2;12.0
635;Uitvoer;Alle landen;1999 december;17.7;15.1;85.0;2.6;15.0
636;Uitvoer;Alle landen;1999;188.6;167.6;89.0;21.0;11.0
637;Uitvoer;Alle landen;2000 januari;16.3;14.5;89.0;1.8;11.0
638;Uitvoer;Alle landen;2000 februari;17.8;15.9;89.0;1.9;11.0
639;Uitvoer;Alle landen;2000 maart;20.4;18.2;89.0;2.2;11.0
640;Uitvoer;Alle landen;2000 april;17.4;15.2;88.0;2.1;12.0
641;Uitvoer;Alle landen;2000 mei;19.9;17.7;89.0;2.2;11.0
642;Uitvoer;Alle landen;2000 juni;19.0;16.6;87.0;2.5;13.0
643;Uitvoer;Alle landen;2000 juli;17.9;15.8;88.0;2.1;12.0
644;Uitvoer;Alle landen;2000 augustus;18.7;16.5;88.0;2.2;12.0
645;Uitvoer;Alle landen;2000 september;20.7;18.0;87.0;2.7;13.0
646;Uitvoer;Alle landen;2000 oktober;21.3;18.8;88.0;2.5;12.0
647;Uitvoer;Alle landen;2000 november;22.2;19.3;87.0;2.8;13.0
648;Uitvoer;Alle landen;2000 december;20.3;17.4;86.0;2.9;14.0
649;Uitvoer;Alle landen;2000;231.9;204.0;88.0;27.9;12.0
650;Uitvoer;Alle landen;2001 januari;20.6;18.2;88.0;2.4;12.0
651;Uitvoer;Alle landen;2001 februari;19.9;17.7;89.0;2.2;11.0
652;Uitvoer;Alle landen;2001 maart;22.5;20.1;89.0;2.4;11.0
653;Uitvoer;Alle landen;2001 april;19.4;17.1;88.0;2.3;12.0
654;Uitvoer;Alle landen;2001 mei;21.0;18.2;86.0;2.8;14.0
655;Uitvoer;Alle landen;2001 juni;21.0;18.5;88.0;2.5;12.0
656;Uitvoer;Alle landen;2001 juli;18.9;16.7;88.0;2.2;12.0
657;Uitvoer;Alle landen;2001 augustus;18.5;15.8;85.0;2.7;15.0
658;Uitvoer;Alle landen;2001 september;19.7;17.3;88.0;2.4;12.0
659;Uitvoer;Alle landen;2001 oktober;20.7;18.0;87.0;2.7;13.0
660;Uitvoer;Alle landen;2001 november;20.3;17.9;88.0;2.4;12.0
661;Uitvoer;Alle landen;2001 december;18.9;15.7;83.0;3.2;17.0
662;Uitvoer;Alle landen;2001;241.3;211.1;87.0;30.2;13.0
663;Uitvoer;Alle landen;2002 januari;18.3;16.0;87.0;2.3;13.0
664;Uitvoer;Alle landen;2002 februari;18.4;16.3;89.0;2.0;11.0
665;Uitvoer;Alle landen;2002 maart;20.8;18.6;89.0;2.2;11.0
666;Uitvoer;Alle landen;2002 april;18.9;16.8;89.0;2.2;11.0
667;Uitvoer;Alle landen;2002 mei;19.7;17.6;90.0;2.0;10.0
668;Uitvoer;Alle landen;2002 juni;19.6;17.5;89.0;2.1;11.0
669;Uitvoer;Alle landen;2002 juli;18.8;16.7;89.0;2.1;11.0
670;Uitvoer;Alle landen;2002 augustus;17.8;15.7;88.0;2.1;12.0
671;Uitvoer;Alle landen;2002 september;20.4;18.0;88.0;2.4;12.0
672;Uitvoer;Alle landen;2002 oktober;20.8;18.1;87.0;2.7;13.0
673;Uitvoer;Alle landen;2002 november;20.1;17.7;88.0;2.4;12.0
674;Uitvoer;Alle landen;2002 december;19.1;16.7;87.0;2.4;13.0
675;Uitvoer;Alle landen;2002;232.7;205.7;88.0;27.0;12.0
676;Uitvoer;Alle landen;2003 januari;19.8;18.1;92.0;1.7;8.0
677;Uitvoer;Alle landen;2003 februari;19.4;17.6;91.0;1.8;9.0
678;Uitvoer;Alle landen;2003 maart;21.0;19.2;91.0;1.9;9.0
679;Uitvoer;Alle landen;2003 april;18.8;17.0;90.0;1.8;10.0
680;Uitvoer;Alle landen;2003 mei;18.9;17.2;91.0;1.7;9.0
681;Uitvoer;Alle landen;2003 juni;18.8;16.9;90.0;1.9;10.0
682;Uitvoer;Alle landen;2003 juli;18.6;17.1;92.0;1.5;8.0
683;Uitvoer;Alle landen;2003 augustus;16.8;15.3;91.0;1.5;9.0
684;Uitvoer;Alle landen;2003 september;20.8;18.9;91.0;1.9;9.0
685;Uitvoer;Alle landen;2003 oktober;21.6;19.1;89.0;2.4;11.0
686;Uitvoer;Alle landen;2003 november;20.0;18.0;90.0;2.0;10.0
687;Uitvoer;Alle landen;2003 december;19.7;17.3;88.0;2.4;12.0
688;Uitvoer;Alle landen;2003;234.2;211.8;90.0;22.4;10.0
689;Uitvoer;Alle landen;2004 januari;19.1;17.8;93.0;1.3;7.0
690;Uitvoer;Alle landen;2004 februari;19.3;17.9;93.0;1.4;7.0
691;Uitvoer;Alle landen;2004 maart;22.8;21.1;93.0;1.7;7.0
692;Uitvoer;Alle landen;2004 april;20.4;18.7;92.0;1.7;8.0
693;Uitvoer;Alle landen;2004 mei;19.7;18.1;92.0;1.6;8.0
694;Uitvoer;Alle landen;2004 juni;22.4;20.7;93.0;1.7;7.0
695;Uitvoer;Alle landen;2004 juli;20.8;19.1;92.0;1.7;8.0
696;Uitvoer;Alle landen;2004 augustus;19.6;17.9;91.0;1.7;9.0
