ID;Vervoerstromen;SoortLading;Perioden;VervoerdLadinggewicht_1;Vervoersprestatie_2;VervoerdeContainereenheden_3
120;Totaal;Totaal;2017 februari;29460;3993;416.0
121;Totaal;Totaal;2017 maart;33439;4509;477.0
122;Totaal;Totaal;2017 1e kwartaal;89762;12104;1312.0
123;Totaal;Totaal;2017 april;29065;3931;445.0
124;Totaal;Totaal;2017 mei;32785;4376;475.0
125;Totaal;Totaal;2017 juni;31100;4143;453.0
126;Totaal;Totaal;2017 2e kwartaal;92950;12449;1374.0
127;Totaal;Totaal;2017 juli;31016;4176;473.0
128;Totaal;Totaal;2017 augustus;29356;3996;480.0
129;Totaal;Totaal;2017 september;30271;4016;471.0
130;Totaal;Totaal;2017 3e kwartaal;90643;12188;1424.0
131;Totaal;Totaal;2017 oktober;31541;4164;492.0
132;Totaal;Totaal;2017 november;31878;4228;471.0
133;Totaal;Totaal;2017 december;28924;3865;424.0
134;Totaal;Totaal;2017 4e kwartaal;92343;12256;1387.0
135;Totaal;Totaal;2017;365697;48998;5497.0
136;Totaal;Totaal;2018 januari;29559;3968;456.0
137;Totaal;Totaal;2018 februari;29971;4016;461.0
138;Totaal;Totaal;2018 maart;32932;4367;492.0
139;Totaal;Totaal;2018 1e kwartaal;92462;12351;1409.0
140;Totaal;Totaal;2018 april;31109;4149;444.0
141;Totaal;Totaal;2018 mei;32252;4270;465.0
142;Totaal;Totaal;2018 juni;31631;4195;474.0
143;Totaal;Totaal;2018 2e kwartaal;94992;12614;1383.0
144;Totaal;Totaal;2018 juli;30647;4029;460.0
145;Totaal;Totaal;2018 augustus;26644;3463;447.0
146;Totaal;Totaal;2018 september;28004;3644;431.0
147;Totaal;Totaal;2018 3e kwartaal;85295;11136;1337.0
148;Totaal;Totaal;2018 oktober;28227;3585;418.0
149;Totaal;Totaal;2018 november;27725;3500;385.0
150;Totaal;Totaal;2018 december;28580;3707;367.0
151;Totaal;Totaal;2018 4e kwartaal;84532;10792;1169.0
152;Totaal;Totaal;2018;357281;46892;5299.0
153;Totaal;Totaal;2019 januari;31259;4143;437.0
154;Totaal;Totaal;2019 februari;29847;3950;439.0
155;Totaal;Totaal;2019 maart;30057;4076;464.0
156;Totaal;Totaal;2019 1e kwartaal;91163;12169;1340.0
157;Totaal;Totaal;2019 april;29419;3971;415.0
158;Totaal;Totaal;2019 mei;31668;4205;461.0
159;Totaal;Totaal;2019 juni;29991;3934;420.0
160;Totaal;Totaal;2019 2e kwartaal;91078;12110;1296.0
161;Totaal;Totaal;2019 juli;30681;3989;453.0
162;Totaal;Totaal;2019 augustus;27012;3541;439.0
163;Totaal;Totaal;2019 september;28294;3657;439.0
164;Totaal;Totaal;2019 3e kwartaal;85987;11187;1332.0
165;Totaal;Totaal;2019 oktober;30707;3944;460.0
166;Totaal;Totaal;2019 november;29864;3891;449.0
167;Totaal;Totaal;2019 december;28270;3693;407.0
168;Totaal;Totaal;2019 4e kwartaal;88841;11527;1316.0
169;Totaal;Totaal;2019;357069;46993;5284.0
170;Totaal;Totaal;2020 januari;29110;3756;467.0
171;Totaal;Totaal;2020 februari;29394;3820;433.0
172;Totaal;Totaal;2020 maart;31448;4066;466.0
173;Totaal;Totaal;2020 1e kwartaal;89952;11643;1366.0
174;Totaal;Totaal;2020 april;28040;3571;420.0
175;Totaal;Totaal;2020 mei;29153;3779;421.0
176;Totaal;Totaal;2020 juni;29304;3795;413.0
177;Totaal;Totaal;2020 2e kwartaal;86497;11145;1255.0
178;Totaal;Totaal;2020 juli;28251;3668;466.0
179;Totaal;Totaal;2020 augustus;25722;3350;457.0
180;Totaal;Totaal;2020 september;29407;3770;481.0
181;Totaal;Totaal;2020 3e kwartaal;83380;10788;1405.0
182;Totaal;Totaal;2020 oktober;31667;4100;472.0
183;Totaal;Totaal;2020 november;29605;3870;437.0
184;Totaal;Totaal;2020 december;27904;3639;422.0
185;Totaal;Totaal;2020 4e kwartaal;89176;11609;1331.0
186;Totaal;Totaal;2020;349006;45184;5357.0
187;Totaal;Totaal;2021 januari;31398;4109;512.0
188;Totaal;Totaal;2021 februari;26534;3429;412.0
189;Totaal;Totaal;2021 maart;33138;4273;485.0
190;Totaal;Totaal;2021 1e kwartaal;91070;11811;1409.0
191;Totaal;Totaal;2021 april;30475;3900;460.0
192;Totaal;Totaal;2021 mei;32613;4177;504.0
193;Totaal;Totaal;2021 juni;32399;4115;472.0
194;Totaal;Totaal;2021 2e kwartaal;95487;12192;1436.0
195;Totaal;Totaal;2021 juli;31110;3975;448.0
196;Totaal;Totaal;2021 augustus;28871;3709;480.0
197;Totaal;Totaal;2021 september;30739;3925;469.0
198;Totaal;Totaal;2021 3e kwartaal;90720;11609;1398.0
199;Totaal;Totaal;2021 oktober;30889;3929;479.0
200;Totaal;Totaal;2021 november;31053;3970;465.0
201;Totaal;Totaal;2021 december;29922;3883;428.0
202;Totaal;Totaal;2021 4e kwartaal;91864;11781;1372.0
203;Totaal;Totaal;2021;369142;47394;5616.0
204;Totaal;Totaal;2022 januari;30299;3835;458.0
205;Totaal;Totaal;2022 februari;29562;3813;409.0
206;Totaal;Totaal;2022 maart;33219;4194;497.0
207;Totaal;Totaal;2022 1e kwartaal;93080;11842;1364.0
208;Totaal;Totaal;2022 april;30581;3912;463.0
209;Totaal;Totaal;2022 mei;31567;3987;495.0
210;Totaal;Totaal;2022 juni;30877;3896;473.0
211;Totaal;Totaal;2022 2e kwartaal;93025;11795;1431.0
212;Totaal;Totaal;2022 juli;28659;3594;440.0
213;Totaal;Totaal;2022 augustus;24809;3123;398.0
214;Totaal;Totaal;2022 september;28429;3590;409.0
215;Totaal;Totaal;2022 3e kwartaal;81896;10308;1246.0
216;Totaal;Totaal;2022 oktober;31635;4048;447.0
217;Totaal;Totaal;2022 november;29857;3788;407.0
218;Totaal;Droge bulk;2010 januari;14836;2082;
219;Totaal;Droge bulk;2010 februari;15898;2157;
220;Totaal;Droge bulk;2010 maart;19138;2568;
221;Totaal;Droge bulk;2010 1e kwartaal;49872;6807;
222;Totaal;Droge bulk;2010 april;17468;2302;
223;Totaal;Droge bulk;2010 mei;17489;2326;
224;Totaal;Droge bulk;2010 juni;17899;2377;
225;Totaal;Droge bulk;2010 2e kwartaal;52856;7005;
226;Totaal;Droge bulk;2010 juli;18316;2497;
227;Totaal;Droge bulk;2010 augustus;16508;2276;
228;Totaal;Droge bulk;2010 september;18890;2559;
229;Totaal;Droge bulk;2010 3e kwartaal;53714;7332;
230;Totaal;Droge bulk;2010 oktober;19180;2550;
231;Totaal;Droge bulk;2010 november;17535;2411;
232;Totaal;Droge bulk;2010 december;14807;2103;
233;Totaal;Droge bulk;2010 4e kwartaal;51522;7064;
234;Totaal;Droge bulk;2010;207964;28208;
235;Totaal;Droge bulk;2011 januari;15200;2153;
236;Totaal;Droge bulk;2011 februari;17392;2410;
237;Totaal;Droge bulk;2011 maart;19392;2666;
238;Totaal;Droge bulk;2011 1e kwartaal;51984;7229;
239;Totaal;Droge bulk;2011 april;17605;2416;
240;Totaal;Droge bulk;2011 mei;18391;2412;
241;Totaal;Droge bulk;2011 juni;19125;2470;
242;Totaal;Droge bulk;2011 2e kwartaal;55121;7298;
243;Totaal;Droge bulk;2011 juli;17334;2363;
244;Totaal;Droge bulk;2011 augustus;15506;2128;
245;Totaal;Droge bulk;2011 september;18325;2446;
246;Totaal;Droge bulk;2011 3e kwartaal;51165;6937;
247;Totaal;Droge bulk;2011 oktober;18330;2450;
248;Totaal;Droge bulk;2011 november;16403;2189;
249;Totaal;Droge bulk;2011 december;16322;2268;
250;Totaal;Droge bulk;2011 4e kwartaal;51055;6907;
251;Totaal;Droge bulk;2011;209325;28371;
252;Totaal;Droge bulk;2012 januari;15691;2155;
253;Totaal;Droge bulk;2012 februari;13551;1865;
254;Totaal;Droge bulk;2012 maart;18942;2547;
255;Totaal;Droge bulk;2012 1e kwartaal;48184;6567;
256;Totaal;Droge bulk;2012 april;16846;2293;
257;Totaal;Droge bulk;2012 mei;17240;2336;
258;Totaal;Droge bulk;2012 juni;17847;2434;
259;Totaal;Droge bulk;2012 2e kwartaal;51933;7063;
260;Totaal;Droge bulk;2012 juli;15989;2208;
261;Totaal;Droge bulk;2012 augustus;15152;2111;
262;Totaal;Droge bulk;2012 september;17513;2383;
263;Totaal;Droge bulk;2012 3e kwartaal;48654;6702;
264;Totaal;Droge bulk;2012 oktober;18870;2556;
265;Totaal;Droge bulk;2012 november;18129;2514;
266;Totaal;Droge bulk;2012 december;15155;2109;
267;Totaal;Droge bulk;2012 4e kwartaal;52154;7179;
268;Totaal;Droge bulk;2012;200925;27511;
269;Totaal;Droge bulk;2013 januari;15010;2127;
270;Totaal;Droge bulk;2013 februari;15771;2186;
271;Totaal;Droge bulk;2013 maart;18032;2499;
272;Totaal;Droge bulk;2013 1e kwartaal;48813;6812;
273;Totaal;Droge bulk;2013 april;17011;2314;
274;Totaal;Droge bulk;2013 mei;18103;2449;
275;Totaal;Droge bulk;2013 juni;18065;2464;
276;Totaal;Droge bulk;2013 2e kwartaal;53179;7227;
277;Totaal;Droge bulk;2013 juli;17040;2362;
278;Totaal;Droge bulk;2013 augustus;15385;2152;
279;Totaal;Droge bulk;2013 september;17508;2400;
280;Totaal;Droge bulk;2013 3e kwartaal;49933;6914;
281;Totaal;Droge bulk;2013 oktober;18132;2480;
282;Totaal;Droge bulk;2013 november;17890;2447;
283;Totaal;Droge bulk;2013 december;15863;2170;
284;Totaal;Droge bulk;2013 4e kwartaal;51885;7097;
285;Totaal;Droge bulk;2013;203810;28050;
286;Totaal;Droge bulk;2014 januari;18773;2549;
287;Totaal;Droge bulk;2014 februari;17456;2369;
288;Totaal;Droge bulk;2014 maart;18245;2476;
289;Totaal;Droge bulk;2014 1e kwartaal;54474;7394;
290;Totaal;Droge bulk;2014 april;17928;2416;
291;Totaal;Droge bulk;2014 mei;18735;2542;
292;Totaal;Droge bulk;2014 juni;17127;2271;
293;Totaal;Droge bulk;2014 2e kwartaal;53790;7229;
294;Totaal;Droge bulk;2014 juli;18345;2459;
295;Totaal;Droge bulk;2014 augustus;15781;2176;
296;Totaal;Droge bulk;2014 september;17964;2398;
297;Totaal;Droge bulk;2014 3e kwartaal;52090;7033;
298;Totaal;Droge bulk;2014 oktober;19596;2636;
299;Totaal;Droge bulk;2014 november;18201;2455;
300;Totaal;Droge bulk;2014 december;15265;2060;
301;Totaal;Droge bulk;2014 4e kwartaal;53062;7151;
302;Totaal;Droge bulk;2014;213416;28807;
303;Totaal;Droge bulk;2015 januari;17528;2440;
304;Totaal;Droge bulk;2015 februari;16651;2291;
305;Totaal;Droge bulk;2015 maart;19441;2625;
306;Totaal;Droge bulk;2015 1e kwartaal;53620;7356;
307;Totaal;Droge bulk;2015 april;17667;2398;
308;Totaal;Droge bulk;2015 mei;16885;2315;
309;Totaal;Droge bulk;2015 juni;18434;2496;
310;Totaal;Droge bulk;2015 2e kwartaal;52986;7209;
311;Totaal;Droge bulk;2015 juli;17220;2336;
312;Totaal;Droge bulk;2015 augustus;14768;2021;
313;Totaal;Droge bulk;2015 september;17221;2279;
314;Totaal;Droge bulk;2015 3e kwartaal;49209;6636;
315;Totaal;Droge bulk;2015 oktober;17721;2366;
316;Totaal;Droge bulk;2015 november;17254;2297;
317;Totaal;Droge bulk;2015 december;15343;2072;
318;Totaal;Droge bulk;2015 4e kwartaal;50318;6735;
319;Totaal;Droge bulk;2015;206133;27936;
320;Totaal;Droge bulk;2016 januari;16570;2268;
321;Totaal;Droge bulk;2016 februari;16428;2223;
322;Totaal;Droge bulk;2016 maart;17616;2396;
323;Totaal;Droge bulk;2016 1e kwartaal;50614;6887;
324;Totaal;Droge bulk;2016 april;17460;2371;
325;Totaal;Droge bulk;2016 mei;17494;2363;
326;Totaal;Droge bulk;2016 juni;17841;2409;
327;Totaal;Droge bulk;2016 2e kwartaal;52794;7143;
328;Totaal;Droge bulk;2016 juli;17382;2357;
329;Totaal;Droge bulk;2016 augustus;15281;2144;
330;Totaal;Droge bulk;2016 september;16987;2298;
331;Totaal;Droge bulk;2016 3e kwartaal;49650;6799;
332;Totaal;Droge bulk;2016 oktober;16436;2221;
333;Totaal;Droge bulk;2016 november;17927;2439;
334;Totaal;Droge bulk;2016 december;13944;1881;
335;Totaal;Droge bulk;2016 4e kwartaal;48307;6542;
336;Totaal;Droge bulk;2016;201367;27370;
337;Totaal;Droge bulk;2017 januari;14124;1939;
338;Totaal;Droge bulk;2017 februari;16836;2325;
339;Totaal;Droge bulk;2017 maart;19040;2590;
340;Totaal;Droge bulk;2017 1e kwartaal;50000;6855;
341;Totaal;Droge bulk;2017 april;15444;2119;
342;Totaal;Droge bulk;2017 mei;18395;2466;
343;Totaal;Droge bulk;2017 juni;17310;2320;
344;Totaal;Droge bulk;2017 2e kwartaal;51149;6904;
345;Totaal;Droge bulk;2017 juli;16705;2258;
346;Totaal;Droge bulk;2017 augustus;15513;2165;
347;Totaal;Droge bulk;2017 september;17070;2266;
348;Totaal;Droge bulk;2017 3e kwartaal;49288;6688;
349;Totaal;Droge bulk;2017 oktober;17614;2321;
350;Totaal;Droge bulk;2017 november;18323;2424;
351;Totaal;Droge bulk;2017 december;15457;2063;
352;Totaal;Droge bulk;2017 4e kwartaal;51394;6808;
353;Totaal;Droge bulk;2017;201832;27255;
354;Totaal;Droge bulk;2018 januari;15960;2157;
355;Totaal;Droge bulk;2018 februari;16559;2227;
356;Totaal;Droge bulk;2018 maart;18127;2373;
357;Totaal;Droge bulk;2018 1e kwartaal;50645;6757;
358;Totaal;Droge bulk;2018 april;17386;2289;
359;Totaal;Droge bulk;2018 mei;18240;2395;
360;Totaal;Droge bulk;2018 juni;17929;2353;
361;Totaal;Droge bulk;2018 2e kwartaal;53555;7037;
362;Totaal;Droge bulk;2018 juli;16714;2190;
363;Totaal;Droge bulk;2018 augustus;13781;1813;
364;Totaal;Droge bulk;2018 september;15572;2026;
365;Totaal;Droge bulk;2018 3e kwartaal;46067;6029;
366;Totaal;Droge bulk;2018 oktober;16030;2042;
367;Totaal;Droge bulk;2018 november;16198;2069;
368;Totaal;Droge bulk;2018 december;15037;2002;
369;Totaal;Droge bulk;2018 4e kwartaal;47265;6113;
370;Totaal;Droge bulk;2018;197533;25936;
371;Totaal;Droge bulk;2019 januari;17057;2316;
372;Totaal;Droge bulk;2019 februari;16190;2180;
373;Totaal;Droge bulk;2019 maart;14488;2065;
374;Totaal;Droge bulk;2019 1e kwartaal;47735;6561;
375;Totaal;Droge bulk;2019 april;16055;2264;
376;Totaal;Droge bulk;2019 mei;17256;2375;
377;Totaal;Droge bulk;2019 juni;15626;2124;
378;Totaal;Droge bulk;2019 2e kwartaal;48937;6764;
379;Totaal;Droge bulk;2019 juli;16163;2174;
380;Totaal;Droge bulk;2019 augustus;12868;1773;
381;Totaal;Droge bulk;2019 september;14277;1894;
382;Totaal;Droge bulk;2019 3e kwartaal;43307;5840;
383;Totaal;Droge bulk;2019 oktober;15991;2126;
384;Totaal;Droge bulk;2019 november;15506;2088;
385;Totaal;Droge bulk;2019 december;13904;1872;
386;Totaal;Droge bulk;2019 4e kwartaal;45401;6085;
387;Totaal;Droge bulk;2019;185379;25250;
388;Totaal;Droge bulk;2020 januari;14530;1964;
389;Totaal;Droge bulk;2020 februari;15105;2035;
390;Totaal;Droge bulk;2020 maart;16194;2160;
391;Totaal;Droge bulk;2020 1e kwartaal;45829;6159;
392;Totaal;Droge bulk;2020 april;14579;1917;
393;Totaal;Droge bulk;2020 mei;14851;2020;
394;Totaal;Droge bulk;2020 juni;15548;2108;
395;Totaal;Droge bulk;2020 2e kwartaal;44978;6044;
396;Totaal;Droge bulk;2020 juli;14355;1946;
397;Totaal;Droge bulk;2020 augustus;11984;1652;
398;Totaal;Droge bulk;2020 september;15338;2028;
399;Totaal;Droge bulk;2020 3e kwartaal;41676;5626;
400;Totaal;Droge bulk;2020 oktober;16977;2277;
401;Totaal;Droge bulk;2020 november;15481;2098;
402;Totaal;Droge bulk;2020 december;13342;1830;
403;Totaal;Droge bulk;2020 4e kwartaal;45800;6205;
404;Totaal;Droge bulk;2020;178284;24034;
405;Totaal;Droge bulk;2021 januari;16109;2232;
406;Totaal;Droge bulk;2021 februari;13249;1810;
407;Totaal;Droge bulk;2021 maart;17789;2385;
408;Totaal;Droge bulk;2021 1e kwartaal;47146;6427;
409;Totaal;Droge bulk;2021 april;15552;2090;
410;Totaal;Droge bulk;2021 mei;16520;2203;
411;Totaal;Droge bulk;2021 juni;17737;2339;
412;Totaal;Droge bulk;2021 2e kwartaal;49808;6632;
413;Totaal;Droge bulk;2021 juli;16154;2148;
414;Totaal;Droge bulk;2021 augustus;13772;1884;
415;Totaal;Droge bulk;2021 september;16264;2177;
416;Totaal;Droge bulk;2021 3e kwartaal;46190;6209;
417;Totaal;Droge bulk;2021 oktober;16042;2142;
418;Totaal;Droge bulk;2021 november;16651;2213;
419;Totaal;Droge bulk;2021 december;16177;2173;
420;Totaal;Droge bulk;2021 4e kwartaal;48870;6528;
421;Totaal;Droge bulk;2021;192015;25795;
422;Totaal;Droge bulk;2022 januari;15680;2023;
423;Totaal;Droge bulk;2022 februari;16195;2180;
424;Totaal;Droge bulk;2022 maart;18204;2380;
425;Totaal;Droge bulk;2022 1e kwartaal;50079;6583;
426;Totaal;Droge bulk;2022 april;16270;2170;
427;Totaal;Droge bulk;2022 mei;16531;2179;
428;Totaal;Droge bulk;2022 juni;16269;2152;
429;Totaal;Droge bulk;2022 2e kwartaal;49070;6501;
430;Totaal;Droge bulk;2022 juli;14471;1901;
431;Totaal;Droge bulk;2022 augustus;12164;1614;
432;Totaal;Droge bulk;2022 september;14901;1949;
433;Totaal;Droge bulk;2022 3e kwartaal;41536;5463;
434;Totaal;Droge bulk;2022 oktober;17079;2284;
435;Totaal;Droge bulk;2022 november;16273;2154;
436;Totaal;Natte bulk;2010 januari;8743;1171;
437;Totaal;Natte bulk;2010 februari;7910;1034;
438;Totaal;Natte bulk;2010 maart;8791;1163;
439;Totaal;Natte bulk;2010 1e kwartaal;25444;3368;
440;Totaal;Natte bulk;2010 april;8161;1071;
441;Totaal;Natte bulk;2010 mei;8516;1104;
442;Totaal;Natte bulk;2010 juni;8064;1067;
443;Totaal;Natte bulk;2010 2e kwartaal;24741;3242;
444;Totaal;Natte bulk;2010 juli;7772;1034;
445;Totaal;Natte bulk;2010 augustus;8413;1103;
446;Totaal;Natte bulk;2010 september;8196;1094;
447;Totaal;Natte bulk;2010 3e kwartaal;24381;3231;
448;Totaal;Natte bulk;2010 oktober;8531;1135;
449;Totaal;Natte bulk;2010 november;7553;1007;
450;Totaal;Natte bulk;2010 december;8437;1113;
451;Totaal;Natte bulk;2010 4e kwartaal;24521;3255;
452;Totaal;Natte bulk;2010;99087;13096;
453;Totaal;Natte bulk;2011 januari;8206;1056;
454;Totaal;Natte bulk;2011 februari;8131;1057;
455;Totaal;Natte bulk;2011 maart;8721;1144;
456;Totaal;Natte bulk;2011 1e kwartaal;25058;3257;
457;Totaal;Natte bulk;2011 april;7969;1044;
458;Totaal;Natte bulk;2011 mei;8106;1068;
459;Totaal;Natte bulk;2011 juni;8235;1081;
460;Totaal;Natte bulk;2011 2e kwartaal;24310;3193;
461;Totaal;Natte bulk;2011 juli;8908;1175;
462;Totaal;Natte bulk;2011 augustus;8677;1150;
463;Totaal;Natte bulk;2011 september;8720;1157;
464;Totaal;Natte bulk;2011 3e kwartaal;26305;3482;
465;Totaal;Natte bulk;2011 oktober;8428;1120;
466;Totaal;Natte bulk;2011 november;7539;985;
467;Totaal;Natte bulk;2011 december;8780;1145;
468;Totaal;Natte bulk;2011 4e kwartaal;24747;3250;
469;Totaal;Natte bulk;2011;100420;13182;
470;Totaal;Natte bulk;2012 januari;8213;1073;
471;Totaal;Natte bulk;2012 februari;8341;1094;
472;Totaal;Natte bulk;2012 maart;8838;1157;
473;Totaal;Natte bulk;2012 1e kwartaal;25392;3324;
474;Totaal;Natte bulk;2012 april;8166;1081;
475;Totaal;Natte bulk;2012 mei;8541;1124;
476;Totaal;Natte bulk;2012 juni;8999;1190;
477;Totaal;Natte bulk;2012 2e kwartaal;25706;3395;
478;Totaal;Natte bulk;2012 juli;9142;1223;
479;Totaal;Natte bulk;2012 augustus;9186;1184;
480;Totaal;Natte bulk;2012 september;8847;1164;
481;Totaal;Natte bulk;2012 3e kwartaal;27175;3571;
482;Totaal;Natte bulk;2012 oktober;8972;1190;
483;Totaal;Natte bulk;2012 november;8986;1196;
484;Totaal;Natte bulk;2012 december;9334;1227;
485;Totaal;Natte bulk;2012 4e kwartaal;27292;3613;
486;Totaal;Natte bulk;2012;105565;13903;
