ID;Kenmerken;Marges;Perioden;ScoreGeluk_1;Ongelukkig_2;NietGelukkigNietOngelukkig_3;Gelukkig_4;ScoreTevredenheidMetHetLeven_5;Ontevreden_6;NietTevredenNietOntevreden_7;Tevreden_8;ScoreTevredenheidMetSociaalLeven_9;Ontevreden_10;NietTevredenNietOntevreden_11;Tevreden_12;ScoreTevredenhHoeveelheidVrijeTijd_13;Ontevreden_14;NietTevredenNietOntevreden_15;Tevreden_16;AandeelMetVertrouwen_17
283;Contact vrienden: maandelijks;Ondergrens 95%-interval;2021;7.5;1.9;8.4;84.7;7.5;1.6;11.7;81.4;7.0;7.2;19.0;66.8;7.4;4.9;13.3;75.7;61.2
284;Contact vrienden: maandelijks;Ondergrens 95%-interval;2022;7.5;1.4;10.3;84.0;7.5;1.8;11.6;81.9;7.1;4.2;20.2;69.6;7.3;4.6;16.9;72.6;65.0
285;Contact vrienden: maandelijks;Ondergrens 95%-interval;2023;7.6;1.3;8.8;85.5;7.5;1.7;11.2;82.2;7.1;4.2;19.0;70.7;7.2;5.8;17.5;70.4;64.3
286;Contact vrienden: maandelijks;Bovengrens 95%-interval;2013;7.7;2.9;12.4;89.5;7.6;3.8;15.3;86.4;7.5;4.7;20.0;81.2;7.5;9.0;20.3;77.2;60.3
287;Contact vrienden: maandelijks;Bovengrens 95%-interval;2014;7.7;4.6;12.3;88.4;7.6;5.2;14.4;86.0;7.4;7.1;18.4;80.7;7.5;9.2;19.7;77.6;60.3
288;Contact vrienden: maandelijks;Bovengrens 95%-interval;2015;7.7;4.4;12.5;88.4;7.6;5.5;14.5;85.6;7.4;7.6;19.3;79.5;7.4;10.3;21.3;75.2;61.9
289;Contact vrienden: maandelijks;Bovengrens 95%-interval;2016;7.7;3.4;11.2;90.2;7.6;3.7;13.8;87.8;7.4;6.3;21.1;79.0;7.4;10.5;21.5;74.8;62.1
290;Contact vrienden: maandelijks;Bovengrens 95%-interval;2017;7.7;3.8;12.1;89.2;7.6;4.6;13.1;87.6;7.4;8.0;20.2;78.4;7.3;11.8;20.8;74.3;65.3
291;Contact vrienden: maandelijks;Bovengrens 95%-interval;2018;7.7;3.1;11.1;90.4;7.7;3.1;13.2;88.7;7.4;7.2;20.1;78.8;7.4;9.0;20.2;77.2;63.7
292;Contact vrienden: maandelijks;Bovengrens 95%-interval;2019;7.7;3.3;12.2;89.6;7.7;3.3;13.7;88.3;7.4;7.1;18.3;80.9;7.4;9.1;21.4;76.1;65.1
293;Contact vrienden: maandelijks;Bovengrens 95%-interval;2020;7.7;3.9;11.9;89.3;7.7;3.4;15.2;86.8;7.3;8.9;21.5;76.2;7.5;9.3;20.1;77.1;64.1
294;Contact vrienden: maandelijks;Bovengrens 95%-interval;2021;7.7;4.1;12.3;89.0;7.6;3.7;15.9;86.0;7.2;10.9;24.0;72.5;7.6;8.1;17.6;80.8;67.1
295;Contact vrienden: maandelijks;Bovengrens 95%-interval;2022;7.7;3.0;13.9;87.8;7.6;3.6;15.4;86.0;7.2;6.9;24.9;74.5;7.5;7.3;21.4;77.5;70.1
296;Contact vrienden: maandelijks;Bovengrens 95%-interval;2023;7.7;3.0;12.4;89.4;7.6;3.6;15.2;86.5;7.3;6.9;23.7;75.8;7.4;8.9;22.2;75.6;69.7
297;Contact vrienden: minder 1 x per maand;Waarde;2013;7.3;4.1;18.0;78.0;7.1;7.6;18.1;74.3;6.8;11.5;25.8;62.8;7.2;9.4;19.0;71.6;51.8
298;Contact vrienden: minder 1 x per maand;Waarde;2014;7.3;5.9;15.0;79.1;7.2;7.0;15.8;77.2;6.8;13.2;22.2;64.6;7.1;11.5;17.8;70.7;51.1
299;Contact vrienden: minder 1 x per maand;Waarde;2015;7.2;5.6;16.7;77.7;7.1;8.2;18.8;73.1;6.8;9.8;27.2;63.0;7.1;12.8;18.7;68.4;54.3
300;Contact vrienden: minder 1 x per maand;Waarde;2016;7.3;6.5;12.6;81.0;7.0;9.5;18.5;71.9;6.7;13.4;26.1;60.6;7.0;11.8;19.3;68.9;48.1
301;Contact vrienden: minder 1 x per maand;Waarde;2017;7.2;7.1;14.5;78.4;7.2;8.5;15.2;76.3;6.7;13.2;22.4;64.5;7.1;13.5;20.9;65.6;57.0
302;Contact vrienden: minder 1 x per maand;Waarde;2018;7.3;6.3;14.9;78.9;7.2;5.6;17.4;77.0;6.5;13.2;26.0;60.8;6.9;12.1;17.8;70.1;54.5
303;Contact vrienden: minder 1 x per maand;Waarde;2019;7.3;4.8;13.8;81.5;7.3;4.7;16.5;78.9;6.8;11.1;24.3;64.7;7.2;9.7;21.5;68.8;58.4
304;Contact vrienden: minder 1 x per maand;Waarde;2020;7.2;5.2;18.3;76.5;7.2;5.4;18.5;76.1;6.6;12.4;29.1;58.5;7.2;10.9;17.2;71.8;56.8
305;Contact vrienden: minder 1 x per maand;Waarde;2021;7.4;2.4;15.0;82.5;7.3;3.8;19.7;76.5;6.5;15.3;28.0;56.7;7.2;11.8;14.2;74.0;58.9
306;Contact vrienden: minder 1 x per maand;Waarde;2022;7.2;6.9;17.6;75.5;7.1;6.9;18.4;74.7;6.4;16.3;29.2;54.5;7.1;12.4;16.1;71.5;57.4
307;Contact vrienden: minder 1 x per maand;Waarde;2023;7.3;4.6;14.9;80.5;7.3;4.6;17.2;78.2;6.5;15.4;27.8;56.8;7.3;8.1;17.7;74.3;57.4
308;Contact vrienden: minder 1 x per maand;Ondergrens 95%-interval;2013;7.2;2.3;13.8;72.7;6.9;4.8;14.2;68.9;6.5;8.1;21.1;57.1;7.0;6.5;14.8;66.0;46.0
309;Contact vrienden: minder 1 x per maand;Ondergrens 95%-interval;2014;7.1;3.7;11.5;74.2;7.0;4.6;12.2;72.2;6.6;9.8;18.0;59.2;6.9;8.4;13.9;65.4;45.4
310;Contact vrienden: minder 1 x per maand;Ondergrens 95%-interval;2015;7.1;3.4;12.9;72.7;6.9;5.5;14.8;67.9;6.6;6.9;22.6;57.5;6.9;9.5;14.9;63.1;48.8
311;Contact vrienden: minder 1 x per maand;Ondergrens 95%-interval;2016;7.2;4.1;9.3;76.1;6.8;6.6;14.6;66.6;6.4;9.9;21.6;55.0;6.7;8.7;15.3;63.5;42.4
312;Contact vrienden: minder 1 x per maand;Ondergrens 95%-interval;2017;7.0;4.5;10.9;73.2;7.0;5.6;11.5;71.1;6.4;9.5;18.1;58.9;6.8;9.9;16.6;60.0;51.3
313;Contact vrienden: minder 1 x per maand;Ondergrens 95%-interval;2018;7.1;4.0;11.1;73.7;7.0;3.4;13.4;71.7;6.3;9.5;21.4;55.1;6.7;8.9;13.7;64.6;48.8
314;Contact vrienden: minder 1 x per maand;Ondergrens 95%-interval;2019;7.2;2.7;10.2;76.4;7.1;2.7;12.4;73.5;6.6;7.8;19.7;59.0;7.0;6.9;17.0;63.2;52.7
315;Contact vrienden: minder 1 x per maand;Ondergrens 95%-interval;2020;7.0;3.2;14.2;71.2;7.0;3.3;14.4;70.8;6.4;9.1;24.2;52.9;7.0;7.8;13.4;66.5;51.3
316;Contact vrienden: minder 1 x per maand;Ondergrens 95%-interval;2021;7.2;1.1;11.2;77.5;7.1;2.0;15.5;71.2;6.3;11.4;23.3;51.1;7.0;8.5;10.8;68.7;53.3
317;Contact vrienden: minder 1 x per maand;Ondergrens 95%-interval;2022;7.0;4.6;14.1;70.9;7.0;4.7;14.8;70.0;6.2;12.9;24.9;49.6;6.9;9.4;12.7;66.7;52.5
318;Contact vrienden: minder 1 x per maand;Ondergrens 95%-interval;2023;7.2;2.7;11.3;75.7;7.1;2.7;13.3;73.2;6.3;11.8;23.2;51.4;7.1;5.4;13.8;69.0;52.0
319;Contact vrienden: minder 1 x per maand;Bovengrens 95%-interval;2013;7.5;7.0;23.0;82.5;7.3;11.7;22.9;79.1;7.0;15.9;31.0;68.1;7.5;13.5;24.0;76.6;57.6
320;Contact vrienden: minder 1 x per maand;Bovengrens 95%-interval;2014;7.5;9.2;19.4;83.2;7.4;10.5;20.3;81.5;7.0;17.6;27.0;69.7;7.3;15.5;22.5;75.5;56.7
321;Contact vrienden: minder 1 x per maand;Bovengrens 95%-interval;2015;7.4;8.9;21.4;82.0;7.3;11.9;23.5;77.7;7.0;13.8;32.4;68.2;7.3;17.1;23.4;73.3;59.9
322;Contact vrienden: minder 1 x per maand;Bovengrens 95%-interval;2016;7.5;10.0;16.8;85.0;7.2;13.6;23.2;76.7;6.9;17.8;31.2;65.8;7.2;16.0;24.0;73.7;53.7
323;Contact vrienden: minder 1 x per maand;Bovengrens 95%-interval;2017;7.4;11.0;19.1;82.8;7.4;12.5;19.7;80.9;6.9;17.9;27.3;69.7;7.3;18.1;26.0;70.8;62.7
324;Contact vrienden: minder 1 x per maand;Bovengrens 95%-interval;2018;7.4;9.7;19.6;83.2;7.3;8.9;22.4;81.5;6.8;18.1;31.2;66.2;7.2;16.4;22.7;75.1;60.2
325;Contact vrienden: minder 1 x per maand;Bovengrens 95%-interval;2019;7.5;8.4;18.3;85.7;7.4;8.1;21.5;83.4;7.0;15.5;29.5;70.0;7.4;13.5;26.9;73.9;64.2
326;Contact vrienden: minder 1 x per maand;Bovengrens 95%-interval;2020;7.4;8.4;23.3;81.1;7.3;8.7;23.5;80.7;6.8;16.6;34.5;63.8;7.4;15.2;21.9;76.6;62.4
327;Contact vrienden: minder 1 x per maand;Bovengrens 95%-interval;2021;7.5;5.3;19.8;86.6;7.4;7.2;24.7;81.1;6.7;20.1;33.3;62.2;7.4;16.3;18.4;78.6;64.5
328;Contact vrienden: minder 1 x per maand;Bovengrens 95%-interval;2022;7.3;10.0;21.8;79.6;7.3;10.1;22.6;78.8;6.6;20.5;33.8;59.4;7.3;16.3;20.2;75.8;62.4
329;Contact vrienden: minder 1 x per maand;Bovengrens 95%-interval;2023;7.5;7.8;19.3;84.5;7.5;7.8;21.8;82.5;6.7;19.9;32.9;62.0;7.5;11.9;22.4;78.9;62.8
330;Contact vrienden: zelden of nooit;Waarde;2013;6.8;11.3;24.2;64.5;6.6;11.7;27.1;61.2;6.0;23.1;33.6;43.2;6.9;15.0;22.4;62.6;37.9
331;Contact vrienden: zelden of nooit;Waarde;2014;6.9;9.7;22.5;67.8;6.6;14.8;22.5;62.7;6.0;23.5;26.7;49.9;7.2;12.1;19.3;68.6;26.6
332;Contact vrienden: zelden of nooit;Waarde;2015;6.8;13.0;19.7;67.3;6.5;17.2;22.2;60.6;5.9;25.7;25.3;49.1;6.7;16.1;24.5;59.3;38.1
333;Contact vrienden: zelden of nooit;Waarde;2016;6.8;14.0;20.0;65.9;6.5;15.6;23.4;61.0;5.8;28.3;25.3;46.3;7.0;14.7;18.0;67.3;36.4
334;Contact vrienden: zelden of nooit;Waarde;2017;6.5;15.6;27.6;56.8;6.3;20.0;25.4;54.7;5.8;24.5;33.9;41.6;6.8;11.7;25.2;63.1;32.2
335;Contact vrienden: zelden of nooit;Waarde;2018;6.4;17.0;29.6;53.3;6.3;15.4;31.4;53.2;5.6;28.2;34.1;37.7;6.9;14.5;21.8;63.7;34.5
336;Contact vrienden: zelden of nooit;Waarde;2019;6.5;16.8;22.2;61.0;6.4;15.6;26.3;58.1;5.6;27.6;30.8;41.6;6.9;15.6;20.5;64.0;33.8
337;Contact vrienden: zelden of nooit;Waarde;2020;6.6;12.4;26.8;60.9;6.5;14.5;31.0;54.5;5.6;32.5;26.3;41.2;7.2;16.7;15.0;68.2;34.5
338;Contact vrienden: zelden of nooit;Waarde;2021;6.7;10.6;25.9;63.4;6.5;14.0;29.3;56.7;5.6;30.2;28.3;41.5;7.2;13.2;17.8;69.0;47.8
339;Contact vrienden: zelden of nooit;Waarde;2022;6.6;13.8;25.3;60.9;6.6;14.4;23.7;61.9;5.6;29.7;31.9;38.5;7.3;12.2;15.8;72.0;42.2
340;Contact vrienden: zelden of nooit;Waarde;2023;6.5;14.1;29.0;56.8;6.4;16.5;28.6;54.9;5.3;32.9;33.5;33.5;7.1;14.3;19.1;66.6;38.8
341;Contact vrienden: zelden of nooit;Ondergrens 95%-interval;2013;6.5;7.2;18.1;56.7;6.3;7.5;20.8;53.4;5.6;17.3;26.6;35.9;6.5;10.1;16.7;54.9;30.3
342;Contact vrienden: zelden of nooit;Ondergrens 95%-interval;2014;6.6;6.2;17.0;60.6;6.3;10.3;16.9;55.4;5.7;17.8;20.8;42.7;6.9;8.0;14.2;61.5;20.4
343;Contact vrienden: zelden of nooit;Ondergrens 95%-interval;2015;6.5;8.7;14.6;60.1;6.2;12.3;16.7;53.3;5.6;19.9;19.6;42.0;6.3;11.5;18.8;52.1;31.0
344;Contact vrienden: zelden of nooit;Ondergrens 95%-interval;2016;6.5;9.6;14.8;58.7;6.2;10.9;17.8;53.7;5.5;22.1;19.7;39.3;6.6;10.3;13.0;60.2;29.3
345;Contact vrienden: zelden of nooit;Ondergrens 95%-interval;2017;6.2;10.7;21.5;49.4;6.0;14.5;19.5;47.3;5.4;18.6;27.3;34.6;6.5;7.5;19.2;55.6;25.2
346;Contact vrienden: zelden of nooit;Ondergrens 95%-interval;2018;6.1;12.2;23.4;46.2;6.1;10.9;25.2;46.0;5.3;22.3;27.8;31.2;6.6;10.2;16.7;56.8;27.7
347;Contact vrienden: zelden of nooit;Ondergrens 95%-interval;2019;6.2;11.7;16.8;53.6;6.1;10.8;20.4;50.8;5.3;21.6;24.6;34.8;6.5;10.9;15.3;56.8;27.0
348;Contact vrienden: zelden of nooit;Ondergrens 95%-interval;2020;6.3;8.2;20.8;53.6;6.2;10.1;24.6;47.3;5.2;26.1;20.4;34.4;6.8;11.8;10.5;61.0;27.8
349;Contact vrienden: zelden of nooit;Ondergrens 95%-interval;2021;6.4;6.5;19.6;55.6;6.2;9.1;22.8;49.0;5.3;23.6;22.0;34.4;6.8;8.9;12.6;61.5;40.1
350;Contact vrienden: zelden of nooit;Ondergrens 95%-interval;2022;6.3;9.7;20.0;54.3;6.3;10.2;18.5;55.3;5.3;24.0;26.2;32.4;7.0;8.4;11.5;65.7;35.6
351;Contact vrienden: zelden of nooit;Ondergrens 95%-interval;2023;6.2;9.9;23.2;50.0;6.1;11.9;22.8;48.1;4.9;27.0;27.6;27.7;6.8;10.1;14.4;59.9;32.3
352;Contact vrienden: zelden of nooit;Bovengrens 95%-interval;2013;7.0;17.2;31.7;71.5;6.9;17.7;34.6;68.4;6.3;30.2;41.4;50.9;7.3;21.5;29.4;69.7;45.5
353;Contact vrienden: zelden of nooit;Bovengrens 95%-interval;2014;7.2;14.9;29.2;74.2;6.9;20.8;29.3;69.4;6.3;30.3;33.6;57.0;7.5;17.8;25.7;75.0;32.9
354;Contact vrienden: zelden of nooit;Bovengrens 95%-interval;2015;7.1;18.9;26.2;73.7;6.8;23.5;28.8;67.4;6.3;32.4;32.0;56.1;7.0;22.2;31.3;66.2;45.3
355;Contact vrienden: zelden of nooit;Bovengrens 95%-interval;2016;7.0;20.1;26.5;72.5;6.8;21.8;30.2;67.8;6.2;35.5;32.0;53.6;7.3;20.6;24.3;73.8;43.6
356;Contact vrienden: zelden of nooit;Bovengrens 95%-interval;2017;6.7;22.1;34.6;64.0;6.6;26.8;32.2;61.9;6.1;31.5;41.3;48.9;7.1;17.7;32.4;70.1;39.1
357;Contact vrienden: zelden of nooit;Bovengrens 95%-interval;2018;6.7;23.2;36.7;60.4;6.6;21.4;38.3;60.2;5.9;35.0;41.1;44.6;7.3;20.1;28.0;70.1;41.2
358;Contact vrienden: zelden of nooit;Bovengrens 95%-interval;2019;6.8;23.6;28.8;67.8;6.7;22.0;33.2;65.0;6.0;34.5;37.8;48.6;7.2;21.8;26.9;70.6;40.6
359;Contact vrienden: zelden of nooit;Bovengrens 95%-interval;2020;6.9;18.1;33.7;67.7;6.7;20.4;38.3;61.5;5.9;39.7;33.0;48.4;7.5;23.1;21.1;74.7;41.3
360;Contact vrienden: zelden of nooit;Bovengrens 95%-interval;2021;7.0;16.9;33.4;70.6;6.8;20.9;36.7;64.1;6.0;37.7;35.6;48.9;7.5;19.2;24.6;75.6;55.5
361;Contact vrienden: zelden of nooit;Bovengrens 95%-interval;2022;6.9;19.3;31.4;67.1;6.9;19.8;29.8;68.1;5.9;36.1;38.1;44.8;7.6;17.3;21.4;77.6;48.7
362;Contact vrienden: zelden of nooit;Bovengrens 95%-interval;2023;6.8;19.8;35.7;63.4;6.7;22.4;35.2;61.6;5.6;39.5;40.0;39.9;7.4;19.8;25.0;72.6;45.4
363;Contact buren: dagelijks;Waarde;2013;7.9;1.8;7.6;90.5;7.7;2.6;10.2;87.2;8.0;1.4;9.5;89.1;7.8;4.7;13.9;81.4;53.1
364;Contact buren: dagelijks;Waarde;2014;7.8;2.2;9.3;88.5;7.7;3.5;10.4;86.1;7.9;3.8;8.9;87.2;7.7;6.8;13.0;80.2;52.1
365;Contact buren: dagelijks;Waarde;2015;7.9;2.5;8.7;88.8;7.7;3.6;10.6;85.8;8.0;2.2;8.3;89.4;7.6;6.2;13.9;79.9;54.0
366;Contact buren: dagelijks;Waarde;2016;7.9;2.0;9.0;89.0;7.8;2.9;10.8;86.3;8.0;2.6;9.5;88.0;7.6;6.7;16.0;77.3;51.8
367;Contact buren: dagelijks;Waarde;2017;7.9;1.6;9.7;88.7;7.8;2.7;9.5;87.7;8.0;2.2;7.9;89.9;7.8;4.8;13.5;81.7;54.5
368;Contact buren: dagelijks;Waarde;2018;7.8;2.2;7.9;89.9;7.8;1.7;9.6;88.7;7.9;2.8;10.9;86.3;7.7;5.4;14.5;80.1;56.0
369;Contact buren: dagelijks;Waarde;2019;7.9;1.7;6.4;91.9;7.9;1.9;8.7;89.4;8.0;2.0;8.8;89.2;7.7;6.3;14.5;79.2;56.8
370;Contact buren: dagelijks;Waarde;2020;7.9;1.6;7.8;90.6;7.9;1.2;10.8;87.9;8.0;2.5;10.2;87.3;7.8;4.5;12.3;83.2;59.7
371;Contact buren: dagelijks;Waarde;2021;7.8;2.4;7.4;90.2;7.8;2.2;8.4;89.4;7.8;3.4;11.7;84.8;7.8;4.9;12.3;82.8;59.7
372;Contact buren: dagelijks;Waarde;2022;7.9;1.9;8.4;89.7;7.8;1.9;11.4;86.7;7.9;3.3;10.0;86.7;7.7;5.2;15.0;79.8;59.8
373;Contact buren: dagelijks;Waarde;2023;7.8;1.6;9.5;88.9;7.7;2.1;11.2;86.6;7.9;3.0;9.8;87.2;7.7;5.4;15.0;79.6;60.3
374;Contact buren: dagelijks;Ondergrens 95%-interval;2013;7.8;1.1;6.1;88.5;7.6;1.7;8.5;85.0;8.0;0.8;7.9;87.1;7.7;3.6;11.9;78.9;50.1
375;Contact buren: dagelijks;Ondergrens 95%-interval;2014;7.7;1.5;7.7;86.4;7.6;2.5;8.7;83.8;7.8;2.8;7.3;85.0;7.6;5.4;11.1;77.6;49.0
376;Contact buren: dagelijks;Ondergrens 95%-interval;2015;7.8;1.6;7.1;86.7;7.6;2.6;8.8;83.5;7.9;1.5;6.7;87.4;7.5;4.9;11.9;77.3;51.0
377;Contact buren: dagelijks;Ondergrens 95%-interval;2016;7.8;1.2;7.3;86.8;7.7;1.9;9.0;83.9;7.9;1.7;7.8;85.7;7.5;5.3;13.8;74.5;48.6
378;Contact buren: dagelijks;Ondergrens 95%-interval;2017;7.8;0.9;7.9;86.4;7.7;1.8;7.7;85.3;7.9;1.4;6.3;87.7;7.7;3.5;11.4;79.0;51.3
379;Contact buren: dagelijks;Ondergrens 95%-interval;2018;7.7;1.4;6.2;87.6;7.7;1.0;7.7;86.3;7.8;1.9;8.9;83.8;7.6;4.0;12.2;77.3;52.6
380;Contact buren: dagelijks;Ondergrens 95%-interval;2019;7.8;1.0;4.9;89.8;7.8;1.1;7.0;87.1;7.9;1.2;7.1;86.9;7.6;4.8;12.3;76.4;53.6
381;Contact buren: dagelijks;Ondergrens 95%-interval;2020;7.8;1.0;6.0;88.3;7.8;0.7;8.8;85.4;7.9;1.6;8.2;84.8;7.7;3.3;10.1;80.4;56.3
382;Contact buren: dagelijks;Ondergrens 95%-interval;2021;7.7;1.4;5.6;87.5;7.7;1.2;6.4;86.7;7.7;2.3;9.4;81.8;7.7;3.4;9.8;79.5;55.8
383;Contact buren: dagelijks;Ondergrens 95%-interval;2022;7.8;1.2;6.8;87.6;7.7;1.2;9.5;84.4;7.8;2.3;8.2;84.3;7.6;3.8;12.8;77.0;56.6
384;Contact buren: dagelijks;Ondergrens 95%-interval;2023;7.7;0.9;7.7;86.5;7.6;1.3;9.2;84.1;7.8;2.1;7.9;84.8;7.6;4.0;12.6;76.7;57.0
385;Contact buren: dagelijks;Bovengrens 95%-interval;2013;8.0;3.0;9.5;92.2;7.8;3.9;12.2;89.1;8.1;2.3;11.4;90.8;7.9;6.2;16.1;83.6;56.1
386;Contact buren: dagelijks;Bovengrens 95%-interval;2014;7.9;3.3;11.2;90.3;7.8;4.9;12.5;88.1;8.0;5.3;10.9;89.1;7.8;8.6;15.2;82.5;55.1
387;Contact buren: dagelijks;Bovengrens 95%-interval;2015;7.9;3.7;10.7;90.7;7.8;4.9;12.7;87.9;8.0;3.3;10.2;91.2;7.8;7.9;16.1;82.3;57.1
388;Contact buren: dagelijks;Bovengrens 95%-interval;2016;7.9;3.1;11.1;90.9;7.8;4.2;13.0;88.4;8.1;3.8;11.5;89.9;7.7;8.6;18.4;79.8;55.1
389;Contact buren: dagelijks;Bovengrens 95%-interval;2017;8.0;2.7;11.9;90.6;7.9;4.0;11.7;89.8;8.1;3.6;9.8;91.7;7.9;6.5;16.0;84.2;57.8
390;Contact buren: dagelijks;Bovengrens 95%-interval;2018;7.9;3.5;10.0;91.8;7.9;2.8;11.9;90.7;8.0;4.2;13.2;88.5;7.8;7.1;17.1;82.7;59.3
391;Contact buren: dagelijks;Bovengrens 95%-interval;2019;8.0;2.8;8.3;93.6;7.9;3.2;10.8;91.3;8.1;3.2;10.9;91.1;7.9;8.1;17.0;81.8;60.1
392;Contact buren: dagelijks;Bovengrens 95%-interval;2020;8.0;2.7;10.0;92.5;8.0;2.2;13.3;90.1;8.1;3.8;12.6;89.5;7.9;6.2;14.8;85.7;63.1
393;Contact buren: dagelijks;Bovengrens 95%-interval;2021;7.9;4.0;9.8;92.3;7.9;4.1;10.8;91.6;7.9;5.2;14.5;87.4;8.0;7.0;15.3;85.7;63.5
394;Contact buren: dagelijks;Bovengrens 95%-interval;2022;8.0;3.0;10.4;91.5;7.9;2.9;13.7;88.8;8.0;4.7;12.1;88.7;7.9;7.0;17.5;82.4;62.9
395;Contact buren: dagelijks;Bovengrens 95%-interval;2023;7.9;2.7;11.8;90.9;7.8;3.4;13.6;88.8;8.0;4.5;12.0;89.3;7.8;7.3;17.6;82.3;63.6
396;Contact buren: wekelijks;Waarde;2013;7.8;2.3;8.6;89.1;7.6;3.2;11.7;85.2;7.7;3.0;10.7;86.3;7.5;6.7;16.4;76.9;60.7
397;Contact buren: wekelijks;Waarde;2014;7.8;1.3;8.2;90.4;7.7;2.1;10.5;87.5;7.8;2.3;10.7;86.9;7.4;6.6;16.4;77.0;59.7
398;Contact buren: wekelijks;Waarde;2015;7.7;2.0;9.0;88.9;7.6;3.0;11.1;85.9;7.7;3.0;11.1;85.9;7.4;6.8;16.6;76.6;61.8
399;Contact buren: wekelijks;Waarde;2016;7.8;2.2;8.2;89.7;7.7;2.1;10.7;87.2;7.8;2.6;11.1;86.4;7.4;6.4;17.4;76.2;61.5
400;Contact buren: wekelijks;Waarde;2017;7.8;2.0;7.7;90.4;7.7;2.0;9.5;88.4;7.8;2.8;10.7;86.5;7.4;7.2;16.7;76.2;64.8
401;Contact buren: wekelijks;Waarde;2018;7.7;2.2;8.0;89.8;7.7;1.9;9.8;88.3;7.7;2.9;11.7;85.4;7.4;7.3;16.9;75.8;64.2
402;Contact buren: wekelijks;Waarde;2019;7.8;1.6;7.7;90.7;7.8;1.3;8.7;90.0;7.7;2.8;11.3;85.9;7.4;6.6;16.0;77.3;63.6
403;Contact buren: wekelijks;Waarde;2020;7.8;2.1;8.1;89.7;7.7;1.8;9.8;88.4;7.7;3.7;12.0;84.3;7.6;5.4;15.1;79.5;65.7
404;Contact buren: wekelijks;Waarde;2021;7.8;2.7;7.7;89.6;7.7;2.2;10.1;87.7;7.5;5.7;14.3;80.0;7.6;6.0;15.9;78.1;68.5
405;Contact buren: wekelijks;Waarde;2022;7.7;2.0;8.2;89.8;7.7;2.2;10.3;87.5;7.6;3.3;13.7;83.0;7.5;5.4;17.6;77.1;69.5
406;Contact buren: wekelijks;Waarde;2023;7.8;1.3;9.0;89.7;7.7;1.6;10.0;88.5;7.7;2.3;11.9;85.8;7.5;5.5;17.2;77.3;70.8
407;Contact buren: wekelijks;Ondergrens 95%-interval;2013;7.7;1.8;7.5;87.9;7.5;2.5;10.5;83.7;7.7;2.4;9.6;84.9;7.4;5.8;15.0;75.3;58.9
408;Contact buren: wekelijks;Ondergrens 95%-interval;2014;7.8;1.0;7.3;89.3;7.6;1.6;9.4;86.2;7.8;1.8;9.6;85.7;7.4;5.8;15.1;75.4;57.9
409;Contact buren: wekelijks;Ondergrens 95%-interval;2015;7.7;1.6;8.0;87.7;7.6;2.4;10.0;84.6;7.7;2.5;10.0;84.6;7.4;5.9;15.4;75.1;60.0
410;Contact buren: wekelijks;Ondergrens 95%-interval;2016;7.7;1.7;7.2;88.5;7.6;1.7;9.6;85.9;7.7;2.0;10.0;85.1;7.4;5.6;16.1;74.7;59.8
411;Contact buren: wekelijks;Ondergrens 95%-interval;2017;7.8;1.5;6.8;89.2;7.7;1.6;8.5;87.2;7.7;2.2;9.6;85.2;7.3;6.3;15.4;74.6;63.1
412;Contact buren: wekelijks;Ondergrens 95%-interval;2018;7.7;1.7;7.0;88.6;7.6;1.5;8.8;87.0;7.7;2.4;10.6;84.1;7.3;6.4;15.6;74.3;62.5
413;Contact buren: wekelijks;Ondergrens 95%-interval;2019;7.7;1.2;6.8;89.5;7.7;1.0;7.6;88.8;7.7;2.3;10.2;84.5;7.4;5.8;14.7;75.7;61.8
414;Contact buren: wekelijks;Ondergrens 95%-interval;2020;7.7;1.6;7.1;88.5;7.7;1.4;8.7;87.0;7.7;3.1;10.8;82.9;7.5;4.6;13.9;77.9;63.9
415;Contact buren: wekelijks;Ondergrens 95%-interval;2021;7.7;2.1;6.7;88.3;7.7;1.6;9.0;86.3;7.5;4.8;13.0;78.4;7.5;5.1;14.5;76.4;66.7
416;Contact buren: wekelijks;Ondergrens 95%-interval;2022;7.7;1.6;7.3;88.7;7.6;1.7;9.3;86.2;7.6;2.7;12.5;81.6;7.4;4.6;16.2;75.5;67.8
417;Contact buren: wekelijks;Ondergrens 95%-interval;2023;7.7;0.9;8.0;88.5;7.7;1.2;8.9;87.2;7.6;1.8;10.8;84.5;7.4;4.7;15.8;75.7;69.1
418;Contact buren: wekelijks;Bovengrens 95%-interval;2013;7.8;3.0;9.7;90.3;7.7;3.9;13.0;86.5;7.8;3.8;12.0;87.5;7.5;7.7;17.8;78.5;62.5
419;Contact buren: wekelijks;Bovengrens 95%-interval;2014;7.9;1.8;9.3;91.5;7.7;2.7;11.6;88.6;7.9;3.0;11.9;88.1;7.5;7.6;17.7;78.5;61.4
420;Contact buren: wekelijks;Bovengrens 95%-interval;2015;7.8;2.6;10.1;90.0;7.7;3.7;12.2;87.2;7.8;3.7;12.3;87.1;7.5;7.7;18.0;78.0;63.5
421;Contact buren: wekelijks;Bovengrens 95%-interval;2016;7.8;2.8;9.2;90.7;7.7;2.7;11.9;88.3;7.8;3.2;12.2;87.6;7.5;7.3;18.8;77.7;63.3
422;Contact buren: wekelijks;Bovengrens 95%-interval;2017;7.9;2.5;8.7;91.4;7.8;2.6;10.6;89.5;7.8;3.5;11.8;87.7;7.5;8.2;18.0;77.7;66.5
