ID;Geslacht;LeeftijdOp31December;Marges;Perioden;LevensverwachtingLV_1;LVInAlsGoedErvarenGezondheid_2;LVZonderMatigeEnErnstigeBeperking_3;LVZonderErnstigeBeperkingen_4;LVZonderLichteMatigeErnstigeBep_5;LVZonderChronischeZiektes_6;LVZonderChrZiekExclHogeBloeddruk_7;LVZonderPsychischeKlachtenMHI5_8;LVZonderGALIBeperkingen_9;LVZonderErnstigeGALIBeperkingen_10
2148;Mannen;25 jaar;Standaardfout;2022;;0.4;0.3;0.2;0.4;0.4;0.4;0.3;0.4;0.2
2149;Mannen;25 jaar;Standaardfout;2023;;0.4;0.3;0.3;0.4;0.5;0.5;0.3;0.4;0.2
2150;Mannen;30 jaar;Waarde;1981;44.82;33.1;;;;29.9;;;;
2151;Mannen;30 jaar;Waarde;1982;44.83;32.3;;;;28.9;;;;
2152;Mannen;30 jaar;Waarde;1983;44.96;32.7;36.6;;;28.5;;;;
2153;Mannen;30 jaar;Waarde;1984;45.02;31.8;36.3;;;27.9;;;;
2154;Mannen;30 jaar;Waarde;1985;45.03;33.2;37.1;;;27.6;;;;
2155;Mannen;30 jaar;Waarde;1986;45.02;33.7;36.9;;;27.7;;;;
2156;Mannen;30 jaar;Waarde;1987;45.41;33.8;37.1;;;28.0;;;;
2157;Mannen;30 jaar;Waarde;1988;45.56;34.0;37.7;;;27.7;;;;
2158;Mannen;30 jaar;Waarde;1989;45.48;33.5;38.0;;;27.1;;;;
2159;Mannen;30 jaar;Waarde;1990;45.7;33.7;37.6;;;27.3;;;;
2160;Mannen;30 jaar;Waarde;1991;45.86;32.5;38.1;;;26.8;;;;
2161;Mannen;30 jaar;Waarde;1992;46.06;33.0;38.1;;;26.4;;;;
2162;Mannen;30 jaar;Waarde;1993;45.75;33.2;37.5;;;26.9;;;;
2163;Mannen;30 jaar;Waarde;1994;46.24;33.8;37.9;;;26.1;;;;
2164;Mannen;30 jaar;Waarde;1995;46.26;33.8;37.6;;;25.9;;;;
2165;Mannen;30 jaar;Waarde;1996;46.33;34.7;39.3;;;25.2;;;;
2166;Mannen;30 jaar;Waarde;1997;46.74;34.5;40.3;;;25.4;;;;
2167;Mannen;30 jaar;Waarde;1998;46.82;34.9;40.5;;;26.2;;;;
2168;Mannen;30 jaar;Waarde;1999;46.92;34.3;40.3;;;25.3;;;;
2169;Mannen;30 jaar;Waarde;2000;47.12;34.8;40.3;;;24.4;;;;
2170;Mannen;30 jaar;Waarde;2001;47.39;34.8;40.1;43.2;28.0;24.8;27.0;42.2;;
2171;Mannen;30 jaar;Waarde;2002;47.53;35.0;40.5;43.5;27.8;23.2;26.2;43.9;;
2172;Mannen;30 jaar;Waarde;2003;47.75;35.5;40.6;43.7;28.1;25.0;27.6;43.3;;
2173;Mannen;30 jaar;Waarde;2004;48.29;35.4;40.6;44.0;27.8;23.6;25.9;43.8;;
2174;Mannen;30 jaar;Waarde;2005;48.61;35.5;41.6;44.7;27.6;22.5;25.1;44.6;;
2175;Mannen;30 jaar;Waarde;2006;49.0;36.4;41.5;44.7;27.6;23.7;26.3;44.6;;
2176;Mannen;30 jaar;Waarde;2007;49.35;37.3;42.1;45.3;27.4;23.5;26.7;44.5;;
2177;Mannen;30 jaar;Waarde;2008;49.58;36.7;42.0;46.0;28.2;23.4;27.1;45.9;;
2178;Mannen;30 jaar;Waarde;2009;49.82;38.1;42.3;46.0;28.6;23.2;26.5;45.7;;
2179;Mannen;30 jaar;Waarde;2010;50.02;37.0;41.6;45.3;26.6;23.6;26.9;45.2;;
2180;Mannen;30 jaar;Waarde;2011;50.45;36.8;42.8;46.3;27.0;22.2;25.2;45.7;;
2181;Mannen;30 jaar;Waarde;2012;50.41;37.6;43.6;46.7;27.9;24.1;26.8;46.0;;
2182;Mannen;30 jaar;Waarde;2013;50.64;37.4;42.9;46.4;27.5;23.6;26.5;45.7;;
2183;Mannen;30 jaar;Waarde;2014;51.07;37.9;43.6;46.2;31.9;22.8;26.0;46.6;34.4;46.7
2184;Mannen;30 jaar;Waarde;2015;50.91;37.6;44.0;47.0;31.9;21.8;24.9;46.4;35.0;46.7
2185;Mannen;30 jaar;Waarde;2016;51.05;37.7;43.9;47.0;31.3;22.6;25.5;46.5;34.3;46.5
2186;Mannen;30 jaar;Waarde;2017;51.31;37.9;44.8;47.4;32.4;22.6;25.9;46.7;33.8;47.5
2187;Mannen;30 jaar;Waarde;2018;51.36;37.2;44.4;47.3;31.5;22.8;25.9;45.7;34.4;47.4
2188;Mannen;30 jaar;Waarde;2019;51.66;38.4;45.0;48.2;31.5;21.8;25.0;46.8;33.7;48.1
2189;Mannen;30 jaar;Waarde;2020;50.86;39.5;44.4;47.0;30.6;21.9;25.2;46.0;34.2;47.4
2190;Mannen;30 jaar;Waarde;2021;50.86;38.8;44.9;47.4;30.4;23.2;26.0;44.8;33.8;47.9
2191;Mannen;30 jaar;Waarde;2022;51.31;37.2;44.4;47.7;29.6;22.1;25.2;45.6;32.8;47.5
2192;Mannen;30 jaar;Waarde;2023;51.55;37.6;44.1;47.6;29.8;22.1;24.8;45.7;33.5;48.1
2193;Mannen;30 jaar;Standaardfout;1981;;0.4;;;;0.4;;;;
2194;Mannen;30 jaar;Standaardfout;1982;;0.4;;;;0.4;;;;
2195;Mannen;30 jaar;Standaardfout;1983;;0.5;0.4;;;0.6;;;;
2196;Mannen;30 jaar;Standaardfout;1984;;0.4;0.4;;;0.4;;;;
2197;Mannen;30 jaar;Standaardfout;1985;;0.4;0.4;;;0.4;;;;
2198;Mannen;30 jaar;Standaardfout;1986;;0.5;0.3;;;0.6;;;;
2199;Mannen;30 jaar;Standaardfout;1987;;0.4;0.4;;;0.4;;;;
2200;Mannen;30 jaar;Standaardfout;1988;;0.4;0.4;;;0.5;;;;
2201;Mannen;30 jaar;Standaardfout;1989;;0.4;0.4;;;0.4;;;;
2202;Mannen;30 jaar;Standaardfout;1990;;0.4;0.4;;;0.5;;;;
2203;Mannen;30 jaar;Standaardfout;1991;;0.5;0.4;;;0.5;;;;
2204;Mannen;30 jaar;Standaardfout;1992;;0.4;0.4;;;0.4;;;;
2205;Mannen;30 jaar;Standaardfout;1993;;0.4;0.4;;;0.4;;;;
2206;Mannen;30 jaar;Standaardfout;1994;;0.4;0.4;;;0.5;;;;
2207;Mannen;30 jaar;Standaardfout;1995;;0.4;0.4;;;0.4;;;;
2208;Mannen;30 jaar;Standaardfout;1996;;0.4;0.4;;;0.5;;;;
2209;Mannen;30 jaar;Standaardfout;1997;;0.4;0.3;;;0.4;;;;
2210;Mannen;30 jaar;Standaardfout;1998;;0.5;0.4;;;0.5;;;;
2211;Mannen;30 jaar;Standaardfout;1999;;0.4;0.4;;;0.5;;;;
2212;Mannen;30 jaar;Standaardfout;2000;;0.4;0.4;;;0.5;;;;
2213;Mannen;30 jaar;Standaardfout;2001;;0.5;0.4;0.3;0.5;0.5;0.5;0.3;;
2214;Mannen;30 jaar;Standaardfout;2002;;0.5;0.4;0.3;0.5;0.5;0.5;0.3;;
2215;Mannen;30 jaar;Standaardfout;2003;;0.4;0.4;0.3;0.4;0.5;0.5;0.3;;
2216;Mannen;30 jaar;Standaardfout;2004;;0.4;0.3;0.3;0.4;0.4;0.4;0.3;;
2217;Mannen;30 jaar;Standaardfout;2005;;0.4;0.4;0.3;0.4;0.4;0.5;0.3;;
2218;Mannen;30 jaar;Standaardfout;2006;;0.4;0.4;0.3;0.5;0.4;0.5;0.3;;
2219;Mannen;30 jaar;Standaardfout;2007;;0.4;0.4;0.3;0.5;0.5;0.5;0.3;;
2220;Mannen;30 jaar;Standaardfout;2008;;0.4;0.4;0.3;0.5;0.5;0.5;0.3;;
2221;Mannen;30 jaar;Standaardfout;2009;;0.4;0.4;0.3;0.5;0.5;0.5;0.3;;
2222;Mannen;30 jaar;Standaardfout;2010;;0.3;0.4;0.3;0.4;0.4;0.5;0.3;;
2223;Mannen;30 jaar;Standaardfout;2011;;0.3;0.4;0.3;0.5;0.5;0.5;0.3;;
2224;Mannen;30 jaar;Standaardfout;2012;;0.3;0.3;0.3;0.5;0.5;0.5;0.3;;
2225;Mannen;30 jaar;Standaardfout;2013;;0.3;0.4;0.3;0.5;0.5;0.5;0.3;;
2226;Mannen;30 jaar;Standaardfout;2014;;0.4;0.3;0.3;0.4;0.4;0.4;0.3;0.4;0.3
2227;Mannen;30 jaar;Standaardfout;2015;;0.4;0.4;0.3;0.5;0.4;0.4;0.3;0.4;0.3
2228;Mannen;30 jaar;Standaardfout;2016;;0.4;0.3;0.3;0.4;0.4;0.4;0.3;0.4;0.3
2229;Mannen;30 jaar;Standaardfout;2017;;0.4;0.3;0.2;0.4;0.4;0.4;0.3;0.4;0.2
2230;Mannen;30 jaar;Standaardfout;2018;;0.4;0.3;0.2;0.4;0.4;0.4;0.3;0.4;0.2
2231;Mannen;30 jaar;Standaardfout;2019;;0.4;0.3;0.2;0.4;0.4;0.4;0.3;0.4;0.2
2232;Mannen;30 jaar;Standaardfout;2020;;0.4;0.3;0.2;0.4;0.4;0.4;0.3;0.4;0.2
2233;Mannen;30 jaar;Standaardfout;2021;;0.4;0.3;0.2;0.4;0.4;0.4;0.3;0.4;0.2
2234;Mannen;30 jaar;Standaardfout;2022;;0.4;0.3;0.2;0.4;0.4;0.4;0.3;0.4;0.2
2235;Mannen;30 jaar;Standaardfout;2023;;0.4;0.3;0.2;0.4;0.4;0.4;0.3;0.4;0.2
2236;Mannen;35 jaar;Waarde;1981;40.02;28.8;;;;25.9;;;;
2237;Mannen;35 jaar;Waarde;1982;40.0;27.9;;;;24.8;;;;
2238;Mannen;35 jaar;Waarde;1983;40.15;28.4;32.0;;;24.6;;;;
2239;Mannen;35 jaar;Waarde;1984;40.21;27.5;31.8;;;24.1;;;;
2240;Mannen;35 jaar;Waarde;1985;40.21;28.9;32.6;;;23.8;;;;
2241;Mannen;35 jaar;Waarde;1986;40.19;29.2;32.2;;;23.7;;;;
2242;Mannen;35 jaar;Waarde;1987;40.59;29.4;32.5;;;24.2;;;;
2243;Mannen;35 jaar;Waarde;1988;40.75;29.7;33.1;;;23.8;;;;
2244;Mannen;35 jaar;Waarde;1989;40.66;29.1;33.3;;;23.3;;;;
2245;Mannen;35 jaar;Waarde;1990;40.89;29.2;33.0;;;23.5;;;;
2246;Mannen;35 jaar;Waarde;1991;41.05;28.2;33.5;;;23.0;;;;
2247;Mannen;35 jaar;Waarde;1992;41.25;28.7;33.3;;;22.6;;;;
2248;Mannen;35 jaar;Waarde;1993;40.95;28.9;32.9;;;23.1;;;;
2249;Mannen;35 jaar;Waarde;1994;41.44;29.6;33.3;;;22.4;;;;
2250;Mannen;35 jaar;Waarde;1995;41.45;29.4;32.9;;;22.2;;;;
2251;Mannen;35 jaar;Waarde;1996;41.51;30.3;34.7;;;21.5;;;;
2252;Mannen;35 jaar;Waarde;1997;41.92;30.0;35.5;;;21.7;;;;
2253;Mannen;35 jaar;Waarde;1998;41.99;30.5;35.8;;;22.4;;;;
2254;Mannen;35 jaar;Waarde;1999;42.09;29.9;35.7;;;21.6;;;;
2255;Mannen;35 jaar;Waarde;2000;42.28;30.5;35.5;;;20.6;;;;
2256;Mannen;35 jaar;Waarde;2001;42.56;30.4;35.4;38.4;23.8;21.0;23.2;37.6;;
2257;Mannen;35 jaar;Waarde;2002;42.7;30.7;35.7;38.7;23.5;19.8;22.7;39.4;;
2258;Mannen;35 jaar;Waarde;2003;42.91;31.1;35.9;38.9;23.8;21.1;23.7;38.7;;
2259;Mannen;35 jaar;Waarde;2004;43.44;30.9;35.8;39.1;23.4;20.0;22.2;39.4;;
2260;Mannen;35 jaar;Waarde;2005;43.75;31.2;36.8;39.9;23.4;18.9;21.6;40.0;;
2261;Mannen;35 jaar;Waarde;2006;44.15;32.1;36.8;39.8;23.3;20.1;22.7;40.3;;
2262;Mannen;35 jaar;Waarde;2007;44.49;32.9;37.4;40.4;23.3;19.9;23.0;40.1;;
2263;Mannen;35 jaar;Waarde;2008;44.73;32.2;37.2;41.1;23.9;19.5;23.0;41.2;;
2264;Mannen;35 jaar;Waarde;2009;44.95;33.8;37.5;41.1;24.4;19.4;22.6;41.2;;
2265;Mannen;35 jaar;Waarde;2010;45.16;32.7;37.0;40.7;22.7;20.3;23.5;41.1;;
2266;Mannen;35 jaar;Waarde;2011;45.58;32.3;38.0;41.6;22.8;18.6;21.6;41.3;;
2267;Mannen;35 jaar;Waarde;2012;45.55;33.2;38.9;42.0;23.8;20.4;23.1;41.8;;
2268;Mannen;35 jaar;Waarde;2013;45.75;33.2;38.2;41.6;23.4;20.0;22.8;41.4;;
2269;Mannen;35 jaar;Waarde;2014;46.21;33.7;38.9;41.4;27.6;19.3;22.5;42.1;30.3;42.0
2270;Mannen;35 jaar;Waarde;2015;46.04;33.3;39.2;42.2;27.4;18.4;21.4;41.9;30.8;42.0
2271;Mannen;35 jaar;Waarde;2016;46.19;33.3;39.2;42.2;27.0;19.1;22.0;42.1;30.2;41.8
2272;Mannen;35 jaar;Waarde;2017;46.44;33.6;39.9;42.6;28.2;18.9;22.1;42.2;29.8;42.9
2273;Mannen;35 jaar;Waarde;2018;46.49;33.2;39.8;42.6;27.4;19.3;22.4;41.6;30.7;42.8
2274;Mannen;35 jaar;Waarde;2019;46.78;33.8;40.2;43.4;27.2;18.3;21.4;42.5;29.6;43.3
2275;Mannen;35 jaar;Waarde;2020;45.99;35.1;39.6;42.2;26.5;18.2;21.4;41.5;29.9;42.6
2276;Mannen;35 jaar;Waarde;2021;45.99;34.5;40.0;42.5;26.2;19.5;22.2;40.6;29.8;43.1
2277;Mannen;35 jaar;Waarde;2022;46.44;33.0;39.9;43.0;25.7;18.6;21.6;41.5;28.9;42.8
2278;Mannen;35 jaar;Waarde;2023;46.69;33.4;39.6;42.8;25.8;18.9;21.6;41.4;29.5;43.3
2279;Mannen;35 jaar;Standaardfout;1981;;0.4;;;;0.4;;;;
2280;Mannen;35 jaar;Standaardfout;1982;;0.4;;;;0.4;;;;
2281;Mannen;35 jaar;Standaardfout;1983;;0.5;0.3;;;0.5;;;;
2282;Mannen;35 jaar;Standaardfout;1984;;0.4;0.4;;;0.4;;;;
2283;Mannen;35 jaar;Standaardfout;1985;;0.4;0.4;;;0.4;;;;
2284;Mannen;35 jaar;Standaardfout;1986;;0.5;0.3;;;0.6;;;;
2285;Mannen;35 jaar;Standaardfout;1987;;0.4;0.4;;;0.4;;;;
2286;Mannen;35 jaar;Standaardfout;1988;;0.4;0.4;;;0.5;;;;
2287;Mannen;35 jaar;Standaardfout;1989;;0.4;0.4;;;0.4;;;;
2288;Mannen;35 jaar;Standaardfout;1990;;0.4;0.4;;;0.5;;;;
2289;Mannen;35 jaar;Standaardfout;1991;;0.5;0.4;;;0.5;;;;
2290;Mannen;35 jaar;Standaardfout;1992;;0.4;0.4;;;0.4;;;;
2291;Mannen;35 jaar;Standaardfout;1993;;0.4;0.4;;;0.4;;;;
2292;Mannen;35 jaar;Standaardfout;1994;;0.4;0.4;;;0.5;;;;
2293;Mannen;35 jaar;Standaardfout;1995;;0.4;0.4;;;0.4;;;;
2294;Mannen;35 jaar;Standaardfout;1996;;0.4;0.4;;;0.5;;;;
2295;Mannen;35 jaar;Standaardfout;1997;;0.4;0.3;;;0.4;;;;
2296;Mannen;35 jaar;Standaardfout;1998;;0.5;0.4;;;0.5;;;;
2297;Mannen;35 jaar;Standaardfout;1999;;0.4;0.4;;;0.5;;;;
2298;Mannen;35 jaar;Standaardfout;2000;;0.4;0.4;;;0.5;;;;
2299;Mannen;35 jaar;Standaardfout;2001;;0.4;0.4;0.3;0.4;0.5;0.5;0.3;;
2300;Mannen;35 jaar;Standaardfout;2002;;0.4;0.4;0.3;0.5;0.5;0.5;0.3;;
2301;Mannen;35 jaar;Standaardfout;2003;;0.4;0.4;0.3;0.4;0.4;0.5;0.3;;
2302;Mannen;35 jaar;Standaardfout;2004;;0.4;0.3;0.3;0.4;0.4;0.4;0.3;;
2303;Mannen;35 jaar;Standaardfout;2005;;0.4;0.4;0.3;0.4;0.4;0.4;0.3;;
2304;Mannen;35 jaar;Standaardfout;2006;;0.4;0.4;0.3;0.4;0.4;0.4;0.3;;
2305;Mannen;35 jaar;Standaardfout;2007;;0.4;0.4;0.3;0.5;0.4;0.5;0.3;;
2306;Mannen;35 jaar;Standaardfout;2008;;0.4;0.4;0.3;0.5;0.5;0.5;0.3;;
2307;Mannen;35 jaar;Standaardfout;2009;;0.4;0.4;0.3;0.5;0.5;0.5;0.3;;
2308;Mannen;35 jaar;Standaardfout;2010;;0.3;0.3;0.3;0.4;0.4;0.4;0.3;;
2309;Mannen;35 jaar;Standaardfout;2011;;0.3;0.4;0.3;0.5;0.4;0.5;0.3;;
2310;Mannen;35 jaar;Standaardfout;2012;;0.3;0.3;0.3;0.5;0.4;0.5;0.3;;
2311;Mannen;35 jaar;Standaardfout;2013;;0.3;0.4;0.3;0.5;0.5;0.5;0.3;;
2312;Mannen;35 jaar;Standaardfout;2014;;0.4;0.3;0.3;0.4;0.4;0.4;0.3;0.4;0.3
2313;Mannen;35 jaar;Standaardfout;2015;;0.4;0.4;0.3;0.5;0.4;0.4;0.3;0.4;0.3
2314;Mannen;35 jaar;Standaardfout;2016;;0.4;0.3;0.3;0.4;0.4;0.4;0.3;0.4;0.3
2315;Mannen;35 jaar;Standaardfout;2017;;0.4;0.3;0.2;0.4;0.4;0.4;0.3;0.4;0.2
2316;Mannen;35 jaar;Standaardfout;2018;;0.4;0.3;0.2;0.4;0.4;0.4;0.3;0.4;0.2
2317;Mannen;35 jaar;Standaardfout;2019;;0.4;0.3;0.2;0.4;0.4;0.4;0.2;0.4;0.2
2318;Mannen;35 jaar;Standaardfout;2020;;0.4;0.3;0.2;0.4;0.4;0.4;0.3;0.4;0.2
2319;Mannen;35 jaar;Standaardfout;2021;;0.4;0.3;0.2;0.4;0.4;0.4;0.3;0.4;0.2
2320;Mannen;35 jaar;Standaardfout;2022;;0.4;0.3;0.2;0.4;0.4;0.4;0.3;0.4;0.2
2321;Mannen;35 jaar;Standaardfout;2023;;0.4;0.3;0.2;0.4;0.4;0.4;0.3;0.4;0.2
2322;Mannen;40 jaar;Waarde;1981;35.25;24.6;;;;21.9;;;;
2323;Mannen;40 jaar;Waarde;1982;35.24;23.7;;;;20.7;;;;
2324;Mannen;40 jaar;Waarde;1983;35.38;24.3;27.4;;;20.8;;;;
2325;Mannen;40 jaar;Waarde;1984;35.45;23.5;27.2;;;20.3;;;;
2326;Mannen;40 jaar;Waarde;1985;35.43;24.7;28.0;;;20.0;;;;
2327;Mannen;40 jaar;Waarde;1986;35.41;24.9;27.6;;;20.0;;;;
2328;Mannen;40 jaar;Waarde;1987;35.82;25.1;27.9;;;20.3;;;;
2329;Mannen;40 jaar;Waarde;1988;35.97;25.4;28.5;;;20.0;;;;
2330;Mannen;40 jaar;Waarde;1989;35.88;24.9;28.7;;;19.6;;;;
2331;Mannen;40 jaar;Waarde;1990;36.12;25.1;28.5;;;19.7;;;;
2332;Mannen;40 jaar;Waarde;1991;36.29;24.1;28.9;;;19.3;;;;
2333;Mannen;40 jaar;Waarde;1992;36.49;24.4;28.7;;;19.0;;;;
2334;Mannen;40 jaar;Waarde;1993;36.18;24.7;28.3;;;19.3;;;;
2335;Mannen;40 jaar;Waarde;1994;36.67;25.4;28.7;;;18.8;;;;
2336;Mannen;40 jaar;Waarde;1995;36.69;25.3;28.2;;;18.6;;;;
2337;Mannen;40 jaar;Waarde;1996;36.73;26.1;30.1;;;17.8;;;;
2338;Mannen;40 jaar;Waarde;1997;37.14;25.7;30.8;;;18.1;;;;
2339;Mannen;40 jaar;Waarde;1998;37.18;26.1;31.1;;;18.8;;;;
2340;Mannen;40 jaar;Waarde;1999;37.3;25.6;31.0;;;17.9;;;;
2341;Mannen;40 jaar;Waarde;2000;37.48;26.2;30.8;;;17.2;;;;
2342;Mannen;40 jaar;Waarde;2001;37.76;26.1;30.7;33.7;19.8;17.3;19.3;33.3;;
2343;Mannen;40 jaar;Waarde;2002;37.9;26.5;31.0;33.9;19.3;16.5;19.3;34.8;;
2344;Mannen;40 jaar;Waarde;2003;38.1;26.8;31.2;34.1;19.6;17.5;19.9;34.2;;
2345;Mannen;40 jaar;Waarde;2004;38.63;26.7;31.1;34.3;19.4;16.6;18.7;34.9;;
2346;Mannen;40 jaar;Waarde;2005;38.93;27.1;32.1;35.1;19.3;15.9;18.4;35.6;;
2347;Mannen;40 jaar;Waarde;2006;39.32;27.8;32.0;35.1;19.2;16.6;19.1;35.8;;
2348;Mannen;40 jaar;Waarde;2007;39.67;28.6;32.7;35.7;19.3;16.4;19.2;35.6;;
2349;Mannen;40 jaar;Waarde;2008;39.9;28.0;32.6;36.4;19.9;16.2;19.6;36.7;;
2350;Mannen;40 jaar;Waarde;2009;40.1;29.5;32.8;36.3;20.3;15.8;19.0;36.7;;
2351;Mannen;40 jaar;Waarde;2010;40.31;28.6;32.3;35.9;18.7;16.7;19.7;36.6;;
2352;Mannen;40 jaar;Waarde;2011;40.74;28.2;33.5;36.9;19.1;15.4;18.2;36.8;;
2353;Mannen;40 jaar;Waarde;2012;40.7;28.9;34.2;37.1;19.7;16.9;19.4;37.2;;
2354;Mannen;40 jaar;Waarde;2013;40.91;28.8;33.4;36.8;19.3;16.9;19.6;36.8;;
2355;Mannen;40 jaar;Waarde;2014;41.37;29.3;34.2;36.6;23.4;15.9;18.9;37.6;26.1;37.3
2356;Mannen;40 jaar;Waarde;2015;41.2;29.2;34.5;37.5;23.1;15.1;18.0;37.6;26.6;37.2
2357;Mannen;40 jaar;Waarde;2016;41.33;29.3;34.6;37.4;22.9;15.9;18.7;37.7;26.3;37.1
2358;Mannen;40 jaar;Waarde;2017;41.59;29.2;35.2;37.8;23.9;15.4;18.5;38.0;25.7;38.1
2359;Mannen;40 jaar;Waarde;2018;41.65;29.1;35.1;37.9;23.2;16.1;19.1;37.2;26.8;38.1
2360;Mannen;40 jaar;Waarde;2019;41.94;29.7;35.5;38.7;23.2;15.1;18.1;38.0;25.6;38.7
2361;Mannen;40 jaar;Waarde;2020;41.16;30.8;35.0;37.5;22.5;15.2;18.3;37.4;26.1;37.9
2362;Mannen;40 jaar;Waarde;2021;41.15;30.5;35.4;37.7;22.2;16.0;18.6;36.5;25.8;38.4
2363;Mannen;40 jaar;Waarde;2022;41.6;29.0;35.3;38.3;21.8;15.2;18.0;37.1;24.8;38.0
2364;Mannen;40 jaar;Waarde;2023;41.86;29.4;35.0;38.2;21.9;15.5;18.0;37.2;25.5;38.6
2365;Mannen;40 jaar;Standaardfout;1981;;0.4;;;;0.4;;;;
2366;Mannen;40 jaar;Standaardfout;1982;;0.4;;;;0.4;;;;
2367;Mannen;40 jaar;Standaardfout;1983;;0.5;0.3;;;0.5;;;;
2368;Mannen;40 jaar;Standaardfout;1984;;0.4;0.4;;;0.4;;;;
2369;Mannen;40 jaar;Standaardfout;1985;;0.4;0.4;;;0.4;;;;
2370;Mannen;40 jaar;Standaardfout;1986;;0.5;0.3;;;0.5;;;;
2371;Mannen;40 jaar;Standaardfout;1987;;0.4;0.4;;;0.4;;;;
2372;Mannen;40 jaar;Standaardfout;1988;;0.4;0.4;;;0.4;;;;
2373;Mannen;40 jaar;Standaardfout;1989;;0.4;0.4;;;0.4;;;;
2374;Mannen;40 jaar;Standaardfout;1990;;0.4;0.4;;;0.5;;;;
2375;Mannen;40 jaar;Standaardfout;1991;;0.5;0.4;;;0.5;;;;
2376;Mannen;40 jaar;Standaardfout;1992;;0.4;0.4;;;0.4;;;;
2377;Mannen;40 jaar;Standaardfout;1993;;0.4;0.4;;;0.4;;;;
2378;Mannen;40 jaar;Standaardfout;1994;;0.4;0.4;;;0.4;;;;
2379;Mannen;40 jaar;Standaardfout;1995;;0.4;0.4;;;0.4;;;;
2380;Mannen;40 jaar;Standaardfout;1996;;0.4;0.4;;;0.4;;;;
2381;Mannen;40 jaar;Standaardfout;1997;;0.4;0.3;;;0.4;;;;
2382;Mannen;40 jaar;Standaardfout;1998;;0.4;0.4;;;0.5;;;;
2383;Mannen;40 jaar;Standaardfout;1999;;0.4;0.4;;;0.4;;;;
2384;Mannen;40 jaar;Standaardfout;2000;;0.4;0.4;;;0.5;;;;
2385;Mannen;40 jaar;Standaardfout;2001;;0.4;0.4;0.3;0.4;0.4;0.5;0.3;;
2386;Mannen;40 jaar;Standaardfout;2002;;0.4;0.4;0.3;0.5;0.5;0.5;0.3;;
2387;Mannen;40 jaar;Standaardfout;2003;;0.4;0.4;0.3;0.4;0.4;0.4;0.3;;
2388;Mannen;40 jaar;Standaardfout;2004;;0.4;0.3;0.3;0.4;0.4;0.4;0.3;;
2389;Mannen;40 jaar;Standaardfout;2005;;0.4;0.3;0.3;0.4;0.4;0.4;0.2;;
2390;Mannen;40 jaar;Standaardfout;2006;;0.4;0.4;0.3;0.4;0.4;0.4;0.3;;
2391;Mannen;40 jaar;Standaardfout;2007;;0.4;0.4;0.3;0.5;0.4;0.5;0.3;;
2392;Mannen;40 jaar;Standaardfout;2008;;0.4;0.4;0.3;0.5;0.4;0.5;0.3;;
2393;Mannen;40 jaar;Standaardfout;2009;;0.4;0.4;0.3;0.4;0.4;0.4;0.3;;
2394;Mannen;40 jaar;Standaardfout;2010;;0.3;0.3;0.3;0.4;0.4;0.4;0.3;;
2395;Mannen;40 jaar;Standaardfout;2011;;0.3;0.4;0.3;0.4;0.4;0.4;0.3;;
2396;Mannen;40 jaar;Standaardfout;2012;;0.3;0.3;0.3;0.4;0.4;0.4;0.3;;
2397;Mannen;40 jaar;Standaardfout;2013;;0.3;0.4;0.3;0.4;0.4;0.4;0.3;;
2398;Mannen;40 jaar;Standaardfout;2014;;0.4;0.3;0.3;0.4;0.4;0.4;0.2;0.4;0.3
2399;Mannen;40 jaar;Standaardfout;2015;;0.4;0.4;0.3;0.5;0.4;0.4;0.2;0.4;0.3
2400;Mannen;40 jaar;Standaardfout;2016;;0.4;0.3;0.3;0.4;0.4;0.4;0.2;0.4;0.3
2401;Mannen;40 jaar;Standaardfout;2017;;0.4;0.3;0.2;0.4;0.4;0.4;0.2;0.4;0.2
2402;Mannen;40 jaar;Standaardfout;2018;;0.4;0.3;0.2;0.4;0.4;0.4;0.2;0.4;0.2
2403;Mannen;40 jaar;Standaardfout;2019;;0.4;0.3;0.2;0.4;0.4;0.4;0.2;0.4;0.2
2404;Mannen;40 jaar;Standaardfout;2020;;0.3;0.3;0.2;0.4;0.4;0.4;0.2;0.4;0.2
2405;Mannen;40 jaar;Standaardfout;2021;;0.4;0.3;0.2;0.4;0.4;0.4;0.3;0.4;0.2
2406;Mannen;40 jaar;Standaardfout;2022;;0.4;0.3;0.2;0.4;0.4;0.4;0.3;0.4;0.2
2407;Mannen;40 jaar;Standaardfout;2023;;0.4;0.3;0.2;0.4;0.4;0.4;0.3;0.4;0.2
2408;Mannen;45 jaar;Waarde;1981;30.57;20.5;;;;18.2;;;;
2409;Mannen;45 jaar;Waarde;1982;30.57;19.7;;;;17.3;;;;
2410;Mannen;45 jaar;Waarde;1983;30.69;20.0;23.1;;;17.0;;;;
2411;Mannen;45 jaar;Waarde;1984;30.76;19.5;22.8;;;16.9;;;;
2412;Mannen;45 jaar;Waarde;1985;30.76;20.6;23.6;;;16.6;;;;
2413;Mannen;45 jaar;Waarde;1986;30.73;20.9;23.3;;;16.6;;;;
2414;Mannen;45 jaar;Waarde;1987;31.13;20.9;23.5;;;16.8;;;;
2415;Mannen;45 jaar;Waarde;1988;31.27;21.1;24.0;;;16.5;;;;
2416;Mannen;45 jaar;Waarde;1989;31.19;20.8;24.2;;;16.1;;;;
2417;Mannen;45 jaar;Waarde;1990;31.43;21.2;24.0;;;16.3;;;;
