ID;Region;Periods;AllCountries_1;Netherlands_2;TotalForeignCountries_3;EuropeExcludingTheNetherlands_4;Germany_5;Belgium_6;UnitedKingdom_7;France_8;Switzerland_9;Italy_10;Spain_11;Denmark_12;Sweden_13;OtherCountriesEuroZone_14;OtherEuropeanCountries_15;America_16;Asia_17;AustraliaAndOceania_18;Africa_19;AllCountries_20;Netherlands_21;TotalForeignCountries_22;EuropeExcludingTheNetherlands_23;Germany_24;Belgium_25;UnitedKingdom_26;France_27;Switzerland_28;Italy_29;Spain_30;Denmark_31;Sweden_32;OtherCountriesEuroZone_33;OtherEuropeanCountries_34;America_35;Asia_36;AustraliaAndOceania_37;Africa_38
4109;Kust;2004 October;171.2;110.1;61.1;61.0;55.6;3.9;;;;;;;;;;;;;;992.9;560.6;432.3;431.7;403.4;20.2;;;;;;;;;;;;;
4110;Kust;2004 November;96.4;66.2;30.2;30.2;14.3;15.0;;;;;;;;;;;;;;399.6;254.7;144.9;144.7;75.2;58.3;;;;;;;;;;;;;
4111;Kust;2004 December;61.3;47.6;13.6;13.6;9.3;3.7;;;;;;;;;;;;;;289.7;224.7;65.0;64.0;43.2;12.2;;;;;;;;;;;;;
4112;Kust;2004 4th Quarter;328.8;223.9;104.9;104.8;79.2;22.6;1.2;;;;;;;;;;;;;1682.2;1040.0;642.2;640.5;521.8;90.8;7.5;;;;;;;;;;;;
4113;Kust;2004 Total;2330.5;1533.5;797.1;795.6;652.9;95.9;15.4;8.6;3.9;4.0;;2.4;;5.6;5.2;;;;;14303.6;9260.0;5043.6;5035.2;4393.2;417.7;80.1;22.3;19.7;7.7;;10.5;;45.0;34.9;;;;
4114;Kust;2005 January;55.2;40.6;14.6;14.6;10.1;4.3;;;;;;;;;;;;;;243.4;168.1;75.3;75.3;55.6;18.4;;;;;;;;;;;;;
4115;Kust;2005 February;79.8;63.8;16.0;16.0;8.0;7.2;;;;;;;;;;;;;;325.2;257.5;67.7;67.6;36.5;26.5;;;;;;;;;;;;;
4116;Kust;2005 March;96.1;60.3;35.8;35.8;29.8;4.5;;;;;;;;;;;;;;438.2;244.1;194.0;193.8;169.7;17.2;;;;;;;;;;;;;
4117;Kust;2005 1st Quarter;231.2;164.8;66.4;66.4;47.9;16.0;1.3;;;;;;;;;;;;;1006.8;669.7;337.1;336.7;261.9;62.0;5.7;;;;;;;;;;;;
4118;Kust;2005 April;143.2;85.0;58.2;58.1;37.5;15.9;1.7;1.8;;;;;;;;;;;;642.0;347.2;294.8;294.2;203.6;70.8;7.7;5.8;;;;;;;;;;;
4119;Kust;2005 May;281.4;193.5;87.9;87.8;78.1;6.4;1.5;;;;;;;;;;;;;1384.8;1002.4;382.4;381.8;345.9;23.6;5.2;;;;;;;;;;;;
4120;Kust;2005 June;241.6;184.4;57.2;56.3;45.9;5.9;2.4;;;;;;;;;;;;;1419.8;1021.8;398.0;393.6;345.8;28.7;11.0;;;;;;;;;;;;
4121;Kust;2005 2nd Quarter;666.2;462.8;203.4;202.2;161.5;28.3;5.7;3.0;;;;;;1.5;;;;;;3446.7;2371.4;1075.2;1069.5;895.3;123.1;23.9;8.3;;;;;;9.0;;;;;
4122;Kust;2005 July;341.1;218.8;122.2;119.4;95.4;14.1;2.1;1.7;;;;1.4;;;1.6;;;;2.4;2677.7;1731.4;946.3;928.2;802.8;80.4;11.5;5.3;;;;7.1;;;7.9;;;;15.7
4123;Kust;2005 August;378.0;246.3;131.7;131.4;107.5;12.4;4.4;1.9;;1.5;;;;1.0;1.1;;;;;3177.8;2187.1;990.7;989.3;864.2;65.5;30.2;5.5;;2.5;;;;10.8;4.3;;;;
4124;Kust;2005 September;195.5;133.5;62.0;61.9;55.1;3.3;1.4;;;;;;;;;;;;;1068.6;656.5;412.1;411.4;378.7;13.8;7.0;;;;;;;;;;;;
4125;Kust;2005 3rd Quarter;914.5;598.6;315.9;312.7;258.0;29.9;7.9;4.0;1.9;2.1;;2.0;;2.7;3.1;;;;2.5;6924.1;4575.0;2349.1;2328.9;2045.7;159.7;48.6;12.2;9.0;3.5;;10.1;;21.3;14.9;;;;15.7
4126;Kust;2005 October;186.9;113.0;73.9;73.9;64.1;6.7;1.2;;;;;;;;;;;;;1038.3;576.5;461.8;461.5;417.3;28.4;6.2;;;;;;;;;;;;
4127;Kust;2005 November;88.5;61.9;26.6;26.5;11.0;14.5;;;;;;;;;;;;;;339.1;223.7;115.4;115.0;53.9;53.4;;;;;;;;;;;;;
4128;Kust;2005 December;68.1;55.9;12.2;12.1;6.8;4.3;;;;;;;;;;;;;;298.2;238.0;60.2;59.7;36.6;18.3;;;;;;;;;;;;;
4129;Kust;2005 4th Quarter;343.5;230.8;112.7;112.6;81.9;25.6;1.5;1.4;;;;;;;;;;;;1675.6;1038.2;637.4;636.3;507.8;100.1;7.4;6.1;;;;;;;;;;;
4130;Kust;2005 Total;2155.4;1457.0;698.4;693.9;549.2;99.8;16.3;8.6;3.0;2.5;;2.7;;5.7;4.6;;;;2.7;13053.1;8654.3;4398.8;4371.5;3710.7;444.9;85.7;27.5;14.3;5.1;;12.5;;39.8;26.2;;;;17.8
4131;Kust;2006 January;79.6;57.5;22.1;22.0;15.8;5.4;;;;;;;;;;;;;;343.6;236.4;107.2;106.8;81.1;21.3;;;;;;;;;;;;;
4132;Kust;2006 February;75.6;61.5;14.1;14.0;9.5;3.3;;;;;;;;;;;;;;307.4;250.8;56.7;56.5;39.8;10.5;;;;;;;;;;;;;
4133;Kust;2006 March;88.6;68.9;19.7;19.6;13.2;5.7;;;;;;;;;;;;;;383.1;283.1;100.0;99.7;73.8;22.8;;;;;;;;;;;;;
4134;Kust;2006 1st Quarter;243.8;188.0;55.8;55.7;38.5;14.3;;1.4;;;;;;;;;;;;1034.2;770.3;263.8;263.0;194.7;54.7;;6.0;;;;;;;;;;;
4135;Kust;2006 April;196.9;98.9;97.9;97.7;74.3;14.9;3.6;2.8;;;;;;;;;;;;984.8;445.1;539.7;538.8;442.7;61.1;16.7;10.0;;;;;;;;;;;
4136;Kust;2006 May;279.5;210.1;69.4;69.3;54.6;10.7;1.8;1.2;;;;;;;;;;;;1303.5;967.8;335.6;335.2;283.0;38.6;6.6;3.5;;;;;;;;;;;
4137;Kust;2006 June;340.1;226.0;114.2;113.9;100.2;8.7;2.3;;;;;;;;;;;;;1901.0;1208.9;692.1;690.6;630.3;39.4;9.9;;;;;;;;;;;;
4138;Kust;2006 2nd Quarter;816.5;535.0;281.5;280.8;229.1;34.3;7.8;4.5;;;;;;1.8;1.0;;;;;4189.3;2621.9;1567.4;1564.5;1356.0;139.1;33.2;14.5;;;;;;8.5;4.4;;;;
4139;Kust;2006 July;350.1;202.8;147.3;146.7;121.8;14.8;2.1;1.7;1.3;;;1.3;;1.1;1.5;;;;;2618.5;1517.7;1100.9;1097.7;987.7;69.3;9.7;4.2;5.7;;;7.0;;6.0;5.4;;;;
4140;Kust;2006 August;357.8;240.2;117.5;117.1;90.3;12.8;4.7;2.7;;2.0;;;;1.5;1.2;;;;;2871.3;2029.5;841.8;839.0;708.0;63.7;31.9;8.4;;4.0;;;;9.0;3.8;;;;
4141;Kust;2006 September;243.3;161.7;81.6;81.4;68.8;8.1;2.1;;;;;;;;;;;;;1336.5;839.6;496.9;496.3;438.3;33.2;11.8;;;;;;;;;;;;
4142;Kust;2006 3rd Quarter;951.2;604.7;346.4;345.3;280.8;35.6;9.0;4.9;2.4;2.6;;1.9;;3.5;3.0;;;;;6826.3;4386.8;2439.5;2433.0;2134.0;166.2;53.5;14.5;13.5;5.2;;9.5;;20.7;11.6;;;;
4143;Kust;2006 October;216.5;135.2;81.3;81.2;72.1;6.6;;;;;;;;;;;;;;1112.2;618.8;493.4;492.6;457.0;24.0;;;;;;;;;;;;;
4144;Kust;2006 November;93.3;68.9;24.4;24.4;10.1;12.6;;1.2;;;;;;;;;;;;367.1;251.3;115.8;115.4;58.8;48.3;;5.6;;;;;;;;;;;
4145;Kust;2006 December;78.4;65.9;12.5;12.4;7.7;4.1;;;;;;;;;;;;;;369.8;302.8;67.0;66.5;45.1;17.2;;;;;;;;;;;;;
4146;Kust;2006 4th Quarter;388.2;270.0;118.2;118.0;89.8;23.3;1.3;2.0;;;;;;;;;;;;1849.0;1172.9;676.2;674.5;561.0;89.5;6.4;8.9;;;;;;;;;;;
4147;Kust;2006 Total;2399.6;1597.7;801.9;799.8;638.2;107.6;18.5;12.8;3.6;3.1;1.1;3.3;;6.1;4.6;1.0;;;;13898.8;8951.8;4946.9;4935.0;4245.7;449.5;95.9;43.9;19.7;6.3;3.3;15.3;;33.3;19.3;6.0;;;
4148;Kust;2007 January;83.7;60.0;23.7;23.7;17.5;5.3;;;;;;;;;;;;;;343.2;224.1;119.1;118.2;94.2;19.0;;;;;;;;;;;;;
4149;Kust;2007 February;97.5;78.5;19.0;19.0;11.6;6.2;;;;;;;;;;;;;;389.1;308.1;81.0;80.8;51.7;22.4;;;;;;;;;;;;;
4150;Kust;2007 March;102.4;76.8;25.6;25.6;19.4;3.9;;1.2;;;;;;;;;;;;440.2;308.8;131.4;131.1;106.3;13.8;;5.3;;;;;;;;;;;
4151;Kust;2007 1st Quarter;283.7;215.3;68.4;68.2;48.5;15.4;;2.3;;;;;;;;;;;;1172.6;841.1;331.5;330.1;252.2;55.2;;10.7;;;;;;;;;;;
4152;Kust;2007 April;228.4;120.8;107.6;107.4;81.2;15.7;3.5;4.4;;;;;;;;;;;;1054.8;485.0;569.8;568.4;464.8;60.1;15.8;15.2;;;;;;;;;;;
4153;Kust;2007 May;330.8;230.4;100.4;100.1;84.4;11.6;1.5;;;;;;;;;;;;;1631.9;1158.5;473.4;471.4;412.4;43.1;5.4;;;;;;;;;;;;
4154;Kust;2007 June;290.7;192.9;97.8;97.6;87.1;5.8;1.8;;;;;;;1.1;;;;;;1739.7;1109.1;630.6;629.3;574.2;33.4;8.3;;;;;;;4.6;;;;;
4155;Kust;2007 2nd Quarter;849.9;544.1;305.8;305.0;252.6;33.0;6.8;5.9;1.0;;;;;2.4;1.6;;;;;4426.4;2752.6;1673.8;1669.2;1451.4;136.6;29.6;19.6;5.0;;;;;12.5;9.2;;;;
4156;Kust;2007 July;364.8;222.3;142.5;142.2;120.8;11.0;1.6;1.4;1.5;;;1.6;;1.7;;;;;;2893.4;1725.0;1168.4;1166.2;1059.7;60.6;9.7;4.9;7.3;;;8.1;;8.6;;;;;
4157;Kust;2007 August;418.3;295.5;122.8;122.3;91.7;15.0;5.5;2.4;;3.2;;;;1.4;;;;;;3221.9;2383.4;838.5;835.8;684.1;74.8;40.5;8.2;;4.9;;;;9.2;;;;;
4158;Kust;2007 September;236.7;148.5;88.2;88.1;77.9;7.4;;;;;;;;;;;;;;1295.4;731.6;563.8;563.0;518.0;30.0;;;;;;;;;;;;;
4159;Kust;2007 3rd Quarter;1019.8;666.3;353.5;352.6;290.4;33.5;7.9;4.1;2.6;4.1;;2.1;;3.9;2.2;;;;;7410.7;4840.0;2570.7;2565.0;2261.8;165.5;55.6;14.5;13.8;6.3;;10.6;;22.6;10.5;;;;
4160;Kust;2007 October;223.7;154.9;68.9;68.8;59.8;6.2;1.1;;;;;;;;;;;;;1123.6;695.1;428.5;427.8;389.8;24.5;5.3;;;;;;;;;;;;
4161;Kust;2007 November;108.7;76.9;31.7;31.6;14.6;13.3;;1.8;;;;;;;;;;;;438.9;294.7;144.3;143.9;76.1;49.6;;7.4;;;;;;;;;;;
4162;Kust;2007 December;87.6;63.5;24.1;23.8;14.7;5.8;1.1;;;;;;;;;;;;;430.1;301.4;128.7;127.9;85.6;24.3;6.0;;;;;;;;;;;;
4163;Kust;2007 4th Quarter;420.0;295.3;124.7;124.2;89.1;25.3;2.6;2.6;;;;;;2.0;;;;;;1992.6;1291.1;701.5;699.6;551.5;98.4;12.6;11.4;;;;;;12.3;;;;;
4164;Kust;2007 Total;2573.3;1721.0;852.3;850.1;680.6;107.2;18.0;15.0;4.3;5.2;1.1;3.4;1.1;8.8;5.3;;;;;15002.3;9724.8;5277.5;5263.8;4516.9;455.8;101.8;56.2;22.9;9.4;3.3;15.4;3.1;49.6;29.5;;;;
4165;Kust;2008 January;65.1;46.8;18.3;18.1;14.5;2.5;;;;;;;;;;;;;;337.8;233.4;104.4;103.4;85.3;13.2;;;;;;;;;;;;;
4166;Kust;2008 February;98.1;77.9;20.2;20.1;11.1;6.1;;2.2;;;;;;;;;;;;420.3;328.0;92.3;91.6;54.6;23.4;;9.6;;;;;;;;;;;
4167;Kust;2008 March;137.7;77.8;60.0;59.9;48.1;8.9;1.2;1.0;;;;;;;;;;;;620.9;313.8;307.1;306.4;259.4;33.4;5.1;4.7;;;;;;;;;;;
4168;Kust;2008 1st Quarter;300.9;202.5;98.5;98.1;73.7;17.5;1.7;3.7;;;;;;;;;;;;1378.9;875.2;503.7;501.4;399.4;70.0;7.4;16.4;;;;;;;;;;;
4169;Kust;2008 April;148.8;100.4;48.4;47.8;28.8;10.3;1.8;5.3;;;;;;;;;;;;682.7;434.6;248.0;244.5;164.6;41.0;8.4;21.4;;;;;;;;;;;
4170;Kust;2008 May;340.4;234.1;106.3;106.1;87.7;12.3;3.0;1.2;;;;;;;;;;;;1576.9;1105.4;471.5;470.3;404.1;42.3;12.1;3.5;;;;;;;;;;;
4171;Kust;2008 June;269.1;195.9;73.2;72.9;61.5;7.6;;;;;;;;;;;;;;1567.7;1104.8;462.9;461.1;411.1;31.7;;;;;;;;;;;;;
4172;Kust;2008 2ndQuarter;758.3;530.4;227.8;226.8;178.0;30.1;5.7;7.0;;;;;;2.0;1.6;;;;;3827.2;2644.8;1182.4;1175.8;979.8;114.9;24.2;26.5;;;;;;11.5;10.6;;;;
4173;Kust;2008 July;337.8;202.1;135.7;135.3;113.4;11.3;1.8;1.9;1.5;;;1.6;;1.2;1.2;;;;;2518.4;1485.3;1033.1;1031.2;926.7;57.4;9.7;5.0;7.9;;;8.2;;7.1;6.0;;;;
4174;Kust;2008 August;415.3;279.2;136.1;135.4;102.3;16.9;5.6;2.7;1.0;2.8;;;;1.8;1.2;;;;;2928.0;2090.3;837.7;832.9;671.2;85.4;36.0;9.6;6.2;5.0;;;;11.3;4.3;;;;
4175;Kust;2008 September;224.4;149.8;74.6;74.5;63.2;7.1;1.4;;;;;;;;;;;;;1121.1;681.4;439.7;438.9;392.6;27.9;6.2;;;;;;;;;;;;
4176;Kust;2008 3rd Quarter;977.5;631.1;346.4;345.3;279.0;35.3;8.8;5.0;3.0;3.5;;2.0;1.3;3.8;2.7;;;;;6567.5;4257.0;2310.5;2303.0;1990.4;170.7;51.9;16.1;15.9;6.6;;10.5;4.4;22.4;12.0;;;;
4177;Kust;2008 October;225.0;139.5;85.6;85.5;71.7;10.9;;;;;;;;;;;;;;1141.6;650.9;490.7;490.2;433.7;43.5;;;;;;;;;;;;;
4178;Kust;2008 November;100.5;78.0;22.5;22.4;9.8;10.6;;;;;;;;;;;;;;396.3;301.9;94.4;94.0;49.2;36.2;;;;;;;;;;;;;
4179;Kust;2008 December;86.6;74.2;12.4;12.3;8.3;2.6;;;;;;;;;;;;;;391.1;328.7;62.4;62.0;45.2;11.0;;;;;;;;;;;;;
4180;Kust;2008 4th Quarter;412.2;291.7;120.5;120.2;89.8;24.2;1.3;1.7;;;;;;;1.0;;;;;1929.0;1281.5;647.5;646.3;528.2;90.7;6.2;7.3;;;;;;;4.1;;;;
4181;Kust;2008 Total;2448.9;1655.6;793.2;790.3;620.5;107.1;17.5;17.3;5.1;4.4;;3.4;1.7;6.8;5.6;1.3;;;;13702.6;9058.5;4644.1;4626.5;3897.8;446.4;89.7;66.4;25.0;9.4;;16.0;5.4;38.5;29.1;7.2;;;
4182;Kust;2009 January;73.1;51.2;22.0;22.0;15.9;4.6;;;;;;;;;;;;;;319.1;211.6;107.5;106.9;83.0;17.7;;;;;;;;;;;;;
4183;Kust;2009 February;101.0;81.4;19.5;19.5;10.0;6.9;;1.7;;;;;;;;;;;;411.0;331.9;79.1;78.6;43.0;24.2;;7.1;;;;;;;;;;;
4184;Kust;2009 March;112.3;89.7;22.6;22.5;14.7;5.3;;2.1;;;;;;;;;;;;422.9;318.3;104.6;104.2;73.9;18.3;;9.0;;;;;;;;;;;
4185;Kust;2009 1st Quarter;286.4;222.3;64.1;63.9;40.6;16.8;;4.1;;;;;;;;;;;;1153.1;861.8;291.3;289.7;199.9;60.2;;17.6;;;;;;;;;;;
4186;Kust;2009 April;216.7;114.4;102.3;102.2;73.8;16.2;2.5;4.8;;;;;;1.1;2.5;;;;;956.3;466.5;489.8;488.9;381.6;62.9;11.0;17.0;;;;;;4.9;6.6;;;;
4187;Kust;2009 May;319.7;232.9;86.7;86.6;66.1;13.7;2.4;1.7;;;;;;1.9;;;;;;1426.9;1051.2;375.8;375.0;304.0;46.8;10.0;5.5;;;;;;6.1;;;;;
4188;Kust;2009 June;343.3;225.4;118.0;117.7;96.7;17.7;;;;;;;;;;;;;;1727.0;1097.9;629.1;627.9;533.3;77.7;;;;;;;;;;;;;
4189;Kust;2009 2nd Quarter;879.7;572.7;307.0;306.5;236.6;47.6;5.9;7.0;1.2;;;;;3.6;3.0;;;;;4110.2;2615.6;1494.6;1491.8;1218.9;187.3;24.7;24.3;5.2;;;;;16.4;9.7;;;;
4190;Kust;2009 July;366.2;209.9;156.3;155.8;130.7;14.2;1.9;1.5;1.8;;;1.7;;1.6;1.2;;;;;2727.9;1620.3;1107.6;1104.2;970.7;80.5;9.4;6.0;10.9;;;9.6;;8.6;5.7;;;;
4191;Kust;2009 August;454.7;310.8;143.9;143.2;111.8;18.1;3.5;2.8;;2.2;;;;1.7;1.0;;;;;3032.3;2147.7;884.6;880.8;738.5;85.1;19.2;10.0;;4.8;;;;9.5;3.6;;;;
4192;Kust;2009 September;235.0;166.6;68.4;68.2;57.7;7.5;;;;;;;;;;;;;;1203.2;814.6;388.6;387.7;343.3;30.9;;;;;;;;;;;;;
4193;Kust;2009 3rd Quarter;1055.9;687.4;368.5;367.2;300.2;39.8;6.2;4.7;2.9;2.8;;2.2;;4.2;2.6;;;;;6963.5;4582.6;2380.9;2372.7;2052.4;196.6;31.8;17.1;16.8;6.3;;12.9;;23.5;10.7;;;;
4194;Kust;2009 October;227.5;136.8;90.8;90.7;80.2;7.7;;1.1;;;;;;;;;;;;1088.1;595.5;492.6;492.2;453.3;27.1;;4.0;;;;;;;;;;;
4195;Kust;2009 November;116.1;85.2;30.9;30.7;11.2;18.2;;;;;;;;;;;;;;445.0;315.9;129.1;128.7;55.2;67.1;;;;;;;;;;;;;
4196;Kust;2009 December;92.7;72.7;20.0;19.9;12.5;6.4;;;;;;;;;;;;;;391.1;311.7;79.3;78.7;49.7;24.5;;;;;;;;;;;;;
4197;Kust;2009 4th Quarter;436.3;294.7;141.7;141.3;103.9;32.2;1.2;2.2;;;;;;;;;;;;1924.1;1223.1;701.0;699.6;558.2;118.7;5.6;8.9;;;;;;;;;;;
4198;Kust;2009 Total;2658.4;1777.1;881.3;878.9;681.3;136.4;14.3;18.1;4.8;3.9;1.4;3.0;;8.7;6.3;1.1;;;;14150.9;9283.1;4867.8;4853.9;4029.5;562.8;67.5;67.9;25.9;9.7;4.6;16.1;;44.0;23.1;7.0;;;
4199;Kust;2010 January;64.0;41.9;22.1;22.0;17.0;4.2;;;;;;;;;;;;;;279.5;177.2;102.3;102.0;78.8;18.9;;;;;;;;;;;;;
4200;Kust;2010 February;90.1;69.7;20.4;20.4;9.7;6.7;;3.1;;;;;;;;;;;;376.0;287.9;88.2;88.0;45.3;24.8;;13.5;;;;;;;;;;;
4201;Kust;2010 March;97.2;66.8;30.5;30.4;23.7;5.1;;;;;;;;;;;;;;404.2;251.3;152.8;152.4;127.1;17.0;;;;;;;;;;;;;
4202;Kust;2010 1st Quarter;251.4;178.4;73.0;72.8;50.4;16.0;;4.5;;;;;;;;;;;;1059.7;716.4;343.3;342.5;251.2;60.6;;20.2;;;;;;;;;;;
4203;Kust;2010 April;238.5;126.3;112.2;111.8;75.5;23.1;2.8;6.9;;;;;;1.0;;;;;;1004.0;470.7;533.3;531.6;389.3;91.3;12.4;26.9;;;;;;4.4;;;;;
4204;Kust;2010 May;337.4;243.2;94.2;94.0;75.4;13.4;2.1;1.4;;;;;;;;;;;;1569.6;1164.7;404.8;403.9;334.4;50.8;8.0;3.9;;;;;;;;;;;
4205;Kust;2010 June;289.8;196.4;93.5;93.2;81.8;6.9;2.0;;;;;;;;;;;;;1479.4;962.1;517.3;515.9;462.8;34.5;9.7;;;;;;;;;;;;
4206;Kust;2010 2nd Quarter;865.8;565.9;299.8;298.9;232.7;43.4;7.0;9.0;1.5;;;;;2.2;1.4;;;;;4053.0;2597.5;1455.5;1451.5;1186.5;176.6;30.0;32.6;5.6;;;;;10.5;4.7;;;;
4207;Kust;2010 July;397.1;240.2;156.8;156.2;126.4;16.9;1.7;2.1;2.0;1.3;;2.0;;1.5;1.5;;;;;2863.6;1802.3;1061.3;1056.8;903.6;96.1;8.6;6.3;11.3;2.5;;10.7;;8.8;5.8;;;;
4208;Kust;2010 August;436.9;266.9;170.0;169.4;138.3;15.3;3.9;2.9;1.3;3.1;;;;1.8;1.6;;;;;3072.0;1957.0;1115.0;1111.2;972.7;71.0;24.5;9.5;6.9;6.0;;;;10.7;5.5;;;;
4209;Kust;2010 September;224.0;156.8;67.2;67.0;55.7;8.3;1.1;;;;;;;;;;;;;1231.0;812.2;418.8;417.9;366.6;34.8;6.5;;;;;;;;;;;;
4210;Kust;2010 3rd Quarter;1057.9;663.9;394.0;392.5;320.4;40.5;6.7;5.6;3.5;4.5;1.1;2.3;;4.0;3.1;;;;;7166.6;4571.4;2595.2;2585.8;2242.9;201.9;39.7;17.6;19.7;8.9;4.1;12.6;;23.9;12.0;;;;
4211;Kust;2010 October;222.8;132.7;90.1;89.9;79.9;6.7;;1.0;;;;;;;;;;;;1099.2;587.8;511.4;510.3;470.6;24.0;;4.0;;;;;;;;;;;
4212;Kust;2010 November;110.4;79.4;31.0;31.0;11.7;17.5;;;;;;;;;;;;;;435.2;305.9;129.2;129.0;55.8;64.0;;;;;;;;;;;;;
4213;Kust;2010 December;82.7;67.8;14.9;14.8;8.3;5.1;;;;;;;;;;;;;;359.4;292.9;66.5;65.9;40.5;19.4;;;;;;;;;;;;;
4214;Kust;2010 4th Quarter;415.9;279.9;136.0;135.7;99.9;29.3;1.3;2.7;;;;;;;;;;;;1893.8;1186.7;707.1;705.2;566.8;107.4;6.3;11.0;;;;;;;;;;;
4215;Kust;2010 Total;2591.0;1688.1;902.8;899.9;703.4;129.2;15.9;21.8;5.7;5.3;1.4;3.1;1.3;7.4;5.3;1.4;;;;14173.1;9072.0;5101.1;5084.9;4247.4;546.5;80.5;81.4;29.0;11.7;5.5;15.9;4.0;41.1;21.9;7.0;;;
4216;Kust;2011 January;79.9;55.4;24.5;24.4;17.3;6.0;;;;;;;;;;;;;;328.8;216.0;112.8;112.3;83.4;23.9;;;;;;;;;;;;;
4217;Kust;2011 February;85.8;71.9;13.9;13.9;6.8;4.7;;1.5;;;;;;;;;;;;338.6;282.2;56.4;56.2;29.6;15.7;;6.9;;;;;;;;;;;
4218;Kust;2011 March;109.6;81.5;28.1;28.1;17.5;8.2;;1.6;;;;;;;;;;;;445.6;323.4;122.1;122.0;81.2;29.9;;6.8;;;;;;;;;;;
4219;Kust;2011 1st Quarter;275.3;208.8;66.5;66.4;41.6;18.9;1.1;3.5;;;;;;;;;;;;1112.9;821.6;291.3;290.5;194.3;69.5;4.2;15.5;;;;;;;;;;;
4220;Kust;2011 April;263.8;131.0;132.8;132.5;96.0;25.9;2.5;4.4;;;;;;1.2;1.1;;;;;1174.9;508.7;666.2;664.9;522.5;103.1;10.5;14.7;;;;;;4.9;3.8;;;;
4221;Kust;2011 May;275.2;213.5;61.7;61.3;46.7;9.8;2.0;1.3;;;;;;;;;;;;1203.7;911.3;292.4;290.4;239.7;33.4;6.9;4.8;;;;;;;;;;;
4222;Kust;2011 June;368.3;235.6;132.8;132.4;116.1;10.6;1.9;;;;;;;1.1;;;;;;1833.6;1156.5;677.1;675.4;602.8;45.7;8.9;;;;;;;6.0;;;;;
4223;Kust;2011 2nd Quarter;907.4;580.1;327.3;326.3;258.8;46.3;6.5;6.6;1.6;;;;;2.7;1.9;;;;;4212.2;2576.5;1635.7;1630.6;1365.0;182.2;26.3;23.5;6.7;;;;;12.5;8.0;;;;
4224;Kust;2011 July;360.3;232.6;127.7;127.1;99.0;15.1;2.5;1.4;2.2;;;2.1;;1.5;1.3;;;;;2610.7;1708.1;902.6;898.2;752.6;83.6;13.3;5.4;12.7;;;12.7;;7.0;6.1;;;;
4225;Kust;2011 August;407.2;249.3;157.9;157.2;127.7;14.6;4.4;2.5;1.4;2.9;1.2;;;1.5;;;;;;2940.1;1841.2;1098.9;1095.7;959.1;71.7;26.6;7.6;8.8;5.5;2.7;;;8.4;;;;;
4226;Kust;2011 September;248.0;154.8;93.2;93.0;79.5;9.6;1.3;;;;;;;1.1;;;;;;1249.4;699.9;549.5;548.3;493.2;34.5;6.3;;;;;;;6.5;;;;;
4227;Kust;2011 3rd Quarter;1015.5;636.7;378.9;377.3;306.2;39.3;8.1;4.5;4.0;4.0;1.7;2.4;;4.1;2.2;;;;;6800.3;4249.2;2551.0;2542.2;2204.9;189.7;46.2;15.6;23.5;8.2;4.4;14.6;;21.9;10.2;;;;
4228;Kust;2011 October;235.7;141.8;93.9;93.6;79.8;10.5;;1.4;;;;;;;;;;;;1032.5;600.3;432.2;430.4;382.3;34.0;;5.3;;;;;;;;;;;
4229;Kust;2011 November;110.7;71.7;39.0;38.9;21.3;16.4;;;;;;;;;;;;;;473.5;292.0;181.5;181.1;113.2;62.0;;;;;;;;;;;;;
4230;Watersportgebieden;1998 January;30.6;25.0;5.6;5.5;4.4;;;;;;;;;;;;;;;135.5;107.7;27.8;26.5;21.0;;;;;;;;;;;;;;
4231;Watersportgebieden;1998 February;32.4;25.1;7.2;7.2;5.6;;;;;;;;;;;;;;;114.3;84.2;30.1;29.0;20.3;;;;;;;;;;;;;;
4232;Watersportgebieden;1998 March;30.8;23.7;7.1;7.0;5.7;;;;;;;;;;;;;;;118.3;85.5;32.8;31.9;24.6;;;;;;;;;;;;;;
4233;Watersportgebieden;1998 1st Quarter;93.8;73.9;19.9;19.7;15.7;1.9;;;;;;;;;;;;;;368.0;277.3;90.7;84.9;65.8;12.7;;;;;;;;;;;;;
4234;Watersportgebieden;1998 April;69.9;37.3;32.5;32.0;23.5;3.6;1.3;1.1;;;;;;;1.7;;;;;281.1;133.9;147.2;145.4;116.9;13.2;5.3;2.6;;;;;;;5.1;;;;
4235;Watersportgebieden;1998 May;115.2;73.9;41.3;40.2;27.6;6.2;1.1;1.3;;;;;;;3.2;;;;;405.5;253.0;152.6;149.4;109.3;21.9;4.5;2.9;;;;;;;8.8;;;;
4236;Watersportgebieden;1998 June;107.5;69.9;37.6;35.9;29.0;2.4;;;;;;;;;2.3;;;1.1;;514.3;299.7;214.6;209.8;177.7;13.8;;;;;;;;;9.6;;;2.7;
4237;Watersportgebieden;1998 2nd Quarter;292.6;181.1;111.5;108.2;80.0;12.3;3.4;3.1;;;;;;;7.2;;;2.1;;1201.0;686.6;514.4;504.6;403.9;48.8;15.1;7.1;;;;;;;23.6;;;5.4;
4238;Watersportgebieden;1998 July;192.9;124.8;68.1;65.8;44.3;6.4;1.7;3.0;1.1;1.4;;2.1;;;5.0;;;1.4;;1279.6;851.3;428.3;423.0;324.4;39.4;8.3;7.6;3.7;3.3;;7.5;;;27.1;;;3.5;
