ID;Funds;Periods;ShareIndex_1;TotalReturnIndex_2
57;1;1998 September;128.1;136.8
58;1;1998 October;131.3;140.3
59;1;1998 November;139.0;148.8
60;1;1998 December;142.9;153.1
61;1;1999 January;146.1;156.5
62;1;1999 February;146.8;157.3
63;1;1999 March;151.9;162.8
64;1;1999 April;156.4;168.4
65;1;1999 May;153.4;165.2
66;1;1999 June;158.8;171.1
67;1;1999 July;155.7;167.9
68;1;1999 August;159.4;171.8
69;1;1999 September;157.0;169.4
70;1;1999 October;162.0;174.9
71;1;1999 November;176.9;191.2
72;1;1999 December;190.2;205.6
73;1;2000 January;186.9;202.1
74;1;2000 February;199.0;215.1
75;1;2000 March;203.4;219.9
76;1;2000 April;201.0;218.1
77;1;2000 May;192.8;209.4
78;1;2000 June;195.2;212.2
79;1;2000 July;196.0;213.2
80;1;2000 August;208.4;226.7
81;1;2000 September;203.3;221.4
82;1;2000 October;201.9;219.8
83;1;2000 November;188.8;205.8
84;1;2000 December;183.3;199.8
85;1;2001 January;186.4;203.2
86;1;2001 February;173.9;189.6
87;1;2001 March;165.3;180.6
88;1;2001 April;170.3;186.7
89;1;2001 May;175.2;192.3
90;1;2001 June;170.8;187.8
91;1;2001 July;163.2;179.4
92;1;2001 August;153.9;169.4
93;1;2001 September;141.1;155.4
94;1;2001 October;147.3;162.2
95;1;2001 November;153.2;169.2
96;1;2001 December;155.1;171.4
97;1;2002 January;153.2;169.3
98;1;2002 February;151.4;167.3
99;1;2002 March;155.3;171.6
100;1;2002 April;147.3;163.9
101;1;2002 May;143.4;159.9
102;1;2002 June;132.7;148.5
103;1;2002 July;124.4;139.2
104;1;2002 August;125.4;140.6
105;1;2002 September;115.8;129.8
106;1;2002 October;121.2;135.9
107;1;2002 November;125.1;140.7
108;1;2002 December;118.1;132.9
109;1;2003 January;113.7;128.1
110;1;2003 February;111.8;125.9
111;1;2003 March;111.1;125.2
112;1;2003 April;114.6;130.4
113;1;2003 May;115.1;131.4
114;1;2003 June;118.2;135.4
115;1;2003 July;120.6;138.1
116;1;2003 August;123.8;142.0
117;1;2003 September;120.1;137.8
118;1;2003 October;123.7;141.9
119;1;2003 November;122.9;141.4
120;2;1993 December;100.0;100.0
121;2;1994 January;105.4;105.5
122;2;1994 February;101.9;102.0
123;2;1994 March;96.3;96.3
124;2;1994 April;96.4;98.2
125;2;1994 May;95.8;97.7
126;2;1994 June;92.5;94.3
127;2;1994 July;94.1;96.0
128;2;1994 August;96.8;98.9
129;2;1994 September;92.6;94.7
130;2;1994 October;92.0;94.1
131;2;1994 November;90.8;92.8
132;2;1994 December;90.4;92.5
133;2;1995 January;85.3;87.3
134;2;1995 February;84.0;85.9
135;2;1995 March;82.9;84.9
136;2;1995 April;83.1;86.6
137;2;1995 May;85.3;88.9
138;2;1995 June;84.9;88.6
139;2;1995 July;89.1;92.9
140;2;1995 August;92.5;96.5
141;2;1995 September;91.6;95.6
142;2;1995 October;90.0;93.9
143;2;1995 November;93.2;97.3
144;2;1995 December;95.0;99.2
145;2;1996 January;100.0;104.5
146;2;1996 February;100.5;105.0
147;2;1996 March;103.0;107.7
148;2;1996 April;107.5;113.9
149;2;1996 May;109.2;115.7
150;2;1996 June;108.9;115.4
151;2;1996 July;101.4;107.5
152;2;1996 August;104.7;111.0
153;2;1996 September;110.3;116.9
154;2;1996 October;109.9;116.5
155;2;1996 November;117.0;124.1
156;2;1996 December;119.5;126.7
157;2;1997 January;126.2;134.0
158;2;1997 February;133.3;141.6
159;2;1997 March;132.0;140.2
160;2;1997 April;133.0;142.7
161;2;1997 May;142.5;152.9
162;2;1997 June;153.3;164.6
163;2;1997 July;170.2;182.8
164;2;1997 August;153.6;165.0
165;2;1997 September;159.4;171.1
166;2;1997 October;145.8;156.5
167;2;1997 November;147.5;158.5
168;2;1997 December;149.5;160.7
169;2;1998 January;156.2;167.9
170;2;1998 February;168.0;180.6
171;2;1998 March;179.2;192.7
172;2;1998 April;173.1;187.6
173;2;1998 May;175.6;190.4
174;2;1998 June;181.6;197.0
175;2;1998 July;183.0;198.5
176;2;1998 August;159.0;172.5
177;2;1998 September;146.2;158.5
178;2;1998 October;153.1;166.1
179;2;1998 November;170.1;184.6
180;2;1998 December;178.6;193.8
181;2;1999 January;184.5;200.3
182;2;1999 February;186.3;202.3
183;2;1999 March;196.5;213.4
184;2;1999 April;204.7;223.6
185;2;1999 May;198.9;217.4
186;2;1999 June;211.7;231.3
187;2;1999 July;206.0;225.2
188;2;1999 August;212.8;232.6
189;2;1999 September;208.8;228.2
190;2;1999 October;220.5;241.0
191;2;1999 November;252.1;275.7
192;2;1999 December;280.8;307.1
193;2;2000 January;274.6;300.3
194;2;2000 February;300.9;329.1
195;2;2000 March;308.6;337.6
196;2;2000 April;302.1;331.7
197;2;2000 May;284.6;312.6
198;2;2000 June;289.5;318.3
199;2;2000 July;290.7;319.7
200;2;2000 August;315.4;346.9
201;2;2000 September;304.4;334.8
202;2;2000 October;299.7;329.7
203;2;2000 November;271.7;298.9
204;2;2000 December;260.5;286.7
205;2;2001 January;265.7;292.5
206;2;2001 February;239.9;264.1
207;2;2001 March;222.7;245.2
208;2;2001 April;233.4;257.7
209;2;2001 May;242.2;267.6
210;2;2001 June;233.5;258.3
211;2;2001 July;219.4;242.6
212;2;2001 August;201.4;222.9
213;2;2001 September;177.8;196.9
214;2;2001 October;187.4;207.5
215;2;2001 November;200.2;221.8
216;2;2001 December;204.5;226.9
217;2;2002 January;200.8;222.9
218;2;2002 February;197.0;218.6
219;2;2002 March;205.4;227.9
220;2;2002 April;190.4;212.3
221;2;2002 May;183.4;204.6
222;2;2002 June;163.2;182.5
223;2;2002 July;146.9;164.4
224;2;2002 August;147.5;165.2
225;2;2002 September;127.2;142.4
226;2;2002 October;138.9;155.6
227;2;2002 November;146.1;163.8
228;2;2002 December;131.2;147.3
229;2;2003 January;122.3;137.4
230;2;2003 February;118.2;132.8
231;2;2003 March;117.1;131.6
232;2;2003 April;124.6;141.0
233;2;2003 May;124.6;141.4
234;2;2003 June;130.5;148.3
235;2;2003 July;136.2;154.9
236;2;2003 August;142.5;162.2
237;2;2003 September;134.6;153.2
238;2;2003 October;142.3;162.0
239;2;2003 November;141.3;161.0
240;3;1993 December;100.0;100.0
241;3;1994 January;105.3;105.3
242;3;1994 February;102.6;102.6
243;3;1994 March;98.8;99.4
244;3;1994 April;102.0;102.6
245;3;1994 May;99.8;100.5
246;3;1994 June;95.7;96.3
247;3;1994 July;100.1;100.9
248;3;1994 August;102.9;103.7
249;3;1994 September;99.8;100.6
250;3;1994 October;100.7;101.5
251;3;1994 November;99.4;100.6
252;3;1994 December;100.7;102.0
253;3;1995 January;100.1;101.3
254;3;1995 February;100.6;101.8
255;3;1995 March;97.5;99.2
256;3;1995 April;101.1;103.0
257;3;1995 May;105.2;107.2
258;3;1995 June;107.1;109.1
259;3;1995 July;110.7;112.9
260;3;1995 August;112.5;114.8
261;3;1995 September;113.1;115.4
262;3;1995 October;110.8;113.0
263;3;1995 November;113.6;116.4
264;3;1995 December;115.0;117.7
265;3;1996 January;122.2;125.1
266;3;1996 February;124.4;127.3
267;3;1996 March;130.6;134.3
268;3;1996 April;136.5;140.4
269;3;1996 May;143.7;147.9
270;3;1996 June;144.2;148.4
271;3;1996 July;136.9;141.0
272;3;1996 August;143.4;147.7
273;3;1996 September;148.6;153.1
274;3;1996 October;151.0;155.5
275;3;1996 November;160.3;165.5
276;3;1996 December;163.2;168.5
277;3;1997 January;173.3;178.9
278;3;1997 February;186.5;192.5
279;3;1997 March;186.4;192.7
280;3;1997 April;194.2;201.3
281;3;1997 May;209.1;216.8
282;3;1997 June;227.3;235.6
283;3;1997 July;251.2;260.7
284;3;1997 August;228.8;237.4
285;3;1997 September;241.6;250.7
286;3;1997 October;226.0;234.5
287;3;1997 November;227.2;235.9
288;3;1997 December;231.2;240.1
289;3;1998 January;240.8;250.1
290;3;1998 February;267.1;277.4
291;3;1998 March;286.8;298.1
292;3;1998 April;289.4;301.5
293;3;1998 May;306.4;319.6
294;3;1998 June;311.6;325.0
295;3;1998 July;320.2;334.2
296;3;1998 August;279.0;291.2
297;3;1998 September;245.0;291.2
298;3;1998 October;249.8;255.7
299;3;1998 November;270.8;260.7
300;3;1998 December;282.6;295.2
301;3;1999 January;275.4;287.7
302;3;1999 February;274.3;286.6
303;3;1999 March;280.8;293.5
304;3;1999 April;297.4;312.3
305;3;1999 May;288.3;302.7
306;3;1999 June;292.3;307.3
307;3;1999 July;284.4;299.2
308;3;1999 August;296.7;312.2
309;3;1999 September;288.7;303.7
310;3;1999 October;296.7;312.2
311;3;1999 November;321.2;338.2
312;3;1999 December;362.2;381.4
313;3;2000 January;339.4;357.4
314;3;2000 February;376.3;396.3
315;3;2000 March;377.1;397.0
316;3;2000 April;367.7;388.3
317;3;2000 May;372.5;393.5
318;3;2000 June;376.4;400.5
319;3;2000 July;373.7;398.6
320;3;2000 August;389.5;415.5
321;3;2000 September;375.7;400.7
322;3;2000 October;382.6;408.0
323;3;2000 November;366.9;391.5
324;3;2000 December;360.0;384.2
325;3;2001 January;362.9;387.2
326;3;2001 February;342.4;365.3
327;3;2001 March;321.7;343.3
328;3;2001 April;336.9;360.1
329;3;2001 May;340.1;363.9
330;3;2001 June;324.4;349.5
331;3;2001 July;311.3;335.6
332;3;2001 August;298.5;322.9
333;3;2001 September;254.5;275.7
334;3;2001 October;258.9;280.5
335;3;2001 November;268.9;291.6
336;3;2001 December;277.7;301.5
337;3;2002 January;278.0;301.9
338;3;2002 February;272.7;296.1
339;3;2002 March;291.4;316.4
340;3;2002 April;280.8;305.6
341;3;2002 May;270.3;294.4
342;3;2002 June;242.8;267.0
343;3;2002 July;206.5;227.0
344;3;2002 August;209.5;231.8
345;3;2002 September;168.6;186.6
346;3;2002 October;189.0;209.1
347;3;2002 November;200.5;222.2
348;3;2002 December;181.2;201.0
349;3;2003 January;165.8;183.8
350;3;2003 February;150.4;166.8
351;3;2003 March;146.9;163.4
352;3;2003 April;163.5;182.5
353;3;2003 May;163.7;183.3
354;3;2003 June;169.7;191.7
355;3;2003 July;181.0;204.4
356;3;2003 August;189.6;215.9
357;3;2003 September;177.8;202.4
358;3;2003 October;188.1;214.2
359;3;2003 November;190.8;217.5
360;4;1993 December;100.0;100.0
361;4;1994 January;110.0;110.0
362;4;1994 February;104.8;104.8
363;4;1994 March;100.7;100.7
364;4;1994 April;101.9;102.8
365;4;1994 May;97.4;98.2
366;4;1994 June;94.1;94.9
367;4;1994 July;96.7;97.7
368;4;1994 August;99.4;100.5
369;4;1994 September;95.2;96.3
370;4;1994 October;94.4;95.5
371;4;1994 November;95.0;96.1
372;4;1994 December;93.0;94.0
373;4;1995 January;90.2;91.3
374;4;1995 February;89.3;90.4
375;4;1995 March;87.9;89.0
376;4;1995 April;90.6;91.7
377;4;1995 May;92.5;94.5
378;4;1995 June;92.4;94.3
379;4;1995 July;96.4;98.6
380;4;1995 August;100.1;102.3
381;4;1995 September;99.4;101.6
382;4;1995 October;97.2;99.5
383;4;1995 November;99.4;101.8
384;4;1995 December;99.9;102.3
385;4;1996 January;104.1;106.7
386;4;1996 February;108.2;110.9
387;4;1996 March;111.1;113.9
388;4;1996 April;115.4;118.4
389;4;1996 May;117.8;121.5
390;4;1996 June;118.9;122.6
391;4;1996 July;112.8;116.5
392;4;1996 August;118.0;121.9
393;4;1996 September;122.8;126.9
394;4;1996 October;124.3;128.5
395;4;1996 November;130.3;134.7
396;4;1996 December;134.1;138.6
397;4;1997 January;142.6;147.6
398;4;1997 February;149.8;155.0
399;4;1997 March;149.1;154.3
400;4;1997 April;153.3;158.8
401;4;1997 May;159.5;165.8
402;4;1997 June;171.9;178.6
403;4;1997 July;180.4;187.6
404;4;1997 August;169.0;175.9
405;4;1997 September;182.5;190.0
406;4;1997 October;172.7;179.7
407;4;1997 November;175.3;182.5
408;4;1997 December;183.5;191.0
409;4;1998 January;193.3;201.4
410;4;1998 February;209.0;217.7
411;4;1998 March;232.7;242.4
412;4;1998 April;228.6;238.2
413;4;1998 May;238.2;248.9
414;4;1998 June;247.6;258.7
415;4;1998 July;253.9;265.5
416;4;1998 August;219.3;229.4
417;4;1998 September;195.1;204.1
418;4;1998 October;207.1;216.6
419;4;1998 November;225.3;235.7
420;4;1998 December;228.4;238.9
421;4;1999 January;238.5;249.6
422;4;1999 February;237.2;248.3
423;4;1999 March;242.0;253.3
424;4;1999 April;249.4;261.2
425;4;1999 May;242.4;254.1
426;4;1999 June;253.0;265.2
427;4;1999 July;246.1;257.9
428;4;1999 August;255.3;267.6
429;4;1999 September;250.9;263.1
430;4;1999 October;260.9;273.5
431;4;1999 November;296.2;310.5
432;4;1999 December;337.3;354.1
433;4;2000 January;342.2;359.2
434;4;2000 February;383.5;402.7
435;4;2000 March;391.9;411.5
436;4;2000 April;387.1;406.6
437;4;2000 May;371.3;390.0
438;4;2000 June;369.3;388.2
439;4;2000 July;378.7;398.2
440;4;2000 August;394.3;414.6
441;4;2000 September;377.8;397.2
442;4;2000 October;377.1;396.6
443;4;2000 November;345.4;363.7
444;4;2000 December;341.1;359.5
445;4;2001 January;345.3;364.3
446;4;2001 February;316.0;333.6
447;4;2001 March;295.5;312.1
448;4;2001 April;309.5;327.1
449;4;2001 May;314.1;332.3
450;4;2001 June;295.9;313.4
451;4;2001 July;281.4;298.2
452;4;2001 August;262.8;278.6
453;4;2001 September;230.4;244.4
454;4;2001 October;241.6;256.4
455;4;2001 November;256.3;272.2
456;4;2001 December;261.2;278.0
457;4;2002 January;257.7;275.0
458;4;2002 February;254.1;271.1
459;4;2002 March;265.8;283.8
460;4;2002 April;250.5;267.8
461;4;2002 May;239.7;256.4
462;4;2002 June;214.6;230.3
463;4;2002 July;193.0;207.2
464;4;2002 August;189.9;203.9
465;4;2002 September;163.5;175.6
466;4;2002 October;178.2;191.4
467;4;2002 November;188.9;203.0
468;4;2002 December;171.5;185.4
469;4;2003 January;157.2;170.6
470;4;2003 February;149.5;162.2
471;4;2003 March;147.2;159.6
472;4;2003 April;163.9;178.2
473;4;2003 May;166.3;181.3
474;4;2003 June;172.0;188.0
475;4;2003 July;178.4;195.0
476;4;2003 August;186.2;203.5
477;4;2003 September;179.3;196.0
478;4;2003 October;192.3;210.3
479;4;2003 November;193.9;212.1
480;5;1993 December;100.0;100.0
481;5;1994 January;103.1;103.6
482;5;1994 February;97.0;97.4
483;5;1994 March;86.9;87.3
484;5;1994 April;88.2;88.7
485;5;1994 May;89.6;90.1
486;5;1994 June;85.0;85.4
487;5;1994 July;87.9;88.4
488;5;1994 August;89.4;91.9
489;5;1994 September;86.2;88.6
490;5;1994 October;85.2;87.6
491;5;1994 November;82.4;84.7
492;5;1994 December;81.6;83.9
493;5;1995 January;72.9;75.2
494;5;1995 February;72.4;74.7
495;5;1995 March;70.9;73.2
496;5;1995 April;71.2;73.5
497;5;1995 May;75.7;78.1
498;5;1995 June;73.4;75.8
499;5;1995 July;75.9;78.4
500;5;1995 August;78.0;80.6
501;5;1995 September;77.0;79.5
502;5;1995 October;74.5;77.0
503;5;1995 November;75.0;77.4
504;5;1995 December;77.9;80.4
505;5;1996 January;85.0;88.2
506;5;1996 February;83.8;87.0
507;5;1996 March;85.0;88.2
508;5;1996 April;90.5;94.0
509;5;1996 May;89.4;92.9
510;5;1996 June;88.7;92.2
511;5;1996 July;80.7;83.9
512;5;1996 August;81.6;84.8
513;5;1996 September;85.2;88.6
514;5;1996 October;82.7;86.0
515;5;1996 November;86.5;89.9
516;5;1996 December;87.3;90.8
517;5;1997 January;90.4;94.5
518;5;1997 February;94.3;98.5
519;5;1997 March;90.7;94.8
520;5;1997 April;91.2;95.3
521;5;1997 May;97.2;101.6
522;5;1997 June;102.6;107.3
523;5;1997 July;109.2;114.2
524;5;1997 August;91.0;95.2
525;5;1997 September;89.9;94.0
526;5;1997 October;71.5;74.7
527;5;1997 November;69.5;72.7
528;5;1997 December;68.5;71.6
529;5;1998 January;67.2;70.3
530;5;1998 February;74.0;78.1
531;5;1998 March;73.2;77.3
532;5;1998 April;67.3;71.0
533;5;1998 May;60.3;63.6
534;5;1998 June;55.6;58.7
535;5;1998 July;55.3;58.5
536;5;1998 August;48.5;51.3
537;5;1998 September;48.3;51.0
538;5;1998 October;55.2;58.3
539;5;1998 November;61.1;64.6
540;5;1998 December;61.2;64.6
541;5;1999 January;62.7;66.6
542;5;1999 February;63.2;67.2
543;5;1999 March;73.0;77.6
544;5;1999 April;82.7;87.9
545;5;1999 May;82.3;87.5
546;5;1999 June;95.2;101.2
547;5;1999 July;94.4;100.4
548;5;1999 August;96.6;102.7
549;5;1999 September;94.6;100.6
550;5;1999 October;98.9;105.2
551;5;1999 November;112.1;119.2
552;5;1999 December;123.1;131.1
553;5;2000 January;126.4;134.7
554;5;2000 February;132.0;140.7
555;5;2000 March;133.1;141.8
556;5;2000 April;124.1;132.2
557;5;2000 May;112.2;119.6
558;5;2000 June;117.3;124.9
559;5;2000 July;112.8;120.1
560;5;2000 August;118.6;126.3
561;5;2000 September;109.9;117.1
562;5;2000 October;107.6;114.7
563;5;2000 November;101.8;108.5
564;5;2000 December;94.0;100.4
565;5;2001 January;98.6;105.3
566;5;2001 February;94.7;101.1
567;5;2001 March;89.1;95.2
568;5;2001 April;87.9;93.8
569;5;2001 May;93.5;99.9
570;5;2001 June;90.0;96.2
571;5;2001 July;82.5;88.1
572;5;2001 August;77.5;82.8
573;5;2001 September;67.4;72.0
574;5;2001 October;71.1;76.0
575;5;2001 November;77.3;82.6
576;5;2001 December;79.2;85.0
577;5;2002 January;82.0;88.1
578;5;2002 February;83.0;89.1
579;5;2002 March;87.6;94.0
580;5;2002 April;86.4;92.8
581;5;2002 May;84.5;90.7
582;5;2002 June;75.7;81.9
583;5;2002 July;72.3;78.1
584;5;2002 August;70.9;76.7
585;5;2002 September;64.7;70.0
586;5;2002 October;64.9;70.1
587;5;2002 November;67.3;72.8
588;5;2002 December;60.7;66.0
589;5;2003 January;58.1;63.3
590;5;2003 February;57.1;62.2
591;5;2003 March;54.1;58.9
592;5;2003 April;54.0;58.8
593;5;2003 May;53.8;58.9
594;5;2003 June;58.6;64.1
595;5;2003 July;63.6;69.5
596;5;2003 August;71.4;78.1
597;5;2003 September;69.0;75.5
598;5;2003 October;73.9;80.9
599;5;2003 November;69.9;76.5
600;6;1993 December;100.0;100.0
601;6;1994 January;105.7;105.7
602;6;1994 February;102.8;102.8
603;6;1994 March;97.8;97.8
604;6;1994 April;96.6;96.6
605;6;1994 May;97.4;97.4
606;6;1994 June;90.8;90.8
607;6;1994 July;92.9;92.9
608;6;1994 August;96.9;96.9
609;6;1994 September;93.4;93.4
610;6;1994 October;92.0;92.8
611;6;1994 November;92.5;93.3
612;6;1994 December;91.1;91.9
613;6;1995 January;87.9;88.6
614;6;1995 February;88.7;89.5
615;6;1995 March;87.7;88.5
616;6;1995 April;87.4;88.2
617;6;1995 May;90.3;91.1
618;6;1995 June;92.0;93.1
619;6;1995 July;95.0;96.1
620;6;1995 August;100.5;101.7
621;6;1995 September;100.9;102.1
622;6;1995 October;99.6;101.8
623;6;1995 November;103.6;105.8
624;6;1995 December;104.5;106.8
625;6;1996 January;110.8;113.2
626;6;1996 February;112.5;114.9
627;6;1996 March;114.6;117.0
628;6;1996 April;118.6;121.4
629;6;1996 May;124.3;127.3
630;6;1996 June;122.1;125.0
631;6;1996 July;114.1;116.9
632;6;1996 August;117.4;120.2
633;6;1996 September;127.5;130.6
634;6;1996 October;130.0;134.1
635;6;1996 November;141.8;146.2
636;6;1996 December;145.1;149.6
637;6;1997 January;158.9;163.8
638;6;1997 February;165.0;170.1
639;6;1997 March;164.6;169.7
640;6;1997 April;165.8;171.0
641;6;1997 May;179.6;185.2
642;6;1997 June;191.7;197.7
643;6;1997 July;221.9;228.9
644;6;1997 August;204.1;210.4
645;6;1997 September;214.0;220.7
646;6;1997 October;197.7;204.7
647;6;1997 November;209.3;216.7
648;6;1997 December;211.0;218.4
649;6;1998 January;219.9;227.7
650;6;1998 February;235.6;243.9
651;6;1998 March;253.2;262.1
652;6;1998 April;242.4;251.2
653;6;1998 May;239.6;248.3
654;6;1998 June;256.6;265.9
655;6;1998 July;252.1;261.2
656;6;1998 August;218.6;226.6
657;6;1998 September;206.9;214.4
658;6;1998 October;210.1;218.3
659;6;1998 November;239.3;248.6
660;6;1998 December;247.8;257.5
661;6;1999 January;258.9;269.1
662;6;1999 February;268.5;279.0
663;6;1999 March;290.4;301.7
664;6;1999 April;300.4;312.5
665;6;1999 May;288.7;300.3
666;6;1999 June;303.8;316.0
667;6;1999 July;292.4;304.1
668;6;1999 August;296.3;308.1
669;6;1999 September;281.2;292.5
670;6;1999 October;303.8;316.0
671;6;1999 November;335.2;348.6
672;6;1999 December;354.7;369.4
673;6;2000 January;336.4;350.4
674;6;2000 February;344.4;358.7
675;6;2000 March;377.9;393.6
676;6;2000 April;383.7;399.6
677;6;2000 May;359.4;374.6
678;6;2000 June;359.2;374.5
679;6;2000 July;364.2;379.7
680;6;2000 August;404.2;421.3
681;6;2000 September;396.4;413.2
682;6;2000 October;389.8;406.4
683;6;2000 November;358.5;373.7
684;6;2000 December;337.2;352.0
685;6;2001 January;340.9;355.9
686;6;2001 February;310.1;323.7
687;6;2001 March;294.6;307.5
688;6;2001 April;310.1;323.7
689;6;2001 May;328.9;343.6
690;6;2001 June;325.6;340.2
691;6;2001 July;310.8;324.8
692;6;2001 August;280.2;292.8
693;6;2001 September;257.2;268.7
694;6;2001 October;264.8;276.7
695;6;2001 November;289.2;302.2
696;6;2001 December;298.7;312.7
697;6;2002 January;293.0;306.8
698;6;2002 February;290.7;304.4
699;6;2002 March;296.0;309.9
700;6;2002 April;270.4;283.1
701;6;2002 May;261.3;273.8
702;6;2002 June;230.1;241.1
703;6;2002 July;208.0;218.0
704;6;2002 August;216.2;226.6
705;6;2002 September;192.6;201.8
706;6;2002 October;206.8;216.7
707;6;2002 November;211.4;221.5
708;6;2002 December;190.9;200.6
709;6;2003 January;179.8;188.9
710;6;2003 February;179.1;188.2
711;6;2003 March;179.4;188.5
712;6;2003 April;188.2;197.8
713;6;2003 May;184.6;194.3
714;6;2003 June;194.6;204.8
715;6;2003 July;200.6;211.1
716;6;2003 August;208.5;219.4
717;6;2003 September;194.0;204.2
718;6;2003 October;200.6;211.2
719;6;2003 November;198.3;208.7
720;7;1993 December;100.0;100.0
721;7;1994 January;105.4;105.4
722;7;1994 February;102.3;102.3
723;7;1994 March;97.0;97.1
724;7;1994 April;96.8;98.9
725;7;1994 May;96.3;98.5
726;7;1994 June;93.3;95.4
727;7;1994 July;94.5;96.6
728;7;1994 August;97.3;99.4
729;7;1994 September;92.9;95.0
730;7;1994 October;92.2;94.4
731;7;1994 November;91.0;93.2
732;7;1994 December;90.8;92.9
733;7;1995 January;85.7;87.7
734;7;1995 February;84.0;86.0
735;7;1995 March;83.2;85.3
736;7;1995 April;83.0;87.0
737;7;1995 May;84.5;88.6
738;7;1995 June;84.2;88.3
739;7;1995 July;88.8;93.1
740;7;1995 August;92.6;97.1
741;7;1995 September;91.5;96.0
742;7;1995 October;90.1;94.5
743;7;1995 November;93.9;98.5
744;7;1995 December;95.7;100.4
745;7;1996 January;100.2;105.2
746;7;1996 February;100.7;105.7
747;7;1996 March;103.0;108.2
748;7;1996 April;107.2;114.7
749;7;1996 May;108.7;116.2
750;7;1996 June;108.3;115.8
751;7;1996 July;100.6;107.6
752;7;1996 August;104.0;111.2
753;7;1996 September;110.1;117.7
754;7;1996 October;109.5;117.2
755;7;1996 November;117.2;125.4
756;7;1996 December;119.8;128.2
757;7;1997 January;126.8;135.7
758;7;1997 February;133.7;143.1
759;7;1997 March;132.5;141.8
760;7;1997 April;132.6;144.1
761;7;1997 May;142.5;154.8
762;7;1997 June;153.4;166.6
763;7;1997 July;171.6;186.4
764;7;1997 August;155.3;168.8
765;7;1997 September;160.7;174.6
766;7;1997 October;147.6;160.4
767;7;1997 November;150.0;163.0
768;7;1997 December;151.8;165.0
769;7;1998 January;159.3;173.2
770;7;1998 February;169.8;184.6
771;7;1998 March;181.0;196.9
772;7;1998 April;173.3;190.4
773;7;1998 May;175.0;192.2
774;7;1998 June;182.8;200.9
775;7;1998 July;183.1;201.2
776;7;1998 August;159.2;174.9
777;7;1998 September;147.8;162.4
778;7;1998 October;154.9;170.3
779;7;1998 November;173.6;190.8
780;7;1998 December;179.9;197.8
781;7;1999 January;188.2;206.9
782;7;1999 February;191.0;210.0
783;7;1999 March;202.5;222.7
784;7;1999 April;209.3;231.9
785;7;1999 May;203.1;225.2
786;7;1999 June;217.7;241.5
787;7;1999 July;211.5;234.5
788;7;1999 August;218.2;242.0
789;7;1999 September;214.4;237.7
790;7;1999 October;228.4;253.3
791;7;1999 November;264.9;293.8
792;7;1999 December;293.9;326.0
793;7;2000 January;286.7;318.1
794;7;2000 February;313.8;348.1
795;7;2000 March;323.4;358.7
796;7;2000 April;317.5;354.0
797;7;2000 May;295.2;329.3
798;7;2000 June;301.1;335.9
799;7;2000 July;302.5;337.4
800;7;2000 August;332.8;371.2
801;7;2000 September;321.9;359.0
802;7;2000 October;315.0;351.4
803;7;2000 November;281.9;314.5
804;7;2000 December;267.6;298.5
805;7;2001 January;274.0;305.7
806;7;2001 February;242.5;270.6
807;7;2001 March;224.0;249.9
808;7;2001 April;235.8;264.3
809;7;2001 May;246.7;276.6
810;7;2001 June;239.3;268.3
811;7;2001 July;223.2;250.3
812;7;2001 August;201.1;225.4
813;7;2001 September;179.1;200.9
814;7;2001 October;190.8;214.0
815;7;2001 November;205.0;230.1
816;7;2001 December;209.0;234.6
817;7;2002 January;203.4;228.4
818;7;2002 February;198.9;223.3
