ID;Activiteiten;SoortUitgaven;Perioden;TotaalAanbiedersVeiligheidszorg_1;DienstJustitieleInrichtingen_2;Politie_3;OpenbaarMinisterieEnRechtspraak_4;OverigeAanbiedersMinisterieVJ_5;BijzondereOpsporingsdiensten_6;Douane_7;OverigeAanbiedersOverigeMinisteries_8;Jeugdzorg_9;ProvinciesEnGemeenten_10;Verzekeraars_11;RechtskundigeDienstverleners_12;BeveiligingsEnOpsporingsbedrijven_13;VerkoopBeveiligingsmaterialen_14;TotaalAanbiedersVeiligheidszorg_15;DienstJustitieleInrichtingen_16;Politie_17;OpenbaarMinisterieEnRechtspraak_18;OverigeAanbiedersMinisterieVJ_19;BijzondereOpsporingsdiensten_20;Douane_21;OverigeAanbiedersOverigeMinisteries_22;Jeugdzorg_23;ProvinciesEnGemeenten_24;Verzekeraars_25;RechtskundigeDienstverleners_26;BeveiligingsEnOpsporingsbedrijven_27;VerkoopBeveiligingsmaterialen_28;TotaalAanbiedersVeiligheidszorg_29;DienstJustitieleInrichtingen_30;Politie_31;OpenbaarMinisterieEnRechtspraak_32;OverigeAanbiedersMinisterieVJ_33;BijzondereOpsporingsdiensten_34;Douane_35;OverigeAanbiedersOverigeMinisteries_36;Jeugdzorg_37;ProvinciesEnGemeenten_38;Verzekeraars_39;RechtskundigeDienstverleners_40;BeveiligingsEnOpsporingsbedrijven_41;VerkoopBeveiligingsmaterialen_42;TotaalAanbiedersVeiligheidszorg_43;DienstJustitieleInrichtingen_44;Politie_45;OpenbaarMinisterieEnRechtspraak_46;OverigeAanbiedersMinisterieVJ_47;BijzondereOpsporingsdiensten_48;Douane_49;OverigeAanbiedersOverigeMinisteries_50;Jeugdzorg_51;ProvinciesEnGemeenten_52;Verzekeraars_53;RechtskundigeDienstverleners_54;BeveiligingsEnOpsporingsbedrijven_55;VerkoopBeveiligingsmaterialen_56
51;Preventie;Totaal uitgaven;2011;5961.7;;1889.5;;265.0;28.6;315.9;141.4;;595.0;;;1854.8;871.4;5315.0;;1669.6;;232.6;25.0;273.3;127.0;;535.4;;;1666.3;785.8;113.6;;111.0;;162.1;74.1;91.8;138.8;;150.5;;;119.7;91.4;-0.6;;-0.8;;-1.3;-14.9;-4.3;-3.6;;-2.9;;;1.0;0.7
52;Preventie;Totaal uitgaven;2012;6022.5;;1941.5;;272.6;48.3;311.4;137.9;;576.8;;;1895.6;838.5;5256.9;;1686.1;;235.2;41.5;264.8;121.2;;506.2;;;1663.3;738.7;112.4;;112.1;;163.9;122.9;89.0;132.5;;142.3;;;119.5;85.9;-1.1;;1.0;;1.1;65.8;-3.1;-4.6;;-5.5;;;-0.2;-6.0
53;Preventie;Totaal uitgaven;2013;5828.2;;1814.7;;278.1;48.3;327.4;118.4;;569.6;;;1871.3;800.6;5026.3;;1566.1;;238.8;41.3;276.9;103.1;;497.3;;;1612.9;689.9;107.4;;104.1;;166.4;122.2;93.1;112.8;;139.8;;;115.8;80.3;-4.4;;-7.1;;1.6;-0.5;4.6;-14.9;;-1.8;;;-3.0;-6.6
54;Preventie;Totaal uitgaven;2014;5932.6;;1853.4;;275.6;48.3;328.7;115.3;;577.8;;;1958.0;775.6;5102.0;;1595.8;;236.0;41.2;278.1;100.1;;502.2;;;1688.0;660.5;109.1;;106.1;;164.4;121.9;93.5;109.5;;141.2;;;121.2;76.8;1.5;;1.9;;-1.2;-0.2;0.4;-2.9;;1.0;;;4.7;-4.3
55;Preventie;Totaal uitgaven;2015;6137.8;;1842.3;;293.8;48.3;328.7;118.5;;548.7;;;2106.8;850.8;5241.0;;1581.3;;250.3;41.0;277.7;102.4;;472.0;;;1795.4;720.9;112.0;;105.1;;174.4;121.4;93.4;111.9;;132.7;;;129.0;83.9;2.7;;-0.9;;6.1;-0.4;-0.1;2.2;;-6.0;;;6.4;9.1
56;Preventie;Personele uitgaven;2002;2539.3;;978.7;;47.8;22.8;205.0;60.6;;77.1;;;917.9;229.4;2781.8;;1058.7;;51.9;24.7;222.4;64.6;;83.0;;;1032.5;243.9;95.2;;99.2;;64.4;126.2;87.6;112.7;;55.3;;;98.4;100.1;;;;;;;;;;;;;;
57;Preventie;Personele uitgaven;2003;2793.5;;1065.3;;54.3;22.5;241.8;64.6;;86.4;;;1033.5;225.0;2940.3;;1103.8;;56.7;23.5;252.6;66.1;;89.6;;;1115.8;232.2;100.6;;103.4;;70.4;120.0;99.5;115.4;;59.7;;;106.4;95.3;5.7;;4.3;;9.3;-4.9;13.6;2.4;;7.9;;;8.1;-4.8
58;Preventie;Personele uitgaven;2004;2823.0;;1097.2;;60.3;22.7;247.1;56.2;;112.0;;;988.6;238.8;2888.3;;1118.6;;61.4;23.1;251.6;56.9;;113.5;;;1022.5;240.7;98.9;;104.8;;76.2;118.2;99.1;99.2;;75.7;;;97.5;98.8;-1.8;;1.3;;8.3;-1.5;-0.4;-14.0;;26.7;;;-8.4;3.7
59;Preventie;Personele uitgaven;2005;2921.5;;1067.5;;80.6;19.6;253.9;57.3;;150.0;;;1048.9;243.7;2921.5;;1067.5;;80.6;19.6;253.9;57.3;;150.0;;;1048.9;243.7;100.0;;100.0;;100.0;100.0;100.0;100.0;;100.0;;;100.0;100.0;1.2;;-4.6;;31.2;-15.4;0.9;0.8;;32.2;;;2.6;1.3
60;Preventie;Personele uitgaven;2006;3046.9;;1094.3;;100.7;20.1;252.9;55.7;;162.1;;;1119.6;241.5;3050.4;;1088.9;;99.7;19.9;250.4;55.1;;160.7;;;1135.6;240.2;104.4;;102.0;;123.7;101.5;98.6;96.2;;107.1;;;108.3;98.6;4.4;;2.0;;23.7;1.5;-1.4;-3.8;;7.1;;;8.3;-1.4
61;Preventie;Personele uitgaven;2007;3255.0;;1132.4;;117.0;22.1;264.0;59.0;;175.8;;;1231.0;253.8;3208.0;;1113.0;;111.4;21.0;251.4;56.8;;169.5;;;1236.1;248.8;109.8;;104.3;;138.2;107.3;99.0;99.0;;113.0;;;117.8;102.1;5.2;;2.2;;11.7;5.7;0.4;3.0;;5.5;;;8.9;3.6
62;Preventie;Personele uitgaven;2008;3534.5;;1247.1;;143.2;18.2;273.0;63.8;;201.8;;;1321.1;266.4;3291.1;;1126.5;;131.8;16.7;251.4;59.3;;187.0;;;1267.5;250.8;112.6;;105.5;;163.5;85.3;99.0;103.5;;124.7;;;120.8;102.9;2.6;;1.2;;18.4;-20.5;0.0;4.5;;10.3;;;2.5;0.8
63;Preventie;Personele uitgaven;2009;3730.9;;1353.3;;151.8;21.4;279.6;78.4;;228.0;;;1362.7;255.7;3387.7;;1198.2;;135.3;19.1;249.2;70.9;;209.3;;;1271.1;234.7;116.0;;112.2;;167.8;97.5;98.2;123.6;;139.5;;;121.2;96.3;2.9;;6.4;;2.6;14.2;-0.8;19.4;;11.9;;;0.3;-6.4
64;Preventie;Personele uitgaven;2010;3719.9;;1379.1;;157.0;22.3;284.2;82.2;;243.9;;;1318.1;233.2;3297.4;;1196.4;;135.6;19.2;245.5;73.8;;220.2;;;1195.3;211.5;112.9;;112.1;;168.2;98.1;96.7;128.7;;146.8;;;114.0;86.8;-2.7;;-0.2;;0.2;0.7;-1.5;4.1;;5.2;;;-6.0;-9.9
65;Preventie;Personele uitgaven;2011;3766.0;;1357.6;;158.6;19.0;287.0;84.6;;243.5;;;1378.3;237.3;3330.7;;1189.7;;136.6;16.4;247.2;75.7;;218.2;;;1235.0;211.8;114.0;;111.4;;169.5;83.7;97.4;132.1;;145.5;;;117.7;86.9;1.0;;-0.6;;0.7;-14.7;0.7;2.6;;-0.9;;;3.3;0.2
66;Preventie;Personele uitgaven;2012;3817.0;;1397.4;;157.9;32.1;286.6;89.3;;236.0;;;1389.6;228.2;3308.2;;1205.1;;133.8;27.2;242.9;78.2;;205.0;;;1216.3;199.5;113.2;;112.9;;166.0;139.0;95.7;136.4;;136.7;;;116.0;81.9;-0.7;;1.3;;-2.0;66.1;-1.7;3.3;;-6.1;;;-1.5;-5.8
67;Preventie;Personele uitgaven;2013;3777.0;;1381.5;;159.2;32.1;290.6;77.7;;233.1;;;1385.0;217.7;3237.8;;1183.6;;133.9;27.0;244.5;67.2;;200.2;;;1193.8;187.6;110.8;;110.9;;166.2;137.9;96.3;117.2;;133.5;;;113.8;77.0;-2.1;;-1.8;;0.1;-0.8;0.6;-14.1;;-2.4;;;-1.9;-6.0
68;Preventie;Personele uitgaven;2014;3869.1;;1398.1;;157.7;32.1;288.8;75.7;;236.4;;;1468.0;212.4;3319.1;;1197.4;;132.8;27.1;243.2;65.4;;203.6;;;1269.8;179.8;113.6;;112.2;;164.8;138.1;95.8;114.1;;135.7;;;121.1;73.8;2.5;;1.2;;-0.9;0.1;-0.5;-2.6;;1.7;;;6.4;-4.1
69;Preventie;Personele uitgaven;2015;4014.1;;1414.7;;167.3;32.1;288.8;77.6;;224.6;;;1579.5;229.5;3423.9;;1211.6;;140.9;27.1;243.2;67.0;;191.7;;;1348.3;194.2;117.2;;113.5;;174.8;138.1;95.8;116.9;;127.8;;;128.5;79.7;3.2;;1.2;;6.1;0.0;0.0;2.5;;-5.8;;;6.2;8.0
70;Preventie;Materiële uitgaven;2002;1496.7;;386.9;;28.9;28.3;23.6;32.1;;106.4;;;300.4;590.2;1572.9;;406.4;;30.4;29.8;24.7;33.7;;111.8;;;315.8;620.4;89.5;;93.0;;48.3;209.5;56.7;98.9;;54.3;;;92.0;100.7;;;;;;;;;;;;;;
71;Preventie;Materiële uitgaven;2003;1527.5;;373.4;;35.8;19.9;27.8;36.0;;119.0;;;338.2;577.4;1564.1;;379.3;;36.3;20.2;28.2;36.6;;120.9;;;348.2;594.4;89.0;;86.8;;57.7;142.4;64.7;107.2;;58.8;;;101.4;96.5;-0.6;;-6.7;;19.6;-32.0;14.1;8.4;;8.2;;;10.3;-4.2
72;Preventie;Materiële uitgaven;2004;1608.4;;400.2;;39.8;15.5;29.3;38.2;;155.0;;;323.5;607.0;1635.5;;407.0;;40.5;15.8;29.8;38.8;;157.6;;;329.0;617.2;93.1;;93.1;;64.3;111.0;68.2;113.8;;76.6;;;95.8;100.2;4.6;;7.3;;11.4;-22.1;5.5;6.1;;30.4;;;-5.5;3.8
73;Preventie;Materiële uitgaven;2005;1756.9;;437.1;;62.9;14.2;43.7;34.1;;205.7;;;343.3;615.9;1756.9;;437.1;;62.9;14.2;43.7;34.1;;205.7;;;343.3;615.9;100.0;;100.0;;100.0;100.0;100.0;100.0;;100.0;;;100.0;100.0;7.4;;7.4;;55.6;-9.9;46.7;-12.1;;30.5;;;4.4;-0.2
74;Preventie;Materiële uitgaven;2006;1889.2;;495.2;;85.1;14.5;53.6;35.9;;226.2;;;366.4;612.2;1868.9;;490.3;;84.2;14.4;53.1;35.5;;224.0;;;362.2;605.2;106.4;;112.2;;133.9;101.0;121.5;104.2;;108.9;;;105.5;98.3;6.4;;12.2;;33.9;1.0;21.5;4.2;;8.9;;;5.5;-1.7
75;Preventie;Materiële uitgaven;2007;2007.1;;521.2;;112.1;16.6;34.1;34.2;;236.9;;;387.9;664.2;1953.3;;507.4;;109.1;16.1;33.2;33.3;;230.7;;;377.3;646.2;111.2;;116.1;;173.4;113.6;76.1;97.5;;112.1;;;109.9;104.9;4.5;;3.5;;29.5;12.4;-37.4;-6.4;;3.0;;;4.2;6.8
76;Preventie;Materiële uitgaven;2008;2110.7;;530.3;;101.5;13.2;28.7;34.8;;281.3;;;425.8;695.0;1995.0;;498.8;;95.5;12.5;27.0;32.8;;264.6;;;404.2;659.7;113.6;;114.1;;151.8;87.7;61.8;96.0;;128.6;;;117.7;107.1;2.1;;-1.7;;-12.5;-22.8;-18.7;-1.6;;14.7;;;7.1;2.1
77;Preventie;Materiële uitgaven;2009;2235.2;;562.8;;108.1;10.8;24.6;49.6;;333.1;;;481.9;664.3;2096.4;;527.8;;101.3;10.1;23.0;46.6;;312.4;;;452.0;623.1;119.3;;120.8;;161.1;71.2;52.8;136.5;;151.9;;;131.7;101.2;5.1;;5.8;;6.1;-18.8;-14.6;42.1;;18.1;;;11.8;-5.5
78;Preventie;Materiële uitgaven;2010;2232.2;;534.5;;109.9;11.2;44.1;63.6;;363.6;;;491.4;614.0;2049.8;;486.6;;100.1;10.2;40.1;57.9;;331.1;;;455.2;568.7;116.7;;111.3;;159.0;71.8;91.9;169.6;;161.0;;;132.6;92.3;-2.2;;-7.8;;-1.3;0.8;74.1;24.3;;6.0;;;0.7;-8.7
79;Preventie;Materiële uitgaven;2011;2195.7;;531.9;;106.4;9.6;28.9;56.8;;351.5;;;476.5;634.1;1984.4;;480.0;;96.1;8.6;26.1;51.2;;317.2;;;431.3;573.9;112.9;;109.8;;152.6;60.9;59.7;150.2;;154.2;;;125.6;93.2;-3.2;;-1.4;;-4.0;-15.2;-35.0;-11.5;;-4.2;;;-5.3;0.9
80;Preventie;Materiële uitgaven;2012;2205.5;;544.1;;114.7;16.2;24.8;48.6;;340.7;;;506.0;610.4;1948.7;;480.9;;101.4;14.3;21.9;43.0;;301.1;;;447.0;539.2;110.9;;110.0;;161.1;100.6;50.2;125.9;;146.4;;;130.2;87.5;-1.8;;0.2;;5.5;65.3;-16.0;-16.1;;-5.1;;;3.6;-6.1
81;Preventie;Materiële uitgaven;2013;2051.3;;433.1;;118.8;16.2;36.7;40.7;;336.5;;;486.3;582.9;1788.5;;382.4;;104.9;14.3;32.4;35.9;;297.1;;;419.0;502.3;101.8;;87.5;;166.7;100.5;74.3;105.3;;144.4;;;122.1;81.6;-8.2;;-20.5;;3.5;-0.1;48.0;-16.3;;-1.3;;;-6.2;-6.8
82;Preventie;Materiële uitgaven;2014;2063.5;;455.3;;117.9;16.2;39.9;39.7;;341.3;;;490.0;563.2;1782.9;;398.4;;103.2;14.2;34.9;34.7;;298.7;;;418.2;480.7;101.5;;91.2;;163.9;99.6;80.0;101.7;;145.2;;;121.8;78.0;-0.3;;4.2;;-1.7;-0.9;7.6;-3.4;;0.5;;;-0.2;-4.3
83;Preventie;Materiële uitgaven;2015;2123.7;;427.6;;126.6;16.2;39.9;40.9;;324.1;;;527.3;621.2;1817.1;;369.7;;109.4;14.0;34.5;35.3;;280.3;;;447.1;526.7;103.4;;84.6;;173.9;98.4;79.0;103.5;;136.3;;;130.2;85.5;1.9;;-7.2;;6.1;-1.2;-1.2;1.8;;-6.2;;;6.9;9.6
84;Opsporing;Totaal uitgaven;2002;2138.6;;1842.1;;123.1;96.2;;48.5;;;;;28.7;;2293.5;;1976.5;;129.9;103.8;;51.6;;;;;31.7;;101.1;;98.6;;204.2;93.1;;93.1;;;;;96.8;;;;;;;;;;;;;;;
85;Opsporing;Totaal uitgaven;2003;2245.9;;1947.7;;114.1;104.9;;46.9;;;;;32.3;;2316.1;;2008.0;;116.4;109.1;;48.2;;;;;34.5;;102.1;;100.2;;183.1;97.9;;86.9;;;;;105.1;;1.0;;1.6;;-10.3;5.1;;-6.6;;;;;8.6;
86;Opsporing;Totaal uitgaven;2004;2243.0;;1991.6;;60.5;106.6;;53.5;;;;;30.9;;2285.2;;2029.0;;61.5;108.5;;54.3;;;;;31.8;;100.8;;101.2;;96.8;97.4;;98.0;;;;;97.1;;-1.3;;1.0;;-47.2;-0.5;;12.7;;;;;-7.7;
87;Opsporing;Totaal uitgaven;2005;2267.9;;2004.7;;63.6;111.4;;55.4;;;;;32.8;;2267.9;;2004.7;;63.6;111.4;;55.4;;;;;32.8;;100.0;;100.0;;100.0;100.0;;100.0;;;;;100.0;;-0.8;;-1.2;;3.3;2.7;;2.0;;;;;3.0;
88;Opsporing;Totaal uitgaven;2006;2421.4;;2132.8;;67.1;112.5;;74.1;;;;;35.0;;2405.3;;2118.9;;66.4;111.3;;73.4;;;;;35.3;;106.1;;105.7;;104.5;99.9;;132.4;;;;;107.6;;6.1;;5.7;;4.5;-0.1;;32.4;;;;;7.6;
89;Opsporing;Totaal uitgaven;2007;2534.8;;2209.7;;75.6;108.8;;102.6;;;;;38.1;;2479.5;;2165.4;;73.0;104.0;;99.1;;;;;38.0;;109.3;;108.0;;114.8;93.3;;178.8;;;;;115.9;;3.1;;2.2;;9.8;-6.6;;35.1;;;;;7.7;
90;Opsporing;Totaal uitgaven;2008;2758.3;;2417.3;;98.3;114.2;;87.3;;;;;41.1;;2528.2;;2210.1;;91.8;105.5;;81.4;;;;;39.4;;111.5;;110.2;;144.3;94.7;;146.9;;;;;120.1;;2.0;;2.1;;25.8;1.5;;-17.9;;;;;3.6;
91;Opsporing;Totaal uitgaven;2009;2937.7;;2587.8;;114.0;114.2;;78.2;;;;;43.4;;2650.0;;2330.5;;105.0;102.5;;71.4;;;;;40.6;;116.8;;116.3;;165.2;92.0;;128.8;;;;;123.8;;4.8;;5.4;;14.4;-2.8;;-12.3;;;;;3.1;
92;Opsporing;Totaal uitgaven;2010;2931.8;;2576.2;;117.8;124.8;;70.3;;;;;42.6;;2581.3;;2265.3;;105.3;108.8;;62.9;;;;;38.9;;113.8;;113.0;;165.6;97.7;;113.6;;;;;118.6;;-2.6;;-2.8;;0.3;6.1;;-11.8;;;;;-4.2;
93;Opsporing;Totaal uitgaven;2011;2894.5;;2543.2;;124.3;119.6;;63.8;;;;;43.7;;2556.9;;2246.9;;110.4;103.6;;56.8;;;;;39.2;;112.7;;112.1;;173.6;93.0;;102.4;;;;;119.7;;-0.9;;-0.8;;4.8;-4.8;;-9.8;;;;;1.0;
94;Opsporing;Totaal uitgaven;2012;2937.3;;2589.3;;125.7;109.4;;68.3;;;;;44.6;;2549.8;;2248.3;;109.4;93.2;;59.6;;;;;39.2;;112.4;;112.2;;172.1;83.7;;107.5;;;;;119.5;;-0.3;;0.1;;-0.9;-10.0;;5.0;;;;;-0.2;
95;Opsporing;Totaal uitgaven;2013;2751.9;;2406.9;;124.1;115.1;;61.4;;;;;44.5;;2373.6;;2077.2;;107.6;97.4;;53.0;;;;;38.4;;104.7;;103.6;;169.2;87.5;;95.7;;;;;117.1;;-6.9;;-7.6;;-1.7;4.5;;-11.0;;;;;-2.0;
96;Opsporing;Totaal uitgaven;2014;2815.8;;2458.2;;122.9;122.2;;66.3;;;;;46.1;;2422.9;;2116.5;;106.0;103.4;;57.2;;;;;39.7;;106.8;;105.6;;166.7;92.8;;103.3;;;;;121.2;;2.1;;1.9;;-1.5;6.1;;7.9;;;;;3.5;
97;Opsporing;Totaal uitgaven;2015;2817.2;;2443.5;;131.4;122.2;;70.5;;;;;49.6;;2415.9;;2097.3;;112.6;103.3;;60.4;;;;;42.3;;106.5;;104.6;;177.1;92.7;;109.1;;;;;129.0;;-0.3;;-0.9;;6.2;-0.1;;5.6;;;;;6.4;
98;Opsporing;Personele uitgaven;2002;1471.1;;1327.1;;14.8;77.7;;30.0;;;;;21.6;;1592.3;;1435.5;;16.1;84.3;;32.1;;;;;24.3;;99.0;;100.3;;65.2;90.2;;92.6;;;;;98.4;;;;;;;;;;;;;;;
99;Opsporing;Personele uitgaven;2003;1609.8;;1450.6;;17.9;85.9;;31.1;;;;;24.3;;1669.7;;1502.9;;18.7;89.7;;32.1;;;;;26.3;;103.8;;105.0;;75.8;96.0;;92.5;;;;;106.4;;4.9;;4.7;;16.2;6.5;;-0.1;;;;;8.1;
100;Opsporing;Personele uitgaven;2004;1637.8;;1469.2;;21.7;89.3;;34.3;;;;;23.3;;1669.7;;1497.8;;22.1;91.0;;34.8;;;;;24.1;;103.8;;104.6;;89.5;97.4;;100.2;;;;;97.5;;0.0;;-0.3;;18.2;1.4;;8.3;;;;;-8.4;
101;Opsporing;Personele uitgaven;2005;1608.8;;1431.3;;24.6;93.4;;34.7;;;;;24.7;;1608.8;;1431.3;;24.6;93.4;;34.7;;;;;24.7;;100.0;;100.0;;100.0;100.0;;100.0;;;;;100.0;;-3.6;;-4.4;;11.7;2.7;;-0.2;;;;;2.6;
102;Opsporing;Personele uitgaven;2006;1669.3;;1477.3;;25.9;94.0;;45.7;;;;;26.4;;1660.7;;1470.0;;25.6;93.0;;45.3;;;;;26.7;;103.2;;102.7;;104.0;99.6;;130.5;;;;;108.3;;3.2;;2.7;;4.0;-0.4;;30.5;;;;;8.3;
103;Opsporing;Personele uitgaven;2007;1740.1;;1524.2;;29.7;91.1;;66.2;;;;;29.0;;1705.8;;1498.1;;28.3;86.7;;63.7;;;;;29.1;;106.0;;104.7;;114.8;92.8;;183.3;;;;;117.8;;2.7;;1.9;;10.4;-6.8;;40.5;;;;;8.9;
104;Opsporing;Personele uitgaven;2008;1927.6;;1706.5;;35.0;96.0;;59.1;;;;;31.1;;1746.7;;1541.5;;32.2;88.4;;54.8;;;;;29.8;;108.6;;107.7;;130.6;94.6;;157.9;;;;;120.8;;2.4;;2.9;;13.8;1.9;;-13.9;;;;;2.5;
105;Opsporing;Personele uitgaven;2009;2062.9;;1838.6;;40.4;98.8;;53.0;;;;;32.1;;1829.6;;1627.9;;36.0;88.1;;47.7;;;;;29.9;;113.7;;113.7;;146.1;94.3;;137.3;;;;;121.2;;4.7;;5.6;;11.9;-0.3;;-13.1;;;;;0.3;
106;Opsporing;Personele uitgaven;2010;2090.0;;1869.0;;41.9;103.0;;45.0;;;;;31.0;;1814.6;;1621.4;;36.2;89.0;;39.9;;;;;28.1;;112.8;;113.3;;146.8;95.3;;114.9;;;;;114.0;;-0.8;;-0.4;;0.5;1.0;;-16.3;;;;;-6.0;
107;Opsporing;Personele uitgaven;2011;2059.4;;1838.7;;42.3;103.7;;42.4;;;;;32.4;;1803.4;;1611.2;;36.4;89.3;;37.4;;;;;29.1;;112.1;;112.6;;147.6;95.6;;107.7;;;;;117.7;;-0.6;;-0.6;;0.6;0.3;;-6.3;;;;;3.3;
108;Opsporing;Personele uitgaven;2012;2098.6;;1875.0;;46.3;95.5;;49.1;;;;;32.7;;1808.5;;1617.0;;39.3;80.9;;42.6;;;;;28.6;;112.4;;113.0;;159.3;86.6;;122.8;;;;;116.0;;0.3;;0.4;;7.9;-9.4;;14.1;;;;;-1.5;
109;Opsporing;Personele uitgaven;2013;2057.3;;1832.4;;47.5;99.7;;44.8;;;;;32.9;;1760.5;;1569.9;;39.9;83.9;;38.4;;;;;28.4;;109.4;;109.7;;162.0;89.8;;110.6;;;;;115.0;;-2.7;;-2.9;;1.7;3.7;;-9.9;;;;;-0.8;
110;Opsporing;Personele uitgaven;2014;2089.4;;1854.4;;47.5;107.9;;45.0;;;;;34.6;;1787.6;;1588.1;;40.0;90.9;;38.6;;;;;29.9;;111.1;;111.0;;162.4;97.3;;111.2;;;;;121.1;;1.5;;1.2;;0.3;8.4;;0.5;;;;;5.3;
111;Opsporing;Personele uitgaven;2015;2119.3;;1876.4;;46.1;107.9;;51.7;;;;;37.2;;1812.7;;1607.0;;38.8;90.9;;44.2;;;;;31.7;;112.7;;112.3;;157.5;97.3;;127.3;;;;;128.5;;1.4;;1.2;;-3.1;0.0;;14.6;;;;;6.2;
112;Opsporing;Materiële uitgaven;2002;667.5;;515.0;;108.3;18.6;;18.5;;;;;7.1;;701.2;;541.1;;113.8;19.5;;19.4;;;;;7.4;;106.4;;94.4;;292.2;108.4;;94.0;;;;;92.0;;;;;;;;;;;;;;;
113;Opsporing;Materiële uitgaven;2003;636.1;;497.1;;96.2;19.0;;15.8;;;;;8.0;;646.4;;505.1;;97.8;19.3;;16.1;;;;;8.2;;98.1;;88.1;;251.1;107.5;;77.6;;;;;101.4;;-7.8;;-6.7;;-14.1;-0.8;;-17.4;;;;;10.3;
114;Opsporing;Materiële uitgaven;2004;605.2;;522.3;;38.8;17.3;;19.2;;;;;7.6;;615.5;;531.2;;39.5;17.6;;19.5;;;;;7.7;;93.4;;92.6;;101.4;97.6;;94.4;;;;;95.8;;-4.8;;5.2;;-59.6;-9.3;;21.6;;;;;-5.5;
115;Opsporing;Materiële uitgaven;2005;659.1;;573.4;;38.9;18.0;;20.7;;;;;8.1;;659.1;;573.4;;38.9;18.0;;20.7;;;;;8.1;;100.0;;100.0;;100.0;100.0;;100.0;;;;;100.0;;7.1;;7.9;;-1.3;2.5;;6.0;;;;;4.4;
116;Opsporing;Materiële uitgaven;2006;752.1;;655.4;;41.2;18.5;;28.3;;;;;8.6;;744.6;;648.9;;40.8;18.3;;28.1;;;;;8.5;;113.0;;113.2;;104.8;101.8;;135.6;;;;;105.5;;13.0;;13.2;;4.8;1.8;;35.6;;;;;5.5;
117;Opsporing;Materiële uitgaven;2007;794.7;;685.5;;45.9;17.8;;36.4;;;;;9.1;;773.6;;667.3;;44.7;17.3;;35.4;;;;;8.9;;117.4;;116.4;;114.8;96.1;;171.3;;;;;109.9;;3.9;;2.8;;9.5;-5.7;;26.3;;;;;4.2;
118;Opsporing;Materiële uitgaven;2008;830.7;;710.8;;63.3;18.2;;28.2;;;;;10.0;;781.5;;668.6;;59.6;17.2;;26.6;;;;;9.5;;118.6;;116.6;;153.0;95.4;;128.4;;;;;117.7;;1.0;;0.2;;33.3;-0.7;;-25.1;;;;;7.1;
119;Opsporing;Materiële uitgaven;2009;874.8;;749.2;;73.6;15.4;;25.3;;;;;11.3;;820.4;;702.6;;69.0;14.5;;23.7;;;;;10.6;;124.5;;122.5;;177.2;80.3;;114.6;;;;;131.7;;5.0;;5.1;;15.8;-15.8;;-10.7;;;;;11.8;
120;Opsporing;Materiële uitgaven;2010;841.8;;707.2;;75.9;21.7;;25.3;;;;;11.6;;766.6;;643.9;;69.2;19.8;;23.1;;;;;10.7;;116.3;;112.3;;177.6;110.0;;111.4;;;;;132.6;;-6.6;;-8.4;;0.2;37.0;;-2.8;;;;;0.7;
121;Opsporing;Materiële uitgaven;2011;835.1;;704.5;;82.0;15.9;;21.5;;;;;11.2;;753.6;;635.7;;74.0;14.3;;19.4;;;;;10.2;;114.3;;110.9;;190.0;79.5;;93.7;;;;;125.6;;-1.7;;-1.3;;7.0;-27.7;;-16.0;;;;;-5.3;
122;Opsporing;Materiële uitgaven;2012;838.7;;714.3;;79.4;13.9;;19.2;;;;;11.9;;741.3;;631.3;;70.2;12.3;;16.9;;;;;10.5;;112.5;;110.1;;180.2;68.5;;81.9;;;;;130.2;;-1.6;;-0.7;;-5.2;-13.9;;-12.5;;;;;3.6;
123;Opsporing;Materiële uitgaven;2013;694.6;;574.5;;76.6;15.4;;16.6;;;;;11.6;;613.0;;507.2;;67.6;13.6;;14.6;;;;;10.0;;93.0;;88.5;;173.7;75.4;;70.7;;;;;123.6;;-17.3;;-19.7;;-3.6;10.1;;-13.7;;;;;-5.1;
124;Opsporing;Materiële uitgaven;2014;726.4;;603.9;;75.4;14.3;;21.3;;;;;11.5;;635.4;;528.4;;66.0;12.5;;18.6;;;;;9.8;;96.4;;92.2;;169.4;69.7;;90.0;;;;;121.8;;3.6;;4.2;;-2.5;-7.6;;27.4;;;;;-1.4;
125;Opsporing;Materiële uitgaven;2015;697.9;;567.1;;85.3;14.3;;18.8;;;;;12.4;;603.3;;490.4;;73.8;12.4;;16.2;;;;;10.5;;91.5;;85.5;;189.5;68.8;;78.4;;;;;130.2;;-5.0;;-7.2;;11.9;-1.2;;-12.9;;;;;6.9;
126;Vervolging;Totaal uitgaven;2002;502.3;;;424.6;77.7;;;;;;;;;;535.5;;;452.0;83.5;;;;;;;;;;90.2;;;87.6;107.7;;;;;;;;;;;;;;;;;;;;;;;
127;Vervolging;Totaal uitgaven;2003;546.3;;;458.4;87.9;;;;;;;;;;561.5;;;470.4;91.1;;;;;;;;;;94.6;;;91.2;117.5;;;;;;;;;;4.9;;;4.1;9.1;;;;;;;;;
128;Vervolging;Totaal uitgaven;2004;599.7;;;517.3;82.4;;;;;;;;;;609.4;;;525.5;83.9;;;;;;;;;;102.7;;;101.8;108.2;;;;;;;;;;8.5;;;11.7;-7.9;;;;;;;;;
