ID;AandachtsgroepVolkshuisvesting;Kenmerken;RegioS;Perioden;TotaalPersonen_1;Uitsluitend1Aandachtsgroep_2;CombinatieVanAandachtsgroepen_3;TotaalHuishoudens_4;Uitsluitend1Aandachtsgroep_5;CombinatieVanAandachtsgroepen_6;TotaalWoonruimten_7;Uitsluitend1Aandachtsgroep_8;CombinatieVanAandachtsgroepen_9
0;Voltijdsstudent: totaal;Totaal;Nederland;2018 januari;994290.0;984580.0;9715.0;938750.0;929510.0;9455.0;859845.0;851270.0;9305.0
1;Voltijdsstudent: totaal;Totaal;Nederland;2018 december;1017240.0;1003325.0;13920.0;957615.0;944385.0;13550.0;881950.0;869600.0;13325.0
2;Voltijdsstudent: totaal;Totaal;Nederland;2019 januari;1013525.0;999820.0;13710.0;953955.0;940970.0;13320.0;877745.0;865645.0;13095.0
3;Voltijdsstudent: totaal;Totaal;Nederland;2019 december;1035485.0;1019350.0;16135.0;972530.0;957345.0;15615.0;898230.0;883880.0;15360.0
4;Voltijdsstudent: totaal;Totaal;Nederland;2020 januari;1027925.0;1012120.0;15800.0;964105.0;949255.0;15255.0;891855.0;877820.0;15020.0
5;Voltijdsstudent: totaal;Totaal;Nederland;2020 december;1077715.0;1062650.0;15065.0;1006925.0;992930.0;14520.0;934185.0;921000.0;14340.0
6;Voltijdsstudent: totaal;Totaal;Nederland;2021 januari;1069545.0;1054795.0;14755.0;999165.0;985445.0;14220.0;927330.0;914420.0;14045.0
7;Voltijdsstudent: totaal;Totaal;Nederland;2021 december;1082275.0;1068585.0;13690.0;1009515.0;996825.0;13220.0;935170.0;923230.0;13095.0
8;Voltijdsstudent: totaal;Totaal;Nederland;2022 januari;1064160.0;1050565.0;13590.0;993135.0;980545.0;13135.0;920320.0;908575.0;12995.0
9;Voltijdsstudent: totaal;Totaal;Nederland;2022 december;1030800.0;1015785.0;15015.0;964040.0;950250.0;14580.0;891940.0;879350.0;14425.0
10;Voltijdsstudent: totaal;Totaal;Groningen (PV);2018 januari;56245.0;55785.0;455.0;52795.0;52365.0;450.0;41950.0;41565.0;445.0
11;Voltijdsstudent: totaal;Totaal;Groningen (PV);2018 december;57340.0;56655.0;685.0;53485.0;52835.0;670.0;42915.0;42345.0;660.0
12;Voltijdsstudent: totaal;Totaal;Groningen (PV);2019 januari;57445.0;56765.0;680.0;53535.0;52895.0;665.0;42860.0;42295.0;655.0
13;Voltijdsstudent: totaal;Totaal;Groningen (PV);2019 december;57870.0;57050.0;815.0;53715.0;52935.0;800.0;43475.0;42785.0;790.0
14;Voltijdsstudent: totaal;Totaal;Groningen (PV);2020 januari;57625.0;56820.0;805.0;53295.0;52535.0;790.0;43260.0;42590.0;780.0
15;Voltijdsstudent: totaal;Totaal;Groningen (PV);2020 december;59140.0;58370.0;770.0;54475.0;53745.0;755.0;44720.0;44065.0;750.0
16;Voltijdsstudent: totaal;Totaal;Groningen (PV);2021 januari;58955.0;58195.0;760.0;54195.0;53480.0;740.0;44500.0;43865.0;735.0
17;Voltijdsstudent: totaal;Totaal;Groningen (PV);2021 december;59440.0;58780.0;660.0;54565.0;53955.0;650.0;44755.0;44230.0;645.0
18;Voltijdsstudent: totaal;Totaal;Groningen (PV);2022 januari;58090.0;57445.0;645.0;53280.0;52685.0;635.0;43920.0;43410.0;625.0
19;Voltijdsstudent: totaal;Totaal;Groningen (PV);2022 december;55325.0;54535.0;785.0;50865.0;50155.0;765.0;42135.0;41550.0;755.0
20;Voltijdsstudent: totaal;Totaal;Fryslân (PV);2018 januari;37880.0;37445.0;435.0;35855.0;35440.0;430.0;34355.0;33965.0;425.0
21;Voltijdsstudent: totaal;Totaal;Fryslân (PV);2018 december;38555.0;37850.0;705.0;36360.0;35695.0;690.0;34975.0;34335.0;685.0
22;Voltijdsstudent: totaal;Totaal;Fryslân (PV);2019 januari;38390.0;37695.0;695.0;36270.0;35610.0;680.0;34825.0;34195.0;675.0
23;Voltijdsstudent: totaal;Totaal;Fryslân (PV);2019 december;39165.0;38370.0;795.0;36985.0;36235.0;775.0;35585.0;34870.0;770.0
24;Voltijdsstudent: totaal;Totaal;Fryslân (PV);2020 januari;38915.0;38135.0;785.0;36690.0;35950.0;765.0;35370.0;34660.0;755.0
25;Voltijdsstudent: totaal;Totaal;Fryslân (PV);2020 december;40250.0;39580.0;670.0;37885.0;37260.0;650.0;36625.0;36025.0;645.0
26;Voltijdsstudent: totaal;Totaal;Fryslân (PV);2021 januari;40000.0;39335.0;665.0;37670.0;37055.0;640.0;36405.0;35815.0;640.0
27;Voltijdsstudent: totaal;Totaal;Fryslân (PV);2021 december;39710.0;39195.0;515.0;37335.0;36850.0;500.0;36020.0;35570.0;495.0
28;Voltijdsstudent: totaal;Totaal;Fryslân (PV);2022 januari;39090.0;38565.0;525.0;36785.0;36295.0;510.0;35480.0;35025.0;510.0
29;Voltijdsstudent: totaal;Totaal;Fryslân (PV);2022 december;37305.0;36745.0;560.0;35185.0;34665.0;550.0;33915.0;33460.0;540.0
30;Voltijdsstudent: totaal;Totaal;Drenthe (PV);2018 januari;22605.0;22355.0;250.0;21545.0;21305.0;245.0;21375.0;21140.0;245.0
31;Voltijdsstudent: totaal;Totaal;Drenthe (PV);2018 december;23535.0;23175.0;365.0;22315.0;21975.0;345.0;22110.0;21775.0;345.0
32;Voltijdsstudent: totaal;Totaal;Drenthe (PV);2019 januari;23455.0;23095.0;360.0;22220.0;21885.0;345.0;22005.0;21680.0;340.0
33;Voltijdsstudent: totaal;Totaal;Drenthe (PV);2019 december;24035.0;23635.0;395.0;22775.0;22405.0;385.0;22520.0;22160.0;375.0
34;Voltijdsstudent: totaal;Totaal;Drenthe (PV);2020 januari;23890.0;23495.0;390.0;22620.0;22255.0;380.0;22390.0;22035.0;370.0
35;Voltijdsstudent: totaal;Totaal;Drenthe (PV);2020 december;25075.0;24710.0;365.0;23595.0;23250.0;350.0;23365.0;23035.0;340.0
36;Voltijdsstudent: totaal;Totaal;Drenthe (PV);2021 januari;24890.0;24530.0;360.0;23420.0;23080.0;345.0;23205.0;22880.0;335.0
37;Voltijdsstudent: totaal;Totaal;Drenthe (PV);2021 december;24970.0;24670.0;305.0;23485.0;23200.0;295.0;23240.0;22965.0;290.0
38;Voltijdsstudent: totaal;Totaal;Drenthe (PV);2022 januari;24545.0;24245.0;300.0;23080.0;22795.0;290.0;22860.0;22585.0;285.0
39;Voltijdsstudent: totaal;Totaal;Drenthe (PV);2022 december;23485.0;23110.0;375.0;22105.0;21760.0;360.0;21885.0;21555.0;355.0
40;Voltijdsstudent: totaal;Totaal;Overijssel (PV);2018 januari;69905.0;69200.0;700.0;65860.0;65190.0;685.0;61160.0;60535.0;680.0
41;Voltijdsstudent: totaal;Totaal;Overijssel (PV);2018 december;71270.0;70350.0;915.0;66930.0;66060.0;890.0;62235.0;61405.0;880.0
42;Voltijdsstudent: totaal;Totaal;Overijssel (PV);2019 januari;71040.0;70130.0;910.0;66755.0;65890.0;880.0;61940.0;61120.0;870.0
43;Voltijdsstudent: totaal;Totaal;Overijssel (PV);2019 december;73230.0;72195.0;1035.0;68580.0;67620.0;995.0;63975.0;63050.0;985.0
44;Voltijdsstudent: totaal;Totaal;Overijssel (PV);2020 januari;72765.0;71750.0;1015.0;68120.0;67165.0;980.0;63565.0;62660.0;970.0
45;Voltijdsstudent: totaal;Totaal;Overijssel (PV);2020 december;76360.0;75465.0;895.0;71230.0;70415.0;855.0;66825.0;66050.0;850.0
46;Voltijdsstudent: totaal;Totaal;Overijssel (PV);2021 januari;75750.0;74860.0;890.0;70735.0;69925.0;850.0;66335.0;65560.0;845.0
47;Voltijdsstudent: totaal;Totaal;Overijssel (PV);2021 december;76165.0;75390.0;775.0;70790.0;70080.0;735.0;66470.0;65785.0;725.0
48;Voltijdsstudent: totaal;Totaal;Overijssel (PV);2022 januari;74695.0;73920.0;775.0;69535.0;68820.0;740.0;65215.0;64535.0;730.0
49;Voltijdsstudent: totaal;Totaal;Overijssel (PV);2022 december;72395.0;71600.0;795.0;67620.0;66890.0;775.0;63275.0;62590.0;765.0
50;Voltijdsstudent: totaal;Totaal;Flevoland (PV);2018 januari;23195.0;22980.0;220.0;22040.0;21835.0;210.0;21575.0;21380.0;205.0
51;Voltijdsstudent: totaal;Totaal;Flevoland (PV);2018 december;23980.0;23655.0;325.0;22700.0;22390.0;315.0;22330.0;22035.0;305.0
52;Voltijdsstudent: totaal;Totaal;Flevoland (PV);2019 januari;23875.0;23565.0;310.0;22615.0;22325.0;295.0;22240.0;21955.0;290.0
53;Voltijdsstudent: totaal;Totaal;Flevoland (PV);2019 december;24105.0;23755.0;350.0;22795.0;22460.0;340.0;22490.0;22170.0;330.0
54;Voltijdsstudent: totaal;Totaal;Flevoland (PV);2020 januari;23935.0;23600.0;335.0;22635.0;22325.0;320.0;22335.0;22030.0;315.0
55;Voltijdsstudent: totaal;Totaal;Flevoland (PV);2020 december;25190.0;24860.0;330.0;23740.0;23440.0;315.0;23475.0;23180.0;310.0
56;Voltijdsstudent: totaal;Totaal;Flevoland (PV);2021 januari;24905.0;24590.0;315.0;23490.0;23205.0;300.0;23235.0;22955.0;295.0
57;Voltijdsstudent: totaal;Totaal;Flevoland (PV);2021 december;25035.0;24715.0;320.0;23620.0;23335.0;305.0;23345.0;23065.0;300.0
58;Voltijdsstudent: totaal;Totaal;Flevoland (PV);2022 januari;24595.0;24285.0;305.0;23230.0;22955.0;295.0;22965.0;22695.0;290.0
59;Voltijdsstudent: totaal;Totaal;Flevoland (PV);2022 december;23615.0;23300.0;315.0;22335.0;22060.0;295.0;22115.0;21850.0;295.0
60;Voltijdsstudent: totaal;Totaal;Gelderland (PV);2018 januari;119115.0;118095.0;1020.0;112835.0;111860.0;985.0;100975.0;100075.0;965.0
