ID;Destination;Periods;ValueAtCurrentPrices_1;ValueAtPricesOf2021_2;VolumeChangesOnPreviousYear_3;PriceIndices_4
2750;78 Employment activities;2019;409.0;420.0;-1.0;97.5
2751;78 Employment activities;2020;385.0;388.0;-7.6;99.3
2752;78 Employment activities;2021;405.0;405.0;4.4;100.0
2753;78 Employment activities;2022;506.0;482.0;19.0;105.0
2754;78 Employment activities;2023;;;;
2755;79 Travel agencies, tour operators etc;1995;52.0;38.0;;138.4
2756;79 Travel agencies, tour operators etc;1996;56.0;44.0;17.3;127.1
2757;79 Travel agencies, tour operators etc;1997;72.0;56.0;26.8;128.9
2758;79 Travel agencies, tour operators etc;1998;74.0;62.0;11.1;119.2
2759;79 Travel agencies, tour operators etc;1999;85.0;74.0;18.9;115.1
2760;79 Travel agencies, tour operators etc;2000;84.0;76.0;3.5;109.9
2761;79 Travel agencies, tour operators etc;2001;93.0;87.0;14.3;106.5
2762;79 Travel agencies, tour operators etc;2002;93.0;89.0;2.2;104.2
2763;79 Travel agencies, tour operators etc;2003;90.0;88.0;-1.1;102.0
2764;79 Travel agencies, tour operators etc;2004;104.0;104.0;17.8;100.0
2765;79 Travel agencies, tour operators etc;2005;120.0;121.0;16.3;99.2
2766;79 Travel agencies, tour operators etc;2006;144.0;147.0;21.7;97.8
2767;79 Travel agencies, tour operators etc;2007;170.0;170.0;15.3;100.2
2768;79 Travel agencies, tour operators etc;2008;128.0;131.0;-22.9;97.9
2769;79 Travel agencies, tour operators etc;2009;131.0;134.0;2.3;97.9
2770;79 Travel agencies, tour operators etc;2010;118.0;123.0;-8.4;96.3
2771;79 Travel agencies, tour operators etc;2011;135.0;141.0;15.3;95.6
2772;79 Travel agencies, tour operators etc;2012;133.0;140.0;-0.7;94.9
2773;79 Travel agencies, tour operators etc;2013;134.0;142.0;1.5;94.1
2774;79 Travel agencies, tour operators etc;2014;144.0;154.0;8.2;93.5
2775;79 Travel agencies, tour operators etc;2015;205.0;219.0;42.4;93.5
2776;79 Travel agencies, tour operators etc;2016;235.0;251.0;14.6;93.5
2777;79 Travel agencies, tour operators etc;2017;246.0;264.0;5.1;93.1
2778;79 Travel agencies, tour operators etc;2018;321.0;339.0;28.5;94.6
2779;79 Travel agencies, tour operators etc;2019;321.0;335.0;-1.2;95.8
2780;79 Travel agencies, tour operators etc;2020;276.0;282.0;-15.9;97.9
2781;79 Travel agencies, tour operators etc;2021;240.0;240.0;-14.9;100.0
2782;79 Travel agencies, tour operators etc;2022;275.0;261.0;8.7;105.4
2783;79 Travel agencies, tour operators etc;2023;;;;
2784;80-82 Security, other business services;1995;269.0;302.0;;89.1
2785;80-82 Security, other business services;1996;297.0;338.0;11.9;87.9
2786;80-82 Security, other business services;1997;348.0;392.0;16.2;88.7
2787;80-82 Security, other business services;1998;419.0;478.0;21.8;87.6
2788;80-82 Security, other business services;1999;421.0;492.0;2.9;85.6
2789;80-82 Security, other business services;2000;447.0;514.0;4.5;87.0
2790;80-82 Security, other business services;2001;500.0;569.0;10.7;87.8
2791;80-82 Security, other business services;2002;468.0;536.0;-5.8;87.3
2792;80-82 Security, other business services;2003;459.0;529.0;-1.3;86.7
2793;80-82 Security, other business services;2004;470.0;536.0;1.3;87.6
2794;80-82 Security, other business services;2005;492.0;561.0;4.7;87.6
2795;80-82 Security, other business services;2006;506.0;570.0;1.6;88.7
2796;80-82 Security, other business services;2007;568.0;639.0;12.1;88.9
2797;80-82 Security, other business services;2008;625.0;699.0;9.3;89.4
2798;80-82 Security, other business services;2009;729.0;814.0;16.5;89.6
2799;80-82 Security, other business services;2010;566.0;630.0;-22.6;89.9
2800;80-82 Security, other business services;2011;643.0;721.0;14.5;89.2
2801;80-82 Security, other business services;2012;633.0;704.0;-2.3;89.9
2802;80-82 Security, other business services;2013;669.0;742.0;5.4;90.2
2803;80-82 Security, other business services;2014;599.0;660.0;-11.1;90.8
2804;80-82 Security, other business services;2015;557.0;609.0;-7.7;91.4
2805;80-82 Security, other business services;2016;672.0;731.0;19.9;92.0
2806;80-82 Security, other business services;2017;744.0;804.0;10.0;92.6
2807;80-82 Security, other business services;2018;748.0;790.0;-1.7;94.7
2808;80-82 Security, other business services;2019;750.0;773.0;-2.1;97.1
2809;80-82 Security, other business services;2020;817.0;832.0;7.7;98.2
2810;80-82 Security, other business services;2021;866.0;866.0;4.0;100.0
2811;80-82 Security, other business services;2022;888.0;837.0;-3.3;106.1
2812;80-82 Security, other business services;2023;;;;
2813;80 Security and investigation;1995;;;;
2814;80 Security and investigation;1996;;;;
2815;80 Security and investigation;1997;;;;
2816;80 Security and investigation;1998;;;;
2817;80 Security and investigation;1999;;;;
2818;80 Security and investigation;2000;;;;
2819;80 Security and investigation;2001;;;;
2820;80 Security and investigation;2002;;;;
2821;80 Security and investigation;2003;;;;
2822;80 Security and investigation;2004;;;;
2823;80 Security and investigation;2005;;;;
2824;80 Security and investigation;2006;;;;
2825;80 Security and investigation;2007;;;;
2826;80 Security and investigation;2008;;;;
2827;80 Security and investigation;2009;;;;
2828;80 Security and investigation;2010;;;;
2829;80 Security and investigation;2011;;;;
2830;80 Security and investigation;2012;;;;
2831;80 Security and investigation;2013;;;;
2832;80 Security and investigation;2014;;;;
2833;80 Security and investigation;2015;40.0;45.0;;88.8
2834;80 Security and investigation;2016;60.0;68.0;50.0;88.8
2835;80 Security and investigation;2017;59.0;66.0;-1.7;88.8
2836;80 Security and investigation;2018;51.0;54.0;-18.6;94.4
2837;80 Security and investigation;2019;74.0;75.0;39.2;98.4
2838;80 Security and investigation;2020;56.0;57.0;-24.3;98.4
2839;80 Security and investigation;2021;61.0;61.0;7.1;100.0
2840;80 Security and investigation;2022;85.0;79.0;29.5;107.6
2841;80 Security and investigation;2023;;;;
2842;81 Cleaning activities, gardening etc.;1995;;;;
2843;81 Cleaning activities, gardening etc.;1996;;;;
2844;81 Cleaning activities, gardening etc.;1997;;;;
2845;81 Cleaning activities, gardening etc.;1998;;;;
2846;81 Cleaning activities, gardening etc.;1999;;;;
2847;81 Cleaning activities, gardening etc.;2000;;;;
2848;81 Cleaning activities, gardening etc.;2001;;;;
2849;81 Cleaning activities, gardening etc.;2002;;;;
2850;81 Cleaning activities, gardening etc.;2003;;;;
2851;81 Cleaning activities, gardening etc.;2004;;;;
2852;81 Cleaning activities, gardening etc.;2005;;;;
2853;81 Cleaning activities, gardening etc.;2006;;;;
2854;81 Cleaning activities, gardening etc.;2007;;;;
2855;81 Cleaning activities, gardening etc.;2008;;;;
2856;81 Cleaning activities, gardening etc.;2009;;;;
2857;81 Cleaning activities, gardening etc.;2010;;;;
2858;81 Cleaning activities, gardening etc.;2011;;;;
2859;81 Cleaning activities, gardening etc.;2012;;;;
2860;81 Cleaning activities, gardening etc.;2013;;;;
2861;81 Cleaning activities, gardening etc.;2014;;;;
2862;81 Cleaning activities, gardening etc.;2015;261.0;282.0;;92.6
2863;81 Cleaning activities, gardening etc.;2016;290.0;311.0;10.3;93.2
2864;81 Cleaning activities, gardening etc.;2017;303.0;325.0;4.5;93.2
2865;81 Cleaning activities, gardening etc.;2018;345.0;365.0;12.2;94.6
2866;81 Cleaning activities, gardening etc.;2019;314.0;322.0;-11.6;97.4
2867;81 Cleaning activities, gardening etc.;2020;389.0;396.0;22.9;98.2
2868;81 Cleaning activities, gardening etc.;2021;436.0;436.0;10.0;100.0
2869;81 Cleaning activities, gardening etc.;2022;422.0;397.0;-8.9;106.3
2870;81 Cleaning activities, gardening etc.;2023;;;;
2871;82 Other business services;1995;;;;
2872;82 Other business services;1996;;;;
2873;82 Other business services;1997;;;;
2874;82 Other business services;1998;;;;
2875;82 Other business services;1999;;;;
2876;82 Other business services;2000;;;;
2877;82 Other business services;2001;;;;
2878;82 Other business services;2002;;;;
2879;82 Other business services;2003;;;;
2880;82 Other business services;2004;;;;
2881;82 Other business services;2005;;;;
2882;82 Other business services;2006;;;;
2883;82 Other business services;2007;;;;
2884;82 Other business services;2008;;;;
2885;82 Other business services;2009;;;;
2886;82 Other business services;2010;;;;
2887;82 Other business services;2011;;;;
2888;82 Other business services;2012;;;;
2889;82 Other business services;2013;;;;
2890;82 Other business services;2014;;;;
2891;82 Other business services;2015;256.0;282.0;;90.7
2892;82 Other business services;2016;322.0;353.0;25.0;91.3
2893;82 Other business services;2017;382.0;413.0;17.1;92.5
2894;82 Other business services;2018;352.0;371.0;-10.2;94.9
2895;82 Other business services;2019;362.0;375.0;1.1;96.5
2896;82 Other business services;2020;372.0;379.0;1.1;98.1
2897;82 Other business services;2021;369.0;369.0;-2.7;100.0
2898;82 Other business services;2022;381.0;361.0;-2.2;105.5
2899;82 Other business services;2023;;;;
2900;O-Q Government and care;1995;13539.0;19711.0;;68.7
2901;O-Q Government and care;1996;14455.0;20911.0;6.1;69.1
2902;O-Q Government and care;1997;14734.0;21070.0;0.8;69.9
2903;O-Q Government and care;1998;15345.0;21852.0;3.7;70.2
2904;O-Q Government and care;1999;17118.0;24136.0;10.5;70.9
2905;O-Q Government and care;2000;18448.0;25273.0;4.7;73.0
2906;O-Q Government and care;2001;20098.0;26591.0;5.2;75.6
2907;O-Q Government and care;2002;22080.0;28493.0;7.2;77.5
2908;O-Q Government and care;2003;24422.0;30983.0;8.7;78.8
2909;O-Q Government and care;2004;24214.0;30475.0;-1.6;79.5
2910;O-Q Government and care;2005;24882.0;31002.0;1.7;80.3
2911;O-Q Government and care;2006;27155.0;33175.0;7.0;81.9
2912;O-Q Government and care;2007;28616.0;34193.0;3.1;83.7
2913;O-Q Government and care;2008;30787.0;35860.0;4.9;85.9
2914;O-Q Government and care;2009;32151.0;37096.0;3.4;86.7
2915;O-Q Government and care;2010;32329.0;36374.0;-1.9;88.9
2916;O-Q Government and care;2011;31632.0;35410.0;-2.6;89.3
2917;O-Q Government and care;2012;30056.0;33493.0;-5.4;89.7
2918;O-Q Government and care;2013;29298.0;32156.0;-4.0;91.1
2919;O-Q Government and care;2014;27500.0;30125.0;-6.3;91.3
2920;O-Q Government and care;2015;29213.0;32076.0;6.5;91.1
2921;O-Q Government and care;2016;28803.0;31708.0;-1.1;90.8
2922;O-Q Government and care;2017;29299.0;31925.0;0.7;91.8
2923;O-Q Government and care;2018;30249.0;32308.0;1.2;93.6
2924;O-Q Government and care;2019;31939.0;33406.0;3.4;95.6
2925;O-Q Government and care;2020;33504.0;34554.0;3.4;97.0
2926;O-Q Government and care;2021;34980.0;34980.0;1.2;100.0
2927;O-Q Government and care;2022;37671.0;35316.0;1.0;106.7
2928;O-Q Government and care;2023;39430.0;35493.0;0.5;111.1
2929;O Public administration and services;1995;8504.0;12986.0;;65.5
2930;O Public administration and services;1996;9444.0;14301.0;10.1;66.0
2931;O Public administration and services;1997;9579.0;14318.0;0.1;66.9
2932;O Public administration and services;1998;10002.0;14830.0;3.6;67.4
2933;O Public administration and services;1999;11211.0;16360.0;10.3;68.5
2934;O Public administration and services;2000;12012.0;16960.0;3.7;70.8
2935;O Public administration and services;2001;13217.0;18012.0;6.2;73.4
2936;O Public administration and services;2002;14678.0;19470.0;8.1;75.4
2937;O Public administration and services;2003;15711.0;20382.0;4.7;77.1
2938;O Public administration and services;2004;14932.0;19230.0;-5.7;77.7
2939;O Public administration and services;2005;15526.0;19779.0;2.9;78.5
2940;O Public administration and services;2006;17001.0;21180.0;7.1;80.3
2941;O Public administration and services;2007;17753.0;21530.0;1.7;82.5
2942;O Public administration and services;2008;19471.0;22855.0;6.2;85.2
2943;O Public administration and services;2009;20351.0;23748.0;3.9;85.7
2944;O Public administration and services;2010;20255.0;22988.0;-3.2;88.1
2945;O Public administration and services;2011;19727.0;22178.0;-3.5;88.9
2946;O Public administration and services;2012;18225.0;20359.0;-8.2;89.5
2947;O Public administration and services;2013;17430.0;19187.0;-5.8;90.8
2948;O Public administration and services;2014;16049.0;17657.0;-8.0;90.9
2949;O Public administration and services;2015;16906.0;18691.0;5.9;90.4
2950;O Public administration and services;2016;16794.0;18639.0;-0.3;90.1
2951;O Public administration and services;2017;17595.0;19240.0;3.2;91.5
2952;O Public administration and services;2018;18399.0;19671.0;2.2;93.5
2953;O Public administration and services;2019;19357.0;20222.0;2.8;95.7
2954;O Public administration and services;2020;20587.0;21256.0;5.1;96.9
2955;O Public administration and services;2021;21139.0;21139.0;-0.5;100.0
2956;O Public administration and services;2022;21948.0;20368.0;-3.6;107.8
2957;O Public administration and services;2023;;;;
2958;84 Public administration and services;1995;8504.0;12986.0;;65.5
2959;84 Public administration and services;1996;9444.0;14301.0;10.1;66.0
2960;84 Public administration and services;1997;9579.0;14318.0;0.1;66.9
2961;84 Public administration and services;1998;10002.0;14830.0;3.6;67.4
2962;84 Public administration and services;1999;11211.0;16360.0;10.3;68.5
2963;84 Public administration and services;2000;12012.0;16960.0;3.7;70.8
2964;84 Public administration and services;2001;13217.0;18012.0;6.2;73.4
2965;84 Public administration and services;2002;14678.0;19470.0;8.1;75.4
2966;84 Public administration and services;2003;15711.0;20382.0;4.7;77.1
2967;84 Public administration and services;2004;14932.0;19230.0;-5.7;77.7
2968;84 Public administration and services;2005;15526.0;19779.0;2.9;78.5
2969;84 Public administration and services;2006;17001.0;21180.0;7.1;80.3
2970;84 Public administration and services;2007;17753.0;21530.0;1.7;82.5
2971;84 Public administration and services;2008;19471.0;22855.0;6.2;85.2
2972;84 Public administration and services;2009;20351.0;23748.0;3.9;85.7
2973;84 Public administration and services;2010;20255.0;22988.0;-3.2;88.1
2974;84 Public administration and services;2011;19727.0;22178.0;-3.5;88.9
2975;84 Public administration and services;2012;18225.0;20359.0;-8.2;89.5
2976;84 Public administration and services;2013;17430.0;19187.0;-5.8;90.8
2977;84 Public administration and services;2014;16049.0;17657.0;-8.0;90.9
2978;84 Public administration and services;2015;16906.0;18691.0;5.9;90.4
2979;84 Public administration and services;2016;16794.0;18639.0;-0.3;90.1
2980;84 Public administration and services;2017;17595.0;19240.0;3.2;91.5
2981;84 Public administration and services;2018;18399.0;19671.0;2.2;93.5
2982;84 Public administration and services;2019;19357.0;20222.0;2.8;95.7
2983;84 Public administration and services;2020;20587.0;21256.0;5.1;96.9
2984;84 Public administration and services;2021;21139.0;21139.0;-0.5;100.0
2985;84 Public administration and services;2022;21948.0;20368.0;-3.6;107.8
2986;84 Public administration and services;2023;;;;
2987;P Education;1995;2883.0;4091.0;;70.5
2988;P Education;1996;2875.0;4057.0;-0.8;70.9
2989;P Education;1997;3054.0;4269.0;5.2;71.5
2990;P Education;1998;3059.0;4298.0;0.7;71.2
2991;P Education;1999;3319.0;4663.0;8.5;71.2
2992;P Education;2000;3560.0;4901.0;5.1;72.6
2993;P Education;2001;3886.0;5144.0;5.0;75.5
2994;P Education;2002;4355.0;5645.0;9.7;77.2
2995;P Education;2003;4585.0;5866.0;3.9;78.2
2996;P Education;2004;4553.0;5777.0;-1.5;78.8
2997;P Education;2005;4711.0;5935.0;2.7;79.4
2998;P Education;2006;5296.0;6582.0;10.9;80.5
2999;P Education;2007;5598.0;6848.0;4.0;81.7
3000;P Education;2008;5876.0;7058.0;3.1;83.3
3001;P Education;2009;5812.0;6852.0;-2.9;84.8
3002;P Education;2010;5549.0;6382.0;-6.8;86.9
3003;P Education;2011;5692.0;6524.0;2.2;87.2
3004;P Education;2012;5569.0;6344.0;-2.8;87.8
3005;P Education;2013;5594.0;6288.0;-0.9;89.0
3006;P Education;2014;5976.0;6675.0;6.1;89.5
3007;P Education;2015;6248.0;6946.0;4.1;89.9
3008;P Education;2016;6029.0;6679.0;-3.8;90.3
3009;P Education;2017;6166.0;6781.0;1.5;90.9
3010;P Education;2018;6351.0;6865.0;1.2;92.5
3011;P Education;2019;6657.0;7067.0;2.9;94.2
3012;P Education;2020;7076.0;7338.0;3.8;96.4
3013;P Education;2021;7628.0;7628.0;4.0;100.0
3014;P Education;2022;8027.0;7629.0;0.0;105.2
3015;P Education;2023;;;;
3016;85 Education;1995;2883.0;4091.0;;70.5
3017;85 Education;1996;2875.0;4057.0;-0.8;70.9
3018;85 Education;1997;3054.0;4269.0;5.2;71.5
3019;85 Education;1998;3059.0;4298.0;0.7;71.2
3020;85 Education;1999;3319.0;4663.0;8.5;71.2
3021;85 Education;2000;3560.0;4901.0;5.1;72.6
3022;85 Education;2001;3886.0;5144.0;5.0;75.5
3023;85 Education;2002;4355.0;5645.0;9.7;77.2
3024;85 Education;2003;4585.0;5866.0;3.9;78.2
3025;85 Education;2004;4553.0;5777.0;-1.5;78.8
3026;85 Education;2005;4711.0;5935.0;2.7;79.4
3027;85 Education;2006;5296.0;6582.0;10.9;80.5
3028;85 Education;2007;5598.0;6848.0;4.0;81.7
3029;85 Education;2008;5876.0;7058.0;3.1;83.3
3030;85 Education;2009;5812.0;6852.0;-2.9;84.8
3031;85 Education;2010;5549.0;6382.0;-6.8;86.9
3032;85 Education;2011;5692.0;6524.0;2.2;87.2
3033;85 Education;2012;5569.0;6344.0;-2.8;87.8
3034;85 Education;2013;5594.0;6288.0;-0.9;89.0
3035;85 Education;2014;5976.0;6675.0;6.1;89.5
3036;85 Education;2015;6248.0;6946.0;4.1;89.9
3037;85 Education;2016;6029.0;6679.0;-3.8;90.3
3038;85 Education;2017;6166.0;6781.0;1.5;90.9
3039;85 Education;2018;6351.0;6865.0;1.2;92.5
3040;85 Education;2019;6657.0;7067.0;2.9;94.2
3041;85 Education;2020;7076.0;7338.0;3.8;96.4
3042;85 Education;2021;7628.0;7628.0;4.0;100.0
3043;85 Education;2022;8027.0;7629.0;0.0;105.2
3044;85 Education;2023;;;;
3045;Q Health and social work activities;1995;2152.0;2701.0;;79.7
3046;Q Health and social work activities;1996;2136.0;2684.0;-0.6;79.6
3047;Q Health and social work activities;1997;2101.0;2620.0;-2.4;80.2
3048;Q Health and social work activities;1998;2284.0;2849.0;8.7;80.2
3049;Q Health and social work activities;1999;2588.0;3238.0;13.7;79.9
3050;Q Health and social work activities;2000;2876.0;3520.0;8.7;81.7
3051;Q Health and social work activities;2001;2995.0;3569.0;1.4;83.9
3052;Q Health and social work activities;2002;3047.0;3558.0;-0.3;85.6
3053;Q Health and social work activities;2003;4126.0;4808.0;35.1;85.8
3054;Q Health and social work activities;2004;4729.0;5458.0;13.5;86.6
3055;Q Health and social work activities;2005;4645.0;5305.0;-2.8;87.6
3056;Q Health and social work activities;2006;4858.0;5455.0;2.8;89.0
3057;Q Health and social work activities;2007;5265.0;5835.0;7.0;90.2
3058;Q Health and social work activities;2008;5440.0;5979.0;2.5;91.0
3059;Q Health and social work activities;2009;5988.0;6498.0;8.7;92.2
3060;Q Health and social work activities;2010;6525.0;6958.0;7.1;93.8
3061;Q Health and social work activities;2011;6213.0;6674.0;-4.1;93.1
3062;Q Health and social work activities;2012;6262.0;6741.0;1.0;92.9
3063;Q Health and social work activities;2013;6274.0;6631.0;-1.6;94.6
3064;Q Health and social work activities;2014;5475.0;5781.0;-12.8;94.7
3065;Q Health and social work activities;2015;6059.0;6413.0;10.9;94.5
3066;Q Health and social work activities;2016;5980.0;6362.0;-0.8;94.0
3067;Q Health and social work activities;2017;5538.0;5898.0;-7.3;93.9
3068;Q Health and social work activities;2018;5499.0;5771.0;-2.1;95.3
3069;Q Health and social work activities;2019;5925.0;6113.0;5.9;96.9
3070;Q Health and social work activities;2020;5841.0;5962.0;-2.5;98.0
3071;Q Health and social work activities;2021;6213.0;6213.0;4.2;100.0
3072;Q Health and social work activities;2022;7696.0;7319.0;17.8;105.2
3073;Q Health and social work activities;2023;;;;
3074;86 Human health activities;1995;1099.0;1402.0;;78.4
3075;86 Human health activities;1996;1111.0;1414.0;0.9;78.6
3076;86 Human health activities;1997;1110.0;1396.0;-1.3;79.5
3077;86 Human health activities;1998;1243.0;1563.0;11.9;79.5
3078;86 Human health activities;1999;1391.0;1747.0;11.8;79.6
3079;86 Human health activities;2000;1566.0;1922.0;10.0;81.5
3080;86 Human health activities;2001;1670.0;2003.0;4.2;83.4
3081;86 Human health activities;2002;1752.0;2050.0;2.3;85.5
3082;86 Human health activities;2003;2303.0;2704.0;31.9;85.2
3083;86 Human health activities;2004;2594.0;3024.0;11.9;85.8
3084;86 Human health activities;2005;2612.0;3014.0;-0.3;86.7
3085;86 Human health activities;2006;2763.0;3145.0;4.4;87.8
3086;86 Human health activities;2007;3015.0;3379.0;7.4;89.2
3087;86 Human health activities;2008;3115.0;3463.0;2.5;90.0
3088;86 Human health activities;2009;3405.0;3741.0;8.0;91.0
3089;86 Human health activities;2010;3650.0;3963.0;5.9;92.1
3090;86 Human health activities;2011;3559.0;3888.0;-1.9;91.5
3091;86 Human health activities;2012;3632.0;3968.0;2.1;91.5
3092;86 Human health activities;2013;3694.0;3954.0;-0.4;93.4
3093;86 Human health activities;2014;3326.0;3557.0;-10.0;93.5
3094;86 Human health activities;2015;3768.0;4014.0;12.8;93.9
3095;86 Human health activities;2016;3823.0;4084.0;1.8;93.6
3096;86 Human health activities;2017;3509.0;3746.0;-8.3;93.7
3097;86 Human health activities;2018;3546.0;3730.0;-0.4;95.1
3098;86 Human health activities;2019;3740.0;3862.0;3.5;96.8
3099;86 Human health activities;2020;3754.0;3831.0;-0.8;98.0
3100;86 Human health activities;2021;3931.0;3931.0;2.6;100.0
3101;86 Human health activities;2022;4503.0;4300.0;9.4;104.7
3102;86 Human health activities;2023;;;;
3103;87-88 Care and social work;1995;1053.0;1289.0;;81.7
3104;87-88 Care and social work;1996;1025.0;1261.0;-2.2;81.3
3105;87-88 Care and social work;1997;991.0;1215.0;-3.6;81.5
3106;87-88 Care and social work;1998;1041.0;1278.0;5.1;81.5
3107;87-88 Care and social work;1999;1197.0;1481.0;15.9;80.8
3108;87-88 Care and social work;2000;1310.0;1588.0;7.3;82.5
3109;87-88 Care and social work;2001;1325.0;1557.0;-2.0;85.1
3110;87-88 Care and social work;2002;1295.0;1499.0;-3.7;86.4
3111;87-88 Care and social work;2003;1823.0;2092.0;39.5;87.2
3112;87-88 Care and social work;2004;2135.0;2419.0;15.6;88.3
3113;87-88 Care and social work;2005;2033.0;2278.0;-5.8;89.2
3114;87-88 Care and social work;2006;2095.0;2298.0;0.9;91.1
3115;87-88 Care and social work;2007;2250.0;2444.0;6.3;92.0
3116;87-88 Care and social work;2008;2325.0;2504.0;2.4;92.8
3117;87-88 Care and social work;2009;2583.0;2743.0;9.5;94.2
3118;87-88 Care and social work;2010;2875.0;2979.0;8.6;96.5
3119;87-88 Care and social work;2011;2654.0;2775.0;-6.9;95.6
3120;87-88 Care and social work;2012;2630.0;2762.0;-0.5;95.2
3121;87-88 Care and social work;2013;2580.0;2669.0;-3.4;96.7
3122;87-88 Care and social work;2014;2149.0;2221.0;-16.8;96.8
3123;87-88 Care and social work;2015;2291.0;2398.0;8.0;95.6
3124;87-88 Care and social work;2016;2157.0;2278.0;-5.0;94.7
3125;87-88 Care and social work;2017;2029.0;2152.0;-5.6;94.3
3126;87-88 Care and social work;2018;1953.0;2041.0;-5.1;95.7
3127;87-88 Care and social work;2019;2185.0;2250.0;10.2;97.1
3128;87-88 Care and social work;2020;2087.0;2131.0;-5.3;97.9
3129;87-88 Care and social work;2021;2282.0;2282.0;7.1;100.0
3130;87-88 Care and social work;2022;3193.0;3019.0;32.3;105.8
3131;87-88 Care and social work;2023;;;;
3132;R-U Culture, recreation, other services;1995;852.0;1027.0;;83.0
3133;R-U Culture, recreation, other services;1996;868.0;1064.0;3.6;81.6
3134;R-U Culture, recreation, other services;1997;1026.0;1244.0;16.9;82.4
3135;R-U Culture, recreation, other services;1998;1074.0;1323.0;6.3;81.2
3136;R-U Culture, recreation, other services;1999;1222.0;1527.0;15.4;80.0
3137;R-U Culture, recreation, other services;2000;1272.0;1549.0;1.5;82.1
3138;R-U Culture, recreation, other services;2001;1295.0;1564.0;0.9;82.8
3139;R-U Culture, recreation, other services;2002;1363.0;1624.0;3.9;83.9
3140;R-U Culture, recreation, other services;2003;1294.0;1542.0;-5.1;83.9
3141;R-U Culture, recreation, other services;2004;1456.0;1723.0;11.7;84.5
3142;R-U Culture, recreation, other services;2005;1517.0;1796.0;4.3;84.5
3143;R-U Culture, recreation, other services;2006;1635.0;1922.0;7.0;85.1
3144;R-U Culture, recreation, other services;2007;1674.0;1930.0;0.4;86.7
3145;R-U Culture, recreation, other services;2008;1790.0;2038.0;5.6;87.8
3146;R-U Culture, recreation, other services;2009;1543.0;1737.0;-14.8;88.8
3147;R-U Culture, recreation, other services;2010;1555.0;1734.0;-0.1;89.7
3148;R-U Culture, recreation, other services;2011;1607.0;1787.0;3.0;89.9
3149;R-U Culture, recreation, other services;2012;1563.0;1729.0;-3.2;90.4
3150;R-U Culture, recreation, other services;2013;1689.0;1856.0;7.4;91.0
3151;R-U Culture, recreation, other services;2014;1771.0;1931.0;4.0;91.7
3152;R-U Culture, recreation, other services;2015;1730.0;1870.0;-3.2;92.5
3153;R-U Culture, recreation, other services;2016;1884.0;2036.0;8.9;92.5
3154;R-U Culture, recreation, other services;2017;2085.0;2251.0;10.6;92.6
3155;R-U Culture, recreation, other services;2018;2194.0;2322.0;3.1;94.5
3156;R-U Culture, recreation, other services;2019;2462.0;2576.0;10.9;95.6
3157;R-U Culture, recreation, other services;2020;2269.0;2321.0;-9.9;97.7
3158;R-U Culture, recreation, other services;2021;2615.0;2615.0;12.6;100.0
3159;R-U Culture, recreation, other services;2022;2998.0;2854.0;9.1;105.0
3160;R-U Culture, recreation, other services;2023;3278.0;2980.0;4.4;110.0
3161;R Culture, sports and recreation;1995;441.0;458.0;;96.4
3162;R Culture, sports and recreation;1996;469.0;507.0;10.9;92.4
3163;R Culture, sports and recreation;1997;552.0;592.0;16.6;93.3
3164;R Culture, sports and recreation;1998;616.0;684.0;15.6;90.1
3165;R Culture, sports and recreation;1999;656.0;747.0;9.3;87.8
3166;R Culture, sports and recreation;2000;695.0;771.0;3.2;90.1
3167;R Culture, sports and recreation;2001;728.0;811.0;5.2;89.7
3168;R Culture, sports and recreation;2002;726.0;798.0;-1.6;91.0
3169;R Culture, sports and recreation;2003;684.0;760.0;-4.7;89.9
3170;R Culture, sports and recreation;2004;784.0;870.0;14.5;90.1
3171;R Culture, sports and recreation;2005;733.0;821.0;-5.7;89.3
3172;R Culture, sports and recreation;2006;802.0;896.0;9.1;89.6
3173;R Culture, sports and recreation;2007;860.0;945.0;5.5;91.0
3174;R Culture, sports and recreation;2008;880.0;961.0;1.7;91.6
3175;R Culture, sports and recreation;2009;818.0;885.0;-8.0;92.5
3176;R Culture, sports and recreation;2010;863.0;925.0;4.5;93.3
3177;R Culture, sports and recreation;2011;882.0;943.0;2.0;93.5
3178;R Culture, sports and recreation;2012;884.0;945.0;0.2;93.5
3179;R Culture, sports and recreation;2013;914.0;972.0;2.8;94.1
3180;R Culture, sports and recreation;2014;990.0;1043.0;7.3;94.9
3181;R Culture, sports and recreation;2015;971.0;1019.0;-2.3;95.3
3182;R Culture, sports and recreation;2016;1058.0;1111.0;9.1;95.2
3183;R Culture, sports and recreation;2017;1184.0;1248.0;12.3;94.9
3184;R Culture, sports and recreation;2018;1290.0;1345.0;7.8;95.9
3185;R Culture, sports and recreation;2019;1483.0;1533.0;14.0;96.7
3186;R Culture, sports and recreation;2020;1246.0;1265.0;-17.5;98.5
3187;R Culture, sports and recreation;2021;1496.0;1496.0;18.2;100.0
3188;R Culture, sports and recreation;2022;1843.0;1761.0;17.7;104.7
3189;R Culture, sports and recreation;2023;;;;
3190;90-92 Arts, culture and lotteries;1995;285.0;319.0;;89.3
3191;90-92 Arts, culture and lotteries;1996;305.0;354.0;10.9;86.2
3192;90-92 Arts, culture and lotteries;1997;361.0;416.0;17.7;86.7
3193;90-92 Arts, culture and lotteries;1998;407.0;480.0;15.2;84.8
3194;90-92 Arts, culture and lotteries;1999;423.0;515.0;7.4;82.1
