ID;Emissiebronnen;EmissiesNaarLucht;Perioden;EmissiesNaarLucht_1
2336;13-15 Textiel-, kleding-, lederindustrie;Koolmonoxide (CO);2020;0.1
2337;13-15 Textiel-, kleding-, lederindustrie;Koolmonoxide (CO);2021;0.1
2338;13-15 Textiel-, kleding-, lederindustrie;Koolmonoxide (CO);2022;0.1
2339;13-15 Textiel-, kleding-, lederindustrie;Koolmonoxide (CO);2023;0.1
2340;16 Houtindustrie;Kooldioxide (CO2);1990;100.0
2341;16 Houtindustrie;Kooldioxide (CO2);1995;100.0
2342;16 Houtindustrie;Kooldioxide (CO2);2000;200.0
2343;16 Houtindustrie;Kooldioxide (CO2);2001;100.0
2344;16 Houtindustrie;Kooldioxide (CO2);2002;100.0
2345;16 Houtindustrie;Kooldioxide (CO2);2003;100.0
2346;16 Houtindustrie;Kooldioxide (CO2);2004;100.0
2347;16 Houtindustrie;Kooldioxide (CO2);2005;100.0
2348;16 Houtindustrie;Kooldioxide (CO2);2006;100.0
2349;16 Houtindustrie;Kooldioxide (CO2);2007;100.0
2350;16 Houtindustrie;Kooldioxide (CO2);2008;100.0
2351;16 Houtindustrie;Kooldioxide (CO2);2009;200.0
2352;16 Houtindustrie;Kooldioxide (CO2);2010;100.0
2353;16 Houtindustrie;Kooldioxide (CO2);2011;200.0
2354;16 Houtindustrie;Kooldioxide (CO2);2012;100.0
2355;16 Houtindustrie;Kooldioxide (CO2);2013;100.0
2356;16 Houtindustrie;Kooldioxide (CO2);2014;200.0
2357;16 Houtindustrie;Kooldioxide (CO2);2015;200.0
2358;16 Houtindustrie;Kooldioxide (CO2);2016;200.0
2359;16 Houtindustrie;Kooldioxide (CO2);2017;100.0
2360;16 Houtindustrie;Kooldioxide (CO2);2018;100.0
2361;16 Houtindustrie;Kooldioxide (CO2);2019;100.0
2362;16 Houtindustrie;Kooldioxide (CO2);2020;100.0
2363;16 Houtindustrie;Kooldioxide (CO2);2021;100.0
2364;16 Houtindustrie;Kooldioxide (CO2);2022;100.0
2365;16 Houtindustrie;Kooldioxide (CO2);2023;100.0
2366;16 Houtindustrie;Methaan (CH4);1990;0.0
2367;16 Houtindustrie;Methaan (CH4);1995;0.0
2368;16 Houtindustrie;Methaan (CH4);2000;0.0
2369;16 Houtindustrie;Methaan (CH4);2001;0.0
2370;16 Houtindustrie;Methaan (CH4);2002;0.0
2371;16 Houtindustrie;Methaan (CH4);2003;0.0
2372;16 Houtindustrie;Methaan (CH4);2004;0.0
2373;16 Houtindustrie;Methaan (CH4);2005;0.0
2374;16 Houtindustrie;Methaan (CH4);2006;0.0
2375;16 Houtindustrie;Methaan (CH4);2007;0.0
2376;16 Houtindustrie;Methaan (CH4);2008;0.0
2377;16 Houtindustrie;Methaan (CH4);2009;0.0
2378;16 Houtindustrie;Methaan (CH4);2010;0.0
2379;16 Houtindustrie;Methaan (CH4);2011;0.0
2380;16 Houtindustrie;Methaan (CH4);2012;0.0
2381;16 Houtindustrie;Methaan (CH4);2013;0.0
2382;16 Houtindustrie;Methaan (CH4);2014;0.0
2383;16 Houtindustrie;Methaan (CH4);2015;0.0
2384;16 Houtindustrie;Methaan (CH4);2016;0.0
2385;16 Houtindustrie;Methaan (CH4);2017;0.0
2386;16 Houtindustrie;Methaan (CH4);2018;0.0
2387;16 Houtindustrie;Methaan (CH4);2019;0.0
2388;16 Houtindustrie;Methaan (CH4);2020;0.0
2389;16 Houtindustrie;Methaan (CH4);2021;0.0
2390;16 Houtindustrie;Methaan (CH4);2022;0.0
2391;16 Houtindustrie;Methaan (CH4);2023;0.0
2392;16 Houtindustrie;Distikstofoxide (N20);1990;0.0
2393;16 Houtindustrie;Distikstofoxide (N20);1995;0.0
2394;16 Houtindustrie;Distikstofoxide (N20);2000;0.0
2395;16 Houtindustrie;Distikstofoxide (N20);2001;0.0
2396;16 Houtindustrie;Distikstofoxide (N20);2002;0.0
2397;16 Houtindustrie;Distikstofoxide (N20);2003;0.0
2398;16 Houtindustrie;Distikstofoxide (N20);2004;0.0
2399;16 Houtindustrie;Distikstofoxide (N20);2005;0.0
2400;16 Houtindustrie;Distikstofoxide (N20);2006;0.0
2401;16 Houtindustrie;Distikstofoxide (N20);2007;0.0
2402;16 Houtindustrie;Distikstofoxide (N20);2008;0.0
2403;16 Houtindustrie;Distikstofoxide (N20);2009;0.0
2404;16 Houtindustrie;Distikstofoxide (N20);2010;0.0
2405;16 Houtindustrie;Distikstofoxide (N20);2011;0.0
2406;16 Houtindustrie;Distikstofoxide (N20);2012;0.0
2407;16 Houtindustrie;Distikstofoxide (N20);2013;0.0
2408;16 Houtindustrie;Distikstofoxide (N20);2014;0.0
2409;16 Houtindustrie;Distikstofoxide (N20);2015;0.0
2410;16 Houtindustrie;Distikstofoxide (N20);2016;0.0
2411;16 Houtindustrie;Distikstofoxide (N20);2017;0.0
2412;16 Houtindustrie;Distikstofoxide (N20);2018;0.0
2413;16 Houtindustrie;Distikstofoxide (N20);2019;0.0
2414;16 Houtindustrie;Distikstofoxide (N20);2020;0.0
2415;16 Houtindustrie;Distikstofoxide (N20);2021;0.0
2416;16 Houtindustrie;Distikstofoxide (N20);2022;0.0
2417;16 Houtindustrie;Distikstofoxide (N20);2023;0.0
2418;16 Houtindustrie;Ammoniak (NH3);1990;0.0
2419;16 Houtindustrie;Ammoniak (NH3);1995;0.0
2420;16 Houtindustrie;Ammoniak (NH3);2000;0.0
2421;16 Houtindustrie;Ammoniak (NH3);2001;0.0
2422;16 Houtindustrie;Ammoniak (NH3);2002;0.0
2423;16 Houtindustrie;Ammoniak (NH3);2003;0.0
2424;16 Houtindustrie;Ammoniak (NH3);2004;0.0
2425;16 Houtindustrie;Ammoniak (NH3);2005;0.0
2426;16 Houtindustrie;Ammoniak (NH3);2006;0.0
2427;16 Houtindustrie;Ammoniak (NH3);2007;0.0
2428;16 Houtindustrie;Ammoniak (NH3);2008;0.0
2429;16 Houtindustrie;Ammoniak (NH3);2009;0.0
2430;16 Houtindustrie;Ammoniak (NH3);2010;0.0
2431;16 Houtindustrie;Ammoniak (NH3);2011;0.0
2432;16 Houtindustrie;Ammoniak (NH3);2012;0.0
2433;16 Houtindustrie;Ammoniak (NH3);2013;0.0
2434;16 Houtindustrie;Ammoniak (NH3);2014;0.0
2435;16 Houtindustrie;Ammoniak (NH3);2015;0.0
2436;16 Houtindustrie;Ammoniak (NH3);2016;0.0
2437;16 Houtindustrie;Ammoniak (NH3);2017;0.0
2438;16 Houtindustrie;Ammoniak (NH3);2018;0.0
2439;16 Houtindustrie;Ammoniak (NH3);2019;0.0
2440;16 Houtindustrie;Ammoniak (NH3);2020;0.0
2441;16 Houtindustrie;Ammoniak (NH3);2021;0.0
2442;16 Houtindustrie;Ammoniak (NH3);2022;0.0
2443;16 Houtindustrie;Ammoniak (NH3);2023;0.0
2444;16 Houtindustrie;Stikstofoxiden (NOx);1990;0.1
2445;16 Houtindustrie;Stikstofoxiden (NOx);1995;0.1
2446;16 Houtindustrie;Stikstofoxiden (NOx);2000;0.1
2447;16 Houtindustrie;Stikstofoxiden (NOx);2001;0.1
2448;16 Houtindustrie;Stikstofoxiden (NOx);2002;0.0
2449;16 Houtindustrie;Stikstofoxiden (NOx);2003;0.0
2450;16 Houtindustrie;Stikstofoxiden (NOx);2004;0.2
2451;16 Houtindustrie;Stikstofoxiden (NOx);2005;0.2
2452;16 Houtindustrie;Stikstofoxiden (NOx);2006;0.2
2453;16 Houtindustrie;Stikstofoxiden (NOx);2007;0.2
2454;16 Houtindustrie;Stikstofoxiden (NOx);2008;0.2
2455;16 Houtindustrie;Stikstofoxiden (NOx);2009;0.2
2456;16 Houtindustrie;Stikstofoxiden (NOx);2010;0.2
2457;16 Houtindustrie;Stikstofoxiden (NOx);2011;0.2
2458;16 Houtindustrie;Stikstofoxiden (NOx);2012;0.2
2459;16 Houtindustrie;Stikstofoxiden (NOx);2013;0.2
2460;16 Houtindustrie;Stikstofoxiden (NOx);2014;0.2
2461;16 Houtindustrie;Stikstofoxiden (NOx);2015;0.2
2462;16 Houtindustrie;Stikstofoxiden (NOx);2016;0.2
2463;16 Houtindustrie;Stikstofoxiden (NOx);2017;0.1
2464;16 Houtindustrie;Stikstofoxiden (NOx);2018;0.1
2465;16 Houtindustrie;Stikstofoxiden (NOx);2019;0.1
2466;16 Houtindustrie;Stikstofoxiden (NOx);2020;0.1
2467;16 Houtindustrie;Stikstofoxiden (NOx);2021;0.1
2468;16 Houtindustrie;Stikstofoxiden (NOx);2022;0.1
2469;16 Houtindustrie;Stikstofoxiden (NOx);2023;0.1
2470;16 Houtindustrie;Zwaveldioxide (SO2);1990;0.0
2471;16 Houtindustrie;Zwaveldioxide (SO2);1995;0.0
2472;16 Houtindustrie;Zwaveldioxide (SO2);2000;0.0
2473;16 Houtindustrie;Zwaveldioxide (SO2);2001;0.0
2474;16 Houtindustrie;Zwaveldioxide (SO2);2002;0.0
2475;16 Houtindustrie;Zwaveldioxide (SO2);2003;0.0
2476;16 Houtindustrie;Zwaveldioxide (SO2);2004;0.0
2477;16 Houtindustrie;Zwaveldioxide (SO2);2005;0.0
2478;16 Houtindustrie;Zwaveldioxide (SO2);2006;0.0
2479;16 Houtindustrie;Zwaveldioxide (SO2);2007;0.0
2480;16 Houtindustrie;Zwaveldioxide (SO2);2008;0.0
2481;16 Houtindustrie;Zwaveldioxide (SO2);2009;0.0
2482;16 Houtindustrie;Zwaveldioxide (SO2);2010;0.0
2483;16 Houtindustrie;Zwaveldioxide (SO2);2011;0.0
2484;16 Houtindustrie;Zwaveldioxide (SO2);2012;0.0
2485;16 Houtindustrie;Zwaveldioxide (SO2);2013;0.0
2486;16 Houtindustrie;Zwaveldioxide (SO2);2014;0.0
2487;16 Houtindustrie;Zwaveldioxide (SO2);2015;0.0
2488;16 Houtindustrie;Zwaveldioxide (SO2);2016;0.0
2489;16 Houtindustrie;Zwaveldioxide (SO2);2017;0.0
2490;16 Houtindustrie;Zwaveldioxide (SO2);2018;0.0
2491;16 Houtindustrie;Zwaveldioxide (SO2);2019;0.0
2492;16 Houtindustrie;Zwaveldioxide (SO2);2020;0.0
2493;16 Houtindustrie;Zwaveldioxide (SO2);2021;0.0
2494;16 Houtindustrie;Zwaveldioxide (SO2);2022;0.0
2495;16 Houtindustrie;Zwaveldioxide (SO2);2023;0.0
2496;16 Houtindustrie;NMVOS;1990;5.1
2497;16 Houtindustrie;NMVOS;1995;3.8
2498;16 Houtindustrie;NMVOS;2000;2.9
2499;16 Houtindustrie;NMVOS;2001;3.0
2500;16 Houtindustrie;NMVOS;2002;2.6
2501;16 Houtindustrie;NMVOS;2003;2.1
2502;16 Houtindustrie;NMVOS;2004;1.3
2503;16 Houtindustrie;NMVOS;2005;0.8
2504;16 Houtindustrie;NMVOS;2006;0.8
2505;16 Houtindustrie;NMVOS;2007;0.7
2506;16 Houtindustrie;NMVOS;2008;0.6
2507;16 Houtindustrie;NMVOS;2009;0.5
2508;16 Houtindustrie;NMVOS;2010;0.5
2509;16 Houtindustrie;NMVOS;2011;0.4
2510;16 Houtindustrie;NMVOS;2012;0.4
2511;16 Houtindustrie;NMVOS;2013;0.4
2512;16 Houtindustrie;NMVOS;2014;0.3
2513;16 Houtindustrie;NMVOS;2015;0.2
2514;16 Houtindustrie;NMVOS;2016;0.2
2515;16 Houtindustrie;NMVOS;2017;0.2
2516;16 Houtindustrie;NMVOS;2018;0.2
2517;16 Houtindustrie;NMVOS;2019;0.2
2518;16 Houtindustrie;NMVOS;2020;0.2
2519;16 Houtindustrie;NMVOS;2021;0.2
2520;16 Houtindustrie;NMVOS;2022;0.2
2521;16 Houtindustrie;NMVOS;2023;0.2
2522;16 Houtindustrie;PM10 (fijn stof);1990;0.5
2523;16 Houtindustrie;PM10 (fijn stof);1995;0.4
2524;16 Houtindustrie;PM10 (fijn stof);2000;0.4
2525;16 Houtindustrie;PM10 (fijn stof);2001;0.4
2526;16 Houtindustrie;PM10 (fijn stof);2002;0.4
2527;16 Houtindustrie;PM10 (fijn stof);2003;0.3
2528;16 Houtindustrie;PM10 (fijn stof);2004;0.3
2529;16 Houtindustrie;PM10 (fijn stof);2005;0.3
2530;16 Houtindustrie;PM10 (fijn stof);2006;0.3
2531;16 Houtindustrie;PM10 (fijn stof);2007;0.3
2532;16 Houtindustrie;PM10 (fijn stof);2008;0.2
2533;16 Houtindustrie;PM10 (fijn stof);2009;0.2
2534;16 Houtindustrie;PM10 (fijn stof);2010;0.2
2535;16 Houtindustrie;PM10 (fijn stof);2011;0.2
2536;16 Houtindustrie;PM10 (fijn stof);2012;0.2
2537;16 Houtindustrie;PM10 (fijn stof);2013;0.2
2538;16 Houtindustrie;PM10 (fijn stof);2014;0.2
2539;16 Houtindustrie;PM10 (fijn stof);2015;0.2
2540;16 Houtindustrie;PM10 (fijn stof);2016;0.2
2541;16 Houtindustrie;PM10 (fijn stof);2017;0.2
2542;16 Houtindustrie;PM10 (fijn stof);2018;0.2
2543;16 Houtindustrie;PM10 (fijn stof);2019;0.2
2544;16 Houtindustrie;PM10 (fijn stof);2020;0.2
2545;16 Houtindustrie;PM10 (fijn stof);2021;0.2
2546;16 Houtindustrie;PM10 (fijn stof);2022;0.2
2547;16 Houtindustrie;PM10 (fijn stof);2023;0.2
2548;16 Houtindustrie;PM2.5 (fijn stof);1990;0.2
2549;16 Houtindustrie;PM2.5 (fijn stof);1995;0.1
2550;16 Houtindustrie;PM2.5 (fijn stof);2000;0.1
2551;16 Houtindustrie;PM2.5 (fijn stof);2001;0.1
2552;16 Houtindustrie;PM2.5 (fijn stof);2002;0.1
2553;16 Houtindustrie;PM2.5 (fijn stof);2003;0.1
2554;16 Houtindustrie;PM2.5 (fijn stof);2004;0.1
2555;16 Houtindustrie;PM2.5 (fijn stof);2005;0.1
2556;16 Houtindustrie;PM2.5 (fijn stof);2006;0.1
2557;16 Houtindustrie;PM2.5 (fijn stof);2007;0.1
2558;16 Houtindustrie;PM2.5 (fijn stof);2008;0.1
2559;16 Houtindustrie;PM2.5 (fijn stof);2009;0.1
2560;16 Houtindustrie;PM2.5 (fijn stof);2010;0.1
2561;16 Houtindustrie;PM2.5 (fijn stof);2011;0.1
2562;16 Houtindustrie;PM2.5 (fijn stof);2012;0.1
2563;16 Houtindustrie;PM2.5 (fijn stof);2013;0.1
2564;16 Houtindustrie;PM2.5 (fijn stof);2014;0.1
2565;16 Houtindustrie;PM2.5 (fijn stof);2015;0.1
2566;16 Houtindustrie;PM2.5 (fijn stof);2016;0.1
2567;16 Houtindustrie;PM2.5 (fijn stof);2017;0.1
2568;16 Houtindustrie;PM2.5 (fijn stof);2018;0.1
2569;16 Houtindustrie;PM2.5 (fijn stof);2019;0.1
2570;16 Houtindustrie;PM2.5 (fijn stof);2020;0.1
2571;16 Houtindustrie;PM2.5 (fijn stof);2021;0.1
2572;16 Houtindustrie;PM2.5 (fijn stof);2022;0.1
2573;16 Houtindustrie;PM2.5 (fijn stof);2023;0.1
2574;16 Houtindustrie;Koolmonoxide (CO);1990;0.0
2575;16 Houtindustrie;Koolmonoxide (CO);1995;0.1
2576;16 Houtindustrie;Koolmonoxide (CO);2000;0.2
2577;16 Houtindustrie;Koolmonoxide (CO);2001;0.1
2578;16 Houtindustrie;Koolmonoxide (CO);2002;0.0
2579;16 Houtindustrie;Koolmonoxide (CO);2003;0.0
2580;16 Houtindustrie;Koolmonoxide (CO);2004;0.8
2581;16 Houtindustrie;Koolmonoxide (CO);2005;0.8
2582;16 Houtindustrie;Koolmonoxide (CO);2006;0.8
2583;16 Houtindustrie;Koolmonoxide (CO);2007;0.8
2584;16 Houtindustrie;Koolmonoxide (CO);2008;0.8
2585;16 Houtindustrie;Koolmonoxide (CO);2009;0.7
2586;16 Houtindustrie;Koolmonoxide (CO);2010;0.7
2587;16 Houtindustrie;Koolmonoxide (CO);2011;0.7
2588;16 Houtindustrie;Koolmonoxide (CO);2012;0.7
2589;16 Houtindustrie;Koolmonoxide (CO);2013;0.7
2590;16 Houtindustrie;Koolmonoxide (CO);2014;0.8
2591;16 Houtindustrie;Koolmonoxide (CO);2015;0.7
2592;16 Houtindustrie;Koolmonoxide (CO);2016;0.8
2593;16 Houtindustrie;Koolmonoxide (CO);2017;0.5
2594;16 Houtindustrie;Koolmonoxide (CO);2018;0.4
2595;16 Houtindustrie;Koolmonoxide (CO);2019;0.4
2596;16 Houtindustrie;Koolmonoxide (CO);2020;0.4
2597;16 Houtindustrie;Koolmonoxide (CO);2021;0.4
2598;16 Houtindustrie;Koolmonoxide (CO);2022;0.3
2599;16 Houtindustrie;Koolmonoxide (CO);2023;0.3
2600;17 Papierindustrie;Kooldioxide (CO2);1990;1700.0
2601;17 Papierindustrie;Kooldioxide (CO2);1995;1200.0
2602;17 Papierindustrie;Kooldioxide (CO2);2000;1400.0
2603;17 Papierindustrie;Kooldioxide (CO2);2001;1300.0
2604;17 Papierindustrie;Kooldioxide (CO2);2002;1300.0
2605;17 Papierindustrie;Kooldioxide (CO2);2003;1300.0
2606;17 Papierindustrie;Kooldioxide (CO2);2004;1300.0
2607;17 Papierindustrie;Kooldioxide (CO2);2005;1500.0
2608;17 Papierindustrie;Kooldioxide (CO2);2006;1500.0
2609;17 Papierindustrie;Kooldioxide (CO2);2007;1200.0
2610;17 Papierindustrie;Kooldioxide (CO2);2008;1000.0
2611;17 Papierindustrie;Kooldioxide (CO2);2009;1000.0
2612;17 Papierindustrie;Kooldioxide (CO2);2010;1100.0
2613;17 Papierindustrie;Kooldioxide (CO2);2011;1000.0
2614;17 Papierindustrie;Kooldioxide (CO2);2012;1000.0
2615;17 Papierindustrie;Kooldioxide (CO2);2013;1000.0
2616;17 Papierindustrie;Kooldioxide (CO2);2014;1000.0
2617;17 Papierindustrie;Kooldioxide (CO2);2015;1000.0
2618;17 Papierindustrie;Kooldioxide (CO2);2016;1000.0
2619;17 Papierindustrie;Kooldioxide (CO2);2017;1000.0
2620;17 Papierindustrie;Kooldioxide (CO2);2018;1000.0
2621;17 Papierindustrie;Kooldioxide (CO2);2019;1000.0
2622;17 Papierindustrie;Kooldioxide (CO2);2020;900.0
2623;17 Papierindustrie;Kooldioxide (CO2);2021;1000.0
2624;17 Papierindustrie;Kooldioxide (CO2);2022;900.0
2625;17 Papierindustrie;Kooldioxide (CO2);2023;700.0
2626;17 Papierindustrie;Methaan (CH4);1990;0.2
2627;17 Papierindustrie;Methaan (CH4);1995;0.2
2628;17 Papierindustrie;Methaan (CH4);2000;0.2
2629;17 Papierindustrie;Methaan (CH4);2001;0.2
2630;17 Papierindustrie;Methaan (CH4);2002;0.2
2631;17 Papierindustrie;Methaan (CH4);2003;0.2
2632;17 Papierindustrie;Methaan (CH4);2004;0.1
2633;17 Papierindustrie;Methaan (CH4);2005;0.2
2634;17 Papierindustrie;Methaan (CH4);2006;0.2
2635;17 Papierindustrie;Methaan (CH4);2007;0.2
2636;17 Papierindustrie;Methaan (CH4);2008;0.1
2637;17 Papierindustrie;Methaan (CH4);2009;0.1
2638;17 Papierindustrie;Methaan (CH4);2010;0.1
2639;17 Papierindustrie;Methaan (CH4);2011;0.2
2640;17 Papierindustrie;Methaan (CH4);2012;0.2
2641;17 Papierindustrie;Methaan (CH4);2013;0.1
2642;17 Papierindustrie;Methaan (CH4);2014;0.1
2643;17 Papierindustrie;Methaan (CH4);2015;0.1
2644;17 Papierindustrie;Methaan (CH4);2016;0.1
2645;17 Papierindustrie;Methaan (CH4);2017;0.1
2646;17 Papierindustrie;Methaan (CH4);2018;0.1
2647;17 Papierindustrie;Methaan (CH4);2019;0.1
2648;17 Papierindustrie;Methaan (CH4);2020;0.1
2649;17 Papierindustrie;Methaan (CH4);2021;0.1
2650;17 Papierindustrie;Methaan (CH4);2022;0.1
2651;17 Papierindustrie;Methaan (CH4);2023;0.1
2652;17 Papierindustrie;Distikstofoxide (N20);1990;0.0
2653;17 Papierindustrie;Distikstofoxide (N20);1995;0.0
2654;17 Papierindustrie;Distikstofoxide (N20);2000;0.0
2655;17 Papierindustrie;Distikstofoxide (N20);2001;0.0
2656;17 Papierindustrie;Distikstofoxide (N20);2002;0.0
2657;17 Papierindustrie;Distikstofoxide (N20);2003;0.0
2658;17 Papierindustrie;Distikstofoxide (N20);2004;0.0
2659;17 Papierindustrie;Distikstofoxide (N20);2005;0.0
2660;17 Papierindustrie;Distikstofoxide (N20);2006;0.0
2661;17 Papierindustrie;Distikstofoxide (N20);2007;0.0
2662;17 Papierindustrie;Distikstofoxide (N20);2008;0.0
2663;17 Papierindustrie;Distikstofoxide (N20);2009;0.0
2664;17 Papierindustrie;Distikstofoxide (N20);2010;0.0
2665;17 Papierindustrie;Distikstofoxide (N20);2011;0.0
2666;17 Papierindustrie;Distikstofoxide (N20);2012;0.0
2667;17 Papierindustrie;Distikstofoxide (N20);2013;0.0
2668;17 Papierindustrie;Distikstofoxide (N20);2014;0.0
2669;17 Papierindustrie;Distikstofoxide (N20);2015;0.0
2670;17 Papierindustrie;Distikstofoxide (N20);2016;0.0
2671;17 Papierindustrie;Distikstofoxide (N20);2017;0.0
2672;17 Papierindustrie;Distikstofoxide (N20);2018;0.0
2673;17 Papierindustrie;Distikstofoxide (N20);2019;0.0
2674;17 Papierindustrie;Distikstofoxide (N20);2020;0.0
2675;17 Papierindustrie;Distikstofoxide (N20);2021;0.0
2676;17 Papierindustrie;Distikstofoxide (N20);2022;0.0
2677;17 Papierindustrie;Distikstofoxide (N20);2023;0.0
2678;17 Papierindustrie;Ammoniak (NH3);1990;0.1
2679;17 Papierindustrie;Ammoniak (NH3);1995;0.1
2680;17 Papierindustrie;Ammoniak (NH3);2000;0.1
2681;17 Papierindustrie;Ammoniak (NH3);2001;0.1
2682;17 Papierindustrie;Ammoniak (NH3);2002;0.0
2683;17 Papierindustrie;Ammoniak (NH3);2003;0.0
2684;17 Papierindustrie;Ammoniak (NH3);2004;0.0
2685;17 Papierindustrie;Ammoniak (NH3);2005;0.0
2686;17 Papierindustrie;Ammoniak (NH3);2006;0.0
2687;17 Papierindustrie;Ammoniak (NH3);2007;0.0
2688;17 Papierindustrie;Ammoniak (NH3);2008;0.0
2689;17 Papierindustrie;Ammoniak (NH3);2009;0.0
2690;17 Papierindustrie;Ammoniak (NH3);2010;0.0
2691;17 Papierindustrie;Ammoniak (NH3);2011;0.0
2692;17 Papierindustrie;Ammoniak (NH3);2012;0.0
2693;17 Papierindustrie;Ammoniak (NH3);2013;0.0
2694;17 Papierindustrie;Ammoniak (NH3);2014;0.0
2695;17 Papierindustrie;Ammoniak (NH3);2015;0.0
2696;17 Papierindustrie;Ammoniak (NH3);2016;0.0
2697;17 Papierindustrie;Ammoniak (NH3);2017;0.0
2698;17 Papierindustrie;Ammoniak (NH3);2018;0.0
2699;17 Papierindustrie;Ammoniak (NH3);2019;0.0
2700;17 Papierindustrie;Ammoniak (NH3);2020;0.0
2701;17 Papierindustrie;Ammoniak (NH3);2021;0.0
2702;17 Papierindustrie;Ammoniak (NH3);2022;0.0
2703;17 Papierindustrie;Ammoniak (NH3);2023;0.0
2704;17 Papierindustrie;Stikstofoxiden (NOx);1990;2.9
2705;17 Papierindustrie;Stikstofoxiden (NOx);1995;2.4
2706;17 Papierindustrie;Stikstofoxiden (NOx);2000;2.0
2707;17 Papierindustrie;Stikstofoxiden (NOx);2001;1.8
2708;17 Papierindustrie;Stikstofoxiden (NOx);2002;1.9
2709;17 Papierindustrie;Stikstofoxiden (NOx);2003;2.0
2710;17 Papierindustrie;Stikstofoxiden (NOx);2004;1.8
2711;17 Papierindustrie;Stikstofoxiden (NOx);2005;1.7
2712;17 Papierindustrie;Stikstofoxiden (NOx);2006;1.6
2713;17 Papierindustrie;Stikstofoxiden (NOx);2007;1.5
2714;17 Papierindustrie;Stikstofoxiden (NOx);2008;1.4
2715;17 Papierindustrie;Stikstofoxiden (NOx);2009;1.2
2716;17 Papierindustrie;Stikstofoxiden (NOx);2010;1.3
2717;17 Papierindustrie;Stikstofoxiden (NOx);2011;1.2
2718;17 Papierindustrie;Stikstofoxiden (NOx);2012;1.2
2719;17 Papierindustrie;Stikstofoxiden (NOx);2013;1.2
2720;17 Papierindustrie;Stikstofoxiden (NOx);2014;1.1
2721;17 Papierindustrie;Stikstofoxiden (NOx);2015;1.0
2722;17 Papierindustrie;Stikstofoxiden (NOx);2016;1.0
2723;17 Papierindustrie;Stikstofoxiden (NOx);2017;0.9
2724;17 Papierindustrie;Stikstofoxiden (NOx);2018;1.0
2725;17 Papierindustrie;Stikstofoxiden (NOx);2019;0.9
2726;17 Papierindustrie;Stikstofoxiden (NOx);2020;0.9
2727;17 Papierindustrie;Stikstofoxiden (NOx);2021;0.8
2728;17 Papierindustrie;Stikstofoxiden (NOx);2022;0.8
2729;17 Papierindustrie;Stikstofoxiden (NOx);2023;0.5
2730;17 Papierindustrie;Zwaveldioxide (SO2);1990;0.2
2731;17 Papierindustrie;Zwaveldioxide (SO2);1995;0.1
2732;17 Papierindustrie;Zwaveldioxide (SO2);2000;0.1
2733;17 Papierindustrie;Zwaveldioxide (SO2);2001;0.0
2734;17 Papierindustrie;Zwaveldioxide (SO2);2002;0.1
2735;17 Papierindustrie;Zwaveldioxide (SO2);2003;0.1
2736;17 Papierindustrie;Zwaveldioxide (SO2);2004;0.1
2737;17 Papierindustrie;Zwaveldioxide (SO2);2005;0.0
2738;17 Papierindustrie;Zwaveldioxide (SO2);2006;0.0
2739;17 Papierindustrie;Zwaveldioxide (SO2);2007;0.0
2740;17 Papierindustrie;Zwaveldioxide (SO2);2008;0.0
2741;17 Papierindustrie;Zwaveldioxide (SO2);2009;0.0
2742;17 Papierindustrie;Zwaveldioxide (SO2);2010;0.0
2743;17 Papierindustrie;Zwaveldioxide (SO2);2011;0.0
2744;17 Papierindustrie;Zwaveldioxide (SO2);2012;0.0
2745;17 Papierindustrie;Zwaveldioxide (SO2);2013;0.0
2746;17 Papierindustrie;Zwaveldioxide (SO2);2014;0.0
2747;17 Papierindustrie;Zwaveldioxide (SO2);2015;0.0
2748;17 Papierindustrie;Zwaveldioxide (SO2);2016;0.0
2749;17 Papierindustrie;Zwaveldioxide (SO2);2017;0.0
2750;17 Papierindustrie;Zwaveldioxide (SO2);2018;0.0
2751;17 Papierindustrie;Zwaveldioxide (SO2);2019;0.0
2752;17 Papierindustrie;Zwaveldioxide (SO2);2020;0.0
2753;17 Papierindustrie;Zwaveldioxide (SO2);2021;0.0
2754;17 Papierindustrie;Zwaveldioxide (SO2);2022;0.0
2755;17 Papierindustrie;Zwaveldioxide (SO2);2023;0.0
2756;17 Papierindustrie;NMVOS;1990;3.7
2757;17 Papierindustrie;NMVOS;1995;0.9
2758;17 Papierindustrie;NMVOS;2000;0.3
2759;17 Papierindustrie;NMVOS;2001;0.1
2760;17 Papierindustrie;NMVOS;2002;0.4
2761;17 Papierindustrie;NMVOS;2003;0.2
2762;17 Papierindustrie;NMVOS;2004;0.1
2763;17 Papierindustrie;NMVOS;2005;0.3
2764;17 Papierindustrie;NMVOS;2006;0.4
2765;17 Papierindustrie;NMVOS;2007;0.6
2766;17 Papierindustrie;NMVOS;2008;0.4
2767;17 Papierindustrie;NMVOS;2009;0.3
2768;17 Papierindustrie;NMVOS;2010;0.4
2769;17 Papierindustrie;NMVOS;2011;0.4
2770;17 Papierindustrie;NMVOS;2012;0.3
2771;17 Papierindustrie;NMVOS;2013;0.3
2772;17 Papierindustrie;NMVOS;2014;0.4
2773;17 Papierindustrie;NMVOS;2015;0.5
2774;17 Papierindustrie;NMVOS;2016;0.8
2775;17 Papierindustrie;NMVOS;2017;0.3
2776;17 Papierindustrie;NMVOS;2018;0.4
2777;17 Papierindustrie;NMVOS;2019;0.3
2778;17 Papierindustrie;NMVOS;2020;0.3
