ID;Uitvalcategorie;RegioS;Perioden;TotaalMotorvoertuigen_1;Personenauto_2;TotaalBedrijfsmotorvoertuigen_3;Bestelauto_4;VrachtautoExclTrekkerVoorOplegger_5;TrekkerVoorOplegger_6;SpeciaalVoertuig_7;Bus_8;TotaalGewichtMotorvoertuigen_9;Personenauto_10;TotaalGewichtBedrijfsmotorvoertuigen_11;Bestelauto_12;VrachtautoExclTrekkerVoorOplegger_13;TrekkerVoorOplegger_14;SpeciaalVoertuig_15;Bus_16
216;Sloop;Noord-Holland (PV);2024;23919;22355;1564;1546;2;0;16;0;26294;24006;2289;2235;6;0;47;0
217;Sloop;Zuid-Holland (PV);2018;24938;23509;1429;1379;12;15;12;11;25932;23632;2300;1893;83;113;72;140
218;Sloop;Zuid-Holland (PV);2019;23473;22124;1349;1319;9;6;10;5;24592;22530;2063;1820;65;38;63;76
219;Sloop;Zuid-Holland (PV);2020;22333;20998;1335;1294;9;8;14;10;23833;21721;2112;1804;80;56;44;128
220;Sloop;Zuid-Holland (PV);2021;20638;19576;1062;1033;5;5;14;5;22165;20479;1686;1445;51;39;95;57
221;Sloop;Zuid-Holland (PV);2022;15893;15186;707;681;2;4;7;13;17053;15790;1263;967;28;25;48;196
222;Sloop;Zuid-Holland (PV);2023;14735;13961;774;725;5;9;11;24;16184;14673;1511;1045;36;64;66;300
223;Sloop;Zuid-Holland (PV);2024;17273;15677;1596;1541;2;10;8;35;19619;16771;2848;2306;9;76;73;384
224;Sloop;Zeeland (PV);2018;8782;8174;608;603;1;1;2;1;9216;8375;841;807;3;7;14;9
225;Sloop;Zeeland (PV);2019;9432;8834;598;586;0;0;12;0;10024;9205;819;783;0;0;36;0
226;Sloop;Zeeland (PV);2020;7051;6515;536;529;0;1;6;0;7541;6829;712;694;0;3;15;0
227;Sloop;Zeeland (PV);2021;7158;6670;488;482;0;1;3;2;7656;6957;699;658;0;8;7;25
228;Sloop;Zeeland (PV);2022;6272;5869;403;399;2;0;2;0;6730;6158;571;551;15;0;4;0
229;Sloop;Zeeland (PV);2023;5668;5264;404;386;0;1;5;12;6378;5543;835;550;0;2;26;256
230;Sloop;Zeeland (PV);2024;7050;6552;498;491;1;1;5;0;7687;6949;739;703;7;8;21;0
231;Sloop;Noord-Brabant (PV);2018;47782;44989;2793;2575;45;76;49;48;49805;44885;4919;3305;395;564;394;262
232;Sloop;Noord-Brabant (PV);2019;44856;42326;2530;2355;61;68;37;9;47181;42489;4692;3046;629;503;417;97
233;Sloop;Noord-Brabant (PV);2020;43362;40748;2614;2493;43;39;31;8;45789;41347;4443;3280;433;290;343;97
234;Sloop;Noord-Brabant (PV);2021;41805;39714;2091;2013;23;39;13;3;43326;40017;3309;2621;222;290;141;35
235;Sloop;Noord-Brabant (PV);2022;33641;31973;1668;1540;35;58;29;6;35714;32486;3228;2039;396;444;268;80
236;Sloop;Noord-Brabant (PV);2023;32513;30805;1708;1595;34;44;26;9;34891;31776;3115;2146;319;317;217;115
237;Sloop;Noord-Brabant (PV);2024;37282;35317;1965;1874;33;35;18;5;40202;36794;3408;2607;334;274;132;61
238;Sloop;Limburg (PV);2018;15202;14420;782;750;7;17;7;1;15760;14575;1186;967;42;134;33;9
239;Sloop;Limburg (PV);2019;15423;14568;855;825;12;12;5;1;16205;14874;1330;1075;123;93;29;11
240;Sloop;Limburg (PV);2020;14899;14077;822;792;8;13;7;2;15748;14498;1250;1011;62;94;55;27
241;Sloop;Limburg (PV);2021;15811;15186;625;605;9;6;5;0;16754;15826;928;782;89;43;14;0
242;Sloop;Limburg (PV);2022;13164;12672;492;471;2;15;4;0;14072;13238;834;628;23;116;66;0
243;Sloop;Limburg (PV);2023;10604;10117;487;443;7;32;5;0;11507;10602;906;591;61;235;19;0
244;Sloop;Limburg (PV);2024;12425;11878;547;517;9;16;4;1;13504;12579;925;698;72;123;19;13
245;Sloop;"Nederland; niet in te delen";2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
246;Sloop;"Nederland; niet in te delen";2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
247;Sloop;"Nederland; niet in te delen";2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
248;Sloop;"Nederland; niet in te delen";2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
249;Sloop;"Nederland; niet in te delen";2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250;Sloop;"Nederland; niet in te delen";2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
251;Sloop;"Nederland; niet in te delen";2024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
252;Export;Nederland;2018;263371;219345;44026;33120;3063;5805;1510;528;449221;292500;156721;59665;30871;44716;15312;6158
253;Export;Nederland;2019;300971;251104;49867;37881;3201;6602;1593;590;504788;331597;173190;68110;31702;51106;15531;6741
254;Export;Nederland;2020;275218;228835;46383;35157;3103;5960;1527;636;467777;303900;163876;63308;31608;46278;15567;7115
255;Export;Nederland;2021;307212;260983;46229;35976;2692;5675;1487;399;496941;339511;157430;64410;27390;44345;16649;4637
256;Export;Nederland;2022;305297;260463;44834;34334;2605;6161;1464;270;495734;339925;155809;61985;26082;48506;15782;3455
257;Export;Nederland;2023;291299;237875;53424;40898;2993;7467;1738;328;504406;316236;188170;73647;30896;59310;20120;4197
258;Export;Nederland;2024;308730;239328;69402;56519;3296;7248;1915;424;545806;327304;218502;101907;34505;57328;19867;4896
259;Export;Noord-Nederland (LD);2018;24580;20224;4356;3651;243;298;127;37;39214;26841;12373;6509;2498;2271;686;408
260;Export;Noord-Nederland (LD);2019;27813;22811;5002;4174;198;322;169;139;43934;29799;14136;7393;1897;2499;985;1361
261;Export;Noord-Nederland (LD);2020;26437;21814;4623;3927;197;303;183;13;40898;28800;12098;6957;1746;2331;905;159
262;Export;Noord-Nederland (LD);2021;30632;26191;4441;3773;146;364;151;7;45542;33684;11858;6686;1393;2869;819;91
263;Export;Noord-Nederland (LD);2022;30519;26166;4353;3619;151;413;147;23;46120;34057;12063;6462;1445;3192;653;311
264;Export;Noord-Nederland (LD);2023;28144;23084;5060;4302;156;431;154;17;44337;30555;13782;7648;1666;3385;840;243
265;Export;Noord-Nederland (LD);2024;29089;22468;6621;5712;168;449;214;78;47871;30249;17622;10184;1690;3508;1247;993
266;Export;Oost-Nederland (LD);2018;73211;59679;13532;9604;1136;2217;428;147;133266;80858;52408;17605;11528;17192;4384;1699
267;Export;Oost-Nederland (LD);2019;83948;68181;15767;11265;1167;2583;500;252;152485;91753;60732;20567;11685;19998;5437;3045
268;Export;Oost-Nederland (LD);2020;73658;59881;13777;9988;1142;2113;463;71;133703;80924;52780;18310;12126;16559;4908;876
269;Export;Oost-Nederland (LD);2021;83607;69811;13796;10327;967;2005;460;37;142814;92047;50768;18814;10046;15541;5935;432
270;Export;Oost-Nederland (LD);2022;80081;65954;14127;10343;994;2297;442;51;139996;87302;52693;19101;9997;18193;4683;720
271;Export;Oost-Nederland (LD);2023;75198;58758;16440;11802;1143;2923;506;66;142004;79070;62934;21684;11556;23271;5543;881
272;Export;Oost-Nederland (LD);2024;79671;60156;19515;15220;1126;2553;535;81;150163;83665;66498;28067;11670;20264;5413;1084
273;Export;West-Nederland (LD);2018;110166;94772;15394;12511;840;1564;434;45;175120;126249;48871;22324;8636;12093;5368;450
274;Export;West-Nederland (LD);2019;128292;110834;17458;14269;925;1730;469;65;200119;146499;53620;25349;9156;13381;5029;706
275;Export;West-Nederland (LD);2020;119859;103032;16827;13486;852;1746;492;251;191634;136940;54694;23977;8523;13416;5965;2813
276;Export;West-Nederland (LD);2021;117921;101691;16230;13712;667;1387;381;83;179704;132604;47100;24229;6568;10886;4219;1197
277;Export;West-Nederland (LD);2022;121742;106670;15072;12548;610;1476;376;62;184097;139127;44970;22222;6018;11600;4375;754
278;Export;West-Nederland (LD);2023;117744;99372;18372;15301;737;1787;493;54;188143;132065;56078;27148;7663;14141;6455;671
279;Export;West-Nederland (LD);2024;125998;100865;25133;21891;760;1849;583;50;206835;138049;68786;38879;7963;14637;6752;555
280;Export;Zuid-Nederland (LD);2018;55414;44670;10744;7354;844;1726;521;299;101621;58552;43069;13227;8208;13160;4874;3600
281;Export;Zuid-Nederland (LD);2019;60918;49278;11640;8173;911;1967;455;134;108250;63547;44703;14801;8964;15228;4080;1629
282;Export;Zuid-Nederland (LD);2020;55264;44108;11156;7756;912;1798;389;301;101541;57237;44305;14064;9213;13971;3789;3267
283;Export;Zuid-Nederland (LD);2021;75052;63290;11762;8164;912;1919;495;272;128881;81176;47705;14681;9382;15048;5677;2917
284;Export;Zuid-Nederland (LD);2022;72955;61673;11282;7824;850;1975;499;134;125521;79438;46083;14199;8622;15520;6071;1671
285;Export;Zuid-Nederland (LD);2023;70213;56661;13552;9493;957;2326;585;191;129923;74547;55376;17168;10011;18514;7283;2401
286;Export;Zuid-Nederland (LD);2024;73972;55839;18133;13696;1242;2397;583;215;140937;75341;65596;24777;13181;18918;6456;2265
287;Export;Groningen (PV);2018;4634;3711;923;726;128;36;32;1;8001;4786;3215;1281;1426;253;242;13
288;Export;Groningen (PV);2019;4980;3973;1007;869;49;39;50;0;7707;4999;2708;1534;457;283;434;0
289;Export;Groningen (PV);2020;4648;3765;883;746;41;50;43;3;7094;4774;2320;1286;319;385;292;38
290;Export;Groningen (PV);2021;5650;4760;890;768;29;53;38;2;8254;5909;2344;1354;254;404;302;31
291;Export;Groningen (PV);2022;5250;4383;867;762;19;52;31;3;7692;5564;2128;1353;184;408;149;34
292;Export;Groningen (PV);2023;4515;3662;853;735;28;67;16;7;6993;4728;2265;1284;254;531;93;104
293;Export;Groningen (PV);2024;4647;3562;1085;964;19;68;28;6;7297;4642;2654;1678;177;542;174;84
294;Export;Fryslân (PV);2018;10046;8439;1607;1229;86;211;47;34;16576;11287;5289;2167;826;1646;284;367
295;Export;Fryslân (PV);2019;11559;9521;2038;1498;104;248;52;136;19895;12574;7322;2639;1103;1938;311;1331
296;Export;Fryslân (PV);2020;10322;8495;1827;1415;115;217;75;5;17107;11375;5732;2515;1076;1701;372;69
297;Export;Fryslân (PV);2021;11839;10026;1813;1427;79;257;45;5;18765;13036;5729;2520;849;2035;265;60
298;Export;Fryslân (PV);2022;11787;9983;1804;1332;97;320;45;10;19395;13139;6256;2362;1004;2520;232;139
299;Export;Fryslân (PV);2023;11123;8914;2209;1730;89;315;66;9;18999;11880;7119;3113;988;2492;402;124
300;Export;Fryslân (PV);2024;12007;9087;2920;2316;119;335;82;68;21682;12290;9391;4143;1244;2637;516;850
301;Export;Drenthe (PV);2018;9900;8074;1826;1696;29;51;48;2;14636;10768;3868;3061;246;372;160;28
302;Export;Drenthe (PV);2019;11274;9317;1957;1807;45;35;67;3;16332;12226;4106;3220;337;278;241;30
303;Export;Drenthe (PV);2020;11467;9554;1913;1766;41;36;65;5;16697;12651;4046;3156;351;246;241;52
304;Export;Drenthe (PV);2021;13143;11405;1738;1578;38;54;68;0;18523;14738;3785;2813;290;431;251;0
305;Export;Drenthe (PV);2022;13482;11800;1682;1525;35;41;71;10;19033;15355;3678;2747;257;265;273;137
306;Export;Drenthe (PV);2023;12506;10508;1998;1837;39;49;72;1;18344;13947;4397;3251;423;362;345;15
307;Export;Drenthe (PV);2024;12435;9819;2616;2432;30;46;104;4;18892;13316;5577;4363;269;329;556;59
308;Export;Overijssel (PV);2018;27967;23191;4776;3680;239;695;128;34;47900;31579;16321;6772;2564;5467;1133;386
309;Export;Overijssel (PV);2019;33178;27859;5319;4258;275;618;139;29;54463;37704;16760;7772;2884;4865;900;338
310;Export;Overijssel (PV);2020;26693;22121;4572;3613;286;511;148;14;45398;30066;15332;6615;3327;3991;1246;152
311;Export;Overijssel (PV);2021;30640;26062;4578;3663;231;557;112;15;49077;34259;14818;6674;2710;4380;895;159
312;Export;Overijssel (PV);2022;30516;25292;5224;4229;241;589;141;24;50036;33460;16576;7868;2648;4681;1027;352
313;Export;Overijssel (PV);2023;28896;23160;5736;4590;236;707;158;45;49691;31262;18429;8456;2447;5604;1267;655
314;Export;Overijssel (PV);2024;28650;22012;6638;5445;245;729;176;43;51072;30601;20471;10072;2646;5783;1388;583
315;Export;Flevoland (PV);2018;4771;4032;739;493;65;164;15;2;8368;5308;3060;838;739;1372;72;39
316;Export;Flevoland (PV);2019;5678;4814;864;513;77;248;14;12;10259;6275;3984;898;789;2072;46;178
317;Export;Flevoland (PV);2020;5394;4659;735;501;41;174;15;4;9042;6124;2918;879;389;1510;71;69
318;Export;Flevoland (PV);2021;6214;5466;748;527;28;179;14;0;9844;7051;2793;924;303;1487;79;0
319;Export;Flevoland (PV);2022;6566;5731;835;605;24;192;13;1;10434;7451;2982;1067;259;1594;47;15
320;Export;Flevoland (PV);2023;5877;4982;895;590;27;260;16;2;10150;6383;3767;1024;318;2248;142;35
321;Export;Flevoland (PV);2024;5455;4518;937;660;40;199;29;9;9579;5975;3604;1155;437;1676;200;136
322;Export;Gelderland (PV);2018;40473;32456;8017;5431;832;1358;285;111;76998;43971;33027;9995;8226;10353;3179;1274
323;Export;Gelderland (PV);2019;45092;35508;9584;6494;815;1717;347;211;87763;47774;39988;11897;8011;13062;4490;2528
324;Export;Gelderland (PV);2020;41571;33101;8470;5874;815;1428;300;53;79264;44733;34530;10816;8410;11058;3591;655
325;Export;Gelderland (PV);2021;46753;38283;8470;6137;708;1269;334;22;83893;50736;33157;11216;7033;9673;4961;273
326;Export;Gelderland (PV);2022;42999;34931;8068;5509;729;1516;288;26;79526;46391;33135;10166;7090;11918;3609;352
327;Export;Gelderland (PV);2023;40425;30616;9809;6622;880;1956;332;19;82163;41424;40739;12204;8790;15419;4134;191
328;Export;Gelderland (PV);2024;45566;33626;11940;9115;841;1625;330;29;89512;47089;42423;16840;8588;12805;3825;365
329;Export;Utrecht (PV);2018;31568;26697;4871;4083;295;403;84;6;50411;36367;14044;7432;2858;3027;680;46
330;Export;Utrecht (PV);2019;40050;34560;5490;4601;296;480;103;10;62197;46502;15695;8200;2826;3607;930;132
331;Export;Utrecht (PV);2020;40690;35317;5373;4461;299;487;115;11;63933;47627;16306;7943;2956;3691;1596;120
332;Export;Utrecht (PV);2021;41585;36448;5137;4486;230;355;61;5;62291;48640;13651;7984;2167;2726;723;51
333;Export;Utrecht (PV);2022;41109;36371;4738;3986;239;413;88;12;62225;48328;13897;7195;2311;3166;1094;131
334;Export;Utrecht (PV);2023;45148;38933;6215;5226;260;635;92;2;71129;52879;18250;9311;2524;4947;1440;28
335;Export;Utrecht (PV);2024;50435;41911;8524;7558;286;580;97;3;81665;59508;22157;13553;2810;4592;1166;35
336;Export;Noord-Holland (PV);2018;39909;35752;4157;3843;92;114;94;14;57057;47603;9454;6794;987;871;679;123
337;Export;Noord-Holland (PV);2019;47543;42645;4898;4495;117;139;122;25;67649;56599;11050;7879;1078;1045;818;230
338;Export;Noord-Holland (PV);2020;44371;39657;4714;4186;139;237;126;26;64731;53042;11690;7417;1247;1790;930;306
339;Export;Noord-Holland (PV);2021;36228;31722;4506;4137;84;126;93;66;52017;41194;10824;7290;848;952;737;996
340;Export;Noord-Holland (PV);2022;37906;33781;4125;3837;80;96;94;18;52727;43772;8955;6659;658;760;658;220
341;Export;Noord-Holland (PV);2023;33596;28624;4972;4601;93;108;152;18;48774;37658;11116;8033;978;808;1070;227
342;Export;Noord-Holland (PV);2024;34641;27577;7064;6619;94;162;166;23;52110;36887;15223;11617;939;1218;1196;252
343;Export;Zuid-Holland (PV);2018;35197;29466;5731;4106;410;969;227;19;61800;38573;23227;7261;4365;7570;3818;212
344;Export;Zuid-Holland (PV);2019;37034;30641;6393;4661;480;1017;215;20;64241;39599;24642;8364;4951;7967;3152;209
345;Export;Zuid-Holland (PV);2020;31404;25359;6045;4296;373;950;216;210;57299;32744;24555;7684;3965;7362;3194;2350
346;Export;Zuid-Holland (PV);2021;36348;30344;6004;4641;305;854;196;8;59456;38720;20736;8190;3130;6785;2537;94
347;Export;Zuid-Holland (PV);2022;38469;32930;5539;4197;253;892;172;25;62522;42465;20057;7457;2705;7071;2520;305
348;Export;Zuid-Holland (PV);2023;35139;28637;6502;4928;350;969;224;31;62073;37436;24637;8866;3812;7781;3807;372
349;Export;Zuid-Holland (PV);2024;37092;28442;8650;6962;344;1038;286;20;66724;37824;28900;12406;3869;8252;4157;215
350;Export;Zeeland (PV);2018;3492;2857;635;479;43;78;29;6;5852;3706;2146;836;426;625;190;68
351;Export;Zeeland (PV);2019;3665;2988;677;512;32;94;29;10;6032;3798;2234;907;301;762;130;135
352;Export;Zeeland (PV);2020;3394;2699;695;543;41;72;35;4;5671;3528;2143;932;354;573;246;38
353;Export;Zeeland (PV);2021;3760;3177;583;448;48;52;31;4;5940;4051;1889;765;423;422;222;56
354;Export;Zeeland (PV);2022;4258;3588;670;528;38;75;22;7;6623;4562;2060;913;345;602;104;97
355;Export;Zeeland (PV);2023;3861;3178;683;546;34;75;25;3;6166;4091;2075;938;349;605;138;45
356;Export;Zeeland (PV);2024;3830;2935;895;752;36;69;34;4;6336;3830;2506;1303;345;574;232;52
357;Export;Noord-Brabant (PV);2018;44811;36159;8652;5769;707;1484;418;274;83916;47744;36172;10347;6824;11332;4405;3264
358;Export;Noord-Brabant (PV);2019;48704;39419;9285;6389;779;1650;344;123;88315;51241;37074;11558;7827;12751;3478;1460
359;Export;Noord-Brabant (PV);2020;43574;34776;8798;5961;793;1487;293;264;82289;45413;36876;10749;8227;11624;3362;2913
360;Export;Noord-Brabant (PV);2021;50101;40913;9188;6117;784;1640;415;232;91796;52089;39707;10962;8185;12893;5126;2541
361;Export;Noord-Brabant (PV);2022;48590;40021;8569;5686;750;1624;405;104;88739;51335;37404;10331;7609;12745;5439;1278
362;Export;Noord-Brabant (PV);2023;48046;37570;10476;7150;826;1906;449;145;94058;49028;45030;12931;8774;15262;6292;1772
363;Export;Noord-Brabant (PV);2024;52946;38855;14091;10363;1101;2000;439;188;106138;51950;54188;18845;11891;15848;5683;1920
364;Export;Limburg (PV);2018;10603;8511;2092;1585;137;242;103;25;17705;10809;6897;2880;1384;1828;469;336
365;Export;Limburg (PV);2019;12214;9859;2355;1784;132;317;111;11;19935;12306;7629;3243;1138;2477;602;169
366;Export;Limburg (PV);2020;11690;9332;2358;1795;119;311;96;37;19253;11824;7429;3315;986;2347;427;354
367;Export;Limburg (PV);2021;24951;22377;2574;2047;128;279;80;40;37085;29087;7998;3719;1197;2155;550;377
368;Export;Limburg (PV);2022;24365;21652;2713;2138;100;351;94;30;36783;28103;8679;3868;1013;2775;631;393
369;Export;Limburg (PV);2023;22167;19091;3076;2343;131;420;136;46;35864;25518;10346;4237;1237;3252;991;629
370;Export;Limburg (PV);2024;21026;16984;4042;3333;141;397;144;27;34799;23391;11409;5932;1290;3070;773;345
371;Export;"Nederland; niet in te delen";2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
372;Export;"Nederland; niet in te delen";2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
373;Export;"Nederland; niet in te delen";2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
374;Export;"Nederland; niet in te delen";2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
375;Export;"Nederland; niet in te delen";2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
376;Export;"Nederland; niet in te delen";2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
377;Export;"Nederland; niet in te delen";2024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
378;Buiten de normale registratie gesteld;Nederland;2018;1806;1262;544;316;103;103;20;2;3964;1669;2295;420;982;732;143;17
379;Buiten de normale registratie gesteld;Nederland;2019;1713;1237;476;214;101;125;35;1;4251;1660;2591;298;1095;875;313;10
380;Buiten de normale registratie gesteld;Nederland;2020;1523;1055;468;210;108;113;30;7;4105;1477;2629;286;1210;773;293;67
381;Buiten de normale registratie gesteld;Nederland;2021;1081;1011;70;41;18;7;3;1;1803;1428;375;64;206;50;41;14
382;Buiten de normale registratie gesteld;Nederland;2022;1155;1096;59;43;6;8;1;1;1746;1549;198;66;66;50;11;4
383;Buiten de normale registratie gesteld;Nederland;2023;1140;1057;83;51;14;14;3;1;1890;1462;428;76;157;155;29;12
384;Buiten de normale registratie gesteld;Nederland;2024;1195;1128;67;49;5;9;2;2;1851;1612;239;79;35;90;8;28
385;Buiten de normale registratie gesteld;Noord-Nederland (LD);2018;234;56;178;155;13;6;3;1;442;55;387;198;118;45;17;9
386;Buiten de normale registratie gesteld;Noord-Nederland (LD);2019;144;48;96;80;5;7;4;0;291;48;243;113;47;48;35;0
387;Buiten de normale registratie gesteld;Noord-Nederland (LD);2020;169;44;125;104;10;8;1;2;361;42;318;135;104;53;5;23
388;Buiten de normale registratie gesteld;Noord-Nederland (LD);2021;47;38;9;8;0;1;0;0;64;43;20;13;0;8;0;0
389;Buiten de normale registratie gesteld;Noord-Nederland (LD);2022;28;24;4;3;0;1;0;0;35;27;8;5;0;3;0;0
390;Buiten de normale registratie gesteld;Noord-Nederland (LD);2023;50;37;13;11;2;0;0;0;75;38;38;16;22;0;0;0
391;Buiten de normale registratie gesteld;Noord-Nederland (LD);2024;33;29;4;3;0;1;0;0;40;30;11;4;0;7;0;0
392;Buiten de normale registratie gesteld;Oost-Nederland (LD);2018;219;106;113;47;36;29;1;0;742;113;628;66;351;206;6;0
393;Buiten de normale registratie gesteld;Oost-Nederland (LD);2019;235;93;142;58;39;31;14;0;923;96;827;79;410;212;126;0
394;Buiten de normale registratie gesteld;Oost-Nederland (LD);2020;206;80;126;33;40;40;13;0;1012;98;914;49;465;272;127;0
395;Buiten de normale registratie gesteld;Oost-Nederland (LD);2021;103;91;12;4;6;2;0;0;202;107;94;5;74;15;0;0
396;Buiten de normale registratie gesteld;Oost-Nederland (LD);2022;98;85;13;9;1;1;1;1;134;94;40;11;8;7;11;4
397;Buiten de normale registratie gesteld;Oost-Nederland (LD);2023;99;88;11;7;2;1;1;0;132;95;37;9;10;6;11;0
398;Buiten de normale registratie gesteld;Oost-Nederland (LD);2024;93;82;11;8;2;1;0;0;116;87;29;11;9;9;0;0
399;Buiten de normale registratie gesteld;West-Nederland (LD);2018;438;341;97;39;28;24;5;1;1008;430;578;58;284;177;50;9
400;Buiten de normale registratie gesteld;West-Nederland (LD);2019;350;249;101;35;22;35;9;0;907;311;596;48;221;245;82;0
401;Buiten de normale registratie gesteld;West-Nederland (LD);2020;346;244;102;44;20;27;6;5;850;315;535;59;189;184;59;44
402;Buiten de normale registratie gesteld;West-Nederland (LD);2021;219;195;24;18;2;2;1;1;333;248;85;30;16;14;10;14
403;Buiten de normale registratie gesteld;West-Nederland (LD);2022;244;211;33;28;2;3;0;0;368;272;96;46;29;21;0;0
404;Buiten de normale registratie gesteld;West-Nederland (LD);2023;302;256;46;27;4;12;2;1;570;312;258;43;45;140;17;12
405;Buiten de normale registratie gesteld;West-Nederland (LD);2024;267;226;41;31;2;6;1;1;451;290;161;53;19;68;2;20
406;Buiten de normale registratie gesteld;Zuid-Nederland (LD);2018;915;759;156;75;26;44;11;0;1772;1071;701;98;229;304;70;0
407;Buiten de normale registratie gesteld;Zuid-Nederland (LD);2019;984;847;137;41;35;52;8;1;2130;1205;925;58;418;370;69;10
408;Buiten de normale registratie gesteld;Zuid-Nederland (LD);2020;802;687;115;29;38;38;10;0;1883;1021;862;43;453;265;101;0
409;Buiten de normale registratie gesteld;Zuid-Nederland (LD);2021;712;687;25;11;10;2;2;0;1205;1030;176;16;116;12;31;0
410;Buiten de normale registratie gesteld;Zuid-Nederland (LD);2022;785;776;9;3;3;3;0;0;1209;1156;53;5;29;19;0;0
411;Buiten de normale registratie gesteld;Zuid-Nederland (LD);2023;689;676;13;6;6;1;0;0;1113;1017;96;8;79;8;0;0
412;Buiten de normale registratie gesteld;Zuid-Nederland (LD);2024;802;791;11;7;1;1;1;1;1244;1205;39;11;6;6;6;9
413;Buiten de normale registratie gesteld;Groningen (PV);2018;26;14;12;10;1;0;1;0;41;14;27;13;7;0;7;0
414;Buiten de normale registratie gesteld;Groningen (PV);2019;19;10;9;8;1;0;0;0;31;9;22;13;8;0;0;0
415;Buiten de normale registratie gesteld;Groningen (PV);2020;40;13;27;20;5;0;0;2;106;13;94;25;45;0;0;23
416;Buiten de normale registratie gesteld;Groningen (PV);2021;19;14;5;4;0;1;0;0;35;20;15;7;0;8;0;0
417;Buiten de normale registratie gesteld;Groningen (PV);2022;4;4;0;0;0;0;0;0;4;4;0;0;0;0;0;0
418;Buiten de normale registratie gesteld;Groningen (PV);2023;20;17;3;3;0;0;0;0;22;18;4;4;0;0;0;0
419;Buiten de normale registratie gesteld;Groningen (PV);2024;8;8;0;0;0;0;0;0;7;7;0;0;0;0;0;0
420;Buiten de normale registratie gesteld;Fryslân (PV);2018;163;21;142;131;6;3;2;0;274;20;254;167;55;22;10;0
421;Buiten de normale registratie gesteld;Fryslân (PV);2019;93;23;70;63;3;4;0;0;170;25;145;89;29;27;0;0
422;Buiten de normale registratie gesteld;Fryslân (PV);2020;97;18;79;71;2;6;0;0;163;16;147;93;18;37;0;0
423;Buiten de normale registratie gesteld;Fryslân (PV);2021;17;14;3;3;0;0;0;0;18;13;5;5;0;0;0;0
424;Buiten de normale registratie gesteld;Fryslân (PV);2022;11;10;1;0;0;1;0;0;14;11;3;0;0;3;0;0
425;Buiten de normale registratie gesteld;Fryslân (PV);2023;19;11;8;6;2;0;0;0;41;11;31;9;22;0;0;0
426;Buiten de normale registratie gesteld;Fryslân (PV);2024;19;16;3;2;0;1;0;0;26;17;10;2;0;7;0;0
427;Buiten de normale registratie gesteld;Drenthe (PV);2018;45;21;24;14;6;3;0;1;127;21;106;18;56;23;0;9
428;Buiten de normale registratie gesteld;Drenthe (PV);2019;32;15;17;9;1;3;4;0;91;14;77;11;10;20;35;0
429;Buiten de normale registratie gesteld;Drenthe (PV);2020;32;13;19;13;3;2;1;0;91;14;78;17;41;16;5;0
430;Buiten de normale registratie gesteld;Drenthe (PV);2021;11;10;1;1;0;0;0;0;11;10;1;1;0;0;0;0
431;Buiten de normale registratie gesteld;Drenthe (PV);2022;13;10;3;3;0;0;0;0;16;12;5;5;0;0;0;0
432;Buiten de normale registratie gesteld;Drenthe (PV);2023;11;9;2;2;0;0;0;0;12;9;3;3;0;0;0;0
433;Buiten de normale registratie gesteld;Drenthe (PV);2024;6;5;1;1;0;0;0;0;7;6;1;1;0;0;0;0
434;Buiten de normale registratie gesteld;Overijssel (PV);2018;82;46;36;13;10;13;0;0;239;48;191;18;80;94;0;0
435;Buiten de normale registratie gesteld;Overijssel (PV);2019;97;42;55;21;18;13;3;0;358;46;312;26;169;86;30;0
436;Buiten de normale registratie gesteld;Overijssel (PV);2020;68;30;38;12;10;13;3;0;287;33;254;17;118;83;36;0
437;Buiten de normale registratie gesteld;Overijssel (PV);2021;34;31;3;2;0;1;0;0;46;38;9;2;0;6;0;0
438;Buiten de normale registratie gesteld;Overijssel (PV);2022;45;41;4;3;0;0;1;0;57;42;15;4;0;0;11;0
439;Buiten de normale registratie gesteld;Overijssel (PV);2023;41;40;1;0;1;0;0;0;51;45;6;0;6;0;0;0
440;Buiten de normale registratie gesteld;Overijssel (PV);2024;40;38;2;2;0;0;0;0;45;41;4;4;0;0;0;0
441;Buiten de normale registratie gesteld;Flevoland (PV);2018;26;12;14;6;7;1;0;0;114;12;102;10;84;8;0;0
442;Buiten de normale registratie gesteld;Flevoland (PV);2019;25;9;16;7;2;6;1;0;95;10;85;9;21;45;10;0
443;Buiten de normale registratie gesteld;Flevoland (PV);2020;38;14;24;3;9;9;3;0;222;29;193;6;98;65;25;0
