ID;LeeftijdOp31December;VolgordeVanGeboorteUitDeMoeder;GeboortegeneratieVrouw;Vruchtbaarheidcijfers_1
2236;18 jaar;Derde kind;1963;2e-05
2237;18 jaar;Derde kind;1964;1e-05
2238;18 jaar;Derde kind;1965;2e-05
2239;18 jaar;Derde kind;1966;3e-05
2240;18 jaar;Derde kind;1967;3e-05
2241;18 jaar;Derde kind;1968;3e-05
2242;18 jaar;Derde kind;1969;2e-05
2243;18 jaar;Derde kind;1970;0.0
2244;18 jaar;Derde kind;1971;2e-05
2245;18 jaar;Derde kind;1972;4e-05
2246;18 jaar;Derde kind;1973;4e-05
2247;18 jaar;Derde kind;1974;2e-05
2248;18 jaar;Derde kind;1975;2e-05
2249;18 jaar;Derde kind;1976;4e-05
2250;18 jaar;Derde kind;1977;1e-05
2251;18 jaar;Derde kind;1978;1e-05
2252;18 jaar;Derde kind;1979;3e-05
2253;18 jaar;Derde kind;1980;0.0
2254;18 jaar;Derde kind;1981;1e-05
2255;18 jaar;Derde kind;1982;1e-05
2256;18 jaar;Derde kind;1983;3e-05
2257;18 jaar;Derde kind;1984;2e-05
2258;18 jaar;Derde kind;1985;0.0
2259;18 jaar;Derde kind;1986;0.0
2260;18 jaar;Derde kind;1987;0.0
2261;18 jaar;Derde kind;1988;0.0
2262;18 jaar;Derde kind;1989;0.0
2263;18 jaar;Derde kind;1990;1e-05
2264;18 jaar;Derde kind;1991;0.0
2265;18 jaar;Derde kind;1992;0.0
2266;18 jaar;Derde kind;1993;1e-05
2267;18 jaar;Derde kind;1994;0.0
2268;18 jaar;Derde kind;1995;0.0
2269;18 jaar;Derde kind;1996;0.0
2270;18 jaar;Derde kind;1997;2e-05
2271;18 jaar;Derde kind;1998;0.0
2272;18 jaar;Derde kind;1999;0.0
2273;18 jaar;Derde kind;2000;0.0
2274;18 jaar;Derde kind;2001;0.0
2275;18 jaar;Derde kind;2002;0.0
2276;18 jaar;Derde kind;2003;0.0
2277;18 jaar;Derde kind;2004;0.0
2278;18 jaar;Derde kind;2005;0.0
2279;18 jaar;Derde kind;2006;0.0
2280;18 jaar;Derde kind;2007;0.0
2281;18 jaar;Derde kind;2008;0.0
2282;18 jaar;Derde kind;2009;0.0
2283;18 jaar;Derde kind;2010;0.0
2284;18 jaar;Derde kind;2011;0.0
2285;18 jaar;Derde kind;2012;0.0
2286;18 jaar;Derde kind;2013;0.0
2287;18 jaar;Derde kind;2014;0.0
2288;18 jaar;Derde kind;2015;0.0
2289;18 jaar;Derde kind;2016;0.0
2290;18 jaar;Derde kind;2017;0.0
2291;18 jaar;Derde kind;2018;0.0
2292;18 jaar;Derde kind;2019;0.0
2293;18 jaar;Derde kind;2020;0.0
2294;18 jaar;Derde kind;2021;0.0
2295;18 jaar;Derde kind;2022;0.0
2296;18 jaar;Derde kind;2023;0.0
2297;18 jaar;Derde kind;2024;0.0
2298;18 jaar;Derde kind;2025;0.0
2299;18 jaar;Derde kind;2026;0.0
2300;18 jaar;Derde kind;2027;0.0
2301;18 jaar;Derde kind;2028;0.0
2302;18 jaar;Derde kind;2029;0.0
2303;18 jaar;Derde kind;2030;0.0
2304;18 jaar;Vierde of volgende kind;1935;0.0
2305;18 jaar;Vierde of volgende kind;1936;0.0
2306;18 jaar;Vierde of volgende kind;1937;0.0
2307;18 jaar;Vierde of volgende kind;1938;0.0
2308;18 jaar;Vierde of volgende kind;1939;0.0
2309;18 jaar;Vierde of volgende kind;1940;0.0
2310;18 jaar;Vierde of volgende kind;1941;0.0
2311;18 jaar;Vierde of volgende kind;1942;0.0
2312;18 jaar;Vierde of volgende kind;1943;1e-05
2313;18 jaar;Vierde of volgende kind;1944;0.0
2314;18 jaar;Vierde of volgende kind;1945;0.0
2315;18 jaar;Vierde of volgende kind;1946;1e-05
2316;18 jaar;Vierde of volgende kind;1947;0.0
2317;18 jaar;Vierde of volgende kind;1948;1e-05
2318;18 jaar;Vierde of volgende kind;1949;0.0
2319;18 jaar;Vierde of volgende kind;1950;0.0
2320;18 jaar;Vierde of volgende kind;1951;1e-05
2321;18 jaar;Vierde of volgende kind;1952;0.0
2322;18 jaar;Vierde of volgende kind;1953;2e-05
2323;18 jaar;Vierde of volgende kind;1954;0.0
2324;18 jaar;Vierde of volgende kind;1955;0.0
2325;18 jaar;Vierde of volgende kind;1956;0.0
2326;18 jaar;Vierde of volgende kind;1957;0.0
2327;18 jaar;Vierde of volgende kind;1958;0.0
2328;18 jaar;Vierde of volgende kind;1959;0.0
2329;18 jaar;Vierde of volgende kind;1960;0.0
2330;18 jaar;Vierde of volgende kind;1961;0.0
2331;18 jaar;Vierde of volgende kind;1962;1e-05
2332;18 jaar;Vierde of volgende kind;1963;0.0
2333;18 jaar;Vierde of volgende kind;1964;0.0
2334;18 jaar;Vierde of volgende kind;1965;0.0
2335;18 jaar;Vierde of volgende kind;1966;0.0
2336;18 jaar;Vierde of volgende kind;1967;0.0
2337;18 jaar;Vierde of volgende kind;1968;0.0
2338;18 jaar;Vierde of volgende kind;1969;0.0
2339;18 jaar;Vierde of volgende kind;1970;1e-05
2340;18 jaar;Vierde of volgende kind;1971;2e-05
2341;18 jaar;Vierde of volgende kind;1972;0.0
2342;18 jaar;Vierde of volgende kind;1973;0.0
2343;18 jaar;Vierde of volgende kind;1974;0.0
2344;18 jaar;Vierde of volgende kind;1975;0.0
2345;18 jaar;Vierde of volgende kind;1976;0.0
2346;18 jaar;Vierde of volgende kind;1977;0.0
2347;18 jaar;Vierde of volgende kind;1978;0.0
2348;18 jaar;Vierde of volgende kind;1979;0.0
2349;18 jaar;Vierde of volgende kind;1980;0.0
2350;18 jaar;Vierde of volgende kind;1981;0.0
2351;18 jaar;Vierde of volgende kind;1982;0.0
2352;18 jaar;Vierde of volgende kind;1983;0.0
2353;18 jaar;Vierde of volgende kind;1984;0.0
2354;18 jaar;Vierde of volgende kind;1985;0.0
2355;18 jaar;Vierde of volgende kind;1986;0.0
2356;18 jaar;Vierde of volgende kind;1987;0.0
2357;18 jaar;Vierde of volgende kind;1988;0.0
2358;18 jaar;Vierde of volgende kind;1989;0.0
2359;18 jaar;Vierde of volgende kind;1990;0.0
2360;18 jaar;Vierde of volgende kind;1991;0.0
2361;18 jaar;Vierde of volgende kind;1992;0.0
2362;18 jaar;Vierde of volgende kind;1993;0.0
2363;18 jaar;Vierde of volgende kind;1994;0.0
2364;18 jaar;Vierde of volgende kind;1995;0.0
2365;18 jaar;Vierde of volgende kind;1996;0.0
2366;18 jaar;Vierde of volgende kind;1997;0.0
2367;18 jaar;Vierde of volgende kind;1998;0.0
2368;18 jaar;Vierde of volgende kind;1999;0.0
2369;18 jaar;Vierde of volgende kind;2000;0.0
2370;18 jaar;Vierde of volgende kind;2001;0.0
2371;18 jaar;Vierde of volgende kind;2002;0.0
2372;18 jaar;Vierde of volgende kind;2003;0.0
2373;18 jaar;Vierde of volgende kind;2004;0.0
2374;18 jaar;Vierde of volgende kind;2005;0.0
2375;18 jaar;Vierde of volgende kind;2006;0.0
2376;18 jaar;Vierde of volgende kind;2007;0.0
2377;18 jaar;Vierde of volgende kind;2008;0.0
2378;18 jaar;Vierde of volgende kind;2009;0.0
2379;18 jaar;Vierde of volgende kind;2010;0.0
2380;18 jaar;Vierde of volgende kind;2011;0.0
2381;18 jaar;Vierde of volgende kind;2012;0.0
2382;18 jaar;Vierde of volgende kind;2013;0.0
2383;18 jaar;Vierde of volgende kind;2014;0.0
2384;18 jaar;Vierde of volgende kind;2015;0.0
2385;18 jaar;Vierde of volgende kind;2016;0.0
2386;18 jaar;Vierde of volgende kind;2017;0.0
2387;18 jaar;Vierde of volgende kind;2018;0.0
2388;18 jaar;Vierde of volgende kind;2019;0.0
2389;18 jaar;Vierde of volgende kind;2020;0.0
2390;18 jaar;Vierde of volgende kind;2021;0.0
2391;18 jaar;Vierde of volgende kind;2022;0.0
2392;18 jaar;Vierde of volgende kind;2023;0.0
2393;18 jaar;Vierde of volgende kind;2024;0.0
2394;18 jaar;Vierde of volgende kind;2025;0.0
2395;18 jaar;Vierde of volgende kind;2026;0.0
2396;18 jaar;Vierde of volgende kind;2027;0.0
2397;18 jaar;Vierde of volgende kind;2028;0.0
2398;18 jaar;Vierde of volgende kind;2029;0.0
2399;18 jaar;Vierde of volgende kind;2030;0.0
2400;19 jaar;Totaal;1935;0.02741
2401;19 jaar;Totaal;1936;0.02902
2402;19 jaar;Totaal;1937;0.02969
2403;19 jaar;Totaal;1938;0.03008
2404;19 jaar;Totaal;1939;0.03023
2405;19 jaar;Totaal;1940;0.0322
2406;19 jaar;Totaal;1941;0.03494
2407;19 jaar;Totaal;1942;0.03708
2408;19 jaar;Totaal;1943;0.03912
2409;19 jaar;Totaal;1944;0.04199
2410;19 jaar;Totaal;1945;0.04184
2411;19 jaar;Totaal;1946;0.04237
2412;19 jaar;Totaal;1947;0.042
2413;19 jaar;Totaal;1948;0.04369
2414;19 jaar;Totaal;1949;0.04139
2415;19 jaar;Totaal;1950;0.04347
2416;19 jaar;Totaal;1951;0.04359
2417;19 jaar;Totaal;1952;0.04289
2418;19 jaar;Totaal;1953;0.03761
2419;19 jaar;Totaal;1954;0.03312
2420;19 jaar;Totaal;1955;0.02999
2421;19 jaar;Totaal;1956;0.02516
2422;19 jaar;Totaal;1957;0.02257
2423;19 jaar;Totaal;1958;0.01857
2424;19 jaar;Totaal;1959;0.01796
2425;19 jaar;Totaal;1960;0.01826
2426;19 jaar;Totaal;1961;0.01747
2427;19 jaar;Totaal;1962;0.01733
2428;19 jaar;Totaal;1963;0.01537
2429;19 jaar;Totaal;1964;0.01522
2430;19 jaar;Totaal;1965;0.01395
2431;19 jaar;Totaal;1966;0.01331
2432;19 jaar;Totaal;1967;0.01272
2433;19 jaar;Totaal;1968;0.01306
2434;19 jaar;Totaal;1969;0.0129
2435;19 jaar;Totaal;1970;0.0133
2436;19 jaar;Totaal;1971;0.01454
2437;19 jaar;Totaal;1972;0.01453
2438;19 jaar;Totaal;1973;0.0138
2439;19 jaar;Totaal;1974;0.01341
2440;19 jaar;Totaal;1975;0.01311
2441;19 jaar;Totaal;1976;0.01113
2442;19 jaar;Totaal;1977;0.01125
2443;19 jaar;Totaal;1978;0.01169
2444;19 jaar;Totaal;1979;0.01188
2445;19 jaar;Totaal;1980;0.01339
2446;19 jaar;Totaal;1981;0.01402
2447;19 jaar;Totaal;1982;0.01467
2448;19 jaar;Totaal;1983;0.01486
2449;19 jaar;Totaal;1984;0.01383
2450;19 jaar;Totaal;1985;0.01238
2451;19 jaar;Totaal;1986;0.01113
2452;19 jaar;Totaal;1987;0.01025
2453;19 jaar;Totaal;1988;0.00994
2454;19 jaar;Totaal;1989;0.01065
2455;19 jaar;Totaal;1990;0.01024
2456;19 jaar;Totaal;1991;0.01055
2457;19 jaar;Totaal;1992;0.00966
2458;19 jaar;Totaal;1993;0.00866
2459;19 jaar;Totaal;1994;0.00738
2460;19 jaar;Totaal;1995;0.007
2461;19 jaar;Totaal;1996;0.00627
2462;19 jaar;Totaal;1997;0.00617
2463;19 jaar;Totaal;1998;0.00563
2464;19 jaar;Totaal;1999;0.00535
2465;19 jaar;Totaal;2000;0.00519
2466;19 jaar;Totaal;2001;0.00522
2467;19 jaar;Totaal;2002;0.00508
2468;19 jaar;Totaal;2003;0.0051
2469;19 jaar;Totaal;2004;0.00518
2470;19 jaar;Totaal;2005;0.00533
2471;19 jaar;Totaal;2006;0.00534
2472;19 jaar;Totaal;2007;0.00526
2473;19 jaar;Totaal;2008;0.00524
2474;19 jaar;Totaal;2009;0.00524
2475;19 jaar;Totaal;2010;0.00524
2476;19 jaar;Totaal;2011;0.00525
2477;19 jaar;Totaal;2012;0.00524
2478;19 jaar;Totaal;2013;0.00524
2479;19 jaar;Totaal;2014;0.00524
2480;19 jaar;Totaal;2015;0.00524
2481;19 jaar;Totaal;2016;0.00524
2482;19 jaar;Totaal;2017;0.00524
2483;19 jaar;Totaal;2018;0.00524
2484;19 jaar;Totaal;2019;0.00524
2485;19 jaar;Totaal;2020;0.00524
2486;19 jaar;Totaal;2021;0.00524
2487;19 jaar;Totaal;2022;0.00524
2488;19 jaar;Totaal;2023;0.00524
2489;19 jaar;Totaal;2024;0.00524
2490;19 jaar;Totaal;2025;0.00524
2491;19 jaar;Totaal;2026;0.00524
2492;19 jaar;Totaal;2027;0.00524
2493;19 jaar;Totaal;2028;0.00524
2494;19 jaar;Totaal;2029;0.00524
2495;19 jaar;Totaal;2030;0.00524
2496;19 jaar;Eerste kind;1935;0.02341
2497;19 jaar;Eerste kind;1936;0.02482
2498;19 jaar;Eerste kind;1937;0.02533
2499;19 jaar;Eerste kind;1938;0.02574
2500;19 jaar;Eerste kind;1939;0.02577
2501;19 jaar;Eerste kind;1940;0.0271
2502;19 jaar;Eerste kind;1941;0.02902
2503;19 jaar;Eerste kind;1942;0.03102
2504;19 jaar;Eerste kind;1943;0.03276
2505;19 jaar;Eerste kind;1944;0.03466
2506;19 jaar;Eerste kind;1945;0.03463
2507;19 jaar;Eerste kind;1946;0.03562
2508;19 jaar;Eerste kind;1947;0.03524
2509;19 jaar;Eerste kind;1948;0.03733
2510;19 jaar;Eerste kind;1949;0.03531
2511;19 jaar;Eerste kind;1950;0.03709
2512;19 jaar;Eerste kind;1951;0.03764
2513;19 jaar;Eerste kind;1952;0.03707
2514;19 jaar;Eerste kind;1953;0.03244
2515;19 jaar;Eerste kind;1954;0.02888
2516;19 jaar;Eerste kind;1955;0.02593
2517;19 jaar;Eerste kind;1956;0.02138
2518;19 jaar;Eerste kind;1957;0.01911
2519;19 jaar;Eerste kind;1958;0.01623
2520;19 jaar;Eerste kind;1959;0.0155
2521;19 jaar;Eerste kind;1960;0.01544
2522;19 jaar;Eerste kind;1961;0.01488
2523;19 jaar;Eerste kind;1962;0.01463
2524;19 jaar;Eerste kind;1963;0.01286
2525;19 jaar;Eerste kind;1964;0.01277
2526;19 jaar;Eerste kind;1965;0.01194
2527;19 jaar;Eerste kind;1966;0.0114
2528;19 jaar;Eerste kind;1967;0.01091
2529;19 jaar;Eerste kind;1968;0.01132
2530;19 jaar;Eerste kind;1969;0.01098
2531;19 jaar;Eerste kind;1970;0.01164
2532;19 jaar;Eerste kind;1971;0.01285
2533;19 jaar;Eerste kind;1972;0.01263
2534;19 jaar;Eerste kind;1973;0.01197
2535;19 jaar;Eerste kind;1974;0.01172
2536;19 jaar;Eerste kind;1975;0.01152
2537;19 jaar;Eerste kind;1976;0.00951
2538;19 jaar;Eerste kind;1977;0.01018
2539;19 jaar;Eerste kind;1978;0.01064
2540;19 jaar;Eerste kind;1979;0.01083
2541;19 jaar;Eerste kind;1980;0.01224
2542;19 jaar;Eerste kind;1981;0.01269
2543;19 jaar;Eerste kind;1982;0.01309
2544;19 jaar;Eerste kind;1983;0.01322
2545;19 jaar;Eerste kind;1984;0.01212
2546;19 jaar;Eerste kind;1985;0.01092
2547;19 jaar;Eerste kind;1986;0.0101
2548;19 jaar;Eerste kind;1987;0.00923
2549;19 jaar;Eerste kind;1988;0.00916
2550;19 jaar;Eerste kind;1989;0.00968
2551;19 jaar;Eerste kind;1990;0.00932
2552;19 jaar;Eerste kind;1991;0.00957
2553;19 jaar;Eerste kind;1992;0.00885
2554;19 jaar;Eerste kind;1993;0.00795
2555;19 jaar;Eerste kind;1994;0.00697
2556;19 jaar;Eerste kind;1995;0.00643
2557;19 jaar;Eerste kind;1996;0.00564
2558;19 jaar;Eerste kind;1997;0.00559
2559;19 jaar;Eerste kind;1998;0.00505
2560;19 jaar;Eerste kind;1999;0.0048
2561;19 jaar;Eerste kind;2000;0.00466
2562;19 jaar;Eerste kind;2001;0.00468
2563;19 jaar;Eerste kind;2002;0.00454
2564;19 jaar;Eerste kind;2003;0.00456
2565;19 jaar;Eerste kind;2004;0.00465
2566;19 jaar;Eerste kind;2005;0.00479
2567;19 jaar;Eerste kind;2006;0.0048
2568;19 jaar;Eerste kind;2007;0.00471
2569;19 jaar;Eerste kind;2008;0.0047
2570;19 jaar;Eerste kind;2009;0.0047
2571;19 jaar;Eerste kind;2010;0.0047
2572;19 jaar;Eerste kind;2011;0.0047
2573;19 jaar;Eerste kind;2012;0.0047
2574;19 jaar;Eerste kind;2013;0.0047
2575;19 jaar;Eerste kind;2014;0.0047
2576;19 jaar;Eerste kind;2015;0.0047
2577;19 jaar;Eerste kind;2016;0.0047
2578;19 jaar;Eerste kind;2017;0.0047
2579;19 jaar;Eerste kind;2018;0.0047
2580;19 jaar;Eerste kind;2019;0.0047
2581;19 jaar;Eerste kind;2020;0.0047
2582;19 jaar;Eerste kind;2021;0.0047
2583;19 jaar;Eerste kind;2022;0.0047
2584;19 jaar;Eerste kind;2023;0.0047
2585;19 jaar;Eerste kind;2024;0.0047
2586;19 jaar;Eerste kind;2025;0.0047
2587;19 jaar;Eerste kind;2026;0.0047
2588;19 jaar;Eerste kind;2027;0.0047
2589;19 jaar;Eerste kind;2028;0.0047
2590;19 jaar;Eerste kind;2029;0.0047
2591;19 jaar;Eerste kind;2030;0.0047
2592;19 jaar;Tweede kind;1935;0.00371
2593;19 jaar;Tweede kind;1936;0.00396
2594;19 jaar;Tweede kind;1937;0.00407
2595;19 jaar;Tweede kind;1938;0.00405
2596;19 jaar;Tweede kind;1939;0.00416
2597;19 jaar;Tweede kind;1940;0.00465
2598;19 jaar;Tweede kind;1941;0.00536
2599;19 jaar;Tweede kind;1942;0.00558
2600;19 jaar;Tweede kind;1943;0.00575
2601;19 jaar;Tweede kind;1944;0.00674
2602;19 jaar;Tweede kind;1945;0.00655
2603;19 jaar;Tweede kind;1946;0.00616
2604;19 jaar;Tweede kind;1947;0.00625
2605;19 jaar;Tweede kind;1948;0.00587
2606;19 jaar;Tweede kind;1949;0.00574
2607;19 jaar;Tweede kind;1950;0.006
2608;19 jaar;Tweede kind;1951;0.00556
2609;19 jaar;Tweede kind;1952;0.00544
2610;19 jaar;Tweede kind;1953;0.005
2611;19 jaar;Tweede kind;1954;0.00409
2612;19 jaar;Tweede kind;1955;0.00387
2613;19 jaar;Tweede kind;1956;0.00355
2614;19 jaar;Tweede kind;1957;0.00336
2615;19 jaar;Tweede kind;1958;0.00222
2616;19 jaar;Tweede kind;1959;0.00225
2617;19 jaar;Tweede kind;1960;0.00261
2618;19 jaar;Tweede kind;1961;0.00243
2619;19 jaar;Tweede kind;1962;0.0026
2620;19 jaar;Tweede kind;1963;0.00243
2621;19 jaar;Tweede kind;1964;0.00233
2622;19 jaar;Tweede kind;1965;0.00192
2623;19 jaar;Tweede kind;1966;0.00171
2624;19 jaar;Tweede kind;1967;0.00161
2625;19 jaar;Tweede kind;1968;0.00157
2626;19 jaar;Tweede kind;1969;0.00182
2627;19 jaar;Tweede kind;1970;0.00159
2628;19 jaar;Tweede kind;1971;0.00159
2629;19 jaar;Tweede kind;1972;0.00175
2630;19 jaar;Tweede kind;1973;0.00172
2631;19 jaar;Tweede kind;1974;0.00157
2632;19 jaar;Tweede kind;1975;0.00148
2633;19 jaar;Tweede kind;1976;0.00144
2634;19 jaar;Tweede kind;1977;0.00102
2635;19 jaar;Tweede kind;1978;0.00101
2636;19 jaar;Tweede kind;1979;0.001
2637;19 jaar;Tweede kind;1980;0.00107
2638;19 jaar;Tweede kind;1981;0.00131
2639;19 jaar;Tweede kind;1982;0.00144
2640;19 jaar;Tweede kind;1983;0.0015
2641;19 jaar;Tweede kind;1984;0.0016
2642;19 jaar;Tweede kind;1985;0.00135
2643;19 jaar;Tweede kind;1986;0.00098
2644;19 jaar;Tweede kind;1987;0.00098
2645;19 jaar;Tweede kind;1988;0.00076
2646;19 jaar;Tweede kind;1989;0.00094
2647;19 jaar;Tweede kind;1990;0.00083
2648;19 jaar;Tweede kind;1991;0.00092
2649;19 jaar;Tweede kind;1992;0.00076
2650;19 jaar;Tweede kind;1993;0.00069
2651;19 jaar;Tweede kind;1994;0.00039
2652;19 jaar;Tweede kind;1995;0.00055
2653;19 jaar;Tweede kind;1996;0.00062
2654;19 jaar;Tweede kind;1997;0.00055
2655;19 jaar;Tweede kind;1998;0.00056
2656;19 jaar;Tweede kind;1999;0.00054
2657;19 jaar;Tweede kind;2000;0.00052
2658;19 jaar;Tweede kind;2001;0.00052
2659;19 jaar;Tweede kind;2002;0.00052
2660;19 jaar;Tweede kind;2003;0.00052
2661;19 jaar;Tweede kind;2004;0.00053
2662;19 jaar;Tweede kind;2005;0.00052
2663;19 jaar;Tweede kind;2006;0.00053
2664;19 jaar;Tweede kind;2007;0.00053
2665;19 jaar;Tweede kind;2008;0.00053
2666;19 jaar;Tweede kind;2009;0.00053
2667;19 jaar;Tweede kind;2010;0.00053
2668;19 jaar;Tweede kind;2011;0.00053
2669;19 jaar;Tweede kind;2012;0.00053
2670;19 jaar;Tweede kind;2013;0.00053
2671;19 jaar;Tweede kind;2014;0.00053
2672;19 jaar;Tweede kind;2015;0.00053
2673;19 jaar;Tweede kind;2016;0.00053
2674;19 jaar;Tweede kind;2017;0.00053
2675;19 jaar;Tweede kind;2018;0.00053
2676;19 jaar;Tweede kind;2019;0.00053
2677;19 jaar;Tweede kind;2020;0.00053
2678;19 jaar;Tweede kind;2021;0.00053
2679;19 jaar;Tweede kind;2022;0.00053
2680;19 jaar;Tweede kind;2023;0.00053
2681;19 jaar;Tweede kind;2024;0.00053
2682;19 jaar;Tweede kind;2025;0.00053
2683;19 jaar;Tweede kind;2026;0.00053
2684;19 jaar;Tweede kind;2027;0.00053
2685;19 jaar;Tweede kind;2028;0.00053
2686;19 jaar;Tweede kind;2029;0.00053
2687;19 jaar;Tweede kind;2030;0.00053
2688;19 jaar;Derde kind;1935;0.00026
2689;19 jaar;Derde kind;1936;0.00023
2690;19 jaar;Derde kind;1937;0.00028
2691;19 jaar;Derde kind;1938;0.00028
2692;19 jaar;Derde kind;1939;0.00028
2693;19 jaar;Derde kind;1940;0.00039
2694;19 jaar;Derde kind;1941;0.0005
2695;19 jaar;Derde kind;1942;0.00043
2696;19 jaar;Derde kind;1943;0.00058
2697;19 jaar;Derde kind;1944;0.00056
2698;19 jaar;Derde kind;1945;0.00062
2699;19 jaar;Derde kind;1946;0.00055
2700;19 jaar;Derde kind;1947;0.00046
2701;19 jaar;Derde kind;1948;0.00046
2702;19 jaar;Derde kind;1949;0.00033
2703;19 jaar;Derde kind;1950;0.00035
2704;19 jaar;Derde kind;1951;0.00032
2705;19 jaar;Derde kind;1952;0.00031
2706;19 jaar;Derde kind;1953;0.00016
2707;19 jaar;Derde kind;1954;0.00012
2708;19 jaar;Derde kind;1955;0.00018
2709;19 jaar;Derde kind;1956;0.00022
2710;19 jaar;Derde kind;1957;9e-05
2711;19 jaar;Derde kind;1958;9e-05
2712;19 jaar;Derde kind;1959;0.00019
2713;19 jaar;Derde kind;1960;0.0002
2714;19 jaar;Derde kind;1961;0.00016
2715;19 jaar;Derde kind;1962;0.0001
2716;19 jaar;Derde kind;1963;8e-05
2717;19 jaar;Derde kind;1964;0.00012
2718;19 jaar;Derde kind;1965;8e-05
2719;19 jaar;Derde kind;1966;0.0002
2720;19 jaar;Derde kind;1967;0.00017
2721;19 jaar;Derde kind;1968;0.00016
2722;19 jaar;Derde kind;1969;8e-05
2723;19 jaar;Derde kind;1970;7e-05
2724;19 jaar;Derde kind;1971;0.0001
2725;19 jaar;Derde kind;1972;0.00013
2726;19 jaar;Derde kind;1973;0.0001
2727;19 jaar;Derde kind;1974;0.0001
2728;19 jaar;Derde kind;1975;0.00011
2729;19 jaar;Derde kind;1976;0.00018
2730;19 jaar;Derde kind;1977;4e-05
2731;19 jaar;Derde kind;1978;4e-05
2732;19 jaar;Derde kind;1979;4e-05
2733;19 jaar;Derde kind;1980;8e-05
2734;19 jaar;Derde kind;1981;2e-05
2735;19 jaar;Derde kind;1982;0.00014
2736;19 jaar;Derde kind;1983;0.00013
2737;19 jaar;Derde kind;1984;0.00011
2738;19 jaar;Derde kind;1985;0.0001
2739;19 jaar;Derde kind;1986;5e-05
2740;19 jaar;Derde kind;1987;4e-05
2741;19 jaar;Derde kind;1988;2e-05
2742;19 jaar;Derde kind;1989;2e-05
2743;19 jaar;Derde kind;1990;6e-05
2744;19 jaar;Derde kind;1991;7e-05
2745;19 jaar;Derde kind;1992;5e-05
2746;19 jaar;Derde kind;1993;2e-05
2747;19 jaar;Derde kind;1994;2e-05
2748;19 jaar;Derde kind;1995;1e-05
2749;19 jaar;Derde kind;1996;1e-05
2750;19 jaar;Derde kind;1997;2e-05
2751;19 jaar;Derde kind;1998;2e-05
2752;19 jaar;Derde kind;1999;1e-05
2753;19 jaar;Derde kind;2000;1e-05
2754;19 jaar;Derde kind;2001;1e-05
2755;19 jaar;Derde kind;2002;1e-05
2756;19 jaar;Derde kind;2003;1e-05
2757;19 jaar;Derde kind;2004;1e-05
2758;19 jaar;Derde kind;2005;1e-05
2759;19 jaar;Derde kind;2006;1e-05
2760;19 jaar;Derde kind;2007;1e-05
2761;19 jaar;Derde kind;2008;1e-05
2762;19 jaar;Derde kind;2009;1e-05
2763;19 jaar;Derde kind;2010;1e-05
2764;19 jaar;Derde kind;2011;1e-05
2765;19 jaar;Derde kind;2012;1e-05
2766;19 jaar;Derde kind;2013;1e-05
2767;19 jaar;Derde kind;2014;1e-05
2768;19 jaar;Derde kind;2015;1e-05
2769;19 jaar;Derde kind;2016;1e-05
2770;19 jaar;Derde kind;2017;1e-05
2771;19 jaar;Derde kind;2018;1e-05
2772;19 jaar;Derde kind;2019;1e-05
2773;19 jaar;Derde kind;2020;1e-05
2774;19 jaar;Derde kind;2021;1e-05
2775;19 jaar;Derde kind;2022;1e-05
2776;19 jaar;Derde kind;2023;1e-05
2777;19 jaar;Derde kind;2024;1e-05
2778;19 jaar;Derde kind;2025;1e-05
2779;19 jaar;Derde kind;2026;1e-05
2780;19 jaar;Derde kind;2027;1e-05
2781;19 jaar;Derde kind;2028;1e-05
2782;19 jaar;Derde kind;2029;1e-05
2783;19 jaar;Derde kind;2030;1e-05
2784;19 jaar;Vierde of volgende kind;1935;3e-05
2785;19 jaar;Vierde of volgende kind;1936;1e-05
2786;19 jaar;Vierde of volgende kind;1937;1e-05
2787;19 jaar;Vierde of volgende kind;1938;1e-05
2788;19 jaar;Vierde of volgende kind;1939;2e-05
2789;19 jaar;Vierde of volgende kind;1940;6e-05
2790;19 jaar;Vierde of volgende kind;1941;6e-05
2791;19 jaar;Vierde of volgende kind;1942;5e-05
2792;19 jaar;Vierde of volgende kind;1943;3e-05
2793;19 jaar;Vierde of volgende kind;1944;3e-05
2794;19 jaar;Vierde of volgende kind;1945;4e-05
2795;19 jaar;Vierde of volgende kind;1946;4e-05
2796;19 jaar;Vierde of volgende kind;1947;5e-05
2797;19 jaar;Vierde of volgende kind;1948;3e-05
2798;19 jaar;Vierde of volgende kind;1949;1e-05
2799;19 jaar;Vierde of volgende kind;1950;3e-05
2800;19 jaar;Vierde of volgende kind;1951;7e-05
2801;19 jaar;Vierde of volgende kind;1952;7e-05
2802;19 jaar;Vierde of volgende kind;1953;1e-05
2803;19 jaar;Vierde of volgende kind;1954;3e-05
2804;19 jaar;Vierde of volgende kind;1955;1e-05
2805;19 jaar;Vierde of volgende kind;1956;1e-05
2806;19 jaar;Vierde of volgende kind;1957;1e-05
2807;19 jaar;Vierde of volgende kind;1958;3e-05
2808;19 jaar;Vierde of volgende kind;1959;2e-05
2809;19 jaar;Vierde of volgende kind;1960;1e-05
2810;19 jaar;Vierde of volgende kind;1961;0.0
2811;19 jaar;Vierde of volgende kind;1962;0.0
2812;19 jaar;Vierde of volgende kind;1963;0.0
2813;19 jaar;Vierde of volgende kind;1964;0.0
2814;19 jaar;Vierde of volgende kind;1965;1e-05
2815;19 jaar;Vierde of volgende kind;1966;0.0
