ID;Leeftijd;Perioden;GemiddeldKindertal_1;GemiddeldAantal1eKinderen_2;GemiddeldAantal2eKinderen_3;GemiddeldAantal3eKinderen_4;GemiddeldAantal4eOfVolgendeKind_5
0;Totaal alle leeftijden;2008;1.77458;0.80898;0.65812;0.22589;0.08159
1;Totaal alle leeftijden;2009;1.7531;0.79976;0.64655;0.22275;0.08404
2;Totaal alle leeftijden;2010;1.73972;0.79747;0.64283;0.21249;0.08692
3;Totaal alle leeftijden;2011;1.7421;0.79771;0.6446;0.21048;0.0893
4;Totaal alle leeftijden;2012;1.74522;0.79894;0.64558;0.20945;0.09125
5;Totaal alle leeftijden;2013;1.74969;0.79992;0.64846;0.20806;0.09325
6;Totaal alle leeftijden;2014;1.747;0.79828;0.64765;0.20718;0.09389
7;Totaal alle leeftijden;2015;1.7482;0.7984;0.64855;0.20632;0.09492
8;Totaal alle leeftijden;2016;1.74934;0.7989;0.64919;0.20548;0.09577
9;Totaal alle leeftijden;2017;1.74988;0.79933;0.64938;0.20469;0.09648
10;Totaal alle leeftijden;2018;1.75007;0.79949;0.64946;0.20404;0.09708
11;Totaal alle leeftijden;2019;1.74965;0.79938;0.64916;0.20359;0.09751
12;Totaal alle leeftijden;2020;1.74987;0.79953;0.64917;0.20321;0.09796
13;Totaal alle leeftijden;2021;1.75008;0.79967;0.64921;0.20289;0.09831
14;Totaal alle leeftijden;2022;1.75026;0.79979;0.64928;0.2026;0.09859
15;Totaal alle leeftijden;2023;1.7504;0.79989;0.64936;0.20234;0.09881
16;Totaal alle leeftijden;2024;1.75057;0.79999;0.64944;0.20214;0.09899
17;Totaal alle leeftijden;2025;1.75089;0.80016;0.6496;0.20197;0.09915
18;Totaal alle leeftijden;2026;1.75117;0.80032;0.64975;0.20183;0.09928
19;Totaal alle leeftijden;2027;1.75138;0.80043;0.64986;0.2017;0.09938
20;Totaal alle leeftijden;2028;1.7515;0.8005;0.64995;0.2016;0.09946
21;Totaal alle leeftijden;2029;1.75151;0.80048;0.64999;0.20151;0.09953
22;Totaal alle leeftijden;2030;1.75141;0.80039;0.65001;0.20142;0.09959
23;Totaal alle leeftijden;2031;1.75131;0.80032;0.65001;0.20134;0.09964
24;Totaal alle leeftijden;2032;1.75126;0.80031;0.65;0.20126;0.09969
25;Totaal alle leeftijden;2033;1.75119;0.80027;0.65001;0.20118;0.09973
26;Totaal alle leeftijden;2034;1.75112;0.80023;0.65001;0.2011;0.09977
27;Totaal alle leeftijden;2035;1.75103;0.80018;0.65002;0.20102;0.09982
28;Totaal alle leeftijden;2036;1.75092;0.80011;0.65001;0.20096;0.09984
29;Totaal alle leeftijden;2037;1.75085;0.80007;0.65001;0.20091;0.09986
30;Totaal alle leeftijden;2038;1.7508;0.80005;0.65001;0.20086;0.09987
31;Totaal alle leeftijden;2039;1.75075;0.80003;0.65001;0.20082;0.09989
32;Totaal alle leeftijden;2040;1.7507;0.80001;0.65001;0.20078;0.0999
33;Totaal alle leeftijden;2041;1.75065;0.8;0.65001;0.20074;0.0999
34;Totaal alle leeftijden;2042;1.75062;0.79999;0.65001;0.20071;0.09991
35;Totaal alle leeftijden;2043;1.75059;0.79999;0.65001;0.20068;0.09991
36;Totaal alle leeftijden;2044;1.75057;0.79998;0.65001;0.20066;0.09992
37;Totaal alle leeftijden;2045;1.75054;0.79998;0.65001;0.20063;0.09992
38;Totaal alle leeftijden;2046;1.75052;0.79998;0.65001;0.20061;0.09992
39;Totaal alle leeftijden;2047;1.7505;0.79998;0.65001;0.2006;0.09992
40;Totaal alle leeftijden;2048;1.75049;0.79997;0.65001;0.20058;0.09992
41;Totaal alle leeftijden;2049;1.75047;0.79997;0.65001;0.20057;0.09992
42;Totaal alle leeftijden;2050;1.75046;0.79997;0.65001;0.20055;0.09992
43;15 jaar of jonger;2008;0.00029;0.00028;0.0;0.0;0.0
44;15 jaar of jonger;2009;0.0003;0.0003;0.0;0.0;0.0
45;15 jaar of jonger;2010;0.00031;0.00031;0.0;0.0;0.0
46;15 jaar of jonger;2011;0.0003;0.0003;0.0;0.0;0.0
47;15 jaar of jonger;2012;0.00031;0.00031;0.0;0.0;0.0
48;15 jaar of jonger;2013;0.00031;0.00031;0.0;0.0;0.0
49;15 jaar of jonger;2014;0.00031;0.00031;0.0;0.0;0.0
50;15 jaar of jonger;2015;0.00032;0.00031;0.0;0.0;0.0
51;15 jaar of jonger;2016;0.00032;0.00031;0.0;0.0;0.0
52;15 jaar of jonger;2017;0.00032;0.00032;0.0;0.0;0.0
53;15 jaar of jonger;2018;0.00032;0.00032;0.0;0.0;0.0
54;15 jaar of jonger;2019;0.00032;0.00031;0.0;0.0;0.0
55;15 jaar of jonger;2020;0.00032;0.00032;0.0;0.0;0.0
56;15 jaar of jonger;2021;0.00032;0.00032;0.0;0.0;0.0
57;15 jaar of jonger;2022;0.00032;0.00032;0.0;0.0;0.0
58;15 jaar of jonger;2023;0.00032;0.00032;0.0;0.0;0.0
59;15 jaar of jonger;2024;0.00032;0.00032;0.0;0.0;0.0
60;15 jaar of jonger;2025;0.00032;0.00032;0.0;0.0;0.0
61;15 jaar of jonger;2026;0.00032;0.00032;0.0;0.0;0.0
62;15 jaar of jonger;2027;0.00032;0.00032;0.0;0.0;0.0
63;15 jaar of jonger;2028;0.00032;0.00032;0.0;0.0;0.0
64;15 jaar of jonger;2029;0.00032;0.00032;0.0;0.0;0.0
65;15 jaar of jonger;2030;0.00032;0.00032;0.0;0.0;0.0
66;15 jaar of jonger;2031;0.00032;0.00032;0.0;0.0;0.0
67;15 jaar of jonger;2032;0.00032;0.00032;0.0;0.0;0.0
68;15 jaar of jonger;2033;0.00032;0.00032;0.0;0.0;0.0
69;15 jaar of jonger;2034;0.00032;0.00032;0.0;0.0;0.0
70;15 jaar of jonger;2035;0.00032;0.00032;0.0;0.0;0.0
71;15 jaar of jonger;2036;0.00032;0.00032;0.0;0.0;0.0
72;15 jaar of jonger;2037;0.00032;0.00032;0.0;0.0;0.0
73;15 jaar of jonger;2038;0.00032;0.00032;0.0;0.0;0.0
74;15 jaar of jonger;2039;0.00032;0.00032;0.0;0.0;0.0
75;15 jaar of jonger;2040;0.00032;0.00032;0.0;0.0;0.0
76;15 jaar of jonger;2041;0.00032;0.00032;0.0;0.0;0.0
77;15 jaar of jonger;2042;0.00032;0.00032;0.0;0.0;0.0
78;15 jaar of jonger;2043;0.00032;0.00032;0.0;0.0;0.0
79;15 jaar of jonger;2044;0.00032;0.00032;0.0;0.0;0.0
80;15 jaar of jonger;2045;0.00032;0.00032;0.0;0.0;0.0
81;15 jaar of jonger;2046;0.00032;0.00032;0.0;0.0;0.0
82;15 jaar of jonger;2047;0.00032;0.00032;0.0;0.0;0.0
83;15 jaar of jonger;2048;0.00032;0.00032;0.0;0.0;0.0
84;15 jaar of jonger;2049;0.00032;0.00032;0.0;0.0;0.0
85;15 jaar of jonger;2050;0.00032;0.00032;0.0;0.0;0.0
86;16 jaar;2008;0.00094;0.00089;4e-05;0.0;0.0
87;16 jaar;2009;0.00096;0.00092;4e-05;0.0;0.0
88;16 jaar;2010;0.00095;0.00091;4e-05;0.0;0.0
89;16 jaar;2011;0.00094;0.0009;5e-05;0.0;0.0
90;16 jaar;2012;0.00096;0.00091;5e-05;0.0;0.0
