ID;EconomischeRisicoS;Persoonskenmerken;Perioden;NietZoGelukkig_1;Gelukkig_2;NietZoTevredenMetHetLeven_3;TevredenMetHetLeven_4
30;999;Leeftijd: 18 tot 35 jaar;2003;9.0;91.0;11.0;89.0
31;999;Leeftijd: 18 tot 35 jaar;2004;10.0;90.0;12.0;88.0
32;999;Leeftijd: 18 tot 35 jaar;2005;11.0;89.0;13.0;87.0
33;999;Leeftijd: 18 tot 35 jaar;2006;8.0;92.0;12.0;88.0
34;999;Leeftijd: 18 tot 35 jaar;2007;10.0;90.0;10.0;90.0
35;999;Leeftijd: 18 tot 35 jaar;2008;7.0;93.0;9.0;91.0
36;999;Leeftijd: 18 tot 35 jaar;2009;9.0;91.0;11.0;89.0
37;999;Leeftijd: 18 tot 35 jaar;2010 oude methode;8.0;92.0;11.0;89.0
38;999;Leeftijd: 18 tot 35 jaar;2010 nieuwe methode;13.0;87.0;14.0;86.0
39;999;Leeftijd: 18 tot 35 jaar;2012;12.0;88.0;15.0;85.0
40;999;Leeftijd: 35 tot 50 jaar;2003;12.0;88.0;14.0;86.0
41;999;Leeftijd: 35 tot 50 jaar;2004;12.0;88.0;14.0;86.0
42;999;Leeftijd: 35 tot 50 jaar;2005;12.0;88.0;14.0;86.0
43;999;Leeftijd: 35 tot 50 jaar;2006;12.0;88.0;14.0;86.0
44;999;Leeftijd: 35 tot 50 jaar;2007;11.0;89.0;13.0;87.0
45;999;Leeftijd: 35 tot 50 jaar;2008;13.0;87.0;14.0;86.0
46;999;Leeftijd: 35 tot 50 jaar;2009;11.0;89.0;14.0;86.0
47;999;Leeftijd: 35 tot 50 jaar;2010 oude methode;12.0;88.0;15.0;85.0
48;999;Leeftijd: 35 tot 50 jaar;2010 nieuwe methode;16.0;84.0;16.0;84.0
49;999;Leeftijd: 35 tot 50 jaar;2012;16.0;84.0;17.0;83.0
50;999;Leeftijd: 50 tot 65 jaar;2003;14.0;86.0;13.0;87.0
51;999;Leeftijd: 50 tot 65 jaar;2004;14.0;86.0;14.0;86.0
52;999;Leeftijd: 50 tot 65 jaar;2005;15.0;85.0;16.0;84.0
53;999;Leeftijd: 50 tot 65 jaar;2006;13.0;87.0;15.0;85.0
54;999;Leeftijd: 50 tot 65 jaar;2007;14.0;86.0;14.0;86.0
55;999;Leeftijd: 50 tot 65 jaar;2008;13.0;87.0;12.0;88.0
56;999;Leeftijd: 50 tot 65 jaar;2009;11.0;89.0;13.0;87.0
57;999;Leeftijd: 50 tot 65 jaar;2010 oude methode;14.0;86.0;15.0;85.0
58;999;Leeftijd: 50 tot 65 jaar;2010 nieuwe methode;17.0;83.0;16.0;84.0
59;999;Leeftijd: 50 tot 65 jaar;2012;22.0;78.0;21.0;79.0
60;999;Leeftijd: 65 jaar of ouder;2003;18.0;82.0;15.0;85.0
61;999;Leeftijd: 65 jaar of ouder;2004;17.0;83.0;13.0;87.0
62;999;Leeftijd: 65 jaar of ouder;2005;17.0;83.0;13.0;87.0
63;999;Leeftijd: 65 jaar of ouder;2006;15.0;85.0;12.0;88.0
64;999;Leeftijd: 65 jaar of ouder;2007;16.0;84.0;14.0;86.0
65;999;Leeftijd: 65 jaar of ouder;2008;15.0;85.0;12.0;88.0
66;999;Leeftijd: 65 jaar of ouder;2009;15.0;85.0;13.0;87.0
67;999;Leeftijd: 65 jaar of ouder;2010 oude methode;18.0;82.0;14.0;86.0
68;999;Leeftijd: 65 jaar of ouder;2010 nieuwe methode;20.0;80.0;16.0;84.0
69;999;Leeftijd: 65 jaar of ouder;2012;18.0;82.0;15.0;85.0
70;999;Herkomst: autochtoon;2003;11.0;89.0;12.0;88.0
71;999;Herkomst: autochtoon;2004;11.0;89.0;12.0;88.0
72;999;Herkomst: autochtoon;2005;11.0;89.0;12.0;88.0
73;999;Herkomst: autochtoon;2006;10.0;90.0;12.0;88.0
74;999;Herkomst: autochtoon;2007;11.0;89.0;12.0;88.0
75;999;Herkomst: autochtoon;2008;10.0;90.0;11.0;89.0
76;999;Herkomst: autochtoon;2009;10.0;90.0;11.0;89.0
77;999;Herkomst: autochtoon;2010 oude methode;11.0;89.0;12.0;88.0
78;999;Herkomst: autochtoon;2010 nieuwe methode;15.0;85.0;15.0;85.0
79;999;Herkomst: autochtoon;2012;16.0;84.0;16.0;84.0
80;999;Herkomst: westerse allochtoon;2003;17.0;83.0;16.0;84.0
81;999;Herkomst: westerse allochtoon;2004;14.0;86.0;16.0;84.0
82;999;Herkomst: westerse allochtoon;2005;17.0;83.0;15.0;85.0
83;999;Herkomst: westerse allochtoon;2006;13.0;87.0;16.0;84.0
84;999;Herkomst: westerse allochtoon;2007;15.0;85.0;16.0;84.0
85;999;Herkomst: westerse allochtoon;2008;15.0;85.0;15.0;85.0
86;999;Herkomst: westerse allochtoon;2009;12.0;88.0;17.0;83.0
87;999;Herkomst: westerse allochtoon;2010 oude methode;15.0;85.0;18.0;82.0
88;999;Herkomst: westerse allochtoon;2010 nieuwe methode;19.0;81.0;18.0;82.0
89;999;Herkomst: westerse allochtoon;2012;19.0;81.0;21.0;79.0
90;999;Herkomst: niet-westerse allochtoon;2003;28.0;72.0;25.0;75.0
91;999;Herkomst: niet-westerse allochtoon;2004;28.0;72.0;27.0;73.0
92;999;Herkomst: niet-westerse allochtoon;2005;28.0;72.0;27.0;73.0
93;999;Herkomst: niet-westerse allochtoon;2006;22.0;78.0;28.0;72.0
94;999;Herkomst: niet-westerse allochtoon;2007;25.0;75.0;19.0;81.0
95;999;Herkomst: niet-westerse allochtoon;2008;23.0;77.0;19.0;81.0
96;999;Herkomst: niet-westerse allochtoon;2009;22.0;78.0;24.0;76.0
97;999;Herkomst: niet-westerse allochtoon;2010 oude methode;23.0;77.0;22.0;78.0
98;999;Herkomst: niet-westerse allochtoon;2010 nieuwe methode;26.0;74.0;20.0;80.0
99;999;Herkomst: niet-westerse allochtoon;2012;23.0;77.0;25.0;75.0
100;123;Totaal personen;2003;;;;
101;123;Totaal personen;2004;;;;
102;123;Totaal personen;2005;;;;
103;123;Totaal personen;2006;16.0;84.0;17.0;83.0
104;123;Totaal personen;2007;17.0;83.0;17.0;83.0
105;123;Totaal personen;2008;16.0;84.0;15.0;85.0
106;123;Totaal personen;2009;15.0;85.0;15.0;85.0
107;123;Totaal personen;2010 oude methode;17.0;83.0;18.0;82.0
108;123;Totaal personen;2010 nieuwe methode;21.0;79.0;19.0;81.0
109;123;Totaal personen;2012;21.0;79.0;21.0;79.0
110;123;Geslacht: mannen;2003;;;;
111;123;Geslacht: mannen;2004;;;;
112;123;Geslacht: mannen;2005;;;;
113;123;Geslacht: mannen;2006;15.0;85.0;18.0;82.0
114;123;Geslacht: mannen;2007;15.0;85.0;17.0;83.0
115;123;Geslacht: mannen;2008;18.0;82.0;16.0;84.0
116;123;Geslacht: mannen;2009;14.0;86.0;15.0;85.0
117;123;Geslacht: mannen;2010 oude methode;16.0;84.0;18.0;82.0
118;123;Geslacht: mannen;2010 nieuwe methode;20.0;80.0;20.0;80.0
119;123;Geslacht: mannen;2012;24.0;76.0;23.0;77.0
120;123;Geslacht: vrouwen;2003;;;;
121;123;Geslacht: vrouwen;2004;;;;
122;123;Geslacht: vrouwen;2005;;;;
123;123;Geslacht: vrouwen;2006;16.0;84.0;16.0;84.0
124;123;Geslacht: vrouwen;2007;18.0;82.0;16.0;84.0
125;123;Geslacht: vrouwen;2008;15.0;85.0;15.0;85.0
126;123;Geslacht: vrouwen;2009;15.0;85.0;15.0;85.0
127;123;Geslacht: vrouwen;2010 oude methode;18.0;82.0;18.0;82.0
128;123;Geslacht: vrouwen;2010 nieuwe methode;21.0;79.0;18.0;82.0
129;123;Geslacht: vrouwen;2012;18.0;82.0;19.0;81.0
130;123;Leeftijd: 18 tot 35 jaar;2003;;;;
131;123;Leeftijd: 18 tot 35 jaar;2004;;;;
132;123;Leeftijd: 18 tot 35 jaar;2005;;;;
133;123;Leeftijd: 18 tot 35 jaar;2006;11.0;89.0;15.0;85.0
134;123;Leeftijd: 18 tot 35 jaar;2007;13.0;87.0;14.0;86.0
135;123;Leeftijd: 18 tot 35 jaar;2008;10.0;90.0;11.0;89.0
136;123;Leeftijd: 18 tot 35 jaar;2009;12.0;88.0;13.0;87.0
137;123;Leeftijd: 18 tot 35 jaar;2010 oude methode;11.0;89.0;15.0;85.0
138;123;Leeftijd: 18 tot 35 jaar;2010 nieuwe methode;18.0;82.0;17.0;83.0
139;123;Leeftijd: 18 tot 35 jaar;2012;16.0;84.0;19.0;81.0
140;123;Leeftijd: 35 tot 50 jaar;2003;;;;
141;123;Leeftijd: 35 tot 50 jaar;2004;;;;
142;123;Leeftijd: 35 tot 50 jaar;2005;;;;
143;123;Leeftijd: 35 tot 50 jaar;2006;20.0;80.0;24.0;76.0
144;123;Leeftijd: 35 tot 50 jaar;2007;21.0;79.0;24.0;76.0
145;123;Leeftijd: 35 tot 50 jaar;2008;22.0;78.0;25.0;75.0
146;123;Leeftijd: 35 tot 50 jaar;2009;19.0;81.0;24.0;76.0
147;123;Leeftijd: 35 tot 50 jaar;2010 oude methode;21.0;79.0;27.0;73.0
148;123;Leeftijd: 35 tot 50 jaar;2010 nieuwe methode;25.0;75.0;28.0;72.0
149;123;Leeftijd: 35 tot 50 jaar;2012;27.0;73.0;27.0;73.0
150;123;Leeftijd: 50 tot 65 jaar;2003;;;;
151;123;Leeftijd: 50 tot 65 jaar;2004;;;;
152;123;Leeftijd: 50 tot 65 jaar;2005;;;;
153;123;Leeftijd: 50 tot 65 jaar;2006;18.0;82.0;20.0;80.0
154;123;Leeftijd: 50 tot 65 jaar;2007;18.0;82.0;18.0;82.0
155;123;Leeftijd: 50 tot 65 jaar;2008;19.0;81.0;18.0;82.0
156;123;Leeftijd: 50 tot 65 jaar;2009;15.0;85.0;16.0;84.0
157;123;Leeftijd: 50 tot 65 jaar;2010 oude methode;19.0;81.0;22.0;78.0
158;123;Leeftijd: 50 tot 65 jaar;2010 nieuwe methode;23.0;77.0;21.0;79.0
159;123;Leeftijd: 50 tot 65 jaar;2012;27.0;73.0;28.0;72.0
160;123;Leeftijd: 65 jaar of ouder;2003;;;;
161;123;Leeftijd: 65 jaar of ouder;2004;;;;
162;123;Leeftijd: 65 jaar of ouder;2005;;;;
163;123;Leeftijd: 65 jaar of ouder;2006;15.0;85.0;12.0;88.0
164;123;Leeftijd: 65 jaar of ouder;2007;17.0;83.0;14.0;86.0
165;123;Leeftijd: 65 jaar of ouder;2008;15.0;85.0;12.0;88.0
166;123;Leeftijd: 65 jaar of ouder;2009;15.0;85.0;13.0;87.0
167;123;Leeftijd: 65 jaar of ouder;2010 oude methode;19.0;81.0;14.0;86.0
168;123;Leeftijd: 65 jaar of ouder;2010 nieuwe methode;20.0;80.0;16.0;84.0
169;123;Leeftijd: 65 jaar of ouder;2012;19.0;81.0;15.0;85.0
170;123;Herkomst: autochtoon;2003;;;;
171;123;Herkomst: autochtoon;2004;;;;
172;123;Herkomst: autochtoon;2005;;;;
173;123;Herkomst: autochtoon;2006;14.0;86.0;15.0;85.0
174;123;Herkomst: autochtoon;2007;14.0;86.0;15.0;85.0
175;123;Herkomst: autochtoon;2008;14.0;86.0;14.0;86.0
176;123;Herkomst: autochtoon;2009;14.0;86.0;14.0;86.0
177;123;Herkomst: autochtoon;2010 oude methode;16.0;84.0;16.0;84.0
178;123;Herkomst: autochtoon;2010 nieuwe methode;19.0;81.0;18.0;82.0
179;123;Herkomst: autochtoon;2012;19.0;81.0;19.0;81.0
180;123;Herkomst: westerse allochtoon;2003;;;;
181;123;Herkomst: westerse allochtoon;2004;;;;
182;123;Herkomst: westerse allochtoon;2005;;;;
183;123;Herkomst: westerse allochtoon;2006;17.0;83.0;17.0;83.0
184;123;Herkomst: westerse allochtoon;2007;21.0;79.0;21.0;79.0
185;123;Herkomst: westerse allochtoon;2008;16.0;84.0;19.0;81.0
186;123;Herkomst: westerse allochtoon;2009;16.0;84.0;20.0;80.0
187;123;Herkomst: westerse allochtoon;2010 oude methode;19.0;81.0;20.0;80.0
188;123;Herkomst: westerse allochtoon;2010 nieuwe methode;21.0;79.0;20.0;80.0
189;123;Herkomst: westerse allochtoon;2012;;;;
190;123;Herkomst: niet-westerse allochtoon;2003;;;;
191;123;Herkomst: niet-westerse allochtoon;2004;;;;
192;123;Herkomst: niet-westerse allochtoon;2005;;;;
193;123;Herkomst: niet-westerse allochtoon;2006;28.0;72.0;32.0;68.0
194;123;Herkomst: niet-westerse allochtoon;2007;33.0;67.0;26.0;74.0
195;123;Herkomst: niet-westerse allochtoon;2008;30.0;70.0;24.0;76.0
196;123;Herkomst: niet-westerse allochtoon;2009;26.0;74.0;26.0;74.0
197;123;Herkomst: niet-westerse allochtoon;2010 oude methode;26.0;74.0;27.0;73.0
198;123;Herkomst: niet-westerse allochtoon;2010 nieuwe methode;30.0;70.0;24.0;76.0
199;123;Herkomst: niet-westerse allochtoon;2012;;;;
200;456;Totaal personen;2003;;;;
201;456;Totaal personen;2004;;;;
202;456;Totaal personen;2005;;;;
203;456;Totaal personen;2006;8.0;92.0;10.0;90.0
204;456;Totaal personen;2007;8.0;92.0;9.0;91.0
205;456;Totaal personen;2008;8.0;92.0;9.0;91.0
206;456;Totaal personen;2009;8.0;92.0;10.0;90.0
207;456;Totaal personen;2010 oude methode;8.0;92.0;10.0;90.0
208;456;Totaal personen;2010 nieuwe methode;12.0;88.0;12.0;88.0
209;456;Totaal personen;2012;13.0;87.0;14.0;86.0
210;456;Geslacht: mannen;2003;;;;
211;456;Geslacht: mannen;2004;;;;
212;456;Geslacht: mannen;2005;;;;
213;456;Geslacht: mannen;2006;7.0;93.0;10.0;90.0
214;456;Geslacht: mannen;2007;9.0;91.0;9.0;91.0
215;456;Geslacht: mannen;2008;8.0;92.0;8.0;92.0
216;456;Geslacht: mannen;2009;7.0;93.0;10.0;90.0
217;456;Geslacht: mannen;2010 oude methode;8.0;92.0;10.0;90.0
218;456;Geslacht: mannen;2010 nieuwe methode;11.0;89.0;11.0;89.0
219;456;Geslacht: mannen;2012;13.0;87.0;14.0;86.0
220;456;Geslacht: vrouwen;2003;;;;
221;456;Geslacht: vrouwen;2004;;;;
222;456;Geslacht: vrouwen;2005;;;;
223;456;Geslacht: vrouwen;2006;9.0;91.0;11.0;89.0
224;456;Geslacht: vrouwen;2007;8.0;92.0;10.0;90.0
225;456;Geslacht: vrouwen;2008;8.0;92.0;9.0;91.0
226;456;Geslacht: vrouwen;2009;9.0;91.0;11.0;89.0
227;456;Geslacht: vrouwen;2010 oude methode;9.0;91.0;10.0;90.0
228;456;Geslacht: vrouwen;2010 nieuwe methode;14.0;86.0;13.0;87.0
229;456;Geslacht: vrouwen;2012;12.0;88.0;13.0;87.0
230;456;Leeftijd: 18 tot 35 jaar;2003;;;;
231;456;Leeftijd: 18 tot 35 jaar;2004;;;;
232;456;Leeftijd: 18 tot 35 jaar;2005;;;;
233;456;Leeftijd: 18 tot 35 jaar;2006;6.0;94.0;9.0;91.0
234;456;Leeftijd: 18 tot 35 jaar;2007;8.0;92.0;8.0;92.0
235;456;Leeftijd: 18 tot 35 jaar;2008;5.0;95.0;9.0;91.0
236;456;Leeftijd: 18 tot 35 jaar;2009;7.0;93.0;9.0;91.0
237;456;Leeftijd: 18 tot 35 jaar;2010 oude methode;6.0;94.0;7.0;93.0
238;456;Leeftijd: 18 tot 35 jaar;2010 nieuwe methode;10.0;90.0;11.0;89.0
239;456;Leeftijd: 18 tot 35 jaar;2012;9.0;91.0;10.0;90.0
240;456;Leeftijd: 35 tot 50 jaar;2003;;;;
241;456;Leeftijd: 35 tot 50 jaar;2004;;;;
242;456;Leeftijd: 35 tot 50 jaar;2005;;;;
243;456;Leeftijd: 35 tot 50 jaar;2006;8.0;92.0;11.0;89.0
244;456;Leeftijd: 35 tot 50 jaar;2007;7.0;93.0;10.0;90.0
245;456;Leeftijd: 35 tot 50 jaar;2008;10.0;90.0;10.0;90.0
246;456;Leeftijd: 35 tot 50 jaar;2009;9.0;91.0;11.0;89.0
247;456;Leeftijd: 35 tot 50 jaar;2010 oude methode;9.0;91.0;12.0;88.0
248;456;Leeftijd: 35 tot 50 jaar;2010 nieuwe methode;13.0;87.0;12.0;88.0
249;456;Leeftijd: 35 tot 50 jaar;2012;12.0;88.0;13.0;87.0
250;456;Leeftijd: 50 tot 65 jaar;2003;;;;
251;456;Leeftijd: 50 tot 65 jaar;2004;;;;
252;456;Leeftijd: 50 tot 65 jaar;2005;;;;
253;456;Leeftijd: 50 tot 65 jaar;2006;8.0;92.0;10.0;90.0
254;456;Leeftijd: 50 tot 65 jaar;2007;10.0;90.0;10.0;90.0
255;456;Leeftijd: 50 tot 65 jaar;2008;8.0;92.0;7.0;93.0
256;456;Leeftijd: 50 tot 65 jaar;2009;9.0;91.0;10.0;90.0
257;456;Leeftijd: 50 tot 65 jaar;2010 oude methode;10.0;90.0;10.0;90.0
258;456;Leeftijd: 50 tot 65 jaar;2010 nieuwe methode;13.0;87.0;13.0;87.0
259;456;Leeftijd: 50 tot 65 jaar;2012;18.0;82.0;17.0;83.0
260;456;Leeftijd: 65 jaar of ouder;2003;;;;
261;456;Leeftijd: 65 jaar of ouder;2004;;;;
262;456;Leeftijd: 65 jaar of ouder;2005;;;;
263;456;Leeftijd: 65 jaar of ouder;2006;;;;
264;456;Leeftijd: 65 jaar of ouder;2007;;;;
265;456;Leeftijd: 65 jaar of ouder;2008;;;;
266;456;Leeftijd: 65 jaar of ouder;2009;;;;
267;456;Leeftijd: 65 jaar of ouder;2010 oude methode;;;;
268;456;Leeftijd: 65 jaar of ouder;2010 nieuwe methode;;;;
269;456;Leeftijd: 65 jaar of ouder;2012;;;;
270;456;Herkomst: autochtoon;2003;;;;
271;456;Herkomst: autochtoon;2004;;;;
272;456;Herkomst: autochtoon;2005;;;;
273;456;Herkomst: autochtoon;2006;7.0;93.0;8.0;92.0
274;456;Herkomst: autochtoon;2007;7.0;93.0;9.0;91.0
275;456;Herkomst: autochtoon;2008;6.0;94.0;8.0;92.0
276;456;Herkomst: autochtoon;2009;7.0;93.0;9.0;91.0
277;456;Herkomst: autochtoon;2010 oude methode;7.0;93.0;8.0;92.0
278;456;Herkomst: autochtoon;2010 nieuwe methode;11.0;89.0;11.0;89.0
279;456;Herkomst: autochtoon;2012;13.0;87.0;13.0;87.0
280;456;Herkomst: westerse allochtoon;2003;;;;
281;456;Herkomst: westerse allochtoon;2004;;;;
282;456;Herkomst: westerse allochtoon;2005;;;;
283;456;Herkomst: westerse allochtoon;2006;10.0;90.0;15.0;85.0
284;456;Herkomst: westerse allochtoon;2007;10.0;90.0;12.0;88.0
285;456;Herkomst: westerse allochtoon;2008;13.0;87.0;11.0;89.0
286;456;Herkomst: westerse allochtoon;2009;8.0;92.0;14.0;86.0
287;456;Herkomst: westerse allochtoon;2010 oude methode;12.0;88.0;16.0;84.0
288;456;Herkomst: westerse allochtoon;2010 nieuwe methode;13.0;87.0;15.0;85.0
289;456;Herkomst: westerse allochtoon;2012;;;;
290;456;Herkomst: niet-westerse allochtoon;2003;;;;
291;456;Herkomst: niet-westerse allochtoon;2004;;;;
292;456;Herkomst: niet-westerse allochtoon;2005;;;;
293;456;Herkomst: niet-westerse allochtoon;2006;14.0;86.0;23.0;77.0
294;456;Herkomst: niet-westerse allochtoon;2007;17.0;83.0;12.0;88.0
295;456;Herkomst: niet-westerse allochtoon;2008;17.0;83.0;14.0;86.0
296;456;Herkomst: niet-westerse allochtoon;2009;19.0;81.0;23.0;77.0
297;456;Herkomst: niet-westerse allochtoon;2010 oude methode;21.0;79.0;18.0;82.0
298;456;Herkomst: niet-westerse allochtoon;2010 nieuwe methode;19.0;81.0;15.0;85.0
299;456;Herkomst: niet-westerse allochtoon;2012;;;;
300;789;Totaal personen;2003;;;;
301;789;Totaal personen;2004;;;;
302;789;Totaal personen;2005;;;;
303;789;Totaal personen;2006;15.0;85.0;17.0;83.0
304;789;Totaal personen;2007;15.0;85.0;16.0;84.0
305;789;Totaal personen;2008;14.0;86.0;15.0;85.0
306;789;Totaal personen;2009;14.0;86.0;15.0;85.0
307;789;Totaal personen;2010 oude methode;15.0;85.0;18.0;82.0
308;789;Totaal personen;2010 nieuwe methode;19.0;81.0;18.0;82.0
309;789;Totaal personen;2012;20.0;80.0;21.0;79.0
310;789;Geslacht: mannen;2003;;;;
311;789;Geslacht: mannen;2004;;;;
312;789;Geslacht: mannen;2005;;;;
313;789;Geslacht: mannen;2006;16.0;84.0;21.0;79.0
314;789;Geslacht: mannen;2007;18.0;82.0;19.0;81.0
315;789;Geslacht: mannen;2008;18.0;82.0;17.0;83.0
316;789;Geslacht: mannen;2009;16.0;84.0;19.0;81.0
317;789;Geslacht: mannen;2010 oude methode;16.0;84.0;20.0;80.0
318;789;Geslacht: mannen;2010 nieuwe methode;20.0;80.0;22.0;78.0
319;789;Geslacht: mannen;2012;24.0;76.0;26.0;74.0
320;789;Geslacht: vrouwen;2003;;;;
321;789;Geslacht: vrouwen;2004;;;;
322;789;Geslacht: vrouwen;2005;;;;
323;789;Geslacht: vrouwen;2006;14.0;86.0;15.0;85.0
324;789;Geslacht: vrouwen;2007;14.0;86.0;15.0;85.0
325;789;Geslacht: vrouwen;2008;12.0;88.0;14.0;86.0
326;789;Geslacht: vrouwen;2009;13.0;87.0;13.0;87.0
327;789;Geslacht: vrouwen;2010 oude methode;14.0;86.0;17.0;83.0
328;789;Geslacht: vrouwen;2010 nieuwe methode;19.0;81.0;17.0;83.0
329;789;Geslacht: vrouwen;2012;18.0;82.0;19.0;81.0
330;789;Leeftijd: 18 tot 35 jaar;2003;;;;
331;789;Leeftijd: 18 tot 35 jaar;2004;;;;
332;789;Leeftijd: 18 tot 35 jaar;2005;;;;
333;789;Leeftijd: 18 tot 35 jaar;2006;11.0;89.0;15.0;85.0
334;789;Leeftijd: 18 tot 35 jaar;2007;13.0;87.0;13.0;87.0
335;789;Leeftijd: 18 tot 35 jaar;2008;10.0;90.0;10.0;90.0
336;789;Leeftijd: 18 tot 35 jaar;2009;12.0;88.0;13.0;87.0
337;789;Leeftijd: 18 tot 35 jaar;2010 oude methode;9.0;91.0;13.0;87.0
338;789;Leeftijd: 18 tot 35 jaar;2010 nieuwe methode;16.0;84.0;15.0;85.0
339;789;Leeftijd: 18 tot 35 jaar;2012;15.0;85.0;19.0;81.0
340;789;Leeftijd: 35 tot 50 jaar;2003;;;;
341;789;Leeftijd: 35 tot 50 jaar;2004;;;;
342;789;Leeftijd: 35 tot 50 jaar;2005;;;;
343;789;Leeftijd: 35 tot 50 jaar;2006;16.0;84.0;21.0;79.0
344;789;Leeftijd: 35 tot 50 jaar;2007;17.0;83.0;19.0;81.0
345;789;Leeftijd: 35 tot 50 jaar;2008;19.0;81.0;22.0;78.0
346;789;Leeftijd: 35 tot 50 jaar;2009;16.0;84.0;20.0;80.0
347;789;Leeftijd: 35 tot 50 jaar;2010 oude methode;20.0;80.0;26.0;74.0
348;789;Leeftijd: 35 tot 50 jaar;2010 nieuwe methode;22.0;78.0;25.0;75.0
349;789;Leeftijd: 35 tot 50 jaar;2012;25.0;75.0;24.0;76.0
350;789;Leeftijd: 50 tot 65 jaar;2003;;;;
351;789;Leeftijd: 50 tot 65 jaar;2004;;;;
352;789;Leeftijd: 50 tot 65 jaar;2005;;;;
353;789;Leeftijd: 50 tot 65 jaar;2006;19.0;81.0;19.0;81.0
354;789;Leeftijd: 50 tot 65 jaar;2007;19.0;81.0;17.0;83.0
355;789;Leeftijd: 50 tot 65 jaar;2008;16.0;84.0;16.0;84.0
356;789;Leeftijd: 50 tot 65 jaar;2009;13.0;87.0;15.0;85.0
357;789;Leeftijd: 50 tot 65 jaar;2010 oude methode;18.0;82.0;23.0;77.0
358;789;Leeftijd: 50 tot 65 jaar;2010 nieuwe methode;23.0;77.0;21.0;79.0
359;789;Leeftijd: 50 tot 65 jaar;2012;24.0;76.0;25.0;75.0
360;789;Leeftijd: 65 jaar of ouder;2003;;;;
361;789;Leeftijd: 65 jaar of ouder;2004;;;;
362;789;Leeftijd: 65 jaar of ouder;2005;;;;
363;789;Leeftijd: 65 jaar of ouder;2006;14.0;86.0;13.0;87.0
364;789;Leeftijd: 65 jaar of ouder;2007;13.0;87.0;15.0;85.0
365;789;Leeftijd: 65 jaar of ouder;2008;10.0;90.0;13.0;87.0
366;789;Leeftijd: 65 jaar of ouder;2009;14.0;86.0;12.0;88.0
367;789;Leeftijd: 65 jaar of ouder;2010 oude methode;16.0;84.0;14.0;86.0
368;789;Leeftijd: 65 jaar of ouder;2010 nieuwe methode;17.0;83.0;14.0;86.0
369;789;Leeftijd: 65 jaar of ouder;2012;22.0;78.0;21.0;79.0
370;789;Herkomst: autochtoon;2003;;;;
371;789;Herkomst: autochtoon;2004;;;;
372;789;Herkomst: autochtoon;2005;;;;
373;789;Herkomst: autochtoon;2006;12.0;88.0;14.0;86.0
374;789;Herkomst: autochtoon;2007;12.0;88.0;13.0;87.0
375;789;Herkomst: autochtoon;2008;11.0;89.0;13.0;87.0
376;789;Herkomst: autochtoon;2009;11.0;89.0;12.0;88.0
377;789;Herkomst: autochtoon;2010 oude methode;13.0;87.0;17.0;83.0
378;789;Herkomst: autochtoon;2010 nieuwe methode;17.0;83.0;17.0;83.0
379;789;Herkomst: autochtoon;2012;18.0;82.0;19.0;81.0
380;789;Herkomst: westerse allochtoon;2003;;;;
381;789;Herkomst: westerse allochtoon;2004;;;;
382;789;Herkomst: westerse allochtoon;2005;;;;
