ID;BurgerlijkeStaat;Geslacht;GrootteklasseNagelatenVermogen;Perioden;NagelatenVermogenAantal_1;NagelatenVermogenTotaalBedrag_2;NagelatenVermogenGemiddeldBedrag_3;NagelatenVermogenMediaanBedrag_4
258;Ongehuwd;Mannen en vrouwen;50 000 tot 100 000 euro;2011;1280;92.0;72.0;70.0
259;Ongehuwd;Mannen en vrouwen;100 000 tot 200 000 euro;2005;1130;165.0;146.0;145.0
260;Ongehuwd;Mannen en vrouwen;100 000 tot 200 000 euro;2006;1200;175.0;146.0;145.0
261;Ongehuwd;Mannen en vrouwen;100 000 tot 200 000 euro;2007;1180;173.0;146.0;145.0
262;Ongehuwd;Mannen en vrouwen;100 000 tot 200 000 euro;2008;1250;182.0;146.0;145.0
263;Ongehuwd;Mannen en vrouwen;100 000 tot 200 000 euro;2009;1230;178.0;145.0;141.0
264;Ongehuwd;Mannen en vrouwen;100 000 tot 200 000 euro;2010;1340;197.0;146.0;145.0
265;Ongehuwd;Mannen en vrouwen;100 000 tot 200 000 euro;2011;1260;185.0;147.0;145.0
266;Ongehuwd;Mannen en vrouwen;200 000 tot 500 000 euro;2005;1310;405.0;309.0;289.0
267;Ongehuwd;Mannen en vrouwen;200 000 tot 500 000 euro;2006;1310;403.0;308.0;291.0
268;Ongehuwd;Mannen en vrouwen;200 000 tot 500 000 euro;2007;1390;435.0;312.0;296.0
269;Ongehuwd;Mannen en vrouwen;200 000 tot 500 000 euro;2008;1400;436.0;311.0;296.0
270;Ongehuwd;Mannen en vrouwen;200 000 tot 500 000 euro;2009;1470;458.0;312.0;294.0
271;Ongehuwd;Mannen en vrouwen;200 000 tot 500 000 euro;2010;1620;506.0;313.0;291.0
272;Ongehuwd;Mannen en vrouwen;200 000 tot 500 000 euro;2011;1530;484.0;316.0;299.0
273;Ongehuwd;Mannen en vrouwen;500 000 euro en meer;2005;490;579.0;1185.0;709.0
274;Ongehuwd;Mannen en vrouwen;500 000 euro en meer;2006;510;559.0;1094.0;734.0
275;Ongehuwd;Mannen en vrouwen;500 000 euro en meer;2007;590;618.0;1047.0;724.0
276;Ongehuwd;Mannen en vrouwen;500 000 euro en meer;2008;560;566.0;1010.0;718.0
277;Ongehuwd;Mannen en vrouwen;500 000 euro en meer;2009;570;589.0;1035.0;715.0
278;Ongehuwd;Mannen en vrouwen;500 000 euro en meer;2010;670;660.0;980.0;698.0
279;Ongehuwd;Mannen en vrouwen;500 000 euro en meer;2011;600;618.0;1026.0;751.0
280;Ongehuwd;Mannen;Totaal;2005;5160;658.0;127.0;22.0
281;Ongehuwd;Mannen;Totaal;2006;5210;638.0;122.0;23.0
282;Ongehuwd;Mannen;Totaal;2007;5430;713.0;131.0;25.0
283;Ongehuwd;Mannen;Totaal;2008;5740;721.0;126.0;24.0
284;Ongehuwd;Mannen;Totaal;2009;5820;729.0;125.0;25.0
285;Ongehuwd;Mannen;Totaal;2010;6490;836.0;129.0;24.0
286;Ongehuwd;Mannen;Totaal;2011;6540;780.0;119.0;22.0
287;Ongehuwd;Mannen;Negatief of nul euro;2005;90;-5.0;-64.0;-12.0
288;Ongehuwd;Mannen;Negatief of nul euro;2006;70;-2.0;-33.0;-14.0
289;Ongehuwd;Mannen;Negatief of nul euro;2007;90;-3.0;-37.0;-14.0
290;Ongehuwd;Mannen;Negatief of nul euro;2008;120;-12.0;-104.0;-15.0
291;Ongehuwd;Mannen;Negatief of nul euro;2009;130;-7.0;-55.0;-19.0
292;Ongehuwd;Mannen;Negatief of nul euro;2010;120;-5.0;-42.0;-16.0
293;Ongehuwd;Mannen;Negatief of nul euro;2011;140;-7.0;-48.0;-23.0
294;Ongehuwd;Mannen;> 0 tot 5 000 euro;2005;1270;3.0;2.0;2.0
295;Ongehuwd;Mannen;> 0 tot 5 000 euro;2006;1310;3.0;2.0;2.0
296;Ongehuwd;Mannen;> 0 tot 5 000 euro;2007;1320;3.0;2.0;2.0
297;Ongehuwd;Mannen;> 0 tot 5 000 euro;2008;1420;3.0;2.0;2.0
298;Ongehuwd;Mannen;> 0 tot 5 000 euro;2009;1440;3.0;2.0;2.0
299;Ongehuwd;Mannen;> 0 tot 5 000 euro;2010;1690;3.0;2.0;1.0
300;Ongehuwd;Mannen;> 0 tot 5 000 euro;2011;1870;3.0;2.0;1.0
301;Ongehuwd;Mannen;5 000 tot 10 000 euro;2005;520;4.0;7.0;7.0
302;Ongehuwd;Mannen;5 000 tot 10 000 euro;2006;480;3.0;7.0;7.0
303;Ongehuwd;Mannen;5 000 tot 10 000 euro;2007;510;4.0;7.0;7.0
304;Ongehuwd;Mannen;5 000 tot 10 000 euro;2008;530;4.0;7.0;7.0
305;Ongehuwd;Mannen;5 000 tot 10 000 euro;2009;530;4.0;7.0;7.0
306;Ongehuwd;Mannen;5 000 tot 10 000 euro;2010;580;4.0;7.0;7.0
307;Ongehuwd;Mannen;5 000 tot 10 000 euro;2011;560;4.0;7.0;7.0
308;Ongehuwd;Mannen;10 000 tot 25 000 euro;2005;850;14.0;17.0;16.0
309;Ongehuwd;Mannen;10 000 tot 25 000 euro;2006;800;14.0;17.0;17.0
310;Ongehuwd;Mannen;10 000 tot 25 000 euro;2007;790;13.0;17.0;16.0
311;Ongehuwd;Mannen;10 000 tot 25 000 euro;2008;830;14.0;17.0;16.0
312;Ongehuwd;Mannen;10 000 tot 25 000 euro;2009;800;14.0;17.0;16.0
313;Ongehuwd;Mannen;10 000 tot 25 000 euro;2010;890;15.0;17.0;16.0
314;Ongehuwd;Mannen;10 000 tot 25 000 euro;2011;890;15.0;17.0;16.0
315;Ongehuwd;Mannen;25 000 tot 50 000 euro;2005;500;18.0;36.0;34.0
316;Ongehuwd;Mannen;25 000 tot 50 000 euro;2006;550;20.0;36.0;35.0
317;Ongehuwd;Mannen;25 000 tot 50 000 euro;2007;620;22.0;35.0;34.0
318;Ongehuwd;Mannen;25 000 tot 50 000 euro;2008;630;23.0;36.0;36.0
319;Ongehuwd;Mannen;25 000 tot 50 000 euro;2009;680;24.0;36.0;36.0
320;Ongehuwd;Mannen;25 000 tot 50 000 euro;2010;690;25.0;36.0;35.0
321;Ongehuwd;Mannen;25 000 tot 50 000 euro;2011;620;23.0;37.0;37.0
322;Ongehuwd;Mannen;50 000 tot 100 000 euro;2005;470;34.0;73.0;71.0
323;Ongehuwd;Mannen;50 000 tot 100 000 euro;2006;480;35.0;72.0;70.0
324;Ongehuwd;Mannen;50 000 tot 100 000 euro;2007;510;37.0;72.0;71.0
325;Ongehuwd;Mannen;50 000 tot 100 000 euro;2008;570;41.0;72.0;71.0
326;Ongehuwd;Mannen;50 000 tot 100 000 euro;2009;580;42.0;72.0;71.0
327;Ongehuwd;Mannen;50 000 tot 100 000 euro;2010;620;44.0;72.0;70.0
328;Ongehuwd;Mannen;50 000 tot 100 000 euro;2011;640;46.0;72.0;71.0
329;Ongehuwd;Mannen;100 000 tot 200 000 euro;2005;560;81.0;146.0;144.0
330;Ongehuwd;Mannen;100 000 tot 200 000 euro;2006;580;84.0;145.0;144.0
331;Ongehuwd;Mannen;100 000 tot 200 000 euro;2007;550;80.0;145.0;145.0
332;Ongehuwd;Mannen;100 000 tot 200 000 euro;2008;610;89.0;147.0;148.0
333;Ongehuwd;Mannen;100 000 tot 200 000 euro;2009;610;88.0;145.0;140.0
334;Ongehuwd;Mannen;100 000 tot 200 000 euro;2010;690;101.0;147.0;147.0
335;Ongehuwd;Mannen;100 000 tot 200 000 euro;2011;670;99.0;148.0;146.0
336;Ongehuwd;Mannen;200 000 tot 500 000 euro;2005;650;202.0;310.0;289.0
337;Ongehuwd;Mannen;200 000 tot 500 000 euro;2006;650;203.0;311.0;296.0
338;Ongehuwd;Mannen;200 000 tot 500 000 euro;2007;720;229.0;316.0;301.0
339;Ongehuwd;Mannen;200 000 tot 500 000 euro;2008;710;222.0;313.0;296.0
340;Ongehuwd;Mannen;200 000 tot 500 000 euro;2009;730;232.0;317.0;305.0
341;Ongehuwd;Mannen;200 000 tot 500 000 euro;2010;840;261.0;313.0;293.0
342;Ongehuwd;Mannen;200 000 tot 500 000 euro;2011;830;262.0;316.0;300.0
343;Ongehuwd;Mannen;500 000 euro en meer;2005;260;308.0;1179.0;690.0
344;Ongehuwd;Mannen;500 000 euro en meer;2006;280;279.0;992.0;709.0
345;Ongehuwd;Mannen;500 000 euro en meer;2007;330;329.0;1012.0;743.0
346;Ongehuwd;Mannen;500 000 euro en meer;2008;330;337.0;1031.0;729.0
347;Ongehuwd;Mannen;500 000 euro en meer;2009;310;330.0;1051.0;697.0
348;Ongehuwd;Mannen;500 000 euro en meer;2010;370;388.0;1050.0;698.0
349;Ongehuwd;Mannen;500 000 euro en meer;2011;340;336.0;999.0;752.0
350;Ongehuwd;Vrouwen;Totaal;2005;4930;638.0;129.0;28.0
351;Ongehuwd;Vrouwen;Totaal;2006;5120;658.0;128.0;31.0
352;Ongehuwd;Vrouwen;Totaal;2007;4960;669.0;135.0;34.0
353;Ongehuwd;Vrouwen;Totaal;2008;5270;626.0;119.0;33.0
354;Ongehuwd;Vrouwen;Totaal;2009;5220;664.0;127.0;36.0
355;Ongehuwd;Vrouwen;Totaal;2010;5470;704.0;129.0;36.0
356;Ongehuwd;Vrouwen;Totaal;2011;5320;681.0;128.0;34.0
357;Ongehuwd;Vrouwen;Negatief of nul euro;2005;30;;;
358;Ongehuwd;Vrouwen;Negatief of nul euro;2006;30;;;
359;Ongehuwd;Vrouwen;Negatief of nul euro;2007;40;;;
360;Ongehuwd;Vrouwen;Negatief of nul euro;2008;30;;;
361;Ongehuwd;Vrouwen;Negatief of nul euro;2009;40;;;
362;Ongehuwd;Vrouwen;Negatief of nul euro;2010;40;;;
363;Ongehuwd;Vrouwen;Negatief of nul euro;2011;50;-2.0;-43.0;-14.0
364;Ongehuwd;Vrouwen;> 0 tot 5 000 euro;2005;920;2.0;2.0;2.0
365;Ongehuwd;Vrouwen;> 0 tot 5 000 euro;2006;920;2.0;2.0;2.0
366;Ongehuwd;Vrouwen;> 0 tot 5 000 euro;2007;840;2.0;2.0;2.0
367;Ongehuwd;Vrouwen;> 0 tot 5 000 euro;2008;950;2.0;2.0;2.0
368;Ongehuwd;Vrouwen;> 0 tot 5 000 euro;2009;900;2.0;2.0;2.0
369;Ongehuwd;Vrouwen;> 0 tot 5 000 euro;2010;970;2.0;2.0;2.0
370;Ongehuwd;Vrouwen;> 0 tot 5 000 euro;2011;1030;2.0;2.0;2.0
371;Ongehuwd;Vrouwen;5 000 tot 10 000 euro;2005;500;4.0;7.0;7.0
372;Ongehuwd;Vrouwen;5 000 tot 10 000 euro;2006;490;4.0;7.0;7.0
373;Ongehuwd;Vrouwen;5 000 tot 10 000 euro;2007;410;3.0;7.0;7.0
374;Ongehuwd;Vrouwen;5 000 tot 10 000 euro;2008;470;3.0;7.0;7.0
375;Ongehuwd;Vrouwen;5 000 tot 10 000 euro;2009;440;3.0;7.0;8.0
376;Ongehuwd;Vrouwen;5 000 tot 10 000 euro;2010;420;3.0;7.0;7.0
377;Ongehuwd;Vrouwen;5 000 tot 10 000 euro;2011;430;3.0;7.0;7.0
378;Ongehuwd;Vrouwen;10 000 tot 25 000 euro;2005;920;16.0;17.0;17.0
379;Ongehuwd;Vrouwen;10 000 tot 25 000 euro;2006;940;16.0;17.0;17.0
380;Ongehuwd;Vrouwen;10 000 tot 25 000 euro;2007;890;15.0;17.0;17.0
381;Ongehuwd;Vrouwen;10 000 tot 25 000 euro;2008;920;16.0;17.0;17.0
382;Ongehuwd;Vrouwen;10 000 tot 25 000 euro;2009;860;15.0;17.0;17.0
383;Ongehuwd;Vrouwen;10 000 tot 25 000 euro;2010;910;16.0;17.0;17.0
384;Ongehuwd;Vrouwen;10 000 tot 25 000 euro;2011;840;14.0;17.0;17.0
385;Ongehuwd;Vrouwen;25 000 tot 50 000 euro;2005;580;21.0;36.0;35.0
386;Ongehuwd;Vrouwen;25 000 tot 50 000 euro;2006;690;25.0;37.0;36.0
387;Ongehuwd;Vrouwen;25 000 tot 50 000 euro;2007;670;24.0;36.0;36.0
388;Ongehuwd;Vrouwen;25 000 tot 50 000 euro;2008;710;26.0;36.0;35.0
389;Ongehuwd;Vrouwen;25 000 tot 50 000 euro;2009;740;27.0;36.0;35.0
390;Ongehuwd;Vrouwen;25 000 tot 50 000 euro;2010;780;28.0;36.0;36.0
391;Ongehuwd;Vrouwen;25 000 tot 50 000 euro;2011;760;28.0;36.0;36.0
392;Ongehuwd;Vrouwen;50 000 tot 100 000 euro;2005;530;38.0;72.0;71.0
393;Ongehuwd;Vrouwen;50 000 tot 100 000 euro;2006;560;40.0;72.0;70.0
394;Ongehuwd;Vrouwen;50 000 tot 100 000 euro;2007;540;39.0;72.0;70.0
395;Ongehuwd;Vrouwen;50 000 tot 100 000 euro;2008;620;45.0;72.0;70.0
396;Ongehuwd;Vrouwen;50 000 tot 100 000 euro;2009;640;45.0;71.0;69.0
397;Ongehuwd;Vrouwen;50 000 tot 100 000 euro;2010;620;44.0;71.0;71.0
398;Ongehuwd;Vrouwen;50 000 tot 100 000 euro;2011;640;46.0;71.0;69.0
399;Ongehuwd;Vrouwen;100 000 tot 200 000 euro;2005;570;84.0;147.0;145.0
400;Ongehuwd;Vrouwen;100 000 tot 200 000 euro;2006;620;91.0;147.0;146.0
401;Ongehuwd;Vrouwen;100 000 tot 200 000 euro;2007;630;93.0;147.0;145.0
402;Ongehuwd;Vrouwen;100 000 tot 200 000 euro;2008;640;93.0;145.0;143.0
403;Ongehuwd;Vrouwen;100 000 tot 200 000 euro;2009;620;90.0;144.0;142.0
404;Ongehuwd;Vrouwen;100 000 tot 200 000 euro;2010;660;95.0;145.0;144.0
405;Ongehuwd;Vrouwen;100 000 tot 200 000 euro;2011;590;86.0;145.0;143.0
406;Ongehuwd;Vrouwen;200 000 tot 500 000 euro;2005;660;203.0;309.0;288.0
407;Ongehuwd;Vrouwen;200 000 tot 500 000 euro;2006;650;200.0;306.0;287.0
408;Ongehuwd;Vrouwen;200 000 tot 500 000 euro;2007;670;206.0;307.0;289.0
409;Ongehuwd;Vrouwen;200 000 tot 500 000 euro;2008;690;214.0;309.0;295.0
410;Ongehuwd;Vrouwen;200 000 tot 500 000 euro;2009;740;226.0;306.0;288.0
411;Ongehuwd;Vrouwen;200 000 tot 500 000 euro;2010;780;245.0;313.0;289.0
412;Ongehuwd;Vrouwen;200 000 tot 500 000 euro;2011;710;222.0;315.0;298.0
413;Ongehuwd;Vrouwen;500 000 euro en meer;2005;230;272.0;1191.0;742.0
414;Ongehuwd;Vrouwen;500 000 euro en meer;2006;230;281.0;1220.0;781.0
415;Ongehuwd;Vrouwen;500 000 euro en meer;2007;270;289.0;1089.0;699.0
416;Ongehuwd;Vrouwen;500 000 euro en meer;2008;230;228.0;980.0;717.0
417;Ongehuwd;Vrouwen;500 000 euro en meer;2009;260;259.0;1015.0;725.0
418;Ongehuwd;Vrouwen;500 000 euro en meer;2010;300;272.0;895.0;698.0
419;Ongehuwd;Vrouwen;500 000 euro en meer;2011;270;282.0;1059.0;743.0
420;Wettig gehuwd;Mannen en vrouwen;Totaal;2005;42270;4559.0;108.0;38.0
421;Wettig gehuwd;Mannen en vrouwen;Totaal;2006;43560;4891.0;112.0;46.0
422;Wettig gehuwd;Mannen en vrouwen;Totaal;2007;42800;5274.0;123.0;55.0
423;Wettig gehuwd;Mannen en vrouwen;Totaal;2008;43840;5605.0;128.0;58.0
424;Wettig gehuwd;Mannen en vrouwen;Totaal;2009;44000;5183.0;118.0;59.0
425;Wettig gehuwd;Mannen en vrouwen;Totaal;2010;45710;5883.0;129.0;59.0
426;Wettig gehuwd;Mannen en vrouwen;Totaal;2011;45840;5905.0;129.0;47.0
427;Wettig gehuwd;Mannen en vrouwen;Negatief of nul euro;2005;500;-22.0;-45.0;-15.0
428;Wettig gehuwd;Mannen en vrouwen;Negatief of nul euro;2006;510;-24.0;-47.0;-15.0
429;Wettig gehuwd;Mannen en vrouwen;Negatief of nul euro;2007;560;-26.0;-46.0;-17.0
430;Wettig gehuwd;Mannen en vrouwen;Negatief of nul euro;2008;570;-30.0;-53.0;-17.0
431;Wettig gehuwd;Mannen en vrouwen;Negatief of nul euro;2009;660;-38.0;-57.0;-15.0
432;Wettig gehuwd;Mannen en vrouwen;Negatief of nul euro;2010;650;-33.0;-50.0;-18.0
433;Wettig gehuwd;Mannen en vrouwen;Negatief of nul euro;2011;740;-35.0;-47.0;-15.0
434;Wettig gehuwd;Mannen en vrouwen;> 0 tot 5 000 euro;2005;8090;16.0;2.0;2.0
435;Wettig gehuwd;Mannen en vrouwen;> 0 tot 5 000 euro;2006;8090;16.0;2.0;2.0
436;Wettig gehuwd;Mannen en vrouwen;> 0 tot 5 000 euro;2007;7570;15.0;2.0;2.0
437;Wettig gehuwd;Mannen en vrouwen;> 0 tot 5 000 euro;2008;7690;15.0;2.0;2.0
438;Wettig gehuwd;Mannen en vrouwen;> 0 tot 5 000 euro;2009;7380;15.0;2.0;2.0
439;Wettig gehuwd;Mannen en vrouwen;> 0 tot 5 000 euro;2010;8270;15.0;2.0;1.0
440;Wettig gehuwd;Mannen en vrouwen;> 0 tot 5 000 euro;2011;8560;15.0;2.0;1.0
441;Wettig gehuwd;Mannen en vrouwen;5 000 tot 10 000 euro;2005;4040;30.0;7.0;7.0
442;Wettig gehuwd;Mannen en vrouwen;5 000 tot 10 000 euro;2006;3780;28.0;7.0;7.0
443;Wettig gehuwd;Mannen en vrouwen;5 000 tot 10 000 euro;2007;3350;25.0;7.0;7.0
444;Wettig gehuwd;Mannen en vrouwen;5 000 tot 10 000 euro;2008;3350;25.0;7.0;7.0
445;Wettig gehuwd;Mannen en vrouwen;5 000 tot 10 000 euro;2009;3480;25.0;7.0;7.0
446;Wettig gehuwd;Mannen en vrouwen;5 000 tot 10 000 euro;2010;3360;25.0;7.0;7.0
447;Wettig gehuwd;Mannen en vrouwen;5 000 tot 10 000 euro;2011;3570;26.0;7.0;7.0
448;Wettig gehuwd;Mannen en vrouwen;10 000 tot 25 000 euro;2005;6940;92.0;13.0;11.0
449;Wettig gehuwd;Mannen en vrouwen;10 000 tot 25 000 euro;2006;6770;92.0;14.0;11.0
450;Wettig gehuwd;Mannen en vrouwen;10 000 tot 25 000 euro;2007;6210;104.0;17.0;17.0
451;Wettig gehuwd;Mannen en vrouwen;10 000 tot 25 000 euro;2008;6260;105.0;17.0;17.0
452;Wettig gehuwd;Mannen en vrouwen;10 000 tot 25 000 euro;2009;6270;105.0;17.0;16.0
453;Wettig gehuwd;Mannen en vrouwen;10 000 tot 25 000 euro;2010;6550;111.0;17.0;17.0
454;Wettig gehuwd;Mannen en vrouwen;10 000 tot 25 000 euro;2011;7850;132.0;17.0;16.0
455;Wettig gehuwd;Mannen en vrouwen;25 000 tot 50 000 euro;2005;2890;108.0;37.0;37.0
456;Wettig gehuwd;Mannen en vrouwen;25 000 tot 50 000 euro;2006;3050;113.0;37.0;37.0
457;Wettig gehuwd;Mannen en vrouwen;25 000 tot 50 000 euro;2007;3150;116.0;37.0;36.0
458;Wettig gehuwd;Mannen en vrouwen;25 000 tot 50 000 euro;2008;3100;114.0;37.0;37.0
459;Wettig gehuwd;Mannen en vrouwen;25 000 tot 50 000 euro;2009;3220;119.0;37.0;37.0
460;Wettig gehuwd;Mannen en vrouwen;25 000 tot 50 000 euro;2010;3080;112.0;37.0;36.0
461;Wettig gehuwd;Mannen en vrouwen;25 000 tot 50 000 euro;2011;2490;93.0;37.0;37.0
462;Wettig gehuwd;Mannen en vrouwen;50 000 tot 100 000 euro;2005;6170;466.0;76.0;76.0
463;Wettig gehuwd;Mannen en vrouwen;50 000 tot 100 000 euro;2006;6240;471.0;75.0;76.0
464;Wettig gehuwd;Mannen en vrouwen;50 000 tot 100 000 euro;2007;6110;462.0;76.0;76.0
465;Wettig gehuwd;Mannen en vrouwen;50 000 tot 100 000 euro;2008;6420;484.0;75.0;76.0
466;Wettig gehuwd;Mannen en vrouwen;50 000 tot 100 000 euro;2009;6350;480.0;76.0;76.0
467;Wettig gehuwd;Mannen en vrouwen;50 000 tot 100 000 euro;2010;5670;429.0;76.0;76.0
468;Wettig gehuwd;Mannen en vrouwen;50 000 tot 100 000 euro;2011;5320;404.0;76.0;76.0
469;Wettig gehuwd;Mannen en vrouwen;100 000 tot 200 000 euro;2005;8150;1156.0;142.0;138.0
470;Wettig gehuwd;Mannen en vrouwen;100 000 tot 200 000 euro;2006;8970;1275.0;142.0;139.0
471;Wettig gehuwd;Mannen en vrouwen;100 000 tot 200 000 euro;2007;9230;1318.0;143.0;139.0
472;Wettig gehuwd;Mannen en vrouwen;100 000 tot 200 000 euro;2008;9560;1365.0;143.0;140.0
473;Wettig gehuwd;Mannen en vrouwen;100 000 tot 200 000 euro;2009;9720;1389.0;143.0;140.0
474;Wettig gehuwd;Mannen en vrouwen;100 000 tot 200 000 euro;2010;10170;1466.0;144.0;141.0
475;Wettig gehuwd;Mannen en vrouwen;100 000 tot 200 000 euro;2011;9800;1410.0;144.0;141.0
476;Wettig gehuwd;Mannen en vrouwen;200 000 tot 500 000 euro;2005;4350;1261.0;290.0;265.0
477;Wettig gehuwd;Mannen en vrouwen;200 000 tot 500 000 euro;2006;4890;1415.0;289.0;266.0
478;Wettig gehuwd;Mannen en vrouwen;200 000 tot 500 000 euro;2007;5290;1538.0;291.0;268.0
479;Wettig gehuwd;Mannen en vrouwen;200 000 tot 500 000 euro;2008;5520;1600.0;290.0;269.0
480;Wettig gehuwd;Mannen en vrouwen;200 000 tot 500 000 euro;2009;5630;1628.0;289.0;266.0
481;Wettig gehuwd;Mannen en vrouwen;200 000 tot 500 000 euro;2010;6460;1871.0;290.0;267.0
482;Wettig gehuwd;Mannen en vrouwen;200 000 tot 500 000 euro;2011;6100;1774.0;291.0;269.0
483;Wettig gehuwd;Mannen en vrouwen;500 000 euro en meer;2005;1140;1453.0;1273.0;756.0
484;Wettig gehuwd;Mannen en vrouwen;500 000 euro en meer;2006;1270;1506.0;1187.0;754.0
485;Wettig gehuwd;Mannen en vrouwen;500 000 euro en meer;2007;1330;1723.0;1297.0;798.0
486;Wettig gehuwd;Mannen en vrouwen;500 000 euro en meer;2008;1370;1928.0;1410.0;761.0
487;Wettig gehuwd;Mannen en vrouwen;500 000 euro en meer;2009;1290;1460.0;1131.0;737.0
488;Wettig gehuwd;Mannen en vrouwen;500 000 euro en meer;2010;1510;1887.0;1250.0;745.0
489;Wettig gehuwd;Mannen en vrouwen;500 000 euro en meer;2011;1400;2085.0;1492.0;744.0
490;Wettig gehuwd;Mannen;Totaal;2005;32420;3349.0;103.0;26.0
491;Wettig gehuwd;Mannen;Totaal;2006;33170;3579.0;108.0;33.0
492;Wettig gehuwd;Mannen;Totaal;2007;32700;3847.0;118.0;44.0
493;Wettig gehuwd;Mannen;Totaal;2008;33050;4080.0;123.0;47.0
494;Wettig gehuwd;Mannen;Totaal;2009;33270;3794.0;114.0;48.0
495;Wettig gehuwd;Mannen;Totaal;2010;34770;4282.0;123.0;49.0
496;Wettig gehuwd;Mannen;Totaal;2011;34410;4468.0;130.0;43.0
497;Wettig gehuwd;Mannen;Negatief of nul euro;2005;360;-15.0;-43.0;-15.0
498;Wettig gehuwd;Mannen;Negatief of nul euro;2006;370;-18.0;-49.0;-16.0
499;Wettig gehuwd;Mannen;Negatief of nul euro;2007;390;-19.0;-49.0;-16.0
500;Wettig gehuwd;Mannen;Negatief of nul euro;2008;390;-24.0;-60.0;-16.0
501;Wettig gehuwd;Mannen;Negatief of nul euro;2009;480;-26.0;-54.0;-15.0
502;Wettig gehuwd;Mannen;Negatief of nul euro;2010;500;-25.0;-49.0;-18.0
503;Wettig gehuwd;Mannen;Negatief of nul euro;2011;590;-26.0;-45.0;-15.0
504;Wettig gehuwd;Mannen;> 0 tot 5 000 euro;2005;6320;13.0;2.0;2.0
505;Wettig gehuwd;Mannen;> 0 tot 5 000 euro;2006;6370;13.0;2.0;2.0
506;Wettig gehuwd;Mannen;> 0 tot 5 000 euro;2007;5880;12.0;2.0;2.0
507;Wettig gehuwd;Mannen;> 0 tot 5 000 euro;2008;5890;12.0;2.0;2.0
508;Wettig gehuwd;Mannen;> 0 tot 5 000 euro;2009;5620;11.0;2.0;2.0
509;Wettig gehuwd;Mannen;> 0 tot 5 000 euro;2010;6120;11.0;2.0;1.0
510;Wettig gehuwd;Mannen;> 0 tot 5 000 euro;2011;5980;11.0;2.0;1.0
511;Wettig gehuwd;Mannen;5 000 tot 10 000 euro;2005;3460;25.0;7.0;7.0
512;Wettig gehuwd;Mannen;5 000 tot 10 000 euro;2006;3190;23.0;7.0;7.0
513;Wettig gehuwd;Mannen;5 000 tot 10 000 euro;2007;2820;21.0;7.0;7.0
514;Wettig gehuwd;Mannen;5 000 tot 10 000 euro;2008;2810;21.0;7.0;7.0
515;Wettig gehuwd;Mannen;5 000 tot 10 000 euro;2009;2860;21.0;7.0;7.0
516;Wettig gehuwd;Mannen;5 000 tot 10 000 euro;2010;2750;20.0;7.0;7.0
517;Wettig gehuwd;Mannen;5 000 tot 10 000 euro;2011;2830;21.0;7.0;7.0
518;Wettig gehuwd;Mannen;10 000 tot 25 000 euro;2005;5980;78.0;13.0;11.0
519;Wettig gehuwd;Mannen;10 000 tot 25 000 euro;2006;5770;77.0;13.0;11.0
520;Wettig gehuwd;Mannen;10 000 tot 25 000 euro;2007;5270;88.0;17.0;16.0
521;Wettig gehuwd;Mannen;10 000 tot 25 000 euro;2008;5260;88.0;17.0;16.0
522;Wettig gehuwd;Mannen;10 000 tot 25 000 euro;2009;5310;89.0;17.0;16.0
523;Wettig gehuwd;Mannen;10 000 tot 25 000 euro;2010;5510;93.0;17.0;17.0
524;Wettig gehuwd;Mannen;10 000 tot 25 000 euro;2011;6420;108.0;17.0;17.0
525;Wettig gehuwd;Mannen;25 000 tot 50 000 euro;2005;2190;81.0;37.0;37.0
526;Wettig gehuwd;Mannen;25 000 tot 50 000 euro;2006;2310;84.0;37.0;36.0
527;Wettig gehuwd;Mannen;25 000 tot 50 000 euro;2007;2470;91.0;37.0;36.0
528;Wettig gehuwd;Mannen;25 000 tot 50 000 euro;2008;2410;88.0;37.0;36.0
529;Wettig gehuwd;Mannen;25 000 tot 50 000 euro;2009;2540;94.0;37.0;36.0
530;Wettig gehuwd;Mannen;25 000 tot 50 000 euro;2010;2620;95.0;36.0;36.0
531;Wettig gehuwd;Mannen;25 000 tot 50 000 euro;2011;1950;73.0;37.0;37.0
532;Wettig gehuwd;Mannen;50 000 tot 100 000 euro;2005;4400;332.0;75.0;76.0
533;Wettig gehuwd;Mannen;50 000 tot 100 000 euro;2006;4390;331.0;75.0;76.0
534;Wettig gehuwd;Mannen;50 000 tot 100 000 euro;2007;4460;336.0;75.0;76.0
535;Wettig gehuwd;Mannen;50 000 tot 100 000 euro;2008;4650;350.0;75.0;75.0
536;Wettig gehuwd;Mannen;50 000 tot 100 000 euro;2009;4520;342.0;76.0;76.0
537;Wettig gehuwd;Mannen;50 000 tot 100 000 euro;2010;4430;333.0;75.0;75.0
538;Wettig gehuwd;Mannen;50 000 tot 100 000 euro;2011;4260;323.0;76.0;76.0
539;Wettig gehuwd;Mannen;100 000 tot 200 000 euro;2005;5760;815.0;142.0;138.0
540;Wettig gehuwd;Mannen;100 000 tot 200 000 euro;2006;6320;897.0;142.0;139.0
541;Wettig gehuwd;Mannen;100 000 tot 200 000 euro;2007;6650;950.0;143.0;139.0
542;Wettig gehuwd;Mannen;100 000 tot 200 000 euro;2008;6770;965.0;143.0;140.0
543;Wettig gehuwd;Mannen;100 000 tot 200 000 euro;2009;6940;991.0;143.0;140.0
