ID;AantalVertrekken;AantalPersonenPerVertrek;AantalSlaapruimten;Regio;Woningen_1
8263;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Velsen;2
8264;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Zaandam;1
8265;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Noord-Holland, gem. 10001 - 20000 inw.;3
8266;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Noord-Holland, gem. 5001 - 10000 inw.;20
8267;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Noord-Holland, gem. 2001 - 5000 inw.;48
8268;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Noord-Holland, gem. 1001 - 2000 inw.;14
8269;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Noord-Holland, gem. 501 - 1000 inw.;0
8270;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Noord-Holland, gem. 500 en minder inw.;0
8271;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Zuid-Holland, gem. 100001 en meer inw.;61
8272;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;'s-Gravenhage;9
8273;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Rotterdam;52
8274;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Zuid-Holland, gem. 50001 - 100000 inw.;18
8275;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Delft;4
8276;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Dordrecht;3
8277;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Leiden;5
8278;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Schiedam;6
8279;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Zuid-Holland, gem. 20001 - 50000 inw.;4
8280;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Gouda;0
8281;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Vlaardingen;4
8282;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Zuid-Holland, gem. 10001 - 20000 inw.;26
8283;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Zuid-Holland, gem. 5001 - 10000 inw.;24
8284;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Zuid-Holland, gem. 2001 - 5000 inw.;60
8285;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Zuid-Holland, gem. 1001 - 2000 inw.;23
8286;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Zuid-Holland, gem. 501 - 1000 inw.;7
8287;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Zuid-Holland, gem. 500 en minder inw.;1
8288;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Zeeland, gem. 20001 - 50000 inw.;0
8289;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Vlissingen;0
8290;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Zeeland, gem. 10001 - 20000 inw.;5
8291;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Zeeland, gem. 5001 - 10000 inw.;3
8292;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Zeeland, gem. 2001 - 5000 inw.;21
8293;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Zeeland, gem. 1001 - 2000 inw.;16
8294;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Zeeland, gem. 501 - 1000 inw.;9
8295;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Zeeland, gem. 500 en minder inw.;0
8296;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Noord-Brabant, gem. 50001 - 100000 inw.;0
8297;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Eindhoven;0
8298;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Tilburg;0
8299;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Noord-Brabant, gem. 20001 - 50000 inw.;23
8300;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Bergen op Zoom;4
8301;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Breda;6
8302;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Helmond;3
8303;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;'s-Hertogenbosch;4
8304;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Roosendaal en Nispen;6
8305;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Noord-Brabant, gem. 10001 - 20000 inw.;22
8306;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Noord-Brabant, gem. 5001 - 10000 inw.;56
8307;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Noord-Brabant, gem. 2001 - 5000 inw.;64
8308;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Noord-Brabant, gem. 1001 - 2000 inw.;20
8309;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Noord-Brabant, gem. 501 - 1000 inw.;2
8310;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Limburg, gem. 50001 - 100000 inw.;3
8311;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Maastricht;3
8312;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Limburg, gem. 20001 - 50000 inw.;0
8313;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Heerlen;0
8314;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Kerkrade;0
8315;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Venlo;0
8316;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Limburg, gem. 10001 - 20000 inw.;0
8317;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Limburg, gem. 5001 - 10000 inw.;0
8318;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Limburg, gem. 2001 - 5000 inw.;1
8319;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Limburg, gem. 1001 - 2000 inw.;0
8320;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Limburg, gem. 501 - 1000 inw.;0
8321;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Limburg, gem. 500 en minder inw.;0
8322;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Nederland;14
8323;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Groningen (provincie);0
8324;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Friesland;1
8325;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Drenthe;0
8326;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Overijssel;1
8327;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Gelderland;0
8328;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Utrecht (provincie);3
8329;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Noord-Holland;3
8330;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Zuid-Holland;3
8331;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Zeeland;1
8332;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Noord-Brabant;1
8333;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Limburg;1
8334;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Gemeenten met meer dan 100000 inwoners;2
8335;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Gemeenten met 50001 - 100000 inwoners;0
8336;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Gemeenten met 20001 - 50000 inwoners;1
8337;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Gemeenten met 10001 - 20000 inwoners;0
8338;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Gemeenten met 5001 - 10000 inwoners;5
8339;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Gemeenten met 2001 - 5000 inwoners;5
8340;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Gemeenten met 1001 - 2000 inwoners;0
8341;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Gemeenten met 501 - 1000 inwoners;1
8342;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Gemeenten met 500 of minder inwoners;0
8343;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Groningen, gem. 100001 en meer inw.;0
8344;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Groningen;0
8345;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Groningen, gem. 10001 - 20000 inw.;0
8346;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Groningen, gem. 5001 - 10000 inw.;0
8347;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Groningen, gem. 2001 - 5000 inw.;0
8348;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Groningen, gem. 1001 - 2000 inw.;0
8349;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Friesland, gem. 20001 - 50000 inw.;0
8350;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Leeuwarden;0
8351;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Friesland, gem. 10001 - 20000 inw.;0
8352;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Friesland, gem. 5001 - 10000 inw.;1
8353;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Friesland, gem. 2001 - 5000 inw.;0
8354;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Friesland, gem. 1001 - 2000 inw.;0
8355;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Friesland, gem. 501 - 1000 inw.;0
8356;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Drenthe, gem. 20001 - 50000 inw.;0
8357;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Emmen;0
8358;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Drenthe, gem. 10001 - 20000 inw.;0
8359;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Drenthe, gem. 5001 - 10000 inw.;0
8360;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Drenthe, gem. 2001 - 5000 inw.;0
8361;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Drenthe, gem. 1001 - 2000 inw.;0
8362;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Overijssel, gem. 50001 - 100000 inw.;0
8363;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Enschede;0
8364;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Overijssel, gem. 20001 - 50000 inw.;0
8365;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Almelo;0
8366;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Deventer;0
8367;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Hengelo (O.);0
8368;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Lonneker;0
8369;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Zwolle;0
8370;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Overijssel, gem. 10001 - 20000 inw.;0
8371;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Overijssel, gem. 5001 - 10000 inw.;1
8372;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Overijssel, gem. 2001 - 5000 inw.;0
8373;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Overijssel, gem. 1001 - 2000 inw.;0
8374;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Overijssel, gem. 501 - 1000 inw.;0
8375;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Gelderland, gem. 50001 - 100000 inw.;0
8376;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Apeldoorn;0
8377;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Arnhem;0
8378;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Nijmegen;0
8379;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Gelderland, gem. 20001 - 50000 inw.;0
8380;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Ede;0
8381;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Rheden;0
8382;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Gelderland, gem. 10001 - 20000 inw.;0
8383;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Gelderland, gem. 5001 - 10000 inw.;0
8384;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Gelderland, gem. 2001 - 5000 inw.;0
8385;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Gelderland, gem. 1001 - 2000 inw.;0
8386;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Gelderland, gem. 501 - 1000 inw.;0
8387;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Gelderland, gem. 500 en minder inw.;0
8388;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Utrecht, gem. 100001 en meer inw.;1
8389;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Utrecht;1
8390;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Utrecht, gem. 20001 - 50000 inw.;0
8391;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Amersfoort;0
8392;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Zeist;0
8393;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Utrecht, gem. 10001 - 20000 inw.;0
8394;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Utrecht, gem. 5001 - 10000 inw.;0
8395;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Utrecht, gem. 2001 - 5000 inw.;1
8396;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Utrecht, gem. 1001 - 2000 inw.;0
8397;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Utrecht, gem. 501 - 1000 inw.;1
8398;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Utrecht, gem. 500 en minder inw.;0
8399;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Noord-Holland, gem. 100001 en meer inw.;1
8400;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Amsterdam;1
8401;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Haarlem;0
8402;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Noord-Holland, gem. 50001 - 100000 inw.;0
8403;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Hilversum;0
8404;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Noord-Holland, gem. 20001 - 50000 inw.;1
8405;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Alkmaar;0
8406;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Bussum;0
8407;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Haarlemmermeer;1
8408;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Helder (Den);0
8409;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Velsen;0
8410;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Zaandam;0
8411;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Noord-Holland, gem. 10001 - 20000 inw.;0
8412;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Noord-Holland, gem. 5001 - 10000 inw.;0
8413;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Noord-Holland, gem. 2001 - 5000 inw.;1
8414;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Noord-Holland, gem. 1001 - 2000 inw.;0
8415;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Noord-Holland, gem. 501 - 1000 inw.;0
8416;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Noord-Holland, gem. 500 en minder inw.;0
8417;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Zuid-Holland, gem. 100001 en meer inw.;0
8418;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;'s-Gravenhage;0
8419;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Rotterdam;0
8420;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Zuid-Holland, gem. 50001 - 100000 inw.;0
8421;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Delft;0
8422;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Dordrecht;0
8423;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Leiden;0
8424;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Schiedam;0
8425;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Zuid-Holland, gem. 20001 - 50000 inw.;0
8426;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Gouda;0
8427;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Vlaardingen;0
8428;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Zuid-Holland, gem. 10001 - 20000 inw.;0
8429;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Zuid-Holland, gem. 5001 - 10000 inw.;1
8430;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Zuid-Holland, gem. 2001 - 5000 inw.;2
8431;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Zuid-Holland, gem. 1001 - 2000 inw.;0
8432;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Zuid-Holland, gem. 501 - 1000 inw.;0
8433;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Zuid-Holland, gem. 500 en minder inw.;0
8434;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Zeeland, gem. 20001 - 50000 inw.;0
8435;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 3 slaapruimten;Vlissingen;0
