ID;RegioS;Perioden;TotaalJongerenMetJeugdzorg_1;TotaalJeugdhulp_2;AlleenJeugdhulp_3;JHEnJeugdbeschermingJB_4;JHEnJeugdreclasseringJR_5;JHEnJBEnJR_6;TotaalJeugdbescherming_7;AlleenJeugdbescherming_8;JBEnJeugdhulp_9;JBEnJeugdreclasseringJR_10;JBEnJeugdhulpEnJR_11;TotaalJeugdreclassering_12;AlleenJeugdreclassering_13;JREnJeugdhulp_14;JREnJeugdbeschermingJB_15;JREnJeugdhulpEnJB_16
822;Bedum;2e halfjaar 2015;260.0;255.0;240.0;15.0;;;15.0;;15.0;;;;;;;
823;Bedum;2015;290.0;285.0;265.0;15.0;;;20.0;;15.0;;;10.0;;;;
824;Bedum;1e halfjaar 2016;245.0;245.0;215.0;25.0;;;25.0;;25.0;;;;;;;
825;Bedum;2e halfjaar 2016;255.0;245.0;220.0;25.0;;;25.0;;25.0;;;;;;;
826;Bedum;2016;275.0;270.0;240.0;25.0;;;30.0;;25.0;;;;;;;
827;Bedum;1e halfjaar 2017;260.0;255.0;230.0;25.0;;;25.0;;25.0;;;;;;;
828;Bedum;2e halfjaar 2017;275.0;270.0;250.0;20.0;;;20.0;;20.0;;;;;;;
829;Bedum;2017;300.0;295.0;270.0;20.0;;;20.0;;20.0;;;;;;;
830;Beek (L.);1e kwartaal 2015;235.0;225.0;205.0;20.0;;;30.0;10.0;20.0;;;;;;;
831;Beek (L.);1e halfjaar 2015;260.0;250.0;225.0;25.0;;;30.0;10.0;25.0;;;;;;;
832;Beek (L.);2e halfjaar 2015;285.0;275.0;250.0;25.0;;;30.0;;25.0;;;;;;;
833;Beek (L.);2015;315.0;305.0;275.0;25.0;;;35.0;;25.0;;;;;;;
834;Beek (L.);1e halfjaar 2016;265.0;255.0;230.0;25.0;;;35.0;10.0;25.0;;;;;;;
835;Beek (L.);2e halfjaar 2016;280.0;270.0;240.0;25.0;;;35.0;;25.0;;;;;;;
836;Beek (L.);2016;315.0;310.0;275.0;35.0;;;40.0;;35.0;;;;;;;
837;Beek (L.);1e halfjaar 2017;295.0;285.0;260.0;20.0;;;35.0;15.0;20.0;;;;;;;
838;Beek (L.);2e halfjaar 2017;300.0;290.0;265.0;25.0;;;35.0;10.0;25.0;;;;;;;
839;Beek (L.);2017;345.0;335.0;305.0;30.0;;;40.0;10.0;30.0;;;;;;;
840;Beemster;1e kwartaal 2015;105.0;105.0;95.0;10.0;;;10.0;;10.0;;;;;;;
841;Beemster;1e halfjaar 2015;120.0;120.0;115.0;10.0;;;10.0;;10.0;;;;;;;
842;Beemster;2e halfjaar 2015;135.0;135.0;125.0;10.0;;;10.0;;10.0;;;;;;;
843;Beemster;2015;150.0;150.0;140.0;10.0;;;10.0;;10.0;;;;;;;
844;Beemster;1e halfjaar 2016;130.0;130.0;120.0;10.0;;;10.0;;10.0;;;;;;;
845;Beemster;2e halfjaar 2016;135.0;135.0;125.0;;;;;;;;;;;;;
846;Beemster;2016;150.0;145.0;140.0;;;;10.0;;;;;;;;;
847;Beemster;1e halfjaar 2017;115.0;115.0;100.0;10.0;;;10.0;;10.0;;;;;;;
848;Beemster;2e halfjaar 2017;120.0;115.0;100.0;15.0;;;15.0;;15.0;;;;;;;
849;Beemster;2017;140.0;135.0;120.0;15.0;;;15.0;;15.0;;;;;;;
850;Beesel;1e kwartaal 2015;190.0;175.0;155.0;15.0;;;30.0;15.0;15.0;;;;;;;
851;Beesel;1e halfjaar 2015;220.0;205.0;185.0;15.0;;;30.0;15.0;15.0;;;;;;;
852;Beesel;2e halfjaar 2015;245.0;230.0;205.0;20.0;;;30.0;10.0;20.0;;;;;;;
853;Beesel;2015;270.0;255.0;230.0;20.0;;;35.0;10.0;20.0;;;;;;;
854;Beesel;1e halfjaar 2016;265.0;255.0;235.0;20.0;;;25.0;;20.0;;;;;;;
855;Beesel;2e halfjaar 2016;285.0;275.0;260.0;15.0;;;20.0;;15.0;;;;;;;
856;Beesel;2016;315.0;305.0;285.0;20.0;;;25.0;;20.0;;;;;;;
857;Beesel;1e halfjaar 2017;265.0;260.0;240.0;15.0;;;20.0;;15.0;;;;;;;
858;Beesel;2e halfjaar 2017;275.0;270.0;250.0;20.0;;;25.0;;20.0;;;;;;;
859;Beesel;2017;315.0;305.0;280.0;20.0;;;30.0;;20.0;;;;;;;
860;Bellingwedde;1e kwartaal 2015;165.0;165.0;145.0;20.0;;;25.0;;20.0;;;;;;;
861;Bellingwedde;1e halfjaar 2015;175.0;175.0;150.0;25.0;;;25.0;;25.0;;;;;;;
862;Bellingwedde;2e halfjaar 2015;180.0;175.0;150.0;25.0;;;25.0;;25.0;;;;;;;
863;Bellingwedde;2015;190.0;190.0;165.0;25.0;;;25.0;;25.0;;;;;;;
864;Bellingwedde;1e halfjaar 2016;155.0;155.0;130.0;25.0;;;30.0;;25.0;;;;;;;
865;Bellingwedde;2e halfjaar 2016;165.0;160.0;140.0;25.0;;;25.0;;25.0;;;;;;;
866;Bellingwedde;2016;175.0;170.0;145.0;25.0;;;30.0;;25.0;;;;;;;
867;Bellingwedde;1e halfjaar 2017;185.0;180.0;155.0;25.0;;;30.0;;25.0;;;;;;;
868;Bellingwedde;2e halfjaar 2017;190.0;185.0;160.0;25.0;;;30.0;;25.0;;;;;;;
869;Bellingwedde;2017;205.0;200.0;175.0;30.0;;;35.0;;30.0;;;;;;;
870;Berg en Dal;1e kwartaal 2015;;;;;;;;;;;;;;;;
871;Berg en Dal;1e halfjaar 2015;;;;;;;;;;;;;;;;
872;Berg en Dal;2e halfjaar 2015;;;;;;;;;;;;;;;;
873;Berg en Dal;2015;;;;;;;;;;;;;;;;
874;Berg en Dal;1e halfjaar 2016;540.0;510.0;460.0;50.0;;;75.0;25.0;50.0;;;;;;;
875;Berg en Dal;2e halfjaar 2016;580.0;555.0;500.0;45.0;;;70.0;25.0;45.0;;;15.0;;;;
876;Berg en Dal;2016;665.0;640.0;575.0;55.0;;;85.0;25.0;55.0;;;15.0;;;;
877;Berg en Dal;1e halfjaar 2017;575.0;550.0;495.0;50.0;;;70.0;20.0;50.0;;;15.0;10.0;;;
878;Berg en Dal;2e halfjaar 2017;585.0;560.0;505.0;45.0;;;65.0;20.0;45.0;;;15.0;;;;
879;Berg en Dal;2017;685.0;660.0;600.0;55.0;;;70.0;15.0;55.0;;;15.0;10.0;;;
880;Bergeijk;1e kwartaal 2015;260.0;250.0;230.0;20.0;;;30.0;10.0;20.0;;;;;;;
881;Bergeijk;1e halfjaar 2015;300.0;295.0;270.0;25.0;;;30.0;10.0;25.0;;;;;;;
882;Bergeijk;2e halfjaar 2015;300.0;290.0;260.0;25.0;;;40.0;10.0;25.0;;;;;;;
883;Bergeijk;2015;360.0;345.0;320.0;25.0;;;40.0;10.0;25.0;;;;;;;
884;Bergeijk;1e halfjaar 2016;285.0;280.0;255.0;25.0;;;30.0;10.0;25.0;;;;;;;
885;Bergeijk;2e halfjaar 2016;310.0;300.0;275.0;25.0;;;35.0;10.0;25.0;;;;;;;
886;Bergeijk;2016;355.0;345.0;315.0;25.0;;;40.0;10.0;25.0;;;;;;;
887;Bergeijk;1e halfjaar 2017;280.0;270.0;255.0;20.0;;;30.0;10.0;20.0;;;;;;;
888;Bergeijk;2e halfjaar 2017;300.0;290.0;270.0;15.0;;;25.0;10.0;15.0;;;;;;;
889;Bergeijk;2017;345.0;330.0;310.0;20.0;;;30.0;10.0;20.0;;;;;;;
890;Bergen (L.);1e kwartaal 2015;190.0;180.0;165.0;15.0;;;25.0;10.0;15.0;;;;;;;
891;Bergen (L.);1e halfjaar 2015;225.0;210.0;195.0;15.0;;;30.0;15.0;15.0;;;;;;;
892;Bergen (L.);2e halfjaar 2015;240.0;230.0;210.0;20.0;;;30.0;10.0;20.0;;;;;;;
893;Bergen (L.);2015;265.0;255.0;235.0;20.0;;;35.0;10.0;20.0;;;;;;;
894;Bergen (L.);1e halfjaar 2016;240.0;240.0;215.0;20.0;;;20.0;;20.0;;;;;;;
895;Bergen (L.);2e halfjaar 2016;250.0;240.0;220.0;20.0;;;20.0;;20.0;;;;;;;
896;Bergen (L.);2016;280.0;275.0;250.0;20.0;;;25.0;;20.0;;;;;;;
897;Bergen (L.);1e halfjaar 2017;250.0;240.0;215.0;20.0;;;25.0;;20.0;;;10.0;;;;
898;Bergen (L.);2e halfjaar 2017;245.0;240.0;215.0;15.0;;;20.0;;15.0;;;10.0;;;;
899;Bergen (L.);2017;280.0;275.0;250.0;20.0;;;25.0;;20.0;;;10.0;;;;
900;Bergen (NH.);1e kwartaal 2015;320.0;305.0;275.0;25.0;;;40.0;10.0;25.0;;;10.0;;;;
901;Bergen (NH.);1e halfjaar 2015;370.0;355.0;320.0;25.0;;;40.0;10.0;25.0;;;10.0;;;;
902;Bergen (NH.);2e halfjaar 2015;420.0;405.0;370.0;25.0;;;40.0;10.0;25.0;;;10.0;;;;
903;Bergen (NH.);2015;460.0;445.0;410.0;30.0;;;45.0;10.0;30.0;;;10.0;;;;
904;Bergen (NH.);1e halfjaar 2016;430.0;410.0;390.0;20.0;;;30.0;10.0;20.0;;;;;;;
905;Bergen (NH.);2e halfjaar 2016;450.0;430.0;405.0;25.0;;;35.0;10.0;25.0;;;;;;;
906;Bergen (NH.);2016;500.0;480.0;450.0;30.0;;;40.0;10.0;30.0;;;10.0;;;;
907;Bergen (NH.);1e halfjaar 2017;380.0;370.0;345.0;25.0;;;30.0;;25.0;;;;;;;
908;Bergen (NH.);2e halfjaar 2017;410.0;395.0;370.0;25.0;;;30.0;10.0;25.0;;;;;;;
909;Bergen (NH.);2017;460.0;450.0;420.0;30.0;;;35.0;;30.0;;;;;;;
910;Bergen op Zoom;1e kwartaal 2015;1010.0;975.0;870.0;85.0;10.0;;105.0;15.0;85.0;;;35.0;20.0;10.0;;
911;Bergen op Zoom;1e halfjaar 2015;1170.0;1130.0;1020.0;95.0;15.0;;110.0;15.0;95.0;;;40.0;20.0;15.0;;
912;Bergen op Zoom;2e halfjaar 2015;1325.0;1285.0;1170.0;95.0;15.0;;120.0;20.0;95.0;;;40.0;25.0;15.0;;
913;Bergen op Zoom;2015;1455.0;1410.0;1280.0;105.0;20.0;;130.0;20.0;105.0;;;50.0;25.0;20.0;;
914;Bergen op Zoom;1e halfjaar 2016;1200.0;1160.0;1050.0;90.0;15.0;;115.0;20.0;90.0;;;35.0;20.0;15.0;;
915;Bergen op Zoom;2e halfjaar 2016;1235.0;1195.0;1095.0;85.0;10.0;;110.0;25.0;85.0;;;35.0;20.0;10.0;;
916;Bergen op Zoom;2016;1430.0;1390.0;1270.0;95.0;15.0;;125.0;20.0;95.0;;;45.0;20.0;15.0;;
917;Bergen op Zoom;1e halfjaar 2017;1190.0;1150.0;1050.0;90.0;10.0;;110.0;20.0;90.0;;;30.0;20.0;10.0;;
918;Bergen op Zoom;2e halfjaar 2017;1365.0;1330.0;1220.0;95.0;10.0;;115.0;20.0;95.0;;;35.0;20.0;10.0;;
919;Bergen op Zoom;2017;1500.0;1465.0;1345.0;105.0;15.0;;120.0;15.0;105.0;;;40.0;25.0;15.0;;
920;Berkelland;1e kwartaal 2015;635.0;595.0;520.0;70.0;;;95.0;20.0;70.0;;;25.0;15.0;;;
921;Berkelland;1e halfjaar 2015;730.0;690.0;610.0;70.0;;;100.0;25.0;70.0;;;25.0;15.0;;;
922;Berkelland;2e halfjaar 2015;775.0;735.0;655.0;70.0;10.0;;95.0;25.0;70.0;;;25.0;15.0;10.0;;
923;Berkelland;2015;875.0;830.0;740.0;80.0;10.0;;105.0;25.0;80.0;;;35.0;20.0;10.0;;
924;Berkelland;1e halfjaar 2016;730.0;690.0;630.0;60.0;;;85.0;25.0;60.0;;;20.0;15.0;;;
925;Berkelland;2e halfjaar 2016;750.0;715.0;655.0;55.0;;;75.0;20.0;55.0;;;15.0;10.0;;;
926;Berkelland;2016;865.0;825.0;755.0;65.0;;;90.0;25.0;65.0;;;20.0;15.0;;;
927;Berkelland;1e halfjaar 2017;710.0;685.0;635.0;45.0;;;65.0;20.0;45.0;;;10.0;;;;
928;Berkelland;2e halfjaar 2017;745.0;720.0;670.0;45.0;;;65.0;20.0;45.0;;;10.0;;;;
929;Berkelland;2017;845.0;820.0;760.0;50.0;;;70.0;20.0;50.0;;;15.0;;;;
930;Bernheze;1e kwartaal 2015;530.0;510.0;485.0;30.0;;;45.0;20.0;30.0;;;;;;;
931;Bernheze;1e halfjaar 2015;630.0;605.0;575.0;30.0;;;45.0;15.0;30.0;;;;;;;
932;Bernheze;2e halfjaar 2015;640.0;620.0;585.0;30.0;;;45.0;15.0;30.0;;;;;;;
933;Bernheze;2015;805.0;785.0;750.0;35.0;;;50.0;15.0;35.0;;;;;;;
934;Bernheze;1e halfjaar 2016;530.0;520.0;490.0;30.0;;;35.0;;30.0;;;;;;;
935;Bernheze;2e halfjaar 2016;605.0;595.0;560.0;35.0;;;40.0;;35.0;;;;;;;
936;Bernheze;2016;740.0;730.0;690.0;40.0;;;45.0;;40.0;;;;;;;
937;Bernheze;1e halfjaar 2017;550.0;540.0;510.0;30.0;;;40.0;;30.0;;;;;;;
938;Bernheze;2e halfjaar 2017;595.0;580.0;545.0;35.0;;;50.0;10.0;35.0;;;;;;;
939;Bernheze;2017;705.0;685.0;645.0;40.0;;;55.0;15.0;40.0;;;;;;;
940;Best;1e kwartaal 2015;365.0;350.0;335.0;15.0;;;25.0;;15.0;;;10.0;;;;
941;Best;1e halfjaar 2015;430.0;415.0;390.0;20.0;;;30.0;10.0;20.0;;;10.0;10.0;;;
942;Best;2e halfjaar 2015;500.0;485.0;460.0;25.0;;;30.0;;25.0;;;;;;;
943;Best;2015;540.0;525.0;495.0;25.0;;;35.0;;25.0;;;10.0;10.0;;;
944;Best;1e halfjaar 2016;535.0;530.0;505.0;25.0;;;30.0;;25.0;;;;;;;
945;Best;2e halfjaar 2016;550.0;545.0;520.0;20.0;;;25.0;;20.0;;;;;;;
946;Best;2016;615.0;605.0;580.0;25.0;;;30.0;;25.0;;;;;;;
947;Best;1e halfjaar 2017;535.0;520.0;500.0;20.0;;;30.0;;20.0;;;;;;;
948;Best;2e halfjaar 2017;590.0;580.0;550.0;25.0;;;35.0;10.0;25.0;;;;;;;
949;Best;2017;665.0;655.0;625.0;25.0;;;35.0;10.0;25.0;;;;;;;
950;Beuningen;1e kwartaal 2015;415.0;400.0;375.0;25.0;;;35.0;10.0;25.0;;;;;;;
951;Beuningen;1e halfjaar 2015;475.0;465.0;430.0;30.0;;;35.0;;30.0;;;;;;;
952;Beuningen;2e halfjaar 2015;510.0;500.0;470.0;30.0;;;35.0;;30.0;;;;;;;
953;Beuningen;2015;575.0;565.0;530.0;30.0;;;40.0;;30.0;;;10.0;;;;
954;Beuningen;1e halfjaar 2016;515.0;505.0;475.0;25.0;;;35.0;10.0;25.0;;;;;;;
955;Beuningen;2e halfjaar 2016;535.0;525.0;490.0;25.0;;;40.0;10.0;25.0;;;;;;;
956;Beuningen;2016;620.0;605.0;570.0;30.0;;;45.0;10.0;30.0;;;;;;;
957;Beuningen;1e halfjaar 2017;540.0;525.0;500.0;25.0;;;35.0;10.0;25.0;;;;;;;
958;Beuningen;2e halfjaar 2017;555.0;545.0;520.0;25.0;;;30.0;;25.0;;;;;;;
959;Beuningen;2017;645.0;635.0;605.0;25.0;;;35.0;10.0;25.0;;;;;;;
960;Beverwijk;1e kwartaal 2015;650.0;605.0;535.0;65.0;;;95.0;25.0;65.0;;;25.0;15.0;;;
961;Beverwijk;1e halfjaar 2015;730.0;685.0;610.0;70.0;;;100.0;25.0;70.0;;;30.0;20.0;;;
962;Beverwijk;2e halfjaar 2015;740.0;695.0;625.0;60.0;;;90.0;25.0;60.0;;;25.0;20.0;;;
963;Beverwijk;2015;840.0;790.0;700.0;80.0;;;115.0;30.0;80.0;;;35.0;20.0;;;
964;Beverwijk;1e halfjaar 2016;785.0;740.0;660.0;70.0;;;100.0;25.0;70.0;;;25.0;15.0;;;
965;Beverwijk;2e halfjaar 2016;785.0;750.0;675.0;65.0;;;90.0;20.0;65.0;;;25.0;15.0;;;
966;Beverwijk;2016;895.0;855.0;765.0;75.0;;;105.0;25.0;75.0;;;30.0;15.0;;;
967;Beverwijk;1e halfjaar 2017;685.0;660.0;590.0;60.0;;;80.0;20.0;60.0;;;15.0;10.0;;;
968;Beverwijk;2e halfjaar 2017;685.0;655.0;595.0;50.0;;;75.0;20.0;50.0;;;15.0;10.0;;;
969;Beverwijk;2017;800.0;770.0;695.0;65.0;10.0;;90.0;20.0;65.0;;;20.0;10.0;10.0;;
970;het Bildt;1e kwartaal 2015;200.0;195.0;160.0;35.0;;;40.0;;35.0;;;;;;;
971;het Bildt;1e halfjaar 2015;220.0;215.0;185.0;30.0;;;35.0;;30.0;;;;;;;
972;het Bildt;2e halfjaar 2015;235.0;230.0;200.0;30.0;;;35.0;;30.0;;;;;;;
973;het Bildt;2015;255.0;250.0;215.0;30.0;;;40.0;;30.0;;;;;;;
974;het Bildt;1e halfjaar 2016;220.0;210.0;175.0;35.0;;;45.0;10.0;35.0;;;;;;;
975;het Bildt;2e halfjaar 2016;215.0;205.0;170.0;35.0;;;45.0;10.0;35.0;;;;;;;
976;het Bildt;2016;245.0;235.0;195.0;35.0;;;45.0;10.0;35.0;;;;;;;
977;het Bildt;1e halfjaar 2017;215.0;210.0;180.0;30.0;;;40.0;10.0;30.0;;;;;;;
978;het Bildt;2e halfjaar 2017;230.0;220.0;195.0;25.0;;;30.0;10.0;25.0;;;;;;;
979;het Bildt;2017;255.0;250.0;220.0;30.0;;;35.0;10.0;30.0;;;;;;;
980;De Bilt;1e kwartaal 2015;540.0;505.0;470.0;30.0;;;60.0;30.0;30.0;;;10.0;;;;
981;De Bilt;1e halfjaar 2015;625.0;590.0;555.0;35.0;;;65.0;30.0;35.0;;;;;;;
982;De Bilt;2e halfjaar 2015;635.0;605.0;570.0;30.0;;;55.0;25.0;30.0;;;10.0;;;;
983;De Bilt;2015;745.0;710.0;665.0;40.0;;;75.0;30.0;40.0;;;10.0;;;;
984;De Bilt;1e halfjaar 2016;665.0;640.0;595.0;40.0;;;60.0;20.0;40.0;;;10.0;;;;
985;De Bilt;2e halfjaar 2016;705.0;685.0;640.0;40.0;;;55.0;15.0;40.0;;;10.0;;;;
986;De Bilt;2016;815.0;795.0;740.0;45.0;;;60.0;15.0;45.0;;;15.0;;;;
987;De Bilt;1e halfjaar 2017;630.0;615.0;575.0;35.0;;;50.0;15.0;35.0;;;;;;;
988;De Bilt;2e halfjaar 2017;630.0;610.0;570.0;35.0;;;50.0;10.0;35.0;;;10.0;;;;
989;De Bilt;2017;760.0;745.0;690.0;45.0;;;60.0;10.0;45.0;;;10.0;;;;
990;Binnenmaas;1e kwartaal 2015;450.0;435.0;415.0;20.0;;;35.0;15.0;20.0;;;;;;;
991;Binnenmaas;1e halfjaar 2015;545.0;535.0;510.0;25.0;;;35.0;;25.0;;;;;;;
992;Binnenmaas;2e halfjaar 2015;615.0;605.0;575.0;30.0;;;35.0;;30.0;;;;;;;
993;Binnenmaas;2015;680.0;670.0;640.0;30.0;;;40.0;;30.0;;;;;;;
994;Binnenmaas;1e halfjaar 2016;580.0;575.0;540.0;30.0;;;40.0;;30.0;;;;;;;
995;Binnenmaas;2e halfjaar 2016;585.0;580.0;535.0;40.0;;;45.0;;40.0;;;;;;;
996;Binnenmaas;2016;700.0;690.0;645.0;45.0;;;50.0;;45.0;;;;;;;
997;Binnenmaas;1e halfjaar 2017;570.0;560.0;520.0;40.0;;;50.0;10.0;40.0;;;;;;;
998;Binnenmaas;2e halfjaar 2017;555.0;540.0;505.0;40.0;;;50.0;10.0;40.0;;;;;;;
999;Binnenmaas;2017;670.0;655.0;610.0;40.0;;;55.0;10.0;40.0;;;;;;;
1000;Bladel;1e kwartaal 2015;250.0;235.0;225.0;10.0;;;20.0;10.0;10.0;;;;;;;
1001;Bladel;1e halfjaar 2015;285.0;270.0;260.0;10.0;;;20.0;10.0;10.0;;;;;;;
1002;Bladel;2e halfjaar 2015;280.0;275.0;265.0;10.0;;;15.0;;10.0;;;;;;;
1003;Bladel;2015;330.0;310.0;300.0;10.0;;;25.0;15.0;10.0;;;;;;;
1004;Bladel;1e halfjaar 2016;290.0;280.0;270.0;10.0;;;20.0;10.0;10.0;;;;;;;
1005;Bladel;2e halfjaar 2016;305.0;300.0;290.0;;;;10.0;;;;;;;;;
1006;Bladel;2016;350.0;340.0;335.0;10.0;;;15.0;;10.0;;;;;;;
1007;Bladel;1e halfjaar 2017;335.0;320.0;310.0;10.0;;;20.0;10.0;10.0;;;;;;;
1008;Bladel;2e halfjaar 2017;340.0;335.0;320.0;10.0;;;15.0;;10.0;;;;;;;
1009;Bladel;2017;395.0;385.0;375.0;15.0;;;20.0;;15.0;;;;;;;
1010;Blaricum;1e kwartaal 2015;110.0;110.0;100.0;10.0;;;10.0;;10.0;;;;;;;
1011;Blaricum;1e halfjaar 2015;135.0;125.0;120.0;10.0;;;15.0;;10.0;;;;;;;
1012;Blaricum;2e halfjaar 2015;145.0;140.0;130.0;;;;10.0;;;;;;;;;
1013;Blaricum;2015;165.0;160.0;150.0;10.0;;;15.0;;10.0;;;;;;;
1014;Blaricum;1e halfjaar 2016;135.0;125.0;120.0;;;;10.0;;;;;;;;;
1015;Blaricum;2e halfjaar 2016;140.0;140.0;130.0;;;;10.0;;;;;;;;;
1016;Blaricum;2016;165.0;160.0;150.0;10.0;;;15.0;;10.0;;;;;;;
1017;Blaricum;1e halfjaar 2017;135.0;135.0;130.0;10.0;;;10.0;;10.0;;;;;;;
1018;Blaricum;2e halfjaar 2017;145.0;145.0;135.0;10.0;;;10.0;;10.0;;;;;;;
1019;Blaricum;2017;175.0;175.0;165.0;10.0;;;15.0;;10.0;;;;;;;
1020;Bloemendaal;1e kwartaal 2015;225.0;205.0;200.0;;;;20.0;15.0;;;;;;;;
1021;Bloemendaal;1e halfjaar 2015;265.0;250.0;235.0;10.0;;;25.0;15.0;10.0;;;;;;;
1022;Bloemendaal;2e halfjaar 2015;280.0;265.0;255.0;10.0;;;15.0;10.0;10.0;;;10.0;;;;
1023;Bloemendaal;2015;320.0;305.0;290.0;10.0;;;25.0;10.0;10.0;;;10.0;;;;
1024;Bloemendaal;1e halfjaar 2016;300.0;295.0;285.0;;;;10.0;;;;;;;;;
1025;Bloemendaal;2e halfjaar 2016;315.0;310.0;305.0;;;;;;;;;;;;;
1026;Bloemendaal;2016;380.0;370.0;365.0;;;;10.0;;;;;;;;;
1027;Bloemendaal;1e halfjaar 2017;290.0;285.0;275.0;;;;10.0;;;;;;;;;
1028;Bloemendaal;2e halfjaar 2017;295.0;290.0;280.0;;;;15.0;;;;;;;;;
1029;Bloemendaal;2017;365.0;360.0;345.0;10.0;;;15.0;;10.0;;;;;;;
1030;Bodegraven-Reeuwijk;1e kwartaal 2015;515.0;500.0;465.0;35.0;;;40.0;;35.0;;;10.0;;;;
1031;Bodegraven-Reeuwijk;1e halfjaar 2015;580.0;570.0;530.0;35.0;;;40.0;;35.0;;;10.0;;;;
1032;Bodegraven-Reeuwijk;2e halfjaar 2015;615.0;600.0;565.0;30.0;;;40.0;;30.0;;;10.0;;;;
1033;Bodegraven-Reeuwijk;2015;710.0;695.0;655.0;35.0;;;40.0;;35.0;;;10.0;;;;
1034;Bodegraven-Reeuwijk;1e halfjaar 2016;625.0;610.0;575.0;30.0;;;40.0;10.0;30.0;;;10.0;;;;
1035;Bodegraven-Reeuwijk;2e halfjaar 2016;620.0;610.0;575.0;30.0;;;35.0;;30.0;;;10.0;;;;
1036;Bodegraven-Reeuwijk;2016;725.0;715.0;670.0;35.0;;;45.0;10.0;35.0;;;10.0;;;;
1037;Bodegraven-Reeuwijk;1e halfjaar 2017;650.0;635.0;585.0;45.0;;;55.0;15.0;45.0;;;10.0;;;;
1038;Bodegraven-Reeuwijk;2e halfjaar 2017;690.0;675.0;605.0;60.0;;;75.0;10.0;60.0;;;10.0;;;;
1039;Bodegraven-Reeuwijk;2017;805.0;795.0;720.0;65.0;;;75.0;10.0;65.0;;;15.0;;;;
1040;Boekel;1e kwartaal 2015;175.0;165.0;155.0;;;;15.0;10.0;;;;;;;;
1041;Boekel;1e halfjaar 2015;200.0;190.0;185.0;10.0;;;15.0;10.0;10.0;;;;;;;
1042;Boekel;2e halfjaar 2015;205.0;195.0;185.0;10.0;;;15.0;10.0;10.0;;;;;;;
1043;Boekel;2015;260.0;250.0;240.0;10.0;;;15.0;10.0;10.0;;;;;;;
1044;Boekel;1e halfjaar 2016;180.0;175.0;165.0;10.0;;;15.0;;10.0;;;;;;;
1045;Boekel;2e halfjaar 2016;190.0;180.0;170.0;10.0;;;15.0;10.0;10.0;;;;;;;
1046;Boekel;2016;225.0;215.0;200.0;10.0;;;20.0;;10.0;;;;;;;
1047;Boekel;1e halfjaar 2017;185.0;180.0;170.0;10.0;;;15.0;;10.0;;;;;;;
1048;Boekel;2e halfjaar 2017;200.0;195.0;185.0;15.0;;;15.0;;15.0;;;;;;;
1049;Boekel;2017;225.0;225.0;210.0;15.0;;;15.0;;15.0;;;;;;;
1050;Ten Boer;1e kwartaal 2015;175.0;170.0;155.0;10.0;;;15.0;;10.0;;;;;;;
1051;Ten Boer;1e halfjaar 2015;190.0;185.0;170.0;10.0;;;15.0;;10.0;;;;;;;
1052;Ten Boer;2e halfjaar 2015;190.0;185.0;170.0;10.0;;;10.0;;10.0;;;;;;;
1053;Ten Boer;2015;220.0;215.0;200.0;15.0;;;15.0;;15.0;;;;;;;
1054;Ten Boer;1e halfjaar 2016;175.0;170.0;155.0;10.0;;;15.0;;10.0;;;;;;;
1055;Ten Boer;2e halfjaar 2016;185.0;185.0;170.0;10.0;;;10.0;;10.0;;;;;;;
1056;Ten Boer;2016;205.0;205.0;185.0;10.0;;;15.0;;10.0;;;;;;;
1057;Ten Boer;1e halfjaar 2017;205.0;200.0;185.0;10.0;;;10.0;;10.0;;;10.0;;;;
1058;Ten Boer;2e halfjaar 2017;200.0;200.0;185.0;10.0;;;10.0;;10.0;;;10.0;;;;
1059;Ten Boer;2017;230.0;225.0;210.0;10.0;;;10.0;;10.0;;;10.0;;;;
1060;Borger-Odoorn;1e kwartaal 2015;470.0;435.0;400.0;35.0;;;60.0;20.0;35.0;;;10.0;10.0;;;
1061;Borger-Odoorn;1e halfjaar 2015;515.0;485.0;450.0;35.0;;;55.0;20.0;35.0;;;10.0;10.0;;;
1062;Borger-Odoorn;2e halfjaar 2015;565.0;540.0;500.0;40.0;;;60.0;15.0;40.0;;;10.0;;;;
1063;Borger-Odoorn;2015;605.0;580.0;535.0;45.0;;;60.0;15.0;45.0;;;10.0;10.0;;;
1064;Borger-Odoorn;1e halfjaar 2016;540.0;520.0;470.0;50.0;;;65.0;15.0;50.0;;;;;;;
1065;Borger-Odoorn;2e halfjaar 2016;515.0;490.0;440.0;50.0;;;65.0;20.0;50.0;;;;;;;
1066;Borger-Odoorn;2016;585.0;570.0;510.0;55.0;;;70.0;15.0;55.0;;;10.0;;;;
1067;Borger-Odoorn;1e halfjaar 2017;540.0;530.0;470.0;55.0;;;65.0;;55.0;;;;;;;
1068;Borger-Odoorn;2e halfjaar 2017;565.0;560.0;500.0;55.0;;;60.0;;55.0;;;;;;;
1069;Borger-Odoorn;2017;605.0;590.0;530.0;60.0;;;65.0;10.0;60.0;;;10.0;;;;
1070;Borne;1e kwartaal 2015;300.0;285.0;255.0;25.0;;;35.0;10.0;25.0;;;;;;;
1071;Borne;1e halfjaar 2015;335.0;320.0;290.0;30.0;;;40.0;10.0;30.0;;;;;;;
1072;Borne;2e halfjaar 2015;345.0;335.0;305.0;30.0;;;35.0;;30.0;;;;;;;
