ID;BedrijfstakkenBranches;Perioden;PrijsindexArbeid_1;JaarmutatiePrijsVanArbeid_2;LoonkostenPerGewerktUur2010100_3;JaarmutatieLoonkostenPerGewerktUur_4;Structuureffect_5
1223;O-Q Overheid en zorg;2013 januari - 2013 december;105.5;1.6;106.8;2.4;0.8
1224;O-Q Overheid en zorg;2013 april - 2014 maart;105.4;0.1;106.9;0.9;0.8
1225;O-Q Overheid en zorg;2013 juli - 2014 juni;105.8;0.2;107.5;1.1;0.8
1226;O-Q Overheid en zorg;2013 oktober - 2014 september;105.6;0.0;107.5;0.7;0.8
1227;O-Q Overheid en zorg;2014 januari - 2014 december;106.3;0.7;108.4;1.5;0.7
1228;O-Q Overheid en zorg;2014 april - 2015 maart;106.6;1.1;108.8;1.7;0.6
1229;O-Q Overheid en zorg;2014 juli - 2015 juni;107.0;1.2;109.4;1.7;0.6
1230;O-Q Overheid en zorg;2014 oktober - 2015 september;107.8;2.1;110.4;2.6;0.5
1231;O-Q Overheid en zorg;2015 januari - 2015 december;107.5;1.1;110.1;1.6;0.5
1232;O-Q Overheid en zorg;2015 april - 2016 maart;108.2;1.5;111.0;2.0;0.4
1233;O-Q Overheid en zorg;2015 juli - 2016 juni;107.8;0.8;110.7;1.2;0.4
1234;O-Q Overheid en zorg;2015 oktober - 2016 september;108.0;0.2;110.9;0.4;0.3
1235;O-Q Overheid en zorg;2016 januari - 2016 december ;109.1;1.5;112.0;1.7;0.2
1236;O-Q Overheid en zorg;2016 april - 2017 maart;108.5;0.3;111.4;0.4;0.1
1237;O-Q Overheid en zorg;2016 juli - 2017 juni;109.7;1.8;112.6;1.7;0.0
1238;O-Q Overheid en zorg;2016 oktober - 2017 september;110.3;2.2;113.1;2.0;-0.1
1239;O-Q Overheid en zorg;2017 januari - 2017 december;111.7;2.4;114.4;2.2;-0.2
1240;O Openbaar bestuur en overheidsdiensten;2001;77.3;;74.5;;
1241;O Openbaar bestuur en overheidsdiensten;2002;80.7;4.4;77.7;4.3;-0.1
1242;O Openbaar bestuur en overheidsdiensten;2003;82.8;2.6;80.3;3.3;0.7
1243;O Openbaar bestuur en overheidsdiensten;2004;85.7;3.5;83.9;4.5;1.0
1244;O Openbaar bestuur en overheidsdiensten;2005;88.1;2.8;86.9;3.6;0.8
1245;O Openbaar bestuur en overheidsdiensten;2006;91.1;3.4;90.1;3.6;0.2
1246;O Openbaar bestuur en overheidsdiensten;2007;94.8;4.0;94.0;4.4;0.3
1247;O Openbaar bestuur en overheidsdiensten;2008;98.2;3.6;97.7;3.9;0.2
1248;O Openbaar bestuur en overheidsdiensten;2009;100.5;2.4;100.4;2.7;0.4
1249;O Openbaar bestuur en overheidsdiensten;2010;100.0;-0.5;100.0;-0.4;0.2
1250;O Openbaar bestuur en overheidsdiensten;2011;101.1;1.1;102.2;2.2;1.0
1251;O Openbaar bestuur en overheidsdiensten;2012;103.6;2.4;105.3;3.1;0.6
1252;O Openbaar bestuur en overheidsdiensten;2013;103.7;0.1;106.1;0.8;0.6
1253;O Openbaar bestuur en overheidsdiensten;2014;103.6;-0.2;106.5;0.3;0.5
1254;O Openbaar bestuur en overheidsdiensten;2015;105.8;2.1;109.3;2.7;0.5
1255;O Openbaar bestuur en overheidsdiensten;2016;106.8;1.0;110.7;1.3;0.3
1256;O Openbaar bestuur en overheidsdiensten;2017;110.1;3.1;114.5;3.4;0.3
1257;O Openbaar bestuur en overheidsdiensten;2006 januari - 2006 december;91.1;3.4;90.1;3.6;0.2
1258;O Openbaar bestuur en overheidsdiensten;2006 april - 2007 maart;92.2;;91.3;;
1259;O Openbaar bestuur en overheidsdiensten;2006 juli - 2007 juni;93.1;;92.2;;
1260;O Openbaar bestuur en overheidsdiensten;2006 oktober - 2007 september;93.8;;93.1;;
1261;O Openbaar bestuur en overheidsdiensten;2007 januari - 2007 december;94.8;4.0;94.0;4.4;0.3
1262;O Openbaar bestuur en overheidsdiensten;2007 april - 2008 maart;95.6;3.6;94.9;3.9;0.2
1263;O Openbaar bestuur en overheidsdiensten;2007 juli - 2008 juni;96.1;3.2;95.5;3.5;0.3
1264;O Openbaar bestuur en overheidsdiensten;2007 oktober - 2008 september;96.3;2.6;95.7;2.8;0.2
1265;O Openbaar bestuur en overheidsdiensten;2008 januari - 2008 december;98.2;3.6;97.7;3.9;0.2
1266;O Openbaar bestuur en overheidsdiensten;2008 april - 2009 maart;98.7;3.3;98.3;3.6;0.3
1267;O Openbaar bestuur en overheidsdiensten;2008 juli - 2009 juni;100.1;4.2;99.8;4.5;0.3
1268;O Openbaar bestuur en overheidsdiensten;2008 oktober - 2009 september;100.3;4.2;100.1;4.6;0.4
1269;O Openbaar bestuur en overheidsdiensten;2009 januari - 2009 december;100.5;2.4;100.4;2.7;0.4
1270;O Openbaar bestuur en overheidsdiensten;2009 april - 2010 maart;100.1;1.4;99.9;1.6;0.2
1271;O Openbaar bestuur en overheidsdiensten;2009 juli - 2010 juni;100.5;0.5;100.4;0.6;0.1
1272;O Openbaar bestuur en overheidsdiensten;2009 oktober - 2010 september;99.6;-0.7;99.5;-0.6;0.1
1273;O Openbaar bestuur en overheidsdiensten;2010 januari - 2010 december;100.0;-0.5;100.0;-0.4;0.2
1274;O Openbaar bestuur en overheidsdiensten;2010 april - 2011 maart;100.0;-0.1;100.2;0.3;0.3
1275;O Openbaar bestuur en overheidsdiensten;2010 juli - 2011 juni;99.6;-0.9;100.0;-0.3;0.6
1276;O Openbaar bestuur en overheidsdiensten;2010 oktober - 2011 september;99.6;0.1;100.4;0.9;0.8
1277;O Openbaar bestuur en overheidsdiensten;2011 januari - 2011 december;101.1;1.1;102.2;2.2;1.0
1278;O Openbaar bestuur en overheidsdiensten;2011 april - 2012 maart;101.0;1.0;102.2;2.0;1.0
1279;O Openbaar bestuur en overheidsdiensten;2011 juli - 2012 juni;101.5;1.9;103.0;2.9;1.0
1280;O Openbaar bestuur en overheidsdiensten;2011 oktober - 2012 september;102.6;3.0;104.2;3.9;0.8
1281;O Openbaar bestuur en overheidsdiensten;2012 januari - 2012 december;103.6;2.4;105.3;3.1;0.6
1282;O Openbaar bestuur en overheidsdiensten;2012 april - 2013 maart;104.8;3.7;106.7;4.4;0.6
1283;O Openbaar bestuur en overheidsdiensten;2012 juli - 2013 juni;104.6;3.1;106.7;3.6;0.5
1284;O Openbaar bestuur en overheidsdiensten;2012 oktober - 2013 september;104.4;1.7;106.6;2.3;0.6
1285;O Openbaar bestuur en overheidsdiensten;2013 januari - 2013 december;103.7;0.1;106.1;0.8;0.6
1286;O Openbaar bestuur en overheidsdiensten;2013 april - 2014 maart;103.4;-1.3;105.9;-0.7;0.6
1287;O Openbaar bestuur en overheidsdiensten;2013 juli - 2014 juni;103.4;-1.2;106.0;-0.7;0.6
1288;O Openbaar bestuur en overheidsdiensten;2013 oktober - 2014 september;103.0;-1.3;105.8;-0.8;0.5
1289;O Openbaar bestuur en overheidsdiensten;2014 januari - 2014 december;103.6;-0.2;106.5;0.3;0.5
1290;O Openbaar bestuur en overheidsdiensten;2014 april - 2015 maart;104.1;0.6;107.1;1.1;0.5
1291;O Openbaar bestuur en overheidsdiensten;2014 juli - 2015 juni;104.8;1.4;108.0;1.9;0.5
1292;O Openbaar bestuur en overheidsdiensten;2014 oktober - 2015 september;106.0;2.9;109.4;3.4;0.5
1293;O Openbaar bestuur en overheidsdiensten;2015 januari - 2015 december;105.8;2.1;109.3;2.7;0.5
1294;O Openbaar bestuur en overheidsdiensten;2015 april - 2016 maart;106.5;2.4;110.2;2.8;0.5
1295;O Openbaar bestuur en overheidsdiensten;2015 juli - 2016 juni;106.2;1.4;109.9;1.8;0.4
1296;O Openbaar bestuur en overheidsdiensten;2015 oktober - 2016 september;106.0;0.0;109.8;0.4;0.4
1297;O Openbaar bestuur en overheidsdiensten;2016 januari - 2016 december ;106.8;1.0;110.7;1.3;0.3
1298;O Openbaar bestuur en overheidsdiensten;2016 april - 2017 maart;106.3;-0.2;110.4;0.2;0.4
1299;O Openbaar bestuur en overheidsdiensten;2016 juli - 2017 juni;107.1;0.9;111.3;1.2;0.3
1300;O Openbaar bestuur en overheidsdiensten;2016 oktober - 2017 september;108.1;2.0;112.3;2.3;0.3
1301;O Openbaar bestuur en overheidsdiensten;2017 januari - 2017 december;110.1;3.1;114.5;3.4;0.3
1302;P Onderwijs;2001;73.3;;74.3;;
1303;P Onderwijs;2002;75.9;3.4;76.5;3.0;-0.4
1304;P Onderwijs;2003;76.8;1.3;77.4;1.1;-0.2
1305;P Onderwijs;2004;79.7;3.7;80.2;3.6;-0.1
1306;P Onderwijs;2005;83.2;4.4;84.0;4.8;0.4
1307;P Onderwijs;2006;86.5;4.0;87.4;4.0;0.0
1308;P Onderwijs;2007;89.6;3.6;90.1;3.2;-0.4
1309;P Onderwijs;2008;92.3;3.1;92.6;2.7;-0.4
1310;P Onderwijs;2009;96.4;4.4;96.7;4.5;0.1
1311;P Onderwijs;2010;100.0;3.7;100.0;3.4;-0.3
1312;P Onderwijs;2011;102.1;2.1;102.2;2.2;0.1
1313;P Onderwijs;2012;104.4;2.3;104.8;2.5;0.3
1314;P Onderwijs;2013;106.9;2.4;107.9;2.9;0.5
1315;P Onderwijs;2014;107.6;0.6;108.9;1.0;0.3
1316;P Onderwijs;2015;109.5;1.8;110.8;1.7;-0.1
1317;P Onderwijs;2016;111.5;1.8;112.4;1.5;-0.3
1318;P Onderwijs;2017;114.4;2.6;114.8;2.1;-0.4
1319;P Onderwijs;2006 januari - 2006 december;86.5;4.0;87.4;4.0;0.0
1320;P Onderwijs;2006 april - 2007 maart;87.2;;88.0;;
1321;P Onderwijs;2006 juli - 2007 juni;87.9;;88.6;;
1322;P Onderwijs;2006 oktober - 2007 september;88.5;;89.1;;
1323;P Onderwijs;2007 januari - 2007 december;89.6;3.6;90.1;3.2;-0.4
1324;P Onderwijs;2007 april - 2008 maart;90.5;3.8;90.9;3.3;-0.4
1325;P Onderwijs;2007 juli - 2008 juni;91.1;3.6;91.4;3.2;-0.4
1326;P Onderwijs;2007 oktober - 2008 september;91.2;3.1;91.5;2.6;-0.4
1327;P Onderwijs;2008 januari - 2008 december;92.3;3.1;92.6;2.7;-0.4
1328;P Onderwijs;2008 april - 2009 maart;93.4;3.3;93.6;3.0;-0.2
1329;P Onderwijs;2008 juli - 2009 juni;94.7;4.0;95.0;3.8;-0.2
1330;P Onderwijs;2008 oktober - 2009 september;95.5;4.7;95.7;4.7;0.0
1331;P Onderwijs;2009 januari - 2009 december;96.4;4.4;96.7;4.5;0.1
1332;P Onderwijs;2009 april - 2010 maart;96.5;3.4;96.8;3.3;0.0
1333;P Onderwijs;2009 juli - 2010 juni;98.0;3.5;98.2;3.4;-0.1
1334;P Onderwijs;2009 oktober - 2010 september;99.6;4.4;99.7;4.1;-0.2
1335;P Onderwijs;2010 januari - 2010 december;100.0;3.7;100.0;3.4;-0.3
1336;P Onderwijs;2010 april - 2011 maart;100.1;3.7;100.2;3.5;-0.2
1337;P Onderwijs;2010 juli - 2011 juni;100.2;2.3;100.3;2.2;-0.1
1338;P Onderwijs;2010 oktober - 2011 september;100.8;1.1;100.9;1.2;0.0
1339;P Onderwijs;2011 januari - 2011 december;102.1;2.1;102.2;2.2;0.1
1340;P Onderwijs;2011 april - 2012 maart;102.1;1.9;102.3;2.1;0.2
1341;P Onderwijs;2011 juli - 2012 juni;102.5;2.3;102.7;2.4;0.1
1342;P Onderwijs;2011 oktober - 2012 september;103.5;2.7;103.8;2.9;0.2
1343;P Onderwijs;2012 januari - 2012 december;104.4;2.3;104.8;2.5;0.3
1344;P Onderwijs;2012 april - 2013 maart;106.2;4.1;106.8;4.4;0.4
1345;P Onderwijs;2012 juli - 2013 juni;106.5;4.0;107.3;4.4;0.5
1346;P Onderwijs;2012 oktober - 2013 september;106.9;3.2;107.7;3.7;0.5
1347;P Onderwijs;2013 januari - 2013 december;106.9;2.4;107.9;2.9;0.5
1348;P Onderwijs;2013 april - 2014 maart;106.8;0.6;107.9;1.1;0.5
1349;P Onderwijs;2013 juli - 2014 juni;107.0;0.4;108.3;0.9;0.5
1350;P Onderwijs;2013 oktober - 2014 september;106.9;0.0;108.2;0.5;0.5
1351;P Onderwijs;2014 januari - 2014 december;107.6;0.6;108.9;1.0;0.3
1352;P Onderwijs;2014 april - 2015 maart;107.9;1.0;109.2;1.2;0.2
1353;P Onderwijs;2014 juli - 2015 juni;108.4;1.3;109.7;1.4;0.1
1354;P Onderwijs;2014 oktober - 2015 september;109.7;2.6;111.0;2.6;0.0
1355;P Onderwijs;2015 januari - 2015 december;109.5;1.8;110.8;1.7;-0.1
1356;P Onderwijs;2015 april - 2016 maart;110.0;2.0;111.2;1.8;-0.2
1357;P Onderwijs;2015 juli - 2016 juni;109.6;1.2;110.7;0.9;-0.2
1358;P Onderwijs;2015 oktober - 2016 september;110.4;0.7;111.4;0.4;-0.3
1359;P Onderwijs;2016 januari - 2016 december ;111.5;1.8;112.4;1.5;-0.3
1360;P Onderwijs;2016 april - 2017 maart;111.5;1.3;112.3;1.0;-0.4
1361;P Onderwijs;2016 juli - 2017 juni;113.8;3.8;114.5;3.4;-0.4
1362;P Onderwijs;2016 oktober - 2017 september;113.6;2.9;114.1;2.4;-0.4
1363;P Onderwijs;2017 januari - 2017 december;114.4;2.6;114.8;2.1;-0.4
1364;Q Gezondheids- en welzijnszorg;2001;76.7;;75.5;;
1365;Q Gezondheids- en welzijnszorg;2002;80.2;4.5;78.7;4.2;-0.3
1366;Q Gezondheids- en welzijnszorg;2003;83.9;4.6;82.4;4.7;0.1
1367;Q Gezondheids- en welzijnszorg;2004;84.7;1.0;83.8;1.6;0.6
1368;Q Gezondheids- en welzijnszorg;2005;87.3;3.1;86.8;3.6;0.5
1369;Q Gezondheids- en welzijnszorg;2006;88.8;1.7;89.2;2.8;1.1
1370;Q Gezondheids- en welzijnszorg;2007;91.9;3.5;92.4;3.5;0.1
1371;Q Gezondheids- en welzijnszorg;2008;95.7;4.1;95.8;3.8;-0.3
1372;Q Gezondheids- en welzijnszorg;2009;97.6;2.1;97.8;2.0;0.0
1373;Q Gezondheids- en welzijnszorg;2010;100.0;2.4;100.0;2.3;-0.2
1374;Q Gezondheids- en welzijnszorg;2011;101.4;1.4;101.7;1.7;0.2
1375;Q Gezondheids- en welzijnszorg;2012;103.6;2.1;104.3;2.6;0.4
1376;Q Gezondheids- en welzijnszorg;2013;106.0;2.3;107.8;3.3;1.0
1377;Q Gezondheids- en welzijnszorg;2014;107.5;1.4;110.3;2.4;0.9
1378;Q Gezondheids- en welzijnszorg;2015;107.5;0.0;111.3;0.9;0.8
1379;Q Gezondheids- en welzijnszorg;2016;109.4;1.8;113.4;2.0;0.2
1380;Q Gezondheids- en welzijnszorg;2017;111.3;1.7;115.1;1.5;-0.2
1381;Q Gezondheids- en welzijnszorg;2006 januari - 2006 december;88.8;1.7;89.2;2.8;1.1
1382;Q Gezondheids- en welzijnszorg;2006 april - 2007 maart;89.8;;90.2;;
1383;Q Gezondheids- en welzijnszorg;2006 juli - 2007 juni;90.5;;91.0;;
1384;Q Gezondheids- en welzijnszorg;2006 oktober - 2007 september;91.1;;91.6;;
1385;Q Gezondheids- en welzijnszorg;2007 januari - 2007 december;91.9;3.5;92.4;3.5;0.1
1386;Q Gezondheids- en welzijnszorg;2007 april - 2008 maart;92.9;3.4;93.3;3.4;-0.1
1387;Q Gezondheids- en welzijnszorg;2007 juli - 2008 juni;93.8;3.6;94.1;3.3;-0.2
1388;Q Gezondheids- en welzijnszorg;2007 oktober - 2008 september;94.4;3.6;94.6;3.3;-0.3
1389;Q Gezondheids- en welzijnszorg;2008 januari - 2008 december;95.7;4.1;95.8;3.8;-0.3
1390;Q Gezondheids- en welzijnszorg;2008 april - 2009 maart;96.0;3.4;96.1;3.1;-0.3
1391;Q Gezondheids- en welzijnszorg;2008 juli - 2009 juni;97.0;3.5;97.1;3.3;-0.2
1392;Q Gezondheids- en welzijnszorg;2008 oktober - 2009 september;97.2;3.0;97.4;2.9;-0.1
1393;Q Gezondheids- en welzijnszorg;2009 januari - 2009 december;97.6;2.1;97.8;2.0;0.0
1394;Q Gezondheids- en welzijnszorg;2009 april - 2010 maart;98.0;2.0;98.1;2.0;0.0
1395;Q Gezondheids- en welzijnszorg;2009 juli - 2010 juni;99.3;2.3;99.3;2.2;-0.1
1396;Q Gezondheids- en welzijnszorg;2009 oktober - 2010 september;100.1;2.9;100.1;2.8;-0.1
1397;Q Gezondheids- en welzijnszorg;2010 januari - 2010 december;100.0;2.4;100.0;2.3;-0.2
1398;Q Gezondheids- en welzijnszorg;2010 april - 2011 maart;99.7;1.7;99.7;1.7;0.0
1399;Q Gezondheids- en welzijnszorg;2010 juli - 2011 juni;99.7;0.4;99.8;0.5;0.1
1400;Q Gezondheids- en welzijnszorg;2010 oktober - 2011 september;100.0;-0.1;100.1;0.0;0.1
1401;Q Gezondheids- en welzijnszorg;2011 januari - 2011 december;101.4;1.4;101.7;1.7;0.2
1402;Q Gezondheids- en welzijnszorg;2011 april - 2012 maart;101.2;1.5;101.5;1.8;0.3
1403;Q Gezondheids- en welzijnszorg;2011 juli - 2012 juni;101.5;1.9;102.0;2.2;0.3
1404;Q Gezondheids- en welzijnszorg;2011 oktober - 2012 september;102.4;2.4;102.9;2.8;0.4
1405;Q Gezondheids- en welzijnszorg;2012 januari - 2012 december;103.6;2.1;104.3;2.6;0.4
1406;Q Gezondheids- en welzijnszorg;2012 april - 2013 maart;105.2;4.0;106.2;4.6;0.6
1407;Q Gezondheids- en welzijnszorg;2012 juli - 2013 juni;105.5;3.9;106.7;4.7;0.7
1408;Q Gezondheids- en welzijnszorg;2012 oktober - 2013 september;105.9;3.4;107.3;4.3;0.8
1409;Q Gezondheids- en welzijnszorg;2013 januari - 2013 december;106.0;2.3;107.8;3.3;1.0
1410;Q Gezondheids- en welzijnszorg;2013 april - 2014 maart;106.1;0.8;108.1;1.8;1.0
1411;Q Gezondheids- en welzijnszorg;2013 juli - 2014 juni;106.8;1.2;109.1;2.2;1.1
1412;Q Gezondheids- en welzijnszorg;2013 oktober - 2014 september;106.8;0.8;109.3;1.9;1.0
1413;Q Gezondheids- en welzijnszorg;2014 januari - 2014 december;107.5;1.4;110.3;2.4;0.9
1414;Q Gezondheids- en welzijnszorg;2014 april - 2015 maart;107.6;1.4;110.6;2.3;0.9
1415;Q Gezondheids- en welzijnszorg;2014 juli - 2015 juni;107.8;0.9;111.1;1.8;0.8
1416;Q Gezondheids- en welzijnszorg;2014 oktober - 2015 september;108.1;1.3;111.7;2.1;0.8
1417;Q Gezondheids- en welzijnszorg;2015 januari - 2015 december;107.5;0.0;111.3;0.9;0.8
1418;Q Gezondheids- en welzijnszorg;2015 april - 2016 maart;108.4;0.7;112.2;1.4;0.7
1419;Q Gezondheids- en welzijnszorg;2015 juli - 2016 juni;108.0;0.2;112.0;0.8;0.6
1420;Q Gezondheids- en welzijnszorg;2015 oktober - 2016 september;108.1;0.0;112.1;0.4;0.4
1421;Q Gezondheids- en welzijnszorg;2016 januari - 2016 december ;109.4;1.8;113.4;2.0;0.2
1422;Q Gezondheids- en welzijnszorg;2016 april - 2017 maart;108.5;0.1;112.4;0.2;0.1
1423;Q Gezondheids- en welzijnszorg;2016 juli - 2017 juni;109.4;1.2;113.3;1.2;-0.1
1424;Q Gezondheids- en welzijnszorg;2016 oktober - 2017 september;110.2;1.9;114.1;1.7;-0.2
1425;Q Gezondheids- en welzijnszorg;2017 januari - 2017 december;111.3;1.7;115.1;1.5;-0.2
1426;R-U Cultuur, recreatie, overige diensten;2001;80.5;;78.5;;
1427;R-U Cultuur, recreatie, overige diensten;2002;84.3;4.7;82.8;5.5;0.7
1428;R-U Cultuur, recreatie, overige diensten;2003;88.6;5.0;87.4;5.5;0.5
1429;R-U Cultuur, recreatie, overige diensten;2004;90.0;1.5;88.6;1.3;-0.2
1430;R-U Cultuur, recreatie, overige diensten;2005;91.1;1.3;90.1;1.8;0.5
1431;R-U Cultuur, recreatie, overige diensten;2006;92.6;1.7;92.2;2.3;0.6
1432;R-U Cultuur, recreatie, overige diensten;2007;94.7;2.2;93.8;1.8;-0.5
1433;R-U Cultuur, recreatie, overige diensten;2008;96.9;2.3;95.7;2.0;-0.3
1434;R-U Cultuur, recreatie, overige diensten;2009;98.9;2.1;98.2;2.7;0.6
1435;R-U Cultuur, recreatie, overige diensten;2010;100.0;1.1;100.0;1.8;0.7
1436;R-U Cultuur, recreatie, overige diensten;2011;101.9;1.9;102.1;2.1;0.2
1437;R-U Cultuur, recreatie, overige diensten;2012;104.8;2.8;105.1;3.0;0.2
1438;R-U Cultuur, recreatie, overige diensten;2013;105.7;0.9;106.7;1.5;0.6
1439;R-U Cultuur, recreatie, overige diensten;2014;106.8;1.0;108.7;1.9;0.8
1440;R-U Cultuur, recreatie, overige diensten;2015;107.4;0.6;109.4;0.7;0.1
1441;R-U Cultuur, recreatie, overige diensten;2016;108.8;1.3;110.7;1.2;-0.1
1442;R-U Cultuur, recreatie, overige diensten;2017;110.8;1.8;112.5;1.6;-0.2
1443;R-U Cultuur, recreatie, overige diensten;2006 januari - 2006 december;92.6;1.7;92.2;2.3;0.6
1444;R-U Cultuur, recreatie, overige diensten;2006 april - 2007 maart;93.5;;92.9;;
1445;R-U Cultuur, recreatie, overige diensten;2006 juli - 2007 juni;94.0;;93.3;;
1446;R-U Cultuur, recreatie, overige diensten;2006 oktober - 2007 september;94.5;;93.8;;
1447;R-U Cultuur, recreatie, overige diensten;2007 januari - 2007 december;94.7;2.2;93.8;1.8;-0.5
1448;R-U Cultuur, recreatie, overige diensten;2007 april - 2008 maart;95.2;1.8;94.2;1.5;-0.4
1449;R-U Cultuur, recreatie, overige diensten;2007 juli - 2008 juni;95.6;1.7;94.6;1.4;-0.3
1450;R-U Cultuur, recreatie, overige diensten;2007 oktober - 2008 september;95.9;1.5;94.8;1.1;-0.4
1451;R-U Cultuur, recreatie, overige diensten;2008 januari - 2008 december;96.9;2.3;95.7;2.0;-0.3
1452;R-U Cultuur, recreatie, overige diensten;2008 april - 2009 maart;97.6;2.5;96.3;2.2;-0.2
1453;R-U Cultuur, recreatie, overige diensten;2008 juli - 2009 juni;98.5;3.0;97.5;3.0;0.0
1454;R-U Cultuur, recreatie, overige diensten;2008 oktober - 2009 september;98.6;2.8;97.8;3.2;0.4
1455;R-U Cultuur, recreatie, overige diensten;2009 januari - 2009 december;98.9;2.1;98.2;2.7;0.6
1456;R-U Cultuur, recreatie, overige diensten;2009 april - 2010 maart;99.6;2.1;99.1;2.9;0.8
1457;R-U Cultuur, recreatie, overige diensten;2009 juli - 2010 juni;100.1;1.7;100.0;2.6;0.9
1458;R-U Cultuur, recreatie, overige diensten;2009 oktober - 2010 september;100.0;1.4;100.0;2.2;0.7
1459;R-U Cultuur, recreatie, overige diensten;2010 januari - 2010 december;100.0;1.1;100.0;1.8;0.7
1460;R-U Cultuur, recreatie, overige diensten;2010 april - 2011 maart;100.0;0.5;100.1;1.0;0.5
1461;R-U Cultuur, recreatie, overige diensten;2010 juli - 2011 juni;100.3;0.1;100.4;0.4;0.3
1462;R-U Cultuur, recreatie, overige diensten;2010 oktober - 2011 september;100.7;0.6;100.8;0.8;0.2
1463;R-U Cultuur, recreatie, overige diensten;2011 januari - 2011 december;101.9;1.9;102.1;2.1;0.2
1464;R-U Cultuur, recreatie, overige diensten;2011 april - 2012 maart;102.1;2.1;102.2;2.2;0.1
1465;R-U Cultuur, recreatie, overige diensten;2011 juli - 2012 juni;102.5;2.2;102.7;2.3;0.1
1466;R-U Cultuur, recreatie, overige diensten;2011 oktober - 2012 september;103.5;2.8;103.8;3.0;0.2
1467;R-U Cultuur, recreatie, overige diensten;2012 januari - 2012 december;104.8;2.8;105.1;3.0;0.2
1468;R-U Cultuur, recreatie, overige diensten;2012 april - 2013 maart;106.3;4.1;106.7;4.4;0.3
1469;R-U Cultuur, recreatie, overige diensten;2012 juli - 2013 juni;106.1;3.6;106.8;4.0;0.4
1470;R-U Cultuur, recreatie, overige diensten;2012 oktober - 2013 september;106.1;2.4;106.9;3.0;0.5
1471;R-U Cultuur, recreatie, overige diensten;2013 januari - 2013 december;105.7;0.9;106.7;1.5;0.6
1472;R-U Cultuur, recreatie, overige diensten;2013 april - 2014 maart;105.8;-0.4;106.9;0.2;0.6
1473;R-U Cultuur, recreatie, overige diensten;2013 juli - 2014 juni;106.2;0.0;107.4;0.5;0.5
1474;R-U Cultuur, recreatie, overige diensten;2013 oktober - 2014 september;106.0;-0.1;107.5;0.6;0.7
1475;R-U Cultuur, recreatie, overige diensten;2014 januari - 2014 december;106.8;1.0;108.7;1.9;0.8
1476;R-U Cultuur, recreatie, overige diensten;2014 april - 2015 maart;106.8;1.0;108.8;1.8;0.8
1477;R-U Cultuur, recreatie, overige diensten;2014 juli - 2015 juni;107.3;1.1;109.3;1.8;0.7
1478;R-U Cultuur, recreatie, overige diensten;2014 oktober - 2015 september;108.0;1.9;110.0;2.3;0.4
1479;R-U Cultuur, recreatie, overige diensten;2015 januari - 2015 december;107.4;0.6;109.4;0.7;0.1
1480;R-U Cultuur, recreatie, overige diensten;2015 april - 2016 maart;108.1;1.2;110.1;1.2;0.0
1481;R-U Cultuur, recreatie, overige diensten;2015 juli - 2016 juni;107.8;0.5;109.9;0.5;0.0
1482;R-U Cultuur, recreatie, overige diensten;2015 oktober - 2016 september;108.0;0.0;110.0;0.0;0.0
1483;R-U Cultuur, recreatie, overige diensten;2016 januari - 2016 december ;108.8;1.3;110.7;1.2;-0.1
1484;R-U Cultuur, recreatie, overige diensten;2016 april - 2017 maart;108.2;0.2;110.1;0.0;-0.2
1485;R-U Cultuur, recreatie, overige diensten;2016 juli - 2017 juni;109.1;1.2;111.0;1.0;-0.2
1486;R-U Cultuur, recreatie, overige diensten;2016 oktober - 2017 september;109.7;1.6;111.5;1.4;-0.3
1487;R-U Cultuur, recreatie, overige diensten;2017 januari - 2017 december;110.8;1.8;112.5;1.6;-0.2
