ID;Populatie;Reismotieven;KenmerkenVerplaatsing;RegioS;Perioden;Verplaatsingen_1;Afstand_2;Reisduur_3;Verplaatsingen_4;Afstand_5;Reisduur_6
2253;Totaal;Totaal;Reisduur: 30 tot 60 minuten;Zeer sterk stedelijk;2015;0.47;8.06;17.35;165.0;2811.0;100.9
2254;Totaal;Totaal;Reisduur: 30 tot 60 minuten;Zeer sterk stedelijk;2016;0.48;8.05;17.67;169.0;2816.0;103.0
2255;Totaal;Totaal;Reisduur: 30 tot 60 minuten;Zeer sterk stedelijk;2017;0.46;7.75;16.92;161.0;2687.0;97.8
2256;Totaal;Totaal;Reisduur: 30 tot 60 minuten;Sterk stedelijk;2010;0.42;8.52;15.26;145.0;2962.0;88.4
2257;Totaal;Totaal;Reisduur: 30 tot 60 minuten;Sterk stedelijk;2011;0.43;8.78;15.58;148.0;3052.0;90.3
2258;Totaal;Totaal;Reisduur: 30 tot 60 minuten;Sterk stedelijk;2012;0.43;8.68;15.8;151.0;3029.0;91.9
2259;Totaal;Totaal;Reisduur: 30 tot 60 minuten;Sterk stedelijk;2013;0.43;8.97;15.77;151.0;3123.0;91.5
2260;Totaal;Totaal;Reisduur: 30 tot 60 minuten;Sterk stedelijk;2014;0.44;9.34;16.24;154.0;3250.0;94.2
2261;Totaal;Totaal;Reisduur: 30 tot 60 minuten;Sterk stedelijk;2015;0.44;8.85;15.88;152.0;3084.0;92.2
2262;Totaal;Totaal;Reisduur: 30 tot 60 minuten;Sterk stedelijk;2016;0.42;8.75;15.58;148.0;3054.0;90.7
2263;Totaal;Totaal;Reisduur: 30 tot 60 minuten;Sterk stedelijk;2017;0.42;9.06;15.37;146.0;3140.0;88.8
2264;Totaal;Totaal;Reisduur: 30 tot 60 minuten;Matig stedelijk;2010;0.43;9.21;15.72;150.0;3202.0;91.1
2265;Totaal;Totaal;Reisduur: 30 tot 60 minuten;Matig stedelijk;2011;0.43;9.35;15.91;151.0;3252.0;92.2
2266;Totaal;Totaal;Reisduur: 30 tot 60 minuten;Matig stedelijk;2012;0.42;9.11;15.3;146.0;3179.0;88.9
2267;Totaal;Totaal;Reisduur: 30 tot 60 minuten;Matig stedelijk;2013;0.43;9.24;15.75;151.0;3213.0;91.3
2268;Totaal;Totaal;Reisduur: 30 tot 60 minuten;Matig stedelijk;2014;0.44;9.62;16.08;153.0;3347.0;93.2
2269;Totaal;Totaal;Reisduur: 30 tot 60 minuten;Matig stedelijk;2015;0.41;9.2;15.16;144.0;3204.0;88.0
2270;Totaal;Totaal;Reisduur: 30 tot 60 minuten;Matig stedelijk;2016;0.41;8.85;15.01;144.0;3091.0;87.4
2271;Totaal;Totaal;Reisduur: 30 tot 60 minuten;Matig stedelijk;2017;0.42;9.35;15.38;145.0;3242.0;88.9
2272;Totaal;Totaal;Reisduur: 30 tot 60 minuten;Weinig stedelijk;2010;0.46;10.01;16.72;159.0;3475.0;96.8
2273;Totaal;Totaal;Reisduur: 30 tot 60 minuten;Weinig stedelijk;2011;0.4;8.89;14.75;140.0;3091.0;85.4
2274;Totaal;Totaal;Reisduur: 30 tot 60 minuten;Weinig stedelijk;2012;0.42;9.27;15.32;147.0;3232.0;89.0
2275;Totaal;Totaal;Reisduur: 30 tot 60 minuten;Weinig stedelijk;2013;0.44;10.09;16.24;155.0;3511.0;94.1
2276;Totaal;Totaal;Reisduur: 30 tot 60 minuten;Weinig stedelijk;2014;0.44;9.87;16.0;152.0;3435.0;92.8
2277;Totaal;Totaal;Reisduur: 30 tot 60 minuten;Weinig stedelijk;2015;0.42;9.32;15.23;145.0;3244.0;88.4
2278;Totaal;Totaal;Reisduur: 30 tot 60 minuten;Weinig stedelijk;2016;0.43;9.92;15.96;151.0;3464.0;92.9
2279;Totaal;Totaal;Reisduur: 30 tot 60 minuten;Weinig stedelijk;2017;0.43;9.76;15.59;148.0;3381.0;90.0
2280;Totaal;Totaal;Reisduur: 30 tot 60 minuten;Niet stedelijk;2010;0.47;10.23;17.19;163.0;3555.0;99.6
2281;Totaal;Totaal;Reisduur: 30 tot 60 minuten;Niet stedelijk;2011;0.43;9.7;15.79;149.0;3375.0;91.5
2282;Totaal;Totaal;Reisduur: 30 tot 60 minuten;Niet stedelijk;2012;0.43;9.91;15.85;151.0;3452.0;92.1
2283;Totaal;Totaal;Reisduur: 30 tot 60 minuten;Niet stedelijk;2013;0.46;10.72;16.95;161.0;3727.0;98.2
2284;Totaal;Totaal;Reisduur: 30 tot 60 minuten;Niet stedelijk;2014;0.44;9.83;16.09;154.0;3416.0;93.2
2285;Totaal;Totaal;Reisduur: 30 tot 60 minuten;Niet stedelijk;2015;0.45;10.57;16.38;157.0;3681.0;95.1
2286;Totaal;Totaal;Reisduur: 30 tot 60 minuten;Niet stedelijk;2016;0.45;10.16;16.26;157.0;3550.0;94.7
2287;Totaal;Totaal;Reisduur: 30 tot 60 minuten;Niet stedelijk;2017;0.44;9.93;16.01;151.0;3438.0;92.4
2288;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Nederland;2010;0.18;8.69;13.68;64.0;3021.0;79.2
2289;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Nederland;2011;0.18;8.8;13.44;63.0;3060.0;77.9
2290;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Nederland;2012;0.17;8.24;12.69;59.0;2876.0;73.8
2291;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Nederland;2013;0.18;8.79;13.61;64.0;3058.0;78.9
2292;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Nederland;2014;0.18;8.82;13.66;64.0;3069.0;79.2
2293;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Nederland;2015;0.18;8.59;13.21;62.0;2992.0;76.7
2294;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Nederland;2016;0.18;8.57;13.07;61.0;2994.0;76.1
2295;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Nederland;2017;0.18;8.71;13.39;63.0;3019.0;77.3
2296;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Noord-Nederland (LD);2010;0.17;8.78;12.96;60.0;3052.0;75.1
2297;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Noord-Nederland (LD);2011;0.15;7.66;11.18;53.0;2666.0;64.8
2298;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Noord-Nederland (LD);2012;0.16;7.86;11.88;56.0;2741.0;69.1
2299;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Noord-Nederland (LD);2013;0.17;8.77;12.92;60.0;3048.0;74.9
2300;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Noord-Nederland (LD);2014;0.18;8.24;13.09;61.0;2866.0;75.9
2301;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Noord-Nederland (LD);2015;0.16;7.63;12.1;56.0;2659.0;70.3
2302;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Noord-Nederland (LD);2016;0.17;8.25;12.42;59.0;2883.0;72.3
2303;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Noord-Nederland (LD);2017;0.14;6.66;10.16;48.0;2306.0;58.7
2304;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Oost-Nederland (LD);2010;0.2;10.78;14.91;69.0;3746.0;86.4
2305;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Oost-Nederland (LD);2011;0.19;10.21;14.02;65.0;3549.0;81.2
2306;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Oost-Nederland (LD);2012;0.16;8.73;11.93;55.0;3043.0;69.3
2307;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Oost-Nederland (LD);2013;0.17;9.17;12.89;60.0;3193.0;74.8
2308;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Oost-Nederland (LD);2014;0.19;9.8;14.27;66.0;3410.0;82.7
2309;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Oost-Nederland (LD);2015;0.19;10.52;14.35;67.0;3667.0;83.3
2310;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Oost-Nederland (LD);2016;0.18;9.63;13.2;62.0;3363.0;76.8
2311;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Oost-Nederland (LD);2017;0.18;10.03;13.74;63.0;3475.0;79.3
2312;Totaal;Totaal;Reisduur: 60 tot 120 minuten;West-Nederland (LD);2010;0.19;8.35;14.06;66.0;2902.0;81.4
2313;Totaal;Totaal;Reisduur: 60 tot 120 minuten;West-Nederland (LD);2011;0.2;8.75;14.36;68.0;3044.0;83.3
2314;Totaal;Totaal;Reisduur: 60 tot 120 minuten;West-Nederland (LD);2012;0.19;8.4;13.79;65.0;2932.0;80.2
2315;Totaal;Totaal;Reisduur: 60 tot 120 minuten;West-Nederland (LD);2013;0.2;8.77;14.59;69.0;3053.0;84.7
2316;Totaal;Totaal;Reisduur: 60 tot 120 minuten;West-Nederland (LD);2014;0.19;8.79;14.29;67.0;3059.0;82.9
2317;Totaal;Totaal;Reisduur: 60 tot 120 minuten;West-Nederland (LD);2015;0.19;8.42;13.83;66.0;2934.0;80.3
2318;Totaal;Totaal;Reisduur: 60 tot 120 minuten;West-Nederland (LD);2016;0.19;8.67;13.93;66.0;3030.0;81.1
2319;Totaal;Totaal;Reisduur: 60 tot 120 minuten;West-Nederland (LD);2017;0.2;8.78;14.52;69.0;3045.0;83.9
2320;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Zuid-Nederland (LD);2010;0.16;7.33;11.97;56.0;2549.0;69.3
2321;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Zuid-Nederland (LD);2011;0.16;8.04;11.93;55.0;2798.0;69.1
2322;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Zuid-Nederland (LD);2012;0.15;7.61;11.42;53.0;2651.0;66.4
2323;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Zuid-Nederland (LD);2013;0.17;8.45;12.46;58.0;2940.0;72.3
2324;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Zuid-Nederland (LD);2014;0.16;8.19;11.95;55.0;2849.0;69.3
2325;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Zuid-Nederland (LD);2015;0.15;7.5;11.22;52.0;2612.0;65.1
2326;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Zuid-Nederland (LD);2016;0.15;7.44;11.34;53.0;2599.0;66.0
2327;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Zuid-Nederland (LD);2017;0.16;8.21;12.01;56.0;2846.0;69.4
2328;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Groningen (PV);2010;0.17;9.17;12.76;59.0;3189.0;73.9
2329;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Groningen (PV);2011;0.15;8.07;11.34;54.0;2811.0;65.8
2330;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Groningen (PV);2012;0.15;7.13;11.14;53.0;2489.0;64.8
2331;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Groningen (PV);2013;0.15;6.7;10.95;51.0;2332.0;63.5
2332;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Groningen (PV);2014;0.15;5.79;10.97;52.0;2014.0;63.6
2333;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Groningen (PV);2015;0.16;6.9;12.4;57.0;2406.0;72.1
2334;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Groningen (PV);2016;0.16;7.28;11.89;56.0;2546.0;69.3
2335;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Groningen (PV);2017;0.15;6.68;10.78;51.0;2316.0;62.3
2336;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Friesland (PV);2010;0.17;8.21;13.02;61.0;2853.0;75.4
2337;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Friesland (PV);2011;0.16;7.56;11.71;55.0;2633.0;67.9
2338;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Friesland (PV);2012;0.16;8.08;12.08;57.0;2819.0;70.3
2339;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Friesland (PV);2013;0.19;9.93;13.99;66.0;3453.0;81.1
2340;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Friesland (PV);2014;0.19;9.84;14.25;67.0;3423.0;82.7
2341;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Friesland (PV);2015;0.16;8.24;12.07;56.0;2871.0;70.1
2342;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Friesland (PV);2016;0.18;9.27;13.54;63.0;3235.0;78.8
2343;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Friesland (PV);2017;0.14;6.71;10.36;49.0;2326.0;59.9
2344;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Drenthe (PV);2010;0.18;9.07;13.11;61.0;3153.0;76.0
2345;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Drenthe (PV);2011;0.14;7.31;10.28;48.0;2541.0;59.5
2346;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Drenthe (PV);2012;0.17;8.42;12.47;59.0;2936.0;72.5
2347;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Drenthe (PV);2013;0.19;9.67;13.84;65.0;3361.0;80.2
2348;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Drenthe (PV);2014;0.19;9.03;14.09;65.0;3139.0;81.6
2349;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Drenthe (PV);2015;0.16;7.69;11.79;55.0;2679.0;68.4
2350;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Drenthe (PV);2016;0.16;8.08;11.55;56.0;2820.0;67.2
2351;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Drenthe (PV);2017;0.13;6.56;9.16;44.0;2270.0;52.9
2352;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Overijssel (PV);2010;0.16;8.77;12.09;55.0;3050.0;70.1
2353;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Overijssel (PV);2011;0.17;9.29;12.45;59.0;3228.0;72.1
2354;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Overijssel (PV);2012;0.15;8.74;11.65;53.0;3046.0;67.7
2355;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Overijssel (PV);2013;0.16;8.41;11.97;55.0;2928.0;69.4
2356;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Overijssel (PV);2014;0.17;8.2;12.47;58.0;2855.0;72.3
2357;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Overijssel (PV);2015;0.15;8.06;11.15;53.0;2808.0;64.8
2358;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Overijssel (PV);2016;0.15;7.21;10.68;51.0;2519.0;62.2
2359;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Overijssel (PV);2017;0.17;9.46;12.68;58.0;3278.0;73.2
2360;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Flevoland (PV);2010;0.26;13.45;19.27;91.0;4680.0;111.7
2361;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Flevoland (PV);2011;0.24;13.37;17.82;82.0;4651.0;103.3
2362;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Flevoland (PV);2012;0.22;12.46;16.67;78.0;4347.0;96.9
2363;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Flevoland (PV);2013;0.2;9.41;14.38;69.0;3277.0;83.5
2364;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Flevoland (PV);2014;0.24;12.66;18.15;85.0;4412.0;105.4
2365;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Flevoland (PV);2015;0.26;15.72;19.53;91.0;5474.0;113.3
2366;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Flevoland (PV);2016;0.23;11.65;16.72;80.0;4071.0;97.4
2367;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Flevoland (PV);2017;0.26;14.99;19.55;90.0;5196.0;113.0
2368;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Gelderland (PV);2010;0.21;11.39;15.64;72.0;3957.0;90.6
2369;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Gelderland (PV);2011;0.19;10.11;14.17;65.0;3514.0;82.0
2370;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Gelderland (PV);2012;0.15;7.98;11.14;52.0;2782.0;64.8
2371;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Gelderland (PV);2013;0.17;9.56;13.12;61.0;3326.0;76.0
2372;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Gelderland (PV);2014;0.19;10.13;14.51;67.0;3525.0;84.1
2373;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Gelderland (PV);2015;0.2;10.88;15.12;71.0;3792.0;87.8
2374;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Gelderland (PV);2016;0.18;10.58;13.92;64.0;3697.0;81.0
2375;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Gelderland (PV);2017;0.18;9.36;13.17;61.0;3243.0;76.1
2376;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Utrecht (PV);2010;0.22;10.49;15.89;75.0;3648.0;92.1
2377;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Utrecht (PV);2011;0.22;10.62;16.27;77.0;3696.0;94.4
2378;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Utrecht (PV);2012;0.21;10.68;15.38;73.0;3727.0;89.5
2379;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Utrecht (PV);2013;0.24;11.76;17.79;84.0;4094.0;103.3
2380;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Utrecht (PV);2014;0.23;11.18;16.98;79.0;3892.0;98.5
2381;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Utrecht (PV);2015;0.21;10.84;15.17;73.0;3779.0;88.2
2382;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Utrecht (PV);2016;0.2;9.97;14.72;69.0;3485.0;85.7
2383;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Utrecht (PV);2017;0.2;10.16;14.78;71.0;3525.0;85.5
2384;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Noord-Holland (PV);2010;0.2;8.34;14.87;70.0;2901.0;86.2
2385;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Noord-Holland (PV);2011;0.2;9.22;14.65;69.0;3207.0;85.0
2386;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Noord-Holland (PV);2012;0.19;7.57;13.82;66.0;2643.0;80.5
2387;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Noord-Holland (PV);2013;0.19;8.15;14.39;68.0;2835.0;83.5
2388;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Noord-Holland (PV);2014;0.19;8.62;14.15;67.0;3000.0;82.0
2389;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Noord-Holland (PV);2015;0.2;8.01;14.21;68.0;2793.0;82.6
2390;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Noord-Holland (PV);2016;0.19;8.44;13.98;66.0;2948.0;81.4
2391;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Noord-Holland (PV);2017;0.2;8.22;14.81;70.0;2851.0;85.6
2392;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Zuid-Holland (PV);2010;0.18;7.56;12.95;61.0;2628.0;75.0
2393;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Zuid-Holland (PV);2011;0.19;7.73;13.68;65.0;2688.0;79.4
2394;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Zuid-Holland (PV);2012;0.18;8.14;13.28;62.0;2841.0;77.2
2395;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Zuid-Holland (PV);2013;0.19;8.27;13.98;66.0;2880.0;81.1
2396;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Zuid-Holland (PV);2014;0.19;8.17;13.62;64.0;2843.0;79.0
2397;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Zuid-Holland (PV);2015;0.18;8.01;13.13;62.0;2793.0;76.3
2398;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Zuid-Holland (PV);2016;0.19;8.46;13.87;66.0;2955.0;80.8
2399;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Zuid-Holland (PV);2017;0.2;8.99;14.72;70.0;3114.0;85.0
2400;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Zeeland (PV);2010;0.17;8.73;12.73;57.0;3034.0;73.8
2401;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Zeeland (PV);2011;0.17;8.88;12.45;59.0;3088.0;72.2
2402;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Zeeland (PV);2012;0.17;9.3;13.15;61.0;3240.0;76.4
2403;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Zeeland (PV);2013;0.15;8.1;11.33;53.0;2815.0;65.6
2404;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Zeeland (PV);2014;0.17;7.91;12.79;58.0;2750.0;74.2
2405;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Zeeland (PV);2015;0.18;7.13;13.21;61.0;2479.0;76.6
2406;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Zeeland (PV);2016;0.15;8.09;11.38;53.0;2824.0;66.2
2407;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Zeeland (PV);2017;0.13;6.32;9.54;44.0;2192.0;55.1
2408;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Noord-Brabant (PV);2010;0.17;8.2;12.33;58.0;2849.0;71.4
2409;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Noord-Brabant (PV);2011;0.17;9.14;12.81;59.0;3179.0;74.3
2410;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Noord-Brabant (PV);2012;0.16;8.89;12.35;57.0;3101.0;71.8
2411;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Noord-Brabant (PV);2013;0.18;9.5;13.37;62.0;3304.0;77.5
2412;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Noord-Brabant (PV);2014;0.18;9.59;13.35;61.0;3336.0;77.4
2413;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Noord-Brabant (PV);2015;0.16;8.49;12.22;57.0;2957.0;70.9
2414;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Noord-Brabant (PV);2016;0.16;8.15;12.12;57.0;2846.0;70.6
2415;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Noord-Brabant (PV);2017;0.16;8.56;12.3;57.0;2968.0;71.1
2416;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Limburg (PV);2010;0.15;5.44;11.18;53.0;1891.0;64.7
2417;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Limburg (PV);2011;0.14;5.64;9.98;47.0;1961.0;57.9
2418;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Limburg (PV);2012;0.12;4.76;9.37;43.0;1659.0;54.4
2419;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Limburg (PV);2013;0.14;6.13;10.46;48.0;2133.0;60.7
2420;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Limburg (PV);2014;0.12;5.07;8.82;41.0;1763.0;51.1
2421;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Limburg (PV);2015;0.12;5.29;8.97;43.0;1841.0;52.1
2422;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Limburg (PV);2016;0.12;5.84;9.58;44.0;2042.0;55.8
2423;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Limburg (PV);2017;0.15;7.41;11.36;53.0;2569.0;65.6
2424;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Zeer sterk stedelijk;2010;0.2;8.68;14.63;69.0;3018.0;84.8
2425;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Zeer sterk stedelijk;2011;0.21;9.44;15.27;72.0;3286.0;88.6
2426;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Zeer sterk stedelijk;2012;0.19;8.73;14.33;67.0;3049.0;83.5
2427;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Zeer sterk stedelijk;2013;0.22;9.81;16.05;75.0;3416.0;93.2
2428;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Zeer sterk stedelijk;2014;0.19;8.44;14.36;68.0;2940.0;83.4
2429;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Zeer sterk stedelijk;2015;0.19;8.09;13.79;66.0;2822.0;80.2
2430;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Zeer sterk stedelijk;2016;0.19;8.9;14.25;67.0;3113.0;83.1
2431;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Zeer sterk stedelijk;2017;0.2;8.77;14.67;69.0;3043.0;84.8
2432;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Sterk stedelijk;2010;0.17;8.35;13.07;61.0;2902.0;75.7
2433;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Sterk stedelijk;2011;0.18;8.7;13.1;61.0;3025.0;76.0
2434;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Sterk stedelijk;2012;0.17;8.66;13.12;61.0;3022.0;76.3
2435;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Sterk stedelijk;2013;0.18;8.86;13.58;63.0;3085.0;78.8
2436;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Sterk stedelijk;2014;0.19;10.42;14.64;68.0;3626.0;84.9
2437;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Sterk stedelijk;2015;0.18;8.78;12.93;61.0;3059.0;75.1
2438;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Sterk stedelijk;2016;0.18;9.04;13.52;63.0;3159.0;78.7
2439;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Sterk stedelijk;2017;0.19;9.34;13.9;65.0;3239.0;80.3
2440;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Matig stedelijk;2010;0.19;9.21;14.04;66.0;3202.0;81.4
2441;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Matig stedelijk;2011;0.18;8.84;13.12;62.0;3075.0;76.1
2442;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Matig stedelijk;2012;0.16;7.92;11.82;56.0;2761.0;68.7
2443;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Matig stedelijk;2013;0.17;8.3;12.52;59.0;2886.0;72.5
2444;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Matig stedelijk;2014;0.19;9.07;13.88;65.0;3153.0;80.4
2445;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Matig stedelijk;2015;0.17;8.82;12.93;60.0;3073.0;75.0
2446;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Matig stedelijk;2016;0.16;7.74;11.78;55.0;2701.0;68.6
2447;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Matig stedelijk;2017;0.18;8.62;12.99;61.0;2989.0;75.0
2448;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Weinig stedelijk;2010;0.18;9.08;13.6;63.0;3152.0;78.7
2449;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Weinig stedelijk;2011;0.17;8.12;12.44;58.0;2821.0;72.0
2450;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Weinig stedelijk;2012;0.16;7.94;11.85;55.0;2768.0;68.8
2451;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Weinig stedelijk;2013;0.17;8.55;12.74;60.0;2974.0;73.9
2452;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Weinig stedelijk;2014;0.17;7.61;12.46;58.0;2648.0;72.3
2453;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Weinig stedelijk;2015;0.18;9.04;13.47;63.0;3149.0;78.2
2454;Totaal;Totaal;Reisduur: 60 tot 120 minuten;Weinig stedelijk;2016;0.17;8.64;12.56;60.0;3016.0;73.1
