ID;Geslacht;Leeftijd;BurgerlijkeStaat;RegioS;Perioden;BevolkingOp1Januari_1;GemiddeldeBevolking_2
2032;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Midden-Limburg (CR);2022;239098.0;240282.5
2033;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Midden-Limburg (CR);2023;241467.0;242020.0
2034;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Midden-Limburg (CR);2024;242573.0;
2035;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Limburg (CR);1988;631464.0;
2036;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Limburg (CR);1989;633663.0;
2037;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Limburg (CR);1990;635695.0;
2038;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Limburg (CR);1991;638781.0;
2039;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Limburg (CR);1992;641876.0;
2040;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Limburg (CR);1993;643381.0;
2041;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Limburg (CR);1994;645411.0;
2042;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Limburg (CR);1995;647644.0;648083.0
2043;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Limburg (CR);1996;648522.0;649020.0
2044;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Limburg (CR);1997;649518.0;649505.0
2045;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Limburg (CR);1998;649492.0;649332.5
2046;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Limburg (CR);1999;649173.0;649027.5
2047;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Limburg (CR);2000;648882.0;648388.0
2048;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Limburg (CR);2001;647894.0;646988.5
2049;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Limburg (CR);2002;646083.0;644555.0
2050;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Limburg (CR);2003;630067.0;628821.5
2051;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Limburg (CR);2004;627576.0;625752.5
2052;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Limburg (CR);2005;623929.0;621647.5
2053;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Limburg (CR);2006;619351.0;617096.5
2054;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Limburg (CR);2007;614842.0;612855.0
2055;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Limburg (CR);2008;610868.0;609876.5
2056;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Limburg (CR);2009;608885.0;608334.5
2057;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Limburg (CR);2010;607784.0;607548.5
2058;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Limburg (CR);2011;607313.0;607263.5
2059;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Limburg (CR);2012;607214.0;606557.0
2060;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Limburg (CR);2013;605900.0;605027.0
2061;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Limburg (CR);2014;604154.0;603096.0
2062;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Limburg (CR);2015;602038.0;601449.0
2063;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Limburg (CR);2016;600860.0;600448.5
2064;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Limburg (CR);2017;600037.0;599531.0
2065;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Limburg (CR);2018;599025.0;598196.5
2066;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Limburg (CR);2019;597368.0;597276.0
2067;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Limburg (CR);2020;597184.0;595719.0
2068;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Limburg (CR);2021;594254.0;594150.5
2069;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Limburg (CR);2022;594047.0;595849.5
2070;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Limburg (CR);2023;597652.0;598971.0
2071;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Limburg (CR);2024;600290.0;
2072;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Flevoland (CR);1988;193739.0;
2073;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Flevoland (CR);1989;202678.0;
2074;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Flevoland (CR);1990;211507.0;
2075;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Flevoland (CR);1991;221505.0;
2076;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Flevoland (CR);1992;232823.0;
2077;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Flevoland (CR);1993;243441.0;
2078;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Flevoland (CR);1994;253699.0;
2079;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Flevoland (CR);1995;262325.0;267584.0
2080;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Flevoland (CR);1996;272843.0;277157.5
2081;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Flevoland (CR);1997;281472.0;287379.0
2082;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Flevoland (CR);1998;293286.0;299877.0
2083;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Flevoland (CR);1999;306468.0;311837.0
2084;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Flevoland (CR);2000;317206.0;323071.0
2085;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Flevoland (CR);2001;328936.0;335328.5
2086;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Flevoland (CR);2002;341721.0;346700.5
2087;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Flevoland (CR);2003;351680.0;355792.0
2088;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Flevoland (CR);2004;359904.0;362881.5
2089;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Flevoland (CR);2005;365859.0;368257.5
2090;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Flevoland (CR);2006;370656.0;372540.0
2091;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Flevoland (CR);2007;374424.0;376556.0
2092;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Flevoland (CR);2008;378688.0;381068.5
2093;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Flevoland (CR);2009;383449.0;385665.0
2094;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Flevoland (CR);2010;387881.0;389924.0
2095;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Flevoland (CR);2011;391967.0;393746.0
2096;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Flevoland (CR);2012;395525.0;396983.0
2097;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Flevoland (CR);2013;398441.0;399167.0
2098;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Flevoland (CR);2014;399893.0;400842.0
2099;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Flevoland (CR);2015;401791.0;402929.5
2100;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Flevoland (CR);2016;404068.0;405943.0
2101;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Flevoland (CR);2017;407818.0;409744.0
2102;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Flevoland (CR);2018;411670.0;414108.0
2103;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Flevoland (CR);2019;416546.0;419783.5
2104;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Flevoland (CR);2020;423021.0;425623.5
2105;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Flevoland (CR);2021;428226.0;431498.5
2106;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Flevoland (CR);2022;434771.0;439736.0
2107;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Flevoland (CR);2023;444701.0;447763.5
2108;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Flevoland (CR);2024;450826.0;
2109;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aa en Hunze;1988;;
2110;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aa en Hunze;1989;;
2111;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aa en Hunze;1990;;
2112;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aa en Hunze;1991;;
2113;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aa en Hunze;1992;;
2114;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aa en Hunze;1993;;
2115;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aa en Hunze;1994;;
2116;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aa en Hunze;1995;;
2117;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aa en Hunze;1996;;
2118;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aa en Hunze;1997;;
2119;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aa en Hunze;1998;24806.0;24778.5
2120;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aa en Hunze;1999;24751.0;24787.5
2121;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aa en Hunze;2000;24824.0;25016.0
2122;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aa en Hunze;2001;25208.0;25380.0
2123;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aa en Hunze;2002;25552.0;25428.5
2124;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aa en Hunze;2003;25305.0;25261.5
2125;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aa en Hunze;2004;25218.0;25273.5
2126;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aa en Hunze;2005;25329.0;25418.0
2127;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aa en Hunze;2006;25507.0;25535.0
2128;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aa en Hunze;2007;25563.0;25580.5
2129;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aa en Hunze;2008;25598.0;25636.5
2130;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aa en Hunze;2009;25675.0;25619.0
2131;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aa en Hunze;2010;25563.0;25674.0
2132;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aa en Hunze;2011;25785.0;25761.5
2133;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aa en Hunze;2012;25738.0;25639.5
2134;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aa en Hunze;2013;25541.0;25449.0
2135;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aa en Hunze;2014;25357.0;25280.0
2136;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aa en Hunze;2015;25203.0;25223.0
2137;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aa en Hunze;2016;25243.0;25264.5
2138;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aa en Hunze;2017;25286.0;25338.0
2139;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aa en Hunze;2018;25390.0;25388.0
2140;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aa en Hunze;2019;25386.0;25415.5
2141;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aa en Hunze;2020;25445.0;25422.0
2142;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aa en Hunze;2021;25399.0;25489.0
2143;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aa en Hunze;2022;25579.0;25651.5
2144;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aa en Hunze;2023;25724.0;25784.5
2145;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aa en Hunze;2024;25845.0;
2146;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalburg;1988;10597.0;
2147;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalburg;1989;10687.0;
2148;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalburg;1990;10793.0;
2149;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalburg;1991;10883.0;
2150;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalburg;1992;10952.0;
2151;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalburg;1993;11041.0;
2152;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalburg;1994;11081.0;
2153;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalburg;1995;11188.0;11194.5
2154;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalburg;1996;11201.0;11275.0
2155;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalburg;1997;11349.0;11439.0
2156;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalburg;1998;11529.0;11610.0
2157;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalburg;1999;11691.0;11732.5
2158;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalburg;2000;11774.0;11851.0
2159;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalburg;2001;11928.0;11967.0
2160;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalburg;2002;12006.0;12046.5
2161;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalburg;2003;12087.0;12145.5
2162;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalburg;2004;12204.0;12184.0
2163;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalburg;2005;12164.0;12193.0
2164;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalburg;2006;12222.0;12257.5
2165;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalburg;2007;12293.0;12339.5
2166;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalburg;2008;12386.0;12471.0
2167;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalburg;2009;12556.0;12585.0
2168;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalburg;2010;12614.0;12649.5
2169;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalburg;2011;12685.0;12717.0
2170;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalburg;2012;12749.0;12761.5
2171;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalburg;2013;12774.0;12810.0
2172;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalburg;2014;12846.0;12884.0
2173;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalburg;2015;12922.0;12980.0
2174;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalburg;2016;13038.0;13052.5
2175;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalburg;2017;13067.0;13110.0
2176;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalburg;2018;13153.0;13237.0
2177;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalburg;2019;;
2178;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalburg;2020;;
2179;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalburg;2021;;
2180;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalburg;2022;;
2181;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalburg;2023;;
2182;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalburg;2024;;
2183;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalsmeer;1988;21740.0;
2184;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalsmeer;1989;21954.0;
2185;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalsmeer;1990;22167.0;
2186;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalsmeer;1991;22196.0;
2187;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalsmeer;1992;22118.0;
2188;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalsmeer;1993;21999.0;
2189;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalsmeer;1994;21902.0;
2190;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalsmeer;1995;21990.0;22088.0
2191;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalsmeer;1996;22186.0;22235.0
2192;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalsmeer;1997;22284.0;22442.0
2193;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalsmeer;1998;22600.0;22556.5
2194;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalsmeer;1999;22513.0;22487.0
2195;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalsmeer;2000;22461.0;22561.5
2196;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalsmeer;2001;22662.0;22683.5
2197;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalsmeer;2002;22786.0;22812.5
2198;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalsmeer;2003;22839.0;22877.0
2199;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalsmeer;2004;22915.0;23105.5
2200;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalsmeer;2005;23296.0;23720.5
2201;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalsmeer;2006;24145.0;24582.0
2202;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalsmeer;2007;25019.0;25702.5
2203;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalsmeer;2008;26386.0;27196.0
2204;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalsmeer;2009;28006.0;28596.5
2205;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalsmeer;2010;29187.0;29688.0
2206;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalsmeer;2011;30189.0;30276.5
2207;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalsmeer;2012;30364.0;30491.0
2208;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalsmeer;2013;30618.0;30688.5
2209;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalsmeer;2014;30759.0;30918.0
2210;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalsmeer;2015;31077.0;31188.0
2211;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalsmeer;2016;31299.0;31336.0
2212;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalsmeer;2017;31373.0;31436.0
2213;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalsmeer;2018;31499.0;31613.5
2214;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalsmeer;2019;31728.0;31793.5
2215;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalsmeer;2020;31859.0;31925.0
2216;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalsmeer;2021;31991.0;32221.5
2217;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalsmeer;2022;32452.0;32757.5
2218;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalsmeer;2023;33063.0;33171.0
2219;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalsmeer;2024;33279.0;
2220;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalten;1988;18142.0;
2221;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalten;1989;18202.0;
2222;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalten;1990;18166.0;
2223;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalten;1991;18190.0;
2224;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalten;1992;18344.0;
2225;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalten;1993;18414.0;
2226;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalten;1994;18378.0;
2227;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalten;1995;18469.0;18507.5
2228;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalten;1996;18546.0;18592.0
2229;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalten;1997;18638.0;18710.0
2230;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalten;1998;18782.0;18747.5
2231;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalten;1999;18713.0;18706.0
2232;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalten;2000;18699.0;18736.0
2233;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalten;2001;18773.0;18792.0
2234;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalten;2002;18811.0;18833.0
2235;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalten;2003;18855.0;18926.5
2236;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalten;2004;18998.0;18966.5
2237;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalten;2005;27446.0;27461.0
2238;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalten;2006;27476.0;27523.0
2239;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalten;2007;27570.0;27569.0
2240;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalten;2008;27568.0;27507.5
2241;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalten;2009;27447.0;27473.5
2242;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalten;2010;27500.0;27469.5
2243;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalten;2011;27439.0;27372.0
2244;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalten;2012;27305.0;27193.5
2245;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalten;2013;27082.0;27047.5
2246;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalten;2014;27013.0;26958.5
2247;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalten;2015;26904.0;26908.0
2248;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalten;2016;26912.0;26979.5
2249;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalten;2017;27047.0;27004.5
2250;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalten;2018;26962.0;26986.5
2251;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalten;2019;27011.0;27066.0
2252;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalten;2020;27121.0;27120.5
2253;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalten;2021;27120.0;27110.0
2254;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalten;2022;27100.0;27172.0
2255;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalten;2023;27244.0;27276.0
2256;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aalten;2024;27308.0;
2257;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Ter Aar;1988;9098.0;
2258;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Ter Aar;1989;9089.0;
2259;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Ter Aar;1990;9135.0;
2260;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Ter Aar;1991;9255.0;
2261;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Ter Aar;1992;9301.0;
2262;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Ter Aar;1993;9304.0;
2263;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Ter Aar;1994;9355.0;
2264;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Ter Aar;1995;9297.0;9289.5
2265;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Ter Aar;1996;9282.0;9243.5
2266;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Ter Aar;1997;9205.0;9184.0
2267;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Ter Aar;1998;9163.0;9146.5
2268;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Ter Aar;1999;9130.0;9102.0
2269;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Ter Aar;2000;9074.0;9077.0
2270;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Ter Aar;2001;9080.0;9081.5
2271;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Ter Aar;2002;9083.0;9081.5
2272;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Ter Aar;2003;9080.0;9045.0
2273;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Ter Aar;2004;9010.0;9004.5
2274;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Ter Aar;2005;8999.0;8993.5
2275;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Ter Aar;2006;8988.0;8976.0
2276;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Ter Aar;2007;;
2277;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Ter Aar;2008;;
2278;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Ter Aar;2009;;
2279;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Ter Aar;2010;;
2280;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Ter Aar;2011;;
2281;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Ter Aar;2012;;
2282;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Ter Aar;2013;;
2283;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Ter Aar;2014;;
2284;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Ter Aar;2015;;
2285;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Ter Aar;2016;;
2286;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Ter Aar;2017;;
