ID;Inkomensbestanddelen;Kenmerken;Perioden;AantalHuishoudens_1;PercentageHuishoudens_2;TotaalBedrag_3;GemiddeldBedrag_4;AandeelVanBrutoInkomen_5
5857;Primair inkomen, onbekend;112;2006;0;0.0;;;0.0
5858;Primair inkomen, onbekend;112;2007;0;0.0;;;0.0
5859;Primair inkomen, onbekend;112;2008;0;0.0;;;0.0
5860;Primair inkomen, onbekend;112;2009;0;0.0;;;0.0
5861;Primair inkomen, onbekend;112;2010;0;0.0;;;0.0
5862;Primair inkomen, onbekend;112;2011;0;0.0;;;0.0
5863;Primair inkomen, onbekend;112;2012;0;0.0;;;0.0
5864;Primair inkomen, onbekend;112;2013;0;0.0;;;0.0
5865;Primair inkomen, onbekend;112;2014;0;0.0;;;0.0
5866;Primair inkomen, onbekend;122;2001;0;0.0;;;0.0
5867;Primair inkomen, onbekend;122;2002;0;0.0;;;0.0
5868;Primair inkomen, onbekend;122;2003;0;0.0;;;0.0
5869;Primair inkomen, onbekend;122;2004;0;0.0;;;0.0
5870;Primair inkomen, onbekend;122;2005;0;0.0;;;0.0
5871;Primair inkomen, onbekend;122;2006;0;0.0;;;0.0
5872;Primair inkomen, onbekend;122;2007;0;0.0;;;0.0
5873;Primair inkomen, onbekend;122;2008;0;0.0;;;0.0
5874;Primair inkomen, onbekend;122;2009;0;0.0;;;0.0
5875;Primair inkomen, onbekend;122;2010;0;0.0;;;0.0
5876;Primair inkomen, onbekend;122;2011;0;0.0;;;0.0
5877;Primair inkomen, onbekend;122;2012;0;0.0;;;0.0
5878;Primair inkomen, onbekend;122;2013;0;0.0;;;0.0
5879;Primair inkomen, onbekend;122;2014;0;0.0;;;0.0
5880;Primair inkomen, onbekend;123;2001;0;0.0;;;0.0
5881;Primair inkomen, onbekend;123;2002;0;0.0;;;0.0
5882;Primair inkomen, onbekend;123;2003;0;0.0;;;0.0
5883;Primair inkomen, onbekend;123;2004;0;0.0;;;0.0
5884;Primair inkomen, onbekend;123;2005;0;0.0;;;0.0
5885;Primair inkomen, onbekend;123;2006;0;0.0;;;0.0
5886;Primair inkomen, onbekend;123;2007;0;0.0;;;0.0
5887;Primair inkomen, onbekend;123;2008;0;0.0;;;0.0
5888;Primair inkomen, onbekend;123;2009;0;0.0;;;0.0
5889;Primair inkomen, onbekend;123;2010;0;0.0;;;0.0
5890;Primair inkomen, onbekend;123;2011;0;0.0;;;0.0
5891;Primair inkomen, onbekend;123;2012;0;0.0;;;0.0
5892;Primair inkomen, onbekend;123;2013;0;0.0;;;0.0
5893;Primair inkomen, onbekend;123;2014;0;0.0;;;0.0
5894;Primair inkomen, onbekend;124;2001;0;0.0;;;0.0
5895;Primair inkomen, onbekend;124;2002;0;0.0;;;0.0
5896;Primair inkomen, onbekend;124;2003;0;0.0;;;0.0
5897;Primair inkomen, onbekend;124;2004;0;0.0;;;0.0
5898;Primair inkomen, onbekend;124;2005;0;0.0;;;0.0
5899;Primair inkomen, onbekend;124;2006;0;0.0;;;0.0
5900;Primair inkomen, onbekend;124;2007;0;0.0;;;0.0
5901;Primair inkomen, onbekend;124;2008;0;0.0;;;0.0
5902;Primair inkomen, onbekend;124;2009;0;0.0;;;0.0
5903;Primair inkomen, onbekend;124;2010;0;0.0;;;0.0
5904;Primair inkomen, onbekend;124;2011;0;0.0;;;0.0
5905;Primair inkomen, onbekend;124;2012;0;0.0;;;0.0
5906;Primair inkomen, onbekend;124;2013;0;0.0;;;0.0
5907;Primair inkomen, onbekend;124;2014;0;0.0;;;0.0
5908;Primair inkomen, onbekend;125;2001;0;0.0;;;0.0
5909;Primair inkomen, onbekend;125;2002;0;0.0;;;0.0
5910;Primair inkomen, onbekend;125;2003;0;0.0;;;0.0
5911;Primair inkomen, onbekend;125;2004;0;0.0;;;0.0
5912;Primair inkomen, onbekend;125;2005;0;0.0;;;0.0
5913;Primair inkomen, onbekend;125;2006;0;0.0;;;0.0
5914;Primair inkomen, onbekend;125;2007;0;0.0;;;0.0
5915;Primair inkomen, onbekend;125;2008;0;0.0;;;0.0
5916;Primair inkomen, onbekend;125;2009;0;0.0;;;0.0
5917;Primair inkomen, onbekend;125;2010;0;0.0;;;0.0
5918;Primair inkomen, onbekend;125;2011;0;0.0;;;0.0
5919;Primair inkomen, onbekend;125;2012;0;0.0;;;0.0
5920;Primair inkomen, onbekend;125;2013;0;0.0;;;0.0
5921;Primair inkomen, onbekend;125;2014;0;0.0;;;0.0
5922;Primair inkomen, onbekend;126;2001;0;0.0;;;0.0
5923;Primair inkomen, onbekend;126;2002;0;0.0;;;0.0
5924;Primair inkomen, onbekend;126;2003;0;0.0;;;0.0
5925;Primair inkomen, onbekend;126;2004;0;0.0;;;0.0
5926;Primair inkomen, onbekend;126;2005;0;0.0;;;0.0
5927;Primair inkomen, onbekend;126;2006;0;0.0;;;0.0
5928;Primair inkomen, onbekend;126;2007;0;0.0;;;0.0
5929;Primair inkomen, onbekend;126;2008;0;0.0;;;0.0
5930;Primair inkomen, onbekend;126;2009;0;0.0;;;0.0
5931;Primair inkomen, onbekend;126;2010;0;0.0;;;0.0
5932;Primair inkomen, onbekend;126;2011;0;0.0;;;0.0
5933;Primair inkomen, onbekend;126;2012;0;0.0;;;0.0
5934;Primair inkomen, onbekend;126;2013;0;0.0;;;0.0
5935;Primair inkomen, onbekend;126;2014;0;0.0;;;0.0
5936;Primair inkomen, onbekend;127;2001;0;0.0;;;0.0
5937;Primair inkomen, onbekend;127;2002;0;0.0;;;0.0
5938;Primair inkomen, onbekend;127;2003;0;0.0;;;0.0
5939;Primair inkomen, onbekend;127;2004;0;0.0;;;0.0
5940;Primair inkomen, onbekend;127;2005;0;0.0;;;0.0
5941;Primair inkomen, onbekend;127;2006;0;0.0;;;0.0
5942;Primair inkomen, onbekend;127;2007;0;0.0;;;0.0
5943;Primair inkomen, onbekend;127;2008;0;0.0;;;0.0
5944;Primair inkomen, onbekend;127;2009;0;0.0;;;0.0
5945;Primair inkomen, onbekend;127;2010;0;0.0;;;0.0
5946;Primair inkomen, onbekend;127;2011;0;0.0;;;0.0
5947;Primair inkomen, onbekend;127;2012;0;0.0;;;0.0
5948;Primair inkomen, onbekend;127;2013;0;0.0;;;0.0
5949;Primair inkomen, onbekend;127;2014;0;0.0;;;0.0
5950;Primair inkomen, onbekend;128;2001;0;0.0;;;0.0
5951;Primair inkomen, onbekend;128;2002;0;0.0;;;0.0
5952;Primair inkomen, onbekend;128;2003;0;0.0;;;0.0
5953;Primair inkomen, onbekend;128;2004;0;0.0;;;0.0
5954;Primair inkomen, onbekend;128;2005;0;0.0;;;0.0
5955;Primair inkomen, onbekend;128;2006;0;0.0;;;0.0
5956;Primair inkomen, onbekend;128;2007;0;0.0;;;0.0
5957;Primair inkomen, onbekend;128;2008;0;0.0;;;0.0
5958;Primair inkomen, onbekend;128;2009;0;0.0;;;0.0
5959;Primair inkomen, onbekend;128;2010;0;0.0;;;0.0
5960;Primair inkomen, onbekend;128;2011;0;0.0;;;0.0
5961;Primair inkomen, onbekend;128;2012;0;0.0;;;0.0
5962;Primair inkomen, onbekend;128;2013;0;0.0;;;0.0
5963;Primair inkomen, onbekend;128;2014;0;0.0;;;0.0
5964;Primair inkomen, onbekend;129;2001;0;0.0;;;0.0
5965;Primair inkomen, onbekend;129;2002;0;0.0;;;0.0
5966;Primair inkomen, onbekend;129;2003;0;0.0;;;0.0
5967;Primair inkomen, onbekend;129;2004;0;0.0;;;0.0
5968;Primair inkomen, onbekend;129;2005;0;0.0;;;0.0
5969;Primair inkomen, onbekend;129;2006;0;0.0;;;0.0
5970;Primair inkomen, onbekend;129;2007;0;0.0;;;0.0
5971;Primair inkomen, onbekend;129;2008;0;0.0;;;0.0
5972;Primair inkomen, onbekend;129;2009;0;0.0;;;0.0
5973;Primair inkomen, onbekend;129;2010;0;0.0;;;0.0
5974;Primair inkomen, onbekend;129;2011;0;0.0;;;0.0
5975;Primair inkomen, onbekend;129;2012;0;0.0;;;0.0
5976;Primair inkomen, onbekend;129;2013;0;0.0;;;0.0
5977;Primair inkomen, onbekend;129;2014;0;0.0;;;0.0
5978;Primair inkomen, onbekend;130;2001;0;0.0;;;0.0
5979;Primair inkomen, onbekend;130;2002;0;0.0;;;0.0
5980;Primair inkomen, onbekend;130;2003;0;0.0;;;0.0
5981;Primair inkomen, onbekend;130;2004;0;0.0;;;0.0
5982;Primair inkomen, onbekend;130;2005;0;0.0;;;0.0
5983;Primair inkomen, onbekend;130;2006;0;0.0;;;0.0
5984;Primair inkomen, onbekend;130;2007;0;0.0;;;0.0
5985;Primair inkomen, onbekend;130;2008;0;0.0;;;0.0
5986;Primair inkomen, onbekend;130;2009;0;0.0;;;0.0
5987;Primair inkomen, onbekend;130;2010;0;0.0;;;0.0
5988;Primair inkomen, onbekend;130;2011;0;0.0;;;0.0
5989;Primair inkomen, onbekend;130;2012;0;0.0;;;0.0
5990;Primair inkomen, onbekend;130;2013;0;0.0;;;0.0
5991;Primair inkomen, onbekend;130;2014;0;0.0;;;0.0
5992;Primair inkomen, onbekend;131;2001;0;0.0;;;0.0
5993;Primair inkomen, onbekend;131;2002;0;0.0;;;0.0
5994;Primair inkomen, onbekend;131;2003;0;0.0;;;0.0
5995;Primair inkomen, onbekend;131;2004;0;0.0;;;0.0
5996;Primair inkomen, onbekend;131;2005;0;0.0;;;0.0
5997;Primair inkomen, onbekend;131;2006;0;0.0;;;0.0
5998;Primair inkomen, onbekend;131;2007;0;0.0;;;0.0
5999;Primair inkomen, onbekend;131;2008;0;0.0;;;0.0
6000;Primair inkomen, onbekend;131;2009;0;0.0;;;0.0
6001;Primair inkomen, onbekend;131;2010;0;0.0;;;0.0
6002;Primair inkomen, onbekend;131;2011;0;0.0;;;0.0
6003;Primair inkomen, onbekend;131;2012;0;0.0;;;0.0
6004;Primair inkomen, onbekend;131;2013;0;0.0;;;0.0
6005;Primair inkomen, onbekend;131;2014;0;0.0;;;0.0
6006;Primair inkomen, onbekend;132;2001;0;0.0;;;0.0
6007;Primair inkomen, onbekend;132;2002;0;0.0;;;0.0
6008;Primair inkomen, onbekend;132;2003;0;0.0;;;0.0
6009;Primair inkomen, onbekend;132;2004;0;0.0;;;0.0
6010;Primair inkomen, onbekend;132;2005;0;0.0;;;0.0
6011;Primair inkomen, onbekend;132;2006;0;0.0;;;0.0
6012;Primair inkomen, onbekend;132;2007;0;0.0;;;0.0
6013;Primair inkomen, onbekend;132;2008;0;0.0;;;0.0
6014;Primair inkomen, onbekend;132;2009;0;0.0;;;0.0
6015;Primair inkomen, onbekend;132;2010;0;0.0;;;0.0
6016;Primair inkomen, onbekend;132;2011;0;0.0;;;0.0
6017;Primair inkomen, onbekend;132;2012;0;0.0;;;0.0
6018;Primair inkomen, onbekend;132;2013;0;0.0;;;0.0
6019;Primair inkomen, onbekend;132;2014;0;0.0;;;0.0
6020;Primair inkomen, onbekend;133;2001;0;0.0;;;0.0
6021;Primair inkomen, onbekend;133;2002;0;0.0;;;0.0
6022;Primair inkomen, onbekend;133;2003;0;0.0;;;0.0
6023;Primair inkomen, onbekend;133;2004;0;0.0;;;0.0
6024;Primair inkomen, onbekend;133;2005;0;0.0;;;0.0
6025;Primair inkomen, onbekend;133;2006;0;0.0;;;0.0
6026;Primair inkomen, onbekend;133;2007;0;0.0;;;0.0
6027;Primair inkomen, onbekend;133;2008;0;0.0;;;0.0
6028;Primair inkomen, onbekend;133;2009;0;0.0;;;0.0
6029;Primair inkomen, onbekend;133;2010;0;0.0;;;0.0
6030;Primair inkomen, onbekend;133;2011;0;0.0;;;0.0
6031;Primair inkomen, onbekend;133;2012;0;0.0;;;0.0
6032;Primair inkomen, onbekend;133;2013;0;0.0;;;0.0
6033;Primair inkomen, onbekend;133;2014;0;0.0;;;0.0
6034;Primair inkomen, onbekend;142;2001;0;0.0;;;0.0
6035;Primair inkomen, onbekend;142;2002;0;0.0;;;0.0
6036;Primair inkomen, onbekend;142;2003;0;0.0;;;0.0
6037;Primair inkomen, onbekend;142;2004;0;0.0;;;0.0
6038;Primair inkomen, onbekend;142;2005;0;0.0;;;0.0
6039;Primair inkomen, onbekend;142;2006;0;0.0;;;0.0
6040;Primair inkomen, onbekend;142;2007;0;0.0;;;0.0
6041;Primair inkomen, onbekend;142;2008;0;0.0;;;0.0
6042;Primair inkomen, onbekend;142;2009;0;0.0;;;0.0
6043;Primair inkomen, onbekend;142;2010;0;0.0;;;0.0
6044;Primair inkomen, onbekend;142;2011;0;0.0;;;0.0
6045;Primair inkomen, onbekend;142;2012;0;0.0;;;0.0
6046;Primair inkomen, onbekend;142;2013;0;0.0;;;0.0
6047;Primair inkomen, onbekend;142;2014;0;0.0;;;0.0
6048;Primair inkomen, onbekend;143;2001;0;0.0;;;0.0
6049;Primair inkomen, onbekend;143;2002;0;0.0;;;0.0
6050;Primair inkomen, onbekend;143;2003;0;0.0;;;0.0
6051;Primair inkomen, onbekend;143;2004;0;0.0;;;0.0
6052;Primair inkomen, onbekend;143;2005;0;0.0;;;0.0
6053;Primair inkomen, onbekend;143;2006;0;0.0;;;0.0
6054;Primair inkomen, onbekend;143;2007;0;0.0;;;0.0
6055;Primair inkomen, onbekend;143;2008;0;0.0;;;0.0
6056;Primair inkomen, onbekend;143;2009;0;0.0;;;0.0
6057;Primair inkomen, onbekend;143;2010;0;0.0;;;0.0
6058;Primair inkomen, onbekend;143;2011;0;0.0;;;0.0
6059;Primair inkomen, onbekend;143;2012;0;0.0;;;0.0
6060;Primair inkomen, onbekend;143;2013;0;0.0;;;0.0
6061;Primair inkomen, onbekend;143;2014;0;0.0;;;0.0
6062;Primair inkomen, onbekend;144;2001;0;0.0;;;0.0
6063;Primair inkomen, onbekend;144;2002;0;0.0;;;0.0
6064;Primair inkomen, onbekend;144;2003;0;0.0;;;0.0
6065;Primair inkomen, onbekend;144;2004;0;0.0;;;0.0
6066;Primair inkomen, onbekend;144;2005;0;0.0;;;0.0
6067;Primair inkomen, onbekend;144;2006;0;0.0;;;0.0
6068;Primair inkomen, onbekend;144;2007;0;0.0;;;0.0
6069;Primair inkomen, onbekend;144;2008;0;0.0;;;0.0
6070;Primair inkomen, onbekend;144;2009;0;0.0;;;0.0
6071;Primair inkomen, onbekend;144;2010;0;0.0;;;0.0
6072;Primair inkomen, onbekend;144;2011;0;0.0;;;0.0
6073;Primair inkomen, onbekend;144;2012;0;0.0;;;0.0
6074;Primair inkomen, onbekend;144;2013;0;0.0;;;0.0
6075;Primair inkomen, onbekend;144;2014;0;0.0;;;0.0
6076;Primair inkomen, onbekend;145;2001;0;0.0;;;0.0
6077;Primair inkomen, onbekend;145;2002;0;0.0;;;0.0
6078;Primair inkomen, onbekend;145;2003;0;0.0;;;0.0
6079;Primair inkomen, onbekend;145;2004;0;0.0;;;0.0
6080;Primair inkomen, onbekend;145;2005;0;0.0;;;0.0
6081;Primair inkomen, onbekend;145;2006;0;0.0;;;0.0
6082;Primair inkomen, onbekend;145;2007;0;0.0;;;0.0
6083;Primair inkomen, onbekend;145;2008;0;0.0;;;0.0
6084;Primair inkomen, onbekend;145;2009;0;0.0;;;0.0
6085;Primair inkomen, onbekend;145;2010;0;0.0;;;0.0
6086;Primair inkomen, onbekend;145;2011;0;0.0;;;0.0
6087;Primair inkomen, onbekend;145;2012;0;0.0;;;0.0
6088;Primair inkomen, onbekend;145;2013;0;0.0;;;0.0
6089;Primair inkomen, onbekend;145;2014;0;0.0;;;0.0
6090;Primair inkomen, onbekend;146;2001;0;0.0;;;0.0
6091;Primair inkomen, onbekend;146;2002;0;0.0;;;0.0
6092;Primair inkomen, onbekend;146;2003;0;0.0;;;0.0
6093;Primair inkomen, onbekend;146;2004;0;0.0;;;0.0
6094;Primair inkomen, onbekend;146;2005;0;0.0;;;0.0
6095;Primair inkomen, onbekend;146;2006;0;0.0;;;0.0
6096;Primair inkomen, onbekend;146;2007;0;0.0;;;0.0
6097;Primair inkomen, onbekend;146;2008;0;0.0;;;0.0
6098;Primair inkomen, onbekend;146;2009;0;0.0;;;0.0
6099;Primair inkomen, onbekend;146;2010;0;0.0;;;0.0
6100;Primair inkomen, onbekend;146;2011;0;0.0;;;0.0
6101;Primair inkomen, onbekend;146;2012;0;0.0;;;0.0
6102;Primair inkomen, onbekend;146;2013;0;0.0;;;0.0
6103;Primair inkomen, onbekend;146;2014;0;0.0;;;0.0
6104;Primair inkomen, onbekend;147;2001;0;0.0;;;0.0
6105;Primair inkomen, onbekend;147;2002;0;0.0;;;0.0
6106;Primair inkomen, onbekend;147;2003;0;0.0;;;0.0
6107;Primair inkomen, onbekend;147;2004;0;0.0;;;0.0
6108;Primair inkomen, onbekend;147;2005;0;0.0;;;0.0
6109;Primair inkomen, onbekend;147;2006;0;0.0;;;0.0
6110;Primair inkomen, onbekend;147;2007;0;0.0;;;0.0
6111;Primair inkomen, onbekend;147;2008;0;0.0;;;0.0
6112;Primair inkomen, onbekend;147;2009;0;0.0;;;0.0
6113;Primair inkomen, onbekend;147;2010;0;0.0;;;0.0
6114;Primair inkomen, onbekend;147;2011;0;0.0;;;0.0
6115;Primair inkomen, onbekend;147;2012;0;0.0;;;0.0
6116;Primair inkomen, onbekend;147;2013;0;0.0;;;0.0
6117;Primair inkomen, onbekend;147;2014;0;0.0;;;0.0
6118;Primair inkomen, onbekend;148;2001;0;0.0;;;0.0
6119;Primair inkomen, onbekend;148;2002;0;0.0;;;0.0
6120;Primair inkomen, onbekend;148;2003;0;0.0;;;0.0
6121;Primair inkomen, onbekend;148;2004;0;0.0;;;0.0
6122;Primair inkomen, onbekend;148;2005;0;0.0;;;0.0
6123;Primair inkomen, onbekend;148;2006;0;0.0;;;0.0
6124;Primair inkomen, onbekend;148;2007;0;0.0;;;0.0
6125;Primair inkomen, onbekend;148;2008;0;0.0;;;0.0
6126;Primair inkomen, onbekend;148;2009;0;0.0;;;0.0
6127;Primair inkomen, onbekend;148;2010;0;0.0;;;0.0
6128;Primair inkomen, onbekend;148;2011;0;0.0;;;0.0
6129;Primair inkomen, onbekend;148;2012;0;0.0;;;0.0
6130;Primair inkomen, onbekend;148;2013;0;0.0;;;0.0
6131;Primair inkomen, onbekend;148;2014;0;0.0;;;0.0
6132;Primair inkomen, onbekend;161;2001;0;0.0;;;0.0
6133;Primair inkomen, onbekend;161;2002;0;0.0;;;0.0
6134;Primair inkomen, onbekend;161;2003;0;0.0;;;0.0
6135;Primair inkomen, onbekend;161;2004;0;0.0;;;0.0
6136;Primair inkomen, onbekend;161;2005;0;0.0;;;0.0
6137;Primair inkomen, onbekend;161;2006;0;0.0;;;0.0
6138;Primair inkomen, onbekend;161;2007;0;0.0;;;0.0
6139;Primair inkomen, onbekend;161;2008;0;0.0;;;0.0
6140;Primair inkomen, onbekend;161;2009;0;0.0;;;0.0
6141;Primair inkomen, onbekend;161;2010;0;0.0;;;0.0
6142;Primair inkomen, onbekend;161;2011;0;0.0;;;0.0
6143;Primair inkomen, onbekend;161;2012;0;0.0;;;0.0
6144;Primair inkomen, onbekend;161;2013;0;0.0;;;0.0
6145;Primair inkomen, onbekend;161;2014;0;0.0;;;0.0
6146;Primair inkomen, onbekend;162;2001;0;0.0;;;0.0
6147;Primair inkomen, onbekend;162;2002;0;0.0;;;0.0
6148;Primair inkomen, onbekend;162;2003;0;0.0;;;0.0
6149;Primair inkomen, onbekend;162;2004;0;0.0;;;0.0
6150;Primair inkomen, onbekend;162;2005;0;0.0;;;0.0
6151;Primair inkomen, onbekend;162;2006;0;0.0;;;0.0
6152;Primair inkomen, onbekend;162;2007;0;0.0;;;0.0
6153;Primair inkomen, onbekend;162;2008;0;0.0;;;0.0
6154;Primair inkomen, onbekend;162;2009;0;0.0;;;0.0
6155;Primair inkomen, onbekend;162;2010;0;0.0;;;0.0
6156;Primair inkomen, onbekend;162;2011;0;0.0;;;0.0
6157;Primair inkomen, onbekend;162;2012;0;0.0;;;0.0
6158;Primair inkomen, onbekend;162;2013;0;0.0;;;0.0
6159;Primair inkomen, onbekend;162;2014;0;0.0;;;0.0
6160;Primair inkomen, onbekend;163;2001;0;0.0;;;0.0
6161;Primair inkomen, onbekend;163;2002;0;0.0;;;0.0
6162;Primair inkomen, onbekend;163;2003;0;0.0;;;0.0
6163;Primair inkomen, onbekend;163;2004;0;0.0;;;0.0
6164;Primair inkomen, onbekend;163;2005;0;0.0;;;0.0
6165;Primair inkomen, onbekend;163;2006;0;0.0;;;0.0
6166;Primair inkomen, onbekend;163;2007;0;0.0;;;0.0
6167;Primair inkomen, onbekend;163;2008;0;0.0;;;0.0
6168;Primair inkomen, onbekend;163;2009;0;0.0;;;0.0
6169;Primair inkomen, onbekend;163;2010;0;0.0;;;0.0
6170;Primair inkomen, onbekend;163;2011;0;0.0;;;0.0
6171;Primair inkomen, onbekend;163;2012;0;0.0;;;0.0
6172;Primair inkomen, onbekend;163;2013;0;0.0;;;0.0
6173;Primair inkomen, onbekend;163;2014;0;0.0;;;0.0
6174;Primair inkomen, onbekend;164;2001;0;0.0;;;0.0
6175;Primair inkomen, onbekend;164;2002;0;0.0;;;0.0
6176;Primair inkomen, onbekend;164;2003;0;0.0;;;0.0
6177;Primair inkomen, onbekend;164;2004;0;0.0;;;0.0
6178;Primair inkomen, onbekend;164;2005;0;0.0;;;0.0
6179;Primair inkomen, onbekend;164;2006;0;0.0;;;0.0
6180;Primair inkomen, onbekend;164;2007;0;0.0;;;0.0
6181;Primair inkomen, onbekend;164;2008;0;0.0;;;0.0
6182;Primair inkomen, onbekend;164;2009;0;0.0;;;0.0
6183;Primair inkomen, onbekend;164;2010;0;0.0;;;0.0
6184;Primair inkomen, onbekend;164;2011;0;0.0;;;0.0
6185;Primair inkomen, onbekend;164;2012;0;0.0;;;0.0
6186;Primair inkomen, onbekend;164;2013;0;0.0;;;0.0
6187;Primair inkomen, onbekend;164;2014;0;0.0;;;0.0
6188;Primair inkomen, onbekend;165;2001;0;0.0;;;0.0
6189;Primair inkomen, onbekend;165;2002;0;0.0;;;0.0
6190;Primair inkomen, onbekend;165;2003;0;0.0;;;0.0
6191;Primair inkomen, onbekend;165;2004;0;0.0;;;0.0
6192;Primair inkomen, onbekend;165;2005;0;0.0;;;0.0
6193;Primair inkomen, onbekend;165;2006;0;0.0;;;0.0
6194;Primair inkomen, onbekend;165;2007;0;0.0;;;0.0
6195;Primair inkomen, onbekend;165;2008;0;0.0;;;0.0
6196;Primair inkomen, onbekend;165;2009;0;0.0;;;0.0
6197;Primair inkomen, onbekend;165;2010;0;0.0;;;0.0
6198;Primair inkomen, onbekend;165;2011;0;0.0;;;0.0
6199;Primair inkomen, onbekend;165;2012;0;0.0;;;0.0
6200;Primair inkomen, onbekend;165;2013;0;0.0;;;0.0
6201;Primair inkomen, onbekend;165;2014;0;0.0;;;0.0
6202;Primair inkomen, onbekend;171;2001;0;0.0;;;0.0
6203;Primair inkomen, onbekend;171;2002;0;0.0;;;0.0
6204;Primair inkomen, onbekend;171;2003;0;0.0;;;0.0
6205;Primair inkomen, onbekend;171;2004;0;0.0;;;0.0
6206;Primair inkomen, onbekend;171;2005;0;0.0;;;0.0
6207;Primair inkomen, onbekend;171;2006;0;0.0;;;0.0
6208;Primair inkomen, onbekend;171;2007;0;0.0;;;0.0
6209;Primair inkomen, onbekend;171;2008;0;0.0;;;0.0
6210;Primair inkomen, onbekend;171;2009;0;0.0;;;0.0
6211;Primair inkomen, onbekend;171;2010;0;0.0;;;0.0
6212;Primair inkomen, onbekend;171;2011;0;0.0;;;0.0
6213;Primair inkomen, onbekend;171;2012;0;0.0;;;0.0
6214;Primair inkomen, onbekend;171;2013;0;0.0;;;0.0
6215;Primair inkomen, onbekend;171;2014;0;0.0;;;0.0
6216;Primair inkomen, onbekend;172;2001;0;0.0;;;0.0
6217;Primair inkomen, onbekend;172;2002;0;0.0;;;0.0
6218;Primair inkomen, onbekend;172;2003;0;0.0;;;0.0
6219;Primair inkomen, onbekend;172;2004;0;0.0;;;0.0
6220;Primair inkomen, onbekend;172;2005;0;0.0;;;0.0
6221;Primair inkomen, onbekend;172;2006;0;0.0;;;0.0
6222;Primair inkomen, onbekend;172;2007;0;0.0;;;0.0
6223;Primair inkomen, onbekend;172;2008;0;0.0;;;0.0
6224;Primair inkomen, onbekend;172;2009;0;0.0;;;0.0
6225;Primair inkomen, onbekend;172;2010;0;0.0;;;0.0
6226;Primair inkomen, onbekend;172;2011;0;0.0;;;0.0
6227;Primair inkomen, onbekend;172;2012;0;0.0;;;0.0
6228;Primair inkomen, onbekend;172;2013;0;0.0;;;0.0
6229;Primair inkomen, onbekend;172;2014;0;0.0;;;0.0
6230;Primair inkomen, onbekend;173;2001;0;0.0;;;0.0
6231;Primair inkomen, onbekend;173;2002;0;0.0;;;0.0
6232;Primair inkomen, onbekend;173;2003;0;0.0;;;0.0
6233;Primair inkomen, onbekend;173;2004;0;0.0;;;0.0
6234;Primair inkomen, onbekend;173;2005;0;0.0;;;0.0
6235;Primair inkomen, onbekend;173;2006;0;0.0;;;0.0
6236;Primair inkomen, onbekend;173;2007;0;0.0;;;0.0
6237;Primair inkomen, onbekend;173;2008;0;0.0;;;0.0
6238;Primair inkomen, onbekend;173;2009;0;0.0;;;0.0
6239;Primair inkomen, onbekend;173;2010;0;0.0;;;0.0
6240;Primair inkomen, onbekend;173;2011;0;0.0;;;0.0
6241;Primair inkomen, onbekend;173;2012;0;0.0;;;0.0
6242;Primair inkomen, onbekend;173;2013;0;0.0;;;0.0
6243;Primair inkomen, onbekend;173;2014;0;0.0;;;0.0
6244;Primair inkomen, onbekend;174;2001;0;0.0;;;0.0
6245;Primair inkomen, onbekend;174;2002;0;0.0;;;0.0
6246;Primair inkomen, onbekend;174;2003;0;0.0;;;0.0
6247;Primair inkomen, onbekend;174;2004;0;0.0;;;0.0
6248;Primair inkomen, onbekend;174;2005;0;0.0;;;0.0
6249;Primair inkomen, onbekend;174;2006;0;0.0;;;0.0
6250;Primair inkomen, onbekend;174;2007;0;0.0;;;0.0
6251;Primair inkomen, onbekend;174;2008;0;0.0;;;0.0
6252;Primair inkomen, onbekend;174;2009;0;0.0;;;0.0
6253;Primair inkomen, onbekend;174;2010;0;0.0;;;0.0
6254;Primair inkomen, onbekend;174;2011;0;0.0;;;0.0
6255;Primair inkomen, onbekend;174;2012;0;0.0;;;0.0
6256;Primair inkomen, onbekend;174;2013;0;0.0;;;0.0
6257;Primair inkomen, onbekend;174;2014;0;0.0;;;0.0
6258;Primair inkomen, onbekend;182;2001;0;0.0;;;0.0
6259;Primair inkomen, onbekend;182;2002;0;0.0;;;0.0
6260;Primair inkomen, onbekend;182;2003;0;0.0;;;0.0
6261;Primair inkomen, onbekend;182;2004;0;0.0;;;0.0
6262;Primair inkomen, onbekend;182;2005;0;0.0;;;0.0
6263;Primair inkomen, onbekend;182;2006;0;0.0;;;0.0
6264;Primair inkomen, onbekend;182;2007;0;0.0;;;0.0
6265;Primair inkomen, onbekend;182;2008;0;0.0;;;0.0
6266;Primair inkomen, onbekend;182;2009;0;0.0;;;0.0
6267;Primair inkomen, onbekend;182;2010;0;0.0;;;0.0
6268;Primair inkomen, onbekend;182;2011;0;0.0;;;0.0
6269;Primair inkomen, onbekend;182;2012;0;0.0;;;0.0
6270;Primair inkomen, onbekend;182;2013;0;0.0;;;0.0
6271;Primair inkomen, onbekend;182;2014;0;0.0;;;0.0
6272;Primair inkomen, onbekend;183;2001;0;0.0;;;0.0
6273;Primair inkomen, onbekend;183;2002;0;0.0;;;0.0
6274;Primair inkomen, onbekend;183;2003;0;0.0;;;0.0
6275;Primair inkomen, onbekend;183;2004;0;0.0;;;0.0
6276;Primair inkomen, onbekend;183;2005;0;0.0;;;0.0
6277;Primair inkomen, onbekend;183;2006;0;0.0;;;0.0
