ID;SBI93;Perioden;Vacaturegraad_1
495;H Horeca;2003 4e kwartaal;14
496;H Horeca;2004 1e kwartaal;28
497;H Horeca;2004 2e kwartaal;31
498;H Horeca;2004 3e kwartaal;22
499;H Horeca;2004 4e kwartaal;24
500;H Horeca;2005 1e kwartaal;47
501;H Horeca;2005 2e kwartaal;37
502;H Horeca;2005 3e kwartaal;37
503;H Horeca;2005 4e kwartaal;30
504;H Horeca;2006 1e kwartaal;42
505;H Horeca;2006 2e kwartaal;49
506;H Horeca;2006 3e kwartaal;42
507;H Horeca;2006 4e kwartaal;37
508;H Horeca;2007 1e kwartaal;54
509;H Horeca;2007 2e kwartaal;57
510;H Horeca;2007 3e kwartaal;45
511;H Horeca;2007 4e kwartaal;40
512;H Horeca;2008 1e kwartaal;51
513;H Horeca;2008 2e kwartaal;55
514;H Horeca;2008 3e kwartaal;41
515;H Horeca;2008 4e kwartaal;33
516;H Horeca;2009 1e kwartaal;34
517;H Horeca;2009 2e kwartaal;28
518;H Horeca;2009 3e kwartaal;24
519;H Horeca;2009 4e kwartaal*;17
520;I Vervoer, opslag en communicatie;1997 1e kwartaal;11
521;I Vervoer, opslag en communicatie;1997 2e kwartaal;13
522;I Vervoer, opslag en communicatie;1997 3e kwartaal;13
523;I Vervoer, opslag en communicatie;1997 4e kwartaal;19
524;I Vervoer, opslag en communicatie;1998 1e kwartaal;22
525;I Vervoer, opslag en communicatie;1998 2e kwartaal;20
526;I Vervoer, opslag en communicatie;1998 3e kwartaal;17
527;I Vervoer, opslag en communicatie;1998 4e kwartaal;18
528;I Vervoer, opslag en communicatie;1999 1e kwartaal;26
529;I Vervoer, opslag en communicatie;1999 2e kwartaal;39
530;I Vervoer, opslag en communicatie;1999 3e kwartaal;33
531;I Vervoer, opslag en communicatie;1999 4e kwartaal;30
532;I Vervoer, opslag en communicatie;2000 1e kwartaal;25
533;I Vervoer, opslag en communicatie;2000 2e kwartaal;26
534;I Vervoer, opslag en communicatie;2000 3e kwartaal;27
535;I Vervoer, opslag en communicatie;2000 4e kwartaal;25
536;I Vervoer, opslag en communicatie;2001 1e kwartaal;24
537;I Vervoer, opslag en communicatie;2001 2e kwartaal;22
538;I Vervoer, opslag en communicatie;2001 3e kwartaal;17
539;I Vervoer, opslag en communicatie;2001 4e kwartaal;14
540;I Vervoer, opslag en communicatie;2002 1e kwartaal;17
541;I Vervoer, opslag en communicatie;2002 2e kwartaal;16
542;I Vervoer, opslag en communicatie;2002 3e kwartaal;12
543;I Vervoer, opslag en communicatie;2002 4e kwartaal;10
544;I Vervoer, opslag en communicatie;2003 1e kwartaal;14
545;I Vervoer, opslag en communicatie;2003 2e kwartaal;13
546;I Vervoer, opslag en communicatie;2003 3e kwartaal;10
547;I Vervoer, opslag en communicatie;2003 4e kwartaal;13
548;I Vervoer, opslag en communicatie;2004 1e kwartaal;12
549;I Vervoer, opslag en communicatie;2004 2e kwartaal;17
550;I Vervoer, opslag en communicatie;2004 3e kwartaal;12
551;I Vervoer, opslag en communicatie;2004 4e kwartaal;12
552;I Vervoer, opslag en communicatie;2005 1e kwartaal;17
553;I Vervoer, opslag en communicatie;2005 2e kwartaal;16
554;I Vervoer, opslag en communicatie;2005 3e kwartaal;17
555;I Vervoer, opslag en communicatie;2005 4e kwartaal;18
556;I Vervoer, opslag en communicatie;2006 1e kwartaal;22
557;I Vervoer, opslag en communicatie;2006 2e kwartaal;26
558;I Vervoer, opslag en communicatie;2006 3e kwartaal;24
559;I Vervoer, opslag en communicatie;2006 4e kwartaal;27
560;I Vervoer, opslag en communicatie;2007 1e kwartaal;27
561;I Vervoer, opslag en communicatie;2007 2e kwartaal;30
562;I Vervoer, opslag en communicatie;2007 3e kwartaal;29
563;I Vervoer, opslag en communicatie;2007 4e kwartaal;29
564;I Vervoer, opslag en communicatie;2008 1e kwartaal;28
565;I Vervoer, opslag en communicatie;2008 2e kwartaal;27
566;I Vervoer, opslag en communicatie;2008 3e kwartaal;25
567;I Vervoer, opslag en communicatie;2008 4e kwartaal;18
568;I Vervoer, opslag en communicatie;2009 1e kwartaal;10
569;I Vervoer, opslag en communicatie;2009 2e kwartaal;11
570;I Vervoer, opslag en communicatie;2009 3e kwartaal;11
571;I Vervoer, opslag en communicatie;2009 4e kwartaal*;10
572;J Financiële instellingen;1997 1e kwartaal;17
573;J Financiële instellingen;1997 2e kwartaal;18
574;J Financiële instellingen;1997 3e kwartaal;14
575;J Financiële instellingen;1997 4e kwartaal;18
576;J Financiële instellingen;1998 1e kwartaal;17
577;J Financiële instellingen;1998 2e kwartaal;20
578;J Financiële instellingen;1998 3e kwartaal;17
579;J Financiële instellingen;1998 4e kwartaal;19
580;J Financiële instellingen;1999 1e kwartaal;19
581;J Financiële instellingen;1999 2e kwartaal;31
582;J Financiële instellingen;1999 3e kwartaal;21
583;J Financiële instellingen;1999 4e kwartaal;22
584;J Financiële instellingen;2000 1e kwartaal;32
585;J Financiële instellingen;2000 2e kwartaal;26
586;J Financiële instellingen;2000 3e kwartaal;20
587;J Financiële instellingen;2000 4e kwartaal;28
588;J Financiële instellingen;2001 1e kwartaal;28
589;J Financiële instellingen;2001 2e kwartaal;25
590;J Financiële instellingen;2001 3e kwartaal;20
591;J Financiële instellingen;2001 4e kwartaal;26
592;J Financiële instellingen;2002 1e kwartaal;21
593;J Financiële instellingen;2002 2e kwartaal;17
594;J Financiële instellingen;2002 3e kwartaal;11
595;J Financiële instellingen;2002 4e kwartaal;12
596;J Financiële instellingen;2003 1e kwartaal;15
597;J Financiële instellingen;2003 2e kwartaal;14
598;J Financiële instellingen;2003 3e kwartaal;13
599;J Financiële instellingen;2003 4e kwartaal;15
600;J Financiële instellingen;2004 1e kwartaal;21
601;J Financiële instellingen;2004 2e kwartaal;18
602;J Financiële instellingen;2004 3e kwartaal;21
603;J Financiële instellingen;2004 4e kwartaal;21
604;J Financiële instellingen;2005 1e kwartaal;27
605;J Financiële instellingen;2005 2e kwartaal;29
606;J Financiële instellingen;2005 3e kwartaal;25
607;J Financiële instellingen;2005 4e kwartaal;27
608;J Financiële instellingen;2006 1e kwartaal;38
609;J Financiële instellingen;2006 2e kwartaal;35
610;J Financiële instellingen;2006 3e kwartaal;32
611;J Financiële instellingen;2006 4e kwartaal;61
612;J Financiële instellingen;2007 1e kwartaal;68
613;J Financiële instellingen;2007 2e kwartaal;47
614;J Financiële instellingen;2007 3e kwartaal;49
615;J Financiële instellingen;2007 4e kwartaal;53
616;J Financiële instellingen;2008 1e kwartaal;42
617;J Financiële instellingen;2008 2e kwartaal;41
618;J Financiële instellingen;2008 3e kwartaal;38
619;J Financiële instellingen;2008 4e kwartaal;34
620;J Financiële instellingen;2009 1e kwartaal;36
621;J Financiële instellingen;2009 2e kwartaal;27
622;J Financiële instellingen;2009 3e kwartaal;26
623;J Financiële instellingen;2009 4e kwartaal*;22
624;K Onroerend goed, zakelijke dienstv.;1997 1e kwartaal;18
625;K Onroerend goed, zakelijke dienstv.;1997 2e kwartaal;18
626;K Onroerend goed, zakelijke dienstv.;1997 3e kwartaal;16
627;K Onroerend goed, zakelijke dienstv.;1997 4e kwartaal;21
628;K Onroerend goed, zakelijke dienstv.;1998 1e kwartaal;27
629;K Onroerend goed, zakelijke dienstv.;1998 2e kwartaal;29
630;K Onroerend goed, zakelijke dienstv.;1998 3e kwartaal;23
631;K Onroerend goed, zakelijke dienstv.;1998 4e kwartaal;24
632;K Onroerend goed, zakelijke dienstv.;1999 1e kwartaal;26
633;K Onroerend goed, zakelijke dienstv.;1999 2e kwartaal;30
634;K Onroerend goed, zakelijke dienstv.;1999 3e kwartaal;27
635;K Onroerend goed, zakelijke dienstv.;1999 4e kwartaal;31
636;K Onroerend goed, zakelijke dienstv.;2000 1e kwartaal;40
637;K Onroerend goed, zakelijke dienstv.;2000 2e kwartaal;36
638;K Onroerend goed, zakelijke dienstv.;2000 3e kwartaal;30
639;K Onroerend goed, zakelijke dienstv.;2000 4e kwartaal;38
640;K Onroerend goed, zakelijke dienstv.;2001 1e kwartaal;41
641;K Onroerend goed, zakelijke dienstv.;2001 2e kwartaal;40
642;K Onroerend goed, zakelijke dienstv.;2001 3e kwartaal;28
643;K Onroerend goed, zakelijke dienstv.;2001 4e kwartaal;25
644;K Onroerend goed, zakelijke dienstv.;2002 1e kwartaal;28
645;K Onroerend goed, zakelijke dienstv.;2002 2e kwartaal;24
646;K Onroerend goed, zakelijke dienstv.;2002 3e kwartaal;17
647;K Onroerend goed, zakelijke dienstv.;2002 4e kwartaal;19
648;K Onroerend goed, zakelijke dienstv.;2003 1e kwartaal;21
649;K Onroerend goed, zakelijke dienstv.;2003 2e kwartaal;20
650;K Onroerend goed, zakelijke dienstv.;2003 3e kwartaal;12
651;K Onroerend goed, zakelijke dienstv.;2003 4e kwartaal;16
652;K Onroerend goed, zakelijke dienstv.;2004 1e kwartaal;23
653;K Onroerend goed, zakelijke dienstv.;2004 2e kwartaal;24
654;K Onroerend goed, zakelijke dienstv.;2004 3e kwartaal;20
655;K Onroerend goed, zakelijke dienstv.;2004 4e kwartaal;23
656;K Onroerend goed, zakelijke dienstv.;2005 1e kwartaal;32
657;K Onroerend goed, zakelijke dienstv.;2005 2e kwartaal;29
658;K Onroerend goed, zakelijke dienstv.;2005 3e kwartaal;29
659;K Onroerend goed, zakelijke dienstv.;2005 4e kwartaal;29
660;K Onroerend goed, zakelijke dienstv.;2006 1e kwartaal;34
661;K Onroerend goed, zakelijke dienstv.;2006 2e kwartaal;36
662;K Onroerend goed, zakelijke dienstv.;2006 3e kwartaal;34
663;K Onroerend goed, zakelijke dienstv.;2006 4e kwartaal;39
664;K Onroerend goed, zakelijke dienstv.;2007 1e kwartaal;39
665;K Onroerend goed, zakelijke dienstv.;2007 2e kwartaal;39
666;K Onroerend goed, zakelijke dienstv.;2007 3e kwartaal;36
667;K Onroerend goed, zakelijke dienstv.;2007 4e kwartaal;39
668;K Onroerend goed, zakelijke dienstv.;2008 1e kwartaal;39
669;K Onroerend goed, zakelijke dienstv.;2008 2e kwartaal;38
670;K Onroerend goed, zakelijke dienstv.;2008 3e kwartaal;35
671;K Onroerend goed, zakelijke dienstv.;2008 4e kwartaal;29
672;K Onroerend goed, zakelijke dienstv.;2009 1e kwartaal;22
673;K Onroerend goed, zakelijke dienstv.;2009 2e kwartaal;18
674;K Onroerend goed, zakelijke dienstv.;2009 3e kwartaal;17
675;K Onroerend goed, zakelijke dienstv.;2009 4e kwartaal*;16
676;L-O Niet-commerc.dienstv. (geen huish);1997 1e kwartaal;11
677;L-O Niet-commerc.dienstv. (geen huish);1997 2e kwartaal;11
678;L-O Niet-commerc.dienstv. (geen huish);1997 3e kwartaal;11
679;L-O Niet-commerc.dienstv. (geen huish);1997 4e kwartaal;12
680;L-O Niet-commerc.dienstv. (geen huish);1998 1e kwartaal;15
681;L-O Niet-commerc.dienstv. (geen huish);1998 2e kwartaal;17
682;L-O Niet-commerc.dienstv. (geen huish);1998 3e kwartaal;14
683;L-O Niet-commerc.dienstv. (geen huish);1998 4e kwartaal;15
684;L-O Niet-commerc.dienstv. (geen huish);1999 1e kwartaal;17
685;L-O Niet-commerc.dienstv. (geen huish);1999 2e kwartaal;19
686;L-O Niet-commerc.dienstv. (geen huish);1999 3e kwartaal;17
687;L-O Niet-commerc.dienstv. (geen huish);1999 4e kwartaal;19
688;L-O Niet-commerc.dienstv. (geen huish);2000 1e kwartaal;20
689;L-O Niet-commerc.dienstv. (geen huish);2000 2e kwartaal;20
690;L-O Niet-commerc.dienstv. (geen huish);2000 3e kwartaal;18
691;L-O Niet-commerc.dienstv. (geen huish);2000 4e kwartaal;19
692;L-O Niet-commerc.dienstv. (geen huish);2001 1e kwartaal;21
693;L-O Niet-commerc.dienstv. (geen huish);2001 2e kwartaal;23
694;L-O Niet-commerc.dienstv. (geen huish);2001 3e kwartaal;20
695;L-O Niet-commerc.dienstv. (geen huish);2001 4e kwartaal;20
696;L-O Niet-commerc.dienstv. (geen huish);2002 1e kwartaal;21
697;L-O Niet-commerc.dienstv. (geen huish);2002 2e kwartaal;19
698;L-O Niet-commerc.dienstv. (geen huish);2002 3e kwartaal;15
699;L-O Niet-commerc.dienstv. (geen huish);2002 4e kwartaal;16
700;L-O Niet-commerc.dienstv. (geen huish);2003 1e kwartaal;14
701;L-O Niet-commerc.dienstv. (geen huish);2003 2e kwartaal;14
702;L-O Niet-commerc.dienstv. (geen huish);2003 3e kwartaal;11
703;L-O Niet-commerc.dienstv. (geen huish);2003 4e kwartaal;11
704;L-O Niet-commerc.dienstv. (geen huish);2004 1e kwartaal;13
705;L-O Niet-commerc.dienstv. (geen huish);2004 2e kwartaal;15
706;L-O Niet-commerc.dienstv. (geen huish);2004 3e kwartaal;12
707;L-O Niet-commerc.dienstv. (geen huish);2004 4e kwartaal;12
708;L-O Niet-commerc.dienstv. (geen huish);2005 1e kwartaal;14
709;L-O Niet-commerc.dienstv. (geen huish);2005 2e kwartaal;15
710;L-O Niet-commerc.dienstv. (geen huish);2005 3e kwartaal;13
711;L-O Niet-commerc.dienstv. (geen huish);2005 4e kwartaal;15
712;L-O Niet-commerc.dienstv. (geen huish);2006 1e kwartaal;17
713;L-O Niet-commerc.dienstv. (geen huish);2006 2e kwartaal;19
714;L-O Niet-commerc.dienstv. (geen huish);2006 3e kwartaal;17
715;L-O Niet-commerc.dienstv. (geen huish);2006 4e kwartaal;19
716;L-O Niet-commerc.dienstv. (geen huish);2007 1e kwartaal;20
717;L-O Niet-commerc.dienstv. (geen huish);2007 2e kwartaal;22
718;L-O Niet-commerc.dienstv. (geen huish);2007 3e kwartaal;20
719;L-O Niet-commerc.dienstv. (geen huish);2007 4e kwartaal;20
720;L-O Niet-commerc.dienstv. (geen huish);2008 1e kwartaal;22
721;L-O Niet-commerc.dienstv. (geen huish);2008 2e kwartaal;24
722;L-O Niet-commerc.dienstv. (geen huish);2008 3e kwartaal;24
723;L-O Niet-commerc.dienstv. (geen huish);2008 4e kwartaal;22
724;L-O Niet-commerc.dienstv. (geen huish);2009 1e kwartaal;20
725;L-O Niet-commerc.dienstv. (geen huish);2009 2e kwartaal;19
726;L-O Niet-commerc.dienstv. (geen huish);2009 3e kwartaal;17
727;L-O Niet-commerc.dienstv. (geen huish);2009 4e kwartaal*;17
728;"L Openbaar bestuur; soc.verzekeringen";1997 1e kwartaal;11
729;"L Openbaar bestuur; soc.verzekeringen";1997 2e kwartaal;15
730;"L Openbaar bestuur; soc.verzekeringen";1997 3e kwartaal;14
731;"L Openbaar bestuur; soc.verzekeringen";1997 4e kwartaal;13
732;"L Openbaar bestuur; soc.verzekeringen";1998 1e kwartaal;15
733;"L Openbaar bestuur; soc.verzekeringen";1998 2e kwartaal;17
734;"L Openbaar bestuur; soc.verzekeringen";1998 3e kwartaal;15
735;"L Openbaar bestuur; soc.verzekeringen";1998 4e kwartaal;16
736;"L Openbaar bestuur; soc.verzekeringen";1999 1e kwartaal;17
737;"L Openbaar bestuur; soc.verzekeringen";1999 2e kwartaal;20
738;"L Openbaar bestuur; soc.verzekeringen";1999 3e kwartaal;18
739;"L Openbaar bestuur; soc.verzekeringen";1999 4e kwartaal;20
740;"L Openbaar bestuur; soc.verzekeringen";2000 1e kwartaal;18
741;"L Openbaar bestuur; soc.verzekeringen";2000 2e kwartaal;20
742;"L Openbaar bestuur; soc.verzekeringen";2000 3e kwartaal;17
743;"L Openbaar bestuur; soc.verzekeringen";2000 4e kwartaal;17
744;"L Openbaar bestuur; soc.verzekeringen";2001 1e kwartaal;19
745;"L Openbaar bestuur; soc.verzekeringen";2001 2e kwartaal;18
746;"L Openbaar bestuur; soc.verzekeringen";2001 3e kwartaal;17
747;"L Openbaar bestuur; soc.verzekeringen";2001 4e kwartaal;19
748;"L Openbaar bestuur; soc.verzekeringen";2002 1e kwartaal;18
749;"L Openbaar bestuur; soc.verzekeringen";2002 2e kwartaal;17
750;"L Openbaar bestuur; soc.verzekeringen";2002 3e kwartaal;13
751;"L Openbaar bestuur; soc.verzekeringen";2002 4e kwartaal;14
752;"L Openbaar bestuur; soc.verzekeringen";2003 1e kwartaal;12
753;"L Openbaar bestuur; soc.verzekeringen";2003 2e kwartaal;12
754;"L Openbaar bestuur; soc.verzekeringen";2003 3e kwartaal;10
755;"L Openbaar bestuur; soc.verzekeringen";2003 4e kwartaal;10
756;"L Openbaar bestuur; soc.verzekeringen";2004 1e kwartaal;12
757;"L Openbaar bestuur; soc.verzekeringen";2004 2e kwartaal;14
758;"L Openbaar bestuur; soc.verzekeringen";2004 3e kwartaal;9
759;"L Openbaar bestuur; soc.verzekeringen";2004 4e kwartaal;14
760;"L Openbaar bestuur; soc.verzekeringen";2005 1e kwartaal;13
761;"L Openbaar bestuur; soc.verzekeringen";2005 2e kwartaal;14
762;"L Openbaar bestuur; soc.verzekeringen";2005 3e kwartaal;10
763;"L Openbaar bestuur; soc.verzekeringen";2005 4e kwartaal;15
764;"L Openbaar bestuur; soc.verzekeringen";2006 1e kwartaal;15
765;"L Openbaar bestuur; soc.verzekeringen";2006 2e kwartaal;14
766;"L Openbaar bestuur; soc.verzekeringen";2006 3e kwartaal;16
767;"L Openbaar bestuur; soc.verzekeringen";2006 4e kwartaal;17
768;"L Openbaar bestuur; soc.verzekeringen";2007 1e kwartaal;18
769;"L Openbaar bestuur; soc.verzekeringen";2007 2e kwartaal;17
770;"L Openbaar bestuur; soc.verzekeringen";2007 3e kwartaal;16
771;"L Openbaar bestuur; soc.verzekeringen";2007 4e kwartaal;18
772;"L Openbaar bestuur; soc.verzekeringen";2008 1e kwartaal;19
773;"L Openbaar bestuur; soc.verzekeringen";2008 2e kwartaal;21
774;"L Openbaar bestuur; soc.verzekeringen";2008 3e kwartaal;34
775;"L Openbaar bestuur; soc.verzekeringen";2008 4e kwartaal;32
776;"L Openbaar bestuur; soc.verzekeringen";2009 1e kwartaal;31
777;"L Openbaar bestuur; soc.verzekeringen";2009 2e kwartaal;30
778;"L Openbaar bestuur; soc.verzekeringen";2009 3e kwartaal;26
779;"L Openbaar bestuur; soc.verzekeringen";2009 4e kwartaal*;27
780;M Onderwijs;1997 1e kwartaal;7
781;M Onderwijs;1997 2e kwartaal;7
782;M Onderwijs;1997 3e kwartaal;6
783;M Onderwijs;1997 4e kwartaal;7
784;M Onderwijs;1998 1e kwartaal;8
785;M Onderwijs;1998 2e kwartaal;11
786;M Onderwijs;1998 3e kwartaal;11
787;M Onderwijs;1998 4e kwartaal;12
788;M Onderwijs;1999 1e kwartaal;10
789;M Onderwijs;1999 2e kwartaal;13
790;M Onderwijs;1999 3e kwartaal;11
791;M Onderwijs;1999 4e kwartaal;11
792;M Onderwijs;2000 1e kwartaal;13
793;M Onderwijs;2000 2e kwartaal;18
794;M Onderwijs;2000 3e kwartaal;14
795;M Onderwijs;2000 4e kwartaal;12
796;M Onderwijs;2001 1e kwartaal;14
797;M Onderwijs;2001 2e kwartaal;17
798;M Onderwijs;2001 3e kwartaal;15
799;M Onderwijs;2001 4e kwartaal;15
800;M Onderwijs;2002 1e kwartaal;10
801;M Onderwijs;2002 2e kwartaal;14
802;M Onderwijs;2002 3e kwartaal;9
803;M Onderwijs;2002 4e kwartaal;8
804;M Onderwijs;2003 1e kwartaal;7
805;M Onderwijs;2003 2e kwartaal;9
806;M Onderwijs;2003 3e kwartaal;5
807;M Onderwijs;2003 4e kwartaal;5
808;M Onderwijs;2004 1e kwartaal;7
809;M Onderwijs;2004 2e kwartaal;9
810;M Onderwijs;2004 3e kwartaal;8
811;M Onderwijs;2004 4e kwartaal;7
812;M Onderwijs;2005 1e kwartaal;8
813;M Onderwijs;2005 2e kwartaal;14
814;M Onderwijs;2005 3e kwartaal;12
815;M Onderwijs;2005 4e kwartaal;11
816;M Onderwijs;2006 1e kwartaal;11
817;M Onderwijs;2006 2e kwartaal;16
818;M Onderwijs;2006 3e kwartaal;12
819;M Onderwijs;2006 4e kwartaal;14
820;M Onderwijs;2007 1e kwartaal;14
821;M Onderwijs;2007 2e kwartaal;18
822;M Onderwijs;2007 3e kwartaal;15
823;M Onderwijs;2007 4e kwartaal;14
824;M Onderwijs;2008 1e kwartaal;15
825;M Onderwijs;2008 2e kwartaal;18
826;M Onderwijs;2008 3e kwartaal;13
827;M Onderwijs;2008 4e kwartaal;11
828;M Onderwijs;2009 1e kwartaal;9
829;M Onderwijs;2009 2e kwartaal;12
830;M Onderwijs;2009 3e kwartaal;8
831;M Onderwijs;2009 4e kwartaal*;7
832;N Gezondheids- en welzijnszorg;1997 1e kwartaal;11
833;N Gezondheids- en welzijnszorg;1997 2e kwartaal;11
834;N Gezondheids- en welzijnszorg;1997 3e kwartaal;11
835;N Gezondheids- en welzijnszorg;1997 4e kwartaal;12
836;N Gezondheids- en welzijnszorg;1998 1e kwartaal;15
837;N Gezondheids- en welzijnszorg;1998 2e kwartaal;15
838;N Gezondheids- en welzijnszorg;1998 3e kwartaal;14
839;N Gezondheids- en welzijnszorg;1998 4e kwartaal;14
840;N Gezondheids- en welzijnszorg;1999 1e kwartaal;16
841;N Gezondheids- en welzijnszorg;1999 2e kwartaal;18
842;N Gezondheids- en welzijnszorg;1999 3e kwartaal;17
843;N Gezondheids- en welzijnszorg;1999 4e kwartaal;20
844;N Gezondheids- en welzijnszorg;2000 1e kwartaal;21
845;N Gezondheids- en welzijnszorg;2000 2e kwartaal;19
846;N Gezondheids- en welzijnszorg;2000 3e kwartaal;19
847;N Gezondheids- en welzijnszorg;2000 4e kwartaal;21
848;N Gezondheids- en welzijnszorg;2001 1e kwartaal;24
849;N Gezondheids- en welzijnszorg;2001 2e kwartaal;24
850;N Gezondheids- en welzijnszorg;2001 3e kwartaal;22
851;N Gezondheids- en welzijnszorg;2001 4e kwartaal;21
852;N Gezondheids- en welzijnszorg;2002 1e kwartaal;23
853;N Gezondheids- en welzijnszorg;2002 2e kwartaal;20
854;N Gezondheids- en welzijnszorg;2002 3e kwartaal;18
855;N Gezondheids- en welzijnszorg;2002 4e kwartaal;18
856;N Gezondheids- en welzijnszorg;2003 1e kwartaal;16
857;N Gezondheids- en welzijnszorg;2003 2e kwartaal;15
858;N Gezondheids- en welzijnszorg;2003 3e kwartaal;12
859;N Gezondheids- en welzijnszorg;2003 4e kwartaal;11
860;N Gezondheids- en welzijnszorg;2004 1e kwartaal;13
861;N Gezondheids- en welzijnszorg;2004 2e kwartaal;14
862;N Gezondheids- en welzijnszorg;2004 3e kwartaal;12
863;N Gezondheids- en welzijnszorg;2004 4e kwartaal;12
864;N Gezondheids- en welzijnszorg;2005 1e kwartaal;14
865;N Gezondheids- en welzijnszorg;2005 2e kwartaal;14
866;N Gezondheids- en welzijnszorg;2005 3e kwartaal;13
867;N Gezondheids- en welzijnszorg;2005 4e kwartaal;15
868;N Gezondheids- en welzijnszorg;2006 1e kwartaal;17
869;N Gezondheids- en welzijnszorg;2006 2e kwartaal;20
870;N Gezondheids- en welzijnszorg;2006 3e kwartaal;17
871;N Gezondheids- en welzijnszorg;2006 4e kwartaal;18
872;N Gezondheids- en welzijnszorg;2007 1e kwartaal;21
873;N Gezondheids- en welzijnszorg;2007 2e kwartaal;22
874;N Gezondheids- en welzijnszorg;2007 3e kwartaal;22
875;N Gezondheids- en welzijnszorg;2007 4e kwartaal;22
876;N Gezondheids- en welzijnszorg;2008 1e kwartaal;24
877;N Gezondheids- en welzijnszorg;2008 2e kwartaal;23
878;N Gezondheids- en welzijnszorg;2008 3e kwartaal;23
879;N Gezondheids- en welzijnszorg;2008 4e kwartaal;22
880;N Gezondheids- en welzijnszorg;2009 1e kwartaal;19
881;N Gezondheids- en welzijnszorg;2009 2e kwartaal;17
882;N Gezondheids- en welzijnszorg;2009 3e kwartaal;16
883;N Gezondheids- en welzijnszorg;2009 4e kwartaal*;16
884;O Cultuur, recreatie en ov. dienstverl.;1997 1e kwartaal;13
885;O Cultuur, recreatie en ov. dienstverl.;1997 2e kwartaal;14
886;O Cultuur, recreatie en ov. dienstverl.;1997 3e kwartaal;12
887;O Cultuur, recreatie en ov. dienstverl.;1997 4e kwartaal;15
888;O Cultuur, recreatie en ov. dienstverl.;1998 1e kwartaal;22
889;O Cultuur, recreatie en ov. dienstverl.;1998 2e kwartaal;28
890;O Cultuur, recreatie en ov. dienstverl.;1998 3e kwartaal;17
891;O Cultuur, recreatie en ov. dienstverl.;1998 4e kwartaal;22
892;O Cultuur, recreatie en ov. dienstverl.;1999 1e kwartaal;28
893;O Cultuur, recreatie en ov. dienstverl.;1999 2e kwartaal;27
894;O Cultuur, recreatie en ov. dienstverl.;1999 3e kwartaal;21
895;O Cultuur, recreatie en ov. dienstverl.;1999 4e kwartaal;25
896;O Cultuur, recreatie en ov. dienstverl.;2000 1e kwartaal;29
897;O Cultuur, recreatie en ov. dienstverl.;2000 2e kwartaal;27
898;O Cultuur, recreatie en ov. dienstverl.;2000 3e kwartaal;21
899;O Cultuur, recreatie en ov. dienstverl.;2000 4e kwartaal;27
900;O Cultuur, recreatie en ov. dienstverl.;2001 1e kwartaal;29
901;O Cultuur, recreatie en ov. dienstverl.;2001 2e kwartaal;32
902;O Cultuur, recreatie en ov. dienstverl.;2001 3e kwartaal;23
903;O Cultuur, recreatie en ov. dienstverl.;2001 4e kwartaal;24
904;O Cultuur, recreatie en ov. dienstverl.;2002 1e kwartaal;31
905;O Cultuur, recreatie en ov. dienstverl.;2002 2e kwartaal;25
906;O Cultuur, recreatie en ov. dienstverl.;2002 3e kwartaal;17
907;O Cultuur, recreatie en ov. dienstverl.;2002 4e kwartaal;19
908;O Cultuur, recreatie en ov. dienstverl.;2003 1e kwartaal;20
909;O Cultuur, recreatie en ov. dienstverl.;2003 2e kwartaal;21
910;O Cultuur, recreatie en ov. dienstverl.;2003 3e kwartaal;14
911;O Cultuur, recreatie en ov. dienstverl.;2003 4e kwartaal;16
912;O Cultuur, recreatie en ov. dienstverl.;2004 1e kwartaal;25
913;O Cultuur, recreatie en ov. dienstverl.;2004 2e kwartaal;27
914;O Cultuur, recreatie en ov. dienstverl.;2004 3e kwartaal;19
915;O Cultuur, recreatie en ov. dienstverl.;2004 4e kwartaal;17
916;O Cultuur, recreatie en ov. dienstverl.;2005 1e kwartaal;26
917;O Cultuur, recreatie en ov. dienstverl.;2005 2e kwartaal;22
918;O Cultuur, recreatie en ov. dienstverl.;2005 3e kwartaal;21
919;O Cultuur, recreatie en ov. dienstverl.;2005 4e kwartaal;20
920;O Cultuur, recreatie en ov. dienstverl.;2006 1e kwartaal;25
921;O Cultuur, recreatie en ov. dienstverl.;2006 2e kwartaal;29
922;O Cultuur, recreatie en ov. dienstverl.;2006 3e kwartaal;25
923;O Cultuur, recreatie en ov. dienstverl.;2006 4e kwartaal;31
924;O Cultuur, recreatie en ov. dienstverl.;2007 1e kwartaal;29
925;O Cultuur, recreatie en ov. dienstverl.;2007 2e kwartaal;35
926;O Cultuur, recreatie en ov. dienstverl.;2007 3e kwartaal;29
927;O Cultuur, recreatie en ov. dienstverl.;2007 4e kwartaal;26
928;O Cultuur, recreatie en ov. dienstverl.;2008 1e kwartaal;31
929;O Cultuur, recreatie en ov. dienstverl.;2008 2e kwartaal;35
930;O Cultuur, recreatie en ov. dienstverl.;2008 3e kwartaal;29
931;O Cultuur, recreatie en ov. dienstverl.;2008 4e kwartaal;25
932;O Cultuur, recreatie en ov. dienstverl.;2009 1e kwartaal;22
933;O Cultuur, recreatie en ov. dienstverl.;2009 2e kwartaal;20
934;O Cultuur, recreatie en ov. dienstverl.;2009 3e kwartaal;17
935;O Cultuur, recreatie en ov. dienstverl.;2009 4e kwartaal*;16
