ID;Geslacht;Leeftijd;Woonland;Herkomstgroepering;Perioden;AnwUitkeringen_1
2550;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2010 juli;
2551;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2010 augustus;
2552;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2010 september;
2553;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2010 oktober;
2554;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2010 november;
2555;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2010 december;
2556;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2011 januari;
2557;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2011 februari;
2558;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2011 maart;
2559;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2011 april;
2560;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2011 mei;
2561;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2011 juni;
2562;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2011 juli;
2563;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2011 augustus;
2564;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2011 september;
2565;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2011 oktober;
2566;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2011 november;
2567;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2011 december;
2568;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2012 januari;
2569;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2012 februari;
2570;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2012 maart;
2571;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2012 april;
2572;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2012 mei;
2573;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2012 juni;
2574;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2012 juli;
2575;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2012 augustus;
2576;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2012 september;
2577;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2012 oktober;
2578;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2012 november;
2579;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2012 december;
2580;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2013 januari;
2581;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2013 februari;
2582;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2013 maart;
2583;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2013 april;
2584;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2013 mei;
2585;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2013 juni;
2586;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2013 juli;
2587;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2013 augustus;
2588;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2013 september;
2589;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2013 oktober;
2590;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2013 november;
2591;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2013 december;
2592;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2008 januari;11000.0
2593;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2008 februari;10950.0
2594;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2008 maart;10920.0
2595;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2008 april;10890.0
2596;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2008 mei;10850.0
2597;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2008 juni;10810.0
2598;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2008 juli;10730.0
2599;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2008 augustus;10710.0
2600;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2008 september;10670.0
2601;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2008 oktober;10640.0
2602;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2008 november;10630.0
2603;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2008 december;10600.0
2604;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2009 januari;10590.0
2605;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2009 februari;10560.0
2606;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2009 maart;10540.0
2607;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2009 april;10500.0
2608;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2009 mei;10450.0
2609;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2009 juni;10390.0
2610;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2009 juli;10320.0
2611;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2009 augustus;10250.0
2612;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2009 september;10220.0
2613;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2009 oktober;10220.0
2614;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2009 november;10210.0
2615;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2009 december;10150.0
2616;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2010 januari;10140.0
2617;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2010 februari;10110.0
2618;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2010 maart;10050.0
2619;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2010 april;10000.0
2620;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2010 mei;9970.0
2621;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2010 juni;9970.0
2622;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2010 juli;9920.0
2623;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2010 augustus;9880.0
2624;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2010 september;9850.0
2625;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2010 oktober;9770.0
2626;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2010 november;9750.0
2627;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2010 december;9690.0
2628;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2011 januari;9630.0
2629;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2011 februari;9640.0
2630;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2011 maart;9580.0
2631;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2011 april;9520.0
2632;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2011 mei;9480.0
2633;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2011 juni;9450.0
2634;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2011 juli;9420.0
2635;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2011 augustus;9380.0
2636;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2011 september;9390.0
2637;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2011 oktober;9350.0
2638;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2011 november;9330.0
2639;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2011 december;9280.0
2640;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2012 januari;9240.0
2641;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2012 februari;9220.0
2642;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2012 maart;9200.0
2643;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2012 april;9170.0
2644;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2012 mei;9130.0
2645;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2012 juni;9090.0
2646;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2012 juli;9060.0
2647;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2012 augustus;9050.0
2648;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2012 september;9050.0
2649;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2012 oktober;9030.0
2650;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2012 november;9040.0
2651;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2012 december;9010.0
2652;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2013 januari;8940.0
2653;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2013 februari;8940.0
2654;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2013 maart;8930.0
2655;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2013 april;8880.0
2656;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2013 mei;8850.0
2657;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2013 juni;8840.0
2658;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2013 juli;8680.0
2659;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2013 augustus;8590.0
2660;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2013 september;8520.0
2661;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2013 oktober;4930.0
2662;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2013 november;4950.0
2663;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Totaal;2013 december;4910.0
2664;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2008 januari;7940.0
2665;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2008 februari;7890.0
2666;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2008 maart;7850.0
2667;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2008 april;7820.0
2668;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2008 mei;7770.0
2669;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2008 juni;7740.0
2670;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2008 juli;7690.0
2671;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2008 augustus;7660.0
2672;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2008 september;7630.0
2673;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2008 oktober;7590.0
2674;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2008 november;7560.0
2675;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2008 december;7550.0
2676;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2009 januari;7540.0
2677;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2009 februari;7510.0
2678;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2009 maart;7480.0
2679;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2009 april;7460.0
2680;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2009 mei;7410.0
2681;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2009 juni;7370.0
2682;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2009 juli;7330.0
2683;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2009 augustus;7280.0
2684;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2009 september;7240.0
2685;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2009 oktober;7230.0
2686;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2009 november;7210.0
2687;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2009 december;7170.0
2688;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2010 januari;7160.0
2689;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2010 februari;7130.0
2690;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2010 maart;7080.0
2691;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2010 april;7020.0
2692;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2010 mei;6980.0
2693;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2010 juni;6980.0
2694;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2010 juli;6940.0
2695;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2010 augustus;6910.0
2696;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2010 september;6860.0
2697;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2010 oktober;6800.0
2698;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2010 november;6780.0
2699;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2010 december;6730.0
2700;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2011 januari;6690.0
2701;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2011 februari;6690.0
2702;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2011 maart;6640.0
2703;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2011 april;6570.0
2704;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2011 mei;6550.0
2705;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2011 juni;6530.0
2706;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2011 juli;6530.0
2707;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2011 augustus;6490.0
2708;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2011 september;6500.0
2709;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2011 oktober;6450.0
2710;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2011 november;6430.0
2711;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2011 december;6380.0
2712;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2012 januari;6350.0
2713;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2012 februari;6340.0
2714;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2012 maart;6320.0
2715;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2012 april;6300.0
2716;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2012 mei;6260.0
2717;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2012 juni;6240.0
2718;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2012 juli;6210.0
2719;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2012 augustus;6200.0
2720;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2012 september;6180.0
2721;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2012 oktober;6160.0
2722;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2012 november;6150.0
2723;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2012 december;6110.0
2724;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2013 januari;6050.0
2725;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2013 februari;6040.0
2726;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2013 maart;6020.0
2727;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2013 april;6000.0
2728;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2013 mei;5960.0
2729;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2013 juni;5960.0
2730;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2013 juli;5840.0
2731;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2013 augustus;5760.0
2732;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2013 september;5700.0
2733;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2013 oktober;3090.0
2734;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2013 november;3090.0
2735;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Autochtoon;2013 december;3060.0
2736;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Allochtoon;2008 januari;2650.0
2737;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Allochtoon;2008 februari;2640.0
2738;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Allochtoon;2008 maart;2660.0
2739;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Allochtoon;2008 april;2650.0
2740;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Allochtoon;2008 mei;2660.0
2741;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Allochtoon;2008 juni;2650.0
2742;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Allochtoon;2008 juli;2640.0
2743;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Allochtoon;2008 augustus;2640.0
2744;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Allochtoon;2008 september;2640.0
2745;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Allochtoon;2008 oktober;2640.0
2746;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Allochtoon;2008 november;2650.0
2747;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Allochtoon;2008 december;2640.0
2748;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Allochtoon;2009 januari;2640.0
2749;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Allochtoon;2009 februari;2640.0
2750;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Allochtoon;2009 maart;2640.0
2751;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Allochtoon;2009 april;2630.0
2752;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Allochtoon;2009 mei;2630.0
2753;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Allochtoon;2009 juni;2630.0
2754;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Allochtoon;2009 juli;2610.0
2755;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Allochtoon;2009 augustus;2580.0
2756;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Allochtoon;2009 september;2600.0
2757;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Allochtoon;2009 oktober;2610.0
2758;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Allochtoon;2009 november;2620.0
2759;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Allochtoon;2009 december;2600.0
2760;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Allochtoon;2010 januari;2600.0
2761;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Allochtoon;2010 februari;2600.0
2762;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Allochtoon;2010 maart;2590.0
2763;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Allochtoon;2010 april;2590.0
2764;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Allochtoon;2010 mei;2600.0
2765;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Allochtoon;2010 juni;2600.0
2766;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Allochtoon;2010 juli;2600.0
2767;Totaal mannen en vrouwen incl. onbekend;35 tot 45 jaar;Totaal;Allochtoon;2010 augustus;2600.0
