ID;Geboortelanden;Perioden;TotaalImmigratie_1;ImmigratieMannen_2;ImmigratieVrouwen_3;TotaalEmigratie_4;EmigratieMannen_5;EmigratieVrouwen_6;TotaalMigratieSaldo_7;MigratiesaldoMannen_8;MigratiesaldoVrouwen_9
358;Nederlandse Antillen en Aruba;2001;10540;5175;5365;2897;1441;1456;7643;3734;3909
359;Nederlandse Antillen en Aruba;2002;10110;4970;5140;3095;1537;1558;7015;3433;3582
360;Nederlandse Antillen en Aruba;2003;9468;4660;4808;3267;1621;1646;6201;3039;3162
361;Nederlandse Antillen en Aruba;2004;8706;4292;4414;3334;1653;1681;5372;2639;2733
362;Nederlandse Antillen en Aruba;2005;7851;3879;3972;3366;1669;1698;4485;2210;2274
363;Nederlandse Antillen en Aruba;2006;7007;3470;3537;3367;1669;1698;3640;1801;1839
364;Nederlandse Antillen en Aruba;2007;6231;3095;3136;3345;1658;1687;2886;1437;1449
365;Nederlandse Antillen en Aruba;2008;5591;2787;2804;3309;1641;1668;2282;1146;1136
366;Nederlandse Antillen en Aruba;2009;5156;2577;2579;3270;1622;1647;1886;955;932
367;Nederlandse Antillen en Aruba;2010;4992;2496;2496;3238;1607;1630;1754;889;866
368;Nederlandse Antillen en Aruba;2011;4992;2496;2496;3222;1600;1622;1770;896;874
369;Nederlandse Antillen en Aruba;2012;4992;2496;2496;3218;1598;1620;1774;898;876
370;Nederlandse Antillen en Aruba;2013;4992;2496;2496;3213;1596;1617;1779;900;879
371;Nederlandse Antillen en Aruba;2014;4992;2496;2496;3208;1594;1614;1784;902;882
372;Nederlandse Antillen en Aruba;2015;4992;2496;2496;3202;1591;1611;1790;905;885
373;Nederlandse Antillen en Aruba;2016;4992;2496;2496;3195;1588;1607;1797;908;889
374;Nederlandse Antillen en Aruba;2017;4992;2496;2496;3188;1585;1603;1804;911;893
375;Nederlandse Antillen en Aruba;2018;4992;2496;2496;3180;1581;1599;1812;915;897
376;Nederlandse Antillen en Aruba;2019;4992;2496;2496;3171;1577;1594;1821;919;902
377;Nederlandse Antillen en Aruba;2020;4992;2496;2496;3162;1573;1589;1830;923;907
378;Nederlandse Antillen en Aruba;2021;4992;2496;2496;3152;1568;1584;1840;928;912
379;Nederlandse Antillen en Aruba;2022;4992;2496;2496;3142;1564;1578;1850;932;918
380;Nederlandse Antillen en Aruba;2023;4992;2496;2496;3131;1559;1573;1861;937;923
381;Nederlandse Antillen en Aruba;2024;4992;2496;2496;3121;1554;1567;1871;942;929
382;Nederlandse Antillen en Aruba;2025;4992;2496;2496;3110;1548;1561;1882;948;935
383;Nederlandse Antillen en Aruba;2026;4992;2496;2496;3099;1543;1556;1893;953;940
384;Nederlandse Antillen en Aruba;2027;4992;2496;2496;3089;1538;1550;1903;958;946
385;Nederlandse Antillen en Aruba;2028;4992;2496;2496;3078;1533;1545;1914;963;951
386;Nederlandse Antillen en Aruba;2029;4992;2496;2496;3068;1529;1540;1924;967;956
387;Nederlandse Antillen en Aruba;2030;4992;2496;2496;3058;1524;1534;1934;972;962
388;Nederlandse Antillen en Aruba;2031;4992;2496;2496;3049;1520;1530;1943;976;966
389;Nederlandse Antillen en Aruba;2032;4992;2496;2496;3040;1515;1525;1952;981;971
390;Nederlandse Antillen en Aruba;2033;4992;2496;2496;3031;1511;1520;1961;985;976
391;Nederlandse Antillen en Aruba;2034;4992;2496;2496;3023;1507;1516;1969;989;980
392;Nederlandse Antillen en Aruba;2035;4992;2496;2496;3015;1503;1512;1977;993;984
393;Nederlandse Antillen en Aruba;2036;4992;2496;2496;3007;1499;1508;1985;997;988
394;Nederlandse Antillen en Aruba;2037;4992;2496;2496;2999;1496;1504;1993;1000;992
395;Nederlandse Antillen en Aruba;2038;4992;2496;2496;2992;1492;1500;2000;1004;996
396;Nederlandse Antillen en Aruba;2039;4992;2496;2496;2985;1489;1496;2007;1007;1000
397;Nederlandse Antillen en Aruba;2040;4992;2496;2496;2979;1486;1493;2013;1010;1003
398;Nederlandse Antillen en Aruba;2041;4992;2496;2496;2973;1483;1490;2019;1013;1006
399;Nederlandse Antillen en Aruba;2042;4992;2496;2496;2967;1480;1487;2025;1016;1009
400;Nederlandse Antillen en Aruba;2043;4992;2496;2496;2962;1477;1484;2030;1019;1012
401;Nederlandse Antillen en Aruba;2044;4992;2496;2496;2957;1475;1482;2035;1021;1014
402;Nederlandse Antillen en Aruba;2045;4992;2496;2496;2952;1473;1479;2040;1023;1017
403;Nederlandse Antillen en Aruba;2046;4992;2496;2496;2948;1471;1477;2044;1025;1019
404;Nederlandse Antillen en Aruba;2047;4992;2496;2496;2943;1469;1475;2049;1027;1021
405;Nederlandse Antillen en Aruba;2048;4992;2496;2496;2939;1467;1473;2053;1029;1023
406;Nederlandse Antillen en Aruba;2049;4992;2496;2496;2935;1465;1471;2057;1031;1025
407;Nederlandse Antillen en Aruba;2050;4992;2496;2496;2932;1463;1469;2060;1033;1027
408;Suriname;2000;3373;1560;1813;1608;916;692;1765;644;1121
409;Suriname;2001;2996;1500;1496;1571;894;677;1425;606;819
410;Suriname;2002;2996;1500;1496;1542;876;665;1454;624;831
411;Suriname;2003;2996;1500;1496;1522;864;657;1474;636;839
412;Suriname;2004;2996;1500;1496;1522;864;658;1474;636;838
413;Suriname;2005;2996;1500;1496;1523;864;659;1473;636;837
414;Suriname;2006;2996;1500;1496;1524;864;660;1472;636;836
415;Suriname;2007;2996;1500;1496;1526;865;661;1470;635;835
416;Suriname;2008;2996;1500;1496;1527;865;662;1469;635;834
417;Suriname;2009;2996;1500;1496;1529;865;663;1467;635;833
418;Suriname;2010;2996;1500;1496;1530;865;665;1466;635;831
419;Suriname;2011;2996;1500;1496;1531;865;666;1465;635;830
420;Suriname;2012;2996;1500;1496;1532;865;667;1464;635;829
421;Suriname;2013;2996;1500;1496;1533;865;668;1463;635;828
422;Suriname;2014;2996;1500;1496;1534;864;669;1462;636;827
423;Suriname;2015;2996;1500;1496;1534;864;670;1462;636;826
424;Suriname;2016;2996;1500;1496;1534;863;671;1462;637;825
425;Suriname;2017;2996;1500;1496;1533;862;671;1463;638;825
426;Suriname;2018;2996;1500;1496;1533;861;672;1463;639;824
427;Suriname;2019;2996;1500;1496;1533;860;673;1463;640;823
428;Suriname;2020;2996;1500;1496;1532;859;674;1464;641;822
429;Suriname;2021;2996;1500;1496;1532;857;675;1464;643;821
430;Suriname;2022;2996;1500;1496;1532;856;676;1464;644;820
431;Suriname;2023;2996;1500;1496;1532;855;677;1464;645;819
432;Suriname;2024;2996;1500;1496;1532;854;679;1464;646;817
433;Suriname;2025;2996;1500;1496;1532;852;680;1464;648;816
434;Suriname;2026;2996;1500;1496;1531;850;681;1465;650;815
435;Suriname;2027;2996;1500;1496;1531;848;682;1465;652;814
436;Suriname;2028;2996;1500;1496;1529;846;683;1467;654;813
437;Suriname;2029;2996;1500;1496;1527;844;684;1469;656;812
438;Suriname;2030;2996;1500;1496;1524;841;684;1472;659;812
439;Suriname;2031;2996;1500;1496;1521;838;683;1475;662;813
440;Suriname;2032;2996;1500;1496;1516;834;682;1480;666;814
441;Suriname;2033;2996;1500;1496;1511;830;681;1485;670;815
442;Suriname;2034;2996;1500;1496;1506;826;679;1490;674;817
443;Suriname;2035;2996;1500;1496;1499;822;677;1497;678;819
444;Suriname;2036;2996;1500;1496;1491;817;674;1505;683;822
445;Suriname;2037;2996;1500;1496;1483;812;670;1513;688;826
446;Suriname;2038;2996;1500;1496;1473;807;666;1523;693;830
447;Suriname;2039;2996;1500;1496;1463;801;661;1533;699;835
448;Suriname;2040;2996;1500;1496;1452;796;656;1544;704;840
449;Suriname;2041;2996;1500;1496;1440;790;650;1556;710;846
450;Suriname;2042;2996;1500;1496;1428;784;644;1568;716;852
451;Suriname;2043;2996;1500;1496;1416;778;638;1580;722;858
452;Suriname;2044;2996;1500;1496;1404;772;631;1592;728;865
453;Suriname;2045;2996;1500;1496;1391;766;625;1605;734;871
454;Suriname;2046;2996;1500;1496;1378;760;618;1618;740;878
455;Suriname;2047;2996;1500;1496;1365;754;611;1631;746;885
456;Suriname;2048;2996;1500;1496;1353;749;604;1643;751;892
457;Suriname;2049;2996;1500;1496;1341;743;598;1655;757;898
458;Suriname;2050;2996;1500;1496;1329;738;591;1667;762;905
459;Turkije;2000;5372;2594;2778;1867;1263;603;3505;1331;2175
460;Turkije;2001;4001;2002;1999;1840;1229;611;2161;773;1388
461;Turkije;2002;4001;2002;1999;1816;1198;618;2185;804;1381
462;Turkije;2003;4001;2002;1999;1802;1173;629;2199;829;1370
463;Turkije;2004;4001;2002;1999;1808;1162;646;2193;840;1353
464;Turkije;2005;4001;2002;1999;1814;1151;662;2187;851;1337
465;Turkije;2006;4001;2002;1999;1820;1140;680;2181;862;1319
466;Turkije;2007;4001;2002;1999;1825;1128;697;2176;874;1302
467;Turkije;2008;4001;2002;1999;1831;1116;715;2170;886;1284
468;Turkije;2009;4001;2002;1999;1837;1103;734;2164;899;1265
469;Turkije;2010;4001;2002;1999;1842;1090;752;2159;912;1247
470;Turkije;2011;4001;2002;1999;1847;1076;771;2154;926;1228
471;Turkije;2012;4001;2002;1999;1850;1061;789;2151;941;1210
472;Turkije;2013;4001;2002;1999;1853;1046;807;2148;956;1192
473;Turkije;2014;4001;2002;1999;1854;1030;825;2147;972;1174
474;Turkije;2015;4001;2002;1999;1854;1013;841;2147;989;1158
475;Turkije;2016;4001;2002;1999;1853;995;857;2148;1007;1142
476;Turkije;2017;4001;2002;1999;1850;977;873;2151;1025;1126
477;Turkije;2018;4001;2002;1999;1846;959;887;2155;1043;1112
478;Turkije;2019;4001;2002;1999;1840;939;901;2161;1063;1098
479;Turkije;2020;4001;2002;1999;1833;920;913;2168;1082;1086
480;Turkije;2021;4001;2002;1999;1819;912;907;2182;1090;1092
481;Turkije;2022;4001;2002;1999;1805;904;900;2196;1098;1099
482;Turkije;2023;4001;2002;1999;1789;896;893;2212;1106;1106
483;Turkije;2024;4001;2002;1999;1773;887;886;2228;1115;1113
484;Turkije;2025;4001;2002;1999;1757;879;878;2244;1123;1121
485;Turkije;2026;4001;2002;1999;1740;870;870;2261;1132;1129
486;Turkije;2027;4001;2002;1999;1722;860;862;2279;1142;1137
487;Turkije;2028;4001;2002;1999;1705;851;853;2296;1151;1146
488;Turkije;2029;4001;2002;1999;1687;842;845;2314;1160;1154
489;Turkije;2030;4001;2002;1999;1669;833;837;2332;1169;1162
490;Turkije;2031;4001;2002;1999;1652;824;828;2349;1178;1171
491;Turkije;2032;4001;2002;1999;1634;814;820;2367;1188;1179
492;Turkije;2033;4001;2002;1999;1617;806;812;2384;1196;1187
493;Turkije;2034;4001;2002;1999;1600;797;803;2401;1205;1196
494;Turkije;2035;4001;2002;1999;1584;788;795;2417;1214;1204
495;Turkije;2036;4001;2002;1999;1567;780;787;2434;1222;1212
496;Turkije;2037;4001;2002;1999;1552;772;780;2449;1230;1219
497;Turkije;2038;4001;2002;1999;1537;765;772;2464;1237;1227
498;Turkije;2039;4001;2002;1999;1523;758;765;2478;1244;1234
499;Turkije;2040;4001;2002;1999;1509;751;758;2492;1251;1241
500;Turkije;2041;4001;2002;1999;1497;745;752;2504;1257;1247
501;Turkije;2042;4001;2002;1999;1486;740;745;2515;1262;1254
502;Turkije;2043;4001;2002;1999;1475;735;740;2526;1267;1259
503;Turkije;2044;4001;2002;1999;1466;731;735;2535;1271;1264
504;Turkije;2045;4001;2002;1999;1458;728;730;2543;1274;1269
505;Turkije;2046;4001;2002;1999;1451;725;726;2550;1277;1273
506;Turkije;2047;4001;2002;1999;1445;723;722;2556;1279;1277
507;Turkije;2048;4001;2002;1999;1440;721;719;2561;1281;1280
508;Turkije;2049;4001;2002;1999;1436;720;716;2565;1282;1283
509;Turkije;2050;4001;2002;1999;1434;720;714;2567;1282;1285
510;Totaal westers;2000;47034;23384;23650;24560;12634;11926;22474;10750;11724
511;Totaal westers;2001;48389;24079;24310;25623;13180;12442;22766;10899;11868
512;Totaal westers;2002;49116;24419;24697;26505;13625;12880;22611;10794;11817
513;Totaal westers;2003;49684;24752;24932;27343;14043;13300;22341;10709;11632
514;Totaal westers;2004;50199;25069;25130;28140;14443;13698;22059;10626;11432
515;Totaal westers;2005;50468;25201;25267;28902;14825;14077;21566;10376;11190
516;Totaal westers;2006;50705;25306;25399;29610;15175;14437;21095;10131;10962
517;Totaal westers;2007;50906;25394;25512;30285;15507;14778;20621;9887;10734
518;Totaal westers;2008;51062;25457;25605;30928;15828;15101;20134;9629;10504
519;Totaal westers;2009;51187;25503;25684;31537;16131;15407;19650;9372;10277
520;Totaal westers;2010;51149;25671;25478;32107;16417;15690;19042;9254;9788
521;Totaal westers;2011;51002;25647;25355;32611;16662;15949;18391;8985;9406
522;Totaal westers;2012;50813;25594;25219;33067;16882;16186;17746;8712;9033
523;Totaal westers;2013;50579;25528;25051;33488;17086;16402;17091;8442;8649
524;Totaal westers;2014;50328;25445;24883;33867;17269;16599;16461;8176;8284
525;Totaal westers;2015;50049;25357;24692;34210;17436;16772;15839;7921;7920
526;Totaal westers;2016;49800;25269;24531;34519;17591;16928;15281;7678;7603
527;Totaal westers;2017;49534;25179;24355;34796;17730;17066;14738;7449;7289
528;Totaal westers;2018;49307;25096;24211;35044;17857;17187;14263;7239;7024
529;Totaal westers;2019;49150;25045;24105;35263;17970;17294;13887;7075;6811
530;Totaal westers;2020;49010;25002;24008;35464;18073;17390;13546;6929;6618
531;Totaal westers;2021;49010;25002;24008;35643;18169;17475;13367;6833;6533
532;Totaal westers;2022;49010;25002;24008;35812;18261;17553;13198;6741;6455
533;Totaal westers;2023;49010;25002;24008;35966;18343;17623;13044;6659;6385
534;Totaal westers;2024;49010;25002;24008;36105;18419;17688;12905;6583;6320
535;Totaal westers;2025;49010;25002;24008;36234;18489;17746;12776;6513;6262
536;Totaal westers;2026;49010;25002;24008;36349;18552;17798;12661;6450;6210
537;Totaal westers;2027;49010;25002;24008;36455;18610;17845;12555;6392;6163
538;Totaal westers;2028;49010;25002;24008;36554;18665;17888;12456;6337;6120
539;Totaal westers;2029;49010;25002;24008;36645;18718;17927;12365;6284;6081
540;Totaal westers;2030;49010;25002;24008;36728;18765;17963;12282;6237;6045
541;Totaal westers;2031;49010;25002;24008;36802;18807;17995;12208;6195;6013
542;Totaal westers;2032;49010;25002;24008;36868;18844;18024;12142;6158;5984
543;Totaal westers;2033;49010;25002;24008;36929;18877;18052;12081;6125;5956
544;Totaal westers;2034;49010;25002;24008;36984;18909;18077;12026;6093;5931
545;Totaal westers;2035;49010;25002;24008;37036;18937;18099;11974;6065;5909
546;Totaal westers;2036;49010;25002;24008;37084;18964;18120;11926;6038;5889
547;Totaal westers;2037;49010;25002;24008;37126;18988;18138;11884;6014;5870
548;Totaal westers;2038;49010;25002;24008;37166;19010;18156;11844;5992;5852
549;Totaal westers;2039;49010;25002;24008;37202;19032;18171;11808;5970;5837
550;Totaal westers;2040;49010;25002;24008;37238;19053;18186;11772;5949;5822
551;Totaal westers;2041;49010;25002;24008;37270;19072;18199;11740;5930;5809
552;Totaal westers;2042;49010;25002;24008;37299;19087;18211;11711;5915;5797
553;Totaal westers;2043;49010;25002;24008;37326;19103;18222;11684;5899;5786
554;Totaal westers;2044;49010;25002;24008;37351;19119;18232;11659;5883;5776
555;Totaal westers;2045;49010;25002;24008;37373;19131;18242;11637;5871;5766
556;Totaal westers;2046;49010;25002;24008;37394;19145;18250;11616;5857;5758
557;Totaal westers;2047;49010;25002;24008;37412;19156;18257;11598;5846;5751
558;Totaal westers;2048;49010;25002;24008;37429;19166;18264;11581;5836;5744
559;Totaal westers;2049;49010;25002;24008;37445;19176;18270;11565;5826;5738
560;Totaal westers;2050;49010;25002;24008;37459;19183;18275;11551;5819;5733
561;Europese Economische Ruimte;2000;22212;11872;10340;15159;8239;6920;7053;3633;3420
562;Europese Economische Ruimte;2001;22664;12111;10553;15565;8474;7091;7099;3637;3462
563;Europese Economische Ruimte;2002;23067;12321;10746;15849;8638;7211;7218;3683;3535
564;Europese Economische Ruimte;2003;23423;12500;10923;16117;8790;7327;7306;3710;3596
565;Europese Economische Ruimte;2004;23738;12651;11087;16372;8933;7440;7366;3718;3647
566;Europese Economische Ruimte;2005;24008;12778;11230;16624;9073;7551;7384;3705;3679
567;Europese Economische Ruimte;2006;24246;12881;11365;16857;9198;7660;7389;3683;3705
568;Europese Economische Ruimte;2007;24431;12956;11475;17087;9321;7766;7344;3635;3709
569;Europese Economische Ruimte;2008;24587;13014;11573;17315;9445;7870;7272;3569;3703
570;Europese Economische Ruimte;2009;24715;13055;11660;17538;9566;7971;7177;3489;3689
571;Europese Economische Ruimte;2010;24811;13083;11728;17750;9680;8070;7061;3403;3658
572;Europese Economische Ruimte;2011;24894;13096;11798;17928;9762;8165;6966;3334;3633
573;Europese Economische Ruimte;2012;24947;13097;11850;18091;9834;8258;6856;3263;3592
574;Europese Economische Ruimte;2013;24984;13094;11890;18245;9899;8346;6739;3195;3544
575;Europese Economische Ruimte;2014;25011;13081;11930;18386;9956;8430;6625;3125;3500
576;Europese Economische Ruimte;2015;25019;13065;11954;18518;10008;8509;6501;3057;3445
577;Europese Economische Ruimte;2016;25023;13048;11975;18642;10058;8584;6381;2990;3391
578;Europese Economische Ruimte;2017;25014;13029;11985;18756;10102;8654;6258;2927;3331
579;Europese Economische Ruimte;2018;25009;13014;11995;18862;10143;8719;6147;2871;3276
580;Europese Economische Ruimte;2019;25004;13004;12000;18958;10179;8780;6046;2825;3220
581;Europese Economische Ruimte;2020;25002;13001;12001;19047;10211;8836;5955;2790;3165
582;Europese Economische Ruimte;2021;25002;13001;12001;19129;10241;8887;5873;2760;3114
583;Europese Economische Ruimte;2022;25002;13001;12001;19208;10274;8935;5794;2727;3066
584;Europese Economische Ruimte;2023;25002;13001;12001;19280;10301;8978;5722;2700;3023
585;Europese Economische Ruimte;2024;25002;13001;12001;19345;10327;9019;5657;2674;2982
586;Europese Economische Ruimte;2025;25002;13001;12001;19408;10352;9056;5594;2649;2945
587;Europese Economische Ruimte;2026;25002;13001;12001;19463;10373;9090;5539;2628;2911
588;Europese Economische Ruimte;2027;25002;13001;12001;19514;10393;9121;5488;2608;2880
589;Europese Economische Ruimte;2028;25002;13001;12001;19564;10414;9150;5438;2587;2851
590;Europese Economische Ruimte;2029;25002;13001;12001;19611;10434;9177;5391;2567;2824
591;Europese Economische Ruimte;2030;25002;13001;12001;19652;10451;9201;5350;2550;2800
592;Europese Economische Ruimte;2031;25002;13001;12001;19689;10465;9224;5313;2536;2777
593;Europese Economische Ruimte;2032;25002;13001;12001;19721;10477;9244;5281;2524;2757
594;Europese Economische Ruimte;2033;25002;13001;12001;19750;10486;9264;5252;2515;2737
595;Europese Economische Ruimte;2034;25002;13001;12001;19776;10495;9281;5226;2506;2720
596;Europese Economische Ruimte;2035;25002;13001;12001;19800;10503;9298;5202;2498;2703
597;Europese Economische Ruimte;2036;25002;13001;12001;19823;10510;9313;5179;2491;2689
598;Europese Economische Ruimte;2037;25002;13001;12001;19843;10517;9326;5159;2484;2675
599;Europese Economische Ruimte;2038;25002;13001;12001;19861;10522;9339;5141;2479;2662
600;Europese Economische Ruimte;2039;25002;13001;12001;19878;10528;9350;5124;2473;2651
601;Europese Economische Ruimte;2040;25002;13001;12001;19895;10534;9361;5107;2467;2640
602;Europese Economische Ruimte;2041;25002;13001;12001;19909;10539;9371;5093;2462;2630
603;Europese Economische Ruimte;2042;25002;13001;12001;19923;10543;9380;5079;2458;2621
604;Europese Economische Ruimte;2043;25002;13001;12001;19935;10547;9388;5067;2454;2613
605;Europese Economische Ruimte;2044;25002;13001;12001;19947;10551;9396;5055;2450;2605
606;Europese Economische Ruimte;2045;25002;13001;12001;19958;10555;9403;5044;2446;2598
607;Europese Economische Ruimte;2046;25002;13001;12001;19968;10559;9409;5034;2442;2592
608;Europese Economische Ruimte;2047;25002;13001;12001;19977;10562;9416;5025;2439;2585
609;Europese Economische Ruimte;2048;25002;13001;12001;19986;10565;9421;5016;2436;2580
610;Europese Economische Ruimte;2049;25002;13001;12001;19994;10568;9427;5008;2433;2574
611;Europese Economische Ruimte;2050;25002;13001;12001;20002;10570;9431;5000;2431;2570
612;Overig Europa;2000;15906;7173;8733;3308;1421;1887;12598;5752;6846
613;Overig Europa;2001;16793;7595;9198;3757;1620;2136;13036;5975;7062
614;Overig Europa;2002;17101;7702;9399;4191;1813;2378;12910;5889;7021
615;Overig Europa;2003;17316;7850;9466;4614;2001;2614;12702;5849;6852
616;Overig Europa;2004;17506;8004;9502;5025;2185;2840;12481;5819;6662
617;Overig Europa;2005;17506;8004;9502;5418;2363;3055;12088;5641;6447
618;Overig Europa;2006;17506;8004;9502;5791;2532;3259;11715;5472;6243
619;Overig Europa;2007;17506;8004;9502;6144;2693;3451;11362;5311;6051
620;Overig Europa;2008;17506;8004;9502;6478;2845;3633;11028;5159;5869
621;Overig Europa;2009;17506;8004;9502;6792;2989;3804;10714;5015;5698
622;Overig Europa;2010;17365;8138;9227;7086;3127;3959;10279;5011;5268
623;Overig Europa;2011;17140;8095;9045;7355;3260;4095;9785;4835;4950
624;Overig Europa;2012;16890;8038;8852;7598;3382;4216;9292;4656;4636
625;Overig Europa;2013;16618;7970;8648;7817;3496;4321;8801;4474;4327
626;Overig Europa;2014;16333;7892;8441;8011;3600;4412;8322;4292;4029
627;Overig Europa;2015;16045;7814;8231;8183;3695;4488;7862;4119;3743
628;Overig Europa;2016;15779;7733;8046;8333;3782;4551;7446;3951;3495
629;Overig Europa;2017;15525;7660;7865;8463;3860;4603;7062;3800;3262
630;Overig Europa;2018;15305;7592;7713;8576;3932;4644;6729;3660;3069
631;Overig Europa;2019;15143;7543;7600;8674;3997;4677;6469;3546;2923
632;Overig Europa;2020;15004;7502;7502;8760;4056;4704;6244;3446;2798
633;Overig Europa;2021;15004;7502;7502;8836;4111;4726;6168;3391;2776
634;Overig Europa;2022;15004;7502;7502;8906;4161;4745;6098;3341;2757
635;Overig Europa;2023;15004;7502;7502;8971;4208;4763;6033;3294;2739
636;Overig Europa;2024;15004;7502;7502;9030;4252;4779;5974;3250;2723
637;Overig Europa;2025;15004;7502;7502;9085;4292;4793;5919;3210;2709
638;Overig Europa;2026;15004;7502;7502;9135;4329;4806;5869;3173;2696
639;Overig Europa;2027;15004;7502;7502;9180;4363;4817;5824;3139;2685
640;Overig Europa;2028;15004;7502;7502;9221;4394;4827;5783;3108;2675
641;Overig Europa;2029;15004;7502;7502;9258;4423;4835;5746;3079;2667
642;Overig Europa;2030;15004;7502;7502;9292;4449;4843;5712;3053;2659
643;Overig Europa;2031;15004;7502;7502;9323;4473;4849;5681;3029;2653
644;Overig Europa;2032;15004;7502;7502;9350;4495;4855;5654;3007;2647
645;Overig Europa;2033;15004;7502;7502;9375;4515;4860;5629;2987;2642
646;Overig Europa;2034;15004;7502;7502;9397;4534;4864;5607;2968;2638
647;Overig Europa;2035;15004;7502;7502;9418;4551;4867;5586;2951;2635
648;Overig Europa;2036;15004;7502;7502;9436;4566;4870;5568;2936;2632
649;Overig Europa;2037;15004;7502;7502;9452;4580;4872;5552;2922;2630
650;Overig Europa;2038;15004;7502;7502;9466;4593;4874;5538;2909;2628
651;Overig Europa;2039;15004;7502;7502;9479;4604;4875;5525;2898;2627
652;Overig Europa;2040;15004;7502;7502;9491;4615;4876;5513;2887;2626
653;Overig Europa;2041;15004;7502;7502;9501;4625;4876;5503;2877;2626
654;Overig Europa;2042;15004;7502;7502;9510;4633;4876;5494;2869;2626
655;Overig Europa;2043;15004;7502;7502;9518;4641;4876;5486;2861;2626
656;Overig Europa;2044;15004;7502;7502;9525;4649;4876;5479;2853;2626
657;Overig Europa;2045;15004;7502;7502;9531;4655;4876;5473;2847;2626
658;Overig Europa;2046;15004;7502;7502;9536;4662;4875;5468;2840;2627
659;Overig Europa;2047;15004;7502;7502;9541;4667;4874;5463;2835;2628
660;Overig Europa;2048;15004;7502;7502;9545;4672;4873;5459;2830;2629
661;Overig Europa;2049;15004;7502;7502;9549;4677;4872;5455;2825;2630
662;Overig Europa;2050;15004;7502;7502;9552;4681;4871;5452;2821;2631
663;Indonesië;2000;1750;684;1066;896;421;475;854;263;591
664;Indonesië;2001;1579;642;937;841;393;448;738;249;489
665;Indonesië;2002;1517;631;886;792;368;424;725;263;462
666;Indonesië;2003;1460;617;843;750;347;403;710;270;440
667;Indonesië;2004;1416;604;812;714;332;382;702;272;430
668;Indonesië;2005;1376;593;783;681;317;364;695;276;419
669;Indonesië;2006;1337;581;756;650;303;347;687;278;409
670;Indonesië;2007;1307;575;732;621;289;332;686;286;400
671;Indonesië;2008;1276;567;709;594;278;317;682;289;392
672;Indonesië;2009;1246;561;685;569;266;303;677;295;382
673;Indonesië;2010;1221;553;668;545;256;289;676;297;379
674;Indonesië;2011;1187;544;643;524;246;278;663;298;365
675;Indonesië;2012;1165;539;626;502;236;266;663;303;360
676;Indonesië;2013;1144;534;610;485;229;256;659;305;354
677;Indonesië;2014;1124;532;592;469;222;247;655;310;345
678;Indonesië;2015;1104;527;577;454;216;238;650;311;339
679;Indonesië;2016;1083;521;562;440;210;230;643;311;332
680;Indonesië;2017;1061;515;546;426;204;222;635;311;324
681;Indonesië;2018;1040;508;532;412;198;214;628;310;318
682;Indonesië;2019;1026;507;519;398;192;206;628;315;313
683;Indonesië;2020;1004;500;504;386;187;199;618;313;305
684;Indonesië;2021;1004;500;504;373;182;192;631;318;312
685;Indonesië;2022;1004;500;504;364;178;187;640;322;317
686;Indonesië;2023;1004;500;504;355;174;182;649;326;322
687;Indonesië;2024;1004;500;504;347;170;177;657;330;327
688;Indonesië;2025;1004;500;504;339;167;173;665;333;331
689;Indonesië;2026;1004;500;504;332;164;168;672;336;336
690;Indonesië;2027;1004;500;504;326;161;165;678;339;339
691;Indonesië;2028;1004;500;504;321;159;162;683;341;342
692;Indonesië;2029;1004;500;504;317;158;159;687;342;345
693;Indonesië;2030;1004;500;504;314;157;157;690;343;347
694;Indonesië;2031;1004;500;504;312;157;155;692;343;349
695;Indonesië;2032;1004;500;504;311;157;154;693;343;350
696;Indonesië;2033;1004;500;504;311;158;153;693;342;351
697;Indonesië;2034;1004;500;504;311;159;153;693;341;351
698;Indonesië;2035;1004;500;504;313;160;152;691;340;352
699;Indonesië;2036;1004;500;504;315;162;153;689;338;351
700;Indonesië;2037;1004;500;504;317;164;153;687;336;351
701;Indonesië;2038;1004;500;504;321;166;154;683;334;350
702;Indonesië;2039;1004;500;504;324;169;155;680;331;349
703;Indonesië;2040;1004;500;504;328;172;157;676;328;347
704;Indonesië;2041;1004;500;504;333;175;158;671;325;346
705;Indonesië;2042;1004;500;504;337;177;160;667;323;344
706;Indonesië;2043;1004;500;504;342;180;162;662;320;342
707;Indonesië;2044;1004;500;504;346;183;163;658;317;341
708;Indonesië;2045;1004;500;504;350;185;165;654;315;339
709;Indonesië;2046;1004;500;504;354;187;167;650;313;337
710;Indonesië;2047;1004;500;504;357;189;168;647;311;336
711;Indonesië;2048;1004;500;504;360;191;170;644;309;334
712;Indonesië;2049;1004;500;504;363;192;171;641;308;333
713;Indonesië;2050;1004;500;504;365;193;172;639;307;332
714;Overig buiten Europa;2000;7166;3655;3511;5197;2553;2644;1969;1102;867
715;Overig buiten Europa;2001;7353;3731;3622;5460;2693;2767;1893;1038;855
716;Overig buiten Europa;2002;7431;3765;3666;5673;2806;2867;1758;959;799
717;Overig buiten Europa;2003;7485;3785;3700;5862;2905;2956;1623;880;744
718;Overig buiten Europa;2004;7539;3810;3729;6029;2993;3036;1510;817;693
719;Overig buiten Europa;2005;7578;3826;3752;6179;3072;3107;1399;754;645
720;Overig buiten Europa;2006;7616;3840;3776;6312;3142;3171;1304;698;605
