ID;Overheidsinstellingen;Toepassingssectoren;Methoden;Perioden;Oppervlakte_1;Oppervlakte_2;OverheidsinstellingenMetToepassing_3;OverheidsinstellingenMetToepassing_4
260;Totaal overheidsinstellingen;Verhardingen;Bodembedekkend met vaste planten;1995;;;;
261;Totaal overheidsinstellingen;Verhardingen;Bodembedekkend met vaste planten;2001;;;;
262;Totaal overheidsinstellingen;Verhardingen;Bodembedekkend met vaste planten;2005;;;;
263;Totaal overheidsinstellingen;Verhardingen;Bodembedekkend met vaste planten;2009;;;;
264;Totaal overheidsinstellingen;Verhardingen;Bodembedekkend met vaste planten;2013;;;;
265;Totaal overheidsinstellingen;Verhardingen;Bodembedekkend met vaste planten;2018;;;;
266;Totaal overheidsinstellingen;Verhardingen;Bodembedekkend met schors, houtsnippers;1992;;;;
267;Totaal overheidsinstellingen;Verhardingen;Bodembedekkend met schors, houtsnippers;1995;;;;
268;Totaal overheidsinstellingen;Verhardingen;Bodembedekkend met schors, houtsnippers;2001;;;;
269;Totaal overheidsinstellingen;Verhardingen;Bodembedekkend met schors, houtsnippers;2005;;;;
270;Totaal overheidsinstellingen;Verhardingen;Bodembedekkend met schors, houtsnippers;2009;;;;
271;Totaal overheidsinstellingen;Verhardingen;Bodembedekkend met schors, houtsnippers;2013;;;;
272;Totaal overheidsinstellingen;Verhardingen;Bodembedekkend met schors, houtsnippers;2018;;;;
273;Totaal overheidsinstellingen;Verhardingen;Ecologisch beheer;1992;;;;
274;Totaal overheidsinstellingen;Verhardingen;Ecologisch beheer;1995;;;;
275;Totaal overheidsinstellingen;Verhardingen;Ecologisch beheer;2001;;;;
276;Totaal overheidsinstellingen;Verhardingen;Ecologisch beheer;2005;;;;
277;Totaal overheidsinstellingen;Verhardingen;Ecologisch beheer;2009;;;;
278;Totaal overheidsinstellingen;Verhardingen;Ecologisch beheer;2013;;;;
279;Totaal overheidsinstellingen;Verhardingen;Ecologisch beheer;2018;;;;
280;Totaal overheidsinstellingen;Verhardingen;Niets doen (laten verwilderen);1992;229.0;8.0;;
281;Totaal overheidsinstellingen;Verhardingen;Niets doen (laten verwilderen);1995;142.0;2.0;;
282;Totaal overheidsinstellingen;Verhardingen;Niets doen (laten verwilderen);2001;41.0;0.0;;
283;Totaal overheidsinstellingen;Verhardingen;Niets doen (laten verwilderen);2005;481.0;4.0;;
284;Totaal overheidsinstellingen;Verhardingen;Niets doen (laten verwilderen);2009;176.0;2.0;;
285;Totaal overheidsinstellingen;Verhardingen;Niets doen (laten verwilderen);2013;203.0;1.0;24.0;
286;Totaal overheidsinstellingen;Verhardingen;Niets doen (laten verwilderen);2018;307.0;0.5;40.0;
287;Totaal overheidsinstellingen;Verhardingen;Handmatig schoffelen en wieden;1992;195.0;7.0;;
288;Totaal overheidsinstellingen;Verhardingen;Handmatig schoffelen en wieden;1995;260.0;4.0;;
289;Totaal overheidsinstellingen;Verhardingen;Handmatig schoffelen en wieden;2001;84.0;1.0;;
290;Totaal overheidsinstellingen;Verhardingen;Handmatig schoffelen en wieden;2005;31.0;0.0;;
291;Totaal overheidsinstellingen;Verhardingen;Handmatig schoffelen en wieden;2009;;;;
292;Totaal overheidsinstellingen;Verhardingen;Handmatig schoffelen en wieden;2013;84.0;1.0;34.0;
293;Totaal overheidsinstellingen;Verhardingen;Handmatig schoffelen en wieden;2018;1291.0;2.2;79.0;
294;Totaal overheidsinstellingen;Verhardingen;Machinaal schoffelen en frezen;1992;;;;
295;Totaal overheidsinstellingen;Verhardingen;Machinaal schoffelen en frezen;1995;;;;
296;Totaal overheidsinstellingen;Verhardingen;Machinaal schoffelen en frezen;2001;133.0;1.0;;
297;Totaal overheidsinstellingen;Verhardingen;Machinaal schoffelen en frezen;2005;17.0;0.0;;
298;Totaal overheidsinstellingen;Verhardingen;Machinaal schoffelen en frezen;2009;;;;
299;Totaal overheidsinstellingen;Verhardingen;Machinaal schoffelen en frezen;2013;;;;
300;Totaal overheidsinstellingen;Verhardingen;Machinaal schoffelen en frezen;2018;511.0;0.9;65.0;
301;Totaal overheidsinstellingen;Verhardingen;(Uit)maaien;1992;42.0;1.0;;
302;Totaal overheidsinstellingen;Verhardingen;(Uit)maaien;1995;197.0;3.0;;
303;Totaal overheidsinstellingen;Verhardingen;(Uit)maaien;2001;197.0;2.0;;
304;Totaal overheidsinstellingen;Verhardingen;(Uit)maaien;2005;62.0;1.0;;
305;Totaal overheidsinstellingen;Verhardingen;(Uit)maaien;2009;;;;
306;Totaal overheidsinstellingen;Verhardingen;(Uit)maaien;2013;285.0;2.0;31.0;
307;Totaal overheidsinstellingen;Verhardingen;(Uit)maaien;2018;2458.0;4.2;106.0;
308;Totaal overheidsinstellingen;Verhardingen;Borstelen;1992;1975.0;70.0;;
309;Totaal overheidsinstellingen;Verhardingen;Borstelen;1995;4600.0;77.0;;
310;Totaal overheidsinstellingen;Verhardingen;Borstelen;2001;8208.0;80.0;;
311;Totaal overheidsinstellingen;Verhardingen;Borstelen;2005;9620.0;86.0;;
312;Totaal overheidsinstellingen;Verhardingen;Borstelen;2009;5683.0;61.0;;
313;Totaal overheidsinstellingen;Verhardingen;Borstelen;2013;8010.0;49.0;134.0;
314;Totaal overheidsinstellingen;Verhardingen;Borstelen;2018;21594.0;37.3;260.0;
315;Totaal overheidsinstellingen;Verhardingen;Onkruidbranden en met hete lucht;1992;364.0;13.0;;
316;Totaal overheidsinstellingen;Verhardingen;Onkruidbranden en met hete lucht;1995;796.0;13.0;;
317;Totaal overheidsinstellingen;Verhardingen;Onkruidbranden en met hete lucht;2001;1400.0;14.0;;
318;Totaal overheidsinstellingen;Verhardingen;Onkruidbranden en met hete lucht;2005;752.0;7.0;;
319;Totaal overheidsinstellingen;Verhardingen;Onkruidbranden en met hete lucht;2009;1676.0;18.0;;
320;Totaal overheidsinstellingen;Verhardingen;Onkruidbranden en met hete lucht;2013;2916.0;18.0;92.0;
321;Totaal overheidsinstellingen;Verhardingen;Onkruidbranden en met hete lucht;2018;20157.0;34.8;277.0;
322;Totaal overheidsinstellingen;Verhardingen;Met heet water en stoom;1992;;;;
323;Totaal overheidsinstellingen;Verhardingen;Met heet water en stoom;1995;;;;
324;Totaal overheidsinstellingen;Verhardingen;Met heet water en stoom;2001;227.0;2.0;;
325;Totaal overheidsinstellingen;Verhardingen;Met heet water en stoom;2005;273.0;2.0;;
326;Totaal overheidsinstellingen;Verhardingen;Met heet water en stoom;2009;1839.0;20.0;;
327;Totaal overheidsinstellingen;Verhardingen;Met heet water en stoom;2013;4829.0;30.0;85.0;
328;Totaal overheidsinstellingen;Verhardingen;Met heet water en stoom;2018;5350.0;9.2;101.0;
329;Totaal overheidsinstellingen;Verhardingen;Heet water sensor gestuurd;1992;;;;
330;Totaal overheidsinstellingen;Verhardingen;Heet water sensor gestuurd;1995;;;;
331;Totaal overheidsinstellingen;Verhardingen;Heet water sensor gestuurd;2001;;;;
332;Totaal overheidsinstellingen;Verhardingen;Heet water sensor gestuurd;2005;;;;
333;Totaal overheidsinstellingen;Verhardingen;Heet water sensor gestuurd;2009;;;;
334;Totaal overheidsinstellingen;Verhardingen;Heet water sensor gestuurd;2013;;;;
335;Totaal overheidsinstellingen;Verhardingen;Heet water sensor gestuurd;2018;6179.0;10.7;86.0;
336;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Bodembedekkend met (half)heesters;1992;;;;
337;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Bodembedekkend met (half)heesters;1995;;;;
338;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Bodembedekkend met (half)heesters;2001;;;;
339;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Bodembedekkend met (half)heesters;2005;;;;
340;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Bodembedekkend met (half)heesters;2009;;;;
341;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Bodembedekkend met (half)heesters;2013;;;;
342;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Bodembedekkend met (half)heesters;2018;107.0;3.6;26.0;
343;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Bodembedekkend met vaste planten;1992;;;;
344;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Bodembedekkend met vaste planten;1995;;;;
345;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Bodembedekkend met vaste planten;2001;;;;
346;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Bodembedekkend met vaste planten;2005;;;;
347;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Bodembedekkend met vaste planten;2009;;;;
348;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Bodembedekkend met vaste planten;2013;;;;
349;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Bodembedekkend met vaste planten;2018;30.0;1.0;11.0;
350;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Bodembedekkend met schors, houtsnippers;1992;;;;
351;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Bodembedekkend met schors, houtsnippers;1995;;;;
352;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Bodembedekkend met schors, houtsnippers;2001;;;;
353;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Bodembedekkend met schors, houtsnippers;2005;;;;
354;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Bodembedekkend met schors, houtsnippers;2009;;;;
355;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Bodembedekkend met schors, houtsnippers;2013;;;;
356;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Bodembedekkend met schors, houtsnippers;2018;9.0;0.3;7.0;
357;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Ecologisch beheer;1992;;;;
358;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Ecologisch beheer;1995;;;;
359;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Ecologisch beheer;2001;;;;
360;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Ecologisch beheer;2005;;;;
361;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Ecologisch beheer;2009;;;;
362;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Ecologisch beheer;2013;;;;
363;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Ecologisch beheer;2018;231.0;7.8;37.0;
364;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Niets doen (laten verwilderen);1992;;;;
365;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Niets doen (laten verwilderen);1995;;;;
366;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Niets doen (laten verwilderen);2001;;;;
367;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Niets doen (laten verwilderen);2005;;;;
368;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Niets doen (laten verwilderen);2009;;;;
369;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Niets doen (laten verwilderen);2013;;;;
370;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Niets doen (laten verwilderen);2018;;;;
371;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Handmatig schoffelen en wieden;1992;;;;
372;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Handmatig schoffelen en wieden;1995;;;;
373;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Handmatig schoffelen en wieden;2001;;;;
374;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Handmatig schoffelen en wieden;2005;;;;
375;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Handmatig schoffelen en wieden;2009;;;;
376;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Handmatig schoffelen en wieden;2013;;;;
377;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Handmatig schoffelen en wieden;2018;231.0;7.8;52.0;
378;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Machinaal schoffelen en frezen;1992;;;;
379;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Machinaal schoffelen en frezen;1995;;;;
380;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Machinaal schoffelen en frezen;2001;;;;
381;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Machinaal schoffelen en frezen;2005;;;;
382;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Machinaal schoffelen en frezen;2009;;;;
383;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Machinaal schoffelen en frezen;2013;;;;
384;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Machinaal schoffelen en frezen;2018;221.0;7.5;15.0;
385;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;(Uit)maaien;1992;;;;
386;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;(Uit)maaien;1995;;;;
387;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;(Uit)maaien;2001;;;;
388;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;(Uit)maaien;2005;;;;
389;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;(Uit)maaien;2009;;;;
390;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;(Uit)maaien;2013;;;;
391;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;(Uit)maaien;2018;1784.0;60.2;124.0;
392;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Borstelen;1992;;;;
393;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Borstelen;1995;;;;
394;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Borstelen;2001;;;;
395;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Borstelen;2005;;;;
396;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Borstelen;2009;;;;
397;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Borstelen;2013;;;;
398;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Borstelen;2018;262.0;8.8;35.0;
399;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Onkruidbranden en met hete lucht;1992;;;;
400;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Onkruidbranden en met hete lucht;1995;;;;
401;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Onkruidbranden en met hete lucht;2001;;;;
402;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Onkruidbranden en met hete lucht;2005;;;;
403;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Onkruidbranden en met hete lucht;2009;;;;
404;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Onkruidbranden en met hete lucht;2013;;;;
405;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Onkruidbranden en met hete lucht;2018;35.0;1.2;20.0;
406;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Met heet water en stoom;1992;;;;
407;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Met heet water en stoom;1995;;;;
408;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Met heet water en stoom;2001;;;;
409;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Met heet water en stoom;2005;;;;
410;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Met heet water en stoom;2009;;;;
411;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Met heet water en stoom;2013;;;;
412;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Met heet water en stoom;2018;30.0;1.0;5.0;
413;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Heet water sensor gestuurd;1992;;;;
414;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Heet water sensor gestuurd;1995;;;;
415;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Heet water sensor gestuurd;2001;;;;
416;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Heet water sensor gestuurd;2005;;;;
417;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Heet water sensor gestuurd;2009;;;;
418;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Heet water sensor gestuurd;2013;;;;
419;Totaal overheidsinstellingen;Sport- en trainingsvelden, inclusief ...;Heet water sensor gestuurd;2018;22.0;0.7;8.0;
420;Totaal overheidsinstellingen;Spoorbanen;Bodembedekkend met (half)heesters;1992;;;;
421;Totaal overheidsinstellingen;Spoorbanen;Bodembedekkend met (half)heesters;1995;;;;
422;Totaal overheidsinstellingen;Spoorbanen;Bodembedekkend met (half)heesters;2001;;;;
423;Totaal overheidsinstellingen;Spoorbanen;Bodembedekkend met (half)heesters;2005;;;;
424;Totaal overheidsinstellingen;Spoorbanen;Bodembedekkend met (half)heesters;2009;;;;
425;Totaal overheidsinstellingen;Spoorbanen;Bodembedekkend met (half)heesters;2013;;;;
426;Totaal overheidsinstellingen;Spoorbanen;Bodembedekkend met (half)heesters;2018;;;;
427;Totaal overheidsinstellingen;Spoorbanen;Bodembedekkend met vaste planten;1992;;;;
428;Totaal overheidsinstellingen;Spoorbanen;Bodembedekkend met vaste planten;1995;;;;
429;Totaal overheidsinstellingen;Spoorbanen;Bodembedekkend met vaste planten;2001;;;;
430;Totaal overheidsinstellingen;Spoorbanen;Bodembedekkend met vaste planten;2005;;;;
431;Totaal overheidsinstellingen;Spoorbanen;Bodembedekkend met vaste planten;2009;;;;
432;Totaal overheidsinstellingen;Spoorbanen;Bodembedekkend met vaste planten;2013;;;;
433;Totaal overheidsinstellingen;Spoorbanen;Bodembedekkend met vaste planten;2018;;;;
434;Totaal overheidsinstellingen;Spoorbanen;Bodembedekkend met schors, houtsnippers;1992;;;;
435;Totaal overheidsinstellingen;Spoorbanen;Bodembedekkend met schors, houtsnippers;1995;;;;
436;Totaal overheidsinstellingen;Spoorbanen;Bodembedekkend met schors, houtsnippers;2001;;;;
437;Totaal overheidsinstellingen;Spoorbanen;Bodembedekkend met schors, houtsnippers;2005;;;;
438;Totaal overheidsinstellingen;Spoorbanen;Bodembedekkend met schors, houtsnippers;2009;;;;
439;Totaal overheidsinstellingen;Spoorbanen;Bodembedekkend met schors, houtsnippers;2013;;;;
440;Totaal overheidsinstellingen;Spoorbanen;Bodembedekkend met schors, houtsnippers;2018;;;;
441;Totaal overheidsinstellingen;Spoorbanen;Ecologisch beheer;1992;;;;
442;Totaal overheidsinstellingen;Spoorbanen;Ecologisch beheer;1995;;;;
443;Totaal overheidsinstellingen;Spoorbanen;Ecologisch beheer;2001;;;;
444;Totaal overheidsinstellingen;Spoorbanen;Ecologisch beheer;2005;;;;
445;Totaal overheidsinstellingen;Spoorbanen;Ecologisch beheer;2009;;;;
446;Totaal overheidsinstellingen;Spoorbanen;Ecologisch beheer;2013;;;;
447;Totaal overheidsinstellingen;Spoorbanen;Ecologisch beheer;2018;;;;
448;Totaal overheidsinstellingen;Spoorbanen;Niets doen (laten verwilderen);1992;;;;
449;Totaal overheidsinstellingen;Spoorbanen;Niets doen (laten verwilderen);1995;;;;
450;Totaal overheidsinstellingen;Spoorbanen;Niets doen (laten verwilderen);2001;;;;
451;Totaal overheidsinstellingen;Spoorbanen;Niets doen (laten verwilderen);2005;;;;
452;Totaal overheidsinstellingen;Spoorbanen;Niets doen (laten verwilderen);2009;;;;
453;Totaal overheidsinstellingen;Spoorbanen;Niets doen (laten verwilderen);2013;;;;
454;Totaal overheidsinstellingen;Spoorbanen;Niets doen (laten verwilderen);2018;;;;
455;Totaal overheidsinstellingen;Spoorbanen;Handmatig schoffelen en wieden;1992;;;;
456;Totaal overheidsinstellingen;Spoorbanen;Handmatig schoffelen en wieden;1995;;;;
457;Totaal overheidsinstellingen;Spoorbanen;Handmatig schoffelen en wieden;2001;;;;
458;Totaal overheidsinstellingen;Spoorbanen;Handmatig schoffelen en wieden;2005;;;;
459;Totaal overheidsinstellingen;Spoorbanen;Handmatig schoffelen en wieden;2009;;;;
460;Totaal overheidsinstellingen;Spoorbanen;Handmatig schoffelen en wieden;2013;;;;
461;Totaal overheidsinstellingen;Spoorbanen;Handmatig schoffelen en wieden;2018;100.0;1.6;1.0;
462;Totaal overheidsinstellingen;Spoorbanen;Machinaal schoffelen en frezen;1992;;;;
463;Totaal overheidsinstellingen;Spoorbanen;Machinaal schoffelen en frezen;1995;;;;
464;Totaal overheidsinstellingen;Spoorbanen;Machinaal schoffelen en frezen;2001;;;;
465;Totaal overheidsinstellingen;Spoorbanen;Machinaal schoffelen en frezen;2005;;;;
466;Totaal overheidsinstellingen;Spoorbanen;Machinaal schoffelen en frezen;2009;;;;
467;Totaal overheidsinstellingen;Spoorbanen;Machinaal schoffelen en frezen;2013;;;;
468;Totaal overheidsinstellingen;Spoorbanen;Machinaal schoffelen en frezen;2018;2680.0;42.9;2.0;
469;Totaal overheidsinstellingen;Spoorbanen;(Uit)maaien;1992;;;;
470;Totaal overheidsinstellingen;Spoorbanen;(Uit)maaien;1995;;;;
471;Totaal overheidsinstellingen;Spoorbanen;(Uit)maaien;2001;;;;
472;Totaal overheidsinstellingen;Spoorbanen;(Uit)maaien;2005;;;;
473;Totaal overheidsinstellingen;Spoorbanen;(Uit)maaien;2009;;;;
474;Totaal overheidsinstellingen;Spoorbanen;(Uit)maaien;2013;;;;
475;Totaal overheidsinstellingen;Spoorbanen;(Uit)maaien;2018;1682.0;26.9;2.0;
476;Totaal overheidsinstellingen;Spoorbanen;Borstelen;1992;;;;
477;Totaal overheidsinstellingen;Spoorbanen;Borstelen;1995;;;;
478;Totaal overheidsinstellingen;Spoorbanen;Borstelen;2001;;;;
479;Totaal overheidsinstellingen;Spoorbanen;Borstelen;2005;;;;
480;Totaal overheidsinstellingen;Spoorbanen;Borstelen;2009;;;;
481;Totaal overheidsinstellingen;Spoorbanen;Borstelen;2013;;;;
482;Totaal overheidsinstellingen;Spoorbanen;Borstelen;2018;1682.0;26.9;2.0;
483;Totaal overheidsinstellingen;Spoorbanen;Onkruidbranden en met hete lucht;1992;;;;
484;Totaal overheidsinstellingen;Spoorbanen;Onkruidbranden en met hete lucht;1995;;;;
485;Totaal overheidsinstellingen;Spoorbanen;Onkruidbranden en met hete lucht;2001;;;;
486;Totaal overheidsinstellingen;Spoorbanen;Onkruidbranden en met hete lucht;2005;;;;
487;Totaal overheidsinstellingen;Spoorbanen;Onkruidbranden en met hete lucht;2009;;;;
488;Totaal overheidsinstellingen;Spoorbanen;Onkruidbranden en met hete lucht;2013;;;;
489;Totaal overheidsinstellingen;Spoorbanen;Onkruidbranden en met hete lucht;2018;100.0;1.6;1.0;
490;Totaal overheidsinstellingen;Spoorbanen;Met heet water en stoom;1992;;;;
491;Totaal overheidsinstellingen;Spoorbanen;Met heet water en stoom;1995;;;;
492;Totaal overheidsinstellingen;Spoorbanen;Met heet water en stoom;2001;;;;
493;Totaal overheidsinstellingen;Spoorbanen;Met heet water en stoom;2005;;;;
494;Totaal overheidsinstellingen;Spoorbanen;Met heet water en stoom;2009;;;;
495;Totaal overheidsinstellingen;Spoorbanen;Met heet water en stoom;2013;;;;
496;Totaal overheidsinstellingen;Spoorbanen;Met heet water en stoom;2018;;;;
497;Totaal overheidsinstellingen;Spoorbanen;Heet water sensor gestuurd;1992;;;;
498;Totaal overheidsinstellingen;Spoorbanen;Heet water sensor gestuurd;1995;;;;
499;Totaal overheidsinstellingen;Spoorbanen;Heet water sensor gestuurd;2001;;;;
500;Totaal overheidsinstellingen;Spoorbanen;Heet water sensor gestuurd;2005;;;;
501;Totaal overheidsinstellingen;Spoorbanen;Heet water sensor gestuurd;2009;;;;
502;Totaal overheidsinstellingen;Spoorbanen;Heet water sensor gestuurd;2013;;;;
503;Totaal overheidsinstellingen;Spoorbanen;Heet water sensor gestuurd;2018;;;;
504;Totaal gemeenten;Weg- en landschappelijke beplanting;Bodembedekkend met (half)heesters;1992;26.0;1.0;18.0;7.0
505;Totaal gemeenten;Weg- en landschappelijke beplanting;Bodembedekkend met (half)heesters;1995;68.0;2.0;24.0;16.0
506;Totaal gemeenten;Weg- en landschappelijke beplanting;Bodembedekkend met (half)heesters;2001;65.0;1.0;16.0;14.0
507;Totaal gemeenten;Weg- en landschappelijke beplanting;Bodembedekkend met (half)heesters;2005;36.0;1.0;3.0;5.0
508;Totaal gemeenten;Weg- en landschappelijke beplanting;Bodembedekkend met (half)heesters;2009;80.0;3.0;5.0;8.0
509;Totaal gemeenten;Weg- en landschappelijke beplanting;Bodembedekkend met (half)heesters;2013;48.0;2.0;24.0;29.0
510;Totaal gemeenten;Weg- en landschappelijke beplanting;Bodembedekkend met (half)heesters;2018;1025.0;2.8;87.0;32.0
511;Totaal gemeenten;Weg- en landschappelijke beplanting;Bodembedekkend met vaste planten;1992;35.0;1.0;12.0;5.0
512;Totaal gemeenten;Weg- en landschappelijke beplanting;Bodembedekkend met vaste planten;1995;25.0;1.0;16.0;11.0
513;Totaal gemeenten;Weg- en landschappelijke beplanting;Bodembedekkend met vaste planten;2001;10.0;0.0;5.0;4.0
514;Totaal gemeenten;Weg- en landschappelijke beplanting;Bodembedekkend met vaste planten;2005;26.0;1.0;3.0;5.0
515;Totaal gemeenten;Weg- en landschappelijke beplanting;Bodembedekkend met vaste planten;2009;10.0;0.0;2.0;3.0
516;Totaal gemeenten;Weg- en landschappelijke beplanting;Bodembedekkend met vaste planten;2013;10.0;0.0;21.0;25.0
517;Totaal gemeenten;Weg- en landschappelijke beplanting;Bodembedekkend met vaste planten;2018;2831.0;7.7;61.0;22.4
518;Totaal gemeenten;Weg- en landschappelijke beplanting;Bodembedekkend met schors, houtsnippers;1992;36.0;1.0;32.0;12.0
519;Totaal gemeenten;Weg- en landschappelijke beplanting;Bodembedekkend met schors, houtsnippers;1995;94.0;3.0;25.0;17.0
520;Totaal gemeenten;Weg- en landschappelijke beplanting;Bodembedekkend met schors, houtsnippers;2001;8.0;0.0;7.0;6.0
521;Totaal gemeenten;Weg- en landschappelijke beplanting;Bodembedekkend met schors, houtsnippers;2005;9.0;0.0;1.0;2.0
522;Totaal gemeenten;Weg- en landschappelijke beplanting;Bodembedekkend met schors, houtsnippers;2009;1.0;0.0;1.0;2.0
523;Totaal gemeenten;Weg- en landschappelijke beplanting;Bodembedekkend met schors, houtsnippers;2013;;;;
524;Totaal gemeenten;Weg- en landschappelijke beplanting;Bodembedekkend met schors, houtsnippers;2018;118.0;0.3;16.0;5.9
525;Totaal gemeenten;Weg- en landschappelijke beplanting;Ecologisch beheer;1992;1060.0;23.0;81.0;31.0
526;Totaal gemeenten;Weg- en landschappelijke beplanting;Ecologisch beheer;1995;;;;
527;Totaal gemeenten;Weg- en landschappelijke beplanting;Ecologisch beheer;2001;2843.0;56.0;64.0;56.0
528;Totaal gemeenten;Weg- en landschappelijke beplanting;Ecologisch beheer;2005;2991.0;83.0;31.0;53.0
529;Totaal gemeenten;Weg- en landschappelijke beplanting;Ecologisch beheer;2009;1178.0;51.0;30.0;47.0
530;Totaal gemeenten;Weg- en landschappelijke beplanting;Ecologisch beheer;2013;1177.0;43.0;47.0;56.0
531;Totaal gemeenten;Weg- en landschappelijke beplanting;Ecologisch beheer;2018;10774.0;29.4;182.0;66.9
