ID;BedrijfstakkenBranches;Landen;Perioden;HRSTKern_1
1061;Mediumhightechindustrie;Polen;2011;
1062;Mediumhightechindustrie;Spanje;1994;11.4
1063;Mediumhightechindustrie;Spanje;1995;10.5
1064;Mediumhightechindustrie;Spanje;1996;11.2
1065;Mediumhightechindustrie;Spanje;1997;12.9
1066;Mediumhightechindustrie;Spanje;1998;12.8
1067;Mediumhightechindustrie;Spanje;1999;14.2
1068;Mediumhightechindustrie;Spanje;2000;13.7
1069;Mediumhightechindustrie;Spanje;2001;15.8
1070;Mediumhightechindustrie;Spanje;2002;17.2
1071;Mediumhightechindustrie;Spanje;2003;19.6
1072;Mediumhightechindustrie;Spanje;2004;18.8
1073;Mediumhightechindustrie;Spanje;2005;18.8
1074;Mediumhightechindustrie;Spanje;2006;19.1
1075;Mediumhightechindustrie;Spanje;2007;18.2
1076;Mediumhightechindustrie;Spanje;2008;20.5
1077;Mediumhightechindustrie;Spanje;2009;
1078;Mediumhightechindustrie;Spanje;2010;
1079;Mediumhightechindustrie;Spanje;2011;
1080;Mediumhightechindustrie;Tsjechië;1994;
1081;Mediumhightechindustrie;Tsjechië;1995;
1082;Mediumhightechindustrie;Tsjechië;1996;
1083;Mediumhightechindustrie;Tsjechië;1997;
1084;Mediumhightechindustrie;Tsjechië;1998;5.7
1085;Mediumhightechindustrie;Tsjechië;1999;6.4
1086;Mediumhightechindustrie;Tsjechië;2000;6.9
1087;Mediumhightechindustrie;Tsjechië;2001;7.3
1088;Mediumhightechindustrie;Tsjechië;2002;7.5
1089;Mediumhightechindustrie;Tsjechië;2003;5.5
1090;Mediumhightechindustrie;Tsjechië;2004;7.9
1091;Mediumhightechindustrie;Tsjechië;2005;7.2
1092;Mediumhightechindustrie;Tsjechië;2006;7.5
1093;Mediumhightechindustrie;Tsjechië;2007;6.6
1094;Mediumhightechindustrie;Tsjechië;2008;6.3
1095;Mediumhightechindustrie;Tsjechië;2009;
1096;Mediumhightechindustrie;Tsjechië;2010;
1097;Mediumhightechindustrie;Tsjechië;2011;
1098;Mediumhightechindustrie;Verenigd Koninkrijk;1994;11.5
1099;Mediumhightechindustrie;Verenigd Koninkrijk;1995;10.4
1100;Mediumhightechindustrie;Verenigd Koninkrijk;1996;11.5
1101;Mediumhightechindustrie;Verenigd Koninkrijk;1997;11.4
1102;Mediumhightechindustrie;Verenigd Koninkrijk;1998;
1103;Mediumhightechindustrie;Verenigd Koninkrijk;1999;12.0
1104;Mediumhightechindustrie;Verenigd Koninkrijk;2000;13.4
1105;Mediumhightechindustrie;Verenigd Koninkrijk;2001;11.8
1106;Mediumhightechindustrie;Verenigd Koninkrijk;2002;13.2
1107;Mediumhightechindustrie;Verenigd Koninkrijk;2003;13.6
1108;Mediumhightechindustrie;Verenigd Koninkrijk;2004;13.7
1109;Mediumhightechindustrie;Verenigd Koninkrijk;2005;14.3
1110;Mediumhightechindustrie;Verenigd Koninkrijk;2006;14.5
1111;Mediumhightechindustrie;Verenigd Koninkrijk;2007;14.8
1112;Mediumhightechindustrie;Verenigd Koninkrijk;2008;15.0
1113;Mediumhightechindustrie;Verenigd Koninkrijk;2009;
1114;Mediumhightechindustrie;Verenigd Koninkrijk;2010;
1115;Mediumhightechindustrie;Verenigd Koninkrijk;2011;
1116;Mediumhightechindustrie;Zweden;1994;
1117;Mediumhightechindustrie;Zweden;1995;
1118;Mediumhightechindustrie;Zweden;1996;
1119;Mediumhightechindustrie;Zweden;1997;16.6
1120;Mediumhightechindustrie;Zweden;1998;15.2
1121;Mediumhightechindustrie;Zweden;1999;18.1
1122;Mediumhightechindustrie;Zweden;2000;17.4
1123;Mediumhightechindustrie;Zweden;2001;11.1
1124;Mediumhightechindustrie;Zweden;2002;12.6
1125;Mediumhightechindustrie;Zweden;2003;12.0
1126;Mediumhightechindustrie;Zweden;2004;11.4
1127;Mediumhightechindustrie;Zweden;2005;13.7
1128;Mediumhightechindustrie;Zweden;2006;14.6
1129;Mediumhightechindustrie;Zweden;2007;15.2
1130;Mediumhightechindustrie;Zweden;2008;
1131;Mediumhightechindustrie;Zweden;2009;
1132;Mediumhightechindustrie;Zweden;2010;
1133;Mediumhightechindustrie;Zweden;2011;
1134;Mediumhightechindustrie;EU-27;1994;
1135;Mediumhightechindustrie;EU-27;1995;
1136;Mediumhightechindustrie;EU-27;1996;
1137;Mediumhightechindustrie;EU-27;1997;
1138;Mediumhightechindustrie;EU-27;1998;
1139;Mediumhightechindustrie;EU-27;1999;
1140;Mediumhightechindustrie;EU-27;2000;
1141;Mediumhightechindustrie;EU-27;2001;
1142;Mediumhightechindustrie;EU-27;2002;
1143;Mediumhightechindustrie;EU-27;2003;
1144;Mediumhightechindustrie;EU-27;2004;14.7
1145;Mediumhightechindustrie;EU-27;2005;15.3
1146;Mediumhightechindustrie;EU-27;2006;15.8
1147;Mediumhightechindustrie;EU-27;2007;16.2
1148;Mediumhightechindustrie;EU-27;2008;
1149;Mediumhightechindustrie;EU-27;2009;
1150;Mediumhightechindustrie;EU-27;2010;
1151;Mediumhightechindustrie;EU-27;2011;
1152;Low- en mediumlowtechindustrie;België;1994;6.9
1153;Low- en mediumlowtechindustrie;België;1995;7.2
1154;Low- en mediumlowtechindustrie;België;1996;7.2
1155;Low- en mediumlowtechindustrie;België;1997;7.2
1156;Low- en mediumlowtechindustrie;België;1998;7.4
1157;Low- en mediumlowtechindustrie;België;1999;7.6
1158;Low- en mediumlowtechindustrie;België;2000;8.5
1159;Low- en mediumlowtechindustrie;België;2001;8.7
1160;Low- en mediumlowtechindustrie;België;2002;7.9
1161;Low- en mediumlowtechindustrie;België;2003;8.1
1162;Low- en mediumlowtechindustrie;België;2004;9.2
1163;Low- en mediumlowtechindustrie;België;2005;9.6
1164;Low- en mediumlowtechindustrie;België;2006;10.0
1165;Low- en mediumlowtechindustrie;België;2007;10.6
1166;Low- en mediumlowtechindustrie;België;2008;10.4
1167;Low- en mediumlowtechindustrie;België;2009;
1168;Low- en mediumlowtechindustrie;België;2010;
1169;Low- en mediumlowtechindustrie;België;2011;
1170;Low- en mediumlowtechindustrie;Denemarken;1994;8.0
1171;Low- en mediumlowtechindustrie;Denemarken;1995;8.3
1172;Low- en mediumlowtechindustrie;Denemarken;1996;8.1
1173;Low- en mediumlowtechindustrie;Denemarken;1997;6.9
1174;Low- en mediumlowtechindustrie;Denemarken;1998;6.8
1175;Low- en mediumlowtechindustrie;Denemarken;1999;6.7
1176;Low- en mediumlowtechindustrie;Denemarken;2000;7.5
1177;Low- en mediumlowtechindustrie;Denemarken;2001;8.7
1178;Low- en mediumlowtechindustrie;Denemarken;2002;8.4
1179;Low- en mediumlowtechindustrie;Denemarken;2003;11.6
1180;Low- en mediumlowtechindustrie;Denemarken;2004;9.9
1181;Low- en mediumlowtechindustrie;Denemarken;2005;11.7
1182;Low- en mediumlowtechindustrie;Denemarken;2006;12.1
1183;Low- en mediumlowtechindustrie;Denemarken;2007;10.5
1184;Low- en mediumlowtechindustrie;Denemarken;2008;12.6
1185;Low- en mediumlowtechindustrie;Denemarken;2009;
1186;Low- en mediumlowtechindustrie;Denemarken;2010;
1187;Low- en mediumlowtechindustrie;Denemarken;2011;
1188;Low- en mediumlowtechindustrie;Duitsland;1994;5.6
1189;Low- en mediumlowtechindustrie;Duitsland;1995;5.9
1190;Low- en mediumlowtechindustrie;Duitsland;1996;5.9
1191;Low- en mediumlowtechindustrie;Duitsland;1997;6.2
1192;Low- en mediumlowtechindustrie;Duitsland;1998;
1193;Low- en mediumlowtechindustrie;Duitsland;1999;6.0
1194;Low- en mediumlowtechindustrie;Duitsland;2000;6.2
1195;Low- en mediumlowtechindustrie;Duitsland;2001;6.2
1196;Low- en mediumlowtechindustrie;Duitsland;2002;6.1
1197;Low- en mediumlowtechindustrie;Duitsland;2003;6.5
1198;Low- en mediumlowtechindustrie;Duitsland;2004;6.8
1199;Low- en mediumlowtechindustrie;Duitsland;2005;7.0
1200;Low- en mediumlowtechindustrie;Duitsland;2006;7.1
1201;Low- en mediumlowtechindustrie;Duitsland;2007;6.7
1202;Low- en mediumlowtechindustrie;Duitsland;2008;7.0
1203;Low- en mediumlowtechindustrie;Duitsland;2009;
1204;Low- en mediumlowtechindustrie;Duitsland;2010;
1205;Low- en mediumlowtechindustrie;Duitsland;2011;
1206;Low- en mediumlowtechindustrie;Finland;1994;
1207;Low- en mediumlowtechindustrie;Finland;1995;
1208;Low- en mediumlowtechindustrie;Finland;1996;
1209;Low- en mediumlowtechindustrie;Finland;1997;7.9
1210;Low- en mediumlowtechindustrie;Finland;1998;10.4
1211;Low- en mediumlowtechindustrie;Finland;1999;13.3
1212;Low- en mediumlowtechindustrie;Finland;2000;12.1
1213;Low- en mediumlowtechindustrie;Finland;2001;13.3
1214;Low- en mediumlowtechindustrie;Finland;2002;12.7
1215;Low- en mediumlowtechindustrie;Finland;2003;12.0
1216;Low- en mediumlowtechindustrie;Finland;2004;12.2
1217;Low- en mediumlowtechindustrie;Finland;2005;12.0
1218;Low- en mediumlowtechindustrie;Finland;2006;12.8
1219;Low- en mediumlowtechindustrie;Finland;2007;12.2
1220;Low- en mediumlowtechindustrie;Finland;2008;12.6
1221;Low- en mediumlowtechindustrie;Finland;2009;
1222;Low- en mediumlowtechindustrie;Finland;2010;
1223;Low- en mediumlowtechindustrie;Finland;2011;
1224;Low- en mediumlowtechindustrie;Frankrijk;1994;6.8
1225;Low- en mediumlowtechindustrie;Frankrijk;1995;6.0
1226;Low- en mediumlowtechindustrie;Frankrijk;1996;5.9
1227;Low- en mediumlowtechindustrie;Frankrijk;1997;5.7
1228;Low- en mediumlowtechindustrie;Frankrijk;1998;6.3
1229;Low- en mediumlowtechindustrie;Frankrijk;1999;6.7
1230;Low- en mediumlowtechindustrie;Frankrijk;2000;6.6
1231;Low- en mediumlowtechindustrie;Frankrijk;2001;7.1
1232;Low- en mediumlowtechindustrie;Frankrijk;2002;7.4
1233;Low- en mediumlowtechindustrie;Frankrijk;2003;7.7
1234;Low- en mediumlowtechindustrie;Frankrijk;2004;8.4
1235;Low- en mediumlowtechindustrie;Frankrijk;2005;9.4
1236;Low- en mediumlowtechindustrie;Frankrijk;2006;9.3
1237;Low- en mediumlowtechindustrie;Frankrijk;2007;8.7
1238;Low- en mediumlowtechindustrie;Frankrijk;2008;12.1
1239;Low- en mediumlowtechindustrie;Frankrijk;2009;
1240;Low- en mediumlowtechindustrie;Frankrijk;2010;
1241;Low- en mediumlowtechindustrie;Frankrijk;2011;
1242;Low- en mediumlowtechindustrie;Hongarije;1994;
1243;Low- en mediumlowtechindustrie;Hongarije;1995;
1244;Low- en mediumlowtechindustrie;Hongarije;1996;
1245;Low- en mediumlowtechindustrie;Hongarije;1997;2.8
1246;Low- en mediumlowtechindustrie;Hongarije;1998;3.1
1247;Low- en mediumlowtechindustrie;Hongarije;1999;3.7
1248;Low- en mediumlowtechindustrie;Hongarije;2000;3.0
1249;Low- en mediumlowtechindustrie;Hongarije;2001;3.9
1250;Low- en mediumlowtechindustrie;Hongarije;2002;2.7
1251;Low- en mediumlowtechindustrie;Hongarije;2003;3.4
1252;Low- en mediumlowtechindustrie;Hongarije;2004;3.7
1253;Low- en mediumlowtechindustrie;Hongarije;2005;3.6
1254;Low- en mediumlowtechindustrie;Hongarije;2006;3.9
1255;Low- en mediumlowtechindustrie;Hongarije;2007;4.3
1256;Low- en mediumlowtechindustrie;Hongarije;2008;4.9
1257;Low- en mediumlowtechindustrie;Hongarije;2009;
1258;Low- en mediumlowtechindustrie;Hongarije;2010;
1259;Low- en mediumlowtechindustrie;Hongarije;2011;
1260;Low- en mediumlowtechindustrie;Ierland;1994;4.4
1261;Low- en mediumlowtechindustrie;Ierland;1995;4.1
1262;Low- en mediumlowtechindustrie;Ierland;1996;6.1
1263;Low- en mediumlowtechindustrie;Ierland;1997;6.1
1264;Low- en mediumlowtechindustrie;Ierland;1998;
1265;Low- en mediumlowtechindustrie;Ierland;1999;5.3
1266;Low- en mediumlowtechindustrie;Ierland;2000;6.1
1267;Low- en mediumlowtechindustrie;Ierland;2001;5.8
1268;Low- en mediumlowtechindustrie;Ierland;2002;6.1
1269;Low- en mediumlowtechindustrie;Ierland;2003;7.7
1270;Low- en mediumlowtechindustrie;Ierland;2004;7.6
1271;Low- en mediumlowtechindustrie;Ierland;2005;7.6
1272;Low- en mediumlowtechindustrie;Ierland;2006;7.0
1273;Low- en mediumlowtechindustrie;Ierland;2007;8.1
1274;Low- en mediumlowtechindustrie;Ierland;2008;8.5
1275;Low- en mediumlowtechindustrie;Ierland;2009;
1276;Low- en mediumlowtechindustrie;Ierland;2010;
1277;Low- en mediumlowtechindustrie;Ierland;2011;
1278;Low- en mediumlowtechindustrie;Italië;1994;1.0
1279;Low- en mediumlowtechindustrie;Italië;1995;1.1
1280;Low- en mediumlowtechindustrie;Italië;1996;1.3
1281;Low- en mediumlowtechindustrie;Italië;1997;1.4
1282;Low- en mediumlowtechindustrie;Italië;1998;1.3
1283;Low- en mediumlowtechindustrie;Italië;1999;1.3
1284;Low- en mediumlowtechindustrie;Italië;2000;1.7
1285;Low- en mediumlowtechindustrie;Italië;2001;1.8
1286;Low- en mediumlowtechindustrie;Italië;2002;2.1
1287;Low- en mediumlowtechindustrie;Italië;2003;2.0
1288;Low- en mediumlowtechindustrie;Italië;2004;2.5
1289;Low- en mediumlowtechindustrie;Italië;2005;2.5
1290;Low- en mediumlowtechindustrie;Italië;2006;3.0
1291;Low- en mediumlowtechindustrie;Italië;2007;3.1
1292;Low- en mediumlowtechindustrie;Italië;2008;3.2
1293;Low- en mediumlowtechindustrie;Italië;2009;
1294;Low- en mediumlowtechindustrie;Italië;2010;
1295;Low- en mediumlowtechindustrie;Italië;2011;
1296;Low- en mediumlowtechindustrie;Nederland;1994;
1297;Low- en mediumlowtechindustrie;Nederland;1995;
1298;Low- en mediumlowtechindustrie;Nederland;1996;6.3
1299;Low- en mediumlowtechindustrie;Nederland;1997;6.9
1300;Low- en mediumlowtechindustrie;Nederland;1998;5.9
1301;Low- en mediumlowtechindustrie;Nederland;1999;5.9
1302;Low- en mediumlowtechindustrie;Nederland;2000;6.3
1303;Low- en mediumlowtechindustrie;Nederland;2001;6.4
1304;Low- en mediumlowtechindustrie;Nederland;2002;6.6
1305;Low- en mediumlowtechindustrie;Nederland;2003;8.5
1306;Low- en mediumlowtechindustrie;Nederland;2004;9.0
1307;Low- en mediumlowtechindustrie;Nederland;2005;9.3
1308;Low- en mediumlowtechindustrie;Nederland;2006;9.0
1309;Low- en mediumlowtechindustrie;Nederland;2007;10.1
1310;Low- en mediumlowtechindustrie;Nederland;2008;10.1
1311;Low- en mediumlowtechindustrie;Nederland;2009;
1312;Low- en mediumlowtechindustrie;Nederland;2010;
1313;Low- en mediumlowtechindustrie;Nederland;2011;
1314;Low- en mediumlowtechindustrie;Oostenrijk;1994;
1315;Low- en mediumlowtechindustrie;Oostenrijk;1995;1.2
1316;Low- en mediumlowtechindustrie;Oostenrijk;1996;1.2
1317;Low- en mediumlowtechindustrie;Oostenrijk;1997;1.7
1318;Low- en mediumlowtechindustrie;Oostenrijk;1998;1.5
1319;Low- en mediumlowtechindustrie;Oostenrijk;1999;3.2
1320;Low- en mediumlowtechindustrie;Oostenrijk;2000;3.1
1321;Low- en mediumlowtechindustrie;Oostenrijk;2001;2.7
1322;Low- en mediumlowtechindustrie;Oostenrijk;2002;3.8
1323;Low- en mediumlowtechindustrie;Oostenrijk;2003;3.2
1324;Low- en mediumlowtechindustrie;Oostenrijk;2004;5.3
1325;Low- en mediumlowtechindustrie;Oostenrijk;2005;5.5
1326;Low- en mediumlowtechindustrie;Oostenrijk;2006;5.8
1327;Low- en mediumlowtechindustrie;Oostenrijk;2007;4.8
1328;Low- en mediumlowtechindustrie;Oostenrijk;2008;5.0
1329;Low- en mediumlowtechindustrie;Oostenrijk;2009;
1330;Low- en mediumlowtechindustrie;Oostenrijk;2010;
1331;Low- en mediumlowtechindustrie;Oostenrijk;2011;
1332;Low- en mediumlowtechindustrie;Polen;1994;
1333;Low- en mediumlowtechindustrie;Polen;1995;
1334;Low- en mediumlowtechindustrie;Polen;1996;
1335;Low- en mediumlowtechindustrie;Polen;1997;
1336;Low- en mediumlowtechindustrie;Polen;1998;
1337;Low- en mediumlowtechindustrie;Polen;1999;
1338;Low- en mediumlowtechindustrie;Polen;2000;
1339;Low- en mediumlowtechindustrie;Polen;2001;
1340;Low- en mediumlowtechindustrie;Polen;2002;
1341;Low- en mediumlowtechindustrie;Polen;2003;
1342;Low- en mediumlowtechindustrie;Polen;2004;5.9
1343;Low- en mediumlowtechindustrie;Polen;2005;6.0
1344;Low- en mediumlowtechindustrie;Polen;2006;6.0
1345;Low- en mediumlowtechindustrie;Polen;2007;6.0
1346;Low- en mediumlowtechindustrie;Polen;2008;
1347;Low- en mediumlowtechindustrie;Polen;2009;
1348;Low- en mediumlowtechindustrie;Polen;2010;
1349;Low- en mediumlowtechindustrie;Polen;2011;
1350;Low- en mediumlowtechindustrie;Spanje;1994;3.0
1351;Low- en mediumlowtechindustrie;Spanje;1995;4.2
1352;Low- en mediumlowtechindustrie;Spanje;1996;5.2
1353;Low- en mediumlowtechindustrie;Spanje;1997;5.2
1354;Low- en mediumlowtechindustrie;Spanje;1998;5.5
1355;Low- en mediumlowtechindustrie;Spanje;1999;5.5
1356;Low- en mediumlowtechindustrie;Spanje;2000;6.2
1357;Low- en mediumlowtechindustrie;Spanje;2001;6.6
1358;Low- en mediumlowtechindustrie;Spanje;2002;6.4
1359;Low- en mediumlowtechindustrie;Spanje;2003;6.9
1360;Low- en mediumlowtechindustrie;Spanje;2004;8.4
1361;Low- en mediumlowtechindustrie;Spanje;2005;8.1
1362;Low- en mediumlowtechindustrie;Spanje;2006;8.6
1363;Low- en mediumlowtechindustrie;Spanje;2007;8.0
1364;Low- en mediumlowtechindustrie;Spanje;2008;10.3
1365;Low- en mediumlowtechindustrie;Spanje;2009;
1366;Low- en mediumlowtechindustrie;Spanje;2010;
1367;Low- en mediumlowtechindustrie;Spanje;2011;
1368;Low- en mediumlowtechindustrie;Tsjechië;1994;
1369;Low- en mediumlowtechindustrie;Tsjechië;1995;
1370;Low- en mediumlowtechindustrie;Tsjechië;1996;
1371;Low- en mediumlowtechindustrie;Tsjechië;1997;
1372;Low- en mediumlowtechindustrie;Tsjechië;1998;2.8
1373;Low- en mediumlowtechindustrie;Tsjechië;1999;2.8
1374;Low- en mediumlowtechindustrie;Tsjechië;2000;3.1
1375;Low- en mediumlowtechindustrie;Tsjechië;2001;2.9
1376;Low- en mediumlowtechindustrie;Tsjechië;2002;3.1
1377;Low- en mediumlowtechindustrie;Tsjechië;2003;3.0
1378;Low- en mediumlowtechindustrie;Tsjechië;2004;3.8
1379;Low- en mediumlowtechindustrie;Tsjechië;2005;3.3
1380;Low- en mediumlowtechindustrie;Tsjechië;2006;4.0
1381;Low- en mediumlowtechindustrie;Tsjechië;2007;3.7
1382;Low- en mediumlowtechindustrie;Tsjechië;2008;3.7
1383;Low- en mediumlowtechindustrie;Tsjechië;2009;
1384;Low- en mediumlowtechindustrie;Tsjechië;2010;
1385;Low- en mediumlowtechindustrie;Tsjechië;2011;
1386;Low- en mediumlowtechindustrie;Verenigd Koninkrijk;1994;4.5
1387;Low- en mediumlowtechindustrie;Verenigd Koninkrijk;1995;5.0
1388;Low- en mediumlowtechindustrie;Verenigd Koninkrijk;1996;4.9
1389;Low- en mediumlowtechindustrie;Verenigd Koninkrijk;1997;5.0
1390;Low- en mediumlowtechindustrie;Verenigd Koninkrijk;1998;
1391;Low- en mediumlowtechindustrie;Verenigd Koninkrijk;1999;5.2
1392;Low- en mediumlowtechindustrie;Verenigd Koninkrijk;2000;6.1
1393;Low- en mediumlowtechindustrie;Verenigd Koninkrijk;2001;7.0
1394;Low- en mediumlowtechindustrie;Verenigd Koninkrijk;2002;6.4
1395;Low- en mediumlowtechindustrie;Verenigd Koninkrijk;2003;7.4
1396;Low- en mediumlowtechindustrie;Verenigd Koninkrijk;2004;7.1
1397;Low- en mediumlowtechindustrie;Verenigd Koninkrijk;2005;8.0
1398;Low- en mediumlowtechindustrie;Verenigd Koninkrijk;2006;8.4
1399;Low- en mediumlowtechindustrie;Verenigd Koninkrijk;2007;9.3
1400;Low- en mediumlowtechindustrie;Verenigd Koninkrijk;2008;9.0
1401;Low- en mediumlowtechindustrie;Verenigd Koninkrijk;2009;
1402;Low- en mediumlowtechindustrie;Verenigd Koninkrijk;2010;
1403;Low- en mediumlowtechindustrie;Verenigd Koninkrijk;2011;
1404;Low- en mediumlowtechindustrie;Zweden;1994;
1405;Low- en mediumlowtechindustrie;Zweden;1995;
1406;Low- en mediumlowtechindustrie;Zweden;1996;
1407;Low- en mediumlowtechindustrie;Zweden;1997;6.3
1408;Low- en mediumlowtechindustrie;Zweden;1998;8.4
1409;Low- en mediumlowtechindustrie;Zweden;1999;7.9
1410;Low- en mediumlowtechindustrie;Zweden;2000;7.4
1411;Low- en mediumlowtechindustrie;Zweden;2001;4.6
1412;Low- en mediumlowtechindustrie;Zweden;2002;4.3
1413;Low- en mediumlowtechindustrie;Zweden;2003;5.3
1414;Low- en mediumlowtechindustrie;Zweden;2004;5.7
1415;Low- en mediumlowtechindustrie;Zweden;2005;6.4
1416;Low- en mediumlowtechindustrie;Zweden;2006;6.4
1417;Low- en mediumlowtechindustrie;Zweden;2007;7.3
1418;Low- en mediumlowtechindustrie;Zweden;2008;
1419;Low- en mediumlowtechindustrie;Zweden;2009;
1420;Low- en mediumlowtechindustrie;Zweden;2010;
1421;Low- en mediumlowtechindustrie;Zweden;2011;
1422;Low- en mediumlowtechindustrie;EU-27;1994;
1423;Low- en mediumlowtechindustrie;EU-27;1995;
1424;Low- en mediumlowtechindustrie;EU-27;1996;
1425;Low- en mediumlowtechindustrie;EU-27;1997;
1426;Low- en mediumlowtechindustrie;EU-27;1998;
1427;Low- en mediumlowtechindustrie;EU-27;1999;
1428;Low- en mediumlowtechindustrie;EU-27;2000;
1429;Low- en mediumlowtechindustrie;EU-27;2001;
1430;Low- en mediumlowtechindustrie;EU-27;2002;
1431;Low- en mediumlowtechindustrie;EU-27;2003;
1432;Low- en mediumlowtechindustrie;EU-27;2004;6.1
1433;Low- en mediumlowtechindustrie;EU-27;2005;6.4
1434;Low- en mediumlowtechindustrie;EU-27;2006;6.5
1435;Low- en mediumlowtechindustrie;EU-27;2007;6.6
1436;Low- en mediumlowtechindustrie;EU-27;2008;
1437;Low- en mediumlowtechindustrie;EU-27;2009;
1438;Low- en mediumlowtechindustrie;EU-27;2010;
1439;Low- en mediumlowtechindustrie;EU-27;2011;
1440;Mediumlowtechindustrie;België;1994;7.6
1441;Mediumlowtechindustrie;België;1995;8.6
1442;Mediumlowtechindustrie;België;1996;9.0
1443;Mediumlowtechindustrie;België;1997;7.4
1444;Mediumlowtechindustrie;België;1998;6.2
1445;Mediumlowtechindustrie;België;1999;7.9
1446;Mediumlowtechindustrie;België;2000;9.1
1447;Mediumlowtechindustrie;België;2001;9.3
1448;Mediumlowtechindustrie;België;2002;9.0
1449;Mediumlowtechindustrie;België;2003;9.1
1450;Mediumlowtechindustrie;België;2004;10.2
1451;Mediumlowtechindustrie;België;2005;10.1
1452;Mediumlowtechindustrie;België;2006;9.8
1453;Mediumlowtechindustrie;België;2007;11.0
1454;Mediumlowtechindustrie;België;2008;10.8
1455;Mediumlowtechindustrie;België;2009;
1456;Mediumlowtechindustrie;België;2010;
1457;Mediumlowtechindustrie;België;2011;
1458;Mediumlowtechindustrie;Denemarken;1994;7.9
1459;Mediumlowtechindustrie;Denemarken;1995;6.2
1460;Mediumlowtechindustrie;Denemarken;1996;9.2
1461;Mediumlowtechindustrie;Denemarken;1997;7.8
1462;Mediumlowtechindustrie;Denemarken;1998;6.9
1463;Mediumlowtechindustrie;Denemarken;1999;7.1
1464;Mediumlowtechindustrie;Denemarken;2000;9.1
1465;Mediumlowtechindustrie;Denemarken;2001;9.9
1466;Mediumlowtechindustrie;Denemarken;2002;5.2
1467;Mediumlowtechindustrie;Denemarken;2003;8.6
1468;Mediumlowtechindustrie;Denemarken;2004;8.2
1469;Mediumlowtechindustrie;Denemarken;2005;9.5
1470;Mediumlowtechindustrie;Denemarken;2006;11.8
1471;Mediumlowtechindustrie;Denemarken;2007;7.0
1472;Mediumlowtechindustrie;Denemarken;2008;8.0
1473;Mediumlowtechindustrie;Denemarken;2009;
1474;Mediumlowtechindustrie;Denemarken;2010;
1475;Mediumlowtechindustrie;Denemarken;2011;
1476;Mediumlowtechindustrie;Duitsland;1994;5.6
1477;Mediumlowtechindustrie;Duitsland;1995;6.9
1478;Mediumlowtechindustrie;Duitsland;1996;6.4
1479;Mediumlowtechindustrie;Duitsland;1997;6.9
1480;Mediumlowtechindustrie;Duitsland;1998;
1481;Mediumlowtechindustrie;Duitsland;1999;6.1
1482;Mediumlowtechindustrie;Duitsland;2000;6.7
1483;Mediumlowtechindustrie;Duitsland;2001;6.7
1484;Mediumlowtechindustrie;Duitsland;2002;6.5
1485;Mediumlowtechindustrie;Duitsland;2003;6.6
1486;Mediumlowtechindustrie;Duitsland;2004;7.1
1487;Mediumlowtechindustrie;Duitsland;2005;6.9
1488;Mediumlowtechindustrie;Duitsland;2006;6.7
1489;Mediumlowtechindustrie;Duitsland;2007;6.7
1490;Mediumlowtechindustrie;Duitsland;2008;7.4
1491;Mediumlowtechindustrie;Duitsland;2009;
1492;Mediumlowtechindustrie;Duitsland;2010;
1493;Mediumlowtechindustrie;Duitsland;2011;
1494;Mediumlowtechindustrie;Finland;1994;
1495;Mediumlowtechindustrie;Finland;1995;
1496;Mediumlowtechindustrie;Finland;1996;
1497;Mediumlowtechindustrie;Finland;1997;9.3
1498;Mediumlowtechindustrie;Finland;1998;14.1
1499;Mediumlowtechindustrie;Finland;1999;16.6
1500;Mediumlowtechindustrie;Finland;2000;11.9
1501;Mediumlowtechindustrie;Finland;2001;10.4
1502;Mediumlowtechindustrie;Finland;2002;10.9
1503;Mediumlowtechindustrie;Finland;2003;11.5
1504;Mediumlowtechindustrie;Finland;2004;12.4
1505;Mediumlowtechindustrie;Finland;2005;10.5
1506;Mediumlowtechindustrie;Finland;2006;10.2
1507;Mediumlowtechindustrie;Finland;2007;10.2
1508;Mediumlowtechindustrie;Finland;2008;12.2
1509;Mediumlowtechindustrie;Finland;2009;
1510;Mediumlowtechindustrie;Finland;2010;
1511;Mediumlowtechindustrie;Finland;2011;
1512;Mediumlowtechindustrie;Frankrijk;1994;7.7
1513;Mediumlowtechindustrie;Frankrijk;1995;7.0
1514;Mediumlowtechindustrie;Frankrijk;1996;6.8
1515;Mediumlowtechindustrie;Frankrijk;1997;6.6
1516;Mediumlowtechindustrie;Frankrijk;1998;7.4
1517;Mediumlowtechindustrie;Frankrijk;1999;7.9
1518;Mediumlowtechindustrie;Frankrijk;2000;7.9
1519;Mediumlowtechindustrie;Frankrijk;2001;7.6
1520;Mediumlowtechindustrie;Frankrijk;2002;7.4
1521;Mediumlowtechindustrie;Frankrijk;2003;7.8
1522;Mediumlowtechindustrie;Frankrijk;2004;8.3
1523;Mediumlowtechindustrie;Frankrijk;2005;9.9
1524;Mediumlowtechindustrie;Frankrijk;2006;9.2
1525;Mediumlowtechindustrie;Frankrijk;2007;11.4
1526;Mediumlowtechindustrie;Frankrijk;2008;13.3
1527;Mediumlowtechindustrie;Frankrijk;2009;
1528;Mediumlowtechindustrie;Frankrijk;2010;
1529;Mediumlowtechindustrie;Frankrijk;2011;
1530;Mediumlowtechindustrie;Hongarije;1994;
1531;Mediumlowtechindustrie;Hongarije;1995;
1532;Mediumlowtechindustrie;Hongarije;1996;
