ID;RegioS;SamenstellingVanHetHuishouden;AantalHuishoudens_1;AantHuishBehorendeTotDoelpopulatie_2;AantHuishMetEenLaagInkomen_3;AantHuishOnderOfRondSocMin_4
1125;Ubbergen;Totaal particulier huishouden;3.9;3.8;7.0;6.0
1126;Ubbergen;Eenpersoonshuishouden;1.2;1.1;14.0;13.0
1127;Ubbergen;Paar zonder kinderen;1.4;1.3;;
1128;Ubbergen;Paar met kinderen;1.1;1.1;;
1129;Ubbergen;Eenoudergezin;0.2;0.2;0.0;
1130;Voorst;Totaal particulier huishouden;8.8;8.7;6.0;6.0
1131;Voorst;Eenpersoonshuishouden;2.0;2.0;9.0;7.0
1132;Voorst;Paar zonder kinderen;3.0;2.9;3.0;4.0
1133;Voorst;Paar met kinderen;3.1;3.1;6.0;5.0
1134;Voorst;Eenoudergezin;0.4;0.4;;21.0
1135;Vorden;Totaal particulier huishouden;3.3;3.2;6.0;6.0
1136;Vorden;Eenpersoonshuishouden;0.8;0.8;;
1137;Vorden;Paar zonder kinderen;1.2;1.2;;
1138;Vorden;Paar met kinderen;1.1;1.0;7.0;
1139;Vorden;Eenoudergezin;0.1;0.1;;
1140;Wageningen;Totaal particulier huishouden;13.6;13.0;9.0;8.0
1141;Wageningen;Eenpersoonshuishouden;5.6;5.2;13.0;12.0
1142;Wageningen;Paar zonder kinderen;3.8;3.6;3.0;4.0
1143;Wageningen;Paar met kinderen;3.2;3.1;7.0;5.0
1144;Wageningen;Eenoudergezin;0.7;0.7;12.0;17.0
1145;Warnsveld;Totaal particulier huishouden;3.5;3.4;6.0;6.0
1146;Warnsveld;Eenpersoonshuishouden;0.7;0.7;11.0;10.0
1147;Warnsveld;Paar zonder kinderen;1.2;1.2;;
1148;Warnsveld;Paar met kinderen;1.3;1.2;;
1149;Warnsveld;Eenoudergezin;0.2;0.2;;
1150;Wehl;Totaal particulier huishouden;2.3;2.3;5.0;4.0
1151;Wehl;Eenpersoonshuishouden;0.4;0.4;;
1152;Wehl;Paar zonder kinderen;0.7;0.7;;
1153;Wehl;Paar met kinderen;1.0;1.0;;
1154;Wehl;Eenoudergezin;0.1;0.1;;
1155;Westervoort;Totaal particulier huishouden;6.1;5.9;6.0;6.0
1156;Westervoort;Eenpersoonshuishouden;1.3;1.3;7.0;8.0
1157;Westervoort;Paar zonder kinderen;1.8;1.7;;
1158;Westervoort;Paar met kinderen;2.4;2.3;5.0;
1159;Westervoort;Eenoudergezin;0.5;0.4;21.0;29.0
1160;Winterswijk;Totaal particulier huishouden;11.7;11.2;8.0;8.0
1161;Winterswijk;Eenpersoonshuishouden;3.3;3.1;12.0;12.0
1162;Winterswijk;Paar zonder kinderen;3.8;3.7;4.0;5.0
1163;Winterswijk;Paar met kinderen;3.8;3.6;8.0;5.0
1164;Winterswijk;Eenoudergezin;0.5;0.5;22.0;26.0
1165;Wisch;Totaal particulier huishouden;7.8;7.5;7.0;7.0
1166;Wisch;Eenpersoonshuishouden;2.0;1.9;12.0;12.0
1167;Wisch;Paar zonder kinderen;2.5;2.5;;3.0
1168;Wisch;Paar met kinderen;2.6;2.5;7.0;5.0
1169;Wisch;Eenoudergezin;0.3;0.3;;
1170;Wijchen;Totaal particulier huishouden;15.5;15.1;7.0;6.0
1171;Wijchen;Eenpersoonshuishouden;3.7;3.6;11.0;10.0
1172;Wijchen;Paar zonder kinderen;4.6;4.5;3.0;3.0
1173;Wijchen;Paar met kinderen;5.8;5.7;5.0;4.0
1174;Wijchen;Eenoudergezin;0.9;0.9;17.0;20.0
1175;Zaltbommel;Totaal particulier huishouden;9.5;9.3;7.0;7.0
1176;Zaltbommel;Eenpersoonshuishouden;2.1;2.0;9.0;10.0
1177;Zaltbommel;Paar zonder kinderen;2.9;2.8;4.0;4.0
1178;Zaltbommel;Paar met kinderen;3.8;3.7;7.0;5.0
1179;Zaltbommel;Eenoudergezin;0.4;0.4;19.0;18.0
1180;Zelhem;Totaal particulier huishouden;4.3;4.2;5.0;5.0
1181;Zelhem;Eenpersoonshuishouden;0.9;0.9;8.0;8.0
1182;Zelhem;Paar zonder kinderen;1.5;1.5;;
1183;Zelhem;Paar met kinderen;1.6;1.5;5.0;
1184;Zelhem;Eenoudergezin;0.2;0.2;;
1185;Zevenaar;Totaal particulier huishouden;11.0;10.7;7.0;7.0
1186;Zevenaar;Eenpersoonshuishouden;3.1;3.0;10.0;10.0
1187;Zevenaar;Paar zonder kinderen;3.7;3.6;2.0;3.0
1188;Zevenaar;Paar met kinderen;3.3;3.2;5.0;4.0
1189;Zevenaar;Eenoudergezin;0.6;0.5;25.0;28.0
1190;Zutphen;Totaal particulier huishouden;16.0;15.4;9.0;8.0
1191;Zutphen;Eenpersoonshuishouden;5.7;5.5;13.0;11.0
1192;Zutphen;Paar zonder kinderen;4.5;4.3;4.0;4.0
1193;Zutphen;Paar met kinderen;4.3;4.1;7.0;4.0
1194;Zutphen;Eenoudergezin;1.1;1.0;22.0;28.0
1195;Nunspeet;Totaal particulier huishouden;9.4;9.2;7.0;5.0
1196;Nunspeet;Eenpersoonshuishouden;2.3;2.2;11.0;9.0
1197;Nunspeet;Paar zonder kinderen;2.7;2.6;;
1198;Nunspeet;Paar met kinderen;3.7;3.6;6.0;4.0
1199;Nunspeet;Eenoudergezin;0.4;0.4;;21.0
1200;Dronten;Totaal particulier huishouden;14.1;13.5;8.0;7.0
1201;Dronten;Eenpersoonshuishouden;3.3;3.1;11.0;10.0
1202;Dronten;Paar zonder kinderen;4.6;4.5;4.0;4.0
1203;Dronten;Paar met kinderen;5.1;5.0;9.0;6.0
1204;Dronten;Eenoudergezin;0.7;0.6;23.0;25.0
1205;Neerijnen;Totaal particulier huishouden;4.2;4.1;7.0;6.0
1206;Neerijnen;Eenpersoonshuishouden;0.9;0.9;9.0;
1207;Neerijnen;Paar zonder kinderen;1.3;1.3;;
1208;Neerijnen;Paar met kinderen;1.7;1.6;8.0;5.0
1209;Neerijnen;Eenoudergezin;0.2;0.2;;
1210;Abcoude;Totaal particulier huishouden;3.3;3.3;5.0;5.0
1211;Abcoude;Eenpersoonshuishouden;0.8;0.8;;
1212;Abcoude;Paar zonder kinderen;1.0;1.0;;
1213;Abcoude;Paar met kinderen;1.2;1.2;;
1214;Abcoude;Eenoudergezin;0.2;0.2;;
1215;Amerongen;Totaal particulier huishouden;2.8;2.7;6.0;6.0
1216;Amerongen;Eenpersoonshuishouden;0.7;0.7;;
1217;Amerongen;Paar zonder kinderen;0.9;0.9;;
1218;Amerongen;Paar met kinderen;0.9;0.9;;
1219;Amerongen;Eenoudergezin;0.1;0.1;;
1220;Amersfoort;Totaal particulier huishouden;55.2;53.2;8.0;7.0
1221;Amersfoort;Eenpersoonshuishouden;18.2;17.5;12.0;12.0
1222;Amersfoort;Paar zonder kinderen;15.2;14.7;3.0;3.0
1223;Amersfoort;Paar met kinderen;16.8;16.3;6.0;4.0
1224;Amersfoort;Eenoudergezin;3.4;3.1;22.0;26.0
1225;Baarn;Totaal particulier huishouden;10.4;10.1;7.0;7.0
1226;Baarn;Eenpersoonshuishouden;3.7;3.6;9.0;9.0
1227;Baarn;Paar zonder kinderen;3.1;3.0;3.0;4.0
1228;Baarn;Paar met kinderen;2.8;2.7;6.0;5.0
1229;Baarn;Eenoudergezin;0.6;0.6;14.0;17.0
1230;De Bilt;Totaal particulier huishouden;17.8;17.3;6.0;6.0
1231;De Bilt;Eenpersoonshuishouden;5.9;5.7;8.0;9.0
1232;De Bilt;Paar zonder kinderen;5.6;5.5;2.0;2.0
1233;De Bilt;Paar met kinderen;5.0;4.8;6.0;4.0
1234;De Bilt;Eenoudergezin;1.0;0.9;15.0;16.0
1235;Breukelen;Totaal particulier huishouden;5.7;5.5;7.0;6.0
1236;Breukelen;Eenpersoonshuishouden;1.6;1.5;8.0;8.0
1237;Breukelen;Paar zonder kinderen;1.8;1.7;;
1238;Breukelen;Paar met kinderen;2.0;1.9;5.0;4.0
1239;Breukelen;Eenoudergezin;0.3;0.3;;
1240;Bunnik;Totaal particulier huishouden;5.5;5.4;5.0;5.0
1241;Bunnik;Eenpersoonshuishouden;1.3;1.3;10.0;8.0
1242;Bunnik;Paar zonder kinderen;1.9;1.9;;
1243;Bunnik;Paar met kinderen;1.9;1.8;5.0;
1244;Bunnik;Eenoudergezin;0.2;0.2;;
1245;Bunschoten;Totaal particulier huishouden;6.7;6.5;6.0;5.0
1246;Bunschoten;Eenpersoonshuishouden;1.3;1.3;8.0;9.0
1247;Bunschoten;Paar zonder kinderen;1.8;1.7;5.0;4.0
1248;Bunschoten;Paar met kinderen;3.1;3.1;5.0;4.0
1249;Bunschoten;Eenoudergezin;0.3;0.3;;
1250;Doorn;Totaal particulier huishouden;4.3;4.2;6.0;6.0
1251;Doorn;Eenpersoonshuishouden;1.5;1.5;8.0;7.0
1252;Doorn;Paar zonder kinderen;1.3;1.3;;
1253;Doorn;Paar met kinderen;1.2;1.2;;
1254;Doorn;Eenoudergezin;0.2;0.1;;
1255;Driebergen-Rijsenburg;Totaal particulier huishouden;7.6;7.4;7.0;7.0
1256;Driebergen-Rijsenburg;Eenpersoonshuishouden;2.4;2.3;13.0;12.0
1257;Driebergen-Rijsenburg;Paar zonder kinderen;2.4;2.3;;
1258;Driebergen-Rijsenburg;Paar met kinderen;2.2;2.1;6.0;5.0
1259;Driebergen-Rijsenburg;Eenoudergezin;0.3;0.3;;
1260;Eemnes;Totaal particulier huishouden;3.3;3.2;6.0;6.0
1261;Eemnes;Eenpersoonshuishouden;0.8;0.8;;
1262;Eemnes;Paar zonder kinderen;0.9;0.9;;
1263;Eemnes;Paar met kinderen;1.3;1.3;;
1264;Eemnes;Eenoudergezin;0.2;0.2;;
1265;Houten;Totaal particulier huishouden;15.3;14.9;5.0;5.0
1266;Houten;Eenpersoonshuishouden;3.3;3.2;10.0;10.0
1267;Houten;Paar zonder kinderen;4.2;4.1;;
1268;Houten;Paar met kinderen;6.5;6.4;4.0;3.0
1269;Houten;Eenoudergezin;0.9;0.8;16.0;19.0
1270;Leersum;Totaal particulier huishouden;3.0;3.0;9.0;9.0
1271;Leersum;Eenpersoonshuishouden;0.8;0.8;12.0;13.0
1272;Leersum;Paar zonder kinderen;1.0;1.0;;
1273;Leersum;Paar met kinderen;0.9;0.9;11.0;8.0
1274;Leersum;Eenoudergezin;0.1;0.1;;
1275;Leusden;Totaal particulier huishouden;11.5;11.2;5.0;4.0
1276;Leusden;Eenpersoonshuishouden;3.1;2.9;6.0;5.0
1277;Leusden;Paar zonder kinderen;3.5;3.5;;2.0
1278;Leusden;Paar met kinderen;4.1;4.0;4.0;3.0
1279;Leusden;Eenoudergezin;0.6;0.6;18.0;21.0
1280;Loenen;Totaal particulier huishouden;3.4;3.3;6.0;6.0
1281;Loenen;Eenpersoonshuishouden;0.9;0.9;12.0;12.0
1282;Loenen;Paar zonder kinderen;1.1;1.0;;
1283;Loenen;Paar met kinderen;1.1;1.1;;
1284;Loenen;Eenoudergezin;0.2;0.2;;
1285;Lopik;Totaal particulier huishouden;4.9;4.8;6.0;5.0
1286;Lopik;Eenpersoonshuishouden;1.0;0.9;9.0;
1287;Lopik;Paar zonder kinderen;1.4;1.4;;
1288;Lopik;Paar met kinderen;2.1;2.0;7.0;4.0
1289;Lopik;Eenoudergezin;0.3;0.2;;
1290;Maarn;Totaal particulier huishouden;2.4;2.4;5.0;5.0
1291;Maarn;Eenpersoonshuishouden;0.7;0.6;;
1292;Maarn;Paar zonder kinderen;0.9;0.9;;
1293;Maarn;Paar met kinderen;0.7;0.7;;
1294;Maarn;Eenoudergezin;0.1;0.1;;
1295;Maarssen;Totaal particulier huishouden;15.9;15.4;6.0;6.0
1296;Maarssen;Eenpersoonshuishouden;4.2;4.0;9.0;11.0
1297;Maarssen;Paar zonder kinderen;4.6;4.5;2.0;2.0
1298;Maarssen;Paar met kinderen;5.6;5.5;4.0;3.0
1299;Maarssen;Eenoudergezin;1.1;1.0;19.0;20.0
1300;Montfoort;Totaal particulier huishouden;5.0;4.9;4.0;4.0
1301;Montfoort;Eenpersoonshuishouden;1.1;1.1;;
1302;Montfoort;Paar zonder kinderen;1.6;1.5;;
1303;Montfoort;Paar met kinderen;2.0;1.9;4.0;
1304;Montfoort;Eenoudergezin;0.2;0.2;;
1305;Renswoude;Totaal particulier huishouden;1.5;1.5;7.0;7.0
1306;Renswoude;Eenpersoonshuishouden;0.3;0.3;;
1307;Renswoude;Paar zonder kinderen;0.4;0.4;;
1308;Renswoude;Paar met kinderen;0.6;0.6;;
1309;Renswoude;Eenoudergezin;;;;
1310;Rhenen;Totaal particulier huishouden;7.0;6.7;7.0;6.0
1311;Rhenen;Eenpersoonshuishouden;1.8;1.7;8.0;7.0
1312;Rhenen;Paar zonder kinderen;2.3;2.3;4.0;5.0
1313;Rhenen;Paar met kinderen;2.3;2.2;7.0;4.0
1314;Rhenen;Eenoudergezin;0.3;0.3;;
1315;Soest;Totaal particulier huishouden;18.8;18.2;7.0;6.0
1316;Soest;Eenpersoonshuishouden;5.9;5.6;9.0;9.0
1317;Soest;Paar zonder kinderen;5.7;5.6;3.0;3.0
1318;Soest;Paar met kinderen;5.7;5.6;6.0;4.0
1319;Soest;Eenoudergezin;1.0;0.9;14.0;15.0
1320;Utrecht (gemeente);Totaal particulier huishouden;117.8;111.1;11.0;10.0
1321;Utrecht (gemeente);Eenpersoonshuishouden;50.9;47.2;14.0;14.0
1322;Utrecht (gemeente);Paar zonder kinderen;30.2;29.0;4.0;4.0
1323;Utrecht (gemeente);Paar met kinderen;24.9;23.9;9.0;6.0
1324;Utrecht (gemeente);Eenoudergezin;7.1;6.6;22.0;27.0
1325;Veenendaal;Totaal particulier huishouden;23.2;22.5;7.0;7.0
1326;Veenendaal;Eenpersoonshuishouden;6.1;5.8;10.0;10.0
1327;Veenendaal;Paar zonder kinderen;6.8;6.6;3.0;3.0
1328;Veenendaal;Paar met kinderen;8.6;8.4;6.0;4.0
1329;Veenendaal;Eenoudergezin;1.1;1.0;23.0;29.0
1330;Woudenberg;Totaal particulier huishouden;4.2;4.1;5.0;4.0
1331;Woudenberg;Eenpersoonshuishouden;1.0;1.0;;
1332;Woudenberg;Paar zonder kinderen;1.3;1.3;;
1333;Woudenberg;Paar met kinderen;1.5;1.5;5.0;
1334;Woudenberg;Eenoudergezin;0.2;0.2;;
1335;Wijk bij Duurstede;Totaal particulier huishouden;8.9;8.6;5.0;5.0
1336;Wijk bij Duurstede;Eenpersoonshuishouden;2.0;2.0;8.0;8.0
1337;Wijk bij Duurstede;Paar zonder kinderen;2.5;2.5;4.0;3.0
1338;Wijk bij Duurstede;Paar met kinderen;3.5;3.4;4.0;3.0
1339;Wijk bij Duurstede;Eenoudergezin;0.5;0.5;;
1340;IJsselstein;Totaal particulier huishouden;13.1;12.7;6.0;6.0
1341;IJsselstein;Eenpersoonshuishouden;3.3;3.1;9.0;9.0
1342;IJsselstein;Paar zonder kinderen;3.9;3.8;;
1343;IJsselstein;Paar met kinderen;4.7;4.6;6.0;4.0
1344;IJsselstein;Eenoudergezin;0.8;0.7;19.0;24.0
1345;Zeist;Totaal particulier huishouden;25.4;24.4;7.0;7.0
1346;Zeist;Eenpersoonshuishouden;9.3;8.8;11.0;10.0
1347;Zeist;Paar zonder kinderen;7.5;7.4;3.0;3.0
1348;Zeist;Paar met kinderen;6.4;6.2;7.0;5.0
1349;Zeist;Eenoudergezin;1.4;1.3;14.0;16.0
1350;Nieuwegein;Totaal particulier huishouden;25.8;25.0;6.0;6.0
1351;Nieuwegein;Eenpersoonshuishouden;7.7;7.4;10.0;10.0
1352;Nieuwegein;Paar zonder kinderen;7.4;7.2;2.0;2.0
1353;Nieuwegein;Paar met kinderen;8.1;8.0;4.0;3.0
1354;Nieuwegein;Eenoudergezin;1.8;1.7;19.0;22.0
1355;Aalsmeer;Totaal particulier huishouden;9.1;8.9;5.0;6.0
1356;Aalsmeer;Eenpersoonshuishouden;2.3;2.3;7.0;8.0
1357;Aalsmeer;Paar zonder kinderen;3.1;3.0;3.0;4.0
1358;Aalsmeer;Paar met kinderen;3.0;2.9;4.0;3.0
1359;Aalsmeer;Eenoudergezin;0.4;0.4;22.0;22.0
1360;Alkmaar;Totaal particulier huishouden;41.2;39.7;9.0;9.0
1361;Alkmaar;Eenpersoonshuishouden;14.9;14.2;14.0;13.0
1362;Alkmaar;Paar zonder kinderen;11.1;10.8;3.0;3.0
1363;Alkmaar;Paar met kinderen;11.0;10.7;6.0;4.0
1364;Alkmaar;Eenoudergezin;3.0;2.8;21.0;26.0
1365;Amstelveen;Totaal particulier huishouden;35.0;33.5;6.0;6.0
1366;Amstelveen;Eenpersoonshuishouden;13.9;13.1;8.0;8.0
1367;Amstelveen;Paar zonder kinderen;9.3;9.2;2.0;2.0
1368;Amstelveen;Paar met kinderen;8.6;8.4;5.0;4.0
1369;Amstelveen;Eenoudergezin;2.2;2.1;13.0;15.0
1370;Amsterdam;Totaal particulier huishouden;363.0;337.7;16.0;16.0
1371;Amsterdam;Eenpersoonshuishouden;184.8;170.3;19.0;19.0
1372;Amsterdam;Paar zonder kinderen;72.4;68.7;6.0;7.0
1373;Amsterdam;Paar met kinderen;54.8;51.8;15.0;10.0
1374;Amsterdam;Eenoudergezin;35.1;32.5;24.0;29.0
1375;Andijk;Totaal particulier huishouden;2.5;2.4;7.0;7.0
1376;Andijk;Eenpersoonshuishouden;0.6;0.6;;
1377;Andijk;Paar zonder kinderen;0.8;0.8;;
1378;Andijk;Paar met kinderen;0.9;0.8;9.0;
1379;Andijk;Eenoudergezin;0.1;0.1;;
1380;Graft-De Rijp;Totaal particulier huishouden;2.5;2.4;6.0;6.0
1381;Graft-De Rijp;Eenpersoonshuishouden;0.6;0.6;;
1382;Graft-De Rijp;Paar zonder kinderen;0.8;0.8;;
1383;Graft-De Rijp;Paar met kinderen;0.9;0.9;;
1384;Graft-De Rijp;Eenoudergezin;0.1;0.1;;
1385;Anna Paulowna;Totaal particulier huishouden;5.4;5.2;7.0;7.0
1386;Anna Paulowna;Eenpersoonshuishouden;1.2;1.2;10.0;10.0
1387;Anna Paulowna;Paar zonder kinderen;1.8;1.7;5.0;5.0
1388;Anna Paulowna;Paar met kinderen;2.1;2.0;7.0;5.0
1389;Anna Paulowna;Eenoudergezin;0.2;0.2;;
1390;Beemster;Totaal particulier huishouden;3.3;3.3;7.0;6.0
1391;Beemster;Eenpersoonshuishouden;0.8;0.8;9.0;10.0
1392;Beemster;Paar zonder kinderen;1.1;1.1;;
1393;Beemster;Paar met kinderen;1.2;1.1;8.0;
1394;Beemster;Eenoudergezin;0.2;0.2;;
1395;Bennebroek;Totaal particulier huishouden;2.1;2.1;5.0;5.0
1396;Bennebroek;Eenpersoonshuishouden;0.6;0.6;;
1397;Bennebroek;Paar zonder kinderen;0.8;0.8;;
1398;Bennebroek;Paar met kinderen;0.6;0.6;;
1399;Bennebroek;Eenoudergezin;0.1;0.1;;
1400;Bergen (NH.);Totaal particulier huishouden;13.2;12.8;8.0;8.0
1401;Bergen (NH.);Eenpersoonshuishouden;4.1;3.9;11.0;11.0
1402;Bergen (NH.);Paar zonder kinderen;4.2;4.1;4.0;4.0
1403;Bergen (NH.);Paar met kinderen;3.7;3.6;6.0;4.0
1404;Bergen (NH.);Eenoudergezin;0.8;0.8;14.0;20.0
1405;Beverwijk;Totaal particulier huishouden;16.3;15.9;7.0;7.0
1406;Beverwijk;Eenpersoonshuishouden;5.6;5.3;9.0;8.0
1407;Beverwijk;Paar zonder kinderen;4.9;4.8;3.0;3.0
1408;Beverwijk;Paar met kinderen;4.4;4.4;6.0;4.0
1409;Beverwijk;Eenoudergezin;1.0;1.0;26.0;31.0
1410;Blaricum;Totaal particulier huishouden;3.8;3.6;6.0;6.0
1411;Blaricum;Eenpersoonshuishouden;1.0;1.0;9.0;9.0
1412;Blaricum;Paar zonder kinderen;1.3;1.2;;
1413;Blaricum;Paar met kinderen;1.2;1.2;;
1414;Blaricum;Eenoudergezin;0.2;0.2;;
1415;Bloemendaal;Totaal particulier huishouden;6.7;6.4;7.0;7.0
1416;Bloemendaal;Eenpersoonshuishouden;2.0;1.9;12.0;13.0
1417;Bloemendaal;Paar zonder kinderen;2.2;2.1;;
1418;Bloemendaal;Paar met kinderen;2.1;2.0;7.0;5.0
1419;Bloemendaal;Eenoudergezin;0.3;0.3;;
1420;Bussum;Totaal particulier huishouden;14.0;13.5;8.0;7.0
1421;Bussum;Eenpersoonshuishouden;5.5;5.3;10.0;10.0
1422;Bussum;Paar zonder kinderen;3.8;3.8;3.0;3.0
1423;Bussum;Paar met kinderen;3.5;3.4;7.0;5.0
1424;Bussum;Eenoudergezin;0.8;0.7;16.0;18.0
1425;Castricum;Totaal particulier huishouden;14.2;13.9;5.0;4.0
1426;Castricum;Eenpersoonshuishouden;3.9;3.7;8.0;8.0
1427;Castricum;Paar zonder kinderen;4.6;4.6;;
1428;Castricum;Paar met kinderen;4.7;4.6;4.0;3.0
1429;Castricum;Eenoudergezin;0.7;0.7;14.0;16.0
1430;Diemen;Totaal particulier huishouden;10.2;9.7;9.0;9.0
1431;Diemen;Eenpersoonshuishouden;3.5;3.3;12.0;12.0
1432;Diemen;Paar zonder kinderen;2.7;2.6;3.0;4.0
1433;Diemen;Paar met kinderen;2.6;2.5;7.0;5.0
1434;Diemen;Eenoudergezin;0.8;0.8;18.0;21.0
1435;Edam-Volendam;Totaal particulier huishouden;10.8;10.5;5.0;4.0
1436;Edam-Volendam;Eenpersoonshuishouden;2.6;2.6;7.0;7.0
1437;Edam-Volendam;Paar zonder kinderen;3.0;3.0;;
1438;Edam-Volendam;Paar met kinderen;4.5;4.4;4.0;3.0
1439;Edam-Volendam;Eenoudergezin;0.4;0.4;;
1440;Enkhuizen;Totaal particulier huishouden;7.3;7.1;8.0;8.0
1441;Enkhuizen;Eenpersoonshuishouden;2.3;2.2;11.0;12.0
1442;Enkhuizen;Paar zonder kinderen;2.3;2.2;4.0;5.0
1443;Enkhuizen;Paar met kinderen;2.2;2.1;5.0;
1444;Enkhuizen;Eenoudergezin;0.5;0.4;23.0;26.0
1445;Haarlem;Totaal particulier huishouden;67.3;64.7;9.0;9.0
1446;Haarlem;Eenpersoonshuishouden;27.6;26.2;12.0;13.0
1447;Haarlem;Paar zonder kinderen;17.9;17.5;3.0;4.0
1448;Haarlem;Paar met kinderen;15.5;15.1;6.0;4.0
1449;Haarlem;Eenoudergezin;4.2;3.9;19.0;23.0
1450;Haarlemmerliede en Spaarnwoude;Totaal particulier huishouden;2.2;2.1;5.0;5.0
1451;Haarlemmerliede en Spaarnwoude;Eenpersoonshuishouden;0.5;0.5;;
1452;Haarlemmerliede en Spaarnwoude;Paar zonder kinderen;0.7;0.7;;
1453;Haarlemmerliede en Spaarnwoude;Paar met kinderen;0.8;0.8;;
1454;Haarlemmerliede en Spaarnwoude;Eenoudergezin;0.1;0.1;;
1455;Haarlemmermeer;Totaal particulier huishouden;50.4;48.8;6.0;6.0
1456;Haarlemmermeer;Eenpersoonshuishouden;12.9;12.3;10.0;10.0
1457;Haarlemmermeer;Paar zonder kinderen;14.8;14.5;2.0;3.0
1458;Haarlemmermeer;Paar met kinderen;18.4;17.9;5.0;3.0
1459;Haarlemmermeer;Eenoudergezin;2.9;2.7;19.0;21.0
1460;Harenkarspel;Totaal particulier huishouden;6.1;5.9;7.0;7.0
1461;Harenkarspel;Eenpersoonshuishouden;1.6;1.5;10.0;12.0
1462;Harenkarspel;Paar zonder kinderen;1.8;1.8;4.0;4.0
1463;Harenkarspel;Paar met kinderen;2.3;2.2;6.0;5.0
1464;Harenkarspel;Eenoudergezin;0.3;0.3;;
1465;Heemskerk;Totaal particulier huishouden;14.9;14.5;8.0;7.0
1466;Heemskerk;Eenpersoonshuishouden;4.4;4.3;12.0;12.0
1467;Heemskerk;Paar zonder kinderen;4.5;4.5;2.0;2.0
1468;Heemskerk;Paar met kinderen;4.5;4.4;6.0;4.0
1469;Heemskerk;Eenoudergezin;1.0;0.9;19.0;24.0
1470;Heemstede;Totaal particulier huishouden;10.8;10.5;5.0;6.0
1471;Heemstede;Eenpersoonshuishouden;3.6;3.5;7.0;8.0
1472;Heemstede;Paar zonder kinderen;3.3;3.3;;2.0
1473;Heemstede;Paar met kinderen;3.0;3.0;6.0;4.0
1474;Heemstede;Eenoudergezin;0.6;0.5;14.0;15.0
1475;Heerhugowaard;Totaal particulier huishouden;18.3;17.8;7.0;6.0
1476;Heerhugowaard;Eenpersoonshuishouden;4.5;4.3;13.0;12.0
1477;Heerhugowaard;Paar zonder kinderen;5.6;5.5;2.0;2.0
1478;Heerhugowaard;Paar met kinderen;6.6;6.5;6.0;3.0
1479;Heerhugowaard;Eenoudergezin;1.1;1.1;21.0;23.0
1480;Heiloo;Totaal particulier huishouden;9.0;8.9;6.0;5.0
1481;Heiloo;Eenpersoonshuishouden;2.5;2.5;8.0;7.0
1482;Heiloo;Paar zonder kinderen;3.1;3.1;3.0;3.0
1483;Heiloo;Paar met kinderen;2.9;2.8;5.0;4.0
1484;Heiloo;Eenoudergezin;0.4;0.4;;
1485;Den Helder;Totaal particulier huishouden;26.2;25.3;8.0;8.0
1486;Den Helder;Eenpersoonshuishouden;8.9;8.5;14.0;13.0
1487;Den Helder;Paar zonder kinderen;7.8;7.7;2.0;2.0
1488;Den Helder;Paar met kinderen;6.9;6.7;5.0;3.0
1489;Den Helder;Eenoudergezin;1.9;1.8;23.0;26.0
1490;Hilversum;Totaal particulier huishouden;37.8;36.4;7.0;7.0
1491;Hilversum;Eenpersoonshuishouden;14.6;13.9;11.0;10.0
1492;Hilversum;Paar zonder kinderen;10.7;10.4;3.0;3.0
1493;Hilversum;Paar met kinderen;9.2;9.0;5.0;4.0
1494;Hilversum;Eenoudergezin;2.2;2.0;12.0;16.0
1495;Hoorn;Totaal particulier huishouden;28.5;27.5;9.0;8.0
1496;Hoorn;Eenpersoonshuishouden;8.9;8.5;15.0;14.0
1497;Hoorn;Paar zonder kinderen;8.1;7.9;3.0;3.0
1498;Hoorn;Paar met kinderen;8.7;8.5;5.0;4.0
1499;Hoorn;Eenoudergezin;2.0;1.9;21.0;27.0
1500;Huizen;Totaal particulier huishouden;16.8;16.3;7.0;7.0
1501;Huizen;Eenpersoonshuishouden;4.8;4.7;11.0;10.0
1502;Huizen;Paar zonder kinderen;4.7;4.7;3.0;4.0
1503;Huizen;Paar met kinderen;5.7;5.6;5.0;4.0
1504;Huizen;Eenoudergezin;1.1;1.1;18.0;20.0
1505;Niedorp;Totaal particulier huishouden;4.4;4.3;6.0;6.0
1506;Niedorp;Eenpersoonshuishouden;0.9;0.9;11.0;13.0
1507;Niedorp;Paar zonder kinderen;1.6;1.5;;
1508;Niedorp;Paar met kinderen;1.7;1.6;5.0;
1509;Niedorp;Eenoudergezin;0.2;0.2;;
1510;Landsmeer;Totaal particulier huishouden;4.2;4.1;7.0;6.0
1511;Landsmeer;Eenpersoonshuishouden;1.0;1.0;12.0;13.0
1512;Landsmeer;Paar zonder kinderen;1.3;1.3;;
1513;Landsmeer;Paar met kinderen;1.4;1.4;6.0;
1514;Landsmeer;Eenoudergezin;0.3;0.3;;
1515;Langedijk;Totaal particulier huishouden;9.4;9.2;6.0;6.0
1516;Langedijk;Eenpersoonshuishouden;2.1;2.0;7.0;8.0
1517;Langedijk;Paar zonder kinderen;2.9;2.9;3.0;3.0
1518;Langedijk;Paar met kinderen;3.7;3.6;5.0;3.0
1519;Langedijk;Eenoudergezin;0.5;0.5;24.0;27.0
1520;Laren (NH.);Totaal particulier huishouden;4.6;4.4;7.0;7.0
1521;Laren (NH.);Eenpersoonshuishouden;1.6;1.4;10.0;10.0
1522;Laren (NH.);Paar zonder kinderen;1.6;1.5;;
