ID;InstitutioneleSectoren;ActivaEnPassiva;FinancieleInstrumenten;BalansstandenEnTransacties;Perioden;FinancieleTransactiesEnBalans_1
2874;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2010 2e kwartaal;-378
2875;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2010 3e kwartaal;-723
2876;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2010 4e kwartaal;-538
2877;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2010;-1611
2878;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2011 1e kwartaal;-777
2879;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2011 2e kwartaal;-406
2880;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2011 3e kwartaal;-208
2881;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2011 4e kwartaal;136
2882;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2011;-1255
2883;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2012 1e kwartaal;-427
2884;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2012 2e kwartaal;-681
2885;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2012 3e kwartaal;-706
2886;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2012 4e kwartaal;-379
2887;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2012;-2193
2888;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2013 1e kwartaal;-423
2889;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2013 2e kwartaal;-395
2890;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2013 3e kwartaal;-537
2891;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2013 4e kwartaal;-4098
2892;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2013;-5453
2893;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2014 1e kwartaal;-4137
2894;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2014 2e kwartaal;-31
2895;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2014 3e kwartaal;-296
2896;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2014 4e kwartaal;-295
2897;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2014;-4759
2898;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2015 1e kwartaal;49
2899;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2015 2e kwartaal;-333
2900;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2015 3e kwartaal;-208
2901;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2015 4e kwartaal;-326
2902;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2015;-818
2903;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2016 1e kwartaal;-104
2904;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2016 2e kwartaal;-156
2905;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2016 3e kwartaal;-163
2906;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2016 4e kwartaal;-69
2907;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2016;-492
2908;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2017 1e kwartaal;-74
2909;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2017 2e kwartaal;-758
2910;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2017 3e kwartaal;-110
2911;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2017 4e kwartaal;-32
2912;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2017;-974
2913;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2018 1e kwartaal;82
2914;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2018 2e kwartaal;469
2915;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2018 3e kwartaal;255
2916;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2018 4e kwartaal;385
2917;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2018;1191
2918;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2019 1e kwartaal;220
2919;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2019 2e kwartaal;-125
2920;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2019 3e kwartaal;-1145
2921;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2019 4e kwartaal;-209
2922;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2019;-1259
2923;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2020 1e kwartaal;-359
2924;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2020 2e kwartaal;712
2925;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2020 3e kwartaal;-75
2926;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2020 4e kwartaal;-663
2927;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2020;-385
2928;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2021 1e kwartaal;238
2929;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2021 2e kwartaal;234
2930;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2021 3e kwartaal;233
2931;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2021 4e kwartaal;253
2932;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2021;958
2933;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2022 1e kwartaal;1173
2934;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2022 2e kwartaal;-251
2935;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2022 3e kwartaal;-1478
2936;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2022 4e kwartaal;2602
2937;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2022;2046
2938;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2023 1e kwartaal;3083
2939;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2023 2e kwartaal;-1386
2940;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2023 3e kwartaal;-656
2941;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2023 4e kwartaal;-3001
2942;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2023;-1960
2943;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2024 1e kwartaal;715
2944;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2024 2e kwartaal;134
2945;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2024 3e kwartaal;377
2946;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2024 4e kwartaal;327
2947;Overheid;Activa;AF3 Schuldbewijzen;Financiële transacties;2024;1553
2948;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;1995;66
2949;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;1996;90
2950;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;1997;-22
2951;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;1998;-766
2952;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;1999 1e kwartaal;-15
2953;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;1999 2e kwartaal;-5
2954;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;1999 3e kwartaal;0
2955;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;1999 4e kwartaal;16
2956;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;1999;-4
2957;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2000 1e kwartaal;2
2958;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2000 2e kwartaal;1
2959;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2000 3e kwartaal;4
2960;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2000 4e kwartaal;1
2961;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2000;8
2962;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2001 1e kwartaal;-76
2963;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2001 2e kwartaal;-85
2964;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2001 3e kwartaal;-83
2965;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2001 4e kwartaal;-81
2966;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2001;-325
2967;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2002 1e kwartaal;2
2968;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2002 2e kwartaal;1
2969;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2002 3e kwartaal;1
2970;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2002 4e kwartaal;0
2971;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2002;4
2972;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2003 1e kwartaal;-1
2973;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2003 2e kwartaal;-7
2974;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2003 3e kwartaal;-9
2975;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2003 4e kwartaal;-7
2976;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2003;-24
2977;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2004 1e kwartaal;28
2978;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2004 2e kwartaal;28
2979;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2004 3e kwartaal;28
2980;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2004 4e kwartaal;28
2981;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2004;112
2982;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2005 1e kwartaal;-61
2983;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2005 2e kwartaal;-75
2984;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2005 3e kwartaal;75
2985;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2005 4e kwartaal;23
2986;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2005;-38
2987;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2006 1e kwartaal;-182
2988;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2006 2e kwartaal;4
2989;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2006 3e kwartaal;4
2990;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2006 4e kwartaal;4
2991;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2006;-170
2992;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2007 1e kwartaal;6
2993;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2007 2e kwartaal;5
2994;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2007 3e kwartaal;4
2995;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2007 4e kwartaal;4
2996;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2007;19
2997;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2008 1e kwartaal;-146
2998;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2008 2e kwartaal;-144
2999;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2008 3e kwartaal;-222
3000;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2008 4e kwartaal;153
3001;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2008;-359
3002;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2009 1e kwartaal;-122
3003;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2009 2e kwartaal;-867
3004;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2009 3e kwartaal;-419
3005;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2009 4e kwartaal;-8
3006;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2009;-1416
3007;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2010 1e kwartaal;830
3008;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2010 2e kwartaal;1805
3009;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2010 3e kwartaal;-1756
3010;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2010 4e kwartaal;302
3011;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2010;1181
3012;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2011 1e kwartaal;-758
3013;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2011 2e kwartaal;-278
3014;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2011 3e kwartaal;736
3015;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2011 4e kwartaal;578
3016;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2011;278
3017;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2012 1e kwartaal;-300
3018;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2012 2e kwartaal;618
3019;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2012 3e kwartaal;-185
3020;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2012 4e kwartaal;-291
3021;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2012;-158
3022;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2013 1e kwartaal;291
3023;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2013 2e kwartaal;-125
3024;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2013 3e kwartaal;-318
3025;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2013 4e kwartaal;-217
3026;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2013;-369
3027;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2014 1e kwartaal;180
3028;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2014 2e kwartaal;-3
3029;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2014 3e kwartaal;65
3030;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2014 4e kwartaal;94
3031;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2014;336
3032;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2015 1e kwartaal;-31
3033;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2015 2e kwartaal;120
3034;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2015 3e kwartaal;69
3035;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2015 4e kwartaal;-81
3036;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2015;77
3037;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2016 1e kwartaal;-80
3038;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2016 2e kwartaal;41
3039;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2016 3e kwartaal;-62
3040;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2016 4e kwartaal;73
3041;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2016;-28
3042;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2017 1e kwartaal;191
3043;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2017 2e kwartaal;-18
3044;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2017 3e kwartaal;15
3045;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2017 4e kwartaal;42
3046;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2017;230
3047;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2018 1e kwartaal;-69
3048;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2018 2e kwartaal;78
3049;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2018 3e kwartaal;23
3050;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2018 4e kwartaal;35
3051;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2018;67
3052;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2019 1e kwartaal;31
3053;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2019 2e kwartaal;58
3054;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2019 3e kwartaal;117
3055;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2019 4e kwartaal;-54
3056;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2019;152
3057;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2020 1e kwartaal;30
3058;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2020 2e kwartaal;-21
3059;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2020 3e kwartaal;-57
3060;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2020 4e kwartaal;-47
3061;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2020;-95
3062;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2021 1e kwartaal;18
3063;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2021 2e kwartaal;-19
3064;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2021 3e kwartaal;32
3065;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2021 4e kwartaal;25
3066;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2021;56
3067;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2022 1e kwartaal;8
3068;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2022 2e kwartaal;68
3069;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2022 3e kwartaal;79
3070;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2022 4e kwartaal;-153
3071;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2022;2
3072;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2023 1e kwartaal;-6
3073;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2023 2e kwartaal;16
3074;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2023 3e kwartaal;61
3075;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2023 4e kwartaal;-48
3076;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2023;23
3077;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2024 1e kwartaal;11
3078;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2024 2e kwartaal;-12
3079;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2024 3e kwartaal;-14
3080;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2024 4e kwartaal;106
3081;Overheid;Activa;AF3 Schuldbewijzen;Overige mutaties;2024;91
3082;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;1995;3062
3083;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;1996;3422
3084;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;1997;4094
3085;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;1998;3417
3086;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;1999 1e kwartaal;3525
3087;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;1999 2e kwartaal;3648
3088;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;1999 3e kwartaal;3776
3089;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;1999 4e kwartaal;3906
3090;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;1999;3906
3091;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2000 1e kwartaal;3975
3092;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2000 2e kwartaal;4041
3093;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2000 3e kwartaal;4112
3094;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2000 4e kwartaal;4184
3095;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2000;4184
3096;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2001 1e kwartaal;4134
3097;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2001 2e kwartaal;4075
3098;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2001 3e kwartaal;4012
3099;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2001 4e kwartaal;3949
3100;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2001;3949
3101;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2002 1e kwartaal;3923
3102;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2002 2e kwartaal;3869
3103;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2002 3e kwartaal;3803
3104;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2002 4e kwartaal;3747
3105;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2002;3747
3106;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2003 1e kwartaal;3722
3107;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2003 2e kwartaal;3688
3108;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2003 3e kwartaal;3652
3109;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2003 4e kwartaal;3618
3110;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2003;3618
3111;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2004 1e kwartaal;3602
3112;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2004 2e kwartaal;3584
3113;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2004 3e kwartaal;3565
3114;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2004 4e kwartaal;3547
3115;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2004;3547
3116;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2005 1e kwartaal;3532
3117;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2005 2e kwartaal;3503
3118;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2005 3e kwartaal;3624
3119;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2005 4e kwartaal;3695
3120;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2005;3695
3121;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2006 1e kwartaal;3515
3122;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2006 2e kwartaal;3520
3123;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2006 3e kwartaal;3526
3124;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2006 4e kwartaal;3532
3125;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2006;3532
3126;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2007 1e kwartaal;3638
3127;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2007 2e kwartaal;3745
3128;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2007 3e kwartaal;3849
3129;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2007 4e kwartaal;3953
3130;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2007;3953
3131;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2008 1e kwartaal;3724
3132;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2008 2e kwartaal;3643
3133;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2008 3e kwartaal;3415
3134;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2008 4e kwartaal;3687
3135;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2008;3687
3136;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2009 1e kwartaal;24425
3137;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2009 2e kwartaal;22423
3138;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2009 3e kwartaal;21153
3139;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2009 4e kwartaal;24921
3140;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2009;24921
3141;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2010 1e kwartaal;25779
3142;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2010 2e kwartaal;27206
3143;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2010 3e kwartaal;24727
3144;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2010 4e kwartaal;24491
3145;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2010;24491
3146;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2011 1e kwartaal;22956
3147;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2011 2e kwartaal;22272
3148;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2011 3e kwartaal;22800
3149;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2011 4e kwartaal;23514
3150;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2011;23514
3151;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2012 1e kwartaal;22787
3152;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2012 2e kwartaal;22724
3153;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2012 3e kwartaal;21833
3154;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2012 4e kwartaal;21163
3155;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2012;21163
3156;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2013 1e kwartaal;21031
3157;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2013 2e kwartaal;20511
3158;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2013 3e kwartaal;19656
3159;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2013 4e kwartaal;15341
3160;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2013;15341
3161;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2014 1e kwartaal;11384
3162;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2014 2e kwartaal;11350
3163;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2014 3e kwartaal;11119
3164;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2014 4e kwartaal;10918
3165;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2014;10918
3166;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2015 1e kwartaal;10936
3167;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2015 2e kwartaal;10723
3168;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2015 3e kwartaal;10584
3169;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2015 4e kwartaal;10177
3170;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2015;10177
3171;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2016 1e kwartaal;9993
3172;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2016 2e kwartaal;9878
3173;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2016 3e kwartaal;9653
3174;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2016 4e kwartaal;9657
3175;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2016;9657
3176;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2017 1e kwartaal;9774
3177;Overheid;Activa;AF3 Schuldbewijzen;Eindbalans;2017 2e kwartaal;8998
