ID;BedrijfstakkenBranchesSBI2008;Perioden;TotaalAantalBanen_1;Bedrijfsgrootte1Tot10Werknemers_2;Bedrijfsgrootte10Tot50Werknemers_3;Bedrijfsgrootte50Tot100Werknemers_4;Bedrijfsgrootte100Tot500Werknemers_5;Bedrijfsgrootte500EnMeerWerknemers_6
947;73 Reclamewezen en marktonderzoek;2013 december;42.73;15.09;14.0;4.55;7.52;
948;73 Reclamewezen en marktonderzoek;2013 december;42.42;15.84;14.04;;7.48;
949;73 Reclamewezen en marktonderzoek;2014 december;43.85;16.15;14.29;;7.13;
950;74 Design, fotografie, vertaalbureaus;2008 december;23.7;9.9;;2.8;;0.0
951;74 Design, fotografie, vertaalbureaus;2009 december;23.5;9.0;7.5;3.5;3.5;0.0
952;74 Design, fotografie, vertaalbureaus;2010 december;26.2;10.1;7.8;;5.5;
953;74 Design, fotografie, vertaalbureaus;2011 december;25.7;10.0;8.5;2.7;4.5;0.0
954;74 Design, fotografie, vertaalbureaus;2011 december ;24.76;9.32;8.29;2.69;4.46;0.0
955;74 Design, fotografie, vertaalbureaus;2012 december;25.72;9.3;8.72;2.94;4.76;0.0
956;74 Design, fotografie, vertaalbureaus;2012 december;26.53;9.99;8.78;3.0;4.75;0.0
957;74 Design, fotografie, vertaalbureaus;2013 december;25.3;9.1;8.39;2.67;;0.0
958;74 Design, fotografie, vertaalbureaus;2013 december;25.06;;8.5;2.66;;0.0
959;74 Design, fotografie, vertaalbureaus;2014 december;26.3;;8.46;3.15;;0.0
960;75 Veterinaire dienstverlening;2008 december;6.2;3.8;;0.0;;0.0
961;75 Veterinaire dienstverlening;2009 december;6.1;3.6;2.5;0.0;0.0;0.0
962;75 Veterinaire dienstverlening;2010 december;6.3;3.8;2.5;0.0;0.0;0.0
963;75 Veterinaire dienstverlening;2011 december;6.5;3.7;2.9;0.0;0.0;0.0
964;75 Veterinaire dienstverlening;2011 december ;6.52;3.68;2.85;0.0;0.0;0.0
965;75 Veterinaire dienstverlening;2012 december;6.73;3.84;2.9;0.0;0.0;0.0
966;75 Veterinaire dienstverlening;2012 december;6.81;3.89;2.91;0.0;0.0;0.0
967;75 Veterinaire dienstverlening;2013 december;7.28;3.84;2.94;0.0;;0.0
968;75 Veterinaire dienstverlening;2013 december;7.26;;2.97;0.0;;0.0
969;75 Veterinaire dienstverlening;2014 december;7.43;;3.02;0.0;;0.0
970;N Verhuur en overige zakelijke diensten;2008 december;868.5;81.2;139.4;76.9;155.3;415.6
971;N Verhuur en overige zakelijke diensten;2009 december;828.7;66.9;124.1;74.8;170.9;392.0
972;N Verhuur en overige zakelijke diensten;2010 december;824.5;64.9;111.4;71.9;169.0;407.3
973;N Verhuur en overige zakelijke diensten;2011 december;838.3;60.7;115.0;78.6;166.1;417.8
974;N Verhuur en overige zakelijke diensten;2011 december ;836.15;59.88;114.34;78.22;166.1;417.61
975;N Verhuur en overige zakelijke diensten;2012 december;813.83;56.99;107.67;72.94;170.76;405.48
976;N Verhuur en overige zakelijke diensten;2012 december;812.79;58.71;107.43;72.93;169.21;404.51
977;N Verhuur en overige zakelijke diensten;2013 december;828.38;56.53;105.22;70.23;175.59;413.73
978;N Verhuur en overige zakelijke diensten;2013 december;830.62;60.16;105.52;70.41;175.01;419.53
979;N Verhuur en overige zakelijke diensten;2014 december;877.69;62.0;112.59;69.87;179.18;454.06
980;77 Verhuur van roerende goederen;2008 december;28.3;9.2;7.9;3.7;4.4;3.1
981;77 Verhuur van roerende goederen;2009 december;26.3;7.8;7.3;3.7;3.7;3.9
982;77 Verhuur van roerende goederen;2010 december;26.5;8.1;6.6;2.9;5.0;3.8
983;77 Verhuur van roerende goederen;2011 december;27.6;7.1;7.1;3.5;6.6;3.3
984;77 Verhuur van roerende goederen;2011 december ;27.51;6.97;7.13;3.52;6.61;3.29
985;77 Verhuur van roerende goederen;2012 december;28.97;6.67;6.69;3.82;6.99;4.8
986;77 Verhuur van roerende goederen;2012 december;29.29;6.94;6.73;3.83;6.99;4.8
987;77 Verhuur van roerende goederen;2013 december;28.85;6.32;6.8;3.67;6.6;
988;77 Verhuur van roerende goederen;2013 december;28.78;6.61;;3.67;6.59;
989;77 Verhuur van roerende goederen;2014 december;27.79;6.76;;2.45;6.64;
990;78 Uitzendbureaus en arbeidsbemiddeling;2008 december;585.2;33.6;75.6;50.1;109.2;316.7
991;78 Uitzendbureaus en arbeidsbemiddeling;2009 december;548.0;25.7;64.8;46.9;117.7;292.9
992;78 Uitzendbureaus en arbeidsbemiddeling;2010 december;544.6;22.9;57.9;44.9;115.3;303.7
993;78 Uitzendbureaus en arbeidsbemiddeling;2011 december;557.8;21.7;60.1;51.1;115.2;309.7
994;78 Uitzendbureaus en arbeidsbemiddeling;2011 december ;556.18;21.21;59.55;50.68;115.25;309.5
995;78 Uitzendbureaus en arbeidsbemiddeling;2012 december;536.6;19.6;54.1;44.54;116.44;301.92
996;78 Uitzendbureaus en arbeidsbemiddeling;2012 december;534.22;20.29;53.68;44.75;114.53;300.97
997;78 Uitzendbureaus en arbeidsbemiddeling;2013 december;555.04;20.23;52.83;44.58;118.54;313.71
998;78 Uitzendbureaus en arbeidsbemiddeling;2013 december;557.97;22.39;53.06;44.77;118.42;319.34
999;78 Uitzendbureaus en arbeidsbemiddeling;2014 december;603.42;23.77;60.83;43.63;123.71;351.48
1000;79 Reisbureaus, reisorganisatie en -info;2008 december;23.1;5.0;6.3;1.7;4.2;5.9
1001;79 Reisbureaus, reisorganisatie en -info;2009 december;21.1;4.2;5.3;1.7;4.5;5.3
1002;79 Reisbureaus, reisorganisatie en -info;2010 december;21.1;4.1;5.4;1.4;5.0;5.2
1003;79 Reisbureaus, reisorganisatie en -info;2011 december;21.4;4.0;5.3;1.6;4.7;5.8
1004;79 Reisbureaus, reisorganisatie en -info;2011 december ;21.31;3.93;5.26;1.62;4.74;5.75
1005;79 Reisbureaus, reisorganisatie en -info;2012 december;19.84;3.48;4.69;1.34;5.55;4.78
1006;79 Reisbureaus, reisorganisatie en -info;2012 december;20.0;3.61;4.69;1.33;5.57;4.78
1007;79 Reisbureaus, reisorganisatie en -info;2013 december;18.5;3.36;4.15;1.75;5.83;
1008;79 Reisbureaus, reisorganisatie en -info;2013 december;18.52;3.5;;1.75;5.91;
1009;79 Reisbureaus, reisorganisatie en -info;2014 december;19.06;3.44;;1.97;4.07;
1010;80 Beveiligings- en opsporingsdiensten;2008 december;36.4;4.5;5.7;2.3;2.8;21.1
1011;80 Beveiligings- en opsporingsdiensten;2009 december;36.3;3.4;5.9;2.0;3.9;21.1
1012;80 Beveiligings- en opsporingsdiensten;2010 december;35.8;3.9;5.1;2.0;4.8;20.1
1013;80 Beveiligings- en opsporingsdiensten;2011 december;35.2;3.5;5.5;2.2;4.0;20.1
1014;80 Beveiligings- en opsporingsdiensten;2011 december ;35.06;3.43;5.38;2.19;3.96;20.09
1015;80 Beveiligings- en opsporingsdiensten;2012 december;35.41;3.48;5.3;1.68;5.05;19.91
1016;80 Beveiligings- en opsporingsdiensten;2012 december;35.54;3.57;5.31;1.68;5.06;19.92
1017;80 Beveiligings- en opsporingsdiensten;2013 december;33.01;2.92;5.03;1.68;4.71;18.35
1018;80 Beveiligings- en opsporingsdiensten;2013 december;32.96;3.11;5.11;1.67;4.69;18.38
1019;80 Beveiligings- en opsporingsdiensten;2014 december;31.83;3.31;4.37;1.59;5.14;17.42
1020;81 Schoonmaakbedrijven, hoveniers e.d.;2008 december;159.1;24.2;36.0;13.1;25.2;60.6
1021;81 Schoonmaakbedrijven, hoveniers e.d.;2009 december;161.1;22.0;33.2;15.4;29.6;60.9
1022;81 Schoonmaakbedrijven, hoveniers e.d.;2010 december;159.0;21.6;29.3;15.8;25.1;67.2
1023;81 Schoonmaakbedrijven, hoveniers e.d.;2011 december;160.9;20.5;30.4;15.8;25.9;68.4
1024;81 Schoonmaakbedrijven, hoveniers e.d.;2011 december ;160.67;20.33;30.36;15.76;25.8;68.42
1025;81 Schoonmaakbedrijven, hoveniers e.d.;2012 december;157.31;19.7;29.83;15.74;28.54;63.5
1026;81 Schoonmaakbedrijven, hoveniers e.d.;2012 december;157.71;20.1;29.88;15.54;28.71;63.47
1027;81 Schoonmaakbedrijven, hoveniers e.d.;2013 december;155.38;19.06;28.89;13.79;31.51;61.37
1028;81 Schoonmaakbedrijven, hoveniers e.d.;2013 december;154.93;19.55;28.99;13.9;31.03;61.46
1029;81 Schoonmaakbedrijven, hoveniers e.d.;2014 december;157.32;19.95;28.08;14.91;30.89;63.49
1030;82 Overige zakelijke dienstverlening;2008 december;36.4;4.7;7.9;6.1;9.4;8.2
1031;82 Overige zakelijke dienstverlening;2009 december;35.9;3.8;7.6;5.1;11.3;8.0
1032;82 Overige zakelijke dienstverlening;2010 december;37.4;4.2;7.1;5.0;14.0;7.2
1033;82 Overige zakelijke dienstverlening;2011 december;35.4;4.0;6.6;4.5;9.7;10.6
1034;82 Overige zakelijke dienstverlening;2011 december ;35.41;4.0;6.65;4.46;9.73;10.57
1035;82 Overige zakelijke dienstverlening;2012 december;35.7;4.06;7.07;5.82;8.19;10.57
1036;82 Overige zakelijke dienstverlening;2012 december;36.04;4.19;7.14;5.8;8.35;10.56
1037;82 Overige zakelijke dienstverlening;2013 december;37.59;4.63;7.52;4.77;8.4;11.97
1038;82 Overige zakelijke dienstverlening;2013 december;37.46;5.01;7.43;4.65;8.36;12.01
1039;82 Overige zakelijke dienstverlening;2014 december;38.27;4.78;7.75;5.33;8.73;11.69
1040;O-U Niet-commerciële dienstverlening;2008 december;2515.3;210.4;198.4;135.9;547.4;1423.2
1041;O-U Niet-commerciële dienstverlening;2009 december;2613.3;197.2;191.6;117.5;557.0;1549.9
1042;O-U Niet-commerciële dienstverlening;2010 december;2678.4;213.6;186.6;120.6;561.2;1596.4
1043;O-U Niet-commerciële dienstverlening;2011 december;2692.2;205.2;192.2;122.0;553.3;1619.4
1044;O-U Niet-commerciële dienstverlening;2011 december ;2692.52;205.43;192.24;121.86;554.17;1618.81
1045;O-U Niet-commerciële dienstverlening;2012 december;2672.59;202.14;186.73;113.98;542.11;1627.63
1046;O-U Niet-commerciële dienstverlening;2012 december;2663.03;204.21;186.75;112.82;538.3;1620.94
1047;O-U Niet-commerciële dienstverlening;2013 december;2628.21;193.67;181.27;109.24;515.63;1618.21
1048;O-U Niet-commerciële dienstverlening;2013 december;2621.55;201.94;181.28;109.17;514.33;1614.83
1049;O-U Niet-commerciële dienstverlening;2014 december;2588.84;208.3;182.4;111.47;505.75;1580.91
1050;O-Q Overheid en zorg;2008 december;2237.9;107.4;124.7;110.7;503.3;1391.8
1051;O-Q Overheid en zorg;2009 december;2331.9;101.4;115.4;89.9;510.7;1514.4
1052;O-Q Overheid en zorg;2010 december;2390.9;113.7;111.1;93.9;511.9;1560.2
1053;O-Q Overheid en zorg;2011 december;2412.3;110.1;116.3;95.0;504.4;1586.3
1054;O-Q Overheid en zorg;2011 december ;2413.32;110.6;116.35;95.06;505.58;1585.72
1055;O-Q Overheid en zorg;2012 december;2400.96;107.95;114.67;86.59;495.39;1596.36
1056;O-Q Overheid en zorg;2012 december;2391.0;108.98;114.57;86.07;491.5;1589.88
1057;O-Q Overheid en zorg;2013 december;2364.3;106.3;111.26;83.54;471.07;1588.59
1058;O-Q Overheid en zorg;2013 december;2358.62;109.02;111.04;83.5;469.94;1585.13
1059;O-Q Overheid en zorg;2014 december;2329.86;114.11;113.38;86.56;461.94;1553.88
1060;O Openbaar bestuur en overheidsdiensten;2008 december;498.6;0.5;4.9;10.9;85.4;396.9
1061;O Openbaar bestuur en overheidsdiensten;2009 december;526.7;0.6;3.2;9.9;89.6;423.4
1062;O Openbaar bestuur en overheidsdiensten;2010 december;534.1;0.3;3.8;11.9;93.6;424.5
1063;O Openbaar bestuur en overheidsdiensten;2011 december;520.4;0.4;4.9;12.1;91.9;411.1
1064;O Openbaar bestuur en overheidsdiensten;2011 december ;522.34;0.38;4.87;12.01;92.48;412.59
1065;O Openbaar bestuur en overheidsdiensten;2012 december;514.54;0.28;3.55;10.83;93.53;406.35
1066;O Openbaar bestuur en overheidsdiensten;2012 december;509.86;0.29;3.47;10.44;90.37;405.3
1067;O Openbaar bestuur en overheidsdiensten;2013 december;512.08;0.23;2.71;12.13;88.51;408.42
1068;O Openbaar bestuur en overheidsdiensten;2013 december;511.67;0.22;2.77;12.11;88.39;408.17
1069;O Openbaar bestuur en overheidsdiensten;2014 december;508.67;0.17;2.66;13.67;90.99;401.18
1070;84 Openbaar bestuur en overheidsdiensten;2008 december;498.6;0.5;4.9;10.9;85.4;396.9
1071;84 Openbaar bestuur en overheidsdiensten;2009 december;526.7;0.6;3.2;9.9;89.6;423.4
1072;84 Openbaar bestuur en overheidsdiensten;2010 december;534.1;0.3;3.8;11.9;93.6;424.5
1073;84 Openbaar bestuur en overheidsdiensten;2011 december;520.4;0.4;4.9;12.1;91.9;411.1
1074;84 Openbaar bestuur en overheidsdiensten;2011 december ;522.34;0.38;4.87;12.01;92.48;412.59
1075;84 Openbaar bestuur en overheidsdiensten;2012 december;514.54;0.28;3.55;10.83;93.53;406.35
1076;84 Openbaar bestuur en overheidsdiensten;2012 december;509.86;0.29;3.47;10.44;90.37;405.3
1077;84 Openbaar bestuur en overheidsdiensten;2013 december;512.08;0.23;2.71;12.13;88.51;408.42
1078;84 Openbaar bestuur en overheidsdiensten;2013 december;511.67;0.22;2.77;12.11;88.39;408.17
1079;84 Openbaar bestuur en overheidsdiensten;2014 december;508.67;0.17;2.66;13.67;90.99;401.18
1080;P Onderwijs;2008 december;527.0;17.2;40.5;43.9;194.5;230.9
1081;P Onderwijs;2009 december;538.6;14.2;32.8;30.2;209.9;251.4
1082;P Onderwijs;2010 december;523.2;17.8;33.3;32.2;197.6;242.3
1083;P Onderwijs;2011 december;527.7;18.0;33.3;32.6;200.7;243.0
1084;P Onderwijs;2011 december ;528.06;17.95;33.49;32.52;201.13;242.97
1085;P Onderwijs;2012 december;514.94;16.68;33.36;29.47;196.77;238.65
1086;P Onderwijs;2012 december;514.25;16.82;33.22;29.36;196.56;238.3
1087;P Onderwijs;2013 december;508.51;15.51;32.88;28.26;192.19;238.52
1088;P Onderwijs;2013 december;507.29;16.31;32.74;28.22;191.78;238.24
1089;P Onderwijs;2014 december;510.42;17.23;32.92;29.99;188.67;241.61
1090;85 Onderwijs;2008 december;527.0;17.2;40.5;43.9;194.5;230.9
1091;85 Onderwijs;2009 december;538.6;14.2;32.8;30.2;209.9;251.4
1092;85 Onderwijs;2010 december;523.2;17.8;33.3;32.2;197.6;242.3
1093;85 Onderwijs;2011 december;527.7;18.0;33.3;32.6;200.7;243.0
1094;85 Onderwijs;2011 december ;528.06;17.95;33.49;32.52;201.13;242.97
1095;85 Onderwijs;2012 december;514.94;16.68;33.36;29.47;196.77;238.65
1096;85 Onderwijs;2012 december;514.25;16.82;33.22;29.36;196.56;238.3
1097;85 Onderwijs;2013 december;508.51;15.51;32.88;28.26;192.19;238.52
1098;85 Onderwijs;2013 december;507.29;16.31;32.74;28.22;191.78;238.24
1099;85 Onderwijs;2014 december;510.42;17.23;32.92;29.99;188.67;241.61
1100;Q Gezondheids- en welzijnszorg;2008 december;1212.3;89.7;79.3;55.8;223.4;764.0
1101;Q Gezondheids- en welzijnszorg;2009 december;1266.6;86.6;79.4;49.8;211.2;839.6
1102;Q Gezondheids- en welzijnszorg;2010 december;1333.6;95.6;74.1;49.8;220.7;893.4
1103;Q Gezondheids- en welzijnszorg;2011 december;1364.2;91.7;78.1;50.4;211.8;932.2
1104;Q Gezondheids- en welzijnszorg;2011 december ;1362.92;92.27;77.99;50.52;211.98;930.17
1105;Q Gezondheids- en welzijnszorg;2012 december;1371.48;90.99;77.77;46.29;205.08;951.35
1106;Q Gezondheids- en welzijnszorg;2012 december;1366.88;91.87;77.88;46.27;204.57;946.29
1107;Q Gezondheids- en welzijnszorg;2013 december;1343.71;90.56;75.67;43.14;190.38;941.66
1108;Q Gezondheids- en welzijnszorg;2013 december;1339.66;92.49;75.53;43.17;189.76;938.71
1109;Q Gezondheids- en welzijnszorg;2014 december;1310.78;96.72;77.8;42.9;182.28;911.09
1110;86 Gezondheidszorg;2008 december;482.8;59.8;26.0;10.3;47.2;339.5
1111;86 Gezondheidszorg;2009 december;498.2;59.9;28.1;8.8;44.6;356.7
1112;86 Gezondheidszorg;2010 december;512.2;67.6;25.1;9.4;47.3;362.8
1113;86 Gezondheidszorg;2011 december;534.6;65.3;29.0;9.1;49.4;381.9
1114;86 Gezondheidszorg;2011 december ;533.53;65.71;28.94;9.11;49.41;380.37
1115;86 Gezondheidszorg;2012 december;537.35;65.49;30.13;9.58;47.16;385.0
1116;86 Gezondheidszorg;2012 december;535.99;66.23;30.19;9.65;46.98;382.93
1117;86 Gezondheidszorg;2013 december;535.7;66.03;30.66;10.24;46.16;381.39
1118;86 Gezondheidszorg;2013 december;534.51;66.98;30.58;10.29;46.11;380.55
1119;86 Gezondheidszorg;2014 december;536.76;69.27;31.08;10.22;48.45;377.74
1120;87-88 Verzorging en welzijn;2008 december;729.5;29.9;53.3;45.5;176.2;424.6
1121;87-88 Verzorging en welzijn;2009 december;768.4;26.7;51.2;41.0;166.5;482.9
1122;87-88 Verzorging en welzijn;2010 december;821.4;27.9;49.0;40.5;173.4;530.6
1123;87-88 Verzorging en welzijn;2011 december;829.5;26.4;49.1;41.2;162.4;550.3
1124;87-88 Verzorging en welzijn;2011 december ;829.4;26.5;49.0;41.4;162.6;549.8
1125;87-88 Verzorging en welzijn;2012 december;834.1;25.5;47.6;36.7;157.9;566.3
1126;87-88 Verzorging en welzijn;2012 december;830.89;25.64;47.68;36.62;157.59;563.36
1127;87-88 Verzorging en welzijn;2013 december;808.0;24.53;45.01;32.9;144.22;560.27
1128;87-88 Verzorging en welzijn;2013 december;805.15;25.51;44.95;32.88;143.66;558.16
1129;87-88 Verzorging en welzijn;2014 december;774.02;27.45;46.72;32.68;133.82;533.35
1130;87 Verpleging en zorg met overnachting;2008 december;412.4;2.0;6.7;16.1;100.2;287.5
1131;87 Verpleging en zorg met overnachting;2009 december;426.3;2.0;4.8;11.5;80.5;327.5
1132;87 Verpleging en zorg met overnachting;2010 december;447.0;2.5;4.9;13.1;85.4;341.1
1133;87 Verpleging en zorg met overnachting;2011 december;459.3;2.7;4.5;11.2;79.8;361.0
1134;87 Verpleging en zorg met overnachting;2011 december ;459.17;2.74;4.53;11.21;79.99;360.7
1135;87 Verpleging en zorg met overnachting;2012 december;474.55;3.1;5.22;11.33;82.19;372.7
1136;87 Verpleging en zorg met overnachting;2012 december;472.99;3.13;5.28;11.31;82.04;371.23
1137;87 Verpleging en zorg met overnachting;2013 december;472.59;3.21;5.43;8.72;80.64;374.52
1138;87 Verpleging en zorg met overnachting;2013 december;471.03;3.29;5.41;8.71;80.41;373.21
1139;87 Verpleging en zorg met overnachting;2014 december;466.3;3.62;6.34;8.27;77.16;370.91
1140;88 Welzijnszorg zonder overnachting;2008 december;317.1;27.9;46.6;29.4;76.0;137.1
1141;88 Welzijnszorg zonder overnachting;2009 december;342.1;24.7;46.4;29.5;86.0;155.4
1142;88 Welzijnszorg zonder overnachting;2010 december;374.4;25.4;44.1;27.4;88.0;189.5
1143;88 Welzijnszorg zonder overnachting;2011 december;370.2;23.7;44.6;30.0;82.6;189.3
1144;88 Welzijnszorg zonder overnachting;2011 december ;370.23;23.82;44.53;30.21;82.58;189.1
1145;88 Welzijnszorg zonder overnachting;2012 december;359.57;22.4;42.41;25.38;75.73;193.65
1146;88 Welzijnszorg zonder overnachting;2012 december;357.9;22.51;42.4;25.31;75.56;192.13
1147;88 Welzijnszorg zonder overnachting;2013 december;335.41;21.32;39.58;24.18;63.58;185.75
1148;88 Welzijnszorg zonder overnachting;2013 december;334.12;22.21;39.54;24.17;63.25;184.95
1149;88 Welzijnszorg zonder overnachting;2014 december;307.72;23.83;40.38;24.41;56.66;162.44
1150;R-U Cultuur, recreatie, overige diensten;2008 december;277.4;103.0;73.6;25.2;44.1;31.5
1151;R-U Cultuur, recreatie, overige diensten;2009 december;281.4;95.8;76.2;27.6;46.3;35.4
1152;R-U Cultuur, recreatie, overige diensten;2010 december;287.6;99.9;75.5;26.7;49.2;36.2
1153;R-U Cultuur, recreatie, overige diensten;2011 december;279.9;95.1;75.9;27.0;48.9;33.1
1154;R-U Cultuur, recreatie, overige diensten;2011 december ;279.2;94.83;75.89;26.81;48.59;33.09
1155;R-U Cultuur, recreatie, overige diensten;2012 december;271.63;94.19;72.06;27.39;46.72;31.27
1156;R-U Cultuur, recreatie, overige diensten;2012 december;272.03;95.23;72.19;26.75;46.8;31.06
1157;R-U Cultuur, recreatie, overige diensten;2013 december;263.91;87.37;70.01;25.7;44.55;29.62
1158;R-U Cultuur, recreatie, overige diensten;2013 december;262.93;92.92;70.24;25.67;44.39;29.7
1159;R-U Cultuur, recreatie, overige diensten;2014 december;258.98;94.2;69.03;24.91;43.82;27.03
1160;R Cultuur, sport en recreatie;2008 december;129.4;43.2;41.0;12.7;22.9;9.7
1161;R Cultuur, sport en recreatie;2009 december;131.2;39.8;42.9;13.9;22.9;11.7
1162;R Cultuur, sport en recreatie;2010 december;133.9;42.7;41.2;14.0;24.8;11.2
1163;R Cultuur, sport en recreatie;2011 december;133.2;40.1;41.5;14.4;25.0;12.2
1164;R Cultuur, sport en recreatie;2011 december ;132.92;39.94;41.5;14.29;24.97;12.22
1165;R Cultuur, sport en recreatie;2012 december;129.9;39.06;40.34;15.11;23.36;12.04
1166;R Cultuur, sport en recreatie;2012 december;130.48;40.01;40.45;14.5;23.5;12.01
1167;R Cultuur, sport en recreatie;2013 december;127.82;36.25;39.58;14.45;23.77;10.05
1168;R Cultuur, sport en recreatie;2013 december;127.09;39.33;39.69;14.39;23.63;10.06
1169;R Cultuur, sport en recreatie;2014 december;129.49;39.72;39.2;13.17;25.92;11.48
1170;90 Kunst;2008 december;26.9;8.9;8.4;3.9;5.6;0.0
1171;90 Kunst;2009 december;26.8;8.1;9.0;3.5;4.8;1.5
1172;90 Kunst;2010 december;27.4;9.0;8.9;3.3;4.4;1.7
1173;90 Kunst;2011 december;25.6;8.0;8.7;3.4;3.8;1.7
1174;90 Kunst;2011 december ;25.55;7.94;8.71;;3.75;
1175;90 Kunst;2012 december;24.3;8.0;7.89;;3.87;
1176;90 Kunst;2012 december;24.98;8.42;7.94;;4.09;
1177;90 Kunst;2013 december;23.55;6.93;8.11;;3.67;
1178;90 Kunst;2013 december;23.42;7.56;8.14;;3.67;
1179;90 Kunst;2014 december;24.61;7.77;8.73;;3.8;
1180;91 Bibliotheken, musea en natuurbehoud;2008 december;22.6;;8.8;3.6;6.3;
1181;91 Bibliotheken, musea en natuurbehoud;2009 december;23.7;;8.3;4.4;7.6;
1182;91 Bibliotheken, musea en natuurbehoud;2010 december;23.8;2.8;9.1;4.1;6.7;1.1
1183;91 Bibliotheken, musea en natuurbehoud;2011 december;23.6;2.7;8.3;4.4;7.2;1.1
1184;91 Bibliotheken, musea en natuurbehoud;2011 december ;23.42;;8.2;4.34;7.17;
1185;91 Bibliotheken, musea en natuurbehoud;2012 december;23.02;;8.4;4.4;6.87;
1186;91 Bibliotheken, musea en natuurbehoud;2012 december;22.84;;8.37;4.4;6.84;
1187;91 Bibliotheken, musea en natuurbehoud;2013 december;22.05;2.07;7.89;4.51;6.39;
1188;91 Bibliotheken, musea en natuurbehoud;2013 december;22.0;2.2;7.93;;6.38;
1189;91 Bibliotheken, musea en natuurbehoud;2014 december;21.9;2.43;8.23;;6.31;
1190;92 Loterijen en kansspelen;2008 december;8.9;;1.3;0.2;1.3;
1191;92 Loterijen en kansspelen;2009 december;8.6;;1.3;0.4;0.9;
1192;92 Loterijen en kansspelen;2010 december;8.9;1.1;1.0;0.5;0.7;5.6
1193;92 Loterijen en kansspelen;2011 december;8.7;1.0;1.0;0.5;0.8;5.4
1194;92 Loterijen en kansspelen;2011 december ;8.69;;1.02;;0.8;5.38
1195;92 Loterijen en kansspelen;2012 december;8.6;;1.0;;1.49;
1196;92 Loterijen en kansspelen;2012 december;8.52;;1.01;;1.48;
1197;92 Loterijen en kansspelen;2013 december;7.74;0.8;1.11;;1.49;
1198;92 Loterijen en kansspelen;2013 december;7.75;0.83;1.14;;1.49;
1199;92 Loterijen en kansspelen;2014 december;7.49;0.88;0.88;;1.54;
1200;93 Sport en recreatie;2008 december;71.1;30.5;22.4;4.9;9.6;3.6
1201;93 Sport en recreatie;2009 december;72.2;28.4;24.3;5.7;9.7;4.1
1202;93 Sport en recreatie;2010 december;73.7;29.8;22.2;6.1;12.9;2.8
1203;93 Sport en recreatie;2011 december;75.2;28.4;23.5;6.0;13.3;4.1
1204;93 Sport en recreatie;2011 december ;75.26;28.35;23.58;;13.25;
1205;93 Sport en recreatie;2012 december;73.98;27.74;23.05;6.56;11.13;5.51
1206;93 Sport en recreatie;2012 december;74.14;28.46;23.13;5.95;11.09;5.5
1207;93 Sport en recreatie;2013 december;74.49;26.45;22.47;6.96;12.22;
1208;93 Sport en recreatie;2013 december;73.92;28.74;22.49;;12.09;
1209;93 Sport en recreatie;2014 december;75.49;28.63;21.36;;14.27;
1210;S Overige dienstverlening;2008 december;148.0;59.8;32.7;12.6;21.2;21.8
1211;S Overige dienstverlening;2009 december;150.2;56.0;33.3;13.7;23.4;23.7
1212;S Overige dienstverlening;2010 december;153.7;57.2;34.3;12.7;24.5;25.0
1213;S Overige dienstverlening;2011 december;146.8;55.0;34.4;12.6;23.9;20.9
1214;S Overige dienstverlening;2011 december ;146.28;54.89;34.38;12.52;23.62;20.86
1215;S Overige dienstverlening;2012 december;141.73;55.13;31.72;12.28;23.36;19.23
1216;S Overige dienstverlening;2012 december;141.56;55.22;31.74;12.26;23.3;19.05
1217;S Overige dienstverlening;2013 december;136.09;51.11;30.43;11.24;20.78;19.58
1218;S Overige dienstverlening;2013 december;135.83;53.59;30.55;11.28;20.77;19.64
1219;S Overige dienstverlening;2014 december;129.49;54.48;29.83;11.74;17.89;15.55
1220;94 Ideële, belangen-, hobbyverenigingen;2008 december;81.4;20.1;18.1;10.1;17.5;15.6
1221;94 Ideële, belangen-, hobbyverenigingen;2009 december;85.7;18.9;18.9;11.3;19.9;16.8
1222;94 Ideële, belangen-, hobbyverenigingen;2010 december;87.6;20.5;19.3;10.0;20.0;17.8
1223;94 Ideële, belangen-, hobbyverenigingen;2011 december;80.7;18.9;19.1;9.6;19.5;13.6
1224;94 Ideële, belangen-, hobbyverenigingen;2011 december ;80.45;18.93;19.18;9.5;19.22;13.62
1225;94 Ideële, belangen-, hobbyverenigingen;2012 december;76.65;19.33;17.67;9.09;17.92;12.65
1226;94 Ideële, belangen-, hobbyverenigingen;2012 december;76.29;19.14;17.71;9.06;17.87;12.5
1227;94 Ideële, belangen-, hobbyverenigingen;2013 december;72.49;16.9;17.26;8.57;15.51;12.17
1228;94 Ideële, belangen-, hobbyverenigingen;2013 december;72.47;18.69;17.4;8.62;15.5;12.25
1229;94 Ideële, belangen-, hobbyverenigingen;2014 december;66.68;18.96;17.05;8.71;13.43;8.53
1230;95 Reparatie van consumentenartikelen;2008 december;6.5;3.9;1.7;0.1;0.8;0.0
1231;95 Reparatie van consumentenartikelen;2009 december;5.9;3.3;1.7;0.2;0.7;0.0
1232;95 Reparatie van consumentenartikelen;2010 december;5.8;3.1;1.3;0.5;0.9;0.0
1233;95 Reparatie van consumentenartikelen;2011 december;5.7;3.0;1.4;0.4;0.9;0.0
1234;95 Reparatie van consumentenartikelen;2011 december ;5.68;3.04;1.38;0.37;0.89;0.0
1235;95 Reparatie van consumentenartikelen;2012 december;5.81;2.95;1.16;0.75;0.95;0.0
