ID;PrognoseInterval;Perioden;BevolkingOp1Januari_1;k_0Tot20Jaar_2;k_20Tot65Jaar_3;k_65JaarEnOuder_4;k_0Tot20Jaar_5;k_20Tot65Jaar_6;k_65JaarEnOuder_7;TotaleDruk_8;GroeneDruk_9;GrijzeDruk_10;LevendGeborenKinderen_11;TotaalVruchtbaarheidscijfer_12;Overledenen_13;Totaal_14;Mannen_15;Vrouwen_16;Totaal_17;Mannen_18;Vrouwen_19;Immigratie_20;EmigratieInclusiefCorrecties_21;MigratiesaldoInclusiefCorrecties_22
0;Prognose;2019;;;;;;;;;;;169918;1.58;151737;82.1;80.51;83.63;20.13;18.9;21.25;272155;157900;114255
1;Prognose;2020;17414598.0;3778137.0;10243954.0;3392507.0;21.7;58.8;19.5;70.0;36.9;33.1;169868;1.55;153402;82.26;80.66;83.81;20.23;19.0;21.37;282173;163011;119162
2;Prognose;2021;17550226.0;3760357.0;10318296.0;3471574.0;21.4;58.8;19.8;70.1;36.4;33.6;172718;1.55;155232;82.41;80.79;84.0;20.33;19.09;21.5;287046;169391;117656
3;Prognose;2022;17685368.0;3749117.0;10383100.0;3553151.0;21.2;58.7;20.1;70.3;36.1;34.2;176340;1.56;157173;82.57;80.93;84.19;20.43;19.18;21.62;290145;186094;104051
4;Prognose;2023;17808587.0;3740533.0;10432328.0;3635726.0;21.0;58.6;20.4;70.7;35.9;34.9;180758;1.58;159182;82.73;81.07;84.36;20.54;19.27;21.74;294605;201416;93188
5;Prognose;2024;17923352.0;3735611.0;10467620.0;3720120.0;20.8;58.4;20.8;71.2;35.7;35.5;184930;1.6;161247;82.88;81.23;84.53;20.64;19.38;21.85;296533;215366;81167
6;Prognose;2025;18028202.0;3739441.0;10481138.0;3807623.0;20.7;58.1;21.1;72.0;35.7;36.3;188348;1.62;163374;83.04;81.38;84.7;20.75;19.49;21.96;298303;227894;70410
7;Prognose;2026;18123585.0;3750765.0;10478841.0;3893980.0;20.7;57.8;21.5;73.0;35.8;37.2;191857;1.64;165501;83.21;81.55;84.86;20.86;19.61;22.07;300593;238359;62234
8;Prognose;2027;18212175.0;3766122.0;10462108.0;3983945.0;20.7;57.4;21.9;74.1;36.0;38.1;194737;1.66;167711;83.37;81.72;85.02;20.97;19.72;22.19;302760;243905;58856
9;Prognose;2028;18298056.0;3786786.0;10438178.0;4073092.0;20.7;57.0;22.3;75.3;36.3;39.0;196953;1.68;170002;83.53;81.88;85.19;21.09;19.84;22.31;304375;247947;56428
10;Prognose;2029;18381435.0;3805190.0;10412588.0;4163656.0;20.7;56.6;22.7;76.5;36.5;40.0;198435;1.69;172375;83.69;82.03;85.36;21.2;19.95;22.43;303663;250375;53289
11;Prognose;2030;18460783.0;3824183.0;10381837.0;4254763.0;20.7;56.2;23.0;77.8;36.8;41.0;199311;1.69;174809;83.85;82.19;85.54;21.32;20.06;22.56;303156;252128;51028
12;Prognose;2031;18536313.0;3843635.0;10354266.0;4338412.0;20.7;55.9;23.4;79.0;37.1;41.9;199786;1.7;177289;84.01;82.34;85.71;21.43;20.17;22.68;302354;253362;48992
13;Prognose;2032;18607801.0;3867360.0;10324826.0;4415615.0;20.8;55.5;23.7;80.2;37.5;42.8;199855;1.7;179779;84.17;82.49;85.88;21.55;20.27;22.81;301476;254218;47258
14;Prognose;2033;18675135.0;3893928.0;10292727.0;4488479.0;20.9;55.1;24.0;81.4;37.8;43.6;199594;1.7;182252;84.34;82.64;86.06;21.67;20.38;22.94;300371;254788;45583
15;Prognose;2034;18738060.0;3923909.0;10253594.0;4560556.0;20.9;54.7;24.3;82.7;38.3;44.5;199002;1.7;184679;84.5;82.79;86.23;21.78;20.49;23.07;300182;255303;44879
