ID;Geslacht;Onderwijssoort;Diplomasoort;Opleidingsvorm;Perioden;Gediplomeerden_1
789;Vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Totaal opleidingsvorm;2020/'21;2570.0
790;Vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Totaal opleidingsvorm;2021/'22;2820.0
791;Vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Totaal opleidingsvorm;2022/'23;3070.0
792;Vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Totaal opleidingsvorm;2023/'24;3280.0
793;Vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Voltijd;2011/'12;290.0
794;Vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Voltijd;2012/'13;330.0
795;Vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Voltijd;2013/'14;420.0
796;Vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Voltijd;2014/'15;560.0
797;Vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Voltijd;2015/'16;700.0
798;Vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Voltijd;2016/'17;690.0
799;Vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Voltijd;2017/'18;740.0
800;Vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Voltijd;2018/'19;830.0
801;Vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Voltijd;2019/'20;1220.0
802;Vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Voltijd;2020/'21;1530.0
803;Vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Voltijd;2021/'22;1680.0
804;Vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Voltijd;2022/'23;1700.0
805;Vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Voltijd;2023/'24;1830.0
806;Vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;2011/'12;340.0
807;Vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;2012/'13;370.0
808;Vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;2013/'14;350.0
809;Vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;2014/'15;370.0
810;Vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;2015/'16;280.0
811;Vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;2016/'17;280.0
812;Vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;2017/'18;490.0
813;Vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;2018/'19;530.0
814;Vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;2019/'20;750.0
815;Vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;2020/'21;1040.0
816;Vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;2021/'22;1140.0
817;Vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;2022/'23;1370.0
818;Vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;2023/'24;1450.0
819;Vrouwen;Hoger beroepsonderwijs;Bachelor;Totaal opleidingsvorm;2011/'12;37290.0
820;Vrouwen;Hoger beroepsonderwijs;Bachelor;Totaal opleidingsvorm;2012/'13;34740.0
821;Vrouwen;Hoger beroepsonderwijs;Bachelor;Totaal opleidingsvorm;2013/'14;35280.0
822;Vrouwen;Hoger beroepsonderwijs;Bachelor;Totaal opleidingsvorm;2014/'15;36290.0
823;Vrouwen;Hoger beroepsonderwijs;Bachelor;Totaal opleidingsvorm;2015/'16;37020.0
824;Vrouwen;Hoger beroepsonderwijs;Bachelor;Totaal opleidingsvorm;2016/'17;39000.0
825;Vrouwen;Hoger beroepsonderwijs;Bachelor;Totaal opleidingsvorm;2017/'18;40210.0
826;Vrouwen;Hoger beroepsonderwijs;Bachelor;Totaal opleidingsvorm;2018/'19;38510.0
827;Vrouwen;Hoger beroepsonderwijs;Bachelor;Totaal opleidingsvorm;2019/'20;38100.0
828;Vrouwen;Hoger beroepsonderwijs;Bachelor;Totaal opleidingsvorm;2020/'21;40210.0
829;Vrouwen;Hoger beroepsonderwijs;Bachelor;Totaal opleidingsvorm;2021/'22;38250.0
830;Vrouwen;Hoger beroepsonderwijs;Bachelor;Totaal opleidingsvorm;2022/'23;40530.0
831;Vrouwen;Hoger beroepsonderwijs;Bachelor;Totaal opleidingsvorm;2023/'24;42160.0
832;Vrouwen;Hoger beroepsonderwijs;Bachelor;Voltijd;2011/'12;31330.0
833;Vrouwen;Hoger beroepsonderwijs;Bachelor;Voltijd;2012/'13;29700.0
834;Vrouwen;Hoger beroepsonderwijs;Bachelor;Voltijd;2013/'14;30740.0
835;Vrouwen;Hoger beroepsonderwijs;Bachelor;Voltijd;2014/'15;32200.0
836;Vrouwen;Hoger beroepsonderwijs;Bachelor;Voltijd;2015/'16;33010.0
837;Vrouwen;Hoger beroepsonderwijs;Bachelor;Voltijd;2016/'17;35490.0
838;Vrouwen;Hoger beroepsonderwijs;Bachelor;Voltijd;2017/'18;36570.0
839;Vrouwen;Hoger beroepsonderwijs;Bachelor;Voltijd;2018/'19;34830.0
840;Vrouwen;Hoger beroepsonderwijs;Bachelor;Voltijd;2019/'20;34580.0
841;Vrouwen;Hoger beroepsonderwijs;Bachelor;Voltijd;2020/'21;36310.0
842;Vrouwen;Hoger beroepsonderwijs;Bachelor;Voltijd;2021/'22;34340.0
843;Vrouwen;Hoger beroepsonderwijs;Bachelor;Voltijd;2022/'23;36180.0
844;Vrouwen;Hoger beroepsonderwijs;Bachelor;Voltijd;2023/'24;37560.0
845;Vrouwen;Hoger beroepsonderwijs;Bachelor;Deeltijd;2011/'12;5960.0
846;Vrouwen;Hoger beroepsonderwijs;Bachelor;Deeltijd;2012/'13;5040.0
847;Vrouwen;Hoger beroepsonderwijs;Bachelor;Deeltijd;2013/'14;4550.0
848;Vrouwen;Hoger beroepsonderwijs;Bachelor;Deeltijd;2014/'15;4090.0
849;Vrouwen;Hoger beroepsonderwijs;Bachelor;Deeltijd;2015/'16;4000.0
850;Vrouwen;Hoger beroepsonderwijs;Bachelor;Deeltijd;2016/'17;3510.0
851;Vrouwen;Hoger beroepsonderwijs;Bachelor;Deeltijd;2017/'18;3640.0
852;Vrouwen;Hoger beroepsonderwijs;Bachelor;Deeltijd;2018/'19;3680.0
853;Vrouwen;Hoger beroepsonderwijs;Bachelor;Deeltijd;2019/'20;3520.0
854;Vrouwen;Hoger beroepsonderwijs;Bachelor;Deeltijd;2020/'21;3900.0
855;Vrouwen;Hoger beroepsonderwijs;Bachelor;Deeltijd;2021/'22;3900.0
856;Vrouwen;Hoger beroepsonderwijs;Bachelor;Deeltijd;2022/'23;4340.0
857;Vrouwen;Hoger beroepsonderwijs;Bachelor;Deeltijd;2023/'24;4600.0
858;Vrouwen;Hoger beroepsonderwijs;Wo-doctoraal;Totaal opleidingsvorm;2011/'12;
859;Vrouwen;Hoger beroepsonderwijs;Wo-doctoraal;Totaal opleidingsvorm;2012/'13;
860;Vrouwen;Hoger beroepsonderwijs;Wo-doctoraal;Totaal opleidingsvorm;2013/'14;
861;Vrouwen;Hoger beroepsonderwijs;Wo-doctoraal;Totaal opleidingsvorm;2014/'15;
862;Vrouwen;Hoger beroepsonderwijs;Wo-doctoraal;Totaal opleidingsvorm;2015/'16;
863;Vrouwen;Hoger beroepsonderwijs;Wo-doctoraal;Totaal opleidingsvorm;2016/'17;
864;Vrouwen;Hoger beroepsonderwijs;Wo-doctoraal;Totaal opleidingsvorm;2017/'18;
865;Vrouwen;Hoger beroepsonderwijs;Wo-doctoraal;Totaal opleidingsvorm;2018/'19;
866;Vrouwen;Hoger beroepsonderwijs;Wo-doctoraal;Totaal opleidingsvorm;2019/'20;
867;Vrouwen;Hoger beroepsonderwijs;Wo-doctoraal;Totaal opleidingsvorm;2020/'21;
868;Vrouwen;Hoger beroepsonderwijs;Wo-doctoraal;Totaal opleidingsvorm;2021/'22;
869;Vrouwen;Hoger beroepsonderwijs;Wo-doctoraal;Totaal opleidingsvorm;2022/'23;
870;Vrouwen;Hoger beroepsonderwijs;Wo-doctoraal;Totaal opleidingsvorm;2023/'24;
871;Vrouwen;Hoger beroepsonderwijs;Wo-doctoraal;Voltijd;2011/'12;
872;Vrouwen;Hoger beroepsonderwijs;Wo-doctoraal;Voltijd;2012/'13;
873;Vrouwen;Hoger beroepsonderwijs;Wo-doctoraal;Voltijd;2013/'14;
874;Vrouwen;Hoger beroepsonderwijs;Wo-doctoraal;Voltijd;2014/'15;
875;Vrouwen;Hoger beroepsonderwijs;Wo-doctoraal;Voltijd;2015/'16;
876;Vrouwen;Hoger beroepsonderwijs;Wo-doctoraal;Voltijd;2016/'17;
877;Vrouwen;Hoger beroepsonderwijs;Wo-doctoraal;Voltijd;2017/'18;
878;Vrouwen;Hoger beroepsonderwijs;Wo-doctoraal;Voltijd;2018/'19;
879;Vrouwen;Hoger beroepsonderwijs;Wo-doctoraal;Voltijd;2019/'20;
880;Vrouwen;Hoger beroepsonderwijs;Wo-doctoraal;Voltijd;2020/'21;
881;Vrouwen;Hoger beroepsonderwijs;Wo-doctoraal;Voltijd;2021/'22;
882;Vrouwen;Hoger beroepsonderwijs;Wo-doctoraal;Voltijd;2022/'23;
883;Vrouwen;Hoger beroepsonderwijs;Wo-doctoraal;Voltijd;2023/'24;
884;Vrouwen;Hoger beroepsonderwijs;Wo-doctoraal;Deeltijd;2011/'12;
885;Vrouwen;Hoger beroepsonderwijs;Wo-doctoraal;Deeltijd;2012/'13;
886;Vrouwen;Hoger beroepsonderwijs;Wo-doctoraal;Deeltijd;2013/'14;
887;Vrouwen;Hoger beroepsonderwijs;Wo-doctoraal;Deeltijd;2014/'15;
888;Vrouwen;Hoger beroepsonderwijs;Wo-doctoraal;Deeltijd;2015/'16;
889;Vrouwen;Hoger beroepsonderwijs;Wo-doctoraal;Deeltijd;2016/'17;
890;Vrouwen;Hoger beroepsonderwijs;Wo-doctoraal;Deeltijd;2017/'18;
891;Vrouwen;Hoger beroepsonderwijs;Wo-doctoraal;Deeltijd;2018/'19;
892;Vrouwen;Hoger beroepsonderwijs;Wo-doctoraal;Deeltijd;2019/'20;
893;Vrouwen;Hoger beroepsonderwijs;Wo-doctoraal;Deeltijd;2020/'21;
894;Vrouwen;Hoger beroepsonderwijs;Wo-doctoraal;Deeltijd;2021/'22;
895;Vrouwen;Hoger beroepsonderwijs;Wo-doctoraal;Deeltijd;2022/'23;
896;Vrouwen;Hoger beroepsonderwijs;Wo-doctoraal;Deeltijd;2023/'24;
897;Vrouwen;Hoger beroepsonderwijs;Wo-master;Totaal opleidingsvorm;2011/'12;
898;Vrouwen;Hoger beroepsonderwijs;Wo-master;Totaal opleidingsvorm;2012/'13;
899;Vrouwen;Hoger beroepsonderwijs;Wo-master;Totaal opleidingsvorm;2013/'14;
900;Vrouwen;Hoger beroepsonderwijs;Wo-master;Totaal opleidingsvorm;2014/'15;
901;Vrouwen;Hoger beroepsonderwijs;Wo-master;Totaal opleidingsvorm;2015/'16;
902;Vrouwen;Hoger beroepsonderwijs;Wo-master;Totaal opleidingsvorm;2016/'17;
903;Vrouwen;Hoger beroepsonderwijs;Wo-master;Totaal opleidingsvorm;2017/'18;
904;Vrouwen;Hoger beroepsonderwijs;Wo-master;Totaal opleidingsvorm;2018/'19;
905;Vrouwen;Hoger beroepsonderwijs;Wo-master;Totaal opleidingsvorm;2019/'20;
906;Vrouwen;Hoger beroepsonderwijs;Wo-master;Totaal opleidingsvorm;2020/'21;
907;Vrouwen;Hoger beroepsonderwijs;Wo-master;Totaal opleidingsvorm;2021/'22;
908;Vrouwen;Hoger beroepsonderwijs;Wo-master;Totaal opleidingsvorm;2022/'23;
909;Vrouwen;Hoger beroepsonderwijs;Wo-master;Totaal opleidingsvorm;2023/'24;
910;Vrouwen;Hoger beroepsonderwijs;Wo-master;Voltijd;2011/'12;
911;Vrouwen;Hoger beroepsonderwijs;Wo-master;Voltijd;2012/'13;
912;Vrouwen;Hoger beroepsonderwijs;Wo-master;Voltijd;2013/'14;
913;Vrouwen;Hoger beroepsonderwijs;Wo-master;Voltijd;2014/'15;
914;Vrouwen;Hoger beroepsonderwijs;Wo-master;Voltijd;2015/'16;
915;Vrouwen;Hoger beroepsonderwijs;Wo-master;Voltijd;2016/'17;
916;Vrouwen;Hoger beroepsonderwijs;Wo-master;Voltijd;2017/'18;
917;Vrouwen;Hoger beroepsonderwijs;Wo-master;Voltijd;2018/'19;
918;Vrouwen;Hoger beroepsonderwijs;Wo-master;Voltijd;2019/'20;
919;Vrouwen;Hoger beroepsonderwijs;Wo-master;Voltijd;2020/'21;
920;Vrouwen;Hoger beroepsonderwijs;Wo-master;Voltijd;2021/'22;
921;Vrouwen;Hoger beroepsonderwijs;Wo-master;Voltijd;2022/'23;
922;Vrouwen;Hoger beroepsonderwijs;Wo-master;Voltijd;2023/'24;
923;Vrouwen;Hoger beroepsonderwijs;Wo-master;Deeltijd;2011/'12;
924;Vrouwen;Hoger beroepsonderwijs;Wo-master;Deeltijd;2012/'13;
925;Vrouwen;Hoger beroepsonderwijs;Wo-master;Deeltijd;2013/'14;
926;Vrouwen;Hoger beroepsonderwijs;Wo-master;Deeltijd;2014/'15;
927;Vrouwen;Hoger beroepsonderwijs;Wo-master;Deeltijd;2015/'16;
928;Vrouwen;Hoger beroepsonderwijs;Wo-master;Deeltijd;2016/'17;
929;Vrouwen;Hoger beroepsonderwijs;Wo-master;Deeltijd;2017/'18;
930;Vrouwen;Hoger beroepsonderwijs;Wo-master;Deeltijd;2018/'19;
931;Vrouwen;Hoger beroepsonderwijs;Wo-master;Deeltijd;2019/'20;
932;Vrouwen;Hoger beroepsonderwijs;Wo-master;Deeltijd;2020/'21;
933;Vrouwen;Hoger beroepsonderwijs;Wo-master;Deeltijd;2021/'22;
934;Vrouwen;Hoger beroepsonderwijs;Wo-master;Deeltijd;2022/'23;
935;Vrouwen;Hoger beroepsonderwijs;Wo-master;Deeltijd;2023/'24;
936;Vrouwen;Hoger beroepsonderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2011/'12;3540.0
937;Vrouwen;Hoger beroepsonderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2012/'13;2610.0
938;Vrouwen;Hoger beroepsonderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2013/'14;2700.0
939;Vrouwen;Hoger beroepsonderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2014/'15;2660.0
940;Vrouwen;Hoger beroepsonderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2015/'16;2740.0
941;Vrouwen;Hoger beroepsonderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2016/'17;2680.0
942;Vrouwen;Hoger beroepsonderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2017/'18;2700.0
943;Vrouwen;Hoger beroepsonderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2018/'19;2630.0
944;Vrouwen;Hoger beroepsonderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2019/'20;2690.0
945;Vrouwen;Hoger beroepsonderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2020/'21;3100.0
946;Vrouwen;Hoger beroepsonderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2021/'22;3100.0
947;Vrouwen;Hoger beroepsonderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2022/'23;3370.0
948;Vrouwen;Hoger beroepsonderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2023/'24;3350.0
949;Vrouwen;Hoger beroepsonderwijs;Vervolgopleidingen;Voltijd;2011/'12;840.0
950;Vrouwen;Hoger beroepsonderwijs;Vervolgopleidingen;Voltijd;2012/'13;730.0
951;Vrouwen;Hoger beroepsonderwijs;Vervolgopleidingen;Voltijd;2013/'14;870.0
952;Vrouwen;Hoger beroepsonderwijs;Vervolgopleidingen;Voltijd;2014/'15;850.0
953;Vrouwen;Hoger beroepsonderwijs;Vervolgopleidingen;Voltijd;2015/'16;810.0
954;Vrouwen;Hoger beroepsonderwijs;Vervolgopleidingen;Voltijd;2016/'17;840.0
955;Vrouwen;Hoger beroepsonderwijs;Vervolgopleidingen;Voltijd;2017/'18;970.0
956;Vrouwen;Hoger beroepsonderwijs;Vervolgopleidingen;Voltijd;2018/'19;1210.0
957;Vrouwen;Hoger beroepsonderwijs;Vervolgopleidingen;Voltijd;2019/'20;1220.0
958;Vrouwen;Hoger beroepsonderwijs;Vervolgopleidingen;Voltijd;2020/'21;1540.0
959;Vrouwen;Hoger beroepsonderwijs;Vervolgopleidingen;Voltijd;2021/'22;1630.0
960;Vrouwen;Hoger beroepsonderwijs;Vervolgopleidingen;Voltijd;2022/'23;1630.0
961;Vrouwen;Hoger beroepsonderwijs;Vervolgopleidingen;Voltijd;2023/'24;1790.0
962;Vrouwen;Hoger beroepsonderwijs;Vervolgopleidingen;Deeltijd;2011/'12;2700.0
963;Vrouwen;Hoger beroepsonderwijs;Vervolgopleidingen;Deeltijd;2012/'13;1880.0
964;Vrouwen;Hoger beroepsonderwijs;Vervolgopleidingen;Deeltijd;2013/'14;1830.0
965;Vrouwen;Hoger beroepsonderwijs;Vervolgopleidingen;Deeltijd;2014/'15;1810.0
966;Vrouwen;Hoger beroepsonderwijs;Vervolgopleidingen;Deeltijd;2015/'16;1940.0
967;Vrouwen;Hoger beroepsonderwijs;Vervolgopleidingen;Deeltijd;2016/'17;1840.0
968;Vrouwen;Hoger beroepsonderwijs;Vervolgopleidingen;Deeltijd;2017/'18;1730.0
969;Vrouwen;Hoger beroepsonderwijs;Vervolgopleidingen;Deeltijd;2018/'19;1420.0
970;Vrouwen;Hoger beroepsonderwijs;Vervolgopleidingen;Deeltijd;2019/'20;1470.0
971;Vrouwen;Hoger beroepsonderwijs;Vervolgopleidingen;Deeltijd;2020/'21;1560.0
972;Vrouwen;Hoger beroepsonderwijs;Vervolgopleidingen;Deeltijd;2021/'22;1480.0
973;Vrouwen;Hoger beroepsonderwijs;Vervolgopleidingen;Deeltijd;2022/'23;1750.0
974;Vrouwen;Hoger beroepsonderwijs;Vervolgopleidingen;Deeltijd;2023/'24;1570.0
975;Vrouwen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal opleidingsvorm;2011/'12;
976;Vrouwen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal opleidingsvorm;2012/'13;
977;Vrouwen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal opleidingsvorm;2013/'14;
978;Vrouwen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal opleidingsvorm;2014/'15;
979;Vrouwen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal opleidingsvorm;2015/'16;
980;Vrouwen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal opleidingsvorm;2016/'17;
981;Vrouwen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal opleidingsvorm;2017/'18;
982;Vrouwen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal opleidingsvorm;2018/'19;
983;Vrouwen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal opleidingsvorm;2019/'20;
984;Vrouwen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal opleidingsvorm;2020/'21;
985;Vrouwen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal opleidingsvorm;2021/'22;
986;Vrouwen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal opleidingsvorm;2022/'23;
987;Vrouwen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal opleidingsvorm;2023/'24;
988;Vrouwen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;2011/'12;
989;Vrouwen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;2012/'13;
990;Vrouwen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;2013/'14;
991;Vrouwen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;2014/'15;
992;Vrouwen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;2015/'16;
993;Vrouwen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;2016/'17;
994;Vrouwen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;2017/'18;
995;Vrouwen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;2018/'19;
996;Vrouwen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;2019/'20;
997;Vrouwen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;2020/'21;
998;Vrouwen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;2021/'22;
999;Vrouwen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;2022/'23;
1000;Vrouwen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;2023/'24;
1001;Vrouwen;Wetenschappelijk onderwijs;Hbo-associate degree;Deeltijd;2011/'12;
1002;Vrouwen;Wetenschappelijk onderwijs;Hbo-associate degree;Deeltijd;2012/'13;
1003;Vrouwen;Wetenschappelijk onderwijs;Hbo-associate degree;Deeltijd;2013/'14;
1004;Vrouwen;Wetenschappelijk onderwijs;Hbo-associate degree;Deeltijd;2014/'15;
1005;Vrouwen;Wetenschappelijk onderwijs;Hbo-associate degree;Deeltijd;2015/'16;
1006;Vrouwen;Wetenschappelijk onderwijs;Hbo-associate degree;Deeltijd;2016/'17;
1007;Vrouwen;Wetenschappelijk onderwijs;Hbo-associate degree;Deeltijd;2017/'18;
1008;Vrouwen;Wetenschappelijk onderwijs;Hbo-associate degree;Deeltijd;2018/'19;
1009;Vrouwen;Wetenschappelijk onderwijs;Hbo-associate degree;Deeltijd;2019/'20;
1010;Vrouwen;Wetenschappelijk onderwijs;Hbo-associate degree;Deeltijd;2020/'21;
1011;Vrouwen;Wetenschappelijk onderwijs;Hbo-associate degree;Deeltijd;2021/'22;
1012;Vrouwen;Wetenschappelijk onderwijs;Hbo-associate degree;Deeltijd;2022/'23;
1013;Vrouwen;Wetenschappelijk onderwijs;Hbo-associate degree;Deeltijd;2023/'24;
1014;Vrouwen;Wetenschappelijk onderwijs;Bachelor;Totaal opleidingsvorm;2011/'12;19780.0
1015;Vrouwen;Wetenschappelijk onderwijs;Bachelor;Totaal opleidingsvorm;2012/'13;18580.0
1016;Vrouwen;Wetenschappelijk onderwijs;Bachelor;Totaal opleidingsvorm;2013/'14;18110.0
1017;Vrouwen;Wetenschappelijk onderwijs;Bachelor;Totaal opleidingsvorm;2014/'15;19060.0
1018;Vrouwen;Wetenschappelijk onderwijs;Bachelor;Totaal opleidingsvorm;2015/'16;19020.0
1019;Vrouwen;Wetenschappelijk onderwijs;Bachelor;Totaal opleidingsvorm;2016/'17;19270.0
1020;Vrouwen;Wetenschappelijk onderwijs;Bachelor;Totaal opleidingsvorm;2017/'18;19070.0
1021;Vrouwen;Wetenschappelijk onderwijs;Bachelor;Totaal opleidingsvorm;2018/'19;20000.0
1022;Vrouwen;Wetenschappelijk onderwijs;Bachelor;Totaal opleidingsvorm;2019/'20;21120.0
1023;Vrouwen;Wetenschappelijk onderwijs;Bachelor;Totaal opleidingsvorm;2020/'21;23990.0
1024;Vrouwen;Wetenschappelijk onderwijs;Bachelor;Totaal opleidingsvorm;2021/'22;23540.0
1025;Vrouwen;Wetenschappelijk onderwijs;Bachelor;Totaal opleidingsvorm;2022/'23;25670.0
1026;Vrouwen;Wetenschappelijk onderwijs;Bachelor;Totaal opleidingsvorm;2023/'24;28520.0
1027;Vrouwen;Wetenschappelijk onderwijs;Bachelor;Voltijd;2011/'12;19300.0
1028;Vrouwen;Wetenschappelijk onderwijs;Bachelor;Voltijd;2012/'13;18240.0
1029;Vrouwen;Wetenschappelijk onderwijs;Bachelor;Voltijd;2013/'14;17860.0
1030;Vrouwen;Wetenschappelijk onderwijs;Bachelor;Voltijd;2014/'15;18830.0
1031;Vrouwen;Wetenschappelijk onderwijs;Bachelor;Voltijd;2015/'16;18860.0
1032;Vrouwen;Wetenschappelijk onderwijs;Bachelor;Voltijd;2016/'17;19150.0
1033;Vrouwen;Wetenschappelijk onderwijs;Bachelor;Voltijd;2017/'18;18920.0
1034;Vrouwen;Wetenschappelijk onderwijs;Bachelor;Voltijd;2018/'19;19880.0
1035;Vrouwen;Wetenschappelijk onderwijs;Bachelor;Voltijd;2019/'20;21010.0
1036;Vrouwen;Wetenschappelijk onderwijs;Bachelor;Voltijd;2020/'21;23850.0
1037;Vrouwen;Wetenschappelijk onderwijs;Bachelor;Voltijd;2021/'22;23430.0
1038;Vrouwen;Wetenschappelijk onderwijs;Bachelor;Voltijd;2022/'23;25550.0
1039;Vrouwen;Wetenschappelijk onderwijs;Bachelor;Voltijd;2023/'24;28400.0
1040;Vrouwen;Wetenschappelijk onderwijs;Bachelor;Deeltijd;2011/'12;480.0
1041;Vrouwen;Wetenschappelijk onderwijs;Bachelor;Deeltijd;2012/'13;340.0
1042;Vrouwen;Wetenschappelijk onderwijs;Bachelor;Deeltijd;2013/'14;250.0
1043;Vrouwen;Wetenschappelijk onderwijs;Bachelor;Deeltijd;2014/'15;220.0
1044;Vrouwen;Wetenschappelijk onderwijs;Bachelor;Deeltijd;2015/'16;160.0
1045;Vrouwen;Wetenschappelijk onderwijs;Bachelor;Deeltijd;2016/'17;120.0
1046;Vrouwen;Wetenschappelijk onderwijs;Bachelor;Deeltijd;2017/'18;150.0
1047;Vrouwen;Wetenschappelijk onderwijs;Bachelor;Deeltijd;2018/'19;130.0
1048;Vrouwen;Wetenschappelijk onderwijs;Bachelor;Deeltijd;2019/'20;110.0
1049;Vrouwen;Wetenschappelijk onderwijs;Bachelor;Deeltijd;2020/'21;140.0
1050;Vrouwen;Wetenschappelijk onderwijs;Bachelor;Deeltijd;2021/'22;110.0
1051;Vrouwen;Wetenschappelijk onderwijs;Bachelor;Deeltijd;2022/'23;120.0
1052;Vrouwen;Wetenschappelijk onderwijs;Bachelor;Deeltijd;2023/'24;130.0
1053;Vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Totaal opleidingsvorm;2011/'12;780.0
1054;Vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Totaal opleidingsvorm;2012/'13;430.0
1055;Vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Totaal opleidingsvorm;2013/'14;150.0
1056;Vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Totaal opleidingsvorm;2014/'15;80.0
1057;Vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Totaal opleidingsvorm;2015/'16;30.0
1058;Vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Totaal opleidingsvorm;2016/'17;10.0
1059;Vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Totaal opleidingsvorm;2017/'18;0.0
1060;Vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Totaal opleidingsvorm;2018/'19;0.0
1061;Vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Totaal opleidingsvorm;2019/'20;0.0
1062;Vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Totaal opleidingsvorm;2020/'21;0.0
1063;Vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Totaal opleidingsvorm;2021/'22;0.0
1064;Vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Totaal opleidingsvorm;2022/'23;0.0
1065;Vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Totaal opleidingsvorm;2023/'24;0.0
1066;Vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Voltijd;2011/'12;780.0
1067;Vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Voltijd;2012/'13;430.0
