ID;BedrijfstakBranchesSBI2008;Perioden;IndexcijfersOmzet_1;Omzetontwikkeling_2;IndexcijfersOmzet_3;Omzetontwikkeling_4;IndexcijfersOmzet_5;Omzetontwikkeling_6
119;689;2007 januari;173.1;-13.1;185.9;-8.6;151.8;-20.9
120;689;2007 februari;147.0;-17.6;159.2;-12.3;126.6;-26.8
121;689;2007 maart;131.7;-28.5;146.9;-20.1;106.3;-42.3
122;689;2007 1e kwartaal;150.6;-19.6;164.0;-13.5;128.2;-29.9
123;689;2007 april;87.5;-34.3;85.9;-34.3;90.2;-34.4
124;689;2007 mei;72.7;-21.4;64.3;-21.9;86.8;-20.7
125;689;2007 juni;73.5;-12.0;61.6;-24.2;93.2;6.7
126;689;2007 2e kwartaal;77.9;-24.4;70.6;-28.0;90.1;-19.2
127;689;2007 juli;75.2;-1.4;68.1;1.2;87.0;-4.7
128;689;2007 augustus;75.1;8.9;66.4;6.5;89.6;12.0
129;689;2007 september;90.0;14.8;84.6;10.1;99.1;22.3
130;689;2007 3e kwartaal;80.1;7.5;73.0;6.1;91.9;9.3
131;689;2007 oktober;128.2;33.8;127.4;29.8;129.5;41.1
132;689;2007 november;183.6;35.3;181.6;31.6;186.9;41.9
133;689;2007 december;227.9;36.2;232.9;41.3;219.5;28.0
134;689;2007 4e kwartaal;179.9;35.3;180.6;35.1;178.7;35.7
135;689;2007;122.1;-1.9;122.1;-0.4;122.2;-4.2
136;689;2008 januari;206.4;19.3;204.3;9.9;210.1;38.4
137;689;2008 februari;186.5;26.9;181.7;14.1;194.4;53.6
138;689;2008 maart;192.0;45.8;191.6;30.4;192.7;81.2
139;689;2008 1e kwartaal;195.0;29.5;192.5;17.4;199.0;55.2
140;689;2008 april;157.9;80.4;154.6;79.9;163.5;81.2
141;689;2008 mei;107.6;48.0;103.1;60.4;115.1;32.7
142;689;2008 juni;99.1;34.9;90.0;46.1;114.4;22.7
143;689;2008 2e kwartaal;121.6;56.0;115.9;64.2;131.0;45.4
144;689;2008 juli;109.1;45.1;103.2;51.5;118.9;36.7
145;689;2008 augustus;110.5;47.2;108.1;62.8;114.6;27.9
146;689;2008 september;132.4;47.0;123.6;46.2;146.9;48.3
147;689;2008 3e kwartaal;117.3;46.5;111.6;52.9;126.8;38.0
148;689;2008 oktober;183.3;42.9;190.1;49.2;172.0;32.8
149;689;2008 november;208.8;13.7;211.7;16.6;204.1;9.2
150;689;2008 december;267.5;17.4;289.4;24.3;231.2;5.3
151;689;2008 4e kwartaal;219.9;22.2;230.4;27.5;202.4;13.3
152;689;2008;163.4;33.8;162.6;33.2;164.8;34.8
153;689;2009 januari;249.1;20.6;261.4;28.0;228.5;8.8
154;689;2009 februari;198.3;6.3;213.7;17.6;172.7;-11.2
155;689;2009 maart;159.1;-17.1;173.8;-9.3;134.8;-30.1
156;689;2009 1e kwartaal;202.2;3.7;216.3;12.4;178.6;-10.3
157;689;2009 april;93.2;-41.0;87.9;-43.1;101.9;-37.7
158;689;2009 mei;81.5;-24.3;73.5;-28.7;94.9;-17.6
159;689;2009 juni;79.6;-19.7;72.7;-19.2;91.0;-20.4
160;689;2009 2e kwartaal;84.8;-30.3;78.0;-32.7;95.9;-26.8
161;689;2009 juli;76.7;-29.7;67.9;-34.2;91.3;-23.2
162;689;2009 augustus;72.9;-34.0;58.8;-45.6;96.5;-15.8
163;689;2009 september;75.3;-43.1;60.6;-51.0;99.8;-32.1
164;689;2009 3e kwartaal;75.0;-36.1;62.5;-44.0;95.8;-24.4
165;689;2009 oktober;108.9;-40.6;109.6;-42.3;107.7;-37.4
166;689;2009 november;139.3;-33.3;137.5;-35.1;142.3;-30.3
167;689;2009 december;178.9;-33.1;178.2;-38.4;180.0;-22.1
168;689;2009 4e kwartaal;142.3;-35.3;141.8;-38.5;143.3;-29.2
169;689;2009;126.1;-22.9;124.7;-23.3;128.3;-22.1
170;689;2010 januari;174.6;-29.9;180.9;-30.8;164.1;-28.2
171;689;2010 februari;154.1;-22.3;143.9;-32.7;171.1;-0.9
172;689;2010 maart;163.0;2.4;161.4;-7.2;165.6;22.9
173;689;2010 1e kwartaal;163.9;-18.9;162.0;-25.1;167.0;-6.5
174;689;2010 april;106.7;14.5;104.7;19.0;109.9;7.9
175;689;2010 mei;91.1;11.7;85.0;15.7;101.1;6.6
176;689;2010 juni;89.8;12.8;81.9;12.6;102.9;13.0
177;689;2010 2e kwartaal;95.8;13.1;90.6;16.1;104.5;8.9
178;689;2010 juli;79.8;4.0;70.2;3.3;95.7;4.8
179;689;2010 augustus;79.9;9.6;76.6;30.4;85.4;-11.5
180;689;2010 september;93.1;23.6;86.3;42.3;104.5;4.7
181;689;2010 3e kwartaal;84.3;12.4;77.7;24.5;95.1;-0.7
182;689;2010 oktober;132.0;21.2;130.2;18.8;134.9;25.3
183;689;2010 november;166.9;19.8;162.3;18.1;174.5;22.6
184;689;2010 december;229.2;28.1;223.4;25.4;238.8;32.6
185;689;2010 4e kwartaal;176.0;23.7;172.1;21.4;182.6;27.4
186;689;2010;130.0;3.1;125.6;0.7;137.3;7.0
187;689;2011 januari;211.6;21.2;201.3;11.3;228.8;39.5
188;689;2011 februari;194.0;25.9;184.5;28.2;209.8;22.6
189;689;2011 maart;191.1;17.3;172.5;6.9;222.1;34.1
190;689;2011 1e kwartaal;198.9;21.4;186.1;14.9;220.2;31.8
191;689;2011 april;134.9;26.5;118.9;13.6;161.5;46.9
192;689;2011 mei;103.1;13.3;102.0;20.0;105.1;3.9
193;689;2011 juni;87.7;-2.3;81.6;-0.3;97.6;-5.1
194;689;2011 2e kwartaal;108.6;13.3;100.8;11.3;121.4;16.2
195;689;2011 juli;98.7;23.8;94.3;34.3;106.1;10.9
196;689;2011 augustus;104.5;30.7;100.5;31.2;111.0;30.0
197;689;2011 september;104.9;12.6;94.3;9.4;122.4;17.1
198;689;2011 3e kwartaal;102.7;21.9;96.4;24.0;113.2;19.0
199;689;2011 oktober;149.9;13.6;140.7;8.1;165.2;22.4
200;689;2011 november;188.8;13.1;179.2;10.4;204.6;17.3
201;689;2011 december;217.6;-5.0;198.1;-11.3;250.1;4.7
202;689;2011 4e kwartaal;185.4;5.4;172.7;0.4;206.6;13.2
203;689;2011;148.9;14.5;139.0;10.7;165.4;20.4
204;689;2012 januari;236.9;12.0;223.2;10.9;259.9;13.6
205;689;2012 februari;232.9;20.1;218.8;18.6;256.3;22.2
206;689;2012 maart;209.8;9.8;210.2;21.9;209.2;-5.8
207;689;2012 1e kwartaal;226.5;13.9;217.4;16.8;241.8;9.8
208;689;2012 april;144.9;7.4;122.7;3.2;181.8;12.6
209;689;2012 mei;124.2;20.5;105.5;3.4;155.1;47.6
210;689;2012 juni;117.0;33.4;108.3;32.7;131.5;34.7
211;689;2012 2e kwartaal;128.7;18.5;112.2;11.3;156.1;28.6
212;689;2012 juli;105.3;6.7;96.9;2.8;119.3;12.4
213;689;2012 augustus;110.9;6.1;103.6;3.1;123.0;10.8
214;689;2012 september;115.4;10.0;106.7;13.2;129.8;6.1
215;689;2012 3e kwartaal;110.5;7.6;102.4;6.2;124.0;9.5
216;689;2012 oktober;165.6;10.5;160.7;14.2;173.8;5.2
217;689;2012 november;196.7;4.2;179.2;0.0;225.9;10.4
218;689;2012 december;211.6;-2.8;195.7;-1.2;238.0;-4.8
219;689;2012 4e kwartaal;191.3;3.2;178.5;3.4;212.6;2.9
220;689;2012;164.3;10.3;152.6;9.8;183.6;11.0
221;6000;2000 januari;83.5;;94.1;;64.8;
222;6000;2000 februari;75.6;;83.5;;61.5;
223;6000;2000 maart;72.3;;78.5;;61.3;
224;6000;2000 1e kwartaal;77.1;;85.4;;62.6;
225;6000;2000 april;55.8;;58.3;;51.3;
226;6000;2000 mei;44.0;;44.6;;42.9;
227;6000;2000 juni;36.9;;35.8;;38.8;
228;6000;2000 2e kwartaal;45.6;;46.3;;44.3;
229;6000;2000 juli;41.8;;43.1;;39.6;
230;6000;2000 augustus;35.1;;35.9;;33.6;
231;6000;2000 september;38.1;;41.8;;31.6;
232;6000;2000 3e kwartaal;38.3;;40.3;;34.9;
233;6000;2000 oktober;63.8;;64.6;;62.4;
234;6000;2000 november;87.8;;93.0;;78.7;
235;6000;2000 december;97.5;;108.1;;79.0;
236;6000;2000 4e kwartaal;83.1;;88.6;;73.4;
237;6000;2000;61.0;;65.1;;53.8;
238;6000;2001 januari;134.0;60.5;139.1;47.8;125.0;92.9
239;6000;2001 februari;105.8;40.0;111.8;33.9;95.1;54.6
240;6000;2001 maart;110.8;53.3;118.1;50.4;98.0;59.8
241;6000;2001 1e kwartaal;116.9;51.5;123.0;44.1;106.0;69.5
242;6000;2001 april;88.2;58.1;89.7;53.8;85.6;66.9
243;6000;2001 mei;60.8;38.2;57.8;29.6;66.1;53.9
244;6000;2001 juni;52.7;43.0;50.0;39.6;57.5;48.4
245;6000;2001 2e kwartaal;67.2;47.6;65.8;42.3;69.7;57.3
246;6000;2001 juli;48.9;16.9;45.9;6.4;54.2;37.1
247;6000;2001 augustus;46.0;31.3;44.3;23.7;49.0;45.6
248;6000;2001 september;52.8;38.5;53.3;27.4;51.8;64.1
249;6000;2001 3e kwartaal;49.2;28.4;47.8;18.8;51.7;48.0
250;6000;2001 oktober;61.0;-4.5;55.8;-13.6;70.0;12.2
251;6000;2001 november;95.4;8.7;99.9;7.5;87.5;11.2
252;6000;2001 december;114.1;17.0;124.6;15.3;95.6;20.9
253;6000;2001 4e kwartaal;90.2;8.6;93.5;5.5;84.4;15.0
254;6000;2001;80.9;32.5;82.5;26.8;77.9;44.9
255;6000;2002 januari;121.5;-9.3;131.8;-5.2;103.4;-17.3
256;6000;2002 februari;91.2;-13.7;100.2;-10.4;75.4;-20.7
257;6000;2002 maart;85.0;-23.3;91.7;-22.4;73.3;-25.2
258;6000;2002 1e kwartaal;99.3;-15.1;107.9;-12.3;84.0;-20.8
259;6000;2002 april;68.7;-22.1;74.4;-17.0;58.5;-31.6
260;6000;2002 mei;53.4;-12.1;53.6;-7.2;53.1;-19.7
261;6000;2002 juni;42.8;-18.9;40.9;-18.1;46.0;-20.0
262;6000;2002 2e kwartaal;55.0;-18.3;56.3;-14.4;52.5;-24.6
263;6000;2002 juli;42.3;-13.5;40.9;-10.8;44.8;-17.5
264;6000;2002 augustus;36.1;-21.6;36.1;-18.6;36.1;-26.3
265;6000;2002 september;45.1;-14.6;44.3;-16.9;46.5;-10.3
266;6000;2002 3e kwartaal;41.2;-16.4;40.4;-15.5;42.5;-17.9
267;6000;2002 oktober;78.8;29.3;78.0;39.7;80.2;14.6
268;6000;2002 november;87.7;-8.1;91.9;-8.1;80.4;-8.1
269;6000;2002 december;113.5;-0.6;122.8;-1.4;97.0;1.5
270;6000;2002 4e kwartaal;93.3;3.5;97.6;4.4;85.9;1.8
271;6000;2002;72.2;-10.8;75.6;-8.5;66.2;-15.0
272;6000;2003 januari;141.5;16.5;158.8;20.5;111.1;7.5
273;6000;2003 februari;124.6;36.6;134.4;34.1;107.4;42.5
274;6000;2003 maart;92.9;9.2;96.8;5.6;86.0;17.2
275;6000;2003 1e kwartaal;119.7;20.6;130.0;20.5;101.5;20.8
276;6000;2003 april;71.9;4.7;79.6;6.9;58.3;-0.3
277;6000;2003 mei;50.4;-5.6;54.6;1.8;43.2;-18.7
278;6000;2003 juni;34.9;-18.3;31.7;-22.6;40.6;-11.7
279;6000;2003 2e kwartaal;52.4;-4.6;55.3;-1.9;47.4;-9.8
280;6000;2003 juli;33.5;-20.8;32.2;-21.3;35.8;-20.0
281;6000;2003 augustus;32.8;-9.0;30.9;-14.3;36.2;0.4
282;6000;2003 september;44.0;-2.5;44.3;0.0;43.4;-6.6
283;6000;2003 3e kwartaal;36.8;-10.7;35.8;-11.5;38.5;-9.3
284;6000;2003 oktober;91.2;15.8;100.3;28.5;75.4;-6.1
285;6000;2003 november;94.6;7.8;105.7;15.0;75.0;-6.8
286;6000;2003 december;120.1;5.9;133.9;9.1;95.8;-1.2
287;6000;2003 4e kwartaal;102.0;9.3;113.3;16.1;82.1;-4.4
288;6000;2003;77.7;7.7;83.6;10.6;67.4;1.7
289;6000;2004 januari;137.3;-3.0;154.6;-2.7;106.8;-3.8
290;6000;2004 februari;118.9;-4.6;132.7;-1.3;94.8;-11.8
291;6000;2004 maart;104.4;12.4;112.8;16.5;89.7;4.3
292;6000;2004 1e kwartaal;120.2;0.5;133.4;2.6;97.1;-4.3
293;6000;2004 april;72.8;1.2;80.5;1.2;59.0;1.2
294;6000;2004 mei;53.6;6.2;52.6;-3.7;55.3;28.1
295;6000;2004 juni;42.7;22.3;39.6;24.9;48.2;18.6
296;6000;2004 2e kwartaal;56.3;7.5;57.6;4.1;54.2;14.3
297;6000;2004 juli;46.9;39.9;46.8;45.4;47.0;31.3
298;6000;2004 augustus;33.5;2.2;30.9;0.1;38.1;5.2
299;6000;2004 september;56.7;28.9;55.4;25.1;58.9;35.6
300;6000;2004 3e kwartaal;45.7;24.3;44.4;24.0;48.0;24.7
301;6000;2004 oktober;78.6;-13.9;79.9;-20.3;76.2;1.1
302;6000;2004 november;109.6;15.8;113.4;7.3;102.7;36.9
303;6000;2004 december;129.7;8.0;128.1;-4.4;132.6;38.4
304;6000;2004 4e kwartaal;106.0;3.9;107.2;-5.4;103.8;26.5
305;6000;2004;82.1;5.6;85.6;2.4;75.8;12.5
306;6000;2005 januari;151.6;10.4;166.8;7.9;124.6;16.6
307;6000;2005 februari;135.3;13.8;144.4;8.8;119.3;25.9
308;6000;2005 maart;133.2;27.6;145.5;29.0;111.6;24.5
309;6000;2005 1e kwartaal;140.0;16.5;152.2;14.2;118.5;22.1
310;6000;2005 april;88.9;22.2;89.2;10.7;88.4;49.7
311;6000;2005 mei;68.3;27.5;64.6;22.8;74.9;35.4
312;6000;2005 juni;60.9;42.6;57.2;44.4;67.4;40.0
313;6000;2005 2e kwartaal;72.7;29.0;70.3;22.1;76.9;42.0
314;6000;2005 juli;44.4;-5.2;31.7;-32.3;66.9;42.2
315;6000;2005 augustus;51.0;52.1;47.2;52.5;57.7;51.5
316;6000;2005 september;59.6;5.3;59.7;7.7;59.6;1.2
317;6000;2005 3e kwartaal;51.7;13.1;46.2;4.1;61.4;27.9
318;6000;2005 oktober;84.8;7.9;79.6;-0.4;93.9;23.3
319;6000;2005 november;138.0;26.0;130.8;15.3;150.6;46.6
320;6000;2005 december;184.0;41.8;183.3;43.1;185.2;39.6
321;6000;2005 4e kwartaal;135.6;28.0;131.2;22.5;143.2;37.9
322;6000;2005;100.0;21.9;100.0;16.8;100.0;32.0
323;6000;2006 januari;209.6;38.3;212.1;27.1;205.1;64.6
324;6000;2006 februari;187.3;38.4;189.0;30.9;184.4;54.6
325;6000;2006 maart;191.5;43.7;188.7;29.7;196.5;76.0
326;6000;2006 1e kwartaal;196.1;40.1;196.6;29.1;195.3;64.8
327;6000;2006 april;135.5;52.5;132.3;48.4;141.1;59.7
328;6000;2006 mei;87.8;28.6;78.4;21.4;104.3;39.4
329;6000;2006 juni;79.1;29.9;75.4;31.8;85.7;27.1
330;6000;2006 2e kwartaal;100.8;38.7;95.4;35.6;110.4;43.6
331;6000;2006 juli;67.9;52.8;62.6;97.7;77.2;15.5
332;6000;2006 augustus;64.3;26.1;59.2;25.4;73.4;27.1
333;6000;2006 september;72.8;22.0;73.4;22.9;71.7;20.3
334;6000;2006 3e kwartaal;68.3;32.2;65.0;40.8;74.1;20.7
335;6000;2006 oktober;90.6;6.8;94.6;18.9;83.4;-11.1
336;6000;2006 november;136.6;-1.0;138.5;5.9;133.3;-11.5
337;6000;2006 december;171.0;-7.1;167.2;-8.8;177.6;-4.1
338;6000;2006 4e kwartaal;132.7;-2.1;133.5;1.7;131.5;-8.2
339;6000;2006;124.5;24.5;122.6;22.6;127.8;27.8
340;6000;2007 januari;179.6;-14.3;193.8;-8.6;154.6;-24.6
341;6000;2007 februari;149.6;-20.1;162.5;-14.0;127.0;-31.2
342;6000;2007 maart;130.9;-31.6;146.6;-22.3;103.4;-47.4
343;6000;2007 1e kwartaal;153.4;-21.8;167.6;-14.7;128.3;-34.3
344;6000;2007 april;82.0;-39.5;81.1;-38.7;83.6;-40.8
345;6000;2007 mei;63.5;-27.7;57.7;-26.4;73.7;-29.3
346;6000;2007 juni;64.0;-19.1;54.1;-28.2;81.5;-4.9
347;6000;2007 2e kwartaal;69.8;-30.7;64.3;-32.6;79.6;-27.9
348;6000;2007 juli;67.6;-0.5;63.2;0.9;75.3;-2.5
349;6000;2007 augustus;67.2;4.5;62.1;4.9;76.3;4.0
350;6000;2007 september;84.6;16.3;79.6;8.5;93.5;30.3
351;6000;2007 3e kwartaal;73.1;7.0;68.3;5.0;81.7;10.2
352;6000;2007 oktober;127.0;40.1;126.7;33.9;127.4;52.6
353;6000;2007 november;188.5;37.9;188.2;35.9;189.0;41.7
354;6000;2007 december;238.3;39.4;243.7;45.7;228.8;28.8
355;6000;2007 4e kwartaal;184.6;39.0;186.2;39.5;181.7;38.2
356;6000;2007;120.2;-3.4;121.6;-0.8;117.8;-7.8
357;6000;2008 januari;216.5;20.5;214.4;10.6;220.1;42.3
358;6000;2008 februari;191.9;28.3;188.7;16.1;197.6;55.6
359;6000;2008 maart;197.9;51.1;197.2;34.5;199.2;92.7
360;6000;2008 1e kwartaal;202.1;31.8;200.1;19.4;205.6;60.2
361;6000;2008 april;159.9;95.0;157.7;94.5;163.7;95.9
362;6000;2008 mei;103.3;62.6;100.4;73.9;108.4;47.0
363;6000;2008 juni;93.3;45.7;84.4;56.1;108.9;33.6
364;6000;2008 2e kwartaal;118.8;70.1;114.2;77.6;127.0;59.5
365;6000;2008 juli;103.4;53.0;98.7;56.3;111.6;48.2
366;6000;2008 augustus;99.5;48.0;104.0;67.5;91.6;20.1
367;6000;2008 september;123.9;46.5;122.6;54.0;126.4;35.2
368;6000;2008 3e kwartaal;108.9;49.0;108.4;58.8;109.9;34.5
369;6000;2008 oktober;188.2;48.3;194.3;53.3;177.6;39.4
370;6000;2008 november;218.8;16.1;220.9;17.4;215.1;13.8
371;6000;2008 december;281.6;18.2;304.8;25.1;240.8;5.2
372;6000;2008 4e kwartaal;229.5;24.4;240.0;28.9;211.2;16.2
373;6000;2008;164.9;37.1;165.7;36.2;163.4;38.7
374;6000;2009 januari;267.6;23.6;278.0;29.6;249.2;13.3
375;6000;2009 februari;207.9;8.3;223.6;18.5;180.2;-8.8
376;6000;2009 maart;160.8;-18.7;176.6;-10.5;133.1;-33.2
377;6000;2009 1e kwartaal;212.1;4.9;226.1;13.0;187.5;-8.8
378;6000;2009 april;86.0;-46.2;82.7;-47.5;91.7;-44.0
379;6000;2009 mei;73.6;-28.7;67.9;-32.3;83.6;-22.9
380;6000;2009 juni;71.6;-23.2;67.3;-20.3;79.3;-27.2
381;6000;2009 2e kwartaal;77.1;-35.1;72.7;-36.4;84.8;-33.2
382;6000;2009 juli;68.9;-33.4;61.6;-37.6;81.7;-26.7
383;6000;2009 augustus;64.1;-35.6;54.2;-47.8;81.5;-11.1
384;6000;2009 september;68.0;-45.1;54.4;-55.6;92.0;-27.2
385;6000;2009 3e kwartaal;67.0;-38.5;56.8;-47.6;85.1;-22.6
386;6000;2009 oktober;105.3;-44.1;107.9;-44.4;100.6;-43.3
387;6000;2009 november;140.1;-36.0;139.7;-36.8;140.8;-34.5
388;6000;2009 december;183.3;-34.9;185.5;-39.1;179.5;-25.5
