ID;GewichtVolleWagen;Brandstofsoort;LeeftijdVoertuig;Perioden;TotaalKilometersInNederland_1;KilometersDoorNederlandseVoertuigen_2;KilometersDoorBuitenlandseVoertuigen_3;TotaalKilometers_4;KilometersInNederland_5;KilometersInHetBuitenland_6
0;Totaal;Totaal;Totaal;1990;319.2;307.1;12.2;391.6;307.1;84.5
1;Totaal;Totaal;Totaal;1991;313.0;300.9;12.1;384.9;300.9;84.0
2;Totaal;Totaal;Totaal;1992;316.9;304.6;12.4;390.4;304.6;85.8
3;Totaal;Totaal;Totaal;1993;306.2;294.0;12.2;379.0;294.0;85.0
4;Totaal;Totaal;Totaal;1994;304.1;291.8;12.3;377.2;291.8;85.4
5;Totaal;Totaal;Totaal;1995;287.1;274.3;12.8;363.3;274.3;89.0
6;Totaal;Totaal;Totaal;1996;296.1;281.0;15.1;385.6;281.0;104.6
7;Totaal;Totaal;Totaal;1997;304.3;287.9;16.4;401.8;287.9;113.9
8;Totaal;Totaal;Totaal;1998;314.4;295.5;18.9;426.4;295.5;130.8
9;Totaal;Totaal;Totaal;1999;327.4;305.5;21.8;457.1;305.5;151.5
10;Totaal;Totaal;Totaal;2000;354.5;329.0;25.5;505.9;329.0;176.9
11;Totaal;Totaal;Totaal;2001;377.2;348.4;28.8;548.2;348.4;199.8
12;Totaal;Totaal;Totaal;2002;382.3;345.5;36.8;601.2;345.5;255.7
13;Totaal;Totaal;Totaal;2003;391.0;354.0;37.0;610.3;354.0;256.3
14;Totaal;Totaal;Totaal;2004;399.9;362.2;37.7;630.0;362.2;267.8
15;Totaal;Totaal;Totaal;2005;427.1;387.5;39.6;685.0;387.5;297.4
16;Totaal;Totaal;Totaal;2006;459.0;414.7;44.3;714.4;414.7;299.6
17;Totaal;Totaal;Totaal;2007;472.1;426.0;46.1;750.3;426.0;324.3
18;Totaal;Totaal;Totaal;2008;487.5;440.9;46.6;779.9;440.9;339.0
19;Totaal;Totaal;Totaal;2009;499.3;449.1;50.2;787.4;449.1;338.3
20;Totaal;Totaal;Totaal;2010;478.8;421.2;57.6;772.4;421.2;351.2
21;Totaal;Totaal;Totaal;2011;499.3;447.3;52.0;777.6;447.3;330.3
22;Totaal;Totaal;Totaal;2012;473.7;420.1;53.6;747.5;420.1;327.4
23;Totaal;Totaal;Totaal;2013;453.5;379.4;74.1;721.6;379.4;342.2
24;Totaal;Totaal;Totaal;2014;441.6;369.7;71.8;695.0;369.7;325.3
25;Totaal;Totaal;Totaal;2015;436.3;369.0;67.2;684.9;369.0;315.8
26;Totaal;Totaal;Totaal;2016;461.5;384.5;77.0;700.0;384.5;315.5
27;Totaal;Totaal;Totaal;2017;465.5;389.8;75.7;691.9;389.8;302.1
28;Totaal;Totaal;Totaal;2018;459.4;378.3;81.1;681.4;378.3;303.1
29;Totaal;Totaal;Totaal;2019;450.5;368.3;82.2;650.6;368.3;282.3
30;Totaal;Totaal;Totaal;2020;434.2;363.8;70.4;591.8;363.8;228.0
31;Totaal;Totaal;0 tot 5 jaar;1990;;;;;;
32;Totaal;Totaal;0 tot 5 jaar;1991;;;;;;
33;Totaal;Totaal;0 tot 5 jaar;1992;;;;;;
34;Totaal;Totaal;0 tot 5 jaar;1993;;;;;;
35;Totaal;Totaal;0 tot 5 jaar;1994;;;;;;
36;Totaal;Totaal;0 tot 5 jaar;1995;;;;;;
37;Totaal;Totaal;0 tot 5 jaar;1996;;;;;;
38;Totaal;Totaal;0 tot 5 jaar;1997;;;;;;
39;Totaal;Totaal;0 tot 5 jaar;1998;;;;;;
40;Totaal;Totaal;0 tot 5 jaar;1999;;;;;;
41;Totaal;Totaal;0 tot 5 jaar;2000;;;;;;
42;Totaal;Totaal;0 tot 5 jaar;2001;;;;;;
43;Totaal;Totaal;0 tot 5 jaar;2002;168.4;155.5;12.9;237.0;155.5;81.4
44;Totaal;Totaal;0 tot 5 jaar;2003;171.1;158.3;12.8;238.3;158.3;80.0
45;Totaal;Totaal;0 tot 5 jaar;2004;165.0;152.5;12.5;229.3;152.5;76.8
46;Totaal;Totaal;0 tot 5 jaar;2005;160.4;148.1;12.3;224.9;148.1;76.9
47;Totaal;Totaal;0 tot 5 jaar;2006;158.3;145.4;12.9;217.1;145.4;71.7
48;Totaal;Totaal;0 tot 5 jaar;2007;166.0;152.3;13.8;225.7;152.3;73.4
49;Totaal;Totaal;0 tot 5 jaar;2008;178.0;163.3;14.7;236.8;163.3;73.5
50;Totaal;Totaal;0 tot 5 jaar;2009;184.8;169.7;15.2;237.6;169.7;67.9
51;Totaal;Totaal;0 tot 5 jaar;2010;178.6;160.1;18.5;233.7;160.1;73.6
52;Totaal;Totaal;0 tot 5 jaar;2011;177.8;163.8;14.0;224.8;163.8;61.0
53;Totaal;Totaal;0 tot 5 jaar;2012;152.6;139.9;12.7;190.8;139.9;50.9
54;Totaal;Totaal;0 tot 5 jaar;2013;119.9;103.5;16.4;150.3;103.5;46.8
55;Totaal;Totaal;0 tot 5 jaar;2014;111.3;95.9;15.4;142.9;95.9;47.0
56;Totaal;Totaal;0 tot 5 jaar;2015;117.7;101.5;16.2;155.8;101.5;54.3
57;Totaal;Totaal;0 tot 5 jaar;2016;130.7;110.1;20.6;170.8;110.1;60.7
58;Totaal;Totaal;0 tot 5 jaar;2017;138.5;116.3;22.1;179.7;116.3;63.4
59;Totaal;Totaal;0 tot 5 jaar;2018;145.2;119.7;25.5;190.9;119.7;71.2
60;Totaal;Totaal;0 tot 5 jaar;2019;158.8;130.6;28.3;204.9;130.6;74.4
61;Totaal;Totaal;0 tot 5 jaar;2020;170.4;141.7;28.7;209.4;141.7;67.7
62;Totaal;Totaal;5 tot 10 jaar;1990;;;;;;
63;Totaal;Totaal;5 tot 10 jaar;1991;;;;;;
64;Totaal;Totaal;5 tot 10 jaar;1992;;;;;;
65;Totaal;Totaal;5 tot 10 jaar;1993;;;;;;
66;Totaal;Totaal;5 tot 10 jaar;1994;;;;;;
67;Totaal;Totaal;5 tot 10 jaar;1995;;;;;;
68;Totaal;Totaal;5 tot 10 jaar;1996;;;;;;
69;Totaal;Totaal;5 tot 10 jaar;1997;;;;;;
70;Totaal;Totaal;5 tot 10 jaar;1998;;;;;;
71;Totaal;Totaal;5 tot 10 jaar;1999;;;;;;
72;Totaal;Totaal;5 tot 10 jaar;2000;;;;;;
73;Totaal;Totaal;5 tot 10 jaar;2001;;;;;;
74;Totaal;Totaal;5 tot 10 jaar;2002;103.7;94.5;9.3;157.5;94.5;63.1
75;Totaal;Totaal;5 tot 10 jaar;2003;113.6;103.5;10.1;172.4;103.5;68.9
76;Totaal;Totaal;5 tot 10 jaar;2004;125.2;114.0;11.2;193.0;114.0;79.0
77;Totaal;Totaal;5 tot 10 jaar;2005;148.0;135.1;12.9;230.6;135.1;95.5
78;Totaal;Totaal;5 tot 10 jaar;2006;165.5;150.6;15.0;249.3;150.6;98.8
79;Totaal;Totaal;5 tot 10 jaar;2007;164.3;149.4;14.9;251.4;149.4;102.0
80;Totaal;Totaal;5 tot 10 jaar;2008;160.1;145.8;14.3;246.4;145.8;100.6
81;Totaal;Totaal;5 tot 10 jaar;2009;151.5;137.0;14.5;230.7;137.0;93.7
82;Totaal;Totaal;5 tot 10 jaar;2010;135.4;119.7;15.7;208.3;119.7;88.6
83;Totaal;Totaal;5 tot 10 jaar;2011;143.6;129.9;13.7;207.7;129.9;77.7
84;Totaal;Totaal;5 tot 10 jaar;2012;150.9;135.5;15.3;212.5;135.5;77.0
85;Totaal;Totaal;5 tot 10 jaar;2013;160.6;135.6;25.0;227.1;135.6;91.5
86;Totaal;Totaal;5 tot 10 jaar;2014;155.5;132.2;23.3;211.0;132.2;78.8
87;Totaal;Totaal;5 tot 10 jaar;2015;149.6;129.9;19.7;195.9;129.9;66.0
88;Totaal;Totaal;5 tot 10 jaar;2016;149.8;128.9;20.8;187.6;128.9;58.7
89;Totaal;Totaal;5 tot 10 jaar;2017;136.3;119.4;16.9;163.6;119.4;44.2
90;Totaal;Totaal;5 tot 10 jaar;2018;117.1;100.9;16.2;139.5;100.9;38.6
91;Totaal;Totaal;5 tot 10 jaar;2019;103.5;88.4;15.1;124.2;88.4;35.8
92;Totaal;Totaal;5 tot 10 jaar;2020;101.9;87.1;14.8;120.2;87.1;33.1
93;Totaal;Totaal;10 jaar of ouder;1990;;;;;;
94;Totaal;Totaal;10 jaar of ouder;1991;;;;;;
95;Totaal;Totaal;10 jaar of ouder;1992;;;;;;
96;Totaal;Totaal;10 jaar of ouder;1993;;;;;;
97;Totaal;Totaal;10 jaar of ouder;1994;;;;;;
98;Totaal;Totaal;10 jaar of ouder;1995;;;;;;
99;Totaal;Totaal;10 jaar of ouder;1996;;;;;;
100;Totaal;Totaal;10 jaar of ouder;1997;;;;;;
101;Totaal;Totaal;10 jaar of ouder;1998;;;;;;
102;Totaal;Totaal;10 jaar of ouder;1999;;;;;;
103;Totaal;Totaal;10 jaar of ouder;2000;;;;;;
104;Totaal;Totaal;10 jaar of ouder;2001;;;;;;
105;Totaal;Totaal;10 jaar of ouder;2002;110.2;95.5;14.7;206.7;95.5;111.2
106;Totaal;Totaal;10 jaar of ouder;2003;106.4;92.3;14.1;199.6;92.3;107.3
107;Totaal;Totaal;10 jaar of ouder;2004;109.7;95.7;14.0;207.7;95.7;112.0
108;Totaal;Totaal;10 jaar of ouder;2005;118.7;104.4;14.3;229.5;104.4;125.1
109;Totaal;Totaal;10 jaar of ouder;2006;135.1;118.8;16.4;247.9;118.8;129.2
110;Totaal;Totaal;10 jaar of ouder;2007;141.8;124.4;17.4;273.3;124.4;148.9
111;Totaal;Totaal;10 jaar of ouder;2008;149.3;131.8;17.6;296.6;131.8;164.8
112;Totaal;Totaal;10 jaar of ouder;2009;162.9;142.4;20.5;319.1;142.4;176.7
113;Totaal;Totaal;10 jaar of ouder;2010;164.7;141.4;23.3;330.4;141.4;189.0
114;Totaal;Totaal;10 jaar of ouder;2011;177.9;153.6;24.3;345.1;153.6;191.6
