ID;GewichtVolleWagen;Brandstofsoort;LeeftijdVoertuig;Perioden;TotaalKilometersInNederland_1;KilometersDoorNederlandseVoertuigen_2;KilometersDoorBuitenlandseVoertuigen_3;TotaalKilometers_4;KilometersInNederland_5;KilometersInHetBuitenland_6
115;Totaal;Totaal;10 jaar of ouder;2012;170.2;144.7;25.5;344.2;144.7;199.5
116;Totaal;Totaal;10 jaar of ouder;2013;173.0;140.3;32.7;344.3;140.3;203.9
117;Totaal;Totaal;10 jaar of ouder;2014;174.8;141.6;33.1;341.1;141.6;199.5
118;Totaal;Totaal;10 jaar of ouder;2015;169.0;137.7;31.3;333.2;137.7;195.5
119;Totaal;Totaal;10 jaar of ouder;2016;181.0;145.4;35.6;341.6;145.4;196.2
120;Totaal;Totaal;10 jaar of ouder;2017;190.7;154.0;36.7;348.6;154.0;194.6
121;Totaal;Totaal;10 jaar of ouder;2018;197.1;157.7;39.4;350.9;157.7;193.2
122;Totaal;Totaal;10 jaar of ouder;2019;188.2;149.3;38.9;321.5;149.3;172.2
123;Totaal;Totaal;10 jaar of ouder;2020;161.9;135.0;26.9;262.2;135.0;127.2
124;Totaal;Diesel;Totaal;1990;;;;;;
125;Totaal;Diesel;Totaal;1991;;;;;;
126;Totaal;Diesel;Totaal;1992;;;;;;
127;Totaal;Diesel;Totaal;1993;;;;;;
128;Totaal;Diesel;Totaal;1994;;;;;;
129;Totaal;Diesel;Totaal;1995;;;;;;
130;Totaal;Diesel;Totaal;1996;;;;;;
131;Totaal;Diesel;Totaal;1997;;;;;;
132;Totaal;Diesel;Totaal;1998;;;;;;
133;Totaal;Diesel;Totaal;1999;;;;;;
134;Totaal;Diesel;Totaal;2000;;;;;;
135;Totaal;Diesel;Totaal;2001;;;;;;
136;Totaal;Diesel;Totaal;2002;372.2;337.2;34.9;577.0;337.2;239.8
137;Totaal;Diesel;Totaal;2003;381.6;346.3;35.3;588.7;346.3;242.5
138;Totaal;Diesel;Totaal;2004;391.4;355.2;36.2;609.2;355.2;254.0
139;Totaal;Diesel;Totaal;2005;417.9;379.8;38.1;662.2;379.8;282.4
140;Totaal;Diesel;Totaal;2006;448.7;406.0;42.7;691.1;406.0;285.1
141;Totaal;Diesel;Totaal;2007;461.8;417.3;44.5;725.5;417.3;308.2
142;Totaal;Diesel;Totaal;2008;477.3;432.2;45.1;754.1;432.2;321.9
143;Totaal;Diesel;Totaal;2009;489.4;440.8;48.6;762.5;440.8;321.6
144;Totaal;Diesel;Totaal;2010;468.6;412.6;56.0;747.9;412.6;335.2
145;Totaal;Diesel;Totaal;2011;489.1;438.7;50.4;754.0;438.7;315.3
146;Totaal;Diesel;Totaal;2012;464.5;412.4;52.1;725.4;412.4;313.0
147;Totaal;Diesel;Totaal;2013;442.8;370.8;72.1;698.7;370.8;328.0
148;Totaal;Diesel;Totaal;2014;429.9;360.1;69.8;672.7;360.1;312.6
149;Totaal;Diesel;Totaal;2015;426.2;360.6;65.6;664.8;360.6;304.2
150;Totaal;Diesel;Totaal;2016;451.1;375.9;75.2;680.1;375.9;304.2
151;Totaal;Diesel;Totaal;2017;453.3;379.6;73.7;670.3;379.6;290.7
152;Totaal;Diesel;Totaal;2018;445.7;367.1;78.6;657.7;367.1;290.6
153;Totaal;Diesel;Totaal;2019;438.1;358.1;80.0;630.3;358.1;272.2
154;Totaal;Diesel;Totaal;2020;423.1;354.1;69.0;574.6;354.1;220.5
155;Totaal;Diesel;0 tot 5 jaar;1990;;;;;;
156;Totaal;Diesel;0 tot 5 jaar;1991;;;;;;
157;Totaal;Diesel;0 tot 5 jaar;1992;;;;;;
158;Totaal;Diesel;0 tot 5 jaar;1993;;;;;;
159;Totaal;Diesel;0 tot 5 jaar;1994;;;;;;
160;Totaal;Diesel;0 tot 5 jaar;1995;;;;;;
161;Totaal;Diesel;0 tot 5 jaar;1996;;;;;;
162;Totaal;Diesel;0 tot 5 jaar;1997;;;;;;
163;Totaal;Diesel;0 tot 5 jaar;1998;;;;;;
164;Totaal;Diesel;0 tot 5 jaar;1999;;;;;;
165;Totaal;Diesel;0 tot 5 jaar;2000;;;;;;
166;Totaal;Diesel;0 tot 5 jaar;2001;;;;;;
167;Totaal;Diesel;0 tot 5 jaar;2002;168.0;155.2;12.9;236.4;155.2;81.2
168;Totaal;Diesel;0 tot 5 jaar;2003;170.8;158.0;12.8;237.9;158.0;79.9
169;Totaal;Diesel;0 tot 5 jaar;2004;164.8;152.3;12.5;229.0;152.3;76.7
170;Totaal;Diesel;0 tot 5 jaar;2005;160.2;147.9;12.3;224.7;147.9;76.8
171;Totaal;Diesel;0 tot 5 jaar;2006;158.2;145.3;12.9;216.9;145.3;71.6
172;Totaal;Diesel;0 tot 5 jaar;2007;165.8;152.1;13.8;225.3;152.1;73.2
173;Totaal;Diesel;0 tot 5 jaar;2008;177.8;163.1;14.7;236.3;163.1;73.2
174;Totaal;Diesel;0 tot 5 jaar;2009;184.5;169.4;15.1;237.1;169.4;67.7
175;Totaal;Diesel;0 tot 5 jaar;2010;178.0;159.5;18.5;233.0;159.5;73.5
176;Totaal;Diesel;0 tot 5 jaar;2011;176.7;162.8;14.0;223.7;162.8;60.9
177;Totaal;Diesel;0 tot 5 jaar;2012;151.0;138.3;12.7;189.1;138.3;50.8
178;Totaal;Diesel;0 tot 5 jaar;2013;117.5;101.4;16.2;147.7;101.4;46.4
179;Totaal;Diesel;0 tot 5 jaar;2014;108.0;92.9;15.1;139.4;92.9;46.6
180;Totaal;Diesel;0 tot 5 jaar;2015;114.9;98.9;16.1;153.0;98.9;54.1
181;Totaal;Diesel;0 tot 5 jaar;2016;128.1;107.6;20.4;168.1;107.6;60.5
182;Totaal;Diesel;0 tot 5 jaar;2017;134.7;113.0;21.7;175.3;113.0;62.4
183;Totaal;Diesel;0 tot 5 jaar;2018;141.1;116.3;24.9;185.8;116.3;69.5
184;Totaal;Diesel;0 tot 5 jaar;2019;155.1;127.2;27.9;200.9;127.2;73.7
185;Totaal;Diesel;0 tot 5 jaar;2020;166.2;137.8;28.4;205.1;137.8;67.3
186;Totaal;Diesel;5 tot 10 jaar;1990;;;;;;
187;Totaal;Diesel;5 tot 10 jaar;1991;;;;;;
188;Totaal;Diesel;5 tot 10 jaar;1992;;;;;;
189;Totaal;Diesel;5 tot 10 jaar;1993;;;;;;
190;Totaal;Diesel;5 tot 10 jaar;1994;;;;;;
191;Totaal;Diesel;5 tot 10 jaar;1995;;;;;;
192;Totaal;Diesel;5 tot 10 jaar;1996;;;;;;
193;Totaal;Diesel;5 tot 10 jaar;1997;;;;;;
194;Totaal;Diesel;5 tot 10 jaar;1998;;;;;;
195;Totaal;Diesel;5 tot 10 jaar;1999;;;;;;
196;Totaal;Diesel;5 tot 10 jaar;2000;;;;;;
197;Totaal;Diesel;5 tot 10 jaar;2001;;;;;;
198;Totaal;Diesel;5 tot 10 jaar;2002;102.9;93.8;9.1;155.5;93.8;61.6
199;Totaal;Diesel;5 tot 10 jaar;2003;112.9;102.9;10.0;170.7;102.9;67.8
200;Totaal;Diesel;5 tot 10 jaar;2004;124.4;113.4;11.1;191.2;113.4;77.8
201;Totaal;Diesel;5 tot 10 jaar;2005;147.2;134.4;12.8;228.6;134.4;94.2
202;Totaal;Diesel;5 tot 10 jaar;2006;164.7;149.8;14.8;247.4;149.8;97.6
203;Totaal;Diesel;5 tot 10 jaar;2007;163.8;149.0;14.8;250.1;149.0;101.1
204;Totaal;Diesel;5 tot 10 jaar;2008;159.8;145.5;14.3;245.4;145.5;99.9
205;Totaal;Diesel;5 tot 10 jaar;2009;151.1;136.6;14.5;229.5;136.6;92.9
206;Totaal;Diesel;5 tot 10 jaar;2010;135.1;119.4;15.7;207.5;119.4;88.0
207;Totaal;Diesel;5 tot 10 jaar;2011;143.3;129.7;13.6;206.9;129.7;77.3
208;Totaal;Diesel;5 tot 10 jaar;2012;150.6;135.3;15.3;212.0;135.3;76.6
209;Totaal;Diesel;5 tot 10 jaar;2013;160.4;135.4;24.9;226.6;135.4;91.2
210;Totaal;Diesel;5 tot 10 jaar;2014;155.1;131.9;23.2;210.6;131.9;78.7
211;Totaal;Diesel;5 tot 10 jaar;2015;148.7;129.1;19.6;194.9;129.1;65.8
212;Totaal;Diesel;5 tot 10 jaar;2016;148.5;127.8;20.7;186.3;127.8;58.5
213;Totaal;Diesel;5 tot 10 jaar;2017;134.4;117.6;16.8;161.6;117.6;44.0
214;Totaal;Diesel;5 tot 10 jaar;2018;114.4;98.4;16.0;136.8;98.4;38.4
215;Totaal;Diesel;5 tot 10 jaar;2019;100.8;85.9;14.9;121.4;85.9;35.5
216;Totaal;Diesel;5 tot 10 jaar;2020;99.6;85.0;14.6;117.9;85.0;32.9
217;Totaal;Diesel;10 jaar of ouder;1990;;;;;;
218;Totaal;Diesel;10 jaar of ouder;1991;;;;;;
219;Totaal;Diesel;10 jaar of ouder;1992;;;;;;
220;Totaal;Diesel;10 jaar of ouder;1993;;;;;;
221;Totaal;Diesel;10 jaar of ouder;1994;;;;;;
222;Totaal;Diesel;10 jaar of ouder;1995;;;;;;
223;Totaal;Diesel;10 jaar of ouder;1996;;;;;;
224;Totaal;Diesel;10 jaar of ouder;1997;;;;;;
225;Totaal;Diesel;10 jaar of ouder;1998;;;;;;
226;Totaal;Diesel;10 jaar of ouder;1999;;;;;;
227;Totaal;Diesel;10 jaar of ouder;2000;;;;;;
228;Totaal;Diesel;10 jaar of ouder;2001;;;;;;
229;Totaal;Diesel;10 jaar of ouder;2002;101.2;88.2;13.0;185.2;88.2;97.0
230;Totaal;Diesel;10 jaar of ouder;2003;98.0;85.4;12.6;180.1;85.4;94.8
231;Totaal;Diesel;10 jaar of ouder;2004;102.1;89.5;12.6;189.0;89.5;99.5
232;Totaal;Diesel;10 jaar of ouder;2005;110.4;97.4;13.0;208.9;97.4;111.5
233;Totaal;Diesel;10 jaar of ouder;2006;125.8;110.9;14.9;226.8;110.9;115.9
234;Totaal;Diesel;10 jaar of ouder;2007;132.2;116.2;15.9;250.1;116.2;133.9
235;Totaal;Diesel;10 jaar of ouder;2008;139.8;123.6;16.2;272.4;123.6;148.8
236;Totaal;Diesel;10 jaar of ouder;2009;153.8;134.8;19.0;295.9;134.8;161.1
237;Totaal;Diesel;10 jaar of ouder;2010;155.5;133.7;21.9;307.4;133.7;173.7
238;Totaal;Diesel;10 jaar of ouder;2011;169.0;146.2;22.8;323.4;146.2;177.2
239;Totaal;Diesel;10 jaar of ouder;2012;162.9;138.8;24.1;324.4;138.8;185.6
240;Totaal;Diesel;10 jaar of ouder;2013;164.9;133.9;31.0;324.3;133.9;190.4
241;Totaal;Diesel;10 jaar of ouder;2014;166.8;135.3;31.5;322.7;135.3;187.4
242;Totaal;Diesel;10 jaar of ouder;2015;162.5;132.7;29.9;316.9;132.7;184.2
243;Totaal;Diesel;10 jaar of ouder;2016;174.5;140.5;34.1;325.7;140.5;185.2
244;Totaal;Diesel;10 jaar of ouder;2017;184.3;149.1;35.2;333.4;149.1;184.3
245;Totaal;Diesel;10 jaar of ouder;2018;190.2;152.4;37.7;335.1;152.4;182.7
246;Totaal;Diesel;10 jaar of ouder;2019;182.3;145.0;37.3;307.9;145.0;163.0
247;Totaal;Diesel;10 jaar of ouder;2020;157.3;131.3;26.0;251.6;131.3;120.3
248;Totaal;Overige (excl. Diesel);Totaal;1990;;;;;;
249;Totaal;Overige (excl. Diesel);Totaal;1991;;;;;;
250;Totaal;Overige (excl. Diesel);Totaal;1992;;;;;;
251;Totaal;Overige (excl. Diesel);Totaal;1993;;;;;;
252;Totaal;Overige (excl. Diesel);Totaal;1994;;;;;;
253;Totaal;Overige (excl. Diesel);Totaal;1995;;;;;;
254;Totaal;Overige (excl. Diesel);Totaal;1996;;;;;;
255;Totaal;Overige (excl. Diesel);Totaal;1997;;;;;;
256;Totaal;Overige (excl. Diesel);Totaal;1998;;;;;;
257;Totaal;Overige (excl. Diesel);Totaal;1999;;;;;;
258;Totaal;Overige (excl. Diesel);Totaal;2000;;;;;;
259;Totaal;Overige (excl. Diesel);Totaal;2001;;;;;;
260;Totaal;Overige (excl. Diesel);Totaal;2002;10.1;8.2;1.9;24.1;8.2;15.9
261;Totaal;Overige (excl. Diesel);Totaal;2003;9.4;7.7;1.7;21.6;7.7;13.8
262;Totaal;Overige (excl. Diesel);Totaal;2004;8.5;7.0;1.5;20.8;7.0;13.8
263;Totaal;Overige (excl. Diesel);Totaal;2005;9.2;7.7;1.5;22.8;7.7;15.0
264;Totaal;Overige (excl. Diesel);Totaal;2006;10.3;8.7;1.6;23.2;8.7;14.5
265;Totaal;Overige (excl. Diesel);Totaal;2007;10.3;8.7;1.6;24.8;8.7;16.1
266;Totaal;Overige (excl. Diesel);Totaal;2008;10.2;8.7;1.5;25.8;8.7;17.1
267;Totaal;Overige (excl. Diesel);Totaal;2009;9.8;8.3;1.6;24.9;8.3;16.6
268;Totaal;Overige (excl. Diesel);Totaal;2010;10.1;8.6;1.6;24.5;8.6;16.0
269;Totaal;Overige (excl. Diesel);Totaal;2011;10.3;8.7;1.6;23.6;8.7;15.0
270;Totaal;Overige (excl. Diesel);Totaal;2012;9.2;7.7;1.5;22.1;7.7;14.4
271;Totaal;Overige (excl. Diesel);Totaal;2013;10.7;8.7;2.0;22.9;8.7;14.2
272;Totaal;Overige (excl. Diesel);Totaal;2014;11.6;9.6;2.0;22.3;9.6;12.6
273;Totaal;Overige (excl. Diesel);Totaal;2015;10.1;8.4;1.6;20.1;8.4;11.7
274;Totaal;Overige (excl. Diesel);Totaal;2016;10.4;8.6;1.8;20.0;8.6;11.3
275;Totaal;Overige (excl. Diesel);Totaal;2017;12.1;10.1;2.0;21.6;10.1;11.5
276;Totaal;Overige (excl. Diesel);Totaal;2018;13.7;11.2;2.5;23.7;11.2;12.5
277;Totaal;Overige (excl. Diesel);Totaal;2019;12.4;10.2;2.2;20.3;10.2;10.1
278;Totaal;Overige (excl. Diesel);Totaal;2020;11.1;9.7;1.4;17.2;9.7;7.4
279;Totaal;Overige (excl. Diesel);0 tot 5 jaar;1990;;;;;;
280;Totaal;Overige (excl. Diesel);0 tot 5 jaar;1991;;;;;;
281;Totaal;Overige (excl. Diesel);0 tot 5 jaar;1992;;;;;;
282;Totaal;Overige (excl. Diesel);0 tot 5 jaar;1993;;;;;;
283;Totaal;Overige (excl. Diesel);0 tot 5 jaar;1994;;;;;;
284;Totaal;Overige (excl. Diesel);0 tot 5 jaar;1995;;;;;;
285;Totaal;Overige (excl. Diesel);0 tot 5 jaar;1996;;;;;;
286;Totaal;Overige (excl. Diesel);0 tot 5 jaar;1997;;;;;;
287;Totaal;Overige (excl. Diesel);0 tot 5 jaar;1998;;;;;;
288;Totaal;Overige (excl. Diesel);0 tot 5 jaar;1999;;;;;;
289;Totaal;Overige (excl. Diesel);0 tot 5 jaar;2000;;;;;;
290;Totaal;Overige (excl. Diesel);0 tot 5 jaar;2001;;;;;;
291;Totaal;Overige (excl. Diesel);0 tot 5 jaar;2002;0.4;0.4;0.0;0.6;0.4;0.2
292;Totaal;Overige (excl. Diesel);0 tot 5 jaar;2003;0.3;0.3;0.0;0.4;0.3;0.1
293;Totaal;Overige (excl. Diesel);0 tot 5 jaar;2004;0.2;0.2;0.0;0.3;0.2;0.1
294;Totaal;Overige (excl. Diesel);0 tot 5 jaar;2005;0.1;0.1;0.0;0.2;0.1;0.1
295;Totaal;Overige (excl. Diesel);0 tot 5 jaar;2006;0.1;0.1;0.0;0.2;0.1;0.1
296;Totaal;Overige (excl. Diesel);0 tot 5 jaar;2007;0.2;0.2;0.0;0.4;0.2;0.2
297;Totaal;Overige (excl. Diesel);0 tot 5 jaar;2008;0.2;0.2;0.0;0.5;0.2;0.3
298;Totaal;Overige (excl. Diesel);0 tot 5 jaar;2009;0.3;0.3;0.0;0.5;0.3;0.2
299;Totaal;Overige (excl. Diesel);0 tot 5 jaar;2010;0.6;0.6;0.0;0.7;0.6;0.1
300;Totaal;Overige (excl. Diesel);0 tot 5 jaar;2011;1.1;1.0;0.0;1.1;1.0;0.1
301;Totaal;Overige (excl. Diesel);0 tot 5 jaar;2012;1.6;1.6;0.0;1.7;1.6;0.1
302;Totaal;Overige (excl. Diesel);0 tot 5 jaar;2013;2.4;2.1;0.3;2.5;2.1;0.4
303;Totaal;Overige (excl. Diesel);0 tot 5 jaar;2014;3.3;3.0;0.3;3.4;3.0;0.4
304;Totaal;Overige (excl. Diesel);0 tot 5 jaar;2015;2.7;2.6;0.2;2.8;2.6;0.2
305;Totaal;Overige (excl. Diesel);0 tot 5 jaar;2016;2.7;2.5;0.2;2.7;2.5;0.2
306;Totaal;Overige (excl. Diesel);0 tot 5 jaar;2017;3.8;3.4;0.4;4.4;3.4;1.0
307;Totaal;Overige (excl. Diesel);0 tot 5 jaar;2018;4.1;3.5;0.6;5.1;3.5;1.7
308;Totaal;Overige (excl. Diesel);0 tot 5 jaar;2019;3.7;3.3;0.4;4.0;3.3;0.7
309;Totaal;Overige (excl. Diesel);0 tot 5 jaar;2020;4.2;3.9;0.3;4.2;3.9;0.3
310;Totaal;Overige (excl. Diesel);5 tot 10 jaar;1990;;;;;;
311;Totaal;Overige (excl. Diesel);5 tot 10 jaar;1991;;;;;;
312;Totaal;Overige (excl. Diesel);5 tot 10 jaar;1992;;;;;;
313;Totaal;Overige (excl. Diesel);5 tot 10 jaar;1993;;;;;;
314;Totaal;Overige (excl. Diesel);5 tot 10 jaar;1994;;;;;;
315;Totaal;Overige (excl. Diesel);5 tot 10 jaar;1995;;;;;;
316;Totaal;Overige (excl. Diesel);5 tot 10 jaar;1996;;;;;;
317;Totaal;Overige (excl. Diesel);5 tot 10 jaar;1997;;;;;;
318;Totaal;Overige (excl. Diesel);5 tot 10 jaar;1998;;;;;;
