ID;Transacties;InstitutioneleSectoren;Perioden;Overheidsinkomsten_1
7675;D21 Productgebonden belastingen;Rijksoverheid;2005 4e kwartaal;16585
7676;D21 Productgebonden belastingen;Rijksoverheid;2005;60405
7677;D21 Productgebonden belastingen;Rijksoverheid;2006 1e kwartaal;15233
7678;D21 Productgebonden belastingen;Rijksoverheid;2006 2e kwartaal;16094
7679;D21 Productgebonden belastingen;Rijksoverheid;2006 3e kwartaal;15821
7680;D21 Productgebonden belastingen;Rijksoverheid;2006 4e kwartaal;17738
7681;D21 Productgebonden belastingen;Rijksoverheid;2006;64886
7682;D21 Productgebonden belastingen;Rijksoverheid;2007 1e kwartaal;16792
7683;D21 Productgebonden belastingen;Rijksoverheid;2007 2e kwartaal;16364
7684;D21 Productgebonden belastingen;Rijksoverheid;2007 3e kwartaal;15347
7685;D21 Productgebonden belastingen;Rijksoverheid;2007 4e kwartaal;18417
7686;D21 Productgebonden belastingen;Rijksoverheid;2007;66920
7687;D21 Productgebonden belastingen;Rijksoverheid;2008 1e kwartaal;16744
7688;D21 Productgebonden belastingen;Rijksoverheid;2008 2e kwartaal;18013
7689;D21 Productgebonden belastingen;Rijksoverheid;2008 3e kwartaal;16894
7690;D21 Productgebonden belastingen;Rijksoverheid;2008 4e kwartaal;17920
7691;D21 Productgebonden belastingen;Rijksoverheid;2008;69571
7692;D21 Productgebonden belastingen;Rijksoverheid;2009 1e kwartaal;16272
7693;D21 Productgebonden belastingen;Rijksoverheid;2009 2e kwartaal;16532
7694;D21 Productgebonden belastingen;Rijksoverheid;2009 3e kwartaal;15663
7695;D21 Productgebonden belastingen;Rijksoverheid;2009 4e kwartaal;16687
7696;D21 Productgebonden belastingen;Rijksoverheid;2009;65154
7697;D21 Productgebonden belastingen;Rijksoverheid;2010 1e kwartaal;16332
7698;D21 Productgebonden belastingen;Rijksoverheid;2010 2e kwartaal;16839
7699;D21 Productgebonden belastingen;Rijksoverheid;2010 3e kwartaal;15596
7700;D21 Productgebonden belastingen;Rijksoverheid;2010 4e kwartaal;17434
7701;D21 Productgebonden belastingen;Rijksoverheid;2010;66201
7702;D21 Productgebonden belastingen;Rijksoverheid;2011 1e kwartaal;16520
7703;D21 Productgebonden belastingen;Rijksoverheid;2011 2e kwartaal;16355
7704;D21 Productgebonden belastingen;Rijksoverheid;2011 3e kwartaal;15862
7705;D21 Productgebonden belastingen;Rijksoverheid;2011 4e kwartaal;16692
7706;D21 Productgebonden belastingen;Rijksoverheid;2011;65429
7707;D21 Productgebonden belastingen;Rijksoverheid;2012 1e kwartaal;15741
7708;D21 Productgebonden belastingen;Rijksoverheid;2012 2e kwartaal;15993
7709;D21 Productgebonden belastingen;Rijksoverheid;2012 3e kwartaal;15259
7710;D21 Productgebonden belastingen;Rijksoverheid;2012 4e kwartaal;16774
7711;D21 Productgebonden belastingen;Rijksoverheid;2012;63767
7712;D21 Productgebonden belastingen;Rijksoverheid;2013 1e kwartaal;16493
7713;D21 Productgebonden belastingen;Rijksoverheid;2013 2e kwartaal;16688
7714;D21 Productgebonden belastingen;Rijksoverheid;2013 3e kwartaal;15850
7715;D21 Productgebonden belastingen;Rijksoverheid;2013 4e kwartaal;16833
7716;D21 Productgebonden belastingen;Rijksoverheid;2013;65864
7717;D21 Productgebonden belastingen;Rijksoverheid;2014 1e kwartaal;17200
7718;D21 Productgebonden belastingen;Rijksoverheid;2014 2e kwartaal;17450
7719;D21 Productgebonden belastingen;Rijksoverheid;2014 3e kwartaal;15744
7720;D21 Productgebonden belastingen;Rijksoverheid;2014 4e kwartaal;17099
7721;D21 Productgebonden belastingen;Rijksoverheid;2014;67493
7722;D21 Productgebonden belastingen;Rijksoverheid;2015 1e kwartaal;17475
7723;D21 Productgebonden belastingen;Rijksoverheid;2015 2e kwartaal;17537
7724;D21 Productgebonden belastingen;Rijksoverheid;2015 3e kwartaal;16746
7725;D21 Productgebonden belastingen;Rijksoverheid;2015 4e kwartaal;17925
7726;D21 Productgebonden belastingen;Rijksoverheid;2015;69683
7727;D21 Productgebonden belastingen;Rijksoverheid;2016 1e kwartaal;18904
7728;D21 Productgebonden belastingen;Rijksoverheid;2016 2e kwartaal;18487
7729;D21 Productgebonden belastingen;Rijksoverheid;2016 3e kwartaal;17697
7730;D21 Productgebonden belastingen;Rijksoverheid;2016 4e kwartaal;19262
7731;D21 Productgebonden belastingen;Rijksoverheid;2016;74350
7732;D21 Productgebonden belastingen;Rijksoverheid;2017 1e kwartaal;19616
7733;D21 Productgebonden belastingen;Rijksoverheid;2017 2e kwartaal;19525
7734;D21 Productgebonden belastingen;Rijksoverheid;2017 3e kwartaal;18392
7735;D21 Productgebonden belastingen;Rijksoverheid;2017 4e kwartaal;19909
7736;D21 Productgebonden belastingen;Rijksoverheid;2017;77442
7737;D21 Productgebonden belastingen;Rijksoverheid;2018 1e kwartaal;20980
7738;D21 Productgebonden belastingen;Rijksoverheid;2018 2e kwartaal;20636
7739;D21 Productgebonden belastingen;Rijksoverheid;2018 3e kwartaal;19517
7740;D21 Productgebonden belastingen;Rijksoverheid;2018 4e kwartaal;21068
7741;D21 Productgebonden belastingen;Rijksoverheid;2018;82201
7742;D21 Productgebonden belastingen;Rijksoverheid;2019 1e kwartaal;22355
7743;D21 Productgebonden belastingen;Rijksoverheid;2019 2e kwartaal;22400
7744;D21 Productgebonden belastingen;Rijksoverheid;2019 3e kwartaal;21019
7745;D21 Productgebonden belastingen;Rijksoverheid;2019 4e kwartaal;22804
7746;D21 Productgebonden belastingen;Rijksoverheid;2019;88578
7747;D21 Productgebonden belastingen;Rijksoverheid;2020 1e kwartaal;22996
7748;D21 Productgebonden belastingen;Rijksoverheid;2020 2e kwartaal;21235
7749;D21 Productgebonden belastingen;Rijksoverheid;2020 3e kwartaal;21881
7750;D21 Productgebonden belastingen;Rijksoverheid;2020 4e kwartaal;23340
7751;D21 Productgebonden belastingen;Rijksoverheid;2020;89452
7752;D21 Productgebonden belastingen;Rijksoverheid;2021 1e kwartaal;23512
7753;D21 Productgebonden belastingen;Rijksoverheid;2021 2e kwartaal;24544
7754;D21 Productgebonden belastingen;Rijksoverheid;2021 3e kwartaal;23770
7755;D21 Productgebonden belastingen;Rijksoverheid;2021 4e kwartaal;25674
7756;D21 Productgebonden belastingen;Rijksoverheid;2021;97500
7757;D21 Productgebonden belastingen;Rijksoverheid;2022 1e kwartaal;25674
7758;D21 Productgebonden belastingen;Rijksoverheid;2022 2e kwartaal;25763
7759;D21 Productgebonden belastingen;Rijksoverheid;2022 3e kwartaal;24119
7760;D21 Productgebonden belastingen;Rijksoverheid;2022 4e kwartaal;26095
7761;D21 Productgebonden belastingen;Rijksoverheid;2022;101651
7762;D21 Productgebonden belastingen;Rijksoverheid;2023 1e kwartaal;26920
7763;D21 Productgebonden belastingen;Rijksoverheid;2023 2e kwartaal;27232
7764;D21 Productgebonden belastingen;Rijksoverheid;2023 3rd kwartaal;25669
7765;D21 Productgebonden belastingen;Rijksoverheid;2023 4e kwartaal;26666
7766;D21 Productgebonden belastingen;Rijksoverheid;2023;106487
7767;D21 Productgebonden belastingen;Rijksoverheid;2024 1e kwartaal;28351
7768;D21 Productgebonden belastingen;Rijksoverheid;2024 2e kwartaal;28429
7769;D21 Productgebonden belastingen;Rijksoverheid;2024 3e kwartaal;26531
7770;D21 Productgebonden belastingen;Rijksoverheid;2024 4e kwartaal;28767
7771;D21 Productgebonden belastingen;Rijksoverheid;2024;112078
7772;D21 Productgebonden belastingen;Overige centrale overheid;1995;0
7773;D21 Productgebonden belastingen;Overige centrale overheid;1996;0
7774;D21 Productgebonden belastingen;Overige centrale overheid;1997;0
7775;D21 Productgebonden belastingen;Overige centrale overheid;1998;0
7776;D21 Productgebonden belastingen;Overige centrale overheid;1999 1e kwartaal;0
7777;D21 Productgebonden belastingen;Overige centrale overheid;1999 2e kwartaal;0
7778;D21 Productgebonden belastingen;Overige centrale overheid;1999 3e kwartaal;0
7779;D21 Productgebonden belastingen;Overige centrale overheid;1999 4e kwartaal;0
7780;D21 Productgebonden belastingen;Overige centrale overheid;1999;0
7781;D21 Productgebonden belastingen;Overige centrale overheid;2000 1e kwartaal;0
7782;D21 Productgebonden belastingen;Overige centrale overheid;2000 2e kwartaal;0
7783;D21 Productgebonden belastingen;Overige centrale overheid;2000 3e kwartaal;0
7784;D21 Productgebonden belastingen;Overige centrale overheid;2000 4e kwartaal;0
7785;D21 Productgebonden belastingen;Overige centrale overheid;2000;0
7786;D21 Productgebonden belastingen;Overige centrale overheid;2001 1e kwartaal;0
7787;D21 Productgebonden belastingen;Overige centrale overheid;2001 2e kwartaal;0
7788;D21 Productgebonden belastingen;Overige centrale overheid;2001 3e kwartaal;0
7789;D21 Productgebonden belastingen;Overige centrale overheid;2001 4e kwartaal;0
7790;D21 Productgebonden belastingen;Overige centrale overheid;2001;0
7791;D21 Productgebonden belastingen;Overige centrale overheid;2002 1e kwartaal;0
7792;D21 Productgebonden belastingen;Overige centrale overheid;2002 2e kwartaal;0
7793;D21 Productgebonden belastingen;Overige centrale overheid;2002 3e kwartaal;0
7794;D21 Productgebonden belastingen;Overige centrale overheid;2002 4e kwartaal;0
7795;D21 Productgebonden belastingen;Overige centrale overheid;2002;0
7796;D21 Productgebonden belastingen;Overige centrale overheid;2003 1e kwartaal;0
7797;D21 Productgebonden belastingen;Overige centrale overheid;2003 2e kwartaal;0
7798;D21 Productgebonden belastingen;Overige centrale overheid;2003 3e kwartaal;0
7799;D21 Productgebonden belastingen;Overige centrale overheid;2003 4e kwartaal;0
7800;D21 Productgebonden belastingen;Overige centrale overheid;2003;0
7801;D21 Productgebonden belastingen;Overige centrale overheid;2004 1e kwartaal;0
7802;D21 Productgebonden belastingen;Overige centrale overheid;2004 2e kwartaal;0
7803;D21 Productgebonden belastingen;Overige centrale overheid;2004 3e kwartaal;0
7804;D21 Productgebonden belastingen;Overige centrale overheid;2004 4e kwartaal;0
7805;D21 Productgebonden belastingen;Overige centrale overheid;2004;0
7806;D21 Productgebonden belastingen;Overige centrale overheid;2005 1e kwartaal;0
7807;D21 Productgebonden belastingen;Overige centrale overheid;2005 2e kwartaal;0
7808;D21 Productgebonden belastingen;Overige centrale overheid;2005 3e kwartaal;0
7809;D21 Productgebonden belastingen;Overige centrale overheid;2005 4e kwartaal;0
7810;D21 Productgebonden belastingen;Overige centrale overheid;2005;0
7811;D21 Productgebonden belastingen;Overige centrale overheid;2006 1e kwartaal;0
7812;D21 Productgebonden belastingen;Overige centrale overheid;2006 2e kwartaal;0
7813;D21 Productgebonden belastingen;Overige centrale overheid;2006 3e kwartaal;0
7814;D21 Productgebonden belastingen;Overige centrale overheid;2006 4e kwartaal;0
7815;D21 Productgebonden belastingen;Overige centrale overheid;2006;0
7816;D21 Productgebonden belastingen;Overige centrale overheid;2007 1e kwartaal;0
7817;D21 Productgebonden belastingen;Overige centrale overheid;2007 2e kwartaal;0
7818;D21 Productgebonden belastingen;Overige centrale overheid;2007 3e kwartaal;0
7819;D21 Productgebonden belastingen;Overige centrale overheid;2007 4e kwartaal;0
7820;D21 Productgebonden belastingen;Overige centrale overheid;2007;0
7821;D21 Productgebonden belastingen;Overige centrale overheid;2008 1e kwartaal;0
7822;D21 Productgebonden belastingen;Overige centrale overheid;2008 2e kwartaal;0
7823;D21 Productgebonden belastingen;Overige centrale overheid;2008 3e kwartaal;0
7824;D21 Productgebonden belastingen;Overige centrale overheid;2008 4e kwartaal;0
7825;D21 Productgebonden belastingen;Overige centrale overheid;2008;0
7826;D21 Productgebonden belastingen;Overige centrale overheid;2009 1e kwartaal;0
7827;D21 Productgebonden belastingen;Overige centrale overheid;2009 2e kwartaal;0
7828;D21 Productgebonden belastingen;Overige centrale overheid;2009 3e kwartaal;0
7829;D21 Productgebonden belastingen;Overige centrale overheid;2009 4e kwartaal;0
7830;D21 Productgebonden belastingen;Overige centrale overheid;2009;0
7831;D21 Productgebonden belastingen;Overige centrale overheid;2010 1e kwartaal;0
7832;D21 Productgebonden belastingen;Overige centrale overheid;2010 2e kwartaal;0
7833;D21 Productgebonden belastingen;Overige centrale overheid;2010 3e kwartaal;0
7834;D21 Productgebonden belastingen;Overige centrale overheid;2010 4e kwartaal;0
7835;D21 Productgebonden belastingen;Overige centrale overheid;2010;0
7836;D21 Productgebonden belastingen;Overige centrale overheid;2011 1e kwartaal;0
7837;D21 Productgebonden belastingen;Overige centrale overheid;2011 2e kwartaal;0
7838;D21 Productgebonden belastingen;Overige centrale overheid;2011 3e kwartaal;0
7839;D21 Productgebonden belastingen;Overige centrale overheid;2011 4e kwartaal;0
7840;D21 Productgebonden belastingen;Overige centrale overheid;2011;0
7841;D21 Productgebonden belastingen;Overige centrale overheid;2012 1e kwartaal;0
7842;D21 Productgebonden belastingen;Overige centrale overheid;2012 2e kwartaal;0
7843;D21 Productgebonden belastingen;Overige centrale overheid;2012 3e kwartaal;0
7844;D21 Productgebonden belastingen;Overige centrale overheid;2012 4e kwartaal;0
7845;D21 Productgebonden belastingen;Overige centrale overheid;2012;0
7846;D21 Productgebonden belastingen;Overige centrale overheid;2013 1e kwartaal;0
7847;D21 Productgebonden belastingen;Overige centrale overheid;2013 2e kwartaal;0
7848;D21 Productgebonden belastingen;Overige centrale overheid;2013 3e kwartaal;0
7849;D21 Productgebonden belastingen;Overige centrale overheid;2013 4e kwartaal;0
7850;D21 Productgebonden belastingen;Overige centrale overheid;2013;0
7851;D21 Productgebonden belastingen;Overige centrale overheid;2014 1e kwartaal;0
7852;D21 Productgebonden belastingen;Overige centrale overheid;2014 2e kwartaal;0
7853;D21 Productgebonden belastingen;Overige centrale overheid;2014 3e kwartaal;0
7854;D21 Productgebonden belastingen;Overige centrale overheid;2014 4e kwartaal;0
7855;D21 Productgebonden belastingen;Overige centrale overheid;2014;0
7856;D21 Productgebonden belastingen;Overige centrale overheid;2015 1e kwartaal;0
7857;D21 Productgebonden belastingen;Overige centrale overheid;2015 2e kwartaal;0
7858;D21 Productgebonden belastingen;Overige centrale overheid;2015 3e kwartaal;0
7859;D21 Productgebonden belastingen;Overige centrale overheid;2015 4e kwartaal;0
7860;D21 Productgebonden belastingen;Overige centrale overheid;2015;0
7861;D21 Productgebonden belastingen;Overige centrale overheid;2016 1e kwartaal;0
7862;D21 Productgebonden belastingen;Overige centrale overheid;2016 2e kwartaal;0
7863;D21 Productgebonden belastingen;Overige centrale overheid;2016 3e kwartaal;0
7864;D21 Productgebonden belastingen;Overige centrale overheid;2016 4e kwartaal;0
7865;D21 Productgebonden belastingen;Overige centrale overheid;2016;0
7866;D21 Productgebonden belastingen;Overige centrale overheid;2017 1e kwartaal;0
7867;D21 Productgebonden belastingen;Overige centrale overheid;2017 2e kwartaal;0
7868;D21 Productgebonden belastingen;Overige centrale overheid;2017 3e kwartaal;0
7869;D21 Productgebonden belastingen;Overige centrale overheid;2017 4e kwartaal;0
7870;D21 Productgebonden belastingen;Overige centrale overheid;2017;0
7871;D21 Productgebonden belastingen;Overige centrale overheid;2018 1e kwartaal;0
7872;D21 Productgebonden belastingen;Overige centrale overheid;2018 2e kwartaal;0
7873;D21 Productgebonden belastingen;Overige centrale overheid;2018 3e kwartaal;0
7874;D21 Productgebonden belastingen;Overige centrale overheid;2018 4e kwartaal;0
7875;D21 Productgebonden belastingen;Overige centrale overheid;2018;0
7876;D21 Productgebonden belastingen;Overige centrale overheid;2019 1e kwartaal;0
7877;D21 Productgebonden belastingen;Overige centrale overheid;2019 2e kwartaal;0
7878;D21 Productgebonden belastingen;Overige centrale overheid;2019 3e kwartaal;0
7879;D21 Productgebonden belastingen;Overige centrale overheid;2019 4e kwartaal;0
7880;D21 Productgebonden belastingen;Overige centrale overheid;2019;0
7881;D21 Productgebonden belastingen;Overige centrale overheid;2020 1e kwartaal;0
7882;D21 Productgebonden belastingen;Overige centrale overheid;2020 2e kwartaal;0
7883;D21 Productgebonden belastingen;Overige centrale overheid;2020 3e kwartaal;0
7884;D21 Productgebonden belastingen;Overige centrale overheid;2020 4e kwartaal;0
7885;D21 Productgebonden belastingen;Overige centrale overheid;2020;0
7886;D21 Productgebonden belastingen;Overige centrale overheid;2021 1e kwartaal;0
7887;D21 Productgebonden belastingen;Overige centrale overheid;2021 2e kwartaal;0
7888;D21 Productgebonden belastingen;Overige centrale overheid;2021 3e kwartaal;0
7889;D21 Productgebonden belastingen;Overige centrale overheid;2021 4e kwartaal;0
7890;D21 Productgebonden belastingen;Overige centrale overheid;2021;0
7891;D21 Productgebonden belastingen;Overige centrale overheid;2022 1e kwartaal;0
7892;D21 Productgebonden belastingen;Overige centrale overheid;2022 2e kwartaal;0
7893;D21 Productgebonden belastingen;Overige centrale overheid;2022 3e kwartaal;0
7894;D21 Productgebonden belastingen;Overige centrale overheid;2022 4e kwartaal;0
7895;D21 Productgebonden belastingen;Overige centrale overheid;2022;0
7896;D21 Productgebonden belastingen;Overige centrale overheid;2023 1e kwartaal;0
7897;D21 Productgebonden belastingen;Overige centrale overheid;2023 2e kwartaal;0
7898;D21 Productgebonden belastingen;Overige centrale overheid;2023 3rd kwartaal;0
7899;D21 Productgebonden belastingen;Overige centrale overheid;2023 4e kwartaal;0
7900;D21 Productgebonden belastingen;Overige centrale overheid;2023;0
7901;D21 Productgebonden belastingen;Overige centrale overheid;2024 1e kwartaal;0
7902;D21 Productgebonden belastingen;Overige centrale overheid;2024 2e kwartaal;0
7903;D21 Productgebonden belastingen;Overige centrale overheid;2024 3e kwartaal;0
7904;D21 Productgebonden belastingen;Overige centrale overheid;2024 4e kwartaal;0
7905;D21 Productgebonden belastingen;Overige centrale overheid;2024;0
7906;D21 Productgebonden belastingen;Lokale overheid;1995;53
7907;D21 Productgebonden belastingen;Lokale overheid;1996;57
7908;D21 Productgebonden belastingen;Lokale overheid;1997;59
7909;D21 Productgebonden belastingen;Lokale overheid;1998;68
7910;D21 Productgebonden belastingen;Lokale overheid;1999 1e kwartaal;7
7911;D21 Productgebonden belastingen;Lokale overheid;1999 2e kwartaal;22
7912;D21 Productgebonden belastingen;Lokale overheid;1999 3e kwartaal;26
7913;D21 Productgebonden belastingen;Lokale overheid;1999 4e kwartaal;19
7914;D21 Productgebonden belastingen;Lokale overheid;1999;74
7915;D21 Productgebonden belastingen;Lokale overheid;2000 1e kwartaal;8
7916;D21 Productgebonden belastingen;Lokale overheid;2000 2e kwartaal;25
7917;D21 Productgebonden belastingen;Lokale overheid;2000 3e kwartaal;29
7918;D21 Productgebonden belastingen;Lokale overheid;2000 4e kwartaal;21
7919;D21 Productgebonden belastingen;Lokale overheid;2000;83
7920;D21 Productgebonden belastingen;Lokale overheid;2001 1e kwartaal;10
7921;D21 Productgebonden belastingen;Lokale overheid;2001 2e kwartaal;29
7922;D21 Productgebonden belastingen;Lokale overheid;2001 3e kwartaal;32
7923;D21 Productgebonden belastingen;Lokale overheid;2001 4e kwartaal;24
7924;D21 Productgebonden belastingen;Lokale overheid;2001;95
7925;D21 Productgebonden belastingen;Lokale overheid;2002 1e kwartaal;10
7926;D21 Productgebonden belastingen;Lokale overheid;2002 2e kwartaal;30
7927;D21 Productgebonden belastingen;Lokale overheid;2002 3e kwartaal;36
7928;D21 Productgebonden belastingen;Lokale overheid;2002 4e kwartaal;25
7929;D21 Productgebonden belastingen;Lokale overheid;2002;101
7930;D21 Productgebonden belastingen;Lokale overheid;2003 1e kwartaal;10
7931;D21 Productgebonden belastingen;Lokale overheid;2003 2e kwartaal;29
7932;D21 Productgebonden belastingen;Lokale overheid;2003 3e kwartaal;33
7933;D21 Productgebonden belastingen;Lokale overheid;2003 4e kwartaal;24
7934;D21 Productgebonden belastingen;Lokale overheid;2003;96
7935;D21 Productgebonden belastingen;Lokale overheid;2004 1e kwartaal;11
7936;D21 Productgebonden belastingen;Lokale overheid;2004 2e kwartaal;32
7937;D21 Productgebonden belastingen;Lokale overheid;2004 3e kwartaal;36
7938;D21 Productgebonden belastingen;Lokale overheid;2004 4e kwartaal;26
7939;D21 Productgebonden belastingen;Lokale overheid;2004;105
7940;D21 Productgebonden belastingen;Lokale overheid;2005 1e kwartaal;11
7941;D21 Productgebonden belastingen;Lokale overheid;2005 2e kwartaal;32
7942;D21 Productgebonden belastingen;Lokale overheid;2005 3e kwartaal;38
7943;D21 Productgebonden belastingen;Lokale overheid;2005 4e kwartaal;27
7944;D21 Productgebonden belastingen;Lokale overheid;2005;108
7945;D21 Productgebonden belastingen;Lokale overheid;2006 1e kwartaal;16
7946;D21 Productgebonden belastingen;Lokale overheid;2006 2e kwartaal;33
7947;D21 Productgebonden belastingen;Lokale overheid;2006 3e kwartaal;43
7948;D21 Productgebonden belastingen;Lokale overheid;2006 4e kwartaal;22
7949;D21 Productgebonden belastingen;Lokale overheid;2006;114
7950;D21 Productgebonden belastingen;Lokale overheid;2007 1e kwartaal;18
7951;D21 Productgebonden belastingen;Lokale overheid;2007 2e kwartaal;36
7952;D21 Productgebonden belastingen;Lokale overheid;2007 3e kwartaal;47
7953;D21 Productgebonden belastingen;Lokale overheid;2007 4e kwartaal;24
7954;D21 Productgebonden belastingen;Lokale overheid;2007;125
7955;D21 Productgebonden belastingen;Lokale overheid;2008 1e kwartaal;19
7956;D21 Productgebonden belastingen;Lokale overheid;2008 2e kwartaal;40
7957;D21 Productgebonden belastingen;Lokale overheid;2008 3e kwartaal;52
7958;D21 Productgebonden belastingen;Lokale overheid;2008 4e kwartaal;26
7959;D21 Productgebonden belastingen;Lokale overheid;2008;137
7960;D21 Productgebonden belastingen;Lokale overheid;2009 1e kwartaal;17
7961;D21 Productgebonden belastingen;Lokale overheid;2009 2e kwartaal;35
7962;D21 Productgebonden belastingen;Lokale overheid;2009 3e kwartaal;46
7963;D21 Productgebonden belastingen;Lokale overheid;2009 4e kwartaal;23
7964;D21 Productgebonden belastingen;Lokale overheid;2009;121
7965;D21 Productgebonden belastingen;Lokale overheid;2010 1e kwartaal;18
7966;D21 Productgebonden belastingen;Lokale overheid;2010 2e kwartaal;38
7967;D21 Productgebonden belastingen;Lokale overheid;2010 3e kwartaal;50
7968;D21 Productgebonden belastingen;Lokale overheid;2010 4e kwartaal;25
7969;D21 Productgebonden belastingen;Lokale overheid;2010;131
7970;D21 Productgebonden belastingen;Lokale overheid;2011 1e kwartaal;21
7971;D21 Productgebonden belastingen;Lokale overheid;2011 2e kwartaal;43
7972;D21 Productgebonden belastingen;Lokale overheid;2011 3e kwartaal;56
7973;D21 Productgebonden belastingen;Lokale overheid;2011 4e kwartaal;28
7974;D21 Productgebonden belastingen;Lokale overheid;2011;148
7975;D21 Productgebonden belastingen;Lokale overheid;2012 1e kwartaal;22
7976;D21 Productgebonden belastingen;Lokale overheid;2012 2e kwartaal;46
7977;D21 Productgebonden belastingen;Lokale overheid;2012 3e kwartaal;61
7978;D21 Productgebonden belastingen;Lokale overheid;2012 4e kwartaal;30
7979;D21 Productgebonden belastingen;Lokale overheid;2012;159
7980;D21 Productgebonden belastingen;Lokale overheid;2013 1e kwartaal;23
7981;D21 Productgebonden belastingen;Lokale overheid;2013 2e kwartaal;48
7982;D21 Productgebonden belastingen;Lokale overheid;2013 3e kwartaal;62
7983;D21 Productgebonden belastingen;Lokale overheid;2013 4e kwartaal;31
7984;D21 Productgebonden belastingen;Lokale overheid;2013;164
7985;D21 Productgebonden belastingen;Lokale overheid;2014 1e kwartaal;25
7986;D21 Productgebonden belastingen;Lokale overheid;2014 2e kwartaal;52
7987;D21 Productgebonden belastingen;Lokale overheid;2014 3e kwartaal;69
7988;D21 Productgebonden belastingen;Lokale overheid;2014 4e kwartaal;34
7989;D21 Productgebonden belastingen;Lokale overheid;2014;180
7990;D21 Productgebonden belastingen;Lokale overheid;2015 1e kwartaal;29
7991;D21 Productgebonden belastingen;Lokale overheid;2015 2e kwartaal;60
7992;D21 Productgebonden belastingen;Lokale overheid;2015 3e kwartaal;78
7993;D21 Productgebonden belastingen;Lokale overheid;2015 4e kwartaal;39
7994;D21 Productgebonden belastingen;Lokale overheid;2015;206
7995;D21 Productgebonden belastingen;Lokale overheid;2016 1e kwartaal;29
7996;D21 Productgebonden belastingen;Lokale overheid;2016 2e kwartaal;61
7997;D21 Productgebonden belastingen;Lokale overheid;2016 3e kwartaal;80
7998;D21 Productgebonden belastingen;Lokale overheid;2016 4e kwartaal;40
7999;D21 Productgebonden belastingen;Lokale overheid;2016;210
8000;D21 Productgebonden belastingen;Lokale overheid;2017 1e kwartaal;35
8001;D21 Productgebonden belastingen;Lokale overheid;2017 2e kwartaal;73
8002;D21 Productgebonden belastingen;Lokale overheid;2017 3e kwartaal;96
8003;D21 Productgebonden belastingen;Lokale overheid;2017 4e kwartaal;48
8004;D21 Productgebonden belastingen;Lokale overheid;2017;252
8005;D21 Productgebonden belastingen;Lokale overheid;2018 1e kwartaal;40
8006;D21 Productgebonden belastingen;Lokale overheid;2018 2e kwartaal;84
8007;D21 Productgebonden belastingen;Lokale overheid;2018 3e kwartaal;109
8008;D21 Productgebonden belastingen;Lokale overheid;2018 4e kwartaal;55
8009;D21 Productgebonden belastingen;Lokale overheid;2018;288
8010;D21 Productgebonden belastingen;Lokale overheid;2019 1e kwartaal;48
8011;D21 Productgebonden belastingen;Lokale overheid;2019 2e kwartaal;99
8012;D21 Productgebonden belastingen;Lokale overheid;2019 3e kwartaal;130
8013;D21 Productgebonden belastingen;Lokale overheid;2019 4e kwartaal;65
8014;D21 Productgebonden belastingen;Lokale overheid;2019;342
8015;D21 Productgebonden belastingen;Lokale overheid;2020 1e kwartaal;31
8016;D21 Productgebonden belastingen;Lokale overheid;2020 2e kwartaal;113
8017;D21 Productgebonden belastingen;Lokale overheid;2020 3e kwartaal;28
8018;D21 Productgebonden belastingen;Lokale overheid;2020 4e kwartaal;39
8019;D21 Productgebonden belastingen;Lokale overheid;2020;211
8020;D21 Productgebonden belastingen;Lokale overheid;2021 1e kwartaal;19
8021;D21 Productgebonden belastingen;Lokale overheid;2021 2e kwartaal;60
8022;D21 Productgebonden belastingen;Lokale overheid;2021 3e kwartaal;111
8023;D21 Productgebonden belastingen;Lokale overheid;2021 4e kwartaal;50
8024;D21 Productgebonden belastingen;Lokale overheid;2021;240
8025;D21 Productgebonden belastingen;Lokale overheid;2022 1e kwartaal;52
8026;D21 Productgebonden belastingen;Lokale overheid;2022 2e kwartaal;125
8027;D21 Productgebonden belastingen;Lokale overheid;2022 3e kwartaal;136
8028;D21 Productgebonden belastingen;Lokale overheid;2022 4e kwartaal;83
8029;D21 Productgebonden belastingen;Lokale overheid;2022;396
8030;D21 Productgebonden belastingen;Lokale overheid;2023 1e kwartaal;67
8031;D21 Productgebonden belastingen;Lokale overheid;2023 2e kwartaal;135
8032;D21 Productgebonden belastingen;Lokale overheid;2023 3rd kwartaal;167
8033;D21 Productgebonden belastingen;Lokale overheid;2023 4e kwartaal;86
8034;D21 Productgebonden belastingen;Lokale overheid;2023;455
8035;D21 Productgebonden belastingen;Lokale overheid;2024 1e kwartaal;96
8036;D21 Productgebonden belastingen;Lokale overheid;2024 2e kwartaal;157
8037;D21 Productgebonden belastingen;Lokale overheid;2024 3e kwartaal;174
8038;D21 Productgebonden belastingen;Lokale overheid;2024 4e kwartaal;145
8039;D21 Productgebonden belastingen;Lokale overheid;2024;572
8040;D21 Productgebonden belastingen;Gemeenten;1995;53
8041;D21 Productgebonden belastingen;Gemeenten;1996;57
8042;D21 Productgebonden belastingen;Gemeenten;1997;59
8043;D21 Productgebonden belastingen;Gemeenten;1998;68
8044;D21 Productgebonden belastingen;Gemeenten;1999 1e kwartaal;7
8045;D21 Productgebonden belastingen;Gemeenten;1999 2e kwartaal;22
8046;D21 Productgebonden belastingen;Gemeenten;1999 3e kwartaal;26
8047;D21 Productgebonden belastingen;Gemeenten;1999 4e kwartaal;19
