ID;Geslacht;Leeftijd;DiagnoseIndelingVTV;Perioden;TotaalOpnamen_1;TotaalOpnamenPer10000Inwoners_2;Dagopnamen_3;DagopnamenPer10000Inwoners_4;KlinischeOpnamen_5;KlinischeOpnamenPer10000Inwoners_6;VerpleegdagenVanKlinischeOpnamen_7;VerpleegdagenPer10000Inwoners_8;GemVerpleegduurPerKlinischeOpname_9
0;Totaal mannen en vrouwen;Totaal alle leeftijden;1;1981;;;;;1573266.0;1104.4;20657396.0;14500.4;13.1
1;Totaal mannen en vrouwen;Totaal alle leeftijden;1;1982;;;;;1598833.0;1117.3;20422397.0;14271.6;12.8
2;Totaal mannen en vrouwen;Totaal alle leeftijden;1;1983;;;;;1605463.0;1117.5;19971374.0;13901.2;12.4
3;Totaal mannen en vrouwen;Totaal alle leeftijden;1;1984;;;;;1565163.0;1084.9;19076081.0;13222.8;12.2
4;Totaal mannen en vrouwen;Totaal alle leeftijden;1;1985;;;;;1554166.0;1072.3;18663607.0;12876.9;12.0
5;Totaal mannen en vrouwen;Totaal alle leeftijden;1;1986;;;;;1537658.0;1054.9;18122631.0;12433.4;11.8
6;Totaal mannen en vrouwen;Totaal alle leeftijden;1;1987;;;;;1509121.0;1028.9;17356245.0;11833.8;11.5
7;Totaal mannen en vrouwen;Totaal alle leeftijden;1;1988;;;;;1508987.0;1022.3;17052711.0;11553.0;11.3
8;Totaal mannen en vrouwen;Totaal alle leeftijden;1;1989;;;;;1527300.0;1028.4;16776187.0;11296.7;11.0
9;Totaal mannen en vrouwen;Totaal alle leeftijden;1;1990;;;;;1520970.0;1016.9;16305230.0;10901.6;10.7
10;Totaal mannen en vrouwen;Totaal alle leeftijden;1;1991;;;;;1528055.0;1013.9;16098047.0;10681.8;10.5
11;Totaal mannen en vrouwen;Totaal alle leeftijden;1;1992;;;;;1546279.0;1018.4;15869986.0;10452.0;10.3
12;Totaal mannen en vrouwen;Totaal alle leeftijden;1;1993;2089853.0;1366.8;531790.0;347.8;1558063.0;1019.0;15607863.0;10207.7;10.0
13;Totaal mannen en vrouwen;Totaal alle leeftijden;1;1994;2178260.0;1416.0;590195.0;383.7;1588066.0;1032.3;15403720.0;10013.4;9.7
14;Totaal mannen en vrouwen;Totaal alle leeftijden;1;1995;2222548.0;1438.0;647264.0;418.8;1575284.0;1019.2;15012068.0;9712.6;9.5
15;Totaal mannen en vrouwen;Totaal alle leeftijden;1;1996;2274871.0;1464.8;697589.0;449.2;1577282.0;1015.6;14777700.0;9515.6;9.4
16;Totaal mannen en vrouwen;Totaal alle leeftijden;1;1997;2309180.0;1479.1;742589.0;475.7;1566592.0;1003.5;14357951.0;9196.9;9.2
17;Totaal mannen en vrouwen;Totaal alle leeftijden;1;1998;2332365.0;1484.6;794291.0;505.6;1538074.0;979.0;13887623.0;8839.6;9.0
18;Totaal mannen en vrouwen;Totaal alle leeftijden;1;1999;2346051.0;1483.7;836109.0;528.8;1509942.0;954.9;13138404.0;8308.9;8.7
19;Totaal mannen en vrouwen;Totaal alle leeftijden;1;2000;2354064.0;1477.9;884258.0;555.2;1469806.0;922.8;12411800.0;7792.5;8.4
20;Totaal mannen en vrouwen;Totaal alle leeftijden;1;2001;2440147.0;1520.9;981393.0;611.7;1458754.0;909.2;11997070.0;7477.6;8.2
21;Totaal mannen en vrouwen;Totaal alle leeftijden;1;2002;2615974.0;1620.0;1105733.0;684.8;1510241.0;935.3;11784603.0;7297.9;7.8
22;Totaal mannen en vrouwen;Totaal alle leeftijden;1;2003;2782968.0;1715.3;1214005.0;748.3;1568963.0;967.0;11700914.0;7212.0;7.5
23;Totaal mannen en vrouwen;Totaal alle leeftijden;1;2004;2993696.0;1839.1;1344487.0;825.9;1649209.0;1013.1;11626135.0;7142.1;7.0
24;Totaal mannen en vrouwen;Totaal alle leeftijden;1;2005;3130192.0;1918.4;1437059.0;880.7;1693133.0;1037.7;11542497.0;7073.9;6.8
25;Totaal mannen en vrouwen;Totaal alle leeftijden;1;2006;3307964.0;2023.8;1567680.0;959.1;1740284.0;1064.7;11444917.0;7002.1;6.6
26;Totaal mannen en vrouwen;Totaal alle leeftijden;1;2007;3472447.0;2119.9;1688873.0;1031.0;1783574.0;1088.9;11269736.0;6880.1;6.3
27;Totaal mannen en vrouwen;Totaal alle leeftijden;1;2008;3647540.0;2217.7;1804531.0;1097.1;1843009.0;1120.5;11209074.0;6815.1;6.1
28;Totaal mannen en vrouwen;Totaal alle leeftijden;1;2009;3848545.0;2328.1;1941580.0;1174.5;1906965.0;1153.6;11068816.0;6695.9;5.8
29;Totaal mannen en vrouwen;Totaal alle leeftijden;1;2010;4049974.0;2437.5;2074506.0;1248.6;1975468.0;1188.9;10991423.0;6615.2;5.6
30;Totaal mannen en vrouwen;Totaal alle leeftijden;1;2011;4259161.0;2551.8;2227694.0;1334.7;2031467.0;1217.1;10734765.0;6431.4;5.3
31;Totaal mannen en vrouwen;Totaal alle leeftijden;1;2012;4309708.0;2572.5;2330065.0;1390.8;1979643.0;1181.7;10295979.0;6145.7;5.2
32;Totaal mannen en vrouwen;Totaal alle leeftijden;2;1981;;;;;20830.0;14.6;353192.0;247.9;17.0
33;Totaal mannen en vrouwen;Totaal alle leeftijden;2;1982;;;;;21854.0;15.3;351521.0;245.7;16.1
34;Totaal mannen en vrouwen;Totaal alle leeftijden;2;1983;;;;;22213.0;15.5;341577.0;237.8;15.4
35;Totaal mannen en vrouwen;Totaal alle leeftijden;2;1984;;;;;20696.0;14.3;308988.0;214.2;14.9
36;Totaal mannen en vrouwen;Totaal alle leeftijden;2;1985;;;;;20673.0;14.3;299896.0;206.9;14.5
37;Totaal mannen en vrouwen;Totaal alle leeftijden;2;1986;;;;;20778.0;14.3;297094.0;203.8;14.3
38;Totaal mannen en vrouwen;Totaal alle leeftijden;2;1987;;;;;19153.0;13.1;272476.0;185.8;14.2
39;Totaal mannen en vrouwen;Totaal alle leeftijden;2;1988;;;;;20228.0;13.7;277977.0;188.3;13.7
40;Totaal mannen en vrouwen;Totaal alle leeftijden;2;1989;;;;;20259.0;13.6;270075.0;181.9;13.3
41;Totaal mannen en vrouwen;Totaal alle leeftijden;2;1990;;;;;19225.0;12.9;253731.0;169.6;13.2
42;Totaal mannen en vrouwen;Totaal alle leeftijden;2;1991;;;;;20037.0;13.3;268778.0;178.3;13.4
43;Totaal mannen en vrouwen;Totaal alle leeftijden;2;1992;;;;;20895.0;13.8;277981.0;183.1;13.3
44;Totaal mannen en vrouwen;Totaal alle leeftijden;2;1993;25034.0;16.4;4067.0;2.7;20967.0;13.7;270283.0;176.8;12.9
45;Totaal mannen en vrouwen;Totaal alle leeftijden;2;1994;26417.0;17.2;4229.0;2.7;22188.0;14.4;278660.0;181.1;12.6
46;Totaal mannen en vrouwen;Totaal alle leeftijden;2;1995;25729.0;16.6;4126.0;2.7;21603.0;14.0;266019.0;172.1;12.3
47;Totaal mannen en vrouwen;Totaal alle leeftijden;2;1996;27015.0;17.4;4455.0;2.9;22560.0;14.5;273695.0;176.2;12.1
48;Totaal mannen en vrouwen;Totaal alle leeftijden;2;1997;26444.0;16.9;4701.0;3.0;21743.0;13.9;258465.0;165.6;11.9
49;Totaal mannen en vrouwen;Totaal alle leeftijden;2;1998;26014.0;16.6;4578.0;2.9;21436.0;13.6;245348.0;156.2;11.4
50;Totaal mannen en vrouwen;Totaal alle leeftijden;2;1999;25759.0;16.3;4759.0;3.0;21000.0;13.3;230618.0;145.8;11.0
51;Totaal mannen en vrouwen;Totaal alle leeftijden;2;2000;26342.0;16.5;5042.0;3.2;21300.0;13.4;223085.0;140.1;10.5
52;Totaal mannen en vrouwen;Totaal alle leeftijden;2;2001;25815.0;16.1;4979.0;3.1;20836.0;13.0;220725.0;137.6;10.6
53;Totaal mannen en vrouwen;Totaal alle leeftijden;2;2002;26843.0;16.6;5336.0;3.3;21507.0;13.3;222378.0;137.7;10.3
54;Totaal mannen en vrouwen;Totaal alle leeftijden;2;2003;27832.0;17.2;6371.0;3.9;21461.0;13.2;211704.0;130.5;9.9
55;Totaal mannen en vrouwen;Totaal alle leeftijden;2;2004;29462.0;18.1;6850.0;4.2;22612.0;13.9;217749.0;133.8;9.6
56;Totaal mannen en vrouwen;Totaal alle leeftijden;2;2005;31262.0;19.2;7835.0;4.8;23427.0;14.4;217994.0;133.6;9.3
57;Totaal mannen en vrouwen;Totaal alle leeftijden;2;2006;33086.0;20.2;7747.0;4.7;25339.0;15.5;223777.0;136.9;8.8
58;Totaal mannen en vrouwen;Totaal alle leeftijden;2;2007;33532.0;20.5;8231.0;5.0;25301.0;15.4;224208.0;136.9;8.9
59;Totaal mannen en vrouwen;Totaal alle leeftijden;2;2008;36518.0;22.2;8839.0;5.4;27679.0;16.8;236321.0;143.7;8.5
60;Totaal mannen en vrouwen;Totaal alle leeftijden;2;2009;37310.0;22.6;8639.0;5.2;28671.0;17.3;243506.0;147.3;8.5
61;Totaal mannen en vrouwen;Totaal alle leeftijden;2;2010;41058.0;24.7;10287.0;6.2;30771.0;18.5;253765.0;152.7;8.2
62;Totaal mannen en vrouwen;Totaal alle leeftijden;2;2011;42917.0;25.7;11743.0;7.0;31174.0;18.7;250207.0;149.9;8.0
63;Totaal mannen en vrouwen;Totaal alle leeftijden;2;2012;45438.0;27.1;11088.0;6.6;34350.0;20.5;271463.0;162.0;7.9
64;Totaal mannen en vrouwen;Totaal alle leeftijden;3;1981;;;;;3864.0;2.7;58220.0;40.9;15.1
65;Totaal mannen en vrouwen;Totaal alle leeftijden;3;1982;;;;;4537.0;3.2;63526.0;44.4;14.0
66;Totaal mannen en vrouwen;Totaal alle leeftijden;3;1983;;;;;4290.0;3.0;58363.0;40.6;13.6
67;Totaal mannen en vrouwen;Totaal alle leeftijden;3;1984;;;;;4190.0;2.9;51993.0;36.0;12.4
68;Totaal mannen en vrouwen;Totaal alle leeftijden;3;1985;;;;;3836.0;2.6;46293.0;31.9;12.1
69;Totaal mannen en vrouwen;Totaal alle leeftijden;3;1986;;;;;3985.0;2.7;46761.0;32.1;11.7
70;Totaal mannen en vrouwen;Totaal alle leeftijden;3;1987;;;;;3439.0;2.3;39097.0;26.7;11.4
71;Totaal mannen en vrouwen;Totaal alle leeftijden;3;1988;;;;;3678.0;2.5;38679.0;26.2;10.5
72;Totaal mannen en vrouwen;Totaal alle leeftijden;3;1989;;;;;4264.0;2.9;42013.0;28.3;9.9
73;Totaal mannen en vrouwen;Totaal alle leeftijden;3;1990;;;;;4033.0;2.7;38156.0;25.5;9.5
74;Totaal mannen en vrouwen;Totaal alle leeftijden;3;1991;;;;;4217.0;2.8;37437.0;24.8;8.9
75;Totaal mannen en vrouwen;Totaal alle leeftijden;3;1992;;;;;4131.0;2.7;35977.0;23.7;8.7
76;Totaal mannen en vrouwen;Totaal alle leeftijden;3;1993;4305.0;2.8;35.0;0.0;4270.0;2.8;34245.0;22.4;8.0
77;Totaal mannen en vrouwen;Totaal alle leeftijden;3;1994;4634.0;3.0;40.0;0.0;4594.0;3.0;36785.0;23.9;8.0
78;Totaal mannen en vrouwen;Totaal alle leeftijden;3;1995;4555.0;2.9;32.0;0.0;4523.0;2.9;35869.0;23.2;7.9
79;Totaal mannen en vrouwen;Totaal alle leeftijden;3;1996;4897.0;3.2;29.0;0.0;4868.0;3.1;36372.0;23.4;7.5
80;Totaal mannen en vrouwen;Totaal alle leeftijden;3;1997;4193.0;2.7;55.0;0.0;4138.0;2.7;31054.0;19.9;7.5
81;Totaal mannen en vrouwen;Totaal alle leeftijden;3;1998;4104.0;2.6;33.0;0.0;4071.0;2.6;27870.0;17.7;6.8
82;Totaal mannen en vrouwen;Totaal alle leeftijden;3;1999;4475.0;2.8;37.0;0.0;4438.0;2.8;28695.0;18.1;6.5
83;Totaal mannen en vrouwen;Totaal alle leeftijden;3;2000;4397.0;2.8;50.0;0.0;4347.0;2.7;27544.0;17.3;6.3
84;Totaal mannen en vrouwen;Totaal alle leeftijden;3;2001;4146.0;2.6;75.0;0.0;4071.0;2.5;25791.0;16.1;6.3
85;Totaal mannen en vrouwen;Totaal alle leeftijden;3;2002;4254.0;2.6;51.0;0.0;4203.0;2.6;24961.0;15.5;5.9
86;Totaal mannen en vrouwen;Totaal alle leeftijden;3;2003;4986.0;3.1;101.0;0.1;4885.0;3.0;27818.0;17.1;5.7
87;Totaal mannen en vrouwen;Totaal alle leeftijden;3;2004;4924.0;3.0;117.0;0.1;4807.0;3.0;27519.0;16.9;5.7
88;Totaal mannen en vrouwen;Totaal alle leeftijden;3;2005;5545.0;3.4;147.0;0.1;5398.0;3.3;32065.0;19.7;5.9
89;Totaal mannen en vrouwen;Totaal alle leeftijden;3;2006;6573.0;4.0;128.0;0.1;6445.0;3.9;35846.0;21.9;5.6
90;Totaal mannen en vrouwen;Totaal alle leeftijden;3;2007;6141.0;3.7;123.0;0.1;6018.0;3.7;34653.0;21.2;5.8
91;Totaal mannen en vrouwen;Totaal alle leeftijden;3;2008;7919.0;4.8;212.0;0.1;7707.0;4.7;41528.0;25.2;5.4
92;Totaal mannen en vrouwen;Totaal alle leeftijden;3;2009;7589.0;4.6;223.0;0.1;7366.0;4.5;40014.0;24.2;5.4
93;Totaal mannen en vrouwen;Totaal alle leeftijden;3;2010;8266.0;5.0;274.0;0.2;7992.0;4.8;43868.0;26.4;5.5
94;Totaal mannen en vrouwen;Totaal alle leeftijden;3;2011;8978.0;5.4;409.0;0.2;8569.0;5.1;43668.0;26.2;5.1
95;Totaal mannen en vrouwen;Totaal alle leeftijden;3;2012;11260.0;6.7;888.0;0.5;10372.0;6.2;52205.0;31.2;5.0
96;Totaal mannen en vrouwen;Totaal alle leeftijden;4;1981;;;;;675.0;0.5;11597.0;8.1;17.2
97;Totaal mannen en vrouwen;Totaal alle leeftijden;4;1982;;;;;642.0;0.4;10636.0;7.4;16.6
98;Totaal mannen en vrouwen;Totaal alle leeftijden;4;1983;;;;;574.0;0.4;10271.0;7.1;17.9
99;Totaal mannen en vrouwen;Totaal alle leeftijden;4;1984;;;;;499.0;0.3;8093.0;5.6;16.2
100;Totaal mannen en vrouwen;Totaal alle leeftijden;4;1985;;;;;440.0;0.3;6820.0;4.7;15.5
101;Totaal mannen en vrouwen;Totaal alle leeftijden;4;1986;;;;;396.0;0.3;6312.0;4.3;15.9
102;Totaal mannen en vrouwen;Totaal alle leeftijden;4;1987;;;;;328.0;0.2;4769.0;3.3;14.5
103;Totaal mannen en vrouwen;Totaal alle leeftijden;4;1988;;;;;358.0;0.2;4928.0;3.3;13.8
104;Totaal mannen en vrouwen;Totaal alle leeftijden;4;1989;;;;;347.0;0.2;4668.0;3.1;13.5
105;Totaal mannen en vrouwen;Totaal alle leeftijden;4;1990;;;;;307.0;0.2;3948.0;2.6;12.9
106;Totaal mannen en vrouwen;Totaal alle leeftijden;4;1991;;;;;250.0;0.2;3211.0;2.1;12.8
107;Totaal mannen en vrouwen;Totaal alle leeftijden;4;1992;;;;;250.0;0.2;3186.0;2.1;12.7
108;Totaal mannen en vrouwen;Totaal alle leeftijden;4;1993;255.0;0.2;;;254.0;0.2;2883.0;1.9;11.4
109;Totaal mannen en vrouwen;Totaal alle leeftijden;4;1994;251.0;0.2;;;250.0;0.2;2905.0;1.9;11.6
110;Totaal mannen en vrouwen;Totaal alle leeftijden;4;1995;246.0;0.2;;;243.0;0.2;2643.0;1.7;10.9
111;Totaal mannen en vrouwen;Totaal alle leeftijden;4;1996;179.0;0.1;;;178.0;0.1;2046.0;1.3;11.5
112;Totaal mannen en vrouwen;Totaal alle leeftijden;4;1997;187.0;0.1;7.0;0.0;180.0;0.1;1890.0;1.2;10.5
113;Totaal mannen en vrouwen;Totaal alle leeftijden;4;1998;142.0;0.1;;;140.0;0.1;1326.0;0.8;9.5
114;Totaal mannen en vrouwen;Totaal alle leeftijden;4;1999;143.0;0.1;;;143.0;0.1;1533.0;1.0;10.7
115;Totaal mannen en vrouwen;Totaal alle leeftijden;4;2000;131.0;0.1;;;130.0;0.1;1187.0;0.7;9.1
116;Totaal mannen en vrouwen;Totaal alle leeftijden;4;2001;122.0;0.1;10.0;0.0;112.0;0.1;1116.0;0.7;10.0
117;Totaal mannen en vrouwen;Totaal alle leeftijden;4;2002;76.0;0.0;;;72.0;0.0;732.0;0.5;10.2
118;Totaal mannen en vrouwen;Totaal alle leeftijden;4;2003;82.0;0.1;;;78.0;0.0;719.0;0.4;9.2
119;Totaal mannen en vrouwen;Totaal alle leeftijden;4;2004;106.0;0.1;6.0;0.0;100.0;0.1;872.0;0.5;8.7
120;Totaal mannen en vrouwen;Totaal alle leeftijden;4;2005;82.0;0.1;8.0;0.0;74.0;0.0;622.0;0.4;8.4
121;Totaal mannen en vrouwen;Totaal alle leeftijden;4;2006;79.0;0.0;10.0;0.0;69.0;0.0;575.0;0.4;8.3
122;Totaal mannen en vrouwen;Totaal alle leeftijden;4;2007;66.0;0.0;;;64.0;0.0;669.0;0.4;10.5
123;Totaal mannen en vrouwen;Totaal alle leeftijden;4;2008;64.0;0.0;;;62.0;0.0;439.0;0.3;7.1
124;Totaal mannen en vrouwen;Totaal alle leeftijden;4;2009;72.0;0.0;5.0;0.0;67.0;0.0;519.0;0.3;7.7
125;Totaal mannen en vrouwen;Totaal alle leeftijden;4;2010;83.0;0.0;;;80.0;0.0;574.0;0.3;7.2
126;Totaal mannen en vrouwen;Totaal alle leeftijden;4;2011;112.0;0.1;26.0;0.0;86.0;0.1;635.0;0.4;7.4
127;Totaal mannen en vrouwen;Totaal alle leeftijden;4;2012;208.0;0.1;70.0;0.0;138.0;0.1;782.0;0.5;5.7
128;Totaal mannen en vrouwen;Totaal alle leeftijden;5;1981;;;;;3189.0;2.2;46623.0;32.7;14.6
129;Totaal mannen en vrouwen;Totaal alle leeftijden;5;1982;;;;;3895.0;2.7;52890.0;37.0;13.6
130;Totaal mannen en vrouwen;Totaal alle leeftijden;5;1983;;;;;3716.0;2.6;48092.0;33.5;12.9
131;Totaal mannen en vrouwen;Totaal alle leeftijden;5;1984;;;;;3691.0;2.6;43900.0;30.4;11.9
132;Totaal mannen en vrouwen;Totaal alle leeftijden;5;1985;;;;;3396.0;2.3;39473.0;27.2;11.6
133;Totaal mannen en vrouwen;Totaal alle leeftijden;5;1986;;;;;3589.0;2.5;40449.0;27.8;11.3
134;Totaal mannen en vrouwen;Totaal alle leeftijden;5;1987;;;;;3111.0;2.1;34328.0;23.4;11.0
135;Totaal mannen en vrouwen;Totaal alle leeftijden;5;1988;;;;;3320.0;2.2;33751.0;22.9;10.2
136;Totaal mannen en vrouwen;Totaal alle leeftijden;5;1989;;;;;3917.0;2.6;37345.0;25.1;9.5
137;Totaal mannen en vrouwen;Totaal alle leeftijden;5;1990;;;;;3726.0;2.5;34208.0;22.9;9.2
138;Totaal mannen en vrouwen;Totaal alle leeftijden;5;1991;;;;;3967.0;2.6;34227.0;22.7;8.6
139;Totaal mannen en vrouwen;Totaal alle leeftijden;5;1992;;;;;3881.0;2.6;32791.0;21.6;8.5
140;Totaal mannen en vrouwen;Totaal alle leeftijden;5;1993;4050.0;2.6;34.0;0.0;4016.0;2.6;31362.0;20.5;7.8
141;Totaal mannen en vrouwen;Totaal alle leeftijden;5;1994;4383.0;2.8;39.0;0.0;4344.0;2.8;33880.0;22.0;7.8
142;Totaal mannen en vrouwen;Totaal alle leeftijden;5;1995;4309.0;2.8;29.0;0.0;4280.0;2.8;33226.0;21.5;7.8
143;Totaal mannen en vrouwen;Totaal alle leeftijden;5;1996;4718.0;3.0;28.0;0.0;4690.0;3.0;34326.0;22.1;7.3
