ID;Geslacht;Onderwijssoort;Herkomstland;Perioden;Leerlingen_1;VoortijdigSchoolverlaters_2;NietVoortijdigSchoolverlaters_3;VoortijdigSchoolverlatersPercentage_4
2286;Mannen;Bol entreeopleiding zonder diploma;Buiten Europa;2021/'22;1600;630;970;39.0
2287;Mannen;Bol entreeopleiding zonder diploma;Buiten Europa;2022/'23;1550;620;930;40.0
2288;Mannen;Bol entreeopleiding met diploma;Totaal;2012/'13;3050;810;2250;26.0
2289;Mannen;Bol entreeopleiding met diploma;Totaal;2013/'14;3210;930;2280;29.0
2290;Mannen;Bol entreeopleiding met diploma;Totaal;2014/'15;2930;870;2060;30.0
2291;Mannen;Bol entreeopleiding met diploma;Totaal;2015/'16;2800;750;2040;27.0
2292;Mannen;Bol entreeopleiding met diploma;Totaal;2016/'17;2850;690;2160;24.0
2293;Mannen;Bol entreeopleiding met diploma;Totaal;2017/'18;3200;620;2580;19.0
2294;Mannen;Bol entreeopleiding met diploma;Totaal;2018/'19;3470;740;2740;21.0
2295;Mannen;Bol entreeopleiding met diploma;Totaal;2019/'20;3380;650;2730;19.0
2296;Mannen;Bol entreeopleiding met diploma;Totaal;2020/'21;3240;690;2550;21.0
2297;Mannen;Bol entreeopleiding met diploma;Totaal;2021/'22;2830;640;2190;22.0
2298;Mannen;Bol entreeopleiding met diploma;Totaal;2022/'23;2820;600;2220;21.0
2299;Mannen;Bol entreeopleiding met diploma;Nederland;2012/'13;1300;340;960;26.0
2300;Mannen;Bol entreeopleiding met diploma;Nederland;2013/'14;1360;400;960;29.0
2301;Mannen;Bol entreeopleiding met diploma;Nederland;2014/'15;1170;330;840;28.0
2302;Mannen;Bol entreeopleiding met diploma;Nederland;2015/'16;1040;290;750;28.0
2303;Mannen;Bol entreeopleiding met diploma;Nederland;2016/'17;1040;250;800;24.0
2304;Mannen;Bol entreeopleiding met diploma;Nederland;2017/'18;950;200;750;21.0
2305;Mannen;Bol entreeopleiding met diploma;Nederland;2018/'19;840;190;650;23.0
2306;Mannen;Bol entreeopleiding met diploma;Nederland;2019/'20;890;170;720;19.0
2307;Mannen;Bol entreeopleiding met diploma;Nederland;2020/'21;870;210;660;24.0
2308;Mannen;Bol entreeopleiding met diploma;Nederland;2021/'22;750;190;560;25.0
2309;Mannen;Bol entreeopleiding met diploma;Nederland;2022/'23;770;160;610;20.0
2310;Mannen;Bol entreeopleiding met diploma;Europa (exclusief Nederland);2012/'13;210;60;160;26.0
2311;Mannen;Bol entreeopleiding met diploma;Europa (exclusief Nederland);2013/'14;220;80;130;39.0
2312;Mannen;Bol entreeopleiding met diploma;Europa (exclusief Nederland);2014/'15;220;70;140;34.0
2313;Mannen;Bol entreeopleiding met diploma;Europa (exclusief Nederland);2015/'16;210;70;150;31.0
2314;Mannen;Bol entreeopleiding met diploma;Europa (exclusief Nederland);2016/'17;210;60;150;28.0
2315;Mannen;Bol entreeopleiding met diploma;Europa (exclusief Nederland);2017/'18;210;40;170;18.0
2316;Mannen;Bol entreeopleiding met diploma;Europa (exclusief Nederland);2018/'19;170;40;130;24.0
2317;Mannen;Bol entreeopleiding met diploma;Europa (exclusief Nederland);2019/'20;170;40;130;22.0
2318;Mannen;Bol entreeopleiding met diploma;Europa (exclusief Nederland);2020/'21;200;40;160;21.0
2319;Mannen;Bol entreeopleiding met diploma;Europa (exclusief Nederland);2021/'22;180;40;140;23.0
2320;Mannen;Bol entreeopleiding met diploma;Europa (exclusief Nederland);2022/'23;160;40;120;25.0
2321;Mannen;Bol entreeopleiding met diploma;Buiten Europa;2012/'13;1540;410;1130;27.0
2322;Mannen;Bol entreeopleiding met diploma;Buiten Europa;2013/'14;1630;450;1180;28.0
2323;Mannen;Bol entreeopleiding met diploma;Buiten Europa;2014/'15;1550;470;1080;30.0
2324;Mannen;Bol entreeopleiding met diploma;Buiten Europa;2015/'16;1550;400;1150;26.0
2325;Mannen;Bol entreeopleiding met diploma;Buiten Europa;2016/'17;1600;390;1220;24.0
2326;Mannen;Bol entreeopleiding met diploma;Buiten Europa;2017/'18;2050;390;1660;19.0
2327;Mannen;Bol entreeopleiding met diploma;Buiten Europa;2018/'19;2470;510;1960;21.0
2328;Mannen;Bol entreeopleiding met diploma;Buiten Europa;2019/'20;2330;450;1880;19.0
2329;Mannen;Bol entreeopleiding met diploma;Buiten Europa;2020/'21;2170;440;1730;20.0
2330;Mannen;Bol entreeopleiding met diploma;Buiten Europa;2021/'22;1890;410;1490;21.0
2331;Mannen;Bol entreeopleiding met diploma;Buiten Europa;2022/'23;1890;410;1480;22.0
2332;Mannen;Bbl entreeopleiding zonder diploma;Totaal;2012/'13;580;270;310;46.0
2333;Mannen;Bbl entreeopleiding zonder diploma;Totaal;2013/'14;390;190;200;48.0
2334;Mannen;Bbl entreeopleiding zonder diploma;Totaal;2014/'15;290;170;120;58.0
2335;Mannen;Bbl entreeopleiding zonder diploma;Totaal;2015/'16;260;130;130;51.0
2336;Mannen;Bbl entreeopleiding zonder diploma;Totaal;2016/'17;270;150;120;55.0
2337;Mannen;Bbl entreeopleiding zonder diploma;Totaal;2017/'18;290;150;140;51.0
2338;Mannen;Bbl entreeopleiding zonder diploma;Totaal;2018/'19;460;240;220;52.0
2339;Mannen;Bbl entreeopleiding zonder diploma;Totaal;2019/'20;500;250;250;49.0
2340;Mannen;Bbl entreeopleiding zonder diploma;Totaal;2020/'21;400;220;180;56.0
2341;Mannen;Bbl entreeopleiding zonder diploma;Totaal;2021/'22;440;260;180;59.0
2342;Mannen;Bbl entreeopleiding zonder diploma;Totaal;2022/'23;550;270;280;50.0
2343;Mannen;Bbl entreeopleiding zonder diploma;Nederland;2012/'13;430;190;240;45.0
2344;Mannen;Bbl entreeopleiding zonder diploma;Nederland;2013/'14;270;120;150;45.0
2345;Mannen;Bbl entreeopleiding zonder diploma;Nederland;2014/'15;190;100;90;54.0
2346;Mannen;Bbl entreeopleiding zonder diploma;Nederland;2015/'16;170;80;90;49.0
2347;Mannen;Bbl entreeopleiding zonder diploma;Nederland;2016/'17;180;90;80;53.0
2348;Mannen;Bbl entreeopleiding zonder diploma;Nederland;2017/'18;190;90;90;51.0
2349;Mannen;Bbl entreeopleiding zonder diploma;Nederland;2018/'19;310;160;150;51.0
2350;Mannen;Bbl entreeopleiding zonder diploma;Nederland;2019/'20;320;160;160;49.0
2351;Mannen;Bbl entreeopleiding zonder diploma;Nederland;2020/'21;240;140;100;58.0
2352;Mannen;Bbl entreeopleiding zonder diploma;Nederland;2021/'22;280;160;110;60.0
2353;Mannen;Bbl entreeopleiding zonder diploma;Nederland;2022/'23;350;160;190;46.0
2354;Mannen;Bbl entreeopleiding zonder diploma;Europa (exclusief Nederland);2012/'13;30;20;10;55.0
2355;Mannen;Bbl entreeopleiding zonder diploma;Europa (exclusief Nederland);2013/'14;20;10;10;
2356;Mannen;Bbl entreeopleiding zonder diploma;Europa (exclusief Nederland);2014/'15;20;20;0;
2357;Mannen;Bbl entreeopleiding zonder diploma;Europa (exclusief Nederland);2015/'16;10;0;10;
2358;Mannen;Bbl entreeopleiding zonder diploma;Europa (exclusief Nederland);2016/'17;20;10;10;
2359;Mannen;Bbl entreeopleiding zonder diploma;Europa (exclusief Nederland);2017/'18;20;20;10;
2360;Mannen;Bbl entreeopleiding zonder diploma;Europa (exclusief Nederland);2018/'19;30;10;10;46.0
2361;Mannen;Bbl entreeopleiding zonder diploma;Europa (exclusief Nederland);2019/'20;40;20;20;57.0
2362;Mannen;Bbl entreeopleiding zonder diploma;Europa (exclusief Nederland);2020/'21;30;10;20;38.0
2363;Mannen;Bbl entreeopleiding zonder diploma;Europa (exclusief Nederland);2021/'22;40;30;10;68.0
2364;Mannen;Bbl entreeopleiding zonder diploma;Europa (exclusief Nederland);2022/'23;50;30;20;52.0
2365;Mannen;Bbl entreeopleiding zonder diploma;Buiten Europa;2012/'13;120;60;60;49.0
2366;Mannen;Bbl entreeopleiding zonder diploma;Buiten Europa;2013/'14;100;60;40;56.0
2367;Mannen;Bbl entreeopleiding zonder diploma;Buiten Europa;2014/'15;80;50;30;63.0
2368;Mannen;Bbl entreeopleiding zonder diploma;Buiten Europa;2015/'16;80;50;30;59.0
2369;Mannen;Bbl entreeopleiding zonder diploma;Buiten Europa;2016/'17;70;40;30;56.0
2370;Mannen;Bbl entreeopleiding zonder diploma;Buiten Europa;2017/'18;80;40;40;46.0
2371;Mannen;Bbl entreeopleiding zonder diploma;Buiten Europa;2018/'19;130;80;60;56.0
2372;Mannen;Bbl entreeopleiding zonder diploma;Buiten Europa;2019/'20;140;70;70;48.0
2373;Mannen;Bbl entreeopleiding zonder diploma;Buiten Europa;2020/'21;120;70;50;57.0
2374;Mannen;Bbl entreeopleiding zonder diploma;Buiten Europa;2021/'22;120;70;60;54.0
2375;Mannen;Bbl entreeopleiding zonder diploma;Buiten Europa;2022/'23;150;90;60;58.0
2376;Mannen;Bbl entreeopleiding met diploma;Totaal;2012/'13;870;380;480;44.0
2377;Mannen;Bbl entreeopleiding met diploma;Totaal;2013/'14;720;380;330;54.0
2378;Mannen;Bbl entreeopleiding met diploma;Totaal;2014/'15;540;240;300;45.0
2379;Mannen;Bbl entreeopleiding met diploma;Totaal;2015/'16;550;260;280;48.0
2380;Mannen;Bbl entreeopleiding met diploma;Totaal;2016/'17;590;240;350;40.0
2381;Mannen;Bbl entreeopleiding met diploma;Totaal;2017/'18;710;270;440;37.0
2382;Mannen;Bbl entreeopleiding met diploma;Totaal;2018/'19;820;310;510;38.0
2383;Mannen;Bbl entreeopleiding met diploma;Totaal;2019/'20;940;340;600;36.0
2384;Mannen;Bbl entreeopleiding met diploma;Totaal;2020/'21;860;330;530;39.0
2385;Mannen;Bbl entreeopleiding met diploma;Totaal;2021/'22;890;340;550;38.0
2386;Mannen;Bbl entreeopleiding met diploma;Totaal;2022/'23;970;330;640;34.0
2387;Mannen;Bbl entreeopleiding met diploma;Nederland;2012/'13;690;300;390;43.0
2388;Mannen;Bbl entreeopleiding met diploma;Nederland;2013/'14;570;300;270;52.0
2389;Mannen;Bbl entreeopleiding met diploma;Nederland;2014/'15;440;180;250;42.0
2390;Mannen;Bbl entreeopleiding met diploma;Nederland;2015/'16;420;190;230;46.0
2391;Mannen;Bbl entreeopleiding met diploma;Nederland;2016/'17;450;170;280;39.0
2392;Mannen;Bbl entreeopleiding met diploma;Nederland;2017/'18;540;190;350;35.0
2393;Mannen;Bbl entreeopleiding met diploma;Nederland;2018/'19;610;220;390;36.0
2394;Mannen;Bbl entreeopleiding met diploma;Nederland;2019/'20;690;250;440;36.0
2395;Mannen;Bbl entreeopleiding met diploma;Nederland;2020/'21;630;230;390;37.0
2396;Mannen;Bbl entreeopleiding met diploma;Nederland;2021/'22;660;250;420;37.0
2397;Mannen;Bbl entreeopleiding met diploma;Nederland;2022/'23;700;220;480;32.0
2398;Mannen;Bbl entreeopleiding met diploma;Europa (exclusief Nederland);2012/'13;30;10;20;41.0
2399;Mannen;Bbl entreeopleiding met diploma;Europa (exclusief Nederland);2013/'14;30;20;10;59.0
2400;Mannen;Bbl entreeopleiding met diploma;Europa (exclusief Nederland);2014/'15;20;10;10;45.0
2401;Mannen;Bbl entreeopleiding met diploma;Europa (exclusief Nederland);2015/'16;40;20;20;45.0
2402;Mannen;Bbl entreeopleiding met diploma;Europa (exclusief Nederland);2016/'17;30;10;20;39.0
2403;Mannen;Bbl entreeopleiding met diploma;Europa (exclusief Nederland);2017/'18;40;20;20;44.0
2404;Mannen;Bbl entreeopleiding met diploma;Europa (exclusief Nederland);2018/'19;30;20;10;59.0
2405;Mannen;Bbl entreeopleiding met diploma;Europa (exclusief Nederland);2019/'20;50;20;30;39.0
2406;Mannen;Bbl entreeopleiding met diploma;Europa (exclusief Nederland);2020/'21;60;30;30;47.0
2407;Mannen;Bbl entreeopleiding met diploma;Europa (exclusief Nederland);2021/'22;70;30;40;41.0
2408;Mannen;Bbl entreeopleiding met diploma;Europa (exclusief Nederland);2022/'23;80;40;40;47.0
2409;Mannen;Bbl entreeopleiding met diploma;Buiten Europa;2012/'13;150;70;80;48.0
2410;Mannen;Bbl entreeopleiding met diploma;Buiten Europa;2013/'14;110;70;50;58.0
2411;Mannen;Bbl entreeopleiding met diploma;Buiten Europa;2014/'15;90;50;40;56.0
2412;Mannen;Bbl entreeopleiding met diploma;Buiten Europa;2015/'16;80;50;30;61.0
2413;Mannen;Bbl entreeopleiding met diploma;Buiten Europa;2016/'17;110;50;50;49.0
2414;Mannen;Bbl entreeopleiding met diploma;Buiten Europa;2017/'18;120;50;70;44.0
2415;Mannen;Bbl entreeopleiding met diploma;Buiten Europa;2018/'19;180;70;110;39.0
2416;Mannen;Bbl entreeopleiding met diploma;Buiten Europa;2019/'20;190;70;120;37.0
2417;Mannen;Bbl entreeopleiding met diploma;Buiten Europa;2020/'21;170;70;100;40.0
2418;Mannen;Bbl entreeopleiding met diploma;Buiten Europa;2021/'22;170;70;100;40.0
2419;Mannen;Bbl entreeopleiding met diploma;Buiten Europa;2022/'23;190;70;120;36.0
2420;Mannen;Extranei entreeopleiding zonder diploma;Totaal;2012/'13;100;40;60;43.0
2421;Mannen;Extranei entreeopleiding zonder diploma;Totaal;2013/'14;90;40;50;41.0
2422;Mannen;Extranei entreeopleiding zonder diploma;Totaal;2014/'15;90;50;40;53.0
2423;Mannen;Extranei entreeopleiding zonder diploma;Totaal;2015/'16;90;50;40;52.0
2424;Mannen;Extranei entreeopleiding zonder diploma;Totaal;2016/'17;100;40;60;43.0
2425;Mannen;Extranei entreeopleiding zonder diploma;Totaal;2017/'18;80;40;40;47.0
2426;Mannen;Extranei entreeopleiding zonder diploma;Totaal;2018/'19;80;40;50;45.0
2427;Mannen;Extranei entreeopleiding zonder diploma;Totaal;2019/'20;80;30;50;39.0
2428;Mannen;Extranei entreeopleiding zonder diploma;Totaal;2020/'21;90;40;60;40.0
2429;Mannen;Extranei entreeopleiding zonder diploma;Totaal;2021/'22;120;50;70;39.0
2430;Mannen;Extranei entreeopleiding zonder diploma;Totaal;2022/'23;150;70;80;45.0
2431;Mannen;Extranei entreeopleiding zonder diploma;Nederland;2012/'13;70;30;40;38.0
2432;Mannen;Extranei entreeopleiding zonder diploma;Nederland;2013/'14;50;20;30;42.0
2433;Mannen;Extranei entreeopleiding zonder diploma;Nederland;2014/'15;50;20;20;53.0
2434;Mannen;Extranei entreeopleiding zonder diploma;Nederland;2015/'16;50;30;20;57.0
2435;Mannen;Extranei entreeopleiding zonder diploma;Nederland;2016/'17;50;20;30;42.0
2436;Mannen;Extranei entreeopleiding zonder diploma;Nederland;2017/'18;40;20;20;46.0
2437;Mannen;Extranei entreeopleiding zonder diploma;Nederland;2018/'19;40;20;20;46.0
2438;Mannen;Extranei entreeopleiding zonder diploma;Nederland;2019/'20;40;20;20;52.0
2439;Mannen;Extranei entreeopleiding zonder diploma;Nederland;2020/'21;50;20;20;47.0
2440;Mannen;Extranei entreeopleiding zonder diploma;Nederland;2021/'22;50;20;40;33.0
2441;Mannen;Extranei entreeopleiding zonder diploma;Nederland;2022/'23;60;40;30;57.0
2442;Mannen;Extranei entreeopleiding zonder diploma;Europa (exclusief Nederland);2012/'13;10;0;0;
2443;Mannen;Extranei entreeopleiding zonder diploma;Europa (exclusief Nederland);2013/'14;10;0;0;
2444;Mannen;Extranei entreeopleiding zonder diploma;Europa (exclusief Nederland);2014/'15;10;10;0;
2445;Mannen;Extranei entreeopleiding zonder diploma;Europa (exclusief Nederland);2015/'16;10;0;0;
2446;Mannen;Extranei entreeopleiding zonder diploma;Europa (exclusief Nederland);2016/'17;10;0;0;
2447;Mannen;Extranei entreeopleiding zonder diploma;Europa (exclusief Nederland);2017/'18;10;0;0;
2448;Mannen;Extranei entreeopleiding zonder diploma;Europa (exclusief Nederland);2018/'19;10;10;10;
2449;Mannen;Extranei entreeopleiding zonder diploma;Europa (exclusief Nederland);2019/'20;0;0;0;
2450;Mannen;Extranei entreeopleiding zonder diploma;Europa (exclusief Nederland);2020/'21;10;0;0;
2451;Mannen;Extranei entreeopleiding zonder diploma;Europa (exclusief Nederland);2021/'22;20;10;10;
2452;Mannen;Extranei entreeopleiding zonder diploma;Europa (exclusief Nederland);2022/'23;20;10;10;
2453;Mannen;Extranei entreeopleiding zonder diploma;Buiten Europa;2012/'13;20;10;10;57.0
2454;Mannen;Extranei entreeopleiding zonder diploma;Buiten Europa;2013/'14;30;10;20;32.0
2455;Mannen;Extranei entreeopleiding zonder diploma;Buiten Europa;2014/'15;40;20;20;49.0
2456;Mannen;Extranei entreeopleiding zonder diploma;Buiten Europa;2015/'16;40;20;20;44.0
2457;Mannen;Extranei entreeopleiding zonder diploma;Buiten Europa;2016/'17;40;20;20;45.0
2458;Mannen;Extranei entreeopleiding zonder diploma;Buiten Europa;2017/'18;40;20;20;47.0
2459;Mannen;Extranei entreeopleiding zonder diploma;Buiten Europa;2018/'19;40;20;20;42.0
2460;Mannen;Extranei entreeopleiding zonder diploma;Buiten Europa;2019/'20;40;10;30;27.0
2461;Mannen;Extranei entreeopleiding zonder diploma;Buiten Europa;2020/'21;40;10;30;31.0
2462;Mannen;Extranei entreeopleiding zonder diploma;Buiten Europa;2021/'22;50;20;30;38.0
2463;Mannen;Extranei entreeopleiding zonder diploma;Buiten Europa;2022/'23;70;20;40;33.0
2464;Mannen;Extranei entreeopleiding met diploma;Totaal;2012/'13;320;100;220;32.0
2465;Mannen;Extranei entreeopleiding met diploma;Totaal;2013/'14;310;120;200;37.0
2466;Mannen;Extranei entreeopleiding met diploma;Totaal;2014/'15;310;130;190;40.0
2467;Mannen;Extranei entreeopleiding met diploma;Totaal;2015/'16;300;110;190;37.0
2468;Mannen;Extranei entreeopleiding met diploma;Totaal;2016/'17;390;110;270;29.0
2469;Mannen;Extranei entreeopleiding met diploma;Totaal;2017/'18;380;110;270;28.0
2470;Mannen;Extranei entreeopleiding met diploma;Totaal;2018/'19;400;100;290;26.0
2471;Mannen;Extranei entreeopleiding met diploma;Totaal;2019/'20;440;90;350;20.0
2472;Mannen;Extranei entreeopleiding met diploma;Totaal;2020/'21;540;110;430;21.0
2473;Mannen;Extranei entreeopleiding met diploma;Totaal;2021/'22;580;150;430;26.0
2474;Mannen;Extranei entreeopleiding met diploma;Totaal;2022/'23;600;150;460;25.0
2475;Mannen;Extranei entreeopleiding met diploma;Nederland;2012/'13;190;70;130;35.0
2476;Mannen;Extranei entreeopleiding met diploma;Nederland;2013/'14;190;70;120;37.0
2477;Mannen;Extranei entreeopleiding met diploma;Nederland;2014/'15;180;70;110;40.0
2478;Mannen;Extranei entreeopleiding met diploma;Nederland;2015/'16;190;80;110;41.0
2479;Mannen;Extranei entreeopleiding met diploma;Nederland;2016/'17;210;70;150;31.0
2480;Mannen;Extranei entreeopleiding met diploma;Nederland;2017/'18;230;70;160;31.0
2481;Mannen;Extranei entreeopleiding met diploma;Nederland;2018/'19;230;60;170;27.0
2482;Mannen;Extranei entreeopleiding met diploma;Nederland;2019/'20;240;60;180;26.0
2483;Mannen;Extranei entreeopleiding met diploma;Nederland;2020/'21;290;70;220;24.0
2484;Mannen;Extranei entreeopleiding met diploma;Nederland;2021/'22;300;100;210;31.0
2485;Mannen;Extranei entreeopleiding met diploma;Nederland;2022/'23;310;80;230;27.0
2486;Mannen;Extranei entreeopleiding met diploma;Europa (exclusief Nederland);2012/'13;10;0;0;
2487;Mannen;Extranei entreeopleiding met diploma;Europa (exclusief Nederland);2013/'14;10;10;10;
2488;Mannen;Extranei entreeopleiding met diploma;Europa (exclusief Nederland);2014/'15;10;10;10;
2489;Mannen;Extranei entreeopleiding met diploma;Europa (exclusief Nederland);2015/'16;10;0;10;
2490;Mannen;Extranei entreeopleiding met diploma;Europa (exclusief Nederland);2016/'17;20;10;20;
2491;Mannen;Extranei entreeopleiding met diploma;Europa (exclusief Nederland);2017/'18;20;10;10;
2492;Mannen;Extranei entreeopleiding met diploma;Europa (exclusief Nederland);2018/'19;10;10;10;
2493;Mannen;Extranei entreeopleiding met diploma;Europa (exclusief Nederland);2019/'20;20;0;10;
2494;Mannen;Extranei entreeopleiding met diploma;Europa (exclusief Nederland);2020/'21;20;10;20;
2495;Mannen;Extranei entreeopleiding met diploma;Europa (exclusief Nederland);2021/'22;30;10;20;37.0
2496;Mannen;Extranei entreeopleiding met diploma;Europa (exclusief Nederland);2022/'23;40;10;20;39.0
2497;Mannen;Extranei entreeopleiding met diploma;Buiten Europa;2012/'13;120;30;90;25.0
2498;Mannen;Extranei entreeopleiding met diploma;Buiten Europa;2013/'14;110;40;70;37.0
2499;Mannen;Extranei entreeopleiding met diploma;Buiten Europa;2014/'15;120;50;70;40.0
2500;Mannen;Extranei entreeopleiding met diploma;Buiten Europa;2015/'16;90;30;60;33.0
2501;Mannen;Extranei entreeopleiding met diploma;Buiten Europa;2016/'17;150;40;110;26.0
2502;Mannen;Extranei entreeopleiding met diploma;Buiten Europa;2017/'18;130;30;110;21.0
2503;Mannen;Extranei entreeopleiding met diploma;Buiten Europa;2018/'19;150;30;120;23.0
2504;Mannen;Extranei entreeopleiding met diploma;Buiten Europa;2019/'20;190;30;160;13.0
2505;Mannen;Extranei entreeopleiding met diploma;Buiten Europa;2020/'21;230;40;190;16.0
2506;Mannen;Extranei entreeopleiding met diploma;Buiten Europa;2021/'22;250;40;200;18.0
2507;Mannen;Extranei entreeopleiding met diploma;Buiten Europa;2022/'23;260;50;200;20.0
2508;Mannen;Bol niveau 2;Totaal;2012/'13;31560;3680;27870;12.0
2509;Mannen;Bol niveau 2;Totaal;2013/'14;33300;3580;29720;11.0
2510;Mannen;Bol niveau 2;Totaal;2014/'15;32940;3590;29350;11.0
2511;Mannen;Bol niveau 2;Totaal;2015/'16;31020;3380;27640;11.0
2512;Mannen;Bol niveau 2;Totaal;2016/'17;28650;3190;25470;11.0
2513;Mannen;Bol niveau 2;Totaal;2017/'18;27650;3350;24300;12.0
2514;Mannen;Bol niveau 2;Totaal;2018/'19;26540;3330;23210;13.0
2515;Mannen;Bol niveau 2;Totaal;2019/'20;25330;2700;22630;11.0
2516;Mannen;Bol niveau 2;Totaal;2020/'21;26280;3160;23120;12.0
2517;Mannen;Bol niveau 2;Totaal;2021/'22;25470;3750;21720;15.0
2518;Mannen;Bol niveau 2;Totaal;2022/'23;22750;3310;19440;15.0
2519;Mannen;Bol niveau 2;Nederland;2012/'13;19550;1740;17810;9.0
2520;Mannen;Bol niveau 2;Nederland;2013/'14;20880;1750;19130;8.0
2521;Mannen;Bol niveau 2;Nederland;2014/'15;20690;1770;18920;9.0
2522;Mannen;Bol niveau 2;Nederland;2015/'16;19300;1620;17670;8.0
2523;Mannen;Bol niveau 2;Nederland;2016/'17;17500;1500;16000;9.0
2524;Mannen;Bol niveau 2;Nederland;2017/'18;16370;1610;14750;10.0
2525;Mannen;Bol niveau 2;Nederland;2018/'19;14910;1420;13490;10.0
2526;Mannen;Bol niveau 2;Nederland;2019/'20;13690;1150;12540;8.0
2527;Mannen;Bol niveau 2;Nederland;2020/'21;13890;1370;12520;10.0
2528;Mannen;Bol niveau 2;Nederland;2021/'22;13290;1660;11630;12.0
2529;Mannen;Bol niveau 2;Nederland;2022/'23;11540;1320;10220;11.0
2530;Mannen;Bol niveau 2;Europa (exclusief Nederland);2012/'13;1570;230;1350;14.0
2531;Mannen;Bol niveau 2;Europa (exclusief Nederland);2013/'14;1650;210;1440;12.0
2532;Mannen;Bol niveau 2;Europa (exclusief Nederland);2014/'15;1660;200;1460;12.0
2533;Mannen;Bol niveau 2;Europa (exclusief Nederland);2015/'16;1630;200;1430;12.0
2534;Mannen;Bol niveau 2;Europa (exclusief Nederland);2016/'17;1510;210;1300;14.0
2535;Mannen;Bol niveau 2;Europa (exclusief Nederland);2017/'18;1500;230;1270;15.0
2536;Mannen;Bol niveau 2;Europa (exclusief Nederland);2018/'19;1420;190;1230;14.0
2537;Mannen;Bol niveau 2;Europa (exclusief Nederland);2019/'20;1360;180;1180;13.0
2538;Mannen;Bol niveau 2;Europa (exclusief Nederland);2020/'21;1450;210;1250;14.0
2539;Mannen;Bol niveau 2;Europa (exclusief Nederland);2021/'22;1540;250;1290;16.0
2540;Mannen;Bol niveau 2;Europa (exclusief Nederland);2022/'23;1420;250;1180;17.0
2541;Mannen;Bol niveau 2;Buiten Europa;2012/'13;10440;1720;8720;16.0
2542;Mannen;Bol niveau 2;Buiten Europa;2013/'14;10770;1630;9140;15.0
2543;Mannen;Bol niveau 2;Buiten Europa;2014/'15;10590;1620;8970;15.0
2544;Mannen;Bol niveau 2;Buiten Europa;2015/'16;10090;1560;8530;15.0
2545;Mannen;Bol niveau 2;Buiten Europa;2016/'17;9640;1480;8160;15.0
2546;Mannen;Bol niveau 2;Buiten Europa;2017/'18;9790;1500;8280;15.0
2547;Mannen;Bol niveau 2;Buiten Europa;2018/'19;10210;1720;8500;17.0
2548;Mannen;Bol niveau 2;Buiten Europa;2019/'20;10280;1370;8910;13.0
2549;Mannen;Bol niveau 2;Buiten Europa;2020/'21;10940;1590;9350;14.0
2550;Mannen;Bol niveau 2;Buiten Europa;2021/'22;10640;1840;8800;17.0
2551;Mannen;Bol niveau 2;Buiten Europa;2022/'23;9790;1750;8040;18.0
2552;Mannen;Bbl niveau 2;Totaal;2012/'13;23870;2870;21000;12.0
2553;Mannen;Bbl niveau 2;Totaal;2013/'14;19100;2080;17030;11.0
2554;Mannen;Bbl niveau 2;Totaal;2014/'15;16820;1670;15150;10.0
2555;Mannen;Bbl niveau 2;Totaal;2015/'16;16080;1620;14470;10.0
2556;Mannen;Bbl niveau 2;Totaal;2016/'17;15540;1700;13840;11.0
2557;Mannen;Bbl niveau 2;Totaal;2017/'18;15620;1980;13640;13.0
2558;Mannen;Bbl niveau 2;Totaal;2018/'19;16600;2260;14340;14.0
2559;Mannen;Bbl niveau 2;Totaal;2019/'20;17050;2080;14970;12.0
2560;Mannen;Bbl niveau 2;Totaal;2020/'21;16910;2150;14760;13.0
2561;Mannen;Bbl niveau 2;Totaal;2021/'22;17180;2490;14690;15.0
2562;Mannen;Bbl niveau 2;Totaal;2022/'23;17520;2410;15110;14.0
2563;Mannen;Bbl niveau 2;Nederland;2012/'13;21040;2280;18750;11.0
2564;Mannen;Bbl niveau 2;Nederland;2013/'14;16870;1670;15200;10.0
2565;Mannen;Bbl niveau 2;Nederland;2014/'15;14820;1290;13530;9.0
2566;Mannen;Bbl niveau 2;Nederland;2015/'16;14140;1280;12860;9.0
2567;Mannen;Bbl niveau 2;Nederland;2016/'17;13550;1310;12230;10.0
2568;Mannen;Bbl niveau 2;Nederland;2017/'18;13550;1560;11990;12.0
2569;Mannen;Bbl niveau 2;Nederland;2018/'19;14060;1740;12320;12.0
2570;Mannen;Bbl niveau 2;Nederland;2019/'20;14410;1580;12830;11.0
2571;Mannen;Bbl niveau 2;Nederland;2020/'21;14340;1640;12700;11.0
2572;Mannen;Bbl niveau 2;Nederland;2021/'22;14460;1880;12580;13.0
2573;Mannen;Bbl niveau 2;Nederland;2022/'23;14690;1790;12900;12.0
2574;Mannen;Bbl niveau 2;Europa (exclusief Nederland);2012/'13;810;130;680;16.0
2575;Mannen;Bbl niveau 2;Europa (exclusief Nederland);2013/'14;670;110;560;16.0
2576;Mannen;Bbl niveau 2;Europa (exclusief Nederland);2014/'15;610;100;510;17.0
2577;Mannen;Bbl niveau 2;Europa (exclusief Nederland);2015/'16;590;100;490;16.0
2578;Mannen;Bbl niveau 2;Europa (exclusief Nederland);2016/'17;620;100;520;16.0
2579;Mannen;Bbl niveau 2;Europa (exclusief Nederland);2017/'18;640;110;530;17.0
2580;Mannen;Bbl niveau 2;Europa (exclusief Nederland);2018/'19;740;130;610;18.0
