ID;AlleLeeftijden;Geslacht;RegioS2005;Perioden;TotaleBevolking_1;Autochtoon_2;Totaal1eEn2eGeneratie_3;k_1eGeneratie_4;k_2eGeneratie_5;Totaal1eEn2eGeneratie_6;k_1eGeneratie_7;k_2eGeneratie_8;Regiocode_9
1645;Totaal over alle leeftijden;Totaal bevolking;Enschede (SG);2011;312114;245984;31620;10923;20697;34510;18461;16049;4
1646;Totaal over alle leeftijden;Totaal bevolking;Enschede (SG);2012;312824;246481;31451;10895;20556;34892;18408;16484;4
1647;Totaal over alle leeftijden;Totaal bevolking;Enschede (SG);2013;313544;246998;31273;10832;20441;35273;18380;16893;4
1648;Totaal over alle leeftijden;Totaal bevolking;Enschede (SG);2014;314234;247483;31063;10768;20295;35688;18382;17306;4
1649;Totaal over alle leeftijden;Totaal bevolking;Enschede (SG);2015;314865;247975;30859;10711;20148;36031;18391;17640;4
1650;Totaal over alle leeftijden;Totaal bevolking;Enschede (SG);2016;315536;248460;30662;10637;20025;36414;18448;17966;4
1651;Totaal over alle leeftijden;Totaal bevolking;Enschede (SG);2017;316092;248982;30400;10577;19823;36710;18416;18294;4
1652;Totaal over alle leeftijden;Totaal bevolking;Enschede (SG);2018;316759;249482;30222;10520;19702;37055;18384;18671;4
1653;Totaal over alle leeftijden;Totaal bevolking;Enschede (SG);2019;317413;250018;30038;10450;19588;37357;18385;18972;4
1654;Totaal over alle leeftijden;Totaal bevolking;Enschede (SG);2020;318072;250530;29842;10401;19441;37700;18384;19316;4
1655;Totaal over alle leeftijden;Totaal bevolking;Enschede (SG);2021;318684;250952;29701;10327;19374;38031;18422;19609;4
1656;Totaal over alle leeftijden;Totaal bevolking;Enschede (SG);2022;319239;251467;29411;10213;19198;38361;18486;19875;4
1657;Totaal over alle leeftijden;Totaal bevolking;Enschede (SG);2023;319801;251870;29114;10062;19052;38817;18613;20204;4
1658;Totaal over alle leeftijden;Totaal bevolking;Enschede (SG);2024;320306;252192;28880;9983;18897;39234;18723;20511;4
1659;Totaal over alle leeftijden;Totaal bevolking;Enschede (SG);2025;320856;252503;28655;9908;18747;39698;18903;20795;4
1660;Totaal over alle leeftijden;Totaal bevolking;Apeldoorn (SG);2006;212999;184288;15385;5592;9793;13326;7779;5547;5
1661;Totaal over alle leeftijden;Totaal bevolking;Apeldoorn (SG);2007;212981;184054;15261;5487;9774;13666;7836;5830;5
1662;Totaal over alle leeftijden;Totaal bevolking;Apeldoorn (SG);2008;213365;184087;15205;5461;9744;14073;7943;6130;5
1663;Totaal over alle leeftijden;Totaal bevolking;Apeldoorn (SG);2009;213867;184191;15191;5457;9734;14485;8092;6393;5
1664;Totaal over alle leeftijden;Totaal bevolking;Apeldoorn (SG);2010;214277;184192;15185;5455;9730;14900;8214;6686;5
1665;Totaal over alle leeftijden;Totaal bevolking;Apeldoorn (SG);2011;214681;184163;15243;5534;9709;15275;8334;6941;5
1666;Totaal over alle leeftijden;Totaal bevolking;Apeldoorn (SG);2012;215028;184056;15280;5597;9683;15692;8478;7214;5
1667;Totaal over alle leeftijden;Totaal bevolking;Apeldoorn (SG);2013;215398;183908;15364;5681;9683;16126;8626;7500;5
1668;Totaal over alle leeftijden;Totaal bevolking;Apeldoorn (SG);2014;215740;183810;15405;5747;9658;16525;8736;7789;5
1669;Totaal over alle leeftijden;Totaal bevolking;Apeldoorn (SG);2015;216071;183613;15463;5825;9638;16995;8895;8100;5
1670;Totaal over alle leeftijden;Totaal bevolking;Apeldoorn (SG);2016;216375;183424;15524;5850;9674;17427;9066;8361;5
1671;Totaal over alle leeftijden;Totaal bevolking;Apeldoorn (SG);2017;216637;183260;15622;5923;9699;17755;9171;8584;5
1672;Totaal over alle leeftijden;Totaal bevolking;Apeldoorn (SG);2018;216916;183093;15651;5987;9664;18172;9288;8884;5
1673;Totaal over alle leeftijden;Totaal bevolking;Apeldoorn (SG);2019;217169;182925;15659;6003;9656;18585;9447;9138;5
1674;Totaal over alle leeftijden;Totaal bevolking;Apeldoorn (SG);2020;217446;182796;15673;6092;9581;18977;9602;9375;5
1675;Totaal over alle leeftijden;Totaal bevolking;Apeldoorn (SG);2021;217679;182585;15686;6134;9552;19408;9762;9646;5
1676;Totaal over alle leeftijden;Totaal bevolking;Apeldoorn (SG);2022;217884;182342;15770;6197;9573;19772;9899;9873;5
1677;Totaal over alle leeftijden;Totaal bevolking;Apeldoorn (SG);2023;218082;182111;15830;6238;9592;20141;9989;10152;5
1678;Totaal over alle leeftijden;Totaal bevolking;Apeldoorn (SG);2024;218267;181915;15843;6271;9572;20509;10099;10410;5
1679;Totaal over alle leeftijden;Totaal bevolking;Apeldoorn (SG);2025;218407;181639;15898;6314;9584;20870;10201;10669;5
1680;Totaal over alle leeftijden;Totaal bevolking;Arnhem (SG);2006;345304;281376;32480;11659;20821;31448;19177;12271;6
1681;Totaal over alle leeftijden;Totaal bevolking;Arnhem (SG);2007;345592;281488;32347;11630;20717;31757;19054;12703;6
1682;Totaal over alle leeftijden;Totaal bevolking;Arnhem (SG);2008;345948;281717;32247;11559;20688;31984;18892;13092;6
1683;Totaal over alle leeftijden;Totaal bevolking;Arnhem (SG);2009;346345;281735;32267;11607;20660;32343;18758;13585;6
1684;Totaal over alle leeftijden;Totaal bevolking;Arnhem (SG);2010;346765;281766;32293;11679;20614;32706;18683;14023;6
1685;Totaal over alle leeftijden;Totaal bevolking;Arnhem (SG);2011;347196;281749;32357;11720;20637;33090;18648;14442;6
1686;Totaal over alle leeftijden;Totaal bevolking;Arnhem (SG);2012;347624;281760;32420;11821;20599;33444;18604;14840;6
1687;Totaal over alle leeftijden;Totaal bevolking;Arnhem (SG);2013;347990;281603;32534;11933;20601;33853;18658;15195;6
1688;Totaal over alle leeftijden;Totaal bevolking;Arnhem (SG);2014;348325;281418;32736;12051;20685;34171;18584;15587;6
1689;Totaal over alle leeftijden;Totaal bevolking;Arnhem (SG);2015;348599;281366;32764;12166;20598;34469;18510;15959;6
1690;Totaal over alle leeftijden;Totaal bevolking;Arnhem (SG);2016;348935;281230;32873;12319;20554;34832;18523;16309;6
1691;Totaal over alle leeftijden;Totaal bevolking;Arnhem (SG);2017;349129;281162;32843;12375;20468;35124;18497;16627;6
1692;Totaal over alle leeftijden;Totaal bevolking;Arnhem (SG);2018;349406;280963;32946;12518;20428;35497;18578;16919;6
1693;Totaal over alle leeftijden;Totaal bevolking;Arnhem (SG);2019;349623;280815;32943;12540;20403;35865;18690;17175;6
1694;Totaal over alle leeftijden;Totaal bevolking;Arnhem (SG);2020;349821;280664;33006;12640;20366;36151;18754;17397;6
1695;Totaal over alle leeftijden;Totaal bevolking;Arnhem (SG);2021;349979;280548;32945;12670;20275;36486;18813;17673;6
1696;Totaal over alle leeftijden;Totaal bevolking;Arnhem (SG);2022;350109;280409;32948;12773;20175;36752;18773;17979;6
1697;Totaal over alle leeftijden;Totaal bevolking;Arnhem (SG);2023;350234;280300;32859;12770;20089;37075;18833;18242;6
1698;Totaal over alle leeftijden;Totaal bevolking;Arnhem (SG);2024;350282;280158;32877;12856;20021;37247;18812;18435;6
1699;Totaal over alle leeftijden;Totaal bevolking;Arnhem (SG);2025;350394;279987;32919;12961;19958;37488;18804;18684;6
1700;Totaal over alle leeftijden;Totaal bevolking;Nijmegen (SG);2006;276544;224858;28520;10047;18473;23166;13974;9192;7
1701;Totaal over alle leeftijden;Totaal bevolking;Nijmegen (SG);2007;277728;225851;28378;9881;18497;23499;13970;9529;7
1702;Totaal over alle leeftijden;Totaal bevolking;Nijmegen (SG);2008;278999;226897;28217;9719;18498;23885;13965;9920;7
1703;Totaal over alle leeftijden;Totaal bevolking;Nijmegen (SG);2009;280368;228021;28131;9658;18473;24216;13921;10295;7
1704;Totaal over alle leeftijden;Totaal bevolking;Nijmegen (SG);2010;281665;229144;28001;9507;18494;24520;13860;10660;7
1705;Totaal over alle leeftijden;Totaal bevolking;Nijmegen (SG);2011;283029;230250;27959;9458;18501;24820;13885;10935;7
1706;Totaal over alle leeftijden;Totaal bevolking;Nijmegen (SG);2012;284336;231259;27887;9417;18470;25190;13914;11276;7
1707;Totaal over alle leeftijden;Totaal bevolking;Nijmegen (SG);2013;285610;232191;27916;9471;18445;25503;13926;11577;7
1708;Totaal over alle leeftijden;Totaal bevolking;Nijmegen (SG);2014;286885;233151;27890;9478;18412;25844;13985;11859;7
1709;Totaal over alle leeftijden;Totaal bevolking;Nijmegen (SG);2015;288067;234013;27934;9504;18430;26120;14013;12107;7
1710;Totaal over alle leeftijden;Totaal bevolking;Nijmegen (SG);2016;289178;234860;27905;9563;18342;26413;14031;12382;7
1711;Totaal over alle leeftijden;Totaal bevolking;Nijmegen (SG);2017;290249;235552;27941;9619;18322;26756;14067;12689;7
1712;Totaal over alle leeftijden;Totaal bevolking;Nijmegen (SG);2018;291229;236333;27891;9622;18269;27005;14070;12935;7
1713;Totaal over alle leeftijden;Totaal bevolking;Nijmegen (SG);2019;292167;237084;27812;9610;18202;27271;14083;13188;7
1714;Totaal over alle leeftijden;Totaal bevolking;Nijmegen (SG);2020;293080;237771;27724;9603;18121;27585;14151;13434;7
1715;Totaal over alle leeftijden;Totaal bevolking;Nijmegen (SG);2021;293908;238373;27614;9572;18042;27921;14223;13698;7
1716;Totaal over alle leeftijden;Totaal bevolking;Nijmegen (SG);2022;294683;239039;27496;9526;17970;28148;14268;13880;7
1717;Totaal over alle leeftijden;Totaal bevolking;Nijmegen (SG);2023;295407;239618;27405;9510;17895;28384;14339;14045;7
1718;Totaal over alle leeftijden;Totaal bevolking;Nijmegen (SG);2024;296087;240123;27231;9471;17760;28733;14456;14277;7
1719;Totaal over alle leeftijden;Totaal bevolking;Nijmegen (SG);2025;296683;240598;27079;9418;17661;29006;14513;14493;7
1720;Totaal over alle leeftijden;Totaal bevolking;Amersfoort (SG);2006;267629;220451;20312;7543;12769;26866;15812;11054;8
1721;Totaal over alle leeftijden;Totaal bevolking;Amersfoort (SG);2007;268875;221103;20418;7640;12778;27354;15838;11516;8
1722;Totaal over alle leeftijden;Totaal bevolking;Amersfoort (SG);2008;270058;221584;20559;7769;12790;27915;15933;11982;8
1723;Totaal over alle leeftijden;Totaal bevolking;Amersfoort (SG);2009;271142;221996;20707;7857;12850;28439;15979;12460;8
1724;Totaal over alle leeftijden;Totaal bevolking;Amersfoort (SG);2010;272315;222358;20962;8021;12941;28995;16047;12948;8
1725;Totaal over alle leeftijden;Totaal bevolking;Amersfoort (SG);2011;273475;222820;21138;8154;12984;29517;16099;13418;8
1726;Totaal over alle leeftijden;Totaal bevolking;Amersfoort (SG);2012;274626;223087;21408;8369;13039;30131;16214;13917;8
1727;Totaal over alle leeftijden;Totaal bevolking;Amersfoort (SG);2013;275725;223328;21680;8589;13091;30717;16340;14377;8
1728;Totaal over alle leeftijden;Totaal bevolking;Amersfoort (SG);2014;276801;223612;21935;8831;13104;31254;16449;14805;8
1729;Totaal over alle leeftijden;Totaal bevolking;Amersfoort (SG);2015;277815;223896;22183;9024;13159;31736;16535;15201;8
1730;Totaal over alle leeftijden;Totaal bevolking;Amersfoort (SG);2016;278817;224137;22458;9253;13205;32222;16632;15590;8
1731;Totaal over alle leeftijden;Totaal bevolking;Amersfoort (SG);2017;279803;224295;22775;9524;13251;32733;16783;15950;8
1732;Totaal over alle leeftijden;Totaal bevolking;Amersfoort (SG);2018;280781;224506;23061;9771;13290;33214;16860;16354;8
1733;Totaal over alle leeftijden;Totaal bevolking;Amersfoort (SG);2019;281672;224629;23328;10007;13321;33715;16973;16742;8
1734;Totaal over alle leeftijden;Totaal bevolking;Amersfoort (SG);2020;282585;224797;23590;10219;13371;34198;17119;17079;8
1735;Totaal over alle leeftijden;Totaal bevolking;Amersfoort (SG);2021;283389;224869;23845;10421;13424;34675;17274;17401;8
1736;Totaal over alle leeftijden;Totaal bevolking;Amersfoort (SG);2022;284202;224949;24102;10603;13499;35151;17390;17761;8
1737;Totaal over alle leeftijden;Totaal bevolking;Amersfoort (SG);2023;284967;224976;24385;10800;13585;35606;17502;18104;8
1738;Totaal over alle leeftijden;Totaal bevolking;Amersfoort (SG);2024;285670;225026;24643;11024;13619;36001;17586;18415;8
1739;Totaal over alle leeftijden;Totaal bevolking;Amersfoort (SG);2025;286337;224945;24921;11175;13746;36471;17749;18722;8
1740;Totaal over alle leeftijden;Totaal bevolking;Utrecht (SG);2006;572644;436268;51993;20833;31160;84383;47884;36499;9
1741;Totaal over alle leeftijden;Totaal bevolking;Utrecht (SG);2007;576920;438852;51995;20921;31074;86073;48147;37926;9
1742;Totaal over alle leeftijden;Totaal bevolking;Utrecht (SG);2008;581456;441367;52077;21035;31042;88012;48517;39495;9
1743;Totaal over alle leeftijden;Totaal bevolking;Utrecht (SG);2009;586355;444389;52364;21315;31049;89602;48723;40879;9
1744;Totaal over alle leeftijden;Totaal bevolking;Utrecht (SG);2010;589365;445816;52595;21539;31056;90954;48765;42189;9
1745;Totaal over alle leeftijden;Totaal bevolking;Utrecht (SG);2011;592447;447464;52799;21738;31061;92184;48775;43409;9
1746;Totaal over alle leeftijden;Totaal bevolking;Utrecht (SG);2012;595538;448933;53046;21999;31047;93559;48946;44613;9
1747;Totaal over alle leeftijden;Totaal bevolking;Utrecht (SG);2013;598589;450483;53398;22306;31092;94708;49019;45689;9
1748;Totaal over alle leeftijden;Totaal bevolking;Utrecht (SG);2014;601522;452079;53662;22588;31074;95781;49050;46731;9
1749;Totaal over alle leeftijden;Totaal bevolking;Utrecht (SG);2015;604428;453451;53971;22871;31100;97006;49167;47839;9
1750;Totaal over alle leeftijden;Totaal bevolking;Utrecht (SG);2016;607336;454939;54265;23159;31106;98132;49282;48850;9
1751;Totaal over alle leeftijden;Totaal bevolking;Utrecht (SG);2017;610124;456492;54676;23575;31101;98956;49262;49694;9
1752;Totaal over alle leeftijden;Totaal bevolking;Utrecht (SG);2018;612850;457965;54937;23824;31113;99948;49342;50606;9
1753;Totaal over alle leeftijden;Totaal bevolking;Utrecht (SG);2019;615518;459414;55269;24112;31157;100835;49346;51489;9
1754;Totaal over alle leeftijden;Totaal bevolking;Utrecht (SG);2020;618060;460743;55418;24238;31180;101899;49521;52378;9
1755;Totaal over alle leeftijden;Totaal bevolking;Utrecht (SG);2021;620597;462030;55607;24408;31199;102960;49780;53180;9
1756;Totaal over alle leeftijden;Totaal bevolking;Utrecht (SG);2022;623060;463250;55825;24571;31254;103985;49973;54012;9
1757;Totaal over alle leeftijden;Totaal bevolking;Utrecht (SG);2023;625444;464545;56037;24826;31211;104862;50145;54717;9
1758;Totaal over alle leeftijden;Totaal bevolking;Utrecht (SG);2024;627690;465547;56203;24970;31233;105940;50404;55536;9
1759;Totaal over alle leeftijden;Totaal bevolking;Utrecht (SG);2025;629875;466675;56440;25135;31305;106760;50507;56253;9
1760;Totaal over alle leeftijden;Totaal bevolking;Amsterdam (SG);2006;1464412;930180;175663;86857;88806;358569;210856;147713;10
1761;Totaal over alle leeftijden;Totaal bevolking;Amsterdam (SG);2007;1474760;935286;177276;88016;89260;362198;209532;152666;10
1762;Totaal over alle leeftijden;Totaal bevolking;Amsterdam (SG);2008;1484854;940228;178951;89402;89549;365675;208482;157193;10
1763;Totaal over alle leeftijden;Totaal bevolking;Amsterdam (SG);2009;1495378;945132;180983;91208;89775;369263;207677;161586;10
1764;Totaal over alle leeftijden;Totaal bevolking;Amsterdam (SG);2010;1509418;951828;183939;93572;90367;373651;207581;166070;10
1765;Totaal over alle leeftijden;Totaal bevolking;Amsterdam (SG);2011;1523538;958301;187231;96312;90919;378006;207583;170423;10
1766;Totaal over alle leeftijden;Totaal bevolking;Amsterdam (SG);2012;1537723;964432;190789;99262;91527;382502;207963;174539;10
1767;Totaal over alle leeftijden;Totaal bevolking;Amsterdam (SG);2013;1551827;970451;194686;102496;92190;386690;208237;178453;10
1768;Totaal over alle leeftijden;Totaal bevolking;Amsterdam (SG);2014;1565723;976282;198556;105604;92952;390885;208719;182166;10
1769;Totaal over alle leeftijden;Totaal bevolking;Amsterdam (SG);2015;1579299;981821;202245;108613;93632;395233;209341;185892;10
1770;Totaal over alle leeftijden;Totaal bevolking;Amsterdam (SG);2016;1592649;987001;206032;111627;94405;399616;210093;189523;10
1771;Totaal over alle leeftijden;Totaal bevolking;Amsterdam (SG);2017;1605704;992223;209718;114455;95263;403763;210760;193003;10
1772;Totaal over alle leeftijden;Totaal bevolking;Amsterdam (SG);2018;1618465;997198;213361;117210;96151;407906;211484;196422;10
1773;Totaal over alle leeftijden;Totaal bevolking;Amsterdam (SG);2019;1631023;1001936;217120;119957;97163;411967;212263;199704;10
1774;Totaal over alle leeftijden;Totaal bevolking;Amsterdam (SG);2020;1643284;1006535;220908;122721;98187;415841;213008;202833;10
1775;Totaal over alle leeftijden;Totaal bevolking;Amsterdam (SG);2021;1655170;1010979;224477;125425;99052;419714;213643;206071;10
1776;Totaal over alle leeftijden;Totaal bevolking;Amsterdam (SG);2022;1666826;1015051;228157;128099;100058;423618;214428;209190;10
1777;Totaal over alle leeftijden;Totaal bevolking;Amsterdam (SG);2023;1678046;1018965;231851;130749;101102;427230;215019;212211;10
1778;Totaal over alle leeftijden;Totaal bevolking;Amsterdam (SG);2024;1688768;1022482;235595;133367;102228;430691;215488;215203;10
1779;Totaal over alle leeftijden;Totaal bevolking;Amsterdam (SG);2025;1699096;1025717;239257;136039;103218;434122;216057;218065;10
1780;Totaal over alle leeftijden;Totaal bevolking;Haarlem (SG);2006;404957;330755;39588;15454;24134;34614;19757;14857;11
1781;Totaal over alle leeftijden;Totaal bevolking;Haarlem (SG);2007;406208;330579;39992;15573;24419;35637;20013;15624;11
1782;Totaal over alle leeftijden;Totaal bevolking;Haarlem (SG);2008;407722;330419;40540;15828;24712;36763;20365;16398;11
1783;Totaal over alle leeftijden;Totaal bevolking;Haarlem (SG);2009;409149;330231;41042;16064;24978;37876;20734;17142;11
1784;Totaal over alle leeftijden;Totaal bevolking;Haarlem (SG);2010;410196;329708;41636;16411;25225;38852;21000;17852;11
1785;Totaal over alle leeftijden;Totaal bevolking;Haarlem (SG);2011;411261;329117;42322;16851;25471;39822;21248;18574;11
1786;Totaal over alle leeftijden;Totaal bevolking;Haarlem (SG);2012;412381;328587;43000;17262;25738;40794;21535;19259;11
1787;Totaal over alle leeftijden;Totaal bevolking;Haarlem (SG);2013;413445;327885;43774;17753;26021;41786;21786;20000;11
1788;Totaal over alle leeftijden;Totaal bevolking;Haarlem (SG);2014;414493;327161;44559;18266;26293;42773;22101;20672;11
1789;Totaal over alle leeftijden;Totaal bevolking;Haarlem (SG);2015;415534;326517;45271;18752;26519;43746;22406;21340;11
1790;Totaal over alle leeftijden;Totaal bevolking;Haarlem (SG);2016;416619;325770;46001;19194;26807;44848;22796;22052;11
1791;Totaal over alle leeftijden;Totaal bevolking;Haarlem (SG);2017;417717;325226;46693;19607;27086;45798;23115;22683;11
1792;Totaal over alle leeftijden;Totaal bevolking;Haarlem (SG);2018;418746;324607;47351;20039;27312;46788;23461;23327;11
1793;Totaal over alle leeftijden;Totaal bevolking;Haarlem (SG);2019;419838;324025;47982;20461;27521;47831;23804;24027;11
1794;Totaal over alle leeftijden;Totaal bevolking;Haarlem (SG);2020;420999;323474;48584;20818;27766;48941;24176;24765;11
1795;Totaal over alle leeftijden;Totaal bevolking;Haarlem (SG);2021;422114;322857;49235;21260;27975;50022;24573;25449;11
1796;Totaal over alle leeftijden;Totaal bevolking;Haarlem (SG);2022;423235;322389;49731;21631;28100;51115;24993;26122;11
1797;Totaal over alle leeftijden;Totaal bevolking;Haarlem (SG);2023;424500;321968;50380;22094;28286;52152;25388;26764;11
1798;Totaal over alle leeftijden;Totaal bevolking;Haarlem (SG);2024;425763;321520;51053;22485;28568;53190;25804;27386;11
1799;Totaal over alle leeftijden;Totaal bevolking;Haarlem (SG);2025;426965;321057;51593;22882;28711;54315;26172;28143;11
1800;Totaal over alle leeftijden;Totaal bevolking;Leiden (SG);2006;333337;273035;32520;15200;17320;27782;16642;11140;12
1801;Totaal over alle leeftijden;Totaal bevolking;Leiden (SG);2007;334092;272517;33062;15501;17561;28513;16867;11646;12
1802;Totaal over alle leeftijden;Totaal bevolking;Leiden (SG);2008;335171;272271;33623;15754;17869;29277;17083;12194;12
1803;Totaal over alle leeftijden;Totaal bevolking;Leiden (SG);2009;336464;271919;34455;16268;18187;30090;17387;12703;12
1804;Totaal over alle leeftijden;Totaal bevolking;Leiden (SG);2010;337826;271603;35365;16893;18472;30858;17679;13179;12
1805;Totaal over alle leeftijden;Totaal bevolking;Leiden (SG);2011;339174;271223;36358;17582;18776;31593;17928;13665;12
1806;Totaal over alle leeftijden;Totaal bevolking;Leiden (SG);2012;340593;270840;37347;18248;19099;32406;18242;14164;12
1807;Totaal over alle leeftijden;Totaal bevolking;Leiden (SG);2013;342109;270448;38386;19012;19374;33275;18598;14677;12
1808;Totaal over alle leeftijden;Totaal bevolking;Leiden (SG);2014;343548;269985;39475;19786;19689;34088;18920;15168;12
1809;Totaal over alle leeftijden;Totaal bevolking;Leiden (SG);2015;344958;269616;40518;20518;20000;34824;19177;15647;12
1810;Totaal over alle leeftijden;Totaal bevolking;Leiden (SG);2016;346393;269192;41553;21233;20320;35648;19487;16161;12
1811;Totaal over alle leeftijden;Totaal bevolking;Leiden (SG);2017;347841;268678;42595;21906;20689;36568;19894;16674;12
1812;Totaal over alle leeftijden;Totaal bevolking;Leiden (SG);2018;349259;268259;43518;22524;20994;37482;20289;17193;12
1813;Totaal over alle leeftijden;Totaal bevolking;Leiden (SG);2019;350694;267904;44421;23086;21335;38369;20740;17629;12
1814;Totaal over alle leeftijden;Totaal bevolking;Leiden (SG);2020;352172;267489;45358;23686;21672;39325;21147;18178;12
1815;Totaal over alle leeftijden;Totaal bevolking;Leiden (SG);2021;353574;267066;46300;24279;22021;40208;21549;18659;12
1816;Totaal over alle leeftijden;Totaal bevolking;Leiden (SG);2022;354974;266648;47178;24784;22394;41148;21970;19178;12
1817;Totaal over alle leeftijden;Totaal bevolking;Leiden (SG);2023;356428;266270;48067;25292;22775;42091;22412;19679;12
1818;Totaal over alle leeftijden;Totaal bevolking;Leiden (SG);2024;357711;265755;48895;25762;23133;43061;22845;20216;12
1819;Totaal over alle leeftijden;Totaal bevolking;Leiden (SG);2025;359002;265347;49686;26211;23475;43969;23252;20717;12
1820;Totaal over alle leeftijden;Totaal bevolking;'s-Gravenhage (SG);2006;990489;669997;115202;56795;58407;205290;126518;78772;13
1821;Totaal over alle leeftijden;Totaal bevolking;'s-Gravenhage (SG);2007;993620;669454;116286;57634;58652;207880;125863;82017;13
1822;Totaal over alle leeftijden;Totaal bevolking;'s-Gravenhage (SG);2008;997284;668908;117867;58880;58987;210509;125349;85160;13
1823;Totaal over alle leeftijden;Totaal bevolking;'s-Gravenhage (SG);2009;1001138;668065;119725;60456;59269;213348;125083;88265;13
1824;Totaal over alle leeftijden;Totaal bevolking;'s-Gravenhage (SG);2010;1005030;666967;121984;62455;59529;216079;124933;91146;13
1825;Totaal over alle leeftijden;Totaal bevolking;'s-Gravenhage (SG);2011;1009110;665380;124927;64903;60024;218803;124928;93875;13
1826;Totaal over alle leeftijden;Totaal bevolking;'s-Gravenhage (SG);2012;1013282;663785;127938;67460;60478;221559;124999;96560;13
1827;Totaal over alle leeftijden;Totaal bevolking;'s-Gravenhage (SG);2013;1017635;662253;131370;70399;60971;224012;124983;99029;13
1828;Totaal over alle leeftijden;Totaal bevolking;'s-Gravenhage (SG);2014;1021972;660277;134968;73277;61691;226727;125187;101540;13
1829;Totaal over alle leeftijden;Totaal bevolking;'s-Gravenhage (SG);2015;1026305;658341;138587;76188;62399;229377;125430;103947;13
1830;Totaal over alle leeftijden;Totaal bevolking;'s-Gravenhage (SG);2016;1030551;656243;142259;78990;63269;232049;125729;106320;13
1831;Totaal over alle leeftijden;Totaal bevolking;'s-Gravenhage (SG);2017;1034872;654361;145842;81685;64157;234669;126163;108506;13
1832;Totaal over alle leeftijden;Totaal bevolking;'s-Gravenhage (SG);2018;1039171;652326;149621;84433;65188;237224;126502;110722;13
1833;Totaal over alle leeftijden;Totaal bevolking;'s-Gravenhage (SG);2019;1043457;650237;153603;87299;66304;239617;126832;112785;13
1834;Totaal over alle leeftijden;Totaal bevolking;'s-Gravenhage (SG);2020;1047621;648105;157643;90218;67425;241873;127081;114792;13
1835;Totaal over alle leeftijden;Totaal bevolking;'s-Gravenhage (SG);2021;1051752;645733;161644;92972;68672;244375;127562;116813;13
1836;Totaal over alle leeftijden;Totaal bevolking;'s-Gravenhage (SG);2022;1055789;643328;165911;95807;70104;246550;127818;118732;13
1837;Totaal over alle leeftijden;Totaal bevolking;'s-Gravenhage (SG);2023;1059730;640956;169977;98472;71505;248797;128058;120739;13
1838;Totaal over alle leeftijden;Totaal bevolking;'s-Gravenhage (SG);2024;1063478;638661;174175;101173;73002;250642;128020;122622;13
1839;Totaal over alle leeftijden;Totaal bevolking;'s-Gravenhage (SG);2025;1067106;636319;178384;103853;74531;252403;127927;124476;13
1840;Totaal over alle leeftijden;Totaal bevolking;Rotterdam (SG);2006;1183569;803057;105751;49388;56363;274761;159800;114961;14
1841;Totaal over alle leeftijden;Totaal bevolking;Rotterdam (SG);2007;1185048;803226;105750;49177;56573;276072;157542;118530;14
1842;Totaal over alle leeftijden;Totaal bevolking;Rotterdam (SG);2008;1186581;803201;105899;49162;56737;277481;155705;121776;14
1843;Totaal over alle leeftijden;Totaal bevolking;Rotterdam (SG);2009;1188231;803110;106235;49267;56968;278886;154152;124734;14
1844;Totaal over alle leeftijden;Totaal bevolking;Rotterdam (SG);2010;1189989;802938;106782;49547;57235;280269;152801;127468;14
1845;Totaal over alle leeftijden;Totaal bevolking;Rotterdam (SG);2011;1191964;802806;107392;50002;57390;281766;151765;130001;14
1846;Totaal over alle leeftijden;Totaal bevolking;Rotterdam (SG);2012;1194154;802898;108137;50503;57634;283119;150770;132349;14
1847;Totaal over alle leeftijden;Totaal bevolking;Rotterdam (SG);2013;1196512;803199;108850;51028;57822;284463;149870;134593;14
1848;Totaal over alle leeftijden;Totaal bevolking;Rotterdam (SG);2014;1198883;803422;109795;51561;58234;285666;148970;136696;14
1849;Totaal over alle leeftijden;Totaal bevolking;Rotterdam (SG);2015;1201289;803674;110633;52050;58583;286982;148332;138650;14
1850;Totaal over alle leeftijden;Totaal bevolking;Rotterdam (SG);2016;1203820;804388;111394;52536;58858;288038;147554;140484;14
1851;Totaal over alle leeftijden;Totaal bevolking;Rotterdam (SG);2017;1206353;805027;112135;52918;59217;289191;146891;142300;14
1852;Totaal over alle leeftijden;Totaal bevolking;Rotterdam (SG);2018;1208863;805778;112769;53152;59617;290316;146292;144024;14
1853;Totaal over alle leeftijden;Totaal bevolking;Rotterdam (SG);2019;1211474;806641;113443;53465;59978;291390;145740;145650;14
1854;Totaal over alle leeftijden;Totaal bevolking;Rotterdam (SG);2020;1214120;807635;114055;53727;60328;292430;145227;147203;14
1855;Totaal over alle leeftijden;Totaal bevolking;Rotterdam (SG);2021;1216772;808841;114647;53957;60690;293284;144671;148613;14
1856;Totaal over alle leeftijden;Totaal bevolking;Rotterdam (SG);2022;1219496;810094;115297;54272;61025;294105;144023;150082;14
1857;Totaal over alle leeftijden;Totaal bevolking;Rotterdam (SG);2023;1222152;811207;116006;54565;61441;294939;143464;151475;14
1858;Totaal over alle leeftijden;Totaal bevolking;Rotterdam (SG);2024;1224731;812574;116535;54789;61746;295622;142932;152690;14
1859;Totaal over alle leeftijden;Totaal bevolking;Rotterdam (SG);2025;1227212;813871;117146;55112;62034;296195;142317;153878;14
1860;Totaal over alle leeftijden;Totaal bevolking;Dordrecht (SG);2006;290758;236163;22437;8786;13651;32158;18196;13962;15
