ID;Huishoudkenmerken;Perioden;HuurOfHypotheek_1;GasWaterEnElektriciteit_2;OpAfbetalingGekochteArtikelen_3;OpMinstensEenVanDeGenoemdeItems_4;EenWarmeMaaltijdOmDeAndereDag_5;HetRegelmatigKopenVanNieuweKleren_6;HetVerwarmenVanHetHuis_7;HetVervangenVanVersletenMeubels_8;HetTeEtenVragenVanFamilieKennissen_9;JaarlijksEenWeekOpVakantieTeGaan_10;MinstensEenVanDeGenoemdeItems_11
252;2e 20% inkomensgroep;2000;2.0;2.0;1.0;4.0;2.0;14.0;2.0;25.0;5.0;15.0;32.0
253;2e 20% inkomensgroep;2001;2.0;1.0;0.0;3.0;2.0;9.0;2.0;21.0;7.0;14.0;28.0
254;2e 20% inkomensgroep;2002;3.0;3.0;1.0;4.0;2.0;9.0;2.0;19.0;5.0;15.0;28.0
255;2e 20% inkomensgroep;2003;2.0;3.0;2.0;5.0;4.0;16.0;5.0;27.0;9.0;11.0;32.0
256;2e 20% inkomensgroep;2004;4.0;5.0;2.0;7.0;3.0;21.0;4.0;28.0;11.0;12.0;34.0
257;2e 20% inkomensgroep;2005;6.0;5.0;2.0;10.0;4.0;25.0;5.0;40.0;14.0;31.0;49.0
258;2e 20% inkomensgroep;2006;4.0;5.0;1.0;7.0;4.0;20.0;4.0;32.0;13.0;24.0;40.0
259;2e 20% inkomensgroep;2007;3.0;3.0;1.0;6.0;2.0;17.0;3.0;30.0;11.0;24.0;39.0
260;2e 20% inkomensgroep;2008;3.0;3.0;1.0;6.0;4.0;17.0;3.0;29.0;11.0;24.0;39.0
261;2e 20% inkomensgroep;2009;4.0;2.0;1.0;6.0;3.0;16.0;2.0;27.0;12.0;24.0;38.0
262;2e 20% inkomensgroep;2010;4.0;4.0;1.0;8.0;4.0;18.0;4.0;31.0;11.0;26.0;41.0
263;2e 20% inkomensgroep;2011;5.0;5.0;1.0;8.0;5.0;20.0;2.0;33.0;12.0;30.0;43.0
264;3e 20% inkomensgroep;2000;1.0;0.0;1.0;1.0;1.0;6.0;2.0;12.0;3.0;7.0;17.0
265;3e 20% inkomensgroep;2001;1.0;1.0;1.0;2.0;1.0;4.0;2.0;11.0;2.0;7.0;14.0
266;3e 20% inkomensgroep;2002;1.0;1.0;0.0;2.0;1.0;5.0;1.0;10.0;3.0;6.0;13.0
267;3e 20% inkomensgroep;2003;3.0;3.0;2.0;6.0;3.0;10.0;4.0;18.0;6.0;6.0;22.0
268;3e 20% inkomensgroep;2004;3.0;2.0;2.0;4.0;2.0;10.0;4.0;16.0;6.0;8.0;21.0
269;3e 20% inkomensgroep;2005;5.0;4.0;1.0;7.0;2.0;13.0;2.0;22.0;7.0;16.0;30.0
270;3e 20% inkomensgroep;2006;3.0;4.0;1.0;6.0;1.0;9.0;2.0;18.0;6.0;12.0;25.0
271;3e 20% inkomensgroep;2007;3.0;3.0;1.0;5.0;1.0;9.0;1.0;17.0;4.0;12.0;23.0
272;3e 20% inkomensgroep;2008;3.0;3.0;1.0;5.0;1.0;9.0;1.0;15.0;5.0;12.0;23.0
273;3e 20% inkomensgroep;2009;4.0;3.0;1.0;6.0;1.0;8.0;1.0;16.0;6.0;11.0;22.0
274;3e 20% inkomensgroep;2010;4.0;3.0;1.0;6.0;2.0;10.0;1.0;19.0;6.0;14.0;25.0
275;3e 20% inkomensgroep;2011;3.0;2.0;1.0;5.0;2.0;10.0;1.0;19.0;5.0;14.0;26.0
276;4e 20% inkomensgroep;2000;1.0;0.0;0.0;1.0;1.0;2.0;2.0;8.0;1.0;4.0;10.0
277;4e 20% inkomensgroep;2001;1.0;1.0;1.0;2.0;1.0;3.0;1.0;6.0;1.0;4.0;8.0
278;4e 20% inkomensgroep;2002;1.0;2.0;0.0;2.0;1.0;4.0;2.0;8.0;2.0;5.0;11.0
279;4e 20% inkomensgroep;2003;2.0;1.0;1.0;3.0;2.0;7.0;5.0;12.0;4.0;4.0;17.0
280;4e 20% inkomensgroep;2004;1.0;1.0;1.0;3.0;2.0;8.0;3.0;13.0;4.0;5.0;16.0
281;4e 20% inkomensgroep;2005;3.0;2.0;1.0;5.0;1.0;9.0;1.0;16.0;4.0;10.0;22.0
282;4e 20% inkomensgroep;2006;2.0;2.0;1.0;4.0;1.0;6.0;1.0;11.0;3.0;7.0;16.0
283;4e 20% inkomensgroep;2007;2.0;2.0;1.0;4.0;0.0;5.0;1.0;10.0;2.0;6.0;14.0
284;4e 20% inkomensgroep;2008;2.0;2.0;1.0;3.0;1.0;4.0;1.0;10.0;3.0;7.0;15.0
285;4e 20% inkomensgroep;2009;2.0;2.0;1.0;3.0;0.0;4.0;1.0;10.0;2.0;5.0;14.0
286;4e 20% inkomensgroep;2010;2.0;2.0;1.0;4.0;1.0;6.0;1.0;12.0;4.0;8.0;16.0
287;4e 20% inkomensgroep;2011;3.0;2.0;1.0;5.0;1.0;6.0;1.0;12.0;3.0;9.0;17.0
288;5e 20% (hoogste) inkomensgroep;2000;0.0;1.0;0.0;1.0;2.0;3.0;1.0;4.0;2.0;3.0;6.0
289;5e 20% (hoogste) inkomensgroep;2001;1.0;0.0;0.0;1.0;2.0;3.0;3.0;4.0;3.0;5.0;7.0
290;5e 20% (hoogste) inkomensgroep;2002;1.0;1.0;0.0;1.0;2.0;3.0;2.0;4.0;2.0;3.0;6.0
291;5e 20% (hoogste) inkomensgroep;2003;1.0;2.0;1.0;3.0;3.0;6.0;5.0;9.0;4.0;3.0;11.0
292;5e 20% (hoogste) inkomensgroep;2004;2.0;1.0;1.0;2.0;2.0;3.0;3.0;9.0;3.0;2.0;12.0
293;5e 20% (hoogste) inkomensgroep;2005;1.0;2.0;0.0;3.0;0.0;4.0;1.0;8.0;2.0;4.0;11.0
294;5e 20% (hoogste) inkomensgroep;2006;1.0;2.0;1.0;3.0;1.0;3.0;0.0;7.0;2.0;3.0;9.0
295;5e 20% (hoogste) inkomensgroep;2007;2.0;2.0;0.0;3.0;1.0;2.0;0.0;6.0;1.0;3.0;8.0
296;5e 20% (hoogste) inkomensgroep;2008;1.0;1.0;0.0;2.0;0.0;2.0;0.0;5.0;1.0;4.0;8.0
297;5e 20% (hoogste) inkomensgroep;2009;1.0;1.0;0.0;2.0;0.0;2.0;0.0;5.0;1.0;3.0;7.0
298;5e 20% (hoogste) inkomensgroep;2010;1.0;1.0;0.0;2.0;1.0;2.0;0.0;6.0;1.0;4.0;8.0
299;5e 20% (hoogste) inkomensgroep;2011;1.0;1.0;0.0;2.0;1.0;1.0;0.0;4.0;1.0;3.0;6.0
300;1e 20% (laagste) inkomensgroep gestand.;2000;5.0;3.0;2.0;8.0;4.0;23.0;4.0;40.0;12.0;29.0;48.0
301;1e 20% (laagste) inkomensgroep gestand.;2001;3.0;4.0;1.0;5.0;4.0;23.0;4.0;42.0;12.0;29.0;49.0
302;1e 20% (laagste) inkomensgroep gestand.;2002;5.0;4.0;2.0;8.0;4.0;22.0;5.0;40.0;11.0;31.0;49.0
303;1e 20% (laagste) inkomensgroep gestand.;2003;8.0;6.0;4.0;12.0;9.0;37.0;11.0;51.0;19.0;24.0;59.0
304;1e 20% (laagste) inkomensgroep gestand.;2004;10.0;7.0;3.0;13.0;8.0;36.0;9.0;49.0;20.0;23.0;55.0
305;1e 20% (laagste) inkomensgroep gestand.;2005;10.0;8.0;2.0;15.0;8.0;36.0;8.0;52.0;22.0;43.0;61.0
306;1e 20% (laagste) inkomensgroep gestand.;2006;8.0;7.0;1.0;12.0;10.0;34.0;7.0;51.0;22.0;41.0;59.0
307;1e 20% (laagste) inkomensgroep gestand.;2007;9.0;6.0;2.0;12.0;6.0;30.0;6.0;48.0;18.0;40.0;59.0
308;1e 20% (laagste) inkomensgroep gestand.;2008;5.0;6.0;1.0;9.0;6.0;28.0;5.0;41.0;17.0;38.0;53.0
309;1e 20% (laagste) inkomensgroep gestand.;2009;9.0;7.0;2.0;13.0;7.0;30.0;5.0;46.0;18.0;35.0;55.0
310;1e 20% (laagste) inkomensgroep gestand.;2010;10.0;6.0;3.0;14.0;9.0;33.0;7.0;46.0;19.0;39.0;55.0
311;1e 20% (laagste) inkomensgroep gestand.;2011;9.0;6.0;1.0;12.0;8.0;31.0;5.0;48.0;18.0;45.0;64.0
312;2e 20% inkomensgroep gestand.;2000;3.0;2.0;1.0;4.0;2.0;16.0;3.0;27.0;8.0;18.0;35.0
313;2e 20% inkomensgroep gestand.;2001;1.0;1.0;1.0;2.0;2.0;11.0;3.0;22.0;7.0;16.0;29.0
314;2e 20% inkomensgroep gestand.;2002;2.0;2.0;1.0;2.0;2.0;11.0;2.0;22.0;5.0;15.0;27.0
315;2e 20% inkomensgroep gestand.;2003;3.0;3.0;1.0;6.0;4.0;17.0;5.0;29.0;10.0;12.0;36.0
316;2e 20% inkomensgroep gestand.;2004;4.0;4.0;2.0;6.0;4.0;22.0;4.0;31.0;11.0;15.0;38.0
317;2e 20% inkomensgroep gestand.;2005;5.0;4.0;2.0;8.0;5.0;25.0;4.0;40.0;14.0;33.0;52.0
318;2e 20% inkomensgroep gestand.;2006;4.0;5.0;1.0;7.0;3.0;21.0;3.0;36.0;13.0;28.0;45.0
319;2e 20% inkomensgroep gestand.;2007;3.0;3.0;1.0;6.0;3.0;16.0;2.0;30.0;12.0;25.0;40.0
320;2e 20% inkomensgroep gestand.;2008;3.0;2.0;1.0;5.0;4.0;18.0;3.0;30.0;11.0;24.0;41.0
321;2e 20% inkomensgroep gestand.;2009;4.0;3.0;1.0;6.0;4.0;15.0;3.0;29.0;10.0;23.0;39.0
322;2e 20% inkomensgroep gestand.;2010;3.0;3.0;1.0;6.0;5.0;18.0;3.0;32.0;11.0;27.0;43.0
323;2e 20% inkomensgroep gestand.;2011;3.0;3.0;1.0;6.0;4.0;21.0;2.0;32.0;11.0;29.0;43.0
324;3e 20% inkomensgroep gestand.;2000;1.0;1.0;1.0;2.0;1.0;6.0;1.0;14.0;3.0;7.0;18.0
325;3e 20% inkomensgroep gestand.;2001;1.0;1.0;1.0;2.0;1.0;3.0;1.0;10.0;1.0;6.0;13.0
326;3e 20% inkomensgroep gestand.;2002;1.0;2.0;0.0;3.0;1.0;5.0;2.0;11.0;4.0;7.0;16.0
327;3e 20% inkomensgroep gestand.;2003;2.0;3.0;2.0;5.0;2.0;10.0;4.0;17.0;5.0;6.0;22.0
328;3e 20% inkomensgroep gestand.;2004;2.0;3.0;2.0;4.0;1.0;9.0;3.0;16.0;4.0;7.0;21.0
329;3e 20% inkomensgroep gestand.;2005;4.0;3.0;1.0;6.0;2.0;15.0;3.0;25.0;7.0;17.0;34.0
330;3e 20% inkomensgroep gestand.;2006;3.0;3.0;1.0;5.0;2.0;11.0;2.0;19.0;7.0;13.0;26.0
331;3e 20% inkomensgroep gestand.;2007;3.0;2.0;1.0;5.0;1.0;8.0;1.0;16.0;4.0;12.0;22.0
332;3e 20% inkomensgroep gestand.;2008;2.0;2.0;1.0;5.0;1.0;8.0;1.0;16.0;5.0;12.0;24.0
333;3e 20% inkomensgroep gestand.;2009;3.0;2.0;1.0;5.0;1.0;8.0;1.0;16.0;6.0;11.0;22.0
334;3e 20% inkomensgroep gestand.;2010;4.0;3.0;1.0;6.0;2.0;11.0;2.0;19.0;5.0;14.0;26.0
335;3e 20% inkomensgroep gestand.;2011;5.0;3.0;1.0;7.0;2.0;11.0;1.0;19.0;5.0;15.0;26.0
336;4e 20% inkomensgroep gestand.;2000;0.0;0.0;0.0;1.0;0.0;3.0;1.0;5.0;1.0;2.0;7.0
337;4e 20% inkomensgroep gestand.;2001;1.0;1.0;0.0;2.0;2.0;3.0;2.0;6.0;2.0;5.0;9.0
338;4e 20% inkomensgroep gestand.;2002;1.0;1.0;0.0;1.0;1.0;4.0;1.0;7.0;2.0;4.0;10.0
339;4e 20% inkomensgroep gestand.;2003;1.0;1.0;1.0;2.0;2.0;5.0;4.0;10.0;3.0;3.0;12.0
340;4e 20% inkomensgroep gestand.;2004;1.0;1.0;1.0;2.0;2.0;6.0;3.0;12.0;3.0;4.0;14.0
341;4e 20% inkomensgroep gestand.;2005;3.0;2.0;1.0;5.0;1.0;6.0;1.0;13.0;3.0;7.0;18.0
342;4e 20% inkomensgroep gestand.;2006;2.0;2.0;1.0;4.0;1.0;4.0;0.0;9.0;2.0;4.0;13.0
343;4e 20% inkomensgroep gestand.;2007;2.0;2.0;1.0;3.0;0.0;4.0;0.0;9.0;2.0;5.0;13.0
344;4e 20% inkomensgroep gestand.;2008;1.0;2.0;1.0;3.0;1.0;4.0;1.0;9.0;3.0;6.0;14.0
345;4e 20% inkomensgroep gestand.;2009;1.0;1.0;0.0;3.0;0.0;4.0;0.0;8.0;2.0;5.0;12.0
346;4e 20% inkomensgroep gestand.;2010;2.0;1.0;0.0;3.0;1.0;5.0;0.0;10.0;3.0;7.0;14.0
347;4e 20% inkomensgroep gestand.;2011;2.0;2.0;0.0;3.0;1.0;4.0;1.0;9.0;3.0;7.0;13.0
348;5e 20% (hoogste) inkomensgroep gestand.;2000;0.0;1.0;0.0;1.0;2.0;2.0;2.0;5.0;2.0;3.0;7.0
349;5e 20% (hoogste) inkomensgroep gestand.;2001;1.0;0.0;0.0;1.0;1.0;2.0;2.0;4.0;2.0;4.0;6.0
350;5e 20% (hoogste) inkomensgroep gestand.;2002;0.0;0.0;0.0;0.0;1.0;2.0;2.0;4.0;1.0;2.0;5.0
351;5e 20% (hoogste) inkomensgroep gestand.;2003;1.0;2.0;1.0;2.0;2.0;6.0;6.0;8.0;3.0;2.0;11.0
352;5e 20% (hoogste) inkomensgroep gestand.;2004;0.0;1.0;0.0;1.0;2.0;3.0;3.0;6.0;2.0;2.0;9.0
353;5e 20% (hoogste) inkomensgroep gestand.;2005;1.0;1.0;0.0;2.0;1.0;3.0;1.0;6.0;1.0;2.0;8.0
354;5e 20% (hoogste) inkomensgroep gestand.;2006;1.0;1.0;0.0;2.0;0.0;2.0;0.0;5.0;1.0;2.0;6.0
355;5e 20% (hoogste) inkomensgroep gestand.;2007;2.0;1.0;0.0;3.0;0.0;2.0;0.0;4.0;1.0;2.0;6.0
356;5e 20% (hoogste) inkomensgroep gestand.;2008;1.0;1.0;0.0;2.0;0.0;1.0;0.0;4.0;1.0;2.0;5.0
357;5e 20% (hoogste) inkomensgroep gestand.;2009;1.0;1.0;1.0;2.0;0.0;1.0;0.0;4.0;1.0;2.0;6.0
358;5e 20% (hoogste) inkomensgroep gestand.;2010;1.0;0.0;0.0;1.0;0.0;1.0;0.0;4.0;1.0;2.0;6.0
359;5e 20% (hoogste) inkomensgroep gestand.;2011;1.0;1.0;0.0;1.0;1.0;1.0;0.0;4.0;1.0;2.0;5.0
360;Laag inkomen;2000;5.0;3.0;2.0;7.0;4.0;30.0;4.0;47.0;18.0;37.0;56.0
361;Laag inkomen;2001;3.0;4.0;1.0;5.0;6.0;29.0;6.0;47.0;17.0;38.0;55.0
362;Laag inkomen;2002;7.0;3.0;2.0;9.0;8.0;29.0;8.0;54.0;16.0;38.0;62.0
363;Laag inkomen;2003;10.0;10.0;7.0;16.0;17.0;51.0;17.0;60.0;29.0;34.0;69.0
364;Laag inkomen;2004;11.0;6.0;4.0;14.0;10.0;48.0;13.0;60.0;24.0;29.0;65.0
365;Laag inkomen;2005;12.0;9.0;3.0;18.0;10.0;44.0;10.0;59.0;27.0;51.0;66.0
366;Laag inkomen;2006;8.0;10.0;2.0;15.0;14.0;48.0;12.0;65.0;31.0;57.0;71.0
367;Laag inkomen;2007;11.0;8.0;2.0;14.0;9.0;36.0;11.0;60.0;27.0;54.0;70.0
368;Laag inkomen;2008;8.0;11.0;1.0;14.0;7.0;40.0;8.0;51.0;24.0;52.0;64.0
369;Laag inkomen;2009;12.0;9.0;2.0;17.0;11.0;40.0;8.0;52.0;25.0;41.0;58.0
370;Laag inkomen;2010;14.0;11.0;4.0;20.0;14.0;46.0;11.0;60.0;27.0;51.0;66.0
371;Laag inkomen;2011;16.0;13.0;2.0;22.0;14.0;44.0;8.0;60.0;27.0;56.0;74.0
372;Geen laag inkomen;2000;1.0;1.0;0.0;2.0;1.0;6.0;2.0;13.0;3.0;7.0;16.0
373;Geen laag inkomen;2001;1.0;1.0;0.0;2.0;1.0;5.0;2.0;11.0;3.0;8.0;15.0
374;Geen laag inkomen;2002;1.0;1.0;0.0;2.0;1.0;7.0;2.0;13.0;4.0;10.0;18.0
375;Geen laag inkomen;2003;2.0;2.0;1.0;4.0;3.0;11.0;5.0;18.0;6.0;7.0;22.0
376;Geen laag inkomen;2004;2.0;2.0;1.0;4.0;3.0;12.0;4.0;18.0;6.0;8.0;23.0
377;Geen laag inkomen;2005;3.0;3.0;1.0;6.0;2.0;14.0;3.0;23.0;8.0;17.0;30.0
378;Geen laag inkomen;2006;3.0;3.0;1.0;5.0;2.0;11.0;2.0;19.0;7.0;13.0;25.0
379;Geen laag inkomen;2007;3.0;2.0;1.0;4.0;1.0;9.0;1.0;17.0;5.0;13.0;23.0
380;Geen laag inkomen;2008;2.0;2.0;1.0;4.0;2.0;10.0;2.0;17.0;6.0;14.0;24.0
381;Geen laag inkomen;2009;3.0;2.0;1.0;4.0;2.0;9.0;1.0;17.0;6.0;13.0;23.0
382;Geen laag inkomen;2010;3.0;2.0;1.0;5.0;2.0;11.0;2.0;19.0;6.0;15.0;25.0
383;Geen laag inkomen;2011;3.0;2.0;1.0;4.0;2.0;11.0;1.0;19.0;6.0;16.0;26.0
384;Onder of rond sociaal minimum;2000;6.0;3.0;2.0;8.0;4.0;27.0;5.0;45.0;17.0;35.0;53.0
385;Onder of rond sociaal minimum;2001;4.0;4.0;1.0;6.0;7.0;28.0;7.0;46.0;17.0;37.0;54.0
386;Onder of rond sociaal minimum;2002;6.0;2.0;2.0;8.0;10.0;34.0;8.0;58.0;17.0;43.0;67.0
387;Onder of rond sociaal minimum;2003;8.0;8.0;5.0;14.0;16.0;50.0;18.0;60.0;30.0;36.0;70.0
388;Onder of rond sociaal minimum;2004;9.0;4.0;3.0;11.0;10.0;47.0;13.0;61.0;25.0;29.0;64.0
389;Onder of rond sociaal minimum;2005;11.0;10.0;3.0;18.0;7.0;36.0;8.0;51.0;20.0;43.0;58.0
390;Onder of rond sociaal minimum;2006;9.0;11.0;1.0;15.0;10.0;44.0;8.0;60.0;27.0;55.0;69.0
391;Onder of rond sociaal minimum;2007;11.0;8.0;2.0;13.0;7.0;35.0;10.0;56.0;24.0;50.0;67.0
392;Onder of rond sociaal minimum;2008;7.0;10.0;1.0;13.0;7.0;42.0;8.0;52.0;25.0;53.0;66.0
393;Onder of rond sociaal minimum;2009;11.0;8.0;2.0;16.0;10.0;42.0;9.0;56.0;27.0;45.0;64.0
394;Onder of rond sociaal minimum;2010;13.0;9.0;3.0;17.0;14.0;46.0;10.0;62.0;31.0;55.0;69.0
395;Onder of rond sociaal minimum;2011;13.0;10.0;2.0;18.0;11.0;42.0;8.0;61.0;25.0;55.0;75.0
396;Boven het sociaal minimum;2000;1.0;1.0;0.0;2.0;1.0;8.0;2.0;14.0;4.0;9.0;18.0
397;Boven het sociaal minimum;2001;1.0;1.0;0.0;2.0;2.0;6.0;2.0;13.0;4.0;9.0;17.0
398;Boven het sociaal minimum;2002;1.0;1.0;0.0;2.0;1.0;7.0;2.0;13.0;4.0;9.0;18.0
399;Boven het sociaal minimum;2003;2.0;2.0;2.0;4.0;3.0;11.0;5.0;18.0;6.0;7.0;22.0
400;Boven het sociaal minimum;2004;2.0;2.0;1.0;4.0;3.0;12.0;4.0;19.0;6.0;8.0;23.0
401;Boven het sociaal minimum;2005;4.0;3.0;1.0;6.0;3.0;15.0;3.0;25.0;9.0;18.0;32.0
402;Boven het sociaal minimum;2006;3.0;3.0;1.0;5.0;2.0;11.0;2.0;20.0;7.0;14.0;26.0
403;Boven het sociaal minimum;2007;3.0;2.0;1.0;5.0;2.0;10.0;1.0;18.0;6.0;13.0;24.0
404;Boven het sociaal minimum;2008;2.0;2.0;1.0;4.0;2.0;9.0;2.0;17.0;6.0;14.0;24.0
405;Boven het sociaal minimum;2009;3.0;2.0;1.0;4.0;2.0;9.0;1.0;17.0;6.0;13.0;23.0
406;Boven het sociaal minimum;2010;3.0;2.0;1.0;5.0;2.0;10.0;2.0;18.0;6.0;14.0;25.0
407;Boven het sociaal minimum;2011;3.0;2.0;1.0;5.0;2.0;11.0;1.0;18.0;6.0;16.0;25.0
408;[zeer] sterk stedelijk;2000;3.0;2.0;1.0;4.0;2.0;12.0;2.0;21.0;5.0;13.0;26.0
409;[zeer] sterk stedelijk;2001;2.0;2.0;1.0;3.0;3.0;10.0;3.0;20.0;6.0;13.0;25.0
410;[zeer] sterk stedelijk;2002;2.0;2.0;1.0;4.0;2.0;10.0;3.0;20.0;5.0;14.0;26.0
411;[zeer] sterk stedelijk;2003;4.0;4.0;3.0;8.0;6.0;20.0;7.0;29.0;10.0;11.0;34.0
412;[zeer] sterk stedelijk;2004;5.0;4.0;2.0;7.0;4.0;18.0;5.0;27.0;9.0;11.0;32.0
413;[zeer] sterk stedelijk;2005;5.0;4.0;1.0;8.0;4.0;20.0;4.0;32.0;10.0;22.0;39.0
414;[zeer] sterk stedelijk;2006;4.0;5.0;1.0;8.0;4.0;17.0;3.0;27.0;10.0;20.0;33.0
415;[zeer] sterk stedelijk;2007;5.0;4.0;1.0;7.0;2.0;14.0;2.0;24.0;8.0;19.0;31.0
416;[zeer] sterk stedelijk;2008;3.0;3.0;1.0;6.0;3.0;14.0;3.0;22.0;7.0;17.0;29.0
417;[zeer] sterk stedelijk;2009;5.0;4.0;1.0;8.0;3.0;14.0;2.0;23.0;8.0;17.0;30.0
418;[zeer] sterk stedelijk;2010;6.0;4.0;2.0;8.0;4.0;17.0;3.0;26.0;9.0;21.0;33.0
419;[zeer] sterk stedelijk;2011;5.0;4.0;1.0;7.0;4.0;16.0;2.0;26.0;8.0;22.0;34.0
420;Matig tot weinig stedelijk;2000;1.0;1.0;1.0;2.0;2.0;8.0;2.0;16.0;6.0;11.0;20.0
421;Matig tot weinig stedelijk;2001;1.0;1.0;1.0;2.0;2.0;7.0;2.0;14.0;4.0;11.0;18.0
422;Matig tot weinig stedelijk;2002;2.0;1.0;0.0;2.0;1.0;7.0;2.0;14.0;4.0;10.0;18.0
423;Matig tot weinig stedelijk;2003;2.0;2.0;1.0;4.0;3.0;11.0;4.0;18.0;7.0;8.0;22.0
424;Matig tot weinig stedelijk;2004;2.0;2.0;1.0;4.0;3.0;14.0;5.0;20.0;8.0;9.0;25.0
425;Matig tot weinig stedelijk;2005;4.0;4.0;1.0;7.0;2.0;15.0;2.0;23.0;9.0;19.0;31.0
426;Matig tot weinig stedelijk;2006;3.0;3.0;1.0;5.0;2.0;12.0;2.0;20.0;8.0;15.0;27.0
427;Matig tot weinig stedelijk;2007;2.0;2.0;1.0;4.0;2.0;10.0;2.0;19.0;7.0;15.0;25.0
428;Matig tot weinig stedelijk;2008;2.0;2.0;1.0;4.0;2.0;10.0;1.0;17.0;7.0;16.0;26.0
429;Matig tot weinig stedelijk;2009;2.0;2.0;1.0;4.0;2.0;9.0;1.0;17.0;7.0;13.0;24.0
430;Matig tot weinig stedelijk;2010;2.0;2.0;1.0;4.0;2.0;10.0;2.0;18.0;7.0;15.0;24.0
431;Matig tot weinig stedelijk;2011;3.0;2.0;1.0;5.0;3.0;10.0;1.0;19.0;7.0;17.0;27.0
432;Niet stedelijk;2000;1.0;1.0;0.0;2.0;1.0;8.0;1.0;15.0;3.0;11.0;20.0
433;Niet stedelijk;2001;0.0;1.0;1.0;1.0;1.0;7.0;2.0;13.0;3.0;11.0;18.0
434;Niet stedelijk;2002;1.0;1.0;1.0;2.0;2.0;8.0;1.0;14.0;5.0;10.0;19.0
435;Niet stedelijk;2003;2.0;1.0;1.0;3.0;3.0;10.0;5.0;16.0;7.0;9.0;22.0
436;Niet stedelijk;2004;1.0;2.0;1.0;2.0;2.0;12.0;4.0;15.0;6.0;8.0;19.0
437;Niet stedelijk;2005;3.0;2.0;0.0;4.0;3.0;11.0;3.0;21.0;8.0;17.0;28.0
438;Niet stedelijk;2006;3.0;2.0;1.0;4.0;2.0;12.0;2.0;20.0;6.0;17.0;27.0
439;Niet stedelijk;2007;4.0;3.0;1.0;6.0;2.0;11.0;2.0;19.0;7.0;14.0;24.0
440;Niet stedelijk;2008;2.0;3.0;0.0;4.0;1.0;10.0;1.0;18.0;9.0;15.0;25.0
441;Niet stedelijk;2009;2.0;2.0;1.0;4.0;1.0;8.0;1.0;18.0;8.0;13.0;24.0
442;Niet stedelijk;2010;2.0;1.0;1.0;3.0;2.0;9.0;2.0;17.0;6.0;14.0;23.0
443;Niet stedelijk;2011;2.0;1.0;0.0;3.0;3.0;12.0;1.0;17.0;7.0;17.0;26.0
