ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;TotaleOppervlakte_4;TotaalVerkeersterrein_5;Spoorterrein_6;Wegverkeersterrein_7;Vliegveld_8;TotaalBebouwdTerrein_9;Woonterrein_10;TerreinVoorDetailhandelEnHoreca_11;TerreinVoorOpenbareVoorzieningen_12;TerreinVoorSociaalCultureleVoorz_13;Bedrijventerrein_14;TotaalSemiBebouwdTerrein_15;Stortplaats_16;Wrakkenopslagplaats_17;Begraafplaats_18;Delfstofwinplaats_19;Bouwterrein_20;SemiVerhardOverigTerrein_21;TotaalRecreatieterrein_22;ParkEnPlantsoen_23;Sportterrein_24;Volkstuin_25;DagrecreatiefTerrein_26;VerblijfsrecreatiefTerrein_27;TotaalAgrarischTerrein_28;TerreinVoorGlastuinbouw_29;OverigAgrarischTerrein_30;TotaalBosEnOpenNatuurlijkTerrein_31;Bos_32;OpenDroogNatuurlijkTerrein_33;OpenNatNatuurlijkTerrein_34;TotaalBinnenwater_35;IJsselmeerMarkermeer_36;AfgeslotenZeearm_37;RijnEnMaas_38;Randmeer_39;Spaarbekken_40;RecreatiefBinnenwater_41;BinnenwaterVoorDelfstofwinning_42;VloeiEnOfSlibveld_43;OverigBinnenwater_44;TotaalBuitenwater_45;WaddenzeeEemsDollard_46;Oosterschelde_47;Westerschelde_48;Noordzee_49
5886;Wijk 01 Heemstede-Zuid;Heemstede                               ;Wijk      ;WK039701  ;170.0;9.0;2.0;7.0;0.0;62.0;30.0;0.0;0.0;28.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;8.0;2.0;0.0;0.0;0.0;34.0;0.0;34.0;48.0;44.0;0.0;4.0;7.0;;;;;0.0;0.0;0.0;0.0;7.0;;;;;
5887;De Glip;Heemstede                               ;Buurt     ;BU03970100;93.0;4.0;0.0;4.0;0.0;19.0;16.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;8.0;0.0;0.0;0.0;0.0;29.0;0.0;29.0;32.0;28.0;0.0;4.0;1.0;;;;;0.0;0.0;0.0;0.0;1.0;;;;;
5888;Glipper Dreef en Staatsliedenbuurt;Heemstede                               ;Buurt     ;BU03970101;19.0;1.0;0.0;1.0;0.0;18.0;14.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
5889;Manpad en Hartekamp;Heemstede                               ;Buurt     ;BU03970102;58.0;5.0;2.0;2.0;0.0;26.0;1.0;0.0;0.0;22.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;5.0;0.0;5.0;15.0;15.0;0.0;0.0;5.0;;;;;0.0;0.0;0.0;0.0;5.0;;;;;
5890;Wijk 02 Heemstede west van de spoorbaan;Heemstede                               ;Wijk      ;WK039702  ;50.0;2.0;2.0;0.0;0.0;26.0;14.0;1.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;20.0;1.0;1.0;0.0;0.0;1.0;;;;;0.0;0.0;0.0;0.0;1.0;;;;;
5891;Dichters- en Vogelbuurt;Heemstede                               ;Buurt     ;BU03970200;50.0;2.0;2.0;0.0;0.0;26.0;14.0;1.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;20.0;1.0;1.0;0.0;0.0;1.0;;;;;0.0;0.0;0.0;0.0;1.0;;;;;
5892;Heerhugowaard;Heerhugowaard                           ;Gemeente  ;GM0398    ;3997.0;226.0;28.0;198.0;0.0;1041.0;699.0;47.0;13.0;47.0;235.0;116.0;0.0;10.0;3.0;0.0;103.0;0.0;186.0;111.0;57.0;16.0;0.0;2.0;2196.0;209.0;1987.0;68.0;66.0;0.0;2.0;164.0;;;;;0.0;16.0;0.0;0.0;148.0;;;;;
5893;Wijk 01 Schrijverswijk;Heerhugowaard                           ;Wijk      ;WK039801  ;58.0;2.0;0.0;2.0;0.0;54.0;53.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
5894;Schrijverswijk;Heerhugowaard                           ;Buurt     ;BU03980100;58.0;2.0;0.0;2.0;0.0;54.0;53.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
5895;Wijk 02 Schilderswijk;Heerhugowaard                           ;Wijk      ;WK039802  ;79.0;2.0;0.0;1.0;0.0;71.0;68.0;1.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;;;;0.0;1.0;0.0;0.0;0.0;;;;;
5896;Schilderswijk 1;Heerhugowaard                           ;Buurt     ;BU03980221;25.0;1.0;0.0;1.0;0.0;24.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
5897;Schilderswijk 2;Heerhugowaard                           ;Buurt     ;BU03980222;54.0;1.0;0.0;1.0;0.0;47.0;44.0;1.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;;;;0.0;1.0;0.0;0.0;0.0;;;;;
5898;Wijk 04 Planetenwijk;Heerhugowaard                           ;Wijk      ;WK039804  ;26.0;1.0;0.0;1.0;0.0;24.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
5899;Planetenwijk;Heerhugowaard                           ;Buurt     ;BU03980400;26.0;1.0;0.0;1.0;0.0;24.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
5900;Wijk 06 Bomen- en Recreatiewijk;Heerhugowaard                           ;Wijk      ;WK039806  ;123.0;3.0;0.0;3.0;0.0;86.0;84.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.0;12.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;3.0;;;;;0.0;3.0;0.0;0.0;0.0;;;;;
5901;Bomenwijk;Heerhugowaard                           ;Buurt     ;BU03980661;50.0;2.0;0.0;2.0;0.0;45.0;44.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
5902;Bomen- en Recreatiewijk;Heerhugowaard                           ;Buurt     ;BU03980662;73.0;1.0;0.0;1.0;0.0;40.0;39.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.0;10.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;;;;;0.0;3.0;0.0;0.0;0.0;;;;;
5903;Wijk 07 Centrumwaard;Heerhugowaard                           ;Wijk      ;WK039807  ;61.0;3.0;0.0;3.0;0.0;54.0;47.0;6.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;;;;0.0;0.0;0.0;0.0;1.0;;;;;
5904;Centrumwaard;Heerhugowaard                           ;Buurt     ;BU03980771;28.0;1.0;0.0;1.0;0.0;26.0;20.0;5.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
5905;Heemradenwijk;Heerhugowaard                           ;Buurt     ;BU03980772;33.0;2.0;0.0;2.0;0.0;28.0;27.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;;;;0.0;0.0;0.0;0.0;1.0;;;;;
5906;Wijk 08 Edelstenenwijk;Heerhugowaard                           ;Wijk      ;WK039808  ;57.0;4.0;0.0;4.0;0.0;49.0;49.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;;;;0.0;0.0;0.0;0.0;1.0;;;;;
5907;Edelstenenwijk;Heerhugowaard                           ;Buurt     ;BU03980800;57.0;4.0;0.0;4.0;0.0;49.0;49.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;;;;0.0;0.0;0.0;0.0;1.0;;;;;
5908;Wijk 09 Centrum en Stationsplein;Heerhugowaard                           ;Wijk      ;WK039809  ;44.0;4.0;1.0;3.0;0.0;35.0;13.0;13.0;1.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;;;;;0.0;2.0;0.0;0.0;0.0;;;;;
5909;Centrum;Heerhugowaard                           ;Buurt     ;BU03980991;33.0;2.0;0.0;2.0;0.0;27.0;13.0;13.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;;;;;0.0;2.0;0.0;0.0;0.0;;;;;
5910;Stationsplein;Heerhugowaard                           ;Buurt     ;BU03980992;11.0;2.0;1.0;1.0;0.0;9.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
5911;Wijk 10 Molenwijk;Heerhugowaard                           ;Wijk      ;WK039810  ;52.0;4.0;0.0;4.0;0.0;43.0;40.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;;;;;0.0;0.0;0.0;0.0;2.0;;;;;
5912;Molenwijk;Heerhugowaard                           ;Buurt     ;BU03981000;52.0;4.0;0.0;4.0;0.0;43.0;40.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;;;;;0.0;0.0;0.0;0.0;2.0;;;;;
5913;Wijk 11 Rivierenwijk;Heerhugowaard                           ;Wijk      ;WK039811  ;43.0;3.0;0.0;3.0;0.0;35.0;35.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;;;;;0.0;0.0;0.0;0.0;3.0;;;;;
5914;Rivierenwijk;Heerhugowaard                           ;Buurt     ;BU03981100;43.0;3.0;0.0;3.0;0.0;35.0;35.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;;;;;0.0;0.0;0.0;0.0;3.0;;;;;
5915;Wijk 12 Industrieterrein;Heerhugowaard                           ;Wijk      ;WK039812  ;229.0;15.0;6.0;8.0;0.0;208.0;1.0;0.0;10.0;7.0;190.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;;;;;0.0;0.0;0.0;0.0;4.0;;;;;
5916;Industrieterrein;Heerhugowaard                           ;Buurt     ;BU03981200;229.0;15.0;6.0;8.0;0.0;208.0;1.0;0.0;10.0;7.0;190.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;;;;;0.0;0.0;0.0;0.0;4.0;;;;;
5917;Wijk 13 Butterhuizen;Heerhugowaard                           ;Wijk      ;WK039813  ;56.0;3.0;0.0;3.0;0.0;43.0;43.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;;;;;0.0;0.0;0.0;0.0;4.0;;;;;
5918;Butterhuizen;Heerhugowaard                           ;Buurt     ;BU03981300;56.0;3.0;0.0;3.0;0.0;43.0;43.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;;;;;0.0;0.0;0.0;0.0;4.0;;;;;
5919;Wijk 14 Oostertocht;Heerhugowaard                           ;Wijk      ;WK039814  ;71.0;1.0;0.0;1.0;0.0;56.0;56.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;6.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;;;;;0.0;0.0;0.0;0.0;4.0;;;;;
5920;Oostertocht;Heerhugowaard                           ;Buurt     ;BU03981400;71.0;1.0;0.0;1.0;0.0;56.0;56.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;6.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;;;;;0.0;0.0;0.0;0.0;4.0;;;;;
5921;Wijk 15 Zuidwijk;Heerhugowaard                           ;Wijk      ;WK039815  ;73.0;2.0;0.0;2.0;0.0;47.0;47.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;21.0;;;;;0.0;0.0;0.0;0.0;21.0;;;;;
5922;Zuidwijk;Heerhugowaard                           ;Buurt     ;BU03981500;73.0;2.0;0.0;2.0;0.0;47.0;47.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;21.0;;;;;0.0;0.0;0.0;0.0;21.0;;;;;
5923;Wijk16 Huygenhoek;Heerhugowaard                           ;Wijk      ;WK039816  ;78.0;1.0;0.0;1.0;0.0;56.0;56.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;9.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;8.0;;;;;0.0;0.0;0.0;0.0;8.0;;;;;
5924;Huygenhoek;Heerhugowaard                           ;Buurt     ;BU03981600;78.0;1.0;0.0;1.0;0.0;56.0;56.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;9.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;8.0;;;;;0.0;0.0;0.0;0.0;8.0;;;;;
5925;Wijk 17 Stad van de Zon;Heerhugowaard                           ;Wijk      ;WK039817  ;71.0;1.0;0.0;1.0;0.0;42.0;41.0;1.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;9.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;15.0;;;;;0.0;0.0;0.0;0.0;15.0;;;;;
5926;Stad van de Zon;Heerhugowaard                           ;Buurt     ;BU03981700;71.0;1.0;0.0;1.0;0.0;42.0;41.0;1.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;9.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;15.0;;;;;0.0;0.0;0.0;0.0;15.0;;;;;
5927;Wijk 20 De Noord;Heerhugowaard                           ;Wijk      ;WK039820  ;70.0;3.0;0.0;3.0;0.0;30.0;25.0;1.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;0.0;4.0;0.0;0.0;0.0;32.0;4.0;28.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
5928;De Noord;Heerhugowaard                           ;Buurt     ;BU03982000;70.0;3.0;0.0;3.0;0.0;30.0;25.0;1.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;0.0;4.0;0.0;0.0;0.0;32.0;4.0;28.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
5929;Wijk 30 Buitengebied Noord;Heerhugowaard                           ;Wijk      ;WK039830  ;1634.0;90.0;13.0;76.0;0.0;17.0;3.0;4.0;0.0;4.0;6.0;10.0;0.0;0.0;0.0;0.0;10.0;0.0;32.0;0.0;20.0;11.0;0.0;2.0;1457.0;142.0;1315.0;4.0;2.0;0.0;2.0;24.0;;;;;0.0;0.0;0.0;0.0;24.0;;;;;
5930;Buitengeb. ten N. v.d. spoorl. Alkmaar-H;Heerhugowaard                           ;Buurt     ;BU03983000;1634.0;90.0;13.0;76.0;0.0;17.0;3.0;4.0;0.0;4.0;6.0;10.0;0.0;0.0;0.0;0.0;10.0;0.0;32.0;0.0;20.0;11.0;0.0;2.0;1457.0;142.0;1315.0;4.0;2.0;0.0;2.0;24.0;;;;;0.0;0.0;0.0;0.0;24.0;;;;;
5931;Wijk 40 't Kruis;Heerhugowaard                           ;Wijk      ;WK039840  ;26.0;2.0;0.0;2.0;0.0;11.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;12.0;2.0;9.0;1.0;1.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
5932;'t Kruis;Heerhugowaard                           ;Buurt     ;BU03984000;26.0;2.0;0.0;2.0;0.0;11.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;12.0;2.0;9.0;1.0;1.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
5933;Wijk 50 Buitengebied Zuid;Heerhugowaard                           ;Wijk      ;WK039850  ;1147.0;82.0;7.0;75.0;0.0;80.0;5.0;21.0;0.0;29.0;25.0;92.0;0.0;10.0;3.0;0.0;79.0;0.0;71.0;62.0;3.0;6.0;0.0;0.0;689.0;60.0;629.0;61.0;61.0;0.0;0.0;72.0;;;;;0.0;9.0;0.0;0.0;62.0;;;;;
5934;Buitengeb. ten Z. v.d. spoorl. Alkmaar-H;Heerhugowaard                           ;Buurt     ;BU03985000;1147.0;82.0;7.0;75.0;0.0;80.0;5.0;21.0;0.0;29.0;25.0;92.0;0.0;10.0;3.0;0.0;79.0;0.0;71.0;62.0;3.0;6.0;0.0;0.0;689.0;60.0;629.0;61.0;61.0;0.0;0.0;72.0;;;;;0.0;9.0;0.0;0.0;62.0;;;;;
5935;Heiloo;Heiloo                                  ;Gemeente  ;GM0399    ;1899.0;67.0;11.0;56.0;0.0;481.0;405.0;13.0;8.0;28.0;27.0;28.0;0.0;0.0;4.0;2.0;22.0;0.0;163.0;29.0;66.0;9.0;40.0;18.0;978.0;6.0;971.0;153.0;152.0;0.0;0.0;29.0;;;;;0.0;5.0;0.0;0.0;24.0;;;;;
5936;Wijk 01 Blockhovepark;Heiloo                                  ;Wijk      ;WK039901  ;446.0;11.0;4.0;7.0;0.0;31.0;31.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;8.0;0.0;0.0;0.0;7.0;0.0;299.0;2.0;298.0;94.0;94.0;0.0;0.0;2.0;;;;;0.0;0.0;0.0;0.0;2.0;;;;;
5937;Blockhovepark;Heiloo                                  ;Buurt     ;BU03990101;446.0;11.0;4.0;7.0;0.0;31.0;31.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;8.0;0.0;0.0;0.0;7.0;0.0;299.0;2.0;298.0;94.0;94.0;0.0;0.0;2.0;;;;;0.0;0.0;0.0;0.0;2.0;;;;;
5938;Wijk 02 Heiloo Noord-West;Heiloo                                  ;Wijk      ;WK039902  ;192.0;4.0;1.0;3.0;0.0;64.0;63.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73.0;10.0;22.0;0.0;33.0;8.0;45.0;0.0;45.0;2.0;2.0;0.0;0.0;5.0;;;;;0.0;4.0;0.0;0.0;1.0;;;;;
5939;Noorderneg;Heiloo                                  ;Buurt     ;BU03990201;93.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;39.0;2.0;4.0;0.0;33.0;0.0;45.0;0.0;45.0;2.0;2.0;0.0;0.0;5.0;;;;;0.0;4.0;0.0;0.0;1.0;;;;;
5940;Oud West;Heiloo                                  ;Buurt     ;BU03990202;99.0;3.0;1.0;2.0;0.0;63.0;61.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.0;8.0;18.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
5941;Wijk 03 Heiloo-Midden;Heiloo                                  ;Wijk      ;WK039903  ;180.0;6.0;1.0;5.0;0.0;101.0;91.0;6.0;0.0;0.0;4.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;41.0;0.0;41.0;22.0;22.0;0.0;0.0;4.0;;;;;0.0;1.0;0.0;0.0;3.0;;;;;
5942;Tuindorp;Heiloo                                  ;Buurt     ;BU03990301;32.0;1.0;1.0;0.0;0.0;29.0;23.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
5943;Gemeentebos;Heiloo                                  ;Buurt     ;BU03990302;23.0;1.0;0.0;1.0;0.0;17.0;17.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
5944;Plan Oost;Heiloo                                  ;Buurt     ;BU03990303;82.0;2.0;0.0;2.0;0.0;49.0;49.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;15.0;0.0;15.0;9.0;9.0;0.0;0.0;4.0;;;;;0.0;1.0;0.0;0.0;3.0;;;;;
5945;Nijenburg;Heiloo                                  ;Buurt     ;BU03990304;43.0;2.0;0.0;2.0;0.0;6.0;2.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0;0.0;26.0;8.0;8.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
5946;Wijk 04 Heiloo-West;Heiloo                                  ;Wijk      ;WK039904  ;152.0;3.0;0.0;3.0;0.0;74.0;73.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;7.0;0.0;0.0;0.0;0.0;44.0;0.0;44.0;22.0;22.0;0.0;0.0;2.0;;;;;0.0;0.0;0.0;0.0;2.0;;;;;
5947;Heiloo-West Zuiderneg;Heiloo                                  ;Buurt     ;BU03990401;108.0;2.0;0.0;2.0;0.0;34.0;33.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;44.0;0.0;44.0;22.0;22.0;0.0;0.0;2.0;;;;;0.0;0.0;0.0;0.0;2.0;;;;;
5948;Zuid West;Heiloo                                  ;Buurt     ;BU03990402;44.0;1.0;0.0;1.0;0.0;40.0;40.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
5949;Wijk 05 Stationsomgeving;Heiloo                                  ;Wijk      ;WK039905  ;168.0;8.0;3.0;5.0;0.0;88.0;84.0;4.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;37.0;5.0;18.0;4.0;0.0;10.0;33.0;0.0;33.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
5950;Akkerbuurt;Heiloo                                  ;Buurt     ;BU03990501;42.0;1.0;1.0;1.0;0.0;38.0;38.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
5951;Oud Zuid;Heiloo                                  ;Buurt     ;BU03990502;37.0;1.0;1.0;0.0;0.0;36.0;34.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
5952;Vennewater;Heiloo                                  ;Buurt     ;BU03990503;48.0;2.0;1.0;2.0;0.0;9.0;7.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.0;3.0;18.0;1.0;0.0;10.0;4.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
