ID;Geslacht;Leeftijd;WijkenEnBuurten;BeroepsEnNietBeroepsbevolking_1;WerkzameBeroepsbevolking_2;NettoArbeidsparticipatie_3;Werknemer_4;WerknemerMetVasteArbeidsrelatie_5;WerknemerMetFlexibeleArbeidsrelatie_6;Zelfstandige_7
5502;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 01 Ottersum;1560;1140;73.0;82.0;58.0;24.0;18.0
5503;Totaal mannen en vrouwen;15 tot 75 jaar;Ottersum;1180;840;72.0;89.0;63.0;26.0;11.0
5504;Totaal mannen en vrouwen;15 tot 75 jaar;Aaldonk-Violenberg;260;220;83.0;67.0;45.0;22.0;33.0
5505;Totaal mannen en vrouwen;15 tot 75 jaar;Looierheide;120;80;;;;;
5506;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 02 Ven-Zelderheide;620;440;72.0;82.0;60.0;22.0;18.0
5507;Totaal mannen en vrouwen;15 tot 75 jaar;Ven-Zelderheide;450;330;74.0;86.0;62.0;24.0;14.0
5508;Totaal mannen en vrouwen;15 tot 75 jaar;Langehorst-Zelder;160;110;66.0;;;;
5509;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 03 Gennep;6500;4490;69.0;88.0;61.0;26.0;12.0
5510;Totaal mannen en vrouwen;15 tot 75 jaar;Oude Stadskern;430;290;68.0;83.0;57.0;26.0;17.0
5511;Totaal mannen en vrouwen;15 tot 75 jaar;Noord;490;360;73.0;84.0;58.0;26.0;16.0
5512;Totaal mannen en vrouwen;15 tot 75 jaar;Midden;2870;1900;66.0;88.0;60.0;28.0;12.0
5513;Totaal mannen en vrouwen;15 tot 75 jaar;Zuid;2660;1900;72.0;89.0;64.0;24.0;11.0
5514;Totaal mannen en vrouwen;15 tot 75 jaar;Panoven-Maaskemp;50;30;;;;;
5515;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 04 Heijen;1610;1130;70.0;80.0;53.0;27.0;20.0
5516;Totaal mannen en vrouwen;15 tot 75 jaar;Heijen;1250;890;71.0;85.0;56.0;28.0;15.0
5517;Totaal mannen en vrouwen;15 tot 75 jaar;Heijensebos;80;70;;;;;
5518;Totaal mannen en vrouwen;15 tot 75 jaar;Diekendaal-Nieuwerf;270;170;63.0;65.0;42.0;23.0;35.0
5519;Totaal mannen en vrouwen;15 tot 75 jaar;Gilze en Rijen;19460;13970;72.0;86.0;60.0;26.0;14.0
5520;Totaal mannen en vrouwen;15 tot 75 jaar;Rijen;12520;8780;70.0;87.0;60.0;27.0;13.0
5521;Totaal mannen en vrouwen;15 tot 75 jaar;Centrumgebied West Rijen;840;570;68.0;82.0;49.0;32.0;18.0
5522;Totaal mannen en vrouwen;15 tot 75 jaar;Vijf Eiken;2610;1780;68.0;87.0;59.0;28.0;13.0
5523;Totaal mannen en vrouwen;15 tot 75 jaar;Wolfsweide;3050;2080;68.0;91.0;63.0;27.0;9.0
5524;Totaal mannen en vrouwen;15 tot 75 jaar;Centrumgebied Oost Rijen;1400;970;69.0;90.0;64.0;26.0;10.0
5525;Totaal mannen en vrouwen;15 tot 75 jaar;Schildersbuurt;1130;790;70.0;87.0;60.0;28.0;13.0
5526;Totaal mannen en vrouwen;15 tot 75 jaar;Vliegende Vennen;2220;1720;77.0;89.0;63.0;26.0;11.0
5527;Totaal mannen en vrouwen;15 tot 75 jaar;Paarse Strook;130;100;;;;;
5528;Totaal mannen en vrouwen;15 tot 75 jaar;Bedrijventerrein Haansberg;50;40;;;;;
5529;Totaal mannen en vrouwen;15 tot 75 jaar;Rijen Zuid;790;500;63.0;89.0;59.0;30.0;11.0
5530;Totaal mannen en vrouwen;15 tot 75 jaar;Grote Spie;140;90;;;;;
5531;Totaal mannen en vrouwen;15 tot 75 jaar;Tussen de Leijen;10;10;;;;;
5532;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Zuid Rijen;30;20;;;;;
5533;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Noord Rijen;120;110;;;;;
5534;Totaal mannen en vrouwen;15 tot 75 jaar;Gilze;5630;4200;75.0;84.0;61.0;24.0;16.0
5535;Totaal mannen en vrouwen;15 tot 75 jaar;Centrumgebied Noord Gilze;430;330;78.0;83.0;60.0;23.0;17.0
5536;Totaal mannen en vrouwen;15 tot 75 jaar;Centrumgebied Zuid Gilze;690;500;71.0;88.0;65.0;23.0;12.0
5537;Totaal mannen en vrouwen;15 tot 75 jaar;Strijpakkers-Laars;1350;1030;76.0;89.0;65.0;24.0;11.0
5538;Totaal mannen en vrouwen;15 tot 75 jaar;Steenakkers;1710;1270;74.0;89.0;64.0;25.0;11.0
5539;Totaal mannen en vrouwen;15 tot 75 jaar;Bedrijventerrein Broekakkers;60;50;;;;;
5540;Totaal mannen en vrouwen;15 tot 75 jaar;Hofstad;640;430;67.0;86.0;63.0;23.0;14.0
5541;Totaal mannen en vrouwen;15 tot 75 jaar;Bedrijventerrein Midden-Brabant Poort;0;0;;;;;
5542;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Gilze;730;580;79.0;66.0;44.0;22.0;34.0
5543;Totaal mannen en vrouwen;15 tot 75 jaar;Prinsenbosch;20;10;;;;;
5544;Totaal mannen en vrouwen;15 tot 75 jaar;Hulten;350;310;86.0;75.0;55.0;19.0;25.0
5545;Totaal mannen en vrouwen;15 tot 75 jaar;Kern Hulten;230;200;86.0;84.0;62.0;22.0;16.0
5546;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Hulten;130;110;;;;;
5547;Totaal mannen en vrouwen;15 tot 75 jaar;Molenschot;950;690;73.0;76.0;52.0;24.0;24.0
5548;Totaal mannen en vrouwen;15 tot 75 jaar;Kern Molenschot;520;390;76.0;86.0;62.0;24.0;14.0
5549;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Molenschot;430;300;69.0;63.0;40.0;23.0;37.0
5550;Totaal mannen en vrouwen;15 tot 75 jaar;Goeree-Overflakkee;37250;26930;72.0;83.0;60.0;23.0;17.0
5551;Totaal mannen en vrouwen;15 tot 75 jaar;Goedereede;1740;1270;73.0;79.0;57.0;23.0;21.0
5552;Totaal mannen en vrouwen;15 tot 75 jaar;Goedereede woonkern;1350;990;74.0;83.0;59.0;24.0;17.0
5553;Totaal mannen en vrouwen;15 tot 75 jaar;Goedereede havenhoofd;210;170;78.0;73.0;54.0;19.0;27.0
5554;Totaal mannen en vrouwen;15 tot 75 jaar;Goedereede buitengebied;180;110;61.0;;;;
5555;Totaal mannen en vrouwen;15 tot 75 jaar;Ouddorp;4460;3290;74.0;78.0;55.0;22.0;22.0
5556;Totaal mannen en vrouwen;15 tot 75 jaar;Ouddorp centrum;960;690;71.0;78.0;55.0;23.0;22.0
5557;Totaal mannen en vrouwen;15 tot 75 jaar;Ouddorp noord;980;630;64.0;81.0;56.0;25.0;19.0
5558;Totaal mannen en vrouwen;15 tot 75 jaar;Ouddorp zuid;1090;890;81.0;87.0;64.0;23.0;13.0
5559;Totaal mannen en vrouwen;15 tot 75 jaar;Ouddorp klepperstee klarebeek;40;40;;;;;
5560;Totaal mannen en vrouwen;15 tot 75 jaar;Ouddorp oude nieuwlandseweg;140;100;;;;;
5561;Totaal mannen en vrouwen;15 tot 75 jaar;Ouddorp brouwersdam;0;0;;;;;
5562;Totaal mannen en vrouwen;15 tot 75 jaar;Ouddorp westeinde;20;10;;;;;
5563;Totaal mannen en vrouwen;15 tot 75 jaar;Ouddorp oudeland;50;30;;;;;
5564;Totaal mannen en vrouwen;15 tot 75 jaar;Ouddorp buitengebied;1170;890;76.0;68.0;48.0;20.0;32.0
5565;Totaal mannen en vrouwen;15 tot 75 jaar;Stellendam;2620;1910;73.0;87.0;61.0;25.0;13.0
5566;Totaal mannen en vrouwen;15 tot 75 jaar;Stellendam centrum;1130;910;80.0;86.0;64.0;22.0;14.0
5567;Totaal mannen en vrouwen;15 tot 75 jaar;Stellendam west;1360;900;66.0;91.0;62.0;29.0;9.0
5568;Totaal mannen en vrouwen;15 tot 75 jaar;Stellendam zuiderdiep;10;0;;;;;
5569;Totaal mannen en vrouwen;15 tot 75 jaar;Stellendam haven;10;0;;;;;
5570;Totaal mannen en vrouwen;15 tot 75 jaar;Stellendam buitengebied;120;100;;;;;
5571;Totaal mannen en vrouwen;15 tot 75 jaar;Middelharnis;5440;3970;73.0;84.0;62.0;22.0;16.0
5572;Totaal mannen en vrouwen;15 tot 75 jaar;Middelharnis westplaat;1410;1130;80.0;84.0;64.0;20.0;16.0
5573;Totaal mannen en vrouwen;15 tot 75 jaar;Middelharnis centrum;1050;780;74.0;82.0;62.0;20.0;18.0
5574;Totaal mannen en vrouwen;15 tot 75 jaar;Middelharnis prinsenkwartier;1110;820;73.0;88.0;66.0;23.0;12.0
5575;Totaal mannen en vrouwen;15 tot 75 jaar;Middelharnis bomenbuurt;1360;870;64.0;88.0;59.0;28.0;12.0
5576;Totaal mannen en vrouwen;15 tot 75 jaar;Middelharnis oostplaat;60;50;;;;;
5577;Totaal mannen en vrouwen;15 tot 75 jaar;Middelharnis Nieuw Zeeland;330;230;71.0;79.0;63.0;16.0;21.0
5578;Totaal mannen en vrouwen;15 tot 75 jaar;Middelharnis buitengebied;120;90;;;;;
5579;Totaal mannen en vrouwen;15 tot 75 jaar;Ooltgensplaat;2030;1430;71.0;80.0;58.0;23.0;20.0
5580;Totaal mannen en vrouwen;15 tot 75 jaar;Ooltgensplaat woonkern;1620;1150;71.0;84.0;61.0;23.0;16.0
5581;Totaal mannen en vrouwen;15 tot 75 jaar;Ooltgensplaat haven;200;110;56.0;;;;
5582;Totaal mannen en vrouwen;15 tot 75 jaar;Ooltgensplaat buitengebied;210;170;82.0;52.0;34.0;18.0;48.0
5583;Totaal mannen en vrouwen;15 tot 75 jaar;Den Bommel;1350;980;72.0;81.0;60.0;21.0;19.0
5584;Totaal mannen en vrouwen;15 tot 75 jaar;Den Bommel woonkern;990;700;71.0;88.0;65.0;23.0;12.0
5585;Totaal mannen en vrouwen;15 tot 75 jaar;Den Bommel buitengebied;370;280;76.0;65.0;48.0;18.0;35.0
5586;Totaal mannen en vrouwen;15 tot 75 jaar;Oude-Tonge;3780;2660;70.0;82.0;59.0;24.0;18.0
5587;Totaal mannen en vrouwen;15 tot 75 jaar;Oude-Tonge centrum;1090;750;69.0;86.0;61.0;24.0;14.0
5588;Totaal mannen en vrouwen;15 tot 75 jaar;Oude-Tonge prinsessenbuurt handelskade;1250;880;71.0;86.0;63.0;24.0;14.0
5589;Totaal mannen en vrouwen;15 tot 75 jaar;Oude-Tonge planetenbuurt;850;590;70.0;89.0;64.0;26.0;11.0
5590;Totaal mannen en vrouwen;15 tot 75 jaar;Oude-Tonge haven;190;120;61.0;;;;
5591;Totaal mannen en vrouwen;15 tot 75 jaar;Oude-Tonge industriegebied;30;20;;;;;
5592;Totaal mannen en vrouwen;15 tot 75 jaar;Oude-Tonge buitengebied;360;290;80.0;58.0;38.0;20.0;42.0
5593;Totaal mannen en vrouwen;15 tot 75 jaar;Dirksland;4250;3180;75.0;83.0;61.0;23.0;17.0
5594;Totaal mannen en vrouwen;15 tot 75 jaar;Dirksland centrum;1410;1010;71.0;88.0;64.0;24.0;12.0
5595;Totaal mannen en vrouwen;15 tot 75 jaar;Dirksland noord;1020;730;72.0;83.0;58.0;25.0;17.0
5596;Totaal mannen en vrouwen;15 tot 75 jaar;Dirksland zuid;1270;1010;80.0;84.0;64.0;20.0;16.0
5597;Totaal mannen en vrouwen;15 tot 75 jaar;Dirksland industriegebied;260;190;76.0;77.0;55.0;21.0;23.0
5598;Totaal mannen en vrouwen;15 tot 75 jaar;Dirksland buitengebied;300;240;79.0;64.0;45.0;19.0;36.0
5599;Totaal mannen en vrouwen;15 tot 75 jaar;Melissant;1700;1210;71.0;84.0;60.0;24.0;16.0
5600;Totaal mannen en vrouwen;15 tot 75 jaar;Melissant woonkern;1430;1010;71.0;88.0;63.0;25.0;12.0
5601;Totaal mannen en vrouwen;15 tot 75 jaar;Melissant buitengebied;270;200;74.0;68.0;46.0;22.0;32.0
5602;Totaal mannen en vrouwen;15 tot 75 jaar;Herkingen;960;680;70.0;81.0;56.0;24.0;19.0
5603;Totaal mannen en vrouwen;15 tot 75 jaar;Herkingen woonkern;800;550;69.0;84.0;58.0;26.0;16.0
5604;Totaal mannen en vrouwen;15 tot 75 jaar;Herkingen buitenplaats;50;30;;;;;
5605;Totaal mannen en vrouwen;15 tot 75 jaar;Herkingen buitengebied;110;90;;;;;
5606;Totaal mannen en vrouwen;15 tot 75 jaar;Sommelsdijk;5120;3640;71.0;86.0;62.0;24.0;14.0
5607;Totaal mannen en vrouwen;15 tot 75 jaar;Sommelsdijk centrum;910;710;78.0;84.0;61.0;23.0;16.0
5608;Totaal mannen en vrouwen;15 tot 75 jaar;Sommelsdijk bloemenbuurt;1060;670;63.0;89.0;62.0;27.0;11.0
5609;Totaal mannen en vrouwen;15 tot 75 jaar;Sommelsdijk westplaat;950;730;76.0;84.0;60.0;23.0;16.0
5610;Totaal mannen en vrouwen;15 tot 75 jaar;Sommelsdijk vogelbuurt oost;970;640;66.0;90.0;64.0;26.0;10.0
5611;Totaal mannen en vrouwen;15 tot 75 jaar;Sommelsdijk vogelbuurt west;1000;710;71.0;91.0;67.0;24.0;9.0
5612;Totaal mannen en vrouwen;15 tot 75 jaar;Sommelsdijk buitengebied;220;180;81.0;58.0;37.0;21.0;42.0
5613;Totaal mannen en vrouwen;15 tot 75 jaar;Nieuwe-Tonge;1800;1280;71.0;82.0;60.0;22.0;18.0
5614;Totaal mannen en vrouwen;15 tot 75 jaar;Nieuwe-Tonge woonkern;1530;1100;72.0;85.0;63.0;22.0;15.0
5615;Totaal mannen en vrouwen;15 tot 75 jaar;Nieuwe-Tonge battenoord;50;30;;;;;
5616;Totaal mannen en vrouwen;15 tot 75 jaar;Nieuwe-Tonge buitengebied;220;160;72.0;62.0;42.0;20.0;38.0
5617;Totaal mannen en vrouwen;15 tot 75 jaar;Stad aan 't Haringvliet;1140;830;73.0;81.0;59.0;22.0;19.0
5618;Totaal mannen en vrouwen;15 tot 75 jaar;Stad aan 't Haringvliet woonkern;1050;760;73.0;83.0;62.0;22.0;17.0
5619;Totaal mannen en vrouwen;15 tot 75 jaar;Stad aan 't Haringvliet buitengebied;80;70;;;;;
5620;Totaal mannen en vrouwen;15 tot 75 jaar;Achthuizen;860;610;71.0;82.0;61.0;21.0;18.0
5621;Totaal mannen en vrouwen;15 tot 75 jaar;Achthuizen woonkern;570;390;69.0;89.0;65.0;24.0;11.0
5622;Totaal mannen en vrouwen;15 tot 75 jaar;Achthuizen buitengebied;290;220;75.0;70.0;53.0;16.0;30.0
5623;Totaal mannen en vrouwen;15 tot 75 jaar;Goes;28420;20000;70.0;85.0;58.0;26.0;15.0
5624;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 01 Goes;20900;14410;69.0;86.0;58.0;28.0;14.0
5625;Totaal mannen en vrouwen;15 tot 75 jaar;Goes-Centrum;1760;1170;66.0;82.0;46.0;36.0;18.0
5626;Totaal mannen en vrouwen;15 tot 75 jaar;Goes-Oost;3910;2710;69.0;87.0;59.0;28.0;13.0
5627;Totaal mannen en vrouwen;15 tot 75 jaar;Goes-Zuid;2930;1860;64.0;89.0;59.0;31.0;11.0
5628;Totaal mannen en vrouwen;15 tot 75 jaar;Goes-West;2370;1620;68.0;87.0;61.0;26.0;13.0
5629;Totaal mannen en vrouwen;15 tot 75 jaar;Goes-Noordwest;5010;3290;66.0;90.0;57.0;32.0;10.0
5630;Totaal mannen en vrouwen;15 tot 75 jaar;Goes-Noordoost;1030;750;72.0;87.0;67.0;20.0;13.0
5631;Totaal mannen en vrouwen;15 tot 75 jaar;Industrieterrein De Poel;70;60;;;;;
5632;Totaal mannen en vrouwen;15 tot 75 jaar;Industrieterrein Haven;410;350;86.0;85.0;63.0;22.0;15.0
5633;Totaal mannen en vrouwen;15 tot 75 jaar;Goese Meer;700;460;66.0;59.0;43.0;16.0;41.0
5634;Totaal mannen en vrouwen;15 tot 75 jaar;Overzuid;1930;1490;77.0;87.0;64.0;23.0;13.0
5635;Totaal mannen en vrouwen;15 tot 75 jaar;Mannee;790;660;83.0;85.0;64.0;21.0;15.0
5636;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 02 Wilhelminadorp;600;460;76.0;80.0;55.0;25.0;20.0
5637;Totaal mannen en vrouwen;15 tot 75 jaar;Wilhelminadorp;560;430;76.0;81.0;56.0;26.0;19.0
5638;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Wilhelminadorp;40;30;;;;;
5639;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 03 Kloetinge;2610;1950;75.0;83.0;60.0;23.0;17.0
5640;Totaal mannen en vrouwen;15 tot 75 jaar;Kloetinge;1220;880;72.0;82.0;58.0;25.0;18.0
5641;Totaal mannen en vrouwen;15 tot 75 jaar;Oostmolenpark;1280;990;78.0;86.0;65.0;21.0;14.0
5642;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen in het Oosten;70;50;;;;;
5643;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen in het Zuiden;40;30;;;;;
5644;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 04 Kattendijke;410;290;71.0;75.0;57.0;18.0;25.0
5645;Totaal mannen en vrouwen;15 tot 75 jaar;Kattendijke;290;200;69.0;84.0;64.0;21.0;16.0
5646;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Kattendijke;130;90;;;;;
5647;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 05 's-Heer-Arendskerke;1010;740;73.0;81.0;59.0;22.0;19.0
5648;Totaal mannen en vrouwen;15 tot 75 jaar;'s-Heer-Arendskerke;880;640;73.0;84.0;61.0;24.0;16.0
5649;Totaal mannen en vrouwen;15 tot 75 jaar;De Schenge;80;60;;;;;
5650;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen in het Westen;40;30;;;;;
5651;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 06 Eindewege;170;120;71.0;;;;
5652;Totaal mannen en vrouwen;15 tot 75 jaar;Eindewege;170;120;71.0;;;;
5653;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 07 's-Heer-Hendrikskinderen;1000;750;74.0;78.0;55.0;23.0;22.0
5654;Totaal mannen en vrouwen;15 tot 75 jaar;'s-Heer-Hendrikskinderen;880;650;74.0;82.0;59.0;24.0;18.0
5655;Totaal mannen en vrouwen;15 tot 75 jaar;Verspr.h. ten N. v. 's-Heer-Hendrikskind;100;70;;;;;
5656;Totaal mannen en vrouwen;15 tot 75 jaar;Verspr.h. ten Z. v. 's-Heer-Hendrikskind;30;20;;;;;
5657;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 08 Wolphaartsdijk;1490;1120;75.0;78.0;55.0;22.0;22.0
5658;Totaal mannen en vrouwen;15 tot 75 jaar;Wolphaartsdijk;1180;870;74.0;83.0;58.0;25.0;17.0
5659;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Wolphaartsdijk;310;250;79.0;60.0;46.0;15.0;40.0
5660;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 09 Oud-Sabbinge;220;160;75.0;85.0;68.0;17.0;15.0
5661;Totaal mannen en vrouwen;15 tot 75 jaar;Oud-Sabbinge;220;160;75.0;85.0;68.0;17.0;15.0
5662;Totaal mannen en vrouwen;15 tot 75 jaar;Goirle;17470;12500;72.0;84.0;61.0;22.0;16.0
5663;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 01 Goirle-Centrum;850;540;63.0;84.0;58.0;26.0;16.0
5664;Totaal mannen en vrouwen;15 tot 75 jaar;Goirle-Centrum;850;540;63.0;84.0;58.0;26.0;16.0
5665;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 02 Grobbendonck;1410;960;68.0;86.0;63.0;23.0;14.0
5666;Totaal mannen en vrouwen;15 tot 75 jaar;Grobbendonck;1410;960;68.0;86.0;63.0;23.0;14.0
5667;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 03 De Groote Akkers;1550;1050;68.0;86.0;64.0;21.0;14.0
5668;Totaal mannen en vrouwen;15 tot 75 jaar;De Groote Akkers;1460;1000;68.0;87.0;66.0;21.0;13.0
5669;Totaal mannen en vrouwen;15 tot 75 jaar;De Leijzoom;90;50;;;;;
5670;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 04 De Hoge Wal;780;590;75.0;89.0;65.0;24.0;11.0
5671;Totaal mannen en vrouwen;15 tot 75 jaar;De Hoogte;580;450;77.0;91.0;66.0;26.0;9.0
5672;Totaal mannen en vrouwen;15 tot 75 jaar;De Vallei;200;140;69.0;;;;
5673;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 05 Abcoven;950;610;64.0;84.0;60.0;24.0;16.0
5674;Totaal mannen en vrouwen;15 tot 75 jaar;Abcoven;950;610;64.0;84.0;60.0;24.0;16.0
5675;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 06 Wildackers;1650;1150;69.0;85.0;62.0;24.0;15.0
5676;Totaal mannen en vrouwen;15 tot 75 jaar;Wildackers;1650;1150;69.0;85.0;62.0;24.0;15.0
5677;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 07 't Ven;1190;880;74.0;81.0;60.0;20.0;19.0
5678;Totaal mannen en vrouwen;15 tot 75 jaar;'t Ven;650;480;73.0;81.0;58.0;23.0;19.0
5679;Totaal mannen en vrouwen;15 tot 75 jaar;Burgemeesters;540;410;75.0;80.0;63.0;17.0;20.0
5680;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 08 De Boschkens;1620;1280;79.0;83.0;61.0;22.0;17.0
5681;Totaal mannen en vrouwen;15 tot 75 jaar;Tilburgseweg;190;140;71.0;;;;
5682;Totaal mannen en vrouwen;15 tot 75 jaar;De Boschkens-West;750;630;85.0;88.0;67.0;22.0;12.0
5683;Totaal mannen en vrouwen;15 tot 75 jaar;De Boschkens-Oost;680;510;75.0;83.0;60.0;23.0;17.0
5684;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 09 De Hellen;3220;2290;71.0;88.0;65.0;23.0;12.0
5685;Totaal mannen en vrouwen;15 tot 75 jaar;Vennen;730;500;68.0;88.0;67.0;21.0;12.0
5686;Totaal mannen en vrouwen;15 tot 75 jaar;Bomen;760;510;66.0;87.0;65.0;23.0;13.0
5687;Totaal mannen en vrouwen;15 tot 75 jaar;De Villa;130;80;;;;;
5688;Totaal mannen en vrouwen;15 tot 75 jaar;Rivieren;720;510;71.0;89.0;65.0;23.0;11.0
5689;Totaal mannen en vrouwen;15 tot 75 jaar;Kruiden;880;690;79.0;90.0;66.0;23.0;10.0
5690;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 10 De Nieuwe Erven;540;380;71.0;86.0;65.0;20.0;14.0
5691;Totaal mannen en vrouwen;15 tot 75 jaar;De Nieuwe Erven;540;380;71.0;86.0;65.0;20.0;14.0
5692;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 11 Hoogeind;1180;810;69.0;84.0;60.0;24.0;16.0
5693;Totaal mannen en vrouwen;15 tot 75 jaar;Hoogeind;110;70;;;;;
5694;Totaal mannen en vrouwen;15 tot 75 jaar;Geestelijken;510;360;70.0;86.0;65.0;21.0;14.0
5695;Totaal mannen en vrouwen;15 tot 75 jaar;Herstallen;560;380;68.0;85.0;57.0;28.0;15.0
5696;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 12 Sportpark Van den Wildenberg;0;0;;;;;
5697;Totaal mannen en vrouwen;15 tot 75 jaar;Sportpark Van den Wildenberg;0;0;;;;;
5698;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 13 Bedrijventerrein Tijvoort;180;140;79.0;;;;
5699;Totaal mannen en vrouwen;15 tot 75 jaar;Tijlvoort-Noort;100;70;;;;;
5700;Totaal mannen en vrouwen;15 tot 75 jaar;Tijlvoort-Zuid;80;70;;;;;
5701;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 14 Verspreide huizen Goirle;210;180;85.0;53.0;41.0;11.0;47.0
5702;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Goirle;210;180;85.0;53.0;41.0;11.0;47.0
5703;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 20 Riel;1870;1410;76.0;82.0;60.0;22.0;18.0
5704;Totaal mannen en vrouwen;15 tot 75 jaar;Riel-Dorp;1680;1260;75.0;84.0;61.0;23.0;16.0
5705;Totaal mannen en vrouwen;15 tot 75 jaar;Spaansehoek;190;150;79.0;69.0;52.0;18.0;31.0
5706;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 21 Bedrijventerrein Riel;100;90;;;;;
5707;Totaal mannen en vrouwen;15 tot 75 jaar;Bedrijventerrein Riel;100;90;;;;;
5708;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 22 Sportpark De Krim;0;0;;;;;
5709;Totaal mannen en vrouwen;15 tot 75 jaar;Sportpark De Krim;0;0;;;;;
5710;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 23 Verspriede huizen Riel;180;150;82.0;61.0;43.0;17.0;39.0
5711;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Riel;180;150;82.0;61.0;43.0;17.0;39.0
5712;Totaal mannen en vrouwen;15 tot 75 jaar;Gooise Meren;41350;29020;70.0;75.0;53.0;23.0;25.0
5713;Totaal mannen en vrouwen;15 tot 75 jaar;Bussum Centrum;8270;5960;72.0;77.0;50.0;27.0;23.0
5714;Totaal mannen en vrouwen;15 tot 75 jaar;Brinklaan;1200;870;73.0;76.0;43.0;34.0;24.0
5715;Totaal mannen en vrouwen;15 tot 75 jaar;Raadhuisplein;1100;740;68.0;78.0;48.0;29.0;22.0
5716;Totaal mannen en vrouwen;15 tot 75 jaar;Verbindingslaan;1000;770;77.0;76.0;51.0;25.0;24.0
5717;Totaal mannen en vrouwen;15 tot 75 jaar;Batterijlaan;850;660;77.0;75.0;54.0;22.0;25.0
5718;Totaal mannen en vrouwen;15 tot 75 jaar;Cereslaan;900;690;76.0;77.0;49.0;28.0;23.0
5719;Totaal mannen en vrouwen;15 tot 75 jaar;Bijlstraat;820;570;69.0;79.0;56.0;22.0;21.0
5720;Totaal mannen en vrouwen;15 tot 75 jaar;Nijverheidswerf;700;490;70.0;84.0;57.0;26.0;16.0
5721;Totaal mannen en vrouwen;15 tot 75 jaar;Laarderwegkwartier;850;540;64.0;81.0;52.0;29.0;19.0
5722;Totaal mannen en vrouwen;15 tot 75 jaar;Spiegelzicht;860;630;73.0;73.0;47.0;26.0;27.0
5723;Totaal mannen en vrouwen;15 tot 75 jaar;Brediuskwartier;2660;1880;71.0;70.0;49.0;21.0;30.0
5724;Totaal mannen en vrouwen;15 tot 75 jaar;Prins Hendrikkwartier;550;390;71.0;68.0;44.0;24.0;32.0
5725;Totaal mannen en vrouwen;15 tot 75 jaar;Hooftlaan;360;270;75.0;67.0;46.0;21.0;33.0
5726;Totaal mannen en vrouwen;15 tot 75 jaar;Vondellaan;790;580;74.0;76.0;55.0;21.0;24.0
5727;Totaal mannen en vrouwen;15 tot 75 jaar;Bredius-West;390;260;67.0;65.0;48.0;17.0;35.0
5728;Totaal mannen en vrouwen;15 tot 75 jaar;Bredius-Oost;580;390;67.0;68.0;48.0;20.0;32.0
5729;Totaal mannen en vrouwen;15 tot 75 jaar;Eng;9530;6690;70.0;81.0;57.0;24.0;19.0
5730;Totaal mannen en vrouwen;15 tot 75 jaar;Sportpark-Zuid;0;0;;;;;
5731;Totaal mannen en vrouwen;15 tot 75 jaar;Donderstraat;860;660;77.0;74.0;55.0;19.0;26.0
