ID;Beroep;Marges;Perioden;TotaalWerknemersMetEenOngeval_1;WerknemersOngevalZonderVerzuim_2;WerknemersOngeval1DagOfMeerVerzuim_3;WerknemersOngeval4DgnOfMeerVerzuim_4;LichamelijkLetsel_5;GeestelijkLetsel_6;OnderscheidNietTeMaken_7;LetselOnbekend_8
976;04 Bedrijfseconomische en administrat...;Ondergrens 95%-interval;2022;0.9;0.4;0.5;0.3;0.5;0.2;0.1;0.0
977;04 Bedrijfseconomische en administrat...;Ondergrens 95%-interval;2023;1.1;0.4;0.6;0.5;0.5;0.3;0.1;0.0
978;04 Bedrijfseconomische en administrat...;Ondergrens 95%-interval;2024;0.8;0.3;0.4;0.3;0.5;0.2;0.1;0.0
979;04 Bedrijfseconomische en administrat...;Bovengrens 95%-interval;2014;1.6;0.8;0.9;0.7;0.8;0.6;0.4;0.2
980;04 Bedrijfseconomische en administrat...;Bovengrens 95%-interval;2015;1.4;0.7;0.7;0.6;0.8;0.4;0.3;0.2
981;04 Bedrijfseconomische en administrat...;Bovengrens 95%-interval;2016;1.7;0.7;1.1;0.8;1.0;0.5;0.3;0.2
982;04 Bedrijfseconomische en administrat...;Bovengrens 95%-interval;2017;1.9;0.9;1.1;0.9;1.2;0.6;0.3;0.2
983;04 Bedrijfseconomische en administrat...;Bovengrens 95%-interval;2018;1.4;0.7;0.8;0.6;0.8;0.4;0.2;0.2
984;04 Bedrijfseconomische en administrat...;Bovengrens 95%-interval;2019;1.5;0.7;0.9;0.7;0.9;0.4;0.2;0.2
985;04 Bedrijfseconomische en administrat...;Bovengrens 95%-interval;2020;1.2;0.5;0.7;0.6;0.7;0.4;0.2;0.1
986;04 Bedrijfseconomische en administrat...;Bovengrens 95%-interval;2021;1.3;0.6;0.7;0.6;0.7;0.5;0.2;0.1
987;04 Bedrijfseconomische en administrat...;Bovengrens 95%-interval;2022;1.3;0.6;0.8;0.6;0.8;0.4;0.2;0.2
988;04 Bedrijfseconomische en administrat...;Bovengrens 95%-interval;2023;1.6;0.7;1.0;0.8;0.8;0.6;0.3;0.2
989;04 Bedrijfseconomische en administrat...;Bovengrens 95%-interval;2024;1.3;0.6;0.7;0.6;0.8;0.4;0.2;0.2
990;041 Specialisten bedrijfsbeheer en ad.;Waarde;2014;1.3;0.8;0.5;0.3;0.5;0.5;0.2;0.0
991;041 Specialisten bedrijfsbeheer en ad.;Waarde;2015;0.5;0.2;0.2;0.2;0.3;0.1;0.1;0.0
992;041 Specialisten bedrijfsbeheer en ad.;Waarde;2016;0.7;0.3;0.3;0.3;0.3;0.2;0.2;0.0
993;041 Specialisten bedrijfsbeheer en ad.;Waarde;2017;0.8;0.4;0.5;0.4;0.3;0.3;0.1;0.1
994;041 Specialisten bedrijfsbeheer en ad.;Waarde;2018;0.8;0.3;0.5;0.4;0.3;0.3;0.0;0.1
995;041 Specialisten bedrijfsbeheer en ad.;Waarde;2019;0.9;0.4;0.6;0.5;0.3;0.4;0.2;0.0
996;041 Specialisten bedrijfsbeheer en ad.;Waarde;2020;0.5;0.3;0.3;0.2;0.3;0.2;0.1;0.0
997;041 Specialisten bedrijfsbeheer en ad.;Waarde;2021;0.5;0.2;0.3;0.3;0.1;0.2;0.2;0.1
998;041 Specialisten bedrijfsbeheer en ad.;Waarde;2022;0.5;0.1;0.3;0.3;0.2;0.2;0.0;0.0
999;041 Specialisten bedrijfsbeheer en ad.;Waarde;2023;0.9;0.4;0.4;0.4;0.4;0.3;0.1;0.0
1000;041 Specialisten bedrijfsbeheer en ad.;Waarde;2024;0.6;0.3;0.3;0.3;0.3;0.3;0.0;0.1
1001;041 Specialisten bedrijfsbeheer en ad.;Ondergrens 95%-interval;2014;0.9;0.5;0.3;0.2;0.3;0.3;0.1;0.0
1002;041 Specialisten bedrijfsbeheer en ad.;Ondergrens 95%-interval;2015;0.3;0.1;0.1;0.1;0.1;0.0;0.0;0.0
1003;041 Specialisten bedrijfsbeheer en ad.;Ondergrens 95%-interval;2016;0.4;0.2;0.2;0.2;0.2;0.1;0.0;0.0
1004;041 Specialisten bedrijfsbeheer en ad.;Ondergrens 95%-interval;2017;0.5;0.2;0.3;0.2;0.1;0.1;0.0;0.0
1005;041 Specialisten bedrijfsbeheer en ad.;Ondergrens 95%-interval;2018;0.5;0.1;0.3;0.2;0.2;0.2;0.0;0.0
1006;041 Specialisten bedrijfsbeheer en ad.;Ondergrens 95%-interval;2019;0.6;0.2;0.3;0.3;0.2;0.2;0.1;0.0
1007;041 Specialisten bedrijfsbeheer en ad.;Ondergrens 95%-interval;2020;0.3;0.2;0.1;0.1;0.2;0.1;0.0;0.0
1008;041 Specialisten bedrijfsbeheer en ad.;Ondergrens 95%-interval;2021;0.3;0.1;0.1;0.1;0.0;0.1;0.1;0.0
1009;041 Specialisten bedrijfsbeheer en ad.;Ondergrens 95%-interval;2022;0.3;0.0;0.2;0.1;0.1;0.1;0.0;0.0
1010;041 Specialisten bedrijfsbeheer en ad.;Ondergrens 95%-interval;2023;0.6;0.2;0.3;0.2;0.2;0.2;0.0;0.0
1011;041 Specialisten bedrijfsbeheer en ad.;Ondergrens 95%-interval;2024;0.4;0.1;0.2;0.2;0.1;0.1;0.0;0.0
1012;041 Specialisten bedrijfsbeheer en ad.;Bovengrens 95%-interval;2014;1.9;1.4;0.9;0.7;0.9;1.0;0.6;0.3
1013;041 Specialisten bedrijfsbeheer en ad.;Bovengrens 95%-interval;2015;0.9;0.6;0.6;0.6;0.6;0.4;0.5;
1014;041 Specialisten bedrijfsbeheer en ad.;Bovengrens 95%-interval;2016;1.1;0.7;0.7;0.6;0.6;0.5;0.5;
1015;041 Specialisten bedrijfsbeheer en ad.;Bovengrens 95%-interval;2017;1.3;0.7;0.9;0.8;0.6;0.6;0.4;0.4
1016;041 Specialisten bedrijfsbeheer en ad.;Bovengrens 95%-interval;2018;1.2;0.6;0.8;0.7;0.6;0.6;0.3;0.3
1017;041 Specialisten bedrijfsbeheer en ad.;Bovengrens 95%-interval;2019;1.3;0.7;0.9;0.8;0.6;0.7;0.4;0.2
1018;041 Specialisten bedrijfsbeheer en ad.;Bovengrens 95%-interval;2020;0.9;0.6;0.5;0.4;0.6;0.4;0.2;0.2
1019;041 Specialisten bedrijfsbeheer en ad.;Bovengrens 95%-interval;2021;0.8;0.4;0.6;0.6;0.3;0.4;0.4;0.3
1020;041 Specialisten bedrijfsbeheer en ad.;Bovengrens 95%-interval;2022;0.8;0.3;0.7;0.6;0.4;0.5;0.2;0.2
1021;041 Specialisten bedrijfsbeheer en ad.;Bovengrens 95%-interval;2023;1.3;0.7;0.7;0.7;0.7;0.6;0.3;0.3
1022;041 Specialisten bedrijfsbeheer en ad.;Bovengrens 95%-interval;2024;0.9;0.5;0.5;0.5;0.5;0.5;0.1;0.4
1023;0411 Accountants;Waarde;2014;0.7;0.5;0.2;0.2;0.2;0.5;0.0;0.0
1024;0411 Accountants;Waarde;2015;0.9;0.5;0.5;0.5;0.5;0.2;0.3;0.0
1025;0411 Accountants;Waarde;2016;0.2;0.0;0.2;0.2;0.0;0.2;0.0;0.0
1026;0411 Accountants;Waarde;2017;0.8;0.7;0.2;0.0;0.2;0.2;0.4;0.0
1027;0411 Accountants;Waarde;2018;0.8;0.2;0.6;0.6;0.1;0.2;0.2;0.3
1028;0411 Accountants;Waarde;2019;0.3;0.0;0.3;0.1;0.1;0.1;0.0;0.0
1029;0411 Accountants;Waarde;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1030;0411 Accountants;Waarde;2021;0.2;0.0;0.2;0.2;0.0;0.2;0.0;0.0
1031;0411 Accountants;Waarde;2022;0.5;0.0;0.3;0.3;0.1;0.2;0.0;0.1
1032;0411 Accountants;Waarde;2023;0.4;0.2;0.1;0.1;0.0;0.2;0.1;0.0
1033;0411 Accountants;Waarde;2024;0.4;0.1;0.3;0.3;0.1;0.2;0.1;0.0
1034;0411 Accountants;Ondergrens 95%-interval;2014;0.2;0.1;0.0;0.0;0.0;0.1;0.0;0.0
1035;0411 Accountants;Ondergrens 95%-interval;2015;0.4;0.1;0.1;0.1;0.1;0.0;0.0;0.0
1036;0411 Accountants;Ondergrens 95%-interval;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1037;0411 Accountants;Ondergrens 95%-interval;2017;0.3;0.2;0.0;0.0;0.0;0.0;0.1;0.0
1038;0411 Accountants;Ondergrens 95%-interval;2018;0.3;0.0;0.2;0.2;0.0;0.0;0.0;0.1
1039;0411 Accountants;Ondergrens 95%-interval;2019;0.1;0.0;0.1;0.0;0.0;0.0;0.0;0.0
1040;0411 Accountants;Ondergrens 95%-interval;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1041;0411 Accountants;Ondergrens 95%-interval;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1042;0411 Accountants;Ondergrens 95%-interval;2022;0.1;0.0;0.1;0.1;0.0;0.0;0.0;0.0
1043;0411 Accountants;Ondergrens 95%-interval;2023;0.1;0.1;0.0;0.0;0.0;0.1;0.0;0.0
1044;0411 Accountants;Ondergrens 95%-interval;2024;0.1;0.0;0.1;0.1;0.0;0.1;0.0;0.0
1045;0411 Accountants;Bovengrens 95%-interval;2014;2.3;2.2;1.3;1.3;1.1;2.2;;
1046;0411 Accountants;Bovengrens 95%-interval;2015;2.3;1.5;1.9;1.9;1.5;1.5;1.8;
1047;0411 Accountants;Bovengrens 95%-interval;2016;1.3;;1.3;1.3;;1.3;;
1048;0411 Accountants;Bovengrens 95%-interval;2017;2.3;2.1;1.2;;1.7;1.1;1.8;
1049;0411 Accountants;Bovengrens 95%-interval;2018;2.0;1.6;1.5;1.5;0.6;1.2;1.3;1.5
1050;0411 Accountants;Bovengrens 95%-interval;2019;1.1;;1.1;1.0;0.9;1.0;;
1051;0411 Accountants;Bovengrens 95%-interval;2020;;;;;;;;
1052;0411 Accountants;Bovengrens 95%-interval;2021;1.1;;1.1;1.1;;1.1;;
1053;0411 Accountants;Bovengrens 95%-interval;2022;1.5;;1.4;1.4;1.0;1.4;;0.9
1054;0411 Accountants;Bovengrens 95%-interval;2023;1.2;0.9;1.0;1.0;;1.0;1.0;
1055;0411 Accountants;Bovengrens 95%-interval;2024;1.0;0.7;0.8;0.8;0.5;0.9;0.4;
1056;0412 Financieel specialisten en economen;Waarde;2014;1.6;1.0;0.6;0.6;0.0;1.3;0.3;0.0
1057;0412 Financieel specialisten en economen;Waarde;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1058;0412 Financieel specialisten en economen;Waarde;2016;0.7;0.2;0.5;0.5;0.5;0.2;0.0;0.0
1059;0412 Financieel specialisten en economen;Waarde;2017;1.2;0.7;0.8;0.5;0.5;0.5;0.2;0.0
1060;0412 Financieel specialisten en economen;Waarde;2018;0.5;0.2;0.3;0.1;0.3;0.0;0.0;0.2
1061;0412 Financieel specialisten en economen;Waarde;2019;0.9;0.2;0.8;0.6;0.3;0.6;0.0;0.0
1062;0412 Financieel specialisten en economen;Waarde;2020;0.7;0.4;0.3;0.2;0.0;0.4;0.3;0.0
1063;0412 Financieel specialisten en economen;Waarde;2021;0.8;0.2;0.6;0.5;0.2;0.0;0.6;0.0
1064;0412 Financieel specialisten en economen;Waarde;2022;0.1;0.1;0.0;0.0;0.0;0.0;0.1;0.0
1065;0412 Financieel specialisten en economen;Waarde;2023;0.8;0.2;0.3;0.3;0.5;0.0;0.0;0.3
1066;0412 Financieel specialisten en economen;Waarde;2024;0.3;0.2;0.2;0.2;0.3;0.0;0.0;0.0
1067;0412 Financieel specialisten en economen;Ondergrens 95%-interval;2014;0.6;0.2;0.1;0.1;0.0;0.4;0.0;0.0
1068;0412 Financieel specialisten en economen;Ondergrens 95%-interval;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1069;0412 Financieel specialisten en economen;Ondergrens 95%-interval;2016;0.2;0.0;0.1;0.1;0.1;0.0;0.0;0.0
1070;0412 Financieel specialisten en economen;Ondergrens 95%-interval;2017;0.5;0.2;0.2;0.1;0.1;0.1;0.0;0.0
1071;0412 Financieel specialisten en economen;Ondergrens 95%-interval;2018;0.2;0.0;0.1;0.0;0.1;0.0;0.0;0.0
1072;0412 Financieel specialisten en economen;Ondergrens 95%-interval;2019;0.4;0.0;0.3;0.2;0.1;0.2;0.0;0.0
1073;0412 Financieel specialisten en economen;Ondergrens 95%-interval;2020;0.3;0.1;0.1;0.0;0.0;0.1;0.1;0.0
1074;0412 Financieel specialisten en economen;Ondergrens 95%-interval;2021;0.3;0.0;0.2;0.1;0.0;0.0;0.2;0.0
1075;0412 Financieel specialisten en economen;Ondergrens 95%-interval;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1076;0412 Financieel specialisten en economen;Ondergrens 95%-interval;2023;0.3;0.0;0.1;0.1;0.2;0.0;0.0;0.0
1077;0412 Financieel specialisten en economen;Ondergrens 95%-interval;2024;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0
1078;0412 Financieel specialisten en economen;Bovengrens 95%-interval;2014;4.5;4.2;2.3;2.3;;4.2;2.3;
1079;0412 Financieel specialisten en economen;Bovengrens 95%-interval;2015;;;;;;;;
1080;0412 Financieel specialisten en economen;Bovengrens 95%-interval;2016;2.2;1.5;1.9;1.9;1.9;1.5;;
1081;0412 Financieel specialisten en economen;Bovengrens 95%-interval;2017;2.9;2.0;2.4;2.2;1.8;2.2;1.4;
1082;0412 Financieel specialisten en economen;Bovengrens 95%-interval;2018;1.6;1.6;1.1;1.0;1.1;;;1.6
1083;0412 Financieel specialisten en economen;Bovengrens 95%-interval;2019;2.2;1.3;2.0;1.8;1.3;1.8;;
1084;0412 Financieel specialisten en economen;Bovengrens 95%-interval;2020;1.9;1.6;1.3;1.3;;1.6;1.2;
1085;0412 Financieel specialisten en economen;Bovengrens 95%-interval;2021;2.1;1.3;1.9;1.8;1.3;;1.9;
1086;0412 Financieel specialisten en economen;Bovengrens 95%-interval;2022;0.9;0.9;;;;;0.9;
1087;0412 Financieel specialisten en economen;Bovengrens 95%-interval;2023;2.2;1.3;1.4;1.4;1.6;;;2.0
1088;0412 Financieel specialisten en economen;Bovengrens 95%-interval;2024;1.4;1.2;1.2;1.2;1.4;;;
1089;0413 Bedrijfskundigen en organisatiea.;Waarde;2014;1.2;1.0;0.2;0.0;0.8;0.0;0.4;0.0
1090;0413 Bedrijfskundigen en organisatiea.;Waarde;2015;0.5;0.0;0.5;0.5;0.3;0.2;0.0;0.0
1091;0413 Bedrijfskundigen en organisatiea.;Waarde;2016;0.3;0.2;0.2;0.1;0.3;0.1;0.0;0.0
1092;0413 Bedrijfskundigen en organisatiea.;Waarde;2017;0.9;0.1;0.8;0.8;0.3;0.4;0.0;0.2
1093;0413 Bedrijfskundigen en organisatiea.;Waarde;2018;0.5;0.3;0.2;0.2;0.4;0.1;0.0;0.0
1094;0413 Bedrijfskundigen en organisatiea.;Waarde;2019;0.5;0.1;0.4;0.4;0.1;0.2;0.1;0.1
1095;0413 Bedrijfskundigen en organisatiea.;Waarde;2020;0.6;0.5;0.1;0.1;0.5;0.1;0.0;0.0
1096;0413 Bedrijfskundigen en organisatiea.;Waarde;2021;0.6;0.3;0.3;0.3;0.3;0.3;0.0;0.1
1097;0413 Bedrijfskundigen en organisatiea.;Waarde;2022;0.5;0.1;0.4;0.1;0.1;0.3;0.1;0.1
1098;0413 Bedrijfskundigen en organisatiea.;Waarde;2023;1.3;0.5;0.8;0.8;0.2;0.9;0.2;0.0
1099;0413 Bedrijfskundigen en organisatiea.;Waarde;2024;0.9;0.4;0.3;0.3;0.2;0.5;0.0;0.2
1100;0413 Bedrijfskundigen en organisatiea.;Ondergrens 95%-interval;2014;0.6;0.4;0.0;0.0;0.3;0.0;0.1;0.0
1101;0413 Bedrijfskundigen en organisatiea.;Ondergrens 95%-interval;2015;0.2;0.0;0.2;0.2;0.1;0.0;0.0;0.0
1102;0413 Bedrijfskundigen en organisatiea.;Ondergrens 95%-interval;2016;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0
1103;0413 Bedrijfskundigen en organisatiea.;Ondergrens 95%-interval;2017;0.4;0.0;0.3;0.3;0.1;0.1;0.0;0.0
1104;0413 Bedrijfskundigen en organisatiea.;Ondergrens 95%-interval;2018;0.2;0.1;0.1;0.1;0.1;0.0;0.0;0.0
1105;0413 Bedrijfskundigen en organisatiea.;Ondergrens 95%-interval;2019;0.2;0.0;0.1;0.1;0.0;0.0;0.0;0.0
1106;0413 Bedrijfskundigen en organisatiea.;Ondergrens 95%-interval;2020;0.3;0.2;0.0;0.0;0.2;0.0;0.0;0.0
1107;0413 Bedrijfskundigen en organisatiea.;Ondergrens 95%-interval;2021;0.3;0.1;0.1;0.1;0.1;0.1;0.0;0.0
1108;0413 Bedrijfskundigen en organisatiea.;Ondergrens 95%-interval;2022;0.2;0.0;0.1;0.0;0.0;0.1;0.0;0.0
1109;0413 Bedrijfskundigen en organisatiea.;Ondergrens 95%-interval;2023;0.7;0.2;0.4;0.4;0.1;0.4;0.0;0.0
1110;0413 Bedrijfskundigen en organisatiea.;Ondergrens 95%-interval;2024;0.4;0.1;0.1;0.1;0.0;0.2;0.0;0.0
1111;0413 Bedrijfskundigen en organisatiea.;Bovengrens 95%-interval;2014;2.5;2.3;0.9;0.2;1.8;;1.7;
1112;0413 Bedrijfskundigen en organisatiea.;Bovengrens 95%-interval;2015;1.6;;1.6;1.6;1.4;1.2;;
1113;0413 Bedrijfskundigen en organisatiea.;Bovengrens 95%-interval;2016;1.1;1.1;0.8;0.4;1.1;0.4;;
1114;0413 Bedrijfskundigen en organisatiea.;Bovengrens 95%-interval;2017;2.3;0.8;2.2;2.2;1.2;1.6;;1.7
1115;0413 Bedrijfskundigen en organisatiea.;Bovengrens 95%-interval;2018;1.3;1.0;0.9;0.9;1.2;0.7;;
1116;0413 Bedrijfskundigen en organisatiea.;Bovengrens 95%-interval;2019;1.4;0.9;1.3;1.3;0.9;1.1;0.9;0.9
1117;0413 Bedrijfskundigen en organisatiea.;Bovengrens 95%-interval;2020;1.4;1.3;0.8;0.8;1.2;0.8;;
1118;0413 Bedrijfskundigen en organisatiea.;Bovengrens 95%-interval;2021;1.5;1.0;1.1;1.1;1.0;1.1;;0.8
1119;0413 Bedrijfskundigen en organisatiea.;Bovengrens 95%-interval;2022;1.4;0.9;1.2;0.6;0.7;1.2;0.5;0.5
1120;0413 Bedrijfskundigen en organisatiea.;Bovengrens 95%-interval;2023;2.3;1.3;1.8;1.8;0.9;1.8;0.7;
1121;0413 Bedrijfskundigen en organisatiea.;Bovengrens 95%-interval;2024;1.8;1.5;0.8;0.8;1.1;1.1;;1.5
1122;0414 Beleidsadviseurs;Waarde;2014;0.5;0.2;0.3;0.3;0.5;0.0;0.0;0.0
1123;0414 Beleidsadviseurs;Waarde;2015;0.4;0.4;0.0;0.0;0.0;0.0;0.4;0.0
1124;0414 Beleidsadviseurs;Waarde;2016;0.9;0.3;0.6;0.6;0.0;0.3;0.6;0.0
1125;0414 Beleidsadviseurs;Waarde;2017;1.0;0.5;0.5;0.3;0.5;0.3;0.0;0.2
1126;0414 Beleidsadviseurs;Waarde;2018;1.4;0.5;0.9;0.7;0.3;1.1;0.0;0.0
1127;0414 Beleidsadviseurs;Waarde;2019;0.8;0.4;0.6;0.4;0.2;0.0;0.6;0.0
1128;0414 Beleidsadviseurs;Waarde;2020;0.2;0.2;0.0;0.0;0.2;0.0;0.0;0.0
1129;0414 Beleidsadviseurs;Waarde;2021;0.4;0.3;0.2;0.2;0.0;0.2;0.3;0.0
1130;0414 Beleidsadviseurs;Waarde;2022;0.5;0.1;0.4;0.4;0.1;0.4;0.0;0.0
1131;0414 Beleidsadviseurs;Waarde;2023;0.3;0.0;0.3;0.3;0.1;0.1;0.0;0.0
1132;0414 Beleidsadviseurs;Waarde;2024;0.4;0.2;0.1;0.1;0.2;0.1;0.0;0.0
1133;0414 Beleidsadviseurs;Ondergrens 95%-interval;2014;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0
1134;0414 Beleidsadviseurs;Ondergrens 95%-interval;2015;0.1;0.1;0.0;0.0;0.0;0.0;0.1;0.0
1135;0414 Beleidsadviseurs;Ondergrens 95%-interval;2016;0.3;0.0;0.1;0.1;0.0;0.0;0.1;0.0
1136;0414 Beleidsadviseurs;Ondergrens 95%-interval;2017;0.4;0.1;0.1;0.0;0.1;0.0;0.0;0.0
1137;0414 Beleidsadviseurs;Ondergrens 95%-interval;2018;0.6;0.1;0.3;0.2;0.0;0.4;0.0;0.0
1138;0414 Beleidsadviseurs;Ondergrens 95%-interval;2019;0.3;0.1;0.2;0.1;0.0;0.0;0.2;0.0
1139;0414 Beleidsadviseurs;Ondergrens 95%-interval;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1140;0414 Beleidsadviseurs;Ondergrens 95%-interval;2021;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1141;0414 Beleidsadviseurs;Ondergrens 95%-interval;2022;0.1;0.0;0.1;0.1;0.0;0.1;0.0;0.0
1142;0414 Beleidsadviseurs;Ondergrens 95%-interval;2023;0.1;0.0;0.1;0.1;0.0;0.0;0.0;0.0
1143;0414 Beleidsadviseurs;Ondergrens 95%-interval;2024;0.1;0.1;0.0;0.0;0.1;0.0;0.0;0.0
1144;0414 Beleidsadviseurs;Bovengrens 95%-interval;2014;2.1;1.7;2.0;2.0;2.1;;;
1145;0414 Beleidsadviseurs;Bovengrens 95%-interval;2015;2.9;2.9;;;;;2.9;
1146;0414 Beleidsadviseurs;Bovengrens 95%-interval;2016;2.6;2.0;2.3;2.3;;1.9;2.3;
1147;0414 Beleidsadviseurs;Bovengrens 95%-interval;2017;2.6;1.8;2.0;1.8;2.0;1.8;;1.5
1148;0414 Beleidsadviseurs;Bovengrens 95%-interval;2018;3.1;2.1;2.4;2.1;2.3;2.6;;
1149;0414 Beleidsadviseurs;Bovengrens 95%-interval;2019;2.0;1.4;1.7;1.5;1.2;;1.7;
1150;0414 Beleidsadviseurs;Bovengrens 95%-interval;2020;1.1;1.2;0.3;;1.1;;;
1151;0414 Beleidsadviseurs;Bovengrens 95%-interval;2021;1.8;1.9;1.1;1.1;;1.1;1.9;
1152;0414 Beleidsadviseurs;Bovengrens 95%-interval;2022;2.3;0.9;2.6;2.6;0.9;2.6;;
1153;0414 Beleidsadviseurs;Bovengrens 95%-interval;2023;1.1;;1.1;1.1;1.0;1.0;;
1154;0414 Beleidsadviseurs;Bovengrens 95%-interval;2024;1.1;1.0;0.8;0.8;1.0;0.8;;
1155;0415 Specialisten personeels- en loop.;Waarde;2014;2.8;1.3;1.6;0.9;1.0;1.2;0.3;0.3
1156;0415 Specialisten personeels- en loop.;Waarde;2015;0.6;0.4;0.0;0.0;0.4;0.2;0.0;0.0
1157;0415 Specialisten personeels- en loop.;Waarde;2016;1.6;1.2;0.4;0.4;0.9;0.4;0.4;0.0
1158;0415 Specialisten personeels- en loop.;Waarde;2017;0.2;0.2;0.0;0.0;0.0;0.0;0.0;0.2
1159;0415 Specialisten personeels- en loop.;Waarde;2018;1.0;0.3;0.7;0.5;0.6;0.4;0.0;0.0
1160;0415 Specialisten personeels- en loop.;Waarde;2019;2.2;1.2;0.9;0.9;0.8;1.1;0.2;0.0
1161;0415 Specialisten personeels- en loop.;Waarde;2020;1.2;0.3;0.9;0.6;0.6;0.4;0.0;0.1
1162;0415 Specialisten personeels- en loop.;Waarde;2021;0.4;0.2;0.2;0.2;0.0;0.2;0.0;0.2
1163;0415 Specialisten personeels- en loop.;Waarde;2022;0.6;0.1;0.5;0.5;0.5;0.1;0.0;0.0
1164;0415 Specialisten personeels- en loop.;Waarde;2023;1.4;0.9;0.4;0.2;1.0;0.1;0.2;0.0
1165;0415 Specialisten personeels- en loop.;Waarde;2024;0.9;0.3;0.6;0.6;0.6;0.3;0.0;0.0
1166;0415 Specialisten personeels- en loop.;Ondergrens 95%-interval;2014;1.5;0.5;0.6;0.3;0.3;0.4;0.0;0.0
1167;0415 Specialisten personeels- en loop.;Ondergrens 95%-interval;2015;0.2;0.1;0.0;0.0;0.1;0.0;0.0;0.0
1168;0415 Specialisten personeels- en loop.;Ondergrens 95%-interval;2016;0.8;0.5;0.1;0.1;0.3;0.1;0.1;0.0
1169;0415 Specialisten personeels- en loop.;Ondergrens 95%-interval;2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1170;0415 Specialisten personeels- en loop.;Ondergrens 95%-interval;2018;0.5;0.1;0.3;0.2;0.2;0.1;0.0;0.0
1171;0415 Specialisten personeels- en loop.;Ondergrens 95%-interval;2019;1.1;0.5;0.4;0.4;0.3;0.5;0.0;0.0
1172;0415 Specialisten personeels- en loop.;Ondergrens 95%-interval;2020;0.5;0.1;0.4;0.2;0.2;0.1;0.0;0.0
1173;0415 Specialisten personeels- en loop.;Ondergrens 95%-interval;2021;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1174;0415 Specialisten personeels- en loop.;Ondergrens 95%-interval;2022;0.2;0.0;0.2;0.2;0.1;0.0;0.0;0.0
1175;0415 Specialisten personeels- en loop.;Ondergrens 95%-interval;2023;0.7;0.4;0.2;0.0;0.5;0.0;0.0;0.0
1176;0415 Specialisten personeels- en loop.;Ondergrens 95%-interval;2024;0.4;0.1;0.2;0.2;0.2;0.1;0.0;0.0
1177;0415 Specialisten personeels- en loop.;Bovengrens 95%-interval;2014;5.5;3.5;3.8;2.9;3.4;3.3;2.1;2.0
1178;0415 Specialisten personeels- en loop.;Bovengrens 95%-interval;2015;1.9;1.8;;;1.8;1.2;;
1179;0415 Specialisten personeels- en loop.;Bovengrens 95%-interval;2016;3.5;3.0;1.8;1.8;2.3;1.6;2.6;
1180;0415 Specialisten personeels- en loop.;Bovengrens 95%-interval;2017;1.4;1.4;;;;;;1.4
1181;0415 Specialisten personeels- en loop.;Bovengrens 95%-interval;2018;2.2;1.2;1.8;1.6;1.6;1.5;;
1182;0415 Specialisten personeels- en loop.;Bovengrens 95%-interval;2019;4.0;2.9;2.3;2.3;2.3;2.7;1.2;
1183;0415 Specialisten personeels- en loop.;Bovengrens 95%-interval;2020;2.5;1.3;2.1;1.7;1.9;1.3;;0.9
1184;0415 Specialisten personeels- en loop.;Bovengrens 95%-interval;2021;1.7;1.2;1.7;1.7;;1.7;;1.2
1185;0415 Specialisten personeels- en loop.;Bovengrens 95%-interval;2022;1.7;0.7;1.6;1.6;1.6;0.6;;
1186;0415 Specialisten personeels- en loop.;Bovengrens 95%-interval;2023;2.6;2.2;1.1;0.7;2.3;0.8;0.8;
1187;0415 Specialisten personeels- en loop.;Bovengrens 95%-interval;2024;2.0;1.2;1.6;1.6;1.5;1.2;;
1188;042 Vakspecialisten bedrijfsbeheer en...;Waarde;2014;1.2;0.7;0.6;0.4;0.4;0.3;0.3;0.1
1189;042 Vakspecialisten bedrijfsbeheer en...;Waarde;2015;0.4;0.2;0.3;0.2;0.2;0.1;0.0;0.1
1190;042 Vakspecialisten bedrijfsbeheer en...;Waarde;2016;1.1;0.1;0.8;0.6;0.4;0.6;0.0;0.0
1191;042 Vakspecialisten bedrijfsbeheer en...;Waarde;2017;1.3;0.5;0.8;0.5;0.6;0.4;0.1;0.1
1192;042 Vakspecialisten bedrijfsbeheer en...;Waarde;2018;0.9;0.5;0.4;0.4;0.4;0.4;0.1;0.0
1193;042 Vakspecialisten bedrijfsbeheer en...;Waarde;2019;1.2;0.5;0.7;0.6;0.8;0.2;0.1;0.1
1194;042 Vakspecialisten bedrijfsbeheer en...;Waarde;2020;0.7;0.2;0.4;0.4;0.2;0.3;0.2;0.0
