ID;Geslacht;Leeftijd;OpleidingsrichtingEnSector;BedrijfstakkenEnBranchesSBI2008;Perioden;TotaalMboGediplomeerdenMetWerk_1;BolVoltijd_2;Bbl_3;Niveau1_4;Niveau2_5;Niveau3_6;Niveau4_7;BolVoltijdNiveau1_8;BolVoltijdNiveau2_9;BolVoltijdNiveau3_10;BolVoltijdNiveau4_11;BblNiveau1_12;BblNiveau2_13;BblNiveau3_14;BblNiveau4_15
5422;Mannen en vrouwen;Totaal leeftijd;7b Verzorging;61 Telecommunicatie;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5423;Mannen en vrouwen;Totaal leeftijd;7b Verzorging;61 Telecommunicatie;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5424;Mannen en vrouwen;Totaal leeftijd;7b Verzorging;62-63 IT- en informatiedienstverlening;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5425;Mannen en vrouwen;Totaal leeftijd;7b Verzorging;62-63 IT- en informatiedienstverlening;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5426;Mannen en vrouwen;Totaal leeftijd;7b Verzorging;K Financiële dienstverlening;2007/'08;10;10;0;0;0;10;0;0;0;10;0;0;0;0;0
5427;Mannen en vrouwen;Totaal leeftijd;7b Verzorging;K Financiële dienstverlening;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5428;Mannen en vrouwen;Totaal leeftijd;7b Verzorging;L Verhuur en handel van onroerend goed;2007/'08;10;0;10;0;0;10;0;0;0;0;0;0;0;10;0
5429;Mannen en vrouwen;Totaal leeftijd;7b Verzorging;L Verhuur en handel van onroerend goed;2008/'09;50;10;40;0;0;50;0;0;0;10;0;0;0;40;0
5430;Mannen en vrouwen;Totaal leeftijd;7b Verzorging;69-71 Management- en technisch advies;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5431;Mannen en vrouwen;Totaal leeftijd;7b Verzorging;69-71 Management- en technisch advies;2008/'09;10;0;10;0;0;10;0;0;0;0;0;0;0;10;0
5432;Mannen en vrouwen;Totaal leeftijd;7b Verzorging;72 Research;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5433;Mannen en vrouwen;Totaal leeftijd;7b Verzorging;72 Research;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5434;Mannen en vrouwen;Totaal leeftijd;7b Verzorging;73-75 Reclame, design, overige diensten;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5435;Mannen en vrouwen;Totaal leeftijd;7b Verzorging;73-75 Reclame, design, overige diensten;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5436;Mannen en vrouwen;Totaal leeftijd;7b Verzorging;N Verhuur en overige zakelijke diensten;2007/'08;60;40;20;0;0;60;0;0;0;40;0;0;0;20;0
5437;Mannen en vrouwen;Totaal leeftijd;7b Verzorging;N Verhuur en overige zakelijke diensten;2008/'09;60;40;30;0;0;60;0;0;0;40;0;0;0;30;0
5438;Mannen en vrouwen;Totaal leeftijd;7b Verzorging;O Openbaar bestuur en overheidsdiensten;2007/'08;30;30;0;0;0;30;0;0;0;30;0;0;0;0;0
5439;Mannen en vrouwen;Totaal leeftijd;7b Verzorging;O Openbaar bestuur en overheidsdiensten;2008/'09;50;50;0;0;0;50;0;0;0;50;0;0;0;0;0
5440;Mannen en vrouwen;Totaal leeftijd;7b Verzorging;P Onderwijs;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5441;Mannen en vrouwen;Totaal leeftijd;7b Verzorging;P Onderwijs;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5442;Mannen en vrouwen;Totaal leeftijd;7b Verzorging;86 Gezondheidszorg;2007/'08;350;110;240;0;0;350;0;0;0;110;0;0;0;240;0
5443;Mannen en vrouwen;Totaal leeftijd;7b Verzorging;86 Gezondheidszorg;2008/'09;300;70;230;0;0;300;0;0;0;70;0;0;0;230;0
5444;Mannen en vrouwen;Totaal leeftijd;7b Verzorging;87-88 Zorg en welzijn;2007/'08;4000;1130;2870;0;0;4000;0;0;0;1130;0;0;0;2870;0
5445;Mannen en vrouwen;Totaal leeftijd;7b Verzorging;87-88 Zorg en welzijn;2008/'09;4270;970;3310;0;0;4270;0;0;0;970;0;0;0;3310;0
5446;Mannen en vrouwen;Totaal leeftijd;7b Verzorging;R Cultuur, sport en recreatie;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5447;Mannen en vrouwen;Totaal leeftijd;7b Verzorging;R Cultuur, sport en recreatie;2008/'09;10;0;0;0;0;10;0;0;0;0;0;0;0;0;0
5448;Mannen en vrouwen;Totaal leeftijd;7b Verzorging;S Overige dienstverlening;2007/'08;30;10;30;0;0;30;0;0;0;10;0;0;0;30;0
5449;Mannen en vrouwen;Totaal leeftijd;7b Verzorging;S Overige dienstverlening;2008/'09;50;10;40;0;0;50;0;0;0;10;0;0;0;40;0
5450;Mannen en vrouwen;Totaal leeftijd;7b Verzorging;T Huishoudens;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5451;Mannen en vrouwen;Totaal leeftijd;7b Verzorging;T Huishoudens;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5452;Mannen en vrouwen;Totaal leeftijd;7b Verzorging;U Extraterritoriale organisaties;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5453;Mannen en vrouwen;Totaal leeftijd;7b Verzorging;U Extraterritoriale organisaties;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5454;Mannen en vrouwen;Totaal leeftijd;7b Verzorging;SBI onbekend;2007/'08;10;10;0;0;0;10;0;0;0;10;0;0;0;0;0
5455;Mannen en vrouwen;Totaal leeftijd;7b Verzorging;SBI onbekend;2008/'09;20;0;20;0;0;20;0;0;0;0;0;0;0;20;0
5456;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;0;2007/'08;3300;1190;2110;230;3070;0;0;100;1090;0;0;130;1980;0;0
5457;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;0;2008/'09;3480;1110;2370;290;3190;0;0;80;1030;0;0;200;2160;0;0
5458;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;10;2007/'08;10;10;0;0;10;0;0;0;10;0;0;0;0;0;0
5459;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;10;2008/'09;10;10;0;0;10;0;0;0;10;0;0;0;0;0;0
5460;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;11;2007/'08;10;10;0;0;10;0;0;0;10;0;0;0;0;0;0
5461;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;11;2008/'09;10;10;0;0;10;0;0;0;10;0;0;0;0;0;0
5462;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;20;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5463;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;20;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5464;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;21;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5465;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;21;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5466;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;30;2007/'08;60;20;40;10;60;0;0;0;20;0;0;10;40;0;0
5467;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;30;2008/'09;80;20;70;30;50;0;0;0;10;0;0;30;40;0;0
5468;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;50;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5469;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;50;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5470;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;60;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5471;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;60;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5472;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;70;2007/'08;10;0;10;0;10;0;0;0;0;0;0;0;10;0;0
5473;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;70;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5474;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;80;2007/'08;270;240;20;20;240;0;0;20;220;0;0;0;20;0;0
5475;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;80;2008/'09;250;230;20;20;230;0;0;20;210;0;0;0;20;0;0
5476;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;90;2007/'08;20;10;10;0;10;0;0;0;10;0;0;0;0;0;0
5477;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;90;2008/'09;20;10;0;0;20;0;0;0;10;0;0;0;0;0;0
5478;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;I Horeca;2007/'08;60;60;0;0;50;0;0;0;50;0;0;0;0;0;0
5479;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;I Horeca;2008/'09;50;40;10;10;40;0;0;10;40;0;0;0;0;0;0
5480;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;J Informatie en communicatie;2007/'08;10;10;0;0;10;0;0;0;10;0;0;0;0;0;0
5481;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;J Informatie en communicatie;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5482;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;K Financiële dienstverlening;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5483;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;K Financiële dienstverlening;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5484;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;L Verhuur en handel van onroerend goed;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5485;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;L Verhuur en handel van onroerend goed;2008/'09;10;10;10;0;10;0;0;0;0;0;0;0;10;0;0
5486;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;M Specialistische zakelijke diensten;2007/'08;20;10;10;0;20;0;0;0;10;0;0;0;10;0;0
5487;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;M Specialistische zakelijke diensten;2008/'09;20;10;10;0;20;0;0;0;10;0;0;0;0;0;0
5488;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;N Verhuur en overige zakelijke diensten;2007/'08;340;250;90;40;300;0;0;30;220;0;0;10;80;0;0
5489;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;N Verhuur en overige zakelijke diensten;2008/'09;240;180;70;20;220;0;0;10;160;0;0;10;60;0;0
5490;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;O Openbaar bestuur en overheidsdiensten;2007/'08;10;10;10;0;10;0;0;0;10;0;0;0;10;0;0
5491;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;O Openbaar bestuur en overheidsdiensten;2008/'09;10;10;10;0;10;0;0;0;10;0;0;0;10;0;0
5492;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;P Onderwijs;2007/'08;10;0;0;0;10;0;0;0;0;0;0;0;0;0;0
5493;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;P Onderwijs;2008/'09;10;0;10;0;10;0;0;0;0;0;0;0;10;0;0
5494;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;Q Gezondheids- en welzijnszorg;2007/'08;2400;560;1840;150;2250;0;0;40;520;0;0;110;1730;0;0
5495;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;Q Gezondheids- en welzijnszorg;2008/'09;2710;580;2130;190;2520;0;0;40;540;0;0;150;1980;0;0
5496;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;R Cultuur, sport en recreatie;2007/'08;10;10;0;0;10;0;0;0;10;0;0;0;0;0;0
5497;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;R Cultuur, sport en recreatie;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5498;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;S Overige dienstverlening;2007/'08;40;10;30;0;40;0;0;0;10;0;0;0;30;0;0
5499;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;S Overige dienstverlening;2008/'09;40;10;30;0;30;0;0;0;10;0;0;0;30;0;0
5500;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;T Huishoudens;2007/'08;10;0;0;0;10;0;0;0;0;0;0;0;0;0;0
5501;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;T Huishoudens;2008/'09;10;10;10;0;10;0;0;0;10;0;0;0;10;0;0
5502;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;U Extraterritoriale organisaties;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5503;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;U Extraterritoriale organisaties;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5504;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;SBI onbekend;2007/'08;30;0;30;0;30;0;0;0;0;0;0;0;30;0;0
5505;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;SBI onbekend;2008/'09;20;0;20;10;10;0;0;0;0;0;0;10;10;0;0
5506;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;31;2007/'08;20;20;0;0;20;0;0;0;10;0;0;0;0;0;0
5507;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;31;2008/'09;10;10;0;0;10;0;0;0;10;0;0;0;0;0;0
5508;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;32;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5509;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;32;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5510;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;33;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5511;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;33;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5512;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;34;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5513;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;34;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5514;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;35;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5515;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;35;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5516;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;36;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5517;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;36;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5518;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;37;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5519;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;37;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5520;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;38;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5521;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;38;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5522;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;39;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5523;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;39;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5524;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;40;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5525;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;40;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5526;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;41;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5527;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;41;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5528;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;42;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5529;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;42;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5530;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;43;2007/'08;40;0;40;10;30;0;0;0;0;0;0;10;30;0;0
5531;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;43;2008/'09;60;0;60;30;30;0;0;0;0;0;0;30;30;0;0
5532;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;51;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5533;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;51;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5534;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;61;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5535;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;61;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5536;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;71;2007/'08;10;0;10;0;10;0;0;0;0;0;0;0;10;0;0
5537;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;71;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5538;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;81;2007/'08;270;240;20;20;240;0;0;20;220;0;0;0;20;0;0
5539;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;81;2008/'09;250;230;20;20;230;0;0;20;210;0;0;0;20;0;0
5540;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;91;2007/'08;20;10;10;0;10;0;0;0;10;0;0;0;0;0;0
5541;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;91;2008/'09;20;10;0;0;20;0;0;0;10;0;0;0;0;0;0
5542;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;I Horeca;2007/'08;60;60;0;0;50;0;0;0;50;0;0;0;0;0;0
5543;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;I Horeca;2008/'09;50;40;10;10;40;0;0;10;40;0;0;0;0;0;0
5544;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;58-60 Uitgeverijen, film, radio en t.v. ;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5545;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;58-60 Uitgeverijen, film, radio en t.v. ;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5546;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;61 Telecommunicatie;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5547;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;61 Telecommunicatie;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5548;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;62-63 IT- en informatiedienstverlening;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5549;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;62-63 IT- en informatiedienstverlening;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5550;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;K Financiële dienstverlening;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5551;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;K Financiële dienstverlening;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5552;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;L Verhuur en handel van onroerend goed;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5553;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;L Verhuur en handel van onroerend goed;2008/'09;10;10;10;0;10;0;0;0;0;0;0;0;10;0;0
5554;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;69-71 Management- en technisch advies;2007/'08;20;10;10;0;20;0;0;0;10;0;0;0;10;0;0
5555;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;69-71 Management- en technisch advies;2008/'09;10;10;0;0;10;0;0;0;10;0;0;0;0;0;0
5556;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;72 Research;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5557;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;72 Research;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5558;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;73-75 Reclame, design, overige diensten;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5559;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;73-75 Reclame, design, overige diensten;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5560;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;N Verhuur en overige zakelijke diensten;2007/'08;340;250;90;40;300;0;0;30;220;0;0;10;80;0;0
5561;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;N Verhuur en overige zakelijke diensten;2008/'09;240;180;70;20;220;0;0;10;160;0;0;10;60;0;0
5562;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;O Openbaar bestuur en overheidsdiensten;2007/'08;10;10;10;0;10;0;0;0;10;0;0;0;10;0;0
5563;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;O Openbaar bestuur en overheidsdiensten;2008/'09;10;10;10;0;10;0;0;0;10;0;0;0;10;0;0
5564;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;P Onderwijs;2007/'08;10;0;0;0;10;0;0;0;0;0;0;0;0;0;0
5565;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;P Onderwijs;2008/'09;10;0;10;0;10;0;0;0;0;0;0;0;10;0;0
5566;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;86 Gezondheidszorg;2007/'08;300;50;250;10;280;0;0;0;40;0;0;10;240;0;0
5567;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;86 Gezondheidszorg;2008/'09;370;30;340;30;340;0;0;0;30;0;0;30;310;0;0
5568;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;87-88 Zorg en welzijn;2007/'08;2100;510;1590;140;1970;0;0;40;480;0;0;100;1490;0;0
5569;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;87-88 Zorg en welzijn;2008/'09;2340;550;1800;160;2190;0;0;30;520;0;0;120;1670;0;0
5570;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;R Cultuur, sport en recreatie;2007/'08;10;10;0;0;10;0;0;0;10;0;0;0;0;0;0
5571;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;R Cultuur, sport en recreatie;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5572;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;S Overige dienstverlening;2007/'08;40;10;30;0;40;0;0;0;10;0;0;0;30;0;0
5573;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;S Overige dienstverlening;2008/'09;40;10;30;0;30;0;0;0;10;0;0;0;30;0;0
5574;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;T Huishoudens;2007/'08;10;0;0;0;10;0;0;0;0;0;0;0;0;0;0
5575;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;T Huishoudens;2008/'09;10;10;10;0;10;0;0;0;10;0;0;0;10;0;0
5576;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;U Extraterritoriale organisaties;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5577;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;U Extraterritoriale organisaties;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5578;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;SBI onbekend;2007/'08;30;0;30;0;30;0;0;0;0;0;0;0;30;0;0
5579;Mannen en vrouwen;Totaal leeftijd;7c Hulp bij zorg en welzijn;SBI onbekend;2008/'09;20;0;20;10;10;0;0;0;0;0;0;10;10;0;0
5580;Mannen en vrouwen;Totaal leeftijd;7d Medische ondersteuning;0;2007/'08;1370;1120;260;0;0;0;1370;0;0;0;1120;0;0;0;260
5581;Mannen en vrouwen;Totaal leeftijd;7d Medische ondersteuning;0;2008/'09;1250;970;280;0;0;0;1250;0;0;0;970;0;0;0;280
5582;Mannen en vrouwen;Totaal leeftijd;7d Medische ondersteuning;10;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5583;Mannen en vrouwen;Totaal leeftijd;7d Medische ondersteuning;10;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5584;Mannen en vrouwen;Totaal leeftijd;7d Medische ondersteuning;11;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
